오성첨단소재(052420),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2001-08-07,148792,148792,148792,148800,679654,42120.0,8100000.0
2001-08-08,150522,163134,141928,146510,3724090,41472.0,8100000.0
2001-08-09,140231,144531,132515,139643,790134,39528.0,8100000.0
2001-08-10,143090,148814,128801,130486,524474,36936.0,8100000.0
2001-08-13,131615,133355,115025,115033,993242,32562.0,8100000.0
2001-08-14,107327,117919,107327,113031,749672,31995.0,8100000.0
2001-08-16,109600,115296,107299,108738,364096,30780.0,8100000.0
2001-08-17,108737,111605,106155,106163,267138,30051.0,8100000.0
2001-08-20,105309,107582,103591,104160,376930,29484.0,8100000.0
2001-08-21,105325,113041,104448,109311,553822,30942.0,8100000.0
2001-08-22,107317,108747,105044,105304,332396,29808.0,8100000.0
2001-08-23,107604,108193,103901,103874,245401,29403.0,8100000.0
2001-08-24,105605,105605,103304,105304,314310,29808.0,8100000.0
2001-08-27,104176,105888,103306,103588,226749,29322.0,8100000.0
2001-08-28,103288,103877,103007,103015,1074618,29160.0,8100000.0
2001-08-29,103000,115297,93846,105876,1007306,29970.0,8100000.0
2001-08-30,105861,111592,98706,111600,440633,31590.0,8100000.0
2001-08-31,105864,111876,98429,98436,271649,27864.0,8100000.0
2001-09-03,102166,102166,97277,100154,136375,28350.0,8100000.0
2001-09-04,99023,103007,99023,103015,96681,29160.0,8100000.0
2001-09-05,101569,110161,101569,108738,234772,30780.0,8100000.0
2001-09-06,108730,111873,106738,110169,308142,31185.0,8100000.0
2001-09-07,105861,114454,103000,105876,3652276,29970.0,8100000.0
2001-09-10,107299,115331,105588,110169,1717203,31185.0,8100000.0
2001-09-11,113057,121369,110756,115892,1895583,32805.0,8100000.0
2001-09-12,102184,102184,102184,102156,3297,28917.0,8100000.0
2001-09-13,94737,114195,94737,114175,1113844,32319.0,8100000.0
2001-09-14,115612,118473,102165,108738,1978234,30780.0,8100000.0
2001-09-17,108746,108746,95853,95861,870357,27135.0,8100000.0
2001-09-18,97585,107293,94723,105876,1293876,29970.0,8100000.0
2001-09-19,105877,109608,101577,101584,1471457,28755.0,8100000.0
2001-09-20,97877,100151,89558,89566,832672,25353.0,8100000.0
2001-09-21,78977,80128,78977,78978,216533,22356.0,8100000.0
2001-09-24,69556,75279,69556,69535,2937122,19683.0,8100000.0
2001-09-25,74114,74114,61222,61237,1829784,17334.0,8100000.0
2001-09-26,62689,67543,60416,63812,2027395,18063.0,8100000.0
2001-09-27,62125,64397,58105,58947,1031963,16686.0,8100000.0
2001-09-28,59809,62952,59809,61809,1093415,17496.0,8100000.0
2001-10-04,65532,68955,64381,68963,789976,19521.0,8100000.0
2001-10-05,71542,75554,70111,70679,1288738,20007.0,8100000.0
2001-10-08,68669,71538,63225,67246,534618,19035.0,8100000.0
2001-10-09,70670,75278,70109,75259,1301416,21303.0,8100000.0
2001-10-10,84149,84149,82409,84129,1379748,23814.0,8100000.0
2001-10-11,84435,89570,83004,84416,1958412,23895.0,8100000.0
2001-10-12,88415,88415,79844,82412,661679,23328.0,8100000.0
2001-10-15,81852,91013,80701,88994,1065163,25191.0,8100000.0
2001-10-16,90446,90446,86153,87277,715997,24705.0,8100000.0
2001-10-17,88735,89857,85283,87277,819116,24705.0,8100000.0
2001-10-18,85263,85852,80408,80409,551605,22761.0,8100000.0
2001-10-19,77820,82400,77820,80409,465769,22761.0,8100000.0
2001-10-22,83571,87303,81860,84701,742651,23976.0,8100000.0
2001-10-23,86144,87294,79262,79551,551603,22518.0,8100000.0
2001-10-24,79561,81307,77850,78692,297675,22275.0,8100000.0
2001-10-25,79257,82118,78695,80695,376788,22842.0,8100000.0
2001-10-26,80680,86404,80119,84987,1037498,24057.0,8100000.0
2001-10-29,85867,91878,84717,86991,1922590,24624.0,8100000.0
2001-10-30,84425,84425,76709,76689,830135,21708.0,8100000.0
2001-10-31,76113,77551,74682,76689,596366,21708.0,8100000.0
2001-11-01,77282,81295,77282,79837,589213,22599.0,8100000.0
2001-11-02,80431,83019,75857,78692,548655,22275.0,8100000.0
2001-11-05,78101,80128,78101,78978,389431,22356.0,8100000.0
2001-11-06,80150,80992,77850,78692,362038,22275.0,8100000.0
2001-11-07,80119,84138,78968,82126,1374578,23247.0,8100000.0
2001-11-08,83291,84721,81580,83271,1144817,23571.0,8100000.0
2001-11-09,85278,90721,84156,88421,2226711,25029.0,8100000.0
2001-11-12,90719,96170,89288,94431,2001425,26730.0,8100000.0
2001-11-13,91866,93858,86984,88136,1038025,24948.0,8100000.0
2001-11-14,90708,90708,87566,89566,976789,25353.0,8100000.0
2001-11-15,89296,93316,83292,85846,906441,24300.0,8100000.0
2001-11-16,83560,85553,81288,82698,410821,23409.0,8100000.0
2001-11-19,83010,85563,83010,83271,407009,23571.0,8100000.0
2001-11-20,83829,87841,83829,86418,659432,24462.0,8100000.0
2001-11-21,85858,94423,85584,91569,1571449,25920.0,8100000.0
2001-11-22,92992,94422,88138,94431,1083911,26730.0,8100000.0
2001-11-23,97285,99024,90438,92999,2033573,26325.0,8100000.0
2001-11-26,91872,103615,91872,103588,1284468,29322.0,8100000.0
2001-11-27,102451,111613,99870,104732,1146299,29646.0,8100000.0
2001-11-28,103285,107578,92420,92428,545923,26163.0,8100000.0
2001-11-29,89008,95012,88727,92999,264033,26325.0,8100000.0
2001-11-30,94422,97292,92992,94431,286855,26730.0,8100000.0
2001-12-03,93306,96456,89855,90424,224812,25596.0,8100000.0
2001-12-04,91605,101039,91288,101012,751397,28593.0,8100000.0
2001-12-05,105334,113057,105053,113031,1687874,31995.0,8100000.0
2001-12-06,117338,120480,110176,114175,1298951,32319.0,8100000.0
2001-12-07,114761,127065,111618,120184,1052892,34020.0,8100000.0
2001-12-10,125608,128477,119604,123904,906248,35073.0,8100000.0
2001-12-11,122191,122191,112756,119898,562845,33939.0,8100000.0
2001-12-12,121639,134216,117893,131916,1146137,37341.0,8100000.0
2001-12-13,131928,131928,118754,126766,551482,35883.0,8100000.0
2001-12-14,120750,123893,115335,117609,209401,33291.0,8100000.0
2001-12-17,115351,117342,103615,103588,403335,29322.0,8100000.0
2001-12-18,105885,110739,91589,91569,552412,25920.0,8100000.0
2001-12-19,93000,96178,83292,87277,396996,24705.0,8100000.0
2001-12-20,85857,97593,85857,97292,677976,27540.0,8100000.0
2001-12-21,94436,94436,89013,90424,300006,25596.0,8100000.0
2001-12-24,89290,90447,81573,84416,223233,23895.0,8100000.0
2001-12-26,85260,92141,82706,87849,370372,24867.0,8100000.0
2001-12-27,88740,89301,83851,87563,152994,24786.0,8100000.0
2001-12-28,88732,95025,88732,93286,250135,26406.0,8100000.0
2002-01-02,94420,101582,92148,99009,389965,28026.0,8100000.0
2002-01-03,100146,100146,95004,98723,395859,27945.0,8100000.0
2002-01-04,101584,102174,95572,95861,250051,27135.0,8100000.0
2002-01-07,95560,105303,91267,99868,932084,28269.0,8100000.0
2002-01-08,99874,107036,97882,105304,999383,29808.0,8100000.0
2002-01-09,109907,117351,109038,113031,1166603,31995.0,8100000.0
2002-01-10,114487,114487,99601,99581,736632,28188.0,8100000.0
2002-01-11,99042,100754,93003,93572,374882,26487.0,8100000.0
2002-01-14,95583,101868,93872,99295,504692,28107.0,8100000.0
2002-01-15,96456,96456,90445,90424,340152,25596.0,8100000.0
2002-01-16,91011,94441,90170,90711,200614,25677.0,8100000.0
2002-01-17,90158,94423,86419,92999,194256,26325.0,8100000.0
2002-01-18,93012,104152,91581,104160,697047,29484.0,8100000.0
2002-01-21,108185,114478,102455,111028,936958,31428.0,8100000.0
2002-01-22,113056,123362,111065,117323,824620,33210.0,8100000.0
2002-01-23,114480,123635,112488,120184,794053,34020.0,8100000.0
2002-01-24,123899,134484,123618,134492,911213,38070.0,8100000.0
2002-01-25,139642,150509,139642,150516,457680,42606.0,8100000.0
2002-01-28,157115,157396,141921,150803,979518,42687.0,8100000.0
2002-01-29,153110,153110,143367,146510,408516,41472.0,8100000.0
2002-01-30,140495,145385,129069,133061,354253,37665.0,8100000.0
2002-01-31,135906,148792,135906,148800,292182,42120.0,8100000.0
2002-02-01,145953,159407,134498,142790,395437,40419.0,8100000.0
2002-02-04,142783,145933,134471,137068,161609,38799.0,8100000.0
2002-02-05,133934,153393,130196,153092,731143,43335.0,8100000.0
2002-02-06,155965,168822,148522,153665,692457,43497.0,8100000.0
2002-02-07,151654,158816,137337,143076,370484,40500.0,8100000.0
2002-02-08,143076,143665,135073,138784,350249,39285.0,8100000.0
2002-02-14,141640,151664,141640,150803,471735,42687.0,8100000.0
2002-02-15,145959,154552,145959,147083,208100,41634.0,8100000.0
2002-02-18,148810,164558,148529,164538,584422,46575.0,8100000.0
2002-02-19,171424,184310,168842,182852,1278454,51759.0,8100000.0
2002-02-20,181691,196015,178837,186000,932082,52650.0,8100000.0
2002-02-21,192293,198585,183427,188289,659732,53298.0,8100000.0
2002-02-22,186000,186000,172273,173123,424174,49005.0,8100000.0
2002-02-25,175993,179725,165689,173981,345022,49248.0,8100000.0
2002-02-26,178842,190865,174549,179418,540596,50787.0,8100000.0
2002-02-27,181427,193163,180557,189720,643814,53703.0,8100000.0
2002-02-28,194584,195426,180548,186000,507290,52650.0,8100000.0
2002-03-04,197446,208311,189730,208319,765455,58968.0,8100000.0
2002-03-05,226902,233223,217748,220337,1380997,62370.0,8100000.0
2002-03-06,228053,236084,215195,223199,1085569,63180.0,8100000.0
2002-03-07,226069,228931,214614,214615,508035,60750.0,8100000.0
2002-03-08,214619,218912,206026,214901,313104,60831.0,8100000.0
2002-03-11,217492,229227,217492,222627,422838,63018.0,8100000.0
2002-03-12,223204,249256,223204,244374,2493054,69174.0,8100000.0
2002-03-13,236102,240956,228941,233501,738562,66096.0,8100000.0
2002-03-14,233507,248392,228926,244661,646145,69255.0,8100000.0
2002-03-15,244667,255567,238970,239224,498630,67716.0,8100000.0
2002-03-18,239229,263822,232944,257538,1222342,72900.0,8100000.0
2002-03-19,263276,273299,258421,262974,598801,74439.0,8100000.0
2002-03-20,273576,274410,254672,260971,418970,73872.0,8100000.0
2002-03-21,257539,271266,257539,262689,263807,74358.0,8100000.0
2002-03-22,263264,283284,260401,266694,636656,75492.0,8100000.0
2002-03-25,271876,294758,266145,278141,730196,78732.0,8100000.0
2002-03-26,278149,290446,272706,280430,267517,79380.0,8100000.0
2002-03-27,286143,294735,274996,275566,416323,78003.0,8100000.0
2002-03-28,274717,282713,253237,254676,625970,72090.0,8100000.0
2002-03-29,250671,260414,229500,240654,526471,68121.0,8100000.0
2002-04-01,234660,246677,212059,212039,487913,60021.0,8100000.0
2002-04-02,206603,221481,194587,217477,1053259,61560.0,8100000.0
2002-04-03,207443,224909,207443,219194,444640,62046.0,8100000.0
2002-04-04,219198,242956,216055,232070,722825,65691.0,8100000.0
2002-04-08,224918,232950,214614,214615,324716,60750.0,8100000.0
2002-04-09,214888,220339,206014,211754,330106,59940.0,8100000.0
2002-04-10,217468,217468,194587,199449,362418,56457.0,8100000.0
2002-04-11,199463,207466,198901,202024,346890,57186.0,8100000.0
2002-04-12,188874,203199,188874,192867,365259,54594.0,8100000.0
2002-04-15,193738,208056,193738,204885,399698,57996.0,8100000.0
2002-04-16,202309,220337,202309,220337,399253,62370.0,8100000.0
2002-04-17,228932,232636,223489,226919,518689,64233.0,8100000.0
2002-04-18,220355,224655,211762,212612,267862,60183.0,8100000.0
2002-04-19,212611,214323,204889,206889,263042,58563.0,8100000.0
2002-04-22,211738,213450,183132,196587,331322,55647.0,8100000.0
2002-04-23,189425,208884,183421,208892,308443,59130.0,8100000.0
2002-04-24,206908,212351,194604,194584,180183,55080.0,8100000.0
2002-04-25,186286,192017,176262,176270,193476,49896.0,8100000.0
2002-04-26,177707,192585,174557,188861,298068,53460.0,8100000.0
2002-04-29,181154,183147,168830,168830,123671,47790.0,8100000.0
2002-04-30,163141,174286,161709,161963,180578,45846.0,8100000.0
2002-05-02,171133,175993,164258,172550,255952,48843.0,8100000.0
2002-05-03,174563,176863,167401,172550,166577,48843.0,8100000.0
2002-05-06,169132,174275,165990,168545,87414,47709.0,8100000.0
2002-05-07,163389,167374,160528,165397,122856,46818.0,8100000.0
2002-05-08,169145,182003,169145,179990,361920,50949.0,8100000.0
2002-05-09,186019,192585,184588,191722,410313,54270.0,8100000.0
2002-05-10,193167,198021,187437,195729,242112,55404.0,8100000.0
2002-05-13,186564,195753,186003,186572,136740,52812.0,8100000.0
2002-05-14,192311,194611,188011,191722,176248,54270.0,8100000.0
2002-05-15,194597,210043,191734,200307,351214,56700.0,8100000.0
2002-05-16,200334,204599,197473,197445,172037,55890.0,8100000.0
2002-05-17,196033,213191,196033,206030,486367,58320.0,8100000.0
2002-05-20,204617,206019,197735,199735,125066,56538.0,8100000.0
2002-05-21,195164,195164,186564,186572,204938,52812.0,8100000.0
2002-05-22,180878,189442,180569,188861,113991,53460.0,8100000.0
2002-05-23,184850,193162,175983,175984,93900,49815.0,8100000.0
2002-05-24,174832,178851,169417,171978,123715,48681.0,8100000.0
2002-05-27,168829,177415,168829,170261,88453,48195.0,8100000.0
2002-05-28,170857,180285,170261,179704,245402,50868.0,8100000.0
2002-05-29,176843,176843,168811,171120,80450,48438.0,8100000.0
2002-05-30,165976,170556,151939,151947,103498,43011.0,8100000.0
2002-05-31,148815,157689,148254,148228,79386,41958.0,8100000.0
2002-06-03,142793,149675,142793,146225,86474,41391.0,8100000.0
2002-06-04,144508,151671,139374,149658,92459,42363.0,8100000.0
2002-06-05,154532,157120,151109,151088,80410,42768.0,8100000.0
2002-06-07,148793,150784,143062,143076,49658,40500.0,8100000.0
2002-06-10,150239,151670,145939,151088,49209,42768.0,8100000.0
2002-06-11,145937,160260,145937,158528,79915,44874.0,8100000.0
2002-06-12,152522,163142,152522,160246,71195,45360.0,8100000.0
2002-06-14,161695,170260,160257,170261,119528,48195.0,8100000.0
2002-06-17,171690,175709,163974,166255,34245,47061.0,8100000.0
2002-06-18,171410,171690,164564,166255,32464,47061.0,8100000.0
2002-06-19,166282,166282,146515,146796,53735,41553.0,8100000.0
2002-06-20,143938,146492,136215,143076,143827,40500.0,8100000.0
2002-06-21,140231,141382,136247,139643,70905,39528.0,8100000.0
2002-06-24,136784,136784,131615,134492,67969,38070.0,8100000.0
2002-06-25,135081,139935,125927,128769,96580,36450.0,8100000.0
2002-06-26,124483,124483,113309,113316,98435,32076.0,8100000.0
2002-06-27,113927,119623,104737,117323,188082,33210.0,8100000.0
2002-06-28,127347,127628,122458,122473,559600,34668.0,8100000.0
2002-07-02,115332,121904,107896,121043,358872,34263.0,8100000.0
2002-07-03,118772,127927,115904,125908,396202,35640.0,8100000.0
2002-07-04,129071,140814,129071,140788,624113,39852.0,8100000.0
2002-07-05,143938,155955,140789,143076,410116,40500.0,8100000.0
2002-07-08,151672,154260,143079,147941,406446,41877.0,8100000.0
2002-07-09,147948,160273,146237,160246,298755,45360.0,8100000.0
2002-07-10,160249,163112,154525,157957,220942,44712.0,8100000.0
2002-07-11,152215,157384,145929,148800,148359,42120.0,8100000.0
2002-07-12,153392,157131,149689,154523,127395,43740.0,8100000.0
2002-07-15,147651,160263,147651,151088,219700,42768.0,8100000.0
2002-07-16,154523,155954,145369,145938,99294,41310.0,8100000.0
2002-07-18,150223,150223,144492,144508,92019,40905.0,8100000.0
2002-07-19,140219,140219,130223,136495,132098,38637.0,8100000.0
2002-07-22,125909,129613,120186,126766,130719,35883.0,8100000.0
2002-07-23,126197,141917,123897,141932,335933,40176.0,8100000.0
2002-07-24,131334,136784,127630,134492,143971,38070.0,8100000.0
2002-07-25,141911,147369,138769,141646,183815,40095.0,8100000.0
2002-07-26,140215,140215,130780,134492,57027,38070.0,8100000.0
2002-07-29,145658,145658,134477,135923,218371,38475.0,8100000.0
2002-07-30,140204,152220,140204,150516,354640,42606.0,8100000.0
2002-07-31,147653,153657,147372,149372,218547,42282.0,8100000.0
2002-08-01,147923,153366,141630,144508,145949,40905.0,8100000.0
2002-08-02,140206,145930,136502,145938,151296,41310.0,8100000.0
2002-08-05,145947,145947,130192,131630,147052,37260.0,8100000.0
2002-08-06,121913,131629,121913,129055,99032,36531.0,8100000.0
2002-08-07,134204,136785,129070,130200,134704,36855.0,8100000.0
2002-08-08,131623,133657,125058,127338,74799,36045.0,8100000.0
2002-08-09,131623,134492,127358,127338,110337,36045.0,8100000.0
2002-08-12,124788,131634,124788,130772,84348,37017.0,8100000.0
2002-08-13,130799,131634,127930,130772,81756,37017.0,8100000.0
2002-08-14,128789,132492,127357,130200,60155,36855.0,8100000.0
2002-08-16,133052,141651,133052,134778,144705,38151.0,8100000.0
2002-08-19,137937,137937,132493,132775,97105,37584.0,8100000.0
2002-08-20,135909,141072,134787,135636,155141,38394.0,8100000.0
2002-08-21,133049,135631,132207,133920,61261,37908.0,8100000.0
2002-08-22,136242,137364,132230,132203,124857,37422.0,8100000.0
2002-08-23,133936,133936,130197,130486,90191,36936.0,8100000.0
2002-08-26,127061,129081,126780,127911,83868,36207.0,8100000.0
2002-08-27,127902,129341,125911,126480,61770,35802.0,8100000.0
2002-08-28,125930,125930,121910,122760,122089,34749.0,8100000.0
2002-08-29,120200,121912,117331,118181,71651,33453.0,8100000.0
2002-08-30,119623,121649,117910,118753,94387,33615.0,8100000.0
2002-09-02,117623,120205,111892,120184,142410,34020.0,8100000.0
2002-09-03,117350,119623,116480,117323,64600,33210.0,8100000.0
2002-09-04,113023,114453,108730,111600,74419,31590.0,8100000.0
2002-09-05,114179,114179,109016,111886,78405,31671.0,8100000.0
2002-09-06,111042,111604,105318,107880,86171,30537.0,8100000.0
2002-09-09,105869,108732,95846,98723,94798,27945.0,8100000.0
2002-09-10,97610,101314,93008,98151,132702,27783.0,8100000.0
2002-09-11,103288,103288,98147,100154,109653,28350.0,8100000.0
2002-09-12,88147,98171,88147,98151,93722,27783.0,8100000.0
2002-09-13,97277,105028,92423,98723,213911,27945.0,8100000.0
2002-09-16,97283,105314,97283,99009,151160,28026.0,8100000.0
2002-09-17,102738,105038,100156,105018,164617,29727.0,8100000.0
2002-09-18,102166,103007,96442,103015,70893,29160.0,8100000.0
2002-09-19,102171,104164,101301,101871,74908,28836.0,8100000.0
2002-09-23,97600,100153,90158,94431,64432,26730.0,8100000.0
2002-09-24,85865,94422,85865,94431,77845,26730.0,8100000.0
2002-09-25,97290,97290,89848,91856,52706,26001.0,8100000.0
2002-09-26,93587,97010,86986,91856,49777,26001.0,8100000.0
2002-09-27,89557,95288,87284,95289,46581,26973.0,8100000.0
2002-09-30,88721,90434,88132,89852,33130,25434.0,8100000.0
2002-10-01,83004,89857,83004,88707,26843,25110.0,8100000.0
2002-10-02,90160,94741,87578,88421,41860,25029.0,8100000.0
2002-10-04,85879,88432,84447,86132,42396,24381.0,8100000.0
2002-10-07,85573,85573,75851,75831,101771,21465.0,8100000.0
2002-10-08,73858,78720,73550,75831,54676,21465.0,8100000.0
2002-10-09,77282,77282,72708,75831,406211,21465.0,8100000.0
2002-10-10,72092,75831,68388,68677,80099,19440.0,8100000.0
2002-10-11,70391,76711,62388,72111,538668,20412.0,8100000.0
2002-10-14,74958,76979,73528,74686,197654,21141.0,8100000.0
2002-10-15,75292,81576,73257,74114,409432,20979.0,8100000.0
2002-10-16,76395,79257,73245,76403,520676,21627.0,8100000.0
2002-10-17,76393,84424,76393,82412,781123,23328.0,8100000.0
2002-10-18,85557,87865,83292,87277,412143,24705.0,8100000.0
2002-10-21,88146,91605,83004,82984,380957,23490.0,8100000.0
2002-10-22,84420,85543,76985,78978,276989,22356.0,8100000.0
2002-10-23,78992,83004,78712,82984,214032,23490.0,8100000.0
2002-10-24,82990,86974,78977,78978,188828,22356.0,8100000.0
2002-10-25,78422,79853,75553,79264,118518,22437.0,8100000.0
2002-10-28,81566,88735,81566,88707,245500,25110.0,8100000.0
2002-10-29,90147,95290,89277,89566,323582,25353.0,8100000.0
2002-10-30,90158,92993,86146,90138,426660,25515.0,8100000.0
2002-10-31,95579,95579,90163,91856,309348,26001.0,8100000.0
2002-11-01,88742,90735,83004,82984,165666,23490.0,8100000.0
2002-11-04,84717,89851,84717,88421,133590,25029.0,8100000.0
2002-11-05,86978,89004,83554,85274,113485,24138.0,8100000.0
2002-11-06,85281,94434,85281,92141,384510,26082.0,8100000.0
2002-11-07,91581,102734,89842,97292,808495,27540.0,8100000.0
2002-11-08,94410,101017,93848,97006,225152,27459.0,8100000.0
2002-11-11,97869,101573,95008,96719,189485,27378.0,8100000.0
2002-11-12,94135,99304,87849,98723,323263,27945.0,8100000.0
2002-11-13,102447,106459,98708,98723,564077,27945.0,8100000.0
2002-11-14,100450,106489,98738,101012,437391,28593.0,8100000.0
2002-11-15,104456,105326,100163,102156,254413,28917.0,8100000.0
2002-11-18,100731,103004,96438,96719,151261,27378.0,8100000.0
2002-11-19,96719,98150,94137,95289,154270,26973.0,8100000.0
2002-11-20,95840,101010,95279,98436,138482,27864.0,8100000.0
2002-11-21,100451,103285,95008,95289,184441,26973.0,8100000.0
2002-11-22,97593,98708,95004,98723,219673,27945.0,8100000.0
2002-11-25,99304,104445,97873,101584,486207,28755.0,8100000.0
2002-11-26,103002,105028,100133,104160,251015,29484.0,8100000.0
2002-11-27,103876,110442,102165,110169,419376,31185.0,8100000.0
2002-11-28,112170,112486,106755,106735,289448,30213.0,8100000.0
2002-11-29,105581,107300,101569,104446,162478,29565.0,8100000.0
2002-12-02,106738,110161,103876,110169,298672,31185.0,8100000.0
2002-12-03,110169,121623,108738,119612,486735,33858.0,8100000.0
2002-12-04,118478,118478,111596,116178,251608,32886.0,8100000.0
2002-12-05,114470,119050,112758,118181,272900,33453.0,8100000.0
2002-12-06,115899,121033,115899,119898,154823,33939.0,8100000.0
2002-12-09,120219,123082,115919,115892,208027,32805.0,8100000.0
2002-12-10,113927,115639,111339,113031,128100,31995.0,8100000.0
2002-12-11,114764,115914,109033,109883,116782,31104.0,8100000.0
2002-12-12,109010,112742,109010,111600,128678,31590.0,8100000.0
2002-12-13,110173,114747,110173,110455,155318,31266.0,8100000.0
2002-12-16,107607,115919,107046,114461,213737,32400.0,8100000.0
2002-12-17,120200,121631,117331,118181,290714,33453.0,8100000.0
2002-12-18,116199,119062,115049,117323,94962,33210.0,8100000.0
2002-12-20,116727,117316,105861,105876,150345,29970.0,8100000.0
2002-12-23,102731,107304,93296,93858,270024,26568.0,8100000.0
2002-12-24,91869,96443,86138,92999,99135,26325.0,8100000.0
2002-12-26,90172,94437,86159,86132,106358,24381.0,8100000.0
2002-12-27,78986,88140,78986,82698,101336,23409.0,8100000.0
2002-12-30,80709,91603,77279,86132,136407,24381.0,8100000.0
2003-01-02,88148,96460,88148,96434,150627,27297.0,8100000.0
2003-01-03,99309,103882,98720,101871,229682,28836.0,8100000.0
2003-01-06,105026,113900,101849,110169,562615,31185.0,8100000.0
2003-01-07,113031,113901,97593,98723,377157,27945.0,8100000.0
2003-01-08,103022,110184,99318,107021,567640,29836.0,7977432.0
2003-01-09,105861,115604,102999,111600,601932,31112.0,7977432.0
2003-01-10,116447,118158,99016,105876,538947,29516.0,7977432.0
2003-01-13,105588,110442,102999,110169,225492,30713.0,7977432.0
2003-01-14,109903,116195,109903,111313,402929,31032.0,7977432.0
2003-01-15,115022,115296,108730,108738,374137,30314.0,7977432.0
2003-01-16,106763,107043,103901,103874,158992,28958.0,7977432.0
2003-01-17,100428,103010,93302,94144,232130,26246.0,7977432.0
2003-01-20,89277,96152,89277,92428,227723,25767.0,7977432.0
2003-01-21,91859,95290,87846,89566,311929,24969.0,7977432.0
2003-01-22,88735,88735,83846,84416,199704,23533.0,7977432.0
2003-01-23,84156,88421,83559,88421,206257,24650.0,7977432.0
2003-01-24,88404,90706,78689,80409,236568,22417.0,7977432.0
2003-01-27,77001,80150,75570,77261,96637,21539.0,7977432.0
2003-01-28,76709,81282,76709,78119,68944,21778.0,7977432.0
2003-01-29,78131,78973,74399,74399,107722,20741.0,7977432.0
2003-01-30,74683,80133,74683,79264,118037,22097.0,7977432.0
2003-02-03,77560,85871,77279,84701,196287,23613.0,7977432.0
2003-02-04,87591,87591,82421,83271,137810,23214.0,7977432.0
2003-02-05,81856,84164,81295,81267,126638,22656.0,7977432.0
2003-02-06,82990,82990,77259,78978,108270,22018.0,7977432.0
2003-02-07,77820,79251,76389,78978,73615,22018.0,7977432.0
2003-02-10,78695,80968,77825,79264,91931,22097.0,7977432.0
2003-02-11,81559,83270,74677,78978,164026,22018.0,7977432.0
2003-02-12,77283,81302,77002,78406,62116,21858.0,7977432.0
2003-02-13,78982,80412,77543,78119,72928,21778.0,7977432.0
2003-02-14,77844,78433,76721,78406,72260,21858.0,7977432.0
2003-02-17,83010,87590,81291,87563,233770,24411.0,7977432.0
2003-02-18,88735,88735,82134,85846,111015,23932.0,7977432.0
2003-02-19,91008,91008,84435,84416,164236,23533.0,7977432.0
2003-02-20,87290,94418,85853,92714,766154,25847.0,7977432.0
2003-02-21,93033,93594,89020,88994,290394,24810.0,7977432.0
2003-02-24,88740,93874,88740,88994,461745,24810.0,7977432.0
2003-02-25,86983,89283,84429,85559,206266,23853.0,7977432.0
2003-02-26,87572,89283,85580,85559,150259,23853.0,7977432.0
2003-02-27,84441,86994,82729,84701,117105,23613.0,7977432.0
2003-02-28,87841,87841,84699,86418,197339,24092.0,7977432.0
2003-03-03,86977,90989,86977,89566,215055,24969.0,7977432.0
2003-03-04,89285,90443,86704,86704,145285,24172.0,7977432.0
2003-03-05,87844,87844,77259,78978,616339,22018.0,7977432.0
2003-03-06,79545,80415,73533,73541,142453,20502.0,7977432.0
2003-03-07,69546,71819,67238,67246,149400,18747.0,7977432.0
2003-03-10,64376,68949,64376,65815,103074,18348.0,7977432.0
2003-03-11,62378,65801,62378,62954,69756,17550.0,7977432.0
2003-03-12,63533,68668,63533,68677,108577,19146.0,7977432.0
2003-03-13,70107,70107,62384,64384,81602,17949.0,7977432.0
2003-03-14,70100,71531,68668,68677,181709,19146.0,7977432.0
2003-03-17,66708,67859,60971,60951,91650,16992.0,7977432.0
2003-03-18,65826,66976,64387,66387,107695,18508.0,7977432.0
2003-03-19,65246,69266,65246,67246,106995,18747.0,7977432.0
2003-03-20,70103,74965,68672,74972,148633,20901.0,7977432.0
2003-03-21,78130,80711,75857,78692,189360,21938.0,7977432.0
2003-03-24,82726,82726,75564,75544,156895,21060.0,7977432.0
2003-03-25,71550,83573,69276,81554,858718,22736.0,7977432.0
2003-03-26,87282,87282,80681,81839,488009,22815.0,7977432.0
2003-03-27,82725,83286,78986,81267,191745,22656.0,7977432.0
2003-03-28,81573,84997,81573,82984,306305,23135.0,7977432.0
2003-03-31,80426,80987,76126,76975,262684,21459.0,7977432.0
2003-04-01,74671,78970,74671,77547,121603,21619.0,7977432.0
2003-04-02,79846,80687,76983,80695,205955,22496.0,7977432.0
2003-04-03,83270,84420,78101,78978,151009,22018.0,7977432.0
2003-04-04,78713,80706,77843,79837,112568,22257.0,7977432.0
2003-04-07,79248,89272,79248,89279,499838,24890.0,7977432.0
2003-04-08,89292,98727,86431,92141,602323,25687.0,7977432.0
2003-04-09,91007,91597,87304,87277,213414,24331.0,7977432.0
2003-04-10,85553,90162,85553,86704,139085,24172.0,7977432.0
2003-04-11,86153,89016,85873,85846,205512,23932.0,7977432.0
2003-04-14,86152,89020,86152,88994,203508,24810.0,7977432.0
2003-04-15,95562,97869,93569,96719,466707,26964.0,7977432.0
2003-04-16,101876,102192,97014,97864,327879,27283.0,7977432.0
2003-04-17,96435,105869,94724,98723,714205,27522.0,7977432.0
2003-04-18,102732,106471,99590,104732,859334,29197.0,7977432.0
2003-04-21,106458,107574,103000,104446,485729,29118.0,7977432.0
2003-04-22,104437,113900,104437,108738,827172,30314.0,7977432.0
