파이오링크(170790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-04-02,14950,15200,14150,14250,872827,73278.0,5142330.0
2014-04-03,14450,14750,14200,14500,295886,74564.0,5142330.0
2014-04-04,14600,16600,14550,15800,1387190,81249.0,5142330.0
2014-04-07,15600,16150,15250,15700,325095,80735.0,5142330.0
2014-04-08,15750,16200,14750,15400,344784,79192.0,5142330.0
2014-04-09,15350,15500,14450,14900,309653,76621.0,5142330.0
2014-04-10,15000,16300,14700,15350,615312,78935.0,5142330.0
2014-04-11,14900,15900,14900,15250,266674,78421.0,5142330.0
2014-04-14,15300,15800,15050,15800,236595,81249.0,5142330.0
2014-04-15,16100,16350,15350,15400,414952,79192.0,5142330.0
2014-04-16,15550,15750,15200,15650,279386,80477.0,5142330.0
2014-04-17,15700,15750,14800,14800,223527,76106.0,5142330.0
2014-04-18,15200,15200,14600,14850,208488,76364.0,5142330.0
2014-04-21,15000,15200,14750,14850,186320,76364.0,5142330.0
2014-04-22,15100,15400,14950,15400,194557,79192.0,5142330.0
2014-04-23,15300,15600,14700,14700,158453,75592.0,5142330.0
2014-04-24,14800,14850,13800,14100,220776,72507.0,5142330.0
2014-04-25,13850,14150,13500,13850,140268,71221.0,5142330.0
2014-04-28,13750,14050,13500,13900,97396,71478.0,5142330.0
2014-04-29,13800,14250,13700,13900,87043,71478.0,5142330.0
2014-04-30,13900,14250,13800,13850,88888,71221.0,5142330.0
2014-05-02,13900,14200,13750,13800,40095,70964.0,5142330.0
2014-05-07,13800,13950,13100,13200,80988,67879.0,5142330.0
2014-05-08,13100,13600,12700,13400,92883,68907.0,5142330.0
2014-05-09,13300,13600,13300,13550,49291,69679.0,5142330.0
2014-05-12,13750,13750,13150,13300,42528,68393.0,5142330.0
2014-05-13,13400,13850,13250,13800,89985,70964.0,5142330.0
2014-05-14,13900,14650,13750,14200,266657,73021.0,5142330.0
2014-05-15,14100,14600,14100,14500,106319,74564.0,5142330.0
2014-05-16,14400,15050,14150,14650,175664,75335.0,5142330.0
2014-05-19,14700,14750,14250,14400,98719,74050.0,5142330.0
2014-05-20,14400,14700,13650,13700,120232,70450.0,5142330.0
2014-05-21,13600,15250,13600,14850,251957,76364.0,5142330.0
2014-05-22,14800,15350,14750,14950,153947,76878.0,5142330.0
2014-05-23,15100,15150,14550,14600,81124,75078.0,5142330.0
2014-05-26,14800,14900,14450,14750,60818,75849.0,5142330.0
2014-05-27,14750,15450,14750,14900,156990,76621.0,5142330.0
2014-05-28,14750,14950,14200,14450,102566,74307.0,5142330.0
2014-05-29,14450,15150,14450,14900,109565,76621.0,5142330.0
2014-05-30,14850,15350,14850,15150,116712,77906.0,5142330.0
2014-06-02,14800,14900,14300,14700,112933,75592.0,5142330.0
2014-06-03,14500,15250,14500,15200,132731,78163.0,5142330.0
2014-06-05,15350,15850,14900,14950,210205,76878.0,5142330.0
2014-06-09,14850,15050,14350,14750,75918,75849.0,5142330.0
2014-06-10,14750,15050,14550,14750,62892,75849.0,5142330.0
2014-06-11,14850,15200,14700,14750,79214,75849.0,5142330.0
2014-06-12,14700,14950,14400,14400,78387,74050.0,5142330.0
2014-06-13,14350,14450,13300,13400,220663,68907.0,5142330.0
2014-06-16,13350,13650,13050,13050,93407,67107.0,5142330.0
2014-06-17,13150,13700,13050,13600,103718,69936.0,5142330.0
2014-06-18,13550,13900,13450,13700,48040,70450.0,5142330.0
2014-06-19,13750,13750,13200,13250,46593,68136.0,5142330.0
2014-06-20,13350,13900,13300,13700,97065,70450.0,5142330.0
2014-06-23,13550,13800,13300,13650,59934,70193.0,5142330.0
2014-06-24,13550,13750,13050,13400,45848,68907.0,5142330.0
2014-06-25,13250,13600,13150,13150,24515,67622.0,5142330.0
2014-06-26,13150,13500,13050,13050,33013,67107.0,5142330.0
2014-06-27,13050,13250,12700,12850,74632,66079.0,5142330.0
2014-06-30,13050,13300,12900,13250,46765,68136.0,5142330.0
2014-07-01,13150,13400,13150,13300,19500,68393.0,5142330.0
2014-07-02,13400,13600,13300,13550,41183,69679.0,5142330.0
2014-07-03,13500,13600,13150,13300,34531,68393.0,5142330.0
2014-07-04,13300,13450,12900,13050,46748,67107.0,5142330.0
2014-07-07,13150,13250,12600,12600,44974,64793.0,5142330.0
2014-07-08,12550,12950,12150,12850,87003,66079.0,5142330.0
2014-07-09,12700,13000,12500,12900,32613,66336.0,5142330.0
2014-07-10,12900,13800,12900,13400,163454,68907.0,5142330.0
2014-07-11,13300,13550,13100,13200,36184,67879.0,5142330.0
2014-07-14,13150,13650,13100,13400,36147,68907.0,5142330.0
2014-07-15,13400,13450,13050,13050,48630,67107.0,5142330.0
2014-07-16,13050,13250,12500,12750,41751,65565.0,5142330.0
2014-07-17,12750,13300,12550,13150,56268,67622.0,5142330.0
2014-07-18,13150,13200,12850,12900,24883,66336.0,5142330.0
2014-07-21,13000,13250,12800,13000,35563,66850.0,5142330.0
2014-07-22,13000,13100,12800,13100,23861,67365.0,5142330.0
2014-07-23,13050,13500,13050,13200,30734,67879.0,5142330.0
2014-07-24,13150,13300,12650,12800,56887,65822.0,5142330.0
2014-07-25,12650,12900,12500,12600,43714,64793.0,5142330.0
2014-07-28,12600,12600,11900,12000,91880,61708.0,5142330.0
2014-07-29,11800,12000,11350,11800,30778,60679.0,5142330.0
2014-07-30,11800,12100,11350,11400,31750,58623.0,5142330.0
2014-07-31,11350,11500,10700,11000,53779,56566.0,5142330.0
2014-08-01,10600,11350,10550,11300,31044,58108.0,5142330.0
2014-08-04,11200,11500,11050,11200,17860,57594.0,5142330.0
2014-08-05,11100,11600,11050,11200,30138,57594.0,5142330.0
2014-08-06,11250,11300,10550,11150,59869,57337.0,5142330.0
2014-08-07,11150,11250,10700,10700,27986,55023.0,5142330.0
2014-08-08,10600,10800,10000,10050,79969,51680.0,5142330.0
2014-08-11,10200,10500,10050,10250,36274,52709.0,5142330.0
2014-08-12,10500,10600,10250,10500,288095,53994.0,5142330.0
2014-08-13,10550,11600,10550,11400,165082,58623.0,5142330.0
2014-08-14,11250,11500,11100,11350,33871,58365.0,5142330.0
2014-08-18,11350,11400,11000,11050,21867,56823.0,5142330.0
2014-08-19,11050,11150,11000,11050,15701,56823.0,5142330.0
2014-08-20,11300,11300,10500,10600,37799,54509.0,5142330.0
2014-08-21,10700,10700,10000,10150,73843,52195.0,5142330.0
2014-08-22,10150,10150,9970,10000,36285,51423.0,5142330.0
2014-08-25,10000,10100,9430,9520,56877,48955.0,5142330.0
2014-08-26,9410,9850,9300,9750,58926,50138.0,5142330.0
2014-08-27,9840,9950,9590,9750,15830,50138.0,5142330.0
2014-08-28,9880,9980,9600,9870,25708,50755.0,5142330.0
2014-08-29,9820,10350,9820,10200,42021,52452.0,5142330.0
2014-09-01,10250,10250,9870,9930,29738,51063.0,5142330.0
2014-09-02,9900,10050,9820,9870,12647,50755.0,5142330.0
2014-09-03,9820,9900,9750,9860,15326,50703.0,5142330.0
2014-09-04,9850,9990,9520,9610,34159,49418.0,5142330.0
2014-09-05,9610,9700,9550,9580,16252,49264.0,5142330.0
2014-09-11,9740,9950,9590,9950,21691,51166.0,5142330.0
2014-09-12,10000,10200,9900,9930,18444,51063.0,5142330.0
2014-09-15,10000,10050,9890,9920,11930,51012.0,5142330.0
2014-09-16,9900,10550,9890,10450,65777,53737.0,5142330.0
2014-09-17,10500,10550,10300,10300,19642,52966.0,5142330.0
2014-09-18,10300,10900,10300,10650,48986,54766.0,5142330.0
2014-09-19,10600,10950,10550,10600,28799,54509.0,5142330.0
2014-09-22,10600,11000,10550,10750,35074,55280.0,5142330.0
2014-09-23,10650,10850,10350,10400,21031,53480.0,5142330.0
2014-09-24,10400,10650,9960,10050,57966,51680.0,5142330.0
2014-09-25,10150,10350,10100,10150,26999,52195.0,5142330.0
2014-09-26,10100,10650,9980,10550,46290,54252.0,5142330.0
2014-09-29,10550,10800,10000,10050,56685,51680.0,5142330.0
2014-09-30,10000,10100,9860,9880,37569,50806.0,5142330.0
2014-10-01,10000,10050,9630,9690,20518,49829.0,5142330.0
2014-10-02,9680,9860,9260,9480,53444,48749.0,5142330.0
2014-10-06,9530,9700,9360,9440,21128,48544.0,5142330.0
2014-10-07,9460,9640,9340,9500,17188,48852.0,5142330.0
2014-10-08,9500,9800,9430,9500,12150,48852.0,5142330.0
2014-10-10,9390,9500,9130,9130,22186,46949.0,5142330.0
2014-10-13,9000,9160,8490,8570,41958,44070.0,5142330.0
2014-10-14,8320,8770,8320,8660,16738,44533.0,5142330.0
2014-10-15,8950,8950,8650,8760,13464,45047.0,5142330.0
2014-10-16,8750,8750,8270,8370,42021,43041.0,5142330.0
2014-10-17,8370,8630,8120,8610,23534,44275.0,5142330.0
2014-10-20,8670,8820,8640,8780,9527,45150.0,5142330.0
2014-10-21,8780,9090,8710,9020,25334,46384.0,5142330.0
2014-10-22,9080,9080,8860,8980,19875,46178.0,5142330.0
2014-10-23,8900,9280,8850,9250,19425,47567.0,5142330.0
2014-10-24,9800,9800,9090,9290,32733,47772.0,5142330.0
2014-10-27,9360,9710,9250,9480,20781,48749.0,5142330.0
2014-10-28,9650,9650,9430,9590,21279,49315.0,5142330.0
2014-10-29,9650,9710,9450,9680,10990,49778.0,5142330.0
2014-10-30,9690,9690,9330,9600,10528,49366.0,5142330.0
2014-10-31,9390,9500,9210,9390,18455,48286.0,5142330.0
2014-11-03,9390,9480,8890,8890,26540,45715.0,5142330.0
2014-11-04,8900,9050,8410,8480,27990,43607.0,5142330.0
2014-11-05,8390,8560,8290,8300,24080,42681.0,5142330.0
2014-11-06,8130,8370,8000,8190,21587,42116.0,5142330.0
2014-11-07,8190,8190,7730,7830,78526,40264.0,5142330.0
2014-11-10,7770,7840,7440,7570,75304,38927.0,5142330.0
2014-11-11,7620,7930,7550,7900,45197,40624.0,5142330.0
2014-11-12,7980,8100,7830,8100,18459,41653.0,5142330.0
2014-11-13,8100,8140,7980,8080,16773,41550.0,5142330.0
2014-11-14,8100,8100,7800,7950,24686,40882.0,5142330.0
2014-11-17,7870,7920,7530,7640,27796,39287.0,5142330.0
2014-11-18,7550,7870,7550,7870,14871,40470.0,5142330.0
2014-11-19,7870,7990,7720,7900,12356,40624.0,5142330.0
2014-11-20,7900,8000,7840,8000,13454,41139.0,5142330.0
2014-11-21,8010,8420,8010,8420,39217,44511.0,5286330.0
2014-11-24,8510,8700,8430,8670,40203,45832.0,5286330.0
2014-11-25,8890,9390,8730,9260,78281,48951.0,5286330.0
2014-11-26,9310,9540,9080,9540,37602,50432.0,5286330.0
2014-11-27,9550,10250,9460,9950,74545,52599.0,5286330.0
2014-11-28,9880,10000,9300,9670,45892,51119.0,5286330.0
2014-12-01,9750,9750,9320,9400,40650,49692.0,5286330.0
2014-12-02,9150,10500,9150,9480,149469,50114.0,5286330.0
2014-12-03,9480,9880,9320,9810,24181,51859.0,5286330.0
2014-12-04,9820,10450,9800,10100,58162,53392.0,5286330.0
2014-12-05,10200,10900,10050,10900,87530,57621.0,5286330.0
2014-12-08,10850,10900,10450,10550,41525,55771.0,5286330.0
2014-12-09,10500,10650,10200,10400,23866,54978.0,5286330.0
2014-12-10,10250,10400,10000,10250,14824,54185.0,5286330.0
2014-12-11,10400,11300,10350,10800,93857,57092.0,5286330.0
2014-12-12,10800,11200,10700,11000,25821,58150.0,5286330.0
2014-12-15,11150,11750,11100,11500,57908,60793.0,5286330.0
2014-12-16,12800,13200,12050,12600,596670,66608.0,5286330.0
2014-12-17,14450,14450,14450,14450,50725,76387.0,5286330.0
2014-12-18,16600,16600,16250,16600,1001675,87753.0,5286330.0
2014-12-19,16200,16950,15850,16600,671338,87753.0,5286330.0
2014-12-22,17200,17850,15800,16050,559496,84846.0,5286330.0
2014-12-23,15550,15750,14500,14600,396356,77180.0,5286330.0
2014-12-24,14850,15250,14150,14450,188950,76387.0,5286330.0
2014-12-26,14750,15550,14500,15200,286514,80352.0,5286330.0
2014-12-29,15250,15400,14300,14400,146833,76123.0,5286330.0
2014-12-30,14150,14750,13400,14200,281695,75066.0,5286330.0
2015-01-02,14400,16300,14300,15700,557573,82995.0,5286330.0
2015-01-05,15600,16000,15150,15900,204657,84053.0,5286330.0
2015-01-06,15750,16200,15300,15500,150200,81938.0,5286330.0
2015-01-07,15500,16300,15250,15800,302449,83524.0,5286330.0
2015-01-08,16700,18150,16700,18150,658540,95947.0,5286330.0
2015-01-09,19300,19500,17250,17600,1279379,93039.0,5286330.0
2015-01-12,17750,18550,17500,18200,572708,96211.0,5286330.0
2015-01-13,18200,18300,16450,16450,558772,86960.0,5286330.0
2015-01-14,16550,16900,16050,16900,302502,89339.0,5286330.0
2015-01-15,16800,17300,16450,16550,182854,87489.0,5286330.0
2015-01-16,16700,17000,16000,17000,252193,89868.0,5286330.0
2015-01-19,17200,17200,14900,15650,141152,82731.0,5286330.0
2015-01-20,16000,16350,15450,15650,150166,82731.0,5286330.0
2015-01-21,15800,16350,15450,15800,128829,83524.0,5286330.0
2015-01-22,15800,15850,14550,15000,158714,79295.0,5286330.0
2015-01-23,15100,15250,14650,14950,90987,79031.0,5286330.0
2015-01-26,15400,16200,15100,15500,218682,81938.0,5286330.0
2015-01-27,15350,15550,14800,14900,91230,78766.0,5286330.0
2015-01-28,14650,15350,14650,15150,65777,80088.0,5286330.0
2015-01-29,15450,15700,14500,14750,176505,77973.0,5286330.0
2015-01-30,14750,14900,14050,14400,124078,76123.0,5286330.0
2015-02-02,14600,14650,14000,14300,49432,75595.0,5286330.0
2015-02-03,14350,14650,14050,14650,60917,77445.0,5286330.0
2015-02-04,15000,15400,14950,15200,171131,80352.0,5286330.0
2015-02-05,15200,15200,14700,14850,59348,78502.0,5286330.0
2015-02-06,15050,15950,14950,15500,274900,81938.0,5286330.0
2015-02-09,15650,16300,15400,15800,221869,83524.0,5286330.0
2015-02-10,15800,15800,15050,15550,69290,82202.0,5286330.0
2015-02-11,15600,16000,15300,15350,100512,81145.0,5286330.0
2015-02-12,15750,16750,15250,16350,427500,86431.0,5286330.0
2015-02-13,15950,16150,15300,16000,221750,84581.0,5286330.0
2015-02-16,16050,16050,15400,15500,77182,81938.0,5286330.0
2015-02-17,15500,15500,14600,14900,98849,78766.0,5286330.0
2015-02-23,14900,15400,14850,15200,59002,80352.0,5286330.0
2015-02-24,15050,16100,14950,16100,116180,85110.0,5286330.0
2015-02-25,16250,16400,15800,15800,74473,83524.0,5286330.0
2015-02-26,15750,16150,15400,15950,62172,84317.0,5286330.0
2015-02-27,15800,16150,14900,15350,183396,81145.0,5286330.0
2015-03-02,15300,15650,14950,14950,66936,79031.0,5286330.0
2015-03-03,15150,15400,14950,15000,51647,79295.0,5286330.0
2015-03-04,15250,15650,15050,15200,81884,80352.0,5286330.0
2015-03-05,15450,16100,15400,16100,168626,85110.0,5286330.0
2015-03-06,16650,16800,16000,16000,277479,84581.0,5286330.0
2015-03-09,16000,16300,15600,16300,429167,86167.0,5286330.0
2015-03-10,16450,16550,15800,16300,170108,86167.0,5286330.0
2015-03-11,15900,16150,15500,15650,98941,82731.0,5286330.0
2015-03-12,16200,16500,15600,15800,242877,83524.0,5286330.0
2015-03-13,15850,16050,15600,15750,83177,83260.0,5286330.0
2015-03-16,15650,15900,15100,15200,110179,80352.0,5286330.0
2015-03-17,15350,15350,14550,14650,124979,77445.0,5286330.0
2015-03-18,14800,14950,14050,14050,77079,74273.0,5286330.0
2015-03-19,14200,14250,12950,13250,222097,70044.0,5286330.0
2015-03-20,13500,13700,13250,13650,83764,72158.0,5286330.0
2015-03-23,13650,14000,13550,13650,77568,72158.0,5286330.0
2015-03-24,13600,13850,13500,13650,38534,72158.0,5286330.0
2015-03-25,13650,14100,13450,13650,55614,72158.0,5286330.0
2015-03-26,13650,13650,13300,13400,40022,70837.0,5286330.0
2015-03-27,13500,13550,13050,13450,51531,71101.0,5286330.0
2015-03-30,13300,13400,12800,13050,63568,68987.0,5286330.0
2015-03-31,13300,13600,13100,13300,37439,88928.0,6686330.0
2015-04-01,13150,13400,12800,12900,79875,86254.0,6686330.0
2015-04-02,13050,13450,12900,13400,53214,89597.0,6686330.0
2015-04-03,13300,13800,13150,13750,87029,91937.0,6686330.0
2015-04-06,13800,13900,13450,13850,44792,92606.0,6686330.0
2015-04-07,13850,13950,13450,13850,54359,92606.0,6686330.0
2015-04-08,14050,14100,13400,13800,76509,92271.0,6686330.0
2015-04-09,14100,14400,13750,14000,109572,93609.0,6686330.0
2015-04-10,14000,14100,13450,13600,61402,90934.0,6686330.0
2015-04-13,13600,13700,12350,12350,238413,82576.0,6686330.0
2015-04-14,12450,12650,12200,12300,106676,82242.0,6686330.0
2015-04-15,12300,12550,12050,12400,81190,82910.0,6686330.0
2015-04-16,12600,12650,12300,12400,46765,82910.0,6686330.0
2015-04-17,12400,12550,12250,12350,52144,82576.0,6686330.0
2015-04-20,12200,12300,11950,11950,101815,79902.0,6686330.0
2015-04-21,11900,12350,11850,12200,57932,81573.0,6686330.0
