에이씨티(138360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-06-27,4599,4833,4465,4466,501096,80100.0,6000000.0
2014-06-30,4499,4566,4382,4566,266116,81900.0,6000000.0
2014-07-01,4566,4783,4566,4616,382155,82800.0,6000000.0
2014-07-02,4649,4683,4465,4533,294659,81300.0,6000000.0
2014-07-03,4532,4733,4516,4667,332080,83700.0,6000000.0
2014-07-04,4666,4766,4616,4767,213402,85500.0,6000000.0
2014-07-07,4850,5118,4817,5068,846098,90900.0,6000000.0
2014-07-08,5017,5118,4850,5068,376797,90900.0,6000000.0
2014-07-09,5034,5252,4917,5185,413950,93000.0,6000000.0
2014-07-10,5218,5218,5051,5085,173189,91200.0,6000000.0
2014-07-11,5068,5201,5017,5085,229847,91200.0,6000000.0
2014-07-14,5385,5603,5252,5386,622172,96600.0,6000000.0
2014-07-15,5369,5569,5084,5185,391064,93000.0,6000000.0
2014-07-16,5185,5201,4917,5118,236259,91800.0,6000000.0
2014-07-17,5101,5285,5101,5135,158889,92100.0,6000000.0
2014-07-18,5001,5168,4984,5018,154621,90000.0,6000000.0
2014-07-21,5051,5101,4750,4817,296990,86400.0,6000000.0
2014-07-22,4817,4850,4683,4851,149625,87000.0,6000000.0
2014-07-23,4817,5051,4817,4984,215906,89400.0,6000000.0
2014-07-24,5001,5051,4700,4817,177895,86400.0,6000000.0
2014-07-25,4850,4950,4700,4767,106816,85500.0,6000000.0
2014-07-28,4750,4783,4566,4683,164988,84000.0,6000000.0
2014-07-29,4649,4750,4582,4583,99977,82200.0,6000000.0
2014-07-30,4582,4867,4566,4767,113237,85500.0,6000000.0
2014-07-31,4766,4817,4415,4734,149770,84900.0,6000000.0
2014-08-01,4599,4833,4599,4700,116886,84300.0,6000000.0
2014-08-04,4716,4750,4649,4734,69646,84900.0,6000000.0
2014-08-05,4800,4884,4666,4717,123557,84600.0,6000000.0
2014-08-06,4716,5001,4716,4968,308113,89100.0,6000000.0
2014-08-07,5051,5252,5051,5085,344789,91200.0,6000000.0
2014-08-08,5051,5118,4900,4984,161757,89400.0,6000000.0
2014-08-11,5001,5101,4683,4734,175116,84900.0,6000000.0
2014-08-12,4766,4917,4700,4851,143612,87000.0,6000000.0
2014-08-13,4917,5335,4917,5336,770280,95700.0,6000000.0
2014-08-14,5352,5469,5285,5403,494614,96900.0,6000000.0
2014-08-18,5419,5737,5302,5587,460977,100200.0,6000000.0
2014-08-19,5603,5686,5502,5570,298049,99900.0,6000000.0
2014-08-20,5586,5720,5369,5637,271662,101100.0,6000000.0
2014-08-21,5569,5636,5402,5570,204914,99900.0,6000000.0
2014-08-22,5519,5686,5502,5670,189587,101700.0,6000000.0
2014-08-25,5753,6071,5553,5553,941330,99600.0,6000000.0
2014-08-26,5436,5586,5218,5570,352465,99900.0,6000000.0
2014-08-27,5586,5586,5285,5302,214592,95100.0,6000000.0
2014-08-28,5285,5452,5235,5453,96521,97800.0,6000000.0
2014-08-29,5369,5452,5235,5235,133684,93900.0,6000000.0
2014-09-01,4950,5034,4633,4650,593808,83400.0,6000000.0
2014-09-02,4683,5101,4616,4984,379786,89400.0,6000000.0
2014-09-03,5084,5201,4967,5068,243065,90900.0,6000000.0
2014-09-04,5068,5068,4766,4817,156109,86400.0,6000000.0
2014-09-05,5068,5352,4833,5152,437567,92400.0,6000000.0
2014-09-11,5201,5235,5017,5101,161432,91500.0,6000000.0
2014-09-12,5068,5101,4783,4918,194666,88200.0,6000000.0
2014-09-15,4850,5084,4850,5001,179960,89700.0,6000000.0
2014-09-16,5001,5051,4917,5018,72950,90000.0,6000000.0
2014-09-17,5118,5118,4850,4934,125155,88500.0,6000000.0
2014-09-18,4950,5001,4817,4851,124076,87000.0,6000000.0
2014-09-19,4900,4984,4833,4918,136332,88200.0,6000000.0
2014-09-22,4917,4950,4817,4867,127302,87300.0,6000000.0
2014-09-23,4867,4900,4649,4784,94878,85800.0,6000000.0
2014-09-24,4817,4884,4716,4784,76792,85800.0,6000000.0
2014-09-25,4817,4867,4683,4800,84568,86100.0,6000000.0
2014-09-26,4733,4950,4716,4951,96698,88800.0,6000000.0
2014-09-29,4967,5168,4967,5118,315927,91800.0,6000000.0
2014-09-30,5185,5285,5101,5185,222259,93000.0,6000000.0
2014-10-01,5218,5218,4984,4984,98348,89400.0,6000000.0
2014-10-02,4950,5185,4917,5185,94531,93000.0,6000000.0
2014-10-06,5252,5419,5168,5302,248820,95100.0,6000000.0
2014-10-07,5318,5335,5101,5135,99449,92100.0,6000000.0
2014-10-08,5118,5218,5084,5101,65972,91500.0,6000000.0
2014-10-10,5101,5285,4900,4918,122580,88200.0,6000000.0
2014-10-13,4884,4917,4348,4449,188963,79800.0,6000000.0
2014-10-14,4398,4666,4398,4600,79119,82500.0,6000000.0
2014-10-15,4599,4867,4599,4817,90560,86400.0,6000000.0
2014-10-16,4733,4884,4582,4683,70531,84000.0,6000000.0
2014-10-17,4716,4800,4616,4717,51339,84600.0,6000000.0
2014-10-20,4750,4800,4465,4600,165758,82500.0,6000000.0
2014-10-21,4582,4750,4532,4667,121282,83700.0,6000000.0
2014-10-22,4783,4934,4750,4918,171956,88200.0,6000000.0
2014-10-23,4934,5252,4833,5018,347740,90000.0,6000000.0
2014-10-24,5118,5151,4850,4951,113420,88800.0,6000000.0
2014-10-27,5001,5017,4683,4800,149039,86100.0,6000000.0
2014-10-28,4766,4934,4766,4817,74288,86400.0,6000000.0
2014-10-29,4817,4867,4616,4650,110358,83400.0,6000000.0
2014-10-30,4649,4683,4398,4483,134435,80400.0,6000000.0
2014-10-31,4499,4549,4415,4416,52258,79200.0,6000000.0
2014-11-03,4449,4633,4432,4466,83184,80100.0,6000000.0
2014-11-04,4549,4549,3796,3998,448674,71700.0,6000000.0
2014-11-05,3980,4047,3813,3814,100398,68400.0,6000000.0
2014-11-06,3763,3813,3579,3680,124194,66000.0,6000000.0
2014-11-07,3679,3980,3679,3947,96584,70800.0,6000000.0
2014-11-10,4064,4064,3880,3947,84059,70800.0,6000000.0
2014-11-11,3980,4516,3980,4432,203652,79500.0,6000000.0
2014-11-12,4432,4482,4265,4282,57000,76800.0,6000000.0
2014-11-13,4231,4315,4097,4165,53617,74700.0,6000000.0
2014-11-14,4148,4231,4014,4031,87498,72300.0,6000000.0
2014-11-17,3997,4081,3696,3830,147589,68700.0,6000000.0
2014-11-18,3830,4014,3780,3830,63440,68700.0,6000000.0
2014-11-19,3913,3997,3830,3830,46369,68700.0,6000000.0
2014-11-20,3880,3913,3679,3680,72626,66000.0,6000000.0
2014-11-21,3713,3796,3696,3763,73372,67500.0,6000000.0
2014-11-24,3863,3880,3663,3730,56822,66900.0,6000000.0
2014-11-25,3729,3763,3596,3596,127977,64500.0,6000000.0
2014-11-26,3629,3629,3495,3579,83401,64200.0,6000000.0
2014-11-27,3612,3713,3545,3563,73786,63900.0,6000000.0
2014-11-28,3629,3663,3579,3646,36427,66381.0,6090000.0
2014-12-01,3713,3713,3412,3446,96246,62727.0,6090000.0
2014-12-02,3428,3462,3224,3232,185469,58829.0,6090000.0
2014-12-03,3228,3562,3228,3429,149815,62422.0,6090000.0
2014-12-04,3445,3512,3412,3446,64507,62727.0,6090000.0
2014-12-05,3395,3679,3395,3546,140159,64819.0,6115000.0
2014-12-08,3545,3679,3512,3579,65078,65430.0,6115000.0
2014-12-09,3545,3646,3529,3546,34317,64819.0,6115000.0
2014-12-10,3545,3663,3495,3546,40021,64819.0,6115000.0
2014-12-11,3529,3529,3361,3429,77536,62679.0,6115000.0
2014-12-12,3479,3479,3361,3429,50396,62679.0,6115000.0
2014-12-15,3378,3462,3345,3462,53392,63290.0,6115000.0
2014-12-16,3445,3462,3361,3412,46181,62373.0,6115000.0
2014-12-17,3412,3512,3338,3339,66348,61028.0,6115000.0
2014-12-18,3361,3428,3305,3322,53452,60722.0,6115000.0
2014-12-19,3412,3813,3361,3663,497439,66959.0,6115000.0
2014-12-22,3713,3813,3596,3730,133967,68182.0,6115000.0
2014-12-23,3729,3964,3729,3914,186065,71546.0,6115000.0
2014-12-24,4014,4031,3796,3847,116280,70322.0,6115000.0
2014-12-26,3813,3913,3813,3847,59837,70322.0,6115000.0
2014-12-29,3796,4114,3780,4014,140782,73380.0,6115000.0
2014-12-30,4047,4298,3997,4282,154300,78272.0,6115000.0
2015-01-02,4281,4315,4131,4299,91807,78578.0,6115000.0
2015-01-05,4231,4265,4148,4248,63363,77660.0,6115000.0
2015-01-06,4198,4516,4181,4432,269901,81024.0,6115000.0
2015-01-07,4516,4950,4516,4784,418324,87444.0,6115000.0
2015-01-08,4783,4850,4616,4734,140267,86527.0,6115000.0
2015-01-09,4733,4934,4649,4834,161343,88362.0,6115000.0
2015-01-12,4984,5134,4900,5135,241379,93865.0,6115000.0
2015-01-13,5051,5218,4867,5118,245935,93560.0,6115000.0
2015-01-14,5218,5218,4984,5035,96947,92031.0,6115000.0
2015-01-15,5151,5486,5017,5235,376573,95700.0,6115000.0
2015-01-16,5636,6004,5586,6005,436493,109764.0,6115000.0
2015-01-19,6372,6891,6205,6841,1666134,125052.0,6115000.0
2015-01-20,6640,6673,6155,6373,802111,116491.0,6115000.0
2015-01-21,6456,6690,6255,6473,455988,118325.0,6115000.0
2015-01-22,6539,7443,6539,7242,1044421,132390.0,6115000.0
2015-01-23,7326,7995,7025,7577,827199,138505.0,6115000.0
2015-01-26,7627,7944,7493,7728,316501,141256.0,6115000.0
2015-01-27,7526,7627,7342,7426,224348,135753.0,6115000.0
2015-01-28,7292,7643,7192,7360,169938,134530.0,6115000.0
2015-01-29,7208,8463,7091,8463,382961,154710.0,6115000.0
2015-01-30,8396,8881,7911,8095,392177,147983.0,6115000.0
2015-02-02,8128,8597,7760,8112,209440,148289.0,6115000.0
2015-02-03,8229,8965,8229,8564,266970,156544.0,6115000.0
2015-02-04,8530,8965,8430,8530,157153,155932.0,6115000.0
2015-02-05,8613,8848,8246,8514,176861,155627.0,6115000.0
2015-02-06,8513,8881,8496,8614,158307,157461.0,6115000.0
2015-02-09,8597,8848,8262,8597,246412,157156.0,6115000.0
2015-02-10,8613,8613,7911,7995,286629,146148.0,6115000.0
2015-02-11,8078,8480,7861,8129,309025,148594.0,6115000.0
2015-02-12,8128,8463,7911,7911,127648,144620.0,6115000.0
2015-02-13,7911,8028,7443,7644,279502,139728.0,6115000.0
2015-02-16,7694,7811,7376,7677,166419,140339.0,6115000.0
2015-02-17,7677,7961,7292,7761,155732,141868.0,6115000.0
2015-02-23,7727,8179,7660,8146,147507,148900.0,6115000.0
2015-02-24,8229,8747,8095,8397,281651,153486.0,6115000.0
2015-02-25,8446,8446,7995,7995,120366,146148.0,6115000.0
2015-02-26,7995,8062,7560,7627,121838,139422.0,6115000.0
2015-02-27,7760,8430,7760,7978,281469,145843.0,6115000.0
2015-03-02,7978,8513,7978,8229,154354,150429.0,6115000.0
2015-03-03,8312,8396,7961,7995,127092,146148.0,6115000.0
2015-03-04,7995,8011,7694,7828,91067,143091.0,6115000.0
2015-03-05,7928,7944,7510,7627,113432,139422.0,6115000.0
2015-03-06,7593,8162,7443,7911,186514,144620.0,6115000.0
2015-03-09,7911,8363,7911,8146,235193,148900.0,6115000.0
2015-03-10,8296,8430,7928,8029,149142,146760.0,6115000.0
2015-03-11,8028,8262,7811,8012,109609,146454.0,6115000.0
2015-03-12,7961,8262,7944,8146,153876,148900.0,6115000.0
2015-03-13,8262,8781,8045,8497,807072,155321.0,6115000.0
2015-03-16,8764,9768,8764,9668,1029155,176724.0,6115000.0
2015-03-17,9868,11106,9584,11106,954222,203018.0,6115000.0
2015-03-18,11106,12377,10420,10671,1600533,195068.0,6115000.0
2015-03-19,10587,10688,9935,10554,870616,192928.0,6115000.0
2015-03-20,10437,11139,10236,11023,780556,201489.0,6115000.0
2015-03-23,10972,11156,10035,10170,405557,185896.0,6115000.0
2015-03-24,10035,10788,9768,9969,571650,182227.0,6115000.0
2015-03-25,10136,11005,9717,10036,934045,183450.0,6115000.0
2015-03-26,10069,10320,9383,9551,514422,174583.0,6115000.0
2015-03-27,9701,9968,9366,9618,306124,175806.0,6115000.0
2015-03-30,9651,10002,9283,9835,367342,179781.0,6115000.0
2015-03-31,9851,10989,9617,10320,737708,188648.0,6115000.0
2015-04-01,10520,11206,10520,10805,582758,197514.0,6115000.0
2015-04-02,10972,11607,9433,9969,833321,182227.0,6115000.0
2015-04-03,9935,10654,9701,10571,316418,193234.0,6115000.0
2015-04-06,11022,11022,10453,11006,299102,201184.0,6115000.0
2015-04-07,11357,12293,10989,12043,749884,220140.0,6115000.0
2015-04-08,12143,13113,11373,11474,902164,209744.0,6115000.0
2015-04-09,11624,12009,11373,11943,330211,218306.0,6115000.0
2015-04-10,12226,12678,11591,11775,576945,215248.0,6115000.0
2015-04-13,12143,12143,11072,11207,460398,204852.0,6115000.0
2015-04-14,11206,11256,9985,10203,755005,186508.0,6115000.0
2015-04-15,10336,10704,10052,10203,437924,186508.0,6115000.0
2015-04-16,10370,10621,10202,10538,235396,192622.0,6115000.0
2015-04-17,10403,10771,10169,10638,268101,194457.0,6115000.0
2015-04-20,10453,10821,10303,10721,188045,195986.0,6115000.0
2015-04-21,10972,11507,10704,10889,598624,199043.0,6115000.0
2015-04-22,11039,11390,10052,10972,434629,200572.0,6115000.0
2015-04-23,11089,11139,9885,9935,374754,181616.0,6115000.0
2015-04-24,9885,10303,9835,10203,150314,186508.0,6115000.0
2015-04-27,10386,10637,10286,10487,118295,191705.0,6115000.0
2015-04-28,10353,10487,10236,10236,80724,187119.0,6115000.0
2015-04-29,10403,10403,9751,10052,79335,183756.0,6115000.0
2015-04-30,10136,10336,9835,10153,75669,185590.0,6115000.0
2015-05-04,10035,10152,9333,9668,164059,176724.0,6115000.0
2015-05-06,9433,9818,9400,9701,85415,177335.0,6115000.0
2015-05-07,9199,9467,8246,8597,538177,157156.0,6115000.0
2015-05-08,8463,9149,8296,8949,200987,163576.0,6115000.0
2015-05-11,9065,9500,9065,9383,97590,171526.0,6115000.0
2015-05-12,9383,9600,9132,9216,59971,168468.0,6115000.0
2015-05-13,9249,9784,8948,9701,113566,177335.0,6115000.0
2015-05-14,9834,9851,9383,9517,78952,173972.0,6115000.0
2015-05-15,9517,9717,9216,9567,80569,174889.0,6115000.0
2015-05-18,9617,10403,9366,10103,302603,184673.0,6115000.0
2015-05-19,10236,10403,9818,9818,150058,179475.0,6115000.0
2015-05-20,9885,10554,8346,8363,2496058,152875.0,6115000.0
2015-05-21,9082,9617,8915,9283,659319,169691.0,6115000.0
2015-05-22,9333,9885,9199,9868,307109,180392.0,6115000.0
2015-05-26,9868,10035,9450,9601,130901,175500.0,6115000.0
2015-05-27,9567,9567,9199,9266,92224,169386.0,6115000.0
2015-05-28,9467,10336,9299,10236,302899,187119.0,6115000.0
2015-05-29,10487,10805,10169,10504,243492,192011.0,6115000.0
2015-06-01,10303,10470,9935,10103,133085,184673.0,6115000.0
2015-06-02,9985,9985,8664,8815,387757,161130.0,6115000.0
2015-06-03,8329,9232,8329,8564,280737,156544.0,6115000.0
2015-06-04,8731,8864,8647,8748,82953,159907.0,6115000.0
2015-06-05,8764,8864,8246,8430,126297,154098.0,6115000.0
2015-06-08,8430,9032,8396,9032,85796,165105.0,6115000.0
2015-06-09,9032,9165,8764,9049,55828,165411.0,6115000.0
2015-06-10,9082,9182,8547,8731,89075,159602.0,6115000.0
2015-06-11,8747,8998,8630,8781,45837,160519.0,6115000.0
2015-06-12,8797,9115,8731,8748,78175,159907.0,6115000.0
2015-06-15,8697,8697,7192,7326,362314,133918.0,6115000.0
2015-06-16,7208,8045,7208,7627,138147,139422.0,6115000.0
2015-06-17,7995,8781,7694,8213,167714,150123.0,6115000.0
2015-06-18,8078,8396,8062,8213,57975,150123.0,6115000.0
2015-06-19,8379,8530,8246,8363,65587,152875.0,6115000.0
2015-06-22,8463,8530,8212,8413,51160,153792.0,6115000.0
2015-06-23,8413,8463,8246,8313,49127,151958.0,6115000.0
2015-06-24,8363,9232,8262,9015,187606,164799.0,6115000.0
2015-06-25,9048,9550,8881,9183,101543,167857.0,6115000.0
2015-06-26,9316,9467,9032,9300,75051,169997.0,6115000.0
2015-06-29,8998,9717,8781,9367,114833,171220.0,6115000.0
2015-06-30,9366,9567,8864,9350,62923,170914.0,6115000.0
2015-07-01,9500,9567,9216,9350,74411,170914.0,6115000.0
2015-07-02,9517,9968,9349,9868,152896,180392.0,6115000.0
2015-07-03,9901,10437,9684,10320,212457,188648.0,6115000.0
2015-07-06,10320,10621,9851,9852,108097,180087.0,6115000.0
2015-07-07,9901,10035,8931,9116,145027,166634.0,6115000.0
2015-07-08,8981,9299,8563,8865,81586,162048.0,6115000.0
2015-07-09,8062,9550,7961,9367,113733,171220.0,6115000.0
2015-07-10,9165,9517,9032,9032,54720,165105.0,6115000.0
2015-07-13,9032,9450,9015,9400,57828,171832.0,6115000.0
2015-07-14,9533,9667,9249,9668,62287,176724.0,6115000.0
2015-07-15,9567,9701,9467,9484,54882,173360.0,6115000.0
2015-07-16,9483,9851,9316,9350,77129,170914.0,6115000.0
2015-07-17,9517,9517,8848,9066,59479,165716.0,6115000.0
2015-07-20,9099,9299,8898,9133,36768,166940.0,6115000.0
2015-07-21,9132,9283,8965,9066,24970,165716.0,6115000.0
2015-07-22,9132,9132,8697,8999,43349,164494.0,6115000.0
2015-07-23,8965,9165,8797,8999,32644,164494.0,6115000.0
2015-07-24,9048,9065,8797,8815,23153,161130.0,6115000.0
