파인넥스(123260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-08-13,26020,27098,25940,26500,50589,271191.0,8168414.0
2013-08-14,26459,29013,26459,28934,241370,296105.0,8168414.0
2013-08-16,28614,29652,28016,28415,116722,290831.0,8169414.0
2013-08-19,28455,28974,28295,28655,51474,293282.0,8169414.0
2013-08-20,28335,30889,28335,29652,293503,303494.0,8169414.0
2013-08-21,30490,30849,28894,30251,180850,309621.0,8169414.0
2013-08-22,29532,29931,28574,28814,144953,294916.0,8169414.0
2013-08-23,29532,30051,29053,29333,93311,300226.0,8169414.0
2013-08-26,29253,30809,29253,30730,135492,314522.0,8169414.0
2013-08-27,30570,31129,30011,30211,99009,309212.0,8169414.0
2013-08-28,29612,31129,29492,31129,119006,318607.0,8169414.0
2013-08-29,31049,32565,31049,32087,215864,328410.0,8169414.0
2013-08-30,32246,33922,32047,32087,334088,328410.0,8169414.0
2013-09-02,32286,33084,31288,31847,93602,325960.0,8169414.0
2013-09-03,32047,33124,32047,32965,139543,337397.0,8169414.0
2013-09-04,33284,33284,32805,33284,105034,340665.0,8169414.0
2013-09-05,33364,33364,32126,32566,84953,333312.0,8169414.0
2013-09-06,32326,32565,30889,31688,110643,324326.0,8169414.0
2013-09-09,31687,33004,31448,32805,77499,335763.0,8169414.0
2013-09-10,33044,33044,32126,32925,87959,336988.0,8169414.0
2013-09-11,33204,33842,31887,31887,152863,326368.0,8169414.0
2013-09-12,31887,32885,31328,32885,109862,336580.0,8169414.0
2013-09-13,32845,33324,32286,32646,124020,334129.0,8169414.0
2013-09-16,32925,33922,32765,33524,96381,343115.0,8169414.0
2013-09-17,33403,35638,33324,35320,175082,361497.0,8169414.0
2013-09-23,35519,38831,35439,37754,284393,386413.0,8169414.0
2013-09-24,37714,38272,36636,37594,115166,384779.0,8169414.0
2013-09-25,37594,38312,37035,38073,87196,389681.0,8169414.0
2013-09-26,37594,38951,37594,38951,110018,398667.0,8169414.0
2013-09-27,38911,39230,37554,37993,129959,388864.0,8169414.0
2013-09-30,37714,38632,36995,38512,107420,394174.0,8169414.0
2013-10-01,38711,38711,37235,38512,61069,394174.0,8169414.0
2013-10-02,38552,39230,37873,38712,81870,396217.0,8169414.0
2013-10-04,38153,38911,37195,37235,71260,381103.0,8169414.0
2013-10-07,37195,37993,36157,36836,75881,377018.0,8169414.0
2013-10-08,36437,36796,34720,34721,122216,355370.0,8169414.0
2013-10-10,34561,35399,33683,33923,247004,347200.0,8169414.0
2013-10-11,34202,35678,34162,35519,160372,363539.0,8169414.0
2013-10-14,35678,36317,34321,34881,91836,357003.0,8169414.0
2013-10-15,35040,38232,35040,37674,192876,385596.0,8169414.0
2013-10-16,38033,39829,37873,39071,245085,399893.0,8169414.0
2013-10-17,39669,39669,38073,39111,117434,400301.0,8169414.0
2013-10-18,38831,39430,38153,38592,77786,394991.0,8169414.0
2013-10-21,38711,39509,37913,38432,54208,393357.0,8169414.0
2013-10-22,38711,38871,37714,38592,52373,394991.0,8169414.0
2013-10-23,38631,38871,36077,36956,121062,378244.0,8169414.0
2013-10-24,36716,36796,34880,35120,118412,359454.0,8169414.0
2013-10-25,35319,36277,34641,35559,87230,363947.0,8169414.0
2013-10-28,35559,35758,34800,34920,41881,357412.0,8169414.0
2013-10-29,34920,35958,34880,35120,30121,359454.0,8169414.0
2013-10-30,35758,37075,35239,36716,61085,375793.0,8169414.0
2013-10-31,36476,37035,35120,35759,84622,365990.0,8169414.0
2013-11-01,35758,35758,34202,34521,63089,353327.0,8169414.0
2013-11-04,34561,35120,34002,34521,22526,353327.0,8169414.0
2013-11-05,34641,35120,29373,29373,494277,300634.0,8169414.0
2013-11-06,28734,30809,28734,30052,605164,307578.0,8169414.0
2013-11-07,29852,29891,26818,27936,508957,285929.0,8169414.0
2013-11-08,27976,28774,27218,28216,192397,288789.0,8169414.0
2013-11-11,28215,28734,27377,27617,100727,282662.0,8169414.0
2013-11-12,27617,28814,27617,28575,115451,292465.0,8169414.0
2013-11-13,28854,29293,28056,28655,101651,293282.0,8169414.0
2013-11-14,28734,29572,28574,29453,66767,301451.0,8169414.0
2013-11-15,28894,29532,26978,29373,158220,300667.0,8170289.0
2013-11-18,29891,31009,29253,30650,101039,313739.0,8170289.0
2013-11-19,30650,31288,29772,30211,72070,309245.0,8170289.0
2013-11-20,30051,31009,30051,30850,45984,315782.0,8170289.0
2013-11-21,30570,31049,30251,30451,40496,311697.0,8170289.0
2013-11-22,30769,30769,29213,29213,86588,299033.0,8170289.0
2013-11-25,29373,29891,28774,29134,26361,298216.0,8170289.0
2013-11-26,29532,29732,28734,29174,27892,298624.0,8170289.0
2013-11-27,29253,29652,28814,29134,26114,298216.0,8170289.0
2013-11-28,29173,30450,28894,30451,46109,311697.0,8170289.0
2013-11-29,30410,30450,29692,30012,20467,307203.0,8170289.0
2013-12-02,29852,30011,27896,28535,51963,292088.0,8170289.0
2013-12-03,28535,28934,27617,28216,41593,288820.0,8170289.0
2013-12-04,27856,28415,27577,27617,22621,282692.0,8170289.0
2013-12-05,27696,28175,27178,28016,16493,286777.0,8170289.0
2013-12-06,27776,28535,27776,28535,11060,292088.0,8170289.0
2013-12-09,28415,28854,28096,28735,18961,294130.0,8170289.0
2013-12-10,28455,29053,28096,28735,17818,294130.0,8170289.0
2013-12-11,28574,28654,27297,27457,33889,281058.0,8170289.0
2013-12-12,27297,27497,26220,27098,61402,277381.0,8170289.0
2013-12-13,27138,27417,26619,27298,17715,279424.0,8170289.0
2013-12-16,27776,27776,26779,26779,13996,274113.0,8170289.0
2013-12-17,27337,27337,25980,26021,25407,266351.0,8170289.0
2013-12-18,26020,26699,25741,26579,18595,272071.0,8170289.0
2013-12-19,27058,27138,25980,26340,30270,269620.0,8170289.0
2013-12-20,26340,26978,25940,26739,26400,273705.0,8170289.0
2013-12-23,27138,27417,26699,27018,53983,276564.0,8170289.0
2013-12-24,26699,27696,26699,27298,38528,279424.0,8170289.0
2013-12-26,27297,27776,27178,27258,72915,279015.0,8170289.0
2013-12-27,27337,28854,27337,28774,45144,294539.0,8170289.0
2013-12-30,28894,29931,28734,29732,54381,304343.0,8170289.0
2014-01-02,29812,30530,29253,29293,45291,299850.0,8170289.0
2014-01-03,29692,31687,29253,31169,109146,319050.0,8170289.0
2014-01-06,31169,31767,30929,31289,44293,320275.0,8170289.0
2014-01-07,31208,31767,31009,31408,41373,321501.0,8170289.0
2014-01-08,31687,31687,30610,30730,25302,314556.0,8170289.0
2014-01-09,31049,32286,30330,31967,61768,327220.0,8170289.0
2014-01-10,31967,32565,31208,32486,43825,332531.0,8170289.0
2014-01-13,32486,32925,31927,32686,29982,334573.0,8170289.0
2014-01-14,32486,32685,31448,31887,54093,326403.0,8170289.0
2014-01-15,31887,33284,31568,32965,58966,337433.0,8170289.0
2014-01-16,33164,33284,32605,33244,32255,340293.0,8170289.0
2014-01-17,33523,33523,32805,33045,22226,338250.0,8170289.0
2014-01-20,32406,33284,32406,32725,51837,334982.0,8170289.0
2014-01-21,32406,33284,30929,32007,78141,327629.0,8170289.0
2014-01-22,32007,32446,31727,32406,25823,331714.0,8170289.0
2014-01-23,33044,33563,32885,33364,105877,341518.0,8170289.0
2014-01-24,33403,33922,31807,31967,57654,327220.0,8170289.0
2014-01-27,30889,31528,30291,30570,58584,312922.0,8170289.0
2014-01-28,31129,32126,30011,31887,58925,326403.0,8170289.0
2014-01-29,32286,32366,31568,31688,77355,324360.0,8170289.0
2014-02-03,31927,32725,31129,31488,56613,322318.0,8170289.0
2014-02-04,30330,31528,30330,31369,25143,321092.0,8170289.0
2014-02-05,31647,31687,30490,30530,35338,312514.0,8170289.0
2014-02-06,30530,31089,30410,30570,15983,312922.0,8170289.0
2014-02-07,30849,31009,28774,29692,119939,303935.0,8170289.0
2014-02-10,30091,30171,29452,29533,47383,302375.0,8172289.0
2014-02-11,29971,30171,29413,29932,31027,306461.0,8172289.0
2014-02-12,31089,31089,29931,30012,61951,307278.0,8172289.0
2014-02-13,29772,30490,29612,30052,25594,307687.0,8172289.0
2014-02-14,30330,30769,30011,30291,27412,310138.0,8172289.0
2014-02-17,30370,30570,29931,30570,28878,312999.0,8172289.0
2014-02-18,30929,34202,30610,33524,204417,343236.0,8172289.0
2014-02-19,33643,34481,33563,34362,92325,351817.0,8172289.0
2014-02-20,34241,34281,33284,33444,41652,342419.0,8172289.0
2014-02-21,33922,34401,33204,33723,77262,345279.0,8172289.0
2014-02-24,34002,34242,33403,33524,28944,343236.0,8172289.0
2014-02-25,33523,35359,33523,35240,137965,360807.0,8172289.0
2014-02-26,35359,35798,34800,35439,53057,362850.0,8172289.0
2014-02-27,35439,35758,34321,34601,63991,354269.0,8172289.0
2014-02-28,34601,34840,33683,34721,51754,355495.0,8172289.0
2014-03-03,34321,34681,33324,33524,42375,343236.0,8172289.0
2014-03-04,33204,34561,33204,33763,35539,345688.0,8172289.0
2014-03-05,34281,35878,34281,35878,177088,367344.0,8172289.0
2014-03-06,35918,36317,34720,35160,85835,359989.0,8172289.0
2014-03-07,34920,36277,34361,35519,78818,363667.0,8172289.0
2014-03-10,35878,37115,35519,36557,375445,374291.0,8172289.0
2014-03-11,36596,37594,36157,37195,88907,380829.0,8172289.0
2014-03-12,37514,37514,36037,37115,57369,380011.0,8172289.0
2014-03-13,36995,37514,36397,37515,55807,384098.0,8172289.0
2014-03-14,36756,37434,35199,37435,99130,383280.0,8172289.0
2014-03-17,37474,37714,36317,37355,84245,382463.0,8172289.0
2014-03-18,37354,37354,36516,36876,40999,377560.0,8172289.0
2014-03-19,36876,37793,36317,37195,32858,380829.0,8172289.0
2014-03-20,37035,37634,36397,36597,27478,374699.0,8172289.0
2014-03-21,36437,37075,35239,35240,70260,360807.0,8172289.0
2014-03-24,35199,36397,34960,36277,48453,371431.0,8172289.0
2014-03-25,36476,36476,35239,35559,36586,364075.0,8172289.0
2014-03-26,35678,36556,34960,36477,51857,373474.0,8172289.0
2014-03-27,35918,36476,34960,35080,63848,359172.0,8172289.0
2014-03-28,34800,35918,34800,35519,36733,363667.0,8172289.0
2014-03-31,35519,36556,35120,36557,45116,374291.0,8172289.0
2014-04-01,36756,36756,35798,36517,47074,373882.0,8172289.0
2014-04-02,37035,38991,36516,38712,146412,396356.0,8172289.0
2014-04-03,39071,39071,38073,38073,56547,389818.0,8172289.0
2014-04-04,38472,39230,37793,38273,56015,391861.0,8172289.0
2014-04-07,37913,37913,36237,37036,84134,379194.0,8172289.0
2014-04-08,36796,36796,35998,36317,42765,371839.0,8172289.0
2014-04-09,36796,36836,35598,36477,31771,373474.0,8172289.0
2014-04-10,36197,36796,35758,36078,23953,369387.0,8172289.0
2014-04-11,35519,35878,34880,34960,68746,357946.0,8172289.0
2014-04-14,34561,35479,34561,35359,22897,362032.0,8172289.0
2014-04-15,35519,35758,34840,35120,25522,359581.0,8172289.0
2014-04-16,34800,36157,34800,35679,34576,365301.0,8172289.0
2014-04-17,35918,36157,34561,34641,40848,354677.0,8172289.0
2014-04-18,35120,35439,34561,34841,39139,356720.0,8172289.0
2014-04-21,35159,35159,34042,34242,35075,350591.0,8172289.0
2014-04-22,34441,34441,33204,33683,58600,344871.0,8172289.0
2014-04-23,34002,34162,33523,33683,30203,344871.0,8172289.0
2014-04-24,33324,34561,33324,34561,46541,353860.0,8172289.0
2014-04-25,34242,34601,33124,33883,30881,346914.0,8172289.0
2014-04-28,33563,33882,32326,32486,53499,332612.0,8172289.0
2014-04-29,32685,33124,32406,32526,34675,333021.0,8172289.0
2014-04-30,33523,33523,32525,33045,23049,338333.0,8172289.0
2014-05-02,33124,33364,31528,31688,59606,324440.0,8172289.0
2014-05-07,31687,32047,29492,29652,93681,303601.0,8172289.0
2014-05-08,29812,30051,28574,28894,62327,295837.0,8172289.0
2014-05-09,28814,29213,24584,27896,185415,285622.0,8172289.0
2014-05-12,28335,29013,27896,28655,68186,293385.0,8172289.0
2014-05-13,29692,29692,28974,29413,55008,301149.0,8172289.0
2014-05-14,29413,30809,28654,30491,94618,312181.0,8172289.0
2014-05-15,30690,31208,29572,30131,83330,308504.0,8172289.0
2014-05-16,29093,29732,27617,27936,208963,286030.0,8172289.0
2014-05-19,27936,28415,27058,27098,75229,277449.0,8172289.0
2014-05-20,26499,27377,25541,25542,114243,261513.0,8172289.0
2014-05-21,25541,26898,25541,25941,92223,265599.0,8172289.0
2014-05-22,26340,27417,26140,27218,55644,278675.0,8172289.0
2014-05-23,28694,29452,28255,29134,147606,298289.0,8172289.0
2014-05-26,29532,30051,28056,29932,75266,306461.0,8172289.0
2014-05-27,30011,31049,29931,30650,82748,313816.0,8172289.0
2014-05-28,31049,31049,29971,30650,49567,313816.0,8172289.0
2014-05-29,30610,30809,29572,29652,36058,303601.0,8172289.0
2014-05-30,29931,30729,29173,29174,50953,298697.0,8172289.0
2014-06-02,29452,29452,28295,28814,64924,295020.0,8172289.0
2014-06-03,28215,28535,27018,28056,143875,287256.0,8172289.0
2014-06-05,28774,28774,25422,25542,148965,261513.0,8172289.0
2014-06-09,25461,27257,25461,26540,85803,271729.0,8172289.0
2014-06-10,26539,27736,26459,27657,49287,283170.0,8172289.0
2014-06-11,27657,27856,26898,27058,29300,277041.0,8172289.0
2014-06-12,26818,27617,26818,26859,34179,274998.0,8172289.0
2014-06-13,26579,27257,26579,26939,23077,275815.0,8172289.0
2014-06-16,27617,27657,26499,26500,54742,271320.0,8172289.0
2014-06-17,26499,27257,25621,27138,45690,277858.0,8172289.0
2014-06-18,27577,27577,26140,26140,59962,267642.0,8172289.0
2014-06-19,26579,26858,26100,26579,51762,272237.0,8175289.0
2014-06-20,26419,26659,26180,26340,80456,269785.0,8175289.0
2014-06-23,26419,26539,25901,26021,33526,266514.0,8175289.0
2014-06-24,25741,26140,25541,25701,52763,263244.0,8175289.0
2014-06-25,25701,25701,24703,24784,100403,253843.0,8175289.0
2014-06-26,24903,27457,24903,27058,150048,277142.0,8175289.0
2014-06-27,27018,27776,26419,27497,77523,281639.0,8175289.0
2014-06-30,27537,27936,26978,27817,57880,284909.0,8175289.0
2014-07-01,27856,28974,27856,28256,96077,289405.0,8175289.0
2014-07-02,28574,29133,27537,27857,73626,285318.0,8175289.0
2014-07-03,27218,28016,27218,27497,54773,281639.0,8175289.0
2014-07-04,27617,29452,27617,29014,116180,297172.0,8175289.0
2014-07-07,29373,29452,28255,28974,49852,296763.0,8175289.0
2014-07-08,27138,29373,27058,29373,174432,300851.0,8175289.0
2014-07-09,30330,31727,29732,29932,297538,306573.0,8175289.0
2014-07-10,29931,29931,28654,28655,139550,293493.0,8175289.0
2014-07-11,28654,29253,27896,29253,81603,299624.0,8175289.0
2014-07-14,29293,30011,28614,28655,98042,293493.0,8175289.0
2014-07-15,28415,28934,27936,28136,85442,288179.0,8175289.0
2014-07-16,28135,28574,27617,27857,60665,285318.0,8175289.0
2014-07-17,28335,29373,27856,29293,117830,300033.0,8175289.0
2014-07-18,29293,29652,28894,29253,61444,299624.0,8175289.0
2014-07-21,29373,29931,28495,29014,67446,297172.0,8175289.0
2014-07-22,29013,29452,28495,28814,43458,295128.0,8175289.0
2014-07-23,28734,29253,28574,29054,45778,297581.0,8175289.0
2014-07-24,29532,29652,28814,29253,53323,299624.0,8175289.0
2014-07-25,29373,29492,28974,29213,41795,299216.0,8175289.0
2014-07-28,28974,29373,27976,28854,73926,295537.0,8175289.0
2014-07-29,28415,28854,26978,27418,99532,280821.0,8175289.0
2014-07-30,27457,27577,25940,26460,101634,271011.0,8175289.0
2014-07-31,26260,26459,24983,25223,142556,258339.0,8175289.0
2014-08-01,24823,25741,24703,25582,44387,262018.0,8175289.0
2014-08-04,25661,26260,25621,26101,38099,267332.0,8175289.0
2014-08-05,26459,27178,26300,26859,57777,275098.0,8175289.0
2014-08-06,26858,27377,26100,27218,54458,278777.0,8175289.0
2014-08-07,26180,27098,25222,26579,74868,272237.0,8175289.0
2014-08-08,26659,27377,26180,27138,68644,277960.0,8175289.0
2014-08-11,27098,27816,26938,27218,37222,278777.0,8175289.0
2014-08-12,26978,27377,26579,27018,42087,276734.0,8175289.0
2014-08-13,27018,27018,25661,26101,63530,267332.0,8175289.0
2014-08-14,26340,27098,26100,27058,46319,277142.0,8175289.0
2014-08-18,27058,27377,26180,26340,51807,269785.0,8175289.0
2014-08-19,26739,26739,25621,26021,57156,266514.0,8175289.0
2014-08-20,26060,26180,25222,25382,60685,259974.0,8175289.0
2014-08-21,25462,25501,24583,25302,82782,259157.0,8175289.0
2014-08-22,25861,26579,25541,25662,71319,262836.0,8175289.0
2014-08-25,25741,25861,24623,24664,131116,252616.0,8175289.0
2014-08-26,24663,25062,23626,24345,122018,249346.0,8175289.0
2014-08-27,24344,25142,24105,24863,63448,254660.0,8175289.0
2014-08-28,25023,25062,24623,24943,35050,255478.0,8175289.0
2014-08-29,25023,25142,24464,24943,41428,255478.0,8175289.0
2014-09-01,24703,25023,24304,24983,42622,255887.0,8175289.0
2014-09-02,25142,25142,24424,24624,36280,252208.0,8175289.0
2014-09-03,24623,24623,23466,23546,91581,241171.0,8175289.0
2014-09-04,23506,25102,23027,24943,89984,255478.0,8175289.0
2014-09-05,25102,25102,24025,25023,48239,256295.0,8175289.0
2014-09-11,23945,24623,21431,21431,315420,219507.0,8175289.0
2014-09-12,21630,22069,19355,20034,340316,205200.0,8175289.0
2014-09-15,19874,20114,19156,19396,140043,198660.0,8175289.0
2014-09-16,19834,21151,19834,20673,140891,211740.0,8175289.0
2014-09-17,20752,20752,19355,19635,154433,201161.0,8177289.0
2014-09-18,19635,20154,19475,19635,128851,201161.0,8177289.0
2014-09-19,19635,19794,19236,19595,54301,200752.0,8177289.0
2014-09-22,19595,19635,19236,19276,45072,197482.0,8177289.0
2014-09-23,19076,19355,17999,18677,95441,191349.0,8177289.0
2014-09-24,18517,19236,18318,18478,85440,189304.0,8177289.0
2014-09-25,18517,19475,18158,18199,124770,186442.0,8177289.0
2014-09-26,18158,18358,17599,18079,63476,185216.0,8177289.0
2014-09-29,18078,18358,15404,15525,479223,159048.0,8177289.0
2014-09-30,15165,16003,14167,14527,387573,148827.0,8177289.0
2014-10-01,14407,14646,12890,13050,427625,133699.0,8177289.0
2014-10-02,12970,13249,12611,12891,348239,132063.0,8177289.0
2014-10-06,13209,13369,12810,12931,116045,132472.0,8177289.0
2014-10-07,13808,14846,13688,14846,704130,152098.0,8177289.0
2014-10-08,14287,14447,13010,13170,784513,134925.0,8177289.0
2014-10-10,13130,13209,12611,12651,161799,129610.0,8177289.0
2014-10-13,12731,12970,10855,11055,403373,113255.0,8177289.0
2014-10-14,11573,12212,11493,11653,243600,119388.0,8177289.0
2014-10-15,11733,11932,11094,11294,148693,115709.0,8177289.0
2014-10-16,11493,11493,10256,10656,307786,109167.0,8177289.0
2014-10-17,10695,10695,9817,10137,278728,103852.0,8177289.0
2014-10-20,10376,10575,10057,10297,198849,105487.0,8177289.0
2014-10-21,10496,11254,10017,10177,394832,104260.0,8177289.0
2014-10-22,10336,10615,10136,10576,209576,108349.0,8177289.0
2014-10-23,10575,11014,10416,10536,126057,107940.0,8177289.0
2014-10-24,10775,12092,10695,11254,825704,115300.0,8177289.0
2014-10-27,11294,11693,10695,11693,237518,119797.0,8177289.0
2014-10-28,11693,12052,11453,11853,125553,121433.0,8177289.0
2014-10-29,11773,12012,11413,11733,112318,120206.0,8177289.0
2014-10-30,11932,13489,11853,13489,401563,138196.0,8177289.0
2014-10-31,13728,13768,12810,13330,279653,136561.0,8177289.0
2014-11-03,13289,13409,12172,12212,168103,125113.0,8177289.0
2014-11-04,12371,12531,10416,10496,537088,107531.0,8177289.0
2014-11-05,10376,10775,9977,10416,158582,106714.0,8177289.0
2014-11-06,10296,10496,9538,9738,313685,99763.0,8177289.0
2014-11-07,9618,10216,9618,9937,163327,101807.0,8177289.0
2014-11-10,10017,10416,9937,10257,133555,105078.0,8177289.0
2014-11-11,10336,10336,9977,10336,92656,105896.0,8177289.0
2014-11-12,10336,10735,10296,10336,108547,105896.0,8177289.0
2014-11-13,10496,11653,10256,10895,455551,111620.0,8177289.0
2014-11-14,10935,11813,10655,11214,264566,114891.0,8177289.0
2014-11-17,10815,10855,10296,10376,235014,106305.0,8177289.0
2014-11-18,10216,10615,10216,10336,128422,105896.0,8177289.0
2014-11-19,10496,10615,9937,10456,145864,107122.0,8177289.0
2014-11-20,11294,11414,10615,10616,287609,108758.0,8177289.0
2014-11-21,10775,11054,10695,11015,110710,112847.0,8177289.0
2014-11-24,10974,11254,10775,11254,109052,115300.0,8177289.0
2014-11-25,11334,11693,11014,11015,190621,112847.0,8177289.0
2014-11-26,11094,11733,11094,11693,258892,119797.0,8177289.0
2014-11-27,11773,11853,11374,11733,122346,120206.0,8177289.0
2014-11-28,11853,12052,11453,11733,116096,120206.0,8177289.0
2014-12-01,11813,11813,10935,11414,127018,116935.0,8177289.0
2014-12-02,11174,11493,10935,11334,78790,116118.0,8177289.0
2014-12-03,11294,11813,11254,11254,89845,115300.0,8177289.0
2014-12-04,11294,11453,11134,11254,45558,115300.0,8177289.0
2014-12-05,11254,11414,10775,10895,91791,111620.0,8177289.0
2014-12-08,10895,11374,10695,10775,110192,110393.0,8177289.0
2014-12-09,10695,10895,10296,10456,109125,107122.0,8177289.0
2014-12-10,10376,10695,10216,10696,60271,109576.0,8177289.0
2014-12-11,10615,10935,10376,10496,59130,107531.0,8177289.0
2014-12-12,10496,10615,10136,10137,80330,103852.0,8177289.0
2014-12-15,9817,10336,9817,10217,50000,104688.0,8178789.0
2014-12-16,10097,10296,9538,9738,137289,99781.0,8178789.0
2014-12-17,9737,9897,9458,9778,94276,100190.0,8178789.0
2014-12-18,9857,9857,9458,9698,82470,99372.0,8178789.0
2014-12-19,9857,10097,9658,9937,72861,101826.0,8178789.0
2014-12-22,9977,10256,9897,9977,63142,102235.0,8178789.0
2014-12-23,9937,10695,9737,10576,208855,108369.0,8178789.0
2014-12-24,10735,11134,10575,10576,159921,108369.0,8178789.0
2014-12-26,10575,10735,10136,10137,91528,103871.0,8178789.0
2014-12-29,10136,10256,9937,10137,53831,103871.0,8178789.0
2014-12-30,10216,10855,10057,10815,128998,110823.0,8178789.0
2015-01-02,10735,11254,10496,11095,159727,113685.0,8178789.0
2015-01-05,11254,11533,10855,11095,119682,113685.0,8178789.0
2015-01-06,10935,11094,10536,10975,107731,112458.0,8178789.0
2015-01-07,11134,11214,10735,11015,75260,112867.0,8178789.0
2015-01-08,11094,11094,10735,10736,96037,110005.0,8178789.0
2015-01-09,10855,11493,10735,10736,228146,110005.0,8178789.0
2015-01-12,10695,11134,10695,11015,86736,112867.0,8178789.0
2015-01-13,11014,11294,10735,10736,111387,110005.0,8178789.0
2015-01-14,10855,10855,10376,10376,82510,106324.0,8178789.0
2015-01-15,10256,10456,10017,10017,146609,102644.0,8178789.0
2015-01-16,10017,10057,9338,9498,175504,97328.0,8178789.0
2015-01-19,9658,9777,9378,9458,146442,96919.0,8178789.0
2015-01-20,9458,9618,9378,9498,55817,97328.0,8178789.0
2015-01-21,9538,10017,9498,9698,111363,99372.0,8178789.0
2015-01-22,9737,9857,9498,9578,96714,98145.0,8178789.0
2015-01-23,9817,9817,9378,9419,73882,96510.0,8178789.0
2015-01-26,9498,9618,9338,9618,62373,98554.0,8178789.0
2015-01-27,9777,10615,9737,10097,291143,103462.0,8178789.0
2015-01-28,10216,10216,9817,10217,101794,104688.0,8178789.0
2015-01-29,10097,10536,10057,10257,86041,105097.0,8178789.0
2015-01-30,10376,10376,10017,10177,60749,104280.0,8178789.0
2015-02-02,10017,10097,9697,9698,88410,99372.0,8178789.0
2015-02-03,9658,9817,9538,9658,91749,98963.0,8178789.0
2015-02-04,9737,9897,9697,9858,55923,101008.0,8178789.0
2015-02-05,9857,9977,9697,9738,54789,99781.0,8178789.0
2015-02-06,9737,10615,9658,10496,205888,107551.0,8178789.0
2015-02-09,10496,10735,9937,9937,178625,101826.0,8178789.0
2015-02-10,9737,10216,9737,9977,71253,102235.0,8178789.0
2015-02-11,10176,10176,9777,10017,56711,102644.0,8178789.0
2015-02-12,9977,10017,9538,9578,165908,98145.0,8178789.0
2015-02-13,9697,9817,9538,9658,55247,98963.0,8178789.0
2015-02-16,9697,10176,9697,10097,120479,103462.0,8178789.0
2015-02-17,10017,10097,9857,9977,54029,102235.0,8178789.0
2015-02-23,10136,10216,9857,9977,62788,102235.0,8178789.0
2015-02-24,10176,11453,10136,11454,461583,117366.0,8178789.0
2015-02-25,11693,13090,11334,12252,1127298,125544.0,8178789.0
2015-02-26,12770,14048,12491,13968,710177,143129.0,8178789.0
2015-02-27,14327,15883,13648,15006,1012492,153865.0,8184289.0
2015-03-02,15724,16203,14686,14687,567643,150591.0,8184289.0
2015-03-03,15125,15843,14447,15165,398177,155501.0,8184289.0
2015-03-04,14965,15404,14207,14886,460640,152637.0,8184289.0
2015-03-05,14926,15005,14008,14208,288928,145680.0,8184289.0
2015-03-06,14287,15285,14048,14966,422976,153455.0,8184289.0
2015-03-09,14846,15285,14407,14726,181676,151000.0,8184289.0
2015-03-10,14526,14646,12531,12731,1004735,130539.0,8184289.0
2015-03-11,12411,12970,12132,12212,311413,125220.0,8184289.0
2015-03-12,12292,12970,12252,12531,297002,128493.0,8184289.0
2015-03-13,12691,14407,12651,14168,782444,145271.0,8184289.0
2015-03-16,14566,15644,14367,14846,569471,152228.0,8184289.0
2015-03-17,15085,15125,14008,14248,256997,146090.0,8184289.0
2015-03-18,14327,14327,12850,13489,354093,138314.0,8184289.0
2015-03-19,13409,14048,13209,13769,161959,141179.0,8184289.0
2015-03-20,13888,14048,13409,13529,130834,138724.0,8184289.0
2015-03-23,13888,14806,13529,14168,379226,145271.0,8184289.0
2015-03-24,14167,14447,13888,14088,136452,144453.0,8184289.0
2015-03-25,14167,15245,14127,14287,346885,146499.0,8184289.0
2015-03-26,14367,14846,14167,14527,165229,148954.0,8184289.0
2015-03-27,14526,14526,13529,13809,229392,141588.0,8184289.0
2015-03-30,13648,13848,13209,13330,135258,136678.0,8184289.0
2015-03-31,13449,13609,12810,13130,147938,134632.0,8184289.0
2015-04-01,13130,13369,12890,13170,77181,135041.0,8184289.0
2015-04-02,13209,13409,12451,12452,155200,127675.0,8184289.0
2015-04-03,12491,13170,12252,13130,120512,134632.0,8184289.0
2015-04-06,13170,13170,12571,12891,122032,132176.0,8184289.0
2015-04-07,12930,13888,12651,13409,142314,137496.0,8184289.0
2015-04-08,13768,13768,13010,13130,103398,134632.0,8184289.0
2015-04-09,13209,13569,13050,13130,84788,134632.0,8184289.0
2015-04-10,13249,13569,13010,13050,72368,133813.0,8184289.0
2015-04-13,13209,13648,13170,13370,136742,137087.0,8184289.0
2015-04-14,13569,13609,12930,13210,109854,135450.0,8184289.0
2015-04-15,13090,13209,12691,12811,119295,131358.0,8184289.0
2015-04-16,12970,13130,12571,12611,122086,129312.0,8184289.0
2015-04-17,12850,14367,12651,14008,502827,143634.0,8184289.0
2015-04-20,14008,14167,13449,14048,218082,144043.0,8184289.0
2015-04-21,13968,14886,13808,14208,255392,145680.0,8184289.0
2015-04-22,14606,14606,12770,13569,245560,139133.0,8184289.0
2015-04-23,13569,14167,12890,14048,164755,144314.0,8199669.0
2015-04-24,14008,15604,13768,14846,451083,152514.0,8199669.0
2015-04-27,14886,15404,14407,15006,172691,154154.0,8199669.0
2015-04-28,14965,16921,14686,16921,836307,173833.0,8199669.0
2015-04-29,17280,18477,15883,15884,981479,163173.0,8199669.0
2015-04-30,15484,15484,13529,14008,965827,143904.0,8199669.0
2015-05-04,14008,14407,13090,13370,198659,137344.0,8199669.0
2015-05-06,13329,13888,12571,12771,209129,131195.0,8199669.0
