한국정보인증(053300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-10-12,15562,15705,15037,15038,1443549,424699.0,26965000.0
2015-10-13,14989,15849,14798,15467,2166005,436833.0,26965000.0
2015-10-14,15610,15992,14464,14608,2331777,412564.0,26965000.0
2015-10-15,14464,15085,14178,15085,1638672,426047.0,26965000.0
2015-10-16,15180,15276,14369,14369,1162817,405823.0,26965000.0
2015-10-19,14416,14703,14130,14321,933881,404475.0,26965000.0
2015-10-20,14464,15180,14416,14608,1451930,412564.0,26965000.0
2015-10-21,14560,14607,13796,13892,1313187,392341.0,26965000.0
2015-10-22,13748,14226,13366,13558,1295732,382903.0,26965000.0
2015-10-23,14035,14226,13462,13653,1022582,385600.0,26965000.0
2015-10-26,13748,14798,13509,14369,2915274,405823.0,26965000.0
2015-10-27,14464,14512,13748,13844,1016003,390992.0,26965000.0
2015-10-28,13844,14082,13509,13844,692661,390992.0,26965000.0
2015-10-29,13844,14178,13700,13844,879581,390992.0,26965000.0
2015-10-30,13891,13987,12746,12842,1455848,362679.0,26965000.0
2015-11-02,12841,13175,12698,12746,629635,359983.0,26965000.0
2015-11-03,12841,12984,12459,12746,864649,359983.0,26965000.0
2015-11-04,12841,13271,12698,12842,994690,362679.0,26965000.0
2015-11-05,12841,13462,12698,13271,1174396,374814.0,26965000.0
2015-11-06,13175,13223,12459,12507,969915,353242.0,26965000.0
2015-11-09,12555,12602,11743,11839,1338193,334366.0,26965000.0
2015-11-10,11695,12077,11266,11505,1060132,324928.0,26965000.0
2015-11-11,11504,12937,11409,12030,3792773,339759.0,26965000.0
2015-11-12,11982,12077,11600,11648,638231,328973.0,26965000.0
2015-11-13,11552,12555,11504,11935,1600619,337062.0,26965000.0
2015-11-16,11648,12221,11504,11696,625933,330321.0,26965000.0
2015-11-17,11982,12411,11934,12126,1068783,342456.0,26965000.0
2015-11-18,12077,12364,11982,12030,668873,339759.0,26965000.0
2015-11-19,12125,12507,12077,12221,754798,345152.0,26965000.0
2015-11-20,12555,13414,12507,12985,2908501,366724.0,26965000.0
2015-11-23,13223,13366,12841,12985,911179,366724.0,26965000.0
2015-11-24,12937,13414,12698,12698,763039,358634.0,26965000.0
2015-11-25,13032,13653,12889,13510,2517911,381555.0,26965000.0
2015-11-26,13653,13748,13223,13367,1092385,377510.0,26965000.0
2015-11-27,13414,13462,12889,12937,623799,365376.0,26965000.0
2015-11-30,12984,13605,12937,13367,1323209,377510.0,26965000.0
2015-12-01,13605,13748,13128,13271,748000,374814.0,26965000.0
2015-12-02,13318,13414,12364,12364,964606,349197.0,26965000.0
2015-12-03,12077,12125,11600,11982,1362684,338411.0,26965000.0
2015-12-04,11743,11934,11648,11648,418901,328973.0,26965000.0
2015-12-07,11791,11886,11361,11648,610023,328973.0,26965000.0
2015-12-08,11552,11648,10693,10693,1151769,302008.0,26965000.0
2015-12-09,10741,10932,10263,10264,819610,289874.0,26965000.0
2015-12-10,10406,10836,10311,10455,951632,295267.0,26965000.0
2015-12-11,10454,10550,9881,9977,680557,281784.0,26965000.0
2015-12-14,9786,9929,9366,9366,777356,264527.0,26965000.0
2015-12-15,9519,9834,9433,9834,657846,277740.0,26965000.0
2015-12-16,9977,10120,9738,9739,589024,275043.0,26965000.0
2015-12-17,10025,10311,9834,10073,519671,284481.0,26965000.0
2015-12-18,9977,10645,9834,10455,640889,295267.0,26965000.0
2015-12-21,10263,10502,10215,10407,405758,293918.0,26965000.0
2015-12-22,10454,10502,9881,9977,444510,281784.0,26965000.0
2015-12-23,10025,10263,9690,10073,500968,284481.0,26965000.0
2015-12-24,10168,10359,9929,10025,418875,283132.0,26965000.0
2015-12-28,10025,10311,9738,9739,429318,275043.0,26965000.0
2015-12-29,9881,10311,9834,10168,387579,287177.0,26965000.0
2015-12-30,10215,10693,10072,10359,578645,292570.0,26965000.0
2016-01-04,10359,10454,10025,10025,320775,283132.0,26965000.0
2016-01-05,9786,10025,9738,9834,544940,277740.0,26965000.0
2016-01-06,9881,9929,9528,9834,561342,277740.0,26965000.0
2016-01-07,9786,10454,9595,9930,1024715,280436.0,26965000.0
2016-01-08,9786,10406,9643,10216,819000,288526.0,26965000.0
2016-01-11,10359,10741,10072,10073,957741,284481.0,26965000.0
2016-01-12,10168,10311,9881,9882,436701,279088.0,26965000.0
2016-01-13,10120,10502,10072,10359,862906,292570.0,26965000.0
2016-01-14,10025,10263,9929,10264,402783,289874.0,26965000.0
2016-01-15,10406,10406,9929,9977,451080,281784.0,26965000.0
2016-01-18,10025,10168,9786,9882,480973,279088.0,26965000.0
2016-01-19,9929,10168,9690,9882,622521,279088.0,26965000.0
2016-01-20,9834,9881,9375,9490,764812,268032.0,26965000.0
2016-01-21,9490,9643,9012,9013,658083,254550.0,26965000.0
2016-01-22,9032,9929,9012,9338,1665406,263718.0,26965000.0
2016-01-25,9595,9643,9337,9548,340490,269650.0,26965000.0
2016-01-26,9452,9834,9404,9500,606914,268302.0,26965000.0
2016-01-27,9643,9834,9547,9643,381637,272346.0,26965000.0
2016-01-28,9786,10645,9786,10598,2149623,299312.0,26965000.0
2016-01-29,10741,10884,10359,10455,1762221,295267.0,26965000.0
2016-02-01,10597,10645,10215,10598,659421,299312.0,26965000.0
2016-02-02,10502,10884,10311,10311,962235,291222.0,26965000.0
2016-02-03,10120,10215,9786,9882,605782,279088.0,26965000.0
2016-02-04,9977,10311,9977,10121,719784,285829.0,26965000.0
2016-02-05,10168,10263,10025,10121,234766,285829.0,26965000.0
2016-02-11,9643,9786,9442,9443,527305,266684.0,26965000.0
2016-02-12,9308,9690,8802,8956,715475,252932.0,26965000.0
2016-02-15,8984,9538,8984,9357,492821,264257.0,26965000.0
2016-02-16,9366,9738,9356,9643,470492,272346.0,26965000.0
2016-02-17,9738,9881,9356,9376,406424,264796.0,26965000.0
2016-02-18,9547,9595,9442,9452,232422,266954.0,26965000.0
2016-02-19,9413,9786,9394,9786,462221,276391.0,26965000.0
2016-02-22,9977,10359,9834,10311,1006898,291222.0,26965000.0
2016-02-23,10263,10311,9881,10025,414566,283132.0,26965000.0
2016-02-24,9977,10215,9786,9786,459842,276391.0,26965000.0
2016-02-25,9881,9929,9538,9643,425372,272346.0,26965000.0
2016-02-26,9738,9881,9595,9739,342527,275043.0,26965000.0
2016-02-29,9881,10168,9786,9882,508814,279088.0,26965000.0
2016-03-02,10072,10120,9738,9786,346716,276391.0,26965000.0
2016-03-03,9834,9929,9690,9834,319201,277740.0,26965000.0
2016-03-04,9929,9977,9643,9786,331868,276391.0,26965000.0
2016-03-07,9881,10025,9643,9691,495576,273695.0,26965000.0
2016-03-08,9834,10311,9786,10216,1392600,288526.0,26965000.0
2016-03-09,10263,10359,10025,10121,670822,285829.0,26965000.0
2016-03-10,10263,10359,10025,10073,806599,284481.0,26965000.0
2016-03-11,10120,10120,9786,9882,403483,279088.0,26965000.0
2016-03-14,9977,10025,9786,9786,320510,276391.0,26965000.0
2016-03-15,9786,9929,9538,9548,451856,269650.0,26965000.0
2016-03-16,9643,9690,9547,9595,234151,270998.0,26965000.0
2016-03-17,9643,9738,9547,9643,220004,272346.0,26965000.0
2016-03-18,9643,9738,9547,9548,260878,269650.0,26965000.0
2016-03-21,9595,9643,9375,9376,378323,264796.0,26965000.0
2016-03-22,9404,9595,9356,9462,222223,267223.0,26965000.0
2016-03-23,9471,9595,9471,9500,191741,268302.0,26965000.0
2016-03-24,9404,9528,9366,9376,200757,264796.0,26965000.0
2016-03-25,9385,9509,9337,9338,162119,263718.0,26965000.0
2016-03-28,9356,9356,9060,9061,303237,255898.0,26965000.0
2016-03-29,9098,9452,9098,9357,282487,264257.0,26965000.0
2016-03-30,9499,9786,9394,9452,629272,266954.0,26965000.0
2016-03-31,9538,9547,9318,9404,209218,265605.0,26965000.0
2016-04-01,9433,9433,9232,9252,136560,261291.0,26965000.0
2016-04-04,9165,9261,9156,9194,196649,259673.0,26965000.0
2016-04-05,9223,9375,9146,9299,207499,262639.0,26965000.0
2016-04-06,9261,9356,9165,9194,167064,259673.0,26965000.0
2016-04-07,9213,9270,9079,9089,212464,256707.0,26965000.0
2016-04-08,9041,9098,8879,9099,203830,256976.0,26965000.0
2016-04-11,9079,9299,9079,9147,170919,258325.0,26965000.0
2016-04-12,9146,9232,9098,9118,120784,257516.0,26965000.0
2016-04-14,9118,9165,8974,9013,259854,254550.0,26965000.0
2016-04-15,9089,9089,8965,9013,227576,254550.0,26965000.0
2016-04-18,9003,9003,8822,8841,283475,249696.0,26965000.0
2016-04-19,8822,9022,8822,9023,250396,254819.0,26965000.0
2016-04-20,9165,9328,9051,9185,490962,259403.0,26965000.0
2016-04-21,9194,9223,9108,9213,197361,260212.0,26965000.0
2016-04-22,9299,9490,9175,9319,439093,263178.0,26965000.0
2016-04-25,9356,9404,9270,9328,163516,263448.0,26965000.0
2016-04-26,9366,9366,9118,9166,220990,258864.0,26965000.0
2016-04-27,9108,9165,8984,8984,233656,253741.0,26965000.0
2016-04-28,8993,9127,8993,9061,102869,255898.0,26965000.0
2016-04-29,9051,9051,8936,8965,125584,253201.0,26965000.0
2016-05-02,8898,8917,8822,8832,136540,249426.0,26965000.0
2016-05-03,8812,8984,8812,8898,124551,251314.0,26965000.0
2016-05-04,8831,9232,8831,8956,200621,252932.0,26965000.0
2016-05-09,8898,8965,8793,8803,156013,248617.0,26965000.0
2016-05-10,8831,8974,8745,8975,105897,253471.0,26965000.0
2016-05-11,9003,9022,8879,8908,73005,251583.0,26965000.0
2016-05-12,8984,9452,8974,9299,540297,262639.0,26965000.0
2016-05-13,9385,9394,9127,9175,164330,259134.0,26965000.0
2016-05-16,9175,9184,8917,8937,171754,252392.0,26965000.0
2016-05-17,8936,8984,8755,8812,227440,248887.0,26965000.0
2016-05-18,8774,8841,8306,8345,362638,235674.0,26965000.0
2016-05-19,8449,8678,8239,8240,205541,232708.0,26965000.0
2016-05-20,8182,9299,8058,9070,464055,256168.0,26965000.0
2016-05-23,8841,8927,8573,8679,306834,245112.0,26965000.0
2016-05-24,8745,8764,8344,8345,242584,235674.0,26965000.0
2016-05-25,8497,8497,8296,8306,177141,234596.0,26965000.0
2016-05-26,8325,8430,8268,8297,114999,234326.0,26965000.0
2016-05-27,8363,8382,8220,8306,120549,234596.0,26965000.0
2016-05-30,8287,8344,8096,8135,160417,229742.0,26965000.0
2016-05-31,8067,8239,8067,8192,151272,231360.0,26965000.0
2016-06-01,8163,8230,8115,8173,113195,230820.0,26965000.0
2016-06-02,8182,8583,8134,8392,420161,237022.0,26965000.0
2016-06-03,8468,8468,8210,8221,150388,232169.0,26965000.0
2016-06-07,8210,8306,8134,8154,146525,230281.0,26965000.0
2016-06-08,8153,8249,8105,8230,107917,232438.0,26965000.0
2016-06-09,8182,8230,8067,8087,180092,228394.0,26965000.0
2016-06-10,8096,8210,8086,8144,96806,230011.0,26965000.0
2016-06-13,8086,8545,7838,7972,195127,225158.0,26965000.0
2016-06-14,7876,8249,7876,8125,185964,229472.0,26965000.0
2016-06-15,8086,8191,8048,8068,89772,227854.0,26965000.0
2016-06-16,8048,8344,7915,7915,293043,223540.0,26965000.0
2016-06-17,7953,8067,7685,7743,186462,218686.0,26965000.0
2016-06-20,7704,7962,7704,7762,185940,219225.0,26965000.0
2016-06-21,7800,7838,7714,7753,141552,218956.0,26965000.0
2016-06-22,7790,7934,7762,7896,195409,223001.0,26965000.0
2016-06-23,7905,7924,7676,7734,160274,218416.0,26965000.0
2016-06-24,7781,7895,6788,7027,442226,198462.0,26965000.0
2016-06-27,6683,6960,6540,6874,415405,194148.0,26965000.0
2016-06-28,6778,7017,6750,7008,222872,197923.0,26965000.0
2016-06-29,7122,7380,7055,7275,387221,205473.0,26965000.0
2016-06-30,7380,7447,7294,7361,181044,207900.0,26965000.0
2016-07-01,7370,7561,7370,7447,154631,210327.0,26965000.0
2016-07-04,7466,7676,7361,7533,151101,212754.0,26965000.0
2016-07-05,7494,7934,7494,7695,343121,217338.0,26965000.0
2016-07-06,7657,7714,7475,7552,144546,213293.0,26965000.0
2016-07-07,7590,7704,7590,7619,127840,215181.0,26965000.0
2016-07-08,7590,7924,7494,7638,158136,215720.0,26965000.0
2016-07-11,7647,7762,7580,7638,143220,215720.0,26965000.0
2016-07-12,7638,7704,7580,7609,104101,214911.0,26965000.0
2016-07-13,7685,7743,7609,7629,99850,215450.0,26965000.0
2016-07-14,7666,7829,7657,7781,216561,219765.0,26965000.0
2016-07-15,7771,7943,7733,7925,273633,223810.0,26965000.0
2016-07-18,8020,8105,7876,7886,278769,222731.0,26965000.0
2016-07-19,7886,7991,7857,7896,123483,223001.0,26965000.0
2016-07-20,7943,7972,7809,7810,115888,220574.0,26965000.0
2016-07-21,7895,7915,7790,7820,103608,220843.0,26965000.0
2016-07-22,7790,7867,7676,7753,111927,218956.0,26965000.0
2016-07-25,7762,7857,7695,7715,87207,217877.0,26965000.0
2016-07-26,7657,7790,7657,7772,84743,219495.0,26965000.0
2016-07-27,7743,7905,7733,7772,97190,219495.0,26965000.0
2016-07-28,7752,7867,7752,7791,94893,220034.0,26965000.0
2016-07-29,7857,7867,7733,7867,105925,222192.0,26965000.0
2016-08-01,7829,7829,7733,7772,99828,219495.0,26965000.0
2016-08-02,7714,7762,7504,7533,189414,212754.0,26965000.0
2016-08-03,7494,7494,7275,7333,141397,207091.0,26965000.0
2016-08-04,7332,7504,7332,7438,115328,210057.0,26965000.0
2016-08-05,7466,7523,7351,7390,102003,208709.0,26965000.0
2016-08-08,7418,7571,7418,7466,113351,210866.0,26965000.0
2016-08-09,7428,9012,7428,8440,6207247,238371.0,26965000.0
2016-08-10,8545,8611,8287,8593,1074584,242685.0,26965000.0
2016-08-11,8717,9060,8487,8822,2531333,249157.0,26965000.0
2016-08-12,9060,9165,8736,8736,954505,246730.0,26965000.0
2016-08-16,8831,8927,8478,8478,453485,239449.0,26965000.0
2016-08-17,8401,8831,8344,8793,592254,248348.0,26965000.0
2016-08-18,8783,8993,8726,8879,633756,250774.0,26965000.0
2016-08-19,8965,9032,8688,8688,440671,245382.0,26965000.0
2016-08-22,8736,8764,8411,8411,265551,237562.0,26965000.0
2016-08-23,8487,8526,8316,8364,216930,236213.0,26965000.0
2016-08-24,8363,8554,8354,8421,235886,237831.0,26965000.0
2016-08-25,8545,9509,8497,8984,4168613,253741.0,26965000.0
2016-08-26,8984,8984,8764,8879,563353,250774.0,26965000.0
2016-08-29,8850,9289,8774,8784,1000989,248078.0,26965000.0
2016-08-30,8793,9070,8707,8803,515594,248617.0,26965000.0
2016-08-31,8936,9156,8745,8860,751564,250235.0,26965000.0
2016-09-01,8869,8927,8640,8669,389098,244842.0,26965000.0
2016-09-02,8726,8850,8564,8679,328604,245112.0,26965000.0
2016-09-05,8678,8717,8583,8612,208016,243224.0,26965000.0
2016-09-06,8631,8850,8440,8440,333967,238371.0,26965000.0
2016-09-07,8526,8573,8191,8211,318559,231899.0,26965000.0
2016-09-08,8210,8296,7943,7944,357164,224349.0,26965000.0
2016-09-09,7905,8020,7647,7676,311116,216799.0,26965000.0
2016-09-12,7619,7685,7514,7543,188422,213024.0,26965000.0
2016-09-13,7580,7972,7580,7820,264897,220843.0,26965000.0
2016-09-19,7781,7867,7743,7781,141703,219765.0,26965000.0
2016-09-20,7781,7838,7752,7762,112550,219225.0,26965000.0
2016-09-21,7924,7924,7819,7896,99806,223001.0,26965000.0
2016-09-22,7962,7972,7895,7963,130866,224888.0,26965000.0
2016-09-23,7962,8000,7867,7934,108407,224079.0,26965000.0
2016-09-26,7934,8105,7829,8087,228753,228394.0,26965000.0
2016-09-27,8306,8487,8115,8116,681170,229202.0,26965000.0
2016-09-28,8201,8201,7972,7972,179556,225158.0,26965000.0
2016-09-29,8000,8067,7953,8001,113226,225967.0,26965000.0
2016-09-30,8010,8258,7972,7991,262336,225697.0,26965000.0
2016-10-04,7991,8096,7905,7925,153249,223810.0,26965000.0
2016-10-05,7934,8000,7819,7829,115336,221113.0,26965000.0
2016-10-06,7876,7972,7848,7848,89690,221652.0,26965000.0
2016-10-07,7829,7915,7704,7705,131120,217608.0,26965000.0
2016-10-10,7695,7781,7590,7619,131683,215181.0,26965000.0
2016-10-11,7628,7819,7619,7638,151079,215720.0,26965000.0
2016-10-12,7542,7790,7542,7638,95569,215720.0,26965000.0
2016-10-13,7599,7781,7599,7734,218734,218416.0,26965000.0
2016-10-14,6874,7418,6817,7161,840920,202238.0,26965000.0
2016-10-17,7027,7132,6759,6779,362223,191452.0,26965000.0
2016-10-18,6731,7017,6731,6884,266385,194418.0,26965000.0
2016-10-19,6979,7103,6941,7027,181374,198462.0,26965000.0
2016-10-20,7113,7113,6826,6970,126288,196844.0,26965000.0
2016-10-21,7017,7017,6759,6779,103237,191452.0,26965000.0
2016-10-24,6778,6826,6263,6282,423914,177430.0,26965000.0
2016-10-25,6301,6377,6053,6130,268802,173115.0,26965000.0
2016-10-26,6024,6148,5929,6091,188309,172037.0,26965000.0
2016-10-27,6091,6253,6081,6206,119254,175272.0,26965000.0
2016-10-28,6186,6301,6158,6187,68290,174733.0,26965000.0
2016-10-31,6100,6186,5728,5910,185972,166913.0,26965000.0
2016-11-01,5910,6043,5843,5920,75897,167183.0,26965000.0
2016-11-02,5833,5890,5614,5633,118636,159094.0,26965000.0
2016-11-03,5623,5785,5614,5700,115683,160981.0,26965000.0
2016-11-04,5699,5804,5642,5757,82021,162599.0,26965000.0
2016-11-07,5766,5900,5766,5862,79068,165565.0,26965000.0
2016-11-08,5910,5910,5814,5834,61009,164756.0,26965000.0
2016-11-09,5871,5871,5232,5461,302325,154240.0,26965000.0
2016-11-10,5633,5776,5594,5767,160549,162869.0,26965000.0
2016-11-11,5824,5862,5747,5786,160997,163408.0,26965000.0
2016-11-14,5671,5929,5652,5910,273760,166913.0,26965000.0
2016-11-15,6010,6130,5830,5860,165786,158015.0,26965000.0
2016-11-16,5860,6100,5860,6100,86367,164486.0,26965000.0
2016-11-17,6050,6190,6050,6080,64023,163947.0,26965000.0
2016-11-18,6080,6110,5860,5900,113263,159094.0,26965000.0
2016-11-21,5900,5900,5650,5650,105442,152352.0,26965000.0
2016-11-22,5710,5850,5670,5750,73732,155049.0,26965000.0
2016-11-23,5680,5790,5500,5510,108997,148577.0,26965000.0
2016-11-24,5590,5590,5340,5410,62465,145881.0,26965000.0
2016-11-25,5370,5570,5370,5440,55804,146690.0,26965000.0
2016-11-28,5460,5520,5380,5440,55201,146690.0,26965000.0
2016-11-29,5370,5520,5370,5480,53301,147768.0,26965000.0
2016-11-30,5500,5590,5360,5360,108230,144532.0,26965000.0
2016-12-01,5380,5430,5340,5380,85621,145072.0,26965000.0
2016-12-02,5360,5490,5360,5410,57475,145881.0,26965000.0
2016-12-05,5310,5350,5100,5190,157102,139948.0,26965000.0
2016-12-06,5120,5210,5100,5200,115837,140218.0,26965000.0
2016-12-07,5170,5220,5100,5210,117097,140488.0,26965000.0
2016-12-08,5240,5280,5110,5180,137625,139679.0,26965000.0
2016-12-09,5150,5650,5150,5490,246379,148038.0,26965000.0
2016-12-12,5490,5690,5190,5430,397670,146420.0,26965000.0
2016-12-13,5390,5490,5390,5480,89271,147768.0,26965000.0
2016-12-14,5540,5660,5490,5610,178971,151274.0,26965000.0
2016-12-15,5610,5820,5550,5690,245274,153431.0,26965000.0
2016-12-16,5690,5710,5570,5630,104054,151813.0,26965000.0
2016-12-19,5620,5640,5530,5640,65566,152083.0,26965000.0
2016-12-20,5620,5700,5560,5560,72736,149925.0,26965000.0
2016-12-21,5550,5600,5490,5560,75991,149925.0,26965000.0
2016-12-22,5590,5590,5510,5590,70105,150734.0,26965000.0
2016-12-23,5590,5710,5470,5710,105617,153970.0,26965000.0
2016-12-26,5670,5680,5560,5570,89627,150195.0,26965000.0
2016-12-27,5550,5650,5510,5570,76123,150195.0,26965000.0
2016-12-28,5510,5630,5510,5620,63390,151543.0,26965000.0
2016-12-29,5590,5680,5550,5660,70726,152622.0,26965000.0
2017-01-02,5660,5940,5640,5940,237010,160172.0,26965000.0
2017-01-03,5860,7580,5820,6900,6222493,186058.0,26965000.0
2017-01-04,6980,7130,6800,7100,1207686,191452.0,26965000.0
2017-01-05,7140,7250,7000,7000,751643,188755.0,26965000.0
2017-01-06,6940,7210,6880,7160,893931,193069.0,26965000.0
2017-01-09,6800,6880,6680,6730,932050,181474.0,26965000.0
2017-01-10,6800,6800,6570,6620,353599,178508.0,26965000.0
2017-01-11,6610,6720,6560,6560,416411,204442.0,31165000.0
2017-01-12,6560,6720,6480,6500,295203,202572.0,31165000.0
2017-01-13,6550,6670,6500,6610,246983,206001.0,31165000.0
2017-01-16,6610,6670,6350,6380,196093,198833.0,31165000.0
2017-01-17,6360,6520,6360,6460,141448,201326.0,31165000.0
2017-01-18,6420,6670,6360,6670,284039,207871.0,31165000.0
2017-01-19,6710,6750,6530,6570,229288,204754.0,31165000.0
2017-01-20,6530,6600,6440,6450,125740,201014.0,31165000.0
2017-01-23,6520,6520,6150,6150,221952,191665.0,31165000.0
2017-01-24,6160,6340,6050,6290,126630,196028.0,31165000.0
2017-01-25,6240,6360,6200,6220,139716,193846.0,31165000.0
2017-01-26,6290,6370,6220,6280,141878,195716.0,31165000.0
2017-01-31,6250,6420,6210,6370,143357,198521.0,31165000.0
2017-02-01,6350,6580,6290,6580,285876,205066.0,31165000.0
2017-02-02,6650,6700,6400,6400,405270,199456.0,31165000.0
2017-02-03,6400,6400,6120,6150,246912,191665.0,31165000.0
2017-02-06,6180,6280,6100,6200,106336,193223.0,31165000.0
2017-02-07,6250,6280,6140,6210,85689,193535.0,31165000.0
2017-02-08,6210,6230,6130,6140,87797,191353.0,31165000.0
2017-02-09,6120,6160,6060,6090,105389,189795.0,31165000.0
2017-02-10,6100,6160,6040,6040,131368,188237.0,31165000.0
2017-02-13,6040,6200,6040,6200,113965,193223.0,31165000.0
2017-02-14,6180,6210,6090,6130,79276,191041.0,31165000.0
2017-02-15,6100,6430,6090,6390,224483,199144.0,31165000.0
2017-02-16,6410,6450,6280,6420,145470,200079.0,31165000.0
2017-02-17,6400,6530,6390,6470,210438,201638.0,31165000.0
2017-02-20,6450,6730,6350,6510,428352,202884.0,31165000.0
2017-02-21,6520,6550,6430,6550,110538,204131.0,31165000.0
2017-02-22,6550,6590,6460,6490,92021,202261.0,31165000.0
2017-02-23,6460,6500,6340,6360,120049,198209.0,31165000.0
2017-02-24,6310,6370,6280,6310,128924,196651.0,31165000.0
2017-02-27,6320,6420,6300,6360,82466,198209.0,31165000.0
2017-02-28,6390,6570,6350,6530,272388,203507.0,31165000.0
2017-03-02,6560,6720,6460,6540,397485,203819.0,31165000.0
2017-03-03,6520,6540,6190,6250,227391,194781.0,31165000.0
2017-03-06,6250,6340,6210,6220,112938,193846.0,31165000.0
2017-03-07,6240,6270,6210,6210,79859,193535.0,31165000.0
2017-03-08,6240,6360,6210,6300,92597,196340.0,31165000.0
2017-03-09,6300,6400,6250,6260,144862,195093.0,31165000.0
2017-03-10,6200,6460,6140,6430,257580,200391.0,31165000.0
2017-03-13,6440,6530,6410,6490,180551,202261.0,31165000.0
2017-03-14,6500,6540,6410,6430,165441,200391.0,31165000.0
2017-03-15,6420,6680,6420,6510,600261,202884.0,31165000.0
2017-03-16,6550,6760,6500,6530,452589,203507.0,31165000.0
2017-03-17,6570,6790,6530,6680,738358,208182.0,31165000.0
2017-03-20,6750,6760,6560,6650,331206,207247.0,31165000.0
2017-03-21,6670,6730,6610,6610,192394,206001.0,31165000.0
2017-03-22,6530,6590,6440,6450,230697,201014.0,31165000.0
2017-03-23,6460,6580,6400,6520,157897,203196.0,31165000.0
2017-03-24,6580,7110,6570,6720,2269395,209429.0,31165000.0
2017-03-27,6790,6810,6610,6670,485556,207871.0,31165000.0
2017-03-28,6690,6730,6540,6630,314009,206624.0,31165000.0
2017-03-29,6670,7000,6670,6940,1018554,216285.0,31165000.0
2017-03-30,7000,7160,6830,6870,766990,214104.0,31165000.0
2017-03-31,6900,6960,6730,6950,441542,216597.0,31165000.0
2017-04-03,6990,7250,6970,7070,565656,220337.0,31165000.0
2017-04-04,7060,7200,6880,6880,650843,214415.0,31165000.0
2017-04-05,6910,7020,6840,6960,329733,216908.0,31165000.0
2017-04-06,6980,7020,6780,6830,290804,212857.0,31165000.0
2017-04-07,6900,6940,6800,6900,237709,215038.0,31165000.0
2017-04-10,6890,6900,6580,6600,322619,205689.0,31165000.0
2017-04-11,6600,6750,6540,6630,199038,206624.0,31165000.0
2017-04-12,6680,7030,6670,6810,727255,212234.0,31165000.0
2017-04-13,6870,7070,6760,6940,545410,216285.0,31165000.0
2017-04-14,6940,6990,6690,6690,307165,208494.0,31165000.0
2017-04-17,6780,6850,6680,6850,200305,213480.0,31165000.0
2017-04-18,6890,6920,6800,6890,181623,214727.0,31165000.0
2017-04-19,6900,7000,6830,6980,302367,217532.0,31165000.0
2017-04-20,7060,7180,6950,6950,651836,216597.0,31165000.0
2017-04-21,7000,7140,6950,7000,450788,218155.0,31165000.0
2017-04-24,7100,7100,6850,6850,232306,213480.0,31165000.0
2017-04-25,6860,6950,6810,6810,160854,212234.0,31165000.0
2017-04-26,6850,6940,6830,6840,217016,213169.0,31165000.0
2017-04-27,6870,6880,6740,6740,174840,210052.0,31165000.0
2017-04-28,6740,6780,6610,6620,217246,206312.0,31165000.0
2017-05-02,6600,6810,6600,6700,156482,208806.0,31165000.0
2017-05-04,6680,6780,6680,6720,76037,209429.0,31165000.0
2017-05-08,6740,6890,6720,6880,186197,214415.0,31165000.0
2017-05-10,6930,6930,6800,6850,150852,213480.0,31165000.0
2017-05-11,6870,6930,6800,6890,211907,214727.0,31165000.0
2017-05-12,6940,6940,6830,6850,130299,213480.0,31165000.0
2017-05-15,6930,6970,6790,6790,187829,211610.0,31165000.0
2017-05-16,6770,6800,6680,6740,150990,210052.0,31165000.0
2017-05-17,6730,6790,6730,6740,83798,210052.0,31165000.0
2017-05-18,6680,6730,6600,6650,104729,207247.0,31165000.0
2017-05-19,6660,6700,6620,6640,89081,206936.0,31165000.0
2017-05-22,6660,6750,6530,6580,270423,205066.0,31165000.0
2017-05-23,6580,6640,6550,6580,127965,205066.0,31165000.0
2017-05-24,6620,6670,6570,6580,166318,205066.0,31165000.0
2017-05-25,6640,6640,6530,6560,157633,204442.0,31165000.0
2017-05-26,6550,6600,6500,6570,149975,204754.0,31165000.0
2017-05-29,6560,6690,6560,6560,146386,204442.0,31165000.0
2017-05-30,6530,6610,6530,6580,99101,205066.0,31165000.0
2017-05-31,6590,6640,6570,6590,90681,205377.0,31165000.0
2017-06-01,6570,6670,6560,6590,117896,205377.0,31165000.0
2017-06-02,6740,7040,6740,6850,1666471,213480.0,31165000.0
2017-06-05,6800,6850,6740,6760,237688,210675.0,31165000.0
2017-06-07,6770,6830,6700,6800,190877,211922.0,31165000.0
2017-06-08,6790,6840,6720,6780,141769,211299.0,31165000.0
2017-06-09,6790,6940,6760,6880,224246,214415.0,31165000.0
2017-06-12,6880,6880,6790,6820,154276,212545.0,31165000.0
2017-06-13,6820,6880,6750,6760,147908,210675.0,31165000.0
2017-06-14,6780,6930,6690,6760,256696,210675.0,31165000.0
2017-06-15,6760,6820,6700,6760,136941,210675.0,31165000.0
2017-06-16,6770,6850,6680,6730,112302,209740.0,31165000.0
2017-06-19,6710,6820,6710,6770,79615,210987.0,31165000.0
2017-06-20,6780,6800,6600,6600,163337,205689.0,31165000.0
2017-06-21,6590,6630,6310,6310,279610,196651.0,31165000.0
2017-06-22,6310,6310,6150,6210,171595,193535.0,31165000.0
2017-06-23,6140,6260,6140,6220,126429,193846.0,31165000.0
2017-06-26,6220,6290,6050,6080,186544,189483.0,31165000.0
