에스에프에이(056190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-04-23,3886,4127,3657,4013,376590,143938.0,9110000.0
2002-04-24,4063,4165,3796,3861,282976,138472.0,9110000.0
2002-04-25,3797,3975,3581,3683,499524,132095.0,9110000.0
2002-04-26,3683,3759,3517,3683,345927,132095.0,9110000.0
2002-04-29,3555,3809,3428,3518,320267,126174.0,9110000.0
2002-04-30,3479,3683,3390,3556,365394,127540.0,9110000.0
2002-05-02,3708,3937,3683,3937,511097,141205.0,9110000.0
2002-05-03,3886,4025,3784,3950,377660,141660.0,9110000.0
2002-05-06,3975,4064,3835,4013,449846,143938.0,9110000.0
2002-05-07,3886,3975,3822,3886,294428,139383.0,9110000.0
2002-05-08,3936,4304,3860,4217,720602,151226.0,9110000.0
2002-05-09,4343,4368,4038,4191,399592,150315.0,9110000.0
2002-05-10,4191,4305,4064,4102,242871,147126.0,9110000.0
2002-05-13,4076,4165,3873,3886,239603,139383.0,9110000.0
2002-05-14,3961,4038,3809,3836,240436,137561.0,9110000.0
2002-05-15,3886,4064,3886,3937,391780,141205.0,9110000.0
2002-05-16,3835,3987,3835,3848,158494,138016.0,9110000.0
2002-05-17,3860,3961,3796,3925,185749,140750.0,9110000.0
2002-05-20,3987,4152,3987,4026,356584,144394.0,9110000.0
2002-05-21,3936,3975,3556,3785,300721,135739.0,9110000.0
2002-05-22,3632,3733,3594,3620,152213,129818.0,9110000.0
2002-05-23,3619,3683,3276,3277,228886,117519.0,9110000.0
2002-05-24,3213,3327,3124,3213,170225,115242.0,9110000.0
2002-05-27,3136,3263,2971,3061,186835,109776.0,9110000.0
2002-05-28,2997,3098,2705,2832,409353,101576.0,9110000.0
2002-05-29,2832,2870,2565,2858,291196,102488.0,9110000.0
2002-05-30,2794,2933,2730,2858,181053,102488.0,9110000.0
2002-05-31,2869,3034,2869,2909,264569,104310.0,9110000.0
2002-06-03,2971,2971,2755,2959,155439,106132.0,9110000.0
2002-06-04,2806,2921,2806,2921,114061,104765.0,9110000.0
2002-06-05,3034,3123,3022,3036,243864,108864.0,9110000.0
2002-06-07,2921,2997,2832,2832,96510,101576.0,9110000.0
2002-06-10,2895,2958,2869,2883,97672,103398.0,9110000.0
2002-06-11,2933,3162,2933,2997,356666,107498.0,9110000.0
2002-06-12,2882,3048,2882,3048,136451,109320.0,9110000.0
2002-06-14,3136,3149,2997,2997,122727,107498.0,9110000.0
2002-06-17,3047,3085,2907,2909,70374,104310.0,9110000.0
2002-06-18,2971,2997,2717,2769,137256,99299.0,9110000.0
2002-06-19,2615,2717,2437,2439,293274,87456.0,9110000.0
2002-06-20,2285,2399,2234,2401,147678,86090.0,9110000.0
2002-06-21,2235,2349,2235,2289,134485,82081.0,9110000.0
2002-06-24,2158,2288,2158,2243,145451,80441.0,9110000.0
2002-06-25,2288,2352,2131,2162,176510,77526.0,9110000.0
2002-06-26,2145,2145,1901,1903,72465,68234.0,9110000.0
2002-06-27,1907,2072,1907,1989,224782,71331.0,9110000.0
2002-06-28,2072,2184,2072,2159,203271,77435.0,9110000.0
2002-07-02,2031,2247,1993,2185,134300,78346.0,9110000.0
2002-07-03,2158,2323,2107,2251,159007,80715.0,9110000.0
2002-07-04,2272,2506,2272,2464,431203,88367.0,9110000.0
2002-07-05,2463,2730,2443,2642,331706,94744.0,9110000.0
2002-07-08,2730,2806,2514,2578,286580,92466.0,9110000.0
2002-07-09,2653,2882,2539,2883,154026,103398.0,9110000.0
2002-07-10,2793,2984,2742,2845,233747,102032.0,9110000.0
2002-07-11,2794,2882,2565,2642,215192,94744.0,9110000.0
2002-07-12,2742,2793,2653,2693,139054,96566.0,9110000.0
2002-07-15,2641,2768,2603,2604,151828,93378.0,9110000.0
2002-07-16,2654,2667,2407,2413,151618,86545.0,9110000.0
2002-07-18,2362,2476,2316,2362,103967,84723.0,9110000.0
2002-07-19,2285,2285,2128,2246,141882,80532.0,9110000.0
2002-07-22,2087,2179,1978,2007,123257,71969.0,9110000.0
2002-07-23,1917,2244,1917,2246,133509,80532.0,9110000.0
2002-07-24,2136,2179,2085,2108,110998,75613.0,9110000.0
2002-07-25,2285,2316,2153,2154,113341,77253.0,9110000.0
2002-07-26,2062,2143,1980,2058,98049,73791.0,9110000.0
2002-07-29,2095,2145,1993,2058,60004,73791.0,9110000.0
2002-07-30,2222,2303,2183,2304,178227,82628.0,9110000.0
2002-07-31,2311,2372,2260,2261,122288,81079.0,9110000.0
2002-08-01,2323,2486,2288,2337,208891,83812.0,9110000.0
2002-08-02,2336,2367,2235,2362,75278,84723.0,9110000.0
2002-08-05,2331,2331,2146,2159,114636,77435.0,9110000.0
2002-08-06,2057,2235,2032,2129,126101,76342.0,9110000.0
2002-08-07,2209,2270,2159,2167,126403,77708.0,9110000.0
2002-08-08,2183,2204,2125,2152,99532,77162.0,9110000.0
2002-08-09,2181,2244,2107,2114,105558,75795.0,9110000.0
2002-08-12,2136,2209,2108,2190,95445,78528.0,9110000.0
2002-08-13,2196,2272,2171,2248,136116,80624.0,9110000.0
2002-08-14,2212,2235,2171,2233,107956,80077.0,9110000.0
2002-08-16,2316,2384,2298,2312,161191,82901.0,9110000.0
2002-08-19,2323,2349,2244,2302,68503,82537.0,9110000.0
2002-08-20,2362,2484,2362,2444,212033,87638.0,9110000.0
2002-08-21,2394,2603,2392,2566,193607,92011.0,9110000.0
2002-08-22,2641,2755,2590,2629,261631,94288.0,9110000.0
2002-08-23,2667,2667,2479,2515,206123,90189.0,9110000.0
2002-08-26,2463,2527,2425,2444,118307,87638.0,9110000.0
2002-08-27,2443,2615,2443,2528,215314,90644.0,9110000.0
2002-08-28,2488,2564,2387,2401,188237,86090.0,9110000.0
2002-08-29,2409,2409,2336,2375,87529,85178.0,9110000.0
2002-08-30,2389,2425,2310,2314,149483,82992.0,9110000.0
2002-09-02,2324,2362,2184,2261,178351,81079.0,9110000.0
2002-09-03,2222,2285,2222,2243,93783,80441.0,9110000.0
2002-09-04,2158,2194,2125,2144,145249,76888.0,9110000.0
2002-09-05,2186,2214,2171,2197,95600,78802.0,9110000.0
2002-09-06,2158,2171,2089,2091,93068,74975.0,9110000.0
2002-09-09,2112,2120,1937,1956,97852,70147.0,9110000.0
2002-09-10,1907,2001,1907,1946,72808,69783.0,9110000.0
2002-09-11,1962,2143,1962,2121,159666,76068.0,9110000.0
2002-09-12,2133,2133,2080,2106,63652,75522.0,9110000.0
2002-09-13,2031,2059,2006,2060,55764,73882.0,9110000.0
2002-09-16,2095,2159,2075,2108,181914,75613.0,9110000.0
2002-09-17,2181,2183,2145,2185,123080,78346.0,9110000.0
2002-09-18,2133,2133,2008,2048,54858,73427.0,9110000.0
2002-09-19,2034,2092,2026,2050,62405,73518.0,9110000.0
2002-09-23,1940,2032,1915,1915,63285,68689.0,9110000.0
2002-09-24,1856,1905,1823,1824,106923,65410.0,9110000.0
2002-09-25,1778,1790,1656,1689,135641,60582.0,9110000.0
2002-09-26,1734,1774,1670,1672,96066,59944.0,9110000.0
2002-09-27,1544,1823,1544,1778,130047,63770.0,9110000.0
2002-09-30,1650,1726,1640,1702,49880,61037.0,9110000.0
2002-10-01,1651,1765,1651,1753,97151,62859.0,9110000.0
2002-10-02,1790,1826,1719,1720,124541,61675.0,9110000.0
2002-10-04,1651,1778,1651,1778,68340,63770.0,9110000.0
2002-10-07,1727,1747,1694,1725,114149,61857.0,9110000.0
2002-10-08,1693,1802,1693,1804,93945,64681.0,9110000.0
2002-10-09,1802,1828,1726,1804,149952,64681.0,9110000.0
2002-10-10,1752,1778,1666,1778,106606,63770.0,9110000.0
2002-10-11,1861,1861,1764,1829,187506,65592.0,9110000.0
2002-10-14,1854,1917,1844,1875,139090,67232.0,9110000.0
2002-10-15,1876,1947,1858,1931,295812,69236.0,9110000.0
2002-10-16,1965,1990,1896,1898,169141,68052.0,9110000.0
2002-10-17,1896,1952,1858,1931,151852,69236.0,9110000.0
2002-10-18,1980,2140,1980,2121,362470,76068.0,9110000.0
2002-10-21,2159,2189,2062,2063,266920,73973.0,9110000.0
2002-10-22,2158,2158,1935,2058,285739,73791.0,9110000.0
2002-10-23,2067,2108,2009,2101,170405,75340.0,9110000.0
2002-10-24,2120,2151,1978,1979,169655,70967.0,9110000.0
2002-10-25,1828,1978,1803,1852,245547,66412.0,9110000.0
2002-10-28,1879,1940,1879,1915,267143,68689.0,9110000.0
2002-10-29,1912,1940,1856,1867,190049,66958.0,9110000.0
2002-10-30,1854,1894,1803,1847,215097,66230.0,9110000.0
2002-10-31,1872,1968,1872,1905,274334,68325.0,9110000.0
2002-11-01,1874,1922,1830,1832,121263,65683.0,9110000.0
2002-11-04,1841,1894,1841,1860,113437,66685.0,9110000.0
2002-11-05,1859,1899,1828,1854,111882,66503.0,9110000.0
2002-11-06,1879,2024,1877,2014,342107,72242.0,9110000.0
2002-11-07,2032,2255,2011,2256,526211,80897.0,9110000.0
2002-11-08,2234,2321,2158,2175,475431,77982.0,9110000.0
2002-11-11,2156,2237,2044,2134,192138,76524.0,9110000.0
2002-11-12,2095,2184,2057,2159,219615,77435.0,9110000.0
2002-11-13,2209,2328,2082,2083,730228,74702.0,9110000.0
2002-11-14,2026,2181,2026,2134,249223,76524.0,9110000.0
2002-11-15,2234,2270,2166,2185,456613,78346.0,9110000.0
2002-11-18,2164,2207,2103,2108,189390,75613.0,9110000.0
2002-11-19,2143,2171,2077,2121,188085,76068.0,9110000.0
2002-11-20,2090,2126,2085,2098,151851,75249.0,9110000.0
2002-11-21,2148,2224,2122,2144,589534,76888.0,9110000.0
2002-11-22,2171,2277,2171,2274,511552,81534.0,9110000.0
2002-11-25,2344,2440,2331,2383,587581,85452.0,9110000.0
2002-11-26,2412,2412,2310,2375,260363,85178.0,9110000.0
2002-11-27,2362,2473,2357,2388,278356,85634.0,9110000.0
2002-11-28,2437,2470,2361,2401,258457,86090.0,9110000.0
2002-11-29,2399,2603,2349,2591,432182,92922.0,9110000.0
2002-12-02,2603,2691,2514,2629,358190,94288.0,9110000.0
2002-12-03,2578,2692,2578,2642,311439,94744.0,9110000.0
2002-12-04,2564,2603,2437,2439,301139,87456.0,9110000.0
2002-12-05,2437,2534,2336,2535,276211,90918.0,9110000.0
2002-12-06,2491,2615,2476,2500,252585,89642.0,9110000.0
2002-12-09,2503,2564,2402,2403,139867,86181.0,9110000.0
2002-12-10,2339,2397,2324,2362,181242,84723.0,9110000.0
2002-12-11,2425,2463,2336,2337,180176,83812.0,9110000.0
2002-12-12,2310,2506,2310,2439,334390,87456.0,9110000.0
2002-12-13,2404,2483,2399,2464,124644,88367.0,9110000.0
2002-12-16,2438,2438,2324,2324,132807,83356.0,9110000.0
2002-12-17,2362,2387,2331,2388,123902,85634.0,9110000.0
2002-12-18,2361,2412,2338,2375,95965,85178.0,9110000.0
2002-12-20,2433,2433,2225,2235,150870,80168.0,9110000.0
2002-12-23,2202,2230,2019,2141,290725,76797.0,9110000.0
2002-12-24,2070,2171,2057,2108,159625,75613.0,9110000.0
2002-12-26,2120,2176,2082,2134,114216,76524.0,9110000.0
2002-12-27,2031,2107,2031,2058,62748,73791.0,9110000.0
2002-12-30,1955,2006,1853,1900,103401,68143.0,9110000.0
2003-01-02,1909,2082,1909,2058,152835,73791.0,9110000.0
2003-01-03,2095,2164,2095,2108,92832,75613.0,9110000.0
2003-01-06,2135,2183,2069,2185,96865,78346.0,9110000.0
2003-01-07,2260,2272,2079,2081,118826,74611.0,9110000.0
2003-01-08,2082,2117,2079,2091,143095,74975.0,9110000.0
2003-01-09,2056,2194,2028,2185,237794,78346.0,9110000.0
2003-01-10,2222,2234,1929,2083,213756,74702.0,9110000.0
2003-01-13,2059,2145,2034,2147,128138,76980.0,9110000.0
2003-01-14,2110,2133,2072,2088,82627,74884.0,9110000.0
2003-01-15,2097,2120,2044,2058,78824,73791.0,9110000.0
2003-01-16,2011,2067,2011,2048,52161,73427.0,9110000.0
2003-01-17,2008,2031,1907,1984,169443,71149.0,9110000.0
2003-01-20,1912,1968,1912,1928,50012,69145.0,9110000.0
2003-01-21,1927,2006,1901,1921,142110,68872.0,9110000.0
2003-01-22,1830,1901,1828,1857,109497,66594.0,9110000.0
2003-01-23,1853,1919,1818,1921,138686,68872.0,9110000.0
2003-01-24,1909,1942,1818,1839,67570,65956.0,9110000.0
2003-01-27,1744,1764,1701,1702,79160,61037.0,9110000.0
2003-01-28,1673,1775,1673,1750,69489,62768.0,9110000.0
2003-01-29,1742,1755,1640,1651,91904,59215.0,9110000.0
2003-01-30,1663,1686,1590,1621,137238,58122.0,9110000.0
2003-02-03,1625,1708,1592,1710,121598,61310.0,9110000.0
2003-02-04,1752,1788,1714,1725,213034,61857.0,9110000.0
2003-02-05,1694,1732,1684,1687,178203,60490.0,9110000.0
2003-02-06,1676,1706,1617,1689,121697,60582.0,9110000.0
2003-02-07,1699,1699,1605,1633,122018,58577.0,9110000.0
2003-02-10,1592,1623,1569,1595,179029,57211.0,9110000.0
2003-02-11,1594,1655,1551,1583,149976,56755.0,9110000.0
2003-02-12,1587,1600,1549,1562,92689,56026.0,9110000.0
2003-02-13,1551,1581,1543,1550,70887,55571.0,9110000.0
2003-02-14,1553,1574,1528,1573,68422,56391.0,9110000.0
2003-02-17,1620,1694,1605,1694,195859,60764.0,9110000.0
2003-02-18,1704,1704,1645,1664,77964,59670.0,9110000.0
2003-02-19,1703,1711,1637,1674,226162,60035.0,9110000.0
2003-02-20,1686,1739,1647,1740,193161,62404.0,9110000.0
2003-02-21,1742,1795,1732,1786,302974,64043.0,9110000.0
2003-02-24,1795,1841,1765,1809,159782,64863.0,9110000.0
2003-02-25,1772,1772,1696,1735,149982,62221.0,9110000.0
2003-02-26,1714,1759,1706,1735,54821,62221.0,9110000.0
2003-02-27,1719,1727,1600,1727,45521,61948.0,9110000.0
2003-02-28,1704,1739,1673,1727,66182,61948.0,9110000.0
2003-03-03,1717,1747,1694,1748,98791,62677.0,9110000.0
2003-03-04,1729,1729,1668,1669,30983,59853.0,9110000.0
2003-03-05,1617,1625,1538,1575,93097,56482.0,9110000.0
2003-03-06,1526,1574,1482,1484,50906,53202.0,9110000.0
2003-03-07,1470,1523,1383,1420,107880,50925.0,9110000.0
2003-03-10,1419,1429,1383,1423,60676,51016.0,9110000.0
2003-03-11,1351,1445,1351,1372,66795,49194.0,9110000.0
2003-03-12,1368,1432,1368,1420,112888,50925.0,9110000.0
2003-03-13,1434,1434,1305,1321,106670,47372.0,9110000.0
2003-03-14,1396,1442,1383,1423,134172,51016.0,9110000.0
2003-03-17,1391,1397,1295,1372,96298,49194.0,9110000.0
2003-03-18,1440,1483,1389,1473,136274,52838.0,9110000.0
2003-03-19,1452,1485,1426,1448,62250,51927.0,9110000.0
2003-03-20,1460,1546,1449,1512,162908,54204.0,9110000.0
2003-03-21,1533,1546,1510,1547,76416,55480.0,9110000.0
2003-03-24,1561,1566,1482,1484,89478,53202.0,9110000.0
2003-03-25,1399,1457,1376,1423,64801,51016.0,9110000.0
2003-03-26,1457,1592,1457,1593,226609,57120.0,9110000.0
2003-03-27,1653,1783,1625,1783,706219,63952.0,9110000.0
2003-03-28,1828,1866,1747,1753,521267,62859.0,9110000.0
2003-03-31,1732,1808,1691,1778,276213,63770.0,9110000.0
2003-04-01,1755,1808,1732,1778,264726,63770.0,9110000.0
2003-04-02,1803,1945,1793,1905,529437,68325.0,9110000.0
2003-04-03,1943,1976,1831,1854,189259,66503.0,9110000.0
2003-04-04,1821,1859,1803,1824,114585,65410.0,9110000.0
2003-04-07,1838,1889,1838,1877,138938,67323.0,9110000.0
2003-04-08,1853,1899,1825,1890,94192,67778.0,9110000.0
2003-04-09,1848,1924,1843,1890,124911,67778.0,9110000.0
2003-04-10,1909,2013,1866,1867,142748,66958.0,9110000.0
2003-04-11,1927,1999,1905,1943,161136,69692.0,9110000.0
2003-04-14,2026,2070,1963,1976,165133,70876.0,9110000.0
2003-04-15,1988,2006,1945,1966,147160,70511.0,9110000.0
2003-04-16,2057,2072,1981,2032,159412,72880.0,9110000.0
2003-04-17,1998,2028,1983,1984,76336,71149.0,9110000.0
2003-04-18,2006,2197,1999,2078,392299,74520.0,9110000.0
2003-04-21,2077,2171,2077,2108,220472,75613.0,9110000.0
2003-04-22,2082,2120,2075,2098,174630,75249.0,9110000.0
2003-04-23,2108,2131,1986,2045,224278,73336.0,9110000.0
2003-04-24,2031,2046,1904,1931,151741,69236.0,9110000.0
2003-04-25,1879,1879,1698,1705,226273,61128.0,9110000.0
2003-04-28,1699,1828,1676,1689,453517,60582.0,9110000.0
2003-04-29,1742,1887,1734,1880,289962,67414.0,9110000.0
2003-04-30,1820,1876,1782,1801,117344,64590.0,9110000.0
2003-05-02,1805,1968,1805,1956,240540,70147.0,9110000.0
2003-05-06,2009,2044,2009,2035,252483,72971.0,9110000.0
2003-05-07,2057,2082,1991,2032,94472,72880.0,9110000.0
2003-05-09,1981,2052,1981,2045,99259,73336.0,9110000.0
2003-05-12,2092,2232,2092,2210,238019,79257.0,9110000.0
2003-05-13,2222,2242,2110,2147,168528,76980.0,9110000.0
2003-05-14,2100,2331,2100,2210,363616,79257.0,9110000.0
2003-05-15,2247,2272,2166,2243,186248,80441.0,9110000.0
2003-05-16,2209,2258,2044,2108,313462,75613.0,9110000.0
2003-05-19,2054,2054,1932,1933,148855,69327.0,9110000.0
2003-05-20,1876,1980,1876,1961,150905,70329.0,9110000.0
2003-05-21,1963,2049,1938,2014,155217,72242.0,9110000.0
2003-05-22,1983,2026,1981,1981,151456,71058.0,9110000.0
2003-05-23,1970,2216,1970,2185,285298,78346.0,9110000.0
2003-05-26,2418,2446,2311,2362,598121,84723.0,9110000.0
2003-05-27,2437,2628,2318,2497,893844,89551.0,9110000.0
2003-05-28,2667,2794,2667,2794,1330177,100210.0,9110000.0
2003-05-29,2870,3048,2692,2794,1075345,100210.0,9110000.0
2003-05-30,2844,3073,2743,2921,1133604,104765.0,9110000.0
2003-06-02,2997,3022,2844,2858,664863,102488.0,9110000.0
2003-06-03,2793,3034,2691,2693,669933,96566.0,9110000.0
2003-06-04,2730,3009,2730,3010,911989,107954.0,9110000.0
2003-06-05,3149,3365,3124,3302,3130860,118430.0,9110000.0
2003-06-09,3238,3352,3136,3277,755893,117519.0,9110000.0
2003-06-10,3428,3568,3301,3353,1067001,120252.0,9110000.0
2003-06-11,3403,3504,3187,3201,988510,114786.0,9110000.0
2003-06-12,3377,3530,3288,3480,1156218,124807.0,9110000.0
2003-06-13,3454,3708,3429,3467,1414103,124352.0,9110000.0
2003-06-16,3429,3556,3352,3429,844963,122985.0,9110000.0
2003-06-17,3543,3556,3263,3302,794632,118430.0,9110000.0
2003-06-18,3288,3377,3174,3226,761694,115697.0,9110000.0
2003-06-19,3238,3352,3200,3302,698291,118430.0,9110000.0
2003-06-20,3200,3403,3200,3315,629802,118886.0,9110000.0
2003-06-23,3276,3301,2920,2972,711053,106587.0,9110000.0
2003-06-24,2869,3098,2857,3074,661479,110231.0,9110000.0
2003-06-25,3035,3403,3035,3277,1143911,117519.0,9110000.0
2003-06-26,3314,3479,3225,3226,730896,115697.0,9110000.0
2003-06-27,3352,3352,3175,3277,337705,117519.0,9110000.0
2003-06-30,3212,3314,3149,3315,550622,118886.0,9110000.0
2003-07-01,3339,3631,3339,3544,1549236,127084.0,9110000.0
2003-07-02,3594,3822,3556,3632,1202559,130273.0,9110000.0
2003-07-03,3733,3733,3517,3607,867413,129362.0,9110000.0
2003-07-04,3619,3848,3606,3785,796468,135739.0,9110000.0
2003-07-07,3885,3885,3746,3836,673038,137561.0,9110000.0
2003-07-08,3911,3924,3619,3658,791825,131184.0,9110000.0
2003-07-09,3619,3683,3492,3493,549517,125262.0,9110000.0
2003-07-10,3453,3593,3440,3455,418070,123896.0,9110000.0
2003-07-11,3365,3479,3352,3429,369476,122985.0,9110000.0
2003-07-14,3441,3619,3441,3607,536314,129362.0,9110000.0
2003-07-15,3695,3708,3378,3404,589271,122074.0,9110000.0
2003-07-16,3479,3505,3225,3340,521077,119796.0,9110000.0
2003-07-18,3175,3276,3009,3061,644272,109776.0,9110000.0
2003-07-21,3060,3213,2908,2934,503682,105220.0,9110000.0
2003-07-22,2921,3048,2844,2959,625227,106132.0,9110000.0
2003-07-23,2984,3149,2933,3061,918393,109776.0,9110000.0
2003-07-24,3047,3111,2971,3010,407877,107954.0,9110000.0
2003-07-25,2945,3161,2945,3099,682744,111142.0,9110000.0
2003-07-28,3161,3390,3123,3328,827686,119341.0,9110000.0
2003-07-29,3364,3530,3250,3417,883648,122530.0,9110000.0
2003-07-30,3441,3466,3314,3328,309040,119341.0,9110000.0
2003-07-31,3327,3416,3238,3302,341105,118430.0,9110000.0
2003-08-01,3339,3504,3339,3480,455090,124807.0,9110000.0
2003-08-04,3581,3784,3543,3632,1167263,130273.0,9110000.0
2003-08-05,3733,3733,3568,3594,522087,128906.0,9110000.0
2003-08-06,3479,3530,3352,3429,680049,122985.0,9110000.0
2003-08-07,3403,3670,3365,3632,1102089,130273.0,9110000.0
2003-08-08,3695,3720,3517,3569,571872,127996.0,9110000.0
2003-08-11,3733,3987,3733,3950,1711716,141660.0,9110000.0
2003-08-12,4012,4063,3809,3988,980987,143027.0,9110000.0
2003-08-13,4114,4165,3975,4001,1119655,143482.0,9110000.0
2003-08-14,4038,4254,4025,4242,1304003,152137.0,9110000.0
2003-08-18,4317,4495,4254,4344,880281,155781.0,9110000.0
2003-08-19,4444,4457,4266,4395,738195,157603.0,9110000.0
2003-08-20,4445,4610,4330,4331,721361,155326.0,9110000.0
2003-08-21,4343,4495,3987,4102,1021725,147126.0,9110000.0
2003-08-22,4101,4241,4088,4217,631740,151226.0,9110000.0
2003-08-25,4152,4495,4152,4445,905085,159425.0,9110000.0
2003-08-26,4572,4724,4546,4636,1042095,166258.0,9110000.0
2003-08-27,4749,4749,4508,4649,623150,166713.0,9110000.0
2003-08-28,4648,4851,4508,4610,842139,165346.0,9110000.0
2003-08-29,4622,4647,4368,4534,492605,162614.0,9110000.0
2003-09-01,4546,4737,4483,4737,554007,169902.0,9110000.0
2003-09-02,4749,4850,4685,4712,458199,168990.0,9110000.0
2003-09-03,4736,4825,4495,4522,533874,162158.0,9110000.0
