디엔에프(092070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-07-30,2502,2596,2392,2596,852,24498.0,6297600.0
2009-07-31,2589,2626,2509,2623,1694,24750.0,6297600.0
2009-08-03,2686,2686,2535,2569,2187,24246.0,6297600.0
2009-08-04,2719,2719,2512,2589,1927,24435.0,6297600.0
2009-08-05,2602,2602,2535,2569,644,24246.0,6297600.0
2009-08-06,2535,2566,2509,2556,233,24120.0,6297600.0
2009-08-07,2626,2626,2349,2436,9300,22986.0,6297600.0
2009-08-10,2455,2586,2455,2536,2506,23931.0,6297600.0
2009-08-11,2535,2589,2355,2583,6943,24372.0,6297600.0
2009-08-12,2582,2582,2469,2469,4704,23301.0,6297600.0
2009-08-13,2475,2566,2469,2469,8758,23301.0,6297600.0
2009-08-14,2472,2529,2469,2473,7056,23333.0,6297600.0
2009-08-17,2472,2522,2462,2489,9720,23490.0,6297600.0
2009-08-18,2469,2662,2455,2456,30559,23175.0,6297600.0
2009-08-19,2455,2579,2455,2526,4852,23836.0,6297600.0
2009-08-20,2479,2596,2455,2533,5978,23899.0,6297600.0
2009-08-21,2502,2596,2442,2596,26058,24498.0,6297600.0
2009-08-24,2596,2639,2489,2636,9235,24876.0,6297600.0
2009-08-25,2512,2696,2512,2599,9255,24529.0,6297600.0
2009-08-26,2649,2649,2542,2543,4018,23994.0,6297600.0
2009-08-27,2579,2582,2509,2569,5519,24246.0,6297600.0
2009-08-28,2596,2953,2596,2703,15143,25505.0,6297600.0
2009-08-31,2702,2802,2602,2696,12363,25442.0,6297600.0
2009-09-01,2696,2729,2576,2696,2007,25442.0,6297600.0
2009-09-02,2762,2762,2606,2659,6646,25096.0,6297600.0
2009-09-03,2696,2696,2609,2669,2168,25190.0,6297600.0
2009-09-04,2696,2696,2545,2636,2680,24876.0,6297600.0
2009-09-07,2636,2679,2495,2496,8347,23553.0,6297600.0
2009-09-08,2505,2582,2469,2473,7663,23333.0,6297600.0
2009-09-09,2559,2559,2479,2523,3950,23805.0,6297600.0
2009-09-10,2532,2566,2475,2563,6829,24183.0,6297600.0
2009-09-11,2489,2622,2469,2476,13349,23364.0,6297600.0
2009-09-14,2489,2525,2342,2496,7208,23553.0,6297600.0
2009-09-15,2495,2499,2412,2493,5290,23522.0,6297600.0
2009-09-16,2502,2502,2429,2469,9544,23301.0,6297600.0
2009-09-17,2489,2512,2439,2479,5237,23396.0,6297600.0
2009-09-18,2449,2482,2439,2483,11752,23427.0,6297600.0
2009-09-21,2479,2489,2385,2396,4302,22608.0,6297600.0
2009-09-22,2435,2475,2405,2469,1325,23301.0,6297600.0
2009-09-23,2469,2469,2282,2372,9214,22388.0,6297600.0
2009-09-24,2462,2462,2402,2419,2125,22829.0,6297600.0
2009-09-25,2469,2652,2352,2499,3568,23585.0,6297600.0
2009-09-28,2532,2532,2405,2476,689,23364.0,6297600.0
2009-09-29,2475,2555,2335,2469,5974,23301.0,6297600.0
2009-09-30,2522,2522,2405,2469,1742,23301.0,6297600.0
2009-10-01,2475,2475,2455,2463,158,23238.0,6297600.0
2009-10-05,2362,2459,2352,2409,5639,22734.0,6297600.0
2009-10-06,2429,2462,2335,2429,835,22923.0,6297600.0
2009-10-07,2365,2442,2365,2416,116,22797.0,6297600.0
2009-10-08,2472,2772,2375,2453,463,23144.0,6297600.0
2009-10-09,2469,2469,2279,2403,2749,22671.0,6297600.0
2009-10-12,2402,2525,2402,2446,646,23081.0,6297600.0
2009-10-13,2409,2459,2359,2456,41,23175.0,6297600.0
2009-10-14,2372,2469,2372,2456,57,23175.0,6297600.0
2009-10-15,2455,2489,2452,2456,5067,23175.0,6297600.0
2009-10-16,2469,2502,2462,2466,5306,23270.0,6297600.0
2009-10-19,2319,2465,2319,2392,5628,22577.0,6297600.0
2009-10-20,2349,2392,2335,2392,3109,22577.0,6297600.0
2009-10-21,2392,2469,2345,2456,2665,23175.0,6297600.0
2009-10-22,2465,2465,2385,2456,277,23175.0,6297600.0
2009-10-23,2345,2465,2345,2449,1109,23112.0,6297600.0
2009-10-26,2449,2449,2352,2436,3234,22986.0,6297600.0
2009-10-27,2469,2469,2355,2426,2244,22892.0,6297600.0
2009-10-28,2402,2402,2335,2392,1577,22577.0,6297600.0
2009-10-29,2669,2669,2228,2269,4781,21412.0,6297600.0
2009-10-30,2549,2549,2279,2362,233,22294.0,6297600.0
2009-11-02,2445,2445,2208,2336,3246,22042.0,6297600.0
2009-11-03,2402,2402,2272,2369,376,22356.0,6297600.0
2009-11-04,2395,2395,2295,2369,163,22356.0,6297600.0
2009-11-05,2369,2369,2235,2332,542,22010.0,6297600.0
2009-11-06,2332,2332,2225,2322,8825,21916.0,6297600.0
2009-11-09,2322,2576,2322,2433,344,22955.0,6297600.0
2009-11-10,2369,2372,2242,2272,14008,21443.0,6297600.0
2009-11-11,2272,2332,2272,2309,186,21790.0,6297600.0
2009-11-12,2439,2439,2269,2329,1066,21979.0,6297600.0
2009-11-13,2332,2332,2178,2189,9696,20656.0,6297600.0
2009-11-16,2188,2502,2168,2262,16772,21349.0,6297600.0
2009-11-17,2145,2392,2145,2212,2387,20877.0,6297600.0
2009-11-18,2212,2329,1968,2082,13728,19649.0,6297600.0
2009-11-19,2078,2245,2078,2226,2924,21002.0,6297600.0
2009-11-20,2265,2265,2138,2212,819,20877.0,6297600.0
2009-11-23,2212,2335,2168,2336,9702,22042.0,6297600.0
2009-11-24,2208,2349,2208,2239,308,21128.0,6297600.0
2009-11-25,2238,2332,2235,2256,188,21286.0,6297600.0
2009-11-26,2205,2325,2202,2202,411,20782.0,6297600.0
2009-11-27,2202,2202,2035,2202,2837,20782.0,6297600.0
2009-11-30,2242,2242,2035,2099,1176,19806.0,6297600.0
2009-12-01,2068,2228,2068,2162,182,20404.0,6297600.0
2009-12-02,2132,2165,2042,2146,1040,20247.0,6297600.0
2009-12-03,2155,2465,2068,2182,27350,20593.0,6297600.0
2009-12-04,2275,2325,2072,2196,13001,20719.0,6297600.0
2009-12-07,2168,2195,2072,2086,10706,19680.0,6297600.0
2009-12-08,2128,2369,2042,2069,7056,19523.0,6297600.0
2009-12-09,2142,2155,1988,2132,612,20121.0,6297600.0
2009-12-10,2135,2242,2072,2119,3567,19995.0,6297600.0
2009-12-11,2138,2138,2018,2035,7699,19208.0,6297600.0
2009-12-14,2002,2068,2002,2069,1134,19523.0,6297600.0
2009-12-15,2108,2108,2068,2069,3496,19523.0,6297600.0
2009-12-16,2038,2092,2038,2082,610,19649.0,6297600.0
2009-12-17,2052,2269,2052,2055,997,19397.0,6297600.0
2009-12-18,2068,2158,2018,2092,386,19743.0,6297600.0
2009-12-21,2012,2132,2002,2049,9431,19334.0,6297600.0
2009-12-22,2012,2055,2012,2045,3667,19302.0,6297600.0
2009-12-23,2055,2055,2055,2055,214,19397.0,6297600.0
2009-12-24,2052,2055,1995,2022,3312,19082.0,6297600.0
2009-12-28,2032,2035,2002,2005,13874,18924.0,6297600.0
2009-12-29,2032,2038,2022,2022,418,19082.0,6297600.0
2009-12-30,2132,2132,2018,2052,12,19365.0,6297600.0
2010-01-04,2052,2078,2018,2049,1030,19334.0,6297600.0
2010-01-05,2048,2188,2048,2179,4981,20562.0,6297600.0
2010-01-06,2172,2172,2068,2129,6560,20089.0,6297600.0
2010-01-07,2102,2168,2102,2152,9771,20310.0,6297600.0
2010-01-08,2265,2335,2148,2336,8580,22042.0,6297600.0
2010-01-11,2269,2469,2172,2209,5807,20845.0,6297600.0
2010-01-12,2202,2222,2135,2216,19671,20908.0,6297600.0
2010-01-13,2202,2249,2172,2249,804,21223.0,6297600.0
2010-01-14,2235,2272,2175,2269,1180,21412.0,6297600.0
2010-01-15,2282,2455,2269,2309,3033,21790.0,6297600.0
2010-01-18,2309,2369,2269,2329,3122,21979.0,6297600.0
2010-01-19,2302,2319,2208,2242,1855,21160.0,6297600.0
2010-01-20,2252,2329,2202,2242,3452,21160.0,6297600.0
2010-01-21,2265,2265,2235,2256,3049,21286.0,6297600.0
2010-01-22,2265,2589,2202,2296,4582,21664.0,6297600.0
2010-01-25,2269,2352,2232,2332,1612,22010.0,6297600.0
2010-01-26,2309,2395,2309,2349,3673,22168.0,6297600.0
2010-01-27,2355,2365,2238,2362,14294,22294.0,6297600.0
2010-01-28,2395,2402,2322,2362,2298,22294.0,6297600.0
2010-01-29,2379,2379,2269,2352,1865,22199.0,6297600.0
2010-02-01,2395,2395,2192,2389,2575,22545.0,6297600.0
2010-02-02,2335,2402,2302,2396,18354,22608.0,6297600.0
2010-02-03,2342,2462,2208,2456,8451,23175.0,6297600.0
2010-02-04,2455,2462,2325,2433,1864,22955.0,6297600.0
2010-02-05,2322,2445,2269,2446,5442,23081.0,6297600.0
2010-02-08,2445,2525,2262,2302,23614,21727.0,6297600.0
2010-02-09,2302,2402,2289,2389,3304,22545.0,6297600.0
2010-02-10,2389,2392,2269,2359,3589,22262.0,6297600.0
2010-02-11,2289,2502,2282,2399,2372,22640.0,6297600.0
2010-02-12,2399,2402,2269,2339,13023,22073.0,6297600.0
2010-02-16,2339,2669,2329,2369,5104,22356.0,6297600.0
2010-02-17,2469,2502,2369,2433,17514,22955.0,6297600.0
2010-02-18,2732,2796,2449,2796,118410,26387.0,6297600.0
2010-02-19,2836,2929,2656,2770,70863,26135.0,6297600.0
2010-02-22,2769,3183,2769,3183,167038,30040.0,6297600.0
2010-02-23,3303,3657,3183,3404,310142,32118.0,6297600.0
2010-02-24,3550,3803,3436,3577,167105,33755.0,6297600.0
2010-02-25,3543,3663,3316,3370,63134,31803.0,6297600.0
2010-02-26,3470,3537,3390,3404,106106,32118.0,6297600.0
2010-03-02,3537,3910,3410,3844,241967,36274.0,6297600.0
2010-03-03,3803,3957,3643,3737,78611,35267.0,6297600.0
2010-03-04,3737,3737,3537,3704,35046,34952.0,6297600.0
2010-03-05,3703,3904,3403,3450,61968,32559.0,6297600.0
2010-03-08,3530,3803,3510,3744,59161,35330.0,6297600.0
2010-03-09,3743,4037,3670,3871,65593,36526.0,6297600.0
2010-03-10,3870,3884,3737,3837,38066,36211.0,6297600.0
2010-03-11,3950,4204,3830,4018,217402,37912.0,6297600.0
2010-03-12,4204,4271,4004,4064,111911,38352.0,6297600.0
2010-03-15,4064,4191,3803,3991,47412,37660.0,6297600.0
2010-03-16,3990,4304,3990,4138,98683,39045.0,6297600.0
2010-03-17,4004,4124,3970,4111,32129,38793.0,6297600.0
2010-03-18,4010,4237,4010,4138,50224,39045.0,6297600.0
2010-03-19,4384,4384,4077,4111,33201,38793.0,6297600.0
2010-03-22,4110,4110,3970,4038,16225,38100.0,6297600.0
2010-03-23,4090,4171,3977,4118,52938,38856.0,6297600.0
2010-03-24,4130,4391,4004,4111,43924,38793.0,6297600.0
2010-03-25,4077,4177,4004,4011,52188,37849.0,6297600.0
2010-03-26,4137,4471,4004,4211,222567,39738.0,6297600.0
2010-03-29,4257,4524,4204,4338,165240,40934.0,6297600.0
2010-03-30,4404,4651,4404,4425,74155,41753.0,6297600.0
2010-03-31,4571,4571,4311,4418,100916,41690.0,6297600.0
2010-04-01,4464,4464,4244,4398,100262,41501.0,6297600.0
2010-04-02,4344,4397,4204,4244,61959,40053.0,6297600.0
2010-04-05,4244,4324,3757,4291,98003,40494.0,6297600.0
2010-04-06,4391,4397,4197,4311,25190,40682.0,6297600.0
2010-04-07,4271,4331,4037,4258,18284,40179.0,6297600.0
2010-04-08,4251,4251,4110,4218,20319,39801.0,6297600.0
2010-04-09,4204,4798,4204,4605,197292,43453.0,6297600.0
2010-04-12,4664,4925,4618,4792,86223,45217.0,6297600.0
2010-04-13,4791,4898,4651,4872,71637,45972.0,6297600.0
2010-04-14,4871,5238,4825,5032,136950,47484.0,6297600.0
2010-04-15,5051,5138,4331,4725,246317,44587.0,6297600.0
2010-04-16,4724,4791,4538,4725,66834,44587.0,6297600.0
2010-04-19,4711,4724,4377,4665,57378,44020.0,6297600.0
2010-04-20,4731,4731,4471,4591,71706,43327.0,6297600.0
2010-04-21,4591,4938,4591,4938,141049,46602.0,6297600.0
2010-04-22,4851,5071,4851,5019,70790,47358.0,6297600.0
2010-04-23,5018,5232,4958,4992,84744,47106.0,6297600.0
2010-04-26,5078,5472,5038,5039,201386,47547.0,6297600.0
2010-04-27,5205,5465,4998,5459,139639,51514.0,6297600.0
2010-04-28,5372,5859,5305,5739,237106,54159.0,6297600.0
2010-04-29,5906,5906,5572,5699,189360,53782.0,6297600.0
2010-04-30,5712,5846,5612,5846,93326,55167.0,6297600.0
2010-05-03,5839,6199,5779,6040,136134,56993.0,6297600.0
2010-05-04,6052,6139,5939,6086,66324,57434.0,6297600.0
2010-05-06,5979,6072,5839,5940,110420,56049.0,6297600.0
2010-05-07,5605,5839,5539,5799,163792,54726.0,6297600.0
2010-05-10,5839,5972,5732,5940,105246,56049.0,6297600.0
2010-05-11,6153,6166,5739,5806,84844,54789.0,6297600.0
2010-05-12,5806,5932,5519,5806,120014,54789.0,6297600.0
2010-05-13,5872,6113,5806,6113,163798,57686.0,6297600.0
2010-05-14,6139,6466,6139,6293,205174,59386.0,6297600.0
2010-05-17,6433,6493,5872,6066,294059,57245.0,6297600.0
2010-05-18,6246,6273,5772,5833,104170,55041.0,6297600.0
2010-05-19,5705,5899,5612,5833,75906,55041.0,6297600.0
2010-05-20,5899,5899,5272,5399,60851,50948.0,6297600.0
2010-05-24,5145,5405,5145,5306,94687,50066.0,6297600.0
2010-05-25,5172,5192,4604,5119,110110,48303.0,6297600.0
2010-05-26,5138,5372,4998,5145,98540,48554.0,6297600.0
2010-05-27,5185,5305,5038,5286,79153,49877.0,6297600.0
2010-05-28,5559,5565,5305,5339,205458,50381.0,6297600.0
2010-05-31,5272,5378,5218,5286,61690,49877.0,6297600.0
2010-06-01,5285,5365,5098,5099,83599,48114.0,6297600.0
2010-06-03,5105,5305,5038,5306,81213,50066.0,6297600.0
2010-06-04,5405,5405,5245,5279,48696,49814.0,6297600.0
2010-06-07,5071,5132,4858,4885,68260,46098.0,6297600.0
2010-06-08,4738,5178,4731,5005,75505,47232.0,6297600.0
2010-06-09,5071,5071,4404,4825,107880,45532.0,6297600.0
2010-06-10,4811,4938,4738,4838,31373,45658.0,6297600.0
2010-06-11,4878,5098,4878,4972,90953,46917.0,6297600.0
2010-06-14,4931,5071,4804,4892,156438,46161.0,6297600.0
2010-06-15,4891,4931,4671,4705,87869,44398.0,6297600.0
2010-06-16,4711,4791,4211,4298,281482,40557.0,6297600.0
2010-06-17,4297,4498,4277,4498,112299,42446.0,6297600.0
2010-06-18,4531,4624,4364,4538,73258,42824.0,6297600.0
2010-06-21,4491,4578,4451,4498,26158,42446.0,6297600.0
2010-06-22,4504,4778,4377,4738,77129,44713.0,6297600.0
2010-06-23,4784,4985,4671,4838,140741,45658.0,6297600.0
2010-06-24,4858,4918,4738,4818,14473,45469.0,6297600.0
2010-06-25,4711,4985,4711,4852,41597,45784.0,6297600.0
2010-06-28,4871,5018,4845,4965,67926,46854.0,6297600.0
2010-06-29,5045,5372,4958,5092,258886,48051.0,6297600.0
2010-06-30,4991,5298,4918,5225,65973,49310.0,6297600.0
2010-07-01,5225,5358,5165,5272,67371,49751.0,6297600.0
2010-07-02,5338,5425,5058,5059,39495,47736.0,6297600.0
2010-07-05,5238,5238,5005,5079,35185,47925.0,6297600.0
2010-07-06,5078,5258,5051,5152,51417,48617.0,6297600.0
2010-07-07,5178,5365,5178,5239,36474,49436.0,6297600.0
2010-07-08,5238,5358,5178,5352,64139,50507.0,6297600.0
2010-07-09,5405,5625,5338,5506,65421,51955.0,6297600.0
2010-07-12,5672,5672,5459,5506,38040,51955.0,6297600.0
2010-07-13,5479,5599,5218,5219,81015,49247.0,6297600.0
2010-07-14,5225,5272,5045,5065,143156,47799.0,6297600.0
2010-07-15,5065,5138,4918,5005,58308,47232.0,6297600.0
2010-07-16,4938,5065,4618,4658,88426,43957.0,6297600.0
2010-07-19,4698,4831,4618,4618,33987,43579.0,6297600.0
2010-07-20,4604,5005,4211,4538,131274,42824.0,6297600.0
2010-07-21,4518,4671,4337,4538,84095,42824.0,6297600.0
2010-07-22,4604,4718,4064,4084,112315,38541.0,6297600.0
2010-07-23,4137,4191,3817,3877,76082,36589.0,6297600.0
2010-07-26,3984,4224,3830,4078,77171,38478.0,6297600.0
2010-07-27,4084,4397,4084,4271,76733,40305.0,6297600.0
2010-07-28,4297,4331,4077,4158,24731,39234.0,6297600.0
2010-07-29,4164,4271,4084,4151,12624,39171.0,6297600.0
2010-07-30,4137,4311,4037,4198,12903,39612.0,6297600.0
2010-08-02,4150,4337,3717,3717,121016,35078.0,6297600.0
2010-08-03,3737,3864,3306,3307,114465,31205.0,6297600.0
2010-08-04,3240,3630,3220,3517,180814,33188.0,6297600.0
2010-08-05,3516,3610,3370,3604,62564,34007.0,6297600.0
2010-08-06,3537,3777,3516,3691,55418,34826.0,6297600.0
2010-08-09,3884,3950,3697,3864,46220,36463.0,6297600.0
2010-08-10,3930,3930,3743,3837,33322,36211.0,6297600.0
2010-08-11,3837,3870,3670,3711,38623,35015.0,6297600.0
2010-08-12,3570,3957,3523,3897,30047,36778.0,6297600.0
2010-08-13,3897,3977,3850,3871,14752,36526.0,6297600.0
2010-08-16,3870,3870,3583,3784,33668,35707.0,6297600.0
2010-08-17,3803,3803,3583,3650,30959,34448.0,6297600.0
2010-08-18,3657,3703,3577,3644,11836,34385.0,6297600.0
2010-08-19,3550,3737,3550,3650,39977,34448.0,6297600.0
2010-08-20,3650,3750,3537,3691,19534,34826.0,6297600.0
2010-08-23,3723,3850,3643,3711,27070,35015.0,6297600.0
2010-08-24,3717,3770,3516,3517,32098,33188.0,6297600.0
2010-08-25,3597,3597,2989,2990,223426,28213.0,6297600.0
2010-08-26,2989,3203,2989,3053,78817,28812.0,6297600.0
2010-08-27,3116,3116,2809,2910,62599,27458.0,6297600.0
2010-08-30,2916,2976,2732,2770,78323,26135.0,6297600.0
2010-08-31,2832,2883,2746,2780,38909,26230.0,6297600.0
2010-09-01,2749,2903,2749,2856,24478,26954.0,6297600.0
2010-09-02,2856,3283,2856,3283,99120,30984.0,6297600.0
2010-09-03,3423,3770,3370,3771,149903,35581.0,6297600.0
2010-09-06,3970,4064,3683,3897,184883,36778.0,6297600.0
2010-09-07,3803,3937,3730,3851,50671,36337.0,6297600.0
2010-09-08,3844,3864,3537,3577,40627,33755.0,6297600.0
2010-09-09,3630,3997,3630,3817,118481,36022.0,6297600.0
2010-09-10,3777,3870,3683,3817,39056,36022.0,6297600.0
2010-09-13,3844,3844,3637,3697,20238,34889.0,6297600.0
2010-09-14,3697,3803,3697,3744,22105,35330.0,6297600.0
2010-09-15,3743,3763,3677,3711,12989,35015.0,6297600.0
2010-09-16,3610,3763,3610,3691,22189,34826.0,6297600.0
2010-09-17,3710,3737,3663,3691,6391,34826.0,6297600.0
2010-09-20,3683,3837,3677,3791,12672,35770.0,6297600.0
2010-09-24,3803,3930,3783,3784,19051,35707.0,6297600.0
2010-09-27,3803,3803,3610,3684,23675,34763.0,6297600.0
2010-09-28,3737,3737,3557,3584,22372,33818.0,6297600.0
2010-09-29,3590,3697,3463,3517,18045,33188.0,6297600.0
2010-09-30,3516,3603,3483,3604,22335,34007.0,6297600.0
2010-10-01,3603,3670,3543,3597,16210,33944.0,6297600.0
2010-10-04,3597,3737,3583,3610,23293,34070.0,6297600.0
2010-10-05,3657,3657,3463,3590,14503,33881.0,6297600.0
2010-10-06,3637,3637,3443,3444,25047,32496.0,6297600.0
2010-10-07,3410,3837,3410,3724,49046,35141.0,6297600.0
2010-10-08,3797,3957,3650,3877,51198,36589.0,6297600.0
2010-10-11,3797,3970,3737,3811,14295,35959.0,6297600.0
2010-10-12,3810,3897,3763,3857,13896,36400.0,6297600.0
2010-10-13,3750,3904,3750,3891,13169,36715.0,6297600.0
2010-10-14,3964,4471,3904,4471,136575,42194.0,6297600.0
2010-10-15,4391,4571,4231,4304,108678,40620.0,6297600.0
2010-10-18,4311,4865,4304,4672,115651,44083.0,6297600.0
2010-10-19,4704,4858,4644,4645,74035,43831.0,6297600.0
2010-10-20,4564,4951,4551,4872,95265,45972.0,6297600.0
2010-10-21,4905,5031,4738,4818,37985,45469.0,6297600.0
2010-10-22,4938,4938,4704,4718,41477,44524.0,6297600.0
2010-10-25,4764,4898,4738,4805,37311,45343.0,6297600.0
2010-10-26,4805,4865,4671,4672,39186,44083.0,6297600.0
2010-10-27,4604,4764,4571,4672,16526,44083.0,6297600.0
2010-10-28,4538,4671,4384,4471,41470,42194.0,6297600.0
2010-10-29,4638,4638,4404,4551,18756,42950.0,6297600.0
2010-11-01,4477,4664,4477,4571,12879,43139.0,6297600.0
2010-11-02,4644,4804,4584,4758,25133,44902.0,6297600.0
2010-11-03,4805,4865,4584,4672,7928,44083.0,6297600.0
2010-11-04,4771,4771,4171,4471,43465,42194.0,6297600.0
2010-11-05,4424,4538,4284,4284,15920,40431.0,6297600.0
2010-11-08,4264,4564,4264,4284,10988,40431.0,6297600.0
2010-11-09,4404,4518,4284,4391,15673,41438.0,6297600.0
2010-11-10,4371,4538,4371,4425,5181,41753.0,6297600.0
2010-11-11,4424,4538,4337,4425,10723,41753.0,6297600.0
2010-11-12,4538,4544,4211,4338,24182,40934.0,6297600.0
2010-11-15,4371,4604,4157,4238,11606,39990.0,6297600.0
2010-11-16,4211,4397,4171,4284,22868,40431.0,6297600.0
2010-11-17,4351,4351,4191,4264,20915,40242.0,6297600.0
2010-11-18,4304,4491,4244,4371,17302,41249.0,6297600.0
2010-11-19,4337,4491,4337,4345,26139,40997.0,6297600.0
2010-11-22,4344,4511,4150,4405,24142,41564.0,6297600.0
2010-11-23,4317,4424,4224,4311,14327,40682.0,6297600.0
2010-11-24,3910,4184,3910,4124,27574,38919.0,6297600.0
2010-11-25,4484,4504,4077,4471,41955,42194.0,6297600.0
2010-11-26,4531,4538,4004,4204,21862,39675.0,6297600.0
2010-11-29,4337,4337,4044,4284,8686,40431.0,6297600.0
2010-11-30,4271,4337,4171,4184,3534,39486.0,6297600.0
2010-12-01,4110,4337,4110,4238,27498,39990.0,6297600.0
2010-12-02,4317,4391,4171,4318,7396,40745.0,6297600.0
2010-12-03,4264,4337,4117,4278,11762,40368.0,6297600.0
2010-12-06,4304,4351,4044,4171,31691,39360.0,6297600.0
2010-12-07,4217,4217,3930,3931,15456,37093.0,6297600.0
2010-12-08,3910,4077,3884,3937,26944,37156.0,6297600.0
2010-12-09,3997,4024,3870,3871,5820,36526.0,6297600.0
2010-12-10,3870,3870,3657,3797,28052,35833.0,6297600.0
2010-12-13,3797,3924,3617,3797,30598,35833.0,6297600.0
2010-12-14,3730,3790,3617,3670,33517,34637.0,6297600.0
2010-12-15,3670,3730,3650,3677,10221,34700.0,6297600.0
2010-12-16,3657,3717,3537,3664,8506,34574.0,6297600.0
2010-12-17,3610,3897,3610,3704,5049,34952.0,6297600.0
2010-12-20,3703,3743,3496,3537,7632,33377.0,6297600.0
2010-12-21,3603,3837,3603,3684,9319,34763.0,6297600.0
2010-12-22,3683,4004,3476,3684,8380,34763.0,6297600.0
2010-12-23,3623,3690,3450,3550,22209,33503.0,6297600.0
2010-12-24,3470,3590,3303,3570,27824,33692.0,6297600.0
2010-12-27,3490,3683,3403,3497,27616,32999.0,6297600.0
2010-12-28,3496,3550,3246,3247,25491,30638.0,6297600.0
2010-12-29,3133,3416,3003,3417,63259,32244.0,6297600.0
2010-12-30,3436,3797,3336,3630,35883,34259.0,6297600.0
2011-01-03,3637,3803,3557,3624,6101,34196.0,6297600.0
2011-01-04,3643,3737,3470,3470,11285,32748.0,6297600.0
2011-01-05,3470,3803,3356,3737,23984,35267.0,6297600.0
2011-01-06,3610,4004,3577,3577,23455,33755.0,6297600.0
2011-01-07,3917,3917,3577,3584,6437,33818.0,6297600.0
2011-01-10,3463,3603,3443,3530,22711,33314.0,6297600.0
2011-01-11,3470,3583,3463,3564,8051,33629.0,6297600.0
2011-01-12,3563,3630,3323,3330,37408,31425.0,6297600.0
2011-01-13,3330,3530,3270,3524,19686,33251.0,6297600.0
2011-01-14,3410,3516,3336,3370,34685,31803.0,6297600.0
2011-01-17,3450,3450,3270,3330,20712,31425.0,6297600.0
2011-01-18,3236,3356,3236,3303,15622,31173.0,6297600.0
2011-01-19,3306,3436,3169,3263,17044,30795.0,6297600.0
2011-01-20,3169,3323,3169,3203,10732,30228.0,6297600.0
2011-01-21,3203,3330,3139,3203,33039,30228.0,6297600.0
2011-01-24,3119,3233,3069,3120,22664,29441.0,6297600.0
2011-01-25,3109,3156,2976,3036,89899,28654.0,6297600.0
2011-01-26,2889,3029,2889,2936,51901,27709.0,6297600.0
2011-01-27,2996,2996,2749,2750,50963,25946.0,6297600.0
2011-01-28,2669,2706,2465,2473,120457,23333.0,6297600.0
2011-01-31,2335,2629,2302,2486,97507,23459.0,6297600.0
2011-02-01,2616,2616,2469,2469,30150,23301.0,6297600.0
2011-02-07,2489,2522,2445,2473,35458,23333.0,6297600.0
2011-02-08,2522,2522,2415,2469,18594,23301.0,6297600.0
2011-02-09,2529,2529,2449,2449,10082,23112.0,6297600.0
2011-02-10,2469,2512,2435,2466,31682,23270.0,6297600.0
2011-02-11,2509,2509,2369,2403,25731,22671.0,6297600.0
2011-02-14,2495,2495,2379,2463,15389,23238.0,6297600.0
2011-02-15,2392,2439,2365,2369,39998,22356.0,6297600.0
2011-02-16,2465,2465,2218,2246,36235,21191.0,6297600.0
2011-02-17,2202,2242,2018,2039,105709,19239.0,6297600.0
2011-02-18,2122,2122,2008,2116,42080,19963.0,6297600.0
2011-02-21,2425,2425,2155,2156,29615,20341.0,6297600.0
2011-02-22,2202,2202,2045,2162,24320,20404.0,6297600.0
2011-02-23,2118,2235,2118,2236,25020,21097.0,6297600.0
2011-02-24,2269,2269,2142,2149,27028,20278.0,6297600.0
2011-02-25,2215,2215,2135,2139,12425,20184.0,6297600.0
2011-02-28,2232,2232,2075,2106,16592,19869.0,6297600.0
2011-03-02,2048,2162,2048,2069,18374,19523.0,6297600.0
2011-03-03,2135,2135,2015,2039,25381,19239.0,6297600.0
2011-03-04,2068,2118,2035,2119,14199,19995.0,6297600.0
2011-03-07,2255,2435,2205,2436,43260,22986.0,6297600.0
2011-03-08,2559,2799,2559,2750,300381,25946.0,6297600.0
2011-03-09,2799,2802,2525,2536,81159,23931.0,6297600.0
2011-03-10,2535,2566,2389,2469,51413,23301.0,6297600.0
2011-03-11,2402,2469,2315,2339,42776,22073.0,6297600.0
2011-03-14,2279,2385,2168,2319,33330,21884.0,6297600.0
2011-03-15,2389,2449,2015,2399,80951,22640.0,6297600.0
2011-03-16,2352,2482,2295,2413,30579,22766.0,6297600.0
2011-03-17,2359,2432,2302,2396,24816,22608.0,6297600.0
2011-03-18,2355,2712,2355,2636,94092,24876.0,6297600.0
2011-03-21,2669,3029,2542,3030,151210,28591.0,6297600.0
2011-03-22,3199,3216,2836,2903,135279,27395.0,6297600.0
2011-03-23,2836,3036,2836,2903,35385,27395.0,6297600.0
2011-03-24,2936,3103,2913,2926,38351,27615.0,6297600.0
2011-03-25,3069,3069,2916,2976,20457,28087.0,6297600.0
2011-03-28,3079,3079,2976,3036,20183,28654.0,6297600.0
2011-03-29,3116,3116,2836,2983,17448,28150.0,6297600.0
2011-03-30,2979,3059,2896,3016,40430,28465.0,6297600.0
2011-03-31,2903,3109,2903,3003,8662,28339.0,6297600.0
2011-04-01,3136,3136,2989,3097,15378,29221.0,6297600.0
2011-04-04,3059,3166,2976,2976,9912,28087.0,6297600.0
2011-04-05,2936,3016,2933,2933,6773,27678.0,6297600.0
2011-04-06,2936,2936,2782,2890,16980,27269.0,6297600.0
