엑세스바이오(950130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-10-02,9440,9460,9280,9300,157787,,
2015-10-05,9390,9690,9310,9610,225766,,
2015-10-06,9580,9660,9450,9500,119448,,
2015-10-07,9500,9590,9260,9270,217980,,
2015-10-08,9320,9380,9200,9230,139021,,
2015-10-12,9240,9360,9210,9360,89988,,
2015-10-13,9370,9410,9230,9400,107559,,
2015-10-14,9450,9450,9240,9320,115850,,
2015-10-15,9300,9610,9280,9420,176547,,
2015-10-16,9580,9600,9410,9430,122162,,
2015-10-19,9490,9600,9320,9420,281735,,
2015-10-20,9400,9570,9340,9450,139827,,
2015-10-21,9490,9510,9400,9400,76067,,
2015-10-22,9350,9390,8990,9000,455655,,
2015-10-23,9020,9050,8810,8860,379369,,
2015-10-26,8900,8960,8290,8290,518030,,
2015-10-27,8050,8120,7900,8110,580333,,
2015-10-28,8110,8390,8080,8250,244769,,
2015-10-29,8250,8300,7980,8010,195650,,
2015-10-30,8010,8040,7640,7690,338607,,
2015-11-02,7640,7890,7610,7790,146579,,
2015-11-03,7800,8150,7780,8070,140803,,
2015-11-04,8080,8110,7860,8100,143683,,
2015-11-05,8010,8220,8010,8110,80225,,
2015-11-06,8240,8500,8100,8130,372192,,
2015-11-09,8030,8160,7640,7680,173755,,
2015-11-10,7800,7800,7350,7370,216246,,
2015-11-11,7370,7530,7360,7500,176119,,
2015-11-12,7500,7630,7400,7430,141135,,
2015-11-13,7300,7340,7020,7200,304153,,
2015-11-16,7010,7100,6900,7020,174752,,
2015-11-17,7030,7220,6850,6990,354229,,
2015-11-18,6980,7090,6850,6930,223248,,
2015-11-19,6930,7040,6850,6970,216896,,
2015-11-20,6960,7330,6920,7160,275152,,
2015-11-23,7260,7380,7130,7300,207211,,
2015-11-24,7260,7370,7230,7240,60149,,
2015-11-25,7240,7340,7160,7210,83773,,
2015-11-26,7270,7420,7170,7400,106175,,
2015-11-27,7380,7400,7230,7230,73507,,
2015-11-30,7230,7230,7070,7080,89836,,
2015-12-01,7040,7240,7040,7180,78132,,
2015-12-02,7180,7470,7180,7470,188205,,
2015-12-03,7430,7770,7370,7730,254642,,
2015-12-04,7590,7770,7560,7700,103885,,
2015-12-07,7650,7820,7600,7680,101253,,
2015-12-08,7610,7680,7400,7620,103767,,
2015-12-09,7560,7610,7420,7600,85278,,
2015-12-10,7600,7610,7330,7530,79150,,
2015-12-11,7490,7520,7070,7450,208714,,
2015-12-14,7220,7300,7050,7050,143999,,
2015-12-15,7030,7280,6850,7000,225981,,
2015-12-16,7050,7180,6960,6980,180871,,
2015-12-17,7030,7160,6970,7000,217928,,
2015-12-18,6970,7120,6970,7080,132736,,
2015-12-21,7060,7440,7060,7190,249834,,
2015-12-22,7270,7300,7100,7150,138663,,
2015-12-23,7170,7190,7050,7090,109883,,
2015-12-24,7170,7170,6960,7050,156695,,
2015-12-28,7060,7060,6900,7000,88549,,
2015-12-29,6930,7230,6930,7170,119937,,
2015-12-30,7240,7380,6940,7220,301806,,
2016-01-04,7250,7310,7160,7160,97315,,
2016-01-05,7130,7380,7080,7350,145624,,
2016-01-06,7530,7700,7270,7400,440196,,
2016-01-07,7370,7520,7290,7320,131672,,
2016-01-08,7020,7210,6970,7150,231980,,
2016-01-11,7180,7310,7050,7280,143764,,
2016-01-12,7370,7460,7150,7150,150015,,
2016-01-13,7160,7350,7090,7340,170457,,
2016-01-14,7340,7690,7300,7600,540672,,
2016-01-15,7700,7920,7450,7450,521670,,
2016-01-18,7400,7610,7330,7570,175540,,
2016-01-19,7690,7980,7520,7840,457689,,
2016-01-20,7830,7940,7560,7590,226223,,
2016-01-21,7500,7640,7310,7310,313979,,
2016-01-22,7210,7500,7100,7200,319419,,
2016-01-25,7310,7380,7170,7340,221591,,
2016-01-26,7520,7940,7480,7530,1044150,,
2016-01-27,7590,7600,7400,7530,264635,,
2016-01-28,7560,7570,7410,7500,191049,,
2016-01-29,7610,8360,7610,8100,2229227,,
2016-02-01,8400,8600,8130,8240,1518701,,
2016-02-02,8220,8230,7780,7800,758223,,
2016-02-03,7870,7890,7510,7550,564379,,
2016-02-04,7600,7640,7380,7550,411048,,
2016-02-05,7580,7630,7390,7430,297081,,
2016-02-11,7100,7250,6980,6980,405838,,
2016-02-12,6850,7020,6230,6480,628450,,
2016-02-15,6400,6600,6360,6480,389869,,
2016-02-16,6490,6670,6480,6500,244041,,
2016-02-17,6560,6610,6480,6500,173983,,
2016-02-18,6600,6620,6510,6620,165300,,
2016-02-19,6620,6660,6350,6380,409213,,
2016-02-22,6430,6650,6370,6450,364497,,
2016-02-23,6490,6600,6430,6500,204078,,
2016-02-24,6510,6740,6420,6700,237518,,
2016-02-25,6780,6900,6610,6610,323831,,
2016-02-26,6680,6950,6620,6780,301991,,
2016-02-29,6790,6900,6690,6760,264009,,
2016-03-02,6890,6980,6790,6980,210103,,
2016-03-03,6940,7410,6920,7330,653565,,
2016-03-04,7160,7430,7080,7400,579129,,
2016-03-07,7350,7440,7240,7400,299926,,
2016-03-08,7420,7520,7290,7390,350557,,
2016-03-09,7430,7790,7360,7790,612854,,
2016-03-10,7770,8200,7550,7940,1259697,,
2016-03-11,7970,8020,7700,7940,529703,,
2016-03-14,7910,7980,7800,7930,302198,,
2016-03-15,7950,8050,7710,7880,332231,,
2016-03-16,8630,8890,7790,7790,2221327,,
2016-03-17,7870,7950,7610,7630,425373,,
2016-03-18,7640,7720,7440,7450,461916,,
2016-03-21,7500,7620,7450,7500,218462,,
2016-03-22,7500,8210,7500,7910,1753212,,
2016-03-23,8000,8180,7870,8150,897047,,
2016-03-24,8110,8340,8050,8150,582001,,
2016-03-25,8160,8200,7910,8010,356827,,
2016-03-28,7950,8040,7810,7810,209983,,
2016-03-29,7800,7890,7700,7780,211826,,
2016-03-30,7790,7940,7760,7770,143692,,
2016-03-31,7800,7930,7700,7710,207740,,
2016-04-01,7720,7770,7560,7610,161648,,
2016-04-04,7670,7800,7530,7800,151266,,
2016-04-05,7840,7850,7650,7820,149609,,
2016-04-06,7780,7850,7720,7750,112054,,
2016-04-07,7790,7790,7690,7750,107622,,
2016-04-08,7720,7750,7650,7700,86931,,
2016-04-11,7650,7710,7570,7590,122711,,
2016-04-12,7580,7850,7580,7610,117603,,
2016-04-14,7670,7690,7500,7530,102819,,
2016-04-15,7580,7580,7510,7570,73215,,
2016-04-18,7550,7650,7470,7490,142229,,
2016-04-19,7510,7590,7470,7540,108120,,
2016-04-20,7580,7680,7530,7580,121285,,
2016-04-21,7670,7670,7570,7600,104201,,
2016-04-22,7620,7770,7570,7740,168135,,
2016-04-25,7820,7900,7700,7710,191669,,
2016-04-26,7750,7970,7700,7880,380274,,
2016-04-27,7880,7950,7750,7770,158879,,
2016-04-28,7890,7890,7690,7700,120467,,
2016-04-29,7710,7710,7510,7690,146501,,
2016-05-02,7690,7700,7340,7590,310114,,
2016-05-03,7580,7580,7170,7410,226236,,
2016-05-04,7320,7780,7180,7340,412781,,
2016-05-09,7440,7490,7370,7410,93087,,
2016-05-10,7480,7530,7410,7510,110115,,
2016-05-11,7510,7660,7450,7600,156400,,
2016-05-12,7600,7680,7520,7560,129656,,
2016-05-13,7580,7600,7410,7450,178113,,
2016-05-16,7410,7500,7410,7430,68349,,
2016-05-17,7440,7510,7290,7340,110122,,
2016-05-18,7360,7370,7000,7000,352904,,
2016-05-19,7000,7070,6780,6860,203209,,
2016-05-20,6870,7150,6750,7120,119827,,
2016-05-23,7160,7230,7040,7100,114523,,
2016-05-24,7160,7160,6980,7070,93941,,
2016-05-25,7060,7350,7060,7320,222279,,
2016-05-26,7320,7320,7120,7250,110921,,
2016-05-27,7250,7280,7170,7280,97520,,
2016-05-30,7280,7280,7120,7130,95392,,
2016-05-31,7100,7390,7080,7330,144085,,
2016-06-01,7330,7410,7280,7330,73129,,
2016-06-02,7440,7470,7370,7420,113181,,
2016-06-03,7450,7670,7450,7560,315153,,
2016-06-07,7610,7640,7520,7520,129370,,
2016-06-08,7520,7580,7400,7430,126738,,
2016-06-09,7520,7570,7410,7470,224246,,
2016-06-10,7500,8040,7470,7760,918087,,
2016-06-13,7750,7980,7720,7750,337795,,
2016-06-14,7800,7980,7750,7760,292286,,
2016-06-15,7760,7810,7490,7620,210793,,
2016-06-16,7590,7910,7280,7530,455226,,
2016-06-17,7590,7660,7460,7590,158315,,
2016-06-20,7610,7830,7590,7790,228583,,
2016-06-21,7850,7880,7670,7710,191864,,
2016-06-22,7740,8200,7740,8090,1055059,,
2016-06-23,8230,8370,7840,7970,795263,,
2016-06-24,8100,8180,7230,7500,887506,,
2016-06-27,7300,7590,7110,7410,436697,,
2016-06-28,7350,7720,7350,7630,244946,,
2016-06-29,7660,7980,7660,7860,327945,,
2016-06-30,7940,8300,7850,8220,821643,,
2016-07-01,8260,8320,8100,8180,264103,,
2016-07-04,8200,8580,8170,8440,811196,,
2016-07-05,8490,8590,8320,8440,327788,,
2016-07-06,8350,8430,8180,8250,495894,,
2016-07-07,8380,8560,8370,8470,425357,,
2016-07-08,8550,8550,8290,8360,248987,,
2016-07-11,8410,8470,8320,8350,222051,,
2016-07-12,8360,8630,8330,8570,405134,,
2016-07-13,8650,8750,8530,8650,365331,,
2016-07-14,8680,8700,8380,8500,252257,,
2016-07-15,8500,8580,8100,8250,458957,,
2016-07-18,8260,8550,8130,8450,308671,,
2016-07-19,8470,8470,8210,8280,293023,,
2016-07-20,8270,8290,7910,7920,470645,,
2016-07-21,7920,8140,7910,8100,249864,,
2016-07-22,8100,8190,7980,8050,127130,,
2016-07-25,8020,8050,7800,8000,296713,,
2016-07-26,7950,8040,7860,7890,129887,,
2016-07-27,7810,7920,7690,7690,238524,,
2016-07-28,7650,7970,7650,7970,221363,,
2016-07-29,7970,8030,7790,7880,175705,,
2016-08-01,7950,7970,7730,7730,234963,,
2016-08-02,7750,8100,7730,7740,659627,,
2016-08-03,7740,7780,7590,7770,243828,,
2016-08-04,7850,7850,7640,7690,245113,,
2016-08-05,7660,7870,7650,7730,147596,,
2016-08-08,7800,7800,7590,7620,170090,,
2016-08-09,7590,7750,7590,7620,108323,,
2016-08-10,7690,7900,7650,7840,230001,,
2016-08-11,7830,7930,7690,7770,168272,,
2016-08-12,7740,7810,7650,7650,160730,,
2016-08-16,7730,7850,7710,7770,178812,,
2016-08-17,7770,8010,7770,7850,362266,,
2016-08-18,7850,7900,7670,7680,189217,,
2016-08-19,7710,7710,7390,7680,357684,,
2016-08-22,7680,7680,7110,7320,253685,,
2016-08-23,7270,7630,7230,7410,189664,,
2016-08-24,7310,7550,7300,7320,119788,,
2016-08-25,7300,7380,7240,7270,117442,,
2016-08-26,7440,8150,7400,7410,2011899,,
2016-08-29,7510,7630,7240,7240,356434,,
2016-08-30,7300,7390,7160,7160,215947,,
2016-08-31,7160,7330,7030,7030,236932,,
2016-09-01,7050,7330,7020,7180,211151,,
2016-09-02,7260,7510,7120,7510,332946,,
2016-09-05,7510,7600,7400,7440,199416,,
2016-09-06,7490,7490,7140,7160,320896,,
2016-09-07,7170,7230,7060,7080,182193,,
2016-09-08,7060,7400,7060,7160,384191,,
2016-09-09,7110,7270,7060,7110,133650,,
2016-09-12,6990,7040,6870,6870,185813,,
2016-09-13,6930,6990,6770,6870,144500,,
2016-09-19,6920,6950,6830,6870,74355,,
2016-09-20,6880,7060,6850,7000,83273,,
2016-09-21,7050,7060,6940,6960,62234,,
2016-09-22,6920,7080,6920,7050,102013,,
2016-09-23,7100,7130,7060,7090,80916,,
2016-09-26,7110,7200,7030,7050,74448,,
2016-09-27,7030,7120,6950,7010,73238,,
2016-09-28,7080,7200,7020,7060,95006,,
2016-09-29,7060,7350,7050,7330,374445,,
2016-09-30,7250,7340,7090,7120,179990,,
2016-10-04,7130,7220,7080,7120,61520,,
2016-10-05,7120,7140,7060,7100,46567,,
2016-10-06,7160,7160,7060,7100,42146,,
2016-10-07,7110,7120,6980,7000,61546,,
2016-10-10,6940,7020,6920,6920,55510,,
2016-10-11,6930,7010,6860,6860,74907,,
2016-10-12,6820,6920,6800,6870,130932,,
2016-10-13,6870,6940,6830,6830,87757,,
2016-10-14,6830,7160,6830,7000,80339,,
2016-10-17,7000,7070,6870,6910,61580,,
2016-10-18,6950,6950,6490,6660,258428,,
2016-10-19,6750,6750,6590,6600,111469,,
2016-10-20,6600,7190,6600,6660,597561,,
2016-10-21,6720,6960,6620,6820,197624,,
2016-10-24,6880,6940,6650,6720,114391,,
2016-10-25,6670,6710,6350,6500,195814,,
2016-10-26,6430,6500,6350,6450,94072,,
2016-10-27,6370,6560,6370,6540,60206,,
2016-10-28,6490,6600,6300,6300,98326,,
2016-10-31,6240,6340,5850,5850,199324,,
2016-11-01,5700,6030,5700,5850,136579,,
2016-11-02,5710,5820,5400,5400,306696,,
2016-11-03,5400,5600,5360,5480,90954,,
2016-11-04,5480,5580,5380,5510,56105,,
2016-11-07,5530,6120,5470,6060,419660,,
2016-11-08,6200,6240,5830,5940,327782,,
2016-11-09,5910,6470,5270,5470,675640,,
2016-11-10,5700,5880,5700,5880,164074,,
2016-11-11,5900,5980,5780,5850,61373,,
2016-11-14,6000,6120,5890,6000,93258,,
2016-11-15,6090,6150,5860,5930,106217,,
2016-11-16,5960,6080,5960,6040,77377,,
2016-11-17,6050,6170,5970,6100,99721,,
2016-11-18,6170,6170,5900,5920,130990,,
2016-11-21,5930,6030,5750,5770,78493,,
2016-11-22,5790,5920,5730,5810,70517,,
2016-11-23,5890,5890,5720,5740,66300,,
2016-11-24,5750,5800,5500,5530,165761,,
2016-11-25,5540,5730,5510,5560,42421,,
2016-11-28,5560,5600,5520,5550,50958,,
2016-11-29,5550,5680,5480,5520,77837,,
2016-11-30,5680,5700,5410,5560,148284,,
2016-12-01,5660,5810,5550,5790,65556,,
2016-12-02,5920,7100,5920,6220,4314712,,
2016-12-05,6280,6300,5850,5860,691718,,
2016-12-06,5920,6160,5910,6070,407562,,
2016-12-07,6150,6190,5850,5900,295817,,
2016-12-08,5910,5970,5830,5890,152438,,
2016-12-09,5900,6030,5850,5930,134159,,
2016-12-12,5990,6150,5950,6090,163974,,
2016-12-13,6060,6240,6010,6150,166469,,
2016-12-14,6220,6220,6090,6120,125030,,
2016-12-15,6080,6180,6030,6140,147876,,
2016-12-16,6170,6170,6000,6000,126213,,
2016-12-19,6010,6040,5960,6040,50040,,
2016-12-20,6050,6490,5990,6270,449961,,
2016-12-21,6300,6340,6180,6180,161605,,
2016-12-22,6150,6340,6120,6140,162655,,
2016-12-23,6140,6210,6110,6140,73050,,
2016-12-26,6200,6200,6030,6040,118929,,
2016-12-27,6090,6090,6010,6040,61450,,
2016-12-28,6110,6260,6030,6230,145923,,
2016-12-29,6200,6250,6110,6120,108038,,
2017-01-02,6140,6250,6120,6200,54390,,
2017-01-03,6250,6250,6160,6200,65321,,
2017-01-04,6240,6300,6190,6270,93807,,
2017-01-05,6280,6310,6240,6260,66111,,
2017-01-06,6270,6290,6160,6170,92899,,
2017-01-09,6190,6230,6110,6120,56969,,
2017-01-10,6180,6180,6040,6050,71413,,
2017-01-11,6060,6090,5920,5960,182738,,
2017-01-12,6020,6080,5910,5910,100167,,
2017-01-13,5870,5970,5850,5920,69811,,
2017-01-16,5920,5930,5770,5780,66645,,
2017-01-17,5740,5910,5730,5730,61697,,
2017-01-18,5790,5790,5670,5710,42156,,
2017-01-19,5720,5770,5700,5750,29414,,
2017-01-20,5750,5780,5650,5670,56544,,
2017-01-23,5670,5710,5630,5670,74427,,
2017-01-24,5650,5690,5600,5620,88638,,
2017-01-25,5620,5680,5550,5560,53004,,
2017-01-26,5570,5650,5560,5630,37672,,
2017-01-31,5630,5810,5630,5700,87387,,
2017-02-01,5700,5770,5670,5760,41950,,
2017-02-02,5690,5750,5650,5690,57012,,
2017-02-03,5730,5730,5480,5480,158277,,
2017-02-06,5490,5530,5340,5450,131317,,
2017-02-07,5390,5520,5390,5490,26779,,
2017-02-08,5490,5530,5400,5420,50901,,
2017-02-09,5380,5480,5320,5390,48885,,
2017-02-10,5410,5460,5390,5440,36521,,
2017-02-13,5440,5490,5440,5460,51658,,
2017-02-14,5490,5490,5380,5460,77982,,
2017-02-15,5460,5560,5410,5530,54512,,
2017-02-16,5550,5550,5470,5530,29394,,
2017-02-17,5540,5570,5470,5520,49388,,
2017-02-20,5500,5570,5480,5500,46451,,
2017-02-21,5480,5550,5440,5490,72627,,
2017-02-22,5460,5700,5460,5550,105666,,
2017-02-23,5560,5600,5350,5390,94109,,
2017-02-24,5390,5500,5390,5400,49910,,
2017-02-27,5410,5500,5370,5400,28922,,
2017-02-28,5370,5420,5310,5390,88046,,
2017-03-02,5400,5420,5330,5350,46585,,
2017-03-03,5360,5360,5160,5210,135634,,
2017-03-06,5230,5230,5080,5110,105007,,
2017-03-07,5100,5190,5100,5180,44651,,
2017-03-08,5200,5200,5140,5180,29617,,
2017-03-09,5080,5120,5040,5050,140739,,
2017-03-10,5030,5090,5000,5050,56309,,
2017-03-13,5050,5110,5030,5090,50502,,
2017-03-14,5090,5240,5090,5190,68561,,
2017-03-15,5140,5200,5070,5080,42291,,
2017-03-16,5140,5150,5070,5120,27423,,
2017-03-17,5150,5170,5060,5130,39127,,
2017-03-20,5170,5170,5080,5130,45778,,
2017-03-21,5120,5150,5050,5060,60451,,
2017-03-22,5010,5120,5010,5070,56920,,
2017-03-23,5070,5120,4995,5010,82246,,
2017-03-24,5010,5050,4990,5030,56488,,
2017-03-27,5070,5100,4980,5030,73203,,
2017-03-28,4990,5050,4970,5030,48237,,
2017-03-29,5030,5040,4935,4985,98186,,
2017-03-30,5000,5000,4820,4850,140099,,
2017-03-31,4845,4895,4820,4855,206418,,
2017-04-03,4900,5020,4865,4985,128161,,
2017-04-04,5020,5030,4960,5030,34846,,
2017-04-05,5030,5100,4960,5040,62297,,
2017-04-06,5090,5160,5040,5130,68942,,
2017-04-07,5150,5170,5080,5110,35067,,
2017-04-10,5150,5150,4990,5000,78985,,
2017-04-11,5000,5070,4920,4965,47041,,
2017-04-12,4965,5030,4965,5030,32175,,
2017-04-13,5070,5100,5000,5040,41872,,
2017-04-14,5050,5110,5010,5010,56071,,
2017-04-17,5090,5150,5050,5100,35096,,
2017-04-18,5100,5140,5070,5110,27638,,
2017-04-19,5060,5130,5040,5120,28039,,
2017-04-20,5140,5200,5060,5180,40797,,
2017-04-21,5200,5270,5200,5250,49276,,
2017-04-24,5230,5250,5140,5140,37542,,
2017-04-25,5120,5190,5110,5130,27081,,
2017-04-26,5180,5250,5130,5220,34153,,
2017-04-27,5220,5230,5160,5160,20569,,
2017-04-28,5160,5160,5080,5100,30696,,
2017-05-02,5140,5140,5030,5050,35614,,
2017-05-04,5030,5080,5020,5040,25516,,
2017-05-08,5100,5110,5040,5100,50413,,
2017-05-10,5100,5120,5040,5060,41085,,
2017-05-11,5100,5100,5040,5060,27200,,
2017-05-12,5030,5140,5030,5100,27032,,
2017-05-15,5110,5110,5000,5010,69329,,
2017-05-16,5030,5030,4900,4930,110045,,
2017-05-17,4900,4950,4840,4890,154569,,
2017-05-18,4910,4910,4730,4780,117708,,
2017-05-19,4800,4825,4740,4780,51838,,
2017-05-22,4740,4850,4735,4780,42949,,
2017-05-23,4790,4790,4730,4750,46795,,
2017-05-24,4770,4875,4640,4860,187491,,
2017-05-25,4890,4890,4750,4855,85593,,
2017-05-26,4855,4865,4760,4800,69963,,
2017-05-29,4780,4795,4715,4735,80868,,
2017-05-30,4720,4770,4710,4735,51432,,
2017-05-31,4750,4760,4725,4750,70537,,
2017-06-01,4800,4800,4720,4735,52917,,
2017-06-02,4745,4850,4740,4845,102039,,
2017-06-05,4870,4920,4850,4875,96225,,
2017-06-07,4900,4900,4775,4775,97874,,
2017-06-08,4775,4820,4760,4790,74954,,
2017-06-09,4770,4885,4750,4855,70827,,
2017-06-12,4835,4945,4835,4880,62871,,
2017-06-13,4870,5050,4865,5030,129714,,
2017-06-14,5030,5130,5000,5030,142672,,
2017-06-15,5030,5100,4910,4920,79347,,
2017-06-16,4950,4950,4880,4920,46524,,
2017-06-19,4920,4940,4870,4900,26320,,
2017-06-20,4920,4945,4845,4860,65403,,
2017-06-21,4845,4865,4795,4825,74121,,
2017-06-22,4825,4865,4755,4800,68045,,
2017-06-23,4820,5020,4820,4905,83488,,
2017-06-26,4940,4960,4800,4850,64089,,
2017-06-27,4850,4860,4775,4785,48625,,
2017-06-28,4785,4785,4695,4730,79280,,
2017-06-29,4730,4730,4675,4690,72082,,
2017-06-30,4680,4730,4680,4700,29910,,
2017-07-03,4660,4740,4660,4700,52185,,
2017-07-04,4670,4750,4670,4710,26388,,
2017-07-05,4725,4800,4700,4710,38247,,
2017-07-06,4705,4740,4645,4740,30068,,
2017-07-07,4740,4740,4680,4725,36196,,
2017-07-10,4700,4700,4625,4680,79522,,
2017-07-11,4690,4700,4625,4700,76830,,
2017-07-12,4670,4745,4590,4590,55539,,
2017-07-13,4530,4585,4395,4400,237746,,
2017-07-14,4400,4440,4350,4430,66176,,
2017-07-17,4390,4535,4390,4465,64943,,
2017-07-18,4420,4470,4400,4425,56148,,
2017-07-19,4460,4460,4295,4315,135586,,
2017-07-20,4315,4350,4270,4305,106509,,
2017-07-21,4385,4400,4280,4305,92153,,
2017-07-24,4370,4370,4255,4275,76695,,
2017-07-25,4280,4280,4200,4220,146058,,
2017-07-26,4250,4260,4200,4245,80157,,
2017-07-27,4280,4295,4200,4245,59075,,
2017-07-28,4250,4250,4200,4205,77177,,
2017-07-31,4200,4220,4100,4165,62371,,
2017-08-01,4125,4190,4100,4160,62922,,
2017-08-02,4135,4170,4100,4125,73030,,
2017-08-03,4135,4135,3965,4110,150460,,
2017-08-04,4040,4150,3975,4150,115536,,
2017-08-07,4115,4340,4115,4305,128478,,
2017-08-08,4340,4340,4150,4285,55622,,
2017-08-09,4340,4340,4200,4340,84953,,
2017-08-10,4380,4500,4330,4490,106112,,
2017-08-11,4470,4490,4350,4430,82369,,
2017-08-14,4370,4500,4300,4460,77407,,
2017-08-16,4450,4460,4355,4380,23998,,
2017-08-17,4400,4430,4285,4345,36968,,
2017-08-18,4280,4360,4260,4360,30276,,
2017-08-21,4365,4365,4280,4280,23367,,
2017-08-22,4330,4340,4200,4285,32675,,
2017-08-23,4290,4310,4230,4260,29565,,
2017-08-24,4230,4300,4165,4200,31063,,
2017-08-25,4130,4190,4130,4135,71198,,
2017-08-28,4195,4250,4150,4220,44429,,
2017-08-29,4175,4240,4150,4240,34333,,
2017-08-30,4300,4320,4230,4295,36806,,
2017-08-31,4315,4345,4255,4345,24394,,
2017-09-01,4330,4560,4330,4560,134403,,
2017-09-04,4470,4580,4450,4460,60859,,
2017-09-05,4465,4500,4400,4430,25234,,
2017-09-06,4450,4465,4360,4360,18116,,
2017-09-07,4420,4550,4340,4430,69732,,
2017-09-08,4465,4465,4240,4275,84996,,
2017-09-11,4300,4300,4225,4235,18795,,
2017-09-12,4300,4345,4185,4235,32590,,
2017-09-13,4290,4290,4210,4215,29661,,
2017-09-14,4270,4315,4180,4305,25577,,
2017-09-15,4255,4675,4220,4410,173079,,
2017-09-18,4410,4440,4360,4390,26204,,
2017-09-19,4370,4425,4355,4420,25369,,
2017-09-20,4405,4825,4375,4500,437074,,
2017-09-21,4535,4535,4390,4395,41421,,
2017-09-22,4365,4400,4195,4205,77335,,
2017-09-25,4260,4310,4055,4125,81621,,
2017-09-26,4020,4190,4020,4090,45040,,
2017-09-27,4135,4195,4060,4140,59098,,
2017-09-28,4170,4170,4110,4165,18463,,
2017-09-29,4165,4265,4100,4265,36856,,
2017-10-10,4240,4465,4240,4400,109757,,
2017-10-11,4450,4475,4395,4440,29819,,
2017-10-12,4445,4450,4350,4370,34134,,
2017-10-13,4350,4430,4260,4300,31286,,
2017-10-16,4370,4370,4205,4265,50923,,
2017-10-17,4330,4435,4250,4250,21524,,
2017-10-18,4210,4270,4190,4205,33471,,
2017-10-19,4205,4260,4180,4245,37791,,
2017-10-20,4290,4290,4205,4220,11995,,
2017-10-23,4250,4285,4195,4285,96762,,
2017-10-24,4535,4540,4285,4285,194879,,
2017-10-25,4285,4330,4250,4285,23380,,
2017-10-26,4290,4385,4290,4350,59729,,
2017-10-27,4415,4515,4320,4480,105436,,
2017-10-30,4510,4535,4475,4480,53944,,
2017-10-31,4480,4570,4470,4570,89706,,
2017-11-01,4620,4975,4580,4850,374020,,
2017-11-02,4850,4850,4670,4730,116778,,
2017-11-03,4715,4800,4715,4720,45896,,
2017-11-06,4720,4760,4560,4705,51444,,
2017-11-07,4710,4740,4640,4685,37330,,
2017-11-08,4715,4750,4620,4680,68552,,
2017-11-09,4760,4970,4680,4865,400752,,
2017-11-10,4835,4845,4690,4710,112963,,
2017-11-13,4755,4790,4590,4700,104815,,
2017-11-14,4705,5170,4705,4950,533756,,
2017-11-15,4980,5080,4750,4885,291057,,
2017-11-16,4940,4940,4715,4905,124533,,
2017-11-17,4905,4915,4750,4870,96083,,
2017-11-20,4870,4965,4825,4905,89833,,
2017-11-21,4965,5150,4885,5100,250929,,
2017-11-22,5090,5090,4820,4895,211703,,
2017-11-23,4915,4915,4800,4825,84516,,
2017-11-24,4790,4860,4785,4825,87473,,
2017-11-27,4825,4880,4755,4800,65378,,
2017-11-28,4760,4860,4655,4655,150393,,
2017-11-29,4655,4745,4590,4700,68228,,
2017-11-30,4740,4800,4675,4695,70505,,
2017-12-01,4650,5070,4650,5030,396097,,
2017-12-04,5100,5300,5080,5170,507396,,
2017-12-05,5170,5250,5070,5150,245973,,
2017-12-06,5240,5470,5110,5260,644919,,
2017-12-07,5260,5260,5030,5190,261925,,
2017-12-08,5200,5200,4980,4985,167806,,
2017-12-11,4960,5080,4960,4980,98177,,
2017-12-12,4985,5080,4815,4870,134911,,
2017-12-13,4870,5020,4860,4965,85795,,
2017-12-14,5020,5080,4905,4920,71692,,
2017-12-15,4950,5000,4780,4800,71621,,
2017-12-18,4800,4840,4715,4720,51380,,
2017-12-19,4690,4715,4515,4565,137698,,
2017-12-20,4625,4625,4490,4515,41817,,
2017-12-21,4515,4615,4495,4535,84175,,
2017-12-22,4530,4600,4395,4560,83801,,
2017-12-26,4620,4620,4475,4500,38485,,
2017-12-27,4595,4620,4505,4620,59718,,
2017-12-28,4630,4640,4550,4580,59417,,
2018-01-02,4600,4695,4525,4695,116223,,
2018-01-03,4700,4875,4660,4770,137482,,
2018-01-04,4770,4830,4650,4650,66829,,
2018-01-05,4650,4720,4600,4640,89742,,
2018-01-08,4640,4690,4470,4540,96918,,
2018-01-09,4590,4770,4560,4675,97248,,
2018-01-10,4700,4750,4600,4700,72945,,
2018-01-11,4695,4935,4695,4835,173869,,
2018-01-12,4830,4915,4795,4810,123176,,
2018-01-15,4890,5370,4790,5250,797781,,
2018-01-16,5330,5350,5150,5330,444685,,
2018-01-17,5420,5760,5210,5230,1378915,,
2018-01-18,5280,5680,5160,5660,892732,,
2018-01-19,5740,5790,5420,5500,486922,,
2018-01-22,5490,5520,5280,5460,171470,,
2018-01-23,5540,5600,5360,5510,209908,,
2018-01-24,5550,5690,5420,5590,197539,,
2018-01-25,5600,5630,5490,5570,194379,,
2018-01-26,5620,6130,5580,6050,1052758,,
2018-01-29,6210,6250,5910,5950,525160,,
2018-01-30,5920,6130,5800,5960,330850,,
2018-01-31,5870,6070,5820,6030,244103,,
2018-02-01,6040,6040,5790,5860,216040,,
2018-02-02,5860,5870,5670,5700,278769,,
2018-02-05,5540,5670,5510,5590,162644,,
2018-02-06,5330,5550,5160,5540,314843,,
2018-02-07,5550,5680,5390,5410,162867,,
2018-02-08,5370,5530,5300,5500,56868,,
2018-02-09,5340,5450,5280,5280,76238,,
2018-02-12,5390,5390,5250,5300,58460,,
