코텍(052330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-01-14,7732,7963,7569,7598,674444,81038.0,10258000.0
2002-01-15,7607,7761,7473,7483,444166,79807.0,10258000.0
2002-01-16,7540,7627,7377,7416,356967,79089.0,10258000.0
2002-01-17,7453,7655,7415,7521,437722,80218.0,10258000.0
2002-01-18,7502,7732,7473,7492,388121,79910.0,10258000.0
2002-01-21,7415,7473,7309,7406,311940,78987.0,10258000.0
2002-01-22,7405,7473,7290,7339,502854,78269.0,10258000.0
2002-01-23,7242,7367,7242,7310,342998,77961.0,10258000.0
2002-01-24,7319,7540,7319,7502,474884,80012.0,10258000.0
2002-01-25,7694,8271,7550,8070,1553327,86065.0,10258000.0
2002-01-28,8079,8252,7790,8137,1174123,86783.0,10258000.0
2002-01-29,8319,8598,8108,8118,755431,86578.0,10258000.0
2002-01-30,7886,8079,7665,7743,387074,82577.0,10258000.0
2002-01-31,7752,8108,7752,7800,545037,83192.0,10258000.0
2002-02-01,7819,7915,7646,7646,355919,81551.0,10258000.0
2002-02-04,7646,7973,7646,7694,499270,82064.0,10258000.0
2002-02-05,7598,8367,7405,7906,1247875,84321.0,10258000.0
2002-02-06,7973,8165,7848,7906,891438,84321.0,10258000.0
2002-02-07,7838,7848,7405,7406,722205,78987.0,10258000.0
2002-02-08,7338,7540,7338,7483,226757,79807.0,10258000.0
2002-02-14,7511,7732,7511,7598,236184,81038.0,10258000.0
2002-02-15,7550,7906,7550,7598,326430,81038.0,10258000.0
2002-02-18,7598,8002,7569,7983,573856,85141.0,10258000.0
2002-02-19,7886,7944,7752,7762,290267,82782.0,10258000.0
2002-02-20,7742,8233,7655,8185,1206858,87296.0,10258000.0
2002-02-21,8358,8415,7790,7868,1277199,83910.0,10258000.0
2002-02-22,7886,7886,7665,7762,455689,82782.0,10258000.0
2002-02-25,7809,8031,7809,7839,440326,83603.0,10258000.0
2002-02-26,7886,8261,7886,8243,793576,87911.0,10258000.0
2002-02-27,9223,9223,8685,9224,2690212,98374.0,10258000.0
2002-02-28,9714,10291,9512,9955,4249496,106170.0,10258000.0
2002-03-04,10291,10579,9858,10195,2489920,108735.0,10258000.0
2002-03-05,10291,11205,10243,10772,2089824,114890.0,10258000.0
2002-03-06,10772,11205,10387,10484,841984,111812.0,10258000.0
2002-03-07,10483,10916,10243,10291,941964,109761.0,10258000.0
2002-03-08,10387,11445,10387,11157,1616616,118993.0,10258000.0
2002-03-11,11301,11926,10916,11253,1195894,120019.0,10258000.0
2002-03-12,11156,11445,10676,11157,841804,118993.0,10258000.0
2002-03-13,10916,12455,10868,12455,996101,132841.0,10258000.0
2002-03-14,12118,13369,11926,12263,2238532,130790.0,10258000.0
2002-03-15,12792,13080,12166,12167,1191717,129764.0,10258000.0
2002-03-18,12214,12311,11445,11542,1377932,123096.0,10258000.0
2002-03-19,11349,11734,10772,11061,1757185,117967.0,10258000.0
2002-03-20,11060,11253,10387,10484,1663434,111812.0,10258000.0
2002-03-21,10387,11205,10387,10965,2068434,116941.0,10258000.0
2002-03-22,10868,11156,10531,10628,1311400,113351.0,10258000.0
2002-03-25,10868,11830,10868,11157,1916215,118993.0,10258000.0
2002-03-26,10868,11349,10676,10772,674863,114890.0,10258000.0
2002-03-27,10964,11301,10964,10965,832158,116941.0,10258000.0
2002-03-28,10964,11493,10050,10580,1258572,112838.0,10258000.0
2002-03-29,10820,11060,10483,10676,694256,113864.0,10258000.0
2002-04-01,10772,11349,10243,10243,1140944,109248.0,10258000.0
2002-04-02,10387,10483,9762,9810,750559,104632.0,10258000.0
2002-04-03,9810,10339,9464,9570,986789,102067.0,10258000.0
2002-04-04,9618,10002,9521,9907,663886,105657.0,10258000.0
2002-04-08,9954,10050,9560,9599,437503,102375.0,10258000.0
2002-04-09,9425,9714,9252,9253,400254,98682.0,10258000.0
2002-04-10,9098,9233,8435,8791,660316,93758.0,10258000.0
2002-04-11,9040,9204,8819,9089,550454,96938.0,10258000.0
2002-04-12,8838,9618,8733,9281,1021789,98990.0,10258000.0
2002-04-15,9329,9550,9242,9330,460200,99503.0,10258000.0
2002-04-16,9339,9502,9204,9387,434042,100118.0,10258000.0
2002-04-17,9618,9810,9425,9464,643351,100939.0,10258000.0
2002-04-18,9425,9560,8992,8993,404079,95912.0,10258000.0
2002-04-19,9021,9040,8713,8752,377943,93348.0,10258000.0
2002-04-22,8848,8896,7944,8464,555461,90270.0,10258000.0
2002-04-23,8175,8358,8031,8041,318907,85757.0,10258000.0
2002-04-24,8088,8319,7732,7733,725226,82474.0,10258000.0
2002-04-25,7598,7646,6924,7127,683342,76012.0,10258000.0
2002-04-26,7213,7386,7117,7319,412298,78063.0,10258000.0
2002-04-29,6963,7146,6790,6838,359756,72934.0,10258000.0
2002-04-30,6761,7001,6761,6858,280491,73140.0,10258000.0
2002-05-02,7030,7473,7001,7406,674586,78987.0,10258000.0
2002-05-03,7396,7704,7213,7464,838002,79602.0,10258000.0
2002-05-06,7492,7819,7271,7425,482312,79192.0,10258000.0
2002-05-07,7309,7598,7213,7425,302175,79192.0,10258000.0
2002-05-08,7521,7732,7473,7531,314831,80320.0,10258000.0
2002-05-09,7704,7829,7386,7435,336043,79294.0,10258000.0
2002-05-10,7309,7405,7069,7146,247279,76217.0,10258000.0
2002-05-13,7030,7146,6973,7127,171566,76012.0,10258000.0
2002-05-14,7213,7348,7117,7127,385656,76012.0,10258000.0
2002-05-15,7261,7588,7213,7550,791700,80525.0,10258000.0
2002-05-16,7550,7550,7348,7454,278504,79500.0,10258000.0
2002-05-17,7559,7800,7492,7800,493901,83192.0,10258000.0
2002-05-20,7886,8146,7684,7704,805131,82167.0,10258000.0
2002-05-21,7646,7655,7261,7435,460897,79294.0,10258000.0
2002-05-22,7357,7607,7357,7416,524233,79089.0,10258000.0
2002-05-23,7434,7550,7078,7089,303120,75601.0,10258000.0
2002-05-24,7126,7203,6992,7137,273154,76114.0,10258000.0
2002-05-27,7021,7175,6982,7069,282258,75396.0,10258000.0
2002-05-28,7069,7213,6992,7214,261771,76935.0,10258000.0
2002-05-29,7194,7704,7098,7550,825927,80525.0,10258000.0
2002-05-30,7482,7857,7290,7290,784941,77756.0,10258000.0
2002-05-31,7357,7453,6876,6935,377089,73960.0,10258000.0
2002-06-03,6876,6982,6828,6925,228379,73858.0,10258000.0
2002-06-04,6732,6867,6665,6819,264807,72729.0,10258000.0
2002-06-05,6934,7175,6925,7021,369284,74883.0,10258000.0
2002-06-07,6973,7367,6876,7021,526275,74883.0,10258000.0
2002-06-10,7078,7146,6992,7040,234140,75089.0,10258000.0
2002-06-11,7088,7502,7088,7502,684268,80012.0,10258000.0
2002-06-12,7502,8358,6973,8272,1751146,88219.0,10258000.0
2002-06-14,7982,8127,7309,7348,1310691,78371.0,10258000.0
2002-06-17,7502,7502,7050,7079,367981,75499.0,10258000.0
2002-06-18,7117,7290,6925,6925,652817,73858.0,10258000.0
2002-06-19,6761,6944,6280,6329,424969,67498.0,10258000.0
2002-06-20,6203,6280,6020,6146,253065,65549.0,10258000.0
2002-06-21,5905,6030,5886,5982,328930,63805.0,10258000.0
2002-06-24,5770,5905,5366,5434,345458,57958.0,10258000.0
2002-06-25,5434,5578,4972,4973,293192,53034.0,10258000.0
2002-06-26,4578,4616,4376,4376,223092,46674.0,10258000.0
2002-06-27,4337,4626,4289,4376,443300,46674.0,10258000.0
2002-06-28,4472,4828,4472,4674,584052,49854.0,10258000.0
2002-07-02,4607,4760,4328,4761,344453,50777.0,10258000.0
2002-07-03,4760,5059,4683,4992,523429,53239.0,10258000.0
2002-07-04,4991,5164,4924,5098,507391,54367.0,10258000.0
2002-07-05,5184,5414,5145,5338,609950,56932.0,10258000.0
2002-07-08,5491,5626,5126,5223,380241,55701.0,10258000.0
2002-07-09,5357,5491,5212,5482,311362,58471.0,10258000.0
2002-07-10,5434,5876,5328,5636,910855,60112.0,10258000.0
2002-07-11,5549,5818,5386,5482,496685,58471.0,10258000.0
2002-07-12,5645,6001,5540,5771,1390770,61548.0,10258000.0
2002-07-15,5770,5799,5511,5540,370863,59086.0,10258000.0
2002-07-16,5472,5559,4972,5001,843036,53342.0,10258000.0
2002-07-18,5001,5145,4924,4934,239840,52624.0,10258000.0
2002-07-19,4664,4885,4539,4809,370413,51290.0,10258000.0
2002-07-22,4328,4895,4328,4674,826115,49854.0,10258000.0
2002-07-23,4597,4876,4539,4857,375334,51803.0,10258000.0
2002-07-24,4712,4760,4443,4511,255404,48110.0,10258000.0
2002-07-25,4664,4760,4530,4530,308860,48315.0,10258000.0
2002-07-26,4443,4510,4270,4328,278984,46161.0,10258000.0
2002-07-29,4337,4453,4222,4232,159334,45135.0,10258000.0
2002-07-30,4453,4462,4356,4405,183770,46982.0,10258000.0
2002-07-31,4328,4462,4289,4299,155080,45853.0,10258000.0
2002-08-01,4356,4453,4270,4328,164427,46161.0,10258000.0
2002-08-02,4376,4558,4289,4482,345658,47802.0,10258000.0
2002-08-05,4395,4530,4174,4213,244492,44930.0,10258000.0
2002-08-06,4395,4482,4260,4482,603183,47802.0,10258000.0
2002-08-07,4616,4857,4530,4549,1165215,48520.0,10258000.0
2002-08-08,4645,4655,4482,4520,304097,48213.0,10258000.0
2002-08-09,4635,4655,4356,4376,364879,46674.0,10258000.0
2002-08-12,4395,4472,4376,4424,160590,47187.0,10258000.0
2002-08-13,4376,4530,4376,4520,206320,48213.0,10258000.0
2002-08-14,4443,4664,4395,4559,273435,48623.0,10258000.0
2002-08-16,4635,4712,4482,4482,314988,47802.0,10258000.0
2002-08-19,4482,4607,4472,4520,257616,48213.0,10258000.0
2002-08-20,4655,4828,4587,4674,724515,49854.0,10258000.0
2002-08-21,4712,4722,4597,4722,371555,50367.0,10258000.0
2002-08-22,4799,4857,4722,4761,484782,50777.0,10258000.0
2002-08-23,4760,4972,4732,4876,816494,52008.0,10258000.0
2002-08-26,4809,4895,4760,4790,255984,51085.0,10258000.0
2002-08-27,4789,4837,4558,4578,320634,48828.0,10258000.0
2002-08-28,4491,4597,4366,4395,348580,46879.0,10258000.0
2002-08-29,4395,4453,4356,4405,158592,46982.0,10258000.0
2002-08-30,4405,4491,4405,4463,183471,47597.0,10258000.0
2002-09-02,4443,4501,4385,4463,197786,47597.0,10258000.0
2002-09-03,4510,4597,4443,4540,277315,48418.0,10258000.0
2002-09-04,4472,4510,4376,4453,234744,47495.0,10258000.0
2002-09-05,4453,4558,4405,4405,163225,46982.0,10258000.0
2002-09-06,4356,4376,4231,4280,199030,45648.0,10258000.0
2002-09-09,4280,4366,3904,3915,260949,41750.0,10258000.0
2002-09-10,3895,4020,3895,3934,139257,41955.0,10258000.0
2002-09-11,3953,4126,3953,3982,143278,42468.0,10258000.0
2002-09-12,3895,4145,3895,4049,173684,43186.0,10258000.0
2002-09-13,4039,4116,4001,4068,158404,43391.0,10258000.0
2002-09-16,4078,4193,4058,4088,129741,43596.0,10258000.0
2002-09-17,4106,4222,4106,4193,129722,44725.0,10258000.0
2002-09-18,4126,4183,3972,3972,109910,42366.0,10258000.0
2002-09-19,3972,4106,3953,4030,68422,42981.0,10258000.0
2002-09-23,3991,4289,3953,4290,301322,45751.0,10258000.0
2002-09-24,4231,4501,4106,4107,610175,43802.0,10258000.0
2002-09-25,4087,4106,3770,3847,265340,41032.0,10258000.0
2002-09-26,3981,4010,3876,3924,315668,41853.0,10258000.0
2002-09-27,4001,4078,3953,4011,273267,42776.0,10258000.0
2002-09-30,3895,3943,3645,3684,245572,39288.0,10258000.0
2002-10-01,3654,3770,3654,3732,159815,39801.0,10258000.0
2002-10-02,3808,3866,3664,3664,210692,39083.0,10258000.0
2002-10-04,3606,3683,3510,3607,125566,38468.0,10258000.0
2002-10-07,3558,3587,3289,3289,158246,35082.0,10258000.0
2002-10-08,3212,3337,3202,3270,159604,34877.0,10258000.0
2002-10-09,3327,3356,3183,3184,145149,33954.0,10258000.0
2002-10-10,3048,3135,2885,2885,200563,30774.0,10258000.0
2002-10-11,3000,3039,2914,2982,309250,31800.0,10258000.0
2002-10-14,3135,3337,3077,3337,399771,35595.0,10258000.0
2002-10-15,3375,3529,3270,3453,397676,36826.0,10258000.0
2002-10-16,3520,3558,3298,3347,276681,35698.0,10258000.0
2002-10-17,3308,3626,3250,3588,600776,38262.0,10258000.0
2002-10-18,3702,3722,3587,3703,417653,39493.0,10258000.0
2002-10-21,3731,3885,3626,3703,449573,39493.0,10258000.0
2002-10-22,3731,3799,3491,3511,241788,37442.0,10258000.0
2002-10-23,3462,3626,3443,3578,243385,38160.0,10258000.0
2002-10-24,3587,3645,3510,3511,187694,37442.0,10258000.0
2002-10-25,3414,3500,3404,3424,147994,36518.0,10258000.0
2002-10-28,3491,3827,3481,3828,599749,40827.0,10258000.0
2002-10-29,3885,4231,3876,3905,1007718,41647.0,10258000.0
2002-10-30,4087,4135,3856,4136,594085,44109.0,10258000.0
2002-10-31,4260,4385,4135,4261,1099815,45443.0,10258000.0
2002-11-01,4251,4251,3895,3972,462099,42366.0,10258000.0
2002-11-04,4097,4231,3981,4203,568132,44827.0,10258000.0
2002-11-05,4155,4212,3702,3751,603666,40006.0,10258000.0
2002-11-06,3847,3981,3722,3761,448157,40109.0,10258000.0
2002-11-07,3856,3856,3635,3636,349840,38775.0,10258000.0
2002-11-08,3558,3597,3481,3539,275418,37749.0,10258000.0
2002-11-11,3462,3558,3404,3414,206070,36416.0,10258000.0
2002-11-12,3289,3375,3270,3318,195730,35390.0,10258000.0
2002-11-13,3347,3433,3308,3366,183701,35903.0,10258000.0
2002-11-14,3327,3414,3270,3299,138384,35185.0,10258000.0
2002-11-15,3356,3414,3308,3318,124494,35390.0,10258000.0
2002-11-18,3289,3356,3241,3251,177841,34672.0,10258000.0
2002-11-19,3202,3241,3183,3203,128682,34159.0,10258000.0
2002-11-20,3193,3347,3164,3347,177502,35698.0,10258000.0
2002-11-21,3443,3443,3279,3280,176633,34980.0,10258000.0
2002-11-22,3337,3356,3222,3222,151054,34364.0,10258000.0
2002-11-25,3241,3462,3222,3414,329009,36416.0,10258000.0
2002-11-26,3424,3472,3347,3453,222576,36826.0,10258000.0
2002-11-27,3414,3606,3414,3597,263132,38365.0,10258000.0
2002-11-28,3818,3895,3702,3722,477656,39698.0,10258000.0
2002-11-29,3693,3808,3645,3713,155632,39596.0,10258000.0
2002-12-02,3712,3827,3693,3780,186800,40314.0,10258000.0
2002-12-03,3741,4010,3731,3943,494922,42058.0,10258000.0
2002-12-04,3866,3866,3674,3674,259935,39186.0,10258000.0
2002-12-05,3741,3885,3626,3886,224835,41442.0,10258000.0
2002-12-06,3847,4087,3847,4011,650066,42776.0,10258000.0
2002-12-09,4049,4135,3876,3963,360528,42263.0,10258000.0
2002-12-10,3808,3885,3779,3828,159355,40827.0,10258000.0
2002-12-11,3856,3914,3779,3780,154517,40314.0,10258000.0
2002-12-12,3722,3827,3722,3818,152969,40724.0,10258000.0
2002-12-13,3847,3847,3702,3780,135385,40314.0,10258000.0
2002-12-16,3712,3799,3712,3751,89254,40006.0,10258000.0
2002-12-17,3808,4039,3779,3943,387590,42058.0,10258000.0
2002-12-18,3943,3981,3847,3876,201319,41340.0,10258000.0
2002-12-20,3895,3895,3751,3761,160403,40109.0,10258000.0
2002-12-23,3751,3779,3347,3443,220034,36724.0,10258000.0
2002-12-24,3356,3404,3125,3270,122478,34877.0,10258000.0
2002-12-26,3183,3366,3173,3193,67966,34057.0,10258000.0
2002-12-27,3125,3183,3058,3068,75101,32723.0,10258000.0
2002-12-30,2971,3029,2837,2914,80432,31082.0,10258000.0
2003-01-02,2943,3222,2943,3203,74288,34159.0,10258000.0
2003-01-03,3270,3452,3270,3405,158428,36313.0,10258000.0
2003-01-06,3395,3452,3279,3376,109208,36006.0,10258000.0
2003-01-07,3433,3491,3250,3261,137526,34775.0,10258000.0
2003-01-08,3231,3327,3231,3309,60585,35288.0,10258000.0
2003-01-09,3260,3279,3164,3174,92683,33851.0,10258000.0
2003-01-10,3212,3289,2885,3020,197791,32210.0,10258000.0
2003-01-13,3010,3231,3010,3184,138469,33954.0,10258000.0
2003-01-14,3145,3298,3145,3270,116835,34877.0,10258000.0
2003-01-15,3356,3433,3270,3270,112222,34877.0,10258000.0
2003-01-16,3308,3443,3222,3395,194652,36211.0,10258000.0
2003-01-17,3395,3433,3173,3203,151821,34159.0,10258000.0
2003-01-20,3039,3125,3029,3087,95975,32928.0,10258000.0
2003-01-21,3048,3231,3048,3184,175318,33954.0,10258000.0
2003-01-22,3173,3222,3010,3155,134852,33646.0,10258000.0
2003-01-23,3193,3231,3135,3174,72072,33851.0,10258000.0
2003-01-24,3173,3241,2904,3020,116931,32210.0,10258000.0
2003-01-27,2818,2962,2818,2943,63960,31389.0,10258000.0
2003-01-28,2895,2971,2895,2934,59337,31287.0,10258000.0
2003-01-29,2952,2981,2856,2885,53131,30774.0,10258000.0
2003-01-30,2885,2962,2885,2895,37370,30877.0,10258000.0
2003-02-03,2885,2971,2856,2953,92108,31492.0,10258000.0
2003-02-04,2962,3020,2914,2982,62210,31800.0,10258000.0
2003-02-05,2933,2991,2895,2924,81303,31184.0,10258000.0
2003-02-06,2933,2971,2914,2953,121625,31492.0,10258000.0
2003-02-07,3000,3000,2866,2914,122633,31082.0,10258000.0
2003-02-10,2875,2923,2827,2828,104086,30159.0,10258000.0
2003-02-11,2837,2895,2596,2732,121302,29133.0,10258000.0
2003-02-12,2702,2779,2693,2722,54806,29030.0,10258000.0
2003-02-13,2702,2933,2702,2876,233819,30671.0,10258000.0
2003-02-14,2923,2943,2770,2818,120441,30056.0,10258000.0
2003-02-17,2895,2923,2856,2924,245451,31184.0,10258000.0
2003-02-18,2914,2952,2866,2885,133141,30774.0,10258000.0
2003-02-19,2971,2991,2837,2866,172784,30569.0,10258000.0
2003-02-20,2856,2923,2837,2837,90216,30261.0,10258000.0
2003-02-21,2798,2837,2779,2837,121974,30261.0,10258000.0
2003-02-24,2827,3164,2827,3087,901436,32928.0,10258000.0
2003-02-25,3029,3029,2933,2962,222674,31595.0,10258000.0
2003-02-26,3000,3298,3000,3289,882161,35082.0,10258000.0
2003-02-27,3183,3270,3125,3270,384356,34877.0,10258000.0
2003-02-28,3318,3337,3077,3097,342958,33031.0,10258000.0
2003-03-03,3097,3231,3097,3193,250973,34057.0,10258000.0
2003-03-04,3193,3193,3077,3087,210712,32928.0,10258000.0
2003-03-05,2971,3000,2818,2914,209552,31082.0,10258000.0
2003-03-06,2914,2952,2664,2857,233290,30466.0,10258000.0
2003-03-07,2693,2760,2644,2712,149744,28928.0,10258000.0
2003-03-10,2644,3029,2644,2674,125866,28517.0,10258000.0
2003-03-11,2529,2596,2500,2501,108628,26671.0,10258000.0
2003-03-12,2510,2635,2414,2616,129890,27902.0,10258000.0
2003-03-13,2606,2625,2510,2578,83816,27491.0,10258000.0
2003-03-14,2750,2866,2693,2818,140950,30056.0,10258000.0
2003-03-17,2741,2789,2481,2501,119997,26671.0,10258000.0
2003-03-18,2644,2750,2596,2751,133639,29338.0,10258000.0
2003-03-19,2789,2818,2721,2818,143684,30056.0,10258000.0
2003-03-20,2875,3020,2837,3001,165264,32005.0,10258000.0
2003-03-21,3048,3087,2971,3001,121034,32005.0,10258000.0
2003-03-24,3039,3048,2933,2934,135453,31287.0,10258000.0
2003-03-25,2750,2904,2721,2741,157449,29235.0,10258000.0
