유에스티(263770),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-08-11,2249,2265,2238,2260,67452,5392.0,2605000.0
2017-08-14,2260,2298,2260,2271,41214,5418.0,2605000.0
2017-08-16,2281,2292,2260,2282,16715,5444.0,2605000.0
2017-08-17,2281,2303,2260,2276,18457,5431.0,2605000.0
2017-08-18,2276,2341,2276,2304,45391,5497.0,2605000.0
2017-08-21,2309,2325,2292,2293,30724,5470.0,2605000.0
2017-08-22,2325,2325,2281,2315,20378,5523.0,2605000.0
2017-08-23,2298,2341,2292,2293,32420,5470.0,2605000.0
2017-08-24,2292,2314,2276,2287,45348,5457.0,2605000.0
2017-08-25,2292,2374,2270,2326,78779,5549.0,2605000.0
2017-08-28,2330,2330,2298,2315,14244,5523.0,2605000.0
2017-08-29,2314,2330,2292,2298,16917,5484.0,2605000.0
2017-08-30,2292,2320,2292,2315,19702,5523.0,2605000.0
2017-08-31,2320,2336,2309,2336,48626,5575.0,2605000.0
2017-09-01,2314,2369,2314,2326,22483,5549.0,2605000.0
2017-09-04,2292,2352,2276,2287,107512,5457.0,2605000.0
2017-09-05,2314,2320,2281,2309,60517,5510.0,2605000.0
2017-09-06,2287,2358,2287,2309,23867,5510.0,2605000.0
2017-09-07,2314,2314,2292,2298,18823,5484.0,2605000.0
2017-09-08,2320,2320,2298,2315,12214,5523.0,2605000.0
2017-09-11,2336,2336,2287,2293,24431,5470.0,2605000.0
2017-09-12,2330,2330,2281,2287,47193,5457.0,2605000.0
2017-09-13,2298,2303,2281,2298,9962,5484.0,2605000.0
2017-09-14,2320,2320,2287,2309,5272,5510.0,2605000.0
2017-09-15,2320,2320,2292,2304,13473,5497.0,2605000.0
2017-09-18,2287,2320,2287,2287,8161,5457.0,2605000.0
2017-09-19,2287,2303,2276,2304,22795,5497.0,2605000.0
2017-09-20,2303,2303,2276,2282,18994,5444.0,2605000.0
2017-09-21,2281,2309,2281,2309,19673,5510.0,2605000.0
2017-09-22,2292,2309,2276,2282,22129,5444.0,2605000.0
2017-09-25,2281,2314,2270,2293,37563,5470.0,2605000.0
2017-09-26,2309,2309,2270,2287,35716,5457.0,2605000.0
2017-09-27,2287,2287,2249,2260,16165,5392.0,2605000.0
2017-09-28,2270,2292,2254,2287,24464,5457.0,2605000.0
2017-09-29,2314,2314,2249,2282,45480,5444.0,2605000.0
2017-10-10,2265,2341,2265,2271,68286,5418.0,2605000.0
2017-10-11,2314,2314,2260,2293,30200,5470.0,2605000.0
2017-10-12,2292,2292,2276,2293,9271,5470.0,2605000.0
2017-10-13,2292,2292,2270,2276,35167,5431.0,2605000.0
2017-10-16,2276,2303,2270,2293,17825,5470.0,2605000.0
2017-10-17,2314,2314,2276,2287,45463,5457.0,2605000.0
2017-10-18,2276,2287,2265,2282,42600,5444.0,2605000.0
2017-10-19,2281,2287,2270,2287,13778,5457.0,2605000.0
2017-10-20,2281,2281,2270,2282,15479,5444.0,2605000.0
2017-10-23,2265,2276,2260,2271,12342,5418.0,2605000.0
2017-10-24,2270,2314,2249,2271,23035,5418.0,2605000.0
2017-10-25,2270,2270,2254,2265,4562,5405.0,2605000.0
2017-10-26,2260,2276,2238,2260,44366,5392.0,2605000.0
2017-10-27,2260,2260,2260,2260,0,5392.0,2605000.0
2017-10-30,0,0,0,2260,0,,
2017-10-31,0,0,0,2260,0,,
2017-11-01,0,0,0,2260,0,,
2017-11-02,0,0,0,2260,0,,
2017-11-03,0,0,0,2260,0,,
2017-11-06,0,0,0,2260,0,,
2017-11-07,0,0,0,2260,0,,
2017-11-08,0,0,0,2260,0,,
2017-11-09,0,0,0,2260,0,,
2017-11-10,0,0,0,2260,0,,
2017-11-13,0,0,0,2260,0,,
2017-11-14,0,0,0,2260,0,,
2017-11-15,0,0,0,2260,0,,
2017-11-16,0,0,0,2260,0,,
2017-11-17,0,0,0,2260,0,,
2017-11-20,0,0,0,2260,0,,
2017-11-21,0,0,0,2260,0,,
2017-11-22,0,0,0,2260,0,,
2017-11-23,0,0,0,2260,0,,
2017-11-24,0,0,0,2260,0,,
2017-11-27,0,0,0,2260,0,,
2017-11-28,0,0,0,2260,0,,
2017-11-29,0,0,0,2260,0,,
2017-11-30,0,0,0,2260,0,,
2017-12-01,0,0,0,2260,0,,
2017-12-04,0,0,0,2260,0,,
2017-12-05,0,0,0,2260,0,,
2017-12-06,0,0,0,2260,0,,
2017-12-07,0,0,0,2260,0,,
2017-12-08,0,0,0,2260,0,,
2017-12-11,0,0,0,2260,0,,
2017-12-12,0,0,0,2260,0,,
2017-12-13,0,0,0,2260,0,,
2017-12-14,0,0,0,2260,0,,
2017-12-15,2260,2260,2070,2070,550168,5392.0,2605000.0
2017-12-18,2080,2095,2010,2020,144415,5262.0,2605000.0
2017-12-19,2020,2040,1990,1995,110327,5197.0,2605000.0
2017-12-20,2050,2050,2000,2005,33275,5223.0,2605000.0
2017-12-21,2045,2045,1985,2005,25705,5223.0,2605000.0
2017-12-22,2050,2415,2025,2100,1302063,5470.0,2605000.0
2017-12-26,2130,2175,2065,2130,70430,5549.0,2605000.0
2017-12-27,2175,2175,2080,2165,98701,5640.0,2605000.0
2017-12-28,2160,2215,2130,2180,117392,5679.0,2605000.0
2018-01-02,2230,2280,2175,2210,146047,5757.0,2605000.0
2018-01-03,2185,2325,2185,2255,278950,5874.0,2605000.0
2018-01-04,2255,2435,2235,2340,515670,6096.0,2605000.0
2018-01-05,2320,2480,2295,2465,238301,6421.0,2605000.0
2018-01-08,2465,2515,2380,2450,94603,6382.0,2605000.0
2018-01-09,2440,2440,2310,2355,77597,6135.0,2605000.0
2018-01-10,2425,2425,2255,2315,61191,6031.0,2605000.0
2018-01-11,2365,2390,2270,2320,51669,6044.0,2605000.0
2018-01-12,2380,2380,2290,2340,26092,6096.0,2605000.0
2018-01-15,2340,2390,2325,2385,22336,6213.0,2605000.0
2018-01-16,2425,2425,2310,2405,19784,6265.0,2605000.0
2018-01-17,2405,2440,2385,2425,15692,6317.0,2605000.0
2018-01-18,2425,2530,2400,2515,196343,6552.0,2605000.0
2018-01-19,2515,2570,2470,2520,98857,6565.0,2605000.0
2018-01-22,2510,2720,2500,2585,195107,6734.0,2605000.0
2018-01-23,2600,2850,2585,2705,366293,7047.0,2605000.0
2018-01-24,2775,3230,2720,2990,1141322,7789.0,2605000.0
2018-01-25,3050,3885,2960,3885,2306012,10120.0,2605000.0
2018-01-26,4100,4550,3505,3880,5668356,10107.0,2605000.0
2018-01-29,3870,4370,3700,3935,2051122,10251.0,2605000.0
2018-01-30,3825,3945,3690,3750,690460,9769.0,2605000.0
2018-01-31,3635,3705,3515,3650,422029,9508.0,2605000.0
2018-02-01,3600,3900,3550,3600,521407,9378.0,2605000.0
2018-02-02,3625,3740,3430,3595,352413,9365.0,2605000.0
2018-02-05,3675,3970,3535,3550,752821,9248.0,2605000.0
2018-02-06,3445,3450,3120,3360,341562,8753.0,2605000.0
2018-02-07,3490,3490,3230,3250,180782,8466.0,2605000.0
2018-02-08,3320,3955,3240,3650,1087327,9508.0,2605000.0
2018-02-09,3510,3660,3320,3440,329895,8961.0,2605000.0
2018-02-12,3480,3600,3300,3300,199983,8596.0,2605000.0
2018-02-13,3320,3400,3215,3240,196286,8440.0,2605000.0
2018-02-14,3275,3715,3240,3500,731896,9118.0,2605000.0
2018-02-19,3900,4550,3665,4550,1130350,11853.0,2605000.0
2018-02-20,4915,5330,4230,4290,5692770,11175.0,2605000.0
2018-02-21,4215,4220,4075,4150,610567,10811.0,2605000.0
2018-02-22,4100,4460,3905,3930,1213306,10238.0,2605000.0
2018-02-23,3885,4100,3835,3980,441496,10368.0,2605000.0
2018-02-26,4015,4035,3930,3960,170084,10316.0,2605000.0
2018-02-27,3980,4550,3930,4290,1443236,11175.0,2605000.0
2018-02-28,4290,5140,4160,4620,3687913,12035.0,2605000.0
2018-03-02,4510,5600,4510,5140,2921091,13390.0,2605000.0
2018-03-05,5260,5430,4940,5050,595717,13155.0,2605000.0
2018-03-06,4940,5080,4700,4995,485404,13012.0,2605000.0
2018-03-07,4890,5330,4515,4520,513803,11775.0,2605000.0
2018-03-08,4610,4850,4515,4670,265180,12165.0,2605000.0
2018-03-09,4670,4750,4510,4620,174138,12035.0,2605000.0
2018-03-12,4755,4800,4620,4780,187044,12452.0,2605000.0
2018-03-13,5080,5540,4810,5000,1619765,13025.0,2605000.0
2018-03-14,5050,5880,4950,5260,2485027,13702.0,2605000.0
2018-03-15,5400,5840,5270,5500,1520817,14328.0,2605000.0
2018-03-16,5700,6520,5630,6090,2571485,15864.0,2605000.0
2018-03-19,6250,6580,5750,5920,777236,15422.0,2605000.0
2018-03-20,5740,6470,5730,6250,784638,16281.0,2605000.0
2018-03-21,6400,6410,5780,5790,474233,15083.0,2605000.0
2018-03-22,5850,6300,5650,6300,637263,16412.0,2605000.0
2018-03-23,7190,7290,5100,5250,1097123,119727.0,22805172.0
2018-03-26,5170,5300,4740,5140,529433,117219.0,22805172.0
2018-03-27,5300,5590,4875,4905,394294,111859.0,22805172.0
2018-03-28,4830,4950,4495,4880,381821,111289.0,22805172.0
2018-03-29,4870,4870,4620,4685,227327,106842.0,22805172.0
2018-03-30,4740,4760,4500,4520,231536,103079.0,22805172.0
2018-04-02,4550,4640,4270,4330,223589,98746.0,22805172.0
2018-04-03,4305,4700,4230,4340,290098,98974.0,22805172.0
2018-04-04,4380,4525,4080,4505,600286,102737.0,22805172.0
2018-04-05,4450,5080,4450,4950,1001917,112886.0,22805172.0
2018-04-06,5030,6190,5000,5970,4140963,136147.0,22805172.0
2018-04-09,6050,6170,5840,6010,806140,137059.0,22805172.0
2018-04-10,6120,7200,6060,6350,2625196,144813.0,22805172.0
2018-04-11,6410,6660,6200,6550,502743,149374.0,22805172.0
2018-04-12,6550,6890,6340,6730,466358,153479.0,22805172.0
2018-04-13,6860,7200,6680,7050,491177,160776.0,22805172.0
2018-04-16,7280,7450,6680,7300,539693,166478.0,22805172.0
2018-04-17,7300,7530,7190,7270,311041,165794.0,22805172.0
2018-04-18,7220,7340,6630,7200,326219,164197.0,22805172.0
2018-04-19,7190,7190,6600,6680,251746,152339.0,22805172.0
2018-04-20,6690,6990,6550,6900,266889,157356.0,22805172.0
2018-04-23,7370,7370,6440,6710,329936,153023.0,22805172.0
2018-04-24,6710,6800,6100,6120,186576,139568.0,22805172.0
2018-04-25,6060,6200,5770,6060,166015,138199.0,22805172.0
2018-04-26,6110,6140,5930,6000,84942,136831.0,22805172.0
2018-04-27,6020,6020,5500,5650,147009,128849.0,22805172.0
2018-04-30,5650,6060,5360,5610,189759,127937.0,22805172.0
2018-05-02,5550,6940,5350,6890,536469,157128.0,22805172.0
2018-05-03,6700,7250,6550,6900,311746,157356.0,22805172.0
2018-05-04,6860,7160,6730,6770,138575,154391.0,22805172.0
2018-05-08,6710,6900,6450,6800,115365,155075.0,22805172.0
2018-05-09,7040,7140,6740,7140,248574,162829.0,22805172.0
2018-05-10,7400,9280,7240,9280,1225816,211632.0,22805172.0
2018-05-11,10800,12050,10500,12050,1501069,274802.0,22805172.0
2018-05-14,13850,15650,13700,15650,1374551,356901.0,22805172.0
2018-05-15,17200,18700,12100,12900,2978704,294187.0,22805172.0
2018-05-16,11450,11850,9950,9950,2662515,226911.0,22805172.0
2018-05-17,10150,12900,10150,12900,3625706,294187.0,22805172.0
2018-05-18,13550,16100,12800,13600,3922488,310150.0,22805172.0
2018-05-21,14100,15350,13600,14350,811539,327254.0,22805172.0
2018-05-23,14350,15050,13700,13850,449976,315852.0,22805172.0
2018-05-24,13600,15600,12350,15000,1094620,342078.0,22805172.0
2018-05-25,13550,16000,11650,15500,953371,353480.0,22805172.0
2018-05-28,17000,20150,17000,20150,1274160,459524.0,22805172.0
2018-05-29,20000,20100,15000,15300,2648903,348919.0,22805172.0
2018-05-30,14800,14850,13450,14500,1595264,330675.0,22805172.0
2018-05-31,14500,14550,13250,13900,634923,316992.0,22805172.0
2018-06-01,14100,14300,13250,13250,613629,302169.0,22805172.0
2018-06-04,12900,13000,11150,11700,1180744,266821.0,22805172.0
2018-06-05,11500,11600,10650,11200,815181,255418.0,22805172.0
2018-06-07,11300,11800,10900,11050,512102,251997.0,22805172.0
2018-06-08,11100,11300,10200,10700,527917,244015.0,22805172.0
2018-06-11,10600,10800,10250,10500,383375,239454.0,22805172.0
2018-06-12,10700,10800,9640,9960,491260,227140.0,22805172.0
2018-06-14,9950,9960,9020,9150,397590,208667.0,22805172.0
2018-06-15,9230,9740,9130,9330,353813,212772.0,22805172.0
2018-06-18,9550,10100,9280,9450,453412,215509.0,22805172.0
2018-06-19,9400,9520,8670,8840,225725,201598.0,22805172.0
2018-06-20,8950,9200,8570,9200,225039,209808.0,22805172.0
2018-06-21,9240,9360,8780,8780,136939,200229.0,22805172.0
2018-06-22,8910,8930,7900,8070,255705,184038.0,22805172.0
2018-06-25,8190,8230,7940,7940,88986,181073.0,22805172.0
2018-06-26,7900,8180,7510,7670,171687,174916.0,22805172.0
2018-06-27,7760,8000,7420,7420,150150,169214.0,22805172.0
2018-06-28,7420,7610,7180,7190,105194,163969.0,22805172.0
2018-06-29,7390,7460,6990,7300,123780,166478.0,22805172.0
2018-07-02,7380,7380,6700,6850,111997,156215.0,22805172.0
2018-07-03,7080,7080,6610,6850,102213,156215.0,22805172.0
2018-07-04,6840,8800,6770,7900,2633605,180161.0,22805172.0
2018-07-05,7930,8150,6910,6920,639471,157812.0,22805172.0
2018-07-06,6940,7040,6280,6640,390423,151426.0,22805172.0
2018-07-09,6490,6570,5940,5940,202934,135463.0,22805172.0
2018-07-10,6060,6220,5960,6030,112836,137515.0,22805172.0
2018-07-11,6050,6700,5980,6400,252939,145953.0,22805172.0
2018-07-12,6310,8320,6310,8320,2304159,189739.0,22805172.0
2018-07-13,9040,10500,8200,9440,8555099,215281.0,22805172.0
2018-07-16,9570,11050,9460,9990,5561248,227824.0,22805172.0
2018-07-17,9750,10100,9080,9870,1906761,225087.0,22805172.0
2018-07-18,10200,10400,8560,8560,1232726,195212.0,22805172.0
2018-07-19,8820,8940,7700,8080,999388,184266.0,22805172.0
2018-07-20,8020,8150,7440,7530,512084,171723.0,22805172.0
2018-07-23,7640,9780,7600,9780,4824964,223035.0,22805172.0
2018-07-24,10200,10900,9490,10400,5247910,237174.0,22805172.0
2018-07-25,10300,11000,9710,10700,3097269,244015.0,22805172.0
2018-07-26,10650,10900,10250,10800,1543970,246296.0,22805172.0
2018-07-27,11400,11500,10000,10000,1898597,228052.0,22805172.0
2018-07-30,10150,10250,9510,9540,839862,217561.0,22805172.0
2018-07-31,9430,9740,9150,9700,729398,221210.0,22805172.0
2018-08-01,9740,9810,9430,9460,336882,215737.0,22805172.0
2018-08-02,9650,11800,9640,10200,6130674,232613.0,22805172.0
2018-08-03,10300,10350,9830,10350,978520,236034.0,22805172.0
2018-08-06,10600,12100,10500,11300,5251488,257698.0,22805172.0
2018-08-07,11150,11550,10750,11550,1173176,263400.0,22805172.0
2018-08-08,11600,11800,10950,10950,1122929,249717.0,22805172.0
2018-08-09,10750,10900,10200,10400,552504,237174.0,22805172.0
2018-08-10,10450,11650,10300,10700,1818099,244015.0,22805172.0
2018-08-13,10650,11350,10500,10950,1068826,249717.0,22805172.0
2018-08-14,10950,11300,10750,11100,610446,253137.0,22805172.0
2018-08-16,11450,11600,11000,11200,1066478,255418.0,22805172.0
2018-08-17,11400,11400,10850,10900,636710,248576.0,22805172.0
2018-08-20,11150,11250,10700,10750,429087,245156.0,22805172.0
2018-08-21,10850,10950,10600,10900,330905,248576.0,22805172.0
2018-08-22,11050,11350,10900,11100,602434,253137.0,22805172.0
2018-08-23,11250,11300,10600,10600,354264,241735.0,22805172.0
2018-08-24,10600,10750,10100,10250,384001,233753.0,22805172.0
2018-08-27,9830,9980,9700,9780,346610,223035.0,22805172.0
2018-08-28,9840,9910,9510,9530,224980,217333.0,22805172.0
2018-08-29,9460,9500,9180,9200,209858,209808.0,22805172.0
2018-08-30,9120,10100,9120,9860,592246,224859.0,22805172.0
2018-08-31,9930,9950,9550,9610,146865,219158.0,22805172.0
2018-09-03,9850,9870,9600,9870,148029,225087.0,22805172.0
2018-09-04,9870,10050,9750,9860,172119,224859.0,22805172.0
2018-09-05,9980,9980,9680,9680,119841,220754.0,22805172.0
2018-09-06,9680,9820,9310,9360,120370,213456.0,22805172.0
2018-09-07,9270,9950,9240,9570,241439,218245.0,22805172.0
2018-09-10,9740,10100,9630,10100,258257,230332.0,22805172.0
2018-09-11,10250,10250,9720,9760,172669,222578.0,22805172.0
2018-09-12,9780,10000,9500,9600,157303,218930.0,22805172.0
2018-09-13,9600,9680,9460,9650,88463,220070.0,22805172.0
2018-09-14,9630,9700,9510,9540,107180,217561.0,22805172.0
2018-09-17,9560,9660,9300,9320,99853,212544.0,22805172.0
2018-09-18,9320,9560,9090,9240,109612,210720.0,22805172.0
2018-09-19,9240,9380,8670,8680,155747,197949.0,22805172.0
2018-09-20,8550,8870,8140,8240,153714,187915.0,22805172.0
2018-09-21,8300,9800,8240,8970,1722779,204562.0,22805172.0
2018-09-27,8790,8900,8450,8550,209062,194984.0,22805172.0
2018-09-28,8600,8600,8100,8170,155754,186318.0,22805172.0
2018-10-01,8120,8430,8040,8040,94961,183354.0,22805172.0
2018-10-02,8040,8280,7850,7850,57534,179021.0,22805172.0
2018-10-04,8000,8140,7560,7620,63670,173775.0,22805172.0
2018-10-05,7660,7990,7310,7390,91556,168530.0,22805172.0
2018-10-08,7390,7590,7210,7300,49032,166478.0,22805172.0
2018-10-10,7300,8020,6580,7100,248824,168271.0,23700172.0
2018-10-11,6420,6810,6080,6080,1278756,144097.0,23700172.0
2018-10-12,5900,6370,5900,6370,200650,150970.0,23700172.0
2018-10-15,6400,6500,6000,6140,119007,145519.0,23700172.0
2018-10-16,6140,6380,6050,6230,141746,147652.0,23700172.0
2018-10-17,6300,7090,6300,6490,1174400,153814.0,23700172.0
2018-10-18,6550,6610,6350,6440,184604,152629.0,23700172.0
2018-10-19,6330,6390,6050,6260,140667,148363.0,23700172.0
2018-10-22,6100,6290,6050,6190,88940,146704.0,23700172.0
2018-10-23,6200,6320,5950,6000,118314,142201.0,23700172.0
2018-10-24,6090,6160,5450,5510,137223,130588.0,23700172.0
2018-10-25,5270,5500,4910,5180,206141,122767.0,23700172.0
2018-10-26,5240,5380,4800,4935,130645,116960.0,23700172.0
2018-10-29,4885,5090,4200,4200,144418,99541.0,23700172.0
2018-10-30,3910,4560,3910,4380,221251,103807.0,23700172.0
2018-10-31,4515,5480,4515,4970,1583634,117790.0,23700172.0
2018-11-01,5040,5280,4900,4990,390919,118264.0,23700172.0
2018-11-02,5060,5300,5060,5210,250792,123478.0,23700172.0
2018-11-05,5160,6650,5110,6100,2478454,144571.0,23700172.0
2018-11-06,6140,6500,5960,6110,879917,144808.0,23700172.0
2018-11-07,6210,6540,5710,6000,750241,142201.0,23700172.0
2018-11-08,6120,6420,6110,6170,437090,146230.0,23700172.0
2018-11-09,6240,6250,5900,5980,190235,141727.0,23700172.0
2018-11-12,5920,5960,5560,5660,156690,134143.0,23700172.0
2018-11-13,5400,5550,5220,5410,173059,128218.0,23700172.0
2018-11-14,5550,5800,5420,5480,99079,129877.0,23700172.0
2018-11-15,5480,6540,5380,6010,2241184,142438.0,23700172.0
2018-11-16,5940,6230,5870,6020,416042,142675.0,23700172.0
2018-11-19,6060,6200,6020,6110,225987,144808.0,23700172.0
2018-11-20,5910,6070,5900,6000,129125,142201.0,23700172.0
2018-11-21,5960,6050,5780,5950,104335,141016.0,23700172.0
2018-11-22,6020,6220,5830,5950,229347,141016.0,23700172.0
2018-11-23,6020,6110,5700,5920,169010,140305.0,23700172.0
2018-11-26,5900,6950,5900,6470,2800765,153340.0,23700172.0
2018-11-27,6330,6430,6100,6360,578774,150733.0,23700172.0
2018-11-28,6460,7340,6440,6670,4630513,158080.0,23700172.0
2018-11-29,6750,6860,6500,6820,595268,161635.0,23700172.0
2018-11-30,6940,7400,6670,6670,1641194,158080.0,23700172.0
2018-12-03,6760,6920,6670,6700,273929,158791.0,23700172.0
2018-12-04,6900,6900,6670,6760,263357,160213.0,23700172.0
2018-12-05,6550,6950,6550,6620,208604,156895.0,23700172.0
2018-12-06,6550,6670,6040,6080,194506,144097.0,23700172.0
2018-12-07,6160,6360,6140,6290,110859,149074.0,23700172.0
2018-12-10,6170,6220,5860,5940,142176,140779.0,23700172.0
2018-12-11,6000,6000,5590,5630,169417,133432.0,23700172.0
2018-12-12,5620,5840,5550,5690,124668,134854.0,23700172.0
2018-12-13,5800,5980,5650,5950,128814,141016.0,23700172.0
2018-12-14,5970,6080,5760,5800,71503,137461.0,23700172.0
2018-12-17,5620,5700,5480,5550,108009,131536.0,23700172.0
2018-12-18,5540,5610,5200,5370,77856,127270.0,23700172.0
2018-12-19,5350,5850,5250,5670,119156,134380.0,23700172.0
2018-12-20,5630,5800,5510,5550,48097,131536.0,23700172.0
2018-12-21,5610,5830,5500,5660,119058,134143.0,23700172.0
2018-12-24,5570,5610,5400,5410,81062,128218.0,23700172.0
2018-12-26,5210,5310,5090,5140,86246,121819.0,23700172.0
2018-12-27,5220,5430,5190,5190,54658,123004.0,23700172.0
2018-12-28,5210,5460,5210,5300,44611,125611.0,23700172.0
2019-01-02,5350,5550,5350,5350,65690,126796.0,23700172.0
2019-01-03,5310,6550,5240,5930,1362862,140542.0,23700172.0
2019-01-04,5800,5970,5750,5850,241442,138646.0,23700172.0
2019-01-07,6070,6070,5820,5860,187107,138883.0,23700172.0
2019-01-08,5860,6430,5830,6250,637985,148126.0,23700172.0
2019-01-09,6290,6750,6290,6610,599378,156658.0,23700172.0
2019-01-10,6560,7180,6490,6810,817081,161398.0,23700172.0
2019-01-11,7140,7140,6800,6920,306134,164005.0,23700172.0
2019-01-14,6880,7100,6790,6970,237324,165190.0,23700172.0
2019-01-15,7020,7110,6870,7090,2185788,168034.0,23700172.0
2019-01-16,7130,7520,6720,6870,897179,162820.0,23700172.0
