인트로메딕(150840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-03-25,9750,9900,8950,9175,1255580,128765.0,7017178.0
2014-03-26,9250,9600,8425,8775,2054957,123151.0,7017178.0
2014-03-27,8875,9825,8675,9025,2417131,126660.0,7017178.0
2014-03-28,9100,9375,8350,8525,1609528,119643.0,7017178.0
2014-03-31,8525,8775,8325,8750,912953,122801.0,7017178.0
2014-04-01,8625,9425,8525,8900,1737996,124906.0,7017178.0
2014-04-02,9125,9250,8625,8650,859716,121397.0,7017178.0
2014-04-03,8800,8875,8475,8475,681138,118941.0,7017178.0
2014-04-04,8475,8950,8325,8500,876467,119292.0,7017178.0
2014-04-07,8525,8775,8350,8775,530469,123151.0,7017178.0
2014-04-08,8825,10075,8725,10075,3356439,141396.0,7017178.0
2014-04-09,10000,10100,9175,9275,1828679,130169.0,7017178.0
2014-04-10,9350,9525,8900,9075,1025503,127362.0,7017178.0
2014-04-11,8725,9200,8700,9000,875864,126309.0,7017178.0
2014-04-14,9050,9250,8850,8900,521166,124906.0,7017178.0
2014-04-15,8925,9150,8800,8825,471741,123853.0,7017178.0
2014-04-16,8900,9525,8800,9125,1200625,128063.0,7017178.0
2014-04-17,9250,9375,8900,8900,377515,124906.0,7017178.0
2014-04-18,8875,8950,8450,8500,584009,119292.0,7017178.0
2014-04-21,8500,8750,8450,8500,250702,119292.0,7017178.0
2014-04-22,8600,8700,8525,8700,194108,122099.0,7017178.0
2014-04-23,8800,9275,8725,9000,767620,126309.0,7017178.0
2014-04-24,9100,9375,8875,9150,641608,128414.0,7017178.0
2014-04-25,9200,9325,8750,8750,292641,122801.0,7017178.0
2014-04-28,8675,9000,8575,8675,297755,121748.0,7017178.0
2014-04-29,8750,8925,8625,8625,221663,121046.0,7017178.0
2014-04-30,8625,8775,7775,7975,841146,111924.0,7017178.0
2014-05-02,8025,8049,7675,7825,436907,109819.0,7017178.0
2014-05-07,7875,7925,7725,7875,274075,110521.0,7017178.0
2014-05-08,7875,7875,7349,7475,445876,104907.0,7017178.0
2014-05-09,7524,7700,7324,7650,384946,107363.0,7017178.0
2014-05-12,7649,7700,7400,7625,219012,107012.0,7017178.0
2014-05-13,7750,8125,7700,7900,633273,110871.0,7017178.0
2014-05-14,7925,7925,7475,7525,462787,105609.0,7017178.0
2014-05-15,7550,7625,7425,7600,294389,106661.0,7017178.0
2014-05-16,7550,7575,6950,7050,572020,98942.0,7017178.0
2014-05-19,7050,7200,6824,7050,412299,98942.0,7017178.0
2014-05-20,7075,7300,6949,7075,336245,99293.0,7017178.0
2014-05-21,7049,7175,6800,7125,350662,99995.0,7017178.0
2014-05-22,7325,8150,7275,7925,1466966,111222.0,7017178.0
2014-05-23,7850,8075,7725,7900,355121,110871.0,7017178.0
2014-05-26,8000,8400,7800,7800,716862,109468.0,7017178.0
2014-05-27,7825,7875,7175,7400,438290,103854.0,7017178.0
2014-05-28,7400,7525,7125,7300,214692,102451.0,7017178.0
2014-05-29,7275,7600,7175,7500,269122,105258.0,7017178.0
2014-05-30,7500,7575,7225,7375,193890,103503.0,7017178.0
2014-06-02,7274,7374,6750,6750,287219,94732.0,7017178.0
2014-06-03,6575,6925,6275,6700,265140,94030.0,7017178.0
2014-06-05,6574,6625,6074,6150,478851,86311.0,7017178.0
2014-06-09,6450,7050,6375,7050,730483,98942.0,7017178.0
2014-06-10,7275,7675,7100,7275,986763,102100.0,7017178.0
2014-06-11,7425,7974,7350,7550,637649,105959.0,7017178.0
2014-06-12,7549,7575,7275,7275,278593,102100.0,7017178.0
2014-06-13,7324,7900,7324,7850,669096,110170.0,7017178.0
2014-06-16,7900,8275,7525,7525,577816,105609.0,7017178.0
2014-06-17,7575,7975,7525,7675,733500,107714.0,7017178.0
2014-06-18,7675,7800,7549,7775,199889,109117.0,7017178.0
2014-06-19,7675,7725,7075,7100,599668,99644.0,7017178.0
2014-06-20,7050,7175,6725,6900,320014,96837.0,7017178.0
2014-06-23,6949,7050,6625,6675,189614,93679.0,7017178.0
2014-06-24,6625,7025,6575,6800,256752,95434.0,7017178.0
2014-06-25,6725,6900,6675,6675,90772,93679.0,7017178.0
2014-06-26,6725,7000,6700,6875,148818,96486.0,7017178.0
2014-06-27,6900,7175,6849,7025,185829,98591.0,7017178.0
2014-06-30,7100,7150,6900,7000,88448,98240.0,7017178.0
2014-07-01,7000,7225,6849,7125,207689,99995.0,7017178.0
2014-07-02,7250,7550,7224,7250,299025,101749.0,7017178.0
2014-07-03,7200,7250,7000,7100,186895,99644.0,7017178.0
2014-07-04,7250,7374,7074,7350,159200,103153.0,7017178.0
2014-07-07,7400,7500,7250,7500,145526,105258.0,7017178.0
2014-07-08,7550,7700,7350,7450,236280,104556.0,7017178.0
2014-07-09,8500,8550,8275,8550,1568023,119994.0,7017178.0
2014-07-10,8825,9000,8325,8525,1614735,119643.0,7017178.0
2014-07-11,8550,8675,8350,8525,704238,119643.0,7017178.0
2014-07-14,8650,8674,7900,7900,942217,110871.0,7017178.0
2014-07-15,7900,8050,7850,8000,364154,112275.0,7017178.0
2014-07-16,8000,8124,7500,7650,507214,107363.0,7017178.0
2014-07-17,7675,7825,7549,7775,270668,109117.0,7017178.0
2014-07-18,7649,7849,7649,7825,212109,109819.0,7017178.0
2014-07-21,7900,8200,7825,7975,409347,111924.0,7017178.0
2014-07-22,8000,8725,7800,8325,1231997,116836.0,7017178.0
2014-07-23,8600,8675,8175,8225,685256,115433.0,7017178.0
2014-07-24,8325,8350,7900,7925,353543,111222.0,7017178.0
2014-07-25,7850,8075,7825,7875,195460,110521.0,7017178.0
2014-07-28,7875,8350,7875,8350,480682,117187.0,7017178.0
2014-07-29,8225,8350,7849,7925,252731,111222.0,7017178.0
2014-07-30,7850,8075,7400,7450,368648,104556.0,7017178.0
2014-07-31,7400,7525,6974,7150,333128,100346.0,7017178.0
2014-08-01,7000,7525,6925,7325,201346,102802.0,7017178.0
2014-08-04,7250,7574,7174,7550,227096,105959.0,7017178.0
2014-08-05,7475,7600,7375,7400,142313,103854.0,7017178.0
2014-08-06,7350,7575,7325,7525,131177,105609.0,7017178.0
2014-08-07,7524,7800,7400,7650,168942,107363.0,7017178.0
2014-08-08,7600,7649,7150,7425,185132,104205.0,7017178.0
2014-08-11,7425,7550,7249,7325,108517,102802.0,7017178.0
2014-08-12,7375,7449,7200,7225,126174,101398.0,7017178.0
2014-08-13,7225,7325,7100,7150,120835,100346.0,7017178.0
2014-08-14,7150,7500,7100,7350,156779,103153.0,7017178.0
2014-08-18,7375,7375,7175,7275,88664,102100.0,7017178.0
2014-08-19,7350,7975,7275,7700,569587,108065.0,7017178.0
2014-08-20,7800,8000,7650,8000,298527,112275.0,7017178.0
2014-08-21,8200,8200,7775,7800,309680,109468.0,7017178.0
2014-08-22,7925,7949,7725,7775,243240,109117.0,7017178.0
2014-08-25,7725,8050,7725,8000,280704,112275.0,7017178.0
2014-08-26,8000,8225,7850,7850,304759,110170.0,7017178.0
2014-08-27,7900,7975,7700,7700,174636,108065.0,7017178.0
2014-08-28,7675,7850,7650,7700,104157,108065.0,7017178.0
2014-08-29,7750,8200,7725,8200,465520,115082.0,7017178.0
2014-09-01,7900,8100,7400,7750,469126,108766.0,7017178.0
2014-09-02,7700,7700,7300,7300,260240,102451.0,7017178.0
2014-09-03,7300,7525,7275,7475,134854,104907.0,7017178.0
2014-09-04,7400,7425,7025,7100,242238,99644.0,7017178.0
2014-09-05,7050,7250,6900,7250,151644,101749.0,7017178.0
2014-09-11,7274,7350,7100,7350,96222,103153.0,7017178.0
2014-09-12,7275,7300,7124,7250,86845,101749.0,7017178.0
2014-09-15,7175,7450,7075,7300,107690,102451.0,7017178.0
2014-09-16,7300,7324,7150,7250,88358,101749.0,7017178.0
2014-09-17,7250,7375,7175,7200,83867,101047.0,7017178.0
2014-09-18,7149,7325,7149,7275,78055,102100.0,7017178.0
2014-09-19,7224,7300,7150,7250,102191,101749.0,7017178.0
2014-09-22,7250,7500,7250,7275,204473,102100.0,7017178.0
2014-09-23,7300,7400,7150,7225,93550,101485.0,7023178.0
2014-09-24,7175,7400,7175,7400,95757,103943.0,7023178.0
2014-09-25,7400,7550,7300,7325,142853,102890.0,7023178.0
2014-09-26,7275,7325,7149,7175,100933,100783.0,7023178.0
2014-09-29,7300,7475,7000,7025,244814,98676.0,7023178.0
2014-09-30,7050,7275,6949,7075,313865,99378.0,7023178.0
2014-10-01,7025,7175,6650,6800,146662,95515.0,7023178.0
2014-10-02,6675,6825,6600,6700,90956,94111.0,7023178.0
2014-10-06,6750,6824,6424,6450,164068,90599.0,7023178.0
2014-10-07,6424,7075,6075,6850,929571,96218.0,7023178.0
2014-10-08,6800,6900,6650,6750,214388,94813.0,7023178.0
2014-10-10,6950,7500,6900,7225,682200,101485.0,7023178.0
2014-10-13,7125,7149,6675,6775,197095,95164.0,7023178.0
2014-10-14,6650,6825,6600,6750,120632,94813.0,7023178.0
2014-10-15,6700,6800,6475,6500,155869,91301.0,7023178.0
2014-10-16,6350,6875,6300,6525,165002,91652.0,7023178.0
2014-10-17,6549,6850,6525,6575,156724,92355.0,7023178.0
2014-10-20,6650,6824,6575,6650,112461,93408.0,7023178.0
2014-10-21,7000,7625,6925,7525,1036344,105699.0,7023178.0
2014-10-22,7724,8050,7600,7650,676161,107455.0,7023178.0
2014-10-23,7650,8275,7475,8050,634331,113073.0,7023178.0
2014-10-24,8250,8675,8200,8350,612079,117287.0,7023178.0
2014-10-27,8525,8750,8250,8375,316873,117638.0,7023178.0
2014-10-28,8375,8600,8175,8350,243842,117287.0,7023178.0
2014-10-29,8475,8500,8174,8325,205236,116936.0,7023178.0
2014-10-30,8450,9000,8400,8700,619909,122203.0,7023178.0
2014-10-31,8900,9325,8625,8725,498901,122554.0,7023178.0
2014-11-03,8625,8900,8175,8900,327698,125013.0,7023178.0
2014-11-04,9075,9575,8850,8875,588032,124661.0,7023178.0
2014-11-05,8675,8875,8150,8250,363997,115882.0,7023178.0
2014-11-06,8250,8400,7750,7900,417901,110966.0,7023178.0
2014-11-07,7900,8250,7900,8075,270961,113424.0,7023178.0
2014-11-10,8100,8174,7525,7550,300704,106050.0,7023178.0
2014-11-11,7549,7800,7225,7675,375219,107806.0,7023178.0
2014-11-12,7650,7800,7500,7700,133225,108157.0,7023178.0
2014-11-13,7700,7850,7525,7600,149319,106752.0,7023178.0
2014-11-14,7575,7625,7125,7125,237244,100080.0,7023178.0
2014-11-17,7050,7250,6850,6850,157601,96218.0,7023178.0
2014-11-18,6849,7100,6775,7025,99387,98676.0,7023178.0
2014-11-19,7125,7450,6975,7375,170013,103592.0,7023178.0
2014-11-20,7375,7425,7050,7100,92568,99729.0,7023178.0
2014-11-21,7125,7400,6925,7400,134323,103943.0,7023178.0
2014-11-24,7549,7549,7175,7175,149626,100783.0,7023178.0
2014-11-25,7250,7475,7225,7400,104694,103943.0,7023178.0
2014-11-26,7525,7750,7475,7700,152835,108157.0,7023178.0
2014-11-27,7575,8025,7500,7800,202656,109562.0,7023178.0
2014-11-28,7825,8075,7749,7775,137792,109210.0,7023178.0
2014-12-01,7600,7675,7150,7300,219498,102538.0,7023178.0
2014-12-02,7150,7325,6975,7225,126312,101485.0,7023178.0
2014-12-03,7300,7450,7175,7200,84989,101134.0,7023178.0
2014-12-04,7149,7300,7100,7275,81797,102187.0,7023178.0
2014-12-05,7324,7650,7275,7650,158918,107455.0,7023178.0
2014-12-08,7625,7875,7525,7600,122090,106752.0,7023178.0
2014-12-09,7550,7675,7350,7450,101372,104645.0,7023178.0
2014-12-10,7600,8125,7575,7800,463470,109562.0,7023178.0
2014-12-11,7850,8025,7650,7775,162726,109210.0,7023178.0
2014-12-12,7750,7800,7325,7425,200873,104294.0,7023178.0
2014-12-15,7200,7475,7200,7375,98785,103592.0,7023178.0
2014-12-16,7475,7475,7200,7225,135860,101485.0,7023178.0
2014-12-17,7200,7325,7000,7100,113826,99729.0,7023178.0
2014-12-18,7125,7300,6925,7000,118040,98324.0,7023178.0
2014-12-19,7125,7125,6825,6925,151704,97271.0,7023178.0
2014-12-22,6950,7225,6849,7225,125099,101485.0,7023178.0
2014-12-23,7250,7349,7149,7175,80335,100783.0,7023178.0
2014-12-24,7200,7350,7150,7200,51566,101134.0,7023178.0
2014-12-26,7200,7250,6874,6950,145465,97622.0,7023178.0
2014-12-29,6950,7050,6900,6950,78874,97622.0,7023178.0
2014-12-30,7024,7150,7000,7050,75571,99027.0,7023178.0
2015-01-02,7050,7150,6924,7050,71979,99027.0,7023178.0
2015-01-05,7100,7475,6975,7475,180788,104997.0,7023178.0
2015-01-06,7349,7475,7250,7375,123682,103592.0,7023178.0
2015-01-07,7350,7725,7275,7500,219925,105348.0,7023178.0
2015-01-08,7575,7575,7375,7425,130055,104294.0,7023178.0
2015-01-09,7375,7900,7350,7625,501864,107683.0,7061178.0
2015-01-12,7650,7850,7525,7775,212000,109801.0,7061178.0
2015-01-13,7849,7925,7625,7625,158467,107683.0,7061178.0
2015-01-14,7700,7724,7350,7450,186864,105212.0,7061178.0
2015-01-15,7400,7475,7200,7400,187774,104505.0,7061178.0
2015-01-16,7450,7575,7250,7500,158054,105918.0,7061178.0
2015-01-19,7549,7575,7250,7275,178539,102740.0,7061178.0
2015-01-20,7275,7375,7075,7200,168339,101681.0,7061178.0
2015-01-21,7200,7375,7100,7200,136185,101681.0,7061178.0
2015-01-22,7250,7275,7025,7075,161000,99916.0,7061178.0
2015-01-23,7075,7124,7024,7050,102226,99563.0,7061178.0
2015-01-26,7100,7200,6975,7125,117040,100622.0,7061178.0
2015-01-27,7175,7549,7149,7375,373532,104152.0,7061178.0
2015-01-28,7375,7525,7325,7375,143545,104152.0,7061178.0
2015-01-29,7300,7425,7150,7225,143306,102034.0,7061178.0
2015-01-30,7350,7725,7250,7600,292108,107330.0,7061178.0
2015-02-02,7575,7675,7350,7500,240924,105918.0,7061178.0
2015-02-03,7525,7725,7150,7200,337135,101681.0,7061178.0
2015-02-04,7300,7375,7100,7200,195496,101681.0,7061178.0
2015-02-05,7225,7249,7100,7125,117428,100622.0,7061178.0
2015-02-06,7150,7250,7100,7250,107945,102387.0,7061178.0
2015-02-09,7175,7249,7000,7025,134699,99210.0,7061178.0
2015-02-10,7000,7075,6875,6975,115059,98503.0,7061178.0
2015-02-11,7000,7100,6950,7050,76697,99563.0,7061178.0
2015-02-12,6975,7175,6950,7125,75990,100622.0,7061178.0
2015-02-13,7025,7125,7025,7125,86252,100622.0,7061178.0
2015-02-16,7125,7174,6950,6950,94937,98150.0,7061178.0
2015-02-17,6950,7000,6775,6825,112274,96385.0,7061178.0
2015-02-23,7025,7825,7025,7525,1547460,106271.0,7061178.0
2015-02-24,7625,7800,7475,7575,497867,106977.0,7061178.0
2015-02-25,7675,7875,7450,7775,308119,109801.0,7061178.0
2015-02-26,7850,7875,7475,7475,246596,105565.0,7061178.0
2015-02-27,7525,7600,7350,7525,185215,106271.0,7061178.0
2015-03-02,7525,7675,7375,7400,190875,104505.0,7061178.0
2015-03-03,7400,7625,7300,7475,175833,105565.0,7061178.0
2015-03-04,7500,7974,7425,7550,657476,106624.0,7061178.0
2015-03-05,7649,7649,7400,7425,191754,104858.0,7061178.0
2015-03-06,7500,7550,7025,7200,381421,101681.0,7061178.0
2015-03-09,7100,7325,7100,7150,113533,100975.0,7061178.0
2015-03-10,7200,7300,7025,7150,125015,100975.0,7061178.0
2015-03-11,7024,7175,7024,7050,92655,99563.0,7061178.0
2015-03-12,6925,7150,6850,7150,128831,100975.0,7061178.0
2015-03-13,7275,7275,7025,7100,80621,100269.0,7061178.0
2015-03-16,7100,7124,7000,7050,101985,99563.0,7061178.0
2015-03-17,7100,7100,7000,7075,81580,99916.0,7061178.0
2015-03-18,7050,7075,6900,6900,172218,97444.0,7061178.0
2015-03-19,6950,7000,6775,6850,119314,96738.0,7061178.0
2015-03-20,6825,7150,6825,7100,140554,100269.0,7061178.0
2015-03-23,7175,7275,7025,7100,156364,100269.0,7061178.0
2015-03-24,7100,7149,6949,6975,85059,98503.0,7061178.0
2015-03-25,7000,7025,6900,6975,117356,98503.0,7061178.0
2015-03-26,6950,6975,6850,6850,105577,96738.0,7061178.0
2015-03-27,6900,7050,6874,6950,110372,98150.0,7061178.0
2015-03-30,7000,7075,6850,7050,81626,99563.0,7061178.0
2015-03-31,7125,7150,6900,6925,106841,97797.0,7061178.0
2015-04-01,6925,6975,6825,6900,106857,97444.0,7061178.0
2015-04-02,6875,6925,6775,6775,140116,95679.0,7061178.0
2015-04-03,6825,6900,6575,6700,209656,94620.0,7061178.0
2015-04-06,6675,6725,6500,6525,135087,92148.0,7061178.0
2015-04-07,6674,6925,6500,6750,392090,95326.0,7061178.0
2015-04-08,6800,6825,6525,6575,162419,92854.0,7061178.0
2015-04-09,6674,7550,6625,7550,939729,106624.0,7061178.0
2015-04-10,7849,8000,7325,7325,1415378,103446.0,7061178.0
2015-04-13,7374,7425,7174,7350,308718,103799.0,7061178.0
2015-04-14,7324,7524,7024,7050,311277,99563.0,7061178.0
2015-04-15,7125,7300,7025,7150,191206,100975.0,7061178.0
2015-04-16,7150,7225,7050,7100,215623,101760.0,7166178.0
2015-04-17,7249,7750,7150,7525,698690,107851.0,7166178.0
2015-04-20,7375,7800,7349,7775,373472,111434.0,7166178.0
2015-04-21,7775,8375,7675,8175,823854,117167.0,7166178.0
2015-04-22,8050,8074,7300,7750,448853,111076.0,7166178.0
2015-04-23,7725,7749,7175,7275,285633,104268.0,7166178.0
2015-04-24,7275,7449,7225,7325,152147,104985.0,7166178.0
2015-04-27,7375,7425,7275,7325,95672,104985.0,7166178.0
2015-04-28,7324,7400,7050,7050,164384,101043.0,7166178.0
2015-04-29,7075,7124,6900,7050,113899,101043.0,7166178.0
2015-04-30,7125,7125,6825,6925,143403,99252.0,7166178.0
2015-05-04,6825,7075,6775,6825,116162,97818.0,7166178.0
2015-05-06,6825,6875,6650,6700,105298,96027.0,7166178.0
2015-05-07,6675,6925,6625,6925,81255,99252.0,7166178.0
2015-05-08,6925,7000,6825,6875,82998,98535.0,7166178.0
2015-05-11,6950,7100,6925,7025,109396,100685.0,7166178.0
2015-05-12,7024,7024,6800,6850,91667,98177.0,7166178.0
2015-05-13,6825,6975,6725,6975,90481,99968.0,7166178.0
2015-05-14,6975,7000,6850,6900,65221,98893.0,7166178.0
2015-05-15,6875,6925,6800,6900,110465,98893.0,7166178.0
2015-05-18,6850,6900,6700,6700,116185,96027.0,7166178.0
2015-05-19,6700,7000,6600,6925,176694,99321.0,7171178.0
2015-05-20,6974,7200,6900,6950,218447,99679.0,7171178.0
2015-05-21,6975,7175,6850,6875,129634,98604.0,7171178.0
2015-05-22,6925,6950,6775,6825,100603,97887.0,7171178.0
2015-05-26,6800,6900,6675,6700,111231,96094.0,7171178.0
2015-05-27,6625,6825,6600,6700,113620,96094.0,7171178.0
2015-05-28,6650,6800,6650,6675,78467,95735.0,7171178.0
2015-05-29,6700,7000,6675,7000,152231,100396.0,7171178.0
2015-06-01,7000,7049,6775,6825,101270,97887.0,7171178.0
2015-06-02,6850,6925,6600,6675,154293,95735.0,7171178.0
2015-06-03,6600,6750,6500,6500,151096,93225.0,7171178.0
2015-06-04,6575,6650,6350,6400,132979,91791.0,7171178.0
2015-06-05,6349,6549,6100,6175,239757,88564.0,7171178.0
2015-06-08,6125,6300,6100,6175,94611,88564.0,7171178.0
2015-06-09,6275,6575,6200,6400,133946,91791.0,7171178.0
2015-06-10,6349,6475,6225,6275,80821,89998.0,7171178.0
2015-06-11,6275,6350,6175,6250,52715,89640.0,7171178.0
2015-06-12,6449,6625,6275,6325,159844,90715.0,7171178.0
2015-06-15,6350,6475,6225,6325,61059,90715.0,7171178.0
2015-06-16,6275,6349,6125,6275,64706,89998.0,7171178.0
2015-06-17,6350,6625,6200,6500,97029,93225.0,7171178.0
2015-06-18,6600,6700,6450,6475,108839,92867.0,7171178.0
2015-06-19,6575,6975,6525,6775,209882,97169.0,7171178.0
2015-06-22,6875,7100,6750,6800,164444,97528.0,7171178.0
2015-06-23,6975,6975,6625,6675,84003,95735.0,7171178.0
2015-06-24,6750,6849,6675,6725,80072,96452.0,7171178.0
2015-06-25,6849,7750,6800,7525,1042260,107926.0,7171178.0
2015-06-26,7650,8124,7350,7650,936800,109719.0,7171178.0
2015-06-29,7400,7775,7250,7500,411261,107568.0,7171178.0
2015-06-30,7449,7575,7150,7425,249280,106492.0,7171178.0
2015-07-01,7600,8050,7450,7850,495809,112587.0,7171178.0
2015-07-02,7800,8025,7675,7800,332693,111870.0,7171178.0
2015-07-03,7900,7900,7375,7650,268409,109719.0,7171178.0
2015-07-06,7450,7674,7125,7150,300012,102548.0,7171178.0
2015-07-07,7275,7350,6625,6800,348746,97528.0,7171178.0
2015-07-08,6749,6850,6500,6575,219456,94301.0,7171178.0
2015-07-09,6500,6600,6300,6600,176597,94660.0,7171178.0
2015-07-10,6600,6800,6449,6525,120671,93584.0,7171178.0
2015-07-13,6550,6725,6500,6600,113571,94660.0,7171178.0
2015-07-14,6674,6800,6600,6750,120745,96811.0,7171178.0
2015-07-15,6775,6800,6575,6625,129380,95018.0,7171178.0
2015-07-16,6675,6700,6500,6625,151126,95018.0,7171178.0
2015-07-17,6625,6725,6500,6550,133703,93942.0,7171178.0
2015-07-20,6550,6650,6474,6550,106205,93942.0,7171178.0
2015-07-21,6550,6875,6449,6825,273948,97887.0,7171178.0
2015-07-22,6850,7000,6749,6975,194490,100038.0,7171178.0
2015-07-23,7000,7225,6825,6875,194950,98604.0,7171178.0
2015-07-24,6950,7075,6800,6850,89167,98245.0,7171178.0
2015-07-27,6775,6925,6649,6825,90951,97887.0,7171178.0
2015-07-28,6700,6775,6500,6500,153503,93225.0,7171178.0
2015-07-29,6600,7325,6600,6900,593174,98962.0,7171178.0
2015-07-30,6900,7124,6650,6650,258976,95377.0,7171178.0
2015-07-31,6625,6875,6625,6800,109857,97528.0,7171178.0
2015-08-03,6750,7150,6750,7000,151912,100396.0,7171178.0
2015-08-04,6925,7174,6925,7150,154531,102548.0,7171178.0
2015-08-05,7124,7575,7124,7450,272522,106851.0,7171178.0
2015-08-06,7425,7674,7300,7350,140332,105416.0,7171178.0
2015-08-07,7275,7350,7125,7200,92980,103265.0,7171178.0
2015-08-10,7250,7275,6900,7000,101698,100396.0,7171178.0
2015-08-11,7000,7050,6800,6850,69486,98245.0,7171178.0
2015-08-12,6750,6849,6375,6525,218138,93584.0,7171178.0
2015-08-13,6550,6750,6525,6750,69074,96811.0,7171178.0
2015-08-17,6775,6800,6675,6675,40659,95735.0,7171178.0
2015-08-18,6700,6749,6525,6575,80028,94301.0,7171178.0
2015-08-19,6350,6950,6350,6450,388688,92508.0,7171178.0
2015-08-20,6375,6850,6375,6475,207780,92867.0,7171178.0
2015-08-21,6050,6175,5575,5850,328018,83903.0,7171178.0
2015-08-24,5600,6050,5600,5700,107290,81751.0,7171178.0
2015-08-25,5825,6275,5750,6225,186335,89281.0,7171178.0
2015-08-26,6225,6550,6225,6400,141011,91791.0,7171178.0
2015-08-27,6400,6674,6400,6550,118797,93942.0,7171178.0
2015-08-28,6700,6975,6550,6800,222263,97528.0,7171178.0
2015-08-31,6800,6850,6624,6850,69775,98245.0,7171178.0
2015-09-01,6800,6875,6700,6800,37034,97528.0,7171178.0
2015-09-02,6550,6800,6550,6750,65815,96811.0,7171178.0
2015-09-03,6800,6850,6624,6650,68449,95377.0,7171178.0
