에코마케팅(230360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-26,9460,9740,9380,9650,82684,156320.0,16198937.0
2018-04-27,9650,10500,9600,10500,626497,170089.0,16198937.0
2018-04-30,10500,10750,10200,10650,373527,172519.0,16198937.0
2018-05-02,10400,10750,10050,10250,401110,166039.0,16198937.0
2018-05-03,10350,11250,10300,11100,955157,179808.0,16198937.0
2018-05-04,10900,11300,10750,10950,447501,177378.0,16198937.0
2018-05-08,10950,11400,10750,10950,438276,177378.0,16198937.0
2018-05-09,11300,11750,10850,10950,748637,177378.0,16198937.0
2018-05-10,10750,11150,10700,10800,215519,174949.0,16198937.0
2018-05-11,10900,11050,10700,10750,143356,174139.0,16198937.0
2018-05-14,10800,10900,10350,10400,231851,168469.0,16198937.0
2018-05-15,10450,10550,10250,10500,139223,170089.0,16198937.0
2018-05-16,10350,10400,10050,10300,194965,166849.0,16198937.0
2018-05-17,10350,10450,10200,10200,106448,165229.0,16198937.0
2018-05-18,10200,10500,10050,10450,78229,169279.0,16198937.0
2018-05-21,10550,10550,10100,10350,103438,167659.0,16198937.0
2018-05-23,10450,10450,10000,10150,110955,164419.0,16198937.0
2018-05-24,10050,10350,9950,10300,122479,166849.0,16198937.0
2018-05-25,10400,10400,10000,10050,111225,162799.0,16198937.0
2018-05-28,10100,10750,10050,10700,153315,173329.0,16198937.0
2018-05-29,10700,10850,10500,10700,126267,173329.0,16198937.0
2018-05-30,10700,11100,10450,11000,252541,178188.0,16198937.0
2018-05-31,11350,11350,10800,10850,209747,175758.0,16198937.0
2018-06-01,10800,10800,10450,10700,123887,173329.0,16198937.0
2018-06-04,10700,11200,10700,10950,178596,177378.0,16198937.0
2018-06-05,11050,11750,11000,11750,824764,190338.0,16198937.0
2018-06-07,11750,11900,11400,11400,244518,184668.0,16198937.0
2018-06-08,11300,11400,10700,10850,324818,175758.0,16198937.0
2018-06-11,10850,10900,10650,10800,102824,174949.0,16198937.0
2018-06-12,10800,10850,10350,10350,174119,167659.0,16198937.0
2018-06-14,10300,10700,10150,10550,122482,170899.0,16198937.0
2018-06-15,10550,10700,10300,10450,75802,169279.0,16198937.0
2018-06-18,10350,10850,10350,10550,115937,170899.0,16198937.0
2018-06-19,10550,10700,10100,10100,85537,163609.0,16198937.0
2018-06-20,10050,10400,10000,10300,66342,166849.0,16198937.0
2018-06-21,10650,11000,10350,10850,187939,175758.0,16198937.0
2018-06-22,10750,11900,10700,11900,890485,192767.0,16198937.0
2018-06-25,12200,12750,11300,11500,1659738,186288.0,16198937.0
2018-06-26,11350,11750,11100,11500,464713,186288.0,16198937.0
2018-06-27,11450,12100,11450,11600,574617,187908.0,16198937.0
2018-06-28,11500,11900,10650,10750,422405,174139.0,16198937.0
2018-06-29,10800,11050,10300,10650,265462,172519.0,16198937.0
2018-07-02,10550,11000,10350,10550,221445,170899.0,16198937.0
2018-07-03,10800,11200,10550,11200,289828,181428.0,16198937.0
2018-07-04,11150,11650,11050,11550,332348,187098.0,16198937.0
2018-07-05,11500,11750,11100,11500,317012,186288.0,16198937.0
2018-07-06,11550,12050,11350,11750,514279,190338.0,16198937.0
2018-07-09,11850,12050,11550,11750,270100,190338.0,16198937.0
2018-07-10,11800,11900,11300,11300,238382,183048.0,16198937.0
2018-07-11,11250,12200,11150,12200,625462,197627.0,16198937.0
2018-07-12,12200,12450,11900,12000,524926,194387.0,16198937.0
2018-07-13,12050,12250,11650,12200,416128,197627.0,16198937.0
2018-07-16,12200,12650,11950,12050,586135,195197.0,16198937.0
2018-07-17,12150,12550,11850,12200,347213,197627.0,16198937.0
2018-07-18,12150,12200,11650,11700,367899,189528.0,16198937.0
2018-07-19,11800,12000,11600,11950,191037,193577.0,16198937.0
2018-07-20,12050,12500,11850,12400,562869,200867.0,16198937.0
2018-07-23,12400,12800,11650,11650,491187,188718.0,16198937.0
2018-07-24,11700,11950,11200,11550,226417,187098.0,16198937.0
2018-07-25,11750,11750,11150,11250,253216,182238.0,16198937.0
2018-07-26,11350,11600,11100,11550,136403,187098.0,16198937.0
2018-07-27,11550,12050,11500,11900,281832,192767.0,16198937.0
2018-07-30,11950,12150,11800,12000,140763,194387.0,16198937.0
2018-07-31,11950,12250,11550,12000,170980,194387.0,16198937.0
2018-08-01,12050,12200,11750,12100,136515,196007.0,16198937.0
2018-08-02,12100,12350,11900,12000,136623,194387.0,16198937.0
2018-08-03,12000,12250,11800,12050,89667,195197.0,16198937.0
2018-08-06,12050,12700,11900,12500,505285,202487.0,16198937.0
2018-08-07,12500,12600,11950,11950,332187,193577.0,16198937.0
2018-08-08,11900,12050,11600,11600,161462,187908.0,16198937.0
2018-08-09,11600,12000,11550,11700,116352,189528.0,16198937.0
2018-08-10,11700,11900,11650,11850,63584,191957.0,16198937.0
2018-08-13,11700,11850,11350,11500,111346,186288.0,16198937.0
2018-08-14,11550,11650,11150,11250,127109,182238.0,16198937.0
2018-08-16,11000,11200,10500,10700,280724,173329.0,16198937.0
2018-08-17,10850,11200,10800,11100,98101,179808.0,16198937.0
2018-08-20,11150,11300,11000,11300,78307,183048.0,16198937.0
2018-08-21,11350,11350,11100,11100,87577,179808.0,16198937.0
2018-08-22,11150,11250,10950,10950,87879,177378.0,16198937.0
2018-08-23,11000,11050,10650,10950,90680,177378.0,16198937.0
2018-08-24,10950,11350,10800,11300,84154,183048.0,16198937.0
2018-08-27,11400,11400,11050,11200,46223,181428.0,16198937.0
2018-08-28,11200,11250,11000,11000,50274,178188.0,16198937.0
2018-08-29,11000,11400,10900,11150,57468,180618.0,16198937.0
2018-08-30,11200,11300,11100,11150,44936,180618.0,16198937.0
2018-08-31,11150,11450,11000,11350,113850,183858.0,16198937.0
2018-09-03,11300,11750,11250,11600,125567,187908.0,16198937.0
2018-09-04,11600,11800,11400,11700,91225,189528.0,16198937.0
2018-09-05,11750,11800,11500,11550,115122,187098.0,16198937.0
2018-09-06,11550,11550,11050,11150,186847,180618.0,16198937.0
2018-09-07,11100,11200,10950,11200,79060,181428.0,16198937.0
2018-09-10,11200,11400,11050,11200,98734,181428.0,16198937.0
2018-09-11,11200,11550,11100,11450,86801,185478.0,16198937.0
2018-09-12,11400,11500,11250,11350,98218,183858.0,16198937.0
2018-09-13,11350,11650,11050,11300,133686,183048.0,16198937.0
2018-09-14,11250,11400,10900,11200,207887,181428.0,16198937.0
2018-09-17,11150,11250,10750,10850,152932,175758.0,16198937.0
2018-09-18,10800,12050,10750,12000,418396,194387.0,16198937.0
2018-09-19,12000,12750,11750,11850,682675,191957.0,16198937.0
2018-09-20,12000,14000,12000,13500,2068690,218686.0,16198937.0
2018-09-21,13450,13650,13100,13400,367454,217066.0,16198937.0
2018-09-27,13400,13750,13000,13550,352583,219496.0,16198937.0
2018-09-28,13450,13650,13000,13150,211558,213016.0,16198937.0
2018-10-01,13100,13900,13050,13700,356663,221925.0,16198937.0
2018-10-02,13700,15200,13650,15150,1307795,245414.0,16198937.0
2018-10-04,15200,15700,14500,14800,996159,239744.0,16198937.0
2018-10-05,14700,15150,13850,14300,391803,231645.0,16198937.0
2018-10-08,14200,15300,14050,14400,338742,233265.0,16198937.0
2018-10-10,14400,16350,14400,15700,1236747,254323.0,16198937.0
2018-10-11,15000,15100,13550,13800,862116,223545.0,16198937.0
2018-10-12,13750,14700,13500,14350,497784,232455.0,16198937.0
2018-10-15,14300,14650,13850,14200,176417,230025.0,16198937.0
2018-10-16,14150,15100,13950,14900,316240,241364.0,16198937.0
2018-10-17,15000,15850,14850,15450,543627,250274.0,16198937.0
2018-10-18,15550,15750,15100,15250,147873,247034.0,16198937.0
2018-10-19,15200,15200,14300,15100,208511,244604.0,16198937.0
2018-10-22,14750,15200,14550,15150,144785,245414.0,16198937.0
2018-10-23,15150,15150,14300,14700,175747,238124.0,16198937.0
2018-10-24,14800,15050,13700,13950,227378,225975.0,16198937.0
2018-10-25,13150,13850,13000,13400,256424,217066.0,16198937.0
2018-10-26,13600,13700,12600,12650,202387,204917.0,16198937.0
2018-10-29,12550,12900,11600,11950,316336,193577.0,16198937.0
2018-10-30,11700,12550,11550,12450,158413,201677.0,16198937.0
2018-10-31,12550,13400,12250,13150,171335,213016.0,16198937.0
2018-11-01,13200,13600,12000,12350,676939,200057.0,16198937.0
2018-11-02,12700,13000,12550,13000,338718,210586.0,16198937.0
2018-11-05,13000,13750,12700,13450,322167,217876.0,16198937.0
2018-11-06,13400,13850,13250,13550,287548,219496.0,16198937.0
2018-11-07,13650,13900,13050,13050,222579,211396.0,16198937.0
2018-11-08,13350,13450,13050,13200,126729,213826.0,16198937.0
2018-11-09,13100,13150,12400,13000,174645,210586.0,16198937.0
2018-11-12,12800,13050,12400,12500,160947,202487.0,16198937.0
2018-11-13,12100,12800,12000,12650,180302,204917.0,16198937.0
2018-11-14,12650,13050,12600,12650,114132,204917.0,16198937.0
2018-11-15,12850,13250,12550,13200,121908,213826.0,16198937.0
2018-11-16,13400,13500,13000,13350,169217,216256.0,16198937.0
2018-11-19,13500,13500,13000,13100,140290,212206.0,16198937.0
2018-11-20,12700,13100,12600,12700,106407,205726.0,16198937.0
2018-11-21,12500,12800,12150,12750,131814,206536.0,16198937.0
2018-11-22,12750,12750,12350,12550,73998,203297.0,16198937.0
2018-11-23,12550,12700,12400,12500,51363,202487.0,16198937.0
2018-11-26,12400,12750,12350,12650,62757,204917.0,16198937.0
2018-11-27,12700,12800,12300,12450,115679,201677.0,16198937.0
2018-11-28,12400,12550,12200,12350,115740,200057.0,16198937.0
2018-11-29,12400,12750,12250,12350,126992,200057.0,16198937.0
2018-11-30,12200,12550,12200,12400,60408,200867.0,16198937.0
2018-12-03,12650,13000,12550,12750,195817,206536.0,16198937.0
2018-12-04,12750,12800,12400,12450,68418,201677.0,16198937.0
2018-12-05,12200,12500,12150,12250,104413,198437.0,16198937.0
2018-12-06,12250,12450,11500,11850,258714,191957.0,16198937.0
2018-12-07,11750,11950,11100,11200,197319,181428.0,16198937.0
2018-12-10,11100,11150,10700,10700,129241,173329.0,16198937.0
2018-12-11,10700,10800,10400,10400,101460,168469.0,16198937.0
2018-12-12,10400,11000,10400,10900,75320,176568.0,16198937.0
2018-12-13,10800,11700,10800,11300,146196,183048.0,16198937.0
2018-12-14,11300,11450,10900,11050,45862,178998.0,16198937.0
2018-12-17,10950,11100,10450,10550,95978,170899.0,16198937.0
2018-12-18,10500,10750,10100,10400,147706,168469.0,16198937.0
2018-12-19,10300,11050,10100,10700,213393,173329.0,16198937.0
2018-12-20,10600,11350,10600,10950,159116,177378.0,16198937.0
2018-12-21,10850,11250,10800,11250,141082,182238.0,16198937.0
2018-12-24,11250,11550,11000,11300,149412,183048.0,16198937.0
2018-12-26,11300,11300,10800,11200,102933,181428.0,16198937.0
2018-12-27,11150,11550,11100,11200,120773,181428.0,16198937.0
2018-12-28,11200,11600,11100,11400,89645,184668.0,16198937.0
2019-01-02,11500,11700,11200,11500,140774,186288.0,16198937.0
2019-01-03,11750,11750,11400,11400,106117,184668.0,16198937.0
2019-01-04,11300,12400,11250,12400,307936,200867.0,16198937.0
2019-01-07,12450,12750,12350,12500,108702,202487.0,16198937.0
2019-01-08,12500,12750,12450,12500,33033,202487.0,16198937.0
2019-01-09,12650,12900,12250,12500,116455,202487.0,16198937.0
2019-01-10,12550,12700,12400,12550,86576,203297.0,16198937.0
2019-01-11,12550,12800,12450,12700,58148,205726.0,16198937.0
2019-01-14,12800,12950,12500,12550,53416,203297.0,16198937.0
2019-01-15,12450,12650,12450,12650,56461,204917.0,16198937.0
2019-01-16,12650,13200,12600,13100,121327,212206.0,16198937.0
2019-01-17,13200,13200,12850,12850,50902,208156.0,16198937.0
2019-01-18,12800,13050,12750,13000,74636,210586.0,16198937.0
2019-01-21,13150,13150,12800,13100,59839,212206.0,16198937.0
2019-01-22,13150,13200,12900,13100,49346,212206.0,16198937.0
2019-01-23,12900,13500,12900,13400,100527,217066.0,16198937.0
2019-01-24,13300,14100,13200,13900,145074,225165.0,16198937.0
2019-01-25,13950,14000,13650,13900,49758,225165.0,16198937.0
2019-01-28,13800,13900,13400,13600,59825,220306.0,16198937.0
2019-01-29,13600,13850,13250,13700,59699,221925.0,16198937.0
2019-01-30,13700,13800,13450,13550,40594,219496.0,16198937.0
2019-01-31,13550,13900,13400,13600,50620,220306.0,16198937.0
2019-02-01,13600,13700,13200,13600,76683,220306.0,16198937.0
2019-02-07,13600,13750,13450,13550,26267,219496.0,16198937.0
2019-02-08,13600,14900,13500,14500,232106,234885.0,16198937.0
2019-02-11,14800,14950,14150,14350,133196,232455.0,16198937.0
2019-02-12,14300,14500,14150,14350,48000,232455.0,16198937.0
2019-02-13,14450,14550,13300,13750,210599,222735.0,16198937.0
2019-02-14,13650,14000,13600,13850,83311,224355.0,16198937.0
2019-02-15,13750,13850,12950,13050,179829,211396.0,16198937.0
2019-02-18,13100,13650,12950,13400,186214,217066.0,16198937.0
2019-02-19,13400,13650,13150,13550,96824,219496.0,16198937.0
2019-02-20,13500,13550,13050,13100,142349,212206.0,16198937.0
2019-02-21,13200,13500,13000,13300,72820,215446.0,16198937.0
2019-02-22,13200,13750,13150,13600,74530,220306.0,16198937.0
2019-02-25,13600,13600,13100,13250,65899,214636.0,16198937.0
2019-02-26,13250,13400,13050,13250,65757,214636.0,16198937.0
2019-02-27,13350,14550,13150,14500,461238,234885.0,16198937.0
2019-02-28,14650,15350,14300,14300,780931,231645.0,16198937.0
2019-03-04,14800,15750,14650,15500,654664,251084.0,16198937.0
2019-03-05,15400,16950,15400,16900,1011493,273762.0,16198937.0
2019-03-06,17400,18450,17050,17450,1273268,282671.0,16198937.0
2019-03-07,17600,19450,17500,19450,979356,315069.0,16198937.0
2019-03-08,19700,19950,18550,19450,658470,315069.0,16198937.0
2019-03-11,19450,20250,19000,20000,483746,323979.0,16198937.0
2019-03-12,19950,21900,19700,21550,626228,349087.0,16198937.0
2019-03-13,21400,24350,21350,23450,1068768,379865.0,16198937.0
2019-03-14,23600,24650,23200,23950,488762,387965.0,16198937.0
2019-03-15,23800,25250,22400,24050,452030,389584.0,16198937.0
2019-03-18,24250,24250,22250,23500,475398,380675.0,16198937.0
2019-03-19,23450,25750,23050,24950,495970,404163.0,16198937.0
2019-03-20,25200,25500,23000,24050,506696,389584.0,16198937.0
2019-03-21,24050,24350,22900,22900,268516,370956.0,16198937.0
2019-03-22,22250,23800,22200,23350,299136,378245.0,16198937.0
2019-03-25,22600,24350,22500,23200,279355,375815.0,16198937.0
2019-03-26,23000,24000,22700,23650,280265,383105.0,16198937.0
2019-03-27,23450,25000,23200,24500,288748,396874.0,16198937.0
2019-03-28,24550,25250,22700,23000,378009,372576.0,16198937.0
2019-03-29,23100,23500,22350,22900,170921,370956.0,16198937.0
2019-04-01,22950,24250,22750,22950,168724,371766.0,16198937.0
2019-04-02,23100,23700,22350,23550,215322,381485.0,16198937.0
2019-04-03,23550,24300,22650,23100,232146,374195.0,16198937.0
2019-04-04,23300,25100,22950,25100,359211,406593.0,16198937.0
2019-04-05,25100,25450,24550,24700,237860,400114.0,16198937.0
2019-04-08,24700,29000,23800,27950,744116,452760.0,16198937.0
2019-04-09,27850,28100,24050,24950,779769,404163.0,16198937.0
2019-04-10,24950,27150,24950,26000,739148,421172.0,16198937.0
2019-04-11,26450,27900,26000,27400,432335,443851.0,16198937.0
2019-04-12,27700,30300,26800,29300,501252,474629.0,16198937.0
2019-04-15,28750,28900,27500,28150,239361,456000.0,16198937.0
2019-04-16,28200,28500,27000,27500,134220,445471.0,16198937.0
2019-04-17,27500,28400,26900,27700,113840,448711.0,16198937.0
2019-04-18,27550,28900,27300,28650,212190,464100.0,16198937.0
2019-04-19,28950,30250,28650,29000,266714,469769.0,16198937.0
2019-04-22,29000,29550,28000,28600,124276,463290.0,16198937.0
2019-04-23,28750,28750,26800,27850,217445,451140.0,16198937.0
2019-04-24,27850,28500,27450,27650,161151,447901.0,16198937.0
2019-04-25,27650,28300,26250,27850,241596,451140.0,16198937.0
2019-04-26,27550,27800,26800,27000,137535,437371.0,16198937.0
2019-04-29,26950,28650,26800,28000,205666,453570.0,16198937.0
2019-04-30,28000,33750,28000,32700,1103082,529705.0,16198937.0
2019-05-02,33000,35400,32400,35300,423402,571822.0,16198937.0
2019-05-03,34750,35300,33000,34150,347595,553194.0,16198937.0
2019-05-07,33600,33850,32000,32850,307055,532135.0,16198937.0
2019-05-08,32450,33750,32000,32250,226172,522416.0,16198937.0
2019-05-09,32400,33900,31350,31700,307783,513506.0,16198937.0
2019-05-10,31700,34000,31700,33950,401242,549954.0,16198937.0
2019-05-13,33550,36350,33550,34850,474999,564533.0,16198937.0
2019-05-14,34400,36000,33200,34900,305443,565343.0,16198937.0
2019-05-15,35350,37300,35300,37050,346090,600171.0,16198937.0
2019-05-16,37300,37350,35000,36100,272658,584782.0,16198937.0
2019-05-17,36350,38700,36050,37300,295255,604220.0,16198937.0
2019-05-20,38450,40350,37200,38500,544736,623659.0,16198937.0
2019-05-21,38600,39000,37000,37050,271067,600171.0,16198937.0
2019-05-22,37550,39250,37350,38500,265050,623659.0,16198937.0
2019-05-23,38500,39200,37950,39150,180101,634188.0,16198937.0
2019-05-24,38650,39850,37800,38350,193902,621229.0,16198937.0
2019-05-27,38800,39350,37600,38100,191229,617179.0,16198937.0
2019-05-28,37800,39150,37800,38600,193908,625279.0,16198937.0
2019-05-29,38150,39100,38100,38600,119668,625279.0,16198937.0
2019-05-30,38800,39600,36250,38400,244688,622039.0,16198937.0
2019-05-31,38600,44800,38600,41600,1205783,673876.0,16198937.0
2019-06-03,41300,43900,41300,43000,318791,696554.0,16198937.0
2019-06-04,43050,43450,41500,41600,216823,673876.0,16198937.0
2019-06-05,42200,42900,41200,42400,148570,686835.0,16198937.0
2019-06-07,43000,43000,41600,42100,135377,681975.0,16198937.0
2019-06-10,42400,42550,40600,41650,153402,674686.0,16198937.0
2019-06-11,41900,41950,39750,40100,249933,649577.0,16198937.0
2019-06-12,40350,40500,37300,39350,406917,637428.0,16198937.0
2019-06-13,40300,40450,38400,39300,248403,636618.0,16198937.0
2019-06-14,39350,41100,39150,39600,198030,641478.0,16198937.0
2019-06-17,39600,39750,37700,38400,204859,622039.0,16198937.0
2019-06-18,38000,39050,37150,37500,187451,607460.0,16198937.0
2019-06-19,37900,38200,35750,37450,249817,606650.0,16198937.0
2019-06-20,37450,39300,37450,39050,153989,632568.0,16198937.0
2019-06-21,39250,39250,35500,36600,661999,592881.0,16198937.0
2019-06-24,36800,37500,35750,36000,177424,583162.0,16198937.0
2019-06-25,36500,37300,35600,36100,241740,584782.0,16198937.0
2019-06-26,36150,36750,35750,36700,109507,594501.0,16198937.0
2019-06-27,37150,37250,35700,36750,164767,595311.0,16198937.0
2019-06-28,36750,37150,35750,36100,126813,584782.0,16198937.0
2019-07-01,35900,36500,30400,30400,809635,492448.0,16198937.0
2019-07-02,30250,32900,30250,31750,480833,514316.0,16198937.0
2019-07-03,31950,32750,30400,31950,234920,517556.0,16198937.0
2019-07-04,32350,32550,30750,31000,179121,502167.0,16198937.0
2019-07-05,31000,32750,31000,32600,217704,528085.0,16198937.0
2019-07-08,32700,32700,30350,30450,243788,493258.0,16198937.0
2019-07-09,30500,31300,29550,30400,216539,492448.0,16198937.0
2019-07-10,30650,32300,30650,31500,172321,510267.0,16198937.0
2019-07-11,32000,32000,30650,31600,145346,511886.0,16198937.0
2019-07-12,32000,32500,31250,31500,115403,510267.0,16198937.0
2019-07-15,31500,31500,30400,30700,143306,497307.0,16198937.0
2019-07-16,30750,31150,29100,29750,222686,481918.0,16198937.0
2019-07-17,29800,30300,28450,29350,194660,475439.0,16198937.0
2019-07-18,29350,29850,28550,29700,184454,481108.0,16198937.0
2019-07-19,29900,31400,29350,30700,169817,497307.0,16198937.0
2019-07-22,30400,30900,29800,30700,93716,497307.0,16198937.0
2019-07-23,30800,30800,29750,29800,123587,482728.0,16198937.0
2019-07-24,30100,31050,29550,29550,120118,478679.0,16198937.0
2019-07-25,29850,30100,28400,28950,133001,468959.0,16198937.0
2019-07-26,28600,29600,27300,28650,267243,464100.0,16198937.0
2019-07-29,28100,28550,26000,26000,346243,421172.0,16198937.0
2019-07-30,26450,27150,26100,27000,274608,437371.0,16198937.0
2019-07-31,26500,28150,24550,27500,347777,445471.0,16198937.0
2019-08-01,27500,28700,26600,26850,172801,434941.0,16198937.0
2019-08-02,26050,29200,25100,28000,225993,453570.0,16198937.0
2019-08-05,27600,28450,26200,26200,176664,424412.0,16198937.0
2019-08-06,24800,28850,24750,26900,475003,435751.0,16198937.0
2019-08-07,27650,29200,27100,28200,282033,456810.0,16198937.0
2019-08-08,28800,28800,26500,27850,482644,451140.0,16198937.0
2019-08-09,27950,28450,27450,28000,204190,453570.0,16198937.0
2019-08-12,28100,28100,26650,26800,189271,434132.0,16198937.0
2019-08-13,26750,27500,26000,26050,166722,421982.0,16198937.0
2019-08-14,26300,26750,25850,25950,114946,420362.0,16198937.0
2019-08-16,25650,26700,24950,26500,166441,429272.0,16198937.0
2019-08-19,26950,26950,25950,26750,103354,433322.0,16198937.0
2019-08-20,26850,29500,26450,29350,335216,475439.0,16198937.0
2019-08-21,29200,30150,28200,28550,238124,462480.0,16198937.0
2019-08-22,28550,30100,28300,29550,292131,478679.0,16198937.0
2019-08-23,29350,29500,28300,28550,248972,462480.0,16198937.0
2019-08-26,27600,28250,27200,27500,231404,445471.0,16198937.0
2019-08-27,27950,28300,26700,27000,105448,437371.0,16198937.0
2019-08-28,26950,27800,26400,27300,157403,442231.0,16198937.0
2019-08-29,27450,27650,26650,27200,75870,440611.0,16198937.0
2019-08-30,27700,27800,26500,27250,173252,441421.0,16198937.0
2019-09-02,27100,29550,27050,28500,300977,461670.0,16198937.0
2019-09-03,28800,29150,28000,28200,167492,456810.0,16198937.0
2019-09-04,28050,29850,27350,29350,252819,475439.0,16198937.0
2019-09-05,29750,30500,28650,29000,327697,469769.0,16198937.0
2019-09-06,29700,29800,28750,29050,116320,470579.0,16198937.0
2019-09-09,28850,29400,28250,29000,155948,469769.0,16198937.0
2019-09-10,29300,29400,28200,28550,96383,462480.0,16198937.0
2019-09-11,28600,28600,27750,28350,136246,459240.0,16198937.0
2019-09-16,28450,28500,27400,27850,151104,451140.0,16198937.0
2019-09-17,27850,29550,27600,29250,201463,473819.0,16198937.0
2019-09-18,29500,30800,29200,30500,394262,494068.0,16198937.0
2019-09-19,30900,31150,30050,30300,171291,490828.0,16198937.0
2019-09-20,30850,30850,30000,30700,125814,497307.0,16198937.0
2019-09-23,30400,30600,29450,29550,189798,478679.0,16198937.0
2019-09-24,29500,29800,28800,29200,150618,473009.0,16198937.0
2019-09-25,29250,29550,28000,28350,168339,459240.0,16198937.0
2019-09-26,28550,29050,28200,28800,112069,466529.0,16198937.0
2019-09-27,28550,28800,28150,28400,91428,460050.0,16198937.0
2019-09-30,28250,29750,28150,29750,154772,481918.0,16198937.0
2019-10-01,29900,30600,29400,30000,212701,485968.0,16198937.0
2019-10-02,29600,30650,29300,29650,181887,480298.0,16198937.0
2019-10-04,29650,29900,28750,29300,96217,474629.0,16198937.0
2019-10-07,29300,29600,28700,28900,78640,,
