옵트론텍(082210),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-10-17,4732,4804,4394,4806,32779,12237.0,12298180.0
2008-10-20,4878,4878,4443,4710,25774,11991.0,12298180.0
2008-10-21,4661,4829,4347,4589,34124,11683.0,12298180.0
2008-10-22,4708,4708,4225,4492,55212,11437.0,12298180.0
2008-10-23,4492,4492,3986,3985,18832,10146.0,12298180.0
2008-10-24,3985,3985,3405,3406,126551,8670.0,12298180.0
2008-10-27,3357,3357,2897,2995,59813,7625.0,12298180.0
2008-10-28,3356,3380,2800,3188,36780,8117.0,12298180.0
2008-10-29,3428,3646,2946,3647,122610,9285.0,12298180.0
2008-10-30,4032,4176,3597,4178,117743,10638.0,12298180.0
2008-10-31,4178,4178,3768,3985,123556,10146.0,12298180.0
2008-11-03,4057,4347,3864,3864,116297,9839.0,12298180.0
2008-11-04,3960,4105,3767,3961,43618,10085.0,12298180.0
2008-11-05,3863,4226,3863,3961,92738,10085.0,12298180.0
2008-11-06,3887,4032,3427,3429,32484,8732.0,12298180.0
2008-11-07,3477,3888,3114,3720,21830,9470.0,12298180.0
2008-11-10,3839,3960,3646,3767,9176,11598.0,14869610.0
2008-11-11,3766,3814,3427,3526,24054,10855.0,14869610.0
2008-11-12,3598,3598,3381,3550,12822,10929.0,14869610.0
2008-11-13,3549,3549,3235,3526,9678,10855.0,14869610.0
2008-11-14,3550,3622,3236,3453,34105,10632.0,14869610.0
2008-11-17,3356,3524,3356,3429,21024,10557.0,14869610.0
2008-11-18,3358,3502,3285,3333,3894,10260.0,14869610.0
2008-11-19,3381,3428,3163,3163,27009,9740.0,14869610.0
2008-11-20,3333,3333,2705,2898,75759,8922.0,14869610.0
2008-11-21,2946,3333,2801,3260,41503,10037.0,14869610.0
2008-11-24,3309,3672,3140,3381,11494,10409.0,14869610.0
2008-11-25,3381,3525,3139,3309,20427,10186.0,14869610.0
2008-11-26,3382,3599,3140,3381,75252,10409.0,14869610.0
2008-11-27,3574,3574,3284,3453,7633,10632.0,14869610.0
2008-11-28,3476,3549,3259,3526,37355,10855.0,14869610.0
2008-12-01,3598,3646,3381,3623,37226,11152.0,14869610.0
2008-12-02,3622,3622,3622,3623,0,11152.0,14869610.0
2008-12-03,3622,3622,3622,3623,0,,
2008-12-04,3623,3840,3092,3381,142791,10409.0,14869610.0
2008-12-05,3381,3381,3139,3309,25078,10186.0,14869610.0
2008-12-08,3380,3380,3186,3188,183826,9814.0,14869610.0
2008-12-09,3187,3260,3139,3163,57611,9740.0,14869610.0
2008-12-10,3381,3381,3043,3260,49022,10037.0,14869610.0
2008-12-11,3138,3259,3066,3212,49904,9888.0,14869610.0
2008-12-12,3211,3622,3091,3550,39779,10929.0,14869610.0
2008-12-15,3525,3574,3139,3550,88898,10929.0,14869610.0
2008-12-16,3382,3478,3285,3333,8032,10260.0,14869610.0
2008-12-17,3284,3428,3115,3260,27344,10037.0,14869610.0
2008-12-18,3283,3283,3090,3212,19685,9888.0,14869610.0
2008-12-19,3236,3236,2946,3068,23332,9442.0,14869610.0
2008-12-22,3067,3139,2898,3139,17763,9665.0,14869610.0
2008-12-23,3162,3186,3114,3188,12614,9814.0,14869610.0
2008-12-24,3357,3357,3211,3260,2803,10037.0,14869610.0
2008-12-26,3260,3260,3091,3092,5902,9517.0,14869610.0
2008-12-29,3019,3091,3019,3092,374,9517.0,14869610.0
2008-12-30,3139,3381,3043,3357,13253,10334.0,14869610.0
2009-01-02,3357,3622,3067,3550,10086,10929.0,14869610.0
2009-01-05,3500,3597,3235,3526,14859,10855.0,14869610.0
2009-01-06,3525,4009,3381,3864,2197330,11896.0,14869610.0
2009-01-07,3864,3864,3478,3671,505494,11301.0,14869610.0
2009-01-08,3525,3622,3284,3623,380745,11152.0,14869610.0
2009-01-09,3671,3671,3428,3647,146273,11227.0,14869610.0
2009-01-12,3452,3621,3452,3526,120435,10855.0,14869610.0
2009-01-13,3525,3622,3477,3477,115073,10706.0,14869610.0
2009-01-14,3500,3597,3307,3429,91849,10557.0,14869610.0
2009-01-15,3477,3477,3043,3236,75124,9963.0,14869610.0
2009-01-16,3382,3382,3140,3381,50275,10409.0,14869610.0
2009-01-19,3261,3406,3261,3333,70007,10260.0,14869610.0
2009-01-20,3381,3381,3236,3285,25897,10111.0,14869610.0
2009-01-21,3284,3284,3139,3139,26954,9665.0,14869610.0
2009-01-22,3260,3260,3139,3139,13371,9665.0,14869610.0
2009-01-23,3188,3188,2730,2946,42504,9070.0,14869610.0
2009-01-28,2849,3091,2849,3092,26350,9517.0,14869610.0
2009-01-29,3067,3187,2994,3068,61516,9442.0,14869610.0
2009-01-30,3116,3116,2923,3043,16382,9368.0,14869610.0
2009-02-02,3115,3477,3043,3477,722263,10706.0,14869610.0
2009-02-03,3622,3888,3357,3477,1029363,10706.0,14869610.0
2009-02-04,3501,3646,3308,3647,355641,11227.0,14869610.0
2009-02-05,4129,4129,3743,3864,1031023,11896.0,14869610.0
2009-02-06,3863,3888,3598,3720,357177,11450.0,14869610.0
2009-02-09,3718,3718,3427,3502,354177,10780.0,14869610.0
2009-02-10,3501,3743,3453,3720,248137,11450.0,14869610.0
2009-02-11,3476,3621,3452,3502,200094,10780.0,14869610.0
2009-02-12,3477,3501,3115,3260,384602,10037.0,14869610.0
2009-02-13,3260,3260,3260,3260,0,10037.0,14869610.0
2009-02-16,3260,3260,3260,3260,0,,
2009-02-17,3260,3260,3260,3260,0,,
2009-02-18,3260,3260,3260,3260,0,,
2009-02-19,3260,3260,3260,3260,0,,
2009-02-20,3260,3260,3260,3260,0,,
2009-02-23,3260,3260,3260,3260,0,,
2009-02-24,3260,3260,3260,3260,0,,
2009-02-25,3260,3260,3260,3260,0,,
2009-02-26,3260,3260,3260,3260,0,,
2009-02-27,3260,3260,3260,3260,0,,
2009-03-02,3260,3260,3260,3260,0,,
2009-03-03,3260,3260,3260,3260,0,,
2009-03-04,3260,3260,3260,3260,0,,
2009-03-05,3260,3260,3260,3260,0,,
2009-03-06,3260,3260,3260,3260,0,,
2009-03-09,3260,3260,3260,3260,0,,
2009-03-10,3260,3260,3260,3260,0,,
2009-03-11,3260,3260,3260,3260,0,,
2009-03-12,3260,3260,3260,3260,0,,
2009-03-13,3260,3749,2883,3167,461999,45841.0,13482665.0
2009-03-16,3027,3218,2943,3055,126954,44223.0,13482665.0
2009-03-17,3114,3114,2937,3051,63572,44156.0,13482665.0
2009-03-18,3074,3237,2994,3209,65357,46448.0,13482665.0
2009-03-19,3250,3389,3110,3116,63049,45100.0,13482665.0
2009-03-20,3166,3166,2998,3116,18884,45100.0,13482665.0
2009-03-23,3059,3492,2989,3298,104839,47729.0,13482665.0
2009-03-24,3390,3791,3362,3791,2034569,54874.0,13482665.0
2009-03-25,3982,4271,3814,3968,1080086,57436.0,13482665.0
2009-03-26,3968,4285,3749,4159,493955,60200.0,13482665.0
2009-03-27,4209,4353,3818,4048,395652,58582.0,13482665.0
2009-03-30,4047,4061,3768,3819,160792,55279.0,13482665.0
2009-03-31,3819,4392,3772,4392,1052036,63571.0,13482665.0
2009-04-01,4554,4610,4195,4388,763841,63503.0,13482665.0
2009-04-02,4387,4457,4252,4415,322150,63908.0,13482665.0
2009-04-03,4392,4890,4285,4788,673539,69301.0,13482665.0
2009-04-06,4908,5066,4703,4714,665348,68222.0,13482665.0
2009-04-07,4676,4871,4629,4760,368347,68896.0,13482665.0
2009-04-08,4824,4945,4656,4835,741893,69975.0,13482665.0
2009-04-09,4909,5281,4797,4974,869998,71997.0,13482665.0
2009-04-10,5159,5159,4768,4928,515268,71323.0,13482665.0
2009-04-13,4936,5439,4796,5310,1277605,76851.0,13482665.0
2009-04-14,5308,5467,5066,5338,769833,77256.0,13482665.0
2009-04-15,5384,6129,5365,5850,1819307,84671.0,13482665.0
2009-04-16,5867,5998,5308,5366,839540,77660.0,13482665.0
2009-04-17,5524,5524,4778,5207,498875,75368.0,13482665.0
2009-04-20,5196,5346,4787,5338,203457,77256.0,13482665.0
2009-04-21,5170,5449,5170,5328,323841,77121.0,13482665.0
2009-04-22,5365,5673,5291,5645,564190,81705.0,13482665.0
2009-04-23,5738,5738,5449,5589,453895,80896.0,13482665.0
2009-04-24,5589,5654,5179,5263,244138,76177.0,13482665.0
2009-04-27,5263,5365,5076,5170,243864,74829.0,13482665.0
2009-04-28,5309,5486,4750,4769,643580,69031.0,13482665.0
2009-04-29,4777,5047,4777,5049,192478,73076.0,13482665.0
2009-04-30,5029,5280,5019,5021,260167,72672.0,13482665.0
2009-05-04,5048,5104,4927,5030,191096,72806.0,13482665.0
2009-05-06,5095,5309,4983,5114,306305,74020.0,13482665.0
2009-05-07,5224,5224,4731,4891,411425,70784.0,13482665.0
2009-05-08,4890,4918,4517,4769,318241,69031.0,13482665.0
2009-05-11,4797,4843,4550,4676,230840,67683.0,13482665.0
2009-05-12,4591,4833,4591,4835,158324,69975.0,13482665.0
2009-05-13,4842,5243,4749,5077,372546,73481.0,13482665.0
2009-05-14,5030,5374,4918,5347,718064,77390.0,13482665.0
2009-05-15,5355,5439,5150,5310,500499,76851.0,13482665.0
2009-05-18,5224,5308,5066,5254,205846,76042.0,13482665.0
2009-05-19,5374,5402,5123,5291,297443,76582.0,13482665.0
2009-05-20,5337,5635,5309,5533,1223982,80087.0,13482665.0
2009-05-21,5579,5579,5151,5179,465679,74964.0,13482665.0
2009-05-22,5002,5067,4760,4825,340138,69840.0,13482665.0
2009-05-25,4825,4946,4359,4732,279133,68492.0,13482665.0
2009-05-26,4805,4805,4475,4658,263934,67413.0,13482665.0
2009-05-27,4740,4796,4470,4630,157628,67009.0,13482665.0
2009-05-28,4582,4582,4097,4369,152203,63234.0,13482665.0
2009-05-29,4303,4364,4145,4229,164926,61211.0,13482665.0
2009-06-01,4274,4335,4144,4276,77723,61885.0,13482665.0
2009-06-02,4480,4573,4368,4555,163934,65930.0,13482665.0
2009-06-03,4395,4502,4312,4397,164926,63638.0,13482665.0
2009-06-04,4391,4391,4088,4099,145549,59324.0,13482665.0
2009-06-05,4148,4400,4023,4388,150511,63503.0,13482665.0
2009-06-08,4387,4387,4285,4336,44674,62762.0,13482665.0
2009-06-09,3912,4452,3912,4285,561368,62020.0,13482665.0
2009-06-10,4285,4466,4285,4462,122602,64582.0,13482665.0
2009-06-11,4480,4597,4462,4555,139311,65930.0,13482665.0
2009-06-12,4554,4642,4423,4537,279241,65661.0,13482665.0
2009-06-15,4601,4909,4485,4881,500534,70649.0,13482665.0
2009-06-16,4825,4983,4713,4909,371330,71054.0,13482665.0
2009-06-17,4909,5020,4601,4653,448154,67346.0,13482665.0
2009-06-18,4657,4704,4508,4611,252395,66739.0,13482665.0
2009-06-19,4656,4749,4349,4602,219759,66604.0,13482665.0
2009-06-22,4559,4704,4434,4490,261266,64986.0,13482665.0
2009-06-23,4480,4585,4210,4300,136775,57975.0,13482665.0
2009-06-24,4320,4450,4150,4210,130812,56762.0,13482665.0
2009-06-25,4210,4450,4190,4375,97746,58987.0,13482665.0
2009-06-26,4395,4560,4240,4470,71873,60268.0,13482665.0
2009-06-29,4500,4500,4250,4250,61472,57301.0,13482665.0
2009-06-30,4255,4475,4235,4475,160619,60335.0,13482665.0
2009-07-01,4480,4550,4400,4530,75929,61076.0,13482665.0
2009-07-02,4560,4560,4430,4485,44398,60470.0,13482665.0
2009-07-03,4350,4470,4300,4375,72301,58987.0,13482665.0
2009-07-06,4375,4430,4170,4180,99231,56358.0,13482665.0
2009-07-07,4210,4340,4170,4335,90258,58447.0,13482665.0
2009-07-08,4350,4350,4210,4300,35849,57975.0,13482665.0
2009-07-09,4345,4550,4050,4240,225146,57166.0,13482665.0
2009-07-10,4255,4310,4150,4180,31414,56358.0,13482665.0
2009-07-13,4180,4180,3950,3950,98982,53257.0,13482665.0
2009-07-14,4000,4185,3960,4165,207041,56155.0,13482665.0
2009-07-15,4110,4310,4110,4270,161163,57571.0,13482665.0
2009-07-16,4200,4200,3750,3795,189268,51167.0,13482665.0
2009-07-17,3770,3885,3570,3700,133348,49886.0,13482665.0
2009-07-20,3735,3770,3645,3700,90317,49886.0,13482665.0
2009-07-21,3725,3840,3720,3800,56713,51234.0,13482665.0
2009-07-22,3800,3850,3480,3620,195701,48807.0,13482665.0
2009-07-23,3625,3685,3550,3610,53499,48672.0,13482665.0
2009-07-24,3610,3750,3560,3670,71941,49481.0,13482665.0
2009-07-27,3610,3740,3610,3670,70730,49481.0,13482665.0
2009-07-28,3690,4200,3690,3880,418578,52313.0,13482665.0
2009-07-29,4000,4000,3835,3915,121674,52785.0,13482665.0
2009-07-30,3985,4000,3825,4000,66843,53931.0,13482665.0
2009-07-31,4000,4095,3820,3985,58899,53728.0,13482665.0
2009-08-03,3985,4010,3860,3870,98866,52178.0,13482665.0
2009-08-04,3910,3945,3690,3700,88973,49886.0,13482665.0
2009-08-05,3550,3740,3540,3735,250425,50358.0,13482665.0
2009-08-06,3730,3825,3645,3780,109201,50964.0,13482665.0
2009-08-07,3760,4020,3710,3800,577308,64534.0,16982665.0
2009-08-10,3850,3900,3730,3735,178173,63430.0,16982665.0
2009-08-11,3700,3780,3600,3690,159426,62666.0,16982665.0
2009-08-12,3700,3790,3640,3745,93894,63600.0,16982665.0
2009-08-13,3745,3930,3710,3900,245700,66232.0,16982665.0
2009-08-14,3940,4160,3860,3955,518932,67166.0,16982665.0
2009-08-17,3955,3955,3710,3800,149434,64534.0,16982665.0
2009-08-18,3795,3795,3590,3750,225423,63685.0,16982665.0
2009-08-19,3700,3750,3610,3700,98004,62836.0,16982665.0
2009-08-20,3690,3740,3560,3595,126418,61053.0,16982665.0
2009-08-21,3600,3640,3340,3400,173171,57741.0,16982665.0
2009-08-24,3400,3500,3265,3265,158114,55448.0,16982665.0
2009-08-25,3270,3395,3005,3010,415636,51118.0,16982665.0
2009-08-26,3100,3230,3005,3230,196008,54854.0,16982665.0
2009-08-27,3230,3290,3100,3220,136853,54684.0,16982665.0
2009-08-28,3220,3220,3075,3130,141720,53156.0,16982665.0
2009-08-31,3130,3175,3050,3120,66534,52986.0,16982665.0
2009-09-01,3180,3300,3100,3300,103475,56043.0,16982665.0
2009-09-02,3280,3350,3155,3220,108421,54684.0,16982665.0
2009-09-03,3220,3295,3100,3125,106695,53071.0,16982665.0
2009-09-04,3175,3175,3070,3120,79440,52986.0,16982665.0
2009-09-07,3100,3385,3070,3385,210758,57486.0,16982665.0
2009-09-08,3460,3760,3450,3615,514795,61392.0,16982665.0
2009-09-09,3640,3640,3390,3540,169318,60119.0,16982665.0
2009-09-10,3610,3825,3515,3745,344269,63600.0,16982665.0
2009-09-11,3790,3825,3575,3710,251227,63006.0,16982665.0
2009-09-14,3740,3860,3550,3550,220683,60288.0,16982665.0
2009-09-15,3645,3700,3550,3655,186838,62072.0,16982665.0
2009-09-16,3725,3735,3530,3650,185954,61987.0,16982665.0
2009-09-17,3700,3820,3580,3760,408897,63855.0,16982665.0
2009-09-18,3800,3920,3780,3800,299742,64534.0,16982665.0
2009-09-21,3840,3845,3710,3720,164644,63176.0,16982665.0
2009-09-22,3720,3950,3720,3925,362174,66657.0,16982665.0
2009-09-23,3945,3990,3860,3905,220194,66317.0,16982665.0
2009-09-24,3940,3940,3750,3780,156281,64194.0,16982665.0
2009-09-25,3705,3815,3610,3780,82787,64194.0,16982665.0
2009-09-28,3725,4060,3725,4020,494689,68270.0,16982665.0
2009-09-29,4200,4445,3930,4000,1020330,67931.0,16982665.0
2009-09-30,4015,4325,3930,4080,1615416,69289.0,16982665.0
2009-10-01,4110,4170,3805,3920,274007,66572.0,16982665.0
2009-10-05,3950,3950,3680,3705,299190,62921.0,16982665.0
2009-10-06,3750,3760,3620,3700,218069,62836.0,16982665.0
2009-10-07,3700,3835,3670,3750,140323,63685.0,16982665.0
2009-10-08,3750,3820,3655,3750,95649,63685.0,16982665.0
2009-10-09,3790,3850,3725,3805,108839,64619.0,16982665.0
2009-10-12,3795,4005,3795,3970,289812,67421.0,16982665.0
2009-10-13,4000,4110,3930,4030,432738,68440.0,16982665.0
2009-10-14,4030,4080,3955,3960,193206,67251.0,16982665.0
2009-10-15,4005,4145,3970,4065,312590,69035.0,16982665.0
2009-10-16,4100,4165,3900,3930,221828,66742.0,16982665.0
2009-10-19,3930,3945,3820,3920,102655,66572.0,16982665.0
2009-10-20,3915,3920,3790,3835,115371,65129.0,16982665.0
2009-10-21,3805,3985,3805,3910,88516,66402.0,16982665.0
2009-10-22,3860,3975,3500,3795,87293,64449.0,16982665.0
2009-10-23,3810,3840,3700,3740,97403,63515.0,16982665.0
2009-10-26,3700,3825,3650,3760,72805,63855.0,16982665.0
2009-10-27,3845,3845,3700,3815,62333,64789.0,16982665.0
2009-10-28,3760,3895,3530,3650,107009,61987.0,16982665.0
2009-10-29,3645,3645,3500,3615,70159,61392.0,16982665.0
2009-10-30,3630,3795,3610,3770,101858,64025.0,16982665.0
2009-11-02,3675,3755,3630,3725,111747,63260.0,16982665.0
2009-11-03,3775,3775,3535,3535,126562,60034.0,16982665.0
2009-11-04,3595,3725,3535,3690,114535,62666.0,16982665.0
2009-11-05,3750,3905,3720,3800,311748,64534.0,16982665.0
2009-11-06,3910,3910,3775,3830,79013,65044.0,16982665.0
2009-11-09,3820,3820,3670,3725,85026,63260.0,16982665.0
2009-11-10,3725,3775,3600,3600,127429,61138.0,16982665.0
2009-11-11,3585,3680,3550,3570,67065,60628.0,16982665.0
2009-11-12,3600,3630,3400,3475,210080,59015.0,16982665.0
2009-11-13,3500,3500,3305,3360,142238,57062.0,16982665.0
2009-11-16,3375,3435,3305,3405,77024,57826.0,16982665.0
2009-11-17,3470,3470,3295,3360,87505,57062.0,16982665.0
2009-11-18,3360,3455,3295,3450,81882,58590.0,16982665.0
2009-11-19,3470,3475,3350,3390,36169,57571.0,16982665.0
2009-11-20,3480,3480,3365,3400,76952,57741.0,16982665.0
2009-11-23,3400,3430,3300,3305,69777,56128.0,16982665.0
2009-11-24,3325,3380,3230,3255,91174,55279.0,16982665.0
2009-11-25,3260,3315,3230,3260,49919,55363.0,16982665.0
2009-11-26,3300,3445,3250,3350,58952,56892.0,16982665.0
2009-11-27,3355,3355,2905,3080,98379,52307.0,16982665.0
2009-11-30,3300,3300,3110,3165,63777,53750.0,16982665.0
2009-12-01,3120,3270,3120,3270,73873,55533.0,16982665.0
2009-12-02,3320,3330,3200,3310,33775,56213.0,16982665.0
2009-12-03,3300,3350,3255,3290,41312,55873.0,16982665.0
2009-12-04,3250,3355,3250,3290,34636,55873.0,16982665.0
2009-12-07,3385,3540,3310,3520,144947,59779.0,16982665.0
2009-12-08,3575,3590,3460,3550,95460,60288.0,16982665.0
2009-12-09,3555,3555,3470,3540,57277,60119.0,16982665.0
2009-12-10,3540,3605,3500,3510,35104,59609.0,16982665.0
2009-12-11,3595,3645,3495,3610,90873,61307.0,16982665.0
2009-12-14,3645,3645,3500,3610,56311,61307.0,16982665.0
2009-12-15,3670,4150,3540,3820,1669363,64874.0,16982665.0
2009-12-16,3820,3970,3820,3900,514934,66232.0,16982665.0
2009-12-17,3950,3990,3840,3870,234075,65723.0,16982665.0
2009-12-18,3850,4100,3740,3990,234898,67761.0,16982665.0
2009-12-21,4080,4080,3920,3930,288046,66742.0,16982665.0
2009-12-22,3940,4070,3860,4000,368875,67931.0,16982665.0
2009-12-23,3990,4015,3700,3970,193162,67421.0,16982665.0
2009-12-24,3900,3995,3900,3985,225800,67676.0,16982665.0
2009-12-28,3965,3985,3900,3930,127615,66742.0,16982665.0
2009-12-29,3910,4155,3875,4080,332259,69289.0,16982665.0
2009-12-30,4080,4180,4030,4120,161552,69969.0,16982665.0
2010-01-04,4100,4165,4035,4120,180979,69969.0,16982665.0
2010-01-05,4150,4560,4150,4430,621595,75233.0,16982665.0
2010-01-06,4560,4625,4370,4550,363194,77271.0,16982665.0
2010-01-07,4550,4680,4345,4345,290479,73790.0,16982665.0
2010-01-08,4435,4435,4215,4355,136147,73960.0,16982665.0
2010-01-11,4390,4665,4390,4470,265184,75913.0,16982665.0
2010-01-12,4490,4535,4295,4410,174351,74894.0,16982665.0
2010-01-13,4440,4465,4200,4280,148389,72686.0,16982665.0
2010-01-14,4280,4330,4210,4280,93351,72686.0,16982665.0
2010-01-15,4290,4540,4250,4370,251602,74214.0,16982665.0
2010-01-18,4350,4420,4270,4295,130290,72941.0,16982665.0
2010-01-19,4255,4330,4190,4265,178050,72431.0,16982665.0
2010-01-20,4225,4320,3995,3995,229900,67846.0,16982665.0
2010-01-21,4000,4125,3850,4070,118343,69119.0,16982665.0
2010-01-22,4070,4260,3995,4160,256181,70648.0,16982665.0
2010-01-25,4035,4180,3985,4045,136071,68695.0,16982665.0
2010-01-26,4030,4115,3850,4000,137964,67931.0,16982665.0
2010-01-27,3930,4000,3835,3900,92250,66232.0,16982665.0
2010-01-28,3900,3950,3770,3870,83123,65723.0,16982665.0
2010-01-29,3780,3850,3565,3570,89667,60628.0,16982665.0
2010-02-01,3655,3655,3425,3530,99956,59949.0,16982665.0
2010-02-02,3530,3690,3530,3655,63400,62072.0,16982665.0
2010-02-03,3650,3770,3645,3700,72930,62836.0,16982665.0
2010-02-04,3750,3770,3635,3735,35163,63430.0,16982665.0
2010-02-05,3570,3635,3470,3630,50273,61647.0,16982665.0
2010-02-08,3660,3700,3120,3590,62474,60968.0,16982665.0
2010-02-09,3590,3590,3430,3545,45301,60204.0,16982665.0
2010-02-10,3610,3615,3500,3600,26662,61138.0,16982665.0
2010-02-11,3620,3635,3525,3635,29560,61732.0,16982665.0
2010-02-12,3680,3690,3620,3685,27973,62581.0,16982665.0
2010-02-16,3690,3865,3615,3800,72407,64534.0,16982665.0
2010-02-17,3865,3865,3750,3830,37052,65044.0,16982665.0
2010-02-18,3850,3850,3750,3800,18847,64534.0,16982665.0
2010-02-19,3800,3830,3645,3700,55424,62836.0,16982665.0
2010-02-22,3790,3865,3700,3840,58566,65213.0,16982665.0
2010-02-23,3840,3840,3750,3785,22664,64279.0,16982665.0
2010-02-24,3875,3955,3740,3840,92981,65213.0,16982665.0
2010-02-25,3895,3900,3740,3840,26378,65213.0,16982665.0
2010-02-26,3885,3885,3715,3825,24114,64959.0,16982665.0
2010-03-02,3860,3860,3705,3710,47476,63006.0,16982665.0
2010-03-03,3700,3775,3670,3705,21580,62921.0,16982665.0
2010-03-04,3705,3800,3690,3750,44504,63685.0,16982665.0
2010-03-05,3790,3800,3670,3740,28865,63515.0,16982665.0
2010-03-08,3740,3745,3645,3690,52643,62666.0,16982665.0
2010-03-09,3690,3695,3595,3655,30504,62072.0,16982665.0
2010-03-10,3690,3700,3610,3700,24739,62836.0,16982665.0
2010-03-11,3650,3840,3650,3755,370318,63770.0,16982665.0
2010-03-12,3820,3825,3610,3695,240447,62751.0,16982665.0
2010-03-15,3695,3735,3250,3485,264991,59185.0,16982665.0
2010-03-16,3500,3850,3410,3805,350051,64619.0,16982665.0
2010-03-17,3805,3955,3750,3875,288434,65808.0,16982665.0
2010-03-18,3850,3980,3800,3860,84785,65553.0,16982665.0
2010-03-19,3840,3940,3790,3860,277173,65553.0,16982665.0
2010-03-22,3875,4040,3875,3920,375150,66572.0,16982665.0
2010-03-23,3920,4050,3900,3915,421129,66487.0,16982665.0
2010-03-24,3915,3990,3680,3690,185734,62666.0,16982665.0
2010-03-25,3745,3790,3665,3760,77628,63855.0,16982665.0
2010-03-26,3750,3900,3680,3900,225783,66232.0,16982665.0
2010-03-29,3910,3990,3750,3790,95192,64364.0,16982665.0
2010-03-30,3800,3890,3560,3580,245946,60798.0,16982665.0
2010-03-31,3630,3630,3415,3485,169756,59185.0,16982665.0
2010-04-01,3545,3545,3460,3465,88461,58845.0,16982665.0
2010-04-02,3525,3550,3405,3540,100794,60119.0,16982665.0
2010-04-05,3505,3565,3310,3380,78773,57401.0,16982665.0
2010-04-06,3380,3450,3355,3420,57711,58081.0,16982665.0
2010-04-07,3405,3510,3405,3480,33231,59100.0,16982665.0
2010-04-08,3460,3645,3460,3605,92890,61223.0,16982665.0
2010-04-09,3600,3625,3510,3600,48461,61138.0,16982665.0
2010-04-12,3600,3700,3515,3680,60537,62496.0,16982665.0
2010-04-13,3605,3690,3585,3645,26282,61902.0,16982665.0
2010-04-14,3670,3800,3580,3750,190005,63685.0,16982665.0
2010-04-15,3800,3850,3730,3810,114906,64704.0,16982665.0
2010-04-16,3850,3850,3700,3755,65683,63770.0,16982665.0
2010-04-19,3700,3700,3650,3670,40928,62326.0,16982665.0
2010-04-20,3675,3740,3450,3570,48194,60628.0,16982665.0
2010-04-21,3600,3870,3575,3795,173714,64449.0,16982665.0
2010-04-22,3795,3865,3765,3840,119035,65213.0,16982665.0
2010-04-23,3900,3950,3805,3830,97335,65044.0,16982665.0
2010-04-26,3875,3875,3780,3840,342805,65213.0,16982665.0
2010-04-27,3820,4050,3795,3940,398546,66912.0,16982665.0
2010-04-28,3900,4100,3865,4000,798529,67931.0,16982665.0
2010-04-29,4150,4175,3970,3970,503720,67421.0,16982665.0
2010-04-30,4060,4540,4020,4500,1863699,76422.0,16982665.0
2010-05-03,4700,4935,4550,4855,2294889,82451.0,16982665.0
2010-05-04,4950,4980,4650,4860,1103228,82536.0,16982665.0
2010-05-06,4700,4800,4610,4650,588515,78969.0,16982665.0
2010-05-07,4350,4570,4270,4485,901822,76167.0,16982665.0
2010-05-10,4560,4770,4340,4760,1245549,80837.0,16982665.0
2010-05-11,4800,4870,4460,4585,933176,77866.0,16982665.0
2010-05-12,4590,4740,4430,4430,635485,75233.0,16982665.0
2010-05-13,4435,4475,4265,4355,870526,73960.0,16982665.0
2010-05-14,4425,4730,4400,4630,1154799,78630.0,16982665.0
2010-05-17,4650,4825,4450,4450,763589,75573.0,16982665.0
2010-05-18,4560,4790,4330,4630,1134516,78630.0,16982665.0
2010-05-19,4695,5240,4590,4900,3234269,83215.0,16982665.0
2010-05-20,4890,4890,4250,4300,1233883,73025.0,16982665.0
2010-05-24,4300,4450,4175,4175,401490,70903.0,16982665.0
2010-05-25,4100,4160,3670,3815,746753,64789.0,16982665.0
2010-05-26,3850,4100,3810,4090,379427,69459.0,16982665.0
2010-05-27,4070,4170,3960,4115,265530,69884.0,16982665.0
2010-05-28,4210,4240,4075,4125,474311,70053.0,16982665.0
2010-05-31,4060,4140,3995,4090,309757,69459.0,16982665.0
2010-06-01,4150,4330,4100,4150,505424,70478.0,16982665.0
2010-06-03,4190,4305,4160,4280,372408,72686.0,16982665.0
2010-06-04,4300,4330,4010,4065,463026,69035.0,16982665.0
2010-06-07,3920,3920,3815,3885,272768,65978.0,16982665.0
2010-06-08,3920,4260,3920,4090,682235,69459.0,16982665.0
2010-06-09,4140,4140,3905,3930,333120,66742.0,16982665.0
2010-06-10,3970,3990,3850,3860,168517,65553.0,16982665.0
2010-06-11,3920,3990,3845,3950,203595,67082.0,16982665.0
2010-06-14,3990,4030,3890,3925,154169,66657.0,16982665.0
2010-06-15,3910,3945,3825,3825,210629,64959.0,16982665.0
2010-06-16,3870,3870,3600,3825,274098,64959.0,16982665.0
2010-06-17,3945,3990,3810,3855,229513,65468.0,16982665.0
2010-06-18,3860,3950,3825,3950,96079,67082.0,16982665.0
2010-06-21,3955,3985,3850,3910,138220,66402.0,16982665.0
2010-06-22,3890,3890,3790,3835,119135,65129.0,16982665.0
2010-06-23,3835,3855,3710,3765,180034,63940.0,16982665.0
2010-06-24,3775,3780,3680,3690,136862,62666.0,16982665.0
2010-06-25,3660,3770,3645,3725,137437,63260.0,16982665.0
2010-06-28,3725,3750,3665,3730,117862,63345.0,16982665.0
2010-06-29,3695,3780,3590,3590,147234,60968.0,16982665.0
2010-06-30,3490,3855,3200,3735,434313,63430.0,16982665.0
