포시에스(189690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-10-28,6799,6859,6711,6765,11272,53199.0,6837896.0
2016-10-31,6764,6764,6520,6618,27360,52036.0,6837896.0
2016-11-01,6537,6711,6537,6652,7777,52310.0,6837896.0
2016-11-02,6564,6642,6408,6469,16958,50874.0,6837896.0
2016-11-03,6321,6503,6321,6443,42018,50669.0,6837896.0
2016-11-04,6347,6476,6347,6452,7813,50737.0,6837896.0
2016-11-07,6442,6694,6442,6678,22599,52515.0,6837896.0
2016-11-08,6782,6937,6564,6713,57420,52789.0,6837896.0
2016-11-09,6772,6772,6216,6321,48001,49712.0,6837896.0
2016-11-10,6389,6494,6389,6443,16761,50669.0,6837896.0
2016-11-11,6503,6503,6347,6461,19633,50806.0,6837896.0
2016-11-14,6512,6512,6416,6487,7870,51011.0,6837896.0
2016-11-15,6494,6512,6389,6487,17144,51011.0,6837896.0
2016-11-16,6547,6572,6425,6557,12222,51558.0,6837896.0
2016-11-17,6608,6608,6476,6574,3963,51694.0,6837896.0
2016-11-18,6530,6633,6486,6504,6316,51147.0,6837896.0
2016-11-21,6564,6564,6338,6469,20998,50874.0,6837896.0
2016-11-22,6520,6520,6338,6443,19728,50669.0,6837896.0
2016-11-23,6476,6476,6242,6348,20160,49917.0,6837896.0
2016-11-24,6347,6347,6147,6287,22935,49438.0,6837896.0
2016-11-25,6285,6285,6225,6287,1296,49438.0,6837896.0
2016-11-28,6347,6347,6208,6278,6041,49370.0,6837896.0
2016-11-29,6329,6329,6129,6218,9942,48891.0,6837896.0
2016-11-30,6277,6277,6042,6096,25241,47934.0,6837896.0
2016-12-01,6094,6155,6086,6113,9018,48070.0,6837896.0
2016-12-02,6112,6181,5964,5974,11132,46976.0,6837896.0
2016-12-05,5938,6086,5894,5939,10601,46703.0,6837896.0
2016-12-06,5921,6120,5921,5991,10561,47113.0,6837896.0
2016-12-07,6042,6164,5921,6044,24662,47523.0,6837896.0
2016-12-08,6138,6138,5998,6009,9415,47250.0,6837896.0
2016-12-09,6120,6120,5998,6113,9162,48070.0,6837896.0
2016-12-12,6172,6172,6068,6165,10301,48481.0,6837896.0
2016-12-13,6164,6216,6112,6218,4779,48891.0,6837896.0
2016-12-14,6260,6285,6181,6278,8752,49370.0,6837896.0
2016-12-15,6260,6408,6199,6382,10961,50190.0,6837896.0
2016-12-16,6442,6442,6285,6382,8452,50190.0,6837896.0
2016-12-19,6425,6425,6260,6348,11132,49917.0,6837896.0
2016-12-20,6268,6408,6268,6287,9124,49438.0,6837896.0
2016-12-21,6347,6355,6250,6253,9156,49164.0,6837896.0
2016-12-22,6311,6311,6216,6243,5537,49096.0,6837896.0
2016-12-23,6304,6416,6189,6270,14588,49301.0,6837896.0
2016-12-26,6216,6338,6199,6253,8601,49164.0,6837896.0
2016-12-27,6321,6321,6225,6278,6224,49370.0,6837896.0
2016-12-28,6389,6389,6172,6331,12934,49780.0,6837896.0
2016-12-29,6408,6408,6268,6400,6260,50327.0,6837896.0
2017-01-02,6408,6408,6347,6392,5638,50259.0,6837896.0
2017-01-03,6425,6425,6321,6400,5564,50327.0,6837896.0
2017-01-04,6433,6486,6355,6469,26786,50874.0,6837896.0
2017-01-05,6476,6512,6389,6461,20923,50806.0,6837896.0
2017-01-06,6503,6503,6381,6426,14974,50532.0,6837896.0
2017-01-09,6425,6590,6399,6426,33931,50532.0,6837896.0
2017-01-10,6486,6494,6381,6409,9224,50395.0,6837896.0
2017-01-11,6425,6512,6389,6513,12682,51216.0,6837896.0
2017-01-12,6512,6547,6433,6547,10452,51489.0,6837896.0
2017-01-13,6459,6555,6459,6557,8288,51558.0,6837896.0
2017-01-16,6555,6555,6451,6547,14072,51489.0,6837896.0
2017-01-17,6572,6572,6459,6547,9511,51489.0,6837896.0
2017-01-18,6555,6555,6389,6557,11783,51558.0,6837896.0
2017-01-19,6572,6721,6486,6696,46622,52652.0,6837896.0
2017-01-20,6738,6738,6608,6696,13766,52652.0,6837896.0
2017-01-23,6694,6721,6650,6670,16155,52447.0,6837896.0
2017-01-24,6746,6746,6598,6661,4867,52378.0,6837896.0
2017-01-25,6711,6711,6633,6687,6584,52583.0,6837896.0
2017-01-26,6729,6729,6608,6713,6505,52789.0,6837896.0
2017-01-31,6738,6738,6650,6704,7805,52720.0,6837896.0
2017-02-01,6721,6721,6608,6618,10038,52036.0,6837896.0
2017-02-02,6650,6668,6503,6601,14218,51900.0,6837896.0
2017-02-03,6650,6650,6476,6479,17231,50942.0,6837896.0
2017-02-06,6537,6537,6389,6469,15741,50874.0,6837896.0
2017-02-07,6520,6530,6399,6426,8365,50532.0,6837896.0
2017-02-08,6459,6476,6389,6452,12383,50737.0,6837896.0
2017-02-09,6512,6512,6408,6469,3384,50874.0,6837896.0
2017-02-10,6494,6494,6416,6496,6004,51079.0,6837896.0
2017-02-13,6433,6530,6433,6435,13372,50600.0,6837896.0
2017-02-14,6494,6512,6389,6461,12867,50806.0,6837896.0
2017-02-15,6476,6476,6364,6461,13271,50806.0,6837896.0
2017-02-16,6503,6503,6389,6443,7408,50669.0,6837896.0
2017-02-17,6476,6476,6389,6435,10367,50600.0,6837896.0
2017-02-20,6433,6486,6389,6435,8180,50600.0,6837896.0
2017-02-21,6486,6486,6416,6426,10018,50532.0,6837896.0
2017-02-22,6486,6486,6416,6418,5041,50464.0,6837896.0
2017-02-23,6459,6520,6399,6504,22444,51147.0,6837896.0
2017-02-24,6530,6530,6459,6513,9703,51216.0,6837896.0
2017-02-27,6512,6512,6459,6513,5772,51216.0,6837896.0
2017-02-28,6530,6530,6442,6504,5394,51147.0,6837896.0
2017-03-02,6451,6503,6433,6487,12068,51011.0,6837896.0
2017-03-03,6486,6520,6372,6479,12148,50942.0,6837896.0
2017-03-06,6476,6476,6408,6461,5229,50806.0,6837896.0
2017-03-07,6459,6572,6442,6513,10463,51216.0,6837896.0
2017-03-08,6547,6547,6416,6504,22103,51147.0,6837896.0
2017-03-09,6503,6564,6433,6504,5307,51147.0,6837896.0
2017-03-10,6555,6555,6433,6496,6991,51079.0,6837896.0
2017-03-13,6451,6590,6451,6582,16337,51763.0,6837896.0
2017-03-14,6572,6581,6494,6582,10054,51763.0,6837896.0
2017-03-15,6581,6590,6512,6591,12839,51831.0,6837896.0
2017-03-16,6581,6954,6547,6687,73403,52583.0,6837896.0
2017-03-17,6721,7737,6711,7069,921333,55592.0,6837896.0
2017-03-20,7103,7103,6799,6852,87832,53883.0,6837896.0
2017-03-21,6833,6937,6625,6626,136530,52105.0,6837896.0
2017-03-22,6660,6755,6608,6739,34025,52994.0,6837896.0
2017-03-23,6825,6851,6547,6565,40076,51626.0,6837896.0
2017-03-24,6547,6660,6547,6565,31421,51626.0,6837896.0
2017-03-27,6564,6686,6547,6661,25430,52378.0,6837896.0
2017-03-28,6686,6711,6608,6687,6701,52583.0,6837896.0
2017-03-29,6729,6833,6608,6835,39271,53746.0,6837896.0
2017-03-30,6911,6947,6764,6947,49380,54635.0,6837896.0
2017-03-31,6937,7008,6816,6974,25775,54840.0,6837896.0
2017-04-03,6991,6991,6851,6913,17726,54361.0,6837896.0
2017-04-04,6981,6981,6790,6947,41812,54635.0,6837896.0
2017-04-05,6947,7051,6911,6957,18744,54703.0,6837896.0
2017-04-06,6981,6981,6886,6974,23830,54840.0,6837896.0
2017-04-07,7008,7059,6964,7061,22737,55524.0,6837896.0
2017-04-10,7069,7138,6825,6869,41845,54019.0,6837896.0
2017-04-11,6772,6998,6772,6896,31981,54225.0,6837896.0
2017-04-12,6903,6964,6833,6957,14377,54703.0,6837896.0
2017-04-13,7008,7008,6903,6957,12358,54703.0,6837896.0
2017-04-14,6973,7277,6954,7087,99064,55729.0,6837896.0
2017-04-17,7086,7103,6954,7087,18949,55729.0,6837896.0
2017-04-18,7155,7164,6998,7122,18946,56002.0,6837896.0
2017-04-19,7103,7155,7033,7104,21459,55866.0,6837896.0
2017-04-20,7120,7120,7025,7069,21324,55592.0,6837896.0
2017-04-21,7042,7164,7042,7113,15143,55934.0,6837896.0
2017-04-24,7129,7129,7015,7018,11896,55182.0,6837896.0
2017-04-25,7025,7182,7025,7079,14953,55660.0,6837896.0
2017-04-26,7129,7146,7069,7130,20475,56071.0,6837896.0
2017-04-27,7112,7251,7086,7217,44102,56755.0,6837896.0
2017-04-28,7433,8607,6894,6896,1767860,54225.0,6837896.0
2017-05-02,6877,6894,6694,6739,139457,52994.0,6837896.0
2017-05-04,6799,6930,6729,6731,80306,52925.0,6837896.0
2017-05-08,6782,6894,6782,6792,58627,53404.0,6837896.0
2017-05-10,6851,6851,6764,6800,35263,53472.0,6837896.0
2017-05-11,6842,6903,6790,6879,31400,54088.0,6837896.0
2017-05-12,6903,6920,6816,6861,34992,53951.0,6837896.0
2017-05-15,6930,7059,6851,6940,46392,54566.0,6837896.0
2017-05-16,6947,6991,6842,6957,26961,54703.0,6837896.0
2017-05-17,7042,7094,6869,6887,26017,54156.0,6837896.0
2017-05-18,6859,6947,6807,6940,18365,54566.0,6837896.0
2017-05-19,6973,7059,6877,7061,22414,55524.0,6837896.0
2017-05-22,7059,7069,6954,7001,17809,55045.0,6837896.0
2017-05-23,6998,7069,6954,7052,28029,55455.0,6837896.0
2017-05-24,7069,7173,7008,7079,35022,55660.0,6837896.0
2017-05-25,7138,7155,6894,6957,23238,54703.0,6837896.0
2017-05-26,6964,7042,6877,7001,12788,55045.0,6837896.0
2017-05-29,6998,7059,6903,6964,17653,54772.0,6837896.0
2017-05-30,6954,7051,6920,7035,19685,55319.0,6837896.0
2017-05-31,7033,7069,6954,7061,22430,55524.0,6837896.0
2017-06-01,7103,7120,6973,7044,28931,55387.0,6837896.0
2017-06-02,7077,7077,6998,7044,12942,55387.0,6837896.0
2017-06-05,7086,7086,6954,7018,22033,55182.0,6837896.0
2017-06-07,6973,7077,6973,7052,26212,55455.0,6837896.0
2017-06-08,7086,7155,7025,7061,31769,55524.0,6837896.0
2017-06-09,7094,7112,6964,7052,24478,55455.0,6837896.0
2017-06-12,7051,7199,7042,7104,19777,55866.0,6837896.0
2017-06-13,7120,7303,7103,7200,41508,56618.0,6837896.0
2017-06-14,7251,7268,7164,7209,28215,56686.0,6837896.0
2017-06-15,7268,7268,7129,7209,12348,56686.0,6837896.0
2017-06-16,7182,7294,7094,7261,21969,57096.0,6837896.0
2017-06-19,7312,7312,7173,7174,11854,56413.0,6837896.0
2017-06-20,7216,7294,7059,7200,48817,56618.0,6837896.0
2017-06-21,7242,7242,7086,7244,25872,56960.0,6837896.0
2017-06-22,7286,7286,7190,7235,14639,56891.0,6837896.0
2017-06-23,7286,7286,7199,7252,8019,57028.0,6837896.0
2017-06-26,7303,7303,7216,7252,15341,57028.0,6837896.0
2017-06-27,7286,7303,7216,7287,21437,57302.0,6837896.0
2017-06-28,7294,7415,7242,7261,51854,57096.0,6837896.0
2017-06-29,7360,7406,7160,7270,23978,54566.0,6837896.0
2017-06-30,7269,7378,7196,7343,9445,55113.0,6837896.0
2017-07-03,7396,7470,7233,7452,19830,55934.0,6837896.0
2017-07-04,7388,7442,7242,7334,14645,55045.0,6837896.0
2017-07-05,7333,7378,7187,7316,9914,54908.0,6837896.0
2017-07-06,7333,7333,7151,7151,24131,53677.0,6837896.0
2017-07-07,7151,7178,6987,6987,26786,52447.0,6837896.0
2017-07-10,7051,7105,6977,7043,7524,52857.0,6837896.0
2017-07-11,7033,7105,6913,6933,8561,52036.0,6837896.0
2017-07-12,6995,7005,6831,6833,7764,51284.0,6837896.0
2017-07-13,6831,6913,6786,6805,16610,51079.0,6837896.0
2017-07-14,6805,6823,6659,6787,15020,50942.0,6837896.0
2017-07-17,6850,6850,6659,6733,10188,50532.0,6837896.0
2017-07-18,6731,6777,6558,6714,10400,50395.0,6837896.0
2017-07-19,6713,6805,6713,6787,5604,50942.0,6837896.0
2017-07-20,6831,6831,6704,6769,7454,50806.0,6837896.0
2017-07-21,6659,6768,6650,6742,11844,50600.0,6837896.0
2017-07-24,6741,6805,6604,6778,6731,50874.0,6837896.0
2017-07-25,6795,6831,6659,6660,11263,49985.0,6837896.0
2017-07-26,6722,6731,6622,6669,4373,50053.0,6837896.0
2017-07-27,6713,6731,6613,6705,9648,50327.0,6837896.0
2017-07-28,6759,6759,6513,6587,19518,49438.0,6837896.0
2017-07-31,6468,6576,6294,6359,29531,47729.0,6837896.0
2017-08-01,6358,6650,6304,6650,40006,49917.0,6837896.0
2017-08-02,6558,6677,6558,6669,6939,50053.0,6837896.0
2017-08-03,6668,6668,6568,6632,14776,49780.0,6837896.0
2017-08-04,6631,6731,6631,6632,9486,49780.0,6837896.0
2017-08-07,6622,6741,6604,6733,9168,50532.0,6837896.0
2017-08-08,6777,6786,6695,6751,7152,50669.0,6837896.0
2017-08-09,6786,6823,6695,6823,6187,51216.0,6837896.0
2017-08-10,6841,6841,6695,6823,6282,51216.0,6837896.0
2017-08-11,6841,6841,6659,6751,7594,50669.0,6837896.0
2017-08-14,6831,6831,6613,6778,14364,50874.0,6837896.0
2017-08-16,6777,6941,6759,6860,20648,51489.0,6837896.0
2017-08-17,6923,6923,6823,6923,9460,51968.0,6837896.0
2017-08-18,6969,7023,6895,7024,19012,52720.0,6837896.0
2017-08-21,7059,7059,6841,6969,8580,52310.0,6837896.0
2017-08-22,7041,7041,6941,6961,8020,52242.0,6837896.0
2017-08-23,7051,7051,6905,6979,4225,52378.0,6837896.0
2017-08-24,7041,7041,6941,6987,5792,52447.0,6837896.0
2017-08-25,7014,7014,6869,6997,5322,52515.0,6837896.0
2017-08-28,7051,7051,6959,6997,9445,52515.0,6837896.0
2017-08-29,7051,7051,6923,7024,14084,52720.0,6837896.0
2017-08-30,7051,7105,6959,7033,5765,52789.0,6837896.0
2017-08-31,7033,7096,6995,7061,6541,52994.0,6837896.0
2017-09-01,7096,7151,7033,7069,7826,53062.0,6837896.0
2017-09-04,7041,7059,6640,7005,8814,52583.0,6837896.0
2017-09-05,7051,7051,6813,7015,7408,52652.0,6837896.0
2017-09-06,6931,7087,6923,7088,5242,53199.0,6837896.0
2017-09-07,7087,7087,6969,7024,2850,52720.0,6837896.0
2017-09-08,7059,7059,6913,6997,4969,52515.0,6837896.0
2017-09-11,7059,7059,6831,6961,12731,52242.0,6837896.0
2017-09-12,6959,7014,6713,6714,23289,50395.0,6837896.0
2017-09-13,6777,6786,6558,6669,11943,50053.0,6837896.0
2017-09-14,6731,6731,6494,6496,9530,48754.0,6837896.0
2017-09-15,6558,6650,6494,6496,3829,48754.0,6837896.0
2017-09-18,6440,6604,6440,6532,7708,49028.0,6837896.0
2017-09-19,6595,6722,6522,6605,7443,49575.0,6837896.0
2017-09-20,6568,6668,6494,6550,7451,49164.0,6837896.0
2017-09-21,6576,6576,6304,6378,13106,47865.0,6837896.0
2017-09-22,6430,6430,5975,6077,53257,45609.0,6837896.0
2017-09-25,6075,6194,5975,6086,16972,45677.0,6837896.0
2017-09-26,5929,6176,5929,6149,7687,46156.0,6837896.0
2017-09-27,6212,6285,6085,6086,5182,45677.0,6837896.0
2017-09-28,6139,6368,6048,6049,32661,45404.0,6837896.0
2017-09-29,6085,6176,5829,6040,44705,45335.0,6837896.0
2017-10-10,5948,6039,5502,5502,49423,41301.0,6837896.0
2017-10-11,5502,5647,5346,5439,69134,40822.0,6837896.0
2017-10-12,5492,5492,5402,5466,22163,41027.0,6837896.0
2017-10-13,5465,5511,5283,5412,28275,40617.0,6837896.0
2017-10-16,5392,5447,5192,5248,29404,39386.0,6837896.0
2017-10-17,5192,5328,5183,5230,33335,39250.0,6837896.0
2017-10-18,5274,5310,5164,5293,26278,39728.0,6837896.0
2017-10-19,5310,5346,5192,5193,43015,38976.0,6837896.0
2017-10-20,5192,5192,5073,5120,52253,40287.0,7168563.0
2017-10-23,5128,5328,4909,5084,126170,40001.0,7168563.0
2017-10-24,5083,5183,5010,5184,21085,40789.0,7168563.0
2017-10-25,5210,5283,5183,5248,21995,41291.0,7168563.0
2017-10-26,5256,5402,5256,5384,25548,42366.0,7168563.0
2017-10-27,5384,5410,5328,5402,9273,42510.0,7168563.0
2017-10-30,5438,5784,5365,5557,103789,43728.0,7168563.0
2017-10-31,5511,5547,5447,5448,16831,42868.0,7168563.0
2017-11-01,5456,5556,5447,5512,14915,43370.0,7168563.0
2017-11-02,5556,5556,5456,5466,5296,43011.0,7168563.0
2017-11-03,5465,5465,5346,5348,13066,42079.0,7168563.0
2017-11-06,5346,5420,5320,5384,5883,42366.0,7168563.0
2017-11-07,5274,5529,5274,5430,11480,42725.0,7168563.0
2017-11-08,5492,5492,5338,5430,8441,42725.0,7168563.0
2017-11-09,5456,5484,5302,5484,8697,43155.0,7168563.0
2017-11-10,5402,5484,5402,5466,6051,43011.0,7168563.0
2017-11-13,5447,5502,5392,5466,11036,43011.0,7168563.0
2017-11-14,5474,5474,5310,5312,38977,41793.0,7168563.0
2017-11-15,5356,5420,5174,5220,35383,41076.0,7168563.0
2017-11-16,5219,5228,5110,5202,13501,40932.0,7168563.0
2017-11-17,5201,5210,4983,5056,63925,39786.0,7168563.0
2017-11-20,5055,5201,5037,5084,39098,40001.0,7168563.0
2017-11-21,5137,5164,5019,5111,28052,40216.0,7168563.0
2017-11-22,5092,5137,5073,5111,12003,40216.0,7168563.0
2017-11-23,5110,5346,5110,5230,86013,41148.0,7168563.0
2017-11-24,5283,5328,5046,5147,99539,40502.0,7168563.0
2017-11-27,5156,5192,5083,5147,29172,40502.0,7168563.0
2017-11-28,5164,5164,5046,5093,22487,40072.0,7168563.0
2017-11-29,5101,5137,5037,5047,12906,39714.0,7168563.0
2017-11-30,5046,5046,4909,4956,35037,38997.0,7168563.0
2017-12-01,4955,5274,4781,5029,71548,39570.0,7168563.0
2017-12-04,5019,5064,4983,5038,7209,39642.0,7168563.0
2017-12-05,5037,5083,4973,4974,12967,39140.0,7168563.0
2017-12-06,5010,5037,4901,5011,10160,39427.0,7168563.0
2017-12-07,5046,5046,4946,5020,12064,39499.0,7168563.0
2017-12-08,5037,5037,4827,4947,29151,38925.0,7168563.0
2017-12-11,4983,5001,4873,4956,8801,38997.0,7168563.0
2017-12-12,4964,5001,4891,5001,6240,39355.0,7168563.0
2017-12-13,5001,5001,4946,4993,4661,39284.0,7168563.0
2017-12-14,5001,5019,4937,5020,11164,39499.0,7168563.0
2017-12-15,5019,5647,4973,5202,523613,40932.0,7168563.0
2017-12-18,5201,5456,5174,5430,104250,42725.0,7168563.0
2017-12-19,5484,5511,5128,5220,64502,41076.0,7168563.0
2017-12-20,5219,5219,5110,5211,15340,41004.0,7168563.0
2017-12-21,5246,5246,4927,5001,27314,39355.0,7168563.0
2017-12-22,5046,5055,4927,4993,15108,39284.0,7168563.0
2017-12-26,4991,5037,4882,4938,10332,38854.0,7168563.0
2017-12-27,4946,4991,4827,4993,16886,39284.0,7168563.0
2017-12-28,4991,5055,4919,5056,7984,39786.0,7168563.0
2018-01-02,5055,5101,4937,5029,21729,39570.0,7168563.0
2018-01-03,5073,5119,5028,5084,16961,40001.0,7168563.0
2018-01-04,5101,5274,5083,5174,43815,40717.0,7168563.0
2018-01-05,5174,5256,5119,5211,37601,41004.0,7168563.0
2018-01-08,5210,5210,5101,5138,21813,40431.0,7168563.0
2018-01-09,5192,5192,5037,5056,19240,39786.0,7168563.0
2018-01-10,5055,5110,4973,5047,24775,39714.0,7168563.0
2018-01-11,5092,5092,4991,5047,12830,39714.0,7168563.0
2018-01-12,5083,5083,4909,5001,27208,39355.0,7168563.0
2018-01-15,5001,5055,4946,5001,16170,39355.0,7168563.0
2018-01-16,5046,5083,4983,5084,23948,40001.0,7168563.0
2018-01-17,5083,5238,5083,5202,39326,40932.0,7168563.0
2018-01-18,5238,6139,5238,5667,650081,44588.0,7168563.0
2018-01-19,5784,6786,5766,5913,1103960,46524.0,7168563.0
2018-01-22,6203,6276,5939,6149,323360,48388.0,7168563.0
2018-01-23,6158,6768,6039,6113,511293,48101.0,7168563.0
2018-01-24,6167,6376,5921,6332,215362,49822.0,7168563.0
2018-01-25,6330,6494,6148,6332,140146,49822.0,7168563.0
2018-01-26,6440,6440,6021,6232,140069,49033.0,7168563.0
2018-01-29,6294,6404,6103,6386,160685,50252.0,7168563.0
2018-01-30,6394,6422,6194,6350,96059,49965.0,7168563.0
2018-01-31,6376,6376,6158,6314,73388,49678.0,7168563.0
2018-02-01,6221,6312,6185,6240,56794,49105.0,7168563.0
2018-02-02,6240,8098,6130,6742,2086990,53047.0,7168563.0
2018-02-05,6650,7169,6504,6578,701417,51757.0,7168563.0
2018-02-06,6349,6368,6094,6322,313212,49750.0,7168563.0
2018-02-07,6349,6531,6212,6286,185320,49463.0,7168563.0
2018-02-08,6285,6394,6194,6286,60021,49463.0,7168563.0
2018-02-09,6148,6258,6085,6095,47441,47958.0,7168563.0
2018-02-12,6139,6376,6067,6240,86808,49105.0,7168563.0
2018-02-13,6322,6951,6267,6696,280110,52689.0,7168563.0
2018-02-14,6741,7360,6650,6760,376681,53191.0,7168563.0
2018-02-19,6640,6887,6576,6815,116697,53621.0,7168563.0
2018-02-20,6759,6887,6558,6578,92053,51757.0,7168563.0
2018-02-21,6586,6869,6576,6842,107140,53836.0,7168563.0
2018-02-22,6877,7552,6805,7243,500991,56990.0,7168563.0
2018-02-23,7242,7579,7160,7352,222602,57850.0,7168563.0
2018-02-26,7333,7442,7141,7215,107813,56775.0,7168563.0
2018-02-27,7214,7306,7105,7288,62782,57349.0,7168563.0
2018-02-28,7324,7552,7160,7388,180868,58137.0,7168563.0
2018-03-02,7287,7470,7233,7297,114505,57420.0,7168563.0
2018-03-05,7351,7424,7187,7334,45293,57707.0,7168563.0
2018-03-06,7424,7797,7360,7570,279696,59571.0,7168563.0
2018-03-07,7606,7916,7424,7443,122206,58567.0,7168563.0
2018-03-08,7388,7816,7388,7780,87027,61220.0,7168563.0
2018-03-09,7879,8043,7588,7826,95704,61578.0,7168563.0
2018-03-12,7834,7989,7588,7716,75754,60718.0,7168563.0
2018-03-13,7715,7816,7642,7789,22927,61291.0,7168563.0
2018-03-14,7861,7871,7388,7598,73614,59786.0,7168563.0
2018-03-15,7597,7734,7370,7626,83066,60001.0,7168563.0
2018-03-16,7624,7624,7478,7498,28664,58997.0,7168563.0
2018-03-19,7496,7496,7287,7288,53501,57349.0,7168563.0
2018-03-20,7287,7524,7233,7526,50053,59212.0,7168563.0
2018-03-21,7570,7570,7324,7370,37078,57994.0,7168563.0
2018-03-22,7406,7506,7105,7297,106722,57420.0,7168563.0
2018-03-23,7114,7214,6977,7133,35419,56130.0,7168563.0
2018-03-26,7196,7342,6850,7143,57790,56202.0,7168563.0
2018-03-27,7214,7324,7077,7270,18363,57205.0,7168563.0
2018-03-28,7324,7324,6850,6905,31093,54338.0,7168563.0
2018-03-29,6987,7178,6877,7115,14881,55986.0,7168563.0
2018-03-30,7178,7187,7069,7151,30014,56273.0,7168563.0
2018-04-02,7105,7242,6931,7161,38196,56345.0,7168563.0
2018-04-03,7196,7242,6677,7088,48664,55771.0,7168563.0
2018-04-04,7051,7123,6768,6923,58037,54481.0,7168563.0
2018-04-05,7014,7014,6813,6997,18560,55055.0,7168563.0
2018-04-06,7051,7269,6977,7215,40194,56775.0,7168563.0
2018-04-09,7214,7233,6877,7069,41335,55628.0,7168563.0
2018-04-10,7141,7187,6650,6696,74926,52689.0,7168563.0
2018-04-11,6713,6913,6713,6915,22568,54409.0,7168563.0
2018-04-12,6913,7041,6841,6987,16161,54983.0,7168563.0
2018-04-13,7051,7051,6895,6897,20202,54266.0,7168563.0
2018-04-16,6995,7105,6895,7051,33903,55485.0,7168563.0
2018-04-17,7114,7588,7114,7398,132281,58209.0,7168563.0
2018-04-18,7496,7496,7333,7462,54718,58711.0,7168563.0
2018-04-19,7460,7478,7196,7480,64924,58854.0,7168563.0
2018-04-20,7478,7606,7378,7544,43365,59356.0,7168563.0
2018-04-23,7534,7534,7187,7197,32412,56632.0,7168563.0
2018-04-24,7141,7506,7141,7470,62238,58782.0,7168563.0
2018-04-25,7470,7652,7406,7562,38620,59499.0,7168563.0
2018-04-26,7560,7770,7478,7680,56759,60431.0,7168563.0
2018-04-27,7679,8043,7560,8017,95927,63083.0,7168563.0
2018-04-30,8135,8472,8007,8436,193424,66381.0,7168563.0
2018-05-02,8462,8836,8271,8737,124953,68747.0,7168563.0
2018-05-03,8800,8800,8244,8245,108375,64875.0,7168563.0
2018-05-04,8226,8608,8035,8053,78777,63370.0,7168563.0
2018-05-08,8053,8262,7679,7807,163544,61435.0,7168563.0
2018-05-09,7807,8071,7615,7999,67131,62940.0,7168563.0
2018-05-10,7997,7997,7615,7881,57461,62008.0,7168563.0
2018-05-11,7879,8426,7743,8281,112992,65162.0,7168563.0
2018-05-14,8562,8562,8253,8263,93171,65019.0,7168563.0
2018-05-15,8262,8353,8017,8163,84235,64230.0,7168563.0
2018-05-16,8125,8125,7588,7807,177369,61435.0,7168563.0
2018-05-17,7807,8326,7743,8199,100734,64517.0,7168563.0
2018-05-18,8198,8262,7989,8127,71404,63944.0,7168563.0
2018-05-21,8061,8353,8035,8299,114915,65306.0,7168563.0
2018-05-23,8244,8544,8198,8281,128414,65162.0,7168563.0
2018-05-24,8244,8426,7943,7944,72520,62510.0,7168563.0
2018-05-25,7852,8017,7661,7963,57229,62653.0,7168563.0
2018-05-28,7961,8007,7579,7744,63236,60933.0,7168563.0
2018-05-29,7652,7734,7470,7480,78799,58854.0,7168563.0
2018-05-30,7478,7615,7242,7380,44835,58065.0,7168563.0
2018-05-31,7406,7588,7396,7425,37795,58424.0,7168563.0
2018-06-01,7470,7606,7406,7470,30531,58782.0,7168563.0
2018-06-04,7560,7624,7278,7334,82322,57707.0,7168563.0
2018-06-05,7333,7460,7333,7398,13403,58209.0,7168563.0
2018-06-07,7406,7488,7342,7398,37230,58209.0,7168563.0
2018-06-08,7351,7506,7351,7370,67910,57994.0,7168563.0
2018-06-11,7342,7478,7306,7334,22703,57707.0,7168563.0
2018-06-12,7333,7433,7105,7106,35178,55915.0,7168563.0
2018-06-14,7069,7160,6941,7106,29919,55915.0,7168563.0
2018-06-15,7014,7378,7014,7334,20769,57707.0,7168563.0
2018-06-18,7333,7378,6841,6923,70715,54481.0,7168563.0
2018-06-19,6923,7014,6813,6842,19975,53836.0,7168563.0
2018-06-20,6850,7324,6850,7288,29407,57349.0,7168563.0
2018-06-21,7287,7460,7260,7380,60361,58065.0,7168563.0
2018-06-22,7251,7378,7141,7334,7922,57707.0,7168563.0
2018-06-25,7333,7333,7033,7306,9170,57492.0,7168563.0
2018-06-26,7306,7306,7096,7115,19468,55986.0,7168563.0
2018-06-27,7178,7242,7033,7033,27556,55341.0,7168563.0
2018-06-28,6918,7099,6756,6756,44983,50753.0,7168563.0
2018-06-29,6756,6823,6660,6680,21945,50180.0,7168563.0
2018-07-02,6737,6737,6059,6060,92389,45520.0,7168563.0
2018-07-03,6059,6202,6059,6079,28163,45664.0,7168563.0
2018-07-04,6078,6517,5964,6508,39467,48890.0,7168563.0
2018-07-05,6498,6498,6212,6394,4678,48029.0,7168563.0
2018-07-06,6393,6393,6212,6327,6506,47528.0,7168563.0
2018-07-09,6250,6307,6174,6279,12469,47169.0,7168563.0
2018-07-10,6279,6441,6231,6394,16956,48029.0,7168563.0
2018-07-11,6393,6422,6250,6384,7149,47958.0,7168563.0
2018-07-12,6431,6431,6260,6279,16352,47169.0,7168563.0
2018-07-13,6326,6470,6269,6337,21221,47599.0,7168563.0
2018-07-16,6393,6575,6298,6480,19758,48675.0,7168563.0
2018-07-17,6479,6632,6422,6575,21421,49391.0,7168563.0
2018-07-18,6575,7157,6555,6842,65470,51399.0,7168563.0
