그리티(204020),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-10-04,5750,5850,5650,5850,152033,117862.0,10073715.0
2018-10-05,6000,6075,5650,5675,343978,114337.0,10073715.0
2018-10-08,5625,5725,5575,5675,62100,114337.0,10073715.0
2018-10-10,5675,5700,5225,5225,105445,105270.0,10073715.0
2018-10-11,5000,5000,4605,4605,179248,92779.0,10073715.0
2018-10-12,4525,4990,4525,4990,128766,100536.0,10073715.0
2018-10-15,4990,4990,4680,4735,63615,95398.0,10073715.0
2018-10-16,4740,4875,4735,4810,45309,96909.0,10073715.0
2018-10-17,4845,5850,4830,5200,1173564,104767.0,10073715.0
2018-10-18,5150,5450,5000,5375,270885,108292.0,10073715.0
2018-10-19,5250,5425,5200,5350,98462,107789.0,10073715.0
2018-10-22,5325,5725,5275,5550,300203,111818.0,10073715.0
2018-10-23,5850,5875,5250,5250,345732,105774.0,10073715.0
2018-10-24,5350,5400,5075,5125,117267,103256.0,10073715.0
2018-10-25,4850,5250,4820,5100,135453,102752.0,10073715.0
2018-10-26,5150,5250,4950,5000,73094,100737.0,10073715.0
2018-10-29,4950,5100,4530,4585,104969,92376.0,10073715.0
2018-10-30,4455,4740,4335,4525,155889,91167.0,10073715.0
2018-10-31,4640,4715,4540,4635,90502,93383.0,10073715.0
2018-11-01,4660,4900,4650,4705,82507,94794.0,10073715.0
2018-11-02,4780,4940,4770,4940,57335,99528.0,10073715.0
2018-11-05,4960,5000,4825,4910,50061,98924.0,10073715.0
2018-11-06,4960,5100,4865,4975,59448,100233.0,10073715.0
2018-11-07,5050,5175,4850,4940,90899,99528.0,10073715.0
2018-11-08,5100,5125,4960,5125,60254,103256.0,10073715.0
2018-11-09,5150,5175,4980,4990,55915,100536.0,10073715.0
2018-11-12,5000,5025,4890,4930,45446,99327.0,10073715.0
2018-11-13,4790,4935,4565,4855,86588,97816.0,10073715.0
2018-11-14,4835,4900,4775,4815,43768,97010.0,10073715.0
2018-11-15,4650,4750,4600,4675,70157,94189.0,10073715.0
2018-11-16,4715,5025,4660,4965,160594,100032.0,10073715.0
2018-11-19,5025,5150,4940,4940,63417,99528.0,10073715.0
2018-11-20,4930,4955,4750,4750,41945,95700.0,10073715.0
2018-11-21,4710,4785,4680,4735,37941,95398.0,10073715.0
2018-11-22,4735,4825,4640,4670,33392,94088.0,10073715.0
2018-11-23,4635,4690,4540,4570,33479,92074.0,10073715.0
2018-11-26,4600,4625,4550,4585,27640,92376.0,10073715.0
2018-11-27,4600,4630,4525,4605,40800,92779.0,10073715.0
2018-11-28,4690,4690,4575,4590,32227,92477.0,10073715.0
2018-11-29,4620,4675,4510,4515,32857,90966.0,10073715.0
2018-11-30,4525,4550,4400,4420,58264,89052.0,10073715.0
2018-12-03,4500,4500,4425,4425,32271,89152.0,10073715.0
2018-12-04,4470,4470,4415,4435,28037,89354.0,10073715.0
2018-12-05,4365,4465,4300,4365,36505,87944.0,10073715.0
2018-12-06,4350,4890,4330,4485,310789,90361.0,10073715.0
2018-12-07,4490,4515,4400,4400,39746,88649.0,10073715.0
2018-12-10,4335,4370,4200,4270,57186,86030.0,10073715.0
2018-12-11,4350,4350,4100,4100,38315,82604.0,10073715.0
2018-12-12,4125,4205,4110,4120,31154,83007.0,10073715.0
2018-12-13,4140,4215,4110,4175,20014,84116.0,10073715.0
2018-12-14,4185,4200,4005,4035,38817,81295.0,10073715.0
2018-12-17,4035,4060,3935,4000,35726,80590.0,10073715.0
2018-12-18,3945,3985,3810,3895,66476,78474.0,10073715.0
2018-12-19,3895,3925,3730,3810,105710,76762.0,10073715.0
2018-12-20,3795,3795,3615,3615,95393,72833.0,10073715.0
2018-12-21,3585,3715,3545,3650,80601,73538.0,10073715.0
2018-12-24,3600,3670,3555,3555,62422,71624.0,10073715.0
2018-12-26,3505,3555,3355,3450,122229,69509.0,10073715.0
2018-12-27,3480,3520,3400,3400,75566,68501.0,10073715.0
2018-12-28,3405,3845,3405,3595,346646,72430.0,10073715.0
2019-01-02,3615,3620,3525,3525,45279,71020.0,10073715.0
2019-01-03,3530,3545,3370,3375,73068,67998.0,10073715.0
2019-01-04,3310,3375,3075,3275,98526,65983.0,10073715.0
2019-01-07,3310,3365,3275,3285,42620,66184.0,10073715.0
2019-01-08,3295,3415,3275,3355,48551,67595.0,10073715.0
2019-01-09,3370,3600,3370,3575,113807,72027.0,10073715.0
2019-01-10,3555,3650,3545,3595,86643,72430.0,10073715.0
2019-01-11,3595,3620,3505,3570,46016,71926.0,10073715.0
2019-01-14,3570,3615,3535,3615,35167,72833.0,10073715.0
2019-01-15,3600,3660,3550,3595,42172,72430.0,10073715.0
2019-01-16,3600,3790,3595,3725,103778,75049.0,10073715.0
2019-01-17,3725,3800,3625,3640,40900,73337.0,10073715.0
2019-01-18,3625,3670,3550,3580,67615,72128.0,10073715.0
2019-01-21,3560,3640,3560,3585,22599,72229.0,10073715.0
2019-01-22,3605,3740,3550,3700,50898,74545.0,10073715.0
2019-01-23,3705,3750,3625,3690,43941,74344.0,10073715.0
2019-01-24,3690,3835,3670,3725,57008,75049.0,10073715.0
2019-01-25,3725,3840,3725,3820,43600,76963.0,10073715.0
2019-01-28,3820,3935,3775,3925,80035,79079.0,10073715.0
2019-01-29,3860,3875,3795,3820,57977,76963.0,10073715.0
2019-01-30,3840,3905,3750,3905,70415,78676.0,10073715.0
2019-01-31,3910,4080,3870,4050,135650,81597.0,10073715.0
2019-02-01,4050,4065,3975,4020,58353,80993.0,10073715.0
2019-02-07,4020,4065,3920,4020,36765,80993.0,10073715.0
2019-02-08,4020,4030,3975,4020,23478,80993.0,10073715.0
2019-02-11,4035,4040,3955,3970,21726,79985.0,10073715.0
2019-02-12,3970,3990,3800,3955,37690,79683.0,10073715.0
2019-02-13,3955,3985,3815,3920,109114,78978.0,10073715.0
2019-02-14,3915,3935,3865,3895,22408,78474.0,10073715.0
2019-02-15,3895,4025,3860,3990,49815,80388.0,10073715.0
2019-02-18,4000,4200,4000,4095,110234,82504.0,10073715.0
2019-02-19,4140,4160,4075,4150,37736,83612.0,10073715.0
2019-02-20,4150,4170,4080,4095,34286,82504.0,10073715.0
2019-02-21,4100,4350,4100,4290,144664,86432.0,10073715.0
2019-02-22,4300,4325,4225,4290,42406,86432.0,10073715.0
2019-02-25,4290,4335,4185,4200,65891,84619.0,10073715.0
2019-02-26,4210,4295,4185,4205,49042,84720.0,10073715.0
2019-02-27,4260,4260,4145,4205,34024,84720.0,10073715.0
2019-02-28,4205,4210,3885,3970,45949,79985.0,10073715.0
2019-03-04,4010,4165,3960,4095,19340,82504.0,10073715.0
2019-03-05,4050,4120,4050,4110,17050,82806.0,10073715.0
2019-03-06,4095,4180,4050,4120,26225,83007.0,10073715.0
2019-03-07,4145,4150,4025,4025,31605,81093.0,10073715.0
2019-03-08,3950,3950,3755,3755,86887,75654.0,10073715.0
2019-03-11,3740,3755,3570,3755,74024,75654.0,10073715.0
2019-03-12,3725,3900,3685,3760,49659,75754.0,10073715.0
2019-03-13,3800,3800,3665,3685,19086,74243.0,10073715.0
2019-03-14,3690,3850,3690,3760,42269,75754.0,10073715.0
2019-03-15,3775,3825,3665,3725,31744,75049.0,10073715.0
2019-03-18,3730,3795,3665,3735,22703,75251.0,10073715.0
2019-03-19,3775,4450,3770,4145,2187129,83511.0,10073715.0
2019-03-20,4185,4280,4100,4145,311427,83511.0,10073715.0
2019-03-21,4195,4240,4095,4140,148230,83410.0,10073715.0
2019-03-22,4140,4190,4065,4155,103857,83713.0,10073715.0
2019-03-25,4095,4135,3865,3865,91330,77870.0,10073715.0
2019-03-26,3875,4215,3875,4200,209217,84619.0,10073715.0
2019-03-27,4210,4250,4135,4190,121750,84418.0,10073715.0
2019-03-28,4225,4225,4050,4140,77809,83410.0,10073715.0
2019-03-29,4200,4200,4040,4115,58126,82907.0,10073715.0
2019-04-01,4080,4224,4080,4085,102441,82302.0,10073715.0
2019-04-02,4085,4135,4050,4105,38056,82705.0,10073715.0
2019-04-03,4105,4210,4075,4210,67048,84821.0,10073715.0
2019-04-04,4240,4240,4100,4150,54791,83612.0,10073715.0
2019-04-05,4150,4215,4135,4190,42588,84418.0,10073715.0
2019-04-08,4195,4280,4125,4145,94666,83511.0,10073715.0
2019-04-09,4125,4175,4070,4070,41092,82000.0,10073715.0
2019-04-10,4075,4105,4035,4100,44398,82604.0,10073715.0
2019-04-11,4100,4170,4020,4085,34833,82302.0,10073715.0
2019-04-12,4090,4375,4090,4345,410079,87541.0,10073715.0
2019-04-15,4410,4620,4345,4455,490145,89757.0,10073715.0
2019-04-16,4545,4610,4375,4555,208056,91772.0,10073715.0
2019-04-17,4615,4700,4490,4500,224177,90663.0,10073715.0
2019-04-18,4495,4595,4385,4385,137399,88346.0,10073715.0
2019-04-19,4415,4495,4385,4430,55354,89253.0,10073715.0
2019-04-22,4465,4465,4355,4375,42390,88145.0,10073715.0
2019-04-23,4345,4425,4280,4335,56576,87339.0,10073715.0
2019-04-24,4395,4395,4280,4295,48900,86533.0,10073715.0
2019-04-25,4345,4360,4185,4230,77516,85224.0,10073715.0
2019-04-26,4190,4264,4045,4045,120623,81496.0,10073715.0
2019-04-29,4035,4240,3995,4240,72171,85425.0,10073715.0
2019-04-30,4240,4275,3995,4150,71426,83612.0,10073715.0
2019-05-02,4145,4185,4110,4140,18534,83410.0,10073715.0
2019-05-03,4125,4195,4100,4125,37000,83108.0,10073715.0
2019-05-07,4005,4100,3960,4070,62504,82000.0,10073715.0
2019-05-08,4070,4100,4005,4020,31776,80993.0,10073715.0
2019-05-09,4010,4045,3770,3795,87641,76459.0,10073715.0
2019-05-10,3840,3925,3670,3700,76141,74545.0,10073715.0
2019-05-13,3670,3815,3650,3700,50952,74545.0,10073715.0
2019-05-14,3615,3780,3605,3755,41021,75654.0,10073715.0
2019-05-15,3775,3900,3775,3850,32935,77568.0,10073715.0
2019-05-16,3890,3895,3720,3765,30159,75855.0,10073715.0
2019-05-17,3805,3850,3610,3615,73284,72833.0,10073715.0
2019-05-20,3600,3655,3500,3515,47067,70818.0,10073715.0
2019-05-21,3485,3550,3420,3435,67124,69206.0,10073715.0
2019-05-22,3445,3540,3435,3475,59599,70012.0,10073715.0
2019-05-23,3450,3485,3325,3385,57388,68199.0,10073715.0
2019-05-24,3320,3370,3220,3260,68882,65681.0,10073715.0
2019-05-27,3265,3410,3210,3265,38724,65781.0,10073715.0
2019-05-28,3260,3415,3240,3385,36947,68199.0,10073715.0
2019-05-29,3385,3385,3255,3310,31350,66688.0,10073715.0
2019-05-30,3305,3335,3225,3285,25678,66184.0,10073715.0
2019-05-31,3275,3385,3275,3340,18806,67292.0,10073715.0
2019-06-03,3340,3370,3275,3365,20134,67796.0,10073715.0
2019-06-04,3365,3390,3315,3365,22210,67796.0,10073715.0
2019-06-05,3385,3490,3370,3420,39490,68904.0,10073715.0
2019-06-07,3450,3450,3390,3420,29005,68904.0,10073715.0
2019-06-10,3435,3535,3425,3470,30554,69912.0,10073715.0
2019-06-11,3470,3570,3465,3565,32659,71826.0,10073715.0
2019-06-12,3565,3585,3450,3510,45254,70717.0,10073715.0
2019-06-13,3530,3545,3465,3535,19770,71221.0,10073715.0
2019-06-14,3550,3635,3505,3515,35689,70818.0,10073715.0
2019-06-17,3485,3550,3485,3505,26888,70617.0,10073715.0
2019-06-18,3525,3540,3475,3490,22040,70315.0,10073715.0
2019-06-19,3510,3600,3505,3575,49228,72027.0,10073715.0
2019-06-20,3605,3670,3570,3640,26561,73337.0,10073715.0
2019-06-21,3610,3675,3590,3625,21868,73034.0,10073715.0
2019-06-24,3645,3645,3565,3580,19010,72128.0,10073715.0
2019-06-25,3580,3600,3480,3485,35741,70214.0,10073715.0
2019-06-26,3485,3550,3475,3515,14796,70818.0,10073715.0
2019-06-27,3480,3555,3400,3515,34290,70818.0,10073715.0
2019-06-28,3500,3525,3250,3365,34191,67796.0,10073715.0
2019-07-01,3370,3565,3370,3525,34595,71020.0,10073715.0
2019-07-02,3550,3550,3455,3500,12956,70516.0,10073715.0
2019-07-03,3530,3530,3385,3385,19189,68199.0,10073715.0
2019-07-04,3420,3420,3325,3360,22280,67695.0,10073715.0
2019-07-05,3360,3415,3310,3375,10880,67998.0,10073715.0
2019-07-08,3325,3395,3175,3185,68550,64170.0,10073715.0
2019-07-09,3145,3205,3040,3095,66221,62356.0,10073715.0
2019-07-10,3050,3145,3050,3145,43626,63364.0,10073715.0
2019-07-11,3165,3225,3115,3200,24216,64472.0,10073715.0
2019-07-12,3200,3260,3190,3215,16896,64774.0,10073715.0
2019-07-15,3215,3235,3115,3155,18449,63565.0,10073715.0
2019-07-16,3920,4100,3600,3605,5949385,72631.0,10073715.0
2019-07-17,3600,3670,3420,3485,728841,70214.0,10073715.0
2019-07-18,3495,3585,3465,3530,371735,71120.0,10073715.0
2019-07-19,3480,3550,3470,3530,210191,71120.0,10073715.0
2019-07-22,3465,3540,3455,3515,158249,70818.0,10073715.0
2019-07-23,3525,3545,3420,3420,178978,68904.0,10073715.0
2019-07-24,3455,3510,3355,3360,162337,67695.0,10073715.0
2019-07-25,3400,3875,3400,3585,3421940,72229.0,10073715.0
2019-07-26,3570,3650,3520,3630,344079,73135.0,10073715.0
2019-07-29,3630,3650,3350,3380,364945,68098.0,10073715.0
2019-07-30,3380,3865,3380,3665,1705696,73840.0,10073715.0
2019-07-31,3680,3770,3540,3650,555910,73538.0,10073715.0
2019-08-01,4000,4670,3595,3595,5371258,36215.0,10073715.0
2019-08-02,3545,3545,3360,3420,605372,34452.0,10073715.0
2019-08-05,3340,4445,3330,3950,7886625,39791.0,10073715.0
2019-08-06,3820,4945,3650,4605,11462924,46389.0,10073715.0
2019-08-07,4555,5400,4280,4400,7144327,44324.0,10073715.0
2019-08-08,4380,4750,4075,4340,2357179,43720.0,10073715.0
2019-08-09,4275,4920,4275,4575,5621597,46087.0,10073715.0
2019-08-12,4600,4720,4405,4700,2049645,47346.0,10073715.0
2019-08-13,4690,4695,4295,4330,1096364,43619.0,10073715.0
2019-08-14,4290,4435,4130,4385,1066519,44173.0,10073715.0
2019-08-16,4375,4450,4040,4055,577129,40849.0,10073715.0
2019-08-19,4070,4130,4000,4095,341304,41252.0,10073715.0
2019-08-20,4055,4190,3840,3875,493230,39036.0,10073715.0
2019-08-21,3880,3950,3830,3930,416477,39590.0,10073715.0
2019-08-22,3905,3990,3745,3750,414931,37776.0,10073715.0
2019-08-23,3815,4050,3740,3745,940421,37726.0,10073715.0
2019-08-26,3525,3570,3375,3415,1240100,68803.0,20147430.0
2019-08-27,3470,3495,3380,3380,503732,68098.0,20147430.0
2019-08-28,3355,3515,3310,3350,716595,67494.0,20147430.0
2019-08-29,3380,3420,3245,3250,675925,65479.0,20147430.0
2019-08-30,3255,3310,3230,3250,414273,65479.0,20147430.0
2019-09-02,3235,3440,3230,3360,692481,67695.0,20147430.0
2019-09-03,3360,3400,3320,3330,257823,67091.0,20147430.0
2019-09-04,3330,3380,3325,3360,308461,67695.0,20147430.0
2019-09-05,3360,3465,3350,3355,593249,67595.0,20147430.0
2019-09-06,3385,3445,3355,3395,355478,68401.0,20147430.0
2019-09-09,3415,3480,3250,3295,493616,66386.0,20147430.0
2019-09-10,3320,3320,3230,3240,312730,65278.0,20147430.0
2019-09-11,3240,3315,3240,3275,250324,65983.0,20147430.0
2019-09-16,3275,3305,3255,3305,221220,66587.0,20147430.0
2019-09-17,3285,3335,3260,3330,271809,67091.0,20147430.0
2019-09-18,3320,3415,3320,3360,544327,67695.0,20147430.0
2019-09-19,3380,3390,3325,3345,252042,67393.0,20147430.0
2019-09-20,3315,3350,3270,3280,305939,66084.0,20147430.0
2019-09-23,3285,3355,3285,3345,172648,67393.0,20147430.0
2019-09-24,3330,3375,3285,3300,184844,66487.0,20147430.0
2019-09-25,3295,3315,3060,3170,305768,63867.0,20147430.0
2019-09-26,3160,3250,3050,3090,264655,62256.0,20147430.0
2019-09-27,3050,3125,3040,3055,220549,61550.0,20147430.0
2019-09-30,3025,3070,2870,2910,483498,58629.0,20147430.0
2019-10-01,2910,2930,2825,2915,202162,58730.0,20147430.0
2019-10-02,2860,2910,2850,2850,199421,57420.0,20147430.0
2019-10-04,2830,2885,2790,2790,214039,56211.0,20147430.0
2019-10-07,2815,2830,2765,2765,158864,55708.0,20147430.0
