램테크놀러지(171010),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-08-04,3330,3503,3288,3331,40886,37914.0,8756128.0
2015-08-05,3503,3884,3353,3608,21120,41066.0,8756128.0
2015-08-06,3830,3830,3569,3692,14490,42029.0,8756128.0
2015-08-07,3692,3846,3692,3769,17132,42905.0,8756128.0
2015-08-10,3723,3723,3538,3615,8515,41154.0,8756128.0
2015-08-11,3615,3823,3526,3808,17644,43343.0,8756128.0
2015-08-12,3907,3907,3523,3538,16442,40278.0,8756128.0
2015-08-13,3538,3596,3450,3531,8284,40191.0,8756128.0
2015-08-17,3546,3811,3546,3635,16571,41373.0,8756128.0
2015-08-18,3634,3688,3515,3681,14589,41898.0,8756128.0
2015-08-19,3526,3757,3526,3546,8045,40366.0,8756128.0
2015-08-20,3592,3592,3396,3569,26776,40628.0,8756128.0
2015-08-21,3538,3569,2588,3215,22604,36601.0,8756128.0
2015-08-24,3323,3507,3080,3081,13281,35068.0,8756128.0
2015-08-25,3080,3476,2892,3231,27206,36776.0,8756128.0
2015-08-26,3246,3457,3223,3231,7695,36776.0,8756128.0
2015-08-27,3246,3442,3234,3319,7462,37783.0,8756128.0
2015-08-28,3311,3461,3288,3354,7691,38177.0,8756128.0
2015-08-31,3423,3676,3326,3362,17931,38264.0,8756128.0
2015-09-01,3615,3765,3392,3688,30067,41986.0,8756128.0
2015-09-02,3838,3838,3619,3692,20811,42029.0,8756128.0
2015-09-03,3953,4423,3738,3954,179572,45006.0,8756128.0
2015-09-04,3953,4015,3661,3842,36801,43737.0,8756128.0
2015-09-07,3842,3992,3661,3715,14602,42292.0,8756128.0
2015-09-08,3715,3734,3553,3615,19671,41154.0,8756128.0
2015-09-09,3619,3846,3619,3796,12345,43211.0,8756128.0
2015-09-10,3723,3838,3711,3819,11312,43474.0,8756128.0
2015-09-11,3723,3823,3707,3800,6841,43255.0,8756128.0
2015-09-14,3680,3757,3669,3700,7777,42117.0,8756128.0
2015-09-15,3661,3707,3650,3673,2186,41811.0,8756128.0
2015-09-16,3803,3803,3673,3746,318,42642.0,8756128.0
2015-09-17,3746,3796,3588,3685,6691,41942.0,8756128.0
2015-09-18,3680,3811,3615,3758,13823,42774.0,8756128.0
2015-09-21,3676,3953,3676,3854,9986,43868.0,8756128.0
2015-09-22,3892,3923,3834,3908,13568,44481.0,8756128.0
2015-09-23,3938,3938,3773,3827,5051,43562.0,8756128.0
2015-09-24,3826,3826,3707,3715,7429,42292.0,8756128.0
2015-09-25,3846,3846,3726,3765,5348,42861.0,8756128.0
2015-09-30,3765,3842,3761,3804,4224,43299.0,8756128.0
2015-10-01,3803,3803,3734,3735,8599,42511.0,8756128.0
2015-10-02,3750,3769,3676,3692,16076,42029.0,8756128.0
2015-10-05,3915,3915,3646,3708,30445,42205.0,8756128.0
2015-10-06,3830,3846,3646,3700,50313,42117.0,8756128.0
2015-10-07,3900,3900,3665,3670,31156,32135.0,8756128.0
2015-10-08,3880,3880,3660,3800,18353,33273.0,8756128.0
2015-10-12,3800,3940,3685,3685,16210,32266.0,8756128.0
2015-10-13,3655,3685,3495,3540,15479,30997.0,8756128.0
2015-10-14,3465,3550,3345,3375,9955,29552.0,8756128.0
2015-10-15,3400,3490,3365,3370,15154,29508.0,8756128.0
2015-10-16,3440,3600,3315,3470,29603,30384.0,8756128.0
2015-10-19,3600,3600,3500,3535,10113,30953.0,8756128.0
2015-10-20,3535,4595,3495,3635,251058,31829.0,8756128.0
2015-10-21,3750,3790,3610,3760,28013,32923.0,8756128.0
2015-10-22,3765,3830,3615,3700,16567,32398.0,8756128.0
2015-10-23,3825,3825,3530,3665,20018,32091.0,8756128.0
2015-10-26,3750,3815,3410,3495,28930,30603.0,8756128.0
2015-10-27,3515,3800,3505,3520,17851,30822.0,8756128.0
2015-10-28,3600,3650,3475,3485,15865,30515.0,8756128.0
2015-10-29,3440,3520,3400,3475,10003,30428.0,8756128.0
2015-10-30,3875,3875,3370,3385,9224,29639.0,8756128.0
2015-11-02,3585,3585,3230,3305,29516,37621.0,11382966.0
2015-11-03,3305,3470,3280,3280,20615,37336.0,11382966.0
2015-11-04,3365,3380,3225,3320,18531,37791.0,11382966.0
2015-11-05,3420,3445,3300,3310,7909,37678.0,11382966.0
2015-11-06,3325,3475,3290,3300,5500,37564.0,11382966.0
2015-11-09,3300,3400,3220,3295,17606,37507.0,11382966.0
2015-11-10,3245,3490,3145,3160,18980,35970.0,11382966.0
2015-11-11,3110,3300,3110,3200,10049,36425.0,11382966.0
2015-11-12,3300,3300,3180,3215,7405,36596.0,11382966.0
2015-11-13,3215,3220,3170,3180,2721,36198.0,11382966.0
2015-11-16,3230,3270,3110,3240,3701,36881.0,11382966.0
2015-11-17,3300,3300,3145,3210,2556,36539.0,11382966.0
2015-11-18,3180,3190,3065,3110,9522,35401.0,11382966.0
2015-11-19,3100,3145,2960,2995,15927,34092.0,11382966.0
2015-11-20,3090,3095,2930,3095,19996,35230.0,11382966.0
2015-11-23,3100,3125,3020,3100,12436,35287.0,11382966.0
2015-11-24,3100,3535,3010,3010,13366,34263.0,11382966.0
2015-11-25,3130,3130,3000,3050,4135,34718.0,11382966.0
2015-11-26,3150,3150,3020,3025,11878,34433.0,11382966.0
2015-11-27,3150,3150,2985,2990,7884,34035.0,11382966.0
2015-11-30,3045,3045,2960,3005,5741,34206.0,11382966.0
2015-12-01,3110,3110,2940,2940,8382,33466.0,11382966.0
2015-12-02,3025,3025,2890,2905,2534,33068.0,11382966.0
2015-12-03,2855,2990,2840,2960,941,33694.0,11382966.0
2015-12-04,2880,2990,2800,2980,5054,33921.0,11382966.0
2015-12-07,2975,2980,2910,2975,2911,33864.0,11382966.0
2015-12-08,2920,3025,2855,2875,10444,32726.0,11382966.0
2015-12-09,2865,3060,2865,2900,5662,33011.0,11382966.0
2015-12-10,2860,2910,2725,2730,23866,31075.0,11382966.0
2015-12-11,2700,3000,2700,2750,18124,31303.0,11382966.0
2015-12-14,3000,3000,2710,2740,3801,31189.0,11382966.0
2015-12-15,2900,2900,2640,2710,21626,30848.0,11382966.0
2015-12-16,2620,2735,2620,2700,18431,30734.0,11382966.0
2015-12-17,2780,2880,2750,2820,3114,32100.0,11382966.0
2015-12-18,2785,2940,2780,2830,6442,32214.0,11382966.0
2015-12-21,2735,2965,2735,2840,13492,32328.0,11382966.0
2015-12-22,3000,3000,2750,2840,7203,32328.0,11382966.0
2015-12-23,2770,2820,2725,2820,18206,32100.0,11382966.0
2015-12-24,2900,2900,2730,2735,9460,31132.0,11382966.0
2015-12-28,2670,2820,2645,2820,16474,32100.0,11382966.0
2015-12-29,2750,2850,2710,2710,10684,30848.0,11382966.0
2015-12-30,2695,2800,2630,2700,9845,30734.0,11382966.0
2016-01-04,2895,2895,2670,2700,2012,30734.0,11382966.0
2016-01-05,2705,2710,2655,2710,6802,30848.0,11382966.0
2016-01-06,2700,2800,2675,2750,3207,31303.0,11382966.0
2016-01-07,2765,2765,2650,2655,7299,30222.0,11382966.0
2016-01-08,2655,2690,2605,2670,19805,30393.0,11382966.0
2016-01-11,2675,2725,2630,2700,2745,30734.0,11382966.0
2016-01-12,2610,2705,2605,2610,9517,29710.0,11382966.0
2016-01-13,2610,2655,2595,2600,8763,29596.0,11382966.0
2016-01-14,2595,2740,2550,2570,8045,29254.0,11382966.0
2016-01-15,2620,2655,2415,2560,21583,29140.0,11382966.0
2016-01-18,2415,2560,2415,2490,20829,28344.0,11382966.0
2016-01-19,2490,2750,2490,2515,6802,28628.0,11382966.0
2016-01-20,2520,2645,2515,2550,9063,29027.0,11382966.0
2016-01-21,2550,2620,2445,2445,7140,27831.0,11382966.0
2016-01-22,2475,2540,2445,2445,15839,27831.0,11382966.0
2016-01-25,2445,2540,2400,2490,5589,28344.0,11382966.0
2016-01-26,2490,2490,2355,2405,21179,27376.0,11382966.0
2016-01-27,2390,2430,2350,2350,33065,26750.0,11382966.0
2016-01-28,2430,2430,2250,2410,45428,27433.0,11382966.0
2016-01-29,2405,2480,2370,2470,30717,28116.0,11382966.0
2016-02-01,2470,2495,2405,2405,17557,27376.0,11382966.0
2016-02-02,2360,2430,2330,2430,8231,27661.0,11382966.0
2016-02-03,2475,2475,2395,2435,30014,27718.0,11382966.0
2016-02-04,2435,2460,2380,2435,19879,27718.0,11382966.0
2016-02-05,2410,2510,2380,2395,31649,27262.0,11382966.0
2016-02-11,2380,2410,2350,2405,2777,27376.0,11382966.0
2016-02-12,2425,2425,2350,2355,9100,26807.0,11382966.0
2016-02-15,2340,2400,2310,2355,7352,26807.0,11382966.0
2016-02-16,2400,2420,2355,2405,6323,27376.0,11382966.0
2016-02-17,2410,2700,2355,2450,46692,27888.0,11382966.0
2016-02-18,2490,3185,2490,2950,2986670,33580.0,11382966.0
2016-02-19,2925,2930,2785,2855,564631,32498.0,11382966.0
2016-02-22,2855,2930,2755,2900,319743,33011.0,11382966.0
2016-02-23,2900,2925,2765,2765,138950,31474.0,11382966.0
2016-02-24,2760,2845,2710,2710,71269,30848.0,11382966.0
2016-02-25,2750,2750,2605,2700,80288,30734.0,11382966.0
2016-02-26,2700,2770,2650,2720,37531,30962.0,11382966.0
2016-02-29,2685,2740,2620,2640,38462,30051.0,11382966.0
2016-03-02,2645,2815,2645,2740,92635,31189.0,11382966.0
2016-03-03,2760,2785,2670,2765,43246,31474.0,11382966.0
2016-03-04,2770,2775,2705,2720,11101,30962.0,11382966.0
2016-03-07,2770,2840,2720,2745,37035,31246.0,11382966.0
2016-03-08,2745,2870,2735,2745,34026,31246.0,11382966.0
2016-03-09,2815,2815,2735,2735,11696,31132.0,11382966.0
2016-03-10,2790,2790,2720,2755,19383,31360.0,11382966.0
2016-03-11,2755,2795,2715,2780,9415,31645.0,11382966.0
2016-03-14,2800,2800,2705,2735,13338,31132.0,11382966.0
2016-03-15,2730,2790,2715,2780,8884,31645.0,11382966.0
2016-03-16,2835,2835,2720,2740,17721,31189.0,11382966.0
2016-03-17,2740,2780,2670,2700,51396,30734.0,11382966.0
2016-03-18,2700,2715,2685,2695,24611,30677.0,11382966.0
2016-03-21,2700,2720,2655,2690,37968,30620.0,11382966.0
2016-03-22,2690,2915,2640,2915,159970,33181.0,11382966.0
2016-03-23,2915,3035,2830,3025,164085,34433.0,11382966.0
2016-03-24,3030,3055,2950,3015,86525,34320.0,11382966.0
2016-03-25,3080,3140,2830,3090,171534,35173.0,11382966.0
2016-03-28,3240,4010,3210,3650,3367965,41548.0,11382966.0
2016-03-29,3715,4150,3355,3905,2212082,44450.0,11382966.0
2016-03-30,3730,3940,3670,3920,1063439,44621.0,11382966.0
2016-03-31,3820,3920,3695,3900,726762,44394.0,11382966.0
2016-04-01,3880,3905,3680,3700,271045,42117.0,11382966.0
2016-04-04,3700,3720,3510,3595,257171,40922.0,11382966.0
2016-04-05,3565,3580,3370,3415,237398,38873.0,11382966.0
2016-04-06,3430,3620,3385,3620,170584,41206.0,11382966.0
2016-04-07,3665,3715,3530,3615,218986,41149.0,11382966.0
2016-04-08,3675,3700,3495,3650,60104,41548.0,11382966.0
2016-04-11,3715,3820,3495,3510,252138,39954.0,11382966.0
2016-04-12,3500,3560,3470,3480,37257,39613.0,11382966.0
2016-04-14,3455,3540,3375,3465,77135,39442.0,11382966.0
2016-04-15,3465,4350,3465,3850,3263918,43824.0,11382966.0
2016-04-18,3800,4140,3745,3830,554881,43597.0,11382966.0
2016-04-19,3930,3945,3695,3840,244545,43711.0,11382966.0
2016-04-20,3765,3825,3615,3640,207284,41434.0,11382966.0
2016-04-21,3615,3680,3490,3540,167010,40296.0,11382966.0
2016-04-22,3485,3680,3460,3665,141239,41719.0,11382966.0
2016-04-25,3590,3665,3465,3540,74812,40296.0,11382966.0
2016-04-26,3540,3540,3260,3420,126400,38930.0,11382966.0
2016-04-27,3420,3465,3350,3385,42884,38531.0,11382966.0
2016-04-28,3415,3505,3350,3475,76283,39556.0,11382966.0
2016-04-29,3425,3500,3275,3380,41672,38474.0,11382966.0
2016-05-02,3380,3495,3270,3400,31189,38702.0,11382966.0
2016-05-03,3390,3490,3245,3300,65637,37564.0,11382966.0
2016-05-04,3300,3340,3210,3245,31517,36938.0,11382966.0
2016-05-09,3245,3270,3185,3270,76785,37222.0,11382966.0
2016-05-10,3215,3415,3180,3345,90550,38076.0,11382966.0
2016-05-11,3415,3435,3350,3435,42213,39100.0,11382966.0
2016-05-12,3495,3590,3430,3550,71646,40410.0,11382966.0
2016-05-13,3555,3625,3455,3550,47023,40410.0,11382966.0
2016-05-16,3625,3625,3400,3500,42550,39840.0,11382966.0
2016-05-17,3595,3595,3370,3490,45969,39727.0,11382966.0
2016-05-18,3500,3500,3355,3465,22330,39442.0,11382966.0
2016-05-19,3465,3470,3295,3320,48178,37791.0,11382966.0
2016-05-20,3365,3365,3190,3230,71874,36767.0,11382966.0
2016-05-23,3200,3480,3155,3450,67282,39271.0,11382966.0
2016-05-24,3525,3530,3355,3470,28687,39499.0,11382966.0
2016-05-25,3450,3625,3415,3500,127643,39840.0,11382966.0
2016-05-26,3585,3585,3355,3410,62508,38816.0,11382966.0
2016-05-27,3395,3450,3345,3370,32470,38361.0,11382966.0
2016-05-30,3370,3415,3250,3300,42874,37564.0,11382966.0
2016-05-31,3350,3350,3225,3300,20937,37564.0,11382966.0
2016-06-01,3335,3335,3260,3290,31932,37450.0,11382966.0
2016-06-02,3290,3340,3160,3335,37599,37962.0,11382966.0
2016-06-03,3330,3430,3320,3355,21489,38190.0,11382966.0
2016-06-07,2900,2965,2760,2860,1994963,32555.0,11382966.0
2016-06-08,2790,2815,2715,2715,568641,30905.0,11382966.0
2016-06-09,2725,2805,2710,2740,247515,31189.0,11382966.0
2016-06-10,2765,2785,2585,2695,193914,30677.0,11382966.0
2016-06-13,2640,2665,2575,2585,175044,29425.0,11382966.0
2016-06-14,2560,2745,2390,2540,667008,28913.0,11382966.0
2016-06-15,2600,2700,2520,2605,175873,29653.0,11382966.0
2016-06-16,2680,2685,2560,2570,132532,29254.0,11382966.0
2016-06-17,2695,2695,2555,2615,92050,29766.0,11382966.0
2016-06-20,2620,2660,2570,2635,79045,29994.0,11382966.0
2016-06-21,2600,2650,2580,2620,56180,29823.0,11382966.0
2016-06-22,2635,2670,2595,2655,78703,30222.0,11382966.0
2016-06-23,2685,2685,2590,2625,55986,29880.0,11382966.0
2016-06-24,2570,2640,2310,2310,217355,26295.0,11382966.0
2016-06-27,2250,2850,2250,2505,467613,28514.0,11382966.0
2016-06-28,2450,2540,2400,2500,90023,28457.0,11382966.0
2016-06-29,2475,2590,2475,2505,54344,28514.0,11382966.0
2016-06-30,2580,2610,2505,2600,104822,29596.0,11382966.0
2016-07-01,2600,2745,2560,2650,140830,30165.0,11382966.0
2016-07-04,2705,2770,2665,2710,137599,30848.0,11382966.0
2016-07-05,2760,2760,2680,2695,42386,30677.0,11382966.0
2016-07-06,2645,2780,2645,2700,154113,30734.0,11382966.0
2016-07-07,2700,2730,2650,2680,67692,30506.0,11382966.0
2016-07-08,2680,2765,2680,2750,84457,31303.0,11382966.0
2016-07-11,2720,2770,2715,2735,76687,31132.0,11382966.0
2016-07-12,2745,2840,2710,2775,114761,31588.0,11382966.0
2016-07-13,2850,2850,2760,2775,42779,31588.0,11382966.0
2016-07-14,2775,2795,2720,2740,41894,31189.0,11382966.0
2016-07-15,2835,2835,2730,2745,53437,31246.0,11382966.0
2016-07-18,2745,2845,2710,2770,62440,31531.0,11382966.0
2016-07-19,2805,2805,2730,2755,54659,31360.0,11382966.0
2016-07-20,2805,2805,2730,2790,45207,31758.0,11382966.0
2016-07-21,2800,3440,2790,3005,1427704,34206.0,11382966.0
2016-07-22,3000,3155,2940,3030,259946,34490.0,11382966.0
2016-07-25,3100,3130,2970,2975,88105,33864.0,11382966.0
2016-07-26,2940,2980,2850,2880,132644,32783.0,11382966.0
2016-07-27,2920,3485,2865,2940,1520091,33466.0,11382966.0
2016-07-28,2980,3295,2920,3295,856894,37507.0,11382966.0
2016-07-29,3295,3360,3145,3275,213133,37279.0,11382966.0
2016-08-01,3250,3645,3230,3420,442285,38930.0,11382966.0
2016-08-02,3475,3530,3270,3420,328239,38930.0,11382966.0
2016-08-03,3480,3790,3345,3530,979275,40182.0,11382966.0
2016-08-04,3575,3685,3500,3535,234852,40239.0,11382966.0
2016-08-05,3510,3580,3320,3440,122502,39157.0,11382966.0
2016-08-08,3420,3500,3280,3315,99326,37735.0,11382966.0
2016-08-09,3400,3630,3315,3460,217717,39385.0,11382966.0
2016-08-10,3415,3550,3365,3410,169608,38816.0,11382966.0
2016-08-11,3475,3475,3310,3310,96469,37678.0,11382966.0
2016-08-12,3295,3375,3200,3240,122478,36881.0,11382966.0
2016-08-16,3225,3290,3175,3195,114916,36369.0,11382966.0
2016-08-17,3235,3290,3045,3130,234650,35629.0,11382966.0
2016-08-18,3095,3185,3080,3160,61872,35970.0,11382966.0
2016-08-19,3135,3190,3075,3145,64957,35799.0,11382966.0
2016-08-22,3200,3200,3030,3070,95277,34946.0,11382966.0
2016-08-23,3090,3090,2960,3035,77257,34547.0,11382966.0
2016-08-24,3090,3150,3025,3045,59506,34661.0,11382966.0
2016-08-25,3025,3600,3025,3230,1198957,36767.0,11382966.0
2016-08-26,3235,3275,3115,3275,135005,37279.0,11382966.0
2016-08-29,3230,3230,3055,3055,155445,34775.0,11382966.0
2016-08-30,3060,3140,3015,3030,81200,34490.0,11382966.0
2016-08-31,2985,3140,2960,3020,62413,34377.0,11382966.0
2016-09-01,2970,3010,2925,2965,55499,33750.0,11382966.0
2016-09-02,2935,3140,2930,3050,75163,34718.0,11382966.0
2016-09-05,3050,3100,3000,3040,24193,34604.0,11382966.0
2016-09-06,3010,3050,3000,3015,34712,34320.0,11382966.0
2016-09-07,3015,3100,2980,2995,66223,34092.0,11382966.0
2016-09-08,2995,3025,2875,2965,54573,33750.0,11382966.0
2016-09-09,2930,2995,2855,2920,29851,33238.0,11382966.0
2016-09-12,3000,3000,2750,2750,72317,31303.0,11382966.0
2016-09-13,2945,2945,2770,2840,13675,32328.0,11382966.0
2016-09-19,2805,2950,2805,2900,31188,33011.0,11382966.0
2016-09-20,2970,2970,2860,2910,18472,33124.0,11382966.0
2016-09-21,2995,2995,2760,2810,47487,31986.0,11382966.0
2016-09-22,2880,2950,2740,2895,36989,32954.0,11382966.0
2016-09-23,2975,2975,2760,2855,34335,32498.0,11382966.0
2016-09-26,2940,2945,2860,2900,12250,33011.0,11382966.0
2016-09-27,2905,2935,2865,2930,37406,33352.0,11382966.0
2016-09-28,2930,3000,2805,2860,79036,32555.0,11382966.0
2016-09-29,2920,2920,2850,2860,21601,32555.0,11382966.0
2016-09-30,2825,2990,2820,2940,45399,33466.0,11382966.0
2016-10-04,2985,2985,2915,2930,55634,33352.0,11382966.0
2016-10-05,2995,3010,2915,2940,61363,33466.0,11382966.0
2016-10-06,2940,3350,2930,3250,607172,36995.0,11382966.0
2016-10-07,3260,3310,3210,3270,186246,37222.0,11382966.0
2016-10-10,3250,3350,3235,3325,93519,37848.0,11382966.0
2016-10-11,3325,3325,3155,3200,77662,36425.0,11382966.0
2016-10-12,3220,3265,3120,3200,40030,36425.0,11382966.0
2016-10-13,3200,3260,3140,3205,60964,36482.0,11382966.0
2016-10-14,3220,3655,3200,3500,772436,39840.0,11382966.0
2016-10-17,3525,3540,3370,3470,172715,39499.0,11382966.0
2016-10-18,3535,3660,3415,3600,269439,40979.0,11382966.0
2016-10-19,3600,3760,3555,3600,273086,40979.0,11382966.0
2016-10-20,3600,3605,3400,3530,130451,40182.0,11382966.0
2016-10-21,3580,3580,3460,3530,56957,40182.0,11382966.0
2016-10-24,3865,3865,3560,3640,105378,41434.0,11382966.0
2016-10-25,3670,3795,3615,3635,89803,41377.0,11382966.0
2016-10-26,3720,3720,3500,3580,35873,40751.0,11382966.0
2016-10-27,3680,3680,3520,3600,26282,40979.0,11382966.0
2016-10-28,3600,3640,3480,3485,40139,39670.0,11382966.0
2016-10-31,3135,3580,3135,3530,92798,40182.0,11382966.0
2016-11-01,3435,3575,3435,3500,13190,39840.0,11382966.0
2016-11-02,3610,3610,3310,3415,56657,38873.0,11382966.0
2016-11-03,3250,3540,3250,3415,13105,38873.0,11382966.0
2016-11-04,3500,3500,3360,3360,14838,38247.0,11382966.0
2016-11-07,3255,3435,3255,3380,11673,38474.0,11382966.0
2016-11-08,3380,3440,3325,3380,25306,38474.0,11382966.0
2016-11-09,3500,3500,3050,3115,90785,35458.0,11382966.0
2016-11-10,3210,3495,3210,3375,28174,38418.0,11382966.0
2016-11-11,3375,3470,3315,3435,29420,39100.0,11382966.0
2016-11-14,3435,3460,3400,3400,17159,38702.0,11382966.0
2016-11-15,3415,3590,3390,3590,32678,40865.0,11382966.0
2016-11-16,3780,3780,3635,3780,82235,43028.0,11382966.0
2016-11-17,3805,4150,3760,4105,278211,46727.0,11382966.0
2016-11-18,4165,4165,3880,3890,66727,44280.0,11382966.0
2016-11-21,3905,3980,3690,3835,32364,43654.0,11382966.0
2016-11-22,3800,3970,3700,3900,25286,44394.0,11382966.0
2016-11-23,3900,3900,3750,3810,11389,43369.0,11382966.0
2016-11-24,3880,3980,3725,3895,32983,44337.0,11382966.0
2016-11-25,3895,4280,3890,4035,98283,45930.0,11382966.0
2016-11-28,4035,4080,3800,3915,60516,44564.0,11382966.0
2016-11-29,3915,3930,3785,3880,23671,44166.0,11382966.0
2016-11-30,3930,4090,3840,4085,51481,46499.0,11382966.0
2016-12-01,4150,4165,4010,4140,45978,47125.0,11382966.0
2016-12-02,4200,4200,4100,4170,49594,47467.0,11382966.0
2016-12-05,4050,4200,4015,4195,36283,47752.0,11382966.0
2016-12-06,4220,4300,4155,4260,68141,48491.0,11382966.0
2016-12-07,4300,4380,4265,4305,79136,49004.0,11382966.0
2016-12-08,4350,4440,4280,4440,47358,50540.0,11382966.0
2016-12-09,4470,4550,4300,4420,50559,50313.0,11382966.0
2016-12-12,4650,4650,4365,4400,39259,50085.0,11382966.0
2016-12-13,4490,4490,4270,4285,27134,48776.0,11382966.0
2016-12-14,4250,4450,4250,4390,25727,49971.0,11382966.0
2016-12-15,4400,4405,4285,4330,17958,49288.0,11382966.0
2016-12-16,4250,4475,4150,4180,38727,47581.0,11382966.0
2016-12-19,4150,4200,3970,3995,64739,45475.0,11382966.0
2016-12-20,4050,4050,3935,3935,16890,44792.0,11382966.0
2016-12-21,3955,4145,3930,4095,24297,46613.0,11382966.0
2016-12-22,4150,4155,4025,4030,9312,45873.0,11382966.0
2016-12-23,3975,4125,3945,4085,25242,46499.0,11382966.0
2016-12-26,4010,4200,4010,4020,7283,45760.0,11382966.0
2016-12-27,4100,4230,4025,4050,23050,46101.0,11382966.0
2016-12-28,3925,4150,3925,4050,14576,46101.0,11382966.0
2016-12-29,4150,4150,3905,4150,26573,47239.0,11382966.0
2017-01-02,4365,4365,4060,4060,24564,46215.0,11382966.0
2017-01-03,4060,4230,4010,4165,34299,47410.0,11382966.0
2017-01-04,4240,4280,4070,4150,22008,47239.0,11382966.0
2017-01-05,4210,4300,4090,4150,19246,47239.0,11382966.0
2017-01-06,4300,4300,4080,4120,14379,46898.0,11382966.0
2017-01-09,4440,4440,4070,4200,16337,47808.0,11382966.0
2017-01-10,4150,4220,4090,4220,17099,48036.0,11382966.0
2017-01-11,4220,4310,4145,4290,25795,48833.0,11382966.0
2017-01-12,4340,4485,4230,4485,50953,51053.0,11382966.0
2017-01-13,4590,4590,4435,4510,32004,51337.0,11382966.0
2017-01-16,4535,4535,4430,4495,13119,51166.0,11382966.0
2017-01-17,4220,4485,4220,4410,14663,50199.0,11382966.0
2017-01-18,4410,4530,4270,4345,14025,49459.0,11382966.0
2017-01-19,4310,4400,4210,4290,17401,48833.0,11382966.0
2017-01-20,4245,4370,4205,4275,39007,48662.0,11382966.0
2017-01-23,4275,4395,4225,4380,103311,49857.0,11382966.0
2017-01-24,4180,4745,4180,4500,118632,51223.0,11382966.0
2017-01-25,4550,4550,4445,4480,36902,50996.0,11382966.0
2017-01-26,4500,4710,4425,4700,49454,53500.0,11382966.0
2017-01-31,4710,4960,4700,4905,46924,55833.0,11382966.0
2017-02-01,5000,5000,4880,4910,26718,55890.0,11382966.0
2017-02-02,4835,4925,4655,4680,28670,53272.0,11382966.0
2017-02-03,4630,4880,4630,4800,20052,54638.0,11382966.0
2017-02-06,4660,4800,4600,4760,27011,54183.0,11382966.0
2017-02-07,4770,4770,4620,4645,9040,52874.0,11382966.0
2017-02-08,4980,4980,4650,4740,6150,53955.0,11382966.0
2017-02-09,4850,4880,4605,4850,7884,55207.0,11382966.0
2017-02-10,4750,4850,4655,4715,16969,53671.0,11382966.0
2017-02-13,4610,4820,4610,4680,22792,53272.0,11382966.0
2017-02-14,4840,4840,4550,4605,26790,52419.0,11382966.0
2017-02-15,4605,4800,4600,4650,23204,52931.0,11382966.0
2017-02-16,4750,4840,4500,4565,17902,51963.0,11382966.0
2017-02-17,4745,4745,4450,4540,22243,51679.0,11382966.0
2017-02-20,4430,4640,4425,4510,19742,51337.0,11382966.0
2017-02-21,4590,4590,4450,4495,28001,51166.0,11382966.0
2017-02-22,4695,4695,4440,4500,6679,51223.0,11382966.0
2017-02-23,4690,4690,4450,4500,15332,51223.0,11382966.0
2017-02-24,4680,4685,4350,4460,33057,50768.0,11382966.0
2017-02-27,4565,4565,4250,4360,33488,49630.0,11382966.0
2017-02-28,4355,4495,4235,4270,39214,48605.0,11382966.0
2017-03-02,4290,4500,4175,4265,14859,48548.0,11382966.0
2017-03-03,4400,4400,4175,4300,16095,48947.0,11382966.0
2017-03-06,4300,4335,4005,4275,64734,48662.0,11382966.0
2017-03-07,4400,4400,4260,4310,19940,49061.0,11382966.0
2017-03-08,4380,4380,4180,4295,14781,48890.0,11382966.0
2017-03-09,4350,4350,4225,4320,9991,49174.0,11382966.0
2017-03-10,4320,4345,4280,4315,10276,49117.0,11382966.0
2017-03-13,4400,4400,4280,4295,26216,48890.0,11382966.0
2017-03-14,4305,4370,4210,4260,27602,48491.0,11382966.0
2017-03-15,4260,4330,4125,4225,22660,48093.0,11382966.0
2017-03-16,4390,4390,4110,4230,52569,48150.0,11382966.0
2017-03-17,4200,4300,4050,4250,51555,48378.0,11382966.0
2017-03-20,4250,4925,4220,4400,17345,50085.0,11382966.0
2017-03-21,4585,4590,4270,4400,8801,50085.0,11382966.0
2017-03-22,4470,4470,4105,4290,21687,48833.0,11382966.0
2017-03-23,4420,4420,4230,4310,30138,49061.0,11382966.0
2017-03-24,4380,4380,4260,4330,37125,49288.0,11382966.0
2017-03-27,4330,4500,4240,4290,9620,48833.0,11382966.0
2017-03-28,4350,4385,4240,4385,34899,49914.0,11382966.0
2017-03-29,4500,4655,4365,4600,34976,52362.0,11382966.0
2017-03-30,4510,4800,4510,4745,42371,54012.0,11382966.0
2017-03-31,4800,4800,4675,4735,20931,53898.0,11382966.0
2017-04-03,4785,4785,4625,4735,26518,53898.0,11382966.0
2017-04-04,4795,4795,4620,4730,36852,53841.0,11382966.0
2017-04-05,4740,4740,4660,4710,8680,53614.0,11382966.0
2017-04-06,4710,4710,4630,4700,14724,53500.0,11382966.0
2017-04-07,4730,4735,4625,4685,8701,53329.0,11382966.0
2017-04-10,4700,4700,4560,4615,21181,52532.0,11382966.0
2017-04-11,4565,4600,4420,4530,19950,51565.0,11382966.0
2017-04-12,4455,4640,4410,4565,29882,51963.0,11382966.0
2017-04-13,4570,4595,4465,4570,18575,52020.0,11382966.0
2017-04-14,4570,4640,4470,4575,6910,52077.0,11382966.0
2017-04-17,4645,4645,4540,4590,10713,52248.0,11382966.0
2017-04-18,4645,4645,4505,4580,8542,52134.0,11382966.0
