티엘아이(062860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-10-14,10800,11150,10600,11100,35873,88244.0,7949950.0
2009-10-15,11250,11350,10900,11100,41417,88244.0,7949950.0
2009-10-16,11100,11150,10650,10650,45438,84667.0,7949950.0
2009-10-19,10650,10750,10250,10400,39820,82679.0,7949950.0
2009-10-20,10450,10700,10300,10350,69548,82282.0,7949950.0
2009-10-21,10400,10600,10300,10550,33077,83872.0,7949950.0
2009-10-22,10400,10550,10300,10400,39055,82679.0,7949950.0
2009-10-23,10450,10700,10400,10550,21841,83872.0,7949950.0
2009-10-26,10550,11000,10550,10700,58399,85064.0,7949950.0
2009-10-27,10600,10800,10450,10650,32797,84667.0,7949950.0
2009-10-28,10700,10700,10100,10150,33265,80692.0,7949950.0
2009-10-29,9870,10050,9720,9720,56930,77274.0,7949950.0
2009-10-30,9830,10100,9830,9910,55470,78784.0,7949950.0
2009-11-02,9700,10200,9630,10200,38998,81089.0,7949950.0
2009-11-03,10150,10300,10100,10250,42011,81487.0,7949950.0
2009-11-04,10300,10800,10250,10800,57829,85859.0,7949950.0
2009-11-05,10800,10900,10450,10700,43324,85064.0,7949950.0
2009-11-06,10800,10850,10500,10700,27561,85064.0,7949950.0
2009-11-09,10600,11050,10600,10950,62962,87052.0,7949950.0
2009-11-10,11000,11050,10800,11000,91767,87449.0,7949950.0
2009-11-11,11100,11100,10750,10850,16163,86257.0,7949950.0
2009-11-12,10850,11000,10100,10600,58440,84269.0,7949950.0
2009-11-13,10600,10600,10350,10450,20679,83077.0,7949950.0
2009-11-16,10500,10650,10300,10300,26576,81884.0,7949950.0
2009-11-17,10400,10500,10150,10200,37441,81089.0,7949950.0
2009-11-18,10200,10400,10200,10350,14605,82282.0,7949950.0
2009-11-19,10450,10500,10300,10300,10789,81884.0,7949950.0
2009-11-20,10400,10500,10200,10200,45064,81089.0,7949950.0
2009-11-23,10300,11350,10200,10900,326135,86654.0,7949950.0
2009-11-24,10850,10850,10450,10550,141858,83872.0,7949950.0
2009-11-25,10650,10650,10100,10350,70751,82282.0,7949950.0
2009-11-26,10450,10550,10200,10250,117978,81487.0,7949950.0
2009-11-27,10100,10100,9500,9750,98784,77512.0,7949950.0
2009-11-30,9860,10650,9860,10250,141590,81487.0,7949950.0
2009-12-01,10200,11600,10200,10900,701586,86654.0,7949950.0
2009-12-02,10950,11200,10800,11100,136750,88244.0,7949950.0
2009-12-03,11200,11200,10800,11050,86424,87847.0,7949950.0
2009-12-04,10900,11450,10850,11350,119508,90232.0,7949950.0
2009-12-07,11450,11550,11150,11300,75215,89834.0,7949950.0
2009-12-08,11150,11200,10900,11000,63770,87449.0,7949950.0
2009-12-09,10850,11700,10750,11650,214596,92617.0,7949950.0
2009-12-10,11700,12300,11500,12150,302160,96592.0,7949950.0
2009-12-11,12200,12400,11950,12400,182430,98579.0,7949950.0
2009-12-14,12400,12800,12250,12650,215921,100567.0,7949950.0
2009-12-15,12600,12700,12250,12700,98444,100964.0,7949950.0
2009-12-16,12700,13250,12600,13150,248196,104542.0,7949950.0
2009-12-17,13150,13500,12900,13350,258879,106132.0,7949950.0
2009-12-18,13300,13800,13100,13750,143290,109312.0,7949950.0
2009-12-21,14100,14500,13750,14350,583388,114082.0,7949950.0
2009-12-22,14500,14600,12550,14350,261795,114082.0,7949950.0
2009-12-23,14100,14700,14100,14550,156239,115672.0,7949950.0
2009-12-24,14550,14550,13900,14250,154394,113287.0,7949950.0
2009-12-28,14150,14300,13850,14300,111056,113684.0,7949950.0
2009-12-29,14050,14300,13900,14300,104759,113684.0,7949950.0
2009-12-30,14350,15300,14150,14900,200414,118454.0,7949950.0
2010-01-04,15250,15250,14600,14900,135016,118454.0,7949950.0
2010-01-05,15050,17100,14850,16200,1045900,128789.0,7949950.0
2010-01-06,16600,17900,15650,17150,776190,136342.0,7949950.0
2010-01-07,18550,19700,18500,19700,857286,156614.0,7949950.0
2010-01-08,20500,20600,18600,20000,2199652,158999.0,7949950.0
2010-01-11,20900,22500,19900,20300,1305557,161384.0,7949950.0
2010-01-12,20250,20600,19500,20000,461759,158999.0,7949950.0
2010-01-13,19600,19900,18750,19800,475902,157409.0,7949950.0
2010-01-14,19950,20450,19650,20100,427147,159794.0,7949950.0
2010-01-15,20550,22100,19550,20950,787777,166551.0,7949950.0
2010-01-18,23150,24050,22450,22650,1259471,180066.0,7949950.0
2010-01-19,23150,24750,22100,22100,1356514,175694.0,7949950.0
2010-01-20,22450,22500,20900,21350,716341,169731.0,7949950.0
2010-01-21,21350,22150,20400,21900,398637,174104.0,7949950.0
2010-01-22,21300,22550,20500,21100,499366,167744.0,7949950.0
2010-01-25,20500,21150,19100,19200,526595,152639.0,7949950.0
2010-01-26,19600,19800,18500,19600,501787,155819.0,7949950.0
2010-01-27,19800,20100,18750,19600,298380,155819.0,7949950.0
2010-01-28,20200,20450,19050,19800,351163,157409.0,7949950.0
2010-01-29,19100,19150,16850,16850,738167,133957.0,7949950.0
2010-02-01,16850,17650,16650,17050,498322,135547.0,7949950.0
2010-02-02,18100,19600,18100,18950,1543336,150652.0,7949950.0
2010-02-03,19250,19350,18600,19050,431206,151447.0,7949950.0
2010-02-04,19200,20750,18650,20750,359608,164961.0,7949950.0
2010-02-05,19400,20200,19100,19600,413462,155819.0,7949950.0
2010-02-08,20250,22150,19900,21250,1150463,168936.0,7949950.0
2010-02-09,21100,22350,20950,22200,718594,176489.0,7949950.0
2010-02-10,22250,22450,21050,21300,471781,169334.0,7949950.0
2010-02-11,21650,21900,20550,21900,378312,174104.0,7949950.0
2010-02-12,21800,21900,21250,21650,177122,172116.0,7949950.0
2010-02-16,21450,21850,20850,21000,218840,166949.0,7949950.0
2010-02-17,21250,21650,20600,21500,296384,170924.0,7949950.0
2010-02-18,21950,23000,21500,21500,569692,170924.0,7949950.0
2010-02-19,21300,21800,20300,20400,337851,162179.0,7949950.0
2010-02-22,20850,21950,20650,21100,381410,167744.0,7949950.0
2010-02-23,21750,22250,21000,21200,432753,168539.0,7949950.0
2010-02-24,20900,21000,20350,20400,213012,162179.0,7949950.0
2010-02-25,20550,20650,19100,19400,231969,154229.0,7949950.0
2010-02-26,19850,21650,19850,21200,823382,168539.0,7949950.0
2010-03-02,21300,21550,20750,21350,317851,169731.0,7949950.0
2010-03-03,21400,21500,20700,21150,227886,168141.0,7949950.0
2010-03-04,21850,23450,21300,21400,1624804,170129.0,7949950.0
2010-03-05,21800,21950,20750,21100,585974,167744.0,7949950.0
2010-03-08,21400,21700,20850,21200,419369,168539.0,7949950.0
2010-03-09,20950,21100,20350,20600,360272,163769.0,7949950.0
2010-03-10,20450,21250,20400,20950,248188,166551.0,7949950.0
2010-03-11,21300,21300,20600,20650,157951,164166.0,7949950.0
2010-03-12,21000,21700,20850,21600,337620,171719.0,7949950.0
2010-03-15,22150,22350,21300,22250,442855,176886.0,7949950.0
2010-03-16,22250,23300,22050,23050,655445,183246.0,7949950.0
2010-03-17,23250,26450,23250,25200,1235083,200339.0,7949950.0
2010-03-18,25200,25300,24000,24450,708716,194376.0,7949950.0
2010-03-19,24800,25600,24350,25400,543418,201929.0,7949950.0
2010-03-22,25250,25300,24600,25000,202905,198749.0,7949950.0
2010-03-23,25350,25850,23900,23900,388323,190004.0,7949950.0
2010-03-24,24100,24500,23300,23400,256699,186029.0,7949950.0
2010-03-25,23600,24050,23050,23750,272452,188811.0,7949950.0
2010-03-26,24000,25250,24000,24500,701376,194774.0,7949950.0
2010-03-29,24000,24400,23450,23650,243133,188016.0,7949950.0
2010-03-30,23850,23850,23200,23450,184222,186426.0,7949950.0
2010-03-31,23550,23650,22800,23250,269614,184836.0,7949950.0
2010-04-01,23250,24200,22600,24200,314391,192389.0,7949950.0
2010-04-02,24200,24850,24000,24450,339686,194376.0,7949950.0
2010-04-05,24750,24800,23200,23950,262028,190401.0,7949950.0
2010-04-06,24050,24850,23900,24350,478536,193581.0,7949950.0
2010-04-07,24600,25300,24400,25150,408635,199941.0,7949950.0
2010-04-08,25000,25850,24600,25850,346209,205506.0,7949950.0
2010-04-09,26350,26850,25800,26150,519898,207891.0,7949950.0
2010-04-12,26450,26450,25350,26100,282398,207494.0,7949950.0
2010-04-13,26100,26350,25200,25200,219325,200339.0,7949950.0
2010-04-14,25250,25450,24550,24700,320781,198207.0,8024575.0
2010-04-15,24950,25000,23100,23800,490473,190985.0,8024575.0
2010-04-16,23500,23550,22700,23250,305722,186571.0,8024575.0
2010-04-19,22700,23250,22550,22650,246968,181757.0,8024575.0
2010-04-20,23000,23300,22700,22700,178200,182158.0,8024575.0
2010-04-21,22900,23800,22750,23550,236416,188979.0,8024575.0
2010-04-22,23600,23600,22900,22900,115091,183763.0,8024575.0
2010-04-23,22950,23350,22400,23100,231022,185368.0,8024575.0
2010-04-26,23500,23950,21350,22150,529972,177744.0,8024575.0
2010-04-27,22100,22200,21150,21150,371995,169720.0,8024575.0
2010-04-28,20650,21850,20450,21400,255211,171726.0,8024575.0
2010-04-29,21900,23050,21850,22750,596321,182559.0,8024575.0
2010-04-30,23200,23450,22200,22400,400799,179750.0,8024575.0
2010-05-03,22650,23700,22450,22800,726917,182960.0,8024575.0
2010-05-04,23350,23850,22750,23850,403451,191386.0,8024575.0
2010-05-06,23450,24300,22350,22800,826017,182960.0,8024575.0
2010-05-07,21450,22650,21100,22000,1426112,176541.0,8024575.0
2010-05-10,22800,23400,22350,23400,473317,187775.0,8024575.0
2010-05-11,23700,24250,23150,23500,688441,188578.0,8024575.0
2010-05-12,24200,25300,24000,24900,979916,199812.0,8024575.0
2010-05-13,25000,26050,24550,25350,778277,203423.0,8024575.0
2010-05-14,25350,26200,25000,26200,427186,210244.0,8024575.0
2010-05-17,25950,26650,25000,25050,572753,201016.0,8024575.0
2010-05-18,25550,25550,22350,22600,795927,181355.0,8024575.0
2010-05-19,22750,23850,21800,23200,409695,186170.0,8024575.0
2010-05-20,23600,23800,21100,21600,441144,173331.0,8024575.0
2010-05-24,21100,21600,18450,19000,1005894,152467.0,8024575.0
2010-05-25,19000,19350,16650,17700,956976,142035.0,8024575.0
2010-05-26,18350,19450,18100,19250,752533,154473.0,8024575.0
2010-05-27,19600,21650,19350,21250,998155,170522.0,8024575.0
2010-05-28,21700,21950,20850,21200,429815,170121.0,8024575.0
2010-05-31,21300,22250,21050,22100,285926,177343.0,8024575.0
2010-06-01,22450,22450,21650,21800,226433,174936.0,8024575.0
2010-06-03,22800,24500,22750,23800,858570,190985.0,8024575.0
2010-06-04,23400,23800,22650,22650,398793,181757.0,8024575.0
2010-06-07,21400,22200,21350,22200,334940,178146.0,8024575.0
2010-06-08,22500,24150,22300,24150,597885,193793.0,8024575.0
2010-06-09,24550,24800,23450,23450,532282,188176.0,8024575.0
2010-06-10,23800,24250,23500,23600,297287,189380.0,8024575.0
2010-06-11,24000,24050,22550,22550,404693,180954.0,8024575.0
2010-06-14,22900,23050,21800,22700,294958,182158.0,8024575.0
2010-06-15,22850,23150,22150,22550,257305,180954.0,8024575.0
2010-06-16,22800,22800,21950,22300,260753,178948.0,8024575.0
2010-06-17,22100,22600,22000,22500,306794,180553.0,8024575.0
2010-06-18,22800,23250,22300,22300,350564,178948.0,8024575.0
2010-06-21,22300,22500,21550,21900,301257,175738.0,8024575.0
2010-06-22,21900,21900,20000,20450,664734,164103.0,8024575.0
2010-06-23,20600,21000,20100,20400,322969,163766.0,8027765.0
2010-06-24,20450,21350,19600,21350,345382,171393.0,8027765.0
2010-06-25,20750,21350,20450,20500,257630,164569.0,8027765.0
2010-06-28,20500,20950,20250,20500,148370,164569.0,8027765.0
2010-06-29,20800,21450,20100,20100,359876,161358.0,8027765.0
2010-06-30,19800,20700,19300,20600,177159,165372.0,8027765.0
2010-07-01,20600,21250,20200,20750,218615,166576.0,8027765.0
2010-07-02,20700,20700,19800,19900,209977,159753.0,8027765.0
2010-07-05,20050,20100,19000,19000,242881,152528.0,8027765.0
2010-07-06,19000,19350,18800,19200,105743,154133.0,8027765.0
2010-07-07,19450,19450,18850,18850,91459,151323.0,8027765.0
2010-07-08,19150,19550,18700,18700,136114,150119.0,8027765.0
2010-07-09,18850,18850,17750,18250,273361,146507.0,8027765.0
2010-07-12,18250,19400,18250,19300,187709,154936.0,8027765.0
2010-07-13,19100,19400,18600,18600,167251,149316.0,8027765.0
2010-07-14,18950,19050,18250,18400,180940,147711.0,8027765.0
2010-07-15,18300,18950,18250,18450,145503,148112.0,8027765.0
2010-07-16,18650,19300,18550,19150,231168,153732.0,8027765.0
2010-07-19,18750,18950,18350,18500,178092,148514.0,8027765.0
2010-07-20,18750,19100,18150,18250,383669,146507.0,8027765.0
2010-07-21,18350,18450,17350,17550,400216,140887.0,8027765.0
2010-07-22,17650,17750,16250,16400,336946,131655.0,8027765.0
2010-07-23,16700,16800,15600,16200,450090,130050.0,8027765.0
2010-07-26,16150,17050,16100,16950,299004,136071.0,8027765.0
2010-07-27,17150,17250,16800,17050,176687,136873.0,8027765.0
2010-07-28,16900,17050,16700,16900,107068,135669.0,8027765.0
2010-07-29,16800,17000,16400,16500,110795,132458.0,8027765.0
2010-07-30,16400,16550,15750,16000,196578,128444.0,8027765.0
2010-08-02,16150,16800,16050,16400,140345,131655.0,8027765.0
2010-08-03,16500,16750,16050,16150,133179,129648.0,8027765.0
2010-08-04,16150,16300,15700,15800,193118,126839.0,8027765.0
2010-08-05,15950,16000,14900,15050,243299,120818.0,8027765.0
2010-08-06,15000,15000,14250,14900,263139,119614.0,8027765.0
2010-08-09,14900,15150,14550,14700,213703,118008.0,8027765.0
2010-08-10,14950,15400,14800,14800,175755,118811.0,8027765.0
2010-08-11,14650,14950,13900,13900,205773,111586.0,8027765.0
2010-08-12,13600,14500,13500,13800,348957,110783.0,8027765.0
2010-08-13,13900,14300,13800,14300,317725,114797.0,8027765.0
2010-08-16,14150,14150,13700,13800,163287,110783.0,8027765.0
2010-08-17,13950,14500,13850,14250,320384,114396.0,8027765.0
2010-08-18,14350,14550,13600,13700,286104,109980.0,8027765.0
2010-08-19,13900,15100,13800,14850,643415,119212.0,8027765.0
2010-08-20,14750,15000,14600,14800,240865,118811.0,8027765.0
2010-08-23,14750,14850,13950,14050,295709,112790.0,8027765.0
2010-08-24,13950,14200,13800,13850,190646,111185.0,8027765.0
2010-08-25,13700,14050,13650,14050,130436,113565.0,8082950.0
2010-08-26,14050,14250,13800,13900,123337,112353.0,8082950.0
2010-08-27,13800,13900,13300,13500,160898,109120.0,8082950.0
2010-08-30,13700,14150,13650,13800,126163,111545.0,8082950.0
2010-08-31,13650,13900,13450,13500,89560,109120.0,8082950.0
2010-09-01,13600,13800,13350,13600,163583,109928.0,8082950.0
2010-09-02,13850,14600,13700,14500,367037,117203.0,8082950.0
2010-09-03,14600,14950,14300,14800,350858,119628.0,8082950.0
2010-09-06,14950,15000,14500,14750,192181,119224.0,8082950.0
2010-09-07,14900,15350,14900,15100,327040,122053.0,8082950.0
2010-09-08,14950,15050,14550,14600,160525,118011.0,8082950.0
2010-09-09,14800,15000,14600,14800,142369,119628.0,8082950.0
2010-09-10,15100,15750,15000,15600,577632,126094.0,8082950.0
2010-09-13,15700,15700,15100,15400,375682,124477.0,8082950.0
2010-09-14,15450,15600,15000,15550,219026,125690.0,8082950.0
2010-09-15,15550,15650,15050,15050,175791,121648.0,8082950.0
2010-09-16,15100,15250,14650,14750,158152,119224.0,8082950.0
2010-09-17,14900,15250,14700,15250,154557,123265.0,8082950.0
2010-09-20,15350,15400,15050,15050,94324,121648.0,8082950.0
2010-09-24,14950,15000,14250,14400,230961,116394.0,8082950.0
2010-09-27,14600,14900,14500,14750,264670,119224.0,8082950.0
2010-09-28,14800,14900,14550,14700,93541,118819.0,8082950.0
2010-09-29,14900,15450,14850,15350,262715,124073.0,8082950.0
2010-09-30,15350,15400,15050,15200,165761,122861.0,8082950.0
2010-10-01,15350,15750,15150,15600,327032,126094.0,8082950.0
2010-10-04,15800,15850,15100,15100,260593,122053.0,8082950.0
2010-10-05,15050,15250,14750,14900,139205,120436.0,8082950.0
2010-10-06,15150,15300,14850,14900,156038,120436.0,8082950.0
2010-10-07,15000,15600,14850,15400,231907,124477.0,8082950.0
2010-10-08,15400,15900,15400,15650,278005,126498.0,8082950.0
2010-10-11,15800,16450,15550,16050,638482,129731.0,8082950.0
2010-10-12,16150,16300,15600,15850,222564,128115.0,8082950.0
2010-10-13,15900,16500,15750,16450,270074,132965.0,8082950.0
2010-10-14,16400,16800,16300,16400,322534,132560.0,8082950.0
2010-10-15,16500,16800,16350,16750,209235,135389.0,8082950.0
2010-10-18,17050,17300,16900,17100,386939,138218.0,8082950.0
2010-10-19,17000,17300,16400,16450,351499,132965.0,8082950.0
2010-10-20,16100,17700,16000,17600,527164,142260.0,8082950.0
2010-10-21,18150,18600,17850,18000,903149,145493.0,8082950.0
2010-10-22,18000,18000,17200,17450,423354,141047.0,8082950.0
2010-10-25,17300,17650,16900,17050,342643,137814.0,8082950.0
2010-10-26,17150,17650,17000,17000,291383,137410.0,8082950.0
2010-10-27,17100,17250,16650,16750,298468,135389.0,8082950.0
2010-10-28,16750,17000,16600,16650,169263,134581.0,8082950.0
2010-10-29,16700,16700,15750,15900,286971,128519.0,8082950.0
2010-11-01,16000,16650,15950,16650,193818,134581.0,8082950.0
2010-11-02,16600,16600,16050,16250,196494,131348.0,8082950.0
2010-11-03,16400,16850,16050,16150,187859,130540.0,8082950.0
2010-11-04,16200,16800,16150,16600,241659,134177.0,8082950.0
2010-11-05,16850,16900,16200,16250,212252,131348.0,8082950.0
2010-11-08,16250,16400,15700,15850,207225,128115.0,8082950.0
2010-11-09,15750,16100,15350,15700,217809,126902.0,8082950.0
2010-11-10,15650,15700,15200,15450,174232,124882.0,8082950.0
2010-11-11,15400,15850,15400,15800,118927,127711.0,8082950.0
2010-11-12,15950,16250,15050,15300,250760,123669.0,8082950.0
2010-11-15,15150,15550,14800,15000,95626,121244.0,8082950.0
2010-11-16,14850,15050,14050,14250,209508,115182.0,8082950.0
2010-11-17,14200,14800,14100,14450,112569,116799.0,8082950.0
2010-11-18,14550,14700,14450,14650,51667,118415.0,8082950.0
2010-11-19,14900,14950,14550,14650,81705,118415.0,8082950.0
2010-11-22,14650,15300,14450,15200,198733,122861.0,8082950.0
2010-11-23,15000,15200,14800,15000,87640,121244.0,8082950.0
2010-11-24,14050,14600,14050,14450,170565,116799.0,8082950.0
2010-11-25,14600,14650,14300,14350,92677,115990.0,8082950.0
2010-11-26,14350,14450,13650,13900,152873,112353.0,8082950.0
2010-11-29,13750,14050,13600,13650,87294,110332.0,8082950.0
2010-11-30,13650,13900,13450,13700,115564,110736.0,8082950.0
2010-12-01,13650,14050,13550,14050,82560,113565.0,8082950.0
2010-12-02,14150,14250,13850,13950,80719,112757.0,8082950.0
2010-12-03,14050,14100,13650,13750,60721,111141.0,8082950.0
2010-12-06,13800,13950,13700,13850,46216,111949.0,8082950.0
2010-12-07,13850,14200,13850,14150,74920,114374.0,8082950.0
2010-12-08,14250,14900,14250,14500,221651,117203.0,8082950.0
2010-12-09,14600,14600,14300,14500,70951,117203.0,8082950.0
2010-12-10,14400,14800,14400,14600,76521,118011.0,8082950.0
2010-12-13,14600,14800,14500,14600,86549,118011.0,8082950.0
2010-12-14,14600,14900,14600,14700,80267,118819.0,8082950.0
2010-12-15,14800,14900,14300,14450,70220,116799.0,8082950.0
2010-12-16,14750,15250,14650,14650,284498,118415.0,8082950.0
2010-12-17,14850,15050,14450,15000,162548,121244.0,8082950.0
2010-12-20,14600,14750,14300,14550,115885,117607.0,8082950.0
2010-12-21,14950,15100,14700,14800,136763,119628.0,8082950.0
2010-12-22,15200,16150,15100,15850,598585,128115.0,8082950.0
2010-12-23,16000,16000,15200,15200,159955,122861.0,8082950.0
2010-12-24,15400,15450,14700,14800,164531,119628.0,8082950.0
2010-12-27,14700,15050,14700,14900,99596,120436.0,8082950.0
2010-12-28,14900,15250,14650,15050,162635,121648.0,8082950.0
2010-12-29,14900,15200,14750,15100,133488,122053.0,8082950.0
2010-12-30,15250,15700,15150,15700,200360,126902.0,8082950.0
2011-01-03,15750,16100,15450,16000,252710,129327.0,8082950.0
2011-01-04,16050,16200,15700,16050,279913,129731.0,8082950.0
2011-01-05,16200,16500,16000,16250,346514,131348.0,8082950.0
2011-01-06,16450,17450,16350,16700,746110,134985.0,8082950.0
2011-01-07,16800,16950,16250,16500,279703,133369.0,8082950.0
2011-01-10,16450,16700,16000,16200,241308,130944.0,8082950.0
2011-01-11,16250,16550,15950,16100,195871,130135.0,8082950.0
2011-01-12,16200,16400,15850,15850,232015,128115.0,8082950.0
2011-01-13,16000,16000,15450,15650,228017,126498.0,8082950.0
2011-01-14,15750,15900,15650,15700,131948,126902.0,8082950.0
2011-01-17,15650,15850,14650,14700,371219,118819.0,8082950.0
2011-01-18,14600,14900,14400,14400,212792,116394.0,8082950.0
2011-01-19,14650,14650,14200,14400,125775,116394.0,8082950.0
2011-01-20,14400,14700,14350,14500,138721,117203.0,8082950.0
2011-01-21,14500,14600,13900,13950,200221,112757.0,8082950.0
2011-01-24,14000,14600,14000,14150,204691,114374.0,8082950.0
2011-01-25,14400,14900,14350,14600,268524,118011.0,8082950.0
2011-01-26,14600,14700,14200,14250,155786,115182.0,8082950.0
2011-01-27,14250,14400,13900,13900,241675,112353.0,8082950.0
2011-01-28,13900,14450,13850,14300,214740,115586.0,8082950.0
2011-01-31,14350,14850,14300,14600,315994,118011.0,8082950.0
2011-02-01,14800,15550,14450,15100,408541,122053.0,8082950.0
2011-02-07,15200,15350,14650,14750,237144,119224.0,8082950.0
2011-02-08,14650,14750,14250,14300,229326,115586.0,8082950.0
2011-02-09,14300,14450,13950,13950,151424,112757.0,8082950.0
2011-02-10,13800,14200,13800,14200,96627,114778.0,8082950.0
2011-02-11,14250,14350,13850,13900,131403,112353.0,8082950.0
2011-02-14,13950,14100,13200,13200,231192,106695.0,8082950.0
2011-02-15,13200,13350,12350,12350,368956,99824.0,8082950.0
2011-02-16,12100,12650,12100,12300,166440,99420.0,8082950.0
2011-02-17,12350,12500,11400,11450,371142,92550.0,8082950.0
2011-02-18,11450,12150,11450,12100,179890,97804.0,8082950.0
2011-02-21,12200,13000,11900,12700,249317,102653.0,8082950.0
2011-02-22,12650,12950,12350,12600,147223,101845.0,8082950.0
2011-02-23,12450,12700,12200,12300,119611,99420.0,8082950.0
2011-02-24,12100,12350,12000,12000,74963,96995.0,8082950.0
2011-02-25,12100,12550,12050,12550,78333,101441.0,8082950.0
2011-02-28,12500,13100,12450,12850,92656,103866.0,8082950.0
2011-03-02,12650,12850,12450,12450,74150,100633.0,8082950.0
2011-03-03,12500,12850,12450,12700,73564,102653.0,8082950.0
2011-03-04,12850,12900,12600,12700,90503,102653.0,8082950.0
2011-03-07,12750,12750,12450,12450,92584,100633.0,8082950.0
2011-03-08,12500,12700,12350,12500,106489,101037.0,8082950.0
2011-03-09,12650,13100,12500,13000,270038,105078.0,8082950.0
2011-03-10,13100,13350,12700,12700,148705,102653.0,8082950.0
2011-03-11,12350,12550,12200,12450,116518,100633.0,8082950.0
2011-03-14,12600,12600,11600,11750,171215,94975.0,8082950.0
2011-03-15,11550,12000,10000,11000,285730,88912.0,8082950.0
2011-03-16,11000,11250,10350,10700,218764,86488.0,8082950.0
2011-03-17,10300,10500,10150,10350,213012,83659.0,8082950.0
2011-03-18,10500,10850,10450,10850,137087,87700.0,8082950.0
2011-03-21,10950,11500,10900,11350,122218,91741.0,8082950.0
2011-03-22,11400,11500,11100,11200,92829,90529.0,8082950.0
2011-03-23,11300,11300,10850,11000,101408,88912.0,8082950.0
2011-03-24,11150,12350,11150,11600,388246,93762.0,8082950.0
2011-03-25,11800,11850,11450,11600,121434,93762.0,8082950.0
2011-03-28,11650,11750,11350,11400,91142,92146.0,8082950.0
2011-03-29,11400,11650,11300,11300,84760,91337.0,8082950.0
2011-03-30,11550,11750,11350,11450,134704,92550.0,8082950.0
2011-03-31,11550,11850,11400,11800,168159,95379.0,8082950.0
2011-04-01,11800,12200,11700,12000,180229,96995.0,8082950.0
2011-04-04,12500,12700,12050,12050,290808,97400.0,8082950.0
2011-04-05,12150,12250,11950,12200,111216,98612.0,8082950.0
2011-04-06,12250,12250,11650,11650,160070,94166.0,8082950.0
2011-04-07,11750,12100,11700,11750,104178,94975.0,8082950.0
2011-04-08,11800,11850,11450,11450,143095,92550.0,8082950.0
2011-04-11,11500,11800,11450,11450,120296,92550.0,8082950.0
2011-04-12,11500,11550,11150,11200,121066,91354.0,8156575.0
2011-04-13,11150,11400,11150,11200,92545,91354.0,8156575.0
2011-04-14,11300,11600,11250,11450,92441,93393.0,8156575.0
2011-04-15,11500,12150,11500,11850,240416,96655.0,8156575.0
2011-04-18,12150,12600,12100,12300,399071,100326.0,8156575.0
2011-04-19,12250,13350,12100,13300,598235,108482.0,8156575.0
2011-04-20,13400,13750,13000,13300,388605,108482.0,8156575.0
2011-04-21,13600,13650,12650,12950,309445,105628.0,8156575.0
2011-04-22,13000,13250,12650,12800,246163,104404.0,8156575.0
2011-04-25,12950,13350,12800,12900,174415,105220.0,8156575.0
2011-04-26,12900,12900,12150,12300,210706,100326.0,8156575.0
2011-04-27,12300,12500,11750,11950,232183,97471.0,8156575.0
2011-04-28,12150,12200,11700,11950,96503,97471.0,8156575.0
2011-04-29,12050,12150,11400,11650,119565,95024.0,8156575.0
2011-05-02,11650,12000,11650,11900,71422,97063.0,8156575.0
2011-05-03,12100,12100,11750,11800,58268,96248.0,8156575.0
2011-05-04,11800,11900,11550,11600,78918,94616.0,8156575.0
2011-05-06,11500,11500,11150,11250,119215,91761.0,8156575.0
2011-05-09,11250,11650,11050,11600,111548,94616.0,8156575.0
2011-05-11,11600,11800,11450,11800,91234,96248.0,8156575.0
2011-05-12,11650,11800,11550,11550,67248,94208.0,8156575.0
2011-05-13,11600,12700,11550,12450,401651,101549.0,8156575.0
2011-05-16,12300,12600,12250,12500,175340,101957.0,8156575.0
2011-05-17,12250,12250,11450,11650,291646,95024.0,8156575.0
2011-05-18,11550,11650,11350,11450,122546,93393.0,8156575.0
2011-05-19,11450,11600,10850,10850,119276,88499.0,8156575.0
2011-05-20,10850,11100,10700,11000,80794,89722.0,8156575.0
2011-05-23,10800,11000,10300,10300,96781,84013.0,8156575.0
2011-05-24,10150,10550,10150,10400,92061,84828.0,8156575.0
2011-05-25,10450,10650,9950,10000,110679,81566.0,8156575.0
2011-05-26,10050,10400,10050,10350,65659,84421.0,8156575.0
2011-05-27,10350,10500,10250,10300,56189,84013.0,8156575.0
2011-05-30,10400,10450,9900,10000,82602,81566.0,8156575.0
2011-05-31,10050,10150,9860,9970,138089,81321.0,8156575.0
2011-06-01,10000,10050,9470,9490,179143,77406.0,8156575.0
2011-06-02,9200,9280,8800,8800,300428,71778.0,8156575.0
2011-06-03,8830,8950,8400,8510,176831,69412.0,8156575.0
2011-06-07,8410,8570,8360,8450,82916,68923.0,8156575.0
2011-06-08,8460,9540,8450,8860,289157,72267.0,8156575.0
2011-06-09,8750,9120,8750,9030,47730,73654.0,8156575.0
2011-06-10,9050,9150,8600,8600,55821,70147.0,8156575.0
2011-06-13,8440,8560,8210,8260,100074,67373.0,8156575.0
2011-06-14,8200,8410,8200,8280,53201,67536.0,8156575.0
2011-06-15,8310,8410,8010,8070,104811,65824.0,8156575.0
2011-06-16,7900,7900,7620,7760,85630,63295.0,8156575.0
2011-06-17,7840,7930,7200,7270,221974,59298.0,8156575.0
2011-06-20,7290,7400,7130,7150,107936,58320.0,8156575.0
2011-06-21,7210,7900,7190,7410,155662,60440.0,8156575.0
2011-06-22,7540,7800,7500,7700,94157,62806.0,8156575.0
