제넥신(095700),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-05-24,5800,5800,5525,5575,19413,51654.0,4632620.0
2011-05-25,5575,5875,5475,5500,11385,50959.0,4632620.0
2011-05-26,5500,5675,5375,5550,13788,51422.0,4632620.0
2011-05-27,5775,5775,5475,5575,20818,51654.0,4632620.0
2011-05-30,5600,5625,5325,5450,16347,50496.0,4632620.0
2011-05-31,5375,5500,5350,5375,12944,49801.0,4632620.0
2011-06-01,5375,5450,5225,5325,11734,49337.0,4632620.0
2011-06-02,5100,5250,5000,5150,19220,47716.0,4632620.0
2011-06-03,5050,5200,5050,5125,21713,47484.0,4632620.0
2011-06-07,5250,5300,5100,5200,7407,48179.0,4632620.0
2011-06-08,5250,5275,5025,5150,8608,47716.0,4632620.0
2011-06-09,5150,5325,5125,5325,4891,49337.0,4632620.0
2011-06-10,5500,5500,5225,5275,6698,48874.0,4632620.0
2011-06-13,5225,5375,5025,5050,14599,46789.0,4632620.0
2011-06-14,5075,5225,5075,5200,6569,48179.0,4632620.0
2011-06-15,5300,5300,5050,5225,3550,48411.0,4632620.0
2011-06-16,5225,5325,5100,5200,4735,48179.0,4632620.0
2011-06-17,5200,5250,5025,5150,15727,47716.0,4632620.0
2011-06-20,5200,5450,5200,5250,26485,48643.0,4632620.0
2011-06-21,5250,5300,5100,5125,8018,47484.0,4632620.0
2011-06-22,5275,5300,5150,5300,7847,49106.0,4632620.0
2011-06-23,5300,5350,5225,5325,4252,49337.0,4632620.0
2011-06-24,5475,5675,5450,5625,62521,52117.0,4632620.0
2011-06-27,5650,6200,5600,5750,169477,53275.0,4632620.0
2011-06-28,5800,5900,5425,5450,52188,50496.0,4632620.0
2011-06-29,5500,5550,5350,5475,23282,50727.0,4632620.0
2011-06-30,5675,5675,5425,5575,16919,51654.0,4632620.0
2011-07-01,5625,5625,5450,5500,14770,50959.0,4632620.0
2011-07-04,5575,5625,5475,5500,13835,50959.0,4632620.0
2011-07-05,5550,5725,5500,5650,15924,52349.0,4632620.0
2011-07-06,5650,5775,5600,5725,17881,53043.0,4632620.0
2011-07-07,5725,5725,5550,5700,18472,52812.0,4632620.0
2011-07-08,5675,5775,5575,5700,13777,52812.0,4632620.0
2011-07-11,5625,5800,5600,5750,28115,53275.0,4632620.0
2011-07-12,5775,5775,5600,5675,26086,52580.0,4632620.0
2011-07-13,5700,5750,5575,5750,22647,53275.0,4632620.0
2011-07-14,5749,6000,5650,5975,30735,55360.0,4632620.0
2011-07-15,6000,6275,6000,6175,63089,57213.0,4632620.0
2011-07-18,6224,6375,6100,6250,33037,57908.0,4632620.0
2011-07-19,6250,6375,6125,6275,45955,58139.0,4632620.0
2011-07-20,6424,6424,6175,6250,34313,57908.0,4632620.0
2011-07-21,6300,6300,6149,6275,26388,58139.0,4632620.0
2011-07-22,6300,7150,6225,6725,199314,62309.0,4632620.0
2011-07-25,6700,6900,6450,6900,51836,63930.0,4632620.0
2011-07-26,7575,7800,6900,7000,221716,64857.0,4632620.0
2011-07-27,7000,7150,6750,7000,57066,64857.0,4632620.0
2011-07-28,6949,7100,6749,6875,32463,63699.0,4632620.0
2011-07-29,6800,6950,6600,6625,42857,61382.0,4632620.0
2011-08-01,6675,6725,6375,6500,49148,60224.0,4632620.0
2011-08-02,6575,6575,6300,6375,29739,59066.0,4632620.0
2011-08-03,6200,6250,6025,6175,33731,57213.0,4632620.0
2011-08-04,6150,6275,6025,6025,26100,55823.0,4632620.0
2011-08-05,5750,5875,5625,5800,35895,53738.0,4632620.0
2011-08-08,5650,5875,5425,5775,50968,53507.0,4632620.0
2011-08-09,5525,5525,4930,5250,66908,48643.0,4632620.0
2011-08-10,5400,5700,5400,5600,43008,51885.0,4632620.0
2011-08-11,5250,5974,5250,5950,24712,55128.0,4632620.0
2011-08-12,6000,6450,6000,6000,55763,55591.0,4632620.0
2011-08-16,6149,6349,6100,6175,45330,57213.0,4632620.0
2011-08-17,6200,6775,6125,6500,101276,60224.0,4632620.0
2011-08-18,6549,6549,6300,6475,49051,59992.0,4632620.0
2011-08-19,6175,6500,6000,6300,42717,58371.0,4632620.0
2011-08-22,6425,6525,6125,6475,39906,59992.0,4632620.0
2011-08-23,6650,6725,6450,6500,48381,60224.0,4632620.0
2011-08-24,6500,6600,6350,6400,34169,59298.0,4632620.0
2011-08-25,6450,6675,6325,6475,32316,59992.0,4632620.0
2011-08-26,6549,6575,6375,6575,19440,60919.0,4632620.0
2011-08-29,6700,6725,6600,6625,26447,61382.0,4632620.0
2011-08-30,6500,7249,6500,6925,125249,64162.0,4632620.0
2011-08-31,6825,7075,6775,7000,33933,64857.0,4632620.0
2011-09-01,7050,7300,6900,7150,68930,66246.0,4632620.0
2011-09-02,7200,7250,6825,7000,26571,64857.0,4632620.0
2011-09-05,7050,7300,6950,7050,64767,65320.0,4632620.0
2011-09-06,7050,7700,6775,6850,261170,63467.0,4632620.0
2011-09-07,6850,6950,6674,6750,45300,62540.0,4632620.0
2011-09-08,6700,6775,6400,6450,34458,59761.0,4632620.0
2011-09-09,6449,6600,6175,6225,21262,57676.0,4632620.0
2011-09-14,6225,6350,6050,6200,24115,57444.0,4632620.0
2011-09-15,6350,6350,6050,6250,25765,57908.0,4632620.0
2011-09-16,6300,6600,6300,6475,30402,59992.0,4632620.0
2011-09-19,6500,6775,6500,6575,37821,60919.0,4632620.0
2011-09-20,6600,6600,6400,6525,13168,60456.0,4632620.0
2011-09-21,6350,6700,6300,6425,35806,59529.0,4632620.0
2011-09-22,6400,6825,6325,6700,59828,62077.0,4632620.0
2011-09-23,6550,6975,6325,6400,74207,59298.0,4632620.0
2011-09-26,6450,6500,5850,6275,49260,58139.0,4632620.0
2011-09-27,6500,6725,6275,6575,56169,60919.0,4632620.0
2011-09-28,6650,6850,6074,6150,97965,56981.0,4632620.0
2011-09-29,6200,6550,6100,6500,41224,60224.0,4632620.0
2011-09-30,6500,6675,6450,6575,8418,60919.0,4632620.0
2011-10-04,6374,6450,6225,6350,18098,58834.0,4632620.0
2011-10-05,6500,6500,6275,6275,15376,58139.0,4632620.0
2011-10-06,6325,6625,6325,6600,22242,61151.0,4632620.0
2011-10-07,6600,6800,6450,6450,29616,59761.0,4632620.0
2011-10-10,6650,6650,6450,6450,18851,59761.0,4632620.0
2011-10-11,6700,6724,6550,6650,28118,61614.0,4632620.0
2011-10-12,6749,6749,6525,6575,22624,60919.0,4632620.0
2011-10-13,6650,6650,6450,6500,23207,60224.0,4632620.0
2011-10-14,6500,6550,6400,6500,18156,60224.0,4632620.0
2011-10-17,6500,6974,6500,6750,65957,62540.0,4632620.0
2011-10-18,6650,7375,6575,6975,90336,64625.0,4632620.0
2011-10-19,7000,7274,6950,6950,45930,64393.0,4632620.0
2011-10-20,6950,7200,6875,6900,45682,63930.0,4632620.0
2011-10-21,7125,7250,6900,7175,53841,66478.0,4632620.0
2011-10-24,7250,7675,7175,7250,110120,73043.0,5037478.0
2011-10-25,7400,7400,7000,7100,43108,71532.0,5037478.0
2011-10-26,6974,7150,6874,6950,29875,70021.0,5037478.0
2011-10-27,6925,7450,6925,7100,44206,71532.0,5037478.0
2011-10-28,7125,7200,7000,7025,23177,70777.0,5037478.0
2011-10-31,7200,7200,6950,7125,30095,71784.0,5037478.0
2011-11-01,6975,8150,6975,7625,220942,76822.0,5037478.0
2011-11-02,7374,7750,7250,7750,42645,78081.0,5037478.0
2011-11-03,7850,8225,7624,7650,99545,77073.0,5037478.0
2011-11-04,7725,8025,7675,7900,62079,79592.0,5037478.0
2011-11-07,7975,8525,7975,8250,161947,83118.0,5037478.0
2011-11-08,8325,8675,8200,8350,140372,84126.0,5037478.0
2011-11-09,8549,8549,7900,8150,88047,82111.0,5037478.0
2011-11-10,7725,8250,7725,7900,102882,79592.0,5037478.0
2011-11-11,8150,8150,7750,7925,75386,79844.0,5037478.0
2011-11-14,8000,8250,8000,8125,42583,81859.0,5037478.0
2011-11-15,8074,8150,7825,7950,37510,80096.0,5037478.0
2011-11-16,8000,8175,7575,7725,42466,77829.0,5037478.0
2011-11-17,7700,7825,7200,7750,67693,78081.0,5037478.0
2011-11-18,7625,7725,7400,7675,32039,77325.0,5037478.0
2011-11-21,7575,7675,6950,7100,61596,71532.0,5037478.0
2011-11-22,6950,7200,6900,7100,28865,71532.0,5037478.0
2011-11-23,6925,7150,6700,7025,36253,70777.0,5037478.0
2011-11-24,6925,7225,6925,7200,23270,72540.0,5037478.0
2011-11-25,7150,7350,7050,7200,31701,72540.0,5037478.0
2011-11-28,7250,7950,7125,7700,64732,77577.0,5037478.0
2011-11-29,7625,7950,7550,7700,30197,77577.0,5037478.0
2011-11-30,7800,7900,7525,7550,28205,76066.0,5037478.0
2011-12-01,7650,8075,7525,7600,118254,76570.0,5037478.0
2011-12-02,7750,7750,7375,7500,28381,75562.0,5037478.0
2011-12-05,7500,7625,7425,7550,25263,76066.0,5037478.0
2011-12-06,7375,7600,7025,7500,50718,75562.0,5037478.0
2011-12-07,7425,7650,7250,7375,23307,74303.0,5037478.0
2011-12-08,7225,7425,7225,7350,8589,74051.0,5037478.0
2011-12-09,7175,7350,7100,7200,15431,72540.0,5037478.0
2011-12-12,7300,7400,7074,7150,16940,72036.0,5037478.0
2011-12-13,7025,7225,6950,7200,14113,72540.0,5037478.0
2011-12-14,7275,7550,7175,7400,25300,74555.0,5037478.0
2011-12-15,7200,7449,7200,7325,11678,73799.0,5037478.0
2011-12-16,7500,7500,7300,7450,11621,75058.0,5037478.0
2011-12-19,7550,7700,6675,7200,57992,72540.0,5037478.0
2011-12-20,7200,7424,7124,7250,18653,73043.0,5037478.0
2011-12-21,7300,7375,7175,7300,21223,73547.0,5037478.0
2011-12-22,7249,7849,7200,7425,53460,74807.0,5037478.0
2011-12-23,7450,7650,7400,7475,32319,75310.0,5037478.0
2011-12-26,7525,7725,7400,7625,53364,76822.0,5037478.0
2011-12-27,7700,7875,7475,7775,75342,78333.0,5037478.0
2011-12-28,7900,8000,7750,7850,37652,79088.0,5037478.0
2011-12-29,7800,7925,7749,7875,16310,79340.0,5037478.0
2012-01-02,7874,8074,7800,7950,53045,80096.0,5037478.0
2012-01-03,7925,8000,7725,7750,32005,78081.0,5037478.0
2012-01-04,7750,7824,7524,7650,30415,77073.0,5037478.0
2012-01-05,7800,7800,7575,7600,23355,76570.0,5037478.0
2012-01-06,7600,8724,7575,8100,197117,81607.0,5037478.0
2012-01-09,8200,8625,7900,8475,133794,85385.0,5037478.0
2012-01-10,8600,9125,8100,8250,363823,83118.0,5037478.0
2012-01-11,8200,9000,8200,8850,224357,89163.0,5037478.0
2012-01-12,8725,9250,8550,8900,243265,89667.0,5037478.0
2012-01-13,9050,9200,8825,9175,154324,92438.0,5037478.0
2012-01-16,9225,9400,9000,9100,107150,91682.0,5037478.0
2012-01-17,9400,9400,8900,9025,141903,90926.0,5037478.0
2012-01-18,8950,9025,8700,8850,76689,89163.0,5037478.0
2012-01-19,8975,9100,8625,8750,200227,88156.0,5037478.0
2012-01-20,8750,8750,8350,8350,102754,84126.0,5037478.0
2012-01-25,8450,8800,8400,8700,59181,87652.0,5037478.0
2012-01-26,8800,8950,8650,8700,53229,87652.0,5037478.0
2012-01-27,8700,8850,8600,8775,37897,88408.0,5037478.0
2012-01-30,8700,8825,8625,8700,27862,87652.0,5037478.0
2012-01-31,8800,8800,8650,8675,49590,87400.0,5037478.0
2012-02-01,8725,8850,8550,8700,49836,87652.0,5037478.0
2012-02-02,8750,8825,8675,8675,35225,87400.0,5037478.0
2012-02-03,8725,9150,8600,9050,119083,91178.0,5037478.0
2012-02-06,9050,9050,8750,8875,54307,89415.0,5037478.0
2012-02-07,8750,8750,8350,8650,80319,87148.0,5037478.0
2012-02-08,8600,8625,8275,8375,55565,84378.0,5037478.0
2012-02-09,8300,8500,8200,8475,26390,85385.0,5037478.0
2012-02-10,8400,8600,8250,8500,51749,85637.0,5037478.0
2012-02-13,8500,8750,8450,8675,43001,87400.0,5037478.0
2012-02-14,8700,8700,8375,8550,47608,86141.0,5037478.0
2012-02-15,8550,8700,8250,8500,39416,85637.0,5037478.0
2012-02-16,8375,8450,8000,8275,42526,83370.0,5037478.0
2012-02-17,8325,8700,8125,8550,72424,86141.0,5037478.0
2012-02-20,8550,8550,8250,8300,43383,83622.0,5037478.0
2012-02-21,8200,8400,8175,8350,20869,84126.0,5037478.0
2012-02-22,8225,8350,8150,8250,21627,83118.0,5037478.0
2012-02-23,8150,8200,7725,7800,55048,78585.0,5037478.0
2012-02-24,7849,8075,7800,8025,29419,80852.0,5037478.0
2012-02-27,7825,8025,7549,7675,51569,77325.0,5037478.0
2012-02-28,7600,7775,7600,7650,15761,77073.0,5037478.0
2012-02-29,7650,7850,7600,7700,41346,77577.0,5037478.0
2012-03-02,7700,7700,7150,7325,92226,73799.0,5037478.0
2012-03-05,7325,7325,6950,7000,90679,70525.0,5037478.0
2012-03-06,7000,7100,6750,6750,53701,68006.0,5037478.0
2012-03-07,6625,6825,6425,6675,41218,67250.0,5037478.0
2012-03-08,6600,6825,6600,6675,25269,67250.0,5037478.0
2012-03-09,6650,6900,6650,6850,38103,69013.0,5037478.0
2012-03-12,6850,6850,6650,6700,22896,67502.0,5037478.0
2012-03-13,6700,6750,6450,6450,68933,64983.0,5037478.0
2012-03-14,6475,6750,6400,6700,41792,67502.0,5037478.0
2012-03-15,6700,6850,6600,6775,24496,68258.0,5037478.0
2012-03-16,6775,6825,6725,6825,16123,68762.0,5037478.0
2012-03-19,6750,6900,6600,6750,9286,68006.0,5037478.0
2012-03-20,6625,6800,6425,6800,42497,68510.0,5037478.0
2012-03-21,6874,6874,6474,6550,29381,65991.0,5037478.0
2012-03-22,5575,5575,5575,5575,41436,56168.0,5037478.0
2012-03-23,4750,5450,4750,5275,384690,53145.0,5037478.0
2012-03-26,5275,5825,5275,5825,52102,58687.0,5037478.0
2012-03-27,5850,6450,5850,6350,37913,63976.0,5037478.0
2012-03-28,6050,6274,5950,6150,21160,61961.0,5037478.0
2012-03-29,6000,6250,6000,6200,26837,62465.0,5037478.0
2012-03-30,6450,6450,6075,6200,12540,62465.0,5037478.0
2012-04-02,6200,6200,6000,6200,11616,62465.0,5037478.0
2012-04-03,6225,6275,6225,6225,7746,62717.0,5037478.0
2012-04-04,6224,6224,6024,6050,10659,60953.0,5037478.0
2012-04-05,6000,6000,5850,6000,10765,60450.0,5037478.0
2012-04-06,6025,6050,5950,5950,9619,59946.0,5037478.0
2012-04-09,5900,5900,5675,5675,10980,57175.0,5037478.0
2012-04-10,5725,5850,5725,5800,4931,58435.0,5037478.0
2012-04-12,5800,5800,5575,5750,5200,57931.0,5037478.0
2012-04-13,5775,5775,5500,5575,20794,56168.0,5037478.0
2012-04-16,5575,5575,5325,5350,20110,53901.0,5037478.0
2012-04-17,5475,5475,5225,5300,10662,53397.0,5037478.0
2012-04-18,5225,5550,5225,5525,14067,55664.0,5037478.0
2012-04-19,5350,5475,5325,5475,9527,55160.0,5037478.0
2012-04-20,5600,5600,5325,5325,5273,53649.0,5037478.0
2012-04-23,5275,5300,5175,5175,11425,52138.0,5037478.0
2012-04-24,5100,5100,5000,5050,21376,50879.0,5037478.0
2012-04-25,5000,5100,5000,5075,9133,51130.0,5037478.0
2012-04-26,5150,5150,5000,5000,6830,50375.0,5037478.0
2012-04-27,4950,4950,4890,4925,8945,49619.0,5037478.0
2012-04-30,5000,5000,4950,4980,3849,50173.0,5037478.0
2012-05-02,4960,5300,4960,5300,4794,53397.0,5037478.0
2012-05-03,5350,6075,5350,5500,30784,55412.0,5037478.0
2012-05-04,5600,5600,5425,5425,8451,54657.0,5037478.0
2012-05-07,5400,5400,5050,5075,11013,51130.0,5037478.0
2012-05-08,5075,5200,5075,5125,6649,51634.0,5037478.0
2012-05-09,5125,5125,5000,5125,7561,51634.0,5037478.0
2012-05-10,5150,5150,5025,5025,5784,50627.0,5037478.0
2012-05-11,5100,5100,5025,5075,4165,51130.0,5037478.0
2012-05-14,5100,5100,5000,5025,7191,50627.0,5037478.0
2012-05-15,5000,5000,4840,4895,12324,49317.0,5037478.0
2012-05-16,4780,5100,4780,4900,7951,49367.0,5037478.0
2012-05-17,4875,5000,4850,4985,1928,50224.0,5037478.0
2012-05-18,5050,5050,4750,4750,7375,47856.0,5037478.0
2012-05-21,4625,4700,4625,4660,2587,46949.0,5037478.0
2012-05-22,4650,4850,4610,4850,6779,48864.0,5037478.0
2012-05-23,4895,4895,4700,4725,4453,47604.0,5037478.0
2012-05-24,4725,4850,4720,4720,3588,47554.0,5037478.0
2012-05-25,4960,4960,4730,4850,3807,48864.0,5037478.0
2012-05-29,4995,5100,4990,4995,16484,50324.0,5037478.0
2012-05-30,5450,5450,5000,5175,12323,52138.0,5037478.0
2012-05-31,5000,5100,5000,5100,11323,51382.0,5037478.0
2012-06-01,5100,5225,5100,5225,3851,52642.0,5037478.0
2012-06-04,5125,5125,4950,4950,15090,49871.0,5037478.0
2012-06-05,4990,5075,4990,5075,4090,51130.0,5037478.0
2012-06-07,5075,5100,4985,5000,8163,50375.0,5037478.0
2012-06-08,5075,5075,4975,4975,5181,50123.0,5037478.0
2012-06-11,5000,5075,5000,5075,5547,51232.0,5047478.0
2012-06-12,5000,5075,5000,5000,6895,50475.0,5047478.0
2012-06-13,5050,5100,5000,5025,6780,50727.0,5047478.0
2012-06-14,5025,5075,5000,5000,6008,50475.0,5047478.0
2012-06-15,5000,5050,5000,5000,4337,50475.0,5047478.0
2012-06-18,5050,5150,5050,5125,6162,51737.0,5047478.0
2012-06-19,5125,5850,5075,5850,18590,59055.0,5047478.0
2012-06-20,5875,5900,5525,5600,5495,56532.0,5047478.0
2012-06-21,5600,5600,5350,5500,7146,55522.0,5047478.0
2012-06-22,5600,5600,5475,5500,6072,55522.0,5047478.0
2012-06-25,5450,5450,5075,5225,6447,52746.0,5047478.0
2012-06-26,5150,5275,5150,5250,2606,52999.0,5047478.0
2012-06-27,5250,5250,5075,5250,6458,52999.0,5047478.0
2012-06-28,5350,5500,5175,5275,4640,53251.0,5047478.0
2012-06-29,5275,5400,5250,5400,7345,54513.0,5047478.0
2012-07-02,5500,5500,5275,5400,6615,54513.0,5047478.0
2012-07-03,5475,5475,5300,5425,15514,54765.0,5047478.0
2012-07-04,5500,5500,5425,5425,6359,54765.0,5047478.0
2012-07-05,5300,5500,5300,5400,6649,54513.0,5047478.0
2012-07-06,5400,5500,5400,5500,12468,55522.0,5047478.0
2012-07-09,5475,5650,5450,5525,9794,55775.0,5047478.0
2012-07-10,5550,5575,5275,5275,14743,53251.0,5047478.0
2012-07-11,5275,5375,5275,5300,3242,53503.0,5047478.0
2012-07-12,5400,5400,5275,5300,4717,53503.0,5047478.0
2012-07-13,5375,5375,5275,5300,7868,53503.0,5047478.0
2012-07-16,5300,5300,5175,5275,1992,53251.0,5047478.0
2012-07-17,5200,5300,5200,5200,3834,52494.0,5047478.0
2012-07-18,5200,5375,5200,5225,24901,52746.0,5047478.0
2012-07-19,5250,5250,5225,5250,3119,52999.0,5047478.0
2012-07-20,5250,5250,5200,5250,7461,52999.0,5047478.0
2012-07-23,5200,5325,5200,5275,3745,53251.0,5047478.0
2012-07-24,5250,5250,5175,5175,2678,52241.0,5047478.0
2012-07-25,5150,5150,4960,4975,14755,50222.0,5047478.0
2012-07-26,5000,5125,5000,5100,4315,51484.0,5047478.0
2012-07-27,5150,5200,5150,5150,2633,51989.0,5047478.0
2012-07-30,5150,5225,5075,5075,3062,51232.0,5047478.0
2012-07-31,5025,5425,5025,5425,7140,54765.0,5047478.0
2012-08-01,5325,6225,5325,5425,58105,54765.0,5047478.0
2012-08-02,5500,5600,5425,5575,13329,56279.0,5047478.0
2012-08-03,5575,6350,5575,6200,33758,62589.0,5047478.0
2012-08-06,6500,6500,6075,6225,16023,62841.0,5047478.0
2012-08-07,6075,6300,6075,6250,11319,63093.0,5047478.0
2012-08-08,6100,6200,6050,6075,8512,61327.0,5047478.0
2012-08-09,5925,6075,5925,5925,2107,59813.0,5047478.0
2012-08-10,6150,6150,5925,6025,1948,60822.0,5047478.0
2012-08-13,6250,6250,6024,6050,2557,61074.0,5047478.0
2012-08-14,6150,6150,5950,6000,9088,60570.0,5047478.0
2012-08-16,6025,6025,5875,5875,5157,59308.0,5047478.0
2012-08-17,5900,5900,5825,5875,1700,59308.0,5047478.0
2012-08-20,5825,5825,5725,5800,10376,58551.0,5047478.0
2012-08-21,5900,5900,5800,5850,2631,59055.0,5047478.0
2012-08-22,5825,5825,5725,5750,4274,58046.0,5047478.0
2012-08-23,5775,5850,5725,5800,5910,58551.0,5047478.0
2012-08-24,5825,5825,5675,5700,5272,57541.0,5047478.0
2012-08-27,5700,5750,5700,5725,2624,57794.0,5047478.0
2012-08-28,5650,5775,5650,5775,6241,58298.0,5047478.0
2012-08-29,6200,6200,5875,5900,6354,59560.0,5047478.0
2012-08-30,5975,6249,5975,6025,12680,60822.0,5047478.0
2012-08-31,6175,6375,6000,6375,12422,64355.0,5047478.0
2012-09-03,6300,6550,6250,6400,11271,64608.0,5047478.0
2012-09-04,6424,6500,6200,6250,10719,63093.0,5047478.0
2012-09-05,6250,6275,6075,6100,6851,61579.0,5047478.0
2012-09-06,6225,6325,6125,6300,6521,63598.0,5047478.0
2012-09-07,6300,6524,6300,6450,14672,65112.0,5047478.0
2012-09-10,6500,6850,6500,6750,19660,68141.0,5047478.0
2012-09-11,6775,6850,6675,6675,4844,67384.0,5047478.0
2012-09-12,6725,6975,6725,6975,20644,70412.0,5047478.0
2012-09-13,7100,7250,7000,7150,31299,72179.0,5047478.0
2012-09-14,7250,7300,7000,7175,32658,72431.0,5047478.0
2012-09-17,7350,7450,7350,7450,22966,75207.0,5047478.0
2012-09-18,7300,7625,7300,7475,16875,75460.0,5047478.0
2012-09-19,7450,7525,7450,7475,7521,75460.0,5047478.0
2012-09-20,7450,7600,7275,7600,9501,76722.0,5047478.0
2012-09-21,7500,8250,7500,8250,52123,83283.0,5047478.0
2012-09-24,8350,8450,8150,8250,17628,83283.0,5047478.0
2012-09-25,8250,8300,8200,8200,17575,82779.0,5047478.0
2012-09-26,8400,8400,7225,7225,57929,72936.0,5047478.0
2012-09-27,7300,7450,6750,6900,25452,69655.0,5047478.0
2012-09-28,6900,7650,6900,7650,18255,77226.0,5047478.0
2012-10-02,7575,7750,7575,7650,3534,77226.0,5047478.0
2012-10-04,7650,7700,7600,7650,6017,77226.0,5047478.0
2012-10-05,7650,7650,7500,7550,5892,76217.0,5047478.0
2012-10-08,7475,7500,7325,7325,12303,73946.0,5047478.0
2012-10-09,7375,7375,7250,7375,7722,74450.0,5047478.0
2012-10-10,7450,7450,7300,7300,5077,73693.0,5047478.0
2012-10-11,7425,7750,7325,7750,6895,78236.0,5047478.0
2012-10-12,7725,7850,7725,7800,14577,78741.0,5047478.0
2012-10-15,7950,7950,7475,7500,14407,75712.0,5047478.0
2012-10-16,7425,7475,7325,7375,4742,74450.0,5047478.0
2012-10-17,7450,7450,7200,7375,3845,74450.0,5047478.0
2012-10-18,7450,7450,7174,7350,5346,74198.0,5047478.0
2012-10-19,7325,7425,7249,7425,3681,74955.0,5047478.0
2012-10-22,7424,7475,7400,7450,2571,75207.0,5047478.0
2012-10-23,7475,7475,7349,7375,4087,74450.0,5047478.0
2012-10-24,7450,7550,7450,7450,4724,75207.0,5047478.0
2012-10-25,7600,7700,7525,7700,3983,77731.0,5047478.0
2012-10-26,7800,7800,7350,7600,15504,76722.0,5047478.0
2012-10-29,7500,7675,7450,7450,6692,75207.0,5047478.0
2012-10-30,7500,7900,7500,7800,52755,78741.0,5047478.0
2012-10-31,8950,8950,8750,8950,191209,90350.0,5047478.0
2012-11-01,8500,8500,7625,7625,95338,76974.0,5047478.0
2012-11-02,7775,8150,7575,7850,35156,79245.0,5047478.0
2012-11-05,7900,8050,7675,8000,22399,80760.0,5047478.0
2012-11-06,8000,8500,7700,8500,66230,85807.0,5047478.0
2012-11-07,8200,8200,7750,7950,39656,80255.0,5047478.0
2012-11-08,7825,8000,7825,8000,5984,80760.0,5047478.0
2012-11-09,8150,8150,7974,8150,12188,82274.0,5047478.0
2012-11-12,8075,8250,8075,8225,11712,83031.0,5047478.0
2012-11-13,8250,8425,8125,8125,9549,82022.0,5047478.0
2012-11-14,8325,8325,8100,8250,6021,83283.0,5047478.0
2012-11-15,8150,8275,7950,8000,11903,80760.0,5047478.0
2012-11-16,8025,8025,7850,7875,8736,79498.0,5047478.0
2012-11-19,7775,7950,7775,7925,11056,98420.0,6209478.0
2012-11-20,8050,8050,7875,7875,4383,97799.0,6209478.0
2012-11-21,7875,7975,7725,7725,9200,95936.0,6209478.0
2012-11-22,7674,7974,7674,7750,6371,96247.0,6209478.0
2012-11-23,7800,7875,7700,7800,4887,96868.0,6209478.0
2012-11-26,7800,7800,7650,7675,3492,95315.0,6209478.0
2012-11-27,7625,7625,7300,7300,16045,90658.0,6209478.0
2012-11-28,7500,7500,7349,7375,6250,91590.0,6209478.0
2012-11-29,7324,7850,7300,7650,19602,95005.0,6209478.0
2012-11-30,7650,7900,7650,7750,12500,96247.0,6209478.0
2012-12-03,8900,8900,8800,8800,166671,109287.0,6209478.0
2012-12-04,8450,9100,8250,8725,81947,108355.0,6209478.0
2012-12-05,8950,9900,8850,8975,97871,111460.0,6209478.0
2012-12-06,8800,9325,8800,9000,34465,111771.0,6209478.0
2012-12-07,9125,9350,8875,9050,23905,112392.0,6209478.0
2012-12-10,8800,8950,8500,8525,23595,105872.0,6209478.0
2012-12-11,8625,8900,8525,8875,23071,110218.0,6209478.0
2012-12-12,8900,8900,8675,8675,9389,107734.0,6209478.0
2012-12-13,8600,8600,8450,8500,11735,105561.0,6209478.0
2012-12-14,8700,8700,8500,8575,11791,106493.0,6209478.0
2012-12-17,8500,8775,8500,8775,8469,108976.0,6209478.0
2012-12-18,8825,8825,8675,8775,10248,108976.0,6209478.0
2012-12-20,8750,8750,8600,8725,14712,108355.0,6209478.0
2012-12-21,8600,8800,8575,8725,7719,108443.0,6214478.0
2012-12-24,8725,8725,8625,8675,6370,107821.0,6214478.0
2012-12-26,8725,8725,8625,8700,2937,108132.0,6214478.0
2012-12-27,8625,8850,8625,8850,5288,109996.0,6214478.0
2012-12-28,8850,9000,8850,9000,9703,111861.0,6214478.0
2013-01-02,9025,9100,8950,9025,5751,112171.0,6214478.0
2013-01-03,9000,9050,8975,9000,5709,111861.0,6214478.0
2013-01-04,9100,9100,9000,9025,5962,112171.0,6214478.0
2013-01-07,9125,9125,8825,8825,10358,109686.0,6214478.0
2013-01-08,9000,9000,8700,8875,6223,110307.0,6214478.0
2013-01-09,8975,8975,8775,8900,3183,110618.0,6214478.0
2013-01-10,8850,9000,8850,8850,4047,109996.0,6214478.0
2013-01-11,9000,9000,8850,8900,3936,110618.0,6214478.0
2013-01-14,8750,8800,8750,8800,3959,109375.0,6214478.0
2013-01-15,8800,8800,8675,8700,2618,108132.0,6214478.0
2013-01-16,8700,8875,8600,8850,6894,109996.0,6214478.0
2013-01-17,8750,8750,8675,8675,3244,107821.0,6214478.0
2013-01-18,8850,8850,8625,8750,3086,108753.0,6214478.0
2013-01-21,8650,8700,8600,8700,5330,108132.0,6214478.0
2013-01-22,8600,8975,8600,8750,7554,108753.0,6214478.0
2013-01-23,8750,8875,8750,8800,2786,109375.0,6214478.0
2013-01-24,8825,8825,8550,8650,10175,107510.0,6214478.0
2013-01-25,8700,8750,8600,8675,1638,107821.0,6214478.0
2013-01-28,8800,8800,8650,8675,1512,107821.0,6214478.0
2013-01-29,8775,8775,8675,8675,2059,107821.0,6214478.0
2013-01-30,8700,8700,8625,8700,2256,108132.0,6214478.0
2013-01-31,8675,8675,8500,8525,5001,105957.0,6214478.0
