케이엠더블유(032500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-05-12,18506,19907,18120,19908,2389292,622120.0,15100000.0
2000-05-15,20439,20439,17540,17540,2638378,548130.0,15100000.0
2000-05-16,15945,16622,15438,15608,1390279,487730.0,15100000.0
2000-05-17,16670,17467,13747,13989,3276944,437145.0,15100000.0
2000-05-18,12369,13191,12321,12322,1484720,385050.0,15100000.0
2000-05-19,11596,11838,10847,11259,2110106,351830.0,15100000.0
2000-05-22,10896,11693,9929,9930,2131481,310305.0,15100000.0
2000-05-23,10098,10509,8963,10003,3187883,312570.0,15100000.0
2000-05-24,9446,10630,8987,9519,2707260,297470.0,15100000.0
2000-05-25,10050,10654,9929,10655,2161832,332955.0,15100000.0
2000-05-26,10195,10823,9398,9399,1965655,293695.0,15100000.0
2000-05-29,8286,8939,8286,8287,1674702,258965.0,15100000.0
2000-05-30,8552,9277,8431,9036,2836103,282370.0,15100000.0
2000-05-31,9519,10098,9422,10099,2022749,315590.0,15100000.0
2000-06-01,9905,10316,9180,9447,2313885,295205.0,15100000.0
2000-06-02,10026,10316,9180,9519,3144486,297470.0,15100000.0
2000-06-05,9953,10654,9808,10655,1530329,332955.0,15100000.0
2000-06-07,11548,11862,10992,11259,2319353,351830.0,15100000.0
2000-06-08,11258,11403,9929,9930,1519050,310305.0,15100000.0
2000-06-09,9664,10243,9277,10123,894410,316345.0,15100000.0
2000-06-12,9543,10388,9519,10196,1075819,318610.0,15100000.0
2000-06-13,9664,10002,8987,8988,755593,280860.0,15100000.0
2000-06-14,9422,9591,8745,9109,594349,284635.0,15100000.0
2000-06-15,9132,9373,8021,8118,634315,253680.0,15100000.0
2000-06-16,7972,8552,7586,8166,993894,255190.0,15100000.0
2000-06-19,8069,8431,7827,7949,773046,248395.0,15100000.0
2000-06-20,8166,8311,7948,7973,669622,249150.0,15100000.0
2000-06-21,8069,8383,7876,8046,741385,251415.0,15100000.0
2000-06-22,8117,8600,8093,8311,951527,259720.0,15100000.0
2000-06-23,8117,8262,8021,8142,382095,254435.0,15100000.0
2000-06-26,8117,8335,8021,8263,413602,258210.0,15100000.0
2000-06-27,8407,8939,8262,8408,935131,262740.0,15100000.0
2000-06-28,8407,8407,7876,7973,528727,249150.0,15100000.0
2000-06-29,8093,8166,7658,7804,434958,243865.0,15100000.0
2000-06-30,7634,7731,7344,7490,425720,234050.0,15100000.0
2000-07-03,7417,7852,7344,7587,581775,237070.0,15100000.0
2000-07-04,7586,7707,7199,7297,384282,228010.0,15100000.0
2000-07-05,7199,7248,6426,6572,576238,205360.0,15100000.0
2000-07-06,6305,6474,5991,6330,425468,197810.0,15100000.0
2000-07-07,6354,7078,6354,7079,1028888,221215.0,15100000.0
2000-07-10,7440,7876,7320,7514,1183068,234805.0,15100000.0
2000-07-11,7441,7441,6619,6886,734349,215175.0,15100000.0
2000-07-12,7151,7417,6668,7345,724592,229520.0,15100000.0
2000-07-13,7296,7441,6958,7055,393820,220460.0,15100000.0
2000-07-14,7006,7248,6764,6934,282267,216685.0,15100000.0
2000-07-18,6788,7006,6354,6596,361566,206115.0,15100000.0
2000-07-19,6716,6764,5991,6089,351673,190260.0,15100000.0
2000-07-20,5605,6354,5556,6234,479687,194790.0,15100000.0
2000-07-21,6233,6499,6088,6379,430789,199320.0,15100000.0
2000-07-24,6329,6329,5846,5992,235995,187240.0,15100000.0
2000-07-25,5725,6040,5701,5992,238807,187240.0,15100000.0
2000-07-26,6064,6523,5846,6234,370791,194790.0,15100000.0
2000-07-27,6281,6329,6040,6209,254613,194035.0,15100000.0
2000-07-28,6088,6716,6064,6330,548803,197810.0,15100000.0
2000-07-31,6136,6233,5725,6016,389026,187995.0,15100000.0
2000-08-01,6208,6523,6064,6354,431589,198565.0,15100000.0
2000-08-02,6354,7006,6257,6572,531138,205360.0,15100000.0
2000-08-03,6861,7175,6619,6765,1077410,211400.0,15100000.0
2000-08-04,6958,6958,6595,6813,358299,212910.0,15100000.0
2000-08-07,6909,7127,6233,6282,445372,196300.0,15100000.0
2000-08-08,6281,6474,6040,6185,294618,193280.0,15100000.0
2000-08-09,6184,6378,6112,6282,183957,196300.0,15100000.0
2000-08-10,6233,6668,6040,6403,444256,200075.0,15100000.0
2000-08-11,6378,6378,6088,6137,194142,191770.0,15100000.0
2000-08-14,6184,6233,5991,6113,167748,191015.0,15100000.0
2000-08-16,6184,6474,6064,6379,367444,199320.0,15100000.0
2000-08-17,6523,7006,6377,6765,760692,211400.0,15100000.0
2000-08-18,6668,6885,6378,6427,222791,200830.0,15100000.0
2000-08-21,6523,6691,6281,6379,206229,199320.0,15100000.0
2000-08-22,6426,6523,6209,6427,144516,200830.0,15100000.0
2000-08-23,6378,6426,6112,6137,129836,191770.0,15100000.0
2000-08-24,6184,6233,5629,5919,167131,184975.0,15100000.0
2000-08-25,5846,5943,5725,5871,118675,183465.0,15100000.0
2000-08-28,5943,6378,5943,6330,546280,197810.0,15100000.0
2000-08-29,6378,6378,5919,5944,224709,185730.0,15100000.0
2000-08-30,5991,6136,5895,5992,184829,187240.0,15100000.0
2000-08-31,6040,6064,5605,5799,226781,181200.0,15100000.0
2000-09-01,5750,5894,5653,5750,185926,179690.0,15100000.0
2000-09-04,5677,5750,5556,5654,130038,176670.0,15100000.0
2000-09-05,5580,5677,5121,5412,391203,169120.0,15100000.0
2000-09-06,5411,5725,5218,5581,354495,174405.0,15100000.0
2000-09-07,5484,5798,5339,5654,357772,176670.0,15100000.0
2000-09-08,5701,6112,5508,6040,480455,188750.0,15100000.0
2000-09-14,5943,5943,5701,5944,200461,185730.0,15100000.0
2000-09-15,5822,5991,5363,5581,206700,174405.0,15100000.0
2000-09-18,5266,5266,4928,4929,216761,154020.0,15100000.0
2000-09-19,4455,4735,4348,4349,276999,135900.0,15100000.0
2000-09-20,4445,4585,4300,4494,339777,140430.0,15100000.0
2000-09-21,4300,4397,3957,4301,292129,134390.0,15100000.0
2000-09-22,3967,4107,3788,3789,193758,118384.0,15100000.0
2000-09-25,3628,4058,3532,3938,207634,123065.0,15100000.0
2000-09-26,3749,4039,3720,3963,200778,123820.0,15100000.0
2000-09-27,4073,4392,3986,4252,398228,132880.0,15100000.0
2000-09-28,4372,4493,4203,4286,362082,133937.0,15100000.0
2000-09-29,4348,4513,4285,4422,254306,138165.0,15100000.0
2000-10-02,4305,4310,4184,4277,139366,133635.0,15100000.0
2000-10-04,4160,4397,4112,4335,231055,135447.0,15100000.0
2000-10-05,4358,4677,4348,4576,432808,142997.0,15100000.0
2000-10-06,4537,4629,4353,4436,249919,138618.0,15100000.0
2000-10-09,4397,4827,4372,4557,681877,142393.0,15100000.0
2000-10-10,4503,4643,4290,4436,215767,138618.0,15100000.0
2000-10-11,4348,4372,3904,3905,279394,122008.0,15100000.0
2000-10-12,3768,3855,3696,3818,170980,119290.0,15100000.0
2000-10-13,3532,3599,3362,3576,489034,111740.0,15100000.0
2000-10-16,3720,3986,3720,3876,604437,121102.0,15100000.0
2000-10-17,3686,3816,3411,3431,353374,107210.0,15100000.0
2000-10-18,3329,3478,3097,3272,492794,102227.0,15100000.0
2000-10-19,3193,3662,3193,3663,591756,114458.0,15100000.0
2000-10-20,4000,4010,3788,3861,623159,120649.0,15100000.0
2000-10-23,3768,3792,3584,3615,231580,112948.0,15100000.0
2000-10-24,3479,3638,3479,3508,169124,109626.0,15100000.0
2000-10-25,3440,3928,3440,3822,570869,119441.0,15100000.0
2000-10-26,3672,4005,3580,3914,333843,122310.0,15100000.0
2000-10-27,3923,4285,3913,4074,547573,127293.0,15100000.0
2000-10-30,4083,4083,3584,3673,291476,114760.0,15100000.0
2000-10-31,3575,4034,3261,3963,447959,123820.0,15100000.0
2000-11-01,4010,4252,3962,4059,361138,126840.0,15100000.0
2000-11-02,3938,4203,3938,4093,325811,127897.0,15100000.0
2000-11-03,4189,4469,4097,4373,586829,136655.0,15100000.0
2000-11-06,4353,4556,4252,4301,495072,134390.0,15100000.0
2000-11-07,4397,4542,4266,4349,328860,135900.0,15100000.0
2000-11-08,4348,4464,4203,4228,303406,132125.0,15100000.0
2000-11-09,4228,4387,4112,4156,322939,129860.0,15100000.0
2000-11-10,4155,4276,4112,4180,230332,130615.0,15100000.0
2000-11-13,4107,4155,4020,4054,152456,126689.0,15100000.0
2000-11-14,4053,4252,3967,4180,307524,130615.0,15100000.0
2000-11-15,4271,4677,4232,4678,1086529,146168.0,15100000.0
2000-11-16,4832,5146,4604,4639,1877403,144960.0,15100000.0
2000-11-17,4590,4778,4401,4542,595865,141940.0,15100000.0
2000-11-20,4469,4590,4406,4470,339015,139675.0,15100000.0
2000-11-21,4479,4759,4450,4750,774942,148433.0,15100000.0
2000-11-22,4735,4798,4532,4542,379198,141940.0,15100000.0
2000-11-23,4406,4445,4155,4204,316030,131370.0,15100000.0
2000-11-24,4160,4300,3913,4059,277714,126840.0,15100000.0
2000-11-27,4068,4300,4010,4267,281055,133333.0,15100000.0
2000-11-28,4242,4242,4058,4132,263727,129105.0,15100000.0
2000-11-29,3962,4300,3938,4156,295106,129860.0,15100000.0
2000-11-30,4155,4590,4092,4591,429855,143450.0,15100000.0
2000-12-01,4348,4638,4300,4470,350629,139675.0,15100000.0
2000-12-04,4783,4783,4416,4470,573675,139675.0,15100000.0
2000-12-05,4445,4580,4348,4552,258279,142242.0,15100000.0
2000-12-06,4740,4740,4445,4504,491769,140732.0,15100000.0
2000-12-07,4397,4517,4358,4383,161893,136957.0,15100000.0
2000-12-08,4363,4542,4363,4494,271333,140430.0,15100000.0
2000-12-11,4687,5025,4653,5026,2056670,157040.0,15100000.0
2000-12-12,5073,5411,4832,5171,2247494,161570.0,15100000.0
2000-12-13,5049,5242,4788,4953,1452336,154775.0,15100000.0
2000-12-14,4832,5121,4745,5050,627065,157795.0,15100000.0
2000-12-15,4928,5266,4774,5098,1360739,159305.0,15100000.0
2000-12-18,4880,5001,4803,4905,427000,153265.0,15100000.0
2000-12-19,4832,5146,4774,4953,1091245,154775.0,15100000.0
2000-12-20,4807,4822,4372,4373,525128,136655.0,15100000.0
2000-12-21,3904,4000,3851,3987,530106,124575.0,15100000.0
2000-12-22,3986,4145,3508,3576,409043,111740.0,15100000.0
2000-12-26,3599,3865,3396,3866,337976,120800.0,15100000.0
2001-01-02,3435,4102,3435,3982,478477,124424.0,15100000.0
2001-01-03,3817,4010,3720,3818,1107794,119290.0,15100000.0
2001-01-04,4107,4194,3991,3996,1327107,124877.0,15100000.0
2001-01-05,3865,4034,3792,3871,909993,120951.0,15100000.0
2001-01-08,3720,3981,3720,3890,769412,121555.0,15100000.0
2001-01-09,3962,4203,3889,4199,869896,131219.0,15100000.0
2001-01-10,4189,4551,3768,3866,2059063,120800.0,15100000.0
2001-01-11,3962,4034,3793,3967,687142,123971.0,15100000.0
2001-01-12,4107,4440,4107,4441,980891,138769.0,15100000.0
2001-01-15,4749,4952,4696,4953,2155635,154775.0,15100000.0
2001-01-16,4952,5170,4450,4663,1635911,145715.0,15100000.0
2001-01-17,4590,4778,4155,4301,945915,134390.0,15100000.0
2001-01-18,4300,4701,4208,4349,977945,135900.0,15100000.0
2001-01-19,4542,4638,4353,4484,662251,140128.0,15100000.0
2001-01-22,4498,5001,4498,5001,1307266,156285.0,15100000.0
2001-01-26,5218,5436,4759,4827,1782352,150849.0,15100000.0
2001-01-29,4880,5170,4759,5050,1456969,157795.0,15100000.0
2001-01-30,5242,5532,5097,5485,1983723,171385.0,15100000.0
2001-01-31,5484,5484,4976,5460,1068757,170630.0,15100000.0
2001-02-01,5073,5436,5025,5026,578158,157040.0,15100000.0
2001-02-02,4976,5170,4735,4832,785821,151000.0,15100000.0
2001-02-05,4590,4619,4252,4252,529324,132880.0,15100000.0
2001-02-06,4252,4397,4116,4388,645581,137108.0,15100000.0
2001-02-07,4348,4484,4257,4291,420754,134088.0,15100000.0
2001-02-08,4348,4542,4348,4436,463478,138618.0,15100000.0
2001-02-09,4484,4856,4397,4649,724097,145262.0,15100000.0
2001-02-12,4614,5073,4590,4881,1091128,152510.0,15100000.0
2001-02-13,5001,5049,4759,4794,909939,149792.0,15100000.0
2001-02-14,4687,4904,4614,4823,716128,150698.0,15100000.0
2001-02-15,4880,5170,4817,4977,1179606,155530.0,15100000.0
2001-02-16,4928,5121,4711,4716,753236,147376.0,15100000.0
2001-02-19,4595,4725,4595,4682,512405,146319.0,15100000.0
2001-02-20,4735,4783,4566,4600,710487,143752.0,15100000.0
2001-02-21,4566,4822,4542,4600,651088,143752.0,15100000.0
2001-02-22,4542,4571,4063,4180,631080,130615.0,15100000.0
2001-02-23,4300,4397,4213,4228,417958,132125.0,15100000.0
2001-02-26,4276,4421,4276,4407,300282,137712.0,15100000.0
2001-02-27,4513,4575,4208,4209,397680,131521.0,15100000.0
2001-02-28,4112,4247,4034,4180,330702,130615.0,15100000.0
2001-03-02,4179,4179,3758,3866,365229,120800.0,15100000.0
2001-03-05,3479,3952,3479,3938,372651,123065.0,15100000.0
2001-03-06,3913,3938,3677,3706,414280,115817.0,15100000.0
2001-03-07,3802,3855,3720,3818,321492,119290.0,15100000.0
2001-03-08,3962,4034,3884,3963,356235,123820.0,15100000.0
2001-03-09,3870,3909,3788,3832,208832,119743.0,15100000.0
2001-03-12,3735,4058,3624,3837,437807,119894.0,15100000.0
2001-03-13,3624,3788,3532,3552,292126,110985.0,15100000.0
2001-03-14,3677,3782,3672,3726,411148,116421.0,15100000.0
2001-03-15,3406,3681,3406,3576,505888,111740.0,15100000.0
2001-03-16,3478,3657,3478,3528,770277,110230.0,15100000.0
2001-03-19,3454,3575,3454,3479,302882,108720.0,15100000.0
2001-03-20,3575,3614,3459,3595,548997,112344.0,15100000.0
2001-03-21,3479,3667,3435,3503,863733,109475.0,15100000.0
2001-03-22,3503,3566,3450,3455,298871,107965.0,15100000.0
2001-03-23,3479,3517,3445,3455,300045,107965.0,15100000.0
2001-03-26,3503,3710,3498,3673,670155,114760.0,15100000.0
2001-03-27,3667,3788,3566,3566,686191,111438.0,15100000.0
2001-03-28,3672,3701,3508,3508,337526,109626.0,15100000.0
2001-03-29,3435,3503,3401,3421,251500,106908.0,15100000.0
2001-03-30,3421,3469,3266,3344,240017,104492.0,15100000.0
2001-04-02,3261,3309,3213,3218,337551,100566.0,15100000.0
2001-04-03,3227,3290,3097,3098,648271,96791.0,15100000.0
2001-04-04,3038,3038,2870,2890,365283,90298.0,15100000.0
2001-04-06,3044,3072,2918,2919,512000,91204.0,15100000.0
2001-04-09,2875,2879,2594,2610,425162,81540.0,15100000.0
2001-04-10,2657,2720,2589,2648,448816,82748.0,15100000.0
2001-04-11,2730,2778,2652,2672,479972,83503.0,15100000.0
2001-04-12,2715,2933,2701,2774,748761,86674.0,15100000.0
2001-04-13,2807,2860,2686,2697,327424,84258.0,15100000.0
2001-04-16,2710,2865,2705,2779,529957,86825.0,15100000.0
2001-04-17,2754,2836,2754,2803,261938,87580.0,15100000.0
2001-04-18,2879,3034,2870,3035,1019281,94828.0,15100000.0
2001-04-19,3189,3280,2952,3025,846018,94526.0,15100000.0
2001-04-20,3048,3082,2870,2885,528068,90147.0,15100000.0
2001-04-23,2875,3135,2836,3035,929806,94828.0,15100000.0
2001-04-24,3106,3396,3106,3397,1717231,106153.0,15100000.0
2001-04-25,3445,3691,3358,3387,2172039,105851.0,15100000.0
2001-04-26,3783,3793,3532,3532,3113022,110381.0,15100000.0
2001-04-27,3503,3503,3236,3373,726062,105398.0,15100000.0
2001-04-30,3334,3566,3334,3503,962910,109475.0,15100000.0
2001-05-02,3527,3595,3396,3407,1207191,106455.0,15100000.0
2001-05-03,3430,3454,3246,3272,494542,102227.0,15100000.0
2001-05-04,3358,3445,3276,3296,601927,102982.0,15100000.0
2001-05-07,3382,3551,3367,3484,1136220,108871.0,15100000.0
2001-05-08,3498,3503,3338,3373,505596,105398.0,15100000.0
2001-05-09,3450,3454,3276,3286,403003,102680.0,15100000.0
2001-05-10,3309,3367,3232,3296,334058,102982.0,15100000.0
2001-05-11,3305,3329,3251,3262,298035,101925.0,15100000.0
2001-05-14,3140,3295,3140,3243,259283,101321.0,15100000.0
2001-05-15,3198,3305,3198,3238,274964,101170.0,15100000.0
2001-05-16,3334,3406,3189,3189,462975,99660.0,15100000.0
2001-05-17,3285,3305,3227,3281,485421,102529.0,15100000.0
2001-05-18,3242,3242,3150,3156,339680,98603.0,15100000.0
2001-05-21,3261,3280,3174,3185,431536,99509.0,15100000.0
2001-05-22,3285,3300,3203,3218,311872,100566.0,15100000.0
2001-05-23,3218,3247,3140,3170,233652,99056.0,15100000.0
2001-05-24,3092,3155,3092,3136,173371,97999.0,15100000.0
2001-05-25,3155,3179,3131,3151,216356,98452.0,15100000.0
2001-05-28,3102,3135,3082,3093,193041,96640.0,15100000.0
2001-05-29,3097,3164,3082,3136,214596,97999.0,15100000.0
2001-05-30,3111,3256,3034,3257,386881,101774.0,15100000.0
2001-05-31,3382,3643,3189,3223,1954960,100717.0,15100000.0
2001-06-01,3232,3256,3068,3093,335517,96640.0,15100000.0
2001-06-04,3092,3126,2986,3015,258598,94224.0,15100000.0
2001-06-05,3020,3082,2937,2938,327833,91808.0,15100000.0
2001-06-07,2899,2952,2850,2890,174318,90298.0,15100000.0
2001-06-08,2923,2971,2889,2957,256629,92412.0,15100000.0
2001-06-11,2904,2908,2831,2861,132131,89392.0,15100000.0
2001-06-12,2889,2952,2860,2933,175912,91657.0,15100000.0
2001-06-13,2904,2937,2904,2928,153374,91506.0,15100000.0
2001-06-14,2942,2942,2889,2909,138848,90902.0,15100000.0
2001-06-15,2860,3005,2860,2948,264824,92110.0,15100000.0
2001-06-18,2908,2956,2879,2895,145358,90449.0,15100000.0
2001-06-19,2865,2923,2860,2904,106605,90751.0,15100000.0
2001-06-20,2904,2918,2763,2783,161803,86976.0,15100000.0
2001-06-21,2754,2821,2710,2764,109642,86372.0,15100000.0
2001-06-22,2739,2792,2696,2711,111004,84711.0,15100000.0
2001-06-25,2657,2730,2647,2653,83037,82899.0,15100000.0
2001-06-26,2609,2638,2473,2498,168319,78067.0,15100000.0
2001-06-27,2536,2609,2517,2556,207258,79879.0,15100000.0
2001-06-28,2536,2633,2536,2634,137704,82295.0,15100000.0
2001-06-29,2681,2812,2657,2677,237953,83654.0,15100000.0
2001-07-02,2657,2691,2599,2619,141175,81842.0,15100000.0
2001-07-03,2618,2647,2599,2624,78905,81993.0,15100000.0
2001-07-04,2609,2643,2585,2605,78552,81389.0,15100000.0
2001-07-05,2585,2638,2585,2610,77457,81540.0,15100000.0
2001-07-06,2585,2585,2512,2532,78459,79124.0,15100000.0
2001-07-09,2430,2464,2232,2242,184645,70064.0,15100000.0
2001-07-10,2271,2285,2208,2242,85406,70064.0,15100000.0
2001-07-11,2077,2126,2024,2064,129081,64477.0,15100000.0
2001-07-12,2097,2213,2097,2208,178756,69007.0,15100000.0
2001-07-13,2319,2329,2068,2107,153485,65836.0,15100000.0
2001-07-16,2126,2174,2077,2117,66219,66138.0,15100000.0
2001-07-18,2150,2174,1995,2030,74969,63420.0,15100000.0
2001-07-19,1937,2024,1937,2025,110514,63269.0,15100000.0
2001-07-20,2053,2130,2019,2068,154911,64628.0,15100000.0
2001-07-23,2063,2068,1889,1899,116549,59343.0,15100000.0
2001-07-24,1845,1981,1734,1914,169921,59796.0,15100000.0
2001-07-25,1840,1927,1826,1899,171061,59343.0,15100000.0
2001-07-26,1947,1966,1894,1909,101474,59645.0,15100000.0
2001-07-27,1942,2005,1942,2006,165114,62665.0,15100000.0
2001-07-30,1981,2005,1918,1933,162729,60400.0,15100000.0
2001-07-31,1952,1966,1923,1948,78509,60853.0,15100000.0
2001-08-01,1981,2092,1942,2088,247689,65232.0,15100000.0
2001-08-02,2087,2164,2034,2093,200240,65383.0,15100000.0
2001-08-03,2222,2314,2184,2218,456265,69309.0,15100000.0
2001-08-06,2174,2246,2126,2204,145749,68856.0,15100000.0
2001-08-07,2213,2261,2164,2165,280753,67648.0,15100000.0
2001-08-08,2164,2213,2106,2126,141242,66440.0,15100000.0
2001-08-09,2058,2184,2048,2107,146756,65836.0,15100000.0
2001-08-10,2082,2130,2072,2107,89875,65836.0,15100000.0
2001-08-13,2077,2126,2068,2112,82827,65987.0,15100000.0
2001-08-14,2126,2150,2077,2097,105664,65534.0,15100000.0
2001-08-16,2068,2077,2005,2030,97960,63420.0,15100000.0
2001-08-17,2005,2063,1981,1986,97993,62061.0,15100000.0
2001-08-20,1923,1937,1884,1933,81531,60400.0,15100000.0
2001-08-21,1942,2077,1884,2035,164206,63571.0,15100000.0
2001-08-22,1966,2014,1932,2015,86237,62967.0,15100000.0
2001-08-23,2029,2097,1985,2025,90741,63269.0,15100000.0
2001-08-24,2024,2164,2024,2160,334971,67497.0,15100000.0
2001-08-27,2261,2416,2237,2416,711045,75500.0,15100000.0
2001-08-28,2406,2406,2290,2392,336797,74745.0,15100000.0
2001-08-29,2319,2377,2222,2295,236199,71725.0,15100000.0
2001-08-30,2174,2222,2058,2223,168765,69460.0,15100000.0
2001-08-31,2039,2164,1956,1957,165691,61155.0,15100000.0
2001-09-03,1932,1990,1840,1880,123793,58739.0,15100000.0
2001-09-04,1860,2005,1836,2006,97645,62665.0,15100000.0
2001-09-05,1884,1956,1884,1919,60112,59947.0,15100000.0
2001-09-06,1932,1981,1932,1972,70378,61608.0,15100000.0
2001-09-07,1947,1956,1894,1943,85269,60702.0,15100000.0
2001-09-10,1942,1961,1923,1933,57164,60400.0,15100000.0
2001-09-11,1913,1985,1913,1928,91624,60249.0,15100000.0
2001-09-12,1700,1700,1700,1701,9504,53152.0,15100000.0
2001-09-13,1497,1739,1497,1740,192048,54360.0,15100000.0
2001-09-14,1657,1691,1531,1532,242595,47867.0,15100000.0
2001-09-17,1406,1497,1348,1348,119499,42129.0,15100000.0
2001-09-18,1449,1483,1377,1484,127828,46357.0,15100000.0
2001-09-19,1483,1531,1444,1445,125775,45149.0,15100000.0
2001-09-20,1425,1430,1328,1353,70767,42280.0,15100000.0
2001-09-21,1343,1401,1241,1377,92603,43035.0,15100000.0
2001-09-24,1386,1439,1386,1426,95137,44545.0,15100000.0
2001-09-25,1522,1536,1357,1363,81047,42582.0,15100000.0
2001-09-26,1357,1415,1323,1324,88357,41374.0,15100000.0
2001-09-27,1304,1357,1304,1358,83284,42431.0,15100000.0
2001-09-28,1367,1430,1367,1392,111538,43488.0,15100000.0
2001-10-04,1497,1531,1464,1522,155906,47565.0,15100000.0
2001-10-05,1522,1633,1459,1571,435463,49075.0,15100000.0
2001-10-08,1449,1589,1449,1493,79437,46659.0,15100000.0
2001-10-09,1507,1633,1507,1590,328183,49679.0,15100000.0
2001-10-10,1594,1618,1507,1556,182351,48622.0,15100000.0
2001-10-11,1642,1681,1580,1590,285975,49679.0,15100000.0
2001-10-12,1642,1652,1546,1556,215051,48622.0,15100000.0
2001-10-15,1609,1609,1541,1551,154120,48471.0,15100000.0
2001-10-16,1589,1613,1570,1604,166303,50132.0,15100000.0
2001-10-17,1623,1729,1623,1691,318813,52850.0,15100000.0
2001-10-18,1647,1787,1609,1696,751706,53001.0,15100000.0
2001-10-19,1739,1744,1662,1701,260080,53152.0,15100000.0
2001-10-22,1700,1763,1691,1764,362028,55115.0,15100000.0
2001-10-23,1773,1797,1691,1706,238710,53303.0,15100000.0
2001-10-24,1691,1715,1676,1687,156889,52699.0,15100000.0
2001-10-25,1691,1734,1676,1711,180790,53454.0,15100000.0
2001-10-26,1696,1729,1676,1677,66912,52397.0,15100000.0
2001-10-29,1647,1686,1642,1658,79712,51793.0,15100000.0
2001-10-30,1555,1618,1541,1566,97378,48924.0,15100000.0
2001-10-31,1565,1594,1526,1595,67155,49830.0,15100000.0
2001-11-01,1570,1667,1570,1648,122426,51491.0,15100000.0
2001-11-02,1662,1700,1642,1648,146529,51491.0,15100000.0
2001-11-05,1667,1691,1642,1687,95330,52699.0,15100000.0
2001-11-06,1696,1812,1691,1798,484970,56172.0,15100000.0
2001-11-07,1816,1855,1725,1725,220145,53907.0,15100000.0
2001-11-08,1725,1927,1725,1928,662319,60249.0,15100000.0
2001-11-09,1932,1971,1850,1933,442119,60400.0,15100000.0
2001-11-12,1932,2029,1874,1962,563007,61306.0,15100000.0
2001-11-13,1961,1961,1845,1861,280133,58135.0,15100000.0
2001-11-14,1884,2005,1884,1933,289153,60400.0,15100000.0
2001-11-15,1908,1947,1836,1861,169651,58135.0,15100000.0
2001-11-16,1816,1908,1816,1899,120141,59343.0,15100000.0
2001-11-19,1879,2034,1879,1981,250333,61910.0,15100000.0
2001-11-20,2014,2014,1884,1957,143511,61155.0,15100000.0
2001-11-21,1894,1932,1884,1923,100425,60098.0,15100000.0
2001-11-22,1894,1947,1894,1933,89693,60400.0,15100000.0
2001-11-23,1908,1966,1908,1933,89433,60400.0,15100000.0
2001-11-26,1942,2053,1889,2054,301921,64175.0,15100000.0
2001-11-27,2063,2121,1995,2073,266602,64779.0,15100000.0
2001-11-28,2058,2164,1898,1899,397983,59343.0,15100000.0
2001-11-29,1889,1898,1749,1899,199293,59343.0,15100000.0
2001-11-30,1918,1990,1908,1981,164099,61910.0,15100000.0
2001-12-03,1908,2063,1889,1981,252128,61910.0,15100000.0
2001-12-04,2029,2068,1976,2068,191866,64628.0,15100000.0
2001-12-05,2126,2280,2126,2237,589451,69913.0,15100000.0
2001-12-06,2246,2280,2063,2223,463620,69460.0,15100000.0
