미래컴퍼니(049950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-10-07,3343,3390,3108,3301,1538,26851.0,7660828.0
2008-10-08,3381,3381,3018,3297,2234,26813.0,7660828.0
2008-10-09,3296,3296,2995,3288,728,26736.0,7660828.0
2008-10-10,3362,3362,2796,3297,6031,26813.0,7660828.0
2008-10-13,3339,3390,3286,3297,1010,26813.0,7660828.0
2008-10-14,3301,3385,3070,3203,6581,26047.0,7660828.0
2008-10-15,3201,3296,3070,3297,2343,26813.0,7660828.0
2008-10-16,3291,3291,2834,3062,2369,24898.0,7660828.0
2008-10-17,3023,3088,2603,3062,6548,24898.0,7660828.0
2008-10-20,3098,3098,2665,2967,6902,24132.0,7660828.0
2008-10-21,3103,3103,2759,2920,2570,23749.0,7660828.0
2008-10-22,2971,3155,2641,2816,10958,22906.0,7660828.0
2008-10-23,2453,3009,2396,2477,4737,20148.0,7660828.0
2008-10-24,2622,2622,2109,2233,6438,18156.0,7660828.0
2008-10-27,2057,2265,1897,1978,6073,16088.0,7660828.0
2008-10-28,2193,2193,1695,2063,2481,16777.0,7660828.0
2008-10-29,2298,2298,1808,2072,4706,16854.0,7660828.0
2008-10-30,2331,2331,2072,2303,2416,18731.0,7660828.0
2008-10-31,2344,2391,2100,2195,39428,17850.0,7660828.0
2008-11-03,2213,2265,2128,2172,9754,17658.0,7660828.0
2008-11-04,2349,2349,2147,2293,8334,18654.0,7660828.0
2008-11-05,2429,2570,2420,2534,8931,20608.0,7660828.0
2008-11-06,2472,2533,2335,2510,1088,20416.0,7660828.0
2008-11-07,2449,2449,2354,2449,1449,19918.0,7660828.0
2008-11-10,2613,2613,2449,2534,259,20608.0,7660828.0
2008-11-11,2406,2449,2354,2383,1912,19382.0,7660828.0
2008-11-12,2227,2354,2227,2261,3216,18386.0,7660828.0
2008-11-13,2250,2260,2044,2162,1028,17582.0,7660828.0
2008-11-14,2340,2340,2090,2242,881,18233.0,7660828.0
2008-11-17,2288,2288,2241,2285,2051,18578.0,7660828.0
2008-11-18,2288,2298,2067,2067,1356,16816.0,7660828.0
2008-11-19,2072,2161,2044,2138,244,17390.0,7660828.0
2008-11-20,2100,2100,1883,1916,5023,15590.0,7660828.0
2008-11-21,2147,2147,1808,2072,4148,16854.0,7660828.0
2008-11-24,2344,2382,1982,2167,5114,17620.0,7660828.0
2008-11-25,2165,2260,1982,2242,728,18233.0,7660828.0
2008-11-26,2306,2306,2076,2261,1055,18386.0,7660828.0
2008-11-27,2260,2306,2114,2293,2029,18654.0,7660828.0
2008-11-28,2306,2306,2185,2308,1391,18769.0,7660828.0
2008-12-01,2585,2590,2227,2355,1292,19152.0,7660828.0
2008-12-02,2495,2495,2165,2355,187,19152.0,7660828.0
2008-12-03,2637,2637,2283,2421,1042,19688.0,7660828.0
2008-12-04,2401,2401,2156,2355,219,19152.0,7660828.0
2008-12-05,2114,2354,2114,2355,543,19152.0,7660828.0
2008-12-08,2354,2354,2156,2195,9275,17850.0,7660828.0
2008-12-09,2349,2349,1869,2190,2929,17811.0,7660828.0
2008-12-10,2250,2250,2076,2233,3753,18156.0,7660828.0
2008-12-11,2231,2250,2072,2167,16168,17620.0,7660828.0
2008-12-12,2161,2161,2029,2119,5233,17237.0,7660828.0
2008-12-15,2029,2185,1996,2087,29536,16969.0,7660828.0
2008-12-16,2072,2165,2072,2129,6286,17313.0,7660828.0
2008-12-17,2260,2260,2100,2138,7144,17390.0,7660828.0
2008-12-18,2147,2147,2047,2101,15039,17084.0,7660828.0
2008-12-19,2072,2161,2072,2082,7203,16930.0,7660828.0
2008-12-22,2137,2137,2057,2129,5242,17313.0,7660828.0
2008-12-23,2128,2147,2072,2110,2895,17160.0,7660828.0
2008-12-24,2072,2109,1996,2101,2653,17084.0,7660828.0
2008-12-26,2024,2269,2024,2115,151164,17199.0,7660828.0
2008-12-29,2260,2260,2047,2119,4046,17237.0,7660828.0
2008-12-30,2119,2152,2062,2129,880,17313.0,7660828.0
2009-01-02,2128,2128,2029,2129,6748,17313.0,7660828.0
2009-01-05,2165,2203,2072,2077,6541,16892.0,7660828.0
2009-01-06,2132,2132,2052,2119,4709,17237.0,7660828.0
2009-01-07,2072,2161,2072,2143,3977,17428.0,7660828.0
2009-01-08,2165,2165,2081,2152,1280,17505.0,7660828.0
2009-01-09,2147,2147,2100,2138,1484,17390.0,7660828.0
2009-01-12,2100,2156,2100,2143,1026,17428.0,7660828.0
2009-01-13,2109,2132,2076,2134,5876,17352.0,7660828.0
2009-01-14,2132,2250,2095,2205,11749,17926.0,7660828.0
2009-01-15,2165,2278,2085,2261,7429,18386.0,7660828.0
2009-01-16,2213,2429,2175,2431,10185,19765.0,7660828.0
2009-01-19,2490,2495,2311,2492,6106,20263.0,7660828.0
2009-01-20,2524,2660,2411,2661,4967,21642.0,7660828.0
2009-01-21,2495,2750,2434,2562,10598,20837.0,7660828.0
2009-01-22,2608,2637,2354,2572,5735,20914.0,7660828.0
2009-01-23,2570,2570,2401,2459,3524,19995.0,7660828.0
2009-01-28,2449,2575,2434,2501,2533,20339.0,7660828.0
2009-01-29,2391,2533,2391,2492,1812,20263.0,7660828.0
2009-01-30,2519,2519,2382,2383,3342,19382.0,7660828.0
2009-02-02,2406,2637,2354,2444,5680,19880.0,7660828.0
2009-02-03,2477,2565,2373,2383,7969,19382.0,7660828.0
2009-02-04,2401,2655,2359,2477,18885,20148.0,7660828.0
2009-02-05,2416,2472,2411,2454,5285,19956.0,7660828.0
2009-02-06,2457,2505,2439,2487,14995,20225.0,7660828.0
2009-02-09,2542,2665,2542,2623,14409,21335.0,7660828.0
2009-02-10,2490,2731,2490,2680,16857,21795.0,7660828.0
2009-02-11,2670,2919,2590,2642,101035,21489.0,7660828.0
2009-02-12,2646,2698,2608,2642,9853,21489.0,7660828.0
2009-02-13,2622,2632,2363,2524,25426,20531.0,7660828.0
2009-02-16,2542,2608,2486,2552,2908,20761.0,7660828.0
2009-02-17,2542,2542,2434,2477,1349,20148.0,7660828.0
2009-02-18,2401,2486,2363,2444,1944,19880.0,7660828.0
2009-02-19,2542,2542,2378,2468,8131,20071.0,7660828.0
2009-02-20,2467,2467,2260,2378,1840,19344.0,7660828.0
2009-02-23,2335,2524,2335,2464,6464,20033.0,7660828.0
2009-02-24,2444,2444,2165,2218,21304,18041.0,7660828.0
2009-02-25,2218,2298,2218,2233,2164,18156.0,7660828.0
2009-02-26,2260,2462,2128,2280,3492,18539.0,7660828.0
2009-02-27,2298,2495,2227,2378,4922,19344.0,7660828.0
2009-03-02,2265,2354,2222,2355,286,19152.0,7660828.0
2009-03-03,2316,2316,2218,2298,377,18692.0,7660828.0
2009-03-04,2298,2354,2236,2331,781,18961.0,7660828.0
2009-03-05,2331,2449,2269,2270,1284,18463.0,7660828.0
2009-03-06,2260,2260,2241,2256,288,18348.0,7660828.0
2009-03-09,2477,2477,2250,2355,1434,19152.0,7660828.0
2009-03-10,2331,2391,2274,2374,1980,19305.0,7660828.0
2009-03-11,2444,2477,2293,2393,6842,19459.0,7660828.0
2009-03-12,2354,2627,2293,2374,75454,19305.0,7660828.0
2009-03-13,2378,2467,2326,2402,13968,19535.0,7660828.0
2009-03-16,2401,2462,2354,2439,9196,19842.0,7660828.0
2009-03-17,2439,2537,2424,2515,7585,20454.0,7660828.0
2009-03-18,2514,2575,2434,2562,1647,20837.0,7660828.0
2009-03-19,2490,2542,2420,2421,8901,19688.0,7660828.0
2009-03-20,2416,2477,2406,2449,1544,19918.0,7660828.0
2009-03-23,2490,2495,2401,2449,7379,19918.0,7660828.0
2009-03-24,2495,2495,2411,2464,12844,20033.0,7660828.0
2009-03-25,2467,2481,2434,2468,7725,20071.0,7660828.0
2009-03-26,2481,2562,2449,2529,7588,20569.0,7660828.0
2009-03-27,2528,2651,2509,2534,6785,20608.0,7660828.0
2009-03-30,2590,2590,2401,2411,6992,19612.0,7660828.0
2009-03-31,2354,2444,2354,2416,1188,19650.0,7660828.0
2009-04-01,2449,2519,2424,2468,10562,20071.0,7660828.0
2009-04-02,2486,2552,2486,2510,10216,20416.0,7660828.0
2009-04-03,2524,2590,2429,2477,6280,20148.0,7660828.0
2009-04-06,2524,2580,2486,2577,12127,20952.0,7660828.0
2009-04-07,2585,2829,2575,2821,32600,22944.0,7660828.0
2009-04-08,2778,3013,2688,2957,10516,24055.0,7660828.0
2009-04-09,2967,2967,2844,2892,11374,23519.0,7660828.0
2009-04-10,2900,2967,2788,2896,25197,23557.0,7660828.0
2009-04-13,2825,2947,2825,2873,19375,23366.0,7660828.0
2009-04-14,2872,2967,2872,2949,10949,23978.0,7660828.0
2009-04-15,2900,2900,2788,2836,19307,23059.0,7660828.0
2009-04-16,2834,2967,2829,2967,21681,24132.0,7660828.0
2009-04-17,3009,3112,2919,3052,18550,24821.0,7660828.0
2009-04-20,3032,3334,3032,3146,18209,25587.0,7660828.0
2009-04-21,3060,3188,3018,3080,9956,25051.0,7660828.0
2009-04-22,3093,3249,3093,3156,19294,25664.0,7660828.0
2009-04-23,3155,3183,3042,3057,11783,24859.0,7660828.0
2009-04-24,3084,3169,2947,3033,15840,24668.0,7660828.0
2009-04-27,3032,3032,2839,3005,25784,24438.0,7660828.0
2009-04-28,3004,3004,2881,2882,7162,23442.0,7660828.0
2009-04-29,2886,3310,2825,3311,50513,26928.0,7660828.0
2009-04-30,3804,3804,3804,3806,4031,30950.0,7660828.0
2009-05-04,4375,4375,4375,4375,19449,35585.0,7660828.0
2009-05-06,4982,5019,4643,4898,261821,39836.0,7660828.0
2009-05-07,4737,4860,4521,4521,75977,36772.0,7660828.0
2009-05-08,4521,4765,4408,4625,48139,37615.0,7660828.0
2009-05-11,4553,4747,4426,4460,21985,36274.0,7660828.0
2009-05-12,4355,4426,4139,4159,39523,33823.0,7660828.0
2009-05-13,4201,4506,4201,4362,27052,35470.0,7660828.0
2009-05-14,4365,4516,4285,4347,14667,35355.0,7660828.0
2009-05-15,4360,4497,4242,4404,13195,35814.0,7660828.0
2009-05-18,4521,4991,4408,4776,95716,38840.0,7660828.0
2009-05-19,4803,4803,4468,4583,28517,37270.0,7660828.0
2009-05-20,4643,4643,4473,4550,21674,37002.0,7660828.0
2009-05-21,4501,4549,4445,4540,14165,36925.0,7660828.0
2009-05-22,4483,4549,4355,4357,18249,35431.0,7660828.0
2009-05-25,4355,4445,4139,4224,36430,34359.0,7660828.0
2009-05-26,4398,4398,4234,4234,21964,34435.0,7660828.0
2009-05-27,4234,4365,4153,4329,8995,35202.0,7660828.0
2009-05-28,4172,4238,3852,4183,19172,34014.0,7660828.0
2009-05-29,4181,4360,4012,4221,21318,34321.0,7660828.0
2009-06-01,4322,4322,4186,4272,4621,34742.0,7660828.0
2009-06-02,4375,4417,4214,4272,9787,34742.0,7660828.0
2009-06-03,4238,4313,3908,4258,20505,34627.0,7660828.0
2009-06-04,4144,4238,3975,3980,10848,32367.0,7660828.0
2009-06-05,3983,4238,3983,4107,5527,33401.0,7660828.0
2009-06-08,4234,4252,4031,4121,26250,33516.0,7660828.0
2009-06-09,4234,4234,4007,4008,9311,32597.0,7660828.0
2009-06-10,4172,4172,3955,4027,10204,32750.0,7660828.0
2009-06-11,3983,4040,3937,4041,5215,32865.0,7660828.0
2009-06-12,4050,4050,3937,4036,7165,32827.0,7660828.0
2009-06-15,4035,4144,3955,3985,1941,32405.0,7660828.0
2009-06-16,4092,4092,3955,4046,2869,32903.0,7660828.0
2009-06-17,3955,4003,3842,3895,8622,31678.0,7660828.0
2009-06-18,3866,3908,3691,3777,14315,30720.0,7660828.0
2009-06-19,3809,3918,3626,3787,4955,30797.0,7660828.0
2009-06-22,3842,4040,3748,4041,20780,32865.0,7660828.0
2009-06-23,3927,4606,3927,4258,94194,34627.0,7660828.0
2009-06-24,4351,4888,4351,4880,165418,39683.0,7660828.0
2009-06-25,4916,5538,4784,5416,252260,44050.0,7660828.0
2009-06-26,5481,5491,4926,5134,90613,41752.0,7660828.0
2009-06-29,5132,5491,4898,4898,118957,39836.0,7660828.0
2009-06-30,4973,4991,4652,4705,73318,38266.0,7660828.0
2009-07-01,4794,5076,4614,4908,139493,39913.0,7660828.0
2009-07-02,4991,4991,4704,4785,59300,38917.0,7660828.0
2009-07-03,4784,4888,4647,4889,46707,39760.0,7660828.0
2009-07-06,4935,5538,4935,5511,224820,44816.0,7660828.0
2009-07-07,5642,6019,5576,5906,325387,48033.0,7660828.0
2009-07-08,5839,6207,5651,5793,137494,47114.0,7660828.0
2009-07-09,5914,6112,5651,5812,169026,47267.0,7660828.0
2009-07-10,5698,5830,5368,5370,116630,43667.0,7660828.0
2009-07-13,5642,5642,4982,5228,93705,42518.0,7660828.0
2009-07-14,5237,5368,5086,5341,63685,43437.0,7660828.0
2009-07-15,5312,5463,4991,5303,55081,43130.0,7660828.0
2009-07-16,5453,5924,5396,5859,145334,47650.0,7660828.0
2009-07-17,5792,5877,5576,5624,72187,45735.0,7660828.0
2009-07-20,5698,5886,5509,5605,69635,45582.0,7660828.0
2009-07-21,5651,5830,5340,5483,105122,44586.0,7660828.0
2009-07-22,5509,5735,5444,5662,54187,46042.0,7660828.0
2009-07-23,5688,5792,5388,5511,54754,44816.0,7660828.0
2009-07-24,5614,5614,5132,5190,84576,42211.0,7660828.0
2009-07-27,5189,5350,5057,5124,46199,41675.0,7660828.0
2009-07-28,5124,5124,4850,4852,132891,39453.0,7660828.0
2009-07-29,4850,4907,4426,4503,205917,36619.0,7660828.0
2009-07-30,4506,4582,4167,4286,174807,34857.0,7660828.0
2009-07-31,4318,4460,4271,4352,67959,35393.0,7660828.0
2009-08-03,4266,4473,4266,4475,48693,36389.0,7660828.0
2009-08-04,4501,4549,4408,4455,37119,36236.0,7660828.0
2009-08-05,4511,4511,4257,4309,28367,35048.0,7660828.0
2009-08-06,4309,4422,4266,4366,33941,35508.0,7660828.0
2009-08-07,4337,4380,4285,4291,31176,34895.0,7660828.0
2009-08-10,4290,4347,4172,4187,53535,34052.0,7660828.0
2009-08-11,4144,4332,4144,4319,39604,35125.0,7660828.0
2009-08-12,4275,4322,4219,4221,20894,34321.0,7660828.0
2009-08-13,4242,4380,4242,4314,23893,35087.0,7660828.0
2009-08-14,4342,4568,4313,4470,44017,36351.0,7660828.0
2009-08-17,4473,4478,4332,4337,25471,35278.0,7660828.0
2009-08-18,4337,4370,4106,4192,29738,34091.0,7660828.0
2009-08-19,4149,4351,4149,4253,9227,34589.0,7660828.0
2009-08-20,4242,4318,4196,4201,6875,34167.0,7660828.0
2009-08-21,4144,4262,4144,4154,15699,33784.0,7660828.0
2009-08-24,4153,4238,3975,4070,9989,33095.0,7660828.0
2009-08-25,4078,4121,3975,4083,27241,33210.0,7660828.0
2009-08-26,4083,4262,4050,4154,34562,33784.0,7660828.0
2009-08-27,4191,4191,4026,4032,33017,32788.0,7660828.0
2009-08-28,4088,4088,4031,4074,7736,33133.0,7660828.0
2009-08-31,4073,4073,3857,3857,30211,31371.0,7660828.0
2009-09-01,3781,3965,3753,3857,12211,31371.0,7660828.0
2009-09-02,3857,3998,3847,3970,20001,32290.0,7660828.0
2009-09-03,3970,4234,3970,4221,38176,34321.0,7660828.0
2009-09-04,4219,4285,3955,4216,39439,34282.0,7660828.0
2009-09-07,4191,4247,4116,4192,19408,34091.0,7660828.0
2009-09-08,4234,4266,4153,4173,15323,33937.0,7660828.0
2009-09-09,4144,4219,4050,4107,10378,33401.0,7660828.0
2009-09-10,4063,4186,4050,4168,22148,33899.0,7660828.0
2009-09-11,4144,4158,4016,4088,31365,33248.0,7660828.0
2009-09-14,4144,4144,4045,4046,5976,32903.0,7660828.0
2009-09-15,4073,4106,4016,4088,10933,33248.0,7660828.0
2009-09-16,4096,4096,3993,4046,15302,32903.0,7660828.0
2009-09-17,4050,4121,3983,4008,19764,32597.0,7660828.0
2009-09-18,4035,4035,3894,3928,8985,31946.0,7660828.0
2009-09-21,3880,3965,3866,3937,7938,32022.0,7660828.0
2009-09-22,3908,3950,3908,3947,3224,32099.0,7660828.0
2009-09-23,3941,3988,3842,3942,12054,32061.0,7660828.0
2009-09-24,3913,3950,3847,3928,13422,31946.0,7660828.0
2009-09-25,3927,3946,3824,3872,6414,31486.0,7660828.0
2009-09-28,3950,3950,3800,3801,3073,30911.0,7660828.0
2009-09-29,3899,3899,3753,3754,6525,30528.0,7660828.0
2009-09-30,3847,3847,3701,3773,7121,30682.0,7660828.0
2009-10-01,3852,3852,3649,3674,11203,29877.0,7660828.0
2009-10-05,3583,3696,3578,3617,5182,29418.0,7660828.0
2009-10-06,3673,3673,3532,3565,7900,28996.0,7660828.0
2009-10-07,3565,3578,3485,3580,10163,29111.0,7660828.0
2009-10-08,3527,3578,3527,3575,2628,29073.0,7660828.0
2009-10-09,3626,4106,3583,4107,93105,33401.0,7660828.0
2009-10-12,4398,4606,4257,4309,113620,35048.0,7660828.0
2009-10-13,4322,4327,3955,4050,55946,32942.0,7660828.0
2009-10-14,4092,4096,3927,3998,23348,32520.0,7660828.0
2009-10-15,4007,4035,3946,3947,19772,32099.0,7660828.0
2009-10-16,3908,3988,3861,3928,10675,31946.0,7660828.0
2009-10-19,3880,4050,3814,3890,11558,31639.0,7660828.0
2009-10-20,3870,3870,3673,3674,15984,29877.0,7660828.0
2009-10-21,3682,3682,3606,3608,6803,29341.0,7660828.0
2009-10-22,3588,3908,3573,3693,27950,30030.0,7660828.0
2009-10-23,3739,3739,3593,3674,26938,29877.0,7660828.0
2009-10-26,3673,3673,3489,3674,14223,29877.0,7660828.0
2009-10-27,3536,3711,3513,3702,17376,30107.0,7660828.0
2009-10-28,3772,3772,3598,3608,4943,29341.0,7660828.0
2009-10-29,3513,3659,3513,3593,6990,29226.0,7660828.0
2009-10-30,3606,3719,3485,3683,11992,29954.0,7660828.0
2009-11-02,3578,3767,3578,3721,12655,30260.0,7660828.0
2009-11-03,3739,3795,3578,3626,13805,29494.0,7660828.0
2009-11-04,3598,3616,3485,3485,10244,28345.0,7660828.0
2009-11-05,3593,3593,3447,3514,5826,28575.0,7660828.0
2009-11-06,3513,4035,3494,4036,150532,32827.0,7660828.0
2009-11-09,4111,4309,3729,3801,326887,30911.0,7660828.0
2009-11-10,3776,3832,3573,3598,33242,29264.0,7660828.0
2009-11-11,3588,3814,3588,3711,21360,30184.0,7660828.0
2009-11-12,3644,3729,3602,3613,8055,29379.0,7660828.0
2009-11-13,3649,3757,3536,3608,13771,29341.0,7660828.0
2009-11-16,3626,3673,3545,3631,4526,29532.0,7660828.0
2009-11-17,3583,3762,3578,3669,9869,29839.0,7660828.0
2009-11-18,3644,3767,3644,3660,3967,29762.0,7660828.0
2009-11-19,3635,3762,3631,3759,3657,30567.0,7660828.0
2009-11-20,3719,3762,3626,3678,8623,29916.0,7660828.0
2009-11-23,3678,3748,3654,3688,11288,29992.0,7660828.0
2009-11-24,3687,3719,3654,3693,5969,30030.0,7660828.0
2009-11-25,3654,3767,3631,3650,8514,29686.0,7660828.0
2009-11-26,3673,4196,3654,4196,366814,34129.0,7660828.0
2009-11-27,4021,4054,3673,3674,218681,29877.0,7660828.0
2009-11-30,3762,3904,3673,3721,55279,30260.0,7660828.0
2009-12-01,3719,3804,3682,3796,40302,30873.0,7660828.0
2009-12-02,3824,3937,3824,3872,37005,31486.0,7660828.0
2009-12-03,3890,4209,3890,4027,223920,32750.0,7660828.0
2009-12-04,4088,4088,3950,3980,35108,32367.0,7660828.0
2009-12-07,4129,4144,3978,4103,33019,33363.0,7660828.0
2009-12-08,4101,4101,3908,4003,23649,32559.0,7660828.0
2009-12-09,4003,4003,3861,3876,20846,31524.0,7660828.0
2009-12-10,4003,4134,3894,4050,38345,32942.0,7660828.0
2009-12-11,4139,4224,4059,4173,33277,33937.0,7660828.0
2009-12-14,4088,4266,4088,4211,47712,34244.0,7660828.0
2009-12-15,4285,4440,4191,4305,60028,35010.0,7660828.0
2009-12-16,4280,4436,4275,4390,47942,35699.0,7660828.0
2009-12-17,4422,4440,4153,4178,56335,33976.0,7660828.0
2009-12-18,4101,4242,4003,4201,42652,34167.0,7660828.0
2009-12-21,4332,4351,4219,4262,41966,34665.0,7660828.0
2009-12-22,4294,4313,4172,4262,23449,34665.0,7660828.0
2009-12-23,4257,4318,4191,4196,15105,34129.0,7660828.0
2009-12-24,4116,4219,4083,4178,26796,33976.0,7660828.0
2009-12-28,4121,4149,3955,3957,25862,32175.0,7660828.0
2009-12-29,3908,4016,3908,3985,9512,32405.0,7660828.0
2009-12-30,3988,4134,3965,4046,25030,32903.0,7660828.0
2010-01-04,4063,4257,4054,4211,38648,34244.0,7660828.0
2010-01-05,4304,4304,4139,4216,23621,34282.0,7660828.0
2010-01-06,4201,4309,4125,4206,22307,34206.0,7660828.0
2010-01-07,4294,4294,4111,4192,26355,34091.0,7660828.0
2010-01-08,4125,4191,4078,4178,17259,33976.0,7660828.0
2010-01-11,4238,4238,3955,4103,24806,33363.0,7660828.0
2010-01-12,4116,4116,3955,4041,36828,32865.0,7660828.0
2010-01-13,4096,4181,3970,4050,58109,32942.0,7660828.0
2010-01-14,4101,4205,4063,4183,36600,34014.0,7660828.0
2010-01-15,4229,4229,4106,4196,39873,34129.0,7660828.0
2010-01-18,4191,4229,4088,4111,15279,33440.0,7660828.0
2010-01-19,4181,4181,4078,4145,19285,33708.0,7660828.0
2010-01-20,4209,4209,4035,4078,30070,33171.0,7660828.0
2010-01-21,3950,4031,3908,3990,19499,32444.0,7660828.0
2010-01-22,4078,4078,3946,3952,10315,32137.0,7660828.0
2010-01-25,3691,3908,3691,3706,34600,30145.0,7660828.0
2010-01-26,3786,3786,3550,3655,23453,29724.0,7660828.0
2010-01-27,3485,3644,3485,3580,14814,29111.0,7660828.0
2010-01-28,3578,3663,3545,3650,9509,29686.0,7660828.0
2010-01-29,3668,3847,3616,3721,16273,30260.0,7660828.0
2010-02-01,3673,3673,3485,3565,13626,28996.0,7660828.0
2010-02-02,3598,3767,3583,3669,12381,29839.0,7660828.0
2010-02-03,3673,3744,3673,3744,6561,30452.0,7660828.0
2010-02-04,3687,3800,3687,3801,4728,30911.0,7660828.0
2010-02-05,3757,3757,3447,3693,12191,30030.0,7660828.0
2010-02-08,3691,4035,3611,3706,47896,30145.0,7660828.0
2010-02-09,3706,3861,3578,3768,20388,30643.0,7660828.0
2010-02-10,3767,3899,3696,3773,8774,30682.0,7660828.0
2010-02-11,3772,3829,3606,3731,5993,30337.0,7660828.0
2010-02-12,3729,3809,3719,3763,5635,30605.0,7660828.0
2010-02-16,3682,3762,3682,3763,5374,30605.0,7660828.0
2010-02-17,3767,3814,3729,3796,5510,30873.0,7660828.0
2010-02-18,3767,3829,3753,3829,7248,31141.0,7660828.0
2010-02-19,3857,3857,3772,3811,5386,30988.0,7660828.0
2010-02-22,3767,3857,3706,3777,4989,30720.0,7660828.0
2010-02-23,3734,3857,3734,3801,4337,30911.0,7660828.0
2010-02-24,3729,3795,3682,3749,10140,30490.0,7660828.0
2010-02-25,3748,3829,3719,3768,2311,30643.0,7660828.0
2010-02-26,3687,3857,3687,3777,1109,30720.0,7660828.0
2010-03-02,3691,3786,3691,3749,3744,30490.0,7660828.0
2010-03-03,3748,3748,3673,3721,11598,30260.0,7660828.0
2010-03-04,3691,3739,3578,3664,14643,29801.0,7660828.0
2010-03-05,3711,3711,3644,3693,2466,30030.0,7660828.0
2010-03-08,3631,3734,3602,3636,6276,29571.0,7660828.0
2010-03-09,3654,3687,3606,3655,3330,29724.0,7660828.0
2010-03-10,3654,3687,3541,3551,18601,28881.0,7660828.0
2010-03-11,3626,3626,3550,3617,10197,29418.0,7660828.0
2010-03-12,3644,3682,3578,3683,6253,29954.0,7660828.0
2010-03-15,3673,3950,3673,3744,41960,30452.0,7660828.0
2010-03-16,3706,3795,3701,3721,7124,30260.0,7660828.0
2010-03-17,3757,3809,3724,3759,9510,30567.0,7660828.0
2010-03-18,3757,3852,3757,3759,11986,30567.0,7660828.0
2010-03-19,3757,3837,3757,3791,7392,30835.0,7660828.0
2010-03-22,3899,3899,3814,3834,11160,31180.0,7660828.0
2010-03-23,3795,3866,3767,3782,7440,30758.0,7660828.0
2010-03-24,3781,3832,3772,3819,10211,31065.0,7660828.0
2010-03-25,3819,3857,3776,3806,9237,30950.0,7660828.0
2010-03-26,3861,3861,3767,3791,19877,30835.0,7660828.0
2010-03-29,3899,3899,3786,3806,10971,30950.0,7660828.0
2010-03-30,3857,3857,3767,3806,7041,30950.0,7660828.0
2010-03-31,3832,3832,3748,3806,5128,30950.0,7660828.0
2010-04-01,3804,3837,3744,3768,19366,30643.0,7660828.0
2010-04-02,3767,3804,3734,3801,10130,30911.0,7660828.0
2010-04-05,3772,3857,3485,3626,42529,29494.0,7660828.0
2010-04-06,3626,3673,3296,3580,29292,29111.0,7660828.0
2010-04-07,3578,3635,3550,3598,6863,29264.0,7660828.0
2010-04-08,3598,3711,3598,3626,7764,29494.0,7660828.0
2010-04-09,3626,3716,3621,3674,6422,29877.0,7660828.0
2010-04-12,3757,3757,3631,3650,7631,29686.0,7660828.0
2010-04-13,3644,3687,3588,3674,7889,29877.0,7660828.0
2010-04-14,3673,3829,3626,3698,13333,30069.0,7660828.0
2010-04-15,3649,3739,3606,3622,9542,29456.0,7660828.0
2010-04-16,3621,3711,3583,3669,6480,29839.0,7660828.0
2010-04-19,3663,3682,3626,3669,15009,29839.0,7660828.0
2010-04-20,3687,3814,3687,3815,31282,31026.0,7660828.0
2010-04-21,3832,3842,3767,3844,32678,31256.0,7660828.0
2010-04-22,3857,3983,3852,3952,32065,32137.0,7660828.0
2010-04-23,3998,4003,3941,3957,21703,32175.0,7660828.0
2010-04-26,4003,4003,3937,3970,14661,32290.0,7660828.0
2010-04-27,3955,3998,3913,3970,17471,32290.0,7660828.0
2010-04-28,3927,3970,3913,3952,17239,32137.0,7660828.0
2010-04-29,3970,3983,3861,3914,31549,31831.0,7660828.0
2010-04-30,3950,4054,3819,4055,24579,32980.0,7660828.0
2010-05-03,3993,4172,3993,4173,35341,33937.0,7660828.0
2010-05-04,4172,4351,4078,4126,88122,33554.0,7660828.0
2010-05-06,4059,4129,3965,4050,9808,32942.0,7660828.0
2010-05-07,3814,3899,3791,3839,33583,31218.0,7660828.0
2010-05-10,3837,4149,3837,4145,53421,33708.0,7660828.0
2010-05-11,4172,4219,4134,4183,35999,34014.0,7660828.0
2010-05-12,4181,4322,4078,4267,35148,34704.0,7660828.0
2010-05-13,4322,4370,4238,4370,38761,35546.0,7660828.0
2010-05-14,4417,4426,4247,4427,46835,36006.0,7660828.0
2010-05-17,4426,5086,4426,4710,437869,38304.0,7660828.0
2010-05-18,4945,5255,4803,4945,261606,40219.0,7660828.0
2010-05-19,4982,4991,4634,4842,69825,39377.0,7660828.0
2010-05-20,4878,4991,4144,4606,62252,37461.0,7660828.0
2010-05-24,4634,4756,4483,4757,57073,38687.0,7660828.0
2010-05-25,4756,4756,4050,4616,100819,37538.0,7660828.0
2010-05-26,4521,4709,4445,4710,28095,38304.0,7660828.0
2010-05-27,4794,5057,4765,4823,65699,39223.0,7660828.0
2010-05-28,4784,5180,4727,4729,205094,38457.0,7660828.0
2010-05-31,4662,4794,4568,4785,43877,38917.0,7660828.0
2010-06-01,4888,4982,4737,4955,74602,40296.0,7660828.0
2010-06-03,4954,5142,4916,5077,43836,41292.0,7660828.0
2010-06-04,5114,5124,4973,5039,27382,40985.0,7660828.0
2010-06-07,4803,4973,4709,4945,53281,40219.0,7660828.0
2010-06-08,4916,5019,4870,4983,30106,40526.0,7660828.0
2010-06-09,4991,5011,4765,5011,44097,40756.0,7660828.0
2010-06-10,4916,5029,4822,4889,39940,39760.0,7660828.0
2010-06-11,4916,4935,4704,4705,46369,38266.0,7660828.0
