멜파스(096640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-08-29,16750,17100,16400,16750,951154,287015.0,17135251.0
2011-08-30,17300,18050,17100,17400,1135014,298153.0,17135251.0
2011-08-31,17700,18250,17300,17550,896506,300724.0,17135251.0
2011-09-01,17800,17950,16800,16800,1090784,287872.0,17135251.0
2011-09-02,16800,17850,16650,17500,917160,299867.0,17135251.0
2011-09-05,17200,17250,16100,16200,517225,277591.0,17135251.0
2011-09-06,15900,16850,15600,15600,580135,267310.0,17135251.0
2011-09-07,16200,16750,15950,16650,423809,285302.0,17135251.0
2011-09-08,16950,17050,16100,16600,387425,284445.0,17135251.0
2011-09-09,16500,17700,16350,17200,829000,294726.0,17135251.0
2011-09-14,17400,17500,16200,16450,439170,281875.0,17135251.0
2011-09-15,17100,18900,17000,18500,2707588,317002.0,17135251.0
2011-09-16,18800,18850,17900,18650,1209286,319572.0,17135251.0
2011-09-19,18100,18550,17550,17550,638206,300724.0,17135251.0
2011-09-20,17300,17800,16900,17750,652726,304151.0,17135251.0
2011-09-21,18100,20150,17900,19200,2690405,329141.0,17142751.0
2011-09-22,18450,18650,17800,18100,865354,310284.0,17142751.0
2011-09-23,16800,17450,16600,16850,734705,288855.0,17142751.0
2011-09-26,17400,17950,15250,15500,1295260,265713.0,17142751.0
2011-09-27,16450,17100,16200,16700,706279,286284.0,17142751.0
2011-09-28,17000,17350,15900,15900,587651,272570.0,17142751.0
2011-09-29,15500,16850,15500,16800,630456,287998.0,17142751.0
2011-09-30,16800,17600,16700,16950,516348,290570.0,17142751.0
2011-10-04,15650,16150,15550,16150,395335,276855.0,17142751.0
2011-10-05,16450,17050,15750,15850,667859,271713.0,17142751.0
2011-10-06,16850,18200,16650,17550,1804559,300855.0,17142751.0
2011-10-07,18250,19050,17900,18300,1173221,313712.0,17142751.0
2011-10-10,18550,19200,18500,19000,816102,325712.0,17142751.0
2011-10-11,19800,20300,18850,18900,1130393,323998.0,17142751.0
2011-10-12,19300,21700,19050,21700,2208114,371998.0,17142751.0
2011-10-13,23200,24950,23150,24950,1546531,427712.0,17142751.0
2011-10-14,25300,27450,24200,25900,5319188,443997.0,17142751.0
2011-10-17,26750,26900,25350,26150,1774044,448283.0,17142751.0
2011-10-18,25550,26700,24900,26700,2547787,457711.0,17142751.0
2011-10-19,27250,29150,26750,27750,3320336,475711.0,17142751.0
2011-10-20,28200,29050,23950,24650,2324190,422569.0,17142751.0
2011-10-21,26300,28300,25900,28300,2933220,485140.0,17142751.0
2011-10-24,29300,30750,28300,29050,2965859,497997.0,17142751.0
2011-10-25,28600,29050,27500,27800,1845376,476568.0,17142751.0
2011-10-26,26900,29550,26200,29500,2046936,505711.0,17142751.0
2011-10-27,30150,30400,27800,28000,1938731,479997.0,17142751.0
2011-10-28,28500,29200,26750,28750,1842169,492854.0,17142751.0
2011-10-31,28800,29050,27450,27450,904733,470569.0,17142751.0
2011-11-01,26300,28450,26250,27950,1465890,479140.0,17142751.0
2011-11-02,27300,28550,26800,28400,1221285,486854.0,17142751.0
2011-11-03,28700,28750,27200,27200,975908,466283.0,17142751.0
2011-11-04,28450,30700,28250,30000,2740144,514283.0,17142751.0
2011-11-07,30200,30900,29600,30050,1187595,515140.0,17142751.0
2011-11-08,30300,30350,28800,28800,932241,493711.0,17142751.0
2011-11-09,29500,29600,28600,28750,668155,492854.0,17142751.0
2011-11-10,27450,27850,26500,26550,991980,455140.0,17142751.0
2011-11-11,27300,27650,26650,26950,703458,461997.0,17142751.0
2011-11-14,27800,30150,27750,29500,1445973,505711.0,17142751.0
2011-11-15,29250,29600,28000,28300,834657,485140.0,17142751.0
2011-11-16,28800,29150,27700,27700,737256,474854.0,17142751.0
2011-11-17,28500,29800,28300,29800,1638372,510854.0,17142751.0
2011-11-18,29100,30100,28700,30100,1209961,515997.0,17142751.0
2011-11-21,30350,30350,29300,29500,914585,505711.0,17142751.0
2011-11-22,28800,30000,28800,30000,962624,514283.0,17142751.0
2011-11-23,30000,30100,28150,28400,878406,486854.0,17142751.0
2011-11-24,28100,29350,27800,28750,586794,492854.0,17142751.0
2011-11-25,28600,29000,26950,27600,646290,473140.0,17142751.0
2011-11-28,28500,28850,27900,28550,519395,489426.0,17142751.0
2011-11-29,28850,29450,28100,29200,619691,500568.0,17142751.0
2011-11-30,29000,29350,28100,28150,561905,482568.0,17142751.0
2011-12-01,29300,29300,28100,28150,671755,482568.0,17142751.0
2011-12-02,28400,30250,28400,29950,1689043,513425.0,17142751.0
2011-12-05,30400,32250,29900,31600,2278917,541711.0,17142751.0
2011-12-06,31700,32150,31000,31650,1069309,542568.0,17142751.0
2011-12-07,31750,32550,31200,31500,1077402,539997.0,17142751.0
2011-12-08,32050,33000,31050,31300,1366320,536568.0,17142751.0
2011-12-09,30500,31600,30400,30650,1018644,525425.0,17142751.0
2011-12-12,31300,32000,30250,30550,843566,523711.0,17142751.0
2011-12-13,30300,31150,29300,29650,897373,508283.0,17142751.0
2011-12-14,29600,29650,27700,27900,1324150,478283.0,17142751.0
2011-12-15,27100,28250,26650,27000,920572,462854.0,17142751.0
2011-12-16,27550,27850,26650,27450,620068,470569.0,17142751.0
2011-12-19,27050,27350,23350,24950,1323275,427712.0,17142751.0
2011-12-20,25150,26350,25150,25900,556489,443997.0,17142751.0
2011-12-21,26900,27250,26300,26300,463312,450854.0,17142751.0
2011-12-22,26150,26800,25750,25750,359856,441426.0,17142751.0
2011-12-23,26250,26650,25700,26200,499573,449140.0,17142751.0
2011-12-26,26350,26900,25900,25950,368951,444854.0,17142751.0
2011-12-27,25700,26100,24000,24650,716057,422569.0,17142751.0
2011-12-28,24650,24950,24300,24650,299295,422569.0,17142751.0
2011-12-29,24250,25600,23850,25400,376950,435426.0,17142751.0
2012-01-02,26000,26650,25750,26500,499203,454283.0,17142751.0
2012-01-03,27250,27350,26550,26700,629160,457711.0,17142751.0
2012-01-04,26850,26950,26000,26200,587125,449140.0,17142751.0
2012-01-05,26300,26750,25950,25950,402660,444854.0,17142751.0
2012-01-06,25800,26150,25000,25150,417591,431140.0,17142751.0
2012-01-09,25250,25500,24550,24750,402692,424283.0,17142751.0
2012-01-10,24850,25200,24600,24700,433523,423426.0,17142751.0
2012-01-11,24650,25250,24050,24100,729520,413140.0,17142751.0
2012-01-12,24100,24300,23100,23300,875566,399426.0,17142751.0
2012-01-13,23450,24750,23450,24300,853255,416569.0,17142751.0
2012-01-16,24100,24150,23400,23550,494897,403712.0,17142751.0
2012-01-17,23300,23500,22150,22300,1317404,382283.0,17142751.0
2012-01-18,22500,22850,22300,22550,537338,386569.0,17142751.0
2012-01-19,22800,23450,22500,22500,710205,385712.0,17142751.0
2012-01-20,22700,22700,21450,22150,726999,379712.0,17142751.0
2012-01-25,22700,22800,22300,22450,390193,384855.0,17142751.0
2012-01-26,22700,23700,22700,23400,865372,401140.0,17142751.0
2012-01-27,23600,23650,22900,23000,383761,394283.0,17142751.0
2012-01-30,22900,23450,22650,22950,329064,393426.0,17142751.0
2012-01-31,23300,23550,22750,22850,399367,391712.0,17142751.0
2012-02-01,22950,23050,22400,22400,457977,383998.0,17142751.0
2012-02-02,22800,22900,22250,22500,488726,385712.0,17142751.0
2012-02-03,22700,24700,22500,24700,2093116,423426.0,17142751.0
2012-02-06,24750,24800,23700,23900,967472,409712.0,17142751.0
2012-02-07,24200,24500,23600,24350,588543,417426.0,17142751.0
2012-02-08,24450,24500,23550,23600,655019,404569.0,17142751.0
2012-02-09,23500,24000,23300,23750,440996,407140.0,17142751.0
2012-02-10,23750,25150,23500,24950,1343203,427712.0,17142751.0
2012-02-13,25250,25300,24500,25000,682038,428569.0,17142751.0
2012-02-14,25000,25300,24500,24500,525538,419997.0,17142751.0
2012-02-15,24500,25150,24150,24650,550703,422569.0,17142751.0
2012-02-16,24400,24600,23800,23850,474015,408855.0,17142751.0
2012-02-17,24200,24300,23950,24000,292176,411426.0,17142751.0
2012-02-20,24100,24400,23750,24100,320062,413140.0,17142751.0
2012-02-21,24300,24850,24100,24450,451288,419140.0,17142751.0
2012-02-22,24400,24650,23950,24400,339291,418283.0,17142751.0
2012-02-23,24450,25350,24450,24950,944383,427712.0,17142751.0
2012-02-24,25250,25450,24650,25150,829689,431140.0,17142751.0
2012-02-27,25600,25900,24850,24850,774505,425997.0,17142751.0
2012-02-28,25000,26300,25000,26200,1190744,449140.0,17142751.0
2012-02-29,26650,26650,25900,26200,719321,449140.0,17142751.0
2012-03-02,26300,26700,25950,26550,512202,455140.0,17142751.0
2012-03-05,26650,26700,25300,25400,569700,435426.0,17142751.0
2012-03-06,25350,25650,24800,25100,408335,430283.0,17142751.0
2012-03-07,24450,24650,24150,24500,377673,419997.0,17142751.0
2012-03-08,24750,24900,24350,24650,360314,422569.0,17142751.0
2012-03-09,24800,25550,24750,24950,410096,427712.0,17142751.0
2012-03-12,25150,25150,24000,24050,510727,412283.0,17142751.0
2012-03-13,24050,24550,24050,24300,214463,416569.0,17142751.0
2012-03-14,24600,25200,24500,24600,383016,421712.0,17142751.0
2012-03-15,24600,24850,23750,23900,409331,409712.0,17142751.0
2012-03-16,24000,24000,23050,23650,435486,405426.0,17142751.0
2012-03-19,23650,24350,23600,23700,234319,406283.0,17142751.0
2012-03-20,23750,24100,23300,23400,281566,401140.0,17142751.0
2012-03-21,23300,23650,23200,23400,118965,401140.0,17142751.0
2012-03-22,23450,24050,23400,23500,277336,402855.0,17142751.0
2012-03-23,23200,23450,22950,23300,242636,399426.0,17142751.0
2012-03-26,23600,23600,22600,22650,240828,388283.0,17142751.0
2012-03-27,22900,23100,22450,22500,165279,385712.0,17142751.0
2012-03-28,22300,22650,21600,21600,369038,370283.0,17142751.0
2012-03-29,21550,21550,20450,20700,451873,362839.0,17528451.0
2012-03-30,20400,21250,20400,20800,303990,364592.0,17528451.0
2012-04-02,20950,22000,20950,21850,341041,382997.0,17528451.0
2012-04-03,22000,22000,21100,21350,256266,374232.0,17528451.0
2012-04-04,21350,21350,20200,20250,327588,354951.0,17528451.0
2012-04-05,19850,21200,19600,21200,279934,371603.0,17528451.0
2012-04-06,21200,21850,20750,20750,161223,363715.0,17528451.0
2012-04-09,20400,20850,19700,19700,181795,345310.0,17528451.0
2012-04-10,19600,20050,18850,18850,306239,330411.0,17528451.0
2012-04-12,18650,19250,18150,18550,311491,325153.0,17528451.0
2012-04-13,18950,19600,18900,19350,241287,339176.0,17528451.0
2012-04-16,19100,21450,19050,21000,472009,368097.0,17528451.0
2012-04-17,21250,21800,20300,20500,399232,359333.0,17528451.0
2012-04-18,21150,21650,20800,21300,326887,373356.0,17528451.0
2012-04-19,21450,22700,21350,22400,690089,392637.0,17528451.0
2012-04-20,22200,22700,21900,22550,368851,395267.0,17528451.0
2012-04-23,22700,22700,21750,21900,184007,383873.0,17528451.0
2012-04-24,21400,22000,21150,21300,221156,373356.0,17528451.0
2012-04-25,21750,22400,21400,21450,219702,375985.0,17528451.0
2012-04-26,22050,22100,20150,20800,357566,364592.0,17528451.0
2012-04-27,20900,21050,19850,19950,423326,349693.0,17528451.0
2012-04-30,20200,20550,19550,20150,244586,353198.0,17528451.0
2012-05-02,20200,20650,20050,20450,171045,358457.0,17528451.0
2012-05-03,20600,21150,20350,20700,222383,362839.0,17528451.0
2012-05-04,20800,21600,20450,20500,303994,359333.0,17528451.0
2012-05-07,20100,20300,19800,19800,202876,347063.0,17528451.0
2012-05-08,20100,20800,19950,20800,234276,364592.0,17528451.0
2012-05-09,20650,20800,20200,20400,221099,357580.0,17528451.0
2012-05-10,20300,20800,20150,20800,167143,364592.0,17528451.0
2012-05-11,21000,21200,20300,20300,205245,355828.0,17528451.0
2012-05-14,20050,20200,19300,19450,236749,340928.0,17528451.0
2012-05-15,18950,19300,18400,18650,298734,326906.0,17528451.0
2012-05-16,18100,18600,17250,17700,361292,310254.0,17528451.0
2012-05-17,17500,18150,17400,18000,205863,315512.0,17528451.0
2012-05-18,17000,17550,16800,16900,260686,296231.0,17528451.0
2012-05-21,17000,17300,16600,16650,177127,291849.0,17528451.0
2012-05-22,17000,17300,16900,17250,179979,302366.0,17528451.0
2012-05-23,17400,17400,16950,16950,91354,297107.0,17528451.0
2012-05-24,17200,17700,16900,17100,185380,299737.0,17528451.0
2012-05-25,17050,17650,17000,17250,172085,302366.0,17528451.0
2012-05-29,17350,17900,17250,17700,213319,310254.0,17528451.0
2012-05-30,18200,18650,18100,18250,366822,319894.0,17528451.0
2012-05-31,17950,18850,17750,18850,192519,330411.0,17528451.0
2012-06-01,18850,19000,18350,18350,131373,321647.0,17528451.0
2012-06-04,17350,17750,17050,17200,175260,301489.0,17528451.0
2012-06-05,17400,17950,17400,17500,179310,306748.0,17528451.0
2012-06-07,18250,18400,17700,17700,167981,310254.0,17528451.0
2012-06-08,17750,17900,17200,17250,101341,302366.0,17528451.0
2012-06-11,17600,18450,17500,18450,259795,323400.0,17528451.0
2012-06-12,18100,19100,17900,19000,323972,333041.0,17528451.0
2012-06-13,19200,19250,18550,18550,188663,325153.0,17528451.0
2012-06-14,18450,18850,18400,18550,166708,330857.0,17835951.0
2012-06-15,18900,19000,18000,18000,213041,321047.0,17835951.0
2012-06-18,18600,18650,18150,18150,213739,323723.0,17835951.0
2012-06-19,18150,18750,18150,18250,184399,325506.0,17835951.0
2012-06-20,18600,18900,18250,18400,234487,328181.0,17835951.0
2012-06-21,18350,19150,18350,18900,375697,337099.0,17835951.0
2012-06-22,18550,19250,18350,19000,411060,338883.0,17835951.0
2012-06-25,19000,19550,18450,18550,505150,330857.0,17835951.0
2012-06-26,18450,18750,17800,18000,317435,321047.0,17835951.0
2012-06-27,18000,18150,17200,17600,286260,313913.0,17835951.0
2012-06-28,17800,18150,17600,17650,179940,314805.0,17835951.0
2012-06-29,17500,17850,17250,17800,132135,317480.0,17835951.0
2012-07-02,18050,18100,17750,17750,126677,316588.0,17835951.0
2012-07-03,17700,18250,17700,17950,202570,320155.0,17835951.0
2012-07-04,18100,18600,18050,18200,275611,324614.0,17835951.0
2012-07-05,18150,18500,18050,18250,200146,325506.0,17835951.0
2012-07-06,18600,19250,18550,19050,882046,339775.0,17835951.0
2012-07-09,19250,19650,19150,19200,637741,342450.0,17835951.0
2012-07-10,19100,19300,18700,18700,281156,333532.0,17835951.0
2012-07-11,18900,19650,18850,19400,567581,346017.0,17835951.0
2012-07-12,19550,20450,19450,20350,1059835,362962.0,17835951.0
2012-07-13,20550,21350,19950,21350,1241999,380798.0,17835951.0
2012-07-16,21800,22100,21000,21000,844761,374555.0,17835951.0
2012-07-17,21300,22000,21250,21950,698995,391499.0,17835951.0
2012-07-18,21950,22700,21650,22400,805493,399525.0,17835951.0
2012-07-19,22600,22900,21750,22400,573168,399525.0,17835951.0
2012-07-20,22250,22600,21200,21200,899736,378122.0,17835951.0
2012-07-23,21200,21650,20850,21200,475864,378122.0,17835951.0
2012-07-24,21050,21500,20450,21500,587882,383473.0,17835951.0
2012-07-25,21050,21250,20100,20100,511805,358503.0,17835951.0
2012-07-26,20400,21150,20300,20600,362139,367421.0,17835951.0
2012-07-27,20950,21300,20700,21000,304451,374555.0,17835951.0
2012-07-30,21350,21950,21250,21250,404530,379014.0,17835951.0
2012-07-31,21500,21650,20950,21550,293346,384365.0,17835951.0
2012-08-01,21250,21900,21150,21150,253585,377230.0,17835951.0
2012-08-02,21050,21300,20000,20000,547674,356959.0,17847951.0
2012-08-03,19600,20250,19350,19900,326365,355174.0,17847951.0
2012-08-06,20350,20500,20200,20200,254984,360529.0,17847951.0
2012-08-07,20100,21250,20050,21100,496203,376592.0,17847951.0
2012-08-08,21250,21600,20800,20800,349090,371237.0,17847951.0
2012-08-09,20950,21400,20700,20950,263794,373915.0,17847951.0
2012-08-10,21000,21200,20250,20400,359473,364098.0,17847951.0
2012-08-13,20500,21250,20450,21000,361798,374807.0,17847951.0
2012-08-14,21050,21350,20800,20950,308467,373915.0,17847951.0
2012-08-16,20950,21600,20750,21450,458078,382839.0,17847951.0
2012-08-17,21900,22300,21650,21750,699021,388193.0,17847951.0
2012-08-20,21950,22050,21150,21250,402435,379269.0,17847951.0
2012-08-21,21200,21600,20900,20900,344764,373022.0,17847951.0
2012-08-22,20950,21100,20350,20600,310986,367668.0,17847951.0
2012-08-23,20600,21100,20500,20650,276275,368560.0,17847951.0
2012-08-24,20650,20750,20100,20150,313561,359636.0,17847951.0
2012-08-27,18700,19100,18200,18300,1197889,326618.0,17847951.0
2012-08-28,18500,18950,18500,18850,516026,336434.0,17847951.0
2012-08-29,19050,19500,18850,19250,463107,343573.0,17847951.0
2012-08-30,19300,19300,18900,19050,209596,340003.0,17847951.0
2012-08-31,19050,19800,19050,19600,355459,349820.0,17847951.0
2012-09-03,19700,19750,19200,19350,231762,345358.0,17847951.0
2012-09-04,19450,19800,19250,19300,211885,344465.0,17847951.0
2012-09-05,19150,19400,18600,18800,255849,335541.0,17847951.0
2012-09-06,19000,19600,18850,19600,284677,349820.0,17847951.0
2012-09-07,19900,19950,19550,19700,259137,351605.0,17847951.0
2012-09-10,19900,19900,19150,19150,170571,341788.0,17847951.0
2012-09-11,19250,19700,19050,19250,181209,343573.0,17847951.0
2012-09-12,19450,20600,19400,20600,732167,367668.0,17847951.0
2012-09-13,20500,21150,20250,20850,554923,372130.0,17847951.0
2012-09-14,21200,21500,20750,20850,515701,372130.0,17847951.0
2012-09-17,21200,21300,20550,20650,293554,368560.0,17847951.0
2012-09-18,20650,21000,20250,20450,311195,364991.0,17847951.0
2012-09-19,20400,21700,20400,21650,747142,386408.0,17847951.0
2012-09-20,22050,22750,21800,22550,1248940,402471.0,17847951.0
2012-09-21,22800,23150,22200,22800,898677,406933.0,17847951.0
2012-09-24,23000,23100,22250,22450,481081,400686.0,17847951.0
2012-09-25,22550,23500,22550,23500,818668,419427.0,17847951.0
2012-09-26,23300,23700,22500,22900,660650,408718.0,17847951.0
2012-09-27,22550,23350,21900,22300,604349,398009.0,17847951.0
2012-09-28,22650,23000,22250,22300,437418,398009.0,17847951.0
2012-10-02,22450,23800,22450,23800,649533,424781.0,17847951.0
2012-10-04,24150,24150,23550,23750,618549,423889.0,17847951.0
2012-10-05,23700,23850,23200,23450,449285,418534.0,17847951.0
2012-10-08,23650,24000,22550,22600,537763,403364.0,17847951.0
2012-10-09,22350,23700,22300,23300,575389,415857.0,17847951.0
2012-10-10,23150,23800,22950,22950,503254,409610.0,17847951.0
2012-10-11,23300,23500,22600,23200,334709,414072.0,17847951.0
2012-10-12,23300,23700,22750,23300,374137,415857.0,17847951.0
2012-10-15,23800,24100,22600,23100,646674,412288.0,17847951.0
2012-10-16,23100,24500,23000,24400,967722,435490.0,17847951.0
2012-10-17,24100,24300,23600,23800,764314,424781.0,17847951.0
2012-10-18,24200,25000,23800,24250,1307208,432813.0,17847951.0
2012-10-19,24400,24800,23550,23850,572383,425674.0,17847951.0
2012-10-22,22950,23300,22600,22900,885606,408718.0,17847951.0
2012-10-23,23300,23550,22150,22500,589283,401579.0,17847951.0
2012-10-24,22050,22850,21800,22800,351090,406933.0,17847951.0
2012-10-25,22900,23700,22800,22900,518533,408718.0,17847951.0
2012-10-26,23100,23350,22000,22000,504047,392655.0,17847951.0
2012-10-29,21850,22300,20050,20500,711900,365883.0,17847951.0
2012-10-30,20400,21100,20100,20500,392849,365883.0,17847951.0
2012-10-31,20800,21400,20650,21000,452444,374807.0,17847951.0
2012-11-01,21050,21450,20950,21000,237199,374807.0,17847951.0
2012-11-02,21600,22650,21300,22300,510970,398009.0,17847951.0
2012-11-05,22450,22900,21950,22150,242370,395332.0,17847951.0
2012-11-06,22200,22800,22050,22250,240749,397117.0,17847951.0
2012-11-07,22450,23750,22300,23600,519150,421212.0,17847951.0
2012-11-08,23250,24900,23150,24800,1269245,442629.0,17847951.0
2012-11-09,24850,25900,24550,25600,1135783,456908.0,17847951.0
2012-11-12,25950,26500,25350,25350,770610,452446.0,17847951.0
2012-11-13,25700,26650,25500,25950,894489,463154.0,17847951.0
2012-11-14,26000,26150,24700,25300,742488,451553.0,17847951.0
2012-11-15,24950,25900,24850,25550,560724,456015.0,17847951.0
2012-11-16,25400,25800,24200,24450,458631,436382.0,17847951.0
2012-11-19,25000,26750,25000,26550,747453,473863.0,17847951.0
2012-11-20,27050,27450,26350,26900,693894,480110.0,17847951.0
2012-11-21,26850,27300,26400,26400,549779,471186.0,17847951.0
2012-11-22,26800,27100,26400,27000,509059,481895.0,17847951.0
2012-11-23,27350,28450,27200,28300,1048213,505097.0,17847951.0
2012-11-26,28800,29250,27850,27950,828085,498850.0,17847951.0
2012-11-27,27700,28050,26650,26950,831511,481002.0,17847951.0
2012-11-28,27000,27500,26200,27500,695156,490819.0,17847951.0
2012-11-29,27650,27700,26600,26600,500538,474755.0,17847951.0
2012-11-30,26600,27050,26350,26600,314829,474755.0,17847951.0
2012-12-03,26500,27300,26500,27150,302672,484572.0,17847951.0
2012-12-04,27100,28950,27050,28950,1098045,516698.0,17847951.0
2012-12-05,28900,29150,28300,28850,643069,514913.0,17847951.0
2012-12-06,28700,29200,27600,27700,677524,494388.0,17847951.0
2012-12-07,28100,28550,26650,27450,819277,489926.0,17847951.0
2012-12-10,27200,27450,26400,26900,601456,480110.0,17847951.0
2012-12-11,26900,27350,25400,25450,614229,454230.0,17847951.0
2012-12-12,25650,26150,25200,26100,394170,465832.0,17847951.0
2012-12-13,26250,26550,25950,26500,257524,472971.0,17847951.0
2012-12-14,26300,26800,25600,25850,392060,461370.0,17847951.0
2012-12-17,25850,26350,24900,25050,427964,447091.0,17847951.0
2012-12-18,25450,26200,25100,26000,446749,464047.0,17847951.0
2012-12-20,25800,26200,25400,25400,188859,453338.0,17847951.0
2012-12-21,25350,25750,24550,24950,296588,445306.0,17847951.0
2012-12-24,24900,25850,24900,25550,212860,456015.0,17847951.0
2012-12-26,25750,26100,25100,25100,283185,447984.0,17847951.0
2012-12-27,25100,26900,24900,26900,899080,480110.0,17847951.0
2012-12-28,26850,27300,26650,27050,430079,482787.0,17847951.0
2013-01-02,27400,27450,26750,27300,421759,487249.0,17847951.0
2013-01-03,27800,27800,26850,27350,473438,488141.0,17847951.0
2013-01-04,27200,27700,26800,26800,323775,478325.0,17847951.0
2013-01-07,26800,26950,25450,25700,821865,458692.0,17847951.0
2013-01-08,25750,26250,25500,25600,402467,456908.0,17847951.0
2013-01-09,25700,26150,25700,25800,401999,460477.0,17847951.0
2013-01-10,25850,26050,24600,24750,1114873,441737.0,17847951.0
2013-01-11,24250,24450,21050,21050,5010220,375699.0,17847951.0
2013-01-14,20350,21300,19900,20400,2904445,364098.0,17847951.0
2013-01-15,20800,21000,20200,20200,1197592,360529.0,17847951.0
2013-01-16,20200,20550,19300,19650,1714171,350712.0,17847951.0
2013-01-17,19800,20200,19600,19900,773130,355174.0,17847951.0
2013-01-18,20400,20550,19750,19900,1137981,355174.0,17847951.0
2013-01-21,20200,20300,19850,20050,433270,357851.0,17847951.0
2013-01-22,20100,20650,19900,20500,794290,365883.0,17847951.0
2013-01-23,20650,20900,20200,20200,616105,360529.0,17847951.0
2013-01-24,20200,20250,19300,19350,647994,345358.0,17847951.0
2013-01-25,19250,19400,18350,18700,882560,333757.0,17847951.0
2013-01-28,18700,19050,18400,18900,383474,337326.0,17847951.0
2013-01-29,19000,19600,18950,19250,477422,343573.0,17847951.0
2013-01-30,19200,19350,18700,18950,306743,338219.0,17847951.0
2013-01-31,19000,19050,18700,18800,183902,335541.0,17847951.0
2013-02-01,19000,19050,17500,18350,398591,327510.0,17847951.0
2013-02-04,18450,18950,18450,18750,282576,334649.0,17847951.0
2013-02-05,18600,18650,18000,18000,332850,323589.0,17977151.0
2013-02-06,18150,18550,17800,17950,449313,322690.0,17977151.0
2013-02-07,18100,19200,17950,19150,851690,344262.0,17977151.0
2013-02-08,18900,19050,18150,18350,763763,329881.0,17977151.0
2013-02-12,18500,18800,18250,18500,368633,332577.0,17977151.0
2013-02-13,18500,18750,18300,18500,403290,332577.0,17977151.0
2013-02-14,18600,19800,18400,19750,1457431,355049.0,17977151.0
2013-02-15,20000,20450,19850,20100,1209880,361341.0,17977151.0
2013-02-18,20250,20500,20000,20450,470511,367633.0,17977151.0
2013-02-19,20500,20700,20100,20450,559577,367633.0,17977151.0
2013-02-20,20750,21250,20650,20800,844239,373925.0,17977151.0
2013-02-21,20650,20800,20350,20600,398918,370329.0,17977151.0
2013-02-22,20700,20750,19950,19950,732469,358644.0,17977151.0
2013-02-25,19900,20400,19850,20100,380869,361341.0,17977151.0
2013-02-26,20000,20600,19850,20600,603358,370329.0,17977151.0
2013-02-27,20800,21000,20400,20450,541720,367633.0,17977151.0
2013-02-28,20600,21050,20400,20550,697268,369430.0,17977151.0
2013-03-04,20700,21000,20550,20550,411836,369430.0,17977151.0
2013-03-05,20850,21450,20700,21350,969041,383812.0,17977151.0
2013-03-06,21500,21600,21050,21300,571815,382913.0,17977151.0
2013-03-07,21450,21450,20600,20750,564666,373026.0,17977151.0
2013-03-08,20750,20900,20300,20500,240632,368532.0,17977151.0
2013-03-11,20500,20850,19950,20200,402880,363138.0,17977151.0
2013-03-12,20300,20850,20200,20700,446145,372127.0,17977151.0
2013-03-13,20850,21000,20500,20650,342608,371228.0,17977151.0
2013-03-14,20650,20750,20000,20250,560925,364037.0,17977151.0
2013-03-15,20300,20450,19750,19800,519807,355948.0,17977151.0
2013-03-18,19750,20150,19000,19000,430879,341566.0,17977151.0
2013-03-19,19250,19500,19200,19350,224257,347858.0,17977151.0
2013-03-20,19450,19800,19200,19550,225343,351453.0,17977151.0
2013-03-21,19750,19900,19400,19400,172754,348757.0,17977151.0
2013-03-22,19200,19600,19200,19350,176492,347858.0,17977151.0
2013-03-25,19550,20000,19500,19700,307536,354150.0,17977151.0
2013-03-26,19800,19800,19350,19400,195117,348757.0,17977151.0
2013-03-27,19550,19600,19250,19300,189436,346959.0,17977151.0
2013-03-28,19200,19600,19150,19200,167481,345161.0,17977151.0
2013-03-29,19350,19600,19200,19300,207270,346959.0,17977151.0
2013-04-01,19350,19400,18950,18950,265420,340667.0,17977151.0
2013-04-02,18900,19150,18500,18700,396156,336173.0,17977151.0
2013-04-03,18650,18950,18450,18550,353875,333476.0,17977151.0
2013-04-04,18450,18450,17100,18200,610396,327184.0,17977151.0
2013-04-05,18200,18300,17200,17500,467726,314600.0,17977151.0
2013-04-08,17250,17900,17250,17400,271655,312802.0,17977151.0
2013-04-09,17050,17600,17050,17450,277729,313701.0,17977151.0
2013-04-10,17450,17800,17300,17650,170162,317297.0,17977151.0
2013-04-11,17800,18100,17550,17800,300135,319993.0,17977151.0
2013-04-12,17950,18000,17500,17550,256522,315499.0,17977151.0
2013-04-15,17450,17700,17200,17450,240361,313701.0,17977151.0
2013-04-16,17050,18100,17050,18000,458273,323589.0,17977151.0
2013-04-17,18100,18350,17850,18250,432415,328083.0,17977151.0
2013-04-18,18100,18400,17750,17750,230404,319094.0,17977151.0
2013-04-19,17850,17850,17150,17300,272808,311005.0,17977151.0
2013-04-22,17300,17850,17250,17600,265330,316398.0,17977151.0
2013-04-23,17700,18350,17650,18350,403585,329881.0,17977151.0
2013-04-24,18550,18750,18200,18450,391257,331678.0,17977151.0
2013-04-25,18450,18500,18150,18200,242753,327184.0,17977151.0
2013-04-26,18400,18950,18250,18600,438142,334375.0,17977151.0
2013-04-29,18650,18900,18500,18750,298496,337072.0,17977151.0
2013-04-30,18850,19050,18400,18450,383883,331678.0,17977151.0
2013-05-02,18400,18400,17550,17700,574385,318196.0,17977151.0
2013-05-03,17950,18000,17700,17950,196864,322690.0,17977151.0
2013-05-06,18050,18550,18000,18150,293957,326285.0,17977151.0
2013-05-07,18150,18500,18000,18300,242614,328982.0,17977151.0
