액토즈소프트(052790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-08-29,8357,8846,8232,8607,466093,79963.0,8914500.0
2006-08-30,8606,8827,8472,8501,208624,78982.0,8914500.0
2006-08-31,8674,8674,8434,8540,196997,79339.0,8914500.0
2006-09-01,8597,9240,8491,8866,788488,82370.0,8914500.0
2006-09-04,8875,9163,8798,8876,375580,82459.0,8914500.0
2006-09-05,9000,9096,8808,8808,254087,81835.0,8914500.0
2006-09-06,8866,8971,8616,8626,280815,80141.0,8914500.0
2006-09-07,8491,8606,8309,8434,215954,78358.0,8914500.0
2006-09-08,8386,8558,8386,8444,127266,78448.0,8914500.0
2006-09-11,8626,8971,8491,8492,295820,78893.0,8914500.0
2006-09-12,8501,8578,8376,8396,134287,78002.0,8914500.0
2006-09-13,8501,8568,8328,8348,173583,77556.0,8914500.0
2006-09-14,8395,8520,8338,8501,142035,78982.0,8914500.0
2006-09-15,8491,8578,8405,8415,147554,78180.0,8914500.0
2006-09-18,8434,8674,8367,8501,277997,78982.0,8914500.0
2006-09-19,8549,8712,8472,8636,265111,80230.0,8914500.0
2006-09-20,8837,8990,8597,8751,406356,81300.0,8914500.0
2006-09-21,8827,8875,8424,8453,295488,78537.0,8914500.0
2006-09-22,8434,8443,8060,8060,209452,74882.0,8914500.0
2006-09-25,8002,8155,7983,8022,106715,74525.0,8914500.0
2006-09-26,8079,8213,8012,8022,112661,74525.0,8914500.0
2006-09-27,8079,8251,8060,8156,109327,75773.0,8914500.0
2006-09-28,8251,8357,8223,8338,111548,77467.0,8914500.0
2006-09-29,8386,8405,8213,8242,91398,76576.0,8914500.0
2006-10-02,8203,8395,8194,8233,59713,76486.0,8914500.0
2006-10-04,8242,8367,8155,8252,67813,76665.0,8914500.0
2006-10-09,8117,8251,7014,7014,206330,65165.0,8914500.0
2006-10-10,6879,7397,6870,7158,172355,66502.0,8914500.0
2006-10-11,7148,7657,6256,6909,287644,64184.0,8914500.0
2006-10-12,6908,7896,6908,7599,434899,70603.0,8914500.0
2006-10-13,7685,8539,7580,7907,413699,73455.0,8914500.0
2006-10-16,7973,8395,7772,8156,221641,75773.0,8914500.0
2006-10-17,8203,8395,7839,8108,168720,75328.0,8914500.0
2006-10-18,8060,8415,7954,8415,160360,78180.0,8914500.0
2006-10-19,8443,8443,8251,8252,94656,76665.0,8914500.0
2006-10-20,8319,9019,8271,8511,517544,79072.0,8914500.0
2006-10-23,8511,8635,8434,8549,88408,79428.0,8914500.0
2006-10-24,8827,9211,8645,8655,699762,80409.0,8914500.0
2006-10-25,8549,8779,8520,8559,129057,79517.0,8914500.0
2006-10-26,8645,8741,8357,8367,104984,77734.0,8914500.0
2006-10-27,8319,8511,8319,8386,77336,77913.0,8914500.0
2006-10-30,8472,8722,8328,8521,136494,79161.0,8914500.0
2006-10-31,8530,8664,8520,8540,66457,79339.0,8914500.0
2006-11-01,8558,8808,8558,8684,122254,80676.0,8914500.0
2006-11-02,8654,8837,8587,8684,95384,80676.0,8914500.0
2006-11-03,8770,8770,8549,8549,103359,79428.0,8914500.0
2006-11-06,8501,8587,8367,8473,74666,78715.0,8914500.0
2006-11-07,8530,8827,8472,8828,177014,82013.0,8914500.0
2006-11-08,8827,8875,8587,8703,117355,80855.0,8914500.0
2006-11-09,8683,8798,8616,8674,70230,80587.0,8914500.0
2006-11-10,8645,8702,8568,8569,79593,79606.0,8914500.0
2006-11-13,8568,8635,8501,8578,63857,79696.0,8914500.0
2006-11-14,8635,8693,8520,8540,140207,79339.0,8914500.0
2006-11-15,8520,8568,8319,8357,151463,77645.0,8914500.0
2006-11-16,8376,8539,8376,8482,58460,78804.0,8914500.0
2006-11-17,8453,8645,8453,8636,93919,80230.0,8914500.0
2006-11-20,8635,8635,8443,8444,53629,78448.0,8914500.0
2006-11-21,8530,8530,8261,8262,70290,76754.0,8914500.0
2006-11-22,8347,8683,8338,8540,200391,79339.0,8914500.0
2006-11-23,8539,8587,8443,8444,37520,78448.0,8914500.0
2006-11-24,8443,8530,8376,8415,62246,78180.0,8914500.0
2006-11-27,8347,8472,8203,8338,90560,77467.0,8914500.0
2006-11-28,8271,8338,8079,8079,48538,75060.0,8914500.0
2006-11-29,8108,8251,8098,8098,43434,75238.0,8914500.0
2006-11-30,8108,8127,7992,8070,48171,74971.0,8914500.0
2006-12-01,8098,8098,7916,7945,44547,73812.0,8914500.0
2006-12-04,7944,8021,7887,8012,40817,74436.0,8914500.0
2006-12-05,8012,8251,8012,8012,116590,74436.0,8914500.0
2006-12-06,8098,8098,7887,7926,42990,73634.0,8914500.0
2006-12-07,7935,8232,7935,8118,94155,75417.0,8914500.0
2006-12-08,8021,8175,8012,8079,47601,75060.0,8914500.0
2006-12-11,8060,8328,8040,8233,58835,76486.0,8914500.0
2006-12-12,8251,8309,8069,8223,56499,76397.0,8914500.0
2006-12-13,8175,8251,8069,8223,73444,76397.0,8914500.0
2006-12-14,8223,8299,8117,8156,41462,75773.0,8914500.0
2006-12-15,8155,8539,8088,8540,132144,79339.0,8914500.0
2006-12-18,8587,8626,8491,8501,80849,78982.0,8914500.0
2006-12-19,8501,8808,8463,8540,202388,79339.0,8914500.0
2006-12-20,8501,8568,8328,8434,67795,78358.0,8914500.0
2006-12-21,8415,8961,8367,8645,260409,80320.0,8914500.0
2006-12-22,8587,8779,8558,8636,118540,80230.0,8914500.0
2006-12-26,8626,8981,8597,8972,223902,83351.0,8914500.0
2006-12-27,9000,9221,8818,9173,193254,85223.0,8914500.0
2006-12-28,9307,10506,9086,10027,770000,93157.0,8914500.0
2007-01-02,10170,10458,9787,10075,246559,93602.0,8914500.0
2007-01-03,10027,10794,9691,10555,507987,98060.0,8914500.0
2007-01-04,10362,10458,9883,9883,212305,91819.0,8914500.0
2007-01-05,9787,9979,9259,9691,366412,90036.0,8914500.0
2007-01-08,9643,10123,9451,9451,153832,87808.0,8914500.0
2007-01-09,9556,9931,9364,9931,283916,92265.0,8914500.0
2007-01-10,10170,11370,9835,11178,1549999,103854.0,8914500.0
2007-01-11,10890,11034,10027,10027,594946,93157.0,8914500.0
2007-01-12,10123,10794,9883,10555,467128,98060.0,8914500.0
2007-01-15,10650,10842,9883,9883,399042,91819.0,8914500.0
2007-01-16,9883,10170,9595,9787,298389,90928.0,8914500.0
2007-01-17,9835,9835,9115,9116,270960,84688.0,8914500.0
2007-01-18,9038,9739,9029,9403,332856,87362.0,8914500.0
2007-01-19,9364,9470,8914,9307,215098,86471.0,8914500.0
2007-01-22,9489,9979,9336,9739,296556,90482.0,8914500.0
2007-01-23,9691,9787,9384,9403,180615,87362.0,8914500.0
2007-01-24,9422,9691,9403,9403,131348,87362.0,8914500.0
2007-01-25,9451,9595,9384,9403,122088,87362.0,8914500.0
2007-01-26,9278,9537,9211,9307,148421,86471.0,8914500.0
2007-01-29,9345,9739,9326,9519,174762,88432.0,8914500.0
2007-01-30,9547,9979,9499,9691,195052,90036.0,8914500.0
2007-01-31,9691,9787,9317,9375,88005,87095.0,8914500.0
2007-02-01,9432,9547,9201,9403,207488,87362.0,8914500.0
2007-02-02,9393,9518,9307,9423,163757,87540.0,8914500.0
2007-02-05,9412,9595,8789,9403,453074,87362.0,8914500.0
2007-02-06,9499,9566,9240,9384,136562,87184.0,8914500.0
2007-02-07,9374,9499,9240,9240,89687,85847.0,8914500.0
2007-02-08,9173,9278,9000,9231,114762,85757.0,8914500.0
2007-02-09,9144,9249,8942,9240,79379,85847.0,8914500.0
2007-02-12,9105,9230,8990,8991,85369,83529.0,8914500.0
2007-02-13,8981,9105,8846,8847,89248,82192.0,8914500.0
2007-02-14,8808,8971,8606,8972,177359,83351.0,8914500.0
2007-02-15,9019,9115,8818,8828,77400,82013.0,8914500.0
2007-02-16,8856,10027,8635,9259,840854,86025.0,8914500.0
2007-02-20,9883,10602,9787,10171,712503,94494.0,8914500.0
2007-02-21,9643,10554,9096,9096,699873,84509.0,8914500.0
2007-02-22,9144,9326,8952,8972,181222,83351.0,8914500.0
2007-02-23,8971,9115,8856,8904,116469,82727.0,8914500.0
2007-02-26,8846,9000,8770,8770,108934,81479.0,8914500.0
2007-02-27,8731,9163,8702,9058,164957,84153.0,8914500.0
2007-02-28,8731,9451,8645,8972,241474,83351.0,8914500.0
2007-03-02,8981,9067,8875,8972,87999,83351.0,8914500.0
2007-03-05,8971,9067,8770,8770,74721,81479.0,8914500.0
2007-03-06,8808,9038,8808,8924,78647,82905.0,8914500.0
2007-03-07,9019,9288,8971,9211,83068,85579.0,8914500.0
2007-03-08,9355,9451,9115,9116,75981,84688.0,8914500.0
2007-03-09,9259,9499,9134,9346,107293,86827.0,8914500.0
2007-03-12,9489,9931,9345,9557,234563,88788.0,8914500.0
2007-03-13,9556,9585,9240,9240,74430,85847.0,8914500.0
2007-03-14,9067,9144,8923,8924,80138,82905.0,8914500.0
2007-03-15,9000,9326,9000,9163,84839,85133.0,8914500.0
2007-03-16,9221,9384,9029,9087,63208,84420.0,8914500.0
2007-03-19,8971,9201,8971,9087,71190,84420.0,8914500.0
2007-03-20,9125,9307,9086,9202,48795,85490.0,8914500.0
2007-03-21,9201,9345,9115,9183,65028,85312.0,8914500.0
2007-03-22,9259,9307,8971,9020,71025,83796.0,8914500.0
2007-03-23,9019,9057,8875,8885,63025,82548.0,8914500.0
2007-03-26,8904,8904,8683,8741,66078,81211.0,8914500.0
2007-03-27,8606,8846,8606,8693,67101,80765.0,8914500.0
2007-03-28,8616,8952,8616,8847,109022,82192.0,8914500.0
2007-03-29,8827,8914,8693,8693,43508,80765.0,8914500.0
2007-03-30,8693,9134,8674,8981,103779,83440.0,8914500.0
2007-04-02,8971,9201,8952,9010,39152,83707.0,8914500.0
2007-04-03,9029,9192,9000,9096,52043,84509.0,8914500.0
2007-04-04,9029,9134,8961,9039,45477,83975.0,8914500.0
2007-04-05,9038,9077,8990,9020,33073,83796.0,8914500.0
2007-04-06,9019,9230,9019,9116,53692,84688.0,8914500.0
2007-04-09,9057,9153,9038,9116,29826,84688.0,8914500.0
2007-04-10,9115,9336,9019,9183,49786,85312.0,8914500.0
2007-04-11,9259,9691,9211,9451,111572,87808.0,8914500.0
2007-04-12,9489,9489,9288,9365,38294,87006.0,8914500.0
2007-04-13,9307,9835,9182,9643,81805,89591.0,8914500.0
2007-04-16,9643,9883,9432,9499,61989,88254.0,8914500.0
2007-04-17,9643,9643,9182,9183,43459,85312.0,8914500.0
2007-04-18,9077,9336,9077,9250,31162,85936.0,8914500.0
2007-04-19,9307,9355,9153,9211,37416,85579.0,8914500.0
2007-04-20,9364,9739,9249,9595,71068,89145.0,8914500.0
2007-04-23,9739,9739,9393,9403,56052,87362.0,8914500.0
2007-04-24,9355,9556,9269,9355,29682,86916.0,8914500.0
2007-04-25,9345,9480,9211,9211,51211,85579.0,8914500.0
2007-04-26,9259,9384,9163,9221,25317,85668.0,8914500.0
2007-04-27,9144,9307,9019,9125,53850,84777.0,8914500.0
2007-04-30,9134,9297,9134,9211,23169,85579.0,8914500.0
2007-05-02,9144,9547,9144,9547,46591,88699.0,8914500.0
2007-05-03,9547,9739,9451,9490,18777,88164.0,8914500.0
2007-05-04,9460,9835,9432,9691,62022,90036.0,8914500.0
2007-05-07,9739,10266,9595,9835,185050,91374.0,8914500.0
2007-05-08,9883,10027,9691,9691,59732,90036.0,8914500.0
2007-05-09,9643,9739,9460,9461,63121,87897.0,8914500.0
2007-05-10,9499,9931,9499,9883,78619,91819.0,8914500.0
2007-05-11,9691,9883,9576,9883,55430,91819.0,8914500.0
2007-05-14,9931,11322,9931,10843,466348,100734.0,8914500.0
2007-05-15,10554,11658,10314,11322,281778,105191.0,8914500.0
2007-05-16,11610,11706,10746,10987,126216,102071.0,8914500.0
2007-05-17,10986,11514,10890,11418,112339,106083.0,8914500.0
2007-05-18,11322,11514,10938,10987,43550,102071.0,8914500.0
2007-05-21,10938,11034,10458,10795,106197,100288.0,8914500.0
2007-05-22,10938,10938,10170,10171,102252,94494.0,8914500.0
2007-05-23,10266,10410,9979,10315,75649,95831.0,8914500.0
2007-05-25,10362,10794,10123,10507,93244,97614.0,8914500.0
2007-05-28,10554,10794,10170,10315,54870,95831.0,8914500.0
2007-05-29,10314,10506,10075,10171,54862,94494.0,8914500.0
2007-05-30,10314,10362,9585,9643,114891,89591.0,8914500.0
2007-05-31,9739,10842,9595,10363,245558,96277.0,8914500.0
2007-06-01,10362,10554,10075,10075,67392,93602.0,8914500.0
2007-06-04,10123,10362,9643,9883,70909,91819.0,8914500.0
2007-06-05,10075,10506,9883,10315,67904,95831.0,8914500.0
2007-06-07,10410,11034,10362,10651,197222,98951.0,8914500.0
2007-06-08,10746,11082,10458,10555,158025,98060.0,8914500.0
2007-06-11,10842,11034,10602,10795,85750,100288.0,8914500.0
2007-06-12,10746,11370,10698,10843,112794,100734.0,8914500.0
2007-06-13,10842,10890,10554,10555,69595,98060.0,8914500.0
2007-06-14,10650,10794,10458,10555,66672,98060.0,8914500.0
2007-06-15,10794,11082,10650,10891,105970,101180.0,8914500.0
2007-06-18,11034,11034,10794,10843,90469,100734.0,8914500.0
2007-06-19,10890,10986,10554,10795,64279,100288.0,8914500.0
2007-06-20,10746,11562,10746,11131,206085,103408.0,8914500.0
2007-06-21,11034,11562,10938,11418,80693,106083.0,8914500.0
2007-06-22,11514,11898,11274,11322,105390,105191.0,8914500.0
2007-06-25,11130,11418,10842,10843,49288,100734.0,8914500.0
2007-06-26,10986,11034,10554,10651,60217,98951.0,8914500.0
2007-06-27,10650,10650,9691,9691,101040,90036.0,8914500.0
2007-06-28,9739,10123,9739,10075,47263,93602.0,8914500.0
2007-06-29,10170,10746,10075,10603,83028,98505.0,8914500.0
2007-07-02,10746,11370,10314,11035,334357,102517.0,8914500.0
2007-07-03,11226,11754,10842,11610,183279,107865.0,8914500.0
2007-07-04,11610,11706,11226,11226,118860,104300.0,8914500.0
2007-07-05,11562,12809,11514,11994,301183,111431.0,8914500.0
2007-07-06,12090,12186,11466,11610,102808,107865.0,8914500.0
2007-07-09,11754,11850,11274,11466,80796,106528.0,8914500.0
2007-07-10,11514,11706,11226,11226,53406,104300.0,8914500.0
2007-07-11,11178,12138,11130,11898,137375,110540.0,8914500.0
2007-07-12,12090,12090,11706,11754,51832,109203.0,8914500.0
2007-07-13,11898,12329,11658,11706,80679,108757.0,8914500.0
2007-07-16,11754,12329,11322,11370,140273,105637.0,8914500.0
2007-07-18,11466,11706,11226,11226,60425,104300.0,8914500.0
2007-07-19,11226,11370,10890,11083,51774,102962.0,8914500.0
2007-07-20,11370,11466,11130,11322,33863,105191.0,8914500.0
2007-07-23,11322,11466,11082,11131,36877,103408.0,8914500.0
2007-07-24,11130,11178,10746,10891,45298,101180.0,8914500.0
2007-07-25,10842,11178,10698,11178,41433,103854.0,8914500.0
2007-07-26,11370,11370,10938,10939,36072,101625.0,8914500.0
2007-07-27,10554,10650,10123,10123,56245,94048.0,8914500.0
2007-07-30,9979,10410,9931,10267,22078,95385.0,8914500.0
2007-07-31,10314,10842,10170,10459,41141,97168.0,8914500.0
2007-08-01,10458,10602,10027,10027,20684,93157.0,8914500.0
2007-08-02,10314,10554,9931,10075,36588,93602.0,8914500.0
2007-08-03,10362,10506,10170,10411,18894,96722.0,8914500.0
2007-08-06,10123,11034,10027,10459,124515,97168.0,8914500.0
2007-08-07,10650,10650,10123,10123,41415,94048.0,8914500.0
2007-08-08,10362,10362,9979,10027,42950,93157.0,8914500.0
2007-08-09,10123,10266,9979,9979,33257,92711.0,8914500.0
2007-08-10,9787,9979,9499,9519,55804,88432.0,8914500.0
2007-08-13,9643,9787,9432,9461,19880,87897.0,8914500.0
2007-08-14,9403,9518,9173,9519,31993,88432.0,8914500.0
2007-08-16,9077,9249,8386,8386,58728,77913.0,8914500.0
2007-08-17,8271,8635,8251,8281,41908,76932.0,8914500.0
2007-08-20,8443,8789,8443,8741,38711,81211.0,8914500.0
2007-08-21,8741,8990,8683,8799,28114,81746.0,8914500.0
2007-08-22,8750,9067,8741,8952,51086,83172.0,8914500.0
2007-08-23,9067,9269,9067,9116,62209,84688.0,8914500.0
2007-08-24,8990,9201,8846,9068,22658,84242.0,8914500.0
2007-08-27,9364,9364,9115,9231,27912,85757.0,8914500.0
2007-08-28,9057,9297,8952,8952,10812,83172.0,8914500.0
2007-08-29,8664,9029,8654,9020,16888,83796.0,8914500.0
2007-08-30,9067,9230,9019,9135,19039,84866.0,8914500.0
2007-08-31,9134,9259,8981,9116,19221,84688.0,8914500.0
2007-09-03,9221,9278,9125,9125,28163,84777.0,8914500.0
2007-09-04,9125,9211,9029,9096,10963,84509.0,8914500.0
2007-09-05,9115,9163,8981,9106,27237,84599.0,8914500.0
2007-09-06,9067,9096,8846,9020,24203,83796.0,8914500.0
2007-09-07,9019,9115,8971,9010,10328,83707.0,8914500.0
2007-09-10,8827,8952,8693,8943,18717,83083.0,8914500.0
2007-09-11,8904,9048,8885,8952,13679,83172.0,8914500.0
2007-09-12,9067,9067,8760,8895,8237,82637.0,8914500.0
2007-09-13,8971,8971,8683,8693,16113,80765.0,8914500.0
2007-09-14,8798,8798,8587,8636,27038,80230.0,8914500.0
2007-09-17,8558,8722,8558,8722,13010,81033.0,8914500.0
2007-09-18,8722,8779,8539,8655,20407,80409.0,8914500.0
2007-09-19,8827,8827,8597,8597,15554,79874.0,8914500.0
2007-09-20,8616,8626,8453,8511,22325,79072.0,8914500.0
2007-09-21,8405,8635,8405,8597,16919,79874.0,8914500.0
2007-09-27,8539,8798,8539,8780,16909,81568.0,8914500.0
2007-09-28,8731,8827,8635,8741,11464,81211.0,8914500.0
2007-10-01,8856,8875,8674,8818,18611,81924.0,8914500.0
2007-10-02,8808,8875,8597,8617,25218,80052.0,8914500.0
2007-10-04,8606,8731,8539,8540,15186,79339.0,8914500.0
2007-10-05,8635,8635,8443,8521,11676,79161.0,8914500.0
2007-10-08,8520,8539,8261,8290,34430,77021.0,8914500.0
2007-10-09,8194,8568,8194,8434,21879,78358.0,8914500.0
2007-10-10,8434,8539,8299,8444,19241,78448.0,8914500.0
2007-10-11,8395,8539,8347,8540,20088,79339.0,8914500.0
2007-10-12,8472,8539,8347,8453,11121,78537.0,8914500.0
2007-10-15,8491,8539,8347,8434,17458,78358.0,8914500.0
2007-10-16,8367,8827,8367,8463,39555,78626.0,8914500.0
2007-10-17,8405,8415,8088,8252,20434,76665.0,8914500.0
2007-10-18,8347,8347,8184,8319,13615,77289.0,8914500.0
2007-10-19,8367,9115,8242,8876,52721,82459.0,8914500.0
2007-10-22,8674,8827,8491,8684,10085,80676.0,8914500.0
2007-10-23,8635,8866,8635,8828,11915,82013.0,8914500.0
2007-10-24,8866,9048,8789,8789,20013,81657.0,8914500.0
2007-10-25,8779,8779,8463,8607,8653,79963.0,8914500.0
2007-10-26,8606,8770,8539,8713,16868,80944.0,8914500.0
2007-10-29,8798,8818,8606,8722,6536,81033.0,8914500.0
2007-10-30,8635,9489,8501,9173,94865,85223.0,8914500.0
2007-10-31,9019,9240,9019,9154,16664,85044.0,8914500.0
2007-11-01,9153,9201,8990,9106,15431,84599.0,8914500.0
2007-11-02,8731,9067,8731,9029,18188,83885.0,8914500.0
2007-11-05,9115,9115,8818,9106,19946,84599.0,8914500.0
2007-11-06,9115,9115,8961,9068,8463,84242.0,8914500.0
2007-11-07,9096,9115,8875,8895,14507,82637.0,8914500.0
2007-11-08,8933,8933,7561,8290,57972,77021.0,8914500.0
2007-11-09,8290,8578,8261,8329,8770,77378.0,8914500.0
2007-11-12,8108,8511,8031,8079,9226,75060.0,8914500.0
2007-11-13,8060,8165,7973,8050,4724,74793.0,8914500.0
2007-11-14,8012,8242,7983,8146,9662,75684.0,8914500.0
2007-11-15,8108,8501,8108,8386,8094,77913.0,8914500.0
2007-11-16,8203,8539,8203,8540,5607,79339.0,8914500.0
2007-11-19,8635,8961,8539,8713,17261,80944.0,8914500.0
2007-11-20,8491,8731,8453,8597,5849,79874.0,8914500.0
2007-11-21,8031,8606,8031,8530,3479,79250.0,8914500.0
2007-11-22,8251,8530,8251,8501,12450,78982.0,8914500.0
2007-11-23,8203,8491,7868,8127,10295,75506.0,8914500.0
2007-11-26,8319,8319,7964,8214,8565,76308.0,8914500.0
2007-11-27,8021,8203,7868,8108,4792,75328.0,8914500.0
2007-11-28,8155,8251,7868,8108,13240,75328.0,8914500.0
2007-11-29,7964,8203,7868,8050,15220,74793.0,8914500.0
2007-11-30,8146,8242,7916,8098,6869,75238.0,8914500.0
2007-12-03,8203,8203,7896,8070,16113,74971.0,8914500.0
2007-12-04,7964,8108,7858,7993,19739,74258.0,8914500.0
2007-12-05,8127,8127,7896,8012,2549,74436.0,8914500.0
2007-12-06,8136,8136,7964,8022,17655,74525.0,8914500.0
2007-12-07,8021,8136,7916,8022,18818,74525.0,8914500.0
2007-12-10,8136,8731,8079,8444,48378,78448.0,8914500.0
2007-12-11,8511,8635,8069,8185,19990,76041.0,8914500.0
2007-12-12,7896,8338,7896,8252,15807,76665.0,8914500.0
2007-12-13,8395,8395,8079,8252,3196,76665.0,8914500.0
2007-12-14,8155,8251,7983,8041,16110,74704.0,8914500.0
2007-12-17,8155,8155,7858,7935,12120,73723.0,8914500.0
2007-12-18,7695,8060,7695,7954,5836,73901.0,8914500.0
2007-12-20,8060,8060,7705,7772,10948,72207.0,8914500.0
2007-12-21,7935,7944,7657,7676,10800,71316.0,8914500.0
2007-12-24,7781,7839,7570,7772,13401,72207.0,8914500.0
2007-12-26,7772,7954,7676,7676,15064,71316.0,8914500.0
2007-12-27,7676,7848,7570,7676,10543,71316.0,8914500.0
2007-12-28,7561,7858,7561,7772,7603,72207.0,8914500.0
2008-01-02,7820,7906,7676,7763,14237,72118.0,8914500.0
2008-01-03,7532,7800,7532,7724,9143,71762.0,8914500.0
2008-01-04,7609,7858,7609,7772,7910,72207.0,8914500.0
2008-01-07,7724,7752,7580,7705,14002,71583.0,8914500.0
2008-01-08,7647,7800,7580,7686,14228,71405.0,8914500.0
2008-01-09,7714,7724,7589,7705,6423,71583.0,8914500.0
2008-01-10,7705,7724,7532,7667,8855,71227.0,8914500.0
2008-01-11,7657,7724,7522,7580,21782,70425.0,8914500.0
2008-01-14,7532,7628,7349,7580,23259,70425.0,8914500.0
2008-01-15,7580,7580,7302,7408,12718,68820.0,8914500.0
2008-01-16,7388,7465,6994,7465,15049,69355.0,8914500.0
2008-01-17,7388,7657,7292,7657,4669,71138.0,8914500.0
2008-01-18,7532,7647,7388,7580,10087,70425.0,8914500.0
2008-01-21,7628,8050,7388,7484,19413,69533.0,8914500.0
2008-01-22,7196,7436,7004,7292,20189,67750.0,8914500.0
2008-01-23,7292,7522,7196,7523,16032,69890.0,8914500.0
2008-01-24,7292,8012,7292,7954,29418,73901.0,8914500.0
2008-01-25,7829,8155,7666,8041,8035,74704.0,8914500.0
2008-01-28,7954,8040,7637,7887,8695,73277.0,8914500.0
2008-01-29,7887,8223,7887,8204,30307,76219.0,8914500.0
2008-01-30,8117,8251,7868,7926,9514,73634.0,8914500.0
2008-01-31,7896,8108,7772,7849,8645,72921.0,8914500.0
2008-02-01,7868,8098,7800,7926,7751,73634.0,8914500.0
2008-02-04,7964,8203,7868,7868,7879,73099.0,8914500.0
2008-02-05,7685,8040,7685,7868,6681,73099.0,8914500.0
2008-02-11,7877,8347,7705,8050,44193,74793.0,8914500.0
2008-02-12,8050,8242,7848,7868,13868,73099.0,8914500.0
2008-02-13,7964,8251,7868,8204,13575,76219.0,8914500.0
2008-02-14,8203,8539,8155,8300,9000,77110.0,8914500.0
2008-02-15,8347,8511,8223,8492,31451,78893.0,8914500.0
2008-02-18,8539,8914,8511,8665,45714,80498.0,8914500.0
2008-02-19,8683,8818,8155,8636,15455,80230.0,8914500.0
2008-02-20,8539,8818,8463,8578,20742,79696.0,8914500.0
2008-02-21,8731,8731,8491,8540,14150,79339.0,8914500.0
2008-02-22,8491,8626,8299,8444,12292,78448.0,8914500.0
2008-02-25,8443,8674,8347,8501,12987,78982.0,8914500.0
2008-02-26,8511,8539,8261,8473,28107,78715.0,8914500.0
2008-02-27,8491,8491,7973,8425,24893,78269.0,8914500.0
2008-02-28,8347,8491,8203,8367,16218,77734.0,8914500.0
2008-02-29,8309,8443,8155,8348,21150,77556.0,8914500.0
2008-03-03,8434,8434,8108,8290,21779,77021.0,8914500.0
2008-03-04,8415,8415,8194,8290,9528,77021.0,8914500.0
2008-03-05,8290,8347,8012,8290,29361,77021.0,8914500.0
2008-03-06,8155,8347,8117,8310,13968,77200.0,8914500.0
2008-03-07,8251,8635,8184,8252,32352,76665.0,8914500.0
2008-03-10,8155,8539,8117,8434,17574,78358.0,8914500.0
2008-03-11,8434,8443,8155,8348,5778,77556.0,8914500.0
2008-03-12,8434,8453,8165,8300,12810,77110.0,8914500.0
2008-03-13,8155,8434,8060,8223,8700,76397.0,8914500.0
2008-03-14,8299,8299,7964,8204,5604,76219.0,8914500.0
2008-03-17,8069,8280,7868,8070,8312,74971.0,8914500.0
2008-03-18,7916,8194,7916,8060,22752,74882.0,8914500.0
2008-03-19,8203,8203,7964,8108,7421,75328.0,8914500.0
2008-03-20,7964,8108,7964,8089,344,75149.0,8914500.0
2008-03-21,8117,8194,7954,8041,8201,74704.0,8914500.0
2008-03-24,8155,8155,7829,8118,10965,75417.0,8914500.0
2008-03-25,8088,8203,7954,8089,3735,75149.0,8914500.0
2008-03-26,7992,8098,7896,8041,4346,74704.0,8914500.0
2008-03-27,7964,8079,7848,8041,6296,74704.0,8914500.0
2008-03-28,7877,8098,7877,7983,3458,74169.0,8914500.0
2008-03-31,8012,8060,7877,7983,9731,74169.0,8914500.0
2008-04-01,7839,8031,7839,7964,10685,73990.0,8914500.0
2008-04-02,7964,8012,7676,7830,28444,72742.0,8914500.0
2008-04-03,7772,7868,7628,7820,22557,72653.0,8914500.0
2008-04-04,7820,7916,7589,7907,17421,73455.0,8914500.0
2008-04-07,7906,7964,7676,7868,5331,73099.0,8914500.0
2008-04-08,7858,7858,7580,7801,19749,72475.0,8914500.0
2008-04-10,7800,7858,7676,7782,5052,72297.0,8914500.0
2008-04-11,7839,7839,7628,7724,8529,71762.0,8914500.0
2008-04-14,7599,7839,7407,7609,29126,70692.0,8914500.0
2008-04-15,7503,7666,7436,7590,3923,70514.0,8914500.0
2008-04-16,7628,7657,7388,7542,4796,70068.0,8914500.0
2008-04-17,7589,7609,7388,7465,8935,69355.0,8914500.0
2008-04-18,7417,7484,7321,7408,9744,68820.0,8914500.0
2008-04-21,7580,7676,7407,7628,5035,70870.0,8914500.0
2008-04-22,7762,7772,7570,7753,5469,72029.0,8914500.0
2008-04-23,7609,7810,7609,7743,4287,71940.0,8914500.0
2008-04-24,7772,7772,7580,7647,3629,71049.0,8914500.0
2008-04-25,7695,7714,7589,7705,3691,71583.0,8914500.0
2008-04-28,7724,7868,7647,7734,6374,71851.0,8914500.0
2008-04-29,7762,7772,7637,7724,6189,71762.0,8914500.0
2008-04-30,7714,7714,7580,7676,6403,71316.0,8914500.0
2008-05-02,7810,7810,7561,7724,4948,71762.0,8914500.0
2008-05-06,7628,8012,7628,8002,19906,74347.0,8914500.0
2008-05-07,7983,8155,7772,8156,7696,75773.0,8914500.0
2008-05-08,8155,8338,7964,8338,12144,77467.0,8914500.0
2008-05-09,8530,8530,8155,8156,33305,75773.0,8914500.0
2008-05-13,8386,8731,8271,8636,37396,80230.0,8914500.0
2008-05-14,8539,8683,8060,8540,24548,79339.0,8914500.0
2008-05-15,8491,8587,8290,8501,4788,78982.0,8914500.0
2008-05-16,8539,8539,8319,8482,11692,78804.0,8914500.0
2008-05-19,8482,8664,8203,8501,14132,78982.0,8914500.0
