에이치엘사이언스(239610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-07-18,32400,32800,31200,31200,7411,160435.0,5142148.0
2018-07-19,30800,31650,30600,31150,4923,160178.0,5142148.0
2018-07-20,31500,31750,30900,31250,1670,160692.0,5142148.0
2018-07-23,30800,31450,29950,30500,5312,156836.0,5142148.0
2018-07-24,30000,30800,30000,30650,4947,157607.0,5142148.0
2018-07-25,30650,31450,30000,30650,6672,157607.0,5142148.0
2018-07-26,31450,31550,30300,30800,3496,158378.0,5142148.0
2018-07-27,30900,31500,30800,31450,5444,161721.0,5142148.0
2018-07-30,31450,32000,31200,31950,3944,164292.0,5142148.0
2018-07-31,32000,33050,31750,32900,14112,169177.0,5142148.0
2018-08-01,34500,34950,33250,33400,44811,171748.0,5142148.0
2018-08-02,33900,34700,33400,34150,39095,175604.0,5142148.0
2018-08-03,34750,34900,33850,34300,10260,176376.0,5142148.0
2018-08-06,34300,34800,34000,34450,9911,177147.0,5142148.0
2018-08-07,33900,34900,33900,34500,15825,177404.0,5142148.0
2018-08-08,34500,34800,33600,34150,3304,175604.0,5142148.0
2018-08-09,34500,34850,33900,34800,18907,178947.0,5142148.0
2018-08-10,34400,35050,34400,34650,7941,178175.0,5142148.0
2018-08-13,34650,34700,33300,33300,5954,171234.0,5142148.0
2018-08-14,32800,36050,32800,35500,30326,182546.0,5142148.0
2018-08-16,35150,36800,34950,36600,35760,188203.0,5142148.0
2018-08-17,36150,36950,36100,36100,11983,185632.0,5142148.0
2018-08-20,36100,36500,35250,36000,6384,185117.0,5142148.0
2018-08-21,35500,36500,35500,35900,4557,184603.0,5142148.0
2018-08-22,35600,36300,35450,35950,6096,184860.0,5142148.0
2018-08-23,35900,36450,35150,36300,16948,186660.0,5142148.0
2018-08-24,36500,36700,35950,36600,13944,188203.0,5142148.0
2018-08-27,36900,37450,36550,37200,22505,191288.0,5142148.0
2018-08-28,37750,37750,36600,37050,11542,190517.0,5142148.0
2018-08-29,37200,37450,36500,37350,7396,192059.0,5142148.0
2018-08-30,37350,37500,36150,36700,7575,188717.0,5142148.0
2018-08-31,36700,37150,35000,36550,7075,187946.0,5142148.0
2018-09-03,36150,36800,36150,36550,4119,187946.0,5142148.0
2018-09-04,36350,36900,36000,36400,5817,187174.0,5142148.0
2018-09-05,36150,36700,35650,36400,8298,187174.0,5142148.0
2018-09-06,36500,36550,35550,35550,4604,182803.0,5142148.0
2018-09-07,35550,36150,34150,34950,15491,179718.0,5142148.0
2018-09-10,34900,35200,33650,34100,10246,175347.0,5142148.0
2018-09-11,33700,35200,33700,35150,5044,180747.0,5142148.0
2018-09-12,35150,35300,34050,35000,7505,179975.0,5142148.0
2018-09-13,34350,35750,34300,35750,12251,183832.0,5142148.0
2018-09-14,35550,37200,35550,37200,31213,191288.0,5142148.0
2018-09-17,37000,37900,36700,37350,9770,192059.0,5142148.0
2018-09-18,37150,37550,35900,36950,6036,190002.0,5142148.0
2018-09-19,36950,37300,35900,36100,10221,185632.0,5142148.0
2018-09-20,37000,37000,35300,36050,9592,185374.0,5142148.0
2018-09-21,36050,36900,35550,36100,8394,185632.0,5142148.0
2018-09-27,36100,36800,35450,36500,7813,187688.0,5142148.0
2018-09-28,36550,39600,35800,39550,77895,203372.0,5142148.0
2018-10-01,39650,41250,39150,39400,45669,202601.0,5142148.0
2018-10-02,39400,41450,38850,40350,40166,207486.0,5142148.0
2018-10-04,40100,40800,39150,40300,19972,207229.0,5142148.0
2018-10-05,40300,40700,38300,39500,22720,203115.0,5142148.0
2018-10-08,39750,40150,39050,39600,9130,203629.0,5142148.0
2018-10-10,39100,40000,37600,38250,16721,196687.0,5142148.0
2018-10-11,36900,38200,35250,35750,33433,183832.0,5142148.0
2018-10-12,35750,37400,35100,36700,18701,188717.0,5142148.0
2018-10-15,37200,38800,35800,35800,11342,184089.0,5142148.0
2018-10-16,35450,37550,35450,37300,9564,191802.0,5142148.0
2018-10-17,39700,48450,39650,48450,659366,249137.0,5142148.0
2018-10-18,50100,52700,46400,50000,693167,257107.0,5142148.0
2018-10-19,48750,56500,48600,52200,537531,268420.0,5142148.0
2018-10-22,51600,57000,51600,57000,99024,293102.0,5142148.0
2018-10-23,57500,57500,55000,57000,60012,293102.0,5142148.0
2018-10-24,56900,58300,54000,54000,69348,277676.0,5142148.0
2018-10-25,51900,56000,48700,55400,244731,284875.0,5142148.0
2018-10-26,56500,59200,51200,51200,205227,263278.0,5142148.0
2018-10-29,50500,51900,47050,49000,133311,251965.0,5142148.0
2018-10-30,48000,50700,36500,39650,913043,203886.0,5142148.0
2018-10-31,39650,40600,38000,39500,202842,203115.0,5142148.0
2018-11-01,40300,41250,38050,38300,206374,196944.0,5142148.0
2018-11-02,38800,42300,38650,41950,195529,215713.0,5142148.0
2018-11-05,42300,42600,40700,41900,73995,215456.0,5142148.0
2018-11-06,42200,42800,41000,41750,62088,214685.0,5142148.0
2018-11-07,42000,43400,40000,41250,101559,212114.0,5142148.0
2018-11-08,42200,42300,41050,41200,50413,211856.0,5142148.0
2018-11-09,41350,41350,39250,39600,53997,203629.0,5142148.0
2018-11-12,39200,39200,37800,38150,44989,196173.0,5142148.0
2018-11-13,37450,39250,36900,38800,32200,199515.0,5142148.0
2018-11-14,38600,40750,37700,39400,53542,202601.0,5142148.0
2018-11-15,39950,40100,38650,39700,18003,204143.0,5142148.0
2018-11-16,39950,40400,39350,39900,26944,205172.0,5142148.0
2018-11-19,40300,40300,39250,39900,20456,205172.0,5142148.0
2018-11-20,39750,39850,38450,39100,20919,201058.0,5142148.0
2018-11-21,38750,40350,37750,39800,30912,204657.0,5142148.0
2018-11-22,40450,40450,38550,39150,15975,201315.0,5142148.0
2018-11-23,39150,40400,38750,39400,41735,202601.0,5142148.0
2018-11-26,43000,43450,40150,41250,139104,212114.0,5142148.0
2018-11-27,43100,43100,41000,41250,60871,212114.0,5142148.0
2018-11-28,41300,41600,40500,41250,52803,212114.0,5142148.0
2018-11-29,42950,44600,41200,43050,156193,221369.0,5142148.0
2018-11-30,43450,45000,42500,44100,70739,226769.0,5142148.0
2018-12-03,44300,47550,44100,46500,158386,239110.0,5142148.0
2018-12-04,46450,47000,45450,46250,43577,237824.0,5142148.0
2018-12-05,45200,46000,44200,45000,52742,231397.0,5142148.0
2018-12-06,44850,44850,42850,44300,48508,227797.0,5142148.0
2018-12-07,44300,45500,43500,44300,33577,227797.0,5142148.0
2018-12-10,44150,44750,42500,44350,19796,228054.0,5142148.0
2018-12-11,44600,45500,43800,45300,36477,232939.0,5142148.0
2018-12-12,45050,45700,44600,45500,23711,233968.0,5142148.0
2018-12-13,45500,45550,44350,45350,23971,233196.0,5142148.0
2018-12-14,45350,45350,43500,44250,18037,227540.0,5142148.0
2018-12-17,44000,44050,42700,43850,15097,225483.0,5142148.0
2018-12-18,43200,44550,42900,43750,21733,224969.0,5142148.0
2018-12-19,43500,45350,42600,45350,39699,233196.0,5142148.0
2018-12-20,45700,45700,43900,44400,21834,228311.0,5142148.0
2018-12-21,44400,45800,44100,45100,22368,231911.0,5142148.0
2018-12-24,45100,45300,43600,44300,13563,227797.0,5142148.0
2018-12-26,43100,43750,42000,42850,36622,220341.0,5142148.0
2018-12-27,44000,44000,42750,42800,7677,220084.0,5142148.0
2018-12-28,42850,43800,42150,43100,13054,221627.0,5142148.0
2019-01-02,43100,43100,39850,41000,88645,210828.0,5142148.0
2019-01-03,41000,41600,39350,40450,32252,208000.0,5142148.0
2019-01-04,40150,40300,38550,39150,30145,201315.0,5142148.0
2019-01-07,39300,41000,38900,39600,52479,203629.0,5142148.0
2019-01-08,39600,40000,38900,39900,20318,205172.0,5142148.0
2019-01-09,39950,40700,39500,39700,17079,204143.0,5142148.0
2019-01-10,39900,39900,38900,39100,20160,201058.0,5142148.0
2019-01-11,39250,40200,39200,39450,10688,202858.0,5142148.0
2019-01-14,39450,41450,39100,41150,41396,211599.0,5142148.0
2019-01-15,41150,41850,41000,41100,13861,211342.0,5142148.0
2019-01-16,40800,41250,39950,41000,21747,210828.0,5142148.0
2019-01-17,40700,41200,39650,40450,31488,208000.0,5142148.0
2019-01-18,40100,40850,40050,40300,11361,207229.0,5142148.0
2019-01-21,40400,40500,39300,39600,21758,203629.0,5142148.0
2019-01-22,39350,40200,38650,38650,25729,198744.0,5142148.0
2019-01-23,38550,39450,38400,38950,19688,200287.0,5142148.0
2019-01-24,38950,40400,37550,38700,40004,199001.0,5142148.0
2019-01-25,39050,42500,38400,42500,68951,218541.0,5142148.0
2019-01-28,43050,43300,41400,41950,30251,215713.0,5142148.0
2019-01-29,41900,41950,41000,41000,16037,210828.0,5142148.0
2019-01-30,41050,44750,41050,43100,97302,221627.0,5142148.0
2019-01-31,43100,45500,43100,43650,48017,224455.0,5142148.0
2019-02-01,43700,45200,43600,44600,30490,229340.0,5142148.0
2019-02-07,44200,45700,43600,45250,29619,232682.0,5142148.0
2019-02-08,45200,45200,44050,44400,11645,228311.0,5142148.0
2019-02-11,45100,45200,43050,43700,22074,224712.0,5142148.0
2019-02-12,43600,43750,41650,43000,46767,221112.0,5142148.0
2019-02-13,43000,43000,41600,42050,48500,216227.0,5142148.0
2019-02-14,42250,48500,41650,45700,108613,234996.0,5142148.0
2019-02-15,45750,45900,43700,44600,30890,229340.0,5142148.0
2019-02-18,44400,46000,43350,45350,42225,233196.0,5142148.0
2019-02-19,44850,45450,43850,45400,28004,233454.0,5142148.0
2019-02-20,45050,45600,44600,45300,17324,232939.0,5142148.0
2019-02-21,45000,45400,44600,45300,16339,232939.0,5142148.0
2019-02-22,48550,53400,48000,50500,397988,259678.0,5142148.0
2019-02-25,53000,54400,50500,51200,135323,263278.0,5142148.0
2019-02-26,51000,52100,50200,50300,58672,258650.0,5142148.0
2019-02-27,50300,54100,50100,53300,93362,274076.0,5142148.0
2019-02-28,53300,54900,50800,51000,68522,262250.0,5142148.0
2019-03-04,52000,53200,51500,52800,27683,271505.0,5142148.0
2019-03-05,52800,53600,51800,53000,32302,272534.0,5142148.0
2019-03-06,53200,55300,52600,53600,70077,275619.0,5142148.0
2019-03-07,53600,55600,52800,54100,47254,278190.0,5142148.0
2019-03-08,54200,54600,52500,53600,34349,275619.0,5142148.0
2019-03-11,53900,55100,51500,54800,54025,281790.0,5142148.0
2019-03-12,54800,57500,54100,56300,130327,289503.0,5142148.0
2019-03-13,56500,60500,56000,60200,170014,309557.0,5142148.0
2019-03-14,62300,64600,61000,63700,149053,327555.0,5142148.0
2019-03-15,63700,69600,62400,68500,187791,352237.0,5142148.0
2019-03-18,70000,72800,65000,67800,124811,348638.0,5142148.0
2019-03-19,68000,74600,67800,73000,161259,375377.0,5142148.0
2019-03-20,73800,73900,65600,67800,184432,348638.0,5142148.0
2019-03-21,68700,70800,65700,67000,104769,344524.0,5142148.0
2019-03-22,67100,70200,66000,66500,71627,341953.0,5142148.0
2019-03-25,65200,69900,65000,67700,58552,348123.0,5142148.0
2019-03-26,67600,72000,66000,70000,84926,359950.0,5142148.0
2019-03-27,69600,71200,67400,69300,45330,356351.0,5142148.0
2019-03-28,69000,69800,66800,67000,37942,344524.0,5142148.0
2019-03-29,67900,69800,66900,69300,53763,356351.0,5142148.0
2019-04-01,71200,71200,67500,68200,29722,350694.0,5142148.0
2019-04-02,68200,69900,67000,69200,28112,355837.0,5142148.0
2019-04-03,68900,71400,68900,70200,32812,360979.0,5142148.0
2019-04-04,71100,76400,70500,72000,95380,370235.0,5142148.0
2019-04-05,71300,72600,69600,72500,35674,372806.0,5142148.0
2019-04-08,72500,78100,71500,78000,100259,401088.0,5142148.0
2019-04-09,78400,78500,74000,75400,60730,387718.0,5142148.0
2019-04-10,75000,75000,71700,74100,61240,381033.0,5142148.0
2019-04-11,73900,78000,73500,74200,40073,381547.0,5142148.0
2019-04-12,74100,79900,73600,77700,67179,399545.0,5142148.0
2019-04-15,77700,80400,75000,75700,50433,389261.0,5142148.0
2019-04-16,76100,76300,73800,75700,25376,389261.0,5142148.0
2019-04-17,76500,82700,76500,81800,152560,420628.0,5142148.0
2019-04-18,81900,89700,81500,88000,188986,452509.0,5142148.0
2019-04-19,87700,89700,83800,85500,72945,439654.0,5142148.0
2019-04-22,85000,87300,83500,85500,47328,439654.0,5142148.0
2019-04-23,85500,87900,83500,87300,38599,448910.0,5142148.0
2019-04-24,87500,87900,84300,85200,36319,438111.0,5142148.0
2019-04-25,84600,85300,81500,84900,52147,436568.0,5142148.0
2019-04-26,84700,84700,80500,81300,28160,418057.0,5142148.0
2019-04-29,81300,85400,81300,83300,33286,428341.0,5142148.0
2019-04-30,83400,88100,82600,87500,57009,449938.0,5142148.0
2019-05-02,87000,87900,85800,86000,24650,442225.0,5142148.0
2019-05-03,86000,90600,84400,86800,65016,446338.0,5142148.0
2019-05-07,84500,86000,84100,84300,20513,433483.0,5142148.0
2019-05-08,82700,87700,82600,86200,26650,443253.0,5142148.0
2019-05-09,87800,88500,81100,84200,46562,432969.0,5142148.0
2019-05-10,82600,84700,79500,82500,49315,424227.0,5142148.0
2019-05-13,82600,83800,81000,82700,16728,425256.0,5142148.0
2019-05-14,84800,91900,83400,91100,110344,468450.0,5142148.0
2019-05-15,91100,92500,88100,91300,50007,469478.0,5142148.0
2019-05-16,91300,94300,90200,92700,39248,476677.0,5142148.0
2019-05-17,94000,100100,93900,98700,69278,507530.0,5142148.0
2019-05-20,99000,103600,97900,100000,41941,514215.0,5142148.0
2019-05-21,99800,101400,96600,100000,33810,514215.0,5142148.0
2019-05-22,100000,100900,97200,99800,16117,513186.0,5142148.0
2019-05-23,100000,104300,99000,99900,28706,513701.0,5142148.0
2019-05-24,99000,108800,99000,107400,57027,552267.0,5142148.0
2019-05-27,107400,110900,105300,108500,35928,557923.0,5142148.0
2019-05-28,109300,109400,98800,105400,113312,541982.0,5142148.0
2019-05-29,103500,104800,100200,102900,40241,529127.0,5142148.0
2019-05-30,102900,105400,99400,103300,37012,531184.0,5142148.0
2019-05-31,102900,119600,102400,116300,101919,598032.0,5142148.0
2019-06-03,116300,119200,112800,116000,47993,596489.0,5142148.0
2019-06-04,115900,118000,111300,114600,43344,589290.0,5142148.0
2019-06-05,114000,115300,110400,111000,33937,570778.0,5142148.0
2019-06-07,112100,113400,105500,106400,41329,547125.0,5142148.0
2019-06-10,107000,111700,106800,109000,43010,560494.0,5142148.0
2019-06-11,109100,111000,105900,107200,29515,551238.0,5142148.0
2019-06-12,109300,114800,108000,113000,59912,581063.0,5142148.0
2019-06-13,113000,116600,111600,114600,40671,589290.0,5142148.0
2019-06-14,115700,117000,109100,111500,46580,573350.0,5142148.0
2019-06-17,111500,112500,108200,109900,21553,565122.0,5142148.0
2019-06-18,109100,111700,107800,110600,17286,568722.0,5142148.0
2019-06-19,110600,112200,103100,111100,60659,571293.0,5142148.0
2019-06-20,111800,112000,107000,108200,24391,556380.0,5142148.0
2019-06-21,108600,110800,106100,107200,31648,551238.0,5142148.0
2019-06-24,106300,111500,103000,105900,50161,544553.0,5142148.0
2019-06-25,106200,108100,102700,106300,38308,546610.0,5142148.0
2019-06-26,106700,106700,102600,105000,25171,539926.0,5142148.0
2019-06-27,104000,106300,98400,102600,45399,527584.0,5142148.0
2019-06-28,102000,104300,100000,101000,17543,519357.0,5142148.0
2019-07-01,101300,102500,98000,100900,34858,518843.0,5142148.0
2019-07-02,100000,101400,97000,99900,32556,513701.0,5142148.0
2019-07-03,99900,100300,97500,98000,19878,503931.0,5142148.0
2019-07-04,98000,98200,94700,96900,40850,498274.0,5142148.0
2019-07-05,96900,98800,96000,97000,18179,498788.0,5142148.0
2019-07-08,96000,96800,91900,94600,36960,486447.0,5142148.0
2019-07-09,93800,95500,91200,91200,36719,468964.0,5142148.0
2019-07-10,91300,95500,90300,93000,29288,478220.0,5142148.0
2019-07-11,92200,95800,92200,95000,18532,488504.0,5142148.0
2019-07-12,96200,96200,91500,92800,33549,477191.0,5142148.0
2019-07-15,92800,92800,90300,91200,18128,468964.0,5142148.0
2019-07-16,90300,93500,89100,91400,15454,469992.0,5142148.0
2019-07-17,91900,93000,89900,92800,11040,477191.0,5142148.0
2019-07-18,91300,97000,90500,92800,13904,477191.0,5142148.0
2019-07-19,92600,92900,91100,91100,15040,468450.0,5142148.0
2019-07-22,91200,91800,88000,88000,20003,452509.0,5142148.0
2019-07-23,88000,88100,84200,86000,33361,442225.0,5142148.0
2019-07-24,86500,86900,77900,84000,81562,431940.0,5142148.0
2019-07-25,82500,88600,81100,85400,42430,439139.0,5142148.0
2019-07-26,84200,86800,79000,83400,66350,428855.0,5142148.0
2019-07-29,82900,84000,80000,82800,15115,425770.0,5142148.0
2019-07-30,83400,90500,82200,86900,60218,446853.0,5142148.0
2019-07-31,86600,89900,82600,89700,37713,461251.0,5142148.0
2019-08-01,89400,90600,85100,85900,32088,441711.0,5142148.0
2019-08-02,83000,87000,82000,86500,27765,444796.0,5142148.0
2019-08-05,86500,87800,80000,81000,25299,416514.0,5142148.0
2019-08-06,79500,83200,76100,81000,40073,416514.0,5142148.0
2019-08-07,83100,83100,78500,79800,29827,410343.0,5142148.0
2019-08-08,85800,87000,79500,81100,83412,417028.0,5142148.0
2019-08-09,81800,82200,76200,81600,73348,419599.0,5142148.0
2019-08-12,81600,81600,76800,78000,57495,401088.0,5142148.0
2019-08-13,78000,81300,76700,80500,54671,413943.0,5142148.0
2019-08-14,80800,81700,76300,77900,54192,400573.0,5142148.0
2019-08-16,76500,79500,76000,77000,30947,395945.0,5142148.0
2019-08-19,76200,79000,76200,77200,24212,396974.0,5142148.0
2019-08-20,79400,83400,78000,81900,56102,421142.0,5142148.0
2019-08-21,81900,82700,79600,82500,41213,424227.0,5142148.0
2019-08-22,82500,84200,81100,81800,31540,420628.0,5142148.0
2019-08-23,81000,81800,79100,79300,32413,407772.0,5142148.0
2019-08-26,78000,79900,74200,76600,41452,393889.0,5142148.0
2019-08-27,77000,78400,75000,75000,17194,385661.0,5142148.0
2019-08-28,75500,78900,75000,78400,21713,403144.0,5142148.0
2019-08-29,78200,81500,78000,79000,18233,406230.0,5142148.0
2019-08-30,80500,80500,76300,79900,39443,410858.0,5142148.0
2019-09-02,79800,84100,79000,82600,53049,424741.0,5142148.0
2019-09-03,82100,83900,80500,82100,17812,422170.0,5142148.0
2019-09-04,82100,87400,81400,87400,57226,449424.0,5142148.0
2019-09-05,87400,87400,83700,85000,48133,437083.0,5142148.0
2019-09-06,85500,85600,80700,82000,58991,421656.0,5142148.0
2019-09-09,82700,83100,80000,81200,29021,417542.0,5142148.0
2019-09-10,80600,81500,79200,80600,16899,414457.0,5142148.0
2019-09-11,80900,82100,79900,82000,15519,421656.0,5142148.0
2019-09-16,81300,81600,79700,81000,20627,416514.0,5142148.0
2019-09-17,80300,83100,80300,82500,14757,424227.0,5142148.0
2019-09-18,83500,85700,82800,83300,31194,428341.0,5142148.0
2019-09-19,83300,84300,76400,76400,379288,392860.0,5142148.0
2019-09-20,77800,78700,75700,76800,98398,394917.0,5142148.0
2019-09-23,76300,76300,74500,74900,36322,385147.0,5142148.0
2019-09-24,73900,73900,68300,69200,124789,355837.0,5142148.0
2019-09-25,69400,70500,67200,67200,63197,345552.0,5142148.0
2019-09-26,67000,68200,66100,67100,48944,345038.0,5142148.0
2019-09-27,66200,67000,64300,66600,51084,342467.0,5142148.0
2019-09-30,67400,68500,64300,68100,46692,350180.0,5142148.0
2019-10-01,68100,68200,66400,67300,48863,346067.0,5142148.0
2019-10-02,64500,68500,64400,65900,61615,338868.0,5142148.0
2019-10-04,66000,68900,64400,67200,62156,345552.0,5142148.0
2019-10-07,66600,67500,64600,65600,45593,337325.0,5142148.0
