슈피겐코리아(192440),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-07-20,62300,65100,62100,64500,57285,400955.0,6216363.0
2016-07-21,65400,68000,64900,67000,88242,416496.0,6216363.0
2016-07-22,67600,70400,66300,68600,98590,426443.0,6216363.0
2016-07-25,69300,70500,66500,66700,111649,414631.0,6216363.0
2016-07-26,67500,68800,65500,66300,66631,412145.0,6216363.0
2016-07-27,67000,67100,63200,64000,71422,397847.0,6216363.0
2016-07-28,64200,64500,62100,63000,49587,391631.0,6216363.0
2016-07-29,63600,63700,62100,63300,40171,393496.0,6216363.0
2016-08-01,62600,63600,62000,63300,38689,393496.0,6216363.0
2016-08-02,63800,66700,63700,66200,51103,411523.0,6216363.0
2016-08-03,66200,66900,64700,64700,42080,402199.0,6216363.0
2016-08-04,65400,68600,65000,68000,71569,422713.0,6216363.0
2016-08-05,68500,69600,66700,68000,55108,422713.0,6216363.0
2016-08-08,68000,71500,68000,71400,93384,443848.0,6216363.0
2016-08-09,71400,71400,67600,68800,130827,427686.0,6216363.0
2016-08-10,68700,68700,67100,67500,48402,419605.0,6216363.0
2016-08-11,67200,68100,66600,67100,39471,417118.0,6216363.0
2016-08-12,67300,69200,66700,67400,80929,418983.0,6216363.0
2016-08-16,64300,66400,63300,64200,138388,399091.0,6216363.0
2016-08-17,64500,64700,62600,63600,64372,395361.0,6216363.0
2016-08-18,64600,67900,63800,67600,80680,420226.0,6216363.0
2016-08-19,67800,67900,64500,64500,74025,400955.0,6216363.0
2016-08-22,64000,64400,61700,62000,65530,385415.0,6216363.0
2016-08-23,61700,63600,61200,62000,46850,385415.0,6216363.0
2016-08-24,61400,62100,59400,59500,88392,369874.0,6216363.0
2016-08-25,59200,61500,59200,60300,49350,374847.0,6216363.0
2016-08-26,61000,61200,57800,57800,70803,359306.0,6216363.0
2016-08-29,57800,57900,54500,55100,114994,342522.0,6216363.0
2016-08-30,55300,56600,55300,55700,44510,346251.0,6216363.0
2016-08-31,55400,56100,52900,53300,79904,331332.0,6216363.0
2016-09-01,53800,54800,53200,54800,48475,340657.0,6216363.0
2016-09-02,55400,56700,55400,56300,40795,349981.0,6216363.0
2016-09-05,57500,59800,57500,58700,68635,364901.0,6216363.0
2016-09-06,58700,59400,57400,58000,54621,360549.0,6216363.0
2016-09-07,58200,58400,56000,57400,31358,356819.0,6216363.0
2016-09-08,57600,58300,53600,54100,103854,336305.0,6216363.0
2016-09-09,53300,53700,50700,51100,100877,317656.0,6216363.0
2016-09-12,51400,54100,51400,52500,78407,326359.0,6216363.0
2016-09-13,52500,53900,51500,52700,25056,327602.0,6216363.0
2016-09-19,56000,61500,55600,56500,200173,351225.0,6216363.0
2016-09-20,56700,56700,54500,55100,54512,342522.0,6216363.0
2016-09-21,55100,55100,53300,54000,52951,335684.0,6216363.0
2016-09-22,54500,55100,53800,53800,25957,334440.0,6216363.0
2016-09-23,54700,55100,53400,54300,51271,337549.0,6216363.0
2016-09-26,54000,54000,52000,53500,68975,332575.0,6216363.0
2016-09-27,53400,54500,52500,54300,29755,337549.0,6216363.0
2016-09-28,54500,54800,53700,54300,24864,337549.0,6216363.0
2016-09-29,54300,54700,54100,54400,18442,338170.0,6216363.0
2016-09-30,54200,54200,52200,52900,47383,328846.0,6216363.0
2016-10-04,52900,53300,52200,52200,26865,324494.0,6216363.0
2016-10-05,52200,52400,51200,51400,34841,319521.0,6216363.0
2016-10-06,51600,52000,50500,50700,51110,315170.0,6216363.0
2016-10-07,50700,51300,50200,50300,28493,312683.0,6216363.0
2016-10-10,50300,51600,50300,51000,23599,317035.0,6216363.0
2016-10-11,52100,52700,51300,52100,48750,323873.0,6216363.0
2016-10-12,52500,53100,51000,51400,36565,319521.0,6216363.0
2016-10-13,51500,51600,50300,50500,26535,313926.0,6216363.0
2016-10-14,50300,51300,50300,50900,22641,316413.0,6216363.0
2016-10-17,51100,51600,48300,48600,75097,302115.0,6216363.0
2016-10-18,48450,49000,47500,47900,31114,297764.0,6216363.0
2016-10-19,47400,48950,47400,48000,34093,298385.0,6216363.0
2016-10-20,48000,51500,48000,50800,62163,315791.0,6216363.0
2016-10-21,51400,51400,49050,49350,38530,306778.0,6216363.0
2016-10-24,49900,50400,48950,49350,23683,306778.0,6216363.0
2016-10-25,49050,49700,47950,48250,29853,299940.0,6216363.0
2016-10-26,47750,48700,47600,48000,19516,298385.0,6216363.0
2016-10-27,48500,51200,48500,50900,46481,316413.0,6216363.0
2016-10-28,50800,51400,50000,50800,15577,315791.0,6216363.0
2016-10-31,50900,51400,50400,51300,41872,318899.0,6216363.0
2016-11-01,50500,53400,50500,51600,59566,320764.0,6216363.0
2016-11-02,51100,51400,48600,49050,34184,304913.0,6216363.0
2016-11-03,48650,50500,48500,49700,24273,308953.0,6216363.0
2016-11-04,49100,50300,48600,49900,14452,310197.0,6216363.0
2016-11-07,50000,51000,49800,50500,13807,313926.0,6216363.0
2016-11-08,50500,50700,49350,50100,23132,311440.0,6216363.0
2016-11-09,50400,50500,45500,47800,45975,297142.0,6216363.0
2016-11-10,48200,50400,48200,50000,27027,310818.0,6216363.0
2016-11-11,49100,52000,49050,50000,30815,310818.0,6216363.0
2016-11-14,48550,49600,48050,49400,46827,307088.0,6216363.0
2016-11-15,49500,49800,48500,48500,15879,301494.0,6216363.0
2016-11-16,49400,49800,48750,49500,15085,307710.0,6216363.0
2016-11-17,49400,49750,48400,48700,29000,302737.0,6216363.0
2016-11-18,49000,49000,47500,48650,22640,302426.0,6216363.0
2016-11-21,48500,49000,47400,47850,20979,297453.0,6216363.0
2016-11-22,47800,48700,47300,47600,25262,295899.0,6216363.0
2016-11-23,47750,48400,47050,47600,14584,295899.0,6216363.0
2016-11-24,47550,51600,47500,48300,40843,300250.0,6216363.0
2016-11-25,48050,48450,47450,48250,16108,299940.0,6216363.0
2016-11-28,47950,48900,47850,48200,10479,299629.0,6216363.0
2016-11-29,48000,49350,48000,48600,17906,302115.0,6216363.0
2016-11-30,48600,49400,48200,48300,15623,300250.0,6216363.0
2016-12-01,49000,49450,47950,49100,15276,305223.0,6216363.0
2016-12-02,49200,49400,48200,48200,14938,299629.0,6216363.0
2016-12-05,47800,48150,47200,47350,15447,294345.0,6216363.0
2016-12-06,47150,48500,47150,48500,16524,301494.0,6216363.0
2016-12-07,48500,49100,48150,48150,16092,299318.0,6216363.0
2016-12-08,48150,49900,48150,49300,25795,306467.0,6216363.0
2016-12-09,49200,51500,49200,51400,35756,319521.0,6216363.0
2016-12-12,52100,53700,51700,53400,47061,331954.0,6216363.0
2016-12-13,53900,53900,52400,53600,33211,333197.0,6216363.0
2016-12-14,54500,54500,52700,54000,32083,335684.0,6216363.0
2016-12-15,53300,55200,52900,54000,33447,335684.0,6216363.0
2016-12-16,54100,54400,52900,53900,23975,335062.0,6216363.0
2016-12-19,54500,54700,52700,53100,18518,330089.0,6216363.0
2016-12-20,53000,55600,53000,55000,43435,341900.0,6216363.0
2016-12-21,55500,56000,54100,55100,22932,342522.0,6216363.0
2016-12-22,54800,55100,54300,54700,13070,340035.0,6216363.0
2016-12-23,55000,55300,54400,54800,10776,340657.0,6216363.0
2016-12-26,54800,55400,53800,54300,11219,337549.0,6216363.0
2016-12-27,54300,55200,53500,55000,17285,341900.0,6216363.0
2016-12-28,54700,55600,54700,55500,14436,345008.0,6216363.0
2016-12-29,55400,56900,55400,56900,28388,353711.0,6216363.0
2017-01-02,56800,57000,55600,56500,18718,351225.0,6216363.0
2017-01-03,56200,57000,55500,56300,16566,349981.0,6216363.0
2017-01-04,56500,56800,55100,55200,19934,343143.0,6216363.0
2017-01-05,55200,55700,54800,55500,10511,345008.0,6216363.0
2017-01-06,55500,55900,54700,55300,9904,343765.0,6216363.0
2017-01-09,55500,56000,53500,53600,16667,333197.0,6216363.0
2017-01-10,53500,54200,53200,53200,17600,330711.0,6216363.0
2017-01-11,53300,54200,53200,54000,12872,335684.0,6216363.0
2017-01-12,53800,54600,53500,54300,10273,337549.0,6216363.0
2017-01-13,54700,54900,53800,54200,8858,336927.0,6216363.0
2017-01-16,54000,54000,52400,53300,13505,331332.0,6216363.0
2017-01-17,53500,54700,53500,54000,9149,335684.0,6216363.0
2017-01-18,53300,54600,53300,54100,11176,336305.0,6216363.0
2017-01-19,54400,54700,53400,53800,9886,334440.0,6216363.0
2017-01-20,53500,54400,53200,53800,8213,334440.0,6216363.0
2017-01-23,53800,54000,52000,52300,18266,325116.0,6216363.0
2017-01-24,51900,53400,51700,51900,9942,322629.0,6216363.0
2017-01-25,51900,52900,51200,51200,14729,318278.0,6216363.0
2017-01-26,52000,52100,50800,51300,11609,318899.0,6216363.0
2017-01-31,50600,53400,50600,53400,17163,331954.0,6216363.0
2017-02-01,53400,54500,53400,53600,12701,333197.0,6216363.0
2017-02-02,53600,54500,52200,52200,15420,324494.0,6216363.0
2017-02-03,53000,53000,51800,52700,9208,327602.0,6216363.0
2017-02-06,52300,54400,52000,52000,12590,323251.0,6216363.0
2017-02-07,52800,53000,51200,52000,11043,323251.0,6216363.0
2017-02-08,52300,52500,51000,52000,10373,323251.0,6216363.0
2017-02-09,51600,52300,51600,51600,7259,320764.0,6216363.0
2017-02-10,51700,53200,51200,53000,9899,329467.0,6216363.0
2017-02-13,54900,55400,52700,53500,48209,332575.0,6216363.0
2017-02-14,53600,55100,53500,53600,24856,333197.0,6216363.0
2017-02-15,53800,54400,52300,52600,22908,326981.0,6216363.0
2017-02-16,52900,53500,52100,52300,20834,325116.0,6216363.0
2017-02-17,52300,53200,52300,53200,18129,330711.0,6216363.0
2017-02-20,53900,53900,52400,53000,13281,329467.0,6216363.0
2017-02-21,52900,53600,52900,53400,17017,331954.0,6216363.0
2017-02-22,53600,53900,53000,53600,17322,333197.0,6216363.0
2017-02-23,54000,54000,52500,52700,18538,327602.0,6216363.0
2017-02-24,52600,53000,52200,52600,18822,326981.0,6216363.0
2017-02-27,52600,53100,51400,53100,17984,330089.0,6216363.0
2017-02-28,53000,53600,52400,53600,16812,333197.0,6216363.0
2017-03-02,53600,54300,53000,53400,18255,331954.0,6216363.0
2017-03-03,53700,53700,51500,51700,20469,321386.0,6216363.0
2017-03-06,50900,51400,50200,50500,18600,313926.0,6216363.0
2017-03-07,50500,51300,49700,50800,24602,315791.0,6216363.0
2017-03-08,51100,51100,49300,49300,25863,306467.0,6216363.0
2017-03-09,49800,49800,49050,49200,10734,305845.0,6216363.0
2017-03-10,49000,49450,48100,49450,17390,307399.0,6216363.0
2017-03-13,49200,49450,49000,49150,11364,305534.0,6216363.0
2017-03-14,49200,49650,49050,49250,17232,306156.0,6216363.0
2017-03-15,49000,49400,47300,48100,21219,299007.0,6216363.0
2017-03-16,47700,48700,47700,48700,15039,302737.0,6216363.0
2017-03-17,48900,48900,47600,48150,15933,299318.0,6216363.0
2017-03-20,48200,48200,47300,47550,14574,295588.0,6216363.0
2017-03-21,47550,47700,47100,47300,11052,294034.0,6216363.0
2017-03-22,47400,49050,47400,48250,30396,299940.0,6216363.0
2017-03-23,48500,48700,47800,48200,10003,299629.0,6216363.0
2017-03-24,48350,49200,47900,49200,15801,305845.0,6216363.0
2017-03-27,49200,49300,48500,48850,17886,303669.0,6216363.0
2017-03-28,48500,50500,48500,50400,27731,313305.0,6216363.0
2017-03-29,50400,52300,50400,51700,81309,321386.0,6216363.0
2017-03-30,52000,52800,51200,52000,19197,323251.0,6216363.0
2017-03-31,52000,53500,51500,53300,36679,331332.0,6216363.0
2017-04-03,53800,54000,53000,53800,25519,334440.0,6216363.0
2017-04-04,54000,54200,52500,52900,13995,328846.0,6216363.0
2017-04-05,53500,53900,52300,52500,14318,326359.0,6216363.0
2017-04-06,52500,53000,51400,53000,15638,329467.0,6216363.0
2017-04-07,53000,53400,52400,53300,10194,331332.0,6216363.0
2017-04-10,53800,53800,51200,51200,20183,318278.0,6216363.0
2017-04-11,50900,52500,50600,51400,11886,319521.0,6216363.0
2017-04-12,51500,51900,51000,51300,8118,318899.0,6216363.0
2017-04-13,51100,52000,50600,51500,8297,320143.0,6216363.0
2017-04-14,51100,51700,50900,51100,8079,317656.0,6216363.0
2017-04-17,50800,51900,50800,51100,9191,317656.0,6216363.0
2017-04-18,51500,52100,51000,52100,21408,323873.0,6216363.0
2017-04-19,51900,52600,51600,51800,24850,322008.0,6216363.0
2017-04-20,51800,52400,51400,51800,25840,322008.0,6216363.0
2017-04-21,52000,52000,50800,51100,26920,317656.0,6216363.0
2017-04-24,51000,51700,49850,49900,29389,310197.0,6216363.0
2017-04-25,49800,50800,49650,49850,30976,309886.0,6216363.0
2017-04-26,49900,50600,49900,50100,18702,311440.0,6216363.0
2017-04-27,50500,50700,49750,50200,17091,312061.0,6216363.0
2017-04-28,50200,50500,49100,50400,28891,313305.0,6216363.0
2017-05-02,50000,50100,49200,49800,17226,309575.0,6216363.0
2017-05-04,49400,50800,49400,50800,15356,315791.0,6216363.0
2017-05-08,50800,51000,50400,50800,16981,315791.0,6216363.0
2017-05-10,50800,52400,50400,51100,19366,317656.0,6216363.0
2017-05-11,51200,51900,50800,51300,14494,318899.0,6216363.0
2017-05-12,51000,51400,49700,50300,25222,312683.0,6216363.0
2017-05-15,50000,50800,49850,50000,13721,310818.0,6216363.0
2017-05-16,49500,49500,47150,47300,104835,294034.0,6216363.0
2017-05-17,47300,47350,45500,45850,67516,285020.0,6216363.0
2017-05-18,45850,45850,44700,45100,44633,280358.0,6216363.0
2017-05-19,45300,45700,44850,45250,26754,281290.0,6216363.0
2017-05-22,45250,45600,44800,45200,21827,280980.0,6216363.0
2017-05-23,45250,45500,45000,45100,24685,280358.0,6216363.0
2017-05-24,45150,45500,44950,45000,20763,279736.0,6216363.0
2017-05-25,44900,45200,43600,43650,80415,271344.0,6216363.0
2017-05-26,43650,44150,42800,43150,65631,268236.0,6216363.0
2017-05-29,43700,43850,43150,43500,27347,270412.0,6216363.0
2017-05-30,43550,44400,43550,43850,24861,272588.0,6216363.0
2017-05-31,44000,44300,43550,43600,18566,271033.0,6216363.0
2017-06-01,43650,44000,43550,43700,16499,271655.0,6216363.0
2017-06-02,43750,43850,43300,43600,21888,271033.0,6216363.0
2017-06-05,43650,43800,43000,43000,35185,267304.0,6216363.0
2017-06-07,43000,43400,42800,43300,23081,269169.0,6216363.0
2017-06-08,43150,43400,43050,43200,20482,268547.0,6216363.0
2017-06-09,43300,45500,43300,45400,88758,282223.0,6216363.0
2017-06-12,45500,45700,44200,44600,38177,277250.0,6216363.0
2017-06-13,44700,45500,44200,45000,26724,279736.0,6216363.0
2017-06-14,45100,45100,44250,44500,19159,276628.0,6216363.0
2017-06-15,44500,44850,44050,44750,17054,278182.0,6216363.0
2017-06-16,44800,45000,43800,43900,24754,272898.0,6216363.0
2017-06-19,44050,44450,43700,43800,14586,272277.0,6216363.0
2017-06-20,43800,44100,43450,43450,21127,270101.0,6216363.0
2017-06-21,43500,43700,43100,43400,16175,269790.0,6216363.0
2017-06-22,43400,44200,43400,43900,11220,272898.0,6216363.0
2017-06-23,43800,44600,43350,43850,20869,272588.0,6216363.0
2017-06-26,43750,44050,43300,43950,19155,273209.0,6216363.0
2017-06-27,43550,44400,43400,44200,18739,274763.0,6216363.0
2017-06-28,44050,44050,42800,43000,39619,267304.0,6216363.0
2017-06-29,43000,43400,41600,41950,51129,260776.0,6216363.0
2017-06-30,41100,41550,40850,41100,46713,255493.0,6216363.0
2017-07-03,41000,41000,39400,39600,77143,246168.0,6216363.0
2017-07-04,39600,39650,38000,38150,180392,237154.0,6216363.0
2017-07-05,38300,39100,38200,38800,47429,241195.0,6216363.0
2017-07-06,38900,39150,38250,38950,22185,242127.0,6216363.0
2017-07-07,38900,39300,38200,38850,21564,241506.0,6216363.0
2017-07-10,39400,39400,38000,38900,23460,241817.0,6216363.0
2017-07-11,38900,38950,38200,38900,14548,241817.0,6216363.0
2017-07-12,38950,39000,37400,37450,46882,232803.0,6216363.0
2017-07-13,37450,38200,37450,38100,39386,236843.0,6216363.0
2017-07-14,38250,38750,36550,37150,64346,230938.0,6216363.0
2017-07-17,37200,37600,36600,37300,29908,231870.0,6216363.0
2017-07-18,37350,38800,37350,38600,40608,239952.0,6216363.0
2017-07-19,38750,39000,38150,38600,40220,239952.0,6216363.0
2017-07-20,39500,42100,39400,41700,185162,259222.0,6216363.0
2017-07-21,41700,41900,41250,41700,43761,259222.0,6216363.0
2017-07-24,41700,42250,41250,42000,96635,261087.0,6216363.0
2017-07-25,42150,42150,41250,41350,19369,257047.0,6216363.0
2017-07-26,41400,41400,40400,41350,25327,257047.0,6216363.0
2017-07-27,41250,41450,40650,40650,12769,252695.0,6216363.0
2017-07-28,40000,40550,39100,39900,25290,248033.0,6216363.0
2017-07-31,39900,40100,39550,40000,6129,248655.0,6216363.0
2017-08-01,39650,40200,39650,39750,7668,247100.0,6216363.0
2017-08-02,40150,41300,40150,40750,26442,253317.0,6216363.0
2017-08-03,40700,40750,39850,40700,25063,253006.0,6216363.0
2017-08-04,41300,41300,40300,40800,9915,253628.0,6216363.0
2017-08-07,40800,41650,40300,41600,20356,258601.0,6216363.0
2017-08-08,41200,41650,40800,41600,10013,258601.0,6216363.0
2017-08-09,41700,41700,40950,41450,12533,257668.0,6216363.0
2017-08-10,41450,41450,40800,41300,8350,256736.0,6216363.0
2017-08-11,41000,41200,40450,40800,16744,253628.0,6216363.0
2017-08-14,41100,41400,40350,41300,16891,256736.0,6216363.0
2017-08-16,42700,44350,42650,43300,112767,269169.0,6216363.0
2017-08-17,44050,45000,43150,44950,68852,279426.0,6216363.0
2017-08-18,44500,45150,44000,45000,25401,279736.0,6216363.0
2017-08-21,45300,45300,43750,44200,20574,274763.0,6216363.0
2017-08-22,44450,45100,44250,45000,25405,279736.0,6216363.0
2017-08-23,45150,45250,44700,45050,17144,280047.0,6216363.0
2017-08-24,45100,45650,44550,44600,17362,277250.0,6216363.0
2017-08-25,44500,44950,44350,44600,16702,277250.0,6216363.0
2017-08-28,44600,44800,43550,43850,35997,272588.0,6216363.0
2017-08-29,43700,44200,43400,44200,22906,274763.0,6216363.0
2017-08-30,44200,44450,43700,43850,7200,272588.0,6216363.0
2017-08-31,44300,45000,43750,44800,26095,278493.0,6216363.0
2017-09-01,44950,45400,44550,45250,17318,281290.0,6216363.0
2017-09-04,43800,45700,43600,44600,16457,277250.0,6216363.0
2017-09-05,44450,45150,44450,44700,11708,277871.0,6216363.0
2017-09-06,45000,45550,44400,45050,19409,280047.0,6216363.0
2017-09-07,45350,45350,43950,43950,20403,273209.0,6216363.0
2017-09-08,44000,44450,42600,42700,30862,265439.0,6216363.0
2017-09-11,42600,43100,41600,41950,22396,260776.0,6216363.0
2017-09-12,41850,43550,41850,43350,15980,269479.0,6216363.0
2017-09-13,43000,43000,41500,42000,39972,261087.0,6216363.0
2017-09-14,42450,42900,42100,42500,15381,264195.0,6216363.0
2017-09-15,42100,42850,41700,42150,23829,262020.0,6216363.0
2017-09-18,42150,42450,41550,42400,17934,263574.0,6216363.0
2017-09-19,42200,43200,42200,42500,11056,264195.0,6216363.0
2017-09-20,42350,43000,41100,41550,22522,258290.0,6216363.0
2017-09-21,41550,41550,39850,39900,34706,248033.0,6216363.0
2017-09-22,39550,40450,39000,39650,29154,246479.0,6216363.0
2017-09-25,39700,40450,38400,39050,35265,242749.0,6216363.0
2017-09-26,37700,39250,37700,38950,37112,242127.0,6216363.0
2017-09-27,38450,40900,38250,40100,49916,249276.0,6216363.0
2017-09-28,40650,40650,39250,39250,15001,243992.0,6216363.0
2017-09-29,39300,41200,39300,41000,23298,254871.0,6216363.0
2017-10-10,41000,41050,40100,40500,7442,251763.0,6216363.0
2017-10-11,40100,40900,40050,40500,14659,251763.0,6216363.0
2017-10-12,40500,41350,40300,40600,18810,252384.0,6216363.0
2017-10-13,40400,40950,38950,39150,48848,243371.0,6216363.0
2017-10-16,39150,39700,38850,39300,20862,244303.0,6216363.0
2017-10-17,38950,40300,38950,39350,12082,244614.0,6216363.0
2017-10-18,39400,39750,38550,39300,22009,244303.0,6216363.0
2017-10-19,39000,39700,38550,38950,35359,242127.0,6216363.0
2017-10-20,38700,39100,38500,38700,17633,240573.0,6216363.0
2017-10-23,38850,39250,38250,38700,15205,240573.0,6216363.0
2017-10-24,38700,40400,38500,40400,30273,251141.0,6216363.0
2017-10-25,40450,41550,39950,41350,24922,257047.0,6216363.0
2017-10-26,41350,42600,41350,42200,28542,262331.0,6216363.0
2017-10-27,42100,42600,41250,42450,11209,263885.0,6216363.0
2017-10-30,43150,43200,41300,41900,17664,260466.0,6216363.0
2017-10-31,42300,43550,41850,43550,36686,270723.0,6216363.0
2017-11-01,43850,44600,43200,44550,41252,276939.0,6216363.0
2017-11-02,45150,47200,44750,46400,94392,288439.0,6216363.0
2017-11-03,46500,47300,45000,47000,96914,292169.0,6216363.0
2017-11-06,46300,50500,46300,50400,161856,313305.0,6216363.0
2017-11-07,50400,50500,48350,50300,93072,312683.0,6216363.0
2017-11-08,50200,51000,49400,50900,53438,316413.0,6216363.0
2017-11-09,50000,51900,50000,51700,56488,321386.0,6216363.0
2017-11-10,51700,51900,50400,51000,31940,317035.0,6216363.0
2017-11-13,50800,51400,49400,51300,42414,318899.0,6216363.0
2017-11-14,50800,52200,50700,51600,39925,320764.0,6216363.0
2017-11-15,53000,53900,51200,53200,91907,330711.0,6216363.0
2017-11-16,52800,53500,51300,53100,48278,330089.0,6216363.0
2017-11-17,52200,53400,51400,52000,34719,323251.0,6216363.0
2017-11-20,50700,52200,50700,51600,37680,320764.0,6216363.0
2017-11-21,51800,51800,49350,50000,52251,310818.0,6216363.0
2017-11-22,50500,51600,49500,50600,33440,314548.0,6216363.0
2017-11-23,51500,52800,50400,51200,24506,318278.0,6216363.0
2017-11-24,50900,52400,50500,51000,25183,317035.0,6216363.0
2017-11-27,51000,51900,50000,50200,23042,312061.0,6216363.0
2017-11-28,51100,52800,49900,50000,50490,310818.0,6216363.0
2017-11-29,50800,51200,47450,48500,84119,301494.0,6216363.0
2017-11-30,48500,48500,45700,46850,80482,291237.0,6216363.0
2017-12-01,46600,47500,45900,46800,46340,290926.0,6216363.0
2017-12-04,46800,47600,46100,46250,30312,287507.0,6216363.0
2017-12-05,46200,49400,46200,48550,56970,301804.0,6216363.0
2017-12-06,48550,49350,46350,46900,50902,291547.0,6216363.0
2017-12-07,47650,47650,45500,46800,28903,290926.0,6216363.0
2017-12-08,46250,47750,45200,46050,32810,286264.0,6216363.0
2017-12-11,46050,46700,44900,46700,22563,290304.0,6216363.0
2017-12-12,46000,47150,46000,46600,14143,289683.0,6216363.0
2017-12-13,46600,47250,46200,46550,15503,289372.0,6216363.0
2017-12-14,46100,46500,44850,45300,46447,281601.0,6216363.0
2017-12-15,45300,46000,45100,45600,23644,283466.0,6216363.0
2017-12-18,46150,46200,45250,45950,11010,285642.0,6216363.0
2017-12-19,46400,47500,45450,46900,36473,291547.0,6216363.0
2017-12-20,46900,48700,46300,48100,36994,299007.0,6216363.0
2017-12-21,48450,48900,46100,46200,25021,287196.0,6216363.0
2017-12-22,46200,47800,46100,46900,29493,291547.0,6216363.0
2017-12-26,47400,48500,47000,48050,28198,298696.0,6216363.0
2017-12-27,47750,48100,46050,46500,32035,289061.0,6216363.0
2017-12-28,46450,46750,44350,45400,47392,282223.0,6216363.0
2018-01-02,45400,46100,44750,45400,29486,282223.0,6216363.0
2018-01-03,45200,45600,44700,44950,31815,279426.0,6216363.0
2018-01-04,44950,45300,43150,43350,42736,269479.0,6216363.0
2018-01-05,43400,44650,42800,43800,40195,272277.0,6216363.0
2018-01-08,43300,44100,42000,42700,50046,265439.0,6216363.0
2018-01-09,42450,43100,42000,42850,26817,266371.0,6216363.0
2018-01-10,42350,43650,42250,43500,24429,270412.0,6216363.0
2018-01-11,43500,45600,43200,45200,38890,280980.0,6216363.0
2018-01-12,44700,45600,44300,44850,29877,278804.0,6216363.0
2018-01-15,44450,45550,43450,45550,36548,283155.0,6216363.0
2018-01-16,45500,46450,44950,46000,20260,285953.0,6216363.0
2018-01-17,45800,46700,45500,46050,23940,286264.0,6216363.0
2018-01-18,46700,46700,44900,45600,21499,283466.0,6216363.0
2018-01-19,45800,46200,45100,46200,12159,287196.0,6216363.0
2018-01-22,46500,46550,45000,45350,15521,281912.0,6216363.0
2018-01-23,45800,45950,44600,45850,16373,285020.0,6216363.0
2018-01-24,46050,47150,45250,46850,28315,291237.0,6216363.0
2018-01-25,46850,47150,46250,46900,17310,291547.0,6216363.0
2018-01-26,47200,47200,46250,46950,21886,291858.0,6216363.0
2018-01-29,47200,47450,46550,47250,22284,293723.0,6216363.0
2018-01-30,46800,46900,46200,46300,26962,287818.0,6216363.0
2018-01-31,46300,46850,45500,46850,18232,291237.0,6216363.0
2018-02-01,50100,50500,48300,48600,95794,302115.0,6216363.0
2018-02-02,49800,50600,48900,49800,53670,309575.0,6216363.0
2018-02-05,48900,51300,48800,50900,72803,316413.0,6216363.0
2018-02-06,49450,50000,47500,50000,71246,310818.0,6216363.0
2018-02-07,51000,51100,49050,49700,41651,308953.0,6216363.0
2018-02-08,49700,50800,49100,50700,39305,315170.0,6216363.0
2018-02-09,49600,49800,48800,49400,22339,307088.0,6216363.0
2018-02-12,50200,50200,49450,50100,25378,311440.0,6216363.0
2018-02-13,50600,51000,49250,49700,40046,308953.0,6216363.0
2018-02-14,51600,51700,49050,50800,47660,315791.0,6216363.0
2018-02-19,50800,53000,50400,52900,54528,328846.0,6216363.0
2018-02-20,53000,53300,50700,50900,26984,316413.0,6216363.0
2018-02-21,50500,52200,50500,51900,20847,322629.0,6216363.0
2018-02-22,51700,51800,49650,50700,15544,315170.0,6216363.0
2018-02-23,50500,51300,50100,51200,12233,318278.0,6216363.0
2018-02-26,52000,52100,50800,51000,14898,317035.0,6216363.0
2018-02-27,51100,51600,49500,49750,34331,309264.0,6216363.0
2018-02-28,50000,51000,48650,49450,14757,307399.0,6216363.0
2018-03-02,49500,50400,48400,50300,20938,312683.0,6216363.0
2018-03-05,50200,50200,48450,48450,17986,301183.0,6216363.0
2018-03-06,49350,50000,48600,50000,10624,310818.0,6216363.0
2018-03-07,50400,50500,49000,49050,11674,304913.0,6216363.0
2018-03-08,49050,50800,48900,49250,10613,306156.0,6216363.0
2018-03-09,50200,51000,49250,50600,19038,314548.0,6216363.0
2018-03-12,51200,52500,50200,52300,26940,325116.0,6216363.0
2018-03-13,52300,52300,51100,52000,11473,323251.0,6216363.0
2018-03-14,52000,52000,50500,50500,20468,313926.0,6216363.0
2018-03-15,48850,49800,48850,49050,20088,304913.0,6216363.0
2018-03-16,49050,49600,49000,49350,9000,306778.0,6216363.0
2018-03-19,48950,51000,48950,50200,14773,312061.0,6216363.0
2018-03-20,50200,50900,49350,50300,12682,312683.0,6216363.0
2018-03-21,49550,51700,49550,51100,14725,317656.0,6216363.0
2018-03-22,50600,52000,50100,51400,28928,319521.0,6216363.0
2018-03-23,50600,51400,48850,48850,29368,303669.0,6216363.0
2018-03-26,48850,50600,48550,50600,18202,314548.0,6216363.0
2018-03-27,50900,51100,50000,50800,14442,315791.0,6216363.0
2018-03-28,50100,50900,49250,50900,13838,316413.0,6216363.0
2018-03-29,51200,51500,50000,50800,13515,315791.0,6216363.0
2018-03-30,50400,51200,50000,50200,9021,312061.0,6216363.0
2018-04-02,50000,50700,49700,49800,9431,309575.0,6216363.0
2018-04-03,50400,50400,49000,49900,12519,310197.0,6216363.0
2018-04-04,49900,50000,49200,50000,10332,310818.0,6216363.0
2018-04-05,50000,50800,49700,50100,18183,311440.0,6216363.0
2018-04-06,50000,50700,49850,50000,9212,310818.0,6216363.0
2018-04-09,50400,50400,49550,49750,10869,309264.0,6216363.0
