부스타(008470),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-10-29,4400,4440,4340,4385,31974,35782.0,8160000.0
2012-10-30,4330,4490,4300,4350,46955,35496.0,8160000.0
2012-10-31,4350,4410,4335,4350,21880,35496.0,8160000.0
2012-11-01,4310,4400,4295,4345,34905,35455.0,8160000.0
2012-11-02,4355,4565,4320,4360,43549,35578.0,8160000.0
2012-11-05,4395,4440,4350,4365,16895,35618.0,8160000.0
2012-11-06,4390,4475,4350,4470,74220,36475.0,8160000.0
2012-11-07,4440,5100,4440,5100,646892,41616.0,8160000.0
2012-11-08,5080,5240,4880,5000,362537,40800.0,8160000.0
2012-11-09,5040,5170,4950,5110,268116,41698.0,8160000.0
2012-11-12,5050,5340,5050,5050,371988,41208.0,8160000.0
2012-11-13,5050,5060,4690,4735,298858,38638.0,8160000.0
2012-11-14,4795,4835,4575,4575,178616,37332.0,8160000.0
2012-11-15,4465,4545,4360,4470,146862,36475.0,8160000.0
2012-11-16,4500,4545,4425,4450,135983,36312.0,8160000.0
2012-11-19,4450,4620,4450,4535,90418,37006.0,8160000.0
2012-11-20,4600,4740,4555,4655,151021,37985.0,8160000.0
2012-11-21,4635,4800,4630,4650,89481,37944.0,8160000.0
2012-11-22,4700,4980,4680,4860,230416,39658.0,8160000.0
2012-11-23,4930,4940,4710,4905,119942,40025.0,8160000.0
2012-11-26,4920,4940,4790,4790,80186,39086.0,8160000.0
2012-11-27,4730,4785,4605,4605,100445,37577.0,8160000.0
2012-11-28,4670,4795,4575,4780,58120,39005.0,8160000.0
2012-11-29,4780,4885,4730,4760,64454,38842.0,8160000.0
2012-11-30,4760,4865,4725,4745,60411,38719.0,8160000.0
2012-12-03,4765,4965,4765,4895,110712,39943.0,8160000.0
2012-12-04,4870,4980,4815,4890,80919,39902.0,8160000.0
2012-12-05,4960,4965,4865,4890,105130,39902.0,8160000.0
2012-12-06,4965,5620,4905,5620,1634753,45859.0,8160000.0
2012-12-07,5650,6000,5480,5830,2619399,47573.0,8160000.0
2012-12-10,5880,6160,5730,5730,1823992,46757.0,8160000.0
2012-12-11,5690,5930,5550,5930,1351346,48389.0,8160000.0
2012-12-12,5880,5970,5400,5510,1389443,44962.0,8160000.0
2012-12-13,5470,5640,5430,5570,516286,45451.0,8160000.0
2012-12-14,5560,5610,5210,5300,804062,43248.0,8160000.0
2012-12-17,5330,5500,5250,5420,552978,44227.0,8160000.0
2012-12-18,5420,5430,5220,5370,372557,43819.0,8160000.0
2012-12-20,5450,5580,5280,5300,638698,43248.0,8160000.0
2012-12-21,5320,5540,5250,5510,447891,44962.0,8160000.0
2012-12-24,5470,5690,5370,5390,486289,43982.0,8160000.0
2012-12-26,5350,5360,5060,5100,516520,41616.0,8160000.0
2012-12-27,5060,5130,4940,5000,315231,40800.0,8160000.0
2012-12-28,4980,5050,4820,4850,369673,39576.0,8160000.0
2013-01-02,4920,4960,4855,4955,237319,40433.0,8160000.0
2013-01-03,4930,5030,4875,5030,273087,41045.0,8160000.0
2013-01-04,5030,5050,4900,4900,207496,39984.0,8160000.0
2013-01-07,4920,4945,4830,4905,167923,40025.0,8160000.0
2013-01-08,4910,5000,4910,4975,215010,40596.0,8160000.0
2013-01-09,5000,5130,4955,5110,463020,41698.0,8160000.0
2013-01-10,5130,5130,4990,4990,245982,40718.0,8160000.0
2013-01-11,4990,5020,4885,4970,192436,40555.0,8160000.0
2013-01-14,4970,5090,4910,5040,225781,41126.0,8160000.0
2013-01-15,4970,5100,4925,5070,124282,41371.0,8160000.0
2013-01-16,5100,5250,5050,5100,426212,41616.0,8160000.0
2013-01-17,5120,5180,4970,4985,172350,40678.0,8160000.0
2013-01-18,5030,5030,4915,4985,125986,40678.0,8160000.0
2013-01-21,4950,5020,4730,4760,288265,38842.0,8160000.0
2013-01-22,4760,4760,4605,4680,181660,38189.0,8160000.0
2013-01-23,4660,4800,4625,4740,136558,38678.0,8160000.0
2013-01-24,4790,4790,4675,4700,110229,38352.0,8160000.0
2013-01-25,4700,4765,4570,4645,84916,37903.0,8160000.0
2013-01-28,4605,4640,4510,4585,57963,37414.0,8160000.0
2013-01-29,4550,4670,4550,4635,42319,37822.0,8160000.0
2013-01-30,4660,4675,4525,4600,51050,37536.0,8160000.0
2013-01-31,4650,4650,4570,4600,57213,37536.0,8160000.0
2013-02-01,4615,4800,4605,4665,160287,38066.0,8160000.0
2013-02-04,4610,4740,4555,4655,138824,37985.0,8160000.0
2013-02-05,4685,4785,4610,4700,87485,38352.0,8160000.0
2013-02-06,4710,4835,4695,4695,128958,38311.0,8160000.0
2013-02-07,4715,4715,4630,4655,67356,37985.0,8160000.0
2013-02-08,4655,4700,4555,4565,74882,37250.0,8160000.0
2013-02-12,4565,4680,4565,4585,51851,37414.0,8160000.0
2013-02-13,4565,4770,4565,4705,88152,38393.0,8160000.0
2013-02-14,4780,4780,4660,4690,62868,38270.0,8160000.0
2013-02-15,4730,4780,4680,4755,94550,38801.0,8160000.0
2013-02-18,4755,4930,4755,4845,186830,39535.0,8160000.0
2013-02-19,4910,4910,4800,4860,85239,39658.0,8160000.0
2013-02-20,4840,4905,4830,4860,76184,39658.0,8160000.0
2013-02-21,4815,4840,4750,4795,75099,39127.0,8160000.0
2013-02-22,4795,4915,4750,4800,90980,39168.0,8160000.0
2013-02-25,4870,4935,4810,4895,84656,39943.0,8160000.0
2013-02-26,4890,4950,4815,4820,104690,39331.0,8160000.0
2013-02-27,4805,4860,4750,4815,47865,39290.0,8160000.0
2013-02-28,4815,4875,4800,4865,38618,39698.0,8160000.0
2013-03-04,4835,4900,4835,4835,52723,39454.0,8160000.0
2013-03-05,4835,4855,4760,4765,91740,38882.0,8160000.0
2013-03-06,4800,4820,4740,4750,71660,38760.0,8160000.0
2013-03-07,4730,4770,4570,4655,156528,37985.0,8160000.0
2013-03-08,4630,4705,4605,4660,41661,38026.0,8160000.0
2013-03-11,4660,4660,4530,4540,94158,37046.0,8160000.0
2013-03-12,4545,4645,4530,4600,33602,37536.0,8160000.0
2013-03-13,4640,4640,4540,4630,58776,37781.0,8160000.0
2013-03-14,4600,4690,4600,4685,53407,38230.0,8160000.0
2013-03-15,4690,4700,4645,4675,45833,38148.0,8160000.0
2013-03-18,4650,4650,4530,4530,79737,36965.0,8160000.0
2013-03-19,4535,4585,4530,4550,38619,37128.0,8160000.0
2013-03-20,4550,4600,4540,4540,34460,37046.0,8160000.0
2013-03-21,4560,4575,4400,4430,158279,36149.0,8160000.0
2013-03-22,4400,4490,4395,4435,43869,36190.0,8160000.0
2013-03-25,4440,4530,4440,4530,33323,36965.0,8160000.0
2013-03-26,4495,4540,4465,4495,33863,36679.0,8160000.0
2013-03-27,4495,4540,4400,4400,72878,35904.0,8160000.0
2013-03-28,4420,4500,4395,4395,116859,35863.0,8160000.0
2013-03-29,4420,4470,4390,4410,53528,35986.0,8160000.0
2013-04-01,4415,4460,4390,4390,37847,35822.0,8160000.0
2013-04-02,4440,4445,4370,4400,62911,35904.0,8160000.0
2013-04-03,4420,4435,4390,4415,35479,36026.0,8160000.0
2013-04-04,4440,4440,4275,4400,78473,35904.0,8160000.0
2013-04-05,4350,4410,4270,4350,66227,35496.0,8160000.0
2013-04-08,4310,4445,4275,4300,28425,35088.0,8160000.0
2013-04-09,4335,4410,4200,4270,68897,34843.0,8160000.0
2013-04-10,4345,4345,4265,4315,29021,35210.0,8160000.0
2013-04-11,4315,4385,4310,4380,28457,35741.0,8160000.0
2013-04-12,4390,4425,4345,4390,13714,35822.0,8160000.0
2013-04-15,4345,4420,4345,4405,15740,35945.0,8160000.0
2013-04-16,4405,4425,4345,4390,32014,35822.0,8160000.0
2013-04-17,4415,4485,4380,4480,36822,36557.0,8160000.0
2013-04-18,4435,4480,4405,4430,22837,36149.0,8160000.0
2013-04-19,4415,4600,4405,4595,56685,37495.0,8160000.0
2013-04-22,4595,4680,4530,4635,66148,37822.0,8160000.0
2013-04-23,4595,4710,4570,4640,47502,37862.0,8160000.0
2013-04-24,4640,4720,4575,4580,26894,37373.0,8160000.0
2013-04-25,4580,4640,4550,4575,47348,37332.0,8160000.0
2013-04-26,4600,4620,4550,4580,20799,37373.0,8160000.0
2013-04-29,4520,4640,4520,4605,24408,37577.0,8160000.0
2013-04-30,4605,4620,4550,4560,23979,37210.0,8160000.0
2013-05-02,4560,4750,4560,4720,105983,38515.0,8160000.0
2013-05-03,4710,4795,4705,4730,54678,38597.0,8160000.0
2013-05-06,4770,4770,4695,4700,31766,38352.0,8160000.0
2013-05-07,4700,4790,4700,4750,24276,38760.0,8160000.0
2013-05-08,4780,4780,4710,4740,20990,38678.0,8160000.0
2013-05-09,4785,4925,4745,4830,108002,39413.0,8160000.0
2013-05-10,4830,5050,4800,4920,145399,40147.0,8160000.0
2013-05-13,5030,5120,4940,4965,103709,40514.0,8160000.0
2013-05-14,5060,5060,4795,4845,78088,39535.0,8160000.0
2013-05-15,4860,4925,4825,4890,30809,39902.0,8160000.0
2013-05-16,4950,4950,4825,4830,31214,39413.0,8160000.0
2013-05-20,4830,4865,4735,4805,46513,39209.0,8160000.0
2013-05-21,4810,4835,4575,4770,34403,38923.0,8160000.0
2013-05-22,4770,4915,4770,4905,40940,40025.0,8160000.0
2013-05-23,4990,4990,4850,4890,21824,39902.0,8160000.0
2013-05-24,4890,4900,4805,4900,26577,39984.0,8160000.0
2013-05-27,4900,4970,4860,4860,38558,39658.0,8160000.0
2013-05-28,4890,4895,4820,4880,24048,39821.0,8160000.0
2013-05-29,4880,4945,4845,4890,23415,39902.0,8160000.0
2013-05-30,4900,4995,4900,4935,61799,40270.0,8160000.0
2013-05-31,4855,4945,4845,4900,46676,39984.0,8160000.0
2013-06-03,4915,5000,4860,4985,56258,40678.0,8160000.0
2013-06-04,5000,5300,5000,5150,420529,42024.0,8160000.0
2013-06-05,5180,5240,5000,5060,142462,41290.0,8160000.0
2013-06-07,5020,5080,4705,4770,127981,38923.0,8160000.0
2013-06-10,4780,4890,4725,4740,74352,38678.0,8160000.0
2013-06-11,4715,4765,4670,4695,39879,38311.0,8160000.0
2013-06-12,4695,4745,4595,4600,62446,37536.0,8160000.0
2013-06-13,4600,4600,4470,4490,85005,36638.0,8160000.0
2013-06-14,4515,4555,4405,4410,44946,35986.0,8160000.0
2013-06-17,4410,4445,4355,4420,25810,36067.0,8160000.0
2013-06-18,4420,4515,4370,4515,16534,36842.0,8160000.0
2013-06-19,4515,4520,4385,4415,38142,36026.0,8160000.0
2013-06-20,4370,4410,4270,4280,53801,34925.0,8160000.0
2013-06-21,4165,4345,4090,4280,46399,34925.0,8160000.0
2013-06-24,4285,4370,4285,4285,26788,34966.0,8160000.0
2013-06-25,4285,4345,4185,4280,46048,34925.0,8160000.0
2013-06-26,4200,4325,4200,4230,28842,34517.0,8160000.0
2013-06-27,4235,4360,4235,4340,21284,35414.0,8160000.0
2013-06-28,4345,4400,4270,4330,43529,35333.0,8160000.0
2013-07-01,4315,4360,4285,4335,12053,35374.0,8160000.0
2013-07-02,4345,4380,4305,4340,23886,35414.0,8160000.0
2013-07-03,4305,4355,4280,4280,39284,34925.0,8160000.0
2013-07-04,4280,4310,4280,4285,15735,34966.0,8160000.0
2013-07-05,4280,4330,4255,4285,15174,34966.0,8160000.0
2013-07-08,4250,4350,4250,4315,29243,35210.0,8160000.0
2013-07-09,4300,4330,4270,4320,12998,35251.0,8160000.0
2013-07-10,4320,4440,4320,4400,35318,35904.0,8160000.0
2013-07-11,4485,4485,4360,4445,31487,36271.0,8160000.0
2013-07-12,4410,4485,4410,4465,9812,36434.0,8160000.0
2013-07-15,4465,4470,4400,4465,19780,36434.0,8160000.0
2013-07-16,4415,4480,4415,4480,5938,36557.0,8160000.0
2013-07-17,4515,4595,4450,4540,36654,37046.0,8160000.0
2013-07-18,4540,4595,4495,4555,19150,37169.0,8160000.0
2013-07-19,4590,4590,4495,4520,22243,36883.0,8160000.0
2013-07-22,4525,4525,4470,4495,9489,36679.0,8160000.0
2013-07-23,4460,4520,4460,4490,13580,36638.0,8160000.0
2013-07-24,4530,4530,4485,4495,12726,36679.0,8160000.0
2013-07-25,4500,4520,4485,4510,12527,36802.0,8160000.0
2013-07-26,4545,4545,4465,4510,7749,36802.0,8160000.0
2013-07-29,4415,4505,4415,4450,20446,36312.0,8160000.0
2013-07-30,4435,4460,4405,4455,13402,36353.0,8160000.0
2013-07-31,4455,4460,4435,4460,6575,36394.0,8160000.0
2013-08-01,4460,4500,4425,4455,21179,36353.0,8160000.0
2013-08-02,4510,4520,4430,4500,32824,36720.0,8160000.0
2013-08-05,4435,4540,4435,4500,3768,36720.0,8160000.0
2013-08-06,4470,4515,4470,4510,10603,36802.0,8160000.0
2013-08-07,4500,4535,4480,4510,12537,36802.0,8160000.0
2013-08-08,4510,4550,4485,4500,17616,36720.0,8160000.0
2013-08-09,4480,4495,4420,4450,36452,36312.0,8160000.0
2013-08-12,4425,4460,4425,4435,15862,36190.0,8160000.0
2013-08-13,4400,4470,4400,4445,28355,36271.0,8160000.0
2013-08-14,4495,4495,4420,4445,23160,36271.0,8160000.0
2013-08-16,4400,4440,4400,4425,23987,36108.0,8160000.0
2013-08-19,4390,4450,4390,4410,23438,35986.0,8160000.0
2013-08-20,4395,4425,4355,4410,33253,35986.0,8160000.0
2013-08-21,4410,4410,4320,4355,44073,35537.0,8160000.0
2013-08-22,4260,4350,4215,4250,37423,34680.0,8160000.0
2013-08-23,4280,4350,4250,4340,13226,35414.0,8160000.0
2013-08-26,4340,4390,4340,4350,17030,35496.0,8160000.0
2013-08-27,4350,4350,4270,4330,11472,35333.0,8160000.0
2013-08-28,4345,4430,4250,4380,40615,35741.0,8160000.0
2013-08-29,4320,4430,4320,4420,32398,36067.0,8160000.0
2013-08-30,4550,4550,4440,4440,20998,36230.0,8160000.0
2013-09-02,4440,4480,4435,4450,10668,36312.0,8160000.0
2013-09-03,4450,4495,4425,4470,15215,36475.0,8160000.0
2013-09-04,4440,4480,4435,4450,7106,36312.0,8160000.0
2013-09-05,4510,4510,4450,4480,14565,36557.0,8160000.0
2013-09-06,4450,4520,4450,4470,37592,36475.0,8160000.0
2013-09-09,4475,4530,4475,4475,6093,36516.0,8160000.0
2013-09-10,4480,4515,4475,4485,9998,36598.0,8160000.0
2013-09-11,4485,4535,4475,4515,18069,36842.0,8160000.0
2013-09-12,4545,4550,4485,4510,15385,36802.0,8160000.0
2013-09-13,4520,4520,4475,4475,17338,36516.0,8160000.0
2013-09-16,4535,4535,4440,4440,16502,36230.0,8160000.0
2013-09-17,4440,4460,4400,4405,50362,35945.0,8160000.0
2013-09-23,4400,4440,4400,4425,21706,36108.0,8160000.0
2013-09-24,4405,4490,4405,4460,15185,36394.0,8160000.0
2013-09-25,4460,4480,4430,4460,26875,36394.0,8160000.0
2013-09-26,4460,4515,4440,4470,36012,36475.0,8160000.0
2013-09-27,4430,4495,4425,4470,24108,36475.0,8160000.0
2013-09-30,4450,4480,4415,4460,20876,36394.0,8160000.0
2013-10-01,4460,4480,4425,4445,24616,36271.0,8160000.0
2013-10-02,4480,4525,4420,4525,80562,36924.0,8160000.0
2013-10-04,4525,5160,4520,4905,951548,40025.0,8160000.0
2013-10-07,4860,4965,4810,4960,268702,40474.0,8160000.0
2013-10-08,5070,5080,4875,4960,211425,40474.0,8160000.0
2013-10-10,4935,5020,4870,4960,230178,40474.0,8160000.0
2013-10-11,4965,5150,4835,4915,414970,40106.0,8160000.0
2013-10-14,4915,4935,4785,4850,119444,39576.0,8160000.0
2013-10-15,4815,4955,4810,4900,169066,39984.0,8160000.0
2013-10-16,4875,4980,4835,4980,140294,40637.0,8160000.0
2013-10-17,5000,5080,4870,4915,131195,40106.0,8160000.0
2013-10-18,4860,4940,4845,4860,80704,39658.0,8160000.0
2013-10-21,4890,4920,4755,4795,102602,39127.0,8160000.0
2013-10-22,4775,4845,4765,4835,47232,39454.0,8160000.0
2013-10-23,4835,4945,4780,4875,111109,39780.0,8160000.0
2013-10-24,4875,5120,4875,5030,558907,41045.0,8160000.0
2013-10-25,5030,5080,4975,4995,126166,40759.0,8160000.0
2013-10-28,5030,5070,4900,5070,217644,41371.0,8160000.0
2013-10-29,5070,5210,4985,5070,267376,41371.0,8160000.0
2013-10-30,5000,5040,4900,4960,199900,40474.0,8160000.0
2013-10-31,4940,5050,4800,4820,108881,39331.0,8160000.0
2013-11-01,4730,4830,4630,4720,206864,38515.0,8160000.0
2013-11-04,4685,4725,4650,4725,76564,38556.0,8160000.0
2013-11-05,4695,4760,4680,4725,66152,38556.0,8160000.0
2013-11-06,4700,4780,4680,4745,60512,38719.0,8160000.0
2013-11-07,4745,4770,4700,4750,45506,38760.0,8160000.0
2013-11-08,4705,4775,4650,4700,63533,38352.0,8160000.0
2013-11-11,4750,4900,4745,4830,233143,39413.0,8160000.0
2013-11-12,4805,4850,4585,4610,203848,37618.0,8160000.0
2013-11-13,4610,4610,4390,4420,211070,36067.0,8160000.0
2013-11-14,4420,4550,4390,4500,110145,36720.0,8160000.0
2013-11-15,4490,4525,4480,4500,31220,36720.0,8160000.0
2013-11-18,4510,4525,4440,4485,61613,36598.0,8160000.0
2013-11-19,4440,4535,4430,4455,54810,36353.0,8160000.0
2013-11-20,4410,4455,4400,4415,64455,36026.0,8160000.0
2013-11-21,4440,4535,4410,4500,57115,36720.0,8160000.0
2013-11-22,4505,4545,4455,4490,24821,36638.0,8160000.0
2013-11-25,4455,4525,4450,4490,26134,36638.0,8160000.0
2013-11-26,4500,4500,4420,4435,58125,36190.0,8160000.0
2013-11-27,4485,4490,4435,4490,30861,36638.0,8160000.0
2013-11-28,4470,4530,4460,4530,48554,36965.0,8160000.0
2013-11-29,4535,4650,4520,4565,105415,37250.0,8160000.0
2013-12-02,4540,4640,4530,4535,35064,37006.0,8160000.0
2013-12-03,4505,4550,4430,4470,65049,36475.0,8160000.0
2013-12-04,4410,4465,4405,4455,30222,36353.0,8160000.0
2013-12-05,4425,4470,4420,4460,30838,36394.0,8160000.0
2013-12-06,4415,4470,4415,4455,15850,36353.0,8160000.0
2013-12-09,4460,4485,4415,4415,27303,36026.0,8160000.0
2013-12-10,4405,4440,4380,4415,43505,36026.0,8160000.0
2013-12-11,4410,4440,4375,4425,25915,36108.0,8160000.0
2013-12-12,4370,4420,4355,4400,24733,35904.0,8160000.0
2013-12-13,4260,4375,4260,4370,45615,35659.0,8160000.0
2013-12-16,4335,4395,4335,4375,20467,35700.0,8160000.0
2013-12-17,4330,4390,4330,4385,23416,35782.0,8160000.0
2013-12-18,4430,4440,4360,4385,11699,35782.0,8160000.0
2013-12-19,4370,4410,4325,4395,18814,35863.0,8160000.0
2013-12-20,4355,4445,4355,4420,27070,36067.0,8160000.0
2013-12-23,4420,4420,4360,4395,7484,35863.0,8160000.0
2013-12-24,4400,4425,4380,4405,25080,35945.0,8160000.0
2013-12-26,4440,4445,4390,4405,25614,35945.0,8160000.0
2013-12-27,4385,4400,4340,4390,32435,35822.0,8160000.0
2013-12-30,4350,4370,4330,4370,17344,35659.0,8160000.0
2014-01-02,4340,4380,4155,4335,46530,35374.0,8160000.0
2014-01-03,4345,4380,4300,4300,23704,35088.0,8160000.0
2014-01-06,4350,4350,4270,4335,22068,35374.0,8160000.0
2014-01-07,4215,4335,4215,4335,28956,35374.0,8160000.0
2014-01-08,4355,4355,4250,4335,34866,35374.0,8160000.0
2014-01-09,4305,4350,4280,4345,26891,35455.0,8160000.0
2014-01-10,4355,4380,4295,4330,17054,35333.0,8160000.0
2014-01-13,4330,4330,4280,4290,20981,35006.0,8160000.0
2014-01-14,4350,4350,4285,4305,38552,35129.0,8160000.0
2014-01-15,4315,4320,4290,4310,20577,35170.0,8160000.0
2014-01-16,4300,4320,4285,4320,28642,35251.0,8160000.0
2014-01-17,4320,4320,4270,4305,30296,35129.0,8160000.0
2014-01-20,4280,4305,4230,4295,52648,35047.0,8160000.0
2014-01-21,4245,4295,4245,4270,21315,34843.0,8160000.0
2014-01-22,4285,4290,4250,4290,35860,35006.0,8160000.0
2014-01-23,4295,4300,4255,4265,20224,34802.0,8160000.0
2014-01-24,4215,4265,4215,4250,13893,34680.0,8160000.0
2014-01-27,4200,4210,4065,4140,39142,33782.0,8160000.0
2014-01-28,4100,4150,4100,4100,31348,33456.0,8160000.0
2014-01-29,4100,4190,4100,4175,17007,34068.0,8160000.0
2014-02-03,4130,4175,4110,4155,18526,33905.0,8160000.0
2014-02-04,4165,4165,4095,4150,31178,33864.0,8160000.0
2014-02-05,4165,4165,4115,4150,11717,33864.0,8160000.0
2014-02-06,4150,4160,4100,4150,16229,33864.0,8160000.0
2014-02-07,4125,4180,4125,4175,24284,34068.0,8160000.0
2014-02-10,4170,4215,4150,4210,10110,34354.0,8160000.0
2014-02-11,4185,4250,4185,4240,8091,34598.0,8160000.0
2014-02-12,4240,4275,4215,4250,14736,34680.0,8160000.0
2014-02-13,4240,4245,4205,4220,14656,34435.0,8160000.0
2014-02-14,4230,4255,4210,4245,16725,34639.0,8160000.0
2014-02-17,4255,4255,4215,4245,26239,34639.0,8160000.0
2014-02-18,4250,4250,4215,4230,10122,34517.0,8160000.0
2014-02-19,4250,4250,4200,4240,24054,34598.0,8160000.0
2014-02-20,4255,4255,4175,4250,11991,34680.0,8160000.0
2014-02-21,4260,4270,4235,4270,26624,34843.0,8160000.0
2014-02-24,4290,4310,4240,4305,21687,35129.0,8160000.0
2014-02-25,4305,4345,4260,4315,26055,35210.0,8160000.0
2014-02-26,4315,4340,4225,4290,12262,35006.0,8160000.0
2014-02-27,4270,4320,4270,4295,8896,35047.0,8160000.0
2014-02-28,4330,4330,4250,4295,3226,35047.0,8160000.0
2014-03-03,4300,4300,4230,4300,11581,35088.0,8160000.0
2014-03-04,4310,4310,4240,4290,5170,35006.0,8160000.0
2014-03-05,4330,4330,4270,4300,26324,35088.0,8160000.0
2014-03-06,4300,4325,4260,4280,11412,34925.0,8160000.0
2014-03-07,4265,4300,4255,4295,22634,35047.0,8160000.0
2014-03-10,4330,4400,4310,4345,60196,35455.0,8160000.0
2014-03-11,4370,4370,4305,4340,19064,35414.0,8160000.0
2014-03-12,4330,4360,4300,4330,21446,35333.0,8160000.0
2014-03-13,4340,4400,4320,4355,39003,35537.0,8160000.0
2014-03-14,4340,4395,4300,4380,37361,35741.0,8160000.0
2014-03-17,4400,4495,4370,4440,64545,36230.0,8160000.0
2014-03-18,4445,4535,4430,4490,56346,36638.0,8160000.0
2014-03-19,4530,4540,4465,4505,63353,36761.0,8160000.0
2014-03-20,4500,4530,4440,4460,34967,36394.0,8160000.0
2014-03-21,4460,4490,4415,4470,40784,36475.0,8160000.0
2014-03-24,4485,4540,4450,4510,31483,36802.0,8160000.0
2014-03-25,4575,4575,4455,4500,13092,36720.0,8160000.0
2014-03-26,4520,4520,4455,4495,19720,36679.0,8160000.0
2014-03-27,4525,4535,4435,4535,34759,37006.0,8160000.0
2014-03-28,4570,4570,4470,4500,26963,36720.0,8160000.0
2014-03-31,4500,4720,4500,4720,219007,38515.0,8160000.0
2014-04-01,4720,4790,4660,4725,38656,38556.0,8160000.0
2014-04-02,4765,4765,4680,4720,17929,38515.0,8160000.0
2014-04-03,4750,4750,4630,4660,41955,38026.0,8160000.0
2014-04-04,4600,4680,4580,4635,22973,37822.0,8160000.0
2014-04-07,4620,4675,4525,4535,40802,37006.0,8160000.0
2014-04-08,4535,4570,4500,4555,12732,37169.0,8160000.0
2014-04-09,4515,4570,4505,4550,21163,37128.0,8160000.0
2014-04-10,4550,4590,4500,4510,19495,36802.0,8160000.0
2014-04-11,4470,4550,4460,4530,26620,36965.0,8160000.0
2014-04-14,4530,4585,4500,4535,13631,37006.0,8160000.0
2014-04-15,4585,4585,4500,4535,7303,37006.0,8160000.0
2014-04-16,4545,4560,4515,4545,16732,37087.0,8160000.0
2014-04-17,4580,4580,4525,4545,12780,37087.0,8160000.0
2014-04-18,4560,4565,4505,4550,21411,37128.0,8160000.0
2014-04-21,4550,4550,4515,4545,3129,37087.0,8160000.0
2014-04-22,4555,4555,4510,4545,10346,37087.0,8160000.0
2014-04-23,4570,4570,4495,4510,19961,36802.0,8160000.0
2014-04-24,4530,4530,4470,4505,10332,36761.0,8160000.0
2014-04-25,4505,4530,4470,4510,25672,36802.0,8160000.0
2014-04-28,4470,4515,4460,4510,5529,36802.0,8160000.0
2014-04-29,4515,4520,4470,4515,14621,36842.0,8160000.0
2014-04-30,4520,4520,4450,4500,22582,36720.0,8160000.0
2014-05-02,4555,4555,4455,4500,17354,36720.0,8160000.0
2014-05-07,4475,4525,4460,4495,11634,36679.0,8160000.0
2014-05-08,4460,4500,4420,4495,46156,36679.0,8160000.0
2014-05-09,4510,4510,4430,4495,9509,36679.0,8160000.0
2014-05-12,4455,4515,4440,4480,8702,36557.0,8160000.0
2014-05-13,4475,4490,4445,4445,41164,36271.0,8160000.0
2014-05-14,4440,4475,4360,4360,96186,35578.0,8160000.0
2014-05-15,4335,4385,4335,4345,20394,35455.0,8160000.0
2014-05-16,4345,4385,4305,4345,20990,35455.0,8160000.0
2014-05-19,4345,4445,4345,4400,7173,35904.0,8160000.0
2014-05-20,4440,4440,4320,4380,14858,35741.0,8160000.0
2014-05-21,4400,4400,4325,4365,7007,35618.0,8160000.0
2014-05-22,4365,4440,4365,4400,2836,35904.0,8160000.0
2014-05-23,4430,4430,4370,4395,13295,35863.0,8160000.0
2014-05-26,4395,4440,4350,4395,6837,35863.0,8160000.0
2014-05-27,4415,4415,4325,4350,15776,35496.0,8160000.0
2014-05-28,4330,4390,4310,4350,13339,35496.0,8160000.0
2014-05-29,4360,4365,4310,4365,6524,35618.0,8160000.0
2014-05-30,4365,4390,4295,4385,13846,35782.0,8160000.0
2014-06-02,4385,4385,4300,4355,8881,35537.0,8160000.0
2014-06-03,4355,4360,4290,4355,16735,35537.0,8160000.0
2014-06-05,4350,4375,4305,4365,16951,35618.0,8160000.0
2014-06-09,4365,4400,4310,4355,22553,35537.0,8160000.0
2014-06-10,4315,4360,4310,4340,5533,35414.0,8160000.0
2014-06-11,4320,4355,4320,4355,16701,35537.0,8160000.0
2014-06-12,4355,4500,4355,4420,40232,36067.0,8160000.0
2014-06-13,4420,4430,4370,4400,5936,35904.0,8160000.0
2014-06-16,4375,4490,4375,4375,24202,35700.0,8160000.0
2014-06-17,4380,4445,4365,4435,13178,36190.0,8160000.0
2014-06-18,4455,4480,4400,4440,21363,36230.0,8160000.0
2014-06-19,4460,4470,4410,4450,26814,36312.0,8160000.0
2014-06-20,4470,4470,4390,4455,16526,36353.0,8160000.0
2014-06-23,4410,4480,4390,4400,39213,35904.0,8160000.0
2014-06-24,4420,4420,4375,4395,13625,35863.0,8160000.0
2014-06-25,4395,4395,4295,4350,50954,35496.0,8160000.0
2014-06-26,4360,4365,4300,4350,17809,35496.0,8160000.0
2014-06-27,4350,4385,4260,4350,8628,35496.0,8160000.0
2014-06-30,4330,4390,4310,4355,6817,35537.0,8160000.0
2014-07-01,4395,4510,4390,4485,97048,36598.0,8160000.0
2014-07-02,4485,4500,4420,4495,42046,36679.0,8160000.0
2014-07-03,4495,4500,4440,4485,29255,36598.0,8160000.0
2014-07-04,4455,4485,4445,4470,16807,36475.0,8160000.0
2014-07-07,4475,4480,4415,4455,8554,36353.0,8160000.0
2014-07-08,4490,4490,4410,4460,4824,36394.0,8160000.0
2014-07-09,4460,4460,4405,4460,32262,36394.0,8160000.0
2014-07-10,4480,4480,4430,4470,29995,36475.0,8160000.0
2014-07-11,4480,4485,4440,4465,27008,36434.0,8160000.0
2014-07-14,4485,4650,4470,4575,92350,37332.0,8160000.0
2014-07-15,4590,4670,4550,4575,46926,37332.0,8160000.0
