휴맥스홀딩스(028080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-02-17,12197,12287,11835,12289,1785530,369988.0,27205029.0
2003-02-18,12377,12377,11700,11837,1373284,356386.0,27205029.0
2003-02-19,12153,12514,11927,11927,1406629,359106.0,27205029.0
2003-02-20,12017,12650,11881,12514,1614472,376790.0,27205029.0
2003-02-21,12514,13056,12378,12740,2016567,383591.0,27205029.0
2003-02-24,13055,13236,12784,12786,1179508,384951.0,27205029.0
2003-02-25,12513,12648,11971,12018,1011412,361827.0,27205029.0
2003-02-26,12424,13192,12333,12650,2213636,380870.0,27205029.0
2003-02-27,12468,13507,12423,13373,2362064,402634.0,27205029.0
2003-02-28,13733,13823,12784,13147,1489681,395833.0,27205029.0
2003-03-03,13236,13507,13100,13283,1061755,399914.0,27205029.0
2003-03-04,13145,13191,12694,12786,748029,384951.0,27205029.0
2003-03-05,12424,12514,12017,12153,1053348,365908.0,27205029.0
2003-03-06,12243,12469,11656,11746,907858,353665.0,27205029.0
2003-03-07,11293,11519,10977,11114,967783,334622.0,27205029.0
2003-03-10,11023,11339,10662,10662,777751,321019.0,27205029.0
2003-03-11,10300,11204,10210,11204,1039086,337342.0,27205029.0
2003-03-12,11339,11927,11204,11656,1669644,350945.0,27205029.0
2003-03-13,11655,11700,10932,11340,801222,341423.0,27205029.0
2003-03-14,12062,12695,12017,12695,1120931,382231.0,27205029.0
2003-03-17,12874,12874,11609,11792,2334631,355026.0,27205029.0
2003-03-18,13011,13192,12875,13192,885879,397193.0,27205029.0
2003-03-19,13734,14140,13192,13508,4524867,406715.0,27205029.0
2003-03-20,13914,15088,13868,15090,4439352,454324.0,27205029.0
2003-03-21,15541,15812,15089,15541,2384103,467926.0,27205029.0
2003-03-24,15631,15631,14457,14457,2695769,435280.0,27205029.0
2003-03-25,13552,14004,13281,13373,2022630,402634.0,27205029.0
2003-03-26,13824,14186,13418,13779,2325299,414877.0,27205029.0
2003-03-27,13553,14050,13553,13779,1347199,414877.0,27205029.0
2003-03-28,14094,14907,13959,14593,2531599,439361.0,27205029.0
2003-03-31,14276,14728,13734,13734,1223926,414276.0,27255029.0
2003-04-01,14004,14907,13959,14909,1992505,449708.0,27255029.0
2003-04-02,14908,14908,14321,14728,2092840,444257.0,27255029.0
2003-04-03,15360,15360,13508,14005,3102816,422453.0,27255029.0
2003-04-04,13914,14410,13823,14141,1314824,426541.0,27255029.0
2003-04-07,14502,14863,14050,14457,2554639,436080.0,27255029.0
2003-04-08,14005,14683,13869,14005,1783352,422453.0,27255029.0
2003-04-09,13960,14592,13915,14005,1520174,422453.0,27255029.0
2003-04-10,14005,14366,13779,14005,1090714,422453.0,27255029.0
2003-04-11,14231,14457,13643,13734,1643626,414276.0,27255029.0
2003-04-14,13915,14863,13689,14231,3807271,429267.0,27255029.0
2003-04-15,14457,15405,14411,14683,3541725,442894.0,27255029.0
2003-04-16,15043,15133,14546,14864,1849652,448345.0,27255029.0
2003-04-17,14863,15180,14592,14728,1039842,444257.0,27255029.0
2003-04-18,15224,15901,15224,15813,2849130,476963.0,27255029.0
2003-04-21,15721,16444,15404,16355,1969262,493316.0,27255029.0
2003-04-22,16082,16850,15811,15813,2595468,476963.0,27255029.0
2003-04-23,16082,16398,14636,14909,2762141,449708.0,27255029.0
2003-04-24,14863,15089,13734,13960,2017070,421090.0,27255029.0
2003-04-25,13598,13734,12830,12966,1213787,391110.0,27255029.0
2003-04-28,12559,13372,12559,12921,993598,389747.0,27255029.0
2003-04-29,13326,13868,13281,13825,1440605,417002.0,27255029.0
2003-04-30,13823,13959,13055,13147,1184020,396561.0,27255029.0
2003-05-02,13371,13642,13191,13644,969619,411551.0,27255029.0
2003-05-06,13915,14095,13418,13508,884250,407463.0,27255029.0
2003-05-07,13688,13778,13371,13644,562334,411551.0,27255029.0
2003-05-09,13643,13779,13463,13734,669361,414276.0,27255029.0
2003-05-12,14139,14456,13959,14367,1271827,433355.0,27255029.0
2003-05-13,14592,14999,14005,14005,1862950,422453.0,27255029.0
2003-05-14,14185,14320,13778,13825,545705,417002.0,27255029.0
2003-05-15,13915,14186,13779,14186,707737,427904.0,27255029.0
2003-05-16,14185,14456,13823,13825,797459,417002.0,27255029.0
2003-05-19,13552,13688,13100,13147,749340,396561.0,27255029.0
2003-05-20,12966,13463,12921,13418,552078,404737.0,27255029.0
2003-05-21,13282,13824,13192,13418,791796,404737.0,27255029.0
2003-05-22,13823,14546,13688,13870,2151445,418365.0,27255029.0
2003-05-23,14320,14501,13868,14367,1504644,433355.0,27255029.0
2003-05-26,14727,16037,14546,15406,3814175,464698.0,27255029.0
2003-05-27,16128,16173,14773,14954,2540953,451071.0,27255029.0
2003-05-28,15405,15676,14366,14502,2019710,437443.0,27255029.0
2003-05-29,14365,15766,14365,15090,3063617,455159.0,27255029.0
2003-05-30,15088,15450,14817,15406,1145977,464698.0,27255029.0
2003-06-02,15857,15948,15315,15541,1579454,468786.0,27255029.0
2003-06-03,15675,15721,14636,14638,1492051,441531.0,27255029.0
2003-06-04,14818,15044,14637,14999,947940,452433.0,27255029.0
2003-06-05,15134,15405,14683,14683,860871,442894.0,27255029.0
2003-06-09,14546,14862,14546,14819,583698,446982.0,27255029.0
2003-06-10,14637,15405,14637,15225,1507620,459247.0,27255029.0
2003-06-11,15496,15541,14908,15180,1129258,457884.0,27255029.0
2003-06-12,15314,15450,14998,15316,1062223,461973.0,27255029.0
2003-06-13,15631,16083,15405,15767,2454985,475600.0,27255029.0
2003-06-16,15901,16263,15630,15858,1648098,478326.0,27255029.0
2003-06-17,16263,16263,15630,15677,1778710,472875.0,27255029.0
2003-06-18,15766,15811,14998,15135,1445200,456522.0,27255029.0
2003-06-19,15180,15451,15134,15270,1113691,460610.0,27255029.0
2003-06-20,14908,15134,14818,15044,976816,453796.0,27255029.0
2003-06-23,14953,15133,14546,14638,649596,441531.0,27255029.0
2003-06-24,14456,15495,14456,14819,2101286,446982.0,27255029.0
2003-06-25,15043,15133,14727,14864,706309,448345.0,27255029.0
2003-06-26,14683,14818,14457,14457,775180,436080.0,27255029.0
2003-06-27,14637,14728,14411,14502,707617,437443.0,27255029.0
2003-06-30,14818,15044,14683,14773,926501,445620.0,27255029.0
2003-07-01,14817,15088,14636,15090,766752,455159.0,27255029.0
2003-07-02,15225,15767,15089,15541,2367209,468786.0,27255029.0
2003-07-03,15947,16624,15540,16084,3249036,485140.0,27255029.0
2003-07-04,16082,17980,15901,17665,4785033,532836.0,27255029.0
2003-07-07,18251,19696,18025,19427,4891122,585983.0,27255029.0
2003-07-08,19788,19968,18658,18975,2970129,572356.0,27255029.0
2003-07-09,19336,19607,18613,19020,1540005,573718.0,27255029.0
2003-07-10,19065,21098,19065,20556,4000350,620052.0,27255029.0
2003-07-11,20240,21324,19697,21324,1788956,643219.0,27255029.0
2003-07-14,21594,21594,20374,20376,2875859,614601.0,27255029.0
2003-07-15,20058,20284,17934,17936,5400940,541012.0,27255029.0
2003-07-16,17618,17663,16805,17394,4199046,524659.0,27255029.0
2003-07-18,17031,17844,16127,16174,4165227,487865.0,27255029.0
2003-07-21,16173,16535,15315,15496,2508580,467424.0,27255029.0
2003-07-22,15948,16309,15405,16219,3299588,489228.0,27255029.0
2003-07-23,16038,16309,15405,15451,1841525,466061.0,27255029.0
2003-07-24,15314,15901,15314,15587,2051823,470149.0,27255029.0
2003-07-25,15540,16579,15540,16174,2996447,487865.0,27255029.0
2003-07-28,16445,16625,16038,16264,1831382,490591.0,27255029.0
2003-07-29,16172,16172,15450,15677,1663598,472875.0,27255029.0
2003-07-30,15767,16038,15541,15541,949074,468786.0,27255029.0
2003-07-31,15812,16083,15631,15948,1776065,481051.0,27255029.0
2003-08-01,16082,16127,15766,16084,847642,485140.0,27255029.0
2003-08-04,16083,16806,15902,16264,1619314,490591.0,27255029.0
2003-08-05,16444,16534,15947,16174,879075,487865.0,27255029.0
2003-08-06,15812,15948,15676,15722,856694,474238.0,27255029.0
2003-08-07,15631,15948,15225,15451,1403557,466061.0,27255029.0
2003-08-08,15541,15722,15225,15225,863401,459247.0,27255029.0
2003-08-11,14908,15134,14683,15044,857439,453796.0,27255029.0
2003-08-12,15134,15315,14954,14954,799540,451071.0,27255029.0
2003-08-13,15179,15630,15088,15316,1476303,461973.0,27255029.0
2003-08-14,15359,15856,15133,15316,1048113,461973.0,27255029.0
2003-08-18,15541,15541,15180,15180,725946,457884.0,27255029.0
2003-08-19,15450,15495,14817,14864,1106255,448345.0,27255029.0
2003-08-20,14953,15224,14817,14864,761830,448345.0,27255029.0
2003-08-21,14862,15133,14862,15090,819152,455159.0,27255029.0
2003-08-22,15269,15585,15088,15406,1244859,464698.0,27255029.0
2003-08-25,15766,15856,15269,15361,975883,463335.0,27255029.0
2003-08-26,15314,15766,15088,15090,975534,455159.0,27255029.0
2003-08-27,15133,15269,14862,14909,834062,449708.0,27255029.0
2003-08-28,14907,14998,14320,14367,1151150,433355.0,27255029.0
2003-08-29,14457,14547,14095,14457,735811,436080.0,27255029.0
2003-09-01,14501,14772,14410,14548,656556,438806.0,27255029.0
2003-09-02,14727,14817,14501,14593,485650,440169.0,27255029.0
2003-09-03,14727,14772,14320,14322,620561,431992.0,27255029.0
2003-09-04,14366,14457,13915,13915,711988,419727.0,27255029.0
2003-09-05,13869,14231,13869,13960,472611,421090.0,27255029.0
2003-09-08,13823,13914,13371,13373,507916,403374.0,27255029.0
2003-09-09,13552,14049,13552,13825,726465,417002.0,27255029.0
2003-09-15,13823,14230,13823,14096,395106,425178.0,27255029.0
2003-09-16,14140,14231,13960,14231,310044,429267.0,27255029.0
2003-09-17,14411,14683,14186,14186,563852,427904.0,27255029.0
2003-09-18,14185,14320,13778,13825,341780,417002.0,27255029.0
2003-09-19,13959,14094,13507,13554,417620,408825.0,27255029.0
2003-09-22,13823,14230,13371,13554,1095994,408825.0,27255029.0
2003-09-23,13371,13552,12468,13102,920134,395198.0,27255029.0
2003-09-24,13056,13824,13011,13237,1070007,399286.0,27255029.0
2003-09-25,12829,13055,12558,12560,624833,378845.0,27255029.0
2003-09-26,12377,12784,12106,12108,589701,365217.0,27255029.0
2003-09-29,12016,12152,11429,11566,695853,348864.0,27255029.0
2003-09-30,11701,11791,11159,11204,732235,337962.0,27255029.0
2003-10-01,10841,11067,10706,11069,644034,333874.0,27255029.0
2003-10-02,11293,12016,11248,11611,1275745,350227.0,27255029.0
2003-10-06,11701,11927,11656,11701,682761,352953.0,27255029.0
2003-10-07,12016,12287,11835,12063,624079,363855.0,27255029.0
2003-10-08,12061,12152,11564,11566,410460,348864.0,27255029.0
2003-10-09,11564,11790,11384,11521,398271,347502.0,27255029.0
2003-10-10,11565,11701,11159,11385,880515,343413.0,27255029.0
2003-10-13,11293,11519,11203,11521,652471,347502.0,27255029.0
2003-10-14,11656,11836,11385,11385,712705,343413.0,27255029.0
2003-10-15,11610,12740,11520,12514,3068802,377482.0,27255029.0
2003-10-16,12424,12424,11836,11972,960651,361129.0,27255029.0
2003-10-17,12106,12468,12016,12334,1141122,372031.0,27255029.0
2003-10-20,12333,12695,12288,12469,789037,376119.0,27255029.0
2003-10-21,12513,12694,12061,12063,627277,363855.0,27255029.0
2003-10-22,12061,12197,11519,11837,609484,357041.0,27255029.0
2003-10-23,11564,11700,11293,11295,508020,340688.0,27255029.0
2003-10-24,11112,11835,11112,11295,805325,340688.0,27255029.0
2003-10-27,11112,11248,10841,11114,786970,335237.0,27255029.0
2003-10-28,11112,11203,10977,11024,602867,332511.0,27255029.0
2003-10-29,11294,11339,10888,10888,570964,328423.0,27255029.0
2003-10-30,10933,11475,10933,11475,775675,346139.0,27255029.0
2003-10-31,11610,11701,11339,11475,465900,346139.0,27255029.0
2003-11-03,11385,11565,11249,11385,304399,343413.0,27255029.0
2003-11-04,11564,11835,11338,11340,665473,342051.0,27255029.0
2003-11-05,11293,11384,11022,11114,486715,335237.0,27255029.0
2003-11-06,11113,11746,11113,11656,1057739,351590.0,27255029.0
2003-11-07,11746,11836,11475,11656,510054,351590.0,27255029.0
2003-11-10,11746,12966,11746,12650,2215163,381570.0,27255029.0
2003-11-11,12604,12740,12153,12740,938617,384296.0,27255029.0
2003-11-12,12920,13010,12377,12786,775855,385659.0,27255029.0
2003-11-13,12965,13055,12513,12605,1080986,380208.0,27255029.0
2003-11-14,12558,12965,12332,12379,769470,373394.0,27255029.0
2003-11-17,12198,12469,11927,11927,542682,359766.0,27255029.0
2003-11-18,12061,12558,12061,12560,658357,378845.0,27255029.0
2003-11-19,12288,13327,12288,12469,1917709,376119.0,27255029.0
2003-11-20,12830,13011,12514,12921,944202,389747.0,27255029.0
2003-11-21,12830,13282,12785,12921,1027048,389747.0,27255029.0
2003-11-24,12784,12920,11564,11611,975799,350227.0,27255029.0
2003-11-25,11881,11972,11475,11746,674834,354315.0,27255029.0
2003-11-26,11745,12287,11745,12018,677009,362492.0,27255029.0
2003-11-27,12468,12829,12287,12786,1134242,385659.0,27255029.0
2003-11-28,12740,12966,12559,12695,543902,382933.0,27255029.0
2003-12-01,12921,13056,12740,12966,580213,391110.0,27255029.0
2003-12-02,13101,13237,12695,13011,825923,392472.0,27255029.0
2003-12-03,13010,13417,12829,12876,764940,388384.0,27255029.0
2003-12-04,12830,12921,12604,12650,517775,381570.0,27255029.0
2003-12-05,12740,12966,12514,12514,448815,377482.0,27255029.0
2003-12-08,12332,12558,12287,12289,417758,370668.0,27255029.0
2003-12-09,12424,12559,12288,12424,299339,374757.0,27255029.0
2003-12-10,12288,12424,11927,12153,342308,366580.0,27255029.0
2003-12-11,12153,12288,12062,12153,344473,366580.0,27255029.0
2003-12-12,12288,12695,12062,12514,788098,377482.0,27255029.0
2003-12-15,12830,12830,12514,12650,378323,381570.0,27255029.0
2003-12-16,12377,12603,12242,12379,397439,373394.0,27255029.0
2003-12-17,12468,12558,12016,12018,457709,362492.0,27255029.0
2003-12-18,12017,12424,12017,12424,434534,374757.0,27255029.0
2003-12-19,12558,12603,12061,12063,369855,363855.0,27255029.0
2003-12-22,11926,12197,11564,11566,344046,348864.0,27255029.0
2003-12-23,11656,12243,11656,11972,548021,361129.0,27255029.0
2003-12-24,11972,12153,11791,11972,237017,361129.0,27255029.0
2003-12-26,11971,12152,11790,11792,202963,355678.0,27255029.0
2003-12-29,11655,12197,11655,12018,200100,362492.0,27255029.0
2003-12-30,12152,12377,12016,12379,380026,373394.0,27255029.0
2004-01-02,12469,12830,12378,12469,635237,376119.0,27255029.0
2004-01-05,12559,12830,12469,12740,506162,384296.0,27255029.0
2004-01-06,12830,12875,12514,12514,499786,377482.0,27255029.0
2004-01-07,12649,13959,12649,13554,1903713,408825.0,27255029.0
2004-01-08,13778,14094,13597,13870,1201198,418365.0,27255029.0
2004-01-09,14231,14231,13463,13915,1099965,419727.0,27255029.0
2004-01-12,14004,14049,13552,13554,610048,408825.0,27255029.0
2004-01-13,13552,13642,13100,13147,771030,396561.0,27255029.0
2004-01-14,13101,13508,13056,13508,493876,407463.0,27255029.0
2004-01-15,13463,13508,12966,12966,420401,391110.0,27255029.0
2004-01-16,13010,13191,12920,13102,299688,395198.0,27255029.0
2004-01-19,13192,13598,13192,13192,477019,397923.0,27255029.0
2004-01-20,13236,13642,13236,13599,641971,410188.0,27255029.0
2004-01-26,13779,13824,12966,13011,591091,392472.0,27255029.0
2004-01-27,13101,13237,12559,12650,585012,381570.0,27255029.0
2004-01-28,12650,12921,12559,12695,522886,382933.0,27255029.0
2004-01-29,12739,13326,12694,13147,904484,396561.0,27255029.0
2004-01-30,13236,13326,12649,12786,458530,385659.0,27255029.0
2004-02-02,12784,13055,12649,12831,383256,387021.0,27255029.0
2004-02-03,12875,13327,12695,12695,888532,382933.0,27255029.0
2004-02-04,12649,12785,12153,12198,607275,367943.0,27255029.0
2004-02-05,12197,12377,12061,12289,326534,370668.0,27255029.0
2004-02-06,12288,12333,12153,12198,293365,367943.0,27255029.0
2004-02-09,12333,12469,12243,12469,304596,376119.0,27255029.0
2004-02-10,12423,12558,12242,12334,208793,372031.0,27255029.0
2004-02-11,12243,12288,11656,11701,1417939,352953.0,27255029.0
2004-02-12,11564,11564,10932,11069,1072088,333874.0,27255029.0
2004-02-13,10888,11159,10797,10933,670627,329786.0,27255029.0
2004-02-16,10977,11158,10932,11114,468375,335237.0,27255029.0
2004-02-17,10887,11022,9802,9804,1970082,295717.0,27255029.0
2004-02-18,9758,9939,9442,9939,949674,299805.0,27255029.0
2004-02-19,10255,10436,9758,9939,1074141,299805.0,27255029.0
2004-02-20,9668,10255,9668,10210,738091,307982.0,27255029.0
2004-02-23,10210,10255,9939,9984,356835,301168.0,27255029.0
2004-02-24,9757,10028,9757,9804,427489,295717.0,27255029.0
2004-02-25,9848,10029,9848,9894,246309,298443.0,27255029.0
2004-02-26,10074,10391,9984,10120,665220,305256.0,27255029.0
2004-02-27,10210,10481,10029,10481,566931,316158.0,27255029.0
2004-03-02,10571,10662,10391,10481,448175,316158.0,27255029.0
2004-03-03,10481,10526,10300,10391,329827,313433.0,27255029.0
2004-03-04,10481,10526,10300,10481,309688,316158.0,27255029.0
2004-03-05,10436,10526,10165,10210,412923,307982.0,27255029.0
2004-03-08,10210,10300,9984,9984,314112,301168.0,27255029.0
2004-03-09,9938,10119,9938,10030,254895,302531.0,27255029.0
2004-03-10,9938,10028,9712,9759,331214,294354.0,27255029.0
2004-03-11,9577,9758,9397,9668,482064,291629.0,27255029.0
2004-03-12,9442,9532,8547,9126,705040,275276.0,27255029.0
2004-03-15,9080,9171,8827,8918,510954,269007.0,27255029.0
2004-03-16,8718,8754,8537,8566,558612,258378.0,27255029.0
2004-03-17,8665,9351,8611,9126,1174515,275276.0,27255029.0
2004-03-18,9260,9260,9007,9081,479985,273913.0,27255029.0
2004-03-19,9170,9215,9025,9036,363448,272550.0,27255029.0
2004-03-22,8989,9079,8700,8738,416110,263556.0,27255029.0
2004-03-23,8591,8826,8591,8783,278849,264919.0,27255029.0
2004-03-24,8710,8873,8656,8665,310060,261376.0,27255029.0
2004-03-25,8528,8655,8221,8223,711766,248021.0,27255029.0
2004-03-26,8402,8411,8076,8078,508902,243660.0,27255029.0
2004-03-29,8076,8384,8076,8268,357144,249384.0,27255029.0
2004-03-30,8267,9216,8267,9216,2366951,278001.0,27255029.0
2004-03-31,9486,9531,9034,9262,1012651,279364.0,27255029.0
2004-04-01,9350,9622,9079,9578,816955,288903.0,27255029.0
2004-04-02,9532,9668,9306,9668,752915,291629.0,27255029.0
2004-04-06,9938,9983,9576,9759,654959,294354.0,27255029.0
2004-04-07,9622,9802,9260,9307,679105,280727.0,27255029.0
2004-04-08,9487,9939,9351,9623,951069,290266.0,27255029.0
2004-04-09,9532,9668,9306,9668,560548,291629.0,27255029.0
2004-04-12,9893,10299,9757,9759,1497858,294354.0,27255029.0
2004-04-13,9983,9983,9667,9804,541498,295717.0,27255029.0
2004-04-14,9713,10210,9713,10120,740625,305256.0,27255029.0
2004-04-16,10074,10391,9894,9939,616781,299805.0,27255029.0
2004-04-19,10029,10391,9984,10165,873402,306619.0,27255029.0
2004-04-20,10164,10299,9983,10075,507231,303894.0,27255029.0
2004-04-21,9938,10390,9938,10256,1087386,309345.0,27255029.0
2004-04-22,10391,10526,10300,10391,883644,313433.0,27255029.0
2004-04-23,10615,10661,10209,10256,707811,309345.0,27255029.0
2004-04-26,10344,10344,9757,9804,721471,295717.0,27255029.0
2004-04-27,9939,10074,8638,8638,2163799,260558.0,27255029.0
2004-04-28,8492,8537,8076,8078,1465962,243660.0,27255029.0
2004-04-29,7770,8231,7770,8132,1085737,245295.0,27255029.0
2004-04-30,7960,8123,7815,7861,586057,237119.0,27255029.0
2004-05-03,7734,8014,7734,7897,313058,238209.0,27255029.0
2004-05-04,7933,8249,7933,8150,463317,245840.0,27255029.0
2004-05-06,8095,8212,7778,7798,290175,235211.0,27255029.0
2004-05-07,7733,7769,7317,7518,345847,226762.0,27255029.0
2004-05-10,7391,7490,6713,6912,438829,208501.0,27255029.0
2004-05-11,6785,7047,6605,6894,284017,207956.0,27255029.0
2004-05-12,6966,7337,6966,7183,530841,216677.0,27255029.0
2004-05-13,6965,7263,6947,6958,297922,209864.0,27255029.0
2004-05-14,7046,7182,6775,6804,289837,205230.0,27255029.0
2004-05-17,6713,6903,6053,6099,282176,183971.0,27255029.0
2004-05-18,5963,6415,5710,6135,530424,185062.0,27255029.0
2004-05-19,6152,6351,6152,6244,740441,188332.0,27255029.0
2004-05-20,6143,6143,5528,5539,831156,167073.0,27255029.0
2004-05-21,5593,5692,5520,5575,794712,168164.0,27255029.0
2004-05-24,5692,5900,5656,5873,930777,177158.0,27255029.0
2004-05-25,5737,5782,5566,5629,577341,169799.0,27255029.0
2004-05-27,5781,5909,5728,5819,999815,175522.0,27255029.0
2004-05-28,5927,6207,5900,5936,1415028,179066.0,27255029.0
2004-05-31,5962,6143,5944,5973,736147,180156.0,27255029.0
2004-06-01,5963,6008,5800,5828,530526,175795.0,27255029.0
2004-06-02,5828,5927,5782,5828,443929,175795.0,27255029.0
2004-06-03,5900,6487,5873,6108,2079376,184244.0,27255029.0
2004-06-04,6234,6749,6234,6614,2230001,199507.0,27255029.0
2004-06-07,6785,6794,6541,6632,929939,200052.0,27255029.0
2004-06-08,6685,6730,6396,6461,734497,194873.0,27255029.0
2004-06-09,6513,7028,6513,7030,1848317,212044.0,27255029.0
2004-06-10,6939,7463,6876,7183,1673941,216677.0,27255029.0
2004-06-11,7272,7308,6775,6967,965875,210136.0,27255029.0
2004-06-14,7029,7327,6957,7174,1104433,216405.0,27255029.0
2004-06-15,7056,7174,6596,6894,874819,207956.0,27255029.0
2004-06-16,6912,7093,6568,6686,705604,201687.0,27255029.0
2004-06-17,6622,6829,6531,6533,588523,197054.0,27255029.0
2004-06-18,6468,6685,6278,6280,604030,189422.0,27255029.0
2004-06-21,6378,6739,6251,6741,1001471,203323.0,27255029.0
2004-06-22,6757,6820,6558,6804,486544,205230.0,27255029.0
2004-06-23,6884,6974,6504,6515,522953,196509.0,27255029.0
2004-06-24,6640,7046,6640,7048,1017161,212589.0,27255029.0
2004-06-25,7092,7128,6902,7057,631216,212862.0,27255029.0
2004-06-28,7047,7056,6885,6885,474374,207683.0,27255029.0
2004-06-29,6885,7192,6885,7138,547158,215315.0,27255029.0
2004-06-30,7498,7616,7263,7265,1151457,219130.0,27255029.0
2004-07-01,7346,7346,7056,7093,615652,213952.0,27255029.0
2004-07-02,6975,7020,6758,6885,487497,207683.0,27255029.0
2004-07-05,6876,7192,6876,7183,779023,216677.0,27255029.0
2004-07-06,7138,7300,7084,7120,391051,214770.0,27255029.0
2004-07-07,6866,7019,6830,6994,273055,210954.0,27255029.0
2004-07-08,6966,7409,6921,7102,778386,214225.0,27255029.0
2004-07-09,7499,7951,7499,7951,2182323,239844.0,27255029.0
2004-07-12,8493,8900,8330,8900,4302381,268462.0,27255029.0
2004-07-13,8764,8809,7879,7951,3925330,239844.0,27255029.0
2004-07-14,7861,8285,7544,7590,1992009,228942.0,27255029.0
2004-07-15,7680,8023,7635,7888,1805265,237936.0,27255029.0
2004-07-16,7887,7905,7471,7581,878361,228670.0,27255029.0
2004-07-19,7498,8366,7471,8033,2103153,242297.0,27255029.0
2004-07-20,7932,8275,7697,7744,1198503,233576.0,27255029.0
2004-07-21,7950,8085,7733,7771,849386,234393.0,27255029.0
2004-07-22,7607,8474,7607,8051,2768941,242842.0,27255029.0
2004-07-23,8086,8656,8086,8150,2616670,245840.0,27255029.0
2004-07-26,8222,8394,7888,8159,1294775,246113.0,27255029.0
2004-07-27,8222,8321,7888,7915,1066765,238754.0,27255029.0
2004-07-28,7769,7860,6974,7003,2369493,211226.0,27255029.0
2004-07-29,6830,6992,6242,6262,1076314,188877.0,27255029.0
2004-07-30,6396,6540,6260,6289,691272,189695.0,27255029.0
2004-08-02,6206,6486,6188,6226,442669,187787.0,27255029.0
2004-08-03,6233,6314,5781,5964,558884,179883.0,27255029.0
2004-08-04,5836,6125,5763,6036,549317,182064.0,27255029.0
2004-08-05,6099,6415,6090,6343,624281,191330.0,27255029.0
2004-08-06,6197,6287,6134,6208,321944,187242.0,27255029.0
2004-08-09,6143,6414,6098,6307,324252,190240.0,27255029.0
2004-08-10,6334,7029,6334,6921,1634855,208774.0,27255029.0
2004-08-11,7002,7002,6641,6659,782109,200870.0,27255029.0
2004-08-12,6766,6866,6685,6759,406814,203868.0,27255029.0
2004-08-13,6505,6596,6234,6343,1459953,191330.0,27255029.0
2004-08-16,6442,6451,6334,6370,386103,192148.0,27255029.0
2004-08-17,6460,6587,6343,6361,468992,191875.0,27255029.0
2004-08-18,6325,6650,6325,6650,1039953,200597.0,27255029.0
2004-08-19,6757,6893,6685,6777,780894,204413.0,27255029.0
2004-08-20,6775,7001,6649,6768,854242,204140.0,27255029.0
2004-08-23,6867,7038,6831,6930,687235,209046.0,27255029.0
2004-08-24,6975,7002,6803,6849,310370,206593.0,27255029.0
2004-08-25,6911,7083,6866,6967,594821,210136.0,27255029.0
2004-08-26,7129,7129,6849,6858,571477,206866.0,27255029.0
2004-08-27,6857,7083,6631,6777,991209,204413.0,27255029.0
2004-08-30,6766,6911,6721,6723,362670,202777.0,27255029.0
2004-08-31,6721,7001,6721,6822,611703,205775.0,27255029.0
2004-09-01,6831,6966,6785,6876,448660,207411.0,27255029.0
2004-09-02,6885,6984,6831,6939,354451,209319.0,27255029.0
2004-09-03,6974,7064,6784,6822,407201,205775.0,27255029.0
2004-09-06,6812,6876,6749,6876,246073,207411.0,27255029.0
2004-09-07,6902,6902,6793,6813,231814,205503.0,27255029.0
2004-09-08,6776,6858,6659,6659,326722,200870.0,27255029.0
2004-09-09,6605,6731,6568,6641,315889,200324.0,27255029.0
2004-09-10,6641,6722,6623,6659,235929,200870.0,27255029.0
2004-09-13,6658,6857,6658,6768,376022,204140.0,27255029.0
2004-09-14,6903,7174,6876,7120,1349637,214770.0,27255029.0
2004-09-15,7272,7272,6956,6958,633559,209864.0,27255029.0
2004-09-16,6912,6939,6785,6858,404624,206866.0,27255029.0
2004-09-17,6866,6911,6712,6714,341511,202505.0,27255029.0
2004-09-20,6676,6802,6676,6714,263233,202505.0,27255029.0
2004-09-21,6721,6829,6712,6732,234066,203050.0,27255029.0
2004-09-22,6811,6848,6513,6515,302225,196509.0,27255029.0
2004-09-23,6459,6595,6459,6488,198744,195691.0,27255029.0
2004-09-24,6477,6549,6477,6533,161418,197054.0,27255029.0
2004-09-30,6504,6558,6486,6488,171852,195691.0,27255029.0
2004-10-01,6495,6640,6495,6551,191137,197599.0,27255029.0
2004-10-04,6641,6641,6559,6632,402049,200052.0,27255029.0
2004-10-05,6640,6811,6577,6813,543968,205503.0,27255029.0
2004-10-06,6840,6912,6677,6677,800378,201415.0,27255029.0
2004-10-07,6685,6712,6522,6524,409407,196781.0,27255029.0
2004-10-08,6432,6531,6432,6452,322783,194601.0,27255029.0
2004-10-11,6414,6513,6378,6479,254161,195419.0,27255029.0
2004-10-12,6432,6757,6360,6488,522425,195691.0,27255029.0
2004-10-13,6623,6623,6415,6415,319242,193511.0,27255029.0
2004-10-14,6387,6694,6387,6479,660207,195419.0,27255029.0
2004-10-15,6415,6659,6415,6442,346235,194328.0,27255029.0
2004-10-18,6460,6505,6352,6370,340420,192148.0,27255029.0
2004-10-19,6433,6523,6334,6334,383890,191058.0,27255029.0
2004-10-20,6279,6415,6189,6189,416553,186697.0,27255029.0
2004-10-21,6215,6278,5899,6063,345152,182881.0,27255029.0
2004-10-22,6008,6162,6008,6135,224286,185062.0,27255029.0
2004-10-25,6061,6342,6061,6262,538201,188877.0,27255029.0
2004-10-26,6334,6406,6189,6189,413809,186697.0,27255029.0
