에스제이케이(080440),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-09-23,47601,47601,45296,45316,11764,12273.0,17787295.0
2008-09-24,44317,47603,44317,46299,10203,12540.0,17787295.0
2008-09-25,46608,47599,44636,44990,25526,12184.0,17787295.0
2008-09-26,45953,45953,44315,45974,13451,12451.0,17787295.0
2008-09-29,45953,47268,44967,45974,1043,12451.0,17787295.0
2008-09-30,46282,46282,40042,45316,11955,12273.0,17787295.0
2008-10-01,45626,45955,44317,45642,10911,12362.0,17787295.0
2008-10-02,45948,48249,44310,47289,30953,12807.0,17787295.0
2008-10-06,48589,51214,44974,45642,77932,12362.0,17787295.0
2008-10-07,44310,47273,44310,47289,11073,12807.0,17787295.0
2008-10-08,45624,47268,43986,45974,16285,12451.0,17787295.0
2008-10-09,45948,47268,43658,46631,18791,12629.0,17787295.0
2008-10-10,44312,45622,41031,42361,17500,11473.0,17787295.0
2008-10-13,45627,45627,40045,44333,14978,12006.0,17787295.0
2008-10-14,46949,46949,43986,45974,20169,12451.0,17787295.0
2008-10-15,49899,49899,43664,45642,12961,12362.0,17787295.0
2008-10-16,44641,44960,41678,43676,11280,11829.0,17787295.0
2008-10-17,46282,46282,39395,42035,39037,11384.0,17787295.0
2008-10-20,43987,43987,39714,42035,15166,11384.0,17787295.0
2008-10-21,42672,46606,41347,41377,7809,11206.0,17787295.0
2008-10-22,41681,46606,40037,41377,30234,11206.0,17787295.0
2008-10-23,39711,43326,35449,39079,61377,10583.0,17787295.0
2008-10-24,41361,41361,33483,33494,11444,9072.0,17787295.0
2008-10-27,30530,34788,28558,31522,39310,8538.0,17787295.0
2008-10-28,27239,32169,27239,28898,24443,7826.0,17787295.0
2008-10-29,31836,33146,26911,30870,38565,8360.0,17787295.0
2008-10-30,31502,35451,31502,35466,26560,9605.0,17787295.0
2008-10-31,40370,40370,34464,38090,16609,10317.0,17787295.0
2008-11-03,38065,41681,35441,41377,58514,11206.0,17787295.0
2008-11-04,43339,43339,39724,40720,3275,11028.0,17787295.0
2008-11-05,40709,42352,35450,36775,95193,9961.0,17787295.0
2008-11-06,33471,39705,31828,31853,30375,8627.0,17787295.0
2008-11-07,31841,32822,30192,30213,31395,8182.0,17787295.0
2008-11-10,31837,34472,31180,34477,37645,9338.0,17787295.0
2008-11-11,36103,38723,34460,34809,40398,9427.0,17787295.0
2008-11-12,34790,37096,32829,35135,15544,9516.0,17787295.0
2008-11-13,36439,36439,32829,35135,8645,9516.0,17787295.0
2008-11-14,39053,39053,33481,35792,3902,9694.0,17787295.0
2008-11-17,34460,36756,33150,36124,10351,9783.0,17787295.0
2008-11-18,36100,36100,30842,31196,36263,8449.0,17787295.0
2008-11-19,32822,32822,30850,30870,8344,8360.0,17787295.0
2008-11-20,29539,29539,26257,26268,81627,7115.0,17787295.0
2008-11-21,26257,26586,22323,26268,54436,7115.0,17787295.0
2008-11-24,27572,27572,25929,27583,9438,7471.0,17787295.0
2008-11-25,27568,31507,26258,28240,15451,7649.0,17787295.0
2008-11-26,29537,29537,25927,26600,27497,7204.0,17787295.0
2008-11-27,27568,28887,26582,28240,37567,7649.0,17787295.0
2008-11-28,28552,28552,26575,27915,20629,7792.0,18334406.0
2008-12-01,29544,29544,27239,27583,8849,7700.0,18334406.0
2008-12-02,26582,30850,26582,30213,26362,8434.0,18334406.0
2008-12-03,30842,32819,29204,32511,52435,9076.0,18334406.0
2008-12-04,32488,36761,32488,35466,67460,9901.0,18334406.0
2008-12-05,35448,37096,32495,35135,30215,9809.0,18334406.0
2008-12-08,35786,40383,32499,39731,85088,11092.0,18334406.0
2008-12-09,41357,42671,37084,40062,43307,11184.0,18334406.0
2008-12-10,40701,40701,36105,40388,69326,11276.0,18334406.0
2008-12-11,40705,41696,38080,40720,63874,11367.0,18334406.0
2008-12-12,40368,40368,35115,38422,60757,10726.0,18334406.0
2008-12-15,40035,40035,35772,39079,12099,10909.0,18334406.0
2008-12-16,40706,40706,36110,36449,25330,10176.0,18334406.0
2008-12-17,35450,39728,34798,37433,16629,10451.0,18334406.0
2008-12-18,35792,38735,35792,36449,21670,10176.0,18334406.0
2008-12-19,35775,37413,34121,36124,44980,10084.0,18334406.0
2008-12-22,36106,36106,31171,33168,50557,9259.0,18334406.0
2008-12-23,33138,34776,30518,31853,19325,8892.0,18334406.0
2008-12-24,31835,34130,31177,31522,17301,8801.0,18334406.0
2008-12-26,34785,34785,28213,30538,52067,8525.0,18334406.0
2008-12-29,34469,34469,29868,32179,6063,8984.0,18334406.0
2008-12-30,33149,33149,30849,31522,31557,8801.0,18334406.0
2009-01-02,35117,35117,30849,32836,4410,9167.0,18334406.0
2009-01-05,28882,33807,28882,32836,29805,9167.0,18334406.0
2009-01-06,31502,32822,30193,30870,42509,8617.0,18334406.0
2009-01-07,31178,33807,30849,32836,31509,9167.0,18334406.0
2009-01-08,30842,33477,30842,33168,7440,9259.0,18334406.0
2009-01-09,32174,35127,32174,33494,13926,9351.0,18334406.0
2009-01-12,32819,33471,31166,31853,15275,8892.0,18334406.0
2009-01-13,31511,33807,30530,32836,21843,9167.0,18334406.0
2009-01-14,32826,33155,31511,32836,19577,9167.0,18334406.0
2009-01-15,31833,32819,31505,32511,22577,9076.0,18334406.0
2009-01-16,32819,32819,31833,32511,2223,9076.0,18334406.0
2009-01-19,32485,32819,31171,32511,8101,9076.0,18334406.0
2009-01-20,32497,34793,31511,32836,22044,9167.0,18334406.0
2009-01-21,32164,34783,32164,34151,27554,9534.0,18334406.0
2009-01-22,33148,38730,31833,32511,20690,9076.0,18334406.0
2009-01-23,32164,34131,31835,34151,39281,9534.0,18334406.0
2009-01-28,34134,35448,33148,33168,5688,9259.0,18334406.0
2009-01-29,32821,34779,32821,34809,6851,9717.0,18334406.0
2009-01-30,34793,34793,32831,33494,1319,9351.0,18334406.0
2009-02-02,36767,37096,33486,35135,15394,9809.0,18334406.0
2009-02-03,33474,36756,33474,36124,4936,10084.0,18334406.0
2009-02-04,34453,40692,34453,37764,7106,10542.0,18334406.0
2009-02-05,41028,41028,37741,40062,32244,11184.0,18334406.0
2009-02-06,39390,41347,38065,41377,47815,11551.0,18334406.0
2009-02-09,43329,43329,40376,42035,74596,11734.0,18334406.0
2009-02-10,42004,45296,40042,45316,73170,12651.0,18334406.0
2009-02-11,45953,45953,44643,45974,9943,12834.0,18334406.0
2009-02-12,47275,47604,45950,47614,17188,13292.0,18334406.0
2009-02-13,48584,53514,47613,51553,77018,14393.0,18334406.0
2009-02-16,52202,52521,46615,49912,88111,13934.0,18334406.0
2009-02-17,50883,50883,44649,47289,125590,13201.0,18334406.0
2009-02-18,46617,47270,42021,45642,70326,12742.0,18334406.0
2009-02-19,51212,51212,43334,45974,9455,12834.0,18334406.0
2009-02-20,45296,49240,42995,45974,27008,12834.0,18334406.0
2009-02-23,51542,51542,42021,45642,20141,12742.0,18334406.0
2009-02-24,45626,49242,40701,45642,59390,12742.0,18334406.0
2009-02-25,45620,51859,44644,46631,31784,13017.0,18334406.0
2009-02-26,49902,49902,45624,45974,26119,12834.0,18334406.0
2009-02-27,47273,52522,43991,47289,33889,13201.0,18334406.0
2009-03-02,44643,46610,44643,45974,129650,12834.0,18334406.0
2009-03-03,41033,47268,41033,45974,13536,12834.0,18334406.0
2009-03-04,43334,45953,43334,45974,9780,12834.0,18334406.0
2009-03-05,47930,47930,44648,44659,230,12467.0,18334406.0
2009-03-06,43338,47930,43338,44659,39236,12467.0,18334406.0
2009-03-09,44965,47918,42674,44990,2749,12559.0,18334406.0
2009-03-10,44982,45634,40047,44001,18239,12284.0,18334406.0
2009-03-11,44641,45941,43321,43676,5586,12192.0,18334406.0
2009-03-12,43333,45953,43333,43344,1881,12101.0,18334406.0
2009-03-13,42674,45293,42012,43018,30156,12009.0,18334406.0
2009-03-16,45946,45946,43332,44333,45667,12376.0,18334406.0
2009-03-17,42674,45622,42674,44990,38160,12559.0,18334406.0
2009-03-18,44317,46612,44317,46299,7200,12926.0,18334406.0
2009-03-19,46617,47270,44974,45642,2016,12742.0,18334406.0
2009-03-20,46284,47270,42673,45642,24261,12742.0,18334406.0
2009-03-23,46612,47270,44969,46299,21398,12926.0,18334406.0
2009-03-24,45955,46289,41035,46299,126558,12926.0,18334406.0
2009-03-25,48247,51538,47266,50244,42779,14026.0,18334406.0
2009-03-26,50559,52522,44972,51885,59161,14484.0,18334406.0
2009-03-27,52205,52205,48913,51553,21778,14393.0,18334406.0
2009-03-30,51871,51871,49904,50895,11664,14209.0,18334406.0
2009-03-31,52516,55474,49902,51227,15272,14301.0,18334406.0
2009-04-01,52205,52205,49904,51553,3762,14393.0,18334406.0
2009-04-02,52203,59095,50569,50570,39038,14117.0,18334406.0
2009-04-03,54162,54162,49900,50244,4300,14026.0,18334406.0
2009-04-06,52528,52528,48584,51553,17243,14393.0,18334406.0
2009-04-07,52518,54162,49237,52210,41196,14576.0,18334406.0
2009-04-08,52193,52522,49559,52542,31506,14668.0,18334406.0
2009-04-09,57453,57453,50557,52868,44704,14759.0,18334406.0
2009-04-10,53186,53186,51214,51553,37475,14393.0,18334406.0
2009-04-13,52524,52857,49894,52868,101978,14759.0,18334406.0
2009-04-14,55801,55801,51204,54183,40466,15126.0,18334406.0
2009-04-15,54170,54170,50231,50570,47700,14117.0,18334406.0
2009-04-16,52526,55813,49244,49255,10627,13751.0,18334406.0
2009-04-17,51864,52522,45948,52542,12527,14668.0,18334406.0
2009-04-20,52850,52850,49902,51227,4209,14301.0,18334406.0
2009-04-21,52518,52518,43660,52210,125661,14576.0,18334406.0
2009-04-22,52193,52845,49559,52542,27820,14668.0,18334406.0
2009-04-23,52195,55148,49905,54840,92920,15309.0,18334406.0
2009-04-24,53189,55813,49897,50570,18093,14117.0,18334406.0
2009-04-27,52522,52522,50226,51885,2914,14484.0,18334406.0
2009-04-28,52522,52522,48906,51885,75272,14484.0,18334406.0
2009-04-29,50564,52521,49239,49912,23705,13934.0,18334406.0
2009-04-30,52519,52519,48247,50244,126509,14026.0,18334406.0
2009-05-04,51857,51857,48899,48929,9062,13659.0,18334406.0
2009-05-06,48261,54171,48261,51553,73168,14393.0,18334406.0
2009-05-07,53836,53836,50221,51227,10753,14301.0,18334406.0
2009-05-08,52517,53832,51207,53200,44440,14851.0,18334406.0
2009-05-11,53176,54820,52195,54840,51487,15309.0,18334406.0
2009-05-12,54812,63019,53831,63049,191509,17601.0,18334406.0
2009-05-13,72236,72236,55155,55166,621772,15401.0,18334406.0
2009-05-14,54822,57456,53512,56481,130617,15768.0,18334406.0
2009-05-15,56470,57779,53183,54508,192253,15218.0,18334406.0
2009-05-18,54498,62366,52516,57138,307899,15951.0,18334406.0
2009-05-19,57773,58106,54820,55498,104889,15493.0,18334406.0
2009-05-20,56470,59094,54827,55823,76082,15584.0,18334406.0
2009-05-21,58110,58110,55158,56806,74010,15859.0,18334406.0
2009-05-22,56470,57127,54164,54508,109871,15218.0,18334406.0
2009-05-25,54496,55148,52514,54840,161415,15309.0,18334406.0
2009-05-26,57123,57775,53512,57138,76184,15951.0,18334406.0
2009-05-27,57125,61721,54500,57464,198755,16043.0,18334406.0
2009-05-28,57775,59095,54160,58453,126203,16318.0,18334406.0
2009-05-29,59749,59749,56467,56806,46052,15859.0,18334406.0
2009-06-01,58438,58438,55156,57796,102715,16134.0,18334406.0
2009-06-02,59095,60066,55803,58453,80947,16318.0,18334406.0
2009-06-03,59095,59095,56466,58453,42997,16318.0,18334406.0
2009-06-04,58430,59406,54815,56155,113712,15676.0,18334406.0
2009-06-05,56139,57130,53848,56806,63409,15859.0,18334406.0
2009-06-08,57780,58437,55808,56481,53921,15768.0,18334406.0
2009-06-09,56465,57780,55156,56481,110479,15768.0,18334406.0
2009-06-10,56787,56787,54486,56155,52615,15676.0,18334406.0
2009-06-11,56136,56789,53845,54508,44876,15218.0,18334406.0
2009-06-12,55470,55804,52850,53200,22166,14851.0,18334406.0
2009-06-15,54503,54503,51216,53851,13145,15034.0,18334406.0
2009-06-16,53513,53841,50226,51885,82845,14484.0,18334406.0
2009-06-17,49894,52518,49894,52210,19135,14576.0,18334406.0
2009-06-18,52195,52857,50885,52868,6760,14759.0,18334406.0
2009-06-19,52522,55475,50883,52542,7949,14668.0,18334406.0
2009-06-22,52521,52521,48253,49912,8024,13934.0,18334406.0
2009-06-23,48906,51207,48906,51227,11705,14301.0,18334406.0
2009-06-24,52205,52205,49570,50895,28704,14209.0,18334406.0
2009-06-25,52195,56786,44641,54183,404670,15126.0,18334406.0
2009-06-26,57122,57456,52526,55823,73835,15584.0,18334406.0
2009-06-29,55818,56794,51550,55166,10201,15401.0,18334406.0
2009-06-30,55151,57452,50555,52542,8375,14668.0,18334406.0
2009-07-01,49240,55151,47920,52542,17192,14668.0,18334406.0
2009-07-02,54165,54165,50226,52542,43983,14668.0,18334406.0
2009-07-03,54503,54503,51868,53851,12331,15034.0,18334406.0
2009-07-06,53848,53848,49900,53525,25026,14943.0,18334406.0
2009-07-07,51857,54157,50557,54183,40393,15126.0,18334406.0
2009-07-08,55477,55477,51862,54840,123778,15309.0,18334406.0
2009-07-09,54826,55479,53183,54508,205444,15218.0,18334406.0
2009-07-10,53838,55476,51866,52868,84644,14759.0,18334406.0
2009-07-13,52850,54813,50878,53200,84331,14851.0,18334406.0
2009-07-14,51860,53169,50226,53200,89214,14851.0,18334406.0
2009-07-15,52202,54826,51864,54508,112125,15218.0,18334406.0
2009-07-16,55806,56463,54163,55498,109380,15493.0,18334406.0
2009-07-17,56787,57111,53510,56155,60287,15676.0,18334406.0
2009-07-20,56137,59419,54827,57796,70572,16134.0,18334406.0
2009-07-21,59099,59099,53846,55166,89034,15401.0,18334406.0
2009-07-22,55155,56136,52860,55166,61293,15401.0,18334406.0
2009-07-23,55813,57780,54169,55823,53160,15584.0,18334406.0
2009-07-24,57768,57768,53834,56155,18900,15676.0,18334406.0
2009-07-27,56787,56787,53510,54840,104188,15309.0,18334406.0
2009-07-28,55149,56453,53510,56155,112065,15676.0,18334406.0
2009-07-29,56470,63686,55813,62392,190846,17418.0,18334406.0
2009-07-30,61396,66321,57123,59111,558764,16501.0,18334406.0
2009-07-31,58765,61071,58437,59762,109811,16684.0,18334406.0
2009-08-03,62700,68287,62042,66330,354260,18518.0,18334406.0
2009-08-04,65330,76171,65330,76186,601601,21268.0,18334406.0
2009-08-05,87327,87327,65322,65347,2155692,18243.0,18334406.0
2009-08-06,65653,74851,65653,74871,616767,20901.0,18334406.0
2009-08-07,73536,80105,71569,75529,685398,21085.0,18334406.0
2009-08-10,75519,78805,73537,76186,293460,21268.0,18334406.0
2009-08-11,77480,78800,68940,75529,451412,21085.0,18334406.0
2009-08-12,72889,77481,69603,76186,137132,21268.0,18334406.0
2009-08-13,76175,80109,67968,72241,191958,20168.0,18334406.0
2009-08-14,74529,75520,64689,68628,454803,19159.0,18334406.0
2009-08-17,64998,65655,58430,59436,582771,16593.0,18334406.0
2009-08-18,61390,61729,56465,60419,135961,16868.0,18334406.0
2009-08-19,62050,69275,59750,69286,176792,19343.0,18334406.0
2009-08-20,71900,74191,66971,71916,340189,20076.0,18334406.0
2009-08-21,72888,74198,68944,70927,201827,19801.0,18334406.0
2009-08-24,68947,75844,68947,75854,269085,21176.0,18334406.0
2009-08-25,74851,87001,73207,85379,605830,23835.0,18334406.0
2009-08-26,85366,97512,79122,90307,742664,25210.0,18334406.0
2009-08-27,87323,97173,85351,88992,117589,24843.0,18334406.0
2009-08-28,91927,96200,87659,92605,432329,25852.0,18334406.0
2009-08-31,101777,101777,83391,85379,447811,23835.0,18334406.0
2009-09-01,88644,88644,75184,76838,573865,21451.0,18334406.0
2009-09-02,76823,84368,75504,81440,412317,22735.0,18334406.0
2009-09-03,79123,87987,77146,88002,188281,24568.0,18334406.0
2009-09-04,91262,95858,82398,84395,253278,23560.0,18334406.0
2009-09-07,84382,90288,83719,88660,100261,24751.0,18334406.0
2009-09-08,87646,94214,78792,87677,199116,24476.0,18334406.0
2009-09-09,85360,87660,78144,79793,115292,22276.0,18334406.0
2009-09-10,81098,81755,76497,81766,100408,22826.0,18334406.0
2009-09-11,81748,83392,78790,81440,102842,22735.0,18334406.0
2009-09-14,83400,83400,79128,82091,42727,22918.0,18334406.0
2009-09-15,82084,83723,80107,83738,53912,23376.0,18334406.0
2009-09-16,82410,84058,81100,82749,56507,27295.0,21662650.0
2009-09-17,80762,82739,72555,75529,115838,24912.0,21662650.0
2009-09-18,75182,76158,67289,67320,109036,22204.0,21662650.0
2009-09-21,70576,77139,67289,77169,44513,25454.0,21662650.0
2009-09-22,87326,88635,80429,81440,255945,26862.0,21662650.0
2009-09-23,87328,87328,76158,77827,112261,25670.0,21662650.0
2009-09-24,78147,78147,70259,72241,43891,23829.0,21662650.0
2009-09-25,72560,81429,70259,72241,55189,23829.0,21662650.0
2009-09-28,72562,74852,65670,68628,91133,22637.0,21662650.0
2009-09-29,72236,72236,58442,67645,163646,22313.0,21662650.0
2009-09-30,67968,67968,63038,65673,91467,21663.0,21662650.0
2009-10-01,65670,69604,64027,68628,37929,22637.0,21662650.0
2009-10-05,68282,70254,64343,68303,59182,22529.0,21662650.0
2009-10-06,66966,68938,60398,62066,63302,20471.0,21662650.0
2009-10-07,60401,62707,52857,52868,705443,17438.0,21662650.0
2009-10-08,52524,57782,50567,53525,151418,17655.0,21662650.0
2009-10-09,54817,59742,53174,57138,111990,18847.0,21662650.0
2009-10-12,57449,57449,54815,56155,84293,18522.0,21662650.0
2009-10-13,54491,56463,47923,54183,146285,17872.0,21662650.0
2009-10-14,54162,54820,52195,54840,49441,18088.0,21662650.0
2009-10-15,55158,57782,53848,56806,44755,18738.0,21662650.0
2009-10-16,57780,64020,55813,62392,117928,20580.0,21662650.0
2009-10-19,61067,63686,59413,62392,76882,20580.0,21662650.0
2009-10-20,63019,66963,61057,63049,31992,20796.0,21662650.0
2009-10-21,63024,65320,57452,63707,43797,21013.0,21662650.0
2009-10-22,63030,64355,56796,56806,100054,18738.0,21662650.0
2009-10-23,57461,65010,55813,61077,50626,20146.0,21662650.0
2009-10-26,64341,69594,61059,65347,104765,21554.0,21662650.0
2009-10-27,66973,66973,61719,63707,51485,21013.0,21662650.0
2009-10-28,61062,64020,56132,58453,70310,19280.0,21662650.0
2009-10-29,57122,66972,55155,66988,214277,22096.0,21662650.0
2009-10-30,68944,69278,65991,66988,73470,22096.0,21662650.0
2009-11-02,68949,70259,61400,65015,8436,21446.0,21662650.0
2009-11-03,68287,68287,60743,61734,77843,20363.0,21662650.0
2009-11-04,69931,70255,59090,64364,37088,21229.0,21662650.0
2009-11-05,64019,64358,59423,61077,21121,20146.0,21662650.0
2009-11-06,61054,62040,58101,59436,67527,19605.0,21662650.0
2009-11-09,61055,62364,55467,56155,125030,18522.0,21662650.0
2009-11-10,56136,57122,54827,55823,34701,18413.0,21662650.0
2009-11-11,57118,57118,53179,56481,51649,18630.0,21662650.0
2009-11-12,58113,58442,55160,55823,34339,18413.0,21662650.0
2009-11-13,56470,57122,55160,55823,53002,18413.0,21662650.0
2009-11-16,57773,57773,54163,55498,74509,18305.0,21662650.0
2009-11-17,55484,56794,54174,55166,64022,18197.0,21662650.0
2009-11-18,55155,56475,53846,55166,41324,18197.0,21662650.0
2009-11-19,54160,55804,52517,53200,101281,17547.0,21662650.0
2009-11-20,51536,53836,51536,52542,77244,17330.0,21662650.0
2009-11-23,52195,53838,52195,52868,50290,17438.0,21662650.0
2009-11-24,52188,59085,52188,53200,64979,17547.0,21662650.0
2009-11-25,53179,56465,50883,56481,72234,18630.0,21662650.0
2009-11-26,58437,58437,55156,56481,46783,18630.0,21662650.0
2009-11-27,60077,63030,52523,56806,45824,18738.0,21662650.0
2009-11-30,57773,58106,54820,55498,18066,18305.0,21662650.0
2009-12-01,55144,56130,52191,55498,48107,18305.0,21662650.0
2009-12-02,54498,55813,52855,55823,32940,18413.0,21662650.0
2009-12-03,54169,55813,54169,55823,42415,18413.0,21662650.0
2009-12-04,56137,58766,54822,56481,47068,18630.0,21662650.0
2009-12-07,56463,57449,53510,55498,45611,18305.0,21662650.0
2009-12-08,53517,57122,53517,55823,19341,18413.0,21662650.0
2009-12-09,55156,56465,53841,56481,46886,18630.0,21662650.0
2009-12-10,55479,56470,53512,54508,25322,17980.0,21662650.0
2009-12-11,54491,54491,51857,54183,105357,17872.0,21662650.0
2009-12-14,54503,55484,53512,55166,32610,18197.0,21662650.0
2009-12-15,56475,56475,54174,55166,42712,18197.0,21662650.0
2009-12-16,55479,56136,53841,55823,35654,18413.0,21662650.0
2009-12-17,55813,59094,53517,55823,68517,18413.0,21662650.0
2009-12-18,56463,56463,52519,55498,77124,18305.0,21662650.0
2009-12-21,55813,56470,54498,55823,85950,18413.0,21662650.0
2009-12-22,55811,56134,53510,54840,66240,18088.0,21662650.0
2009-12-23,54820,55477,53176,54840,50873,18088.0,21662650.0
2009-12-24,55479,55813,52855,55823,93870,18413.0,21662650.0
2009-12-28,55818,56136,53183,55166,53942,18197.0,21662650.0
2009-12-29,53850,55160,52526,53851,43823,17763.0,21662650.0
2009-12-30,52522,60733,51536,52542,127801,17330.0,21662650.0
2010-01-04,52526,53850,50569,53851,25803,17763.0,21662650.0
2010-01-05,53832,53832,51860,53200,25385,17547.0,21662650.0
2010-01-06,52847,53176,49894,52210,144955,17222.0,21662650.0
2010-01-07,52518,52847,51204,52210,49903,17222.0,21662650.0
2010-01-08,52850,53179,49245,51885,108280,17113.0,21662650.0
2010-01-11,51217,52203,44653,50570,110102,16680.0,21662650.0
2010-01-12,49900,52519,48909,50244,41492,16572.0,21662650.0
2010-01-13,51547,51547,49570,51553,37794,17005.0,21662650.0
2010-01-14,49561,53509,48903,52210,81399,17222.0,21662650.0
2010-01-15,50226,52522,50226,52542,8625,17330.0,21662650.0
2010-01-18,50888,53179,50888,51885,31967,17113.0,21662650.0
2010-01-19,51868,52197,48587,48597,148741,16030.0,21662650.0
2010-01-20,48911,49240,45630,47289,90731,15597.0,21662650.0
2010-01-21,48249,48249,45948,47289,20200,15597.0,21662650.0
2010-01-22,46287,48249,44644,47946,73249,15814.0,21662650.0
2010-01-25,47926,48578,45949,47946,51460,15814.0,21662650.0
2010-01-26,48909,54820,46942,54840,258501,18088.0,21662650.0
2010-01-27,56137,60071,54165,57796,402215,19063.0,21662650.0
2010-01-28,60080,60080,49249,55166,98126,18197.0,21662650.0
2010-01-29,55807,59751,51211,54508,247577,17980.0,21662650.0
2010-02-01,53178,57456,52526,55823,87580,18413.0,21662650.0
2010-02-02,0,0,0,55823,0,18413.0,21662650.0
2010-02-03,0,0,0,55823,0,,
2010-02-04,64015,64015,47926,47946,2390339,15814.0,21662650.0
2010-02-05,46949,53512,46286,49912,504229,16464.0,21662650.0
2010-02-08,49573,52526,49244,49255,127721,16247.0,21662650.0
2010-02-09,51540,51540,46615,48597,77234,16030.0,21662650.0
2010-02-10,50561,50561,44651,47614,116369,15705.0,21662650.0
2010-02-11,48583,48583,45296,47289,83527,15597.0,21662650.0
2010-02-12,45950,47932,45298,47614,82313,15705.0,21662650.0
2010-02-16,47599,48579,46284,46957,37037,15489.0,21662650.0
2010-02-17,47925,47925,45291,46631,43910,15380.0,21662650.0
2010-02-18,45626,47603,45626,46299,27526,15272.0,21662650.0
2010-02-19,44974,46617,44974,45642,47200,15056.0,21662650.0
2010-02-22,44970,52190,44970,52210,183882,17222.0,21662650.0
2010-02-23,55806,59745,44642,55498,2643012,18305.0,21662650.0
2010-02-24,55481,57782,49247,51553,406561,17005.0,21662650.0
2010-02-25,53840,53840,46948,48597,286147,16030.0,21662650.0
2010-02-26,48589,55486,45955,50895,586086,16789.0,21662650.0
2010-03-02,49561,50881,46942,49587,229216,16355.0,21662650.0
2010-03-03,49244,50564,46620,49255,161933,16247.0,21662650.0
2010-03-04,49240,49564,46944,47289,108725,15597.0,21662650.0
2010-03-05,47599,48579,46284,46957,136638,15489.0,21662650.0
2010-03-08,46953,53850,45957,53851,658613,17763.0,21662650.0
2010-03-09,53512,53512,49239,49912,918719,16464.0,21662650.0
2010-03-10,49905,57120,49238,54840,1647924,18088.0,21662650.0
2010-03-11,55476,55476,50228,52868,797091,17438.0,21662650.0
2010-03-12,52514,60726,50224,60751,3023842,20038.0,21662650.0
2010-03-15,64670,68280,57121,60751,2120020,20038.0,21662650.0
2010-03-16,62372,62372,56471,57796,908593,19063.0,21662650.0
2010-03-17,58109,58109,54165,56481,537213,18630.0,21662650.0
2010-03-18,56465,58109,55156,56481,439805,18630.0,21662650.0
2010-03-19,57454,57454,53176,54840,421802,18088.0,21662650.0
2010-03-22,53178,59418,53178,55823,1024407,18413.0,21662650.0
2010-03-23,55801,56463,52195,54183,472381,17872.0,21662650.0
2010-03-24,54169,57127,51545,53851,1153253,17763.0,21662650.0
2010-03-25,54167,54501,52205,53525,306948,17655.0,21662650.0
2010-03-26,55151,55151,52517,53200,227340,17547.0,21662650.0
2010-03-29,55160,55484,53512,53851,472047,17763.0,21662650.0
2010-03-30,53513,55151,52517,53200,153918,17547.0,21662650.0
2010-03-31,52850,54813,52850,53200,182957,17547.0,21662650.0
2010-04-01,52845,54165,51536,52542,184683,17330.0,21662650.0
2010-04-02,53166,53166,48575,48929,224302,16139.0,21662650.0
2010-04-05,50562,54496,45951,50244,479141,16572.0,21662650.0
2010-04-06,51207,51859,49235,51227,108282,16897.0,21662650.0
2010-04-07,51859,53174,49558,51227,81045,16897.0,21662650.0
2010-04-08,51547,51866,49904,51553,52432,17005.0,21662650.0
2010-04-09,52528,52528,50233,51553,98607,17005.0,21662650.0
2010-04-12,50895,51866,49904,51553,111981,17005.0,21662650.0
2010-04-13,51214,54819,51214,52868,241461,17438.0,21662650.0
2010-04-14,53174,60071,53174,57796,488506,19063.0,21662650.0
2010-04-15,59094,59094,53178,53851,602043,17763.0,21662650.0
2010-04-16,53179,56465,52521,56481,524821,18630.0,21662650.0
2010-04-19,0,0,0,56481,0,18630.0,21662650.0
2010-04-20,0,0,0,56481,0,,
2010-04-21,0,0,0,56481,0,,
2010-04-22,0,0,0,56481,0,,
2010-04-23,0,0,0,56481,0,,
2010-04-26,0,0,0,56481,0,,
2010-04-27,0,0,0,56481,0,,
2010-04-28,0,0,0,56481,0,,
2010-04-29,0,0,0,56481,0,,
2010-04-30,0,0,0,56481,0,,
2010-05-03,0,0,0,56481,0,,
2010-05-04,0,0,0,56481,0,,
2010-05-06,0,0,0,56481,0,,
2010-05-07,0,0,0,56481,0,,
2010-05-10,56467,56467,48017,48027,71330,96914.0,12635511.0
2010-05-11,40821,40821,40821,40826,8874,82384.0,12635511.0
2010-05-12,34743,37810,34743,34878,691005,70380.0,12635511.0
2010-05-13,35114,36434,32863,33625,282687,67853.0,12635511.0
2010-05-14,33625,33625,29551,30463,193336,61472.0,12635511.0
2010-05-17,29482,30986,26036,26644,146122,53764.0,12635511.0
2010-05-18,26913,30324,26724,27865,147606,56228.0,12635511.0
2010-05-19,28765,28765,23881,25360,74595,51174.0,12635511.0
2010-05-20,26167,26606,21561,21572,145690,43529.0,12635511.0
2010-05-24,20769,22467,18832,20695,171905,41760.0,12635511.0
2010-05-25,20494,21157,18523,20351,96421,41065.0,12635511.0
2010-05-26,19619,21277,19619,20914,33256,42203.0,12635511.0
2010-05-27,20911,23326,20035,22824,55164,46056.0,12635511.0
2010-05-28,23153,26096,23153,24483,121108,49405.0,12635511.0
2010-05-31,25036,26261,24354,26017,233069,52501.0,12635511.0
2010-06-01,25360,26166,24473,26017,57766,52501.0,12635511.0
2010-06-03,25890,25890,24725,25423,54522,51300.0,12635511.0
2010-06-04,24786,25419,21629,21634,528098,43656.0,12635511.0
2010-06-07,18679,20556,18679,19411,232044,39170.0,12635511.0
