씨젠(096530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-01-28,39429,40634,39429,40568,65627,1021257.0,16852431.0
2014-01-29,40367,40634,39965,40166,49873,1011146.0,16852431.0
2014-02-03,39764,40434,39296,39564,51521,995979.0,16852431.0
2014-02-04,39296,40567,39028,40300,74709,1014516.0,16852431.0
2014-02-05,40434,40434,39630,39631,49853,997664.0,16852431.0
2014-02-06,39362,40434,38492,38493,131477,969015.0,16852431.0
2014-02-07,38693,39496,38559,39162,75054,985867.0,16852431.0
2014-02-10,39496,39630,38760,39162,37282,985867.0,16852431.0
2014-02-11,39496,40701,39162,40300,123581,1014516.0,16852431.0
2014-02-12,40701,41304,40434,41170,116890,1036425.0,16852431.0
2014-02-13,40902,41438,40567,41371,53193,1041480.0,16852431.0
2014-02-14,41036,41505,40367,41438,80569,1043165.0,16852431.0
2014-02-17,41839,41839,40501,40635,65384,1022943.0,16852431.0
2014-02-18,40501,41170,40233,40769,44979,1026313.0,16852431.0
2014-02-19,41438,41706,40835,41304,95466,1039795.0,16852431.0
2014-02-20,41438,41706,41036,41505,44196,1044851.0,16852431.0
2014-02-21,41639,41906,40701,41037,74794,1033054.0,16852431.0
2014-02-24,41304,41438,40434,40769,40190,1026313.0,16852431.0
2014-02-25,40902,41237,40434,40769,31188,1026313.0,16852431.0
2014-02-26,41170,41505,40835,40836,43087,1027998.0,16852431.0
2014-02-27,40835,41170,39898,40166,76310,1011146.0,16852431.0
2014-02-28,40367,40768,39965,40233,43213,1012831.0,16852431.0
2014-03-03,40032,41371,39764,41170,85898,1036425.0,16852431.0
2014-03-04,41170,41706,40835,41639,126617,1048221.0,16852431.0
2014-03-05,41839,42442,41304,41572,138252,1046536.0,16852431.0
2014-03-06,41706,42040,41170,41773,64101,1051592.0,16852431.0
2014-03-07,41973,43178,41706,42576,253144,1071815.0,16852431.0
2014-03-10,42442,42442,41371,41773,114189,1051592.0,16852431.0
2014-03-11,41706,41839,40634,41438,102296,1043165.0,16852431.0
2014-03-12,41237,41304,39697,39698,167510,999349.0,16852431.0
2014-03-13,39831,40434,39429,40099,86869,1009461.0,16852431.0
2014-03-14,39630,40099,38827,38827,152489,977441.0,16852431.0
2014-03-17,38760,39162,38425,39028,65819,982497.0,16852431.0
2014-03-18,39028,39362,38492,39162,47087,985867.0,16852431.0
2014-03-19,39028,39362,38492,38894,73486,979126.0,16852431.0
2014-03-20,38693,39630,38693,39028,59522,982497.0,16852431.0
2014-03-21,39162,39362,38492,38560,57867,970700.0,16852431.0
2014-03-24,38559,38961,35748,36083,297900,908346.0,16852431.0
2014-03-25,36015,36149,34676,35547,171356,894864.0,16852431.0
2014-03-26,35948,36551,35681,36083,110600,908346.0,16852431.0
2014-03-27,36216,37354,36216,37154,130818,935310.0,16852431.0
2014-03-28,36819,36953,36149,36150,72736,910031.0,16852431.0
2014-03-31,36417,36484,35145,35614,83819,896549.0,16852431.0
2014-04-01,35681,36216,35681,36016,39293,906661.0,16852431.0
2014-04-02,36350,37220,36350,37020,86650,931939.0,16852431.0
2014-04-03,37220,37354,36685,37020,43393,931939.0,16852431.0
2014-04-04,36819,37689,36618,37288,46528,938680.0,16852431.0
2014-04-07,36886,36953,35814,36016,79103,906661.0,16852431.0
2014-04-08,35814,36417,35078,35480,109444,893179.0,16852431.0
2014-04-09,35547,35814,35279,35413,47626,891494.0,16852431.0
2014-04-10,35748,35948,35413,35480,43149,893179.0,16852431.0
2014-04-11,34810,35748,34743,35547,44813,894864.0,16852431.0
2014-04-14,35614,35948,35346,35815,42974,901605.0,16852431.0
2014-04-15,35681,36015,35212,35279,46463,888123.0,16852431.0
2014-04-16,35212,35413,34810,34945,67091,879697.0,16852431.0
2014-04-17,35145,35881,34877,35882,71804,903290.0,16852431.0
2014-04-18,35881,36618,35346,36618,85435,921828.0,16852431.0
2014-04-21,36618,37153,36417,36752,87525,925198.0,16852431.0
2014-04-22,36618,37086,36551,36752,58279,925198.0,16852431.0
2014-04-23,36886,37086,36149,36284,65504,916871.0,16916431.0
2014-04-24,36283,37354,36015,37355,84384,943937.0,16916431.0
2014-04-25,37622,37756,37153,37288,63895,942245.0,16916431.0
2014-04-28,37622,37689,36886,37288,39281,942245.0,16916431.0
2014-04-29,37287,37488,36551,36685,30399,927020.0,16916431.0
2014-04-30,36685,38158,36685,37823,123240,955778.0,16916431.0
2014-05-02,38158,38827,37823,38560,100065,974386.0,16916431.0
2014-05-07,38492,38760,37756,37823,66156,955778.0,16916431.0
2014-05-08,38291,38693,37488,37823,57278,955778.0,16916431.0
2014-05-09,37622,37823,36484,36953,79583,933787.0,16916431.0
2014-05-12,37019,37019,35480,35681,96845,901646.0,16916431.0
2014-05-13,35748,36484,35547,35748,107725,903337.0,16916431.0
2014-05-14,35681,35948,35413,35480,93604,896571.0,16916431.0
2014-05-15,35881,36618,35814,36618,73072,925329.0,16916431.0
2014-05-16,36618,36752,35681,36484,45670,921945.0,16916431.0
2014-05-19,36618,36618,35614,35748,36207,903337.0,16916431.0
2014-05-20,36082,36082,34609,35012,86141,884729.0,16916431.0
2014-05-21,34877,35547,34810,35346,34282,893188.0,16916431.0
2014-05-22,35346,35346,34275,34878,86818,881346.0,16916431.0
2014-05-23,34877,35145,34676,35012,86574,884729.0,16916431.0
2014-05-26,35145,37354,34877,37154,157399,938862.0,16916431.0
2014-05-27,37354,38559,37153,38493,226124,972695.0,16916431.0
2014-05-28,38559,38827,38158,38292,96134,967620.0,16916431.0
2014-05-29,38425,38760,36953,37489,103950,947320.0,16916431.0
2014-05-30,37488,37689,36551,37689,68815,952395.0,16916431.0
2014-06-02,37756,37823,36283,36953,68107,933787.0,16916431.0
2014-06-03,36283,36886,35413,36150,75730,913487.0,16916431.0
2014-06-05,36350,36685,35212,35681,51629,901646.0,16916431.0
2014-06-09,35948,37220,35814,36618,77388,925329.0,16916431.0
2014-06-10,36216,36953,36015,36551,44263,923637.0,16916431.0
2014-06-11,36283,37354,35814,37020,51144,935479.0,16916431.0
2014-06-12,37019,37354,36618,37355,62251,943937.0,16916431.0
2014-06-13,37086,37622,36618,37221,55810,940554.0,16916431.0
2014-06-16,37019,37421,36417,36618,29546,925329.0,16916431.0
2014-06-17,36618,36752,35948,36417,37083,920254.0,16916431.0
2014-06-18,36283,37019,35814,36284,52170,916871.0,16916431.0
2014-06-19,36484,36618,35279,36484,69468,921945.0,16916431.0
2014-06-20,36082,36551,36015,36217,34162,915179.0,16916431.0
2014-06-23,36216,37086,36082,36886,55889,932095.0,16916431.0
2014-06-24,36685,37019,36283,36685,58727,927020.0,16916431.0
2014-06-25,36484,37354,35948,36284,74849,916871.0,16916431.0
2014-06-26,36149,36484,35814,36016,40299,910104.0,16916431.0
2014-06-27,36082,36953,35948,36886,46768,932095.0,16916431.0
2014-06-30,37019,38894,36752,38560,171612,974386.0,16916431.0
2014-07-01,38626,39764,38224,38560,169018,974386.0,16916431.0
2014-07-02,39162,40099,38760,39899,205798,1008219.0,16916431.0
2014-07-03,39898,40032,39095,39497,132246,998069.0,16916431.0
2014-07-04,39563,39831,38961,39631,69667,1001453.0,16916431.0
2014-07-07,39429,39965,38760,39095,63380,987920.0,16916431.0
2014-07-08,39095,39496,38626,39363,52226,994686.0,16916431.0
2014-07-09,38827,39831,38559,39430,90718,996378.0,16916431.0
2014-07-10,39296,39831,39095,39497,78105,998069.0,16916431.0
2014-07-11,39296,39898,38894,39564,76002,999761.0,16916431.0
2014-07-14,39831,40835,39630,40434,166483,1021752.0,16916431.0
2014-07-15,40434,40567,39831,39899,96470,1008219.0,16916431.0
2014-07-16,39898,39965,35681,37422,332993,945628.0,16916431.0
2014-07-17,37622,38224,36484,37355,117289,943937.0,16916431.0
2014-07-18,37086,37756,36886,37689,45232,952395.0,16916431.0
2014-07-21,38358,39764,38358,39028,158933,986228.0,16916431.0
2014-07-22,39162,39965,38693,39497,117524,998069.0,16916431.0
2014-07-23,39563,40969,39563,40836,304998,1031902.0,16916431.0
2014-07-24,40835,41438,40099,41104,127109,1038669.0,16916431.0
2014-07-25,41170,42174,40501,41974,206117,1060660.0,16916431.0
2014-07-28,41706,42977,40634,41639,216244,1052202.0,16916431.0
2014-07-29,41706,41772,39296,40300,195686,1018369.0,16916431.0
2014-07-30,40367,41304,39630,40970,84624,1035286.0,16916431.0
2014-07-31,40969,41438,39630,40300,110191,1018369.0,16916431.0
2014-08-01,39362,40902,39296,40300,49122,1018369.0,16916431.0
2014-08-04,40701,41639,40099,40836,102989,1031902.0,16916431.0
2014-08-05,40902,42174,39898,40032,146800,1011603.0,16916431.0
2014-08-06,40032,41304,39630,41237,140972,1042052.0,16916431.0
2014-08-07,41304,41505,39630,40300,128078,1018369.0,16916431.0
2014-08-08,40032,40567,38158,38827,208418,981153.0,16916431.0
2014-08-11,39162,39296,37890,38493,123746,972695.0,16916431.0
2014-08-12,38492,38827,37421,37756,147170,954087.0,16916431.0
2014-08-13,37488,38827,36752,38761,192025,979461.0,16916431.0
2014-08-14,38827,39028,38559,38827,83170,981153.0,16916431.0
2014-08-18,38827,38894,37957,38426,69319,971003.0,16916431.0
2014-08-19,38626,38894,37890,38560,77512,974386.0,16916431.0
2014-08-20,38760,38827,37823,37890,81703,957470.0,16916431.0
2014-08-21,37622,38291,36819,38158,126899,964237.0,16916431.0
2014-08-22,38158,39095,37823,38827,105036,981153.0,16916431.0
2014-08-25,38827,39296,37957,38493,87958,972695.0,16916431.0
2014-08-26,38425,39630,38425,38894,113768,982845.0,16916431.0
2014-08-27,37421,37756,37153,37756,1490790,954087.0,16916431.0
2014-08-28,37957,39630,37957,39229,245692,991303.0,16916431.0
2014-08-29,39229,39296,38158,38493,76281,972695.0,16916431.0
2014-09-01,38492,39095,37756,38292,72034,967620.0,16916431.0
2014-09-02,38024,39496,37957,38827,126953,981153.0,16916431.0
2014-09-03,39229,40434,39162,39631,300100,1001453.0,16916431.0
2014-09-04,39764,40099,38760,39095,100965,987920.0,16916431.0
2014-09-05,39429,39898,38693,39430,78224,996378.0,16916431.0
2014-09-11,39831,40501,39496,40300,158487,1018369.0,16916431.0
2014-09-12,40634,40634,39563,40300,105602,1018369.0,16916431.0
2014-09-15,40233,40233,37890,38827,143189,981153.0,16916431.0
2014-09-16,38693,39162,37823,37823,180217,955778.0,16916431.0
2014-09-17,38158,38492,37957,38359,96506,969311.0,16916431.0
2014-09-18,38492,38626,37756,38359,97020,969311.0,16916431.0
2014-09-19,38492,38827,37689,38292,140581,967620.0,16916431.0
2014-09-22,38291,38291,37488,37556,116279,949012.0,16916431.0
2014-09-23,37488,37823,37019,37020,116348,935479.0,16916431.0
2014-09-24,37153,39162,37086,38894,290992,982845.0,16916431.0
2014-09-25,38760,39028,38024,38091,104818,962545.0,16916431.0
2014-09-26,37823,38358,37555,37957,52812,959162.0,16916431.0
2014-09-29,38291,38358,36819,37020,134934,935479.0,16916431.0
2014-09-30,37220,37689,36819,37087,69600,937170.0,16916431.0
2014-10-01,37421,38024,36149,36752,130733,928712.0,16916431.0
2014-10-02,36417,37622,36417,37622,73981,950703.0,16916431.0
2014-10-06,37354,38091,37153,38091,97406,962545.0,16916431.0
2014-10-07,38158,38158,37354,37823,60227,955778.0,16916431.0
2014-10-08,37756,38091,37287,38091,50694,962545.0,16916431.0
2014-10-10,37890,38024,36417,36685,101403,927020.0,16916431.0
2014-10-13,36283,36618,35346,35681,82928,901646.0,16916431.0
2014-10-14,35480,36283,35480,36150,55800,913487.0,16916431.0
2014-10-15,36149,36551,35346,35681,101666,901646.0,16916431.0
2014-10-16,35346,35748,34609,35146,129322,888113.0,16916431.0
2014-10-17,35212,36484,35145,35681,92205,901646.0,16916431.0
2014-10-20,35814,36149,34944,35480,67456,896571.0,16916431.0
2014-10-21,35814,36015,34877,35614,58863,899954.0,16916431.0
2014-10-22,36015,37354,35814,37221,151729,940554.0,16916431.0
2014-10-23,36819,37756,36819,37355,78179,943937.0,16916431.0
2014-10-24,37488,39028,37421,38761,252598,979461.0,16916431.0
2014-10-27,39229,39362,38091,39095,140167,987920.0,16916431.0
2014-10-28,39630,39697,38626,38827,98024,981153.0,16916431.0
2014-10-29,39162,39162,37622,38426,160334,971003.0,16916431.0
2014-10-30,38492,38559,37421,38091,82785,962545.0,16916431.0
2014-10-31,38291,39563,38091,39363,168886,994686.0,16916431.0
2014-11-03,39362,39496,38559,38827,83127,981153.0,16916431.0
2014-11-04,39028,40166,39028,39229,251802,991303.0,16916431.0
2014-11-05,39496,40166,38827,40099,157910,1013294.0,16916431.0
2014-11-06,40099,40166,38091,38761,170289,979461.0,16916431.0
2014-11-07,38760,38961,37890,38024,86745,960853.0,16916431.0
2014-11-10,38158,38224,36953,38091,88395,962545.0,16916431.0
2014-11-11,37756,38626,37689,38426,88840,971003.0,16916431.0
2014-11-12,38291,38559,37488,37823,72212,955778.0,16916431.0
2014-11-13,37823,38425,37488,38359,91491,969311.0,16916431.0
2014-11-14,38358,38492,36484,36685,251184,927020.0,16916431.0
2014-11-17,37019,37220,35748,36685,147193,927020.0,16916431.0
2014-11-18,36283,37488,36283,37489,89451,947320.0,16916431.0
2014-11-19,37555,37622,36216,36217,152091,915179.0,16916431.0
2014-11-20,35346,35480,31932,33472,690153,845822.0,16916431.0
2014-11-21,33271,33873,32333,32802,229318,828905.0,16916431.0
2014-11-24,32869,34810,30526,31095,741468,785768.0,16916431.0
2014-11-25,30995,32133,30928,31865,235088,805222.0,16916431.0
2014-11-26,32200,32467,31195,31363,146901,792535.0,16916431.0
2014-11-27,31262,31932,31262,31832,124766,804376.0,16916431.0
2014-11-28,31965,31999,31396,31698,104053,800993.0,16916431.0
2014-12-01,31999,32166,31597,31631,108529,799301.0,16916431.0
2014-12-02,31865,32233,31630,31999,87127,808605.0,16916431.0
2014-12-03,32032,32969,32032,32602,97387,823830.0,16916431.0
2014-12-04,32668,32835,31731,31899,134045,806068.0,16916431.0
2014-12-05,32266,32635,31932,31932,98776,806914.0,16916431.0
2014-12-08,32133,32266,31932,32100,64197,811143.0,16916431.0
2014-12-09,32133,32266,31530,31531,80937,796764.0,16916431.0
2014-12-10,31798,32099,31028,31899,69394,806068.0,16916431.0
2014-12-11,32032,32133,31430,31731,51030,801839.0,16916431.0
2014-12-12,31798,32066,31530,32033,97149,809451.0,16916431.0
2014-12-15,31262,32434,31262,32200,102511,813680.0,16916431.0
2014-12-16,32250,32350,30000,31000,217130,524409.0,16916431.0
2014-12-17,31000,31850,30650,31650,93879,535405.0,16916431.0
2014-12-18,31850,32000,30300,30750,88295,520180.0,16916431.0
2014-12-19,30850,31050,29900,29950,135276,506647.0,16916431.0
2014-12-22,29650,31950,29350,30650,196321,518489.0,16916431.0
2014-12-23,30700,31000,30200,30250,50958,511722.0,16916431.0
2014-12-24,30050,30650,29950,30300,46990,512568.0,16916431.0
2014-12-26,30150,30650,29750,30650,94248,518489.0,16916431.0
2014-12-29,30750,32500,30550,32000,117476,541326.0,16916431.0
2014-12-30,32100,32650,31700,32550,93808,550630.0,16916431.0
2015-01-02,32650,32800,31300,32750,154512,554013.0,16916431.0
2015-01-05,32500,33000,32000,32400,73498,548092.0,16916431.0
2015-01-06,32000,32650,31700,32100,72675,543017.0,16916431.0
2015-01-07,32000,32650,31700,32400,78667,548092.0,16916431.0
2015-01-08,32700,32800,31600,31650,88841,535405.0,16916431.0
2015-01-09,31950,32550,31200,32500,119169,549784.0,16916431.0
2015-01-12,32450,33850,32450,33550,142032,567546.0,16916431.0
2015-01-13,33000,33650,32800,33100,197377,837599.0,25305119.0
2015-01-14,33200,33400,32250,32950,172217,833804.0,25305119.0
2015-01-15,33000,33400,32200,32300,158621,817355.0,25305119.0
2015-01-16,32650,32650,31450,31500,110921,797111.0,25305119.0
2015-01-19,31800,31900,31100,31300,101780,792050.0,25305119.0
2015-01-20,31300,31400,30600,30950,96430,783193.0,25305119.0
2015-01-21,31200,33850,30950,33500,427819,847721.0,25305119.0
2015-01-22,33800,34950,33250,34300,388228,867966.0,25305119.0
2015-01-23,34300,34950,34050,34700,139935,878088.0,25305119.0
2015-01-26,34500,34650,33700,34250,126880,866700.0,25305119.0
2015-01-27,34200,34800,33550,34450,167129,871761.0,25305119.0
2015-01-28,34450,34900,33900,34400,115935,870496.0,25305119.0
2015-01-29,34400,34550,33800,33900,69132,857844.0,25305119.0
2015-01-30,33900,34100,32350,32800,218354,830008.0,25305119.0
2015-02-02,32800,34150,32400,34000,142627,860374.0,25305119.0
2015-02-03,34100,34600,33600,34100,138529,862905.0,25305119.0
2015-02-04,34450,34700,33850,33850,105429,856578.0,25305119.0
2015-02-05,33900,34300,33250,33850,70719,856578.0,25305119.0
2015-02-06,34150,35350,33700,35000,190819,885679.0,25305119.0
2015-02-09,34900,35200,34150,35150,162074,889475.0,25305119.0
2015-02-10,35200,35250,34300,34500,108420,873027.0,25305119.0
2015-02-11,34500,34750,33700,34000,137959,860374.0,25305119.0
2015-02-12,33900,34100,33300,33350,89961,843926.0,25305119.0
2015-02-13,33100,34200,32850,33950,111195,859109.0,25305119.0
2015-02-16,34850,38500,34500,36750,1104073,929963.0,25305119.0
2015-02-17,39000,41000,37300,37500,1658448,948942.0,25305119.0
2015-02-23,37800,37850,35900,35900,439035,908454.0,25305119.0
2015-02-24,36350,37700,36250,37600,444395,951472.0,25305119.0
2015-02-25,37600,37800,36150,36450,325250,922372.0,25305119.0
2015-02-26,36400,37750,36100,37000,272306,936289.0,25305119.0
2015-02-27,37050,37400,36600,37000,157090,936289.0,25305119.0
2015-03-02,37000,37650,36150,36550,276299,924902.0,25305119.0
2015-03-03,36850,37050,36100,36200,148910,916045.0,25305119.0
2015-03-04,36100,36900,35650,36900,302593,933759.0,25305119.0
2015-03-05,37100,37150,36400,36700,152987,928698.0,25305119.0
2015-03-06,36750,36900,35800,36700,279796,928698.0,25305119.0
2015-03-09,36300,36700,36000,36050,103110,912250.0,25305119.0
2015-03-10,36050,36300,34500,35000,239795,885679.0,25305119.0
2015-03-11,34500,35350,34300,34800,106422,880618.0,25305119.0
2015-03-12,35100,35650,34500,35100,93106,888210.0,25305119.0
2015-03-13,35150,35900,35100,35800,107656,905923.0,25305119.0
2015-03-16,35850,36300,35650,36300,132933,918576.0,25305119.0
2015-03-17,36050,36300,35650,36200,130341,916045.0,25305119.0
2015-03-18,36300,36700,35850,36450,184104,922372.0,25305119.0
2015-03-19,36650,37500,35550,35900,327942,908454.0,25305119.0
2015-03-20,35650,37150,35650,37000,302898,936289.0,25305119.0
2015-03-23,37800,38450,37350,37900,367609,959064.0,25305119.0
2015-03-24,37950,38900,37500,38600,270777,976778.0,25305119.0
2015-03-25,38700,39050,38250,39050,199768,988165.0,25305119.0
2015-03-26,38450,38450,36750,37600,332456,951472.0,25305119.0
2015-03-27,37950,38350,37150,38100,172633,964125.0,25305119.0
2015-03-30,38100,38550,37650,38000,130984,961595.0,25305119.0
2015-03-31,37950,38000,36850,37450,186674,947677.0,25305119.0
2015-04-01,37450,37850,36500,37000,145752,936289.0,25305119.0
2015-04-02,37200,38000,37000,37300,251867,943881.0,25305119.0
2015-04-03,37150,37400,36650,37350,103303,945146.0,25305119.0
2015-04-06,37600,37600,35800,36050,236583,912250.0,25305119.0
2015-04-07,35850,36600,35850,36300,75033,918576.0,25305119.0
2015-04-08,36300,36350,35250,35250,208948,892005.0,25305119.0
2015-04-09,35250,37150,35200,37100,280193,938820.0,25305119.0
2015-04-10,37400,37500,36000,36550,246447,924902.0,25305119.0
2015-04-13,36550,36550,36000,36350,135748,919841.0,25305119.0
2015-04-14,36600,36600,35600,35800,177248,905923.0,25305119.0
2015-04-15,35800,36450,35500,36300,109742,918576.0,25305119.0
2015-04-16,36500,36850,35850,36200,136906,916045.0,25305119.0
2015-04-17,36200,37800,35850,37550,335647,950207.0,25305119.0
2015-04-20,37300,38650,36800,38150,441395,965390.0,25305119.0
2015-04-21,38750,39100,37750,38350,312392,970451.0,25305119.0
2015-04-22,38500,40600,36550,39200,1122157,991961.0,25305119.0
2015-04-23,39900,40450,37600,37700,568119,954003.0,25305119.0
2015-04-24,38000,38050,36150,36500,438114,923637.0,25305119.0
2015-04-27,36300,37500,35800,37400,194222,946411.0,25305119.0
2015-04-28,37200,37250,36550,36700,154203,928698.0,25305119.0
2015-04-29,36800,37400,36100,36250,166014,917311.0,25305119.0
2015-04-30,36250,36800,35500,35800,203875,905923.0,25305119.0
2015-05-04,35800,36200,35200,35600,145077,900862.0,25305119.0
2015-05-06,35400,35500,34400,34500,204749,873027.0,25305119.0
2015-05-07,35000,35200,33200,35050,145313,886944.0,25305119.0
2015-05-08,35050,36050,34500,34950,159121,884414.0,25305119.0
2015-05-11,35400,35750,34650,34800,107904,881696.0,25336082.0
2015-05-12,35000,35450,34700,35000,114131,886763.0,25336082.0
2015-05-13,35000,35050,33950,34200,165559,866494.0,25336082.0
2015-05-14,34400,34700,34000,34400,84545,871561.0,25336082.0
2015-05-15,34700,35500,34400,34400,166350,871561.0,25336082.0
2015-05-18,34900,35300,34450,34750,141325,880429.0,25336082.0
2015-05-19,35200,36100,35150,36000,248386,912099.0,25336082.0
2015-05-20,35450,36600,35250,35750,248301,905765.0,25336082.0
2015-05-21,36250,39500,36150,36850,934297,933635.0,25336082.0
2015-05-22,37200,39100,37050,39000,800620,988107.0,25336082.0
2015-05-26,40000,40850,38950,39250,705836,994441.0,25336082.0
2015-05-27,38800,40000,37900,39750,481234,1007109.0,25336082.0
2015-05-28,40000,44500,38300,43550,1619891,1103386.0,25336082.0
2015-05-29,43250,45500,42600,43750,935810,1108454.0,25336082.0
2015-06-01,44700,49500,43800,43850,1317549,1110987.0,25336082.0
2015-06-02,43900,45650,42800,44400,882123,1124922.0,25336082.0
2015-06-03,44850,44850,41400,41650,543437,1055248.0,25336082.0
2015-06-04,42250,44950,42250,44200,629879,1119855.0,25336082.0
2015-06-05,43200,46800,42750,45800,698285,1160393.0,25336082.0
2015-06-08,46900,46950,45100,45350,392999,1148991.0,25336082.0
2015-06-09,44650,44850,42550,43100,567417,1091985.0,25336082.0
2015-06-10,43800,44950,42600,43350,461144,1101004.0,25398009.0
2015-06-11,44100,44300,42550,42850,379343,1088305.0,25398009.0
2015-06-12,43000,43500,41400,41600,443040,1056557.0,25398009.0
2015-06-15,41350,42750,41300,42100,233869,1069256.0,25398009.0
2015-06-16,42150,42350,39400,41250,432926,1047668.0,25398009.0
2015-06-17,41300,41750,40400,41000,270874,1041318.0,25398009.0
2015-06-18,42300,44900,41700,41700,962458,1074591.0,25769571.0
2015-06-19,42000,42050,39700,40600,1947289,1046245.0,25769571.0
2015-06-22,42100,43650,41500,41650,894434,1073303.0,25769571.0
2015-06-23,42200,44900,41650,43700,884795,1126130.0,25769571.0
2015-06-24,43900,45100,43300,44150,567238,1137727.0,25769571.0
2015-06-25,43850,44850,43400,43850,465646,1130403.0,25778860.0
2015-06-26,44500,44550,42550,42550,477770,1096890.0,25778860.0
2015-06-29,40750,42150,39800,40200,546399,1036310.0,25778860.0
2015-06-30,40000,41100,39100,41100,429084,1059511.0,25778860.0
2015-07-01,41300,43300,40650,42650,403922,1099468.0,25778860.0
2015-07-02,42800,43400,41550,42150,361211,1086579.0,25778860.0
2015-07-03,42150,49700,42150,47950,2466612,1236096.0,25778860.0
2015-07-06,47200,52500,46400,49750,1481522,1282498.0,25778860.0
2015-07-07,50700,51300,42100,44150,1836476,1138137.0,25778860.0
2015-07-08,44150,44700,41500,42250,724722,1089157.0,25778860.0
2015-07-09,45500,54900,44150,54000,3957102,1392058.0,25778860.0
2015-07-10,59000,68700,58400,62500,4784033,1611179.0,25778860.0
2015-07-13,61100,64300,60300,63500,1577181,1636958.0,25778860.0
2015-07-14,64000,65100,61800,63100,1119564,1626646.0,25778860.0
2015-07-15,65500,67000,60100,61800,1714005,1612843.0,26097782.0
2015-07-16,61500,64500,60500,64200,1217765,1675478.0,26097782.0
2015-07-17,67000,70600,63500,63500,1903586,1657209.0,26097782.0
2015-07-20,62800,69200,61700,69200,1284410,1805967.0,26097782.0
2015-07-21,68100,70700,65600,70700,1243656,1845113.0,26097782.0
2015-07-22,70100,71700,67500,68000,925876,1774649.0,26097782.0
2015-07-23,67600,69400,66200,69000,553112,1809507.0,26224732.0
2015-07-24,68000,71100,66500,68200,1195410,1788527.0,26224732.0
2015-07-27,65800,66500,59700,60000,1309338,1573484.0,26224732.0
2015-07-28,58800,63200,56700,62100,1603837,1628556.0,26224732.0
2015-07-29,64000,66600,58100,58500,1324950,1534147.0,26224732.0
2015-07-30,59400,60800,56500,57300,777550,1502677.0,26224732.0
2015-07-31,57300,59600,55600,58700,663246,1539574.0,26227828.0
2015-08-03,58700,59400,52000,52000,835116,1363847.0,26227828.0
2015-08-04,51700,54700,51700,54700,696615,1434662.0,26227828.0
2015-08-05,54200,58500,54100,58200,622478,1526460.0,26227828.0
2015-08-06,58800,58900,56600,57100,519959,1497609.0,26227828.0
2015-08-07,55200,56200,54900,55700,434838,1461062.0,26230924.0
2015-08-10,55800,56700,53600,55600,370733,1458439.0,26230924.0
2015-08-11,55500,56200,51200,51800,499826,1358762.0,26230924.0
2015-08-12,51500,51500,47550,50300,1147205,1319415.0,26230924.0
2015-08-13,50500,52600,48900,52100,713137,1366631.0,26230924.0
2015-08-17,52500,53000,49850,49900,365679,1308923.0,26230924.0
2015-08-18,50300,51800,48500,48700,414860,1277446.0,26230924.0
2015-08-19,48300,48700,44550,47300,754794,1240723.0,26230924.0
2015-08-20,46000,49150,46000,46900,364805,1230230.0,26230924.0
2015-08-21,44550,46750,42500,44950,618133,1179080.0,26230924.0
2015-08-24,44950,45950,42900,43750,460546,1147603.0,26230924.0
2015-08-25,44700,47750,43600,46900,573388,1230230.0,26230924.0
2015-08-26,46400,47950,45400,47700,527854,1251215.0,26230924.0
2015-08-27,48300,48400,46250,46850,440136,1228919.0,26230924.0
2015-08-28,47800,48600,47200,48600,382889,1274823.0,26230924.0
2015-08-31,48400,48500,46600,46700,313087,1224984.0,26230924.0
2015-09-01,46200,46850,44250,44250,463496,1160718.0,26230924.0
2015-09-02,43000,44850,42500,44800,536757,1175145.0,26230924.0
2015-09-03,45500,46500,44600,45200,328346,1185638.0,26230924.0
2015-09-04,45550,45800,41150,41150,535590,1079403.0,26230924.0
2015-09-07,41250,41700,39850,39900,508062,1046614.0,26230924.0
2015-09-08,40350,41050,38650,39350,356145,1032187.0,26230924.0
2015-09-09,40200,41350,40100,40850,308684,1071533.0,26230924.0
2015-09-10,40150,42200,39700,42200,270192,1106945.0,26230924.0
2015-09-11,42150,42250,41400,41800,202439,1096453.0,26230924.0
2015-09-14,42200,42600,40400,41200,206016,1080714.0,26230924.0
2015-09-15,45150,45900,42100,42800,1278984,1122684.0,26230924.0
2015-09-16,43650,44250,42850,43900,472564,1151538.0,26230924.0
2015-09-17,44150,46200,43800,45050,680738,1181703.0,26230924.0
2015-09-18,45050,46450,44650,46350,545122,1215803.0,26230924.0
2015-09-21,45350,45550,44350,44800,344278,1175145.0,26230924.0
2015-09-22,44050,45450,43600,45200,420218,1185638.0,26230924.0
2015-09-23,44750,45700,43350,43600,359198,1143668.0,26230924.0
2015-09-24,43850,43850,42400,42400,251111,1112191.0,26230924.0
2015-09-25,42450,43150,42200,43000,141200,1127930.0,26230924.0
2015-09-30,41800,42050,40700,41400,338483,1085960.0,26230924.0
2015-10-01,41850,42650,41500,42050,177148,1103010.0,26230924.0
2015-10-02,42100,42400,40900,40900,170470,1072845.0,26230924.0
2015-10-05,41650,42550,41350,41650,219267,1092518.0,26230924.0
2015-10-06,42450,42800,41000,41500,227276,1088583.0,26230924.0
2015-10-07,41100,41400,39500,40250,342599,1055795.0,26230924.0
2015-10-08,40950,41000,39150,39500,248911,1036121.0,26230924.0
