아미코젠(092040),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-12-13,14961,15159,14590,14961,15726,255036.0,4215475.0
2013-12-16,14961,14961,14713,14714,8039,250821.0,4215475.0
2013-12-17,14837,14837,14169,14294,17371,243654.0,4215475.0
2013-12-18,14516,14516,13848,14393,17573,245341.0,4215475.0
2013-12-19,14392,14516,14021,14022,12005,239017.0,4215475.0
2013-12-20,14021,14961,14021,14813,18620,252507.0,4215475.0
2013-12-23,14812,14936,14417,14541,11351,247870.0,4215475.0
2013-12-24,14664,14664,14219,14343,13432,244498.0,4215475.0
2013-12-26,14367,14689,14367,14566,24729,248291.0,4215475.0
2013-12-27,14565,14614,14244,14566,12027,248291.0,4215475.0
2013-12-30,14590,14911,14441,14912,18089,254193.0,4215475.0
2014-01-02,14961,15035,14441,14516,17445,247448.0,4215475.0
2014-01-03,14441,14985,14219,14986,24293,255458.0,4215475.0
2014-01-06,14985,15307,14738,15258,27520,260095.0,4215475.0
2014-01-07,15257,15703,15183,15580,31112,265575.0,4215475.0
2014-01-08,15603,15851,15455,15802,25919,269369.0,4215475.0
2014-01-09,15900,15900,14887,15209,61934,259252.0,4215475.0
2014-01-10,15282,15529,15035,15456,22344,263467.0,4215475.0
2014-01-13,15579,16741,15406,16322,78257,278221.0,4215475.0
2014-01-14,16123,17186,16123,16495,58088,281172.0,4215475.0
2014-01-15,16692,17656,16296,17583,109068,299720.0,4215475.0
2014-01-16,17656,17928,17186,17484,64139,298034.0,4215475.0
2014-01-17,17483,17829,17359,17830,77463,303936.0,4215475.0
2014-01-20,17903,18843,17805,18077,86466,308151.0,4215475.0
2014-01-21,18200,18299,17755,18250,34091,311102.0,4215475.0
2014-01-22,18299,18596,17607,18424,53407,314053.0,4215475.0
2014-01-23,18398,19165,18052,18424,70943,314053.0,4215475.0
2014-01-24,18250,18794,17879,18300,37542,311945.0,4215475.0
2014-01-27,17631,18052,17285,17459,42188,297613.0,4215475.0
2014-01-28,17582,17903,17063,17459,49569,297613.0,4215475.0
2014-01-29,17458,17805,17310,17805,26222,303514.0,4215475.0
2014-02-03,17557,17755,17063,17509,28301,298456.0,4215475.0
2014-02-04,17285,17310,16964,17187,20305,292976.0,4215475.0
2014-02-05,17434,17656,17063,17657,24882,300985.0,4215475.0
2014-02-06,17755,18175,17607,18152,36961,309416.0,4215475.0
2014-02-07,18274,18794,18175,18671,35464,318268.0,4215475.0
2014-02-10,18843,19239,18596,18869,46278,321641.0,4215475.0
2014-02-11,18744,19016,18571,18794,12700,320376.0,4215475.0
2014-02-12,18992,19165,18720,18819,17117,320798.0,4215475.0
2014-02-13,18967,19264,18720,18893,28013,322062.0,4215475.0
2014-02-14,18893,18893,18472,18696,23339,318690.0,4215475.0
2014-02-17,18645,18695,17755,18053,45291,307730.0,4215475.0
2014-02-18,18175,18274,17533,17855,29558,304357.0,4215475.0
2014-02-19,17854,18175,17730,18176,25160,309837.0,4215475.0
2014-02-20,18175,18200,17631,17756,19183,302671.0,4215475.0
2014-02-21,17631,18052,17211,17929,34841,305622.0,4215475.0
2014-02-24,17928,17928,17656,17805,13029,303514.0,4215475.0
2014-02-25,17730,18002,17631,17805,14576,303514.0,4215475.0
2014-02-26,17953,18818,17805,18720,73822,319111.0,4215475.0
2014-02-27,18967,18967,18448,18572,32790,316582.0,4215475.0
2014-02-28,18522,18670,18052,18275,33548,311524.0,4215475.0
2014-03-03,18101,18546,17978,18448,21560,314474.0,4215475.0
2014-03-04,18448,18571,18299,18473,20204,314896.0,4215475.0
2014-03-05,18472,19486,18398,19487,54949,332179.0,4215475.0
2014-03-06,19536,20080,19189,19536,61945,333023.0,4215475.0
2014-03-07,19560,19659,19239,19586,33405,333866.0,4215475.0
2014-03-10,19486,19783,19387,19536,25754,333023.0,4215475.0
2014-03-11,19536,20302,19437,20006,55104,341032.0,4215475.0
2014-03-12,20005,20005,19362,19536,41276,333023.0,4215475.0
2014-03-13,19585,20030,19288,20031,25386,341453.0,4215475.0
2014-03-14,19733,20080,19659,19734,15925,336395.0,4215475.0
2014-03-17,19536,19758,18720,19042,29541,324592.0,4215475.0
2014-03-18,19041,19313,18794,18918,21916,322484.0,4215475.0
2014-03-19,19041,19362,18225,18572,56551,316582.0,4215475.0
2014-03-20,18670,18794,18077,18572,25342,316582.0,4215475.0
2014-03-21,18497,19758,18448,19611,44500,334287.0,4215475.0
2014-03-24,19536,19610,18744,18745,30295,319533.0,4215475.0
2014-03-25,18843,18843,17755,18325,46332,312367.0,4215475.0
2014-03-26,18472,18472,17928,18028,27368,307308.0,4215475.0
2014-03-27,18052,18423,17755,18176,37084,309837.0,4215475.0
2014-03-28,18052,18274,17755,17805,20499,303514.0,4215475.0
2014-03-31,17854,18027,17162,17237,31047,293819.0,4215475.0
2014-04-01,17434,17681,17310,17657,19168,300985.0,4215475.0
2014-04-02,17681,18002,17681,17954,17253,306043.0,4215475.0
2014-04-03,18052,18052,16865,16915,54164,288338.0,4215475.0
2014-04-04,16914,17087,16568,16791,48455,286231.0,4215475.0
2014-04-07,16543,16692,15777,16074,43003,274006.0,4215475.0
2014-04-08,16049,16074,15406,15827,75159,269790.0,4215475.0
2014-04-09,15826,16271,15703,16148,28403,275271.0,4215475.0
2014-04-10,16296,16494,16074,16322,27122,278221.0,4215475.0
2014-04-11,15876,16370,15653,16198,26382,276114.0,4215475.0
2014-04-14,16247,16593,16074,16519,18112,281594.0,4215475.0
2014-04-15,16420,16568,16024,16247,15716,276957.0,4215475.0
2014-04-16,16321,16840,16074,16742,28241,285388.0,4215475.0
2014-04-17,16741,16964,16444,16742,27146,285388.0,4215475.0
2014-04-18,16890,17137,16692,17138,31195,292132.0,4215475.0
2014-04-21,17137,17359,16815,17360,27206,295926.0,4215475.0
2014-04-22,17359,17483,17261,17360,10296,295926.0,4215475.0
2014-04-23,17359,17483,16865,17014,16660,290025.0,4215475.0
2014-04-24,16890,17013,16321,16742,23704,285388.0,4215475.0
2014-04-25,16593,16766,16370,16569,16629,282437.0,4215475.0
2014-04-28,16420,16642,16172,16297,10094,277800.0,4215475.0
2014-04-29,16296,16494,15950,16420,17082,279908.0,4215475.0
2014-04-30,16494,17310,16346,17237,39266,293819.0,4215475.0
2014-05-02,17112,17236,16988,17187,8899,292976.0,4215475.0
2014-05-07,17013,17063,16519,16569,18395,282437.0,4215475.0
2014-05-08,16568,16568,16024,16198,23679,276114.0,4215475.0
2014-05-09,16197,16346,16049,16198,14941,276114.0,4215475.0
2014-05-12,15851,16197,15431,15580,31229,265575.0,4215475.0
2014-05-13,15727,16321,15529,16322,35277,278221.0,4215475.0
2014-05-14,16197,16791,16074,16791,19698,286231.0,4215475.0
2014-05-15,16791,16815,16494,16594,11586,282858.0,4215475.0
2014-05-16,16519,16519,15653,16272,63132,277378.0,4215475.0
2014-05-19,16147,16222,15875,16074,12727,274006.0,4215475.0
2014-05-20,15876,16098,15431,15505,23134,264310.0,4215475.0
2014-05-21,15035,15332,14367,14368,74066,244919.0,4215475.0
2014-05-22,14392,14713,14342,14591,21290,248713.0,4215475.0
2014-05-23,14812,15578,14713,15135,46526,257987.0,4215475.0
2014-05-26,15282,15282,14812,14937,14038,254615.0,4215475.0
2014-05-27,14788,15010,14342,14838,16976,252928.0,4215475.0
2014-05-28,14713,15332,14590,15085,12107,257144.0,4215475.0
2014-05-29,14961,15554,14961,15555,18014,265153.0,4215475.0
2014-05-30,15554,15653,15060,15654,18538,266840.0,4215475.0
2014-06-02,15406,15653,15207,15505,14295,264310.0,4215475.0
2014-06-03,15282,15554,15010,15258,15501,260095.0,4215475.0
2014-06-05,15084,15356,14837,14838,14006,252928.0,4215475.0
2014-06-09,15035,15084,14392,14665,14410,249978.0,4215475.0
2014-06-10,14516,15035,14516,14937,8167,254615.0,4215475.0
2014-06-11,14935,15628,14935,15580,17956,265575.0,4215475.0
2014-06-12,15579,15801,15455,15555,20072,265153.0,4215475.0
2014-06-13,15628,16148,15554,15951,36443,271898.0,4215475.0
2014-06-16,16123,16593,15777,16322,47567,278221.0,4215475.0
2014-06-17,16321,16568,16049,16544,20624,282015.0,4215475.0
2014-06-18,16667,16667,16321,16519,20425,281594.0,4215475.0
2014-06-19,16469,16716,16320,16618,18029,283280.0,4215475.0
2014-06-20,16519,16716,16197,16519,15360,281594.0,4215475.0
2014-06-23,16420,16667,16271,16495,13250,281172.0,4215475.0
2014-06-24,16519,16519,15975,16495,17691,281172.0,4215475.0
2014-06-25,16618,16964,16444,16717,25265,284966.0,4215475.0
2014-06-26,16815,17186,16716,17113,17527,291711.0,4215475.0
2014-06-27,17112,17285,16988,17187,15302,292976.0,4215475.0
2014-06-30,17211,17211,16914,17113,11318,291711.0,4215475.0
2014-07-01,17137,17186,16939,17113,15932,291711.0,4215475.0
2014-07-02,16988,17013,16716,16742,22337,285388.0,4215475.0
2014-07-03,16741,16865,16519,16841,17339,287074.0,4215475.0
2014-07-04,16865,16914,16642,16816,9677,288896.0,4248475.0
2014-07-07,16692,16815,16519,16767,16177,288047.0,4248475.0
2014-07-08,16642,16766,16222,16445,16245,282524.0,4248475.0
2014-07-09,16321,16395,15950,16124,19180,277001.0,4248475.0
2014-07-10,16296,16321,15950,16074,16303,276151.0,4248475.0
2014-07-11,16197,16395,15999,16272,15423,279550.0,4248475.0
2014-07-14,16271,16444,16172,16297,15817,279975.0,4248475.0
2014-07-15,16370,16370,15850,16025,36743,275301.0,4248475.0
2014-07-16,16024,16049,15455,15753,28645,270628.0,4248475.0
2014-07-17,16024,16494,15678,16445,27474,282524.0,4248475.0
2014-07-18,16593,18002,16593,17558,136704,301642.0,4248475.0
2014-07-21,17854,18002,17557,17830,47583,306315.0,4248475.0
2014-07-22,17829,17928,17533,17879,32179,307165.0,4248475.0
2014-07-23,17928,17978,17409,17434,39977,299517.0,4248475.0
2014-07-24,17434,18373,17038,17805,71704,305890.0,4248475.0
2014-07-25,17805,18002,17508,17657,29401,303341.0,4248475.0
2014-07-28,17656,17656,16815,16816,40370,288896.0,4248475.0
2014-07-29,16815,17013,16370,16470,32422,282948.0,4248475.0
2014-07-30,16543,16914,16024,16643,28707,285922.0,4248475.0
2014-07-31,16642,16791,15975,16050,34980,275726.0,4248475.0
2014-08-01,15974,16939,15678,16940,33745,291021.0,4248475.0
2014-08-04,17038,17458,16618,17261,31929,296544.0,4248475.0
2014-08-05,17508,18546,17112,17657,173531,303341.0,4248475.0
2014-08-06,18175,20277,18101,19536,324211,335630.0,4248475.0
2014-08-07,20129,20723,19684,19907,161321,342002.0,4248475.0
2014-08-08,19783,20376,19536,20303,81428,348800.0,4248475.0
2014-08-11,20277,21464,20055,20624,120469,354323.0,4248475.0
2014-08-12,20673,20970,20104,20674,104390,355173.0,4248475.0
2014-08-13,20995,22256,20698,22059,117464,383424.0,4298475.0
2014-08-14,21984,22849,21860,22257,78857,386863.0,4298475.0
2014-08-18,21514,21885,21267,21886,98411,380415.0,4298475.0
2014-08-19,21885,23492,21786,23493,134890,408355.0,4298475.0
2014-08-20,23714,23937,22528,22875,109086,397609.0,4298475.0
2014-08-21,22849,23492,22132,23196,132235,403197.0,4298475.0
2014-08-22,23740,24209,22157,22355,245058,194291.0,4298475.0
2014-08-25,22182,24506,21910,22949,191019,199449.0,4298475.0
2014-08-26,23245,25223,23196,24927,160295,216643.0,4298475.0
2014-08-27,25124,26212,25025,25471,162045,221371.0,4298475.0
2014-08-28,25668,26064,24729,25175,101777,218792.0,4298475.0
2014-08-29,25174,25668,24556,25175,74818,218792.0,4298475.0
2014-09-01,25570,25570,24383,24408,72931,212130.0,4298475.0
2014-09-02,24185,24679,23814,23839,77971,207186.0,4298475.0
2014-09-03,24036,25520,23789,25422,112823,220942.0,4298475.0
2014-09-04,25520,25866,24729,25570,62969,222231.0,4298475.0
2014-09-05,25322,26114,24927,25026,60768,217503.0,4298475.0
2014-09-11,25322,25817,24308,24507,72846,212989.0,4298475.0
2014-09-12,24630,24729,24086,24284,37301,211055.0,4298475.0
2014-09-15,24333,25075,24185,24334,51951,211485.0,4298475.0
2014-09-16,24036,24605,23616,24037,54424,208906.0,4298475.0
2014-09-17,23987,24333,23072,23073,118596,200524.0,4298475.0
2014-09-18,22874,23492,22849,22974,50195,199664.0,4298475.0
2014-09-19,23171,24086,23047,23889,47081,207616.0,4298475.0
2014-09-22,23764,24061,22948,22949,54256,199449.0,4298475.0
2014-09-23,22676,23097,22355,22875,33801,198804.0,4298475.0
2014-09-24,22750,24061,22676,23889,64478,207616.0,4298475.0
2014-09-25,24234,25075,23937,24927,141185,216643.0,4298475.0
2014-09-26,24383,24605,23789,24087,226238,418671.0,8596950.0
2014-09-29,24086,24308,22503,23097,143603,401478.0,8596950.0
2014-09-30,22800,23319,22651,22850,102261,397179.0,8596950.0
2014-10-01,22750,23863,22627,23196,103834,403197.0,8596950.0
2014-10-02,23220,23443,22676,23048,51046,400618.0,8596950.0
2014-10-06,23047,23146,21489,22257,139712,386863.0,8596950.0
2014-10-07,22281,22281,20673,21045,171672,365800.0,8596950.0
2014-10-08,21514,24185,21514,23815,408511,413943.0,8596950.0
2014-10-10,23641,24086,23146,23913,123190,415663.0,8596950.0
2014-10-13,23566,24333,22800,22850,145274,397179.0,8596950.0
2014-10-14,22701,23517,22701,23221,85725,403627.0,8596950.0
2014-10-15,23196,24308,22799,23790,138472,413513.0,8596950.0
2014-10-16,23541,23913,23121,23716,87696,412224.0,8596950.0
2014-10-17,23715,25767,23492,25521,307301,443603.0,8596950.0
2014-10-20,25372,25965,24556,24927,188957,433286.0,8596950.0
2014-10-21,24926,25322,24383,25076,104409,435865.0,8596950.0
2014-10-22,25223,25965,24927,25026,166525,435006.0,8596950.0
2014-10-23,25372,25767,24333,24334,171002,422970.0,8596950.0
2014-10-24,24531,24531,23344,24482,248722,425549.0,8596950.0
2014-10-27,24333,24506,23838,23889,59515,415233.0,8596950.0
2014-10-28,23690,24457,23591,23963,65744,416522.0,8596950.0
2014-10-29,23937,24432,23196,24309,145725,422540.0,8596950.0
2014-10-30,24308,24333,23072,23246,132576,404057.0,8596950.0
2014-10-31,23146,23492,22157,22306,150008,387722.0,8596950.0
2014-11-03,22553,23294,22305,22850,73438,397179.0,8596950.0
2014-11-04,23146,23146,22256,22306,56060,387722.0,8596950.0
2014-11-05,22305,22775,21662,21663,100777,376546.0,8596950.0
2014-11-06,21761,22874,21217,21564,127838,374827.0,8596950.0
2014-11-07,21860,23047,21415,22380,109184,389012.0,8596950.0
2014-11-10,22478,22899,22058,22850,51882,397179.0,8596950.0
2014-11-11,22800,22973,22107,22924,61608,398839.0,8604950.0
2014-11-12,22849,23443,22379,22405,74531,389804.0,8604950.0
2014-11-13,22404,22651,21959,21960,40071,382060.0,8604950.0
2014-11-14,21959,22256,21316,21539,47325,374746.0,8604950.0
2014-11-17,21539,21539,19857,20031,118168,348500.0,8604950.0
2014-11-18,19857,20599,19857,20031,70800,348500.0,8604950.0
2014-11-19,20154,20648,19684,20031,115340,348500.0,8604950.0
2014-11-20,19931,20401,19659,19932,81679,346779.0,8604950.0
2014-11-21,20080,20080,19585,19858,78435,345489.0,8604950.0
2014-11-24,19907,20030,19165,19339,75643,336454.0,8604950.0
2014-11-25,19560,20352,19536,20303,118215,353233.0,8604950.0
2014-11-26,20352,21044,20154,20723,79358,360547.0,8604950.0
2014-11-27,20723,21069,20327,20921,55415,363989.0,8604950.0
2014-11-28,21786,22058,21168,21243,126450,369583.0,8604950.0
2014-12-01,20920,21514,20624,21144,57131,367862.0,8604950.0
2014-12-02,20920,21959,20797,21935,79899,381630.0,8604950.0
2014-12-03,21786,22355,21737,22108,61789,384641.0,8604950.0
2014-12-04,22107,22206,21563,21713,40850,377757.0,8604950.0
2014-12-05,21737,21934,21464,21564,38112,375176.0,8604950.0
2014-12-08,21415,21860,21217,21762,31120,378618.0,8604950.0
2014-12-09,21835,21959,21019,21020,35268,365710.0,8604950.0
2014-12-10,21464,21539,20846,21144,34465,367862.0,8604950.0
2014-12-11,21118,21192,20451,20773,57640,361408.0,8604950.0
2014-12-12,21094,21094,20302,20303,37736,353233.0,8604950.0
2014-12-15,20005,20500,19783,20328,37432,353663.0,8604950.0
2014-12-16,20080,20698,19733,19932,32532,346779.0,8604950.0
2014-12-17,19931,20327,19758,19858,36544,345489.0,8604950.0
2014-12-18,19882,20253,19387,19808,59350,344628.0,8604950.0
2014-12-19,20030,20920,19931,20723,61918,360547.0,8604950.0
2014-12-22,20772,21069,20277,20649,32343,359257.0,8604950.0
2014-12-23,20747,20896,20352,20847,39293,362699.0,8604950.0
2014-12-24,20624,21168,20550,21168,60652,368292.0,8604950.0
2014-12-26,21192,21316,20624,20748,45488,360978.0,8604950.0
2014-12-29,20821,20895,20005,20253,59301,352373.0,8604950.0
2014-12-30,20030,20624,19981,20575,46111,357966.0,8604950.0
2015-01-02,20673,21192,20475,21193,47057,368722.0,8604950.0
2015-01-05,20846,21267,20772,21267,41948,370013.0,8604950.0
2015-01-06,20920,21267,20822,20896,44659,363559.0,8604950.0
2015-01-07,20871,21242,20376,21119,69037,367431.0,8604950.0
2015-01-08,21242,23369,20970,22900,192717,398409.0,8604950.0
2015-01-09,23146,23418,22750,23048,87548,400991.0,8604950.0
2015-01-12,23121,23220,22627,22924,70645,398839.0,8604950.0
2015-01-13,23220,24185,22750,22998,216322,400130.0,8604950.0
2015-01-14,23196,23196,22404,22479,76139,391095.0,8604950.0
2015-01-15,22750,23097,22404,23097,61926,401851.0,8604950.0
2015-01-16,23146,23369,22528,22529,62608,391955.0,8604950.0
2015-01-19,22750,22750,21737,21762,102553,378618.0,8604950.0
2015-01-20,21712,22355,21539,22059,72352,383781.0,8604950.0
2015-01-21,21835,22281,21835,21985,40227,382490.0,8604950.0
2015-01-22,22107,22577,21613,21787,87362,379048.0,8604950.0
2015-01-23,22157,22157,21761,22158,38700,385502.0,8604950.0
2015-01-26,22305,23344,22058,22949,144016,399270.0,8604950.0
2015-01-27,23196,23468,22602,22850,77615,397549.0,8604950.0
2015-01-28,23022,23393,22701,23270,91165,404863.0,8604950.0
2015-01-29,23740,24530,23245,23963,254262,416910.0,8604950.0
2015-01-30,24333,24655,23715,24136,93176,419922.0,8604950.0
2015-02-02,23814,23987,22775,22850,149935,397549.0,8604950.0
2015-02-03,22849,24679,22379,24680,286452,429387.0,8604950.0
2015-02-04,25025,25223,24234,24655,174575,428957.0,8604950.0
2015-02-05,24655,24679,24036,24037,87228,418201.0,8604950.0
2015-02-06,23764,24679,23690,23815,81808,414328.0,8604950.0
2015-02-09,23863,24209,22627,22628,142301,393676.0,8604950.0
2015-02-10,22528,22899,22033,22529,55851,391955.0,8604950.0
2015-02-11,22627,23047,22256,22628,55304,393676.0,8604950.0
2015-02-12,22454,22849,21761,21910,112888,381199.0,8604950.0
2015-02-13,21934,22478,21662,22083,94321,384211.0,8604950.0
2015-02-16,22256,23171,22157,22257,119122,387223.0,8604950.0
2015-02-17,22206,23171,22157,23073,82595,401421.0,8604950.0
2015-02-23,23319,24234,22849,23419,113704,407444.0,8604950.0
2015-02-24,23443,23838,23072,23839,64743,414759.0,8604950.0
2015-02-25,23937,23937,22923,23592,436581,410456.0,8604950.0
2015-02-26,24036,24605,23319,23345,194776,406154.0,8604950.0
2015-02-27,23369,23591,22577,22652,120126,394107.0,8604950.0
2015-03-02,23047,23245,22701,22801,81797,396688.0,8604950.0
2015-03-03,22899,23146,22404,22652,73232,394107.0,8604950.0
2015-03-04,22429,22973,22281,22405,86561,389804.0,8604950.0
2015-03-05,22602,22602,22157,22306,62762,388083.0,8604950.0
2015-03-06,22404,22948,22107,22751,81889,395828.0,8604950.0
2015-03-09,22849,23343,22726,23345,141462,406154.0,8604950.0
2015-03-10,23517,23517,22503,22801,102709,396688.0,8604950.0
2015-03-11,22503,22973,22454,22628,48267,393676.0,8604950.0
2015-03-12,22775,23072,22676,22924,78516,398839.0,8604950.0
2015-03-13,23245,24135,23146,23790,242784,413898.0,8604950.0
2015-03-16,23740,25174,23640,25125,373961,437131.0,8604950.0
2015-03-17,25124,25817,24729,25323,268546,440573.0,8604950.0
2015-03-18,25075,25322,24531,24878,180831,432829.0,8604950.0
2015-03-19,25273,27498,24828,27153,664133,472412.0,8604950.0
2015-03-20,27498,30268,27301,28933,870134,503390.0,8604950.0
2015-03-23,29180,30070,28339,30071,314048,523181.0,8604950.0
2015-03-24,29774,29872,28933,28983,194910,504250.0,8604950.0
2015-03-25,29131,30120,28685,29675,312085,516297.0,8604950.0
2015-03-26,29625,30318,27449,27994,380810,487040.0,8604950.0
2015-03-27,29229,29872,27845,28439,347035,494785.0,8604950.0
2015-03-30,28191,28438,27251,28241,200872,491343.0,8604950.0
2015-03-31,28784,29229,27894,28389,179836,493924.0,8604950.0
2015-04-01,27944,28834,27696,28835,109440,501669.0,8604950.0
2015-04-02,29377,29675,28636,29280,264937,509413.0,8604950.0
2015-04-03,29378,32246,29328,31654,656508,550717.0,8604950.0
2015-04-06,32049,32148,31059,31852,182120,554159.0,8604950.0
2015-04-07,31801,32148,30911,31505,178887,548135.0,8604950.0
2015-04-08,31653,33038,30961,32396,279569,563624.0,8604950.0
2015-04-09,32692,33137,31900,32346,142601,562764.0,8604950.0
2015-04-10,32988,33384,32098,32841,161070,571369.0,8604950.0
2015-04-13,33186,34620,32790,33830,176035,588579.0,8604950.0
2015-04-14,33384,33829,31406,32643,249937,567927.0,8604950.0
2015-04-15,33087,33384,32246,32396,159747,563624.0,8604950.0
2015-04-16,32741,33137,32148,32692,113152,568787.0,8604950.0
2015-04-17,32939,36846,32840,35808,436023,622998.0,8604950.0
2015-04-20,35560,38280,34719,37836,323870,658279.0,8604950.0
2015-04-21,38181,38923,36500,37292,179903,648813.0,8604950.0
2015-04-22,37588,40160,31702,36847,422350,641069.0,8604950.0
2015-04-23,37192,38973,34225,35808,448085,622998.0,8604950.0
2015-04-24,36599,36896,33433,34770,346615,604928.0,8604950.0
2015-04-27,34423,35857,33977,35858,134096,623859.0,8604950.0
2015-04-28,35560,35807,34126,34127,146990,593742.0,8604950.0
2015-04-29,34126,34620,32889,34127,122901,593742.0,8604950.0
2015-04-30,33780,35016,33186,33731,101528,586858.0,8604950.0
2015-05-04,33631,33730,30812,30862,208726,536949.0,8604950.0
2015-05-06,30219,31405,29971,30269,172369,526623.0,8604950.0
2015-05-07,30466,31950,28438,31950,249021,555880.0,8604950.0
2015-05-08,31950,32543,31207,32148,116808,559322.0,8604950.0
2015-05-11,32543,32889,31999,32247,80403,561043.0,8604950.0
2015-05-12,32543,33631,31059,32297,163607,561903.0,8604950.0
2015-05-13,32197,33186,31158,32890,147465,572229.0,8604950.0
2015-05-14,33137,35461,32642,35363,230717,615254.0,8604950.0
2015-05-15,35313,38429,34571,36946,239019,642790.0,8604950.0
2015-05-18,35610,39467,35412,39270,298545,683233.0,8604950.0
2015-05-19,39517,41792,38627,41001,235769,713350.0,8604950.0
2015-05-20,41001,42138,40110,41793,153591,727118.0,8604950.0
2015-05-21,41644,42435,40457,41545,143418,722816.0,8604950.0
2015-05-22,42287,42979,39665,40705,192105,708187.0,8604950.0
2015-05-26,40654,41693,39665,40161,127361,698722.0,8604950.0
2015-05-27,40061,40555,37044,40161,158763,698722.0,8604950.0
2015-05-28,40555,41792,39566,41249,111863,717653.0,8604950.0
2015-05-29,41940,41990,40902,41298,95654,718513.0,8604950.0
2015-06-01,41297,45007,40555,44167,174702,768422.0,8604950.0
2015-06-02,45501,46342,43523,45255,207407,787353.0,8604950.0
2015-06-03,45452,46490,43721,45205,152307,786492.0,8604950.0
2015-06-04,45007,45452,44265,44810,95529,779608.0,8604950.0
