아이컴포넌트(059100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-05-26,4765,4765,4400,4695,61040,22613.0,4816374.0
2009-05-27,4700,4800,4450,4650,39385,22396.0,4816374.0
2009-05-28,4625,4695,4450,4595,50214,22131.0,4816374.0
2009-05-29,4630,4630,4365,4480,17971,21577.0,4816374.0
2009-06-01,4560,4945,4390,4890,116815,23552.0,4816374.0
2009-06-02,4950,4950,4680,4765,42653,22950.0,4816374.0
2009-06-03,4700,4815,4555,4795,44895,23095.0,4816374.0
2009-06-04,4795,5000,4720,4720,48024,22733.0,4816374.0
2009-06-05,4720,5050,4660,5050,113278,24323.0,4816374.0
2009-06-08,5750,5800,5700,5800,661205,27935.0,4816374.0
2009-06-09,5610,5740,5030,5350,537163,25768.0,4816374.0
2009-06-10,5450,5900,5310,5650,317180,27213.0,4816374.0
2009-06-11,5620,5850,5540,5700,158894,27453.0,4816374.0
2009-06-12,5790,5790,5360,5600,123298,26972.0,4816374.0
2009-06-15,5580,5580,5200,5230,65857,25190.0,4816374.0
2009-06-16,5080,5190,5020,5090,49115,24515.0,4816374.0
2009-06-17,5090,5180,4710,4750,117926,22878.0,4816374.0
2009-06-18,4770,4950,4755,4850,68539,23359.0,4816374.0
2009-06-19,4990,4990,4500,4800,92803,23119.0,4816374.0
2009-06-22,4870,4870,4630,4700,27849,22637.0,4816374.0
2009-06-23,4620,4765,4335,4395,54258,21168.0,4816374.0
2009-06-24,4480,4480,4220,4455,35673,21457.0,4816374.0
2009-06-25,4365,5100,4365,4865,66846,23432.0,4816374.0
2009-06-26,4770,4990,4400,4400,105486,21192.0,4816374.0
2009-06-29,4550,4590,4385,4550,42984,21915.0,4816374.0
2009-06-30,4550,4790,4300,4465,28285,21505.0,4816374.0
2009-07-01,4465,4550,4325,4520,13050,21770.0,4816374.0
2009-07-02,4580,4965,4580,4865,85551,23432.0,4816374.0
2009-07-03,4860,4950,4670,4940,50091,23793.0,4816374.0
2009-07-06,4955,5370,4915,5280,98148,25430.0,4816374.0
2009-07-07,5300,5450,5160,5260,74890,25334.0,4816374.0
2009-07-08,5200,5350,5200,5330,61588,25671.0,4816374.0
2009-07-09,5350,5430,5130,5180,88545,24949.0,4816374.0
2009-07-10,5200,5350,4920,5170,27936,24901.0,4816374.0
2009-07-13,4965,5100,4730,4760,64510,22926.0,4816374.0
2009-07-14,4950,4980,4550,4820,23608,23215.0,4816374.0
2009-07-15,4820,4960,4800,4930,31626,23745.0,4816374.0
2009-07-16,5000,5150,4865,4865,28532,23432.0,4816374.0
2009-07-17,5040,5050,4865,5020,39358,24178.0,4816374.0
2009-07-20,5020,5040,4895,4990,30944,24034.0,4816374.0
2009-07-21,5100,5100,4940,4965,23644,23913.0,4816374.0
2009-07-22,5020,5020,4850,4900,35409,23600.0,4816374.0
2009-07-23,5000,5000,4880,4900,23247,23600.0,4816374.0
2009-07-24,5040,5080,4950,4970,30490,23937.0,4816374.0
2009-07-27,4995,5050,4820,5030,35827,24226.0,4816374.0
2009-07-28,5030,5030,4910,4920,36534,23697.0,4816374.0
2009-07-29,5010,5010,4900,4980,23235,23986.0,4816374.0
2009-07-30,4920,5000,4800,4955,37726,23865.0,4816374.0
2009-07-31,4970,5200,4910,5120,81874,24660.0,4816374.0
2009-08-03,5180,5180,4975,4980,60749,23986.0,4816374.0
2009-08-04,4980,5100,4950,4965,14706,23913.0,4816374.0
2009-08-05,4995,4995,4650,4650,45287,22396.0,4816374.0
2009-08-06,4520,4870,4520,4840,47940,23311.0,4816374.0
2009-08-07,4895,4895,4725,4810,10533,23167.0,4816374.0
2009-08-10,4875,4875,4710,4835,20878,23287.0,4816374.0
2009-08-11,4755,4950,4755,4755,23512,22902.0,4816374.0
2009-08-12,4935,4935,4670,4710,16782,22685.0,4816374.0
2009-08-13,4725,5150,4725,5140,115536,24756.0,4816374.0
2009-08-14,5250,5250,4955,5140,74168,24756.0,4816374.0
2009-08-17,5060,5140,4800,4915,26763,23672.0,4816374.0
2009-08-18,4915,4980,4830,4900,19372,23600.0,4816374.0
2009-08-19,4900,5120,4835,5020,114182,24178.0,4816374.0
2009-08-20,5040,5200,4955,5080,35477,24467.0,4816374.0
2009-08-21,5080,5130,4805,4805,55619,23143.0,4816374.0
2009-08-24,4940,5120,4770,4820,38182,23215.0,4816374.0
2009-08-25,4835,4900,4750,4785,32622,23046.0,4816374.0
2009-08-26,4800,4980,4730,4940,32064,23793.0,4816374.0
2009-08-27,4940,5000,4845,4940,23716,23793.0,4816374.0
2009-08-28,4850,4990,4730,4805,32358,23143.0,4816374.0
2009-08-31,4960,5170,4810,5090,168426,24515.0,4816374.0
2009-09-01,5080,5220,5000,5000,130123,24082.0,4816374.0
2009-09-02,4950,5720,4920,5680,428414,27357.0,4816374.0
2009-09-03,5680,5690,5350,5500,258485,26490.0,4816374.0
2009-09-04,5500,5510,5100,5200,125728,25045.0,4816374.0
2009-09-07,5240,5590,5180,5500,192909,26490.0,4816374.0
2009-09-08,5490,6160,5490,5990,817479,28850.0,4816374.0
2009-09-09,5980,5980,5670,5800,183204,27935.0,4816374.0
2009-09-10,5840,6380,5700,6200,355644,29862.0,4816374.0
2009-09-11,6150,6300,5960,6280,199488,30247.0,4816374.0
2009-09-14,6500,6690,6300,6540,376614,31499.0,4816374.0
2009-09-15,6590,6730,6200,6460,292486,31114.0,4816374.0
2009-09-16,6570,6580,6290,6550,135667,31547.0,4816374.0
2009-09-17,6540,6560,5930,6010,269863,28946.0,4816374.0
2009-09-18,5920,6210,5850,6100,139103,29380.0,4816374.0
2009-09-21,6100,6120,5700,5780,109358,27839.0,4816374.0
2009-09-22,5780,5910,5700,5780,100921,27839.0,4816374.0
2009-09-23,5840,6400,5560,6400,351240,30825.0,4816374.0
2009-09-24,6380,7360,6380,7360,1376178,35449.0,4816374.0
2009-09-25,7360,7550,6630,7350,1983443,35400.0,4816374.0
2009-09-28,7300,8380,7090,8010,1212317,38579.0,4816374.0
2009-09-29,8010,8250,7770,8200,522229,39494.0,4816374.0
2009-09-30,8380,9300,7820,8040,904159,38724.0,4816374.0
2009-10-01,8300,8490,7770,8040,708750,38724.0,4816374.0
2009-10-05,8040,8980,7500,7500,1103296,36123.0,4816374.0
2009-10-06,7700,7880,7040,7070,651696,34052.0,4816374.0
2009-10-07,7200,7450,6880,6960,510035,33522.0,4816374.0
2009-10-08,7100,7510,7020,7300,670532,35160.0,4816374.0
2009-10-09,7330,7980,7200,7600,724406,36604.0,4816374.0
2009-10-12,7730,7890,7470,7560,234486,36412.0,4816374.0
2009-10-13,7560,7700,7150,7170,239489,34533.0,4816374.0
2009-10-14,7180,7300,7050,7180,204884,34582.0,4816374.0
2009-10-15,7270,7350,6600,6610,453519,31836.0,4816374.0
2009-10-16,6610,6930,6000,6120,400296,29476.0,4816374.0
2009-10-19,6190,6430,6000,6430,187150,30969.0,4816374.0
2009-10-20,6430,6700,6270,6460,152087,31114.0,4816374.0
2009-10-21,6470,6490,6180,6180,102129,29765.0,4816374.0
2009-10-22,6130,6450,6110,6220,91922,29958.0,4816374.0
2009-10-23,6440,6490,6220,6330,77068,30488.0,4816374.0
2009-10-26,6430,6430,6230,6330,93346,30488.0,4816374.0
2009-10-27,6330,6330,5970,6040,118264,29091.0,4816374.0
2009-10-28,6100,6250,5700,5750,175475,27694.0,4816374.0
2009-10-29,5650,5740,5000,5650,139257,27213.0,4816374.0
2009-10-30,5690,5870,5640,5640,63534,27164.0,4816374.0
2009-11-02,5340,5520,5130,5130,102448,24708.0,4816374.0
2009-11-03,5250,5890,5200,5690,152916,27405.0,4816374.0
2009-11-04,5820,5820,5630,5650,59099,27213.0,4816374.0
2009-11-05,5710,5870,5600,5720,42019,27550.0,4816374.0
2009-11-06,5790,5800,5610,5690,48961,27405.0,4816374.0
2009-11-09,5650,6080,5650,5940,103808,28609.0,4816374.0
2009-11-10,5980,6040,5700,5820,51068,28031.0,4816374.0
2009-11-11,5950,5950,5580,5630,53878,27116.0,4816374.0
2009-11-12,5660,5780,5500,5600,47355,26972.0,4816374.0
2009-11-13,5700,5700,5400,5500,40745,26490.0,4816374.0
2009-11-16,5570,5590,5270,5360,41620,25816.0,4816374.0
2009-11-17,5360,5460,5140,5140,77426,24756.0,4816374.0
2009-11-18,5080,5360,5080,5300,74239,25527.0,4816374.0
2009-11-19,5110,5480,5110,5480,44269,26394.0,4816374.0
2009-11-20,5480,5540,5360,5500,43002,26490.0,4816374.0
2009-11-23,5580,5590,5360,5360,29354,25816.0,4816374.0
2009-11-24,5500,5510,5350,5350,38945,25768.0,4816374.0
2009-11-25,5430,5450,5200,5350,28213,25768.0,4816374.0
2009-11-26,5440,5440,5200,5200,21056,25045.0,4816374.0
2009-11-27,5180,5180,4480,4680,126230,22541.0,4816374.0
2009-11-30,4800,4990,4770,4820,64572,23215.0,4816374.0
2009-12-01,4710,4940,4710,4940,80377,23793.0,4816374.0
2009-12-02,4965,5300,4965,5150,55906,24804.0,4816374.0
2009-12-03,5390,5800,5300,5580,167798,26875.0,4816374.0
2009-12-04,5580,5700,5450,5590,54576,26924.0,4816374.0
2009-12-07,5590,5700,5400,5570,40280,26827.0,4816374.0
2009-12-08,5600,5940,5600,5800,152241,27935.0,4816374.0
2009-12-09,5790,5840,5620,5810,63101,27983.0,4816374.0
2009-12-10,5950,5970,5790,5860,62910,28224.0,4816374.0
2009-12-11,5860,5870,5700,5770,74615,27790.0,4816374.0
2009-12-14,5730,5930,5730,5870,48679,28272.0,4816374.0
2009-12-15,5930,6160,5930,6110,93223,29428.0,4816374.0
2009-12-16,6110,6160,5950,6120,48843,29476.0,4816374.0
2009-12-17,6180,6180,5970,6130,73929,29524.0,4816374.0
2009-12-18,6100,6240,6020,6160,60400,29669.0,4816374.0
2009-12-21,6230,6730,6230,6500,168104,31306.0,4816374.0
2009-12-22,6560,6580,6280,6320,63727,30439.0,4816374.0
2009-12-23,6320,6470,6000,6000,77759,28898.0,4816374.0
2009-12-24,5980,6070,5850,5860,84477,28224.0,4816374.0
2009-12-28,5880,5970,5830,5880,54859,28320.0,4816374.0
2009-12-29,5890,6370,5890,6250,132608,30102.0,4816374.0
2009-12-30,6430,7180,6410,7000,946219,33715.0,4816374.0
2010-01-04,7120,8050,7120,7860,644555,37857.0,4816374.0
2010-01-05,7860,7940,7400,7490,685560,36075.0,4816374.0
2010-01-06,7600,7650,7180,7300,242868,35160.0,4816374.0
2010-01-07,7400,7630,6830,6950,377172,33474.0,4816374.0
2010-01-08,7990,7990,7740,7990,241193,38483.0,4816374.0
2010-01-11,9180,9180,8100,8260,1640276,39783.0,4816374.0
2010-01-12,8160,9490,7850,9490,3411632,45707.0,4816374.0
2010-01-13,9490,10100,8580,8580,3710102,41324.0,4816374.0
2010-01-14,8660,8780,8240,8410,981484,40506.0,4816374.0
2010-01-15,8470,9060,8320,8360,1254708,40265.0,4816374.0
2010-01-18,8340,8780,8160,8460,484418,40747.0,4816374.0
2010-01-19,8490,8790,8020,8100,510117,39013.0,4816374.0
2010-01-20,8210,8250,7450,7660,470202,36893.0,4816374.0
2010-01-21,7460,7820,7410,7660,388777,36893.0,4816374.0
2010-01-22,7500,7690,7050,7330,302840,35304.0,4816374.0
2010-01-25,7300,7730,7050,7220,368330,34774.0,4816374.0
2010-01-26,7320,7800,7060,7800,319242,37568.0,4816374.0
2010-01-27,8090,8090,7500,7500,418853,36123.0,4816374.0
2010-01-28,7510,7620,6800,7100,237731,34196.0,4816374.0
2010-01-29,6940,7030,6150,6370,248924,30680.0,4816374.0
2010-02-01,6370,6840,6300,6520,176295,31403.0,4816374.0
2010-02-02,6630,6980,6510,6510,159482,31355.0,4816374.0
2010-02-03,6690,6850,6550,6850,118594,32992.0,4816374.0
2010-02-04,6980,7190,6750,7020,126740,33811.0,4816374.0
2010-02-05,6310,6770,6310,6530,138363,31451.0,4816374.0
2010-02-08,6750,6750,6330,6330,71299,30488.0,4816374.0
2010-02-09,6200,6440,6000,6370,99950,30680.0,4816374.0
2010-02-10,6530,6540,6210,6240,51327,30054.0,4816374.0
2010-02-11,6290,6450,6220,6450,56937,31066.0,4816374.0
2010-02-12,6520,6700,6420,6650,46384,32029.0,4816374.0
2010-02-16,6650,6740,6600,6710,51612,32318.0,4816374.0
2010-02-17,6800,6970,6650,6830,149451,32896.0,4816374.0
2010-02-18,6840,6900,6550,6550,107691,31547.0,4816374.0
2010-02-19,6550,6670,6130,6150,145624,29621.0,4816374.0
2010-02-22,6300,6430,6240,6240,41140,30054.0,4816374.0
2010-02-23,6400,6830,6250,6810,153876,32800.0,4816374.0
2010-02-24,6740,7130,6710,6770,167384,32607.0,4816374.0
2010-02-25,6810,7000,6680,6710,113361,32318.0,4816374.0
2010-02-26,6900,6950,6710,6830,88236,32896.0,4816374.0
2010-03-02,7000,7630,6940,7320,390047,35256.0,4816374.0
2010-03-03,7320,7400,7090,7250,135879,34919.0,4816374.0
2010-03-04,7360,7360,7020,7020,78477,33811.0,4816374.0
2010-03-05,7100,7490,7100,7300,122912,35160.0,4816374.0
2010-03-08,7420,7740,7320,7330,234412,35304.0,4816374.0
2010-03-09,7350,7540,7100,7290,128933,35111.0,4816374.0
2010-03-10,7340,7450,7050,7290,120443,35111.0,4816374.0
2010-03-11,7490,8380,7240,8380,781181,40361.0,4816374.0
2010-03-12,8520,9030,8380,8550,1818142,41180.0,4816374.0
2010-03-15,8680,8890,8390,8740,505800,42095.0,4816374.0
2010-03-16,8860,8860,8000,8100,492428,39013.0,4816374.0
2010-03-17,8100,8250,7850,8130,296035,39157.0,4816374.0
2010-03-18,8150,8340,8050,8120,190049,39109.0,4816374.0
2010-03-19,8160,8370,7990,8240,189283,39687.0,4816374.0
2010-03-22,8260,8410,8120,8160,165637,39302.0,4816374.0
2010-03-23,8200,8350,8000,8000,172930,38711.0,4838874.0
2010-03-24,8030,8030,7380,7530,306319,36437.0,4838874.0
2010-03-25,7500,7700,7460,7640,86117,36969.0,4838874.0
2010-03-26,7700,7820,7580,7740,83308,37453.0,4838874.0
2010-03-29,7830,7910,7500,7500,105262,36292.0,4838874.0
2010-03-30,7510,7620,7430,7620,95335,36872.0,4838874.0
2010-03-31,7750,8640,7700,8050,668174,38953.0,4838874.0
2010-04-01,8050,8150,7800,8100,164307,39195.0,4838874.0
2010-04-02,8300,8660,8100,8180,335472,39582.0,4838874.0
2010-04-05,8230,8490,7640,8010,202673,38759.0,4838874.0
2010-04-06,8190,8190,7710,7710,98319,37308.0,4838874.0
2010-04-07,7650,7930,7540,7800,89212,37743.0,4838874.0
2010-04-08,7810,7890,7640,7660,105836,37066.0,4838874.0
2010-04-09,7660,7670,7400,7600,83628,36775.0,4838874.0
2010-04-12,7610,7610,7010,7250,110369,35082.0,4838874.0
2010-04-13,7250,7300,7090,7210,46035,34888.0,4838874.0
2010-04-14,7160,7390,7160,7350,40716,35566.0,4838874.0
2010-04-15,7440,7440,7260,7350,29211,35566.0,4838874.0
2010-04-16,7350,7390,7020,7020,57668,33969.0,4838874.0
2010-04-19,6900,6900,5970,6620,179856,32033.0,4838874.0
2010-04-20,6700,6820,6600,6770,58367,32759.0,4838874.0
2010-04-21,6810,7100,6760,7090,42486,34308.0,4838874.0
2010-04-22,6800,7070,6800,6930,41390,33533.0,4838874.0
2010-04-23,7140,7140,6880,6930,61717,33533.0,4838874.0
2010-04-26,7030,7250,6890,7030,108321,34017.0,4838874.0
2010-04-27,7160,7580,7040,7440,92853,36001.0,4838874.0
2010-04-28,7180,7820,7160,7440,222178,36001.0,4838874.0
2010-04-29,7470,7580,7250,7400,76876,35808.0,4838874.0
2010-04-30,7500,7500,7200,7210,62422,34888.0,4838874.0
2010-05-03,7200,7200,6700,6900,102574,33388.0,4838874.0
2010-05-04,6910,7040,6630,6730,66792,32566.0,4838874.0
2010-05-06,6500,6700,6390,6500,72598,31453.0,4838874.0
2010-05-07,6100,6300,5900,6160,150368,29807.0,4838874.0
2010-05-10,6180,6410,6170,6390,59292,30920.0,4838874.0
2010-05-11,6450,6700,6290,6350,58353,30727.0,4838874.0
2010-05-12,6360,6500,6240,6240,36752,30195.0,4838874.0
2010-05-13,6400,6460,6100,6400,125519,30969.0,4838874.0
2010-05-14,6920,7360,6920,7360,422508,35614.0,4838874.0
2010-05-17,7800,8160,6700,6700,1433238,32420.0,4838874.0
2010-05-18,6830,6970,6400,6650,239305,32179.0,4838874.0
2010-05-19,6670,6950,6550,6600,167177,31937.0,4838874.0
2010-05-20,6510,6800,6040,6240,191224,30195.0,4838874.0
2010-05-24,6020,6300,6020,6190,65465,29953.0,4838874.0
2010-05-25,6100,6210,5280,5550,161904,26856.0,4838874.0
2010-05-26,5610,5930,5600,5880,87287,28453.0,4838874.0
2010-05-27,5880,6200,5810,6000,51518,29033.0,4838874.0
2010-05-28,6210,6330,6100,6150,82532,29759.0,4838874.0
2010-05-31,6210,6390,6200,6330,35362,30630.0,4838874.0
2010-06-01,6400,6560,6160,6300,54354,30485.0,4838874.0
2010-06-03,6520,6600,6350,6530,48095,31598.0,4838874.0
2010-06-04,6570,6650,6430,6560,32235,31743.0,4838874.0
2010-06-07,6200,6430,6150,6220,44693,30098.0,4838874.0
2010-06-08,6270,6360,6200,6260,29883,30291.0,4838874.0
2010-06-09,6350,6370,6170,6170,27617,29856.0,4838874.0
2010-06-10,6170,6320,6100,6300,27710,30485.0,4838874.0
2010-06-11,6420,6660,6340,6470,67038,31308.0,4838874.0
2010-06-14,6490,6600,6400,6400,27800,30969.0,4838874.0
2010-06-15,6490,6570,6400,6500,31178,31453.0,4838874.0
2010-06-16,6560,6650,6410,6470,27680,31308.0,4838874.0
2010-06-17,6520,6520,6360,6430,20216,31114.0,4838874.0
2010-06-18,6400,6520,6320,6320,24265,30582.0,4838874.0
2010-06-21,6440,6770,6360,6480,58999,31356.0,4838874.0
2010-06-22,6480,6530,6430,6480,21908,31356.0,4838874.0
2010-06-23,6450,6580,6410,6410,35872,31017.0,4838874.0
2010-06-24,6380,6700,6380,6430,30781,31114.0,4838874.0
2010-06-25,6320,6480,6320,6410,29566,31017.0,4838874.0
2010-06-28,6480,6530,6400,6400,33860,30969.0,4838874.0
2010-06-29,6480,6480,6110,6160,84221,29807.0,4838874.0
2010-06-30,6030,6080,5930,6030,57511,29178.0,4838874.0
2010-07-01,6030,6070,5690,5860,56689,28356.0,4838874.0
2010-07-02,5900,6010,5860,6000,31372,29033.0,4838874.0
2010-07-05,6130,6320,6000,6170,30895,29856.0,4838874.0
2010-07-06,6170,6260,5950,6040,37921,29227.0,4838874.0
2010-07-07,6040,6150,5990,6010,31093,29082.0,4838874.0
2010-07-08,6110,6190,6000,6040,24795,29227.0,4838874.0
2010-07-09,6060,6160,6020,6130,37838,29662.0,4838874.0
2010-07-12,6080,6350,6080,6230,34849,30146.0,4838874.0
2010-07-13,6230,6420,6230,6240,38285,30195.0,4838874.0
2010-07-14,6260,6350,6140,6200,34171,30001.0,4838874.0
2010-07-15,6200,6270,5990,6090,47836,29469.0,4838874.0
2010-07-16,6020,6160,5910,5980,34570,28936.0,4838874.0
2010-07-19,6000,6070,5870,6040,23970,29227.0,4838874.0
2010-07-20,5920,6150,5900,5960,39768,28840.0,4838874.0
2010-07-21,5900,6020,5900,5980,29538,28936.0,4838874.0
2010-07-22,5930,6180,5700,5700,44752,27582.0,4838874.0
2010-07-23,5810,5970,5010,5930,70419,28695.0,4838874.0
2010-07-26,6000,6080,5830,6070,29711,29372.0,4838874.0
2010-07-27,6100,6100,5940,6030,18272,29178.0,4838874.0
2010-07-28,5920,6080,5880,5970,24116,28888.0,4838874.0
2010-07-29,5900,6240,5870,6070,48823,29372.0,4838874.0
2010-07-30,6100,6100,5970,6050,16078,29275.0,4838874.0
2010-08-02,6120,6470,6100,6260,60947,30291.0,4838874.0
2010-08-03,6330,7080,6330,7000,290775,33872.0,4838874.0
2010-08-04,7000,7120,6650,6740,156058,32614.0,4838874.0
2010-08-05,6760,6980,6590,6700,61328,32420.0,4838874.0
2010-08-06,6680,6790,6300,6430,63797,31114.0,4838874.0
2010-08-09,6370,6890,6200,6640,84315,32130.0,4838874.0
2010-08-10,6780,6780,6500,6630,42705,32082.0,4838874.0
2010-08-11,6620,6680,6310,6680,37499,32324.0,4838874.0
2010-08-12,6560,6670,6490,6670,35321,32275.0,4838874.0
2010-08-13,6630,7080,6630,7000,88726,33872.0,4838874.0
2010-08-16,7000,7010,6700,6900,42529,33388.0,4838874.0
2010-08-17,6990,6990,6820,6930,29978,33533.0,4838874.0
2010-08-18,6880,6950,6700,6700,42125,32420.0,4838874.0
