아이원스(114810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-10-28,13527,14049,13242,13859,132828,139673.0,9566666.0
2014-10-29,14001,14049,13527,13527,50380,136325.0,9566666.0
2014-10-30,13384,13717,12530,12910,115622,130107.0,9566666.0
2014-10-31,12815,13147,12672,12768,28682,128672.0,9566666.0
2014-11-03,12767,13005,12530,12673,38068,127715.0,9566666.0
2014-11-04,12910,14049,12862,13622,425733,137282.0,9566666.0
2014-11-05,13764,13906,13289,13527,164273,136325.0,9566666.0
2014-11-06,13432,13574,12577,13147,175109,132498.0,9566666.0
2014-11-07,13194,13384,12720,13337,129148,134412.0,9566666.0
2014-11-10,13384,13622,13194,13337,88541,134412.0,9566666.0
2014-11-11,13337,13432,12910,12910,71611,130107.0,9566666.0
2014-11-12,13005,13194,12720,13100,101570,132020.0,9566666.0
2014-11-13,13099,13242,11153,11629,1110581,117192.0,9566666.0
2014-11-14,11486,11960,11059,11629,393065,117192.0,9566666.0
2014-11-17,11533,11960,11106,11107,191134,111930.0,9566666.0
2014-11-18,11011,12055,11011,11866,223859,119583.0,9566666.0
2014-11-19,11723,12103,11628,11818,96773,119105.0,9566666.0
2014-11-20,11723,12055,11581,11724,81132,118148.0,9566666.0
2014-11-21,11628,12388,11628,12341,168635,124367.0,9566666.0
2014-11-24,12198,12672,12198,12578,96879,126758.0,9566666.0
2014-11-25,12435,12720,12340,12578,54692,126758.0,9566666.0
2014-11-26,12435,13242,12388,12673,125156,127715.0,9566666.0
2014-11-27,12720,13384,12720,13337,208091,134412.0,9566666.0
2014-11-28,13384,13479,13099,13337,68859,134412.0,9566666.0
2014-12-01,13337,13479,12815,12863,92001,129628.0,9566666.0
2014-12-02,12672,13005,12625,12768,41358,128672.0,9566666.0
2014-12-03,12625,13052,12482,12768,83397,128672.0,9566666.0
2014-12-04,12720,12957,12293,12341,126237,124367.0,9566666.0
2014-12-05,12388,12577,10489,10727,817892,108103.0,9566666.0
2014-12-08,11059,11628,10916,11534,326005,116235.0,9566666.0
2014-12-09,11438,11960,11391,11771,153744,118627.0,9566666.0
2014-12-10,11771,12245,11628,12246,102165,123410.0,9566666.0
2014-12-11,12245,12340,11865,12198,83140,122932.0,9566666.0
2014-12-12,12245,12245,11960,11961,29368,120540.0,9566666.0
2014-12-15,11960,12103,11676,12008,42760,121018.0,9566666.0
2014-12-16,11818,12150,11818,11913,28798,120062.0,9566666.0
2014-12-17,11913,12340,11771,12056,29974,121497.0,9566666.0
2014-12-18,11960,12198,11438,11866,43811,119583.0,9566666.0
2014-12-19,11865,12577,11865,12293,57164,123888.0,9566666.0
2014-12-22,12577,12577,12150,12293,25449,123888.0,9566666.0
2014-12-23,12293,12340,11865,12293,36976,123888.0,9566666.0
2014-12-24,12388,12435,12055,12341,28994,124367.0,9566666.0
2014-12-26,12388,12482,12008,12341,45548,124367.0,9566666.0
2014-12-29,12150,12625,12150,12625,54714,127237.0,9566666.0
2014-12-30,12720,13052,12530,13005,52556,131063.0,9566666.0
2015-01-02,13100,13289,12767,13290,52771,133933.0,9566666.0
2015-01-05,13479,13479,13052,13290,40618,133933.0,9566666.0
2015-01-06,13289,13289,12767,13053,50057,131542.0,9566666.0
2015-01-07,13052,13052,12435,12815,121247,129150.0,9566666.0
2015-01-08,12862,13384,12672,13337,82587,134412.0,9566666.0
2015-01-09,13479,14523,13384,14192,262192,143022.0,9566666.0
2015-01-12,14476,14951,14049,14192,134770,143022.0,9566666.0
2015-01-13,14286,15140,13906,14714,294896,148283.0,9566666.0
2015-01-14,14951,15378,14476,14761,215552,148762.0,9566666.0
2015-01-15,14618,15046,14571,14571,76491,146848.0,9566666.0
2015-01-16,14523,15615,14191,15568,326187,156893.0,9566666.0
2015-01-19,15568,15805,15235,15331,160497,154502.0,9566666.0
2015-01-20,15188,15330,14618,15141,175848,152588.0,9566666.0
2015-01-21,15046,15235,14523,14571,178024,146848.0,9566666.0
2015-01-22,14571,14856,14049,14239,169880,143500.0,9566666.0
2015-01-23,14428,14618,14049,14334,100375,144457.0,9566666.0
2015-01-26,14334,14903,14049,14904,141732,150197.0,9566666.0
2015-01-27,14903,15093,14239,14287,199911,143978.0,9566666.0
2015-01-28,14144,14476,14096,14287,58130,143978.0,9566666.0
2015-01-29,14523,14523,13811,14097,84112,142065.0,9566666.0
2015-01-30,14049,14381,13764,14144,59460,142543.0,9566666.0
2015-02-02,14191,14191,13384,13575,122018,136803.0,9566666.0
2015-02-03,13527,14096,13527,14002,60849,141108.0,9566666.0
2015-02-04,14096,15093,13764,15046,317090,151632.0,9566666.0
2015-02-05,15046,15473,14808,14999,172076,151153.0,9566666.0
2015-02-06,15330,15995,15140,15853,251915,159763.0,9566666.0
2015-02-09,15947,16659,15283,16280,292965,164068.0,9566666.0
2015-02-10,16327,16469,15852,16280,127138,164068.0,9566666.0
2015-02-11,16137,17751,16137,17751,667280,178897.0,9566666.0
2015-02-12,17893,19222,17893,18796,557466,189420.0,9566666.0
2015-02-13,19175,19175,18178,18368,282044,185115.0,9566666.0
2015-02-16,18131,19222,17703,19175,193310,193247.0,9566666.0
2015-02-17,19032,19175,18415,18653,148785,187985.0,9566666.0
2015-02-23,18226,18890,18036,18891,92668,190377.0,9566666.0
2015-02-24,18653,19175,18415,18891,130709,190377.0,9566666.0
2015-02-25,19080,21073,18890,20220,357069,203770.0,9566666.0
2015-02-26,19934,21168,19555,19935,228337,200900.0,9566666.0
2015-02-27,19555,20361,19222,20362,135558,205205.0,9566666.0
2015-03-02,20361,21073,19270,19840,128587,199943.0,9566666.0
2015-03-03,20219,20314,19412,19887,164519,200422.0,9566666.0
2015-03-04,20124,20884,19934,20599,354807,207597.0,9566666.0
2015-03-05,20694,20694,19365,20172,299758,203292.0,9566666.0
2015-03-06,20219,20267,19507,19792,118038,199465.0,9566666.0
2015-03-09,19744,19839,19032,19745,143664,198987.0,9566666.0
2015-03-10,19934,19934,18748,19270,178773,194203.0,9566666.0
2015-03-11,19032,19602,18795,19270,103340,194203.0,9566666.0
2015-03-12,19080,21073,19080,20837,360642,209988.0,9566666.0
2015-03-13,20836,21216,20456,20742,111686,209032.0,9566666.0
2015-03-16,20884,21073,20219,20694,129396,208553.0,9566666.0
2015-03-17,20504,20741,20456,20599,54074,207597.0,9566666.0
2015-03-18,20456,21453,20456,20789,161201,209510.0,9566666.0
2015-03-19,20646,20836,19365,19650,331557,198030.0,9566666.0
2015-03-20,19317,20504,19317,20267,133430,204248.0,9566666.0
2015-03-23,20504,21216,19887,20789,138466,209510.0,9566666.0
2015-03-24,20884,22782,20646,22308,256203,224817.0,9566666.0
2015-03-25,22545,23494,22497,23495,193034,236775.0,9566666.0
2015-03-26,23067,23114,22592,22925,116285,231035.0,9566666.0
2015-03-27,22972,22972,22118,22640,101483,228165.0,9566666.0
2015-03-30,22355,22972,21880,22545,73478,227208.0,9566666.0
2015-03-31,22592,23684,22355,22878,133787,230557.0,9566666.0
2015-04-01,22735,23257,21596,22213,184185,223860.0,9566666.0
2015-04-02,22497,22497,21263,22071,169687,222425.0,9566666.0
2015-04-03,22402,22402,21406,21976,96241,221468.0,9566666.0
2015-04-06,21975,21975,21311,21833,81445,220033.0,9566666.0
2015-04-07,21785,22402,21596,21833,73706,220033.0,9566666.0
2015-04-08,21690,22213,20694,21549,109964,217163.0,9566666.0
2015-04-09,21358,21453,20456,21406,92692,215728.0,9566666.0
2015-04-10,21548,21596,20646,21216,95275,213815.0,9566666.0
2015-04-13,21263,21263,20409,20647,78159,208075.0,9566666.0
2015-04-14,20267,20599,19650,19745,164852,198987.0,9566666.0
2015-04-15,19744,21358,19744,20409,109552,205683.0,9566666.0
2015-04-16,20409,21358,19982,20837,75367,209988.0,9566666.0
2015-04-17,21263,21263,19982,20314,61748,204727.0,9566666.0
2015-04-20,20361,21073,19934,20884,84447,210467.0,9566666.0
2015-04-21,20884,23257,20599,23067,407752,232470.0,9566666.0
2015-04-22,23067,25630,22735,25441,721383,256387.0,9566666.0
2015-04-23,26105,26437,23542,25915,390078,261170.0,9566666.0
2015-04-24,26105,27054,24776,24776,346842,249690.0,9566666.0
2015-04-27,24776,24823,22735,24254,264293,244428.0,9566666.0
2015-04-28,24253,24348,22118,23447,289921,236297.0,9566666.0
2015-04-29,24206,25013,23589,23732,638626,239167.0,9566666.0
2015-04-30,23921,24206,22924,23257,187343,234383.0,9566666.0
2015-05-04,23684,23684,22545,22783,85445,229600.0,9566666.0
2015-05-06,22402,23304,21263,22213,209451,223860.0,9566666.0
2015-05-07,21690,24396,20978,23732,282984,239167.0,9566666.0
2015-05-08,23542,24396,23257,23874,331344,240602.0,9566666.0
2015-05-11,24301,25962,24301,25488,303428,256865.0,9566666.0
2015-05-12,25677,25962,24633,24776,305110,249690.0,9566666.0
2015-05-13,24871,28478,24823,28478,505033,287000.0,9566666.0
2015-05-14,28857,29380,27528,28099,288176,283173.0,9566666.0
2015-05-15,28051,28857,27671,28668,211472,288913.0,9566666.0
2015-05-18,28857,31088,28525,30092,318215,303263.0,9566666.0
2015-05-19,30424,31515,29047,29190,199405,294175.0,9566666.0
2015-05-20,29332,30186,27861,28431,220163,286522.0,9566666.0
2015-05-21,28905,30566,27528,30472,247435,307090.0,9566666.0
2015-05-22,31041,31088,28952,29617,173631,298480.0,9566666.0
2015-05-26,29237,29285,28335,28336,102874,313293.0,10495566.0
2015-05-27,28335,29380,26959,28431,107896,314342.0,10495566.0
2015-05-28,28573,29285,28003,28716,78007,317491.0,10495566.0
2015-05-29,28715,29000,27054,27054,95843,299124.0,10495566.0
2015-06-01,27149,27386,26057,27387,105976,302797.0,10495566.0
2015-06-02,27386,27576,25867,26864,77925,297025.0,10495566.0
2015-06-03,26579,27434,25535,25820,122969,285479.0,10495566.0
2015-06-04,25867,26627,25772,26295,111248,290727.0,10495566.0
2015-06-05,26200,26437,24918,24918,86400,275509.0,10495566.0
2015-06-08,24918,26722,24681,26105,139380,288628.0,10495566.0
2015-06-09,25725,26722,24965,25678,116795,283905.0,10495566.0
2015-06-10,25915,26911,25820,26342,153489,291252.0,10495566.0
2015-06-11,26769,27291,25630,25820,102608,285479.0,10495566.0
2015-06-12,25725,25867,22165,24776,352521,273934.0,10495566.0
2015-06-15,24206,24918,22830,24634,205624,272360.0,10495566.0
2015-06-16,24681,24681,23447,23732,55418,262389.0,10495566.0
2015-06-17,22592,24206,21263,24207,431403,267637.0,10495566.0
2015-06-18,24681,25060,23257,24444,110648,270261.0,10495566.0
2015-06-19,24823,24823,23399,23637,65402,261340.0,10495566.0
2015-06-22,23257,23684,22165,23542,113997,260290.0,10495566.0
2015-06-23,23779,23779,22782,22783,32317,251894.0,10495566.0
2015-06-24,22640,23209,22023,22735,94027,251369.0,10495566.0
2015-06-25,22260,23447,22165,23162,59021,256092.0,10495566.0
2015-06-26,23162,25203,23067,24776,242360,273934.0,10495566.0
2015-06-29,24301,24776,23114,23162,88281,256092.0,10495566.0
2015-06-30,22592,23969,22307,23732,117793,262389.0,10495566.0
2015-07-01,23731,25108,23304,24966,103315,276033.0,10495566.0
2015-07-02,24965,26342,24871,26247,241954,290202.0,10495566.0
2015-07-03,26959,27006,25488,25915,131866,286529.0,10495566.0
2015-07-06,25108,26294,23921,25536,79205,282331.0,10495566.0
2015-07-07,25535,26010,23826,24444,66725,270261.0,10495566.0
2015-07-08,24348,24823,23447,23589,94001,260815.0,10495566.0
2015-07-09,22877,23447,21358,21596,247970,238774.0,10495566.0
2015-07-10,21785,21785,19650,21311,238680,235625.0,10495566.0
2015-07-13,21073,22118,20456,22071,212418,244022.0,10495566.0
2015-07-14,22592,23209,22213,22308,134143,246646.0,10495566.0
2015-07-15,22307,22497,21263,21454,95790,237200.0,10495566.0
2015-07-16,23304,25630,23304,25061,402856,277083.0,10495566.0
2015-07-17,24918,27339,24206,26105,221266,288628.0,10495566.0
2015-07-20,26294,26389,25250,26058,140660,288103.0,10495566.0
2015-07-21,26010,26484,25108,26105,90332,288628.0,10495566.0
2015-07-22,26437,27434,25630,26912,125547,297549.0,10495566.0
2015-07-23,27528,27528,26437,26437,91919,292302.0,10495566.0
2015-07-24,26105,26722,25867,26200,42791,289678.0,10495566.0
2015-07-27,26152,26152,24111,24586,91593,271835.0,10495566.0
2015-07-28,23352,23969,22687,23447,107970,259240.0,10495566.0
2015-07-29,23494,24111,22925,23637,53314,261340.0,10495566.0
2015-07-30,24111,24111,21975,23162,91624,256092.0,10495566.0
2015-07-31,23399,23399,21738,22308,97091,246646.0,10495566.0
2015-08-03,22307,22782,21501,22498,46291,248745.0,10495566.0
2015-08-04,21833,22640,21216,22403,132098,247695.0,10495566.0
2015-08-05,22497,23067,21501,22355,63988,247171.0,10495566.0
2015-08-06,22497,23731,22023,22403,47405,247695.0,10495566.0
2015-08-07,22165,22640,21833,22213,31594,245596.0,10495566.0
2015-08-10,22307,22545,22023,22071,14067,244022.0,10495566.0
2015-08-11,22307,22592,20978,21501,39918,237725.0,10495566.0
2015-08-12,21121,21880,20314,21501,70087,237725.0,10495566.0
2015-08-13,21263,22402,20884,22166,49195,245071.0,10495566.0
2015-08-17,22355,22687,21121,21976,50539,242972.0,10495566.0
2015-08-18,21975,22497,20409,21406,88476,236675.0,10495566.0
2015-08-19,20504,21311,17561,18511,193293,204664.0,10495566.0
2015-08-20,17988,18700,16327,18463,258301,204139.0,10495566.0
2015-08-21,17656,18843,16802,18463,98251,204139.0,10495566.0
2015-08-24,17561,19317,17561,18606,51000,205713.0,10495566.0
2015-08-25,18653,19792,18463,19650,52919,217258.0,10495566.0
2015-08-26,19270,20314,19175,20220,54722,223556.0,10495566.0
2015-08-27,20219,20694,19555,19745,56010,218308.0,10495566.0
2015-08-28,20029,20978,19982,20742,69622,229328.0,10495566.0
2015-08-31,20409,21643,20409,21454,62183,237200.0,10495566.0
2015-09-01,21453,21643,20836,21216,26819,234576.0,10495566.0
2015-09-02,21026,21026,20219,20457,29838,226179.0,10495566.0
2015-09-03,20456,21073,19792,20647,46767,228279.0,10495566.0
2015-09-04,20646,20646,19697,20504,33696,226704.0,10495566.0
2015-09-07,20124,20694,19792,20504,12676,226704.0,10495566.0
2015-09-08,20456,20504,19175,20077,67406,221981.0,10495566.0
2015-09-09,20172,20884,19982,20742,26551,229328.0,10495566.0
2015-09-10,20741,22023,20219,22023,90790,243497.0,10495566.0
2015-09-11,22023,22118,21501,21596,24329,238774.0,10495566.0
2015-09-14,21643,21690,21026,21169,7259,234051.0,10495566.0
2015-09-15,20409,21216,20409,21169,11169,234051.0,10495566.0
2015-09-16,21643,21643,20646,20694,21095,228803.0,10495566.0
2015-09-17,20884,21073,20029,20552,14237,227229.0,10495566.0
2015-09-18,20599,22545,20409,22450,77208,248220.0,10495566.0
2015-09-21,21785,22450,21596,21928,19673,242448.0,10495566.0
2015-09-22,21738,22307,21643,21738,19401,240348.0,10495566.0
2015-09-23,21311,21975,21311,21359,19050,236150.0,10495566.0
2015-09-24,22070,22070,21453,21786,21974,240873.0,10495566.0
2015-09-25,21785,21785,21168,21454,10663,237200.0,10495566.0
2015-09-30,22070,22070,20504,20647,26838,228279.0,10495566.0
2015-10-01,20646,20931,20219,20647,22747,228279.0,10495566.0
2015-10-02,20741,20741,20124,20647,32390,228279.0,10495566.0
2015-10-05,20646,21548,20267,21169,66396,234051.0,10495566.0
2015-10-06,21453,21453,20694,20979,13947,231952.0,10495566.0
2015-10-07,21311,21738,20978,21501,81976,237725.0,10495566.0
2015-10-08,21738,21880,21311,21454,22021,237200.0,10495566.0
2015-10-12,21453,21453,20884,21311,17720,235625.0,10495566.0
2015-10-13,21833,21833,20741,21169,21121,234051.0,10495566.0
2015-10-14,21026,21216,20599,21074,8388,233002.0,10495566.0
2015-10-15,20789,21216,20694,21216,98109,234576.0,10495566.0
2015-10-16,21548,21643,20978,21596,20721,238774.0,10495566.0
2015-10-19,21975,21975,20789,21264,26913,235101.0,10495566.0
2015-10-20,21263,21596,20789,21169,19306,234051.0,10495566.0
2015-10-21,21358,21358,20361,20884,34356,230902.0,10495566.0
2015-10-22,21168,21168,20314,20314,31316,224605.0,10495566.0
2015-10-23,20314,20884,20077,20647,37502,228279.0,10495566.0
2015-10-26,20884,20884,20361,20647,13790,228279.0,10495566.0
2015-10-27,20741,20789,20314,20457,160848,226179.0,10495566.0
2015-10-28,20504,20789,19887,20409,31785,225655.0,10495566.0
2015-10-29,20599,20646,19555,19840,47990,219357.0,10495566.0
2015-10-30,19839,20836,19317,20742,62568,229328.0,10495566.0
2015-11-02,20741,20884,20219,20647,20535,228279.0,10495566.0
2015-11-03,20409,20931,20124,20599,32335,227754.0,10495566.0
2015-11-04,20884,20884,20219,20742,20917,229328.0,10495566.0
2015-11-05,20789,20931,20456,20694,16647,228803.0,10495566.0
2015-11-06,20694,21263,20551,20979,22280,231952.0,10495566.0
2015-11-09,20978,21073,20267,20409,28027,225655.0,10495566.0
2015-11-10,20789,20789,19507,20362,34803,225130.0,10495566.0
2015-11-11,19934,20789,19792,20267,39004,224080.0,10495566.0
2015-11-12,20646,20646,19887,20125,11693,222506.0,10495566.0
2015-11-13,20361,20361,19555,19840,19169,219357.0,10495566.0
2015-11-16,20029,20029,19222,19650,18725,217258.0,10495566.0
2015-11-17,19697,19982,19460,19745,20255,218308.0,10495566.0
2015-11-18,19934,20646,19460,20267,26142,224080.0,10495566.0
2015-11-19,20646,20884,19792,20837,71284,230378.0,10495566.0
2015-11-20,20789,21833,20456,21738,79538,240348.0,10495566.0
2015-11-23,21928,22972,21928,22498,72442,248745.0,10495566.0
2015-11-24,22735,22735,21738,22023,37931,243497.0,10495566.0
2015-11-25,22023,22877,22023,22878,53623,252943.0,10495566.0
2015-11-26,23209,23352,22545,23162,34930,256092.0,10495566.0
2015-11-27,22877,23352,22592,23162,19818,256092.0,10495566.0
2015-11-30,23162,23162,22450,22593,44111,249794.0,10495566.0
2015-12-01,22782,23067,22213,22735,32081,251369.0,10495566.0
2015-12-02,22782,24159,22782,23732,80277,262389.0,10495566.0
2015-12-03,24016,24918,23304,24681,119927,272885.0,10495566.0
2015-12-04,24681,25345,24301,25108,70434,277608.0,10495566.0
2015-12-07,25393,25393,24871,25061,63898,277083.0,10495566.0
2015-12-08,24776,25060,24016,24396,40609,269736.0,10495566.0
2015-12-09,24396,24538,23921,24254,22636,268162.0,10495566.0
2015-12-10,24253,24348,23542,23827,33598,263439.0,10495566.0
2015-12-11,23921,23969,23352,23684,34936,261864.0,10495566.0
2015-12-14,23684,23731,22782,22972,20583,253993.0,10495566.0
2015-12-15,23304,23684,22877,23684,28541,261864.0,10495566.0
2015-12-16,23969,25630,23684,25630,129810,283380.0,10495566.0
2015-12-17,25867,25915,25013,25725,87872,284430.0,10495566.0
2015-12-18,25298,26769,25298,26722,184656,295450.0,10495566.0
2015-12-21,26294,26579,25867,26153,156466,289153.0,10495566.0
2015-12-22,26010,26105,25155,25820,70212,285479.0,10495566.0
2015-12-23,25867,26532,25440,25441,76595,281281.0,10495566.0
2015-12-24,25630,25630,24538,24729,124234,273409.0,10495566.0
2015-12-28,24491,25203,24206,25061,55969,277083.0,10495566.0
2015-12-29,25203,26437,25013,26058,97168,288103.0,10495566.0
2015-12-30,25820,26152,25630,26105,44856,288628.0,10495566.0
2016-01-04,26010,26010,25155,25203,39689,278657.0,10495566.0
2016-01-05,24586,25582,24586,25536,49797,282331.0,10495566.0
2016-01-06,25915,25915,24681,24966,43269,276033.0,10495566.0
2016-01-07,24538,24776,23731,24254,72381,268162.0,10495566.0
2016-01-08,22782,24871,22782,24871,35203,274984.0,10495566.0
2016-01-11,24586,24633,23447,24586,41724,271835.0,10495566.0
2016-01-12,24064,24538,23969,24396,20863,269736.0,10495566.0
2016-01-13,24491,24491,23969,24207,31437,267637.0,10495566.0
2016-01-14,24111,24776,23874,24254,25159,268162.0,10495566.0
2016-01-15,24301,25060,23921,24634,51451,272360.0,10495566.0
2016-01-18,24206,24681,24016,24681,18207,272885.0,10495566.0
2016-01-19,24206,24918,24111,24396,22839,269736.0,10495566.0
2016-01-20,24396,24396,23257,23827,38747,263439.0,10495566.0
2016-01-21,23399,23494,22877,23067,20753,255042.0,10495566.0
2016-01-22,23826,24016,23352,23922,14481,264488.0,10495566.0
2016-01-25,23826,24159,23447,23684,33810,261864.0,10495566.0
2016-01-26,24016,24016,23352,23732,7911,262389.0,10495566.0
2016-01-27,23779,23826,22497,23067,77138,255042.0,10495566.0
2016-01-28,22830,23684,21880,22308,56641,246646.0,10495566.0
2016-01-29,22735,22735,21928,21928,24930,242448.0,10495566.0
2016-02-01,21548,23589,20884,23542,104468,260290.0,10495566.0
2016-02-02,23542,23684,23162,23447,12987,259240.0,10495566.0
2016-02-03,23019,23589,22735,23542,59280,260290.0,10495566.0
2016-02-04,23589,23969,23114,23922,29318,264488.0,10495566.0
2016-02-05,23921,24016,23399,23732,12855,262389.0,10495566.0
2016-02-11,23067,23684,22023,22593,26843,249794.0,10495566.0
2016-02-12,22830,22830,21073,21928,53646,242448.0,10495566.0
2016-02-15,21453,23019,21453,23020,26118,254517.0,10495566.0
2016-02-16,23067,24301,23067,24112,79633,266587.0,10495566.0
2016-02-17,24111,24443,23257,23922,41501,264488.0,10495566.0
2016-02-18,23921,24348,23636,24301,31645,268686.0,10495566.0
2016-02-19,24348,25155,24206,24776,44767,273934.0,10495566.0
2016-02-22,24776,24918,23352,24918,24979,275509.0,10495566.0
2016-02-23,24918,24918,24396,24824,23273,274459.0,10495566.0
2016-02-24,24586,25630,24491,24491,55250,270786.0,10495566.0
2016-02-25,24776,25440,24396,25298,68537,279707.0,10495566.0
2016-02-26,25488,25535,24918,25251,47615,279182.0,10495566.0
2016-02-29,25250,25298,24491,25203,11416,278657.0,10495566.0
2016-03-02,25630,25820,24965,25061,33222,277083.0,10495566.0
2016-03-03,24918,25250,24111,24824,58486,274459.0,10495566.0
2016-03-04,24443,24965,24159,24824,18164,274459.0,10495566.0
2016-03-07,24491,24823,24111,24349,16855,269211.0,10495566.0
2016-03-08,24016,24159,23447,23922,24372,264488.0,10495566.0
2016-03-09,23921,24301,23779,24301,7734,268686.0,10495566.0
2016-03-10,24301,24538,24111,24444,9649,270261.0,10495566.0
2016-03-11,24491,24538,24016,24396,6422,269736.0,10495566.0
2016-03-14,24538,24538,23921,24207,9046,267637.0,10495566.0
2016-03-15,24396,24538,24016,24396,5797,269736.0,10495566.0
2016-03-16,24396,24538,23636,24491,34668,270786.0,10495566.0
2016-03-17,24491,24633,23921,24207,30030,267637.0,10495566.0
2016-03-18,24301,24301,23257,23827,35340,263439.0,10495566.0
2016-03-21,23826,23874,23114,23162,29939,256092.0,10495566.0
2016-03-22,23209,23352,22687,23162,33662,256092.0,10495566.0
2016-03-23,22972,23067,22402,22878,47601,252943.0,10495566.0
2016-03-24,22877,23019,22355,22640,27454,250319.0,10495566.0
2016-03-25,22402,22735,22307,22498,15441,248745.0,10495566.0
2016-03-28,22545,22545,22213,22261,15634,246121.0,10495566.0
2016-03-29,22260,22782,22165,22783,10462,251894.0,10495566.0
2016-03-30,22592,23257,22402,23067,15218,255042.0,10495566.0
2016-03-31,22877,23067,22830,23067,12286,255042.0,10495566.0
2016-04-01,23447,23447,22402,22403,18132,247695.0,10495566.0
2016-04-04,22687,22687,21738,22023,36304,243497.0,10495566.0
2016-04-05,22260,22735,21975,22213,62135,245596.0,10495566.0
2016-04-06,22497,23209,22260,22925,49626,253468.0,10495566.0
2016-04-07,23209,23209,21880,22213,43249,245596.0,10495566.0
2016-04-08,22213,22260,21738,22213,21711,245596.0,10495566.0
2016-04-11,21928,22213,21643,22213,15782,245596.0,10495566.0
2016-04-12,22260,22260,21406,21738,54570,240348.0,10495566.0
2016-04-14,22118,22118,21358,21976,26190,242972.0,10495566.0
2016-04-15,21975,22023,21406,21976,24765,242972.0,10495566.0
2016-04-18,21928,21928,21406,21454,27521,237200.0,10495566.0
2016-04-19,21358,22545,21358,22403,40152,247695.0,10495566.0
2016-04-20,22497,23019,22165,22972,35109,253993.0,10495566.0
2016-04-21,22972,22972,22165,22308,25355,246646.0,10495566.0
2016-04-22,22213,22497,21785,22403,22800,247695.0,10495566.0
2016-04-25,21975,22592,21975,22450,20972,248220.0,10495566.0
2016-04-26,22213,22782,21975,22308,16451,246646.0,10495566.0
2016-04-27,22450,22450,21833,22308,15968,246646.0,10495566.0
2016-04-28,22355,22402,21690,22023,24585,243497.0,10495566.0
2016-04-29,21975,22118,21548,21976,27967,242972.0,10495566.0
2016-05-02,21596,22165,21596,22023,14225,243497.0,10495566.0
2016-05-03,22023,22924,21738,22925,26951,253468.0,10495566.0
2016-05-04,22925,22925,22497,22688,18868,250844.0,10495566.0
2016-05-09,22450,22830,22402,22498,13412,248745.0,10495566.0
2016-05-10,22307,22592,22165,22545,27615,249270.0,10495566.0
2016-05-11,22687,22687,22165,22261,25410,246121.0,10495566.0
2016-05-12,22402,22782,22070,22735,22781,251369.0,10495566.0
2016-05-13,22735,23114,22355,22735,25719,251369.0,10495566.0
2016-05-16,22782,22877,22640,22783,15261,251894.0,10495566.0
2016-05-17,22782,23114,22118,22118,30412,244547.0,10495566.0
2016-05-18,22402,22402,21690,22023,15611,243497.0,10495566.0
2016-05-19,21880,22023,21216,21454,32767,237200.0,10495566.0
2016-05-20,21501,22592,21501,22545,30712,249270.0,10495566.0
2016-05-23,22213,22972,22213,22688,15158,250844.0,10495566.0
2016-05-24,22782,22782,22118,22593,21766,249794.0,10495566.0
2016-05-25,22592,22592,22213,22403,15090,247695.0,10495566.0
2016-05-26,22402,22735,22165,22403,19753,247695.0,10495566.0
2016-05-27,22687,22687,22213,22688,40154,250844.0,10495566.0
2016-05-30,22735,22735,22307,22403,7032,247695.0,10495566.0
2016-05-31,22307,22687,22070,22450,30322,248220.0,10495566.0
2016-06-01,22450,22497,21833,22308,55245,246646.0,10495566.0
2016-06-02,22402,22640,21880,21976,59245,242972.0,10495566.0
2016-06-03,22592,22592,21216,21738,131575,240348.0,10495566.0
2016-06-07,21738,22213,21643,21738,33666,240348.0,10495566.0
2016-06-08,22023,22023,21501,21549,26077,238249.0,10495566.0
2016-06-09,21548,21785,21073,21311,49156,235625.0,10495566.0
2016-06-10,21121,21501,20836,21311,37163,235625.0,10495566.0
2016-06-13,21311,21643,20741,21264,31255,235101.0,10495566.0
2016-06-14,21073,21168,20599,20979,23995,231952.0,10495566.0
2016-06-15,20978,21311,20504,21026,37788,232477.0,10495566.0
2016-06-16,21263,21263,20646,21216,17786,234576.0,10495566.0
2016-06-17,21263,21358,21026,21264,24795,235101.0,10495566.0
2016-06-20,21263,21548,20978,21501,29159,237725.0,10495566.0
2016-06-21,21643,21690,21073,21454,11653,237200.0,10495566.0
2016-06-22,21263,21501,20931,21359,38881,236150.0,10495566.0
2016-06-23,21073,21216,20741,20789,15144,229853.0,10495566.0
2016-06-24,20931,21121,18938,20742,65591,229328.0,10495566.0
2016-06-27,19982,20694,18605,19128,302304,211486.0,10495566.0
2016-06-28,19175,19650,18985,19508,105641,215684.0,10495566.0
2016-06-29,19792,20124,19507,20125,35744,222506.0,10495566.0
2016-06-30,20409,20551,19697,19792,48563,218833.0,10495566.0
2016-07-01,19934,20172,19460,19982,50741,220932.0,10495566.0
2016-07-04,19792,20029,19555,19650,36408,217258.0,10495566.0
2016-07-05,19555,19602,18890,19413,96912,214634.0,10495566.0
2016-07-06,19317,19460,18843,19460,54555,215159.0,10495566.0
2016-07-07,19365,19982,19222,19935,33387,220407.0,10495566.0
2016-07-08,19744,20741,19744,20267,47849,224080.0,10495566.0
2016-07-11,20267,20361,20077,20220,12829,223556.0,10495566.0
2016-07-12,20551,20551,19744,20220,37737,223556.0,10495566.0
