코미팜(041960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-08-02,5372,5498,5231,5274,90802,300172.0,8004589.0
2005-08-03,5273,5357,5223,5303,76404,301773.0,8004589.0
2005-08-04,5330,5597,5182,5485,152453,312179.0,8004589.0
2005-08-05,5485,5765,5400,5485,131230,312179.0,8004589.0
2005-08-08,5414,5485,5055,5119,108850,291367.0,8004589.0
2005-08-09,4929,5119,4929,4993,73400,284163.0,8004589.0
2005-08-10,5028,5231,5007,5022,73000,285764.0,8004589.0
2005-08-11,4999,5125,4936,4951,54504,281762.0,8004589.0
2005-08-12,4950,5316,4950,5204,129551,296170.0,8004589.0
2005-08-16,5202,5260,5111,5162,36235,293768.0,8004589.0
2005-08-17,5146,5182,5007,5049,65107,287365.0,8004589.0
2005-08-18,5068,5068,4852,4923,76078,280161.0,8004589.0
2005-08-19,4907,4985,4654,4859,82911,276559.0,8004589.0
2005-08-22,4858,5223,4823,5212,117209,296570.0,8004589.0
2005-08-23,5231,5562,5231,5458,100281,310578.0,8004589.0
2005-08-24,5554,5610,5344,5500,106355,312979.0,8004589.0
2005-08-25,5498,5512,5287,5345,70712,304174.0,8004589.0
2005-08-26,5301,5442,4956,5049,114707,287365.0,8004589.0
2005-08-29,4922,5013,4795,4839,77169,275358.0,8004589.0
2005-08-30,4915,5055,4915,5022,57405,285764.0,8004589.0
2005-08-31,4964,5182,4964,5183,45272,294969.0,8004589.0
2005-09-01,5273,5316,5146,5183,43259,294969.0,8004589.0
2005-09-02,5189,5224,5063,5197,41481,295770.0,8004589.0
2005-09-05,5273,5273,5090,5119,45835,291367.0,8004589.0
2005-09-06,5069,5132,4971,5098,57037,290166.0,8004589.0
2005-09-07,5125,5189,5034,5035,57348,286564.0,8004589.0
2005-09-08,5063,5232,5034,5035,56349,286564.0,8004589.0
2005-09-09,5098,5217,5013,5071,67863,288565.0,8004589.0
2005-09-12,5069,5090,4879,4993,83007,284163.0,8004589.0
2005-09-13,4971,5034,4873,4873,62392,277359.0,8004589.0
2005-09-14,4873,4922,4499,4600,123271,261750.0,8004589.0
2005-09-15,4514,4739,4514,4543,63801,258548.0,8004589.0
2005-09-16,4528,5217,4521,5204,295080,296170.0,8004589.0
2005-09-20,5239,5386,5090,5226,122889,297370.0,8004589.0
2005-09-21,5168,5245,5090,5176,66435,294569.0,8004589.0
2005-09-22,5132,5407,5132,5274,99639,300172.0,8004589.0
2005-09-23,5287,6061,5287,6062,223765,344998.0,8004589.0
2005-09-26,6468,6778,6356,6625,207626,377016.0,8004589.0
2005-09-27,6546,6546,6216,6414,119111,365009.0,8004589.0
2005-09-28,6441,7368,6441,7371,221693,419440.0,8004589.0
2005-09-29,7974,8016,7425,7581,329797,431447.0,8004589.0
2005-09-30,7735,8635,7468,8256,380635,469869.0,8004589.0
2005-10-04,8368,9493,8298,9494,458263,540310.0,8004589.0
2005-10-05,9704,9984,9156,9634,291588,548314.0,8004589.0
2005-10-06,9661,9802,8789,9142,299390,520298.0,8004589.0
2005-10-07,9001,9352,8410,8566,329705,487479.0,8004589.0
2005-10-10,8565,9690,8156,8159,845522,464266.0,8004589.0
2005-10-11,8256,8396,7523,7876,424416,448257.0,8004589.0
2005-10-12,8156,8368,7651,7891,384482,449057.0,8004589.0
2005-10-13,7833,8170,7735,7905,303816,449858.0,8004589.0
2005-10-14,7932,8031,7270,7314,361954,416239.0,8004589.0
2005-10-17,7285,7411,6427,6610,510610,376216.0,8004589.0
2005-10-18,6666,7003,6610,6738,296923,383420.0,8004589.0
2005-10-19,6637,6708,5984,6048,347755,344197.0,8004589.0
2005-10-20,6089,6321,5977,5978,298173,340195.0,8004589.0
2005-10-21,5906,6680,5738,6399,444556,364209.0,8004589.0
2005-10-24,6385,6623,6209,6259,168437,356204.0,8004589.0
2005-10-25,6273,6575,6273,6540,223173,372213.0,8004589.0
2005-10-26,6540,6735,6468,6470,181949,368211.0,8004589.0
2005-10-27,6519,6540,6209,6217,136540,353803.0,8004589.0
2005-10-28,6026,6159,5808,5837,159587,332190.0,8004589.0
2005-10-31,5906,6230,5856,6076,169062,345798.0,8004589.0
2005-11-01,6082,6610,5977,6610,195588,376216.0,8004589.0
2005-11-02,6567,7102,6567,6976,230192,397028.0,8004589.0
2005-11-03,7074,7074,6652,6857,140375,390224.0,8004589.0
2005-11-04,6820,7059,6750,6822,110186,388223.0,8004589.0
2005-11-07,7010,7833,6926,7834,267055,445856.0,8004589.0
2005-11-08,7946,7946,7327,7665,300738,436250.0,8004589.0
2005-11-09,7593,8438,7468,7665,312489,436250.0,8004589.0
2005-11-10,7735,8086,7453,7947,351472,452259.0,8004589.0
2005-11-11,8044,8832,8031,8384,397355,477074.0,8004589.0
2005-11-14,8579,8818,8381,8439,269284,480275.0,8004589.0
2005-11-15,8256,8902,8143,8439,503690,480275.0,8004589.0
2005-11-16,8339,8550,8241,8354,125852,475473.0,8004589.0
2005-11-17,8381,8691,8325,8538,229962,485879.0,8004589.0
2005-11-18,8579,8747,8480,8523,127869,485078.0,8004589.0
2005-11-21,8565,8621,7439,7736,358530,440252.0,8004589.0
2005-11-22,7636,7903,7411,7694,187126,437851.0,8004589.0
2005-11-23,7678,8114,7664,7947,243914,452259.0,8004589.0
2005-11-24,7960,9127,7960,8538,534023,485879.0,8004589.0
2005-11-25,8550,8944,8114,8271,385560,470670.0,8004589.0
2005-11-28,8269,8438,8199,8271,134114,470670.0,8004589.0
2005-11-29,8100,8480,8031,8271,176834,470670.0,8004589.0
2005-11-30,8298,8466,8256,8369,104773,476273.0,8004589.0
2005-12-01,8368,8593,8339,8439,135799,480275.0,8004589.0
2005-12-02,8550,8579,8199,8200,126625,466668.0,8004589.0
2005-12-05,8368,8452,8226,8298,98685,472271.0,8004589.0
2005-12-06,8298,8846,8283,8847,244916,503489.0,8004589.0
2005-12-07,8691,10168,8691,10169,423120,578732.0,8004589.0
2005-12-08,10618,10885,8648,8651,572878,492282.0,8004589.0
2005-12-09,8016,8199,7355,7356,727512,418640.0,8004589.0
2005-12-12,7074,7172,6560,6808,600806,387422.0,8004589.0
2005-12-13,6820,7143,6806,6822,441474,388223.0,8004589.0
2005-12-14,6750,6820,6328,6399,534658,364209.0,8004589.0
2005-12-15,6483,6560,6244,6358,233270,361807.0,8004589.0
2005-12-16,5407,5618,5407,5408,666252,307776.0,8004589.0
2005-12-19,5189,5604,5132,5351,262305,304575.0,8004589.0
2005-12-20,5365,5597,5365,5472,224398,311379.0,8004589.0
2005-12-21,5498,6286,5498,6287,320668,357805.0,8004589.0
2005-12-22,6581,6581,5351,5597,333158,318583.0,8004589.0
2005-12-23,5357,5963,5132,5768,279369,328188.0,8004589.0
2005-12-26,5773,6468,5773,6287,253716,357805.0,8004589.0
2005-12-27,6342,6342,5934,6182,202775,351802.0,8004589.0
2005-12-28,6180,6313,6033,6078,74291,330590.0,8004589.0
2005-12-29,5930,6048,5761,5932,116940,322585.0,8004589.0
2006-01-02,5959,6019,5783,5843,77629,317782.0,8004589.0
2006-01-03,5842,6019,5797,5932,107102,322585.0,8004589.0
2006-01-04,5937,5959,5827,5828,115975,316982.0,8004589.0
2006-01-05,5768,5908,5569,5608,117921,304975.0,8004589.0
2006-01-06,5606,5849,5474,5667,132648,308177.0,8004589.0
2006-01-09,5665,5974,5651,5659,111120,307776.0,8004589.0
2006-01-10,5621,5878,5591,5769,155944,313780.0,8004589.0
2006-01-11,5886,6004,5791,5917,117813,321784.0,8004589.0
2006-01-12,5982,6165,5783,5858,120232,318583.0,8004589.0
2006-01-13,5724,5827,5665,5718,62783,310978.0,8004589.0
2006-01-16,5746,5776,5651,5740,76472,312179.0,8004589.0
2006-01-17,5710,5791,5474,5475,118069,297771.0,8004589.0
2006-01-18,5394,5489,4790,5225,149639,284163.0,8004589.0
2006-01-19,5150,5223,4871,4871,106176,264952.0,8004589.0
2006-01-20,4833,5121,4517,4563,156961,248142.0,8004589.0
2006-01-23,4341,4488,3877,3878,195930,212761.0,8074408.0
2006-01-24,3700,4252,3458,4113,157930,225680.0,8074408.0
2006-01-25,4119,4635,4119,4460,124884,244655.0,8074408.0
2006-01-26,4458,4561,4341,4460,56813,244655.0,8074408.0
2006-01-27,4517,4826,4465,4828,68374,264841.0,8074408.0
2006-01-31,4761,5054,4761,4923,125070,270089.0,8074408.0
2006-02-01,4833,4936,4532,4651,132683,255151.0,8074408.0
2006-02-02,4671,4775,4355,4563,76823,250307.0,8074408.0
2006-02-03,4312,4547,4208,4297,73955,235773.0,8074408.0
2006-02-06,4119,4325,4046,4283,70105,234965.0,8074408.0
2006-02-07,4215,4414,4134,4268,54116,234158.0,8074408.0
2006-02-08,4201,4370,4091,4099,98874,224872.0,8074408.0
2006-02-09,4128,4215,3987,3989,84132,218816.0,8074408.0
2006-02-10,4032,4584,4032,4584,188966,251518.0,8074408.0
2006-02-13,4820,5202,4429,4725,263615,259188.0,8074408.0
2006-02-14,4716,4716,4393,4533,124124,248692.0,8074408.0
2006-02-15,4635,4649,4164,4165,128426,228506.0,8074408.0
2006-02-16,4076,4303,4076,4151,107108,227698.0,8074408.0
2006-02-17,4179,4363,4179,4334,108436,237791.0,8074408.0
2006-02-20,4333,4429,4282,4328,65960,237388.0,8074408.0
2006-02-21,4355,4958,4355,4887,246758,268070.0,8074408.0
2006-02-22,4871,4973,4584,4754,132678,260803.0,8074408.0
2006-02-23,4958,5194,4826,4865,173848,266859.0,8074408.0
2006-02-24,4812,5113,4767,5093,87250,279375.0,8074408.0
2006-02-27,5164,5217,4958,5063,87850,277760.0,8074408.0
2006-02-28,4966,5077,4900,4931,73618,270493.0,8074408.0
2006-03-02,4900,4966,4826,4880,73528,267667.0,8074408.0
2006-03-03,4885,4981,4709,4828,74989,264841.0,8074408.0
2006-03-06,5003,5290,4958,5225,146563,286641.0,8074408.0
2006-03-07,5223,5732,5048,5594,214445,306828.0,8074408.0
2006-03-08,5451,5739,5451,5564,136272,305213.0,8074408.0
2006-03-09,5797,5930,5702,5881,190191,322573.0,8074408.0
2006-03-10,5968,5982,5651,5681,115561,311672.0,8074408.0
2006-03-13,5451,5459,4952,5004,306006,274530.0,8074408.0
2006-03-14,4981,5091,4936,5004,97668,274530.0,8074408.0
2006-03-15,5039,5143,4532,4710,191249,258381.0,8074408.0
2006-03-16,4421,4701,4421,4606,121611,252729.0,8074408.0
2006-03-17,4532,4671,4474,4504,80562,247077.0,8074408.0
2006-03-20,4429,4694,4429,4593,99727,251922.0,8074408.0
2006-03-21,4635,4680,4547,4629,57946,253940.0,8074408.0
2006-03-22,4598,4598,4384,4452,107343,244251.0,8074408.0
2006-03-23,4451,4620,4444,4460,92502,244655.0,8074408.0
2006-03-24,4384,4539,4098,4268,108925,234158.0,8074408.0
2006-03-27,4149,4871,4149,4357,92309,239002.0,8074408.0
2006-03-28,4289,4414,4230,4276,50941,234562.0,8074408.0
2006-03-29,4208,4325,4142,4313,60391,236580.0,8074408.0
2006-03-30,4297,4451,4297,4313,52711,236580.0,8074408.0
2006-03-31,4303,4451,4297,4342,83194,238195.0,8074408.0
2006-04-03,4333,4451,4333,4409,62600,241829.0,8074408.0
2006-04-04,4444,4561,4399,4409,71567,241829.0,8074408.0
2006-04-05,4444,4474,4333,4342,57024,238195.0,8074408.0
2006-04-06,4341,4399,4267,4283,71528,234965.0,8074408.0
2006-04-07,4267,4319,4223,4232,56500,232139.0,8074408.0
2006-04-10,4193,4260,4179,4217,51806,231332.0,8074408.0
2006-04-11,4193,4238,4106,4143,72538,227295.0,8074408.0
2006-04-12,4076,4134,3951,4041,112781,221642.0,8074408.0
2006-04-13,4038,4068,3855,3974,123218,228252.0,8453774.0
2006-04-14,3928,4076,3928,3989,99778,229097.0,8453774.0
2006-04-17,3987,4016,3862,3864,90635,221912.0,8453774.0
2006-04-18,3796,3796,3568,3569,300341,205004.0,8453774.0
2006-04-19,3605,3700,3495,3510,227290,201623.0,8453774.0
2006-04-20,3413,3458,2986,3069,348915,176261.0,8453774.0
2006-04-21,3067,3289,3045,3083,312623,177107.0,8453774.0
2006-04-24,3089,3237,3082,3238,292451,185983.0,8453774.0
2006-04-25,3237,3289,2751,2753,375026,158086.0,8453774.0
2006-04-26,2339,2339,2339,2341,37854,134415.0,8453774.0
2006-04-27,1992,2184,1992,2017,1900415,115817.0,8453774.0
2006-04-28,2015,2317,1992,2252,753425,129343.0,8453774.0
2006-05-02,2279,2302,2008,2082,345416,119621.0,8453774.0
2006-05-03,2111,2237,2082,2127,246957,122157.0,8453774.0
2006-05-04,2066,2266,2066,2186,209671,125539.0,8453774.0
2006-05-08,2237,2508,2237,2509,157536,144137.0,8453774.0
2006-05-09,2699,2861,2544,2715,498379,155972.0,8453774.0
2006-05-10,2648,2670,2508,2591,171324,148786.0,8453774.0
2006-05-11,2699,2699,2567,2650,93370,152168.0,8453774.0
2006-05-12,2582,2721,2530,2701,128211,155127.0,8453774.0
2006-05-15,2677,3104,2596,3106,269981,178375.0,8453774.0
2006-05-16,3104,3495,3038,3357,375222,192746.0,8453774.0
2006-05-17,3399,3443,3156,3326,145855,191055.0,8453774.0
2006-05-18,3222,3295,3104,3186,122474,183024.0,8453774.0
2006-05-19,3104,3171,2854,3091,165895,177529.0,8453774.0
2006-05-22,3031,3141,2876,2877,60207,165271.0,8453774.0
2006-05-23,2854,2876,2663,2679,80292,153859.0,8453774.0
2006-05-24,2619,2634,2501,2532,120204,145405.0,8453774.0
2006-05-25,2589,2825,2567,2664,122714,153013.0,8453774.0
2006-05-26,2721,2840,2677,2738,98392,157240.0,8453774.0
2006-05-29,2831,3127,2773,3017,168992,173302.0,8453774.0
2006-05-30,3008,3016,2736,2760,84186,158508.0,8453774.0
2006-06-01,2721,2729,2544,2560,72634,147096.0,8453774.0
2006-06-02,2596,2677,2501,2679,54212,153859.0,8453774.0
2006-06-05,2640,2677,2486,2532,41508,145405.0,8453774.0
2006-06-07,2339,2420,2295,2296,48765,131879.0,8453774.0
2006-06-08,2273,2544,2184,2252,99645,129343.0,8453774.0
2006-06-09,2442,2544,2369,2547,70677,146250.0,8453774.0
2006-06-12,2515,2699,2515,2650,53948,152168.0,8453774.0
2006-06-13,2544,2575,2472,2473,39995,142023.0,8453774.0
2006-06-14,2412,2567,2412,2502,33956,143714.0,8453774.0
2006-06-15,2553,2648,2515,2575,30278,147941.0,8453774.0
2006-06-16,2626,2670,2604,2628,32495,150900.0,8453774.0
2006-06-19,2648,2648,2479,2524,28900,144982.0,8453774.0
2006-06-20,2486,2575,2391,2458,29831,141178.0,8453774.0
2006-06-21,2508,2611,2457,2547,54355,146250.0,8453774.0
2006-06-22,2619,2626,2538,2569,45223,147518.0,8453774.0
2006-06-23,2553,2596,2501,2598,21646,149209.0,8453774.0
2006-06-26,2589,2604,2508,2598,31055,149209.0,8453774.0
2006-06-27,2626,2626,2538,2575,21164,147941.0,8453774.0
2006-06-28,2524,2530,2493,2502,29294,143714.0,8453774.0
2006-06-29,2515,2692,2501,2583,34775,148364.0,8453774.0
2006-06-30,2663,2707,2611,2671,58908,153436.0,8453774.0
2006-07-03,2721,2773,2663,2664,39597,153013.0,8453774.0
2006-07-04,2685,2861,2663,2775,92992,159354.0,8453774.0
2006-07-05,2707,3186,2670,3121,342633,179220.0,8453774.0
2006-07-06,3089,3281,2912,2944,166198,169075.0,8453774.0
2006-07-07,2972,3089,2912,2915,91498,167385.0,8453774.0
2006-07-10,2847,2964,2825,2915,57326,167385.0,8453774.0
2006-07-11,2921,3148,2921,3076,122754,176684.0,8453774.0
2006-07-12,3118,3163,3008,3091,44894,177529.0,8453774.0
2006-07-13,3112,3134,2802,2915,111142,167385.0,8453774.0
2006-07-14,2802,2847,2692,2738,56457,157240.0,8453774.0
2006-07-18,2736,2817,2648,2650,45937,152168.0,8453774.0
2006-07-19,2648,2721,2575,2575,57416,147941.0,8453774.0
2006-07-20,2648,2744,2589,2738,62427,157240.0,8453774.0
2006-07-21,2663,2736,2663,2730,25390,156818.0,8453774.0
2006-07-24,2729,2898,2707,2766,41172,158931.0,8453774.0
2006-07-25,2840,2840,2736,2753,36684,158086.0,8453774.0
2006-07-26,2788,2788,2685,2738,30966,157240.0,8453774.0
2006-07-27,2736,2744,2663,2686,37684,154281.0,8453774.0
2006-07-28,2685,2692,2619,2650,31972,152168.0,8453774.0
2006-07-31,2648,2685,2596,2634,29563,151323.0,8453774.0
2006-08-01,2634,2640,2538,2547,51365,146250.0,8453774.0
2006-08-02,2553,2663,2553,2591,25360,148786.0,8453774.0
2006-08-03,2611,2626,2457,2458,35307,141178.0,8453774.0
2006-08-04,2428,2485,2412,2479,40684,142446.0,8453774.0
2006-08-07,2486,2486,2428,2443,27445,140333.0,8453774.0
2006-08-08,2428,2485,2398,2479,16889,142446.0,8453774.0
2006-08-09,2464,2479,2398,2428,33947,139487.0,8453774.0
2006-08-10,2457,2619,2428,2569,65894,147518.0,8453774.0
2006-08-11,2544,2582,2501,2509,24849,144137.0,8453774.0
2006-08-14,2501,2501,2412,2421,41036,139065.0,8453774.0
2006-08-16,2486,2486,2412,2421,26255,139065.0,8453774.0
2006-08-17,2420,2449,2309,2333,56117,133992.0,8453774.0
2006-08-18,2237,2369,2237,2296,42097,131879.0,8453774.0
2006-08-21,2295,2383,2273,2304,37882,132302.0,8453774.0
2006-08-22,2294,2317,2251,2288,28532,131456.0,8453774.0
2006-08-23,2295,2375,2279,2341,39427,134415.0,8453774.0
2006-08-24,2353,2369,2309,2341,20370,134415.0,8453774.0
2006-08-25,2375,2449,2317,2392,61021,137374.0,8453774.0
2006-08-28,2369,2472,2369,2443,35473,140333.0,8453774.0
2006-08-29,2464,2472,2398,2451,30211,140755.0,8453774.0
2006-08-30,2442,2802,2420,2715,111620,155972.0,8453774.0
2006-08-31,2751,2766,2648,2686,43337,154281.0,8453774.0
2006-09-01,2721,2721,2619,2664,39607,153013.0,8453774.0
2006-09-04,2736,2736,2648,2664,25604,153013.0,8453774.0
2006-09-05,2670,2721,2596,2628,36703,150900.0,8453774.0
2006-09-06,2634,2663,2237,2554,83330,146673.0,8453774.0
2006-09-07,2493,2544,2486,2517,23036,144560.0,8453774.0
2006-09-08,2515,2544,2472,2495,25198,143291.0,8453774.0
2006-09-11,2472,2515,2442,2495,28557,143291.0,8453774.0
2006-09-12,2464,2530,2449,2488,20876,142869.0,8453774.0
2006-09-13,2479,2544,2472,2502,37760,143714.0,8453774.0
2006-09-14,2530,2530,2442,2488,21354,142869.0,8453774.0
2006-09-15,2501,2501,2434,2437,31187,139910.0,8453774.0
2006-09-18,2434,2479,2398,2465,36862,141601.0,8453774.0
2006-09-19,2464,2486,2428,2465,34790,141601.0,8453774.0
2006-09-20,2524,2611,2464,2502,88071,143714.0,8453774.0
2006-09-21,2538,2589,2501,2532,38947,145405.0,8453774.0
2006-09-22,2544,2582,2369,2428,57880,139487.0,8453774.0
2006-09-25,2457,2457,2369,2369,33951,136106.0,8453774.0
2006-09-26,2369,2479,2332,2347,39488,134838.0,8453774.0
2006-09-27,2375,2398,2295,2311,41321,132724.0,8453774.0
2006-09-28,2383,2383,2302,2304,32288,132302.0,8453774.0
2006-09-29,2339,2339,2237,2245,39272,128920.0,8453774.0
2006-10-02,2258,2295,2207,2230,31206,128075.0,8453774.0
2006-10-04,2221,2279,2169,2223,35231,127652.0,8453774.0
2006-10-09,2207,2258,1897,2068,57824,118776.0,8453774.0
2006-10-10,2023,2375,2001,2296,129496,131879.0,8453774.0
2006-10-11,2228,2347,2192,2333,35059,133992.0,8453774.0
2006-10-12,2279,2353,2279,2325,34972,133570.0,8453774.0
2006-10-13,2369,2493,2332,2414,44584,138642.0,8453774.0
2006-10-16,2428,2515,2412,2473,33337,142023.0,8453774.0
2006-10-17,2485,2501,2369,2479,44624,142446.0,8453774.0
2006-10-18,2428,2472,2391,2465,34106,141601.0,8453774.0
2006-10-19,2457,2524,2428,2473,33029,142023.0,8453774.0
2006-10-20,2530,2611,2501,2583,59508,148364.0,8453774.0
2006-10-23,2611,2831,2604,2701,151785,155127.0,8453774.0
2006-10-24,2715,2759,2634,2745,58378,157663.0,8453774.0
2006-10-25,2744,2861,2744,2796,53028,160622.0,8453774.0
2006-10-26,2759,2831,2736,2766,37311,158931.0,8453774.0
2006-10-27,2751,2759,2626,2650,49367,152168.0,8453774.0
2006-10-30,2589,2692,2553,2605,35242,149632.0,8453774.0
2006-10-31,2648,2751,2604,2753,27930,158086.0,8453774.0
2006-11-01,2795,3163,2795,3098,197646,177952.0,8453774.0
2006-11-02,3097,3384,3023,3275,138549,188096.0,8453774.0
2006-11-03,3303,3377,3134,3208,73526,184292.0,8453774.0
2006-11-06,3237,3686,3178,3686,163036,211767.0,8453774.0
2006-11-07,3751,3943,3501,3613,270837,207540.0,8453774.0
2006-11-08,3679,3708,3295,3385,96890,194437.0,8453774.0
2006-11-09,3384,3811,3310,3694,142081,212190.0,8453774.0
2006-11-10,3693,3855,3538,3680,59076,211344.0,8453774.0
2006-11-13,3751,4106,3679,4062,215319,233324.0,8453774.0
2006-11-14,4061,4399,4061,4158,195173,238819.0,8453774.0
2006-11-15,4230,4252,3987,4165,108809,239242.0,8453774.0
2006-11-16,4164,4620,4164,4460,168678,256149.0,8453774.0
2006-11-17,4561,4561,4399,4504,68590,258685.0,8453774.0
2006-11-20,4561,4731,4429,4460,99392,256149.0,8453774.0
2006-11-21,4465,4598,4179,4415,109198,253613.0,8453774.0
2006-11-22,4429,4503,4252,4371,88233,251077.0,8453774.0
2006-11-23,4341,4628,4267,4489,124427,257840.0,8453774.0
2006-11-24,4569,4649,4444,4489,85124,257840.0,8453774.0
2006-11-27,4561,4723,4532,4644,119623,266717.0,8453774.0
2006-11-28,4635,4635,4451,4467,56486,256572.0,8453774.0
2006-11-29,4458,4856,4252,4297,214822,246850.0,8453774.0
2006-11-30,4223,4312,4142,4217,58879,242201.0,8453774.0
2006-12-01,4164,4421,4164,4313,52981,247696.0,8453774.0
2006-12-04,4384,4503,4341,4474,42290,256995.0,8453774.0
2006-12-05,4488,4532,4363,4415,45125,253613.0,8453774.0
2006-12-06,4444,4444,4215,4268,28691,245159.0,8453774.0
2006-12-07,4267,4370,4164,4165,38422,239242.0,8453774.0
2006-12-08,4054,4267,3884,3974,55842,228252.0,8453774.0
2006-12-11,3973,4260,3796,3989,110477,229097.0,8453774.0
2006-12-12,4046,4046,3774,3790,50955,217685.0,8453774.0
2006-12-13,3715,3900,3715,3760,50851,215994.0,8453774.0
2006-12-14,3760,3767,3656,3716,35739,213458.0,8453774.0
2006-12-15,3679,4061,3679,3900,61195,224025.0,8453774.0
2006-12-18,3900,4038,3900,3908,19442,224448.0,8453774.0
2006-12-19,3951,4038,3825,3827,34463,219798.0,8453774.0
2006-12-20,3708,3928,3708,3856,21718,221489.0,8453774.0
2006-12-21,3841,3862,3751,3812,25190,218953.0,8453774.0
2006-12-22,3825,3862,3700,3709,29324,213035.0,8453774.0
2006-12-26,3737,3737,3450,3495,34654,200777.0,8453774.0
2006-12-27,3531,3531,3340,3473,39593,199509.0,8453774.0
2006-12-28,3531,3973,3501,3974,77977,228252.0,8453774.0
2007-01-02,4016,4238,4016,4092,48460,235015.0,8453774.0
2007-01-03,4179,4179,4002,4062,20263,233324.0,8453774.0
2007-01-04,4119,4179,4002,4018,16414,230788.0,8453774.0
2007-01-05,3958,4208,3958,4122,38473,236706.0,8453774.0
2007-01-08,4149,4238,4032,4209,33487,241778.0,8453774.0
2007-01-09,4128,4223,4091,4106,27703,235860.0,8453774.0
2007-01-10,4106,4106,3884,3922,31314,225293.0,8453774.0
2007-01-11,3973,4002,3841,3856,21433,221489.0,8453774.0
2007-01-12,3928,4106,3892,4077,21438,234170.0,8453774.0
2007-01-15,4157,4164,3973,4018,15537,230788.0,8453774.0
2007-01-16,3943,4076,3943,4003,20446,229943.0,8453774.0
2007-01-17,4002,4260,3928,4062,48567,233324.0,8453774.0
2007-01-18,4157,4157,4061,4122,22192,236706.0,8453774.0
2007-01-19,4106,4119,3928,3967,29752,227829.0,8453774.0
2007-01-22,3965,4046,3870,3871,13800,222334.0,8453774.0
2007-01-23,3832,3943,3700,3724,21697,213880.0,8453774.0
2007-01-24,3722,3841,3722,3745,19544,215149.0,8453774.0
2007-01-25,3781,3818,3708,3745,12792,215149.0,8453774.0
2007-01-26,3708,3811,3708,3754,15143,215571.0,8453774.0
2007-01-29,3715,4046,3708,4011,28518,230365.0,8453774.0
2007-01-30,4061,4061,3914,3951,13993,226984.0,8453774.0
2007-01-31,3951,4016,3900,3989,15786,229097.0,8453774.0
2007-02-01,4038,4274,4016,4180,73354,240087.0,8453774.0
2007-02-02,4164,4282,4098,4232,32632,243046.0,8453774.0
2007-02-05,4245,4333,4187,4268,38183,245159.0,8453774.0
2007-02-06,4325,4325,4215,4313,19799,247696.0,8453774.0
2007-02-07,4297,4436,4297,4415,55885,253613.0,8453774.0
2007-02-08,4488,4694,4480,4511,74649,259108.0,8453774.0
2007-02-09,4510,4635,4149,4261,107996,244737.0,8453774.0
2007-02-12,4193,4193,4061,4092,35793,235015.0,8453774.0
2007-02-13,4091,4164,4061,4106,21747,235860.0,8453774.0
2007-02-14,4157,4164,4106,4151,16213,238396.0,8453774.0
2007-02-15,4149,4297,4149,4165,25171,239242.0,8453774.0
2007-02-16,4179,4208,4128,4180,11167,240087.0,8453774.0
2007-02-20,4157,4312,4157,4297,26441,246850.0,8453774.0
2007-02-21,4282,4399,4252,4393,22618,252345.0,8453774.0
2007-02-22,4458,4458,4341,4371,29519,251077.0,8453774.0
2007-02-23,4370,4458,4363,4409,21293,253191.0,8453774.0
2007-02-26,4407,4407,4238,4254,22794,244314.0,8453774.0
2007-02-27,4193,4312,4164,4202,16236,241355.0,8453774.0
2007-02-28,4083,4208,3987,4195,13024,240933.0,8453774.0
2007-03-02,4157,4289,4142,4283,15955,246005.0,8453774.0
2007-03-05,4333,4333,4083,4084,24471,234592.0,8453774.0
2007-03-06,4016,4171,4016,4092,16081,235015.0,8453774.0
2007-03-07,4091,4208,3987,3989,27927,229097.0,8453774.0
2007-03-08,3936,4009,3847,3856,42704,221489.0,8453774.0
2007-03-09,3841,3995,3841,3945,26319,226561.0,8453774.0
2007-03-12,3914,3965,3892,3908,18978,224448.0,8453774.0
2007-03-13,3928,4480,3921,4165,202782,239242.0,8453774.0
2007-03-14,4112,4142,3987,4047,35381,232479.0,8453774.0
2007-03-15,4134,4157,4046,4055,29489,232901.0,8453774.0
2007-03-16,4046,4091,3973,4070,24131,233747.0,8453774.0
2007-03-19,4068,4119,3995,4099,16081,235438.0,8453774.0
2007-03-20,4054,4091,4002,4018,25395,230788.0,8453774.0
2007-03-21,4016,4054,3958,3989,24711,229097.0,8453774.0
2007-03-22,4002,4091,3951,3974,19673,228252.0,8453774.0
2007-03-23,4032,4061,3943,4062,22630,233324.0,8453774.0
2007-03-26,4187,4187,3987,4062,28234,233324.0,8453774.0
2007-03-27,4119,4119,3943,4070,39171,233747.0,8453774.0
2007-03-28,3987,4106,3973,4011,21078,230365.0,8453774.0
2007-03-29,3987,4098,3987,4092,21454,235015.0,8453774.0
2007-03-30,4119,4193,4054,4187,36074,240510.0,8453774.0
2007-04-02,4193,4407,4187,4283,56312,246005.0,8453774.0
2007-04-03,4333,4752,4238,4702,129351,270098.0,8453774.0
2007-04-04,4701,5194,4701,4945,138610,284047.0,8453774.0
2007-04-05,5011,5107,4797,4945,49413,284047.0,8453774.0
2007-04-06,5048,5510,4973,5299,124074,304336.0,8453774.0
2007-04-09,5400,5400,5084,5181,74707,297573.0,8453774.0
2007-04-10,5091,5371,4900,5299,74158,304336.0,8453774.0
2007-04-11,5371,5600,5283,5556,74385,319130.0,8453774.0
