바이오스마트(038460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-08-14,3880,4089,3821,3821,2098014,30008.0,46887136.0
2009-08-17,3731,3761,3582,3672,1863302,28836.0,46887136.0
2009-08-18,3612,3731,3582,3702,1415931,29070.0,46887136.0
2009-08-19,3701,3731,3582,3642,1485490,28601.0,46887136.0
2009-08-20,3642,3671,3433,3493,1351555,27429.0,46887136.0
2009-08-21,3492,3522,3313,3403,1644248,26726.0,46887136.0
2009-08-24,3403,3433,3283,3344,1125186,26257.0,46887136.0
2009-08-25,3373,3492,3283,3344,1130778,26257.0,46887136.0
2009-08-26,3313,3433,3283,3373,601383,26491.0,46887136.0
2009-08-27,3433,3731,3403,3732,3112403,29304.0,46887136.0
2009-08-28,3761,4060,3552,3553,5482297,27898.0,46887136.0
2009-08-31,3522,3582,3343,3373,901914,26491.0,46887136.0
2009-09-01,3373,3462,3313,3463,934686,27195.0,46887136.0
2009-09-02,3403,3492,3313,3373,860497,26491.0,46887136.0
2009-09-03,3373,3462,3343,3373,727098,26491.0,46887136.0
2009-09-04,3403,3403,3283,3373,1138281,26491.0,46887136.0
2009-09-07,3373,3403,3313,3314,666901,26022.0,46887136.0
2009-09-08,3283,3313,3045,3135,1520641,24616.0,46887136.0
2009-09-09,3104,3253,3104,3164,745370,24850.0,46887136.0
2009-09-10,3164,3253,3015,3194,779010,25085.0,46887136.0
2009-09-11,3194,3283,3164,3224,892830,25319.0,46887136.0
2009-09-14,3224,3253,3134,3194,631984,25085.0,46887136.0
2009-09-15,3194,3642,3194,3523,4588127,27663.0,46887136.0
2009-09-16,3582,3731,3343,3642,3549754,28601.0,46887136.0
2009-09-17,3642,3642,3313,3344,1501720,26257.0,46887136.0
2009-09-18,3403,3403,3224,3224,975721,25319.0,46887136.0
2009-09-21,3253,3253,3164,3254,675774,25553.0,46887136.0
2009-09-22,3253,3373,3224,3284,1030760,25788.0,46887136.0
2009-09-23,3283,3313,3164,3254,588564,25553.0,46887136.0
2009-09-24,3194,3313,3104,3164,743422,24850.0,46887136.0
2009-09-25,3164,3194,3074,3164,320263,24850.0,46887136.0
2009-09-28,3164,3164,3074,3105,408382,24381.0,46887136.0
2009-09-29,3104,3134,2895,2985,972254,23444.0,46887136.0
2009-09-30,2985,3074,2895,3045,543904,23912.0,46887136.0
2009-10-01,3253,3492,3194,3314,3966347,26022.0,46887136.0
2009-10-05,3194,3403,3104,3224,1684161,25319.0,46887136.0
2009-10-06,3194,3283,3045,3194,970604,25085.0,46887136.0
2009-10-07,3194,3492,3104,3403,2825153,26726.0,46887136.0
2009-10-08,3433,3642,3194,3284,3988748,25788.0,46887136.0
2009-10-09,3313,3373,3224,3373,998135,26491.0,46887136.0
2009-10-12,3343,3403,3253,3284,611035,25788.0,46887136.0
2009-10-13,3283,3492,3253,3314,1607983,26022.0,46887136.0
2009-10-14,3373,3671,3373,3612,3123470,28367.0,46887136.0
2009-10-15,3612,3642,3462,3582,1419966,28132.0,46887136.0
2009-10-16,3582,3671,3462,3642,1527190,28601.0,46887136.0
2009-10-19,3612,4060,3522,3761,5366523,29539.0,46887136.0
2009-10-20,3761,3821,3373,3403,2732930,26726.0,46887136.0
2009-10-21,3433,3552,3343,3493,1471467,27429.0,46887136.0
2009-10-22,3433,3761,3433,3582,1395050,28132.0,46887136.0
2009-10-23,3612,3701,3552,3612,1014274,28367.0,46887136.0
2009-10-26,3671,4089,3642,4090,5874195,32118.0,46887136.0
2009-10-27,4149,4239,3761,3821,5986996,30008.0,46887136.0
2009-10-28,3880,4388,3791,4239,8540196,33290.0,46887136.0
2009-10-29,4149,4179,3910,4000,2974392,31414.0,46887136.0
2009-10-30,4060,4298,4030,4030,2957853,31649.0,46887136.0
2009-11-02,3910,3940,3701,3791,2091402,29773.0,46887136.0
2009-11-03,3761,3970,3224,3224,4888623,25319.0,46887136.0
2009-11-04,3253,3582,3224,3493,2021822,27429.0,46887136.0
2009-11-05,3522,3612,3283,3284,1202479,25788.0,46887136.0
2009-11-06,3462,3462,3313,3373,658931,26491.0,46887136.0
2009-11-09,3373,3552,3313,3463,1108968,27195.0,46887136.0
2009-11-10,3522,3522,3313,3373,1801726,26491.0,46887136.0
2009-11-11,3403,3403,3283,3403,796971,26726.0,46887136.0
2009-11-12,3373,3433,3313,3403,525156,26726.0,46887136.0
2009-11-13,3433,3612,3403,3582,1456189,28132.0,46887136.0
2009-11-16,3642,3761,3492,3761,2188402,29539.0,46887136.0
2009-11-17,3731,3851,3582,3821,2547749,30008.0,46887136.0
2009-11-18,3851,3910,3671,3791,1202323,29773.0,46887136.0
2009-11-19,3791,3880,3731,3821,937801,30008.0,46887136.0
2009-11-20,3821,3910,3612,3642,1158759,28601.0,46887136.0
2009-11-23,3671,3791,3612,3702,853665,29070.0,46887136.0
2009-11-24,3701,3761,3492,3702,1442316,29070.0,46887136.0
2009-11-25,3701,3731,3552,3642,807828,28601.0,46887136.0
2009-11-26,3642,3671,3492,3493,729228,27429.0,46887136.0
2009-11-27,3403,3522,3074,3254,1082399,25553.0,46887136.0
2009-11-30,3283,3671,3283,3403,440395,26726.0,46887136.0
2009-12-01,3373,3433,3224,3344,654744,26257.0,46887136.0
2009-12-02,3313,3552,3313,3403,1131087,26726.0,46887136.0
2009-12-03,3373,3522,3373,3523,564545,27663.0,46887136.0
2009-12-04,3462,3612,3433,3553,442791,27898.0,46887136.0
2009-12-07,3582,3701,3433,3493,533937,27429.0,46887136.0
2009-12-08,3522,3552,3403,3523,437378,27663.0,46887136.0
2009-12-09,3522,3582,3433,3523,364043,27663.0,46887136.0
2009-12-10,3522,3552,3403,3523,528223,27663.0,46887136.0
2009-12-11,3522,3522,3403,3523,477372,27663.0,46887136.0
2009-12-14,3552,3910,3552,3732,3819392,29304.0,46887136.0
2009-12-15,3761,3851,3642,3702,2329540,29070.0,46887136.0
2009-12-16,3731,4149,3671,3881,7824000,30477.0,46887136.0
2009-12-17,3851,3880,3582,3642,2213419,28601.0,46887136.0
2009-12-18,3642,3821,3642,3761,1590711,29539.0,46887136.0
2009-12-21,3821,3970,3791,3851,1324148,30242.0,46887136.0
2009-12-22,3880,4000,3761,3791,2110713,29773.0,46887136.0
2009-12-23,3821,3880,3731,3791,1436380,29773.0,46887136.0
2009-12-24,3761,3821,3612,3642,1075229,28601.0,46887136.0
2009-12-28,3701,3791,3612,3732,945456,29304.0,46887136.0
2009-12-29,3731,3880,3642,3881,1310461,30477.0,46887136.0
2009-12-30,3940,4030,3791,3851,2006826,30242.0,46887136.0
2010-01-04,3970,4179,3880,4060,3216784,31883.0,46887136.0
2010-01-05,4119,4328,3970,4179,3401567,32821.0,46887136.0
2010-01-06,4209,4239,3940,4060,1767220,31883.0,46887136.0
2010-01-07,4089,4239,3910,3941,1706363,30946.0,46887136.0
2010-01-08,3940,4000,3791,3970,1594481,31180.0,46887136.0
2010-01-11,3970,4119,3880,4030,1894369,31649.0,46887136.0
2010-01-12,4060,4149,3940,4030,1661593,31649.0,46887136.0
2010-01-13,4000,4179,3940,4120,2251058,32352.0,46887136.0
2010-01-14,4060,4089,3880,3881,1653420,30477.0,46887136.0
2010-01-15,3910,3910,3582,3672,2481616,28836.0,46887136.0
2010-01-18,3731,3761,3642,3702,844104,29070.0,46887136.0
2010-01-19,3761,3761,3612,3642,837697,28601.0,46887136.0
2010-01-20,3671,3701,3552,3553,1016978,27898.0,46887136.0
2010-01-21,3492,3731,3462,3612,971492,28367.0,46887136.0
2010-01-22,3582,3671,3462,3672,1053894,28836.0,46887136.0
2010-01-25,3701,3761,3522,3553,1281024,28255.0,47487136.0
2010-01-26,3552,3612,3373,3463,820187,27543.0,47487136.0
2010-01-27,3492,3940,3313,3761,1649942,29917.0,47487136.0
2010-01-28,3731,3791,3522,3582,945486,28492.0,47487136.0
2010-01-29,3552,3701,3403,3523,929866,28017.0,47487136.0
2010-02-01,3522,3582,3373,3523,942174,28017.0,47487136.0
2010-02-02,3462,3552,3403,3433,634727,27305.0,47487136.0
2010-02-03,3462,3671,3433,3523,1148323,28017.0,47487136.0
2010-02-04,3522,3552,3403,3433,549336,27305.0,47487136.0
2010-02-05,3313,3373,3224,3373,1101025,26830.0,47487136.0
2010-02-08,3373,3403,3253,3284,454926,26118.0,47487136.0
2010-02-09,3283,3373,3253,3284,421955,26118.0,47487136.0
2010-02-10,3313,3343,3253,3314,335402,26355.0,47487136.0
2010-02-11,3313,3313,3224,3314,512280,26355.0,47487136.0
2010-02-12,3313,3343,3224,3314,432426,26355.0,47487136.0
2010-02-16,3343,3343,3253,3314,500634,26355.0,47487136.0
2010-02-17,3313,3343,3283,3314,608121,26355.0,47487136.0
2010-02-18,3373,3433,3313,3433,650812,27305.0,47487136.0
2010-02-19,3462,3462,3283,3403,546261,27068.0,47487136.0
2010-02-22,3373,3462,3313,3403,412708,27068.0,47487136.0
2010-02-23,3403,3761,3343,3553,3465622,28255.0,47487136.0
2010-02-24,3522,3522,3283,3284,2071985,26118.0,47487136.0
2010-02-25,3283,3343,3194,3194,905261,25406.0,47487136.0
2010-02-26,3194,3313,3164,3314,493914,26355.0,47487136.0
2010-03-02,3283,3343,3044,3075,1489092,24456.0,47487136.0
2010-03-03,3074,3134,2865,2985,1460680,23744.0,47487136.0
2010-03-04,2985,3104,2865,2926,1040215,24190.0,49367336.0
2010-03-05,2925,3045,2925,3015,605822,24931.0,49367336.0
2010-03-08,2985,3045,2955,3045,476749,25177.0,49367336.0
2010-03-09,3015,3015,2925,2985,455167,24684.0,49367336.0
2010-03-10,3015,3015,2925,2985,459642,24684.0,49367336.0
2010-03-11,3015,3074,2955,3045,575633,25177.0,49367336.0
2010-03-12,3015,3104,2955,3045,448562,25177.0,49367336.0
2010-03-15,3164,3433,3164,3314,3297907,27399.0,49367336.0
2010-03-16,3253,3283,3074,3224,1123198,26658.0,49367336.0
2010-03-17,3164,3313,3134,3164,522835,26165.0,49367336.0
2010-03-18,3194,3253,3134,3224,757477,26658.0,49367336.0
2010-03-19,3253,3283,3164,3194,622004,26412.0,49367336.0
2010-03-22,3194,3224,3074,3105,648043,25671.0,49367336.0
2010-03-23,3134,3164,3074,3135,586177,25918.0,49367336.0
2010-03-24,3104,3164,2955,2985,739110,24684.0,49367336.0
2010-03-25,3015,3045,2955,3015,484782,24931.0,49367336.0
2010-03-26,3045,3045,2925,2985,409719,24684.0,49367336.0
2010-03-29,2955,3015,2895,2985,913909,24684.0,49367336.0
2010-03-30,2955,3045,2925,2926,740831,24559.0,50119416.0
2010-03-31,2955,3104,2955,3045,648651,25561.0,50119416.0
2010-04-01,3074,3134,2985,3015,297131,25310.0,50119416.0
2010-04-02,2985,3074,2985,3045,355172,25561.0,50119416.0
2010-04-05,3045,3074,2865,2985,574375,25060.0,50119416.0
2010-04-06,2955,2985,2895,2955,450704,24809.0,50119416.0
2010-04-07,2985,3045,2925,3015,384375,25310.0,50119416.0
2010-04-08,3045,3074,2955,2955,263577,24809.0,50119416.0
2010-04-09,2985,3015,2925,2955,308049,24809.0,50119416.0
2010-04-12,2955,2955,2865,2955,255735,24809.0,50119416.0
2010-04-13,2955,2955,2836,2896,288172,24308.0,50119416.0
2010-04-14,2865,3074,2806,3015,1200353,25310.0,50119416.0
2010-04-15,3045,3104,2925,2985,575843,25060.0,50119416.0
2010-04-16,2925,2985,2865,2926,345589,24559.0,50119416.0
2010-04-19,2865,2925,2836,2896,371564,24308.0,50119416.0
2010-04-20,2895,2925,2836,2896,382058,24308.0,50119416.0
2010-04-21,2895,2925,2836,2896,472192,24308.0,50119416.0
2010-04-22,2895,2895,2806,2896,421722,24308.0,50119416.0
2010-04-23,2895,2895,2806,2866,350059,24057.0,50119416.0
2010-04-26,2865,2865,2776,2806,425024,23556.0,50119416.0
2010-04-27,2806,2865,2776,2836,416481,23807.0,50119416.0
2010-04-28,2776,2836,2716,2806,377576,23556.0,50119416.0
2010-04-29,2806,2836,2776,2836,208446,23807.0,50119416.0
2010-04-30,2836,2895,2776,2866,284215,24057.0,50119416.0
2010-05-03,2865,2985,2836,2896,283550,24308.0,50119416.0
2010-05-04,2925,2955,2865,2926,325767,24559.0,50119416.0
2010-05-06,2895,2925,2836,2866,242270,24057.0,50119416.0
2010-05-07,2836,2865,2537,2687,433005,22554.0,50119416.0
2010-05-10,2686,2776,2656,2776,189363,23306.0,50119416.0
2010-05-11,2806,2806,2686,2776,305697,23306.0,50119416.0
2010-05-12,2776,2836,2686,2746,227189,23055.0,50119416.0
2010-05-13,2746,2776,2656,2746,387114,23055.0,50119416.0
2010-05-14,2686,2895,2686,2776,685820,23306.0,50119416.0
2010-05-17,2925,3104,2865,3015,1350009,25310.0,50119416.0
2010-05-18,3015,3045,2836,2955,426281,24809.0,50119416.0
2010-05-19,2955,2955,2836,2896,295170,24308.0,50119416.0
2010-05-20,2895,2925,2686,2687,406262,22554.0,50119416.0
2010-05-24,2656,2776,2597,2687,233137,22554.0,50119416.0
2010-05-25,2686,2686,2298,2448,803770,20549.0,50119416.0
2010-05-26,2447,2537,2388,2478,271290,20800.0,50119416.0
2010-05-27,2477,2567,2418,2538,324667,21301.0,50119416.0
2010-05-28,2537,2627,2477,2538,246350,21301.0,50119416.0
2010-05-31,2537,2597,2477,2567,358942,21551.0,50119416.0
2010-06-01,2627,2686,2567,2657,236108,22303.0,50119416.0
2010-06-03,2656,2746,2627,2717,251436,22804.0,50119416.0
2010-06-04,2746,2776,2418,2418,432397,20298.0,50119416.0
2010-06-07,2447,2567,2418,2538,411077,21301.0,50119416.0
2010-06-08,2567,2686,2537,2597,131766,21802.0,50119416.0
2010-06-09,2627,2627,2477,2567,243557,21551.0,50119416.0
2010-06-10,2567,2567,2447,2448,470797,20549.0,50119416.0
2010-06-11,2477,2537,2388,2478,516982,20800.0,50119416.0
2010-06-14,2477,2507,2418,2448,271869,20549.0,50119416.0
2010-06-15,2477,2507,2418,2448,257421,20549.0,50119416.0
2010-06-16,2447,2477,2388,2418,334715,20298.0,50119416.0
2010-06-17,2418,2477,2358,2418,234556,20298.0,50119416.0
2010-06-18,2358,2447,2358,2388,230061,20048.0,50119416.0
2010-06-21,2388,2447,2358,2388,262978,20048.0,50119416.0
2010-06-22,2418,2447,2358,2418,263853,20298.0,50119416.0
2010-06-23,2418,2507,2418,2478,215135,20800.0,50119416.0
2010-06-24,2477,2507,2418,2478,190120,20800.0,50119416.0
2010-06-25,2477,2627,2388,2597,701652,21802.0,50119416.0
2010-06-28,2597,2656,2537,2657,343896,22303.0,50119416.0
2010-06-29,2627,2746,2597,2687,793020,22554.0,50119416.0
2010-06-30,2656,2686,2537,2657,1405273,22303.0,50119416.0
2010-07-01,2686,2985,2507,2627,2207849,22053.0,50119416.0
2010-07-02,2597,2597,2388,2448,1142347,20549.0,50119416.0
2010-07-05,2447,2806,2388,2478,5727259,20800.0,50119416.0
2010-07-06,2477,2507,2388,2418,707814,20298.0,50119416.0
2010-07-07,2447,2507,2388,2448,292736,20549.0,50119416.0
2010-07-08,2477,2507,2418,2478,284474,20800.0,50119416.0
2010-07-09,2119,2119,2119,2120,109148,17792.0,50119416.0
2010-07-12,1821,1821,1821,1821,3007590,15286.0,50119416.0
2010-07-13,1761,2059,1731,1881,5917566,15788.0,50119416.0
2010-07-14,1910,2000,1880,1911,831033,16038.0,50119416.0
2010-07-15,1910,1910,1850,1911,895964,16038.0,50119416.0
2010-07-16,1910,1940,1821,1881,1448192,15788.0,50119416.0
2010-07-19,1880,1880,1761,1821,1177105,15286.0,50119416.0
2010-07-20,1821,1850,1641,1731,2865379,14535.0,50119416.0
2010-07-21,1731,1791,1701,1702,932802,14284.0,50119416.0
2010-07-22,1701,1761,1552,1731,1726506,14535.0,50119416.0
2010-07-23,1761,1791,1701,1702,308801,14284.0,50119416.0
2010-07-26,1731,1850,1701,1761,735808,14785.0,50119416.0
2010-07-27,1791,1821,1671,1731,641812,14535.0,50119416.0
2010-07-28,1761,1761,1641,1702,507199,14284.0,50119416.0
2010-07-29,1701,1701,1641,1672,290002,14033.0,50119416.0
2010-07-30,1701,1761,1641,1702,219489,14284.0,50119416.0
2010-08-02,1731,1761,1671,1731,222767,14535.0,50119416.0
2010-08-03,1701,1731,1612,1642,379932,13783.0,50119416.0
2010-08-04,1641,1731,1641,1731,301454,14535.0,50119416.0
2010-08-05,1701,1731,1671,1672,139694,14033.0,50119416.0
2010-08-06,1671,1731,1641,1672,195347,14033.0,50119416.0
2010-08-09,1671,1731,1641,1702,151656,14284.0,50119416.0
2010-08-10,1671,1701,1641,1642,217836,13783.0,50119416.0
2010-08-11,1641,1671,1552,1642,390411,13783.0,50119416.0
2010-08-12,1612,1731,1582,1642,370032,13783.0,50119416.0
2010-08-13,1641,1731,1612,1702,633566,14284.0,50119416.0
2010-08-16,1701,1731,1612,1672,201125,14033.0,50119416.0
2010-08-17,1671,1761,1641,1672,436571,14033.0,50119416.0
2010-08-18,1701,1731,1641,1672,293429,14033.0,50119416.0
2010-08-19,1701,1761,1671,1702,495530,14284.0,50119416.0
2010-08-20,1671,1731,1671,1731,202876,14535.0,50119416.0
2010-08-23,1731,1761,1701,1731,214624,14535.0,50119416.0
2010-08-24,1761,1761,1701,1731,248763,14535.0,50119416.0
2010-08-25,1761,1821,1701,1761,450058,14785.0,50119416.0
2010-08-26,1791,1791,1731,1761,55084,14785.0,50119416.0
2010-08-27,1731,1761,1701,1702,198519,14284.0,50119416.0
2010-08-30,1701,1761,1701,1731,119019,14535.0,50119416.0
2010-08-31,1701,1761,1701,1761,80307,14785.0,50119416.0
2010-09-01,1791,1791,1701,1731,154465,14535.0,50119416.0
2010-09-02,1731,1731,1701,1702,105271,14284.0,50119416.0
2010-09-03,1701,1701,1641,1672,217600,14033.0,50119416.0
2010-09-06,1671,1731,1671,1672,158706,14033.0,50119416.0
2010-09-07,1671,1701,1612,1672,281079,14033.0,50119416.0
2010-09-08,1641,1701,1641,1672,166394,14033.0,50119416.0
2010-09-09,1641,1701,1612,1672,169079,14033.0,50119416.0
2010-09-10,1671,1701,1641,1672,149733,14033.0,50119416.0
2010-09-13,1671,1731,1641,1702,271821,14284.0,50119416.0
2010-09-14,1701,1940,1701,1911,1608227,16038.0,50119416.0
2010-09-15,1880,2000,1791,1881,793553,15788.0,50119416.0
2010-09-16,1821,2089,1821,1851,1212382,15537.0,50119416.0
2010-09-17,1880,2030,1821,2030,651478,17041.0,50119416.0
2010-09-20,0,0,0,2030,0,17041.0,50119416.0
2010-09-24,0,0,0,2030,0,,
2010-09-27,0,0,0,2030,0,,
2010-09-28,0,0,0,2030,0,,
2010-09-29,0,0,0,2030,0,,
2010-09-30,0,0,0,2030,0,,
2010-10-01,0,0,0,2030,0,,
2010-10-04,0,0,0,2030,0,,
2010-10-05,0,0,0,2030,0,,
2010-10-06,0,0,0,2030,0,,
2010-10-07,0,0,0,2030,0,,
2010-10-08,0,0,0,2030,0,,
2010-10-11,0,0,0,2030,0,,
2010-10-12,0,0,0,2030,0,,
2010-10-13,0,0,0,2030,0,,
2010-10-14,0,0,0,2030,0,,
2010-10-15,2030,2100,1820,1995,197430,16665.0,8353236.0
2010-10-18,2020,2020,1800,1835,112974,15328.0,8353236.0
2010-10-19,1835,1845,1780,1805,58969,15078.0,8353236.0
2010-10-20,1760,1800,1730,1755,44607,14660.0,8353236.0
2010-10-21,1730,1755,1560,1645,87971,13741.0,8353236.0
2010-10-22,1620,1720,1570,1605,117745,13407.0,8353236.0
2010-10-25,1620,1740,1605,1635,109270,13658.0,8353236.0
2010-10-26,1640,1860,1635,1750,169039,14618.0,8353236.0
2010-10-27,1750,1760,1650,1650,47686,13783.0,8353236.0
2010-10-28,1695,1715,1640,1670,47144,13950.0,8353236.0
2010-10-29,1670,1670,1610,1650,29302,13783.0,8353236.0
2010-11-01,1620,1690,1610,1655,55979,13825.0,8353236.0
2010-11-02,1655,1755,1645,1720,81104,14368.0,8353236.0
2010-11-03,1670,1760,1670,1690,32708,14117.0,8353236.0
2010-11-04,1725,1730,1665,1685,12226,14075.0,8353236.0
2010-11-05,1690,1720,1650,1700,40538,14201.0,8353236.0
2010-11-08,1670,1955,1640,1800,266480,15036.0,8353236.0
2010-11-09,1880,1880,1700,1780,72311,14869.0,8353236.0
2010-11-10,1780,1850,1740,1850,57720,15453.0,8353236.0
2010-11-11,1875,2070,1845,1915,350900,15996.0,8353236.0
2010-11-12,1815,1990,1815,1940,106810,16205.0,8353236.0
2010-11-15,1945,2070,1925,2000,70870,16706.0,8353236.0
2010-11-16,2000,2000,1870,1900,44549,15871.0,8353236.0
2010-11-17,1850,1900,1765,1880,21498,15704.0,8353236.0
2010-11-18,1880,1890,1795,1795,35091,14994.0,8353236.0
2010-11-19,1795,1810,1710,1780,34870,14869.0,8353236.0
2010-11-22,1800,1800,1735,1750,23064,14618.0,8353236.0
2010-11-23,1780,1900,1705,1770,53186,14785.0,8353236.0
2010-11-24,1550,1740,1550,1700,57550,14201.0,8353236.0
2010-11-25,1710,1810,1710,1760,51716,14702.0,8353236.0
2010-11-26,1760,1820,1680,1680,16091,14033.0,8353236.0
2010-11-29,1685,1750,1660,1670,33406,13950.0,8353236.0
2010-11-30,1685,1720,1420,1630,32092,13616.0,8353236.0
2010-12-01,1630,1720,1600,1690,13765,14117.0,8353236.0
2010-12-02,1690,1745,1615,1650,21971,13783.0,8353236.0
2010-12-03,1625,1740,1590,1635,44308,13658.0,8353236.0
2010-12-06,1640,1700,1640,1685,6511,14075.0,8353236.0
2010-12-07,1725,1725,1660,1670,17335,13950.0,8353236.0
2010-12-08,1660,1700,1630,1660,7067,13866.0,8353236.0
2010-12-09,1675,1675,1640,1665,4212,13908.0,8353236.0
2010-12-10,1695,1695,1640,1650,14132,13783.0,8353236.0
2010-12-13,1660,1670,1630,1645,13370,13741.0,8353236.0
2010-12-14,1605,1705,1605,1655,16574,13825.0,8353236.0
2010-12-15,1655,1665,1610,1615,21858,13490.0,8353236.0
2010-12-16,1595,1630,1560,1590,21085,13282.0,8353236.0
2010-12-17,1570,1610,1570,1585,7850,13240.0,8353236.0
2010-12-20,1570,1570,1500,1525,21130,12739.0,8353236.0
2010-12-21,1510,1600,1510,1540,14196,12864.0,8353236.0
2010-12-22,1590,1760,1560,1565,86086,13073.0,8353236.0
2010-12-23,1595,1700,1540,1675,23350,13992.0,8353236.0
2010-12-24,1710,1890,1710,1785,92162,14911.0,8353236.0
2010-12-27,1810,1930,1670,1830,158899,15286.0,8353236.0
2010-12-28,1880,1905,1750,1795,36663,14994.0,8353236.0
2010-12-29,1785,1830,1745,1810,40090,15119.0,8353236.0
2010-12-30,1775,1900,1765,1835,39042,15328.0,8353236.0
2011-01-03,1800,1860,1660,1800,25218,15036.0,8353236.0
2011-01-04,1825,1875,1780,1845,30424,15412.0,8353236.0
2011-01-05,1845,1870,1805,1840,10161,15370.0,8353236.0
2011-01-06,1840,1865,1800,1850,18352,15453.0,8353236.0
2011-01-07,1885,2125,1880,2125,264053,17751.0,8353236.0
2011-01-10,2210,2440,2170,2300,692278,19212.0,8353236.0
2011-01-11,2225,2480,2145,2280,249422,19045.0,8353236.0
2011-01-12,2330,2350,2200,2245,70845,18753.0,8353236.0
2011-01-13,2230,2360,2200,2350,75055,19630.0,8353236.0
2011-01-14,2355,2390,2230,2325,56912,19421.0,8353236.0
2011-01-17,2350,2380,2265,2355,59210,19672.0,8353236.0
2011-01-18,2380,2610,2295,2415,173769,20173.0,8353236.0
2011-01-19,2415,2500,2200,2360,96440,19714.0,8353236.0
2011-01-20,2450,2450,2290,2345,45609,19588.0,8353236.0
2011-01-21,2400,2400,2275,2300,55584,19212.0,8353236.0
2011-01-24,2245,2370,2240,2280,31688,19045.0,8353236.0
2011-01-25,2205,2325,2150,2300,51964,19212.0,8353236.0
2011-01-26,2300,2610,2300,2500,271310,20883.0,8353236.0
2011-01-27,2430,2680,2430,2660,195521,22220.0,8353236.0
2011-01-28,2680,2775,2595,2690,167078,22470.0,8353236.0
2011-01-31,2690,2740,2640,2690,46407,22470.0,8353236.0
2011-02-01,2640,2790,2640,2720,39887,22721.0,8353236.0
2011-02-07,2625,2770,2625,2675,62134,22345.0,8353236.0
2011-02-08,2730,2730,2605,2665,62586,22261.0,8353236.0
2011-02-09,2710,2750,2650,2665,29765,22261.0,8353236.0
2011-02-10,2665,2740,2600,2650,36414,22136.0,8353236.0
2011-02-11,2600,2700,2600,2690,60182,22470.0,8353236.0
2011-02-14,2690,2870,2690,2760,190183,23055.0,8353236.0
2011-02-15,2740,2820,2710,2760,70006,23055.0,8353236.0
2011-02-16,2730,2865,2700,2745,105672,22930.0,8353236.0
2011-02-17,2750,2810,2600,2700,182039,22554.0,8353236.0
2011-02-18,2710,2710,2640,2675,55403,22345.0,8353236.0
2011-02-21,2675,2685,2605,2660,26253,22220.0,8353236.0
2011-02-22,2670,2670,2500,2655,34380,22178.0,8353236.0
2011-02-23,2555,2710,2555,2695,111546,22512.0,8353236.0
2011-02-24,2690,2700,2615,2700,65698,22554.0,8353236.0
2011-02-25,2695,2730,2655,2705,95798,22596.0,8353236.0
2011-02-28,2710,2710,2670,2700,58863,22554.0,8353236.0
2011-03-02,2750,2850,2715,2830,129414,23640.0,8353236.0
2011-03-03,2860,2995,2830,2995,144368,25018.0,8353236.0
2011-03-04,3050,3100,2965,3100,104184,25895.0,8353236.0
2011-03-07,3195,3260,2995,3040,102221,25394.0,8353236.0
2011-03-08,3100,3200,2900,3050,50277,25477.0,8353236.0
2011-03-09,3190,3190,2960,3100,59228,25895.0,8353236.0
2011-03-10,3045,3190,2990,3100,62658,25895.0,8353236.0
2011-03-11,3095,3190,3045,3100,127167,25895.0,8353236.0
2011-03-14,3030,3030,2880,2935,122622,24517.0,8353236.0
2011-03-15,3025,3025,2750,2930,99669,24475.0,8353236.0
2011-03-16,2870,2980,2870,2925,39167,24433.0,8353236.0
2011-03-17,2915,3080,2825,3040,88873,25394.0,8353236.0
2011-03-18,3035,3180,2920,3120,74530,26062.0,8353236.0
2011-03-21,3105,3160,3060,3120,45208,26062.0,8353236.0
2011-03-22,3150,3150,3020,3050,73397,25819.0,8465280.0
2011-03-23,3000,3090,3000,3030,18508,25650.0,8465280.0
2011-03-24,3030,3065,2985,3000,70801,25396.0,8465280.0
2011-03-25,3000,3170,2945,3050,107238,25819.0,8465280.0
2011-03-28,3050,3080,2990,3050,27536,25819.0,8465280.0
2011-03-29,3100,3270,3040,3260,149777,27597.0,8465280.0
2011-03-30,3230,3500,3230,3460,215867,29290.0,8465280.0
2011-03-31,3485,3550,3350,3455,87917,29248.0,8465280.0
2011-04-01,3600,3600,3350,3455,109986,29248.0,8465280.0
2011-04-04,3460,3580,3370,3395,82605,28740.0,8465280.0
2011-04-05,3500,3500,3350,3440,42307,29121.0,8465280.0
2011-04-06,3500,3550,3450,3495,65288,29586.0,8465280.0
2011-04-07,3540,3595,3400,3595,107512,30433.0,8465280.0
2011-04-08,3515,3640,3515,3605,40630,30517.0,8465280.0
2011-04-11,3625,3740,3520,3520,75324,29798.0,8465280.0
2011-04-12,3600,3610,3425,3530,70521,29882.0,8465280.0
2011-04-13,3530,3590,3415,3535,30765,29925.0,8465280.0
2011-04-14,3415,3540,3415,3530,25848,29882.0,8465280.0
2011-04-15,3530,3560,3445,3545,42703,30009.0,8465280.0
2011-04-18,3780,3780,3490,3555,22218,30094.0,8465280.0
2011-04-19,3555,3580,3440,3470,26358,29375.0,8465280.0
2011-04-20,3470,3540,3395,3475,78229,29417.0,8465280.0
2011-04-21,3500,3585,3470,3530,105634,29882.0,8465280.0
2011-04-22,3630,3630,3450,3530,30881,29882.0,8465280.0
2011-04-25,3485,3520,3350,3400,48037,28782.0,8465280.0
2011-04-26,3490,3490,2890,3150,99779,26666.0,8465280.0
