와이솔(122990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-05-22,7454,7602,7425,7487,132484,135842.0,10654285.0
2012-05-23,7483,7515,7131,7192,131532,130515.0,10654285.0
2012-05-24,7192,7425,7131,7369,126190,133711.0,10654285.0
2012-05-25,7483,7689,7483,7575,84740,137440.0,10654285.0
2012-05-29,7542,7807,7483,7663,98207,139038.0,10654285.0
2012-05-30,7719,7778,7542,7751,95687,140637.0,10654285.0
2012-05-31,7630,7807,7515,7604,103461,137973.0,10654285.0
2012-06-01,7660,7689,7515,7516,57672,136375.0,10654285.0
2012-06-04,7160,7337,6780,6840,279388,124122.0,10654285.0
2012-06-05,6954,7160,6868,6927,173296,125721.0,10654285.0
2012-06-07,7219,7250,7014,7046,121170,127851.0,10654285.0
2012-06-08,7014,7103,6868,7046,123025,127851.0,10654285.0
2012-06-11,7160,7250,7103,7223,147066,131048.0,10654285.0
2012-06-12,7072,7366,7044,7340,106797,133179.0,10654285.0
2012-06-13,7515,7573,7337,7487,132773,135842.0,10654285.0
2012-06-14,7396,7542,7219,7283,169043,132113.0,10654285.0
2012-06-15,7337,7337,7072,7104,96965,128917.0,10654285.0
2012-06-18,7308,7337,7219,7251,96391,131580.0,10654285.0
2012-06-19,7131,7277,7103,7192,179704,130515.0,10654285.0
2012-06-20,7277,7573,7250,7487,311081,135842.0,10654285.0
2012-06-21,7515,7689,7425,7487,213986,135842.0,10654285.0
2012-06-22,7483,7807,7454,7751,368857,140637.0,10654285.0
2012-06-25,7807,7837,7573,7604,142158,137973.0,10654285.0
2012-06-26,7515,7660,7454,7575,95084,137440.0,10654285.0
2012-06-27,7573,7630,7337,7428,178978,134777.0,10654285.0
2012-06-28,7425,7542,7366,7398,108839,134244.0,10654285.0
2012-06-29,7396,7515,7308,7487,67149,135842.0,10654285.0
2012-07-02,7630,7660,7425,7428,84960,134777.0,10654285.0
2012-07-03,7396,7515,7366,7428,117473,134777.0,10654285.0
2012-07-04,7454,7602,7425,7604,171948,137973.0,10654285.0
2012-07-05,7573,7660,7515,7516,102391,136375.0,10654285.0
2012-07-06,7515,7689,7337,7340,219589,133179.0,10654285.0
2012-07-09,7337,7425,7160,7223,135815,131048.0,10654285.0
2012-07-10,7219,7396,7160,7223,95262,131048.0,10654285.0
2012-07-11,7192,7337,7160,7223,95808,131048.0,10654285.0
2012-07-12,7219,7308,7044,7076,93159,128384.0,10654285.0
2012-07-13,7072,7160,6748,6960,162080,126253.0,10654285.0
2012-07-16,7014,7072,6868,6927,66124,125721.0,10654285.0
2012-07-17,6838,6954,6808,6813,105412,123590.0,10654285.0
2012-07-18,6897,6985,6574,6606,143276,119861.0,10654285.0
2012-07-19,6748,6780,6603,6664,188107,120926.0,10654285.0
2012-07-20,6661,6721,6515,6548,96273,118795.0,10654285.0
2012-07-23,6427,6427,6104,6225,189119,112935.0,10654285.0
2012-07-24,6163,6222,5899,6137,216062,111337.0,10654285.0
2012-07-25,5958,6074,5868,5959,126293,108141.0,10654285.0
2012-07-26,5987,6721,5927,6606,664382,119861.0,10654285.0
2012-07-27,6603,6661,6427,6489,250366,117730.0,10654285.0
2012-07-30,6574,6574,6280,6283,134975,114001.0,10654285.0
2012-07-31,6280,6515,6280,6400,167014,116132.0,10654285.0
2012-08-01,6250,6338,6133,6166,196525,111870.0,10654285.0
2012-08-02,6163,6250,6045,6078,124201,110272.0,10654285.0
2012-08-03,5987,6074,5927,5959,109282,108141.0,10654285.0
2012-08-06,6045,6133,6045,6137,67629,111337.0,10654285.0
2012-08-07,6104,6397,6104,6312,173411,114534.0,10654285.0
2012-08-08,6338,6456,6280,6283,93952,114001.0,10654285.0
2012-08-09,6310,6397,6222,6371,105630,115599.0,10654285.0
2012-08-10,6310,6545,6310,6516,142797,118263.0,10654285.0
2012-08-13,6545,6780,6545,6577,144789,119328.0,10654285.0
2012-08-14,6574,6661,6456,6516,93017,118263.0,10654285.0
2012-08-16,6545,6545,6427,6489,82789,117730.0,10654285.0
2012-08-17,6545,6574,6456,6577,77217,119328.0,10654285.0
2012-08-20,6603,6838,6545,6694,195947,121459.0,10654285.0
2012-08-21,6748,6780,6633,6694,123136,121459.0,10654285.0
2012-08-22,6690,6780,6574,6636,128060,120393.0,10654285.0
2012-08-23,6574,6661,6545,6548,94012,118795.0,10654285.0
2012-08-24,6427,6515,6369,6458,115230,117197.0,10654285.0
2012-08-27,6192,6250,5958,6048,256566,109739.0,10654285.0
2012-08-28,6074,6310,6074,6312,111342,114534.0,10654285.0
2012-08-29,6310,6484,6192,6343,162207,115066.0,10654285.0
2012-08-30,6369,6427,6222,6343,68080,115066.0,10654285.0
2012-08-31,6338,6808,6338,6781,366776,123057.0,10654285.0
2012-09-03,6954,7192,6808,6870,409908,124655.0,10654285.0
2012-09-04,6838,6926,6721,6840,156646,124122.0,10654285.0
2012-09-05,6868,6926,6515,6577,207638,119328.0,10654285.0
2012-09-06,6633,6780,6574,6606,169181,119861.0,10654285.0
2012-09-07,6748,6838,6574,6606,167643,119861.0,10654285.0
2012-09-10,6603,6868,6574,6870,209049,124655.0,10654285.0
2012-09-11,6868,7014,6690,6694,179556,121459.0,10654285.0
2012-09-12,6748,7044,6721,7046,333033,127851.0,10654285.0
2012-09-13,7044,7396,7014,7369,748037,133711.0,10654285.0
2012-09-14,7515,7542,7219,7398,350114,134244.0,10654285.0
2012-09-17,7396,7573,7277,7398,222183,134244.0,10654285.0
2012-09-18,7454,7573,7366,7516,224334,136375.0,10654285.0
2012-09-19,7719,8012,7689,7781,463663,141169.0,10654285.0
2012-09-20,7807,7984,7777,7781,292565,141169.0,10654285.0
2012-09-21,7953,8012,7837,7869,187823,142767.0,10654285.0
2012-09-24,7925,7953,7515,7957,320395,144366.0,10654285.0
2012-09-25,7953,8012,7689,7693,160085,139571.0,10654285.0
2012-09-26,7660,7865,7515,7839,132581,142235.0,10654285.0
2012-09-27,7807,7953,7630,7957,179888,144366.0,10654285.0
2012-09-28,8071,8100,7865,7869,110762,142767.0,10654285.0
2012-10-02,7925,7984,7689,7898,102086,143300.0,10654285.0
2012-10-04,8012,8453,7925,8428,484280,152889.0,10654285.0
2012-10-05,8453,8541,8364,8428,276418,152889.0,10654285.0
2012-10-08,8570,8629,8423,8455,181633,153422.0,10654285.0
2012-10-09,8453,8687,8336,8455,281923,153422.0,10654285.0
2012-10-10,8364,8541,8218,8221,157436,149160.0,10654285.0
2012-10-11,8100,8276,7925,7986,289015,144898.0,10654285.0
2012-10-12,8012,8188,7984,8192,196019,148627.0,10654285.0
2012-10-15,8276,8364,8041,8221,220668,149160.0,10654285.0
2012-10-16,8336,8659,8218,8660,375100,157151.0,10654285.0
2012-10-17,8806,8922,8570,8574,472627,155553.0,10654285.0
2012-10-18,8570,8687,8160,8309,284896,150758.0,10654285.0
2012-10-19,8394,8659,8336,8603,254149,156085.0,10654285.0
2012-10-22,8423,8892,8423,8897,438246,161412.0,10654285.0
2012-10-23,8952,9010,8687,8807,264051,159814.0,10654285.0
2012-10-24,8687,8865,8570,8779,258020,159282.0,10654285.0
2012-10-25,8922,9098,8687,8691,310511,157683.0,10654285.0
2012-10-26,8746,8776,8188,8221,338465,149160.0,10654285.0
2012-10-29,8336,8336,7807,7957,242527,144366.0,10654285.0
2012-10-30,7925,8218,7894,8104,156298,147029.0,10654285.0
2012-10-31,8188,8306,8071,8104,153395,147029.0,10654285.0
2012-11-01,8100,8336,7894,8280,174335,150225.0,10654285.0
2012-11-02,8394,8453,8041,8192,175611,148627.0,10654285.0
2012-11-05,8071,8247,8012,8132,147567,147562.0,10654285.0
2012-11-06,8160,8218,7984,8045,131730,145964.0,10654285.0
2012-11-07,8160,8659,8071,8603,452200,156085.0,10654285.0
2012-11-08,8453,8659,8423,8632,197185,156618.0,10654285.0
2012-11-09,8629,8716,8394,8660,193335,157151.0,10654285.0
2012-11-12,8659,8892,8659,8660,398812,157151.0,10654285.0
2012-11-13,8776,8952,8716,8779,433585,159282.0,10654285.0
2012-11-14,8776,8865,8394,8485,260197,153954.0,10654285.0
2012-11-15,8306,8659,8100,8660,218553,157151.0,10654285.0
2012-11-16,8659,8659,8218,8221,202425,149160.0,10654285.0
2012-11-19,8247,8453,8218,8397,129115,152356.0,10654285.0
2012-11-20,8511,8541,8100,8192,156824,149706.0,10731604.0
2012-11-21,8247,8629,8160,8603,392811,157218.0,10731604.0
2012-11-22,8746,8865,8541,8574,351777,156681.0,10731604.0
2012-11-23,8629,8716,8423,8660,293398,158291.0,10731604.0
2012-11-26,8600,8629,7425,7547,1314824,137901.0,10731604.0
2012-11-27,7807,7865,7515,7663,382304,140047.0,10731604.0
2012-11-28,7689,7778,7602,7722,150171,141121.0,10731604.0
2012-11-29,7602,7748,7515,7547,225296,137901.0,10731604.0
2012-11-30,7542,7602,7425,7428,152532,135755.0,10731604.0
2012-12-03,7366,7454,7072,7076,368372,129316.0,10731604.0
2012-12-04,7103,7337,7072,7283,217575,133072.0,10731604.0
2012-12-05,7337,7660,7160,7516,385758,137365.0,10731604.0
2012-12-06,7602,7748,7277,7283,236437,133072.0,10731604.0
2012-12-07,7454,7542,7072,7283,177460,133072.0,10731604.0
2012-12-10,7277,7366,7072,7223,154873,131999.0,10731604.0
2012-12-11,7192,7308,7072,7134,115853,130389.0,10731604.0
2012-12-12,7131,7160,7072,7134,73502,130389.0,10731604.0
2012-12-13,7131,7277,7131,7283,80443,133072.0,10731604.0
2012-12-14,7219,7366,7192,7340,79678,134145.0,10731604.0
2012-12-17,7396,7396,7072,7076,105558,129316.0,10731604.0
2012-12-18,7131,7277,6985,7283,133951,133072.0,10731604.0
2012-12-20,7366,7515,7308,7340,144928,134145.0,10731604.0
2012-12-21,7425,7425,7250,7251,88654,132535.0,10731604.0
2012-12-24,7396,7515,7192,7487,97635,136828.0,10731604.0
2012-12-26,7573,7660,7454,7458,141677,136291.0,10731604.0
2012-12-27,7609,7823,7547,7765,80214,135755.0,10731604.0
2012-12-28,7793,7823,7669,7733,64218,135218.0,10731604.0
2013-01-02,7793,7884,7761,7794,92467,136291.0,10731604.0
2013-01-03,7854,7854,7516,7611,130837,133072.0,10731604.0
2013-01-04,7609,7731,7547,7611,101558,133072.0,10731604.0
2013-01-07,7701,7793,7609,7611,89839,133072.0,10731604.0
2013-01-08,7609,7638,7424,7458,99507,130389.0,10731604.0
2013-01-09,7454,7854,7454,7856,223929,137365.0,10731604.0
2013-01-10,7854,8376,7761,8256,542472,144340.0,10731604.0
2013-01-11,8314,8498,8191,8194,213368,143267.0,10731604.0
2013-01-14,8223,8437,8068,8102,191446,141657.0,10731604.0
2013-01-15,8161,8284,7731,7794,283143,136291.0,10731604.0
2013-01-16,7793,7946,7577,7733,160170,135218.0,10731604.0
2013-01-17,7761,7823,7577,7641,102530,133608.0,10731604.0
2013-01-18,7701,7823,7638,7765,143806,135755.0,10731604.0
2013-01-21,7823,8068,7793,8072,174166,141121.0,10731604.0
2013-01-22,8130,8130,7854,8072,87608,141121.0,10731604.0
2013-01-23,8038,8068,7915,7949,114273,138974.0,10731604.0
2013-01-24,7946,7946,7793,7827,75888,136828.0,10731604.0
2013-01-25,7823,7854,7609,7702,138648,134682.0,10731604.0
2013-01-28,7669,7701,7516,7580,93859,132535.0,10731604.0
2013-01-29,7638,7731,7577,7733,59561,135218.0,10731604.0
2013-01-30,7731,7731,7577,7673,54095,134145.0,10731604.0
2013-01-31,7638,7669,7547,7611,47393,133072.0,10731604.0
2013-02-01,7669,7761,7485,7702,58794,134682.0,10731604.0
2013-02-04,7731,7793,7577,7580,60402,132535.0,10731604.0
2013-02-05,7424,7638,7394,7458,47070,130389.0,10731604.0
2013-02-06,7516,7793,7516,7702,77019,134682.0,10731604.0
2013-02-07,7701,7761,7609,7733,60342,135218.0,10731604.0
2013-02-08,7669,8099,7669,8041,188274,140584.0,10731604.0
2013-02-12,8068,8130,7915,7980,66023,139511.0,10731604.0
2013-02-13,7977,8191,7977,8102,113867,141657.0,10731604.0
2013-02-14,8038,8191,7946,8010,85495,140047.0,10731604.0
2013-02-15,8068,8161,8007,8072,110781,141121.0,10731604.0
2013-02-18,8068,8376,8068,8224,191875,143803.0,10731604.0
2013-02-19,8223,8406,8161,8409,198260,147023.0,10731604.0
2013-02-20,8467,8498,8252,8378,137645,146486.0,10731604.0
2013-02-21,8314,8344,8130,8132,104477,142194.0,10731604.0
2013-02-22,8161,8344,8130,8348,133245,145950.0,10731604.0
2013-02-25,8498,8498,8314,8409,119285,147023.0,10731604.0
2013-02-26,8284,8406,8223,8224,103664,143803.0,10731604.0
2013-02-27,8223,8284,8068,8072,99621,141121.0,10731604.0
2013-02-28,8161,8344,8130,8316,113941,145413.0,10731604.0
2013-03-04,8344,8406,8284,8378,126439,146486.0,10731604.0
2013-03-05,8376,8682,8376,8593,213196,150242.0,10731604.0
2013-03-06,8651,8682,8498,8532,100197,149169.0,10731604.0
2013-03-07,8529,8529,8252,8316,146319,145413.0,10731604.0
2013-03-08,8376,8467,8314,8470,124341,148096.0,10731604.0
2013-03-11,8406,8467,8038,8256,118656,144340.0,10731604.0
2013-03-12,8191,8344,8130,8316,122593,145413.0,10731604.0
2013-03-13,8314,8498,8314,8378,130517,146486.0,10731604.0
2013-03-14,8406,8406,8161,8285,119867,144877.0,10731604.0
2013-03-15,8344,8990,8344,8900,728271,155608.0,10731604.0
2013-03-18,8897,9173,8806,8869,610739,155072.0,10731604.0
2013-03-19,9051,9389,9051,9298,501628,162584.0,10731604.0
2013-03-20,9297,9819,9297,9789,480988,171169.0,10731604.0
2013-03-21,9879,9879,9450,9514,268599,166340.0,10731604.0
2013-03-22,9635,9664,9389,9636,175194,168486.0,10731604.0
2013-03-25,9635,9635,9234,9422,212771,164730.0,10731604.0
2013-03-26,9357,9541,9357,9422,116050,164730.0,10731604.0
2013-03-27,9418,9635,9297,9452,136948,165267.0,10731604.0
2013-03-28,9511,9511,9265,9329,107437,163120.0,10731604.0
2013-03-29,9450,9541,9327,9422,107433,164730.0,10731604.0
2013-04-01,9480,9787,9357,9789,269665,171169.0,10731604.0
2013-04-02,9787,9848,9604,9759,175321,170633.0,10731604.0
2013-04-03,9787,9787,9480,9636,202759,168486.0,10731604.0
2013-04-04,9389,9756,9297,9636,293343,176777.0,11259684.0
2013-04-05,10070,10309,9713,9834,336011,139620.0,11259684.0
2013-04-08,9713,9991,9396,9439,130914,133990.0,11259684.0
2013-04-09,9396,9595,9000,9240,133418,131175.0,11259684.0
2013-04-10,9356,9396,9078,9161,91399,130049.0,11259684.0
2013-04-11,9278,9556,9118,9478,184699,134553.0,11259684.0
2013-04-12,9516,9635,9278,9359,137134,132864.0,11259684.0
2013-04-15,9434,9516,9238,9319,65858,132301.0,11259684.0
2013-04-16,9118,9832,9118,9834,193742,139620.0,11259684.0
2013-04-17,9991,11300,9832,11302,649158,160450.0,11259684.0
2013-04-18,11378,12449,10942,11817,1269782,167769.0,11259684.0
2013-04-19,11935,12014,11260,11501,309655,163265.0,11259684.0
2013-04-22,11458,12014,11458,11620,379759,164954.0,11259684.0
2013-04-23,11696,11895,11577,11739,218048,166643.0,11259684.0
2013-04-24,11855,11895,11538,11659,229130,165517.0,11259684.0
2013-04-25,11855,12252,11776,11936,522962,169458.0,11259684.0
2013-04-26,12053,12252,11855,11936,177011,169458.0,11259684.0
2013-04-29,11855,11895,11378,11620,262130,164954.0,11259684.0
2013-04-30,11538,12529,11300,11896,1095326,168895.0,11259684.0
2013-05-02,11696,12212,11538,12095,288068,171710.0,11259684.0
2013-05-03,11855,12330,11776,12174,575187,225570.0,14695140.0
2013-05-06,12172,12370,11816,12135,364996,224836.0,14695140.0
2013-05-07,12132,12608,11895,12570,392477,232918.0,14695140.0
2013-05-08,12608,12846,12409,12492,438380,232308.0,14749700.0
2013-05-09,12529,12608,11895,12015,493251,223458.0,14749700.0
2013-05-10,11974,11974,11339,11421,606885,212396.0,14749700.0
2013-05-13,11378,11617,10824,10985,535133,204283.0,14749700.0
2013-05-14,11181,11221,10031,10747,740921,199858.0,14749700.0
2013-05-15,10863,11141,10704,11143,382756,207693.0,14782436.0
2013-05-16,11221,11617,10942,11501,468757,214345.0,14782436.0
2013-05-20,11577,11617,11300,11461,231088,213606.0,14782436.0
2013-05-21,11538,11538,11221,11262,230887,209911.0,14782436.0
2013-05-22,11378,11498,11022,11342,248087,211389.0,14782436.0
2013-05-23,11260,11538,11101,11103,225102,206954.0,14782436.0
2013-05-24,11221,11498,10863,11382,334718,212128.0,14782436.0
2013-05-27,11378,11696,11300,11620,272222,216563.0,14782436.0
2013-05-28,11736,12053,11736,11777,551859,219519.0,14782436.0
2013-05-29,11935,11974,11657,11739,234506,218780.0,14782436.0
2013-05-30,11657,11776,11141,11382,366719,212128.0,14782436.0
2013-05-31,11378,11378,10665,11024,434698,205476.0,14782436.0
2013-06-03,10983,11022,10586,10588,211969,197346.0,14782436.0
2013-06-04,10586,10824,10546,10707,231280,202804.0,15022505.0
2013-06-05,10704,10824,10229,10271,216890,194541.0,15022505.0
2013-06-07,10229,10387,9516,9636,479143,182523.0,15022505.0
2013-06-10,9635,9991,9635,9755,220669,184777.0,15022505.0
2013-06-11,9754,10188,9674,10112,241645,191537.0,15022505.0
2013-06-12,9912,10546,9912,10470,277928,198297.0,15022505.0
2013-06-13,10309,10467,10070,10232,150406,194213.0,15055241.0
2013-06-14,10506,10506,9991,10310,186005,195718.0,15055241.0
2013-06-17,10188,10347,9674,10032,112846,190449.0,15055241.0
2013-06-18,9951,10427,9713,10310,205358,195718.0,15055241.0
2013-06-19,10546,10704,10188,10271,291989,194965.0,15055241.0
2013-06-20,9991,10427,9951,10072,182653,191202.0,15055241.0
2013-06-21,9832,10070,9476,10032,208689,190449.0,15055241.0
2013-06-24,10188,10188,9635,9636,154298,182921.0,15055241.0
2013-06-25,9516,9912,8762,8843,379637,167866.0,15055241.0
2013-06-26,9040,9674,8960,9557,152894,181416.0,15055241.0
2013-06-27,9674,9991,9674,9795,153310,185932.0,15055241.0
2013-06-28,9991,9991,9713,9755,71949,185179.0,15055241.0
2013-07-01,9793,10031,9674,9874,101787,187438.0,15055241.0
2013-07-02,9912,9991,9635,9716,82286,184427.0,15055241.0
2013-07-03,9713,9872,9516,9596,101123,182168.0,15055241.0
2013-07-04,9595,9713,9356,9596,119805,182168.0,15055241.0
2013-07-05,9674,9674,9238,9319,142965,176899.0,15055241.0
2013-07-08,9356,9356,8802,8803,210008,167113.0,15055241.0
2013-07-09,8881,9158,8841,9161,133839,173888.0,15055241.0
2013-07-10,9158,9238,8762,8803,94488,167113.0,15055241.0
2013-07-11,8960,9396,8881,9319,111830,176899.0,15055241.0
2013-07-12,9476,9516,9278,9319,101889,176899.0,15055241.0
2013-07-15,9356,9396,9000,9279,87134,176146.0,15055241.0
2013-07-16,9278,9434,9278,9359,67987,177652.0,15055241.0
2013-07-17,9396,9595,9316,9517,129979,180663.0,15055241.0
2013-07-18,9556,9556,9278,9319,81004,176899.0,15055241.0
2013-07-19,9316,9396,9000,9001,138536,170877.0,15055241.0
2013-07-22,9118,9238,9040,9082,66654,172383.0,15055241.0
2013-07-23,9118,9356,9118,9240,72236,175394.0,15055241.0
2013-07-24,9316,9476,9238,9319,148366,176899.0,15055241.0
2013-07-25,9316,9356,9040,9161,127177,173888.0,15055241.0
2013-07-26,9316,10070,9158,9914,482667,188191.0,15055241.0
2013-07-29,9951,10149,9872,9914,266389,188191.0,15055241.0
2013-07-30,9912,10031,9793,10032,192050,190449.0,15055241.0
2013-07-31,10110,10269,9951,10271,218866,194965.0,15055241.0
2013-08-01,10309,10665,10149,10548,600411,200235.0,15055241.0
2013-08-02,10665,10745,10467,10668,213977,202493.0,15055241.0
2013-08-05,10626,11260,10546,11024,546869,209268.0,15055241.0
2013-08-06,11101,11181,10903,11103,232357,210773.0,15055241.0
2013-08-07,11141,11141,10586,10588,240944,200987.0,15055241.0
2013-08-08,10665,10863,10586,10629,155416,201740.0,15055241.0
2013-08-09,10704,11101,10704,10826,213847,205504.0,15055241.0
2013-08-12,10903,10903,10467,10548,181957,200235.0,15055241.0
2013-08-13,10626,10785,10506,10588,132365,200987.0,15055241.0
2013-08-14,10586,10785,10546,10548,100004,200235.0,15055241.0
2013-08-16,10309,10506,10269,10310,197950,195718.0,15055241.0
2013-08-19,10309,10665,10309,10668,126525,202493.0,15055241.0
2013-08-20,10546,10824,9912,10072,213270,191202.0,15055241.0
2013-08-21,10188,10347,9476,9755,323191,185851.0,15109802.0
2013-08-22,9595,9713,9356,9399,222891,179051.0,15109802.0
2013-08-23,9556,10031,9516,9993,175351,190384.0,15109802.0
2013-08-26,9912,10229,9912,10192,159495,194161.0,15109802.0
2013-08-27,10149,10824,9991,10430,619368,198694.0,15109802.0
2013-08-28,10149,10546,10031,10470,241930,199449.0,15109802.0
2013-08-29,10506,10626,10347,10390,112730,197938.0,15109802.0
2013-08-30,10546,10546,10110,10192,154003,194161.0,15109802.0
2013-09-02,10149,10269,10031,10112,122818,192650.0,15109802.0
2013-09-03,10188,10387,10070,10271,165185,195672.0,15109802.0
2013-09-04,10188,10269,9912,10032,141353,191139.0,15109802.0
2013-09-05,10149,10149,9674,9755,296268,185851.0,15109802.0
2013-09-06,9754,9912,9396,9517,405849,181318.0,15109802.0
2013-09-09,9595,9674,9476,9676,144631,184340.0,15109802.0
2013-09-10,9754,9754,9556,9557,110197,182336.0,15131626.0
2013-09-11,9635,9674,9278,9359,365501,178553.0,15131626.0
2013-09-12,9434,9872,9396,9795,395446,186876.0,15131626.0
2013-09-13,9754,9832,9595,9716,141346,185362.0,15131626.0
2013-09-16,9713,9713,9476,9557,109016,182336.0,15131626.0
2013-09-17,9556,9674,9476,9478,70795,180823.0,15131626.0
2013-09-23,9595,9635,9476,9478,54637,180823.0,15131626.0
2013-09-24,9516,9556,9278,9399,149061,179310.0,15131626.0
2013-09-25,9396,9396,9158,9319,138045,177797.0,15131626.0
2013-09-26,9356,9713,9316,9676,155004,184606.0,15131626.0
2013-09-27,9674,9754,9476,9557,179509,182862.0,15175275.0
2013-09-30,9635,9793,9516,9636,182340,184380.0,15175275.0
2013-10-01,9635,9991,9595,9914,426874,189691.0,15175275.0
2013-10-02,10031,10070,9754,9914,476494,189691.0,15175275.0
2013-10-04,9872,9951,9713,9755,138593,186656.0,15175275.0
2013-10-07,9793,9912,9674,9914,156519,189691.0,15175275.0
2013-10-08,9872,9872,9516,9596,213570,183621.0,15175275.0
2013-10-10,9516,9713,9434,9517,95725,182103.0,15175275.0
2013-10-11,9713,9713,9434,9478,156782,181345.0,15175275.0
2013-10-14,9434,9556,9396,9399,99214,179827.0,15175275.0
2013-10-15,9434,9556,9158,9399,282416,179827.0,15175275.0
2013-10-16,9713,9991,9476,9596,718352,183621.0,15175275.0
2013-10-17,9713,9754,9356,9359,211918,179068.0,15175275.0
2013-10-18,9396,9516,9197,9517,226929,182103.0,15175275.0
2013-10-21,9556,9595,9316,9439,139748,180586.0,15175275.0
2013-10-22,9516,9754,9434,9557,274882,182862.0,15175275.0
2013-10-23,9595,9674,9476,9478,228347,181345.0,15175275.0
2013-10-24,9635,9635,9476,9636,130203,184380.0,15175275.0
2013-10-25,9635,9832,9635,9755,276270,186656.0,15175275.0
2013-10-28,9793,10070,9793,9834,395948,188173.0,15175275.0
2013-10-29,9832,9912,9713,9914,161291,189691.0,15175275.0
2013-10-30,9912,10031,9832,9993,221497,191208.0,15175275.0
2013-10-31,9991,10110,9793,9795,338651,187415.0,15175275.0
2013-11-01,9832,10070,9793,10032,329536,191967.0,15175275.0
2013-11-04,10149,10229,9991,10072,314600,192726.0,15175275.0
2013-11-05,10149,10427,9991,10192,532535,195002.0,15175275.0
2013-11-06,10229,10387,9991,10032,234168,191967.0,15175275.0
2013-11-07,10031,10149,9595,9596,416064,183621.0,15175275.0
2013-11-08,9476,9713,9238,9279,352586,177551.0,15175275.0
2013-11-11,9356,9396,8762,8962,308725,171481.0,15175275.0
2013-11-12,9000,9238,8960,9122,99396,174516.0,15175275.0
2013-11-13,9078,9158,8841,8882,112564,169963.0,15175275.0
2013-11-14,8960,9278,8960,9161,80090,175274.0,15175275.0
2013-11-15,9238,9278,9040,9041,97889,172998.0,15175275.0
2013-11-18,9118,9158,8960,9001,75639,172239.0,15175275.0
2013-11-19,8960,9040,8444,8525,226823,163134.0,15175275.0
2013-11-20,8564,8762,8525,8565,100674,163893.0,15175275.0
2013-11-21,8564,8604,8167,8169,198909,156305.0,15175275.0
2013-11-22,8286,8325,8087,8090,112911,154788.0,15175275.0
2013-11-25,8127,8247,8087,8209,162745,157064.0,15175275.0
2013-11-26,8167,8325,8008,8288,197705,158582.0,15175275.0
2013-11-27,8325,8485,8247,8368,186982,160099.0,15175275.0
2013-11-28,8404,8444,8247,8368,156217,160099.0,15175275.0
2013-11-29,8364,8404,8247,8288,109980,158582.0,15175275.0
2013-12-02,8404,8444,8087,8130,128924,155547.0,15175275.0
2013-12-03,8008,8127,7969,8051,150145,154029.0,15175275.0
2013-12-04,8008,8167,7778,7781,278817,148869.0,15175275.0
2013-12-05,7722,7921,7715,7781,156633,148869.0,15175275.0
2013-12-06,7771,7905,7771,7781,104256,148869.0,15175275.0
2013-12-09,7841,7921,7795,7868,59532,150539.0,15175275.0
2013-12-10,7874,7928,7699,7749,110124,148262.0,15175275.0
2013-12-11,7778,7890,7746,7765,64921,148566.0,15175275.0
2013-12-12,7715,7841,7715,7796,46218,149173.0,15175275.0
2013-12-13,7810,7921,7761,7829,150241,149780.0,15175275.0
2013-12-16,7825,7835,7731,7733,99153,147959.0,15175275.0
2013-12-17,7795,7850,7549,7590,89547,145227.0,15175275.0
2013-12-18,7539,7684,7333,7678,245618,146897.0,15175275.0
2013-12-19,7795,7825,7667,7678,89552,146897.0,15175275.0
2013-12-20,7675,7795,7651,7749,47140,148262.0,15175275.0
2013-12-23,7921,7921,7786,7860,88162,150387.0,15175275.0
2013-12-24,7921,8127,7912,7931,260632,151753.0,15175275.0
2013-12-26,8008,8048,7912,8051,121456,154029.0,15175275.0
2013-12-27,8140,8206,8098,8183,95551,149325.0,15175275.0
2013-12-30,8182,8256,8106,8192,67358,149476.0,15175275.0
2014-01-02,8157,8198,7849,7850,153637,143255.0,15175275.0
2014-01-03,7798,7915,7765,7892,63045,144013.0,15175275.0
2014-01-06,7891,7957,7833,7833,67699,142951.0,15175275.0
2014-01-07,7840,8006,7791,8000,53062,145986.0,15175275.0
2014-01-08,8006,8098,7865,7917,103230,144469.0,15175275.0
2014-01-09,7899,7999,7833,7934,75416,144772.0,15175275.0
2014-01-10,7874,7999,7823,7976,82059,145531.0,15175275.0
2014-01-13,7907,7957,7716,7717,163356,140827.0,15175275.0
2014-01-14,7624,7765,7534,7602,140751,146282.0,16004603.0
2014-01-15,7616,7775,7591,7668,73251,147562.0,16004603.0
2014-01-16,7667,7817,7657,7684,109470,147883.0,16004603.0
2014-01-17,7657,7683,7574,7668,92280,147562.0,16004603.0
2014-01-20,7699,7948,7690,7833,149875,150763.0,16004603.0
2014-01-21,7891,8272,7857,8234,385710,158446.0,16004603.0
2014-01-22,8398,8523,8298,8316,243275,160046.0,16004603.0
2014-01-23,8398,8481,8272,8316,161098,160046.0,16004603.0
2014-01-24,8314,8439,8040,8217,272616,158125.0,16004603.0
2014-01-27,7899,8132,7823,7983,160217,153644.0,16004603.0
2014-01-28,7999,8182,7899,8126,102242,156365.0,16004603.0
2014-01-29,8231,8356,8081,8292,112088,159566.0,16004603.0
2014-02-03,8173,8240,8015,8017,114025,154284.0,16004603.0
2014-02-04,7775,7973,7775,7967,112618,153324.0,16004603.0
2014-02-05,7982,8006,7849,7884,97493,152758.0,16113725.0
