WI(073570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-07-30,68085,68722,63063,65271,22356,36400.0,3500000.0
2004-08-02,63385,65900,61184,61193,34737,34125.0,3500000.0
2004-08-03,61117,64326,60372,63074,35146,35175.0,3500000.0
2004-08-04,61067,62637,58983,60940,30780,33985.0,3500000.0
2004-08-05,61497,68089,61497,68097,77009,37975.0,3500000.0
2004-08-06,67453,75313,64946,72175,65455,40250.0,3500000.0
2004-08-09,70291,75936,69661,73430,73791,40950.0,3500000.0
2004-08-10,73439,75939,71548,75002,28537,41825.0,3500000.0
2004-08-11,73741,78447,73440,77195,62374,43050.0,3500000.0
2004-08-12,76247,78446,74679,75940,27680,42350.0,3500000.0
2004-08-13,74362,77506,74362,76569,31062,42700.0,3500000.0
2004-08-16,77822,79076,74046,74685,22336,41650.0,3500000.0
2004-08-17,75624,77502,74679,76257,35955,42525.0,3500000.0
2004-08-18,75001,77194,74679,75940,18668,42350.0,3500000.0
2004-08-19,77204,85042,76574,81589,95371,45500.0,3500000.0
2004-08-20,82221,83144,79384,81277,22355,45325.0,3500000.0
2004-08-23,82213,87235,81590,84729,65817,47250.0,3500000.0
2004-08-24,84423,86308,83477,83787,38458,46725.0,3500000.0
2004-08-25,85351,87543,83468,87552,39850,48825.0,3500000.0
2004-08-26,85978,89109,85662,85671,42482,47775.0,3500000.0
2004-08-27,85659,85659,82219,83474,44904,46550.0,3500000.0
2004-08-30,81904,84412,79705,80022,23875,44625.0,3500000.0
2004-08-31,79071,82833,78756,80964,24196,45150.0,3500000.0
2004-09-01,80648,82525,80648,82219,22204,45850.0,3500000.0
2004-09-02,81590,82521,79075,80022,25246,44625.0,3500000.0
2004-09-03,79708,80954,76877,79709,23367,44450.0,3500000.0
2004-09-06,78760,79706,77507,78454,16110,43750.0,3500000.0
2004-09-07,78121,79390,76245,76882,16718,42875.0,3500000.0
2004-09-08,77824,78132,75632,75940,21419,42350.0,3500000.0
2004-09-09,75624,77186,75310,76257,7547,42525.0,3500000.0
2004-09-10,80016,85347,80016,85354,174725,47600.0,3500000.0
2004-09-13,91004,92880,87228,89436,180335,49875.0,3500000.0
2004-09-14,90686,91001,86610,89749,82877,50050.0,3500000.0
2004-09-15,88177,92254,87547,91317,84458,50925.0,3500000.0
2004-09-16,89114,90689,87867,88807,44400,49525.0,3500000.0
2004-09-17,89421,94128,87852,94143,103258,52500.0,3500000.0
2004-09-20,96654,100099,90376,91317,118392,50925.0,3500000.0
2004-09-21,91316,93831,88814,90378,46151,50400.0,3500000.0
2004-09-22,90053,91937,85031,85354,44408,47600.0,3500000.0
2004-09-23,83471,84424,80333,80334,28235,44800.0,3500000.0
2004-09-24,80335,83166,80335,81589,38622,45500.0,3500000.0
2004-09-30,80321,81590,79075,80022,24403,44625.0,3500000.0
2004-10-01,80335,82850,80335,81589,39353,45500.0,3500000.0
2004-10-04,84713,85666,84098,84729,47969,47250.0,3500000.0
2004-10-05,84709,86916,83777,85354,38234,47600.0,3500000.0
2004-10-06,86294,90371,83779,87864,96673,49000.0,3500000.0
2004-10-07,90054,93822,89108,91946,140320,51275.0,3500000.0
2004-10-08,91927,94442,89737,92259,77622,51450.0,3500000.0
2004-10-11,91929,94128,90367,94143,46286,52500.0,3500000.0
2004-10-12,94142,94142,88187,88181,38766,49175.0,3500000.0
2004-10-13,88815,90062,86622,88494,33176,49350.0,3500000.0
2004-10-14,87228,87860,83790,84099,24707,46900.0,3500000.0
2004-10-15,82834,87856,82834,87864,17222,49000.0,3500000.0
2004-10-18,87870,87870,81909,82219,53916,45850.0,3500000.0
2004-10-19,83148,84415,72479,72488,211397,40425.0,3500000.0
2004-10-20,71244,72182,64022,64016,183426,35700.0,3500000.0
2004-10-21,65899,65899,62137,62761,46554,35000.0,3500000.0
2004-10-22,62559,64014,61885,62009,44618,34580.0,3500000.0
2004-10-25,61500,61500,57739,57741,48939,32200.0,3500000.0
2004-10-26,57804,63707,57804,59625,17031,33250.0,3500000.0
2004-10-27,61497,61497,58165,58180,14828,32445.0,3500000.0
2004-10-28,58486,63379,58486,62198,46338,34685.0,3500000.0
2004-10-29,62177,65580,59935,63074,59748,35175.0,3500000.0
2004-11-01,63067,63698,59987,61442,65087,34265.0,3500000.0
2004-11-02,60875,61505,58811,58806,32407,32795.0,3500000.0
2004-11-03,58876,60188,58626,58620,29896,32690.0,3500000.0
2004-11-04,58364,59246,56796,57678,26541,32165.0,3500000.0
2004-11-05,57926,59058,56487,58493,37560,32620.0,3500000.0
2004-11-08,57986,59303,57734,58996,53784,32900.0,3500000.0
2004-11-09,58917,59433,58486,58996,21545,32900.0,3500000.0
2004-11-10,58741,60131,58432,59938,19282,33425.0,3500000.0
2004-11-11,59366,61365,59366,61130,29719,34090.0,3500000.0
2004-11-12,61748,68403,61118,68097,133528,37975.0,3500000.0
2004-11-15,67786,69978,65264,66526,43597,37100.0,3500000.0
2004-11-16,69033,70595,65259,67781,36088,37800.0,3500000.0
2004-11-17,69038,75307,68401,71862,103149,40075.0,3500000.0
2004-11-18,73422,75922,69655,74685,100054,41650.0,3500000.0
2004-11-19,75632,76255,71247,75002,60600,41825.0,3500000.0
2004-11-22,72806,74052,69661,73430,24492,40950.0,3500000.0
2004-11-23,74049,74994,71842,72488,18342,40425.0,3500000.0
2004-11-24,72172,74694,71858,72804,17303,40600.0,3500000.0
2004-11-25,72174,74683,69345,69352,17912,38675.0,3500000.0
2004-11-26,69049,70925,66211,66213,23231,36925.0,3500000.0
2004-11-29,65902,67149,64656,66526,14189,37100.0,3500000.0
2004-11-30,65905,69345,65905,69352,10948,38675.0,3500000.0
2004-12-01,66533,69663,66218,66842,9084,37275.0,3500000.0
2004-12-02,67786,69670,67149,68410,18267,38150.0,3500000.0
2004-12-03,68717,70918,68087,70294,27629,39200.0,3500000.0
2004-12-06,70287,70917,69041,69665,15742,38850.0,3500000.0
2004-12-07,70287,71225,66204,67781,18685,37800.0,3500000.0
2004-12-08,65896,67142,62750,64958,19667,36225.0,3500000.0
2004-12-09,61822,64652,61822,62761,12156,35000.0,3500000.0
2004-12-10,63065,64949,62629,64958,29808,36225.0,3500000.0
2004-12-13,65899,65899,62137,62761,12861,35000.0,3500000.0
2004-12-14,62758,64019,61190,61320,9535,34195.0,3500000.0
2004-12-15,62130,63068,61822,62511,16993,34860.0,3500000.0
2004-12-16,62757,63387,61890,62135,18738,34650.0,3500000.0
2004-12-17,60865,62132,60865,61066,20670,34055.0,3500000.0
2004-12-20,61931,62310,61114,61130,14831,34090.0,3500000.0
2004-12-21,62568,63070,60863,62448,16940,34825.0,3500000.0
2004-12-22,63058,64942,62185,62321,40171,34755.0,3500000.0
2004-12-23,62697,62697,60863,62448,17403,34825.0,3500000.0
2004-12-24,62453,62710,60260,62697,25961,34965.0,3500000.0
2004-12-27,61361,62128,61246,61506,9018,34300.0,3500000.0
2004-12-28,61012,62710,60260,62697,19103,34965.0,3500000.0
2004-12-29,60369,62446,60369,62448,6448,34825.0,3500000.0
2004-12-30,62196,64022,61637,64016,16254,35700.0,3500000.0
2005-01-03,64014,64952,62760,64645,18405,36050.0,3500000.0
2005-01-04,64641,65888,62743,63703,65092,35525.0,3500000.0
2005-01-05,62746,66838,62746,65900,94412,36750.0,3500000.0
2005-01-06,69657,71534,67135,67781,141371,37800.0,3500000.0
2005-01-07,69660,74052,68405,74059,180282,41300.0,3500000.0
2005-01-10,75317,80954,74055,79709,155711,44450.0,3500000.0
2005-01-11,82213,82213,75930,76569,203444,42700.0,3500000.0
2005-01-12,80955,83463,79070,80647,137442,44975.0,3500000.0
2005-01-13,81579,81579,77509,79079,71494,44100.0,3500000.0
2005-01-14,77190,82220,77190,80022,74379,44625.0,3500000.0
2005-01-17,81267,87859,81267,87552,197316,48825.0,3500000.0
2005-01-18,87865,87865,81590,84729,144981,47250.0,3500000.0
2005-01-19,84107,85669,82847,83787,105670,46725.0,3500000.0
2005-01-20,81897,83151,76875,78767,83984,43925.0,3500000.0
2005-01-21,79392,83144,78123,83161,100142,46375.0,3500000.0
2005-01-24,83467,85659,80321,83474,80222,46550.0,3500000.0
2005-01-25,81592,83469,77508,77824,69497,43400.0,3500000.0
2005-01-26,79076,80322,76561,78454,53658,43750.0,3500000.0
2005-01-27,79702,87856,79702,87864,457247,49000.0,3500000.0
2005-01-28,87859,92250,85667,87552,169887,48825.0,3500000.0
2005-01-31,90066,97904,89750,96966,447038,54075.0,3500000.0
2005-02-01,99799,101045,95085,97908,131620,54600.0,3500000.0
2005-02-02,100408,100408,92255,96340,91000,53725.0,3500000.0
2005-02-03,94769,97284,90062,93201,75232,51975.0,3500000.0
2005-02-04,91316,95714,88500,88494,136941,49350.0,3500000.0
2005-02-07,87864,94131,87225,91633,107476,51100.0,3500000.0
2005-02-11,90377,91307,88176,89123,61345,49700.0,3500000.0
2005-02-14,91940,99799,91624,97908,189024,54600.0,3500000.0
2005-02-15,98854,98854,92585,97279,104517,54250.0,3500000.0
2005-02-16,96969,100415,94777,99163,117464,55300.0,3500000.0
2005-02-17,99176,103561,97285,97279,139201,54250.0,3500000.0
2005-02-18,95078,96332,92255,94456,83667,52675.0,3500000.0
2005-02-21,94453,95084,91007,91317,71824,50925.0,3500000.0
2005-02-22,91018,93210,87873,91004,49781,50750.0,3500000.0
2005-02-23,87860,89428,84106,85984,70375,47950.0,3500000.0
2005-02-24,86292,88499,83785,84416,114049,47075.0,3500000.0
2005-02-25,85667,86605,82521,82844,154942,46200.0,3500000.0
2005-02-28,83152,86298,83152,85984,106410,47950.0,3500000.0
2005-03-02,85978,87546,83463,85354,57597,47600.0,3500000.0
2005-03-03,85346,85978,79709,80964,81155,45150.0,3500000.0
2005-03-04,80025,85670,80025,82219,102582,45850.0,3500000.0
2005-03-07,86608,89738,84416,85354,189680,47600.0,3500000.0
2005-03-08,87239,87239,80025,80334,58927,44800.0,3500000.0
2005-03-09,79709,82215,78440,80647,38093,44975.0,3500000.0
2005-03-10,82836,84714,82836,82844,64100,46200.0,3500000.0
2005-03-11,83144,85351,82830,83161,42147,46375.0,3500000.0
2005-03-14,83144,84097,81898,83161,57122,46375.0,3500000.0
2005-03-15,83466,84720,79075,80022,46205,44625.0,3500000.0
2005-03-16,78445,79389,76560,78137,61743,43575.0,3500000.0
2005-03-17,76886,77200,75008,75002,47599,41825.0,3500000.0
2005-03-18,73429,75621,71847,71862,42760,40075.0,3500000.0
2005-03-21,71236,74367,71236,74059,38213,41300.0,3500000.0
2005-03-22,74057,76565,72172,75627,19789,42175.0,3500000.0
2005-03-23,74057,75633,72488,72804,16906,40600.0,3500000.0
2005-03-24,73744,74052,70928,73430,27095,40950.0,3500000.0
2005-03-25,73430,76554,72800,76569,34643,42700.0,3500000.0
2005-03-28,76876,80021,75628,80022,43292,44625.0,3500000.0
2005-03-29,79390,83467,76559,83474,72619,46550.0,3500000.0
2005-03-30,82224,86609,80017,86609,74600,48300.0,3500000.0
2005-03-31,86909,89114,84415,89123,77006,49700.0,3500000.0
2005-04-01,89119,91627,88187,91004,80143,50750.0,3500000.0
2005-04-04,91004,91004,86913,87552,32405,48825.0,3500000.0
2005-04-06,86297,87865,83466,84729,35869,47250.0,3500000.0
2005-04-07,85979,87225,84095,85042,26579,47425.0,3500000.0
2005-04-08,84710,89110,84710,87864,56648,49000.0,3500000.0
2005-04-11,87856,88802,85341,87864,21953,49000.0,3500000.0
2005-04-12,87541,89110,84717,85042,47463,47425.0,3500000.0
2005-04-13,85975,89428,84413,88807,33880,49525.0,3500000.0
2005-04-14,88802,89424,86610,87864,57047,49000.0,3500000.0
2005-04-15,85347,87541,84095,85042,21499,47425.0,3500000.0
2005-04-18,82839,82839,76878,77824,42494,43400.0,3500000.0
2005-04-19,77825,80641,77509,79079,41626,44100.0,3500000.0
2005-04-20,78758,80320,76875,76882,49418,42875.0,3500000.0
2005-04-21,75305,76875,74044,76882,21070,42875.0,3500000.0
2005-04-22,78760,80014,76554,76569,21351,42700.0,3500000.0
2005-04-25,75318,78133,75318,77512,12846,43225.0,3500000.0
2005-04-26,79699,85345,79076,81277,98663,45325.0,3500000.0
2005-04-27,81582,82213,77507,78454,23500,43750.0,3500000.0
2005-04-28,78448,80025,75634,75627,15433,42175.0,3500000.0
2005-04-29,74377,75316,72493,75002,20342,41825.0,3500000.0
2005-05-02,75320,75320,72490,74059,11312,41300.0,3500000.0
2005-05-03,72479,74680,72479,72488,15725,40425.0,3500000.0
2005-05-04,71849,75310,71849,74372,21594,41475.0,3500000.0
2005-05-06,73422,77191,73422,74685,21576,41650.0,3500000.0
2005-05-09,75004,75634,73435,74059,15716,41300.0,3500000.0
2005-05-10,74052,75321,73129,73430,11055,40950.0,3500000.0
2005-05-11,72171,73425,71232,71233,11826,39725.0,3500000.0
2005-05-12,71241,72172,70604,70920,9045,39550.0,3500000.0
2005-05-13,70296,71858,70296,70920,9936,39550.0,3500000.0
2005-05-16,70290,73113,70290,72175,17082,40250.0,3500000.0
2005-05-17,72484,73730,70916,71862,19734,40075.0,3500000.0
2005-05-18,72795,72795,70917,71549,13027,39900.0,3500000.0
2005-05-19,73435,75320,72805,74059,26131,41300.0,3500000.0
2005-05-20,73740,75316,72809,75002,16879,41825.0,3500000.0
2005-05-23,75628,75628,73737,75314,11590,42000.0,3500000.0
2005-05-24,75320,75320,73743,74059,5216,41300.0,3500000.0
2005-05-25,74684,77827,74368,75314,28098,42000.0,3500000.0
2005-05-26,74364,75310,72802,74372,11814,41475.0,3500000.0
2005-05-27,75635,75635,70928,73430,17480,40950.0,3500000.0
2005-05-30,74676,74676,73730,73747,11323,41125.0,3500000.0
2005-05-31,74680,74680,72802,74372,10470,41475.0,3500000.0
2005-06-01,73432,75934,73432,74372,23434,41475.0,3500000.0
2005-06-02,75633,77832,75633,77195,41058,43050.0,3500000.0
2005-06-03,78448,78448,75318,77512,32051,43225.0,3500000.0
2005-06-07,76256,77517,75318,77512,28042,43225.0,3500000.0
2005-06-08,79709,82523,78440,80647,93590,44975.0,3500000.0
2005-06-09,80638,81261,78439,81277,38761,45325.0,3500000.0
2005-06-10,81285,81285,77201,77195,47572,43050.0,3500000.0
2005-06-13,75930,78437,75930,76569,40296,42700.0,3500000.0
2005-06-14,75936,76567,73436,73430,38356,40950.0,3500000.0
2005-06-15,73436,73744,72176,73430,31494,40950.0,3500000.0
2005-06-16,75316,75632,74377,75002,33142,41825.0,3500000.0
2005-06-17,74693,75632,74063,75002,21042,41825.0,3500000.0
2005-06-20,75001,76878,73431,75940,53816,42350.0,3500000.0
2005-06-21,75623,76238,74361,74685,10390,41650.0,3500000.0
2005-06-22,73743,75634,73743,74059,15833,41300.0,3500000.0
2005-06-23,74046,75623,74046,74685,19944,41650.0,3500000.0
2005-06-24,73125,75317,72488,72804,30775,40600.0,3500000.0
2005-06-27,71848,72801,69965,70294,40921,39200.0,3500000.0
2005-06-28,70928,71552,69983,70607,17182,39375.0,3500000.0
2005-06-29,71241,71858,70604,70920,24977,39550.0,3500000.0
2005-06-30,72169,74046,71539,73747,40592,41125.0,3500000.0
2005-07-01,74368,74368,72484,73747,19672,41125.0,3500000.0
2005-07-04,74052,75004,73121,74059,28219,41300.0,3500000.0
2005-07-05,73740,77837,73740,75002,59812,41825.0,3500000.0
2005-07-06,75317,78763,75317,77195,45408,43050.0,3500000.0
2005-07-07,75922,77191,74361,74685,31472,41650.0,3500000.0
2005-07-08,75317,75317,72803,72804,45489,40600.0,3500000.0
2005-07-11,73742,80640,73433,80334,155581,44800.0,3500000.0
2005-07-12,80637,82520,78129,78137,54900,43575.0,3500000.0
2005-07-13,77202,82224,77202,80334,56385,44800.0,3500000.0
2005-07-14,80016,87861,80016,85354,140550,47600.0,3500000.0
2005-07-15,85344,87235,82836,84729,40010,47250.0,3500000.0
2005-07-18,84419,85351,80637,82844,39485,46200.0,3500000.0
2005-07-19,82521,84097,81267,82844,25965,46200.0,3500000.0
2005-07-20,82212,83466,78129,78137,43909,43575.0,3500000.0
2005-07-21,78123,79390,76554,76569,43507,42700.0,3500000.0
2005-07-22,74693,75632,72178,75002,50620,41825.0,3500000.0
2005-07-25,74375,75635,72176,73430,34975,40950.0,3500000.0
2005-07-26,73440,77201,73440,77195,30007,43050.0,3500000.0
2005-07-27,76563,79700,75925,77824,62247,43400.0,3500000.0
2005-07-28,76563,79708,75933,79709,79574,44450.0,3500000.0
2005-07-29,83469,83469,77508,77824,60267,43400.0,3500000.0
2005-08-01,77194,77824,75316,77824,33095,43400.0,3500000.0
2005-08-02,79707,89421,79707,89436,501561,49875.0,3500000.0
2005-08-03,92248,96646,87856,89749,428867,50050.0,3500000.0
2005-08-04,89740,90371,83779,87864,170469,49000.0,3500000.0
2005-08-05,85981,87235,81267,82844,116945,46200.0,3500000.0
2005-08-08,80017,82517,79709,80964,77175,45150.0,3500000.0
2005-08-09,80335,83166,80034,81589,63325,45500.0,3500000.0
2005-08-10,82527,85365,81596,81589,44073,45500.0,3500000.0
2005-08-11,81903,81903,80025,80334,42607,44800.0,3500000.0
2005-08-12,80955,81263,79079,79079,45217,44100.0,3500000.0
2005-08-16,79710,83471,78448,80334,45173,44800.0,3500000.0
2005-08-17,78766,81596,78766,81589,31904,45500.0,3500000.0
2005-08-18,82215,84093,79709,80647,39651,44975.0,3500000.0
2005-08-19,80322,80637,77822,78454,33882,43750.0,3500000.0
2005-08-22,79400,84724,78763,81902,50013,45675.0,3500000.0
2005-08-23,86608,88492,84416,87239,212653,48650.0,3500000.0
2005-08-24,86293,88493,85032,85671,64888,47775.0,3500000.0
2005-08-25,84714,85981,82836,82844,44944,46200.0,3500000.0
2005-08-26,82832,85347,82215,85354,45953,47600.0,3500000.0
2005-08-29,84718,92885,82834,86926,305254,48475.0,3500000.0
2005-08-30,90375,91005,86913,88807,93474,49525.0,3500000.0
2005-08-31,88812,90374,86605,87552,81160,48825.0,3500000.0
2005-09-01,89114,92574,88805,88807,90608,49525.0,3500000.0
2005-09-02,89430,90054,87231,89123,52377,49700.0,3500000.0
2005-09-05,88500,90699,87869,90378,49786,50400.0,3500000.0
2005-09-06,89740,91001,87225,87864,48996,49000.0,3500000.0
2005-09-07,88178,90371,87856,89749,66074,50050.0,3500000.0
2005-09-08,90371,94132,87856,87864,183635,49000.0,3500000.0
2005-09-09,90065,93210,89749,91004,114939,50750.0,3500000.0
2005-09-12,92574,94773,90375,90691,113592,50575.0,3500000.0
2005-09-13,89421,91305,87543,87552,63404,48825.0,3500000.0
