동신건설(025950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-06-03,1600,1640,1415,1485,104822,12474.0,8400000.0
2004-06-04,1450,1540,1415,1430,70629,12012.0,8400000.0
2004-06-07,1450,1560,1450,1480,64396,12432.0,8400000.0
2004-06-08,1455,1510,1390,1390,70852,11676.0,8400000.0
2004-06-09,1390,1495,1360,1425,63182,11970.0,8400000.0
2004-06-10,1450,1450,1350,1350,30909,11340.0,8400000.0
2004-06-11,1335,1345,1200,1200,80893,10080.0,8400000.0
2004-06-14,1160,1340,1150,1290,140997,10836.0,8400000.0
2004-06-15,1290,1315,1235,1290,22113,10836.0,8400000.0
2004-06-16,1255,1305,1175,1180,49509,9912.0,8400000.0
2004-06-17,1165,1310,1165,1205,45883,10122.0,8400000.0
2004-06-18,1205,1345,1205,1345,82085,11298.0,8400000.0
2004-06-21,1490,1490,1280,1330,157425,11172.0,8400000.0
2004-06-22,1300,1355,1210,1250,64513,10500.0,8400000.0
2004-06-23,1220,1350,1200,1275,47866,10710.0,8400000.0
2004-06-24,1280,1335,1220,1260,26467,10584.0,8400000.0
2004-06-25,1230,1270,1230,1230,29108,10332.0,8400000.0
2004-06-28,1190,1240,1190,1230,43533,10332.0,8400000.0
2004-06-29,1215,1250,1205,1230,26343,10332.0,8400000.0
2004-06-30,1250,1365,1250,1310,58021,11004.0,8400000.0
2004-07-01,1350,1350,1285,1300,50680,10920.0,8400000.0
2004-07-02,1260,1300,1230,1300,22136,10920.0,8400000.0
2004-07-05,1250,1380,1250,1360,53148,11424.0,8400000.0
2004-07-06,1385,1450,1315,1410,56336,11844.0,8400000.0
2004-07-07,1490,1575,1420,1575,180664,13230.0,8400000.0
2004-07-08,1610,1760,1460,1650,229663,13860.0,8400000.0
2004-07-09,1505,1595,1455,1455,80539,12222.0,8400000.0
2004-07-12,1335,1405,1285,1285,62193,10794.0,8400000.0
2004-07-13,1245,1290,1200,1255,90123,10542.0,8400000.0
2004-07-14,1255,1300,1230,1260,85517,10584.0,8400000.0
2004-07-15,1300,1335,1265,1275,33583,10710.0,8400000.0
2004-07-16,1290,1340,1235,1270,27636,10668.0,8400000.0
2004-07-19,1290,1295,1230,1295,17278,10878.0,8400000.0
2004-07-20,1290,1325,1240,1260,26529,10584.0,8400000.0
2004-07-21,1275,1285,1235,1250,15292,10500.0,8400000.0
2004-07-22,1225,1255,1210,1220,25037,10248.0,8400000.0
2004-07-23,1230,1260,1225,1250,10115,10500.0,8400000.0
2004-07-26,1240,1285,1185,1205,20053,10122.0,8400000.0
2004-07-27,1150,1215,1150,1210,13380,10164.0,8400000.0
2004-07-28,1250,1250,1185,1190,7047,9996.0,8400000.0
2004-07-29,1185,1200,1150,1175,18698,9870.0,8400000.0
2004-07-30,1235,1235,1100,1175,13596,9870.0,8400000.0
2004-08-02,1175,1175,1100,1155,14675,9702.0,8400000.0
2004-08-03,1070,1150,1070,1120,5504,9408.0,8400000.0
2004-08-04,1055,1120,1045,1045,10837,8778.0,8400000.0
2004-08-05,1130,1160,1040,1135,10322,9534.0,8400000.0
2004-08-06,1200,1200,1035,1085,2461,9114.0,8400000.0
2004-08-09,1150,1150,1055,1140,1981,9576.0,8400000.0
2004-08-10,1150,1150,1030,1150,16063,9660.0,8400000.0
2004-08-11,1060,1145,1060,1145,6544,9618.0,8400000.0
2004-08-12,1090,1170,1090,1170,1368,9828.0,8400000.0
2004-08-13,1105,1175,1100,1130,7876,9492.0,8400000.0
2004-08-16,1125,1170,1115,1150,5326,9660.0,8400000.0
2004-08-17,1170,1225,1170,1200,6289,10080.0,8400000.0
2004-08-18,1220,1220,1160,1210,3557,10164.0,8400000.0
2004-08-19,1215,1215,1160,1170,5114,9828.0,8400000.0
2004-08-20,1210,1210,1165,1170,1374,9828.0,8400000.0
2004-08-23,1205,1205,1155,1180,1799,9912.0,8400000.0
2004-08-24,1150,1155,1130,1130,4087,9492.0,8400000.0
2004-08-25,1115,1185,1115,1135,8650,9534.0,8400000.0
2004-08-26,1150,1185,1120,1125,20182,9450.0,8400000.0
2004-08-27,1105,1170,1105,1115,7084,9366.0,8400000.0
2004-08-30,1055,1150,1055,1150,5772,9660.0,8400000.0
2004-08-31,1180,1180,1120,1155,268,9702.0,8400000.0
2004-09-01,1165,1165,1115,1120,4405,9408.0,8400000.0
2004-09-02,1200,1225,1120,1185,1929,9954.0,8400000.0
2004-09-03,1185,1185,1080,1110,3525,9324.0,8400000.0
2004-09-06,1140,1140,1080,1090,5426,9156.0,8400000.0
2004-09-07,1140,1140,1095,1095,1389,9198.0,8400000.0
2004-09-08,1090,1130,1090,1105,5060,9282.0,8400000.0
2004-09-09,1110,1180,1110,1130,5303,9492.0,8400000.0
2004-09-10,1155,1155,1100,1145,5200,9618.0,8400000.0
2004-09-13,1165,1170,1115,1125,2206,9450.0,8400000.0
2004-09-14,1125,1160,1120,1120,8131,9408.0,8400000.0
2004-09-15,1175,1175,1125,1160,9733,9744.0,8400000.0
2004-09-16,1175,1175,1125,1155,1503,9702.0,8400000.0
2004-09-17,1165,1170,1125,1170,4515,9828.0,8400000.0
2004-09-20,1190,1190,1095,1150,7804,9660.0,8400000.0
2004-09-21,1175,1175,1125,1175,6967,9870.0,8400000.0
2004-09-22,1190,1190,1140,1145,8523,9618.0,8400000.0
2004-09-23,1145,1280,1100,1280,73299,10752.0,8400000.0
2004-09-24,1420,1420,1210,1240,33930,10416.0,8400000.0
2004-09-30,1260,1385,1255,1385,68379,11634.0,8400000.0
2004-10-01,1400,1550,1330,1440,44032,12096.0,8400000.0
2004-10-04,1480,1480,1270,1270,62092,10668.0,8400000.0
2004-10-05,1235,1290,1200,1200,14180,10080.0,8400000.0
2004-10-06,1200,1255,1180,1245,30432,10458.0,8400000.0
2004-10-07,1280,1280,1140,1190,10380,9996.0,8400000.0
2004-10-08,1190,1295,1180,1200,8994,10080.0,8400000.0
2004-10-11,1180,1285,1180,1180,6922,9912.0,8400000.0
2004-10-12,1210,1240,1115,1225,2702,10290.0,8400000.0
2004-10-13,1175,1320,1175,1315,9399,11046.0,8400000.0
2004-10-14,1225,1445,1205,1285,8977,10794.0,8400000.0
2004-10-15,1400,1420,1215,1335,14775,11214.0,8400000.0
2004-10-18,1380,1385,1240,1295,8567,10878.0,8400000.0
2004-10-19,1295,1375,1255,1350,36481,11340.0,8400000.0
2004-10-20,1360,1440,1310,1370,10995,11508.0,8400000.0
2004-10-21,1400,1400,1260,1335,6534,11214.0,8400000.0
2004-10-22,1365,1365,1180,1190,13415,9996.0,8400000.0
2004-10-25,1080,1190,1080,1135,17766,9534.0,8400000.0
2004-10-26,1225,1225,1100,1160,15791,9744.0,8400000.0
2004-10-27,1245,1245,1120,1155,17128,9702.0,8400000.0
2004-10-28,1155,1190,1110,1180,8403,9912.0,8400000.0
2004-10-29,1120,1165,1070,1105,13236,9282.0,8400000.0
2004-11-01,1060,1140,1060,1140,5750,9576.0,8400000.0
2004-11-02,1085,1145,1085,1140,752,9576.0,8400000.0
2004-11-03,1120,1160,1100,1140,2681,9576.0,8400000.0
2004-11-04,1100,1130,1060,1095,11507,9198.0,8400000.0
2004-11-05,1100,1100,1060,1065,10492,8946.0,8400000.0
2004-11-08,1050,1100,1050,1100,8010,9240.0,8400000.0
2004-11-09,1055,1125,1050,1120,17818,9408.0,8400000.0
2004-11-10,1080,1140,1070,1140,310,9576.0,8400000.0
2004-11-11,1080,1140,1080,1080,1109,9072.0,8400000.0
2004-11-12,1135,1145,1060,1140,1974,9576.0,8400000.0
2004-11-15,1145,1195,1145,1180,783,9912.0,8400000.0
2004-11-16,1190,1190,1110,1165,5210,9786.0,8400000.0
2004-11-17,1200,1200,1115,1180,1210,9912.0,8400000.0
2004-11-18,1180,1185,1130,1165,232,9786.0,8400000.0
2004-11-19,1160,1160,1110,1140,1581,9576.0,8400000.0
2004-11-22,1135,1135,1060,1060,1276,8904.0,8400000.0
2004-11-23,1060,1100,1035,1090,6524,9156.0,8400000.0
2004-11-24,1040,1110,1020,1090,3718,9156.0,8400000.0
2004-11-25,1080,1100,1080,1100,261,9240.0,8400000.0
2004-11-26,1090,1100,1055,1100,142,9240.0,8400000.0
2004-11-29,1065,1095,1005,1095,1144,9198.0,8400000.0
2004-11-30,1050,1090,1010,1040,2086,8736.0,8400000.0
2004-12-01,1040,1075,995,1065,5627,8946.0,8400000.0
2004-12-02,1070,1070,1025,1070,1810,8988.0,8400000.0
2004-12-03,1010,1075,1010,1060,2392,8904.0,8400000.0
2004-12-06,1020,1070,1020,1070,1101,8988.0,8400000.0
2004-12-07,1030,1190,1030,1110,2528,9324.0,8400000.0
2004-12-08,1110,1195,1070,1140,1098,9576.0,8400000.0
2004-12-09,1170,1170,1090,1170,444,9828.0,8400000.0
2004-12-10,1115,1170,1075,1165,2697,9786.0,8400000.0
2004-12-13,1165,1195,1060,1060,2299,8904.0,8400000.0
2004-12-14,1095,1140,1070,1070,5098,8988.0,8400000.0
2004-12-15,1140,1140,1100,1140,423,9576.0,8400000.0
2004-12-16,1020,1245,1020,1090,6271,9156.0,8400000.0
2004-12-17,1130,1130,1070,1130,1002,9492.0,8400000.0
2004-12-20,1130,1165,1015,1090,2346,9156.0,8400000.0
2004-12-21,1090,1150,1055,1055,1664,8862.0,8400000.0
2004-12-22,1065,1170,1065,1130,404,9492.0,8400000.0
2004-12-23,1130,1130,1130,1130,5,9492.0,8400000.0
2004-12-24,1170,1170,1120,1165,1503,9786.0,8400000.0
2004-12-27,1085,1160,1085,1155,57,9702.0,8400000.0
2004-12-28,1075,1140,1035,1035,3374,8694.0,8400000.0
2004-12-29,1075,1075,1025,1075,802,9030.0,8400000.0
2004-12-30,1090,1145,1040,1135,81,9534.0,8400000.0
2005-01-03,1060,1125,1000,1045,15902,8778.0,8400000.0
2005-01-04,1070,1135,955,1075,7402,9030.0,8400000.0
2005-01-05,1060,1095,1000,1005,3597,8442.0,8400000.0
2005-01-06,1010,1100,1010,1100,3338,9240.0,8400000.0
2005-01-07,1060,1115,1000,1070,8792,8988.0,8400000.0
2005-01-10,1060,1070,1000,1060,10596,8904.0,8400000.0
2005-01-11,1065,1070,1025,1055,1820,8862.0,8400000.0
2005-01-12,1045,1070,1040,1070,3548,8988.0,8400000.0
2005-01-13,1040,1060,1005,1060,4331,8904.0,8400000.0
2005-01-14,1030,1060,1020,1020,11690,8568.0,8400000.0
2005-01-17,1060,1060,1005,1050,10146,8820.0,8400000.0
2005-01-18,1055,1080,1025,1055,2326,8862.0,8400000.0
2005-01-19,1025,1060,1000,1055,11160,8862.0,8400000.0
2005-01-20,1030,1130,1030,1125,18153,9450.0,8400000.0
2005-01-21,1150,1260,1150,1260,55568,10584.0,8400000.0
2005-01-24,1340,1400,1260,1300,15114,10920.0,8400000.0
2005-01-25,1280,1300,1190,1300,13436,10920.0,8400000.0
2005-01-26,1280,1300,1170,1245,11136,10458.0,8400000.0
2005-01-27,1200,1365,1170,1230,11511,10332.0,8400000.0
2005-01-28,1225,1225,1090,1130,11048,9492.0,8400000.0
2005-01-31,1130,1155,1005,1140,32946,9576.0,8400000.0
2005-02-01,1130,1130,1075,1100,21906,9240.0,8400000.0
2005-02-02,1105,1120,1065,1105,3739,9282.0,8400000.0
2005-02-03,1100,1165,1090,1130,2159,9492.0,8400000.0
2005-02-04,1130,1175,1070,1150,940,9660.0,8400000.0
2005-02-07,1195,1250,1140,1240,13385,10416.0,8400000.0
2005-02-11,1205,1260,1195,1245,5243,10458.0,8400000.0
2005-02-14,1245,1330,1220,1320,27250,11088.0,8400000.0
2005-02-15,1270,1330,1250,1250,14664,10500.0,8400000.0
2005-02-16,1230,1400,1225,1400,33501,11760.0,8400000.0
2005-02-17,1490,1490,1350,1410,18984,11844.0,8400000.0
2005-02-18,1410,1410,1280,1350,23019,11340.0,8400000.0
2005-02-21,1350,1415,1285,1380,25887,11592.0,8400000.0
2005-02-22,1380,1535,1365,1440,30774,12096.0,8400000.0
2005-02-23,1450,1475,1375,1435,8509,12054.0,8400000.0
2005-02-24,1435,1495,1400,1445,11154,12138.0,8400000.0
2005-02-25,1410,1550,1410,1475,19479,12390.0,8400000.0
2005-02-28,1460,1475,1420,1455,20968,12222.0,8400000.0
2005-03-02,1480,1480,1410,1460,11467,12264.0,8400000.0
2005-03-03,1480,1480,1400,1400,8708,11760.0,8400000.0
2005-03-04,1355,1500,1350,1400,8819,11760.0,8400000.0
2005-03-07,1385,1450,1380,1430,6866,12012.0,8400000.0
2005-03-08,1330,1430,1260,1260,29469,10584.0,8400000.0
2005-03-09,1260,1380,1155,1220,19305,10248.0,8400000.0
2005-03-10,1180,1245,1175,1210,1835,10164.0,8400000.0
2005-03-11,1210,1235,1180,1220,4144,10248.0,8400000.0
2005-03-14,1180,1245,1180,1215,887,10206.0,8400000.0
2005-03-15,1105,1195,1105,1120,15458,9408.0,8400000.0
2005-03-16,1130,1145,1020,1125,13443,9450.0,8400000.0
2005-03-17,1135,1135,1125,1130,1400,9492.0,8400000.0
2005-03-18,1180,1180,1085,1160,6416,9744.0,8400000.0
2005-03-21,1150,1150,1030,1120,7094,9408.0,8400000.0
2005-03-22,1060,1115,1060,1100,671,9240.0,8400000.0
2005-03-23,1095,1150,1055,1150,5647,9660.0,8400000.0
2005-03-24,1080,1160,1080,1090,799,9156.0,8400000.0
2005-03-25,1135,1150,1070,1150,344,9660.0,8400000.0
2005-03-28,1150,1240,1105,1105,4062,9282.0,8400000.0
2005-03-29,1135,1145,1090,1145,533,9618.0,8400000.0
2005-03-30,1140,1150,1105,1145,440,9618.0,8400000.0
2005-03-31,1105,1150,1105,1105,1621,9282.0,8400000.0
2005-04-01,1135,1145,1105,1105,10045,9282.0,8400000.0
2005-04-04,1135,1135,1105,1130,133,9492.0,8400000.0
2005-04-06,1130,1290,1130,1170,3804,9828.0,8400000.0
2005-04-07,1215,1215,1170,1200,1878,10080.0,8400000.0
2005-04-08,1270,1270,1200,1240,7603,10416.0,8400000.0
2005-04-11,1255,1290,1215,1280,3570,10752.0,8400000.0
2005-04-12,1325,1325,1240,1295,721,10878.0,8400000.0
2005-04-13,1295,1300,1250,1290,934,10836.0,8400000.0
2005-04-14,1295,1295,1210,1280,948,10752.0,8400000.0
2005-04-15,1215,1255,1125,1240,1132,10416.0,8400000.0
2005-04-18,1120,1220,1105,1105,2864,9282.0,8400000.0
2005-04-19,1100,1270,1100,1270,4424,10668.0,8400000.0
2005-04-20,1460,1460,1350,1435,55507,12054.0,8400000.0
2005-04-21,1400,1435,1220,1225,40058,10290.0,8400000.0
2005-04-22,1215,1310,1195,1230,15052,10332.0,8400000.0
2005-04-25,1160,1275,1160,1180,5757,9912.0,8400000.0
2005-04-26,1200,1245,1145,1205,7691,10122.0,8400000.0
2005-04-27,1185,1270,1180,1255,1284,10542.0,8400000.0
2005-04-28,1220,1245,1175,1230,8,10332.0,8400000.0
2005-04-29,1230,1265,1135,1220,7227,10248.0,8400000.0
2005-05-02,1220,1230,1135,1210,3903,10164.0,8400000.0
2005-05-03,1210,1245,1150,1195,3011,10038.0,8400000.0
2005-05-04,1200,1200,1155,1190,17,9996.0,8400000.0
2005-05-06,1160,1230,1150,1185,3069,9954.0,8400000.0
2005-05-09,1195,1195,1160,1175,2544,9870.0,8400000.0
2005-05-10,1185,1190,1185,1190,51,9996.0,8400000.0
2005-05-11,1130,1200,1130,1200,3,10080.0,8400000.0
2005-05-12,1190,1235,1150,1190,4893,9996.0,8400000.0
2005-05-13,1190,1190,1150,1190,2059,9996.0,8400000.0
2005-05-16,1195,1230,1065,1190,4027,9996.0,8400000.0
2005-05-17,1120,1195,1120,1190,596,9996.0,8400000.0
2005-05-18,1195,1210,1150,1180,944,9912.0,8400000.0
2005-05-19,1195,1195,1060,1125,4303,9450.0,8400000.0
2005-05-20,1150,1175,1140,1175,1659,9870.0,8400000.0
2005-05-23,1175,1175,1170,1170,24,9828.0,8400000.0
2005-05-24,1190,1190,1135,1165,5953,9786.0,8400000.0
2005-05-25,1180,1200,1140,1200,1939,10080.0,8400000.0
2005-05-26,1200,1275,1165,1165,6164,9786.0,8400000.0
2005-05-27,1170,1240,1060,1200,11258,10080.0,8400000.0
2005-05-30,1170,1180,1140,1180,16200,9912.0,8400000.0
2005-05-31,1160,1240,1160,1200,12730,10080.0,8400000.0
2005-06-01,1180,1240,1175,1215,1025,10206.0,8400000.0
2005-06-02,1395,1395,1130,1295,22192,10878.0,8400000.0
2005-06-03,1440,1440,1220,1230,2360,10332.0,8400000.0
2005-06-07,1180,1210,1150,1190,28578,9996.0,8400000.0
2005-06-08,1230,1260,1165,1260,363,10584.0,8400000.0
2005-06-09,1215,1345,1205,1275,1135,10710.0,8400000.0
2005-06-10,1390,1390,1210,1270,3207,10668.0,8400000.0
2005-06-13,1325,1325,1215,1260,636,10584.0,8400000.0
2005-06-14,1250,1385,1235,1275,5595,10710.0,8400000.0
2005-06-15,1300,1300,1200,1275,3895,10710.0,8400000.0
2005-06-16,1380,1380,1250,1350,7363,11340.0,8400000.0
2005-06-17,1270,1365,1230,1270,4081,10668.0,8400000.0
2005-06-20,1375,1375,1200,1325,4182,11130.0,8400000.0
2005-06-21,1215,1310,1215,1310,1065,11004.0,8400000.0
2005-06-22,1215,1315,1215,1280,834,10752.0,8400000.0
2005-06-23,1210,1280,1210,1280,1653,10752.0,8400000.0
2005-06-24,1230,1275,1215,1265,531,10626.0,8400000.0
2005-06-27,1250,1270,1210,1265,641,10626.0,8400000.0
2005-06-28,1205,1340,1205,1340,1313,11256.0,8400000.0
2005-06-29,1330,1340,1260,1290,4159,10836.0,8400000.0
2005-06-30,1285,1300,1260,1290,1486,10836.0,8400000.0
2005-07-01,1290,1290,1285,1290,49,10836.0,8400000.0
2005-07-04,1400,1400,1265,1330,1252,11172.0,8400000.0
2005-07-05,1395,1395,1270,1295,5533,10878.0,8400000.0
2005-07-06,1360,1360,1270,1310,3220,11004.0,8400000.0
2005-07-07,1270,1395,1240,1395,11959,11718.0,8400000.0
2005-07-08,1320,1360,1295,1310,7119,11004.0,8400000.0
2005-07-11,1310,1400,1275,1315,6399,11046.0,8400000.0
2005-07-12,1315,1320,1285,1305,3692,10962.0,8400000.0
2005-07-13,1280,1315,1275,1315,20448,11046.0,8400000.0
2005-07-14,1320,1480,1315,1340,21698,11256.0,8400000.0
2005-07-15,1380,1540,1340,1540,59787,12936.0,8400000.0
2005-07-18,1540,1690,1505,1570,98543,13188.0,8400000.0
2005-07-19,1580,1630,1500,1580,25781,13272.0,8400000.0
2005-07-20,1530,1585,1455,1455,30241,12222.0,8400000.0
2005-07-21,1460,1545,1400,1490,23679,12516.0,8400000.0
2005-07-22,1515,1525,1460,1510,13659,12684.0,8400000.0
2005-07-25,1465,1580,1465,1555,11108,13062.0,8400000.0
2005-07-26,1510,1570,1485,1500,8511,12600.0,8400000.0
2005-07-27,1485,1510,1435,1465,10449,12306.0,8400000.0
2005-07-28,1485,1530,1425,1440,9610,12096.0,8400000.0
2005-07-29,1440,1495,1415,1465,5598,12306.0,8400000.0
2005-08-01,1500,1560,1465,1515,4213,12726.0,8400000.0
2005-08-02,1480,1530,1405,1440,23018,12096.0,8400000.0
2005-08-03,1485,1655,1470,1655,62587,13902.0,8400000.0
2005-08-04,1725,1900,1710,1900,413468,15960.0,8400000.0
2005-08-05,2000,2185,1910,2185,268994,18354.0,8400000.0
2005-08-08,2500,2510,2155,2200,348064,18480.0,8400000.0
2005-08-09,2035,2130,1870,1870,249976,15708.0,8400000.0
2005-08-10,1980,2150,1815,2150,226016,18060.0,8400000.0
2005-08-11,2290,2430,1915,1980,312525,16632.0,8400000.0
2005-08-12,2050,2050,1870,1900,126519,15960.0,8400000.0
2005-08-16,1870,1950,1780,1800,124733,15120.0,8400000.0
2005-08-17,1760,1975,1735,1900,180196,15960.0,8400000.0
2005-08-18,1865,2040,1820,1880,103520,15792.0,8400000.0
2005-08-19,1850,1915,1765,1895,130838,15918.0,8400000.0
2005-08-22,1935,2175,1930,2175,152653,18270.0,8400000.0
2005-08-23,2295,2295,2020,2175,124419,18270.0,8400000.0
2005-08-24,2085,2170,1870,1970,89145,16548.0,8400000.0
2005-08-25,1930,2080,1905,2080,87527,17472.0,8400000.0
2005-08-26,2015,2210,2010,2015,69583,16926.0,8400000.0
2005-08-29,1970,2005,1745,1870,105014,15708.0,8400000.0
2005-08-30,1800,1990,1800,1950,27517,16380.0,8400000.0
2005-08-31,1850,2040,1790,1875,34197,15750.0,8400000.0
2005-09-01,1860,1940,1685,1830,103985,15372.0,8400000.0
2005-09-02,1805,2050,1795,1910,49849,16044.0,8400000.0
2005-09-05,1840,1930,1825,1835,62081,15414.0,8400000.0
2005-09-06,1820,1950,1775,1890,82934,15876.0,8400000.0
2005-09-07,1850,2000,1760,1815,108799,15246.0,8400000.0
2005-09-08,1820,1870,1740,1750,71014,14700.0,8400000.0
2005-09-09,1725,1750,1655,1675,79103,14070.0,8400000.0
2005-09-12,1655,1745,1655,1670,41669,14028.0,8400000.0
2005-09-13,1660,1705,1630,1645,30754,13818.0,8400000.0
2005-09-14,1620,1620,1470,1470,112072,12348.0,8400000.0
2005-09-15,1500,1540,1465,1470,53223,12348.0,8400000.0
2005-09-16,1470,1505,1465,1480,19249,12432.0,8400000.0
2005-09-20,1525,1565,1490,1530,31491,12852.0,8400000.0
2005-09-21,1480,1535,1480,1510,39224,12684.0,8400000.0
2005-09-22,1485,1505,1465,1480,26203,12432.0,8400000.0
2005-09-23,1500,1550,1460,1475,73300,12390.0,8400000.0
2005-09-26,1470,1515,1455,1475,35544,12390.0,8400000.0
2005-09-27,1480,1485,1425,1430,40578,12012.0,8400000.0
2005-09-28,1435,1435,1375,1385,58999,11634.0,8400000.0
2005-09-29,1385,1410,1370,1385,48935,11634.0,8400000.0
2005-09-30,1390,1465,1370,1460,69925,12264.0,8400000.0
2005-10-04,1445,1495,1425,1470,20505,12348.0,8400000.0
2005-10-05,1465,1505,1425,1490,57944,12516.0,8400000.0
2005-10-06,1510,1710,1475,1710,270264,14364.0,8400000.0
2005-10-07,1780,1825,1640,1655,153700,13902.0,8400000.0
2005-10-10,1630,1640,1565,1640,94860,13776.0,8400000.0
2005-10-11,1670,1720,1605,1650,50170,13860.0,8400000.0
2005-10-12,1625,1675,1565,1570,51379,13188.0,8400000.0
2005-10-13,1590,1650,1540,1650,25146,13860.0,8400000.0
2005-10-14,1600,1800,1600,1740,94476,14616.0,8400000.0
2005-10-17,1740,1740,1640,1640,36231,13776.0,8400000.0
2005-10-18,1720,1720,1590,1590,14849,13356.0,8400000.0
2005-10-19,1555,1680,1530,1620,111223,13608.0,8400000.0
2005-10-20,1595,1695,1590,1630,31311,13692.0,8400000.0
2005-10-21,1605,1670,1580,1670,71294,14028.0,8400000.0
2005-10-24,1700,1880,1665,1830,88795,15372.0,8400000.0
2005-10-25,1830,1830,1700,1700,56475,14280.0,8400000.0
2005-10-26,1690,1730,1610,1695,56590,14238.0,8400000.0
2005-10-27,1695,1750,1620,1705,32899,14322.0,8400000.0
2005-10-28,1665,1700,1630,1640,33115,13776.0,8400000.0
2005-10-31,1640,1720,1640,1685,62581,14154.0,8400000.0
2005-11-01,1710,1775,1640,1695,53900,14238.0,8400000.0
2005-11-02,1680,1720,1600,1640,84789,13776.0,8400000.0
2005-11-03,1635,1640,1600,1600,66007,13440.0,8400000.0
2005-11-04,1600,1640,1585,1615,29246,13566.0,8400000.0
2005-11-07,1610,1635,1590,1600,18527,13440.0,8400000.0
2005-11-08,1610,1660,1600,1655,37380,13902.0,8400000.0
2005-11-09,1655,1700,1630,1685,35056,14154.0,8400000.0
2005-11-10,1715,1720,1645,1655,17047,13902.0,8400000.0
2005-11-11,1695,1695,1605,1630,32009,13692.0,8400000.0
2005-11-14,1645,1655,1620,1655,28419,13902.0,8400000.0
2005-11-15,1620,1640,1620,1640,10809,13776.0,8400000.0
2005-11-16,1645,1875,1625,1705,123815,14322.0,8400000.0
2005-11-17,1740,1740,1660,1685,35871,14154.0,8400000.0
2005-11-18,1720,1745,1680,1695,30338,14238.0,8400000.0
2005-11-21,1685,1740,1675,1705,21341,14322.0,8400000.0
2005-11-22,1685,1765,1685,1745,58060,14658.0,8400000.0
2005-11-23,1790,1900,1765,1800,88604,15120.0,8400000.0
2005-11-24,1745,1775,1710,1740,77219,14616.0,8400000.0
2005-11-25,1790,1850,1740,1845,79073,15498.0,8400000.0
2005-11-28,1845,2000,1800,1850,65143,15540.0,8400000.0
2005-11-29,1830,1890,1805,1860,39832,15624.0,8400000.0
2005-11-30,1910,1935,1730,1730,65425,14532.0,8400000.0
2005-12-01,1720,1800,1720,1775,36784,14910.0,8400000.0
2005-12-02,1750,1845,1745,1820,29964,15288.0,8400000.0
2005-12-05,1820,1890,1800,1845,21940,15498.0,8400000.0
2005-12-06,1835,1870,1775,1815,36962,15246.0,8400000.0
2005-12-07,1845,2070,1800,2030,185329,17052.0,8400000.0
2005-12-08,1935,2030,1910,2030,74544,17052.0,8400000.0
2005-12-09,1970,2150,1950,1950,66144,16380.0,8400000.0
2005-12-12,1955,1985,1870,1915,66646,16086.0,8400000.0
2005-12-13,1910,1975,1840,1910,47088,16044.0,8400000.0
2005-12-14,1910,2060,1910,1955,69066,16422.0,8400000.0
2005-12-15,1975,2245,1970,2245,230607,18858.0,8400000.0
2005-12-16,2150,2220,2050,2220,136904,18648.0,8400000.0
2005-12-19,2200,2300,2090,2090,96223,17556.0,8400000.0
2005-12-20,2030,2080,1960,1975,84941,16590.0,8400000.0
2005-12-21,1965,2080,1965,2045,61534,17178.0,8400000.0
2005-12-22,2120,2350,1740,1815,438167,15246.0,8400000.0
2005-12-23,1830,1895,1735,1850,91523,15540.0,8400000.0
2005-12-26,1810,1930,1770,1815,100034,15246.0,8400000.0
2005-12-27,1780,1920,1780,1790,88769,15036.0,8400000.0
2005-12-28,1750,1820,1680,1735,58504,14574.0,8400000.0
2005-12-29,1750,1780,1660,1695,68398,14238.0,8400000.0
2006-01-02,1660,1730,1540,1655,126463,13902.0,8400000.0
2006-01-03,1710,1710,1600,1655,18301,13902.0,8400000.0
2006-01-04,1670,1730,1650,1730,67670,14532.0,8400000.0
2006-01-05,1740,1750,1680,1700,38075,14280.0,8400000.0
2006-01-06,1700,1745,1640,1645,39189,13818.0,8400000.0
2006-01-09,1625,1700,1615,1615,34027,13566.0,8400000.0
2006-01-10,1615,1630,1550,1580,44101,13272.0,8400000.0
2006-01-11,1555,1625,1555,1595,40379,13398.0,8400000.0
2006-01-12,1570,1605,1550,1580,69146,13272.0,8400000.0
2006-01-13,1550,1580,1540,1580,19556,13272.0,8400000.0
2006-01-16,1595,1655,1560,1650,64491,13860.0,8400000.0
2006-01-17,1630,1690,1625,1655,31280,13902.0,8400000.0
2006-01-18,1575,1660,1505,1565,39897,13146.0,8400000.0
2006-01-19,1545,1595,1540,1565,30406,13146.0,8400000.0
2006-01-20,1555,1590,1520,1525,42534,12810.0,8400000.0
2006-01-23,1470,1560,1405,1465,21198,12306.0,8400000.0
2006-01-24,1465,1510,1270,1455,24060,12222.0,8400000.0
2006-01-25,1430,1645,1430,1520,48129,12768.0,8400000.0
2006-01-26,1490,1585,1485,1530,22046,12852.0,8400000.0
2006-01-27,1540,1755,1540,1755,93409,14742.0,8400000.0
2006-01-31,1800,1985,1770,1800,237545,15120.0,8400000.0
2006-02-01,1775,1880,1665,1730,70849,14532.0,8400000.0
2006-02-02,1730,1810,1640,1730,31716,14532.0,8400000.0
2006-02-03,1650,1695,1580,1580,32861,13272.0,8400000.0
2006-02-06,1505,1595,1505,1595,13009,13398.0,8400000.0
2006-02-07,1570,1795,1570,1710,25630,14364.0,8400000.0
2006-02-08,1685,1695,1555,1655,25632,13902.0,8400000.0
