지티지웰니스(219750),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-11-05,21500,21500,21500,21500,0,33464.0,1556450.0
2015-11-06,21500,21500,21500,21500,0,33464.0,1556450.0
2015-11-09,21500,21500,21500,21500,0,,
2015-11-10,21500,21500,21500,21500,0,,
2015-11-11,24000,24000,24000,24000,2,37355.0,1556450.0
2015-11-12,24000,24000,24000,24000,0,37355.0,1556450.0
2015-11-13,24000,24000,24000,24000,0,,
2015-11-16,24500,24500,24500,24500,0,38133.0,1556450.0
2015-11-17,24500,24500,24500,24500,0,38133.0,1556450.0
2015-11-18,25000,25000,25000,25000,0,38911.0,1556450.0
2015-11-19,25000,25000,25000,25000,0,,
2015-11-20,26500,26500,26500,26500,0,41246.0,1556450.0
2015-11-23,26500,26500,26500,26500,100,41246.0,1556450.0
2015-11-24,26400,26400,26300,26300,500,40935.0,1556450.0
2015-11-25,26200,26400,26100,26400,601,41090.0,1556450.0
2015-11-26,26350,26400,26350,26350,600,41012.0,1556450.0
2015-11-27,26500,26500,26500,26500,1,41246.0,1556450.0
2015-11-30,27000,27000,26200,27000,402,42024.0,1556450.0
2015-12-01,26600,26600,26600,26600,0,41402.0,1556450.0
2015-12-02,26500,26500,26500,26500,100,41246.0,1556450.0
2015-12-03,28000,28000,28000,28000,1,43581.0,1556450.0
2015-12-04,27000,27000,27000,27000,483,42024.0,1556450.0
2015-12-07,27000,27000,27000,27000,0,42024.0,1556450.0
2015-12-08,27000,27000,27000,27000,0,,
2015-12-09,26500,26500,26500,26500,0,41246.0,1556450.0
2015-12-10,26500,26500,26500,26500,0,41246.0,1556450.0
2015-12-11,26500,26500,26500,26500,0,,
2015-12-14,26500,26500,26500,26500,0,,
2015-12-15,26500,26500,26500,26500,0,,
2015-12-16,26500,26500,26500,26500,1,41246.0,1556450.0
2015-12-17,26500,26500,26500,26500,0,,
2015-12-18,26500,26500,26500,26500,0,,
2015-12-21,26500,26500,26500,26500,1,,
2015-12-22,26500,26500,26500,26500,0,,
2015-12-23,26500,26500,26500,26500,0,,
2015-12-24,26500,26500,26500,26500,0,,
2015-12-28,27000,27000,27000,27000,1,42024.0,1556450.0
2015-12-29,27000,27000,27000,27000,0,,
2015-12-30,27000,27000,27000,27000,1,42024.0,1556450.0
2016-01-04,26950,26950,26950,26950,0,41946.0,1556450.0
2016-01-05,26950,26950,26950,26950,0,41946.0,1556450.0
2016-01-06,26950,26950,26950,26950,0,,
2016-01-07,26950,26950,26950,26950,0,,
2016-01-08,26950,26950,26950,26950,0,,
2016-01-11,26950,26950,26950,26950,0,,
2016-01-12,26950,26950,26950,26950,0,,
2016-01-13,26500,26500,26500,26500,0,41246.0,1556450.0
2016-01-14,26500,26500,26500,26500,0,,
2016-01-15,26500,26500,26500,26500,0,,
2016-01-18,26500,26500,26500,26500,0,,
2016-01-19,26500,26500,26500,26500,0,,
2016-01-20,26500,26500,26500,26500,0,,
2016-01-21,26500,26500,26500,26500,500,41246.0,1556450.0
2016-01-22,26500,26500,26500,26500,0,,
2016-01-25,26500,26500,26500,26500,0,,
2016-01-26,26500,26500,26500,26500,0,,
2016-01-27,26500,26500,26500,26500,0,,
2016-01-28,26500,26500,26500,26500,0,,
2016-01-29,26500,26500,26500,26500,0,,
2016-02-01,26500,26500,26500,26500,0,,
2016-02-02,26500,26500,26500,26500,0,,
2016-02-03,26500,26500,26500,26500,0,,
2016-02-04,26500,26500,26500,26500,0,,
2016-02-05,26500,26500,26500,26500,0,,
2016-02-11,26500,26500,26500,26500,0,,
2016-02-12,26500,26500,26500,26500,0,,
2016-02-15,26500,26500,26500,26500,0,,
2016-02-16,26500,26500,26500,26500,1,,
2016-02-17,26500,26500,26500,26500,0,,
2016-02-18,26500,26500,26500,26500,0,,
2016-02-19,26500,26500,26500,26500,0,,
2016-02-22,26500,26500,26500,26500,0,,
2016-02-23,26500,26500,26500,26500,0,,
2016-02-24,26500,26500,26500,26500,0,,
2016-02-25,26500,26500,26500,26500,0,,
2016-02-26,26500,26500,26500,26500,0,,
2016-02-29,26500,26500,26500,26500,0,,
2016-03-02,26500,26500,26500,26500,0,,
2016-03-03,26500,26500,26500,26500,0,,
2016-03-04,26500,26500,26500,26500,0,,
2016-03-07,26500,26500,26500,26500,0,,
2016-03-08,26500,26500,26500,26500,0,,
2016-03-09,26500,26500,26500,26500,0,,
2016-03-10,26500,26500,26500,26500,0,,
2016-03-11,26500,26500,26500,26500,0,,
2016-03-14,26500,26500,26500,26500,0,,
2016-03-15,26500,26500,26500,26500,0,,
2016-03-16,26500,26500,26500,26500,0,,
2016-03-17,26500,26500,26500,26500,0,,
2016-03-18,26500,26500,26500,26500,0,,
2016-03-21,26500,26500,26500,26500,0,,
2016-03-22,27000,27000,27000,27000,36,42024.0,1556450.0
2016-03-23,27000,27000,27000,27000,0,,
2016-03-24,27000,27000,27000,27000,0,,
2016-03-25,27000,27000,27000,27000,0,,
2016-03-28,27000,27000,27000,27000,0,,
2016-03-29,27000,29000,27000,28150,843,43814.0,1556450.0
2016-03-30,29550,29550,28150,29000,2000,45137.0,1556450.0
2016-03-31,30000,30000,29000,29000,101,45137.0,1556450.0
2016-04-01,24650,24650,24650,24650,1,38366.0,1556450.0
2016-04-04,28300,28300,28300,28300,1,44048.0,1556450.0
2016-04-05,29000,29000,24100,28950,4,45059.0,1556450.0
2016-04-06,30000,30000,30000,30000,1,46694.0,1556450.0
2016-04-07,34500,34500,34500,34500,1,53698.0,1556450.0
2016-04-08,29350,29350,29350,29350,100,45682.0,1556450.0
2016-04-11,29900,29900,28300,29900,102,46538.0,1556450.0
2016-04-12,31000,34350,31000,34350,2,53464.0,1556450.0
2016-04-14,29200,30900,29200,30900,101,48094.0,1556450.0
2016-04-15,35500,35500,35500,35500,1,55254.0,1556450.0
2016-04-18,30200,31900,30200,31900,101,49651.0,1556450.0
2016-04-19,28700,28700,28700,28700,0,44670.0,1556450.0
2016-04-20,29700,29700,29700,29700,1,46227.0,1556450.0
2016-04-21,29700,29700,29700,29700,1,46227.0,1556450.0
2016-04-22,26750,26750,26750,26750,0,41635.0,1556450.0
2016-04-25,29000,29000,29000,29000,1,45137.0,1556450.0
2016-04-26,28600,28600,28600,28600,0,44514.0,1556450.0
2016-04-27,27700,29000,27700,29000,101,45137.0,1556450.0
2016-04-28,27400,29000,27400,29000,101,45137.0,1556450.0
2016-04-29,29000,30500,29000,30000,5001,46694.0,1556450.0
2016-05-02,31000,31000,31000,31000,1,48250.0,1556450.0
2016-05-03,29000,29000,29000,29000,0,45137.0,1556450.0
2016-05-04,30000,30000,30000,30000,1,46694.0,1556450.0
2016-05-09,29500,29500,29500,29500,0,45915.0,1556450.0
2016-05-10,31000,31000,31000,31000,1,48250.0,1556450.0
2016-05-11,30200,30200,30200,30200,0,47005.0,1556450.0
2016-05-12,31000,31000,31000,31000,1,48250.0,1556450.0
2016-05-13,30000,30000,30000,30000,0,46694.0,1556450.0
2016-05-16,29800,29800,29800,29800,0,46382.0,1556450.0
2016-05-17,29000,29000,29000,29000,0,45137.0,1556450.0
2016-05-18,29000,29000,29000,29000,0,,
2016-05-19,29000,29000,29000,29000,0,,
2016-05-20,29000,29000,29000,29000,0,,
2016-05-23,29000,29000,29000,29000,0,,
2016-05-24,29000,29000,29000,29000,0,,
2016-05-25,29000,29000,29000,29000,0,,
2016-05-26,29000,29000,29000,29000,0,,
2016-05-27,29000,29000,29000,29000,0,,
2016-05-30,29000,29000,29000,29000,0,,
2016-05-31,29000,29000,29000,29000,0,,
2016-06-01,27900,27900,27900,27900,100,43425.0,1556450.0
2016-06-02,27900,27900,27900,27900,0,43425.0,1556450.0
2016-06-03,29300,29300,29300,29300,100,45604.0,1556450.0
2016-06-07,29000,29000,29000,29000,0,45137.0,1556450.0
2016-06-08,28000,29550,28000,29550,101,45993.0,1556450.0
2016-06-09,28000,28000,28000,28000,100,43581.0,1556450.0
2016-06-10,28000,28000,28000,28000,0,43581.0,1556450.0
2016-06-13,28000,28000,28000,28000,0,,
2016-06-14,28000,28000,28000,28000,0,,
2016-06-15,28900,28900,28850,28850,2,44904.0,1556450.0
2016-06-16,28850,28850,28850,28850,0,44904.0,1556450.0
2016-06-17,28850,28850,28850,28850,0,,
2016-06-20,28850,28850,28850,28850,0,,
2016-06-21,28850,28850,28850,28850,0,,
2016-06-22,28000,28000,28000,28000,100,43581.0,1556450.0
2016-06-23,28000,28000,28000,28000,0,,
2016-06-24,28000,28000,28000,28000,0,,
2016-06-27,27300,28000,27300,28000,2,43581.0,1556450.0
2016-06-28,28000,28000,28000,28000,0,,
2016-06-29,28000,28000,28000,28000,100,43581.0,1556450.0
2016-06-30,30000,30000,30000,30000,1,46694.0,1556450.0
2016-07-01,28900,28900,28900,28900,50,44981.0,1556450.0
2016-07-04,28900,28900,28900,28900,0,44981.0,1556450.0
2016-07-05,28900,28900,28900,28900,0,,
2016-07-06,28900,28900,28900,28900,0,,
2016-07-07,28900,28900,28900,28900,0,,
2016-07-08,29900,29900,29900,29900,1,46538.0,1556450.0
2016-07-11,29900,29900,29900,29900,0,46538.0,1556450.0
2016-07-12,29900,29900,29900,29900,0,,
2016-07-13,29900,29900,29900,29900,0,,
2016-07-14,28250,28250,28250,28250,100,43970.0,1556450.0
2016-07-15,29000,29000,29000,29000,1,45137.0,1556450.0
2016-07-18,28900,28900,28900,28900,0,44981.0,1556450.0
2016-07-19,28900,28900,28900,28900,0,,
2016-07-20,28500,28500,28500,28500,0,44359.0,1556450.0
2016-07-21,28500,28500,28500,28500,1,44359.0,1556450.0
2016-07-22,28500,28500,28500,28500,0,44359.0,1556450.0
2016-07-25,28500,28500,28500,28500,0,,
2016-07-26,28500,28500,28500,28500,0,,
2016-07-27,28500,28500,28500,28500,0,,
2016-07-28,28350,28350,28350,28350,100,44125.0,1556450.0
2016-07-29,28350,28350,28350,28350,0,44125.0,1556450.0
2016-08-01,28350,28350,28350,28350,0,,
2016-08-02,28350,28350,28350,28350,0,,
2016-08-03,28350,28350,28350,28350,0,,
2016-08-04,28350,28350,28350,28350,0,,
2016-08-05,28000,28000,28000,28000,7000,43581.0,1556450.0
2016-08-08,28000,28000,28000,28000,0,,
2016-08-09,28000,28000,28000,28000,0,,
2016-08-10,28000,28000,28000,28000,0,,
2016-08-11,28000,28000,28000,28000,0,,
2016-08-12,28000,28000,28000,28000,0,,
2016-08-16,28000,28000,28000,28000,0,,
2016-08-17,28000,28000,28000,28000,0,,
2016-08-18,28000,28000,28000,28000,0,,
2016-08-19,28000,28000,28000,28000,0,,
2016-08-22,28000,28000,28000,28000,0,,
2016-08-23,28000,28000,28000,28000,0,,
2016-08-24,28000,28000,28000,28000,0,,
2016-08-25,28000,28000,28000,28000,0,,
2016-08-26,28000,28000,28000,28000,0,,
2016-08-29,28000,28000,28000,28000,0,,
2016-08-30,28000,28000,28000,28000,0,,
2016-08-31,28000,28000,28000,28000,0,,
2016-09-01,28000,28000,28000,28000,0,,
2016-09-02,28000,28000,28000,28000,0,,
2016-09-05,28100,28100,28100,28100,216,43736.0,1556450.0
2016-09-06,28100,28100,28100,28100,0,43736.0,1556450.0
2016-09-07,28100,28100,28100,28100,0,,
2016-09-08,28000,28000,28000,28000,0,43581.0,1556450.0
2016-09-09,28000,28000,28000,28000,0,,
2016-09-12,28000,28000,28000,28000,0,,
2016-09-13,28000,28000,28000,28000,0,,
2016-09-19,28000,28000,28000,28000,0,,
2016-09-20,28350,28350,28350,28350,100,44125.0,1556450.0
2016-09-21,28000,28000,28000,28000,100,43581.0,1556450.0
2016-09-22,28000,28000,28000,28000,0,,
2016-09-23,28000,28000,28000,28000,0,,
2016-09-26,28000,28000,28000,28000,0,,
2016-09-27,28000,28000,28000,28000,10001,43581.0,1556450.0
2016-09-28,28000,28000,28000,28000,0,,
2016-09-29,28000,28000,28000,28000,0,,
2016-09-30,28000,28000,28000,28000,0,,
2016-10-04,28000,28000,28000,28000,0,,
2016-10-05,28000,28000,28000,28000,0,,
2016-10-06,28000,28000,28000,28000,0,,
2016-10-07,28000,28000,28000,28000,0,,
2016-10-10,28000,28000,28000,28000,0,,
2016-10-11,28000,28000,28000,28000,0,,
2016-10-12,28000,28000,28000,28000,0,,
2016-10-13,28000,28000,28000,28000,536,43581.0,1556450.0
2016-10-14,28000,28000,28000,28000,0,,
2016-10-17,28000,28000,28000,28000,0,,
2016-10-18,28000,28000,28000,28000,0,,
2016-10-19,28000,28000,28000,28000,0,,
2016-10-20,28000,28000,28000,28000,0,,
2016-10-21,28000,28000,28000,28000,1999,43581.0,1556450.0
2016-10-24,28000,28000,28000,28000,1778,43581.0,1556450.0
2016-10-25,28000,28000,28000,28000,0,,
2016-10-26,28000,28000,28000,28000,5,43581.0,1556450.0
2016-10-27,28000,28000,28000,28000,16,43581.0,1556450.0
2016-10-28,28000,28000,28000,28000,0,,
2016-10-31,28000,28000,28000,28000,0,,
2016-11-01,28000,28000,28000,28000,0,,
2016-11-02,28000,28000,28000,28000,2655,43581.0,1556450.0
2016-11-03,28000,28000,28000,28000,1560,43581.0,1556450.0
2016-11-04,27300,27300,27300,27300,100,42491.0,1556450.0
2016-11-07,28000,28000,28000,28000,33,43581.0,1556450.0
2016-11-08,28000,28000,28000,28000,5,,
2016-11-09,27300,27300,27300,27300,100,,
2016-11-10,27300,27300,27300,27300,0,42491.0,1556450.0
2016-11-11,28000,28000,28000,28000,1,43581.0,1556450.0
2016-11-14,27500,27500,27500,27500,0,42802.0,1556450.0
2016-11-15,27500,27500,27500,27500,0,42802.0,1556450.0
2016-11-16,27500,27500,27500,27500,0,,
2016-11-17,28000,28000,28000,28000,1,43581.0,1556450.0
2016-11-18,28000,28000,28000,28000,0,,
2016-11-21,28000,28000,28000,28000,0,,
2016-11-22,28000,28000,28000,28000,0,,
2016-11-23,28000,28000,28000,28000,0,,
2016-11-24,27900,27900,27900,27900,100,43425.0,1556450.0
2016-11-25,28000,28000,28000,28000,200,43581.0,1556450.0
2016-11-28,26700,26700,26700,26700,100,41557.0,1556450.0
2016-11-29,26700,26700,26700,26700,0,41557.0,1556450.0
2016-11-30,26700,26700,26700,26700,200,41557.0,1556450.0
2016-12-01,26600,26600,26600,26600,0,41402.0,1556450.0
2016-12-02,28000,28000,28000,28000,1,43581.0,1556450.0
2016-12-05,27800,27800,27800,27800,0,43269.0,1556450.0
2016-12-06,27800,27800,27800,27800,0,43269.0,1556450.0
2016-12-07,27800,27800,27800,27800,0,,
2016-12-08,28000,28000,28000,28000,1,43581.0,1556450.0
2016-12-09,27900,27900,27900,27900,0,43425.0,1556450.0
2016-12-12,27900,27900,27900,27900,0,,
2016-12-13,27900,27900,27900,27900,0,,
2016-12-14,27900,27900,27900,27900,0,,
2016-12-15,27900,27900,27900,27900,0,,
2016-12-16,27900,27900,27900,27900,0,,
2016-12-19,27000,27000,27000,27000,3,42024.0,1556450.0
2016-12-20,27000,27000,27000,27000,5379,42024.0,1556450.0
2016-12-21,27000,27000,27000,27000,1617,42024.0,1556450.0
2016-12-22,27000,27000,27000,27000,551,42024.0,1556450.0
2016-12-23,27000,27000,27000,27000,12729,42024.0,1556450.0
2016-12-26,31000,31000,31000,31000,10,48250.0,1556450.0
2016-12-27,30500,30500,30500,30500,0,47472.0,1556450.0
2016-12-28,29000,29000,29000,29000,0,45137.0,1556450.0
2016-12-29,30500,30500,30500,30500,10,47472.0,1556450.0
2017-01-02,30100,30100,30100,30100,0,46849.0,1556450.0
2017-01-03,30100,30100,30100,30100,0,46849.0,1556450.0
2017-01-04,30100,30100,30100,30100,0,,
2017-01-05,25600,30100,25600,30100,11,46849.0,1556450.0
2017-01-06,29950,29950,29950,29950,0,46616.0,1556450.0
2017-01-09,25500,29700,25500,29700,15,46227.0,1556450.0
2017-01-10,34100,34100,34100,34100,1,53075.0,1556450.0
2017-01-11,30000,33050,30000,33050,11,51441.0,1556450.0
2017-01-12,30450,30450,30450,30450,0,47394.0,1556450.0
2017-01-13,34150,34150,30000,33300,503,51830.0,1556450.0
2017-01-16,28500,28500,28500,28500,3,44359.0,1556450.0
2017-01-17,28500,28500,28500,28500,100,44359.0,1556450.0
2017-01-18,28300,28300,28300,28300,0,44048.0,1556450.0
2017-01-19,32400,32400,32400,32400,1,50429.0,1556450.0
2017-01-20,30200,30200,30200,30200,0,47005.0,1556450.0
2017-01-23,30200,30200,30200,30200,100,47005.0,1556450.0
2017-01-24,30200,30200,30200,30200,0,47005.0,1556450.0
2017-01-25,33300,33300,33300,33300,1,51830.0,1556450.0
2017-01-26,30000,30000,30000,30000,0,46694.0,1556450.0
2017-01-31,33300,33300,33300,33300,1,51830.0,1556450.0
2017-02-01,30000,30000,30000,30000,0,,
2017-02-02,33300,33300,33300,33300,1,,
2017-02-03,30000,30000,30000,30000,0,,
2017-02-06,30000,30000,30000,30000,0,,
2017-02-07,33800,33800,33800,33800,1,52608.0,1556450.0
2017-02-08,32900,32900,32900,32900,1,51207.0,1556450.0
2017-02-09,30000,30000,30000,30000,0,46694.0,1556450.0
2017-02-10,29000,29000,29000,29000,0,45137.0,1556450.0
2017-02-13,29000,29000,29000,29000,0,,
2017-02-14,33000,33000,33000,33000,1,51363.0,1556450.0
2017-02-15,35000,35000,35000,35000,1,54476.0,1556450.0
2017-02-16,35500,35500,35500,35500,1,55254.0,1556450.0
2017-02-17,30200,30200,30200,30200,100,47005.0,1556450.0
2017-02-20,33000,33000,33000,33000,1,51363.0,1556450.0
2017-02-21,29000,29000,29000,29000,0,45137.0,1556450.0
2017-02-22,27100,27100,27100,27100,100,42180.0,1556450.0
2017-02-23,27100,27100,27100,27100,0,42180.0,1556450.0
2017-02-24,27100,27100,27100,27100,70,42180.0,1556450.0
2017-02-27,30300,30300,30300,30300,1,47160.0,1556450.0
2017-02-28,33000,33000,33000,33000,1,51363.0,1556450.0
2017-03-02,34000,34000,34000,34000,1,52919.0,1556450.0
2017-03-03,28900,28900,28900,28900,5,44981.0,1556450.0
2017-03-06,28500,28500,28500,28500,0,,
2017-03-07,30750,30750,30750,30750,1,47861.0,1556450.0
2017-03-08,28400,28400,28400,28400,0,44203.0,1556450.0
2017-03-09,26700,28200,26700,28200,101,43892.0,1556450.0
2017-03-10,30450,30450,30450,30450,1,47394.0,1556450.0
2017-03-13,26900,26900,26900,26900,0,41869.0,1556450.0
2017-03-14,26700,26700,26700,26700,0,41557.0,1556450.0
2017-03-15,24000,24000,24000,24000,0,37355.0,1556450.0
2017-03-16,27500,27500,27500,27500,4,42802.0,1556450.0
2017-03-17,30450,30450,30450,30450,3,47394.0,1556450.0
2017-03-20,32000,32000,32000,32000,1,49806.0,1556450.0
2017-03-21,33300,33300,33300,33300,1,51830.0,1556450.0
2017-03-22,28350,28350,28350,28350,6,44125.0,1556450.0
2017-03-23,30950,30950,30950,30950,2,48172.0,1556450.0
2017-03-24,27500,27500,27500,27500,1,42802.0,1556450.0
2017-03-27,30750,30750,30750,30750,1,47861.0,1556450.0
2017-03-28,32150,32150,32150,32150,2,50040.0,1556450.0
2017-03-29,27350,27350,27350,27350,15,42569.0,1556450.0
2017-03-30,30750,30750,30750,30750,1,47861.0,1556450.0
2017-03-31,32150,32150,32150,32150,1,50040.0,1556450.0
2017-04-03,33250,33250,33250,33250,5,51752.0,1556450.0
2017-04-04,33250,33250,33250,33250,2,51752.0,1556450.0
2017-04-05,34000,34000,34000,34000,55,52919.0,1556450.0
2017-04-06,34800,34800,34800,34800,10,54164.0,1556450.0
2017-04-07,34800,34800,34800,34800,3,54164.0,1556450.0
2017-04-10,35000,35000,35000,35000,2,54476.0,1556450.0
2017-04-11,36000,36000,36000,36000,3,56032.0,1556450.0
2017-04-12,36100,36100,36100,36100,2,56188.0,1556450.0
2017-04-13,36500,36500,36500,36500,3,56810.0,1556450.0
2017-04-14,36600,36600,36600,36600,3,56966.0,1556450.0
2017-04-17,36700,36700,36700,36700,3,57122.0,1556450.0
2017-04-18,36700,36700,36700,36700,3,57122.0,1556450.0
2017-04-19,36700,36700,36700,36700,1,57122.0,1556450.0
2017-04-20,36800,36800,36800,36800,3,57277.0,1556450.0
2017-04-21,36800,36800,36800,36800,2,57277.0,1556450.0
2017-04-24,36800,36800,36800,36800,2,,
2017-04-25,36800,36800,36800,36800,1,57277.0,1556450.0
2017-04-26,36800,36800,36800,36800,2,,
2017-04-27,36800,36800,36800,36800,2,,
2017-04-28,36800,36800,36800,36800,2,,
2017-05-02,36000,36000,36000,36000,2,56032.0,1556450.0
2017-05-04,36200,36200,36200,36200,1,56343.0,1556450.0
2017-05-08,36200,36200,36200,36200,2,56343.0,1556450.0
2017-05-10,36300,36300,36300,36300,1,56499.0,1556450.0
2017-05-11,36000,36000,36000,36000,2,56032.0,1556450.0
2017-05-12,36000,36000,36000,36000,1,56032.0,1556450.0
2017-05-15,36000,36000,36000,36000,1,,
2017-05-16,36000,36000,36000,36000,1,,
2017-05-17,36000,36000,36000,36000,1,,
2017-05-18,35000,35000,35000,35000,2,54476.0,1556450.0
2017-05-19,35000,35000,35000,35000,1,54476.0,1556450.0
2017-05-22,35000,35000,35000,35000,1,,
2017-05-23,34000,34000,34000,34000,1,52919.0,1556450.0
2017-05-24,34000,34000,34000,34000,1,52919.0,1556450.0
2017-05-25,34000,34000,34000,34000,1,,
2017-05-26,34000,34000,34000,34000,1,,
2017-05-29,34000,34000,34000,34000,1,,
2017-05-30,34000,34000,34000,34000,1,,
2017-05-31,34000,34000,34000,34000,2,52919.0,1556450.0
2017-06-01,34000,34000,34000,34000,1,,
2017-06-02,35000,35000,35000,35000,1,54476.0,1556450.0
2017-06-05,35000,35000,35000,35000,1,,
2017-06-07,35000,35000,35000,35000,1,,
2017-06-08,35000,35000,35000,35000,1,,
2017-06-09,35000,35000,35000,35000,1,,
2017-06-12,35000,35000,35000,35000,1,,
2017-06-13,35000,35000,35000,35000,1,,
2017-06-14,35000,35000,35000,35000,1,,
2017-06-15,35000,35000,29750,29750,6,53170.0,1787219.0
2017-06-16,33950,34000,33950,34000,25007,60765.0,1787219.0
