하이로닉(149980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-02-17,19400,19500,19000,19500,1000,39541.0,2027738.0
2014-02-18,19500,20000,19500,19700,2100,39946.0,2027738.0
2014-02-19,19650,19650,19500,19500,300,39541.0,2027738.0
2014-02-20,19500,19500,19500,19500,200,39541.0,2027738.0
2014-02-21,0,0,0,19500,0,,
2014-02-24,19000,19500,19000,19500,123394,39541.0,2027738.0
2014-02-25,19500,19500,19500,19500,400,39541.0,2027738.0
2014-02-26,19500,20500,19500,20500,1800,41569.0,2027738.0
2014-02-27,20500,20700,20500,20700,700,41974.0,2027738.0
2014-02-28,21800,22300,21800,22300,600,45219.0,2027738.0
2014-03-03,22200,22200,22200,22200,100,45016.0,2027738.0
2014-03-04,0,0,0,22200,0,45016.0,2027738.0
2014-03-05,24000,24000,24000,24000,100,48666.0,2027738.0
2014-03-06,0,0,0,23950,0,48564.0,2027738.0
2014-03-07,0,0,0,23000,0,46638.0,2027738.0
2014-03-10,22800,22800,22800,22800,100,46232.0,2027738.0
2014-03-11,23000,23500,23000,23500,200,51635.0,2197229.0
2014-03-12,24000,24000,23500,23500,300,51635.0,2197229.0
2014-03-13,24050,24050,24050,24050,100,52843.0,2197229.0
2014-03-14,22500,24400,22500,24400,800,53612.0,2197229.0
2014-03-17,0,0,0,24000,0,52733.0,2197229.0
2014-03-18,0,0,0,24000,0,52733.0,2197229.0
2014-03-19,23100,23100,23100,23100,100,50756.0,2197229.0
2014-03-20,24000,24000,24000,24000,100,52733.0,2197229.0
2014-03-21,0,0,0,24000,0,,
2014-03-24,0,0,0,24000,0,,
2014-03-25,0,0,0,23700,0,52074.0,2197229.0
2014-03-26,0,0,0,23700,0,52074.0,2197229.0
2014-03-27,0,0,0,23700,0,,
2014-03-28,0,0,0,23700,0,,
2014-03-31,0,0,0,23700,0,,
2014-04-01,24000,24000,24000,24000,100,52733.0,2197229.0
2014-04-02,24000,24000,24000,24000,600,52733.0,2197229.0
2014-04-03,23800,24000,23800,24000,700,52733.0,2197229.0
2014-04-04,24000,24050,24000,24000,700,52733.0,2197229.0
2014-04-07,23800,23800,23800,23800,100,52294.0,2197229.0
2014-04-08,24000,24000,24000,24000,100,52733.0,2197229.0
2014-04-09,0,0,0,24000,0,,
2014-04-10,24000,24000,24000,24000,100,52733.0,2197229.0
2014-04-11,0,0,0,24000,0,,
2014-04-14,24000,24000,24000,24000,200,52733.0,2197229.0
2014-04-15,25000,25000,25000,25000,500,54931.0,2197229.0
2014-04-16,25000,28050,25000,28000,1000,61522.0,2197229.0
2014-04-17,28000,28000,28000,28000,600,61522.0,2197229.0
2014-04-18,27800,28000,27800,27800,900,61083.0,2197229.0
2014-04-21,28000,30000,28000,30000,400,65917.0,2197229.0
2014-04-22,0,0,0,29900,0,65697.0,2197229.0
2014-04-23,0,0,0,29900,0,65697.0,2197229.0
2014-04-24,30000,30000,30000,30000,400,65917.0,2197229.0
2014-04-25,29900,29900,28500,28500,700,62621.0,2197229.0
2014-04-28,28500,28500,28500,28500,200,62621.0,2197229.0
2014-04-29,27800,27800,27800,27800,1100,61083.0,2197229.0
2014-04-30,28000,29000,28000,28000,600,61522.0,2197229.0
2014-05-02,0,0,0,28000,0,61522.0,2197229.0
2014-05-07,27500,27500,27500,27500,2300,60424.0,2197229.0
2014-05-08,27500,27500,27000,27500,700,60424.0,2197229.0
2014-05-09,29500,29950,27500,27500,1100,60424.0,2197229.0
2014-05-12,29950,29950,29950,29950,100,65807.0,2197229.0
2014-05-13,29400,29400,29400,29400,100,64599.0,2197229.0
2014-05-14,29950,29950,28100,28100,4000,61742.0,2197229.0
2014-05-15,29400,29400,29400,29400,300,64599.0,2197229.0
2014-05-16,0,0,0,29000,0,63720.0,2197229.0
2014-05-19,0,0,0,29000,0,63720.0,2197229.0
2014-05-20,28300,28300,28300,28300,100,62182.0,2197229.0
2014-05-21,28300,28850,27800,28850,1100,63390.0,2197229.0
2014-05-22,28300,28950,28000,28950,600,63610.0,2197229.0
2014-05-23,28000,28800,28000,28800,800,63280.0,2197229.0
2014-05-26,28250,28250,27800,27800,2500,61083.0,2197229.0
2014-05-27,27850,27850,27800,27800,1100,61083.0,2197229.0
2014-05-28,28000,28000,27600,27600,3100,60644.0,2197229.0
2014-05-29,27500,27800,27500,27800,2000,61083.0,2197229.0
2014-05-30,27850,30950,27700,28250,2100,62072.0,2197229.0
2014-06-02,28250,28250,28250,28250,1500,62072.0,2197229.0
2014-06-03,28250,28250,28250,28250,200,62072.0,2197229.0
2014-06-05,0,0,0,28300,0,62182.0,2197229.0
2014-06-09,0,0,0,28300,0,62182.0,2197229.0
2014-06-10,0,0,0,28300,0,,
2014-06-11,28250,28300,28100,28100,800,61742.0,2197229.0
2014-06-12,29000,29000,29000,29000,400,63720.0,2197229.0
2014-06-13,30500,30500,30500,30500,1000,67015.0,2197229.0
2014-06-16,30500,31000,30500,31000,2700,68114.0,2197229.0
2014-06-17,31000,31000,31000,31000,7700,68114.0,2197229.0
2014-06-18,31000,31000,30500,30500,2100,67015.0,2197229.0
2014-06-19,30500,30500,30500,30500,100,67015.0,2197229.0
2014-06-20,31000,31000,31000,31000,1100,68114.0,2197229.0
2014-06-23,31000,31000,31000,31000,400,68114.0,2197229.0
2014-06-24,31000,31450,31000,31450,9700,69103.0,2197229.0
2014-06-25,31250,31400,31250,31400,200,68993.0,2197229.0
2014-06-26,31500,32000,31500,32000,600,70311.0,2197229.0
2014-06-27,31300,31750,31300,31750,6100,69762.0,2197229.0
2014-06-30,31500,31950,31350,31950,6800,70201.0,2197229.0
2014-07-01,31950,32000,31950,31950,1500,70201.0,2197229.0
2014-07-02,32750,32750,32750,32750,200,71959.0,2197229.0
2014-07-03,32000,32000,31850,31850,1100,69982.0,2197229.0
2014-07-04,31800,32000,31800,32000,12300,70311.0,2197229.0
2014-07-07,32000,32000,32000,32000,400,70311.0,2197229.0
2014-07-08,32100,32100,32000,32000,3500,70311.0,2197229.0
2014-07-09,32000,32000,32000,32000,3200,70311.0,2197229.0
2014-07-10,32500,32500,32500,32500,100,71410.0,2197229.0
2014-07-11,33000,35500,33000,34000,4200,74706.0,2197229.0
2014-07-14,35500,39100,35500,36250,8300,79650.0,2197229.0
2014-07-15,39400,41500,39350,41500,3700,91185.0,2197229.0
2014-07-16,41850,41850,38000,41000,2200,90086.0,2197229.0
2014-07-17,41000,41000,39500,40950,3100,89977.0,2197229.0
2014-07-18,40000,40800,40000,40800,1000,89647.0,2197229.0
2014-07-21,40800,40800,40800,40800,100,89647.0,2197229.0
2014-07-22,39050,40750,39000,40750,400,89537.0,2197229.0
2014-07-23,40700,40700,40700,40700,200,89427.0,2197229.0
2014-07-24,40700,40700,40700,40700,0,89427.0,2197229.0
2014-07-25,40500,41200,40000,41200,400,90526.0,2197229.0
2014-07-28,39000,40650,39000,40650,1300,89317.0,2197229.0
2014-07-29,40650,40650,40650,40650,0,89317.0,2197229.0
2014-07-30,41450,41450,41450,41450,100,91075.0,2197229.0
2014-07-31,40000,40000,40000,40000,400,87889.0,2197229.0
2014-08-01,40000,41850,40000,41850,2100,91954.0,2197229.0
2014-08-04,42850,42850,42850,42850,100,94151.0,2197229.0
2014-08-05,43900,43900,41000,42850,2700,94151.0,2197229.0
2014-08-06,43900,49250,42850,49250,5800,108214.0,2197229.0
2014-08-07,50200,50200,49950,49950,200,109752.0,2197229.0
2014-08-08,51000,51000,50000,50000,200,109861.0,2197229.0
2014-08-11,50000,50000,50000,50000,100,109861.0,2197229.0
2014-08-12,45000,49950,45000,49950,1100,109752.0,2197229.0
2014-08-13,50400,51500,50000,50000,500,109861.0,2197229.0
2014-08-14,51300,51300,46000,50000,300,109861.0,2197229.0
2014-08-18,51500,51500,50000,50000,1700,109861.0,2197229.0
2014-08-19,49950,49950,47000,48350,4900,106236.0,2197229.0
2014-08-20,46000,47900,45500,46750,2400,102720.0,2197229.0
2014-08-21,46000,49800,46000,49800,1000,109422.0,2197229.0
2014-08-22,49000,49800,49000,49800,600,109422.0,2197229.0
2014-08-25,49800,49800,49800,49800,100,109422.0,2197229.0
2014-08-26,51000,51000,49900,49900,1000,109642.0,2197229.0
2014-08-27,51000,51000,50900,51000,6100,112059.0,2197229.0
2014-08-28,47550,52000,47500,51000,1400,112059.0,2197229.0
2014-08-29,52000,52000,50000,51000,400,112059.0,2197229.0
2014-09-01,52000,56000,52000,53000,1300,116453.0,2197229.0
2014-09-02,54000,54000,53000,54000,4500,118650.0,2197229.0
2014-09-03,55000,55000,55000,55000,3500,120848.0,2197229.0
2014-09-04,56000,56000,56000,56000,100,123045.0,2197229.0
2014-09-05,56000,57000,56000,57000,900,125242.0,2197229.0
2014-09-11,59400,59400,55000,57900,1200,127220.0,2197229.0
2014-09-12,56000,56000,56000,56000,1000,123045.0,2197229.0
2014-09-15,56000,56000,56000,56000,1400,123045.0,2197229.0
2014-09-16,56000,56900,56000,56900,2100,125022.0,2197229.0
2014-09-17,55300,57000,55300,56700,8200,124583.0,2197229.0
2014-09-18,59000,60000,59000,60000,200,131834.0,2197229.0
2014-09-19,60000,60000,60000,60000,4800,131834.0,2197229.0
2014-09-22,60000,60000,60000,60000,100,131834.0,2197229.0
2014-09-23,59900,60000,58000,58000,1100,127439.0,2197229.0
2014-09-24,60000,60000,60000,60000,200,131834.0,2197229.0
2014-09-25,60000,60000,60000,60000,0,131834.0,2197229.0
2014-09-26,56000,60000,56000,57000,300,125242.0,2197229.0
2014-09-29,60000,60000,55200,59000,300,129637.0,2197229.0
2014-09-30,57800,59000,57700,59000,500,129637.0,2197229.0
2014-10-01,58000,59400,57000,59400,600,130515.0,2197229.0
2014-10-02,55100,58900,55100,58900,1300,129417.0,2197229.0
2014-10-06,56000,57900,56000,57900,300,127220.0,2197229.0
2014-10-07,57000,57000,57000,57000,0,125242.0,2197229.0
2014-10-08,57000,57000,57000,57000,0,125242.0,2197229.0
2014-10-10,57000,57000,57000,57000,0,,
2014-10-13,56000,56000,56000,56000,100,123045.0,2197229.0
2014-10-14,57000,57500,57000,57500,400,126341.0,2197229.0
2014-10-15,57000,57000,57000,57000,600,125242.0,2197229.0
2014-10-16,57000,57000,57000,57000,0,,
2014-10-17,61000,61000,57000,57000,200,125242.0,2197229.0
2014-10-20,58000,58000,58000,58000,300,127439.0,2197229.0
2014-10-21,57000,58000,57000,58000,200,127439.0,2197229.0
2014-10-22,57500,57500,57500,57500,0,126341.0,2197229.0
2014-10-23,58000,58000,56500,57400,1000,126121.0,2197229.0
2014-10-24,58000,58000,57400,57400,1300,126121.0,2197229.0
2014-10-27,56500,57800,56500,57700,600,126780.0,2197229.0
2014-10-28,56500,57500,56300,57500,1100,126341.0,2197229.0
2014-10-29,56500,57500,56500,57500,600,126341.0,2197229.0
2014-10-30,57000,57500,57000,57500,1500,126341.0,2197229.0
2014-10-31,59000,59500,58100,59400,2200,130515.0,2197229.0
2014-11-03,59500,60000,58800,60000,2000,131834.0,2197229.0
2014-11-04,60000,60700,58500,60000,18600,131834.0,2197229.0
2014-11-05,60000,64000,60000,64000,15300,140623.0,2197229.0
2014-11-06,63500,65000,61000,65000,8300,142820.0,2197229.0
2014-11-07,67000,67000,67000,67000,600,147214.0,2197229.0
2014-11-10,69000,72000,69000,72000,300,158200.0,2197229.0
2014-11-11,67000,70000,67000,69000,2400,151609.0,2197229.0
2014-11-12,67200,68000,67200,67500,2100,148313.0,2197229.0
2014-11-13,67500,67500,67500,67500,0,148313.0,2197229.0
2014-11-14,69800,69900,69800,69900,500,153586.0,2197229.0
2014-11-17,69900,75000,68600,69400,4250,152488.0,2197229.0
2014-11-18,69800,69800,69800,69800,5,153367.0,2197229.0
2014-11-19,69100,71000,69100,71000,787,156003.0,2197229.0
2014-11-20,71000,72000,70000,71000,2755,156003.0,2197229.0
2014-11-21,71000,74400,71000,72800,12001,159958.0,2197229.0
2014-11-24,75000,78500,74000,78500,6110,172482.0,2197229.0
2014-11-25,74100,78500,74100,78500,827,172482.0,2197229.0
2014-11-26,79500,80000,79000,79000,2160,173581.0,2197229.0
2014-11-27,79800,81000,79800,81000,6653,177976.0,2197229.0
2014-11-28,81000,81000,76000,76000,8996,166989.0,2197229.0
2014-12-01,80000,80000,79500,79500,1600,174680.0,2197229.0
2014-12-02,77500,80300,77000,80000,12646,175778.0,2197229.0
2014-12-03,77900,84400,77900,83900,4597,184348.0,2197229.0
2014-12-04,80100,83900,80100,83500,1080,183469.0,2197229.0
2014-12-05,81000,84800,81000,83000,1304,182370.0,2197229.0
2014-12-08,80100,85000,80100,85000,2545,186764.0,2197229.0
2014-12-09,87000,87000,83000,85700,4735,188303.0,2197229.0
2014-12-10,82100,84900,82100,84900,110,186545.0,2197229.0
2014-12-11,84100,86900,84100,85000,1327,186764.0,2197229.0
2014-12-12,85000,85400,80000,84000,378,184567.0,2197229.0
2014-12-15,87000,87000,73000,84900,10800,186545.0,2197229.0
2014-12-16,84800,84800,76300,77100,313,169406.0,2197229.0
2014-12-17,12760,14660,12160,14660,325647,203388.0,2774729.0
2014-12-18,16500,16840,15420,16400,215872,227528.0,2774729.0
2014-12-19,16400,18540,16280,17100,103477,237239.0,2774729.0
2014-12-22,17580,18020,17000,17300,42230,240014.0,2774729.0
2014-12-23,17200,18160,16200,18160,53739,251945.0,2774729.0
2014-12-24,18160,19660,18140,18400,69543,255275.0,2774729.0
2014-12-26,18400,18640,17820,18200,25124,252500.0,2774729.0
2014-12-29,18040,18400,17560,18300,25206,253888.0,2774729.0
2014-12-30,17920,18480,17840,18260,12610,253333.0,2774729.0
2015-01-02,18260,18440,17800,18000,15535,249726.0,2774729.0
2015-01-05,19620,20700,18600,20700,124405,287184.0,2774729.0
2015-01-06,21700,22499,21219,22220,94872,308272.0,2774729.0
2015-01-07,22059,22500,20800,22020,63215,305498.0,2774729.0
2015-01-08,22600,24900,22020,23700,88760,328805.0,2774729.0
2015-01-09,23840,26920,23020,26360,81173,365709.0,2774729.0
2015-01-12,25920,27360,25420,26200,55097,363489.0,2774729.0
2015-01-13,26800,27000,24700,25180,61744,349338.0,2774729.0
2015-01-14,25180,25180,24200,24340,32187,337685.0,2774729.0
2015-01-15,24480,27980,24480,27980,124844,388185.0,2774729.0
2015-01-16,28220,28420,26720,27720,58538,384577.0,2774729.0
2015-01-19,27240,28000,26640,27120,52303,376253.0,2774729.0
2015-01-20,26940,27200,25600,26760,69741,371259.0,2774729.0
2015-01-21,26760,27760,26100,26900,69566,373201.0,2774729.0
2015-01-22,27480,27640,25740,25800,71865,357940.0,2774729.0
2015-01-23,25800,26380,24860,25760,54130,357385.0,2774729.0
2015-01-26,26100,26800,25100,26800,41077,371814.0,2774729.0
2015-01-27,27340,30160,27200,27500,136826,381525.0,2774729.0
2015-01-28,26380,27760,26000,26900,49605,373201.0,2774729.0
2015-01-29,26900,27580,25740,25980,39154,360437.0,2774729.0
2015-01-30,25980,27640,25860,27640,42525,383468.0,2774729.0
2015-02-02,28460,29100,27820,29000,52146,402336.0,2774729.0
2015-02-03,29600,29600,28680,28960,27554,401781.0,2774729.0
2015-02-04,29400,29519,28060,29520,33731,409550.0,2774729.0
2015-02-05,29600,29900,28880,29560,29171,410105.0,2774729.0
2015-02-06,29560,30940,29299,30000,45265,416209.0,2774729.0
2015-02-09,30000,30700,28720,28800,36092,399561.0,2774729.0
2015-02-10,28520,28700,27400,27520,43124,381803.0,2774729.0
2015-02-11,27880,28200,27100,27120,33217,376253.0,2774729.0
2015-02-12,26840,27580,26000,27120,22008,376253.0,2774729.0
2015-02-13,27800,30900,27700,29700,69276,412047.0,2774729.0
2015-02-16,30400,30599,28600,28600,39727,396786.0,2774729.0
2015-02-17,28000,28200,26500,26800,59601,371814.0,2774729.0
2015-02-23,26700,27500,26020,27280,18306,378473.0,2774729.0
2015-02-24,27600,27620,26880,27280,15891,378473.0,2774729.0
2015-02-25,27280,27280,26440,26440,19991,366819.0,2774729.0
2015-02-26,26420,26640,24800,25840,33523,358495.0,2774729.0
2015-02-27,25880,26500,25600,25600,13103,355165.0,2774729.0
2015-03-02,25660,26220,25320,25960,15324,360160.0,2774729.0
2015-03-03,25420,26760,25420,26300,16205,364877.0,2774729.0
2015-03-04,26200,26400,25800,26040,11539,361270.0,2774729.0
2015-03-05,26220,27720,26220,27100,41456,375976.0,2774729.0
2015-03-06,27660,27660,26440,26780,28611,371536.0,2774729.0
2015-03-09,26600,26600,24600,24840,62824,344621.0,2774729.0
2015-03-10,24600,25439,24300,25180,21934,349338.0,2774729.0
2015-03-11,24840,25220,24000,24300,19346,337130.0,2774729.0
2015-03-12,24120,24780,24120,24720,11820,342957.0,2774729.0
2015-03-13,24740,25320,24740,25100,10393,348228.0,2774729.0
2015-03-16,24380,24420,23760,24000,212885,332967.0,2774729.0
2015-03-17,23560,24099,22920,23200,137905,321869.0,2774729.0
2015-03-18,24040,24160,22259,22560,86853,312989.0,2774729.0
2015-03-19,22900,23660,21680,23540,119239,326586.0,2774729.0
2015-03-20,23540,24000,23199,23700,38489,328805.0,2774729.0
2015-03-23,23720,25080,23720,24900,73541,345454.0,2774729.0
2015-03-24,24520,25720,24400,25080,50966,347951.0,2774729.0
2015-03-25,25100,25580,24780,25320,46413,351281.0,2774729.0
2015-03-26,25080,25200,24180,24400,38343,338517.0,2774729.0
2015-03-27,24400,24580,23440,24000,27145,332967.0,2774729.0
2015-03-30,24540,25500,24060,25460,40740,353223.0,2774729.0
2015-03-31,25500,25720,25060,25320,23010,351281.0,2774729.0
2015-04-01,25300,26800,24820,26500,51551,367652.0,2774729.0
2015-04-02,26500,27200,25420,25420,55363,352668.0,2774729.0
2015-04-03,24799,25900,24799,25420,31262,352668.0,2774729.0
2015-04-06,25760,25760,24700,25600,25283,355165.0,2774729.0
2015-04-07,25840,25940,25340,25660,23641,355998.0,2774729.0
2015-04-08,25639,25900,24940,25040,21317,347396.0,2774729.0
2015-04-09,25060,25800,24860,25800,26232,357940.0,2774729.0
2015-04-10,25920,26000,25500,25620,32481,355443.0,2774729.0
