휴네시온(290270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-10-18,6625,6675,6400,6475,77035,62210.0,4803836.0
2018-10-19,6350,6575,6325,6525,64449,62690.0,4803836.0
2018-10-22,6500,6825,6400,6750,87258,64852.0,4803836.0
2018-10-23,6750,6825,6500,6600,49374,63411.0,4803836.0
2018-10-24,6725,6750,6100,6200,84768,59568.0,4803836.0
2018-10-25,5900,6200,5775,5900,51593,56685.0,4803836.0
2018-10-26,6000,6100,5450,5700,81706,54764.0,4803836.0
2018-10-29,5600,5600,4990,4990,67654,47942.0,4803836.0
2018-10-30,4560,5000,4560,4900,64537,47078.0,4803836.0
2018-10-31,4905,5750,4905,5150,60295,49480.0,4803836.0
2018-11-01,5200,5550,5175,5325,37157,51161.0,4803836.0
2018-11-02,5300,5425,5250,5300,58232,50921.0,4803836.0
2018-11-05,5225,5350,5100,5225,23659,50200.0,4803836.0
2018-11-06,5375,5400,5125,5250,27727,50440.0,4803836.0
2018-11-07,5200,5325,4955,5025,71974,48279.0,4803836.0
2018-11-08,5150,5150,5025,5100,25013,48999.0,4803836.0
2018-11-09,5050,5900,4980,5325,239156,51161.0,4803836.0
2018-11-12,5250,5275,5025,5075,47265,48759.0,4803836.0
2018-11-13,4955,4995,4850,4940,48161,47462.0,4803836.0
2018-11-14,4925,5100,4925,5025,27263,48279.0,4803836.0
2018-11-15,4955,5050,4920,4975,13724,47798.0,4803836.0
2018-11-16,4980,5050,4980,5050,15487,48519.0,4803836.0
2018-11-19,5050,5125,4975,5000,47448,48038.0,4803836.0
2018-11-20,4965,4965,4750,4750,41088,45636.0,4803836.0
2018-11-21,4705,4835,4610,4750,14857,45636.0,4803836.0
2018-11-22,4750,4830,4705,4730,9850,45444.0,4803836.0
2018-11-23,4780,5600,4620,4620,349057,44387.0,4803836.0
2018-11-26,4675,4720,4580,4650,28550,44676.0,4803836.0
2018-11-27,4685,4700,4610,4620,27198,44387.0,4803836.0
2018-11-28,4620,4685,4525,4565,29599,43859.0,4803836.0
2018-11-29,4645,4645,4520,4545,25728,43667.0,4803836.0
2018-11-30,4530,4825,4530,4550,24266,43715.0,4803836.0
2018-12-03,4550,4620,4500,4590,19712,44099.0,4803836.0
2018-12-04,4595,4600,4525,4575,11891,43955.0,4803836.0
2018-12-05,4480,4575,4450,4500,15344,43235.0,4803836.0
2018-12-06,4475,4500,4375,4395,23953,42226.0,4803836.0
2018-12-07,4400,4470,4250,4280,25806,41121.0,4803836.0
2018-12-10,4200,4450,4200,4330,12873,41601.0,4803836.0
2018-12-11,4250,4330,4030,4040,34568,38815.0,4803836.0
2018-12-12,4040,4135,3950,3995,43435,38383.0,4803836.0
2018-12-13,4055,4125,3955,3975,28425,38190.0,4803836.0
2018-12-14,4040,4040,3815,3875,33819,37230.0,4803836.0
2018-12-17,3925,3925,3675,3685,29187,35404.0,4803836.0
2018-12-18,3675,3720,3525,3575,44212,34347.0,4803836.0
2018-12-19,3575,3665,3555,3605,18189,34636.0,4803836.0
2018-12-20,3615,3640,3535,3545,23447,34059.0,4803836.0
2018-12-21,3530,3650,3510,3645,22638,35020.0,4803836.0
2018-12-24,3695,3695,3585,3595,14361,34540.0,4803836.0
2018-12-26,3435,3640,3375,3600,27333,34588.0,4803836.0
2018-12-27,3800,3800,3555,3555,19859,34155.0,4803836.0
2018-12-28,3575,3680,3550,3585,16924,34444.0,4803836.0
2019-01-02,3635,3645,3500,3525,15390,33867.0,4803836.0
2019-01-03,3565,3565,3400,3400,25878,32666.0,4803836.0
2019-01-04,3430,3475,3325,3405,26179,32714.0,4803836.0
2019-01-07,3440,3715,3440,3585,62181,34444.0,4803836.0
2019-01-08,3605,3665,3560,3665,24384,35212.0,4803836.0
2019-01-09,3805,4180,3710,3735,120199,35885.0,4803836.0
2019-01-10,3735,3770,3650,3690,18259,35452.0,4803836.0
2019-01-11,3730,3730,3665,3705,15489,35596.0,4803836.0
2019-01-14,3705,3745,3550,3550,13235,34107.0,4803836.0
2019-01-15,3560,3665,3540,3600,18261,34588.0,4803836.0
2019-01-16,3600,3650,3585,3635,23932,34924.0,4803836.0
2019-01-17,3635,3670,3615,3630,16553,34876.0,4803836.0
2019-01-18,3680,3680,3585,3660,10352,35164.0,4803836.0
2019-01-21,3725,3725,3575,3615,12807,34732.0,4803836.0
2019-01-22,3615,3640,3555,3575,22906,34347.0,4803836.0
2019-01-23,3575,3680,3575,3650,12706,35068.0,4803836.0
2019-01-24,3690,3745,3575,3730,29014,35837.0,4803836.0
2019-01-25,3800,3925,3690,3690,42881,35452.0,4803836.0
2019-01-28,3730,3775,3680,3680,14594,35356.0,4803836.0
2019-01-29,3750,3785,3645,3685,24184,35404.0,4803836.0
2019-01-30,3685,3765,3650,3745,32500,35981.0,4803836.0
2019-01-31,3760,3900,3695,3720,32574,35741.0,4803836.0
2019-02-01,3845,3845,3650,3680,28141,35356.0,4803836.0
2019-02-07,3680,3750,3650,3655,28242,35116.0,4803836.0
2019-02-08,3620,3690,3565,3600,35538,34588.0,4803836.0
2019-02-11,3625,3625,3530,3565,23036,34251.0,4803836.0
2019-02-12,3565,3600,3530,3565,19850,34251.0,4803836.0
2019-02-13,3570,3645,3495,3545,45068,34059.0,4803836.0
2019-02-14,3570,3625,3485,3565,62204,34251.0,4803836.0
2019-02-15,3575,3590,3495,3565,25589,34251.0,4803836.0
2019-02-18,3555,3910,3550,3870,377808,37182.0,4803836.0
2019-02-19,3965,4080,3795,3880,214594,37278.0,4803836.0
2019-02-20,3875,3900,3645,3780,72024,36317.0,4803836.0
2019-02-21,3840,4910,3840,4910,1900776,47174.0,4803836.0
2019-02-22,5200,5275,4410,4440,1524009,42658.0,4803836.0
2019-02-25,4500,4640,4440,4500,488102,43235.0,4803836.0
2019-02-26,5125,5850,5075,5250,4081041,50440.0,4803836.0
2019-02-27,5150,5150,4950,5025,808465,48279.0,4803836.0
2019-02-28,5000,5575,4590,4625,1496239,44435.0,4803836.0
2019-03-04,4625,5400,4625,5175,889594,49720.0,4803836.0
2019-03-05,5075,5200,4990,5150,297733,49480.0,4803836.0
2019-03-06,5150,5675,5075,5250,1208344,50440.0,4803836.0
2019-03-07,5250,5400,5125,5350,409046,51401.0,4803836.0
2019-03-08,5350,5500,5100,5100,416432,48999.0,4803836.0
2019-03-11,5250,5325,5050,5175,270969,49720.0,4803836.0
2019-03-12,5200,5350,5050,5325,250367,51161.0,4803836.0
2019-03-13,5275,5300,4915,5000,406303,48038.0,4803836.0
2019-03-14,5025,5125,4985,5000,111287,48038.0,4803836.0
2019-03-15,5075,5075,4960,4960,104234,47654.0,4803836.0
2019-03-18,4965,5225,4850,5075,241600,48759.0,4803836.0
2019-03-19,5150,5150,4985,5000,110889,48038.0,4803836.0
2019-03-20,5000,5150,4680,4845,254902,46549.0,4803836.0
2019-03-21,4990,4990,4725,4750,85708,45636.0,4803836.0
2019-03-22,4750,4795,4525,4535,89493,43571.0,4803836.0
2019-03-25,4370,4500,4260,4340,70378,41697.0,4803836.0
2019-03-26,4340,4470,4275,4395,64593,42226.0,4803836.0
2019-03-27,4465,4465,4400,4450,56869,42754.0,4803836.0
2019-03-28,4490,4490,4325,4325,33406,41553.0,4803836.0
2019-03-29,4480,4975,4380,4380,723678,42082.0,4803836.0
2019-04-01,4490,4660,4475,4595,115808,44147.0,4803836.0
2019-04-02,4595,4700,4540,4655,69067,44724.0,4803836.0
2019-04-03,4720,4720,4565,4580,43393,44003.0,4803836.0
2019-04-04,4610,4625,4520,4555,39253,43763.0,4803836.0
2019-04-05,4550,4565,4440,4495,61458,43186.0,4803836.0
2019-04-08,4590,4945,4565,4785,288006,45973.0,4803836.0
2019-04-09,4890,4890,4710,4800,93431,46117.0,4803836.0
2019-04-10,4805,4850,4740,4845,60459,46549.0,4803836.0
2019-04-11,4895,5000,4850,5000,173581,48038.0,4803836.0
2019-04-12,4980,5150,4940,5000,173189,48038.0,4803836.0
2019-04-15,5175,5175,4855,4955,124429,47606.0,4803836.0
2019-04-16,4920,4970,4760,4805,69478,46165.0,4803836.0
2019-04-17,4925,5700,4880,5125,1299413,49239.0,4803836.0
2019-04-18,5150,5275,5000,5075,233504,48759.0,4803836.0
2019-04-19,5075,5200,5000,5000,105462,48038.0,4803836.0
2019-04-22,4965,4990,4805,4865,103519,46741.0,4803836.0
2019-04-23,4870,5125,4850,4850,123389,46597.0,4803836.0
2019-04-24,4850,5050,4805,4880,68429,46885.0,4803836.0
2019-04-25,4885,4900,4705,4720,79500,45348.0,4803836.0
2019-04-26,4670,4715,4565,4565,56065,43859.0,4803836.0
2019-04-29,4605,4705,4470,4695,56374,45108.0,4803836.0
2019-04-30,4745,4745,4590,4645,31746,44628.0,4803836.0
2019-05-02,4725,4725,4600,4700,34664,45156.0,4803836.0
2019-05-03,4700,4770,4660,4700,28542,45156.0,4803836.0
2019-05-07,4660,4670,4575,4575,20360,43955.0,4803836.0
2019-05-08,4520,4900,4520,4595,64606,44147.0,4803836.0
2019-05-09,4595,4685,4445,4445,44472,42706.0,4803836.0
2019-05-10,4445,4545,4300,4395,48642,42226.0,4803836.0
2019-05-13,4395,4450,4320,4365,38151,41937.0,4803836.0
2019-05-14,4220,4340,4160,4265,28163,40977.0,4803836.0
2019-05-15,4295,4460,4250,4460,25601,42850.0,4803836.0
2019-05-16,4690,4690,4295,4370,40226,41986.0,4803836.0
2019-05-17,4370,4460,4270,4330,35647,41601.0,4803836.0
2019-05-20,4055,4230,4055,4200,49852,40352.0,4803836.0
2019-05-21,4170,4270,4170,4180,16815,40160.0,4803836.0
2019-05-22,4230,4255,4105,4150,22563,39872.0,4803836.0
2019-05-23,4220,4220,3955,4010,41480,38527.0,4803836.0
2019-05-24,4305,4970,3995,4050,1092341,38911.0,4803836.0
2019-05-27,4005,4025,3865,3935,109589,37806.0,4803836.0
2019-05-28,4045,4045,3890,3950,38169,37950.0,4803836.0
2019-05-29,3840,4025,3840,3880,41413,37278.0,4803836.0
2019-05-30,3810,3950,3810,3885,28649,37326.0,4803836.0
2019-05-31,3920,4050,3860,4015,47026,38575.0,4803836.0
2019-06-03,3970,4010,3920,3980,22404,38239.0,4803836.0
2019-06-04,3975,4015,3905,3950,12982,37950.0,4803836.0
2019-06-05,4025,4100,3950,4040,40616,38815.0,4803836.0
2019-06-07,4075,4145,4000,4140,27398,39776.0,4803836.0
2019-06-10,4200,4270,4155,4235,34388,40688.0,4803836.0
2019-06-11,4235,4445,4210,4405,65768,42322.0,4803836.0
2019-06-12,4405,5150,4250,4675,730271,44916.0,4803836.0
2019-06-13,5275,6075,5250,6075,1563864,58367.0,4803836.0
2019-06-14,7050,7800,6650,7200,4880790,69175.0,4803836.0
2019-06-17,7000,7024,6250,6250,983588,60048.0,4803836.0
2019-06-18,6200,7200,6150,6400,1752149,61489.0,4803836.0
2019-06-19,6400,6800,6000,6275,642931,60288.0,4803836.0
2019-06-20,6200,6474,6125,6350,483599,61009.0,4803836.0
2019-06-21,6550,6650,6175,6450,245429,61969.0,4803836.0
2019-06-24,6450,6600,6275,6300,169979,60528.0,4803836.0
2019-06-25,6300,7475,6250,6800,1789518,65332.0,4803836.0
2019-06-26,6975,7000,6625,6875,455881,66053.0,4803836.0
2019-06-27,6925,7025,6175,6300,467703,60528.0,4803836.0
2019-06-28,7180,8190,6520,6620,4399341,31801.0,4803836.0
2019-07-01,6450,6540,6010,6070,479639,29159.0,4803836.0
2019-07-02,6100,6210,5910,6210,243018,29832.0,4803836.0
2019-07-03,6160,6210,5810,5810,242072,27910.0,4803836.0
2019-07-04,5830,5870,5460,5540,214175,26613.0,4803836.0
2019-07-05,5470,5650,5470,5580,126105,26805.0,4803836.0
2019-07-08,5580,5580,5260,5280,111744,25364.0,4803836.0
2019-07-09,5310,5830,5260,5260,267895,25268.0,4803836.0
2019-07-10,5220,6830,5220,6830,3859718,32810.0,4803836.0
2019-07-11,6930,7440,6400,6830,1739758,32810.0,4803836.0
2019-07-12,6750,8870,6610,8870,7043107,42610.0,4803836.0
2019-07-15,9750,11350,9130,9510,5900335,45684.0,4803836.0
2019-07-16,9570,9610,8780,9200,859066,44195.0,4803836.0
2019-07-17,9270,9600,8690,8860,1322107,42562.0,4803836.0
2019-07-18,8800,9030,8210,8420,443289,40448.0,4803836.0
2019-07-19,8470,8800,8050,8150,425477,39151.0,4803836.0
2019-07-22,8160,8410,8080,8300,324972,39872.0,4803836.0
2019-07-23,8200,8280,7730,7790,311742,37422.0,4803836.0
2019-07-24,7760,7900,7470,7620,180037,36605.0,4803836.0
2019-07-25,7670,9130,7460,7750,2865711,37230.0,4803836.0
2019-07-26,7800,9120,7750,8320,4017420,39968.0,4803836.0
2019-07-29,8160,8210,7290,7290,640348,35020.0,4803836.0
2019-07-30,7000,7570,6760,6900,562830,33146.0,4803836.0
2019-07-31,6500,6650,6260,6400,966384,61489.0,9607672.0
2019-08-01,6510,7680,6390,6500,5782168,62450.0,9607672.0
2019-08-02,6460,6900,6280,6330,977893,60817.0,9607672.0
2019-08-05,6330,6680,5500,5560,805501,53419.0,9607672.0
2019-08-06,5330,5770,5090,5140,843005,49383.0,9607672.0
2019-08-07,5200,5670,5200,5440,491049,52266.0,9607672.0
2019-08-08,5600,5820,5470,5800,508033,55724.0,9607672.0
2019-08-09,5860,6500,5800,5810,1752823,55821.0,9607672.0
2019-08-12,5910,6170,5840,5910,613525,56781.0,9607672.0
2019-08-13,5930,6600,5920,6360,2552643,61105.0,9607672.0
2019-08-14,6360,6550,6190,6380,909536,61297.0,9607672.0
2019-08-16,6270,6280,5930,5940,611006,57070.0,9607672.0
2019-08-19,5970,6330,5970,6220,757620,59760.0,9607672.0
2019-08-20,6310,7350,6310,6580,6387462,63218.0,9607672.0
2019-08-21,6540,6830,6470,6830,1103880,65620.0,9607672.0
2019-08-22,6740,6830,6530,6530,564067,62738.0,9607672.0
2019-08-23,6400,6510,6180,6180,476378,59375.0,9607672.0
2019-08-26,6000,6090,5640,5650,357746,54283.0,9607672.0
2019-08-27,5900,6640,5850,6040,1803323,58030.0,9607672.0
2019-08-28,6150,6470,6140,6280,1057260,60336.0,9607672.0
2019-08-29,6290,6520,6050,6090,775821,58511.0,9607672.0
2019-08-30,6290,6300,6100,6110,269942,58703.0,9607672.0
2019-09-02,6030,6330,6030,6260,305477,60144.0,9607672.0
2019-09-03,6260,6400,6200,6200,294610,59568.0,9607672.0
2019-09-04,6200,6300,6170,6270,238231,60240.0,9607672.0
2019-09-05,6390,6860,6350,6460,2328387,62066.0,9607672.0
2019-09-06,6560,6580,6260,6270,447929,60240.0,9607672.0
2019-09-09,6350,6530,6250,6300,311612,60528.0,9607672.0
2019-09-10,6320,6380,6020,6030,330128,57934.0,9607672.0
2019-09-11,6150,6150,6020,6040,123517,58030.0,9607672.0
2019-09-16,5990,6110,5980,6070,119756,58319.0,9607672.0
2019-09-17,6090,6090,5930,5990,202718,57550.0,9607672.0
2019-09-18,6050,6050,5870,5890,175809,56589.0,9607672.0
2019-09-19,5960,6160,5920,6000,280878,57646.0,9607672.0
2019-09-20,6110,6110,5920,5940,117660,57070.0,9607672.0
2019-09-23,6000,6000,5840,5850,105576,56205.0,9607672.0
2019-09-24,5810,5900,5780,5850,88444,56205.0,9607672.0
2019-09-25,5850,5870,5510,5530,184169,53130.0,9607672.0
2019-09-26,5540,5670,5320,5360,142417,51497.0,9607672.0
2019-09-27,5420,5930,5420,5720,848885,54956.0,9607672.0
2019-09-30,5720,5730,5430,5460,132649,52458.0,9607672.0
2019-10-01,5510,5820,5480,5690,394251,54668.0,9607672.0
2019-10-02,5630,5930,5560,5790,307077,55628.0,9607672.0
2019-10-04,5800,5850,5680,5680,92865,54572.0,9607672.0
2019-10-07,5670,5670,5390,5400,147170,51881.0,9607672.0
