핸디소프트(220180),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-11-17,9490,9490,9490,9490,200,35063.0,3694780.0
2015-11-18,8980,8980,8980,8980,200,33179.0,3694780.0
2015-11-19,8720,9240,8720,9240,203,34140.0,3694780.0
2015-11-20,8980,9510,8980,9510,203,35137.0,3694780.0
2015-11-23,8990,8990,8990,8990,200,33216.0,3694780.0
2015-11-24,8730,8730,7660,7660,400,28302.0,3694780.0
2015-11-25,7000,7000,6530,6530,604,24127.0,3694780.0
2015-11-26,5570,6200,5570,5570,340,20580.0,3694780.0
2015-11-27,5900,5900,5570,5570,201,20580.0,3694780.0
2015-11-30,5730,5730,5410,5410,203,19989.0,3694780.0
2015-12-01,5730,5730,4605,4605,15,17014.0,3694780.0
2015-12-02,3915,3915,3915,3915,1000,14465.0,3694780.0
2015-12-03,4030,4030,3805,3805,301,14059.0,3694780.0
2015-12-04,4115,4115,4000,4000,301,14779.0,3694780.0
2015-12-07,4450,4450,4300,4300,301,15888.0,3694780.0
2015-12-08,4425,4425,4425,4425,300,16349.0,3694780.0
2015-12-09,4555,4555,4555,4555,300,16830.0,3694780.0
2015-12-10,4690,4690,4500,4500,303,16627.0,3694780.0
2015-12-11,4870,4870,4870,4870,300,17994.0,3694780.0
2015-12-14,5010,5010,5010,5010,93,18511.0,3694780.0
2015-12-15,5200,5200,5200,5200,290,19213.0,3694780.0
2015-12-16,5250,5250,5250,5250,0,19398.0,3694780.0
2015-12-17,6020,6020,6020,6020,0,22243.0,3694780.0
2015-12-18,5850,5850,5300,5300,403,19582.0,3694780.0
2015-12-21,6090,6090,6090,6090,200,22501.0,3694780.0
2015-12-22,6270,6270,6270,6270,200,23166.0,3694780.0
2015-12-23,7200,7200,7200,7200,10,26602.0,3694780.0
2015-12-24,7000,7000,6130,6130,805,22649.0,3694780.0
2015-12-28,6990,6990,6990,6990,0,25827.0,3694780.0
2015-12-29,8020,8020,8020,8020,0,29632.0,3694780.0
2015-12-30,8840,8840,8840,8840,0,32662.0,3694780.0
2016-01-04,8840,8840,8840,8840,0,32662.0,3694780.0
2016-01-05,8840,8840,8840,8840,0,,
2016-01-06,9730,9730,9730,9730,0,35950.0,3694780.0
2016-01-07,9450,9450,9450,9450,934,34916.0,3694780.0
2016-01-08,9720,9720,9720,9720,0,35913.0,3694780.0
2016-01-11,9500,9500,8280,8280,372,30593.0,3694780.0
2016-01-12,7050,7050,7050,7050,5,26048.0,3694780.0
2016-01-13,7260,7260,7260,7260,200,26824.0,3694780.0
2016-01-14,7470,8330,7470,8330,205,30778.0,3694780.0
2016-01-15,9560,9560,9560,9560,100,35322.0,3694780.0
2016-01-18,10000,10000,10000,10000,1,36948.0,3694780.0
2016-01-19,9710,10000,9710,10000,202,54640.0,5464009.0
2016-01-20,9710,10000,9710,10000,201,54640.0,5464009.0
2016-01-21,11000,11000,11000,11000,3,60104.0,5464009.0
2016-01-22,9350,9890,9350,9890,101,54039.0,5464009.0
2016-01-25,9610,9900,9610,9900,202,54094.0,5464009.0
2016-01-26,9620,10000,9620,10000,202,54640.0,5464009.0
2016-01-27,9800,9800,8800,8800,801,48083.0,5464009.0
2016-01-28,9100,9100,7500,7500,655,40980.0,5464009.0
2016-01-29,8210,8210,8210,8210,200,44860.0,5464009.0
2016-02-01,8450,8450,7980,7980,202,43603.0,5464009.0
2016-02-02,8010,8010,8010,8010,400,43767.0,5464009.0
2016-02-03,8240,8240,8240,8240,200,45023.0,5464009.0
2016-02-04,8470,8470,8250,8250,201,45078.0,5464009.0
2016-02-05,8500,9470,8500,9470,106,51744.0,5464009.0
2016-02-11,8050,10800,8050,10800,600,59011.0,5464009.0
2016-02-12,9790,9790,9790,9790,100,53493.0,5464009.0
2016-02-15,8500,8500,8340,8340,450,45570.0,5464009.0
2016-02-16,7100,7100,7100,7100,5,38794.0,5464009.0
2016-02-17,7310,7310,7310,7310,100,39942.0,5464009.0
2016-02-18,8000,8000,8000,8000,0,43712.0,5464009.0
2016-02-19,9190,9190,9190,9190,0,50214.0,5464009.0
2016-02-22,9500,10500,9500,10500,723,57372.0,5464009.0
2016-02-23,9990,9990,9990,9990,100,54585.0,5464009.0
2016-02-24,9200,9600,9200,9600,201,52454.0,5464009.0
2016-02-25,9330,9500,9330,9500,201,51908.0,5464009.0
2016-02-26,10800,10800,10800,10800,2,59011.0,5464009.0
2016-02-29,10050,10050,10050,10050,100,54913.0,5464009.0
2016-03-02,9760,9900,9760,9900,201,54094.0,5464009.0
2016-03-03,9620,9620,9620,9620,200,52564.0,5464009.0
2016-03-04,9340,9600,9340,9600,201,52454.0,5464009.0
2016-03-07,9330,9500,9330,9500,201,,
2016-03-08,9230,9490,9230,9490,201,51853.0,5464009.0
2016-03-09,9220,9450,9220,9450,201,51635.0,5464009.0
2016-03-10,9180,9730,9180,9730,201,53165.0,5464009.0
2016-03-11,11000,11000,11000,11000,3,60104.0,5464009.0
2016-03-14,12600,12600,12600,12600,5,68847.0,5464009.0
2016-03-15,13750,13750,13750,13750,4,75130.0,5464009.0
2016-03-16,12300,12300,12300,12300,100,67207.0,5464009.0
2016-03-17,10750,10750,10750,10750,100,58738.0,5464009.0
2016-03-18,10350,10350,10350,10350,100,56552.0,5464009.0
2016-03-21,9990,9990,9990,9990,100,54585.0,5464009.0
2016-03-22,9700,9900,9700,9900,201,54094.0,5464009.0
2016-03-23,9620,9800,9620,9800,201,53547.0,5464009.0
2016-03-24,9520,9520,9520,9520,200,52017.0,5464009.0
2016-03-25,9250,9250,8110,8110,955,44313.0,5464009.0
2016-03-28,8350,8350,8000,8000,201,43712.0,5464009.0
2016-03-29,6810,6810,6810,6810,1,37210.0,5464009.0
2016-03-30,7830,7830,7830,7830,2,42783.0,5464009.0
2016-03-31,8110,8110,8110,8110,200,44313.0,5464009.0
2016-04-01,6910,6910,6910,6910,1,37756.0,5464009.0
2016-04-04,5890,5890,5890,5890,3,32183.0,5464009.0
2016-04-05,6510,6510,6510,6510,200,35571.0,5464009.0
2016-04-06,6700,6700,6500,6500,201,35516.0,5464009.0
2016-04-07,6690,6690,6500,6500,201,35516.0,5464009.0
2016-04-08,6690,6690,6550,6550,201,35789.0,5464009.0
2016-04-11,5570,5570,5570,5570,1,30435.0,5464009.0
2016-04-12,6400,6400,6100,6100,202,33330.0,5464009.0
2016-04-14,6770,6770,6400,6400,201,34970.0,5464009.0
2016-04-15,6710,6710,6710,6710,200,36664.0,5464009.0
2016-04-18,6910,6910,6520,6520,201,35625.0,5464009.0
2016-04-19,6720,6720,6340,6340,201,34642.0,5464009.0
2016-04-20,6520,6520,6200,6200,201,33877.0,5464009.0
2016-04-21,6820,6820,6450,6450,161,35243.0,5464009.0
2016-04-22,6800,7410,6440,6440,162,35188.0,5464009.0
2016-04-25,5510,5510,5510,5510,1,30107.0,5464009.0
2016-04-26,6330,6330,5980,5980,201,32675.0,5464009.0
2016-04-27,6150,6210,5810,6210,202,33931.0,5464009.0
2016-04-28,5280,5280,5280,5280,1,28850.0,5464009.0
2016-04-29,5430,5430,5130,5130,201,28030.0,5464009.0
2016-05-02,5890,5890,5890,5890,96,32183.0,5464009.0
2016-05-03,6760,6760,6760,6760,0,36937.0,5464009.0
2016-05-04,7760,7760,7760,7760,0,42401.0,5464009.0
2016-05-09,8440,8440,8440,8440,0,46116.0,5464009.0
2016-05-10,8440,8440,7500,7500,71,40980.0,5464009.0
2016-05-11,8540,8540,8540,8540,0,46663.0,5464009.0
2016-05-12,9800,9800,9800,9800,0,53547.0,5464009.0
2016-05-13,10800,10800,10800,10800,0,59011.0,5464009.0
2016-05-16,10800,10800,10800,10800,0,59011.0,5464009.0
2016-05-17,10800,10800,10800,10800,0,,
2016-05-18,9200,9200,9200,9200,150,50269.0,5464009.0
2016-05-19,8250,9900,8250,9900,131,54094.0,5464009.0
2016-05-20,9620,10150,9620,10150,111,55460.0,5464009.0
2016-05-23,10150,10150,10150,10150,0,55460.0,5464009.0
2016-05-24,9500,9990,9500,9990,111,54585.0,5464009.0
2016-05-25,9500,10000,9500,10000,111,54640.0,5464009.0
2016-05-26,11400,11400,11400,11400,1,62290.0,5464009.0
2016-05-27,9700,10200,9700,10200,111,55733.0,5464009.0
2016-05-30,9910,9910,9910,9910,110,54148.0,5464009.0
2016-05-31,9630,9850,9630,9850,201,53820.0,5464009.0
2016-06-01,9900,11250,9900,11250,993,61470.0,5464009.0
2016-06-02,10300,10300,10300,10300,100,56279.0,5464009.0
2016-06-03,10100,11750,10100,11750,102,64202.0,5464009.0
2016-06-07,13450,13450,13450,13450,2,73491.0,5464009.0
2016-06-08,11450,12100,11450,12100,91,66115.0,5464009.0
2016-06-09,10300,10300,10300,10300,100,56279.0,5464009.0
2016-06-10,9900,10100,9900,10100,111,55186.0,5464009.0
2016-06-13,9400,9950,9400,9950,111,54367.0,5464009.0
2016-06-14,10300,11350,10300,11350,7,62017.0,5464009.0
2016-06-15,13000,13000,13000,13000,3,71032.0,5464009.0
2016-06-16,11050,11500,11050,11500,101,62836.0,5464009.0
2016-06-17,10400,11000,10400,11000,101,60104.0,5464009.0
2016-06-20,9720,10300,9720,10300,111,56279.0,5464009.0
2016-06-21,9440,9440,9440,9440,110,51580.0,5464009.0
2016-06-22,9440,9440,9440,9440,0,51580.0,5464009.0
2016-06-23,9390,9390,9390,9390,110,51307.0,5464009.0
2016-06-24,8000,10700,8000,10700,2,58465.0,5464009.0
2016-06-27,9700,9950,9200,9200,212,50269.0,5464009.0
2016-06-28,7820,7820,7820,7820,698,42729.0,5464009.0
2016-06-29,7010,7010,7010,7010,1,38303.0,5464009.0
2016-06-30,6500,7500,6500,7500,2,40980.0,5464009.0
2016-07-01,6390,8000,6390,7010,197,38303.0,5464009.0
2016-07-04,8060,8060,8060,8060,140,44040.0,5464009.0
2016-07-05,9260,9260,8100,8100,501,44258.0,5464009.0
2016-07-06,9300,9300,8300,8510,1011,46499.0,5464009.0
2016-07-07,9440,9440,9440,9440,110,51580.0,5464009.0
2016-07-08,9170,9170,8500,8500,111,46444.0,5464009.0
2016-07-11,9500,9500,9500,9500,500,51908.0,5464009.0
2016-07-12,9800,9800,9800,9800,1,53547.0,5464009.0
2016-07-13,9520,9520,9520,9520,110,52017.0,5464009.0
2016-07-14,9600,10900,9600,10900,891,59558.0,5464009.0
2016-07-15,10000,10000,10000,10000,100,54640.0,5464009.0
2016-07-18,9710,9710,8900,8900,111,48630.0,5464009.0
2016-07-19,9500,9500,9500,9500,500,51908.0,5464009.0
2016-07-20,9700,9900,9310,9310,1001,50870.0,5464009.0
2016-07-21,9350,9350,9350,9350,0,51088.0,5464009.0
2016-07-22,9600,10750,9500,10750,2511,58738.0,5464009.0
2016-07-25,12350,12350,9610,12350,3,67481.0,5464009.0
2016-07-26,13800,13800,10500,13750,53,75130.0,5464009.0
2016-07-27,13000,13000,13000,13000,80,71032.0,5464009.0
2016-07-28,14900,14900,14900,14900,1,81414.0,5464009.0
2016-07-29,12700,12700,12700,12700,70,69393.0,5464009.0
2016-08-01,10800,11400,10800,11400,150,62290.0,5464009.0
2016-08-02,11400,13000,11400,13000,51,71032.0,5464009.0
2016-08-03,11050,11050,11050,11050,100,60377.0,5464009.0
2016-08-04,9500,10450,9500,9600,2166,52454.0,5464009.0
2016-08-05,9600,9600,9600,9600,0,52454.0,5464009.0
2016-08-08,9600,9600,9600,9600,0,,
2016-08-09,8300,8300,8300,8300,1,45351.0,5464009.0
2016-08-10,9000,9000,9000,9000,1,49176.0,5464009.0
2016-08-11,10000,10000,10000,10000,1,54640.0,5464009.0
2016-08-12,10000,10000,10000,10000,0,54640.0,5464009.0
2016-08-16,10500,10500,10500,10500,100,57372.0,5464009.0
2016-08-17,10750,10750,10750,10750,50,58738.0,5464009.0
2016-08-18,11550,11550,11550,11550,1,63109.0,5464009.0
2016-08-19,10850,11400,10850,11400,101,62290.0,5464009.0
2016-08-22,10800,10800,10800,10800,50,59011.0,5464009.0
2016-08-23,10450,10800,10450,10800,101,59011.0,5464009.0
2016-08-24,10000,10000,10000,10000,100,54640.0,5464009.0
2016-08-25,10250,10250,10250,10250,200,56006.0,5464009.0
2016-08-26,9950,9950,9950,9950,402,54367.0,5464009.0
2016-08-29,10350,10350,10350,10350,1,56552.0,5464009.0
2016-08-30,9900,10350,9900,10350,308,56552.0,5464009.0
2016-08-31,9000,9000,9000,9000,300,49176.0,5464009.0
2016-09-01,9260,10200,9260,10200,201,55733.0,5464009.0
2016-09-02,9910,9910,9050,9050,201,49449.0,5464009.0
2016-09-05,9720,9720,9720,9720,150,53110.0,5464009.0
2016-09-06,8900,10000,8900,10000,102,54640.0,5464009.0
2016-09-07,10100,10100,8510,8510,1630,46499.0,5464009.0
2016-09-08,8760,8760,8270,8270,201,45187.0,5464009.0
2016-09-09,9010,9010,9000,9000,1150,49176.0,5464009.0
2016-09-12,8500,8500,7650,7650,2001,41800.0,5464009.0
2016-09-13,8110,8110,8110,8110,200,44313.0,5464009.0
2016-09-19,7000,9320,7000,8050,302,43985.0,5464009.0
2016-09-20,9250,9250,8730,8730,2,47701.0,5464009.0
2016-09-21,7500,7500,7500,7500,1,40980.0,5464009.0
2016-09-22,8620,8620,8620,8620,130,47100.0,5464009.0
2016-09-23,7500,7500,7500,7500,1,40980.0,5464009.0
2016-09-26,7720,7720,7290,7290,141,39833.0,5464009.0
2016-09-27,8380,8380,8380,8380,120,45788.0,5464009.0
2016-09-28,7300,7300,7300,7300,1,39887.0,5464009.0
2016-09-29,8390,8390,8390,8390,130,45843.0,5464009.0
2016-09-30,7140,7140,7140,7140,1,39013.0,5464009.0
2016-10-04,7350,7350,7200,7200,201,39341.0,5464009.0
2016-10-05,7420,7420,7200,7200,201,39341.0,5464009.0
2016-10-06,7510,8200,7500,7500,301,40980.0,5464009.0
2016-10-07,7200,7200,7200,7200,3070,39341.0,5464009.0
2016-10-10,7200,8100,6500,6500,701,35516.0,5464009.0
2016-10-11,6000,7450,6000,6000,402,32784.0,5464009.0
2016-10-12,6900,6900,6900,6900,700,37702.0,5464009.0
2016-10-13,6100,6100,6100,6100,1,33330.0,5464009.0
2016-10-14,5190,7010,5190,7010,243,38303.0,5464009.0
2016-10-17,7210,7800,7110,7110,302,38849.0,5464009.0
2016-10-18,7320,7320,7200,7200,201,39341.0,5464009.0
2016-10-19,7420,7420,7200,7200,201,,
2016-10-20,6600,7100,6600,7100,2,38794.0,5464009.0
2016-10-21,7000,8000,7000,8000,11929,43712.0,5464009.0
2016-10-24,6800,8100,6800,8100,2,44258.0,5464009.0
2016-10-25,9300,9300,9300,9300,1,50815.0,5464009.0
2016-10-26,10000,10000,10000,10000,1,54640.0,5464009.0
2016-10-27,9710,10000,9710,10000,201,,
2016-10-28,9710,9710,9710,9710,200,53056.0,5464009.0
2016-10-31,9430,9430,9430,9430,100,51526.0,5464009.0
2016-11-01,8030,8030,8030,8030,1,43876.0,5464009.0
2016-11-02,6850,6850,6850,6850,2,37428.0,5464009.0
2016-11-03,5850,6000,5850,6000,2,32784.0,5464009.0
2016-11-04,5300,5300,5300,5300,1,28959.0,5464009.0
2016-11-07,4650,4650,4650,4650,1,25408.0,5464009.0
2016-11-08,5340,5340,5340,5340,300,29178.0,5464009.0
2016-11-09,6140,6140,6140,6140,1,33549.0,5464009.0
2016-11-10,7060,7060,7060,7060,1,38576.0,5464009.0
2016-11-11,7060,7060,7060,7060,1,38576.0,5464009.0
2016-11-14,6860,7270,6860,7270,284,39723.0,5464009.0
2016-11-15,7060,8350,7060,8350,279,45624.0,5464009.0
2016-11-16,7100,9600,7100,9600,112,52454.0,5464009.0
2016-11-17,9330,9330,9330,9330,108,50979.0,5464009.0
2016-11-18,9350,9350,9350,9350,50,51088.0,5464009.0
2016-11-21,9080,9620,9080,9620,112,52564.0,5464009.0
2016-11-22,9010,9010,9010,9010,300,49231.0,5464009.0
2016-11-23,9000,9000,9000,9000,0,49176.0,5464009.0
2016-11-24,8180,9870,7060,7220,13407018,53854.0,7459009.0
2016-11-25,7400,8040,6670,7400,4727764,55197.0,7459009.0
2016-11-28,7350,7390,6650,6650,1293865,49602.0,7459009.0
2016-11-29,6550,6650,6080,6280,1017066,46843.0,7459009.0
2016-11-30,6320,7210,6190,6450,2232635,48111.0,7459009.0
2016-12-01,6500,7400,6260,6900,2248102,51467.0,7459009.0
2016-12-02,7000,7940,6970,7460,2103402,55644.0,7459009.0
2016-12-05,7680,7780,7000,7000,819930,52213.0,7459009.0
2016-12-06,7250,7280,6660,6690,537186,49901.0,7459009.0
2016-12-07,6660,7130,6520,6830,586776,50945.0,7459009.0
2016-12-08,6830,6990,6720,6790,253588,50647.0,7459009.0
2016-12-09,6850,6850,6400,6420,427421,47887.0,7459009.0
2016-12-12,6500,6750,6260,6620,461774,49379.0,7459009.0
2016-12-13,6670,6930,6480,6760,353209,50423.0,7459009.0
2016-12-14,7000,7330,6760,6760,727005,50423.0,7459009.0
2016-12-15,6800,6930,6610,6860,186499,51169.0,7459009.0
2016-12-16,7100,7320,6950,7000,772666,52213.0,7459009.0
2016-12-19,7070,7180,6830,7040,230022,52511.0,7459009.0
2016-12-20,7060,7470,7040,7290,739599,54376.0,7459009.0
2016-12-21,7390,8010,7280,7800,1361398,58180.0,7459009.0
2016-12-22,7840,7970,7520,7670,522362,57211.0,7459009.0
2016-12-23,7710,7920,7640,7720,332676,57584.0,7459009.0
2016-12-26,7820,8140,7700,8020,568332,59821.0,7459009.0
2016-12-27,8030,8030,7820,7830,271402,58404.0,7459009.0
2016-12-28,7830,8110,7730,7900,269432,58926.0,7459009.0
2016-12-29,7950,8010,7770,7920,212178,59075.0,7459009.0
2017-01-02,8300,9350,8160,8980,2965465,66982.0,7459009.0
2017-01-03,9090,9340,8830,9300,870523,69369.0,7459009.0
2017-01-04,9280,9320,9000,9180,518208,68474.0,7459009.0
2017-01-05,9180,9300,9060,9070,298719,67653.0,7459009.0
2017-01-06,9150,9220,8610,8650,641080,64520.0,7459009.0
2017-01-09,8660,8770,8090,8260,591989,61611.0,7459009.0
2017-01-10,8260,8470,8150,8180,401944,61015.0,7459009.0
2017-01-11,8220,8340,8170,8290,190748,61835.0,7459009.0
2017-01-12,8290,8550,8250,8390,241898,62581.0,7459009.0
2017-01-13,8410,8530,8150,8230,158961,61388.0,7459009.0
2017-01-16,8300,8370,7850,7890,232476,58852.0,7459009.0
2017-01-17,7820,7860,7400,7400,312596,55197.0,7459009.0
2017-01-18,7330,7400,6950,7130,417204,53183.0,7459009.0
2017-01-19,7310,7460,7080,7130,235223,53183.0,7459009.0
2017-01-20,7000,7180,6960,7140,131980,53257.0,7459009.0
2017-01-23,7290,7530,7250,7350,259598,54824.0,7459009.0
2017-01-24,7200,7330,7010,7030,147452,52437.0,7459009.0
2017-01-25,7040,7190,7000,7030,67519,52437.0,7459009.0
2017-01-26,7040,7310,7040,7190,94464,53630.0,7459009.0
2017-01-31,7190,7250,7050,7150,79633,53332.0,7459009.0
2017-02-01,7100,7550,7100,7550,206546,56316.0,7459009.0
2017-02-02,7470,7880,7400,7620,236860,56838.0,7459009.0
2017-02-03,7580,7700,7460,7700,108058,57434.0,7459009.0
2017-02-06,7800,8700,7700,8490,878650,63327.0,7459009.0
2017-02-07,8660,8770,8240,8350,469055,62283.0,7459009.0
2017-02-08,8260,8720,8130,8700,443086,64893.0,7459009.0
2017-02-09,8640,8700,8460,8480,251811,63252.0,7459009.0
2017-02-10,8480,8550,8160,8200,230348,61164.0,7459009.0
2017-02-13,8150,8350,8030,8320,116073,62059.0,7459009.0
2017-02-14,8280,8710,8230,8490,319675,63327.0,7459009.0
2017-02-15,8300,8550,8080,8080,263223,60269.0,7459009.0
2017-02-16,8110,8200,7840,7950,125219,59299.0,7459009.0
2017-02-17,7850,8040,7750,7910,88357,59001.0,7459009.0
2017-02-20,7950,8210,7950,8100,84677,60418.0,7459009.0
2017-02-21,8100,8180,7980,8060,75559,60120.0,7459009.0
2017-02-22,8040,8060,7800,7840,109730,58479.0,7459009.0
2017-02-23,7720,7860,7550,7640,134389,56987.0,7459009.0
2017-02-24,7710,7830,7650,7690,77892,57360.0,7459009.0
2017-02-27,7790,7910,7360,7390,117333,55122.0,7459009.0
2017-02-28,7390,7620,7270,7480,76754,55793.0,7459009.0
2017-03-02,7480,7550,7260,7320,79958,54600.0,7459009.0
2017-03-03,7490,7490,7150,7170,69968,53481.0,7459009.0
2017-03-06,7210,7260,7030,7160,52977,53407.0,7459009.0
2017-03-07,7130,7360,7130,7250,45662,54078.0,7459009.0
2017-03-08,7250,7600,7250,7490,54286,55868.0,7459009.0
2017-03-09,7490,7630,7370,7450,42661,55570.0,7459009.0
2017-03-10,7450,7540,7150,7490,84932,55868.0,7459009.0
2017-03-13,7460,7700,7380,7670,83897,57211.0,7459009.0
2017-03-14,7650,8980,7650,8080,824487,60269.0,7459009.0
2017-03-15,8040,8420,7950,8150,398452,60791.0,7459009.0
2017-03-16,8350,8540,8150,8230,225439,61388.0,7459009.0
2017-03-17,8120,8370,7950,8330,167067,62134.0,7459009.0
2017-03-20,8440,8670,8210,8260,319634,61611.0,7459009.0
2017-03-21,8270,8270,7940,7940,199779,59225.0,7459009.0
2017-03-22,7800,8050,7760,7810,105694,58255.0,7459009.0
2017-03-23,7860,8020,7660,7790,61444,58106.0,7459009.0
2017-03-24,7700,7820,7600,7610,90132,56763.0,7459009.0
2017-03-27,7430,7500,7290,7330,170887,54675.0,7459009.0
2017-03-28,7250,7740,7220,7690,109481,57360.0,7459009.0
2017-03-29,7680,8200,7630,7900,125180,58926.0,7459009.0
2017-03-30,8090,8090,7530,7730,143374,57658.0,7459009.0
2017-03-31,7730,7940,7570,7760,109299,57882.0,7459009.0
2017-04-03,7850,8110,7820,8040,154483,59970.0,7459009.0
