비씨월드제약(200780),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-08-30,24999,25333,24623,25334,20577,202551.0,6673848.0
2016-08-31,25166,25500,24665,24958,21091,199548.0,6673848.0
2016-09-01,24707,25208,24707,24792,11034,198213.0,6673848.0
2016-09-02,24790,25250,24749,24875,20177,198881.0,6673848.0
2016-09-05,24874,25082,24665,24958,15102,199548.0,6673848.0
2016-09-06,25124,25375,24957,25000,20766,199882.0,6673848.0
2016-09-07,25250,25250,24332,24499,32283,195877.0,6673848.0
2016-09-08,24623,24957,24081,24374,20804,194876.0,6673848.0
2016-09-09,24164,25500,24164,25292,29739,202218.0,6673848.0
2016-09-12,24790,25458,24623,24875,26635,198881.0,6673848.0
2016-09-13,24707,25166,24623,25167,20464,201217.0,6673848.0
2016-09-19,24749,25792,24749,25626,18111,204887.0,6673848.0
2016-09-20,25708,25750,25250,25500,19224,203886.0,6673848.0
2016-09-21,25583,25583,24874,25042,39043,200215.0,6673848.0
2016-09-22,25166,25333,24874,25084,12649,200549.0,6673848.0
2016-09-23,25250,25250,24582,24875,16289,198881.0,6673848.0
2016-09-26,24874,25124,24623,24792,25539,198213.0,6673848.0
2016-09-27,24915,24957,24623,24792,15297,198213.0,6673848.0
2016-09-28,24707,24832,24415,24541,25964,196211.0,6673848.0
2016-09-29,24540,24749,24373,24457,14064,195544.0,6673848.0
2016-09-30,24623,24623,23413,23789,37538,190205.0,6673848.0
2016-10-04,23539,23789,22704,23122,37133,184866.0,6673848.0
2016-10-05,23455,23872,22954,23122,30064,184866.0,6673848.0
2016-10-06,22871,23246,22453,22954,42916,183531.0,6673848.0
2016-10-07,22620,23121,22077,22162,35416,177191.0,6673848.0
2016-10-10,21911,22453,21911,22287,12145,178192.0,6673848.0
2016-10-11,22328,22579,22244,22538,18647,180194.0,6673848.0
2016-10-12,22453,22829,22286,22621,13050,180861.0,6673848.0
2016-10-13,22620,22829,22119,22579,18414,180528.0,6673848.0
2016-10-14,22579,22954,22203,22538,17112,180194.0,6673848.0
2016-10-17,22286,22871,22077,22829,16812,182530.0,6673848.0
2016-10-18,22829,22871,22161,22496,12077,179860.0,6673848.0
2016-10-19,22286,22829,22286,22621,8796,180861.0,6673848.0
2016-10-20,22537,22787,22161,22204,13451,177524.0,6673848.0
2016-10-21,21952,22369,21911,22078,14118,176523.0,6673848.0
2016-10-24,22119,22537,21409,21536,17140,172185.0,6673848.0
2016-10-25,21535,21535,20033,20033,78739,160172.0,6673848.0
2016-10-26,19698,20200,18780,19616,44815,156835.0,6673848.0
2016-10-27,19823,21786,19740,20535,91247,164177.0,6673848.0
2016-10-28,20658,20658,20158,20158,20421,161173.0,6673848.0
2016-10-31,20575,20575,19198,19324,27594,154500.0,6673848.0
2016-11-01,19198,20491,19198,20325,22365,162508.0,6673848.0
2016-11-02,20158,20658,19448,19783,17762,158170.0,6673848.0
2016-11-03,19782,20533,19365,20325,22559,162508.0,6673848.0
2016-11-04,20325,20450,19573,19992,19338,159839.0,6673848.0
2016-11-07,20283,20450,19615,19867,13943,158838.0,6673848.0
2016-11-08,19907,20408,19782,20200,12979,161507.0,6673848.0
2016-11-09,20033,20241,18070,19032,66943,152164.0,6673848.0
2016-11-10,19698,20283,19657,20242,36913,161841.0,6673848.0
2016-11-11,20283,21076,20074,20701,22982,165511.0,6673848.0
2016-11-14,20450,20909,20450,20785,10669,166179.0,6673848.0
2016-11-15,20826,20826,20241,20535,13963,164177.0,6673848.0
2016-11-16,20491,20826,20491,20785,4870,166179.0,6673848.0
2016-11-17,20741,20868,20450,20701,4735,165511.0,6673848.0
2016-11-18,21076,21076,20200,20200,18293,161507.0,6673848.0
2016-11-21,20033,20366,19823,20075,14544,160506.0,6673848.0
2016-11-22,20325,20325,20033,20033,8813,160172.0,6673848.0
2016-11-23,20408,20408,19490,20075,20772,160506.0,6673848.0
2016-11-24,20074,20366,19448,19700,10556,157503.0,6673848.0
2016-11-25,20158,20158,19657,20158,7158,161173.0,6673848.0
2016-11-28,20033,20450,19991,20158,6260,161173.0,6673848.0
2016-11-29,19991,20784,19991,20618,11223,164844.0,6673848.0
2016-11-30,20826,20826,20283,20576,8367,164510.0,6673848.0
2016-12-01,20575,20658,20200,20576,8553,164510.0,6673848.0
2016-12-02,20575,20575,20283,20535,8355,164177.0,6673848.0
2016-12-05,20533,20533,19823,19867,11740,158838.0,6673848.0
2016-12-06,19991,20616,19865,19867,13999,158838.0,6673848.0
2016-12-07,19865,20366,19365,19992,16840,159839.0,6673848.0
2016-12-08,20200,21326,19865,21118,33213,168848.0,6673848.0
2016-12-09,21451,22119,21118,21995,25851,175856.0,6673848.0
2016-12-12,22203,22537,21827,22078,11430,176523.0,6673848.0
2016-12-13,22494,22537,22036,22246,14168,177858.0,6673848.0
2016-12-14,22328,22494,22036,22246,8021,177858.0,6673848.0
2016-12-15,22244,22579,21786,22246,15231,177858.0,6673848.0
2016-12-16,22286,22704,21744,22496,16313,179860.0,6673848.0
2016-12-19,22787,22787,22161,22579,7785,180528.0,6673848.0
2016-12-20,22244,22579,22119,22496,9086,179860.0,6673848.0
2016-12-21,22537,22537,21869,22078,12769,176523.0,6673848.0
2016-12-22,22328,22328,21744,22162,6388,177191.0,6673848.0
2016-12-23,22286,22579,21827,22579,14295,180528.0,6673848.0
2016-12-26,22662,23162,22579,23039,26442,184198.0,6673848.0
2016-12-27,23037,23204,22704,22746,27975,181862.0,6673848.0
2016-12-28,22883,23751,22883,23431,19317,171184.0,6673848.0
2016-12-29,23842,23842,22974,23340,7927,170517.0,6673848.0
2017-01-02,23294,23294,22654,22701,11761,165845.0,6673848.0
2017-01-03,22563,22837,22563,22655,18645,165511.0,6673848.0
2017-01-04,22837,22837,22335,22426,12458,163843.0,6673848.0
2017-01-05,22426,22654,22106,22289,24389,162842.0,6673848.0
2017-01-06,22289,22380,21924,22061,15317,161173.0,6673848.0
2017-01-09,22061,22289,21832,22015,10155,160840.0,6673848.0
2017-01-10,21832,22152,21741,21833,8215,159505.0,6673848.0
2017-01-11,21832,22198,21741,21833,7850,159505.0,6673848.0
2017-01-12,22061,22061,21467,21650,14063,158170.0,6673848.0
2017-01-13,21375,22152,21375,22107,8828,161507.0,6673848.0
2017-01-16,21741,22198,21284,21422,25443,156502.0,6673848.0
2017-01-17,21284,21695,21284,21467,9838,156835.0,6673848.0
2017-01-18,21330,21512,21010,21011,9528,153499.0,6673848.0
2017-01-19,21193,21375,21010,21193,8823,154833.0,6673848.0
2017-01-20,21010,21330,20964,21239,4926,155167.0,6673848.0
2017-01-23,21101,21375,21010,21285,10399,155501.0,6673848.0
2017-01-24,21056,21330,20690,20919,8721,152831.0,6673848.0
2017-01-25,21238,21238,20325,20417,8858,149161.0,6673848.0
2017-01-26,20508,20782,20416,20462,4109,149494.0,6673848.0
2017-01-31,20827,20827,19640,19914,15230,145490.0,6673848.0
2017-02-01,19548,20188,19548,19914,16569,145490.0,6673848.0
2017-02-02,19868,20051,19457,19686,18183,143821.0,6673848.0
2017-02-03,19548,19960,19457,19869,12558,145156.0,6673848.0
2017-02-06,19822,19960,19548,19777,7411,144489.0,6673848.0
2017-02-07,19777,19914,19548,19686,5790,143821.0,6673848.0
2017-02-08,19914,19914,19594,19732,10253,144155.0,6673848.0
2017-02-09,19731,20188,19640,20051,7710,146491.0,6673848.0
2017-02-10,20142,20234,20051,20097,4471,146825.0,6673848.0
2017-02-13,20325,20462,19914,20417,9096,149161.0,6673848.0
2017-02-14,20416,20736,20325,20554,4617,150162.0,6673848.0
2017-02-15,20827,20919,20462,20782,5762,151830.0,6673848.0
2017-02-16,21010,21010,20553,20554,8347,150162.0,6673848.0
2017-02-17,20645,20645,20097,20462,7916,149494.0,6673848.0
2017-02-20,20645,20690,20279,20645,5475,150829.0,6673848.0
2017-02-21,20645,20782,20416,20691,6518,151163.0,6673848.0
2017-02-22,20508,20736,20371,20645,6764,150829.0,6673848.0
2017-02-23,20736,20736,19822,20280,17529,148159.0,6673848.0
2017-02-24,20051,20508,20051,20097,5181,146825.0,6673848.0
2017-02-27,20097,20873,20097,20736,18120,151496.0,6673848.0
2017-02-28,20782,20782,20371,20599,5829,150495.0,6673848.0
2017-03-02,20599,20736,20279,20599,6014,150495.0,6673848.0
2017-03-03,20279,20508,19960,20325,7057,148493.0,6673848.0
2017-03-06,20325,20371,19914,20097,8789,146825.0,6673848.0
2017-03-07,20325,20325,19822,19869,7567,145156.0,6673848.0
2017-03-08,20097,20097,19503,19549,10517,142820.0,6673848.0
2017-03-09,19594,20005,19411,19458,10962,142153.0,6673848.0
2017-03-10,19411,19640,19320,19458,6429,142153.0,6673848.0
2017-03-13,19229,19594,19229,19229,11243,140485.0,6673848.0
2017-03-14,19457,19457,19046,19321,4734,141152.0,6673848.0
2017-03-15,19183,19411,19046,19184,6496,140151.0,6673848.0
2017-03-16,19411,19411,18909,19275,11088,140818.0,6673848.0
2017-03-17,19411,19411,18909,19184,11635,140151.0,6673848.0
2017-03-20,19274,19274,18726,18818,14326,137481.0,6673848.0
2017-03-21,18315,18863,18315,18407,24386,134478.0,6673848.0
2017-03-22,18498,19000,18452,19001,8460,138816.0,6673848.0
2017-03-23,19183,19640,18863,19640,25209,143488.0,6673848.0
2017-03-24,19685,19822,19320,19595,14120,143154.0,6673848.0
2017-03-27,19640,19640,19137,19275,8301,140818.0,6673848.0
2017-03-28,19503,21101,19366,20325,20905,148493.0,6673848.0
2017-03-29,20371,20553,20142,20554,8921,150162.0,6673848.0
2017-03-30,20234,20508,20097,20462,7777,149494.0,6673848.0
2017-03-31,20553,20645,20142,20462,5865,149494.0,6673848.0
2017-04-03,20508,20736,20142,20736,8647,151496.0,6673848.0
2017-04-04,20736,20736,20508,20508,4722,149828.0,6673848.0
2017-04-05,20919,20919,20005,20325,12546,148493.0,6673848.0
2017-04-06,20553,20599,19914,20417,9033,149161.0,6673848.0
2017-04-07,20599,21101,20462,20828,20968,152164.0,6673848.0
2017-04-10,21101,21284,20736,20782,15564,151830.0,6673848.0
2017-04-11,20645,21238,20645,21193,11924,154833.0,6673848.0
2017-04-12,21010,22061,20964,22061,18229,161173.0,6673848.0
2017-04-13,22015,22837,21924,22426,35599,163843.0,6673848.0
2017-04-14,22106,22517,21878,21970,27215,175790.0,7309357.0
2017-04-17,21741,21969,21467,21878,21769,175059.0,7309357.0
2017-04-18,21878,21878,21421,21833,15236,174694.0,7309357.0
2017-04-19,21558,22015,21558,21878,7448,175059.0,7309357.0
2017-04-20,22106,22609,21741,22244,24006,177983.0,7309357.0
2017-04-21,22380,25578,22380,22746,195416,182003.0,7309357.0
2017-04-24,23111,23202,22335,22335,24973,178714.0,7309357.0
2017-04-25,22654,22746,21924,22198,18619,177617.0,7309357.0
2017-04-26,22015,22198,21558,21833,26777,174694.0,7309357.0
2017-04-27,21924,21924,21330,21559,24654,172501.0,7309357.0
2017-04-28,21558,21924,21101,21193,15677,169577.0,7309357.0
2017-05-02,21284,21604,20919,21604,23379,172866.0,7309357.0
2017-05-04,21787,21787,21284,21696,7440,173597.0,7309357.0
2017-05-08,21878,22883,21512,22655,51538,181272.0,7309357.0
2017-05-10,22837,22928,22106,22472,17152,179810.0,7309357.0
2017-05-11,22517,22746,22289,22746,11552,182003.0,7309357.0
2017-05-12,22837,22837,22243,22335,8854,178714.0,7309357.0
2017-05-15,22335,22517,21695,21696,16985,173597.0,7309357.0
2017-05-16,21969,21969,21193,21467,16436,171770.0,7309357.0
2017-05-17,21650,21878,20827,21741,36602,173963.0,7309357.0
2017-05-18,21467,21604,21375,21513,3941,172135.0,7309357.0
2017-05-19,21512,21878,21375,21650,6677,173232.0,7309357.0
2017-05-22,21741,21741,21147,21330,8174,170673.0,7309357.0
2017-05-23,21695,21695,21101,21330,6494,170673.0,7309357.0
2017-05-24,21375,21650,21330,21513,10268,172135.0,7309357.0
2017-05-25,21330,21604,21238,21239,10665,169943.0,7309357.0
2017-05-26,21238,21558,21238,21513,17575,172135.0,7309357.0
2017-05-29,21512,21512,21056,21285,11519,170308.0,7309357.0
2017-05-30,21284,21512,21101,21513,11249,172135.0,7309357.0
2017-05-31,21330,21969,21330,21787,23164,174328.0,7309357.0
2017-06-01,21924,22015,21604,21833,6045,174694.0,7309357.0
2017-06-02,22061,22061,21558,21696,11283,173597.0,7309357.0
2017-06-05,21467,21878,21467,21833,15926,174694.0,7309357.0
2017-06-07,21604,21832,21558,21696,14435,173597.0,7309357.0
2017-06-08,21878,21878,21604,21741,13739,173963.0,7309357.0
2017-06-09,21924,22563,21650,22426,40372,179445.0,7309357.0
2017-06-12,22609,22654,21924,22061,17424,176521.0,7309357.0
2017-06-13,21787,22609,21787,22472,21335,179810.0,7309357.0
2017-06-14,22609,22700,22243,22381,20295,179079.0,7309357.0
2017-06-15,22380,22563,21832,22107,8641,176886.0,7309357.0
2017-06-16,22198,22198,21467,21696,24351,173597.0,7309357.0
2017-06-19,21832,21924,21330,21467,21650,171770.0,7309357.0
2017-06-20,21330,21558,21101,21422,15575,171404.0,7309357.0
2017-06-21,21056,21284,21056,21193,14294,169577.0,7309357.0
2017-06-22,21375,21604,20827,21056,21533,168481.0,7309357.0
2017-06-23,21421,21421,20827,21239,11745,169943.0,7309357.0
2017-06-26,21467,21467,20919,21011,8127,168115.0,7309357.0
2017-06-27,21330,21330,21010,21148,6596,169212.0,7309357.0
2017-06-28,21101,22015,20873,21833,20964,174694.0,7309357.0
2017-06-29,21832,22654,21512,22518,56342,180176.0,7309357.0
2017-06-30,22517,22654,22243,22518,24415,180176.0,7309357.0
2017-07-03,22517,22609,22289,22472,23235,179810.0,7309357.0
2017-07-04,22609,22609,21832,21878,8805,175059.0,7309357.0
2017-07-05,22243,22243,21467,22152,14307,177252.0,7309357.0
2017-07-06,22152,22335,21924,22015,5593,176156.0,7309357.0
2017-07-07,22198,22198,21650,21833,8025,174694.0,7309357.0
2017-07-10,22289,22289,21375,21741,15499,173963.0,7309357.0
2017-07-11,21695,22654,21512,21833,30076,174694.0,7309357.0
2017-07-12,21741,22061,21741,21741,6674,173963.0,7309357.0
2017-07-13,21924,22061,21741,22015,9781,176156.0,7309357.0
2017-07-14,21878,22289,21878,22289,15965,178348.0,7309357.0
2017-07-17,22746,23111,22289,22838,90799,182734.0,7309357.0
2017-07-18,22563,23065,22472,22838,26674,182734.0,7309357.0
2017-07-19,23065,23705,22837,23660,35015,189312.0,7309357.0
2017-07-20,23659,24070,23202,23934,36555,191505.0,7309357.0
2017-07-21,23933,23979,23477,23934,9166,191505.0,7309357.0
2017-07-24,23933,24162,23294,23294,22621,186389.0,7309357.0
2017-07-25,23659,23659,22928,23568,18050,188581.0,7309357.0
2017-07-26,23751,23751,23111,23249,6663,186023.0,7309357.0
2017-07-27,23568,23842,22883,23751,28351,190043.0,7309357.0
2017-07-28,23979,24116,23522,23705,16184,189678.0,7309357.0
2017-07-31,23614,24025,23385,23660,19209,189312.0,7309357.0
2017-08-01,24070,24070,23294,23751,25245,190043.0,7309357.0
2017-08-02,23751,25029,23614,24665,61674,197353.0,7309357.0
2017-08-03,24618,24664,23796,24208,34163,193698.0,7309357.0
2017-08-04,24390,24390,23294,23294,27439,186389.0,7309357.0
2017-08-07,23294,23294,22517,22746,29192,182003.0,7309357.0
2017-08-08,22746,23202,22609,22838,12011,182734.0,7309357.0
2017-08-09,22791,22974,22563,22701,12160,181638.0,7309357.0
2017-08-10,22609,23157,22380,22655,10147,181272.0,7309357.0
2017-08-11,22380,22837,22198,22381,15600,179079.0,7309357.0
2017-08-14,22380,22609,22335,22518,6475,180176.0,7309357.0
2017-08-16,22517,23020,22472,22975,13543,183830.0,7309357.0
2017-08-17,22837,23659,22837,23523,8354,188216.0,7309357.0
2017-08-18,23202,23659,23157,23568,9784,188581.0,7309357.0
2017-08-21,23614,23614,23020,23112,8305,184927.0,7309357.0
2017-08-22,23294,23294,22472,22883,8506,183099.0,7309357.0
2017-08-23,22883,23020,22472,22838,10874,182734.0,7309357.0
2017-08-24,22837,23065,22609,22792,10487,182368.0,7309357.0
2017-08-25,22563,22746,22426,22655,14758,181272.0,7309357.0
2017-08-28,22426,22974,22335,22746,13158,182003.0,7309357.0
2017-08-29,22700,22791,22472,22609,11277,180907.0,7309357.0
2017-08-30,22609,23020,22380,22609,8582,180907.0,7309357.0
2017-08-31,22472,22837,22472,22609,5124,180907.0,7309357.0
2017-09-01,22654,22837,22289,22289,13282,178348.0,7309357.0
2017-09-04,21650,22015,21604,21741,16279,173963.0,7309357.0
2017-09-05,21741,21969,21512,21513,8181,172135.0,7309357.0
2017-09-06,21238,21832,21238,21650,7150,173232.0,7309357.0
2017-09-07,21924,21969,21650,21924,5275,175425.0,7309357.0
2017-09-08,22015,22015,20097,21102,38268,168846.0,7309357.0
2017-09-11,21101,21695,20919,21513,8605,172135.0,7309357.0
2017-09-12,21147,21375,20736,21376,27898,171039.0,7309357.0
2017-09-13,21375,21558,20782,21148,10558,169212.0,7309357.0
2017-09-14,21238,21558,21056,21422,7647,171404.0,7309357.0
2017-09-15,21467,21467,20553,20965,18907,167750.0,7309357.0
2017-09-18,21056,21056,20462,20782,9392,166288.0,7309357.0
2017-09-19,21010,21467,20690,20736,6419,165922.0,7309357.0
2017-09-20,20645,21056,20599,20874,9192,167019.0,7309357.0
2017-09-21,21010,21010,20645,20828,5266,166653.0,7309357.0
2017-09-22,20964,20964,19914,20554,19312,164461.0,7309357.0
2017-09-25,20553,20553,19822,19823,10973,158613.0,7309357.0
2017-09-26,19914,19914,19183,19823,10970,158613.0,7309357.0
2017-09-27,19640,20416,19640,20097,8668,160806.0,7309357.0
2017-09-28,19960,20371,19960,20097,3599,160806.0,7309357.0
2017-09-29,20371,20553,20097,20508,5299,164095.0,7309357.0
2017-10-10,20234,20919,20234,20371,6428,162999.0,7309357.0
2017-10-11,20919,20919,20371,20371,2877,162999.0,7309357.0
2017-10-12,20782,20782,19960,20325,12468,162633.0,7309357.0
2017-10-13,20508,21467,20508,21056,25461,168481.0,7309357.0
2017-10-16,21101,21101,20371,20462,17840,163730.0,7309357.0
2017-10-17,20736,20736,20279,20462,5501,163730.0,7309357.0
2017-10-18,20690,20690,20097,20371,6614,162999.0,7309357.0
2017-10-19,20097,20508,20005,20325,12849,162633.0,7309357.0
2017-10-20,20645,20645,20279,20325,9532,162633.0,7309357.0
2017-10-23,20599,20599,20097,20371,6768,162999.0,7309357.0
2017-10-24,20508,20508,20051,20371,19746,162999.0,7309357.0
2017-10-25,20371,20827,20325,20554,10937,164461.0,7309357.0
2017-10-26,20553,20553,19960,20143,21745,161171.0,7309357.0
2017-10-27,20142,20371,20005,20143,5392,161171.0,7309357.0
2017-10-30,20553,20553,20051,20097,10138,160806.0,7309357.0
2017-10-31,20325,20416,20051,20143,7695,161171.0,7309357.0
2017-11-01,20508,21101,20416,20919,30378,167384.0,7309357.0
2017-11-02,20964,21101,20599,20736,12292,165922.0,7309357.0
2017-11-03,20736,21193,20645,20782,8640,166288.0,7309357.0
2017-11-06,20964,21147,20553,20554,15759,164461.0,7309357.0
2017-11-07,20599,21787,20599,21650,41799,173232.0,7309357.0
2017-11-08,21649,22015,21284,21878,22296,175059.0,7309357.0
2017-11-09,21924,22426,21650,22244,21951,177983.0,7309357.0
2017-11-10,22198,22426,21878,22335,15717,178714.0,7309357.0
2017-11-13,22426,22426,21878,22107,15373,176886.0,7309357.0
2017-11-14,22106,22426,21558,22152,47006,177252.0,7309357.0
2017-11-15,22198,23294,22015,22609,73543,180907.0,7309357.0
2017-11-16,22563,22928,22243,22335,22127,178714.0,7309357.0
2017-11-17,22335,23431,22335,22838,32446,182734.0,7309357.0
2017-11-20,22974,23705,22974,23203,44510,185658.0,7309357.0
2017-11-21,23202,23705,22974,23203,47130,185658.0,7309357.0
2017-11-22,23248,23248,21924,22289,53071,178348.0,7309357.0
2017-11-23,22198,22563,21787,22564,18974,180541.0,7309357.0
2017-11-24,22791,22791,22015,22381,23459,179079.0,7309357.0
2017-11-27,22609,22609,21787,21833,17451,174694.0,7309357.0
2017-11-28,21832,22106,21558,21787,18740,174328.0,7309357.0
2017-11-29,21558,21924,21512,21650,10370,173232.0,7309357.0
2017-11-30,21604,22426,21558,21878,41717,175059.0,7309357.0
2017-12-01,21924,22289,21650,22015,18426,176156.0,7309357.0
2017-12-04,22380,22700,21969,22381,30614,179079.0,7309357.0
2017-12-05,22380,22791,21969,22289,34420,178348.0,7309357.0
2017-12-06,22289,22289,21878,22015,17517,176156.0,7309357.0
2017-12-07,21969,21969,21238,21559,34843,172501.0,7309357.0
2017-12-08,21238,21650,20919,21102,27723,168846.0,7309357.0
2017-12-11,21101,22198,20599,22107,36806,176886.0,7309357.0
2017-12-12,22289,22472,21741,22107,19093,176886.0,7309357.0
2017-12-13,22106,22426,21787,22107,24816,176886.0,7309357.0
2017-12-14,22243,22243,21649,21878,13919,175059.0,7309357.0
2017-12-15,21787,22106,21650,21924,10648,175425.0,7309357.0
2017-12-18,21924,22015,21650,21924,30065,175425.0,7309357.0
2017-12-19,21695,22152,21558,21604,25995,172866.0,7309357.0
2017-12-20,21421,21650,21238,21239,16962,169943.0,7309357.0
2017-12-21,21604,21604,21147,21193,19670,169577.0,7309357.0
2017-12-22,21193,21741,21193,21650,21876,173232.0,7309357.0
2017-12-26,21741,22106,21558,21650,55856,173232.0,7309357.0
2017-12-27,21800,23400,21500,22200,48174,162268.0,7309357.0
2017-12-28,22200,22650,22000,22400,21958,163730.0,7309357.0
2018-01-02,22400,22900,22200,22650,23171,165557.0,7309357.0
2018-01-03,22650,22850,22200,22350,25203,163364.0,7309357.0
2018-01-04,22700,22800,22350,22350,29663,163364.0,7309357.0
2018-01-05,22350,22600,22250,22350,14346,163364.0,7309357.0
2018-01-08,22250,22400,21900,21950,37144,160440.0,7309357.0
2018-01-09,21800,22600,21750,22200,25651,162268.0,7309357.0
2018-01-10,22550,22550,21900,22250,19796,162633.0,7309357.0
2018-01-11,22250,23600,22050,23600,72416,172501.0,7309357.0
2018-01-12,23500,24200,23250,23750,53469,173597.0,7309357.0
2018-01-15,24000,24050,23150,23600,30802,172501.0,7309357.0
2018-01-16,24100,24500,23550,23800,43220,173963.0,7309357.0
2018-01-17,24000,24000,23050,23500,31398,171770.0,7309357.0
2018-01-18,23500,27150,23350,25700,257927,187850.0,7309357.0
2018-01-19,25700,26900,25300,25700,159647,187850.0,7309357.0
2018-01-22,25600,25700,24950,25350,39358,185292.0,7309357.0
2018-01-23,25350,26000,24900,25700,46116,187850.0,7309357.0
2018-01-24,26100,26150,25150,25600,40749,187120.0,7309357.0
2018-01-25,25600,25600,25150,25400,23005,185658.0,7309357.0
2018-01-26,25400,26450,25250,26200,58095,191505.0,7309357.0
2018-01-29,26550,26600,25650,25800,47872,188581.0,7309357.0
2018-01-30,26000,26000,25050,25050,34223,183099.0,7309357.0
2018-01-31,25000,25050,24450,24850,30586,181638.0,7309357.0
2018-02-01,24850,25350,24500,24700,20674,180541.0,7309357.0
2018-02-02,24850,24850,23600,23800,43987,173963.0,7309357.0
2018-02-05,23300,24550,23100,23400,34204,171039.0,7309357.0
2018-02-06,23000,23600,22500,23350,48574,170673.0,7309357.0
2018-02-07,23650,24750,23000,23200,88172,169577.0,7309357.0
2018-02-08,23600,24500,23250,23950,55666,175059.0,7309357.0
2018-02-09,23350,23900,23350,23600,20769,172501.0,7309357.0
2018-02-12,23600,24950,23600,24850,71497,181638.0,7309357.0
2018-02-13,24950,25550,24100,24150,62791,176521.0,7309357.0
2018-02-14,24500,24550,23650,24050,38436,175790.0,7309357.0
2018-02-19,23700,24300,23700,24200,27408,176886.0,7309357.0
2018-02-20,24350,24500,23800,24000,28900,175425.0,7309357.0
2018-02-21,24000,24600,23950,24350,29290,177983.0,7309357.0
2018-02-22,24350,24350,23800,24050,20032,175790.0,7309357.0
2018-02-23,23850,24150,23850,24050,25762,175790.0,7309357.0
2018-02-26,24300,24650,24150,24400,22337,178348.0,7309357.0
2018-02-27,24400,24800,24150,24600,26449,179810.0,7309357.0
2018-02-28,24600,24600,23900,24100,28054,176156.0,7309357.0
2018-03-02,24000,24050,23600,23900,23796,174694.0,7309357.0
2018-03-05,24000,24000,23500,23650,14903,172866.0,7309357.0
2018-03-06,23800,24250,23700,23850,20317,174328.0,7309357.0
2018-03-07,23850,24050,23500,23600,17979,172501.0,7309357.0
2018-03-08,23850,23850,23500,23750,10801,173597.0,7309357.0
2018-03-09,23750,24350,23700,23900,20650,174694.0,7309357.0
2018-03-12,23900,24200,23900,24150,25372,176521.0,7309357.0
2018-03-13,24350,25050,24250,25000,74449,182734.0,7309357.0
2018-03-14,24800,25150,24500,24950,33923,182368.0,7309357.0
2018-03-15,25050,26850,24750,26400,154512,192967.0,7309357.0
2018-03-16,26500,27100,25850,26300,85393,192236.0,7309357.0
2018-03-19,26250,26250,25200,25550,41536,186754.0,7309357.0
2018-03-20,25200,26200,25050,26050,37871,190409.0,7309357.0
2018-03-21,26300,26650,25900,26150,47605,191140.0,7309357.0
2018-03-22,26250,26400,25350,25800,44134,188581.0,7309357.0
2018-03-23,25400,25700,24100,24600,56454,179810.0,7309357.0
2018-03-26,24200,24950,24050,24950,33002,182368.0,7309357.0
2018-03-27,25400,25400,24650,25100,34353,183465.0,7309357.0
2018-03-28,24900,25750,24400,25100,62011,183465.0,7309357.0
2018-03-29,25200,25650,24900,25400,27173,185658.0,7309357.0
2018-03-30,25750,25750,24850,25500,29517,186389.0,7309357.0
2018-04-02,25450,26050,25250,25750,31818,188216.0,7309357.0
2018-04-03,25700,26600,25300,26050,51955,190409.0,7309357.0
2018-04-04,26050,26200,25100,25450,33160,186023.0,7309357.0
2018-04-05,25500,25900,25400,25700,17926,187850.0,7309357.0
2018-04-06,25600,32400,25400,32000,1186958,233899.0,7309357.0
2018-04-09,32300,37800,31450,34450,1495112,251807.0,7309357.0
2018-04-10,35000,36000,33550,34900,370540,255097.0,7309357.0
2018-04-11,34850,37400,34450,34900,340670,255097.0,7309357.0
2018-04-12,34200,35300,32100,32700,191548,239016.0,7309357.0
2018-04-13,32750,34400,31350,33800,268264,270681.0,8008318.0
2018-04-16,33550,36700,33200,35500,299672,284295.0,8008318.0
2018-04-17,35950,35950,34350,35450,90580,283895.0,8008318.0
2018-04-18,35450,35450,32300,32300,182561,258669.0,8008318.0
2018-04-19,31800,31900,30450,31150,168340,249459.0,8008318.0
2018-04-20,31150,32400,30950,31150,77816,249459.0,8008318.0
2018-04-23,30850,31300,29850,30000,100825,240250.0,8008318.0
2018-04-24,30350,30900,29150,29350,79728,235044.0,8008318.0
2018-04-25,29150,29900,28450,29150,100864,233442.0,8008318.0
2018-04-26,29450,30500,29200,30500,95103,244254.0,8008318.0
2018-04-27,30700,31400,29950,30700,82731,245855.0,8008318.0
2018-04-30,30750,31000,28300,29300,121613,234644.0,8008318.0
2018-05-02,28900,29600,27750,29100,62906,233042.0,8008318.0
2018-05-03,29200,29550,28800,29100,33686,233042.0,8008318.0
2018-05-04,28850,30000,28500,29100,68767,233042.0,8008318.0
2018-05-08,31200,31200,29350,29400,142523,235445.0,8008318.0
2018-05-09,29250,30000,28600,29600,65396,237046.0,8008318.0
2018-05-10,30050,30650,29250,30150,87170,241451.0,8008318.0
2018-05-11,30250,32000,30250,31200,117482,249860.0,8008318.0
2018-05-14,32300,34200,31600,33400,249230,267478.0,8008318.0
2018-05-15,32950,33650,31650,32500,122594,260270.0,8008318.0
2018-05-16,31500,31750,30750,31350,113539,251061.0,8008318.0
2018-05-17,31350,32450,30950,31650,73592,253463.0,8008318.0
2018-05-18,31800,32200,31350,31850,57828,255065.0,8008318.0
2018-05-21,31850,32150,30850,31400,59836,251461.0,8008318.0
