한송네오텍(226440),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-06-26,2196,2207,2191,2202,9074,8833.0,4450000.0
2017-06-27,2207,2207,2191,2197,17864,8811.0,4450000.0
2017-06-28,2196,2207,2196,2208,15390,8856.0,4450000.0
2017-06-29,2196,2207,2196,2202,828,8833.0,4450000.0
2017-06-30,2202,2224,2202,2219,82492,8900.0,4450000.0
2017-07-03,2230,2230,2213,2225,14970,8922.0,4450000.0
2017-07-04,2224,2235,2218,2230,30918,8944.0,4450000.0
2017-07-05,2230,2230,2207,2230,9821,8944.0,4450000.0
2017-07-06,2218,2230,2213,2230,1469,8944.0,4450000.0
2017-07-07,2230,2241,2213,2236,13014,8967.0,4450000.0
2017-07-10,2235,2235,2224,2225,6737,8922.0,4450000.0
2017-07-11,2235,2246,2224,2247,33573,9011.0,4450000.0
2017-07-12,2246,2246,2230,2241,16553,8989.0,4450000.0
2017-07-13,2241,2246,2230,2247,11122,9011.0,4450000.0
2017-07-14,2241,2246,2235,2247,17732,9011.0,4450000.0
2017-07-17,2246,2252,2246,2247,9082,9011.0,4450000.0
2017-07-18,2252,2252,2235,2247,7502,9011.0,4450000.0
2017-07-19,2230,2246,2230,2247,15038,9011.0,4450000.0
2017-07-20,2246,2246,2235,2247,1178,9011.0,4450000.0
2017-07-21,2230,2257,2230,2258,3006,9056.0,4450000.0
2017-07-24,2252,2252,2230,2230,6964,8944.0,4450000.0
2017-07-25,2230,2241,2218,2241,7033,8989.0,4450000.0
2017-07-26,2218,2241,2218,2236,11898,8967.0,4450000.0
2017-07-27,2218,2235,2218,2236,4909,8967.0,4450000.0
2017-07-28,2246,2246,2218,2241,13907,8989.0,4450000.0
2017-07-31,2241,2241,2213,2241,1245,8989.0,4450000.0
2017-08-01,2230,2230,2218,2230,5016,8944.0,4450000.0
2017-08-02,2241,2241,2218,2236,14555,8967.0,4450000.0
2017-08-03,2230,2235,2230,2230,14995,8944.0,4450000.0
2017-08-04,2230,2241,2230,2241,1484,8989.0,4450000.0
2017-08-07,2230,2235,2230,2236,5137,8967.0,4450000.0
2017-08-08,2246,2252,2224,2247,2000,9011.0,4450000.0
2017-08-09,2218,2252,2218,2236,3454,8967.0,4450000.0
2017-08-10,2230,2230,2230,2230,0,8944.0,4450000.0
2017-08-11,2218,2246,2218,2247,12845,9011.0,4450000.0
2017-08-14,2241,2241,2241,2241,0,8989.0,4450000.0
2017-08-16,2224,2246,2218,2247,26559,9011.0,4450000.0
2017-08-17,2241,2241,2241,2241,0,,
2017-08-18,2224,2246,2224,2247,9691,9011.0,4450000.0
2017-08-21,2252,2263,2224,2252,14108,9034.0,4450000.0
2017-08-22,2235,2252,2224,2252,10977,9034.0,4450000.0
2017-08-23,2224,2252,2224,2247,3224,9011.0,4450000.0
2017-08-24,2241,2252,2241,2252,1777,9034.0,4450000.0
2017-08-25,2241,2263,2241,2258,5429,9056.0,4450000.0
2017-08-28,2252,2263,2252,2263,11955,9078.0,4450000.0
2017-08-29,2252,2263,2252,2263,40311,9078.0,4450000.0
2017-08-30,2235,2263,2235,2263,645,9078.0,4450000.0
2017-08-31,2252,2257,2246,2258,27646,9056.0,4450000.0
2017-09-01,2246,2263,2246,2252,1005,9034.0,4450000.0
2017-09-04,2241,2274,2218,2252,68193,9034.0,4450000.0
2017-09-05,2235,2257,2235,2252,1382,9034.0,4450000.0
2017-09-06,2252,2252,2246,2247,18429,9011.0,4450000.0
2017-09-07,2241,2268,2241,2247,11893,9011.0,4450000.0
2017-09-08,2274,2274,2252,2252,535,9034.0,4450000.0
2017-09-11,2246,2252,2241,2247,25249,9011.0,4450000.0
2017-09-12,2268,2268,2246,2252,335,9034.0,4450000.0
2017-09-13,2246,2252,2241,2241,3645,8989.0,4450000.0
2017-09-14,2263,2263,2230,2252,4907,9034.0,4450000.0
2017-09-15,2274,2274,2252,2252,7352,9034.0,4450000.0
2017-09-18,2246,2274,2246,2263,1218,9078.0,4450000.0
2017-09-19,2274,2274,2230,2247,18578,9011.0,4450000.0
2017-09-20,2252,2252,2235,2252,5888,9034.0,4450000.0
2017-09-21,2257,2257,2257,2258,2,9056.0,4450000.0
2017-09-22,2230,2257,2230,2258,1051,9056.0,4450000.0
2017-09-25,2252,2257,2246,2252,6006,9034.0,4450000.0
2017-09-26,2257,2257,2246,2247,20,9011.0,4450000.0
2017-09-27,2252,2252,2235,2252,5546,9034.0,4450000.0
2017-09-28,2252,2252,2246,2252,1871,9034.0,4450000.0
2017-09-29,2235,2302,2235,2269,830,9100.0,4450000.0
2017-10-10,2257,2257,2241,2258,1579,9056.0,4450000.0
2017-10-11,2252,2257,2246,2252,10890,9034.0,4450000.0
2017-10-12,2252,2252,2246,2252,2767,9034.0,4450000.0
2017-10-13,2307,2307,2235,2291,3996,9189.0,4450000.0
2017-10-16,2252,2285,2252,2280,3353,9145.0,4450000.0
2017-10-17,2268,2268,2268,2269,1,9100.0,4450000.0
2017-10-18,2241,2263,2241,2263,378,9078.0,4450000.0
2017-10-19,2241,2252,2241,2247,945,9011.0,4450000.0
2017-10-20,2230,2263,2230,2263,753,9078.0,4450000.0
2017-10-23,2230,2257,2230,2230,5391,8944.0,4450000.0
2017-10-24,2246,2246,2241,2241,1300,8989.0,4450000.0
2017-10-25,2241,2246,2241,2247,398,9011.0,4450000.0
2017-10-26,2241,2252,2235,2252,800,9034.0,4450000.0
2017-10-27,2235,2252,2235,2252,394,9034.0,4450000.0
2017-10-30,2252,2257,2235,2247,855,9011.0,4450000.0
2017-10-31,2252,2252,2241,2252,1006,9034.0,4450000.0
2017-11-01,2235,2241,2235,2241,5307,8989.0,4450000.0
2017-11-02,2241,2246,2235,2241,32017,8989.0,4450000.0
2017-11-03,2235,2241,2235,2241,4877,8989.0,4450000.0
2017-11-06,2246,2246,2230,2236,2783,8967.0,4450000.0
2017-11-07,2235,2235,2230,2236,15910,8967.0,4450000.0
2017-11-08,2230,2235,2230,2236,868,8967.0,4450000.0
2017-11-09,2241,2241,2224,2236,307,8967.0,4450000.0
2017-11-10,2241,2241,2230,2236,22643,8967.0,4450000.0
2017-11-13,2230,2235,2224,2236,16288,8967.0,4450000.0
2017-11-14,2230,2241,2230,2236,2701,8967.0,4450000.0
2017-11-15,2224,2224,2207,2219,73920,8900.0,4450000.0
2017-11-16,2230,2235,2196,2230,89843,8944.0,4450000.0
2017-11-17,2207,2230,2207,2225,5277,8922.0,4450000.0
2017-11-20,2230,2230,2207,2225,50185,8922.0,4450000.0
2017-11-21,2202,2230,2202,2230,10391,8944.0,4450000.0
2017-11-22,2218,2230,2218,2230,1251,8944.0,4450000.0
2017-11-23,2224,2224,2213,2225,7860,8922.0,4450000.0
2017-11-24,2230,2230,2218,2225,31795,8922.0,4450000.0
2017-11-27,2218,2224,2218,2225,2692,8922.0,4450000.0
2017-11-28,2218,2230,2218,2230,2860,8944.0,4450000.0
2017-11-29,2218,2230,2218,2230,122,8944.0,4450000.0
2017-11-30,2241,2241,2230,2241,23543,8989.0,4450000.0
2017-12-01,2246,2252,2241,2252,25991,9034.0,4450000.0
2017-12-04,2252,2280,2252,2274,34512,9122.0,4450000.0
2017-12-05,2257,2285,2257,2274,14813,9122.0,4450000.0
2017-12-06,2274,2296,2257,2297,25454,9212.0,4450000.0
2017-12-07,2291,2291,2263,2280,2010,9145.0,4450000.0
2017-12-08,0,0,0,2280,0,9145.0,4450000.0
2017-12-11,0,0,0,2280,0,,
2017-12-12,0,0,0,2280,0,,
2017-12-13,0,0,0,2280,0,,
2017-12-14,0,0,0,2280,0,,
2017-12-15,0,0,0,2280,0,,
2017-12-18,0,0,0,2280,0,,
2017-12-19,0,0,0,2280,0,,
2017-12-20,0,0,0,2280,0,,
2017-12-21,0,0,0,2280,0,,
2017-12-22,0,0,0,2280,0,,
2017-12-26,0,0,0,2280,0,,
2017-12-27,0,0,0,2280,0,,
2017-12-28,0,0,0,2280,0,,
2018-01-02,0,0,0,2280,0,,
2018-01-03,0,0,0,2280,0,,
2018-01-04,0,0,0,2280,0,,
2018-01-05,0,0,0,2280,0,,
2018-01-08,0,0,0,2280,0,,
2018-01-09,0,0,0,2280,0,,
2018-01-10,0,0,0,2280,0,,
2018-01-11,0,0,0,2280,0,,
2018-01-12,0,0,0,2280,0,,
2018-01-15,0,0,0,2280,0,,
2018-01-16,0,0,0,2280,0,,
2018-01-17,0,0,0,2280,0,,
2018-01-18,0,0,0,2280,0,,
2018-01-19,0,0,0,2280,0,,
2018-01-22,0,0,0,2280,0,,
2018-01-23,0,0,0,2280,0,,
2018-01-24,0,0,0,2280,0,,
2018-01-25,0,0,0,2280,0,,
2018-01-26,0,0,0,2280,0,,
2018-01-29,0,0,0,2280,0,,
2018-01-30,0,0,0,2280,0,,
2018-01-31,0,0,0,2280,0,,
2018-02-01,0,0,0,2280,0,,
2018-02-02,0,0,0,2280,0,,
2018-02-05,0,0,0,2280,0,,
2018-02-06,0,0,0,2280,0,,
2018-02-07,0,0,0,2280,0,,
2018-02-08,0,0,0,2280,0,,
2018-02-09,0,0,0,2280,0,,
2018-02-12,0,0,0,2280,0,,
2018-02-13,0,0,0,2280,0,,
2018-02-14,0,0,0,2280,0,,
2018-02-19,0,0,0,2280,0,,
2018-02-20,0,0,0,2280,0,,
2018-02-21,0,0,0,2280,0,,
2018-02-22,0,0,0,2280,0,,
2018-02-23,0,0,0,2280,0,,
2018-02-26,0,0,0,2280,0,,
2018-02-27,0,0,0,2280,0,,
2018-02-28,0,0,0,2280,0,,
2018-03-02,0,0,0,2280,0,,
2018-03-05,0,0,0,2280,0,,
2018-03-06,0,0,0,2280,0,,
2018-03-07,0,0,0,2280,0,,
2018-03-08,0,0,0,2280,0,,
2018-03-09,0,0,0,2280,0,,
2018-03-12,0,0,0,2280,0,,
2018-03-13,0,0,0,2280,0,,
2018-03-14,0,0,0,2280,0,,
2018-03-15,0,0,0,2280,0,,
2018-03-16,0,0,0,2280,0,,
2018-03-19,0,0,0,2280,0,,
2018-03-20,0,0,0,2280,0,,
2018-03-21,0,0,0,2280,0,,
2018-03-22,0,0,0,2280,0,,
2018-03-23,0,0,0,2280,0,,
2018-03-26,0,0,0,2280,0,,
2018-03-27,0,0,0,2280,0,,
2018-03-28,0,0,0,2280,0,,
2018-03-29,0,0,0,2280,0,,
2018-03-30,0,0,0,2280,0,,
2018-04-02,0,0,0,2280,0,,
2018-04-03,0,0,0,2280,0,,
2018-04-04,0,0,0,2280,0,,
2018-04-05,0,0,0,2280,0,,
2018-04-06,0,0,0,2280,0,,
2018-04-09,0,0,0,2280,0,,
2018-04-10,0,0,0,2280,0,,
2018-04-11,0,0,0,2280,0,,
2018-04-12,0,0,0,2280,0,,
2018-04-13,2280,2400,2120,2145,1359812,9545.0,4450000.0
2018-04-16,2195,2210,2140,2195,286960,9768.0,4450000.0
2018-04-17,2195,2410,2175,2290,679595,10190.0,4450000.0
2018-04-18,2315,2360,2250,2280,193105,10146.0,4450000.0
2018-04-19,2280,2295,2220,2290,102880,10190.0,4450000.0
2018-04-20,2290,2400,2290,2375,236364,10569.0,4450000.0
2018-04-23,2395,2440,2360,2415,221332,10747.0,4450000.0
2018-04-24,2435,2435,2360,2430,156831,10814.0,4450000.0
2018-04-25,2445,2445,2375,2375,91756,10569.0,4450000.0
2018-04-26,2380,2395,2285,2320,169809,10324.0,4450000.0
2018-04-27,2320,2345,2220,2280,137176,10146.0,4450000.0
2018-04-30,2255,2295,2255,2290,36298,10190.0,4450000.0
2018-05-02,2315,2315,2215,2220,87479,9879.0,4450000.0
2018-05-03,2240,2285,2210,2255,51931,10035.0,4450000.0
2018-05-04,2230,2250,2210,2230,60145,9924.0,4450000.0
2018-05-08,2235,2245,2205,2230,32817,9924.0,4450000.0
2018-05-09,2230,2240,2220,2240,11365,9968.0,4450000.0
2018-05-10,2240,2295,2210,2240,52613,9968.0,4450000.0
2018-05-11,2245,2345,2245,2340,145549,10413.0,4450000.0
2018-05-14,2350,2650,2300,2435,908485,10836.0,4450000.0
2018-05-15,2445,2460,2365,2410,290496,10724.0,4450000.0
2018-05-16,2410,2570,2370,2495,452168,11103.0,4450000.0
2018-05-17,2500,2550,2470,2550,143151,11348.0,4450000.0
2018-05-18,2550,2595,2490,2515,194471,11192.0,4450000.0
2018-05-21,2540,2540,2385,2400,359589,10680.0,4450000.0
2018-05-23,2400,2465,2380,2390,125848,10636.0,4450000.0
2018-05-24,2390,2450,2380,2420,117833,10769.0,4450000.0
2018-05-25,2385,3090,2365,2905,5285366,12927.0,4450000.0
2018-05-28,3150,3290,2775,2940,2648296,13083.0,4450000.0
2018-05-29,2855,3195,2795,3080,2148039,13706.0,4450000.0
2018-05-30,3035,3755,3000,3430,3955758,15264.0,4450000.0
2018-05-31,3340,3565,3280,3350,821864,14908.0,4450000.0
2018-06-01,3540,3600,3100,3155,1065094,14040.0,4450000.0
2018-06-04,3120,3190,2980,3030,484049,13484.0,4450000.0
2018-06-05,3090,3395,2975,3230,1196901,14374.0,4450000.0
2018-06-07,3225,3370,3125,3235,324910,14396.0,4450000.0
2018-06-08,3185,3315,3160,3165,311320,14084.0,4450000.0
2018-06-11,3105,3150,2985,3015,311317,13417.0,4450000.0
2018-06-12,3075,3075,2860,2900,276789,12905.0,4450000.0
2018-06-14,2900,3180,2880,2985,396165,13283.0,4450000.0
2018-06-15,2990,3025,2910,2925,175826,13016.0,4450000.0
2018-06-18,3050,3050,2900,2925,95292,13016.0,4450000.0
2018-06-19,2900,2995,2800,2845,154040,12660.0,4450000.0
2018-06-20,2785,2870,2785,2820,98830,12549.0,4450000.0
2018-06-21,2800,3060,2800,2930,194460,13038.0,4450000.0
2018-06-22,2935,2960,2810,2870,75406,12772.0,4450000.0
2018-06-25,2900,2990,2835,2950,72146,13128.0,4450000.0
2018-06-26,2965,3145,2915,3050,282490,13572.0,4450000.0
2018-06-27,3170,3195,3060,3090,297104,13750.0,4450000.0
2018-06-28,3035,3160,2995,3005,120232,13372.0,4450000.0
2018-06-29,3005,3095,2930,2995,113454,13328.0,4450000.0
2018-07-02,2985,3100,2975,2975,59487,13239.0,4450000.0
2018-07-03,3030,3490,2965,3040,1056115,13528.0,4450000.0
2018-07-04,3055,3320,3020,3175,549026,14129.0,4450000.0
2018-07-05,3175,3245,3100,3170,184460,14106.0,4450000.0
2018-07-06,3165,3300,3055,3130,237601,13928.0,4450000.0
2018-07-09,3170,3350,3135,3345,389207,14885.0,4450000.0
2018-07-10,3345,3380,3210,3305,210063,14707.0,4450000.0
2018-07-11,3300,3400,3245,3280,179777,14596.0,4450000.0
2018-07-12,3280,3340,3060,3075,330006,13684.0,4450000.0
2018-07-13,3115,3115,2930,2995,316216,13328.0,4450000.0
2018-07-16,2995,2995,2110,2185,8756204,78291.0,35831149.0
2018-07-17,2185,2230,2105,2155,2518685,77216.0,35831149.0
2018-07-18,2155,2165,2025,2055,1713524,73633.0,35831149.0
2018-07-19,2040,2055,1875,1920,6546488,68796.0,35831149.0
2018-07-20,1870,1940,1855,1895,1120580,67900.0,35831149.0
2018-07-23,1895,1930,1700,1715,2165475,61450.0,35831149.0
2018-07-24,1720,1755,1675,1715,1114346,61450.0,35831149.0
2018-07-25,1720,1760,1640,1685,718657,60375.0,35831149.0
2018-07-26,1710,1725,1660,1670,856465,59838.0,35831149.0
2018-07-27,1675,1710,1650,1695,764093,60734.0,35831149.0
2018-07-30,1720,1725,1675,1700,563197,60913.0,35831149.0
2018-07-31,1705,1710,1675,1680,413690,64178.0,38201008.0
2018-08-01,1690,1745,1685,1730,517611,66088.0,38201008.0
2018-08-02,1730,1885,1720,1780,3116643,67998.0,38201008.0
2018-08-03,1780,1800,1740,1770,881468,67616.0,38201008.0
2018-08-06,1770,1785,1735,1750,663615,66852.0,38201008.0
2018-08-07,1760,1785,1720,1735,580318,66279.0,38201008.0
2018-08-08,1730,1740,1680,1685,548967,64369.0,38201008.0
2018-08-09,1700,1700,1665,1680,364936,64178.0,38201008.0
2018-08-10,1690,1710,1650,1665,554703,63605.0,38201008.0
2018-08-13,1670,1690,1640,1645,512590,62841.0,38201008.0
2018-08-14,1655,1670,1635,1640,419759,62650.0,38201008.0
2018-08-16,1620,1625,1515,1610,856082,61504.0,38201008.0
2018-08-17,1630,1655,1585,1630,261299,62268.0,38201008.0
2018-08-20,1640,1675,1630,1655,347926,63223.0,38201008.0
2018-08-21,1665,1770,1665,1680,1070916,64178.0,38201008.0
2018-08-22,1680,1685,1650,1670,336671,63796.0,38201008.0
2018-08-23,1680,1680,1655,1680,168163,64178.0,38201008.0
2018-08-24,1700,1775,1685,1690,1467276,64560.0,38201008.0
2018-08-27,1675,1735,1675,1730,462988,66088.0,38201008.0
2018-08-28,1725,1740,1695,1720,482207,65706.0,38201008.0
2018-08-29,1715,1730,1705,1715,344390,65515.0,38201008.0
2018-08-30,1710,1760,1710,1735,752298,66279.0,38201008.0
2018-08-31,1745,1775,1730,1775,1475052,67807.0,38201008.0
2018-09-03,1815,1825,1765,1795,1185641,68571.0,38201008.0
2018-09-04,1785,1795,1740,1765,616207,67425.0,38201008.0
2018-09-05,1770,1780,1730,1745,447144,66661.0,38201008.0
2018-09-06,1745,1745,1700,1705,370287,65133.0,38201008.0
2018-09-07,1700,1715,1680,1695,353448,64751.0,38201008.0
2018-09-10,1685,1710,1680,1700,225528,64942.0,38201008.0
2018-09-11,1690,1770,1685,1755,672299,67043.0,38201008.0
2018-09-12,1755,1775,1715,1750,626233,66852.0,38201008.0
2018-09-13,1745,1750,1720,1750,253928,66852.0,38201008.0
2018-09-14,1760,1920,1750,1780,3771652,67998.0,38201008.0
2018-09-17,1780,1780,1730,1730,675775,66088.0,38201008.0
2018-09-18,1720,1775,1700,1735,517035,66279.0,38201008.0
2018-09-19,1740,1775,1740,1765,749485,67425.0,38201008.0
2018-09-20,1815,1830,1725,1745,1319847,66661.0,38201008.0
2018-09-21,1750,1775,1735,1775,441857,67807.0,38201008.0
2018-09-27,1775,1780,1740,1745,335474,66661.0,38201008.0
2018-09-28,1745,1755,1720,1740,247796,66470.0,38201008.0
2018-10-01,1735,1755,1715,1730,255058,66088.0,38201008.0
2018-10-02,1715,1730,1670,1670,343033,63796.0,38201008.0
2018-10-04,1670,1680,1575,1615,504406,61695.0,38201008.0
2018-10-05,1630,1630,1555,1555,436721,59403.0,38201008.0
2018-10-08,1525,1675,1520,1555,655805,59403.0,38201008.0
2018-10-10,1550,1565,1480,1480,350398,56537.0,38201008.0
2018-10-11,1415,1450,1335,1335,677655,50998.0,38201008.0
2018-10-12,1320,1425,1310,1395,548873,53290.0,38201008.0
2018-10-15,1410,1595,1385,1425,2943032,54436.0,38201008.0
2018-10-16,1435,1720,1435,1615,6253777,61695.0,38201008.0
2018-10-17,1600,1680,1560,1560,1587361,59594.0,38201008.0
2018-10-18,1580,1670,1555,1670,1818838,63796.0,38201008.0
2018-10-19,1640,1655,1590,1615,880969,61695.0,38201008.0
2018-10-22,1595,1730,1595,1690,1966589,64560.0,38201008.0
2018-10-23,1675,1715,1590,1610,1302016,61504.0,38201008.0
2018-10-24,1620,1655,1550,1555,1434961,59403.0,38201008.0
2018-10-25,1485,1550,1460,1500,690964,57302.0,38201008.0
2018-10-26,1535,1640,1450,1615,2717447,61695.0,38201008.0
2018-10-29,1655,1960,1625,1900,36872277,72582.0,38201008.0
2018-10-30,2005,2025,1690,1775,17067009,67807.0,38201008.0
2018-10-31,1805,1935,1780,1900,21868961,72582.0,38201008.0
2018-11-01,1940,1990,1865,1990,12755618,76020.0,38201008.0
2018-11-02,1980,2065,1955,2010,12351551,76784.0,38201008.0
2018-11-05,2020,2050,1980,1995,5378385,76211.0,38201008.0
2018-11-06,1970,1975,1840,1925,7281627,73537.0,38201008.0
2018-11-07,2080,2115,1795,1855,14190376,70863.0,38201008.0
2018-11-08,1885,1975,1875,1960,5616700,74874.0,38201008.0
2018-11-09,1950,1995,1880,1900,3882907,72582.0,38201008.0
2018-11-12,1860,1905,1805,1805,2344337,68953.0,38201008.0
2018-11-13,1770,1825,1710,1780,2513002,67998.0,38201008.0
2018-11-14,1770,1915,1760,1850,5345125,70672.0,38201008.0
2018-11-15,1895,1940,1815,1885,3905720,72009.0,38201008.0
2018-11-16,1900,1910,1840,1850,1815115,70672.0,38201008.0
2018-11-19,1895,1900,1845,1855,1606654,70863.0,38201008.0
2018-11-20,1810,1845,1780,1805,1347432,68953.0,38201008.0
2018-11-21,1780,1840,1780,1790,1381495,68380.0,38201008.0
2018-11-22,1805,1815,1650,1690,1620158,64560.0,38201008.0
2018-11-23,1695,1715,1575,1590,1737530,60740.0,38201008.0
2018-11-26,1590,1660,1570,1640,1141941,62650.0,38201008.0
2018-11-27,1640,1670,1620,1650,589827,63032.0,38201008.0
2018-11-28,1655,1680,1620,1620,581239,61886.0,38201008.0
2018-11-29,1645,1760,1615,1750,1978878,66852.0,38201008.0
2018-11-30,1735,1835,1695,1740,2693469,66470.0,38201008.0
2018-12-03,1800,1875,1765,1865,3932024,71245.0,38201008.0
2018-12-04,1900,1910,1815,1860,3136465,71054.0,38201008.0
2018-12-05,1815,2100,1810,2100,8304438,80222.0,38201008.0
2018-12-06,2115,2120,1940,1985,6973829,75829.0,38201008.0
2018-12-07,2060,2295,1920,1940,30095930,74110.0,38201008.0
2018-12-10,1950,2035,1930,2025,3512400,77357.0,38201008.0
2018-12-11,2010,2175,1970,2020,8040244,77166.0,38201008.0
2018-12-12,2150,2200,2040,2090,4915471,79840.0,38201008.0
2018-12-13,2090,2255,2070,2255,7077953,86143.0,38201008.0
2018-12-14,2260,2375,2220,2270,9254274,86716.0,38201008.0
2018-12-17,2270,2300,2180,2255,2655260,86143.0,38201008.0
2018-12-18,2210,2215,2020,2070,3407968,79076.0,38201008.0
2018-12-19,2095,2120,1970,2000,2263023,76402.0,38201008.0
2018-12-20,1980,2045,1940,1980,1341729,75638.0,38201008.0
2018-12-21,1960,2025,1870,1905,1314167,72773.0,38201008.0
2018-12-24,1865,1905,1760,1800,1115616,68762.0,38201008.0
2018-12-26,1730,1850,1730,1815,833932,69335.0,38201008.0
2018-12-27,1830,1890,1800,1845,1380578,70481.0,38201008.0
2018-12-28,1860,1960,1845,1875,1213052,71627.0,38201008.0
2019-01-02,1910,1925,1855,1900,914997,72582.0,38201008.0
2019-01-03,1900,1940,1815,1870,1330748,71436.0,38201008.0
2019-01-04,1885,1895,1825,1845,1033348,70481.0,38201008.0
2019-01-07,1900,1965,1860,1925,1455258,73537.0,38201008.0
2019-01-08,1885,1900,1800,1830,1456580,69908.0,38201008.0
2019-01-09,1880,1895,1850,1860,1569088,71054.0,38201008.0
2019-01-10,1885,1910,1585,1645,3835375,62841.0,38201008.0
2019-01-11,1650,1680,1585,1595,2061222,60931.0,38201008.0
2019-01-14,1885,1945,1750,1800,6061023,68762.0,38201008.0
2019-01-15,1800,1800,1710,1730,1807440,66088.0,38201008.0
2019-01-16,1730,1765,1650,1685,2229194,66728.0,39601008.0
2019-01-17,1700,1720,1645,1665,926305,65936.0,39601008.0
2019-01-18,1665,1725,1650,1685,899534,66728.0,39601008.0
2019-01-21,1730,1740,1685,1705,988171,67520.0,39601008.0
2019-01-22,1710,1750,1685,1720,942949,68114.0,39601008.0
2019-01-23,1720,1745,1700,1725,721119,68312.0,39601008.0
2019-01-24,1720,1755,1710,1735,960232,68708.0,39601008.0
2019-01-25,1760,1760,1730,1745,679262,69104.0,39601008.0
2019-01-28,1800,1800,1745,1765,2311814,69896.0,39601008.0
2019-01-29,1800,1865,1740,1810,9318639,71678.0,39601008.0
2019-01-30,1810,1860,1700,1730,6028697,68510.0,39601008.0
2019-01-31,1720,1720,1635,1645,2937414,65144.0,39601008.0
2019-02-01,1650,1700,1635,1685,1406172,66728.0,39601008.0
2019-02-07,1685,1720,1650,1695,861862,67124.0,39601008.0
2019-02-08,1685,1740,1680,1695,1346363,67124.0,39601008.0
2019-02-11,1700,1710,1640,1660,1637594,65738.0,39601008.0
2019-02-12,1605,1640,1590,1630,1077285,64550.0,39601008.0
2019-02-13,1635,1660,1615,1630,933204,64550.0,39601008.0
2019-02-14,1630,1640,1605,1615,564995,63956.0,39601008.0
2019-02-15,1615,1615,1595,1610,406019,63758.0,39601008.0
2019-02-18,1610,1625,1610,1615,359080,63956.0,39601008.0
2019-02-19,1630,1660,1610,1635,1110208,64748.0,39601008.0
2019-02-20,1645,1645,1605,1605,710117,63560.0,39601008.0
2019-02-21,1615,1620,1595,1600,420322,63362.0,39601008.0
2019-02-22,1590,1630,1580,1605,613339,63560.0,39601008.0
2019-02-25,1600,1635,1595,1605,473983,63560.0,39601008.0
2019-02-26,1610,1615,1590,1600,445706,63362.0,39601008.0
2019-02-27,1600,1610,1590,1600,351130,63362.0,39601008.0
2019-02-28,1605,1605,1405,1460,2023817,57817.0,39601008.0
2019-03-04,1490,1530,1490,1520,472970,60194.0,39601008.0
2019-03-05,1520,1535,1490,1510,422861,59798.0,39601008.0
2019-03-06,1515,1515,1490,1505,329292,59600.0,39601008.0
2019-03-07,1505,1510,1475,1480,366727,58609.0,39601008.0
2019-03-08,1475,1495,1450,1455,269484,57619.0,39601008.0
2019-03-11,1450,1485,1360,1420,572352,56233.0,39601008.0
2019-03-12,1420,1570,1420,1485,2657068,58807.0,39601008.0
2019-03-13,1480,1495,1440,1450,457687,57421.0,39601008.0
2019-03-14,1450,1520,1445,1480,353913,58609.0,39601008.0
2019-03-15,1470,1510,1455,1480,599435,58609.0,39601008.0
2019-03-18,1480,1520,1480,1500,607548,59402.0,39601008.0
2019-03-19,1500,1520,1475,1485,410730,58807.0,39601008.0
2019-03-20,1485,1535,1465,1495,976219,59204.0,39601008.0
2019-03-21,1510,1520,1475,1485,409796,58807.0,39601008.0
2019-03-22,1485,1510,1440,1450,700133,57421.0,39601008.0
2019-03-25,1440,1460,1405,1405,306523,55639.0,39601008.0
2019-03-26,1420,1435,1390,1410,375964,55837.0,39601008.0
2019-03-27,1420,1430,1360,1365,435063,54055.0,39601008.0
2019-03-28,1365,1385,1285,1290,518174,51085.0,39601008.0
2019-03-29,1295,1400,1245,1320,1501669,52273.0,39601008.0
2019-04-01,1330,1405,1305,1400,686502,55441.0,39601008.0
2019-04-02,1410,1445,1385,1415,591324,56035.0,39601008.0
2019-04-03,1420,1450,1405,1435,526412,56827.0,39601008.0
2019-04-04,1435,1435,1400,1410,311542,55837.0,39601008.0
2019-04-05,1410,1425,1390,1410,306271,55837.0,39601008.0
2019-04-08,1420,1465,1410,1435,400540,56827.0,39601008.0
2019-04-09,1470,1520,1435,1435,2232391,56827.0,39601008.0
2019-04-10,1415,1485,1415,1480,650510,58609.0,39601008.0
2019-04-11,1485,1530,1480,1505,873439,59600.0,39601008.0
2019-04-12,1530,1550,1500,1520,979419,60194.0,39601008.0
2019-04-15,1535,1540,1485,1505,505171,59600.0,39601008.0
2019-04-16,1505,1510,1465,1500,442606,59402.0,39601008.0
2019-04-17,1495,1540,1495,1510,583775,59798.0,39601008.0
2019-04-18,1525,1555,1495,1510,887203,59798.0,39601008.0
2019-04-19,1510,1650,1510,1620,4130004,64154.0,39601008.0
2019-04-22,1595,1600,1550,1585,1123485,62768.0,39601008.0
2019-04-23,1585,1640,1585,1585,1587548,62768.0,39601008.0
2019-04-24,1630,1775,1605,1750,13917626,69302.0,39601008.0
2019-04-25,1745,1790,1705,1790,3945157,70886.0,39601008.0
2019-04-26,1785,1790,1705,1710,2587059,67718.0,39601008.0
2019-04-29,1710,1810,1630,1800,3676909,71282.0,39601008.0
2019-04-30,1790,1805,1730,1745,1989619,69104.0,39601008.0
2019-05-02,1760,1860,1750,1840,4570176,72866.0,39601008.0
2019-05-03,1855,2025,1855,1895,10041433,75044.0,39601008.0
