케이비제19호스팩(330990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-09-30,2045,2055,2040,2050,2486105,8817.0,4301000.0
2019-10-01,2050,2060,2050,2050,141583,8817.0,4301000.0
2019-10-02,2050,2065,2050,2055,221638,8839.0,4301000.0
2019-10-04,2055,2080,2055,2065,91386,8882.0,4301000.0
2019-10-07,2065,2075,2065,2065,185052,8882.0,4301000.0
