카페24(042000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-23,151000,156800,148300,155300,191538,1375672.0,8858157.0
2018-05-24,157000,164200,156600,160600,207987,1422620.0,8858157.0
2018-05-25,159500,164800,155100,158800,165452,1406675.0,8858157.0
2018-05-28,160000,164800,160000,164500,84386,1457167.0,8858157.0
2018-05-29,164000,172000,162600,165000,165973,1461596.0,8858157.0
2018-05-30,165000,172200,163000,169900,130187,1505001.0,8858157.0
2018-05-31,171600,174000,168000,172400,178624,1527146.0,8858157.0
2018-06-01,172000,174800,170100,173200,74000,1534233.0,8858157.0
2018-06-04,172100,179000,172100,176300,90279,1561693.0,8858157.0
2018-06-05,176500,177500,159000,163000,260934,1443880.0,8858157.0
2018-06-07,164700,164700,156100,159900,157875,1416419.0,8858157.0
2018-06-08,162000,166600,160700,164500,91818,1457167.0,8858157.0
2018-06-11,163300,171800,162800,167800,129721,1486399.0,8858157.0
2018-06-12,170400,178800,166000,177900,165912,1575866.0,8858157.0
2018-06-14,176200,184500,172300,182100,469357,1613070.0,8858157.0
2018-06-15,181800,192400,167000,176900,518735,1567008.0,8858157.0
2018-06-18,174800,176700,166500,170100,147020,1506773.0,8858157.0
2018-06-19,172900,172900,164000,166700,96626,1476655.0,8858157.0
2018-06-20,167500,180600,167200,180600,123923,1599783.0,8858157.0
2018-06-21,180000,187900,176300,183900,112489,1629015.0,8858157.0
2018-06-22,182300,185700,179000,183400,70777,1624586.0,8858157.0
2018-06-25,185700,185700,175200,176000,103425,1559036.0,8858157.0
2018-06-26,172200,173400,159500,160500,286544,1421734.0,8858157.0
2018-06-27,164500,174300,162500,170000,224215,1521187.0,8948157.0
2018-06-28,167500,175000,166900,172400,94885,1542662.0,8948157.0
2018-06-29,173000,180000,173000,179000,118783,1601720.0,8948157.0
2018-07-02,179000,180600,175600,177000,71769,1583824.0,8948157.0
2018-07-03,179500,179500,165500,171200,261046,1531924.0,8948157.0
2018-07-04,174200,178000,171200,172600,94956,1544452.0,8948157.0
2018-07-05,173000,177300,171000,173800,62932,1555190.0,8948157.0
2018-07-06,173800,177500,172800,177400,110309,1587403.0,8948157.0
2018-07-09,177800,177800,174000,177500,43001,1588298.0,8948157.0
2018-07-10,181000,181600,177200,177300,81390,1586508.0,8948157.0
2018-07-11,177300,181100,175600,179200,97863,1603510.0,8948157.0
2018-07-12,180900,191900,179700,191000,171981,1709098.0,8948157.0
2018-07-13,193000,198000,189800,192500,128285,1722520.0,8948157.0
2018-07-16,194100,204600,192500,204000,174420,1825424.0,8948157.0
2018-07-17,201600,201700,190000,190000,141005,1700150.0,8948157.0
2018-07-18,193000,197500,184700,187100,147422,1674200.0,8948157.0
2018-07-19,187300,191000,183000,187300,143229,1675990.0,8948157.0
2018-07-20,186200,187900,182500,184200,81800,1648251.0,8948157.0
2018-07-23,182100,186000,175000,175700,82096,1572191.0,8948157.0
2018-07-24,175700,185700,172000,185500,108202,1659883.0,8948157.0
2018-07-25,186000,186900,178400,181000,75131,1619616.0,8948157.0
2018-07-26,183000,184700,179300,184000,60209,1646461.0,8948157.0
2018-07-27,183000,184000,179800,180400,64569,1614248.0,8948157.0
2018-07-30,180400,180500,162400,166900,223168,1493447.0,8948157.0
2018-07-31,167000,167800,156600,160000,233572,1431705.0,8948157.0
2018-08-01,160900,168000,152900,165100,226416,1477341.0,8948157.0
2018-08-02,163900,164500,157900,158900,116396,1421862.0,8948157.0
2018-08-03,162900,166300,160100,163200,95017,1460339.0,8948157.0
2018-08-06,163500,168500,159600,160000,117561,1431705.0,8948157.0
2018-08-07,161800,162200,150100,153500,199081,1373542.0,8948157.0
2018-08-08,151300,157400,150400,154600,216046,1383385.0,8948157.0
2018-08-09,154900,155500,151000,155500,81275,1391438.0,8948157.0
2018-08-10,158000,159200,155500,159200,84930,1424547.0,8948157.0
2018-08-13,159600,163600,157000,157000,111160,1404861.0,8948157.0
2018-08-14,157800,160000,151900,160000,95965,1431705.0,8948157.0
2018-08-16,155200,155200,148200,152200,199765,1361909.0,8948157.0
2018-08-17,153500,154800,150400,151500,91863,1355646.0,8948157.0
2018-08-20,150300,150400,139000,139000,230982,1243794.0,8948157.0
2018-08-21,139000,144000,138700,142700,129951,1276902.0,8948157.0
2018-08-22,143500,149000,142300,147900,107970,1323432.0,8948157.0
2018-08-23,149500,156900,149000,156800,132218,1403071.0,8948157.0
2018-08-24,155500,157200,152000,156600,101376,1401281.0,8948157.0
2018-08-27,157400,168000,157100,167400,182646,1497921.0,8948157.0
2018-08-28,169000,170500,157900,158900,152771,1421862.0,8948157.0
2018-08-29,160000,160100,152000,157300,137778,1407545.0,8948157.0
2018-08-30,157800,161500,156000,158500,73324,1494750.0,9430597.0
2018-08-31,159400,161800,156000,161800,55882,1525871.0,9430597.0
2018-09-03,162200,163000,155000,156000,360866,1471173.0,9430597.0
2018-09-04,157400,162100,156300,156900,117903,1479661.0,9430597.0
2018-09-05,156400,161900,154100,160300,603262,1511725.0,9430597.0
2018-09-06,160400,160400,150300,150300,245340,1417419.0,9430597.0
2018-09-07,149000,151900,142300,146500,188912,1381582.0,9430597.0
2018-09-10,149500,151100,147200,147600,64532,1391956.0,9430597.0
2018-09-11,147600,153000,147600,152000,76999,1433451.0,9430597.0
2018-09-12,154800,160000,153800,160000,189547,1508896.0,9430597.0
2018-09-13,160900,164900,158100,160500,140931,1513611.0,9430597.0
2018-09-14,161000,161900,157100,157700,61752,1487205.0,9430597.0
2018-09-17,157100,157300,152000,154800,72308,1459856.0,9430597.0
2018-09-18,153200,157000,152200,153000,48451,1442881.0,9430597.0
2018-09-19,155000,156100,150000,150300,78524,1417419.0,9430597.0
2018-09-20,151500,151500,147000,148100,77249,1396671.0,9430597.0
2018-09-21,149600,149600,143500,148100,110283,1396671.0,9430597.0
2018-09-27,146600,148200,145300,148000,87160,1395728.0,9430597.0
2018-09-28,150200,151700,147500,149600,71518,1410817.0,9430597.0
2018-10-01,151500,153900,141500,142500,130437,1343860.0,9430597.0
2018-10-02,141900,142000,128500,130200,237814,1227864.0,9430597.0
2018-10-04,129100,129900,118600,118600,289503,1118469.0,9430597.0
2018-10-05,115700,120000,112300,112700,275901,1062828.0,9430597.0
2018-10-08,113600,121800,113000,116300,282062,1096778.0,9430597.0
2018-10-10,117400,121400,117000,121200,177744,1142988.0,9430597.0
2018-10-11,117000,117800,110500,110700,204999,1043967.0,9430597.0
2018-10-12,111000,120900,111000,119900,159548,1130729.0,9430597.0
2018-10-15,121100,121200,115500,116100,88240,1094892.0,9430597.0
2018-10-16,117300,121000,116100,118900,65633,1121298.0,9430597.0
2018-10-17,124500,127500,123000,127200,182630,1199572.0,9430597.0
2018-10-18,126800,130000,124200,124500,110630,1174109.0,9430597.0
2018-10-19,122300,125400,119800,124800,67279,1176939.0,9430597.0
2018-10-22,124500,126400,120900,125700,81200,1185426.0,9430597.0
2018-10-23,126000,126000,119300,120000,79609,1131672.0,9430597.0
2018-10-24,121700,122800,116100,116500,84493,1098665.0,9430597.0
2018-10-25,110400,114000,108500,112400,180232,1059999.0,9430597.0
2018-10-26,114300,114400,105300,106000,100510,999643.0,9430597.0
2018-10-29,105500,109100,100000,100500,126304,947775.0,9430597.0
2018-10-30,99900,105400,98800,105000,93028,990213.0,9430597.0
2018-10-31,107000,112000,106000,110500,129440,1042081.0,9430597.0
2018-11-01,113000,118500,111700,115300,104748,1087348.0,9430597.0
2018-11-02,115900,119200,114700,116100,95193,1094892.0,9430597.0
2018-11-05,115600,115900,107500,108300,136345,1021334.0,9430597.0
2018-11-06,109800,109800,106000,108200,70168,1020391.0,9430597.0
2018-11-07,109900,111900,107300,110600,93852,1043024.0,9430597.0
2018-11-08,113400,115900,110600,112800,81508,1063771.0,9430597.0
2018-11-09,112800,112800,107200,108100,70865,1019448.0,9430597.0
2018-11-12,104500,104900,89000,91200,410903,860070.0,9430597.0
2018-11-13,89400,92200,88800,90000,174373,848754.0,9430597.0
2018-11-14,91000,94000,89900,92000,106758,867615.0,9430597.0
2018-11-15,92100,93600,90500,93600,68774,882704.0,9430597.0
2018-11-16,93900,94000,91000,91400,69037,861957.0,9430597.0
2018-11-19,91500,94800,91500,94600,79322,892134.0,9430597.0
2018-11-20,92600,92600,90700,91200,80679,860070.0,9430597.0
2018-11-21,88700,90800,86800,90600,102052,854412.0,9430597.0
2018-11-22,91100,97000,90700,95900,163425,904394.0,9430597.0
2018-11-23,95900,96000,93400,93800,65060,884590.0,9430597.0
2018-11-26,93800,97500,93400,97100,75897,915711.0,9430597.0
2018-11-27,97700,101000,93900,100000,95495,943060.0,9430597.0
2018-11-28,100300,106000,100300,103100,120211,972295.0,9430597.0
2018-11-29,105400,109800,103200,106500,143948,1004359.0,9430597.0
2018-11-30,106900,107400,100200,101700,121513,959092.0,9430597.0
2018-12-03,103000,106200,101900,105300,99580,993042.0,9430597.0
2018-12-04,105100,105200,100100,101600,134864,958149.0,9430597.0
2018-12-05,99000,101000,96700,97600,115610,920426.0,9430597.0
2018-12-06,97800,98400,92200,94000,75526,886476.0,9430597.0
2018-12-07,95200,97000,93600,95500,48673,900622.0,9430597.0
2018-12-10,92300,94900,91700,93000,59177,877046.0,9430597.0
2018-12-11,92600,98700,92600,97900,71038,923255.0,9430597.0
2018-12-12,98400,104300,98400,104200,124737,982668.0,9430597.0
2018-12-13,104000,106300,101500,104900,105083,989270.0,9430597.0
2018-12-14,104100,105700,100200,101700,70469,959092.0,9430597.0
2018-12-17,101000,103200,100000,100900,42961,951547.0,9430597.0
2018-12-18,99800,100700,98400,99200,81640,935515.0,9430597.0
2018-12-19,99500,100800,97900,99300,100178,936458.0,9430597.0
2018-12-20,97900,106600,97900,103300,175491,974181.0,9430597.0
2018-12-21,103000,106400,102100,105000,130340,990213.0,9430597.0
2018-12-24,105800,111200,103900,108900,175923,1026992.0,9430597.0
2018-12-26,106000,109000,105900,107000,91260,1009074.0,9430597.0
2018-12-27,109000,109900,107200,107700,65499,1015675.0,9430597.0
2018-12-28,108800,111000,108600,109800,96059,1035480.0,9430597.0
2019-01-02,111000,111300,105100,106300,57748,1002472.0,9430597.0
2019-01-03,105300,106100,99900,100000,111086,943060.0,9430597.0
2019-01-04,98400,100600,93700,98500,150794,928914.0,9430597.0
2019-01-07,100000,102700,98200,98700,85592,930800.0,9430597.0
2019-01-08,100400,103000,99700,100300,50754,945889.0,9430597.0
2019-01-09,101500,104100,101200,102600,45891,967579.0,9430597.0
2019-01-10,102600,102600,100000,101300,34362,955319.0,9430597.0
2019-01-11,102100,102100,100300,101700,21406,959092.0,9430597.0
2019-01-14,101700,102000,98400,98600,55509,929857.0,9430597.0
2019-01-15,98600,99800,98300,99000,24299,933629.0,9430597.0
2019-01-16,100500,102900,99200,102900,65450,970408.0,9430597.0
2019-01-17,103700,107900,100500,102000,116764,961921.0,9430597.0
2019-01-18,102000,105700,102000,105200,52779,992099.0,9430597.0
2019-01-21,106500,106600,103100,103700,37854,977953.0,9430597.0
2019-01-22,103900,107400,103900,107300,92152,1011903.0,9430597.0
2019-01-23,106900,107300,104600,105800,82912,997757.0,9430597.0
2019-01-24,105800,106200,103800,104700,53264,987384.0,9430597.0
2019-01-25,104200,107100,104200,106000,57934,999643.0,9430597.0
2019-01-28,106000,109700,106000,109000,75507,1027935.0,9430597.0
2019-01-29,108800,109000,105500,107000,53372,1009074.0,9430597.0
2019-01-30,107700,109800,107000,109200,66200,1029821.0,9430597.0
2019-01-31,110100,112800,109000,110600,76769,1043024.0,9430597.0
2019-02-01,110700,112500,109400,112200,62521,1058113.0,9430597.0
2019-02-07,113000,114200,111700,114200,44949,1076974.0,9430597.0
2019-02-08,112500,118200,112500,117900,77304,1111867.0,9430597.0
2019-02-11,118700,121400,116000,121300,95982,1143931.0,9430597.0
2019-02-12,121300,122400,119000,120600,80121,1137330.0,9430597.0
2019-02-13,121700,129900,121100,128500,148819,1211832.0,9430597.0
2019-02-14,131100,133000,128500,133000,95924,1254269.0,9430597.0
2019-02-15,133000,136800,131400,134700,82150,1270301.0,9430597.0
2019-02-18,136000,138500,135100,137600,87633,1297650.0,9430597.0
2019-02-19,137800,140700,136000,140300,92457,1323113.0,9430597.0
2019-02-20,141500,142500,129400,132100,194760,1245782.0,9430597.0
2019-02-21,133000,134300,127300,130000,140897,1225978.0,9430597.0
2019-02-22,129900,131300,127700,130600,66251,1231636.0,9430597.0
2019-02-25,130100,136100,128800,135400,76564,1276903.0,9430597.0
2019-02-26,135600,138900,130000,132400,90853,1248611.0,9430597.0
2019-02-27,131900,132000,125300,127000,115303,1197686.0,9430597.0
2019-02-28,127500,127600,116000,118100,271534,1113754.0,9430597.0
2019-03-04,118000,121400,118000,119400,93425,1126013.0,9430597.0
2019-03-05,118400,122000,118400,118900,64499,1121298.0,9430597.0
2019-03-06,118900,119900,115000,115700,65470,1091120.0,9430597.0
2019-03-07,115800,119400,114100,115300,53755,1087348.0,9430597.0
2019-03-08,115000,115300,111400,112900,90864,1064714.0,9430597.0
2019-03-11,114300,119600,113000,119500,72576,1126956.0,9430597.0
2019-03-12,121000,124500,118400,124400,110552,1173166.0,9430597.0
2019-03-13,125000,125100,120800,122300,65795,1153362.0,9430597.0
2019-03-14,123100,124700,120100,120100,82382,1132615.0,9430597.0
2019-03-15,120500,121500,117800,120000,40903,1131672.0,9430597.0
2019-03-18,120000,121600,118500,121500,32209,1145818.0,9430597.0
2019-03-19,120400,122800,116100,117500,46953,1108095.0,9430597.0
2019-03-20,117000,117500,113500,116600,66925,1099608.0,9430597.0
2019-03-21,115400,121900,115400,118900,74207,1121298.0,9430597.0
2019-03-22,118900,119600,114800,117500,61847,1108095.0,9430597.0
2019-03-25,114000,116300,113700,115100,37141,1085462.0,9430597.0
2019-03-26,114400,117400,113500,116500,27903,1098665.0,9430597.0
2019-03-27,116500,116500,107500,109600,93244,1033593.0,9430597.0
2019-03-28,109600,111100,105100,106400,77873,1003416.0,9430597.0
2019-03-29,105300,108000,105300,108000,56282,1018504.0,9430597.0
2019-04-01,109300,109700,105300,107500,57283,1013789.0,9430597.0
2019-04-02,107500,107500,106000,107100,47552,1010017.0,9430597.0
2019-04-03,108200,112200,108000,111500,126716,1051512.0,9430597.0
2019-04-04,111500,113300,109300,110300,57043,1040195.0,9430597.0
2019-04-05,111600,111700,109200,110200,43818,1039252.0,9430597.0
2019-04-08,110200,110200,107500,108400,55319,1022277.0,9430597.0
2019-04-09,108600,109000,106000,108200,53221,1020391.0,9430597.0
2019-04-10,108500,108500,106200,107400,31699,1012846.0,9430597.0
2019-04-11,108400,111300,107600,110300,83941,1040195.0,9430597.0
2019-04-12,111400,114700,110300,113800,83659,1073202.0,9430597.0
2019-04-15,114900,114900,112100,113900,49579,1074145.0,9430597.0
2019-04-16,113900,114700,112400,113800,36525,1073202.0,9430597.0
2019-04-17,115200,116700,114500,115300,53033,1087348.0,9430597.0
2019-04-18,115100,115600,111000,111500,54944,1051512.0,9430597.0
2019-04-19,111500,112600,110300,112000,32944,1056227.0,9430597.0
2019-04-22,112200,112600,110800,111000,23217,1046796.0,9430597.0
2019-04-23,111000,111800,108100,108200,39731,1020391.0,9430597.0
2019-04-24,107500,108500,105800,106200,62446,1001529.0,9430597.0
2019-04-25,106400,108200,105400,105500,65047,994928.0,9430597.0
2019-04-26,106500,106500,97900,102500,136222,966636.0,9430597.0
2019-04-29,100600,101500,99800,100900,80408,951547.0,9430597.0
2019-04-30,101500,101600,95000,96000,307237,905337.0,9430597.0
2019-05-02,96000,98300,95000,97600,85561,920426.0,9430597.0
2019-05-03,97700,101100,97600,100000,88603,943060.0,9430597.0
2019-05-07,98200,99400,97400,97600,41576,920426.0,9430597.0
2019-05-08,97500,97500,95100,96000,78342,905337.0,9430597.0
2019-05-09,95000,96600,94400,94400,85701,890248.0,9430597.0
2019-05-10,93600,95200,89900,91400,196675,861957.0,9430597.0
2019-05-13,87000,87000,71600,71600,720772,675231.0,9430597.0
2019-05-14,69200,71000,64900,65200,587829,614875.0,9430597.0
2019-05-15,65200,66000,60600,61700,899262,581868.0,9430597.0
2019-05-16,61800,62800,59300,59300,457412,559234.0,9430597.0
2019-05-17,60100,62200,57500,57800,392657,545089.0,9430597.0
2019-05-20,58800,59000,56900,58100,207977,547918.0,9430597.0
2019-05-21,57800,59900,57800,58500,181885,551690.0,9430597.0
2019-05-22,59400,61400,58300,58500,336541,551690.0,9430597.0
2019-05-23,59300,59500,55100,55600,255622,524341.0,9430597.0
2019-05-24,55400,58900,54300,58500,246807,551690.0,9430597.0
2019-05-27,60200,63900,59100,62200,418233,586583.0,9430597.0
2019-05-28,62400,63300,59400,60100,257301,566779.0,9430597.0
2019-05-29,59900,61200,59300,60000,196938,565836.0,9430597.0
2019-05-30,60300,61600,59600,60800,189897,573380.0,9430597.0
2019-05-31,60800,64300,60200,63200,234586,596014.0,9430597.0
2019-06-03,62700,65600,62200,63700,182945,600729.0,9430597.0
2019-06-04,63900,64600,55500,57300,831829,540373.0,9430597.0
2019-06-05,57900,58400,55600,56000,313709,528113.0,9430597.0
2019-06-07,56500,61300,56000,60800,472066,573380.0,9430597.0
2019-06-10,61800,66500,60400,66300,449114,625249.0,9430597.0
2019-06-11,66500,69300,65400,66000,371480,622419.0,9430597.0
2019-06-12,65800,67800,64000,64300,199151,606387.0,9430597.0
2019-06-13,64300,65600,62700,63800,198583,601672.0,9430597.0
2019-06-14,63800,64000,61400,61600,173183,580925.0,9430597.0
2019-06-17,61500,63100,61100,61500,117576,579982.0,9430597.0
2019-06-18,62300,65400,61600,65000,212393,612989.0,9430597.0
2019-06-19,65700,66500,64200,65600,180885,618647.0,9430597.0
2019-06-20,65600,65600,63700,64100,189900,604501.0,9430597.0
2019-06-21,63800,63900,62100,62400,145231,588469.0,9430597.0
2019-06-24,62800,64100,62400,63800,156513,601672.0,9430597.0
2019-06-25,63400,63800,62000,62600,117374,590355.0,9430597.0
2019-06-26,62200,63300,61800,62800,106438,592241.0,9430597.0
2019-06-27,63300,64100,62100,62600,138312,590355.0,9430597.0
2019-06-28,62600,63100,60700,61400,121160,579039.0,9430597.0
2019-07-01,61500,65300,61500,65000,260830,612989.0,9430597.0
2019-07-02,65000,67300,63800,65000,197597,612989.0,9430597.0
2019-07-03,65800,65800,62700,64400,120573,607330.0,9430597.0
2019-07-04,63800,64400,62900,63500,80467,598843.0,9430597.0
2019-07-05,64000,64000,61500,61900,158194,583754.0,9430597.0
2019-07-08,61800,61900,59600,60800,144050,573380.0,9430597.0
2019-07-09,60800,62400,60000,60000,110355,565836.0,9430597.0
2019-07-10,60000,61800,60000,60700,77347,572437.0,9430597.0
2019-07-11,60900,61800,60200,61300,86509,578096.0,9430597.0
2019-07-12,61500,62300,60400,61400,74834,579039.0,9430597.0
2019-07-15,61400,61500,59500,59900,99187,564893.0,9430597.0
2019-07-16,60400,62100,59600,61700,79284,581868.0,9430597.0
2019-07-17,62000,62900,61200,62400,72795,588469.0,9430597.0
2019-07-18,61600,62300,60500,60900,70775,574323.0,9430597.0
2019-07-19,61100,61400,60100,60600,72482,571494.0,9430597.0
2019-07-22,60700,63800,59900,63700,168333,600729.0,9430597.0
2019-07-23,62900,65400,62800,63300,112000,596957.0,9430597.0
2019-07-24,63700,63900,60700,61300,99153,578096.0,9430597.0
2019-07-25,60800,61400,60300,60900,50636,574323.0,9430597.0
2019-07-26,60100,62200,60000,61900,75144,583754.0,9430597.0
2019-07-29,61200,62400,60900,61900,81973,583754.0,9430597.0
2019-07-30,62300,62400,61300,62200,81475,586583.0,9430597.0
2019-07-31,62300,63700,61500,63600,91082,599786.0,9430597.0
2019-08-01,63900,63900,61700,63200,75531,596014.0,9430597.0
2019-08-02,61900,64600,61800,63100,77129,595071.0,9430597.0
2019-08-05,62000,63100,60000,60000,157823,565836.0,9430597.0
2019-08-06,57800,62400,56500,60300,186724,568665.0,9430597.0
2019-08-07,61400,62100,59400,60800,107787,573380.0,9430597.0
2019-08-08,61300,64800,60400,64800,190354,611103.0,9430597.0
2019-08-09,65000,73900,64900,73500,621814,693149.0,9430597.0
2019-08-12,74200,76300,72200,73900,270726,696921.0,9430597.0
2019-08-13,73900,74500,72300,72400,114907,682775.0,9430597.0
2019-08-14,74000,76400,72600,73500,237291,693149.0,9430597.0
2019-08-16,72900,73000,67600,68200,172685,643167.0,9430597.0
2019-08-19,69200,70200,66700,67800,102144,639394.0,9430597.0
2019-08-20,67900,69600,66900,69600,76379,656370.0,9430597.0
2019-08-21,69200,70900,68800,69400,68835,654483.0,9430597.0
2019-08-22,70700,73600,70200,72300,213248,681832.0,9430597.0
2019-08-23,71100,72100,68800,69200,122434,652597.0,9430597.0
2019-08-26,67000,68000,64000,64000,153612,603558.0,9430597.0
2019-08-27,65600,66000,62700,63400,92830,597900.0,9430597.0
2019-08-28,63700,65600,63100,65500,66019,617704.0,9430597.0
2019-08-29,65100,66000,63900,64600,54731,609217.0,9430597.0
2019-08-30,65800,67400,65200,66700,81741,629021.0,9430597.0
2019-09-02,66100,67400,65100,67400,55362,635622.0,9430597.0
2019-09-03,66600,68800,66100,66800,60118,629964.0,9430597.0
2019-09-04,66900,66900,65300,65800,65308,620533.0,9430597.0
2019-09-05,66500,66500,65400,65800,54596,620533.0,9430597.0
2019-09-06,66400,66500,64000,64300,75981,606387.0,9430597.0
2019-09-09,64200,64800,61700,62000,126358,584697.0,9430597.0
2019-09-10,62000,63300,61800,62700,75516,591298.0,9430597.0
2019-09-11,62800,63400,62200,62700,99245,591298.0,9430597.0
2019-09-16,62400,64500,62400,64200,74517,605444.0,9430597.0
2019-09-17,64200,64900,63500,63700,56501,600729.0,9430597.0
2019-09-18,63900,65300,63700,64300,52426,606387.0,9430597.0
2019-09-19,64700,66800,64700,65500,85447,617704.0,9430597.0
2019-09-20,65800,66700,65300,66600,52845,628078.0,9430597.0
2019-09-23,66700,66700,65500,65900,36495,621476.0,9430597.0
2019-09-24,66300,68800,66100,68400,107588,645053.0,9430597.0
2019-09-25,67700,68700,65500,65500,78354,617704.0,9430597.0
2019-09-26,66500,66600,63500,64900,65089,612046.0,9430597.0
2019-09-27,65200,65900,64000,65900,36519,621476.0,9430597.0
2019-09-30,65500,65500,63800,64000,47629,603558.0,9430597.0
2019-10-01,63200,64200,63000,63800,53894,601672.0,9430597.0
2019-10-02,63000,63600,62200,62400,58005,588469.0,9430597.0
2019-10-04,62200,63800,62100,62500,43095,589412.0,9430597.0
2019-10-07,62800,63400,62000,62400,50239,588469.0,9430597.0
