넥슨지티(041140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-12-11,853270,867377,782748,810961,611859,13800.0,4000000.0
2000-12-12,822740,829779,768662,789806,223222,13440.0,4000000.0
2000-12-13,799231,818039,778059,808610,274490,13760.0,4000000.0
2000-12-14,778060,846246,778060,799207,219093,13600.0,4000000.0
2000-12-15,799220,810958,756905,768649,108137,13080.0,4000000.0
2000-12-18,771010,792157,763945,773351,101258,13160.0,4000000.0
2000-12-19,775726,810976,742815,775701,260389,13200.0,4000000.0
2000-12-20,761628,761628,684038,686379,172507,11680.0,4000000.0
2000-12-21,625289,658205,604142,606458,141842,10320.0,4000000.0
2000-12-22,606469,618238,535948,538290,152016,9160.0,4000000.0
2000-12-26,519508,545354,498340,528888,48154,9000.0,4000000.0
2001-01-02,517152,592377,517152,592354,64187,10080.0,4000000.0
2001-01-03,575895,639377,575895,604107,258601,10280.0,4000000.0
2001-01-04,658195,669938,634688,644067,241314,10960.0,4000000.0
2001-01-05,634696,651164,580638,611159,249628,10400.0,4000000.0
2001-01-08,585308,667598,582969,629964,219766,10720.0,4000000.0
2001-01-09,646443,693432,632340,674625,392121,11480.0,4000000.0
2001-01-10,681705,740462,599440,601757,572246,10240.0,4000000.0
2001-01-11,634688,672298,625284,672275,307492,11440.0,4000000.0
2001-01-12,719301,740443,669947,669924,406597,11400.0,4000000.0
2001-01-15,693422,745141,681684,716936,456787,12200.0,4000000.0
2001-01-16,716943,716943,669924,684028,248327,11640.0,4000000.0
2001-01-17,658182,763948,653477,740443,809192,12600.0,4000000.0
2001-01-18,745149,827438,728706,827415,617877,14080.0,4000000.0
2001-01-19,869735,893242,742816,752195,664637,12800.0,4000000.0
2001-01-22,766323,803938,731047,780403,535666,13280.0,4000000.0
2001-01-26,787465,820376,728708,742793,378388,12640.0,4000000.0
2001-01-29,747504,829764,747504,829766,535839,14120.0,4000000.0
2001-01-30,846232,928501,810961,839168,834987,14280.0,4000000.0
2001-01-31,862689,862689,768661,785104,273152,13360.0,4000000.0
2001-02-01,787451,815663,761605,768649,233618,13080.0,4000000.0
2001-02-02,771009,818023,761605,796857,279128,13560.0,4000000.0
2001-02-05,796856,820363,731035,759248,157652,12920.0,4000000.0
2001-02-06,848570,848570,848570,848570,335439,14440.0,4000000.0
2001-02-07,909704,919108,775726,789806,1355853,13440.0,4000000.0
2001-02-08,820371,883828,794529,883830,688328,15040.0,4000000.0
2001-02-09,888533,961418,846243,893232,990401,15200.0,4000000.0
2001-02-12,905007,956720,905007,937894,819514,15960.0,4000000.0
2001-02-13,942617,1034285,921474,999010,967561,17000.0,4000000.0
2001-02-14,1029567,1114192,1013125,1043671,987386,17760.0,4000000.0
2001-02-15,1046035,1050735,982553,1006061,681024,17120.0,4000000.0
2001-02-16,1006063,1029570,975517,987257,397613,16800.0,4000000.0
2001-02-19,940240,1017830,940240,982555,310650,16720.0,4000000.0
2001-02-20,989633,1017844,966126,966101,348804,16440.0,4000000.0
2001-02-21,966126,1008440,961421,966101,379811,16440.0,4000000.0
2001-02-22,966114,1015467,888529,897934,459552,15280.0,4000000.0
2001-02-23,881505,919120,881505,895583,220628,15240.0,4000000.0
2001-02-26,940271,973152,921463,959049,281521,16320.0,4000000.0
2001-02-27,952015,970822,886193,893232,256688,15200.0,4000000.0
2001-02-28,857968,867372,822723,848570,201920,14440.0,4000000.0
2001-03-02,843881,869753,778060,799207,167403,13600.0,4000000.0
2001-03-05,775712,876779,775712,843870,394169,14360.0,4000000.0
2001-03-06,869752,912062,822733,846220,480362,14400.0,4000000.0
2001-03-07,881477,888521,829763,853272,256162,14520.0,4000000.0
2001-03-08,855656,897970,843892,881479,267123,15000.0,4000000.0
2001-03-09,839194,883868,839194,857973,135339,14600.0,4000000.0
2001-03-12,803921,836837,780414,787455,171802,13400.0,4000000.0
2001-03-13,742804,808621,721632,787455,206373,13400.0,4000000.0
2001-03-14,810955,865013,806255,848570,304790,14440.0,4000000.0
2001-03-15,799226,865048,789827,846220,171146,14400.0,4000000.0
2001-03-16,869721,881489,834475,860324,119125,14640.0,4000000.0
2001-03-19,836838,916738,822735,879128,178158,14960.0,4000000.0
2001-03-20,905012,959095,893273,895583,278677,15240.0,4000000.0
2001-03-21,900293,999021,872082,954348,506445,16240.0,4000000.0
2001-03-22,961425,977868,905002,951997,210429,16200.0,4000000.0
2001-03-23,954350,999025,937907,973153,257967,16560.0,4000000.0
2001-03-26,999025,999025,963754,973153,169701,16560.0,4000000.0
2001-03-27,1029571,1036636,926165,926140,248115,15760.0,4000000.0
2001-03-28,928518,949660,907345,947297,170448,16120.0,4000000.0
2001-03-29,940280,1006077,923812,984906,227603,16760.0,4000000.0
2001-03-30,999020,999020,883850,949647,127646,16160.0,4000000.0
2001-04-02,975518,984921,944946,973153,85515,16560.0,4000000.0
2001-04-03,952001,1088344,928494,1081281,460048,18400.0,4000000.0
2001-04-04,1031946,1031946,952022,951997,626341,16200.0,4000000.0
2001-04-06,991975,991975,935557,947297,200273,16120.0,4000000.0
2001-04-09,930852,970827,928517,961400,103887,16360.0,4000000.0
2001-04-10,949660,1006078,949660,961400,97722,16360.0,4000000.0
2001-04-11,977852,1076580,977852,1076580,840444,18320.0,4000000.0
2001-04-12,1107169,1203537,1074259,1203513,650913,20480.0,4000000.0
2001-04-13,1292854,1292854,1107157,1158852,1187398,19720.0,4000000.0
2001-04-16,1163591,1203540,1109507,1147098,550714,19520.0,4000000.0
2001-04-17,1163540,1257568,1041331,1109488,1818323,18880.0,4000000.0
2001-04-18,1130676,1241147,1116573,1241122,595564,21120.0,4000000.0
2001-04-19,1285779,1389211,1245829,1389211,822096,23640.0,4000000.0
2001-04-20,1389223,1527904,1389223,1433873,931475,24400.0,4000000.0
2001-04-23,1398635,1466821,1330473,1431522,566223,24360.0,4000000.0
2001-04-24,1429190,1539661,1368074,1480885,493339,25200.0,4000000.0
2001-04-25,1483245,1657199,1459738,1551403,865470,26400.0,4000000.0
2001-04-26,1551396,1551396,1365705,1365705,501649,23240.0,4000000.0
2001-04-27,1203537,1257595,1203537,1203513,1253962,20480.0,4000000.0
2001-04-30,1222331,1285788,1212926,1257577,607486,21400.0,4000000.0
2001-05-02,1259956,1311670,1227045,1245824,692203,21200.0,4000000.0
2001-05-03,1393911,1393911,1328089,1393912,1211697,23720.0,4000000.0
2001-05-04,1363386,1445650,1316371,1445626,759544,24600.0,4000000.0
2001-05-07,1452697,1551404,1445633,1480885,394748,25200.0,4000000.0
2001-05-08,1480917,1480917,1386885,1386861,229436,23600.0,4000000.0
2001-05-09,1398620,1480908,1330463,1480885,334413,25200.0,4000000.0
2001-05-10,1504416,1626626,1363369,1480885,869993,25200.0,4000000.0
2001-05-11,1480912,1657205,1459743,1657180,970729,28200.0,4000000.0
2001-05-14,1751199,1854632,1718288,1854632,953429,31560.0,4000000.0
2001-05-15,1896956,1925164,1727727,1856983,888474,31600.0,4000000.0
2001-05-16,1835827,1894608,1814684,1835828,360371,31240.0,4000000.0
2001-05-17,1854630,1880500,1617220,1617221,1480336,27520.0,4000000.0
2001-05-18,1610200,1629009,1462088,1502040,1240758,25560.0,4000000.0
2001-05-21,1527894,1553767,1485579,1551403,647848,26400.0,4000000.0
2001-05-22,1551414,1572582,1386885,1386861,614333,23600.0,4000000.0
2001-05-23,1321061,1476192,1321061,1433873,663588,24400.0,4000000.0
2001-05-24,1386882,1480884,1386882,1457379,364461,24800.0,4000000.0
2001-05-25,1389220,1436239,1363379,1363355,736534,23200.0,4000000.0
2001-05-28,1339875,1339875,1269354,1297537,408926,22080.0,4000000.0
2001-05-29,1316354,1353965,1297547,1299888,318040,22120.0,4000000.0
2001-05-30,1269337,1372768,1269337,1342198,407704,22840.0,4000000.0
2001-05-31,1328107,1372786,1297562,1349251,244348,22960.0,4000000.0
2001-06-01,1351605,1478544,1339867,1443276,896460,24560.0,4000000.0
2001-06-04,1459728,1469133,1382169,1422119,614748,24200.0,4000000.0
2001-06-05,1445750,1534972,1430018,1527073,417818,23280.0,4000000.0
2001-06-07,1472002,1563820,1472002,1527073,236900,23280.0,4000000.0
2001-06-08,1511319,1613653,1511319,1613659,294165,24600.0,4000000.0
2001-06-11,1613660,1805199,1613660,1805199,564868,27520.0,4000000.0
2001-06-12,1855062,1857682,1679256,1797329,691970,27400.0,4000000.0
2001-06-13,1797370,1818361,1705526,1718613,239689,26200.0,4000000.0
2001-06-14,1708118,1744840,1603162,1613659,249977,24600.0,4000000.0
2001-06-15,1597947,1650428,1534972,1548064,245412,23600.0,4000000.0
2001-06-18,1527086,1579566,1527086,1555935,150866,23720.0,4000000.0
2001-06-19,1527083,1679258,1527083,1626779,315333,24800.0,4000000.0
2001-06-20,1629425,1666143,1569069,1605789,113487,24480.0,4000000.0
2001-06-21,1626776,1797351,1626776,1797329,745170,27400.0,4000000.0
2001-06-22,1823585,2012507,1744853,2012483,1295597,30680.0,4000000.0
2001-06-25,2046621,2046621,1823596,1899658,1016358,28960.0,4000000.0
2001-06-26,1876075,1878692,1674038,1674008,757029,25520.0,4000000.0
2001-06-27,1474625,1613684,1474625,1474596,731271,22480.0,4000000.0
2001-06-28,1474605,1571685,1443117,1456230,621998,22200.0,4000000.0
2001-06-29,1469347,1508711,1445740,1469349,518546,22400.0,4000000.0
2001-07-02,1500872,1524484,1458888,1495587,387277,22800.0,4000000.0
2001-07-03,1500872,1503489,1419520,1419496,353933,21640.0,4000000.0
2001-07-04,1395898,1403749,1285683,1361772,721402,20760.0,4000000.0
2001-07-05,1374916,1374916,1306681,1332909,289524,20320.0,4000000.0
2001-07-06,1327684,1327684,1225364,1227956,262122,18720.0,4000000.0
2001-07-09,1130897,1201723,1081032,1086269,231615,16560.0,4000000.0
2001-07-10,1102029,1146628,1096793,1141369,218132,17400.0,4000000.0
2001-07-11,1062672,1151900,1062672,1112507,152145,16960.0,4000000.0
2001-07-12,1120396,1225327,1120396,1204341,240797,18360.0,4000000.0
2001-07-13,1233218,1233218,1083660,1102012,211901,16800.0,4000000.0
2001-07-16,1154492,1154492,1099397,1146617,147326,17480.0,4000000.0
2001-07-18,1167609,1175485,1112514,1115130,124605,17000.0,4000000.0
2001-07-19,1065297,1128274,1065297,1128250,73499,17200.0,4000000.0
2001-07-20,1102032,1188615,1091536,1154488,169643,17600.0,4000000.0
2001-07-23,1167618,1209602,1154501,1193846,271052,18200.0,4000000.0
2001-07-24,1220086,1241079,1141384,1167607,257628,17800.0,4000000.0
2001-07-25,1154509,1193872,1107289,1141369,126480,17400.0,4000000.0
2001-07-26,1141380,1170223,1133499,1146617,124393,17480.0,4000000.0
2001-07-27,1146622,1201717,1146622,1180727,118915,18000.0,4000000.0
2001-07-30,1185991,1322437,1180730,1322414,517276,20160.0,4000000.0
2001-07-31,1327663,1343420,1269953,1340781,368179,20440.0,4000000.0
2001-08-01,1351294,1353909,1290938,1306670,425973,19920.0,4000000.0
2001-08-02,1330293,1364421,1251585,1259442,497308,19200.0,4000000.0
2001-08-03,1264710,1285703,1243719,1251570,158791,19080.0,4000000.0
2001-08-06,1233201,1277830,1222705,1254194,137297,19120.0,4000000.0
2001-08-07,1235843,1322425,1235843,1317166,250832,20080.0,4000000.0
2001-08-08,1309296,1332933,1280455,1322414,160854,20160.0,4000000.0
2001-08-09,1309312,1380138,1272563,1285680,486411,19600.0,4000000.0
2001-08-10,1290954,1351290,1290954,1314542,313404,20040.0,4000000.0
2001-08-13,1301444,1338167,1275191,1288304,166974,19640.0,4000000.0
2001-08-14,1285697,1335557,1269966,1335533,324441,28504.0,5600000.0
2001-08-16,1314555,1377526,1304059,1372267,298210,29288.0,5600000.0
2001-08-17,1369643,1443109,1351265,1369643,393174,29232.0,5600000.0
2001-08-20,1351296,1364407,1285680,1285680,292823,27440.0,5600000.0
2001-08-21,1311940,1338168,1264697,1332909,414842,28448.0,5600000.0
2001-08-22,1304060,1458880,1298799,1416872,693455,30240.0,5600000.0
2001-08-23,1443135,1508727,1432639,1432615,485610,30576.0,5600000.0
2001-08-24,1406412,1513988,1406412,1495587,339549,31920.0,5600000.0
2001-08-27,1519200,1563824,1508705,1529697,369807,32648.0,5600000.0
2001-08-28,1508711,1639918,1508711,1574303,634335,33600.0,5600000.0
2001-08-29,1600562,1600562,1534971,1576926,412255,33656.0,5600000.0
2001-08-30,1561181,1592667,1553305,1582173,270817,33768.0,5600000.0
2001-08-31,1548071,1574323,1508702,1561183,318905,33320.0,5600000.0
2001-09-03,1524459,1587434,1524459,1561183,184794,33320.0,5600000.0
2001-09-04,1574330,1574330,1532346,1566431,225051,33432.0,5600000.0
2001-09-05,1534972,1566459,1534972,1548064,121042,33040.0,5600000.0
2001-09-06,1548086,1676653,1548086,1653017,541922,35280.0,5600000.0
2001-09-07,1666142,1681899,1613668,1616284,227007,34496.0,5600000.0
2001-09-10,1629431,1679272,1600564,1600540,363606,34160.0,5600000.0
2001-09-11,1595303,1632051,1569076,1600540,364919,34160.0,5600000.0
2001-09-12,1409024,1443127,1409024,1409000,660949,30072.0,5600000.0
2001-09-13,1340805,1574326,1340805,1574303,421668,33600.0,5600000.0
2001-09-14,1561200,1561200,1395909,1398505,475466,29848.0,5600000.0
2001-09-17,1280447,1361769,1233203,1233203,120994,26320.0,5600000.0
2001-09-18,1183375,1311943,1183375,1311919,796678,28000.0,5600000.0
2001-09-19,1285691,1377534,1259463,1311919,1714869,28000.0,5600000.0
2001-09-20,1311947,1332944,1154512,1154488,717883,24640.0,5600000.0
2001-09-21,1018073,1018073,1018073,1018049,74015,21728.0,5600000.0
2001-09-24,897376,978699,897376,897353,3932015,19152.0,5600000.0
2001-09-25,923601,939357,789773,789775,1303018,16856.0,5600000.0
2001-09-26,826526,873765,774046,865866,1207549,18480.0,5600000.0
2001-09-27,865895,900004,831767,857995,812672,18312.0,5600000.0
2001-09-28,876377,957700,868502,957700,1025818,20440.0,5600000.0
2001-10-04,997067,1057422,994446,1054783,783615,22512.0,5600000.0
2001-10-05,1062675,1062675,997078,1004930,947294,21448.0,5600000.0
2001-10-08,957700,1023291,905220,957700,517476,20440.0,5600000.0
2001-10-09,981311,1057429,981311,1023297,1726773,21840.0,5600000.0
2001-10-10,1010189,1049552,1004953,1015425,593988,21672.0,5600000.0
2001-10-11,1075778,1099411,1025944,1025920,1283432,21896.0,5600000.0
2001-10-12,1049553,1065285,1007564,1023297,926969,21840.0,5600000.0
2001-10-15,1044310,1044310,991830,1010177,973326,21560.0,5600000.0
2001-10-16,1020680,1130900,1018064,1099388,2655049,23464.0,5600000.0
2001-10-17,1109897,1164997,1099401,1128250,2058956,24080.0,5600000.0
2001-10-18,1102020,1164991,1078408,1094140,1109852,23352.0,5600000.0
2001-10-19,1094140,1123012,1081028,1094140,824088,23352.0,5600000.0
2001-10-22,1146632,1186000,1136135,1164984,1309123,24864.0,5600000.0
2001-10-23,1178121,1183381,1081036,1088893,778963,23240.0,5600000.0
2001-10-24,1088913,1104644,1065301,1086269,464707,23184.0,5600000.0
2001-10-25,1075786,1102039,1060054,1060030,411099,22624.0,5600000.0
2001-10-26,1036425,1086284,1036425,1073149,382648,22904.0,5600000.0
2001-10-29,1088917,1128256,1070546,1078397,476692,23016.0,5600000.0
2001-10-30,1049562,1054822,1007577,1007553,349034,21504.0,5600000.0
2001-10-31,997073,1041676,997073,1015425,265843,21672.0,5600000.0
2001-11-01,1018060,1057429,1012799,1023297,306142,21840.0,5600000.0
2001-11-02,1039055,1120403,1033820,1109883,1108824,23688.0,5600000.0
2001-11-05,1138772,1157118,1088912,1107260,783619,23632.0,5600000.0
2001-11-06,1133519,1141400,1088920,1102012,513255,23520.0,5600000.0
2001-11-07,1104634,1146619,1094139,1104635,1123403,23576.0,5600000.0
2001-11-08,1120395,1141387,1091527,1096764,709383,23408.0,5600000.0
2001-11-09,1091541,1109912,1083659,1091516,320307,23296.0,5600000.0
2001-11-12,1094141,1130889,1067918,1128250,823392,24080.0,5600000.0
2001-11-13,1138770,1170228,1120393,1138746,1081924,24304.0,5600000.0
2001-11-14,1149252,1165008,1130900,1164984,815191,24864.0,5600000.0
2001-11-15,1206976,1254196,1128274,1128250,1652397,24080.0,5600000.0
2001-11-16,1104656,1154515,1086278,1112507,538499,23744.0,5600000.0
2001-11-19,1117779,1130891,1096788,1107260,482248,23632.0,5600000.0
2001-11-20,1109913,1123029,1081045,1081021,446865,23072.0,5600000.0
2001-11-21,1062654,1096782,1062654,1062654,275817,22680.0,5600000.0
2001-11-22,1054798,1086285,1054798,1062654,212858,22680.0,5600000.0
2001-11-23,1062658,1073154,1031171,1044288,416073,22288.0,5600000.0
2001-11-26,1062659,1075774,1031170,1033792,337276,22064.0,5600000.0
2001-11-27,1036428,1049544,1025932,1031168,230950,22008.0,5600000.0
2001-11-28,1025929,1039045,944581,944581,277938,20160.0,5600000.0
2001-11-29,918363,970818,910483,970820,162406,20720.0,5600000.0
2001-11-30,989186,1023314,970834,999682,245905,21336.0,5600000.0
2001-12-03,1023302,1081043,1023302,1057406,466620,22568.0,5600000.0
2001-12-04,1073158,1073158,1023298,1036416,175257,22120.0,5600000.0
2001-12-05,1039051,1065278,1025935,1033792,210550,22064.0,5600000.0
2001-12-06,1052164,1062659,1012800,1012801,197072,21616.0,5600000.0
2001-12-07,999682,1028550,997062,999682,151023,21336.0,5600000.0
2001-12-10,997080,1012836,962971,973444,184627,20776.0,5600000.0
2001-12-11,973466,983962,955095,983939,157472,21000.0,5600000.0
2001-12-12,991842,994457,978701,994434,128114,21224.0,5600000.0
2001-12-13,1002305,1002305,976083,981315,127492,20944.0,5600000.0
2001-12-14,991849,1028568,983969,1028544,352623,21952.0,5600000.0
2001-12-17,1028554,1062657,1018058,1054783,281039,22512.0,5600000.0
2001-12-18,1062669,1062669,934101,941958,303717,20104.0,5600000.0
2001-12-19,934109,968212,865897,889481,166046,18984.0,5600000.0
2001-12-20,892109,910486,881613,884233,189707,18872.0,5600000.0
2001-12-21,865883,876379,821284,821261,192786,17528.0,5600000.0
2001-12-24,837030,858022,808161,826509,124191,17640.0,5600000.0
2001-12-26,816032,844899,816032,834380,87329,17808.0,5600000.0
2001-12-27,808142,881609,808142,881609,88177,18816.0,5600000.0
2001-12-28,894727,913099,865879,905223,94957,19320.0,5600000.0
2002-01-02,897368,918360,894753,894728,93410,19096.0,5600000.0
2002-01-03,899985,905221,871113,881609,117099,18816.0,5600000.0
2002-01-04,892126,894741,876394,878985,105649,18760.0,5600000.0
2002-01-07,879002,949854,879002,928839,315325,19824.0,5600000.0
2002-01-08,955099,970855,910495,910471,234854,19432.0,5600000.0
2002-01-09,905221,923593,878994,881609,177322,18816.0,5600000.0
2002-01-10,868505,899992,852773,876362,162784,18704.0,5600000.0
2002-01-11,955093,970850,918369,941958,361521,20104.0,5600000.0
2002-01-14,957700,1002299,952464,957700,475471,20440.0,5600000.0
2002-01-15,955090,955090,884258,884233,100439,18872.0,5600000.0
2002-01-16,873765,910488,873765,876362,113147,18704.0,5600000.0
2002-01-17,865894,881626,829145,868490,76707,18536.0,5600000.0
2002-01-18,871126,879002,844898,855371,62500,18256.0,5600000.0
2002-01-21,850123,863259,837007,850123,66832,18144.0,5600000.0
2002-01-22,837028,879012,837028,857995,100934,18312.0,5600000.0
2002-01-23,847524,873751,839642,847499,80637,18088.0,5600000.0
2002-01-24,865887,865887,839635,842252,105851,17976.0,5600000.0
2002-01-25,839635,878999,837015,842252,213872,17976.0,5600000.0
2002-01-28,847521,905235,847521,899976,288333,19208.0,5600000.0
2002-01-29,905231,934099,884264,907848,170057,19376.0,5600000.0
2002-01-30,889491,889491,855387,860618,86244,18368.0,5600000.0
2002-01-31,878993,902600,855380,892104,127719,19040.0,5600000.0
2002-02-01,892106,907862,858003,860618,100134,18368.0,5600000.0
2002-02-04,878999,889495,847511,852748,74403,18200.0,5600000.0
2002-02-05,847504,855384,831772,839628,88593,17920.0,5600000.0
2002-02-06,839635,855391,831784,842252,105066,17976.0,5600000.0
2002-02-07,847506,847506,779299,797646,135511,17024.0,5600000.0
2002-02-08,800269,813405,779277,800271,72792,17080.0,5600000.0
2002-02-14,826519,834394,802906,808142,53622,17248.0,5600000.0
2002-02-15,795037,823909,792421,813390,58798,17360.0,5600000.0
2002-02-18,821299,821299,792431,805518,92682,17192.0,5600000.0
2002-02-19,805530,808145,779277,800271,116901,17080.0,5600000.0
2002-02-20,839637,876385,839637,865866,495968,18480.0,5600000.0
2002-02-21,868511,892118,831787,855371,246756,18256.0,5600000.0
2002-02-22,865891,865891,834403,844876,181551,18032.0,5600000.0
2002-02-25,844899,865891,834403,834380,95169,17808.0,5600000.0
2002-02-26,831769,847526,816038,816013,163697,17416.0,5600000.0
2002-02-27,821264,823909,800272,813390,126917,17360.0,5600000.0
2002-02-28,818638,823898,800291,808142,173092,17248.0,5600000.0
2002-03-04,813417,839640,813417,823885,197986,17584.0,5600000.0
2002-03-05,858007,863267,834399,852748,228775,18200.0,5600000.0
2002-03-06,839646,879015,839646,878985,266305,18760.0,5600000.0
2002-03-07,892105,955081,865877,881609,468648,18816.0,5600000.0
2002-03-08,892109,913101,868502,884233,126413,18872.0,5600000.0
2002-03-11,894760,926223,886884,907848,342112,19376.0,5600000.0
2002-03-12,907878,926230,860634,868490,198655,18536.0,5600000.0
