알에스오토메이션(140670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-30,12900,12950,12450,12950,70524,117886.0,9103140.0
2019-05-02,12950,13050,12750,12950,48852,117886.0,9103140.0
2019-05-03,13000,13100,12850,12850,49141,116975.0,9103140.0
2019-05-07,12450,12650,12350,12500,60171,113789.0,9103140.0
2019-05-08,12450,12500,11850,11850,95147,107872.0,9103140.0
2019-05-09,11950,12050,11000,11100,190815,101045.0,9103140.0
2019-05-10,11100,11400,10750,11150,111395,101500.0,9103140.0
2019-05-13,11050,11400,11000,11150,56070,101500.0,9103140.0
2019-05-14,10900,11400,10800,11300,65487,102865.0,9103140.0
2019-05-15,11400,11850,11250,11600,174823,105596.0,9103140.0
2019-05-16,11700,11700,11050,11250,98120,102410.0,9103140.0
2019-05-17,11250,11400,11000,11150,52780,101500.0,9103140.0
2019-05-20,11050,11150,10500,10600,101607,96493.0,9103140.0
2019-05-21,10500,10750,10500,10600,48066,96493.0,9103140.0
2019-05-22,10650,10800,10500,10650,46121,96948.0,9103140.0
2019-05-23,10650,10750,10100,10250,63591,93307.0,9103140.0
2019-05-24,10050,10900,10050,10700,109474,97404.0,9103140.0
2019-05-27,10800,10800,10250,10500,71378,95583.0,9103140.0
2019-05-28,10450,10550,10250,10500,66525,95583.0,9103140.0
2019-05-29,10450,10450,10150,10300,46829,93762.0,9103140.0
2019-05-30,10400,10700,10300,10600,71056,96493.0,9103140.0
2019-05-31,10600,10800,10500,10750,40658,97859.0,9103140.0
2019-06-03,10700,10850,10550,10650,44346,96948.0,9103140.0
2019-06-04,10600,10950,10550,10850,29938,98769.0,9103140.0
2019-06-05,11150,11650,10850,10950,113674,99679.0,9103140.0
2019-06-07,10950,11100,10850,11000,58421,100135.0,9103140.0
2019-06-10,11150,11150,10850,10950,35086,99679.0,9103140.0
2019-06-11,11050,11450,10950,11350,105477,103321.0,9103140.0
2019-06-12,11350,11850,11150,11300,305370,102865.0,9103140.0
2019-06-13,11400,11450,11100,11200,69062,101955.0,9103140.0
2019-06-14,11300,11350,11000,11150,56007,101500.0,9103140.0
2019-06-17,11100,11100,10850,10850,44741,98769.0,9103140.0
2019-06-18,10850,11150,10850,10900,38742,99224.0,9103140.0
2019-06-19,11050,11350,11050,11350,98276,103321.0,9103140.0
2019-06-20,11750,12900,11650,11750,1350817,106962.0,9103140.0
2019-06-21,11900,11900,11450,11700,169402,106507.0,9103140.0
2019-06-24,11800,12050,11500,11650,137545,106052.0,9103140.0
2019-06-25,11550,12100,11500,11500,234086,104686.0,9103140.0
2019-06-26,11600,12300,11550,12050,396722,109693.0,9103140.0
2019-06-27,12050,12650,11750,11900,291146,108327.0,9103140.0
2019-06-28,11950,12200,11250,11250,1168259,102410.0,9103140.0
2019-07-01,11500,11600,11150,11200,135523,101955.0,9103140.0
2019-07-02,11300,11550,10900,11150,404680,101500.0,9103140.0
2019-07-03,11150,11150,10600,10600,215208,96493.0,9103140.0
2019-07-04,10700,10750,10350,10450,133146,95128.0,9103140.0
2019-07-05,10550,10700,10150,10350,180444,94217.0,9103140.0
2019-07-08,10300,10400,9640,9670,235712,88027.0,9103140.0
2019-07-09,9600,9800,9250,9290,181124,84568.0,9103140.0
2019-07-10,9310,9480,9230,9280,122716,84477.0,9103140.0
2019-07-11,9330,9640,9290,9500,157016,86480.0,9103140.0
2019-07-12,9490,9530,9380,9420,127719,85752.0,9103140.0
2019-07-15,9450,11550,9250,10600,3988948,96493.0,9103140.0
2019-07-16,10350,10600,10150,10500,541353,95583.0,9103140.0
2019-07-17,10500,10650,10200,10650,316521,96948.0,9103140.0
2019-07-18,10500,10850,10350,10450,347720,95128.0,9103140.0
2019-07-19,10550,10550,10000,10050,251291,91487.0,9103140.0
2019-07-22,10100,10500,10050,10200,289934,92852.0,9103140.0
2019-07-23,10200,10400,9980,10050,166964,91487.0,9103140.0
2019-07-24,10000,10100,9580,9620,205962,87572.0,9103140.0
2019-07-25,9580,9750,9360,9460,125998,86116.0,9103140.0
2019-07-26,9460,9610,9280,9350,119696,85114.0,9103140.0
2019-07-29,9480,9480,8680,8680,243784,79015.0,9103140.0
2019-07-30,8500,8900,8500,8830,127392,80381.0,9103140.0
2019-07-31,8720,8850,8250,8730,173129,79470.0,9103140.0
2019-08-01,8630,8750,8440,8440,95130,76831.0,9103140.0
2019-08-02,8310,8650,8150,8500,131497,77377.0,9103140.0
2019-08-05,8490,9330,8090,8100,591880,73735.0,9103140.0
2019-08-06,7790,8150,7400,7400,240863,67363.0,9103140.0
2019-08-07,7400,7850,7400,7700,191305,70094.0,9103140.0
2019-08-08,7950,8440,7900,8230,203850,74919.0,9103140.0
2019-08-09,8290,8680,8160,8290,147124,75465.0,9103140.0
2019-08-12,8280,8380,8130,8350,42889,76011.0,9103140.0
2019-08-13,8240,8840,8220,8610,187634,78378.0,9103140.0
2019-08-14,8700,8790,8550,8610,71347,78378.0,9103140.0
2019-08-16,8450,8450,8270,8430,60676,76739.0,9103140.0
2019-08-19,8570,10800,8460,10200,3440397,92852.0,9103140.0
2019-08-20,10000,10250,9820,10100,694611,91942.0,9103140.0
2019-08-21,10050,10350,9700,9810,494546,89302.0,9103140.0
2019-08-22,9990,10100,9760,9760,327269,88847.0,9103140.0
2019-08-23,9580,9800,9390,9520,286034,86662.0,9103140.0
2019-08-26,9230,9320,8960,9100,258120,82839.0,9103140.0
2019-08-27,9220,9460,9100,9100,163960,82839.0,9103140.0
2019-08-28,9150,9610,9150,9450,296138,86025.0,9103140.0
2019-08-29,9450,9450,9170,9190,111284,83658.0,9103140.0
2019-08-30,9270,9440,9210,9370,98914,85296.0,9103140.0
2019-09-02,9370,9500,9320,9450,72024,86025.0,9103140.0
2019-09-03,9470,9740,9400,9450,186842,86025.0,9103140.0
2019-09-04,9450,9600,9200,9530,107578,86753.0,9103140.0
2019-09-05,9540,9790,9480,9680,138861,88118.0,9103140.0
2019-09-06,9710,9750,9530,9580,68237,87208.0,9103140.0
2019-09-09,9580,9630,9300,9300,86540,84659.0,9103140.0
2019-09-10,9400,9540,9270,9440,60644,85934.0,9103140.0
2019-09-11,9440,9530,9380,9500,55944,86480.0,9103140.0
2019-09-16,9550,9610,9470,9550,74201,86935.0,9103140.0
2019-09-17,9550,9850,9470,9770,102124,88938.0,9103140.0
2019-09-18,9830,9840,9560,9660,125597,87936.0,9103140.0
2019-09-19,9660,9820,9480,9650,95626,87845.0,9103140.0
2019-09-20,9750,9760,9560,9670,46056,88027.0,9103140.0
2019-09-23,9600,9630,9540,9610,34153,87481.0,9103140.0
2019-09-24,9560,9850,9560,9810,120573,89302.0,9103140.0
2019-09-25,9780,9800,9360,9400,104332,85570.0,9103140.0
2019-09-26,9550,9680,9300,9440,90012,85934.0,9103140.0
2019-09-27,9350,9540,9280,9540,37456,86844.0,9103140.0
2019-09-30,9400,9540,9270,9350,35420,85114.0,9103140.0
2019-10-01,9290,9400,9230,9350,52827,85114.0,9103140.0
2019-10-02,9310,9360,9200,9270,30874,84386.0,9103140.0
2019-10-04,9270,9320,9050,9180,72754,83567.0,9103140.0
2019-10-07,9180,9230,8740,8820,99131,80290.0,9103140.0
