AP시스템(265520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-27,37750,38250,37600,38000,91342,519803.0,13679033.0
2017-10-30,38400,38800,38100,38600,107805,528011.0,13679033.0
2017-10-31,38150,38500,38000,38400,80944,525275.0,13679033.0
2017-11-01,38400,38600,37600,38000,100124,519803.0,13679033.0
2017-11-02,38050,38650,37700,38300,102785,523907.0,13679033.0
2017-11-03,38900,39550,38200,38300,141239,523907.0,13679033.0
2017-11-06,38300,38450,37800,37900,82781,518435.0,13679033.0
2017-11-07,38000,38350,37800,38000,60518,519803.0,13679033.0
2017-11-08,38000,38300,37600,37800,102418,517067.0,13679033.0
2017-11-09,38100,38200,37550,38200,130852,522539.0,13679033.0
2017-11-10,38500,41050,38500,40800,611077,558105.0,13679033.0
2017-11-13,41300,42800,40300,42800,494848,585463.0,13679033.0
2017-11-14,41900,42850,41150,42350,346494,579307.0,13679033.0
2017-11-15,41400,41500,38900,39400,636614,538954.0,13679033.0
2017-11-16,39200,40650,39200,40200,257741,549897.0,13679033.0
2017-11-17,40100,40100,39100,39300,190422,537586.0,13679033.0
2017-11-20,39300,39800,38300,38350,243343,524591.0,13679033.0
2017-11-21,38400,38500,37550,37650,346176,515016.0,13679033.0
2017-11-22,37950,38050,37550,37600,316373,514332.0,13679033.0
2017-11-23,37900,38950,37900,38300,346276,523907.0,13679033.0
2017-11-24,38100,38850,38050,38100,214651,521171.0,13679033.0
2017-11-27,38100,38350,37700,38100,177118,521171.0,13679033.0
2017-11-28,38350,38350,36250,36650,376655,501337.0,13679033.0
2017-11-29,36650,37050,36550,36800,171736,503388.0,13679033.0
2017-11-30,36550,36600,34500,34650,411427,473978.0,13679033.0
2017-12-01,34500,35250,33650,35200,276305,481502.0,13679033.0
2017-12-04,35150,35350,34200,34400,111365,470559.0,13679033.0
2017-12-05,34000,35650,34000,34850,105631,476714.0,13679033.0
2017-12-06,35050,35550,34600,34850,86085,476714.0,13679033.0
2017-12-07,35000,35050,33150,33650,178649,460299.0,13679033.0
2017-12-08,33450,34350,32950,33050,148118,452092.0,13679033.0
2017-12-11,32800,33750,32100,33600,131415,459616.0,13679033.0
2017-12-12,33800,34200,33200,33500,84482,458248.0,13679033.0
2017-12-13,33650,34050,33500,33700,78303,460983.0,13679033.0
2017-12-14,34100,35250,33950,34600,233713,473295.0,13679033.0
2017-12-15,34600,35100,33800,34350,119009,469875.0,13679033.0
2017-12-18,34350,34700,34100,34350,47391,469875.0,13679033.0
2017-12-19,34250,34250,33100,33600,105885,459616.0,13679033.0
2017-12-20,33700,34200,32650,32800,105500,448672.0,13679033.0
2017-12-21,33050,33350,31900,31900,134075,436361.0,13679033.0
2017-12-22,31500,33300,31250,33150,197564,453460.0,13679033.0
2017-12-26,33300,34750,33300,34600,205522,473295.0,13679033.0
2017-12-27,34800,35200,34100,35000,103601,478766.0,13679033.0
2017-12-28,35000,35600,34850,35100,126523,480134.0,13679033.0
2018-01-02,34950,35450,34450,35350,86602,483554.0,13679033.0
2018-01-03,35300,35700,35100,35600,114878,486974.0,13679033.0
2018-01-04,35800,35850,34250,34350,135479,469875.0,13679033.0
2018-01-05,34450,34650,33650,34050,115879,465771.0,13679033.0
2018-01-08,34300,34300,32850,33600,168157,467014.0,13899212.0
2018-01-09,33400,37050,33300,35300,496977,490642.0,13899212.0
2018-01-10,35700,36350,35150,35650,197928,495507.0,13899212.0
2018-01-11,35700,37000,35700,36850,237318,512186.0,13899212.0
2018-01-12,37750,37800,36300,37250,334037,517746.0,13899212.0
2018-01-15,36900,36900,35550,35700,203737,496202.0,13899212.0
2018-01-16,35450,38500,34800,37750,548656,524695.0,13899212.0
2018-01-17,37900,38900,37400,38100,272838,529560.0,13899212.0
2018-01-18,38550,38650,37600,38200,175077,530950.0,13899212.0
2018-01-19,38500,38550,37900,37950,154263,527475.0,13899212.0
2018-01-22,37950,38200,35650,35700,371172,496202.0,13899212.0
2018-01-23,36050,36400,34600,35050,354133,487167.0,13899212.0
2018-01-24,35300,35400,34750,35150,205352,488557.0,13899212.0
2018-01-25,34850,35100,33450,34450,333436,478828.0,13899212.0
2018-01-26,34500,34950,34450,34650,215367,481608.0,13899212.0
2018-01-29,34850,35600,34800,35250,230046,489947.0,13899212.0
2018-01-30,35000,35150,34400,34900,198892,485082.0,13899212.0
2018-01-31,34850,35800,34850,35300,261593,490642.0,13899212.0
2018-02-01,35450,36500,35450,35600,327039,494812.0,13899212.0
2018-02-02,35700,35800,33800,33850,348005,470488.0,13899212.0
2018-02-05,33000,33350,31950,31950,273166,444080.0,13899212.0
2018-02-06,30200,31150,29850,30950,388995,430181.0,13899212.0
2018-02-07,31550,32300,30550,30550,331274,424621.0,13899212.0
2018-02-08,30600,31750,30600,31150,278930,432960.0,13899212.0
2018-02-09,30100,30650,30000,30250,241065,420451.0,13899212.0
2018-02-12,30600,30800,30250,30400,151719,422536.0,13899212.0
2018-02-13,30600,30800,30100,30100,139664,418366.0,13899212.0
2018-02-14,30150,31600,30000,31150,198446,432960.0,13899212.0
2018-02-19,31550,32700,31450,32450,244531,451029.0,13899212.0
2018-02-20,32050,32800,31800,32050,157475,445470.0,13899212.0
2018-02-21,32450,35550,32450,34650,1019799,481608.0,13899212.0
2018-02-22,34600,34950,34150,34600,258055,480913.0,13899212.0
2018-02-23,34000,34000,32350,32600,548090,453114.0,13899212.0
2018-02-26,32450,33050,32400,32800,161423,455894.0,13899212.0
2018-02-27,33150,33150,32500,32850,140059,456589.0,13899212.0
2018-02-28,32500,32850,32050,32550,138356,452419.0,13899212.0
2018-03-02,32250,32250,31150,31500,155411,437825.0,13899212.0
2018-03-05,31250,31500,30700,30750,129547,427401.0,13899212.0
2018-03-06,30750,31350,30650,31350,119918,435740.0,13899212.0
2018-03-07,31350,31450,30600,30600,153398,425316.0,13899212.0
2018-03-08,30000,30250,29000,29650,330040,412112.0,13899212.0
2018-03-09,29900,30750,29650,30000,208942,416976.0,13899212.0
2018-03-12,30700,30950,30200,30950,98132,430181.0,13899212.0
2018-03-13,30950,31450,30550,31350,134007,435740.0,13899212.0
2018-03-14,31000,31500,30900,31350,86570,435740.0,13899212.0
2018-03-15,31150,31350,30750,30850,107263,428791.0,13899212.0
2018-03-16,31100,31150,30300,30350,93122,421841.0,13899212.0
2018-03-19,31300,32900,31050,32150,551845,446860.0,13899212.0
2018-03-20,32350,32750,31600,32550,231048,452419.0,13899212.0
2018-03-21,32500,32500,31050,31200,232735,433655.0,13899212.0
2018-03-22,31200,31450,30500,30550,196306,424621.0,13899212.0
2018-03-23,30000,30100,29100,29100,222762,404467.0,13899212.0
2018-03-26,28900,29300,27800,28300,308664,393348.0,13899212.0
2018-03-27,28750,28950,28200,28350,186708,394043.0,13899212.0
2018-03-28,28000,28450,27550,27800,162539,386398.0,13899212.0
2018-03-29,27650,28300,27350,28300,176178,393348.0,13899212.0
2018-03-30,28350,28500,28050,28250,80058,392653.0,13899212.0
2018-04-02,28150,28250,27150,27150,199056,377364.0,13899212.0
2018-04-03,26700,26850,25650,26000,430835,361380.0,13899212.0
2018-04-04,26050,26350,25000,25100,308573,348870.0,13899212.0
2018-04-05,25300,26100,25300,25800,238959,358600.0,13899212.0
2018-04-06,25800,25850,25100,25350,149414,352345.0,13899212.0
2018-04-09,25150,25850,25100,25400,110643,353040.0,13899212.0
2018-04-10,25800,26000,25050,25550,131743,355125.0,13899212.0
2018-04-11,26000,26050,25450,25700,182532,357210.0,13899212.0
2018-04-12,25850,26600,25550,25900,315080,359990.0,13899212.0
2018-04-13,26300,26600,25600,25700,241943,357210.0,13899212.0
2018-04-16,25950,26150,25550,26100,181870,362769.0,13899212.0
2018-04-17,26350,26350,25750,25800,137719,358600.0,13899212.0
2018-04-18,25900,25900,25300,25400,203985,353040.0,13899212.0
2018-04-19,25500,25900,25350,25700,184571,357210.0,13899212.0
2018-04-20,25750,26100,25450,25800,166469,358600.0,13899212.0
2018-04-23,25850,25900,25100,25100,179840,348870.0,13899212.0
2018-04-24,25100,25250,24650,24800,230373,344700.0,13899212.0
2018-04-25,24600,24800,24000,24200,179905,336361.0,13899212.0
2018-04-26,24300,24600,24050,24400,126653,339141.0,13899212.0
2018-04-27,24600,24950,23900,24050,192820,334276.0,13899212.0
2018-04-30,24050,24200,22900,23100,224134,321072.0,13899212.0
2018-05-02,23100,23750,23000,23400,166447,325242.0,13899212.0
2018-05-03,23300,23750,23150,23250,101797,323157.0,13899212.0
2018-05-04,23350,23450,22350,22350,187681,310647.0,13899212.0
2018-05-08,22600,22900,21850,21850,173318,303698.0,13899212.0
2018-05-09,21700,22550,21700,22450,206272,312037.0,13899212.0
2018-05-10,22500,23050,22400,22550,153366,313427.0,13899212.0
2018-05-11,22800,24250,22600,24250,284644,337056.0,13899212.0
2018-05-14,24350,24650,24000,24500,203330,340531.0,13899212.0
2018-05-15,24500,24500,23600,23900,97730,332191.0,13899212.0
2018-05-16,23800,23900,23000,23000,115543,319682.0,13899212.0
2018-05-17,23050,23700,23000,23400,88068,325242.0,13899212.0
2018-05-18,23350,23600,22950,23550,56951,327326.0,13899212.0
2018-05-21,23850,23850,23350,23450,84795,325937.0,13899212.0
2018-05-23,23350,24100,22950,23850,119349,331496.0,13899212.0
2018-05-24,23850,23850,22650,22750,210324,316207.0,13899212.0
2018-05-25,22400,23100,22200,22850,85022,317597.0,13899212.0
2018-05-28,22850,23050,22400,22650,106043,314817.0,13899212.0
2018-05-29,22750,24250,22750,23650,362690,328716.0,13899212.0
2018-05-30,23950,24200,23250,23800,234327,330801.0,13899212.0
2018-05-31,23600,23800,22650,22950,169585,318987.0,13899212.0
2018-06-01,22950,23200,22650,22900,107559,318292.0,13899212.0
2018-06-04,23200,23400,22950,23400,113454,325242.0,13899212.0
2018-06-05,23550,25800,23500,25350,700476,352345.0,13899212.0
2018-06-07,25500,25500,24750,25400,267260,353040.0,13899212.0
2018-06-08,25350,25400,24800,25000,117135,347480.0,13899212.0
2018-06-11,25000,25100,24250,24300,140188,337751.0,13899212.0
2018-06-12,24650,25800,24550,25200,293126,350260.0,13899212.0
2018-06-14,25150,26050,24850,24950,294648,346785.0,13899212.0
2018-06-15,24700,25350,24100,24450,191237,339836.0,13899212.0
2018-06-18,24050,24400,22000,22600,370141,314122.0,13899212.0
2018-06-19,22500,22800,20500,20600,391258,286324.0,13899212.0
2018-06-20,20650,21650,20600,21300,206313,296053.0,13899212.0
2018-06-21,21300,21700,20650,20650,152670,287019.0,13899212.0
2018-06-22,21200,21350,20350,21300,139058,296053.0,13899212.0
2018-06-25,21400,21400,20400,20600,295195,286324.0,13899212.0
2018-06-26,20600,20750,20050,20750,146317,288409.0,13899212.0
2018-06-27,20600,20850,20400,20400,97545,283544.0,13899212.0
2018-06-28,20100,20500,20050,20250,81093,281459.0,13899212.0
2018-06-29,20350,21000,20050,21000,120786,291883.0,13899212.0
2018-07-02,20800,20850,19650,19650,147815,273120.0,13899212.0
2018-07-03,19800,20100,18900,19350,190428,268950.0,13899212.0
2018-07-04,19350,19900,19350,19500,88605,271035.0,13899212.0
2018-07-05,19300,20100,19250,20000,140995,277984.0,13899212.0
2018-07-06,20300,20500,19650,20450,111848,284239.0,13899212.0
2018-07-09,20200,20900,20100,20450,105403,284239.0,13899212.0
2018-07-10,20600,20950,20250,20750,162614,288409.0,13899212.0
2018-07-11,20800,21550,20450,21000,259752,291883.0,13899212.0
2018-07-12,20850,21450,20750,21300,111769,296053.0,13899212.0
2018-07-13,21300,21700,20850,21000,123258,291883.0,13899212.0
2018-07-16,21000,21300,20700,21150,72702,293968.0,13899212.0
2018-07-17,21600,23900,21600,23250,1070036,323157.0,13899212.0
2018-07-18,23300,25000,23100,24600,751237,341921.0,13899212.0
2018-07-19,24600,25000,23950,24300,466355,337751.0,13899212.0
2018-07-20,24300,25350,23700,24350,366806,338446.0,13899212.0
2018-07-23,24350,24600,23250,23250,254691,323157.0,13899212.0
2018-07-24,23450,23950,23200,23300,179511,323852.0,13899212.0
2018-07-25,23250,23500,22400,22700,211631,315512.0,13899212.0
2018-07-26,22800,23900,22700,23900,238745,332191.0,13899212.0
2018-07-27,23900,24850,23650,24650,326269,342616.0,13899212.0
2018-07-30,24600,26450,24500,25850,694611,359295.0,13899212.0
2018-07-31,25900,26100,25100,25500,436392,354430.0,13899212.0
2018-08-01,25450,26100,25150,25900,321268,359990.0,13899212.0
2018-08-02,25600,27050,25450,26650,701459,370414.0,13899212.0
2018-08-03,26900,27200,25650,25900,536290,359990.0,13899212.0
2018-08-06,26100,26100,25050,25700,293903,357210.0,13899212.0
2018-08-07,25700,26950,25650,26200,526524,364159.0,13899212.0
2018-08-08,25550,26450,24700,25250,735040,350955.0,13899212.0
2018-08-09,25250,25350,24600,24700,286959,343311.0,13899212.0
2018-08-10,24850,24900,23050,23100,619293,321072.0,13899212.0
2018-08-13,22600,22900,21650,21650,373675,300918.0,13899212.0
2018-08-14,21650,22250,21600,21850,215831,303698.0,13899212.0
2018-08-16,21200,22150,21050,22150,172448,307868.0,13899212.0
2018-08-17,22250,22750,21850,22400,193413,311342.0,13899212.0
2018-08-20,22400,22600,22150,22550,91635,313427.0,13899212.0
2018-08-21,22500,22850,22300,22750,112314,316207.0,13899212.0
2018-08-22,22900,22900,22100,22200,132022,308563.0,13899212.0
2018-08-23,22200,22350,21500,21700,193349,301613.0,13899212.0
2018-08-24,21600,22150,21500,21800,120262,303003.0,13899212.0
2018-08-27,22200,24100,22000,24050,530303,334276.0,13899212.0
2018-08-28,24350,24450,23450,23700,317972,334158.0,14099511.0
2018-08-29,24100,25450,24100,25300,659815,356718.0,14099511.0
2018-08-30,25500,25550,24800,25350,223268,357423.0,14099511.0
2018-08-31,25100,26500,24800,26050,543084,367292.0,14099511.0
2018-09-03,26000,28100,25900,27800,1011564,391966.0,14099511.0
2018-09-04,27800,28150,27100,27800,516290,391966.0,14099511.0
2018-09-05,27900,29350,27400,27900,954162,393376.0,14099511.0
2018-09-06,28100,28300,26900,27600,495096,389147.0,14099511.0
2018-09-07,27400,27450,25200,25800,970558,363767.0,14099511.0
2018-09-10,25450,26300,25000,26050,527777,367292.0,14099511.0
2018-09-11,26000,26350,25050,25150,425219,354603.0,14099511.0
2018-09-12,25150,25450,24250,24800,390037,349668.0,14099511.0
2018-09-13,24700,25750,24650,25600,420425,360947.0,14099511.0
2018-09-14,26000,26650,25700,26400,442024,372227.0,14099511.0
2018-09-17,26550,26550,25000,25300,400662,356718.0,14099511.0
2018-09-18,24900,25850,24850,25550,171327,360243.0,14099511.0
2018-09-19,25750,25950,25150,25450,155617,358833.0,14099511.0
2018-09-20,25500,25700,24350,24450,314663,344733.0,14099511.0
2018-09-21,24700,24950,24050,24700,171150,348258.0,14099511.0
2018-09-27,24700,25900,24500,25900,192650,365177.0,14099511.0
2018-09-28,25950,26450,25550,25900,273984,365177.0,14099511.0
2018-10-01,25950,26000,25150,25200,125738,355308.0,14099511.0
2018-10-02,25450,25750,25050,25050,136349,353193.0,14099511.0
2018-10-04,25200,25400,24250,24300,152838,342618.0,14099511.0
2018-10-05,24150,24850,23450,23750,187039,334863.0,14099511.0
2018-10-08,23550,24500,23350,24000,104242,338388.0,14099511.0
2018-10-10,24150,24550,22050,22700,235106,320059.0,14099511.0
2018-10-11,21300,22200,20750,20750,355655,292565.0,14099511.0
2018-10-12,20600,22000,20600,21600,200812,304549.0,14099511.0
2018-10-15,21600,22300,21100,21450,136487,302435.0,14099511.0
2018-10-16,21450,23350,21450,23000,205529,324289.0,14099511.0
2018-10-17,23400,23400,22500,22850,141001,322174.0,14099511.0
2018-10-18,23100,23150,22400,22500,73060,317239.0,14099511.0
2018-10-19,22300,23050,21700,23000,100858,324289.0,14099511.0
2018-10-22,22850,23750,22550,23700,123033,334158.0,14099511.0
2018-10-23,23500,24000,22200,22550,169860,317944.0,14099511.0
2018-10-24,22850,23650,22450,23150,212558,326404.0,14099511.0
2018-10-25,22400,24000,22400,23750,342170,334863.0,14099511.0
2018-10-26,23950,24850,23450,24750,480198,348963.0,14099511.0
2018-10-29,24950,26500,24950,25450,1114099,358833.0,14099511.0
2018-10-30,25150,26500,24150,25250,843500,356013.0,14099511.0
2018-10-31,25650,25750,24600,25300,333810,356718.0,14099511.0
2018-11-01,25350,25600,24050,24050,435758,339093.0,14099511.0
2018-11-02,24600,25400,24250,25400,473998,358128.0,14099511.0
2018-11-05,25150,27200,24650,26900,623429,379277.0,14099511.0
2018-11-06,27250,27300,25100,25600,537907,360947.0,14099511.0
2018-11-07,25600,26350,24350,24800,439073,349668.0,14099511.0
2018-11-08,25550,26000,25200,25650,377093,361652.0,14099511.0
2018-11-09,25600,26750,25400,26600,633402,375047.0,14099511.0
2018-11-12,26250,28700,26100,28700,1614777,404656.0,14099511.0
2018-11-13,28250,28400,27100,28050,1078640,395491.0,14099511.0
2018-11-14,27950,28350,27100,27950,559362,394081.0,14099511.0
2018-11-15,27600,28150,27000,27500,462299,387737.0,14099511.0
2018-11-16,27850,28200,27050,27500,504433,387737.0,14099511.0
2018-11-19,27550,28200,27450,27650,343830,389851.0,14099511.0
2018-11-20,27050,27150,25400,25450,712249,358833.0,14099511.0
2018-11-21,24700,25650,24300,25550,436010,360243.0,14099511.0
2018-11-22,25650,25650,24250,24650,351959,347553.0,14099511.0
2018-11-23,24800,25100,24000,24100,218116,339798.0,14099511.0
2018-11-26,24000,24100,22500,22600,766854,318649.0,14099511.0
2018-11-27,22950,23400,22700,23250,347379,327814.0,14099511.0
2018-11-28,23300,23300,22350,22900,308390,322879.0,14099511.0
2018-11-29,23350,24550,23200,24050,688573,339093.0,14099511.0
2018-11-30,24250,24850,23700,23800,341529,335568.0,14099511.0
2018-12-03,24300,24450,23800,24100,231153,339798.0,14099511.0
2018-12-04,24250,24300,23150,23600,310276,332748.0,14099511.0
2018-12-05,22950,23800,22850,23650,171485,333453.0,14099511.0
2018-12-06,23500,23800,22600,22800,265840,321469.0,14099511.0
2018-12-07,22950,23200,22500,22800,143079,321469.0,14099511.0
2018-12-10,22300,22350,21800,21900,191100,308779.0,14099511.0
2018-12-11,22200,22350,21600,21650,131226,305254.0,14099511.0
2018-12-12,21800,22550,21800,22500,162587,317239.0,14099511.0
2018-12-13,22700,22800,22000,22500,669559,317239.0,14099511.0
2018-12-14,22450,23000,22100,22200,222044,313009.0,14099511.0
2018-12-17,22050,22350,21600,22150,132551,312304.0,14099511.0
2018-12-18,21700,22050,21300,21450,181185,302435.0,14099511.0
2018-12-19,21500,22700,21100,22450,287481,316534.0,14099511.0
2018-12-20,22200,22200,21450,21700,259287,305959.0,14099511.0
2018-12-21,21450,22300,21400,21950,155124,309484.0,14099511.0
2018-12-24,21800,21800,21150,21150,219458,298205.0,14099511.0
2018-12-26,20700,21300,20300,20400,223155,287630.0,14099511.0
2018-12-27,20850,21550,20750,21250,188568,299615.0,14099511.0
2018-12-28,21350,22050,21350,21700,126743,305959.0,14099511.0
