세화피앤씨(252500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-08-03,4710,4780,4675,4740,125347,98323.0,20743195.0
2018-08-06,4720,4875,4715,4745,146418,98426.0,20743195.0
2018-08-07,4790,4795,4620,4695,110050,97389.0,20743195.0
2018-08-08,4695,4695,4560,4645,153073,96352.0,20743195.0
2018-08-09,4690,4690,4555,4575,80563,94900.0,20743195.0
2018-08-10,4555,4630,4500,4520,89348,93759.0,20743195.0
2018-08-13,4455,4500,4160,4200,195957,87121.0,20743195.0
2018-08-14,4190,4355,4185,4270,81401,88573.0,20743195.0
2018-08-16,4250,4580,4210,4550,182526,94382.0,20743195.0
2018-08-17,4615,4680,4440,4510,157798,93552.0,20743195.0
2018-08-20,4545,4600,4465,4510,54947,93552.0,20743195.0
2018-08-21,4515,4640,4460,4600,108220,95419.0,20743195.0
2018-08-22,4600,4645,4560,4620,133054,95834.0,20743195.0
2018-08-23,4730,5310,4720,4790,6011677,99360.0,20743195.0
2018-08-24,4765,4940,4740,4875,557700,101123.0,20743195.0
2018-08-27,4880,5190,4725,5080,814169,105375.0,20743195.0
2018-08-28,5040,5150,5040,5150,368311,106827.0,20743195.0
2018-08-29,5230,5380,5020,5070,887985,105168.0,20743195.0
2018-08-30,5310,5370,5050,5050,601188,104753.0,20743195.0
2018-08-31,5050,5160,4980,5060,434639,104961.0,20743195.0
2018-09-03,5000,5100,4800,4900,411492,101642.0,20743195.0
2018-09-04,4900,4980,4860,4960,262506,102886.0,20743195.0
2018-09-05,5000,5080,4875,4915,260419,101953.0,20743195.0
2018-09-06,4960,4970,4860,4870,130278,101019.0,20743195.0
2018-09-07,4865,4895,4735,4750,221200,98530.0,20743195.0
2018-09-10,4750,4920,4550,4855,323841,100708.0,20743195.0
2018-09-11,4855,5130,4790,5100,563981,105790.0,20743195.0
2018-09-12,5260,5260,4965,5000,360093,103716.0,20743195.0
2018-09-13,5040,5250,4935,5160,417188,107035.0,20743195.0
2018-09-14,5190,5210,5090,5160,350475,107035.0,20743195.0
2018-09-17,5160,5530,5160,5490,1829678,113880.0,20743195.0
2018-09-18,5490,5800,5250,5710,1209132,118444.0,20743195.0
2018-09-19,5790,5830,5600,5680,523451,117821.0,20743195.0
2018-09-20,5680,5740,5310,5500,605130,114088.0,20743195.0
2018-09-21,5500,5710,5150,5410,881349,112221.0,20743195.0
2018-09-27,5330,5470,5260,5280,412884,109524.0,20743195.0
2018-09-28,5290,5550,5250,5550,698158,115125.0,20743195.0
2018-10-01,5560,5820,5520,5770,769833,119688.0,20743195.0
2018-10-02,5770,5810,5520,5650,443389,117199.0,20743195.0
2018-10-04,5620,5750,5300,5340,285795,110769.0,20743195.0
2018-10-05,5260,5400,5130,5350,245830,110976.0,20743195.0
2018-10-08,5330,5420,5210,5350,130409,110976.0,20743195.0
2018-10-10,5370,5390,4905,5080,229258,105375.0,20743195.0
2018-10-11,4685,4900,4400,4400,395161,91270.0,20743195.0
2018-10-12,4245,4580,4245,4445,242915,92204.0,20743195.0
2018-10-15,4400,4500,4350,4400,173700,91270.0,20743195.0
2018-10-16,4485,4790,4420,4660,337001,96663.0,20743195.0
2018-10-17,4970,5190,4725,5110,729987,105998.0,20743195.0
2018-10-18,5020,5120,4900,4900,290728,101642.0,20743195.0
2018-10-19,4850,5070,4825,4880,171073,101227.0,20743195.0
2018-10-22,4970,5300,4710,5190,1080200,107657.0,20743195.0
2018-10-23,5200,5300,4850,5200,729245,107865.0,20743195.0
2018-10-24,5130,5230,4975,5200,337951,107865.0,20743195.0
2018-10-25,4850,5200,4850,5200,388729,107865.0,20743195.0
2018-10-26,5150,5200,4940,4950,567827,102679.0,20743195.0
2018-10-29,5290,5290,4780,4800,716300,99567.0,20743195.0
2018-10-30,4625,4810,4570,4650,327330,96456.0,20743195.0
2018-10-31,4650,4790,4520,4665,295617,96767.0,20743195.0
2018-11-01,4965,4965,4630,4805,385622,99671.0,20743195.0
2018-11-02,4840,5110,4810,4960,595991,102886.0,20743195.0
2018-11-05,4965,5100,4915,5060,196625,104961.0,20743195.0
2018-11-06,5090,5200,4995,5190,378315,107657.0,20743195.0
2018-11-07,5160,5220,4920,5100,325823,105790.0,20743195.0
2018-11-08,5160,5190,5000,5170,345857,107242.0,20743195.0
2018-11-09,5170,5190,4985,4990,237004,103509.0,20743195.0
2018-11-12,5040,5040,4835,4960,195651,102886.0,20743195.0
2018-11-13,4815,4930,4730,4905,188412,101745.0,20743195.0
2018-11-14,5000,5000,4845,4935,108936,102368.0,20743195.0
2018-11-15,4750,4895,4630,4655,350543,96560.0,20743195.0
2018-11-16,4750,4770,4470,4540,448478,94174.0,20743195.0
2018-11-19,4540,4655,4515,4610,142669,95626.0,20743195.0
2018-11-20,4515,4600,4300,4300,250452,89196.0,20743195.0
2018-11-21,4295,4330,3960,4005,937443,83076.0,20743195.0
2018-11-22,4040,4145,3805,3840,393785,79654.0,20743195.0
2018-11-23,3825,3895,3520,3670,649091,76128.0,20743195.0
2018-11-26,3610,3745,3610,3720,229164,77165.0,20743195.0
2018-11-27,3735,3760,3650,3720,196833,77165.0,20743195.0
2018-11-28,3720,3740,3660,3670,197987,76128.0,20743195.0
2018-11-29,3705,3735,3400,3485,543418,72290.0,20743195.0
2018-11-30,3480,3570,3355,3380,305617,70112.0,20743195.0
2018-12-03,3460,4030,3460,3785,3084759,78513.0,20743195.0
2018-12-04,3760,3800,3655,3770,654632,78202.0,20743195.0
2018-12-05,3735,3745,3625,3630,409549,75298.0,20743195.0
2018-12-06,3630,3690,3420,3430,391632,71149.0,20743195.0
2018-12-07,3385,3580,3385,3410,444393,70734.0,20743195.0
2018-12-10,3350,3405,3075,3125,578033,64822.0,20743195.0
2018-12-11,3140,3225,3085,3090,368238,64096.0,20743195.0
2018-12-12,3105,3235,3075,3160,294922,65548.0,20743195.0
2018-12-13,3185,3330,3170,3285,334862,68141.0,20743195.0
2018-12-14,3300,3315,3025,3060,497389,63474.0,20743195.0
2018-12-17,3080,3090,2865,2945,337370,61089.0,20743195.0
2018-12-18,2855,3035,2830,2940,234800,60985.0,20743195.0
2018-12-19,2950,2980,2860,2920,197835,60570.0,20743195.0
2018-12-20,2920,2930,2790,2810,196275,58288.0,20743195.0
2018-12-21,2805,2870,2600,2655,568639,55073.0,20743195.0
2018-12-24,2655,2765,2620,2625,311632,54451.0,20743195.0
2018-12-26,2570,2625,2510,2545,246572,52791.0,20743195.0
2018-12-27,2640,2995,2640,2665,2114908,55281.0,20743195.0
2018-12-28,2665,2760,2650,2675,326401,55488.0,20743195.0
2019-01-02,2755,2755,2635,2675,230395,55488.0,20743195.0
2019-01-03,2655,2730,2545,2545,325917,52791.0,20743195.0
2019-01-04,2600,2600,2390,2550,234332,52895.0,20743195.0
2019-01-07,2585,2900,2570,2710,1643422,56214.0,20743195.0
2019-01-08,2750,2765,2685,2710,269095,56214.0,20743195.0
2019-01-09,2750,2795,2710,2725,269928,56525.0,20743195.0
2019-01-10,2725,2795,2715,2740,238320,56836.0,20743195.0
2019-01-11,2865,2865,2755,2770,394983,57459.0,20743195.0
2019-01-14,2735,2785,2705,2760,150461,57251.0,20743195.0
2019-01-15,2755,3450,2755,3200,9103957,66378.0,20743195.0
2019-01-16,3240,3315,3155,3305,1714830,68556.0,20743195.0
2019-01-17,3345,3375,3105,3130,845509,64926.0,20743195.0
2019-01-18,3160,3270,3130,3180,600101,65963.0,20743195.0
2019-01-21,3175,3230,3070,3070,422480,63682.0,20743195.0
2019-01-22,3095,3450,3075,3245,2771932,67312.0,20743195.0
2019-01-23,3250,3470,3210,3245,1554973,67312.0,20743195.0
2019-01-24,3320,3345,3250,3275,397681,67934.0,20743195.0
2019-01-25,3295,3295,3200,3220,301101,66793.0,20743195.0
2019-01-28,3220,3345,3220,3220,483630,66793.0,20743195.0
2019-01-29,3315,3480,3260,3355,1928075,69593.0,20743195.0
2019-01-30,3575,3635,3285,3285,1323651,68141.0,20743195.0
2019-01-31,3315,3335,3105,3275,481390,67934.0,20743195.0
2019-02-01,3270,3270,3200,3205,144895,66482.0,20743195.0
2019-02-07,3205,3225,3095,3095,291473,64200.0,20743195.0
2019-02-08,3125,3135,3050,3080,168939,63889.0,20743195.0
2019-02-11,3080,3110,2995,3010,225878,62437.0,20743195.0
2019-02-12,3010,3055,2915,2940,233560,60985.0,20743195.0
2019-02-13,2940,3030,2920,3025,213101,62748.0,20743195.0
2019-02-14,3005,3135,3005,3075,337900,63785.0,20743195.0
2019-02-15,3075,3250,3010,3130,786142,64926.0,20743195.0
2019-02-18,3210,3215,3125,3145,261968,65237.0,20743195.0
2019-02-19,3115,3255,3115,3240,242428,67208.0,20743195.0
2019-02-20,3250,3420,3230,3300,1183409,68453.0,20743195.0
2019-02-21,3310,3430,3240,3245,497987,67312.0,20743195.0
2019-02-22,3265,3345,3210,3230,314388,67001.0,20743195.0
2019-02-25,3235,3370,3190,3315,403893,68764.0,20743195.0
2019-02-26,3330,3365,3230,3275,216550,67934.0,20743195.0
2019-02-27,3310,3340,3270,3280,232258,68038.0,20743195.0
2019-02-28,3300,3330,2990,3035,318978,62956.0,20743195.0
2019-03-04,3170,3275,3110,3255,238021,67519.0,20743195.0
2019-03-05,3205,3350,3170,3250,237602,67415.0,20743195.0
2019-03-06,3260,3315,3245,3275,120114,67934.0,20743195.0
2019-03-07,3260,3430,3225,3310,818819,68660.0,20743195.0
2019-03-08,3345,3405,3155,3220,567653,66793.0,20743195.0
2019-03-11,3185,3205,3065,3110,234336,64511.0,20743195.0
2019-03-12,3145,3165,3075,3090,199543,64096.0,20743195.0
2019-03-13,3115,3155,3070,3115,186291,64615.0,20743195.0
2019-03-14,3150,3300,3120,3295,458915,68349.0,20743195.0
2019-03-15,3280,3375,3225,3245,338627,67312.0,20743195.0
2019-03-18,3275,3345,3255,3345,303312,69386.0,20743195.0
2019-03-19,3375,3380,3290,3300,217896,68453.0,20743195.0
2019-03-20,3305,3390,3215,3290,218256,68245.0,20743195.0
2019-03-21,3205,3285,3140,3170,197803,65756.0,20743195.0
2019-03-22,3200,3200,3080,3145,127824,65237.0,20743195.0
2019-03-25,3055,3120,2940,3000,264544,62230.0,20743195.0
2019-03-26,3005,3080,3000,3045,106815,63163.0,20743195.0
2019-03-27,3035,3100,3020,3050,107868,63267.0,20743195.0
2019-03-28,3060,3060,2945,2990,132126,62022.0,20743195.0
2019-03-29,2980,3010,2860,2960,130432,61400.0,20743195.0
2019-04-01,2960,3035,2960,3035,80609,62956.0,20743195.0
2019-04-02,3040,3200,3025,3165,197027,65652.0,20743195.0
2019-04-03,3195,3245,3135,3235,148610,67104.0,20743195.0
2019-04-04,3240,3270,3200,3270,137506,67830.0,20743195.0
2019-04-05,3290,3295,3225,3245,103774,67312.0,20743195.0
2019-04-08,3250,3335,3225,3250,237327,67415.0,20743195.0
2019-04-09,3250,3340,3180,3340,323151,69282.0,20743195.0
2019-04-10,3330,3330,3210,3220,302013,66793.0,20743195.0
2019-04-11,3220,3300,3200,3270,180631,67830.0,20743195.0
2019-04-12,3255,3365,3215,3300,309289,68453.0,20743195.0
2019-04-15,3335,3705,3335,3535,6016068,73327.0,20743195.0
2019-04-16,3540,3590,3465,3590,948800,74468.0,20743195.0
2019-04-17,3580,3630,3475,3475,656344,72083.0,20743195.0
2019-04-18,3490,3500,3340,3340,451642,69282.0,20743195.0
2019-04-19,3375,3670,3355,3525,1749815,73120.0,20743195.0
2019-04-22,3530,3595,3495,3545,429591,73535.0,20743195.0
2019-04-23,3610,3620,3465,3550,724389,73638.0,20743195.0
2019-04-24,3550,3590,3435,3450,503761,71564.0,20743195.0
2019-04-25,3450,3485,3370,3370,265981,69905.0,20743195.0
2019-04-26,3350,3430,3320,3350,241642,69490.0,20743195.0
2019-04-29,3350,3470,3225,3465,351403,71875.0,20743195.0
2019-04-30,3470,3490,3365,3395,241784,70423.0,20743195.0
2019-05-02,3365,3440,3300,3415,172924,70838.0,20743195.0
2019-05-03,3395,3435,3380,3430,145858,71149.0,20743195.0
2019-05-07,3315,3370,3265,3305,229909,68556.0,20743195.0
2019-05-08,3280,3300,3225,3225,162758,66897.0,20743195.0
2019-05-09,3215,3260,2995,3010,449703,62437.0,20743195.0
2019-05-10,3000,3095,2900,2945,302747,61089.0,20743195.0
2019-05-13,2965,2990,2870,2910,114213,60363.0,20743195.0
2019-05-14,2905,2930,2750,2925,182605,60674.0,20743195.0
2019-05-15,2915,3040,2915,3040,130406,63059.0,20743195.0
2019-05-16,3085,3120,2995,3010,170217,62437.0,20743195.0
2019-05-17,3005,3055,2995,3010,80525,62437.0,20743195.0
2019-05-20,3010,3045,2945,2980,100745,61815.0,20743195.0
2019-05-21,2960,2995,2910,2930,79755,60778.0,20743195.0
2019-05-22,2930,2990,2640,2890,160680,59948.0,20743195.0
2019-05-23,2885,2885,2720,2760,208826,57251.0,20743195.0
2019-05-24,2730,2730,2620,2665,239315,55281.0,20743195.0
2019-05-27,2660,2690,2545,2555,204581,52999.0,20743195.0
2019-05-28,2570,3320,2570,3320,1517358,68867.0,20743195.0
2019-05-29,3620,4045,3475,3730,21465625,77372.0,20743195.0
2019-05-30,3730,3900,3365,3405,5922105,70631.0,20743195.0
2019-05-31,3370,3555,3315,3400,3041220,70527.0,20743195.0
2019-06-03,3665,3975,3575,3715,12081161,77061.0,20743195.0
2019-06-04,3715,3780,3440,3470,2082933,71979.0,20743195.0
2019-06-05,3470,3680,3380,3550,2310679,73638.0,20743195.0
2019-06-07,3500,3635,3420,3635,971255,75402.0,20743195.0
2019-06-10,3635,3900,3510,3900,2539182,80898.0,20743195.0
2019-06-11,4165,4530,4010,4010,16865171,83180.0,20743195.0
2019-06-12,3965,3990,3780,3780,1705141,78409.0,20743195.0
2019-06-13,3750,3925,3710,3915,1476138,81210.0,20743195.0
2019-06-14,3870,3900,3620,3620,809548,75090.0,20743195.0
2019-06-17,3555,3725,3545,3545,466542,73535.0,20743195.0
2019-06-18,3545,3660,3510,3575,492498,74157.0,20743195.0
2019-06-19,3595,3670,3480,3500,497790,72601.0,20743195.0
2019-06-20,3505,3560,3490,3505,379658,72705.0,20743195.0
2019-06-21,3505,3575,3345,3385,592980,70216.0,20743195.0
2019-06-24,3385,3450,3340,3345,244276,69386.0,20743195.0
2019-06-25,3375,3390,3230,3250,398391,67415.0,20743195.0
2019-06-26,3255,3300,3215,3255,270482,67519.0,20743195.0
2019-06-27,3255,3460,3145,3195,736007,66275.0,20743195.0
2019-06-28,3160,3225,3030,3090,456173,64096.0,20743195.0
2019-07-01,3085,3210,3060,3180,307308,65963.0,20743195.0
2019-07-02,3150,3225,3150,3195,151657,66275.0,20743195.0
2019-07-03,3190,3215,3030,3100,290959,64304.0,20743195.0
2019-07-04,3100,3150,3065,3150,195595,65341.0,20743195.0
2019-07-05,3220,3350,3155,3220,538057,66793.0,20743195.0
2019-07-08,3200,3220,3030,3065,204147,63578.0,20743195.0
2019-07-09,3035,3125,2910,2910,276730,60363.0,20743195.0
2019-07-10,2885,2985,2880,2955,163562,61296.0,20743195.0
2019-07-11,2945,3050,2945,3040,99919,63059.0,20743195.0
2019-07-12,3050,3085,3010,3065,74743,63578.0,20743195.0
2019-07-15,3035,3065,2980,3040,89611,63059.0,20743195.0
2019-07-16,2990,3090,2990,3075,118733,63785.0,20743195.0
2019-07-17,3075,3085,2935,2955,149536,61296.0,20743195.0
2019-07-18,2925,3030,2890,2990,90375,62022.0,20743195.0
2019-07-19,2960,3030,2950,2960,101326,61400.0,20743195.0
2019-07-22,2940,3150,2940,3040,127416,63059.0,20743195.0
2019-07-23,3060,3060,2950,2970,93056,61607.0,20743195.0
2019-07-24,2950,3020,2920,2925,99843,60674.0,20743195.0
2019-07-25,2825,2935,2780,2780,176816,57666.0,20743195.0
2019-07-26,2745,2790,2660,2720,169394,56421.0,20743195.0
2019-07-29,2690,2730,2555,2560,252775,53103.0,20743195.0
2019-07-30,2475,2700,2475,2690,253339,55799.0,20743195.0
2019-07-31,3000,3145,2710,2800,1699065,58081.0,20743195.0
2019-08-01,2720,2790,2640,2640,300199,54762.0,20743195.0
2019-08-02,2590,2685,2510,2640,213126,54762.0,20743195.0
2019-08-05,2610,2645,2440,2475,303441,51339.0,20743195.0
2019-08-06,2325,2560,2270,2340,285158,48539.0,20743195.0
2019-08-07,2325,2490,2290,2345,251792,48643.0,20743195.0
2019-08-08,2365,2900,2365,2535,3648696,52584.0,20743195.0
2019-08-09,2520,2585,2515,2535,383672,52584.0,20743195.0
2019-08-12,2610,3095,2600,2830,7190278,58703.0,20743195.0
2019-08-13,2820,3055,2795,2905,2101836,60259.0,20743195.0
2019-08-14,2920,2920,2780,2800,500010,58081.0,20743195.0
2019-08-16,2740,2770,2600,2670,444414,55384.0,20743195.0
2019-08-19,2785,2875,2685,2695,253482,55903.0,20743195.0
2019-08-20,2695,2740,2650,2735,178417,56733.0,20743195.0
2019-08-21,2735,2795,2690,2740,204918,56836.0,20743195.0
2019-08-22,2750,2775,2670,2700,151446,56007.0,20743195.0
2019-08-23,2680,2795,2650,2715,373568,56318.0,20743195.0
2019-08-26,2660,2660,2560,2575,235853,53414.0,20743195.0
2019-08-27,2640,2640,2565,2600,86138,53932.0,20743195.0
2019-08-28,2560,2690,2560,2690,137990,55799.0,20743195.0
2019-08-29,2910,3195,2660,2680,3673140,55592.0,20743195.0
2019-08-30,2735,2785,2690,2745,489665,56940.0,20743195.0
2019-09-02,2700,2815,2700,2760,287815,57251.0,20743195.0
2019-09-03,2735,2890,2735,2835,583142,58807.0,20743195.0
2019-09-04,2900,2900,2795,2815,179840,58392.0,20743195.0
2019-09-05,2830,2865,2810,2815,168378,58392.0,20743195.0
2019-09-06,2830,2830,2775,2800,105230,58081.0,20743195.0
2019-09-09,2780,2850,2735,2755,134077,57148.0,20743195.0
2019-09-10,2745,2795,2740,2745,112318,56940.0,20743195.0
2019-09-11,2745,2875,2745,2830,247730,58703.0,20743195.0
2019-09-16,2840,3000,2810,2940,685297,60985.0,20743195.0
2019-09-17,2890,3035,2865,3035,742977,62956.0,20743195.0
2019-09-18,3230,3320,2915,2920,2864796,60570.0,20743195.0
2019-09-19,2980,3020,2855,2855,623204,59222.0,20743195.0
2019-09-20,2870,2920,2855,2900,254058,60155.0,20743195.0
2019-09-23,2875,2915,2870,2870,155809,59533.0,20743195.0
2019-09-24,2855,3045,2850,3045,461401,63163.0,20743195.0
2019-09-25,2985,3055,2900,2900,324947,60155.0,20743195.0
2019-09-26,2905,2975,2865,2915,174251,60466.0,20743195.0
2019-09-27,2925,3125,2920,3045,973240,63163.0,20743195.0
2019-09-30,3035,3065,2925,2925,299711,60674.0,20743195.0
2019-10-01,2940,2955,2830,2860,255266,59326.0,20743195.0
2019-10-02,2845,2850,2755,2780,168570,57666.0,20743195.0
2019-10-04,2750,2770,2675,2710,181216,56214.0,20743195.0
2019-10-07,2700,2750,2680,2685,184599,55695.0,20743195.0
