한류AI센터(222810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-05-22,2320,2325,2280,2300,155196,36016.0,15659201.0
2017-05-23,2315,2315,2285,2295,151272,35938.0,15659201.0
2017-05-24,2295,2315,2255,2260,247687,35390.0,15659201.0
2017-05-25,2260,2280,2220,2225,224507,34842.0,15659201.0
2017-05-26,2225,2290,2210,2275,223244,35625.0,15659201.0
2017-05-29,2250,2280,2245,2255,115769,35311.0,15659201.0
2017-05-30,2215,2285,2215,2280,163886,35703.0,15659201.0
2017-05-31,2350,2475,2305,2335,2018336,36564.0,15659201.0
2017-06-01,2325,2380,2290,2360,293725,36956.0,15659201.0
2017-06-02,2360,2360,2295,2315,197717,36251.0,15659201.0
2017-06-05,2290,2315,2290,2305,117325,36094.0,15659201.0
2017-06-07,2305,2315,2240,2255,286121,35311.0,15659201.0
2017-06-08,2255,2275,2235,2255,159496,35311.0,15659201.0
2017-06-09,2255,2295,2240,2295,144879,35938.0,15659201.0
2017-06-12,2295,2300,2255,2270,123479,35546.0,15659201.0
2017-06-13,2270,2310,2250,2260,169191,35390.0,15659201.0
2017-06-14,2270,2290,2255,2265,144963,35468.0,15659201.0
2017-06-15,2265,2360,2265,2340,492640,36643.0,15659201.0
2017-06-16,2340,2345,2305,2310,120964,36173.0,15659201.0
2017-06-19,2325,2325,2280,2315,86297,36251.0,15659201.0
2017-06-20,2315,2315,2230,2230,275951,34920.0,15659201.0
2017-06-21,2235,2265,2230,2230,121918,34920.0,15659201.0
2017-06-22,2230,2265,2230,2235,95753,34998.0,15659201.0
2017-06-23,2230,2260,2230,2255,49804,35311.0,15659201.0
2017-06-26,2295,2295,2240,2245,78478,35155.0,15659201.0
2017-06-27,2255,2265,2230,2235,117768,34998.0,15659201.0
2017-06-28,2240,2305,2190,2220,297384,34763.0,15659201.0
2017-06-29,2225,2260,2225,2225,78569,34842.0,15659201.0
2017-06-30,2225,2240,2200,2200,126969,34450.0,15659201.0
2017-07-03,2235,2355,2225,2330,860515,36486.0,15659201.0
2017-07-04,2340,2340,2245,2280,310622,35703.0,15659201.0
2017-07-05,2315,2315,2275,2310,104392,36173.0,15659201.0
2017-07-06,2290,2315,2275,2290,131433,35860.0,15659201.0
2017-07-07,2300,2715,2300,2465,11351199,38600.0,15659201.0
2017-07-10,2470,2525,2415,2525,1805100,39539.0,15659201.0
2017-07-11,2540,2810,2460,2460,9217555,38522.0,15659201.0
2017-07-12,2505,2525,2330,2380,2442568,37269.0,15659201.0
2017-07-13,2410,2550,2360,2505,2194353,39226.0,15659201.0
2017-07-14,2580,2665,2415,2465,2431255,38600.0,15659201.0
2017-07-17,2470,2515,2395,2425,646683,37974.0,15659201.0
2017-07-18,2440,2545,2430,2495,1548288,39070.0,15659201.0
2017-07-19,2510,2520,2455,2465,630019,38600.0,15659201.0
2017-07-20,2510,2525,2410,2430,917313,38052.0,15659201.0
2017-07-21,2420,2455,2400,2445,403109,38287.0,15659201.0
2017-07-24,2455,2505,2430,2465,567584,38600.0,15659201.0
2017-07-25,2475,2555,2445,2445,1025075,38287.0,15659201.0
2017-07-26,2445,2485,2390,2480,345350,38835.0,15659201.0
2017-07-27,2500,2500,2435,2455,359406,38443.0,15659201.0
2017-07-28,2455,2590,2445,2570,2042479,40244.0,15659201.0
2017-07-31,2545,2630,2520,2575,907538,40322.0,15659201.0
2017-08-01,2585,2650,2525,2535,1119815,39696.0,15659201.0
2017-08-02,2535,2595,2500,2595,587501,40636.0,15659201.0
2017-08-03,2605,2635,2520,2520,780258,39461.0,15659201.0
2017-08-04,2500,2530,2365,2450,605819,38365.0,15659201.0
2017-08-07,2430,2455,2395,2425,373127,37974.0,15659201.0
2017-08-08,2410,2435,2395,2400,225608,37582.0,15659201.0
2017-08-09,2410,2415,2190,2250,826905,35233.0,15659201.0
2017-08-10,2255,2290,2200,2235,348424,34998.0,15659201.0
2017-08-11,2200,2285,2180,2180,493869,34137.0,15659201.0
2017-08-14,2100,2160,2090,2130,351292,33354.0,15659201.0
2017-08-16,2135,2180,2130,2160,183069,33824.0,15659201.0
2017-08-17,2170,2170,2140,2160,106815,33824.0,15659201.0
2017-08-18,2145,2160,2130,2145,118363,33589.0,15659201.0
2017-08-21,2145,2165,2130,2135,99473,33432.0,15659201.0
2017-08-22,2135,2190,2135,2160,111955,33824.0,15659201.0
2017-08-23,2170,2210,2150,2210,111518,34607.0,15659201.0
2017-08-24,2195,2230,2190,2200,150575,34450.0,15659201.0
2017-08-25,2250,2250,2210,2215,136315,34685.0,15659201.0
2017-08-28,2205,2225,2195,2210,59538,34607.0,15659201.0
2017-08-29,2185,2235,2175,2215,119893,34685.0,15659201.0
2017-08-30,2215,2280,2215,2220,106161,34763.0,15659201.0
2017-08-31,2280,2280,2220,2220,97552,34763.0,15659201.0
2017-09-01,2220,2240,2220,2225,65293,34842.0,15659201.0
2017-09-04,2170,2225,2170,2200,88486,34450.0,15659201.0
2017-09-05,2185,2240,2165,2180,142419,34137.0,15659201.0
2017-09-06,2185,2210,2150,2200,70565,34450.0,15659201.0
2017-09-07,2200,2255,2200,2230,112876,34920.0,15659201.0
2017-09-08,2240,2300,2230,2260,304604,35390.0,15659201.0
2017-09-11,2290,2290,2235,2250,117773,35233.0,15659201.0
2017-09-12,2290,2290,2225,2245,81839,35155.0,15659201.0
2017-09-13,2240,2280,2190,2220,124680,34763.0,15659201.0
2017-09-14,2200,2235,2185,2210,54064,34607.0,15659201.0
2017-09-15,2210,2230,2185,2220,45088,34763.0,15659201.0
2017-09-18,2255,2260,2195,2220,65811,34763.0,15659201.0
2017-09-19,2210,2250,2180,2225,120713,34842.0,15659201.0
2017-09-20,2215,2225,2170,2170,102795,33980.0,15659201.0
2017-09-21,2170,2195,2120,2140,111515,33511.0,15659201.0
2017-09-22,2100,2185,1895,1915,411031,29987.0,15659201.0
2017-09-25,1920,1945,1730,1740,434095,27247.0,15659201.0
2017-09-26,1640,1990,1640,1795,582656,28108.0,15659201.0
2017-09-27,1835,1915,1805,1900,87289,29752.0,15659201.0
2017-09-28,1930,1975,1880,1905,99516,29831.0,15659201.0
2017-09-29,1905,1945,1870,1945,31706,30457.0,15659201.0
2017-10-10,1910,1950,1880,1910,58016,29909.0,15659201.0
2017-10-11,1920,1930,1880,1880,34011,29439.0,15659201.0
2017-10-12,1910,1910,1870,1880,26357,29439.0,15659201.0
2017-10-13,1855,1895,1820,1840,48200,28813.0,15659201.0
2017-10-16,1840,1840,1760,1820,118267,28500.0,15659201.0
2017-10-17,1805,1850,1780,1790,90780,28030.0,15659201.0
2017-10-18,1780,2100,1780,1905,1504531,29831.0,15659201.0
2017-10-19,1920,1920,1885,1900,158070,29752.0,15659201.0
2017-10-20,1895,1920,1880,1915,82207,29987.0,15659201.0
2017-10-23,1920,1945,1885,1885,148033,29518.0,15659201.0
2017-10-24,1925,1925,1885,1900,77100,29752.0,15659201.0
2017-10-25,1915,1930,1845,1890,125301,29596.0,15659201.0
2017-10-26,1880,1880,1755,1795,369805,28108.0,15659201.0
2017-10-27,1795,1830,1765,1765,98168,27638.0,15659201.0
2017-10-30,1775,1850,1770,1790,42394,28030.0,15659201.0
2017-10-31,1790,1850,1790,1840,80799,28813.0,15659201.0
2017-11-01,1850,1930,1825,1920,299381,30066.0,15659201.0
2017-11-02,1930,1965,1870,1935,131068,30301.0,15659201.0
2017-11-03,1920,1945,1870,1900,66399,29752.0,15659201.0
2017-11-06,1900,1935,1860,1885,48541,29518.0,15659201.0
2017-11-07,1900,1900,1840,1860,73547,29126.0,15659201.0
2017-11-08,1910,1920,1820,1855,69884,29048.0,15659201.0
2017-11-09,1855,1880,1815,1855,57630,29048.0,15659201.0
2017-11-10,1875,1915,1825,1915,77189,29987.0,15659201.0
2017-11-13,1935,1950,1865,1950,113554,30535.0,15659201.0
2017-11-14,1970,2055,1935,2030,353437,31788.0,15659201.0
2017-11-15,2030,2045,1960,2000,143829,31318.0,15659201.0
2017-11-16,2030,2050,1975,1975,91788,30927.0,15659201.0
2017-11-17,2020,2040,1955,1975,71316,30927.0,15659201.0
2017-11-20,1965,2010,1890,1960,217553,30692.0,15659201.0
2017-11-21,1955,1965,1895,1935,302960,30301.0,15659201.0
2017-11-22,1930,1950,1845,1895,243861,29674.0,15659201.0
2017-11-23,1895,2110,1880,2070,881774,32415.0,15659201.0
2017-11-24,2120,2250,2100,2215,971400,34685.0,15659201.0
2017-11-27,2200,2290,2095,2230,565701,34920.0,15659201.0
2017-11-28,2275,2275,2100,2105,246451,32963.0,15659201.0
2017-11-29,2090,2295,2050,2200,510703,34450.0,15659201.0
2017-11-30,2180,2230,2100,2165,287719,33902.0,15659201.0
2017-12-01,2165,2290,2095,2240,341290,35077.0,15659201.0
2017-12-04,2290,2290,2190,2230,465464,34920.0,15659201.0
2017-12-05,2230,2250,2150,2215,187921,34685.0,15659201.0
2017-12-06,2250,2295,2185,2275,251649,35625.0,15659201.0
2017-12-07,2265,2430,2200,2380,1027857,37269.0,15659201.0
2017-12-08,2380,2700,2030,2175,2406757,34059.0,15659201.0
2017-12-11,2145,2220,2135,2170,169100,33980.0,15659201.0
2017-12-12,2170,2245,2010,2080,584111,32571.0,15659201.0
2017-12-13,2085,2200,2050,2145,337667,33589.0,15659201.0
2017-12-14,2135,2270,2060,2095,695722,32806.0,15659201.0
2017-12-15,2105,2105,2050,2080,108583,32571.0,15659201.0
2017-12-18,2135,2300,2090,2300,638674,36016.0,15659201.0
2017-12-19,2300,2300,2195,2230,422061,34920.0,15659201.0
2017-12-20,2310,2535,2120,2155,3523336,33746.0,15659201.0
2017-12-21,2155,2265,2120,2135,401534,33432.0,15659201.0
2017-12-22,2145,2190,2120,2190,150113,34294.0,15659201.0
2017-12-26,2200,2240,2100,2100,150623,32884.0,15659201.0
2017-12-27,2145,2200,2055,2120,99180,33198.0,15659201.0
2017-12-28,2110,2160,2100,2100,103352,32884.0,15659201.0
2018-01-02,2105,2155,2065,2100,151353,32884.0,15659201.0
2018-01-03,2145,2145,2060,2115,171990,33119.0,15659201.0
2018-01-04,2130,2135,2080,2110,186123,33041.0,15659201.0
2018-01-05,2140,2350,2115,2200,705739,34450.0,15659201.0
2018-01-08,2240,2335,2175,2335,395788,36564.0,15659201.0
2018-01-09,2330,2330,2230,2235,190847,34998.0,15659201.0
2018-01-10,2255,2270,2175,2240,236580,35077.0,15659201.0
2018-01-11,2265,2265,2195,2225,129909,34842.0,15659201.0
2018-01-12,2250,2290,2195,2240,155030,35077.0,15659201.0
2018-01-15,2265,2280,2215,2245,128984,35155.0,15659201.0
2018-01-16,2250,2275,2180,2180,244903,34137.0,15659201.0
2018-01-17,2160,2350,2125,2290,983042,35860.0,15659201.0
2018-01-18,2290,2550,2270,2550,2193556,39931.0,15659201.0
2018-01-19,2780,2785,2450,2540,2483881,39774.0,15659201.0
2018-01-22,2535,2850,2520,2635,2572112,41262.0,15659201.0
2018-01-23,2670,2680,2485,2535,1186000,39696.0,15659201.0
2018-01-24,2550,2800,2510,2800,1468729,43846.0,15659201.0
2018-01-25,2775,2800,2705,2740,764185,42906.0,15659201.0
2018-01-26,2785,2845,2730,2765,501085,43298.0,15659201.0
2018-01-29,2850,2860,2650,2680,695063,41967.0,15659201.0
2018-01-30,2685,2950,2680,2790,1180599,43689.0,15659201.0
2018-01-31,2790,3000,2790,2870,1411266,44942.0,15659201.0
2018-02-01,2875,2875,2695,2805,668713,43924.0,15659201.0
2018-02-02,2775,2875,2255,2355,3923146,36877.0,15659201.0
2018-02-05,2250,2330,2190,2220,980910,34763.0,15659201.0
2018-02-06,2180,2360,2130,2260,1287660,35390.0,15659201.0
2018-02-07,2355,2355,2215,2245,717947,35155.0,15659201.0
2018-02-08,2250,2525,2230,2360,1119715,36956.0,15659201.0
2018-02-09,2260,3065,2255,3065,8056063,47995.0,15659201.0
2018-02-12,3650,3980,3450,3495,12456078,54729.0,15659201.0
2018-02-13,3675,4340,3560,4005,16501930,62715.0,15659201.0
2018-02-14,3885,3920,3600,3835,3468904,60053.0,15659201.0
2018-02-19,3775,4195,3715,4010,4517462,62793.0,15659201.0
2018-02-20,3885,3990,3660,3755,1325182,58800.0,15659201.0
2018-02-21,3680,3840,3590,3825,891544,59896.0,15659201.0
2018-02-22,3685,4145,3675,3995,1422257,62559.0,15659201.0
2018-02-23,4150,4320,3915,4060,831702,63576.0,15659201.0
2018-02-26,4090,4180,4020,4130,590402,64673.0,15659201.0
2018-02-27,4130,4630,4110,4375,1381160,68509.0,15659201.0
2018-02-28,4300,4540,4280,4415,477462,69135.0,15659201.0
2018-03-02,4375,4920,4350,4700,873956,73598.0,15659201.0
2018-03-05,4795,5120,4650,5030,874931,78766.0,15659201.0
2018-03-06,5120,5300,4875,5020,510439,80288.0,15993536.0
2018-03-07,4920,5280,4705,5230,467167,83646.0,15993536.0
2018-03-08,5230,5500,5120,5390,434394,86205.0,15993536.0
2018-03-09,5380,5480,5290,5370,341642,85885.0,15993536.0
2018-03-12,5500,5990,5450,5990,787410,95801.0,15993536.0
2018-03-13,6110,6940,5430,6940,2048677,110995.0,15993536.0
2018-03-14,6930,8430,6550,6940,4134616,110995.0,15993536.0
2018-03-15,7090,7400,6850,7270,1165436,116273.0,15993536.0
2018-03-16,7210,7850,7210,7600,865388,121551.0,15993536.0
2018-03-19,7560,7970,7560,7880,510347,126029.0,15993536.0
2018-03-20,8000,8170,7090,7800,955884,124750.0,15993536.0
2018-03-21,7820,7850,7350,7430,504552,118832.0,15993536.0
2018-03-22,7790,7790,6700,7070,604188,113074.0,15993536.0
2018-03-23,6810,7600,6730,7110,520479,113714.0,15993536.0
2018-03-26,7200,7500,6810,7100,593617,113554.0,15993536.0
2018-03-27,7170,7280,6800,6890,618027,110195.0,15993536.0
2018-03-28,6890,7080,6520,7040,639051,112594.0,15993536.0
2018-03-29,6940,7150,6810,7040,292478,112594.0,15993536.0
2018-03-30,6960,7650,6950,7270,811630,116273.0,15993536.0
2018-04-02,7270,8150,7210,7530,1502587,120431.0,15993536.0
2018-04-03,7500,7640,7280,7380,287059,118032.0,15993536.0
2018-04-04,7330,7640,7260,7590,345385,121391.0,15993536.0
2018-04-05,7670,7910,7530,7620,384004,121871.0,15993536.0
2018-04-06,7630,8600,7620,8600,1539927,137544.0,15993536.0
2018-04-09,9000,10150,8760,9690,3708097,154977.0,15993536.0
2018-04-10,9670,9670,9080,9280,821004,148420.0,15993536.0
2018-04-11,9360,10900,9320,10250,2258180,163934.0,15993536.0
2018-04-12,10500,11400,10300,10700,1435548,171131.0,15993536.0
2018-04-13,10700,11750,10500,11250,951884,179927.0,15993536.0
2018-04-16,11600,13400,11400,13100,2860107,209515.0,15993536.0
2018-04-17,13600,13600,11450,11850,1639306,189523.0,15993536.0
2018-04-18,12150,12550,10650,11000,1070903,175929.0,15993536.0
2018-04-19,10650,11900,9980,11900,1227909,190323.0,15993536.0
2018-04-20,11950,13100,11400,12000,974439,191922.0,15993536.0
2018-04-23,12000,12200,11100,11500,443740,183926.0,15993536.0
2018-04-24,11300,12100,11200,11200,442041,179128.0,15993536.0
2018-04-25,11450,12900,11300,12900,1354975,206317.0,15993536.0
2018-04-26,13550,14550,10750,11650,3975395,186325.0,15993536.0
2018-04-27,11600,11850,9870,10650,1533417,170331.0,15993536.0
2018-04-30,10400,10900,10150,10200,652785,163134.0,15993536.0
2018-05-02,9700,10200,9030,9770,1029172,156257.0,15993536.0
2018-05-03,9710,10350,9630,9950,453689,159136.0,15993536.0
2018-05-04,9710,10100,9610,9950,374049,159136.0,15993536.0
2018-05-08,10300,10300,8900,8960,402962,143302.0,15993536.0
2018-05-09,9010,9910,8750,9160,906588,146501.0,15993536.0
2018-05-10,9090,9190,8750,9000,358221,143942.0,15993536.0
2018-05-11,9100,9840,9070,9290,421233,148580.0,15993536.0
2018-05-14,9160,9170,8550,8760,399281,140103.0,15993536.0
2018-05-15,8750,9280,8500,9080,454449,145221.0,15993536.0
2018-05-16,9150,9150,8640,8780,211585,140423.0,15993536.0
2018-05-17,8800,9300,8800,8950,320095,143142.0,15993536.0
2018-05-18,9290,9430,9020,9100,277529,145541.0,15993536.0
2018-05-21,9350,9600,9140,9340,246845,149380.0,15993536.0
2018-05-23,9340,9510,8900,9010,243810,144102.0,15993536.0
2018-05-24,9200,9440,8950,9050,446158,144742.0,15993536.0
2018-05-25,9170,9170,8670,8900,305358,142342.0,15993536.0
2018-05-28,8800,9010,8520,9000,276318,143942.0,15993536.0
2018-05-29,9070,10650,8850,8920,1636165,142662.0,15993536.0
2018-05-30,9010,9140,8700,9040,252258,144582.0,15993536.0
2018-05-31,9150,9150,8590,9040,431568,144582.0,15993536.0
2018-06-01,9050,9400,8860,9300,366307,148740.0,15993536.0
2018-06-04,9310,9840,9300,9340,393558,149380.0,15993536.0
2018-06-05,9450,9570,9270,9360,202473,149699.0,15993536.0
2018-06-07,9420,10300,9200,10100,774293,161535.0,15993536.0
2018-06-08,10100,10650,9790,10500,740684,167932.0,15993536.0
2018-06-11,10500,10700,9800,10000,576976,159935.0,15993536.0
2018-06-12,10000,10000,8550,9800,966605,156737.0,15993536.0
2018-06-14,9790,10500,9200,10500,710595,167932.0,15993536.0
2018-06-15,10850,10900,9870,10550,841955,168732.0,15993536.0
2018-06-18,10400,10500,9900,9900,303151,158336.0,15993536.0
2018-06-19,9890,9950,9240,9270,216071,148260.0,15993536.0
2018-06-20,9100,9620,9100,9280,157478,148420.0,15993536.0
2018-06-21,9290,9370,8630,8730,394141,139624.0,15993536.0
2018-06-22,8730,9070,8380,9000,317322,143942.0,15993536.0
2018-06-25,9010,9180,8660,9080,152937,145221.0,15993536.0
2018-06-26,9030,9180,8610,9080,162042,145221.0,15993536.0
2018-06-27,9090,9270,8500,8890,333455,142183.0,15993536.0
2018-06-28,8880,8880,8330,8590,314934,137384.0,15993536.0
2018-06-29,8560,8560,7760,8100,304871,129548.0,15993536.0
2018-07-02,8100,8150,7700,8010,267698,128108.0,15993536.0
2018-07-03,8100,8500,8010,8430,161352,134826.0,15993536.0
2018-07-04,8430,8720,8110,8720,285809,139464.0,15993536.0
2018-07-05,8710,8840,8250,8450,136907,135145.0,15993536.0
2018-07-06,8330,8800,8000,8650,208606,138344.0,15993536.0
2018-07-09,8640,8730,8150,8150,157837,130347.0,15993536.0
2018-07-10,8160,8650,8150,8300,95619,132746.0,15993536.0
2018-07-11,8290,8880,8100,8640,313696,138184.0,15993536.0
2018-07-12,8670,8670,8040,8290,340446,132586.0,15993536.0
2018-07-13,8290,8450,8190,8290,158138,132586.0,15993536.0
2018-07-16,8500,8900,8320,8430,351709,134826.0,15993536.0
2018-07-17,8430,8600,8350,8450,97025,135145.0,15993536.0
2018-07-18,8450,9270,8140,9090,768012,145381.0,15993536.0
2018-07-19,8910,9470,8910,9250,345314,147940.0,15993536.0
2018-07-20,9270,9550,9070,9530,250288,152418.0,15993536.0
2018-07-23,9820,9820,9310,9540,293921,152578.0,15993536.0
2018-07-24,9540,9780,8900,9400,564474,150339.0,15993536.0
2018-07-25,9450,9450,8460,8550,384022,136745.0,15993536.0
2018-07-26,8540,8650,8050,8560,211229,136905.0,15993536.0
2018-07-27,8350,9250,8330,8850,347492,141543.0,15993536.0
2018-07-30,8940,9450,8940,9350,504710,149540.0,15993536.0
2018-07-31,9360,9540,9200,9400,260644,150339.0,15993536.0
2018-08-01,9420,9470,9100,9400,216149,150339.0,15993536.0
2018-08-02,9400,9400,9070,9260,72956,148100.0,15993536.0
2018-08-03,9300,9350,9030,9240,138325,147780.0,15993536.0
2018-08-06,9240,9320,8840,8900,247748,142342.0,15993536.0
2018-08-07,9090,9320,8460,8780,538378,140423.0,15993536.0
2018-08-08,8950,8950,8450,8680,222639,138824.0,15993536.0
2018-08-09,8680,8810,8300,8710,224976,139304.0,15993536.0
2018-08-10,8760,8760,8290,8590,265191,137384.0,15993536.0
2018-08-13,8500,8560,8180,8470,216261,135465.0,15993536.0
2018-08-14,8270,8350,7850,8000,308205,127948.0,15993536.0
2018-08-16,7800,7820,7310,7320,447915,117073.0,15993536.0
2018-08-17,7300,7300,6460,6940,1013335,110995.0,15993536.0
2018-08-20,6800,6900,6070,6240,1194613,99800.0,15993536.0
2018-08-21,6270,8110,6270,8110,4558499,129708.0,15993536.0
2018-08-22,8210,8470,7600,7630,1952267,122031.0,15993536.0
2018-08-23,7500,7700,7310,7360,735702,117712.0,15993536.0
2018-08-24,7300,7300,6970,7220,610306,115473.0,15993536.0
2018-08-27,7210,7210,6860,7010,321447,112115.0,15993536.0
2018-08-28,7120,7600,7020,7020,655285,112275.0,15993536.0
2018-08-29,7050,7240,7000,7060,203114,112914.0,15993536.0
2018-08-30,7130,7270,7080,7160,212862,114514.0,15993536.0
2018-08-31,7160,7200,6940,7140,277416,114194.0,15993536.0
2018-09-03,7080,7270,6900,7140,276880,114194.0,15993536.0
2018-09-04,7180,7220,7000,7070,201176,113074.0,15993536.0
2018-09-05,7100,7420,6980,7280,578636,116433.0,15993536.0
2018-09-06,7280,7340,7120,7160,197354,114514.0,15993536.0
2018-09-07,7060,7150,6980,7060,187562,112914.0,15993536.0
2018-09-10,6990,7000,6750,6850,204910,109556.0,15993536.0
2018-09-11,6850,7110,6850,6880,247764,110036.0,15993536.0
2018-09-12,6980,7490,6840,7290,734607,116593.0,15993536.0
2018-09-13,7290,7370,7050,7190,263416,114994.0,15993536.0
2018-09-14,7270,7290,7020,7110,206544,113714.0,15993536.0
2018-09-17,6970,6980,6470,6710,464764,107317.0,15993536.0
2018-09-18,6620,6790,6410,6640,235020,106197.0,15993536.0
2018-09-19,6450,6620,6250,6370,365218,101879.0,15993536.0
2018-09-20,6270,6380,6210,6270,295132,100279.0,15993536.0
2018-09-21,6960,7290,6400,6500,1091462,103958.0,15993536.0
2018-09-27,6530,6530,6330,6390,115497,102199.0,15993536.0
2018-09-28,6250,6390,6220,6300,135643,100759.0,15993536.0
2018-10-01,6350,6350,6030,6310,223919,100919.0,15993536.0
2018-10-02,6310,6480,6300,6350,106346,101559.0,15993536.0
2018-10-04,6350,6400,6090,6330,122563,101239.0,15993536.0
2018-10-05,6320,6320,6030,6300,118338,100759.0,15993536.0
2018-10-08,6160,6280,6060,6250,137305,99960.0,15993536.0
2018-10-10,6090,6780,6090,6350,468649,101559.0,15993536.0
2018-10-11,6010,6240,5950,6090,173305,97401.0,15993536.0
2018-10-12,5730,6430,5660,6260,266395,100120.0,15993536.0
2018-10-15,6430,6430,6090,6170,66125,98680.0,15993536.0
2018-10-16,6110,6230,5960,6120,107804,97880.0,15993536.0
2018-10-17,6050,6190,6020,6150,98558,98360.0,15993536.0
2018-10-18,6050,6290,6050,6230,103682,99640.0,15993536.0
2018-10-19,6220,6260,6000,6130,155134,98040.0,15993536.0
2018-10-22,6220,6350,5720,6100,438253,97561.0,15993536.0
2018-10-23,6000,6160,5650,6040,213487,96601.0,15993536.0
2018-10-24,5970,6900,5740,6420,922309,102679.0,15993536.0
2018-10-25,6290,6670,6180,6620,382527,105877.0,15993536.0
2018-10-26,6730,7190,6670,6860,811836,109716.0,15993536.0
2018-10-29,6880,7170,6060,6220,670512,99480.0,15993536.0
2018-10-30,5700,6380,5700,5900,309934,94362.0,15993536.0
2018-10-31,6000,6100,5700,5900,163066,94362.0,15993536.0
2018-11-01,5870,6340,5860,5970,373226,95481.0,15993536.0
2018-11-02,5880,6090,5750,6000,352463,95961.0,15993536.0
2018-11-05,5890,5970,5820,5920,169163,94682.0,15993536.0
2018-11-06,5910,6250,5850,6160,220826,98520.0,15993536.0
2018-11-07,6440,6790,6220,6280,396849,100439.0,15993536.0
2018-11-08,6430,6490,6280,6320,73427,101079.0,15993536.0
2018-11-09,6260,6390,6060,6100,42671,97561.0,15993536.0
2018-11-12,5910,6100,5700,5800,210157,92763.0,15993536.0
2018-11-13,5850,5980,5390,5950,201091,95162.0,15993536.0
2018-11-14,5890,5960,5750,5940,96605,95002.0,15993536.0
2018-11-15,6000,6000,5650,5930,450189,94842.0,15993536.0
2018-11-16,5810,5940,5800,5890,64718,94202.0,15993536.0
2018-11-19,6030,6500,5930,6340,458390,101399.0,15993536.0
2018-11-20,6300,6400,6110,6150,66847,98360.0,15993536.0
2018-11-21,6150,6370,5900,6200,154912,99160.0,15993536.0
2018-11-22,6200,6310,6000,6140,73757,98200.0,15993536.0
2018-11-23,6200,6290,6000,6040,88081,96601.0,15993536.0
2018-11-26,5930,6050,5890,6020,91227,96281.0,15993536.0
2018-11-27,6020,6150,5650,5890,66905,94202.0,15993536.0
2018-11-28,5890,6000,5830,5840,48550,93402.0,15993536.0
2018-11-29,5980,5990,5840,5910,57499,94522.0,15993536.0
2018-11-30,5880,6350,5850,6320,261816,101079.0,15993536.0
2018-12-03,6330,6820,6330,6680,303864,106837.0,15993536.0
2018-12-04,6590,6750,5760,5820,372906,93082.0,15993536.0
2018-12-05,5680,6300,5600,6150,326523,98360.0,15993536.0
2018-12-06,6050,6100,5730,5900,192507,94362.0,15993536.0
2018-12-07,5810,6040,5620,5920,127810,94682.0,15993536.0
2018-12-10,5920,6240,5680,5920,151927,94682.0,15993536.0
2018-12-11,5790,6130,5720,5840,122321,93402.0,15993536.0
2018-12-12,6000,6670,5850,6470,519279,103478.0,15993536.0
2018-12-13,6470,6680,6210,6530,218621,104438.0,15993536.0
2018-12-14,6500,6650,6400,6580,180717,105237.0,15993536.0
2018-12-17,6570,6570,6230,6370,94686,101879.0,15993536.0
2018-12-18,6230,6360,6000,6200,98736,99160.0,15993536.0
2018-12-19,6200,6200,5900,6000,112838,95961.0,15993536.0
2018-12-20,5980,6340,5980,6180,161082,98840.0,15993536.0
2018-12-21,6110,6440,6110,6190,108855,99000.0,15993536.0
2018-12-24,6250,6250,5710,5950,64443,95162.0,15993536.0
2018-12-26,5950,5950,5450,5890,276180,94202.0,15993536.0
2018-12-27,5890,5970,5710,5800,96236,92763.0,15993536.0
2018-12-28,5930,5950,5550,5550,122165,88764.0,15993536.0
2019-01-02,5510,5800,5500,5750,73492,91963.0,15993536.0
2019-01-03,5710,5940,5710,5800,64934,92763.0,15993536.0
2019-01-04,5790,6400,5630,6000,335358,95961.0,15993536.0
2019-01-07,5960,6600,5950,6450,336253,103158.0,15993536.0
2019-01-08,6360,6420,6120,6170,127388,98680.0,15993536.0
2019-01-09,6190,6190,5760,5870,112889,93882.0,15993536.0
2019-01-10,6000,6000,5750,5820,62054,93082.0,15993536.0
2019-01-11,5800,5900,5780,5870,50795,93882.0,15993536.0
2019-01-14,6080,6170,5860,6000,173887,95961.0,15993536.0
2019-01-15,6000,6020,5840,5890,55876,94202.0,15993536.0
2019-01-16,5850,5900,5720,5860,107469,93722.0,15993536.0
2019-01-17,5760,5880,5560,5700,114743,91163.0,15993536.0
2019-01-18,5540,5830,5210,5580,250945,89244.0,15993536.0
2019-01-21,5580,5710,5450,5510,126857,88124.0,15993536.0
2019-01-22,5510,5540,5270,5500,124364,87964.0,15993536.0
2019-01-23,5550,5620,5320,5600,86954,89564.0,15993536.0
2019-01-24,5550,5680,5450,5590,91676,89404.0,15993536.0
2019-01-25,5590,5680,5450,5500,114272,87964.0,15993536.0
2019-01-28,5500,5510,5280,5380,171246,86045.0,15993536.0
2019-01-29,5370,5390,5060,5200,264737,83166.0,15993536.0
2019-01-30,5150,5260,4975,5200,245029,83166.0,15993536.0
2019-01-31,5250,5250,4995,5190,145079,83006.0,15993536.0
2019-02-01,5130,5140,4975,5080,185345,81247.0,15993536.0
2019-02-07,5000,5090,4840,4975,247000,79568.0,15993536.0
2019-02-08,4975,4975,4800,4970,118237,79488.0,15993536.0
2019-02-11,4940,4940,4530,4600,218063,73570.0,15993536.0
2019-02-12,4430,4450,3220,3220,9824918,51499.0,15993536.0
