와이제이엠게임즈(193250),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-03-04,2090,2170,2090,2110,34580,28419.0,2693705.0
2015-03-05,2140,2230,2110,2210,60496,29765.0,2693705.0
2015-03-06,2240,2240,2140,2140,39618,28823.0,2693705.0
2015-03-09,2090,2120,1954,1964,119260,26452.0,2693705.0
2015-03-10,1964,1990,1880,1950,53578,26264.0,2693705.0
2015-03-11,1936,1988,1920,1950,30148,26264.0,2693705.0
2015-03-12,1934,1998,1920,1972,20788,26560.0,2693705.0
2015-03-13,1974,2010,1962,2010,21961,27072.0,2693705.0
2015-03-16,2000,2040,1990,2000,16314,26937.0,2693705.0
2015-03-17,2000,2030,1986,2000,16791,26937.0,2693705.0
2015-03-18,2000,2010,1950,1968,21853,26506.0,2693705.0
2015-03-19,1968,1978,1876,1876,32100,25267.0,2693705.0
2015-03-20,1890,1898,1842,1876,14856,25267.0,2693705.0
2015-03-23,1882,1900,1864,1886,25935,25402.0,2693705.0
2015-03-24,1886,1904,1872,1880,11966,25321.0,2693705.0
2015-03-25,1898,1898,1856,1860,13488,25051.0,2693705.0
2015-03-26,1854,1894,1850,1870,10264,25186.0,2693705.0
2015-03-27,1876,1892,1852,1872,15784,25213.0,2693705.0
2015-03-30,1872,1890,1780,1836,33538,24728.0,2693705.0
2015-03-31,1866,1866,1820,1844,15794,24836.0,2693705.0
2015-04-01,1840,1850,1814,1814,7586,24432.0,2693705.0
2015-04-02,1816,1832,1800,1816,18591,24459.0,2693705.0
2015-04-03,1820,1834,1792,1818,12740,24486.0,2693705.0
2015-04-06,1812,1844,1808,1818,15118,24486.0,2693705.0
2015-04-07,1820,1880,1810,1862,26895,25078.0,2693705.0
2015-04-08,1862,2140,1852,2140,162577,28823.0,2693705.0
2015-04-09,2300,2420,2160,2160,329392,29092.0,2693705.0
2015-04-10,2180,2200,2060,2120,56449,28553.0,2693705.0
2015-04-13,2120,2170,2040,2130,30225,28688.0,2693705.0
2015-04-14,2130,2190,2030,2040,48006,27476.0,2693705.0
2015-04-15,2040,2120,1998,2060,32626,27745.0,2693705.0
2015-04-16,2110,2120,2060,2060,26748,27745.0,2693705.0
2015-04-17,2180,2360,2140,2360,335940,31786.0,2693705.0
2015-04-20,2310,2440,2260,2400,350708,32324.0,2693705.0
2015-04-21,2390,2420,2300,2310,92792,31112.0,2693705.0
2015-04-22,2300,2350,2030,2100,133383,28284.0,2693705.0
2015-04-23,2120,2140,2050,2090,73419,28149.0,2693705.0
2015-04-24,2080,2160,2050,2120,36735,28553.0,2693705.0
2015-04-27,2120,2180,2090,2120,27379,28553.0,2693705.0
2015-04-28,2130,2150,2030,2040,60635,27476.0,2693705.0
2015-04-29,2060,2060,1910,1960,100015,26398.0,2693705.0
2015-04-30,1960,1998,1926,1960,21633,26398.0,2693705.0
2015-05-04,1980,1980,1922,1940,8723,26129.0,2693705.0
2015-05-06,1890,1978,1840,1844,24857,24836.0,2693705.0
2015-05-07,1842,1876,1808,1852,10505,24944.0,2693705.0
2015-05-08,1854,2100,1854,1980,133076,26668.0,2693705.0
2015-05-11,1980,2100,1966,2040,61517,27476.0,2693705.0
2015-05-12,2070,2080,1980,1980,32829,26668.0,2693705.0
2015-05-13,2000,2000,1966,1994,11607,26856.0,2693705.0
2015-05-14,1984,2010,1968,1976,18071,26614.0,2693705.0
2015-05-15,2030,2050,1984,2010,14687,27072.0,2693705.0
2015-05-18,2010,2010,1974,1974,28492,26587.0,2693705.0
2015-05-19,1972,1994,1936,1976,12356,26614.0,2693705.0
2015-05-20,1978,1998,1974,1978,21665,26641.0,2693705.0
2015-05-21,1998,2170,1998,2070,115743,27880.0,2693705.0
2015-05-22,2100,2160,2000,2070,93280,27880.0,2693705.0
2015-05-26,2080,2140,2040,2120,55991,28553.0,2693705.0
2015-05-27,2110,2130,2040,2050,42545,27610.0,2693705.0
2015-05-28,2060,2120,2050,2100,28961,28284.0,2693705.0
2015-05-29,2120,2250,2000,2020,287941,27206.0,2693705.0
2015-06-01,2020,2020,1976,1984,29354,26722.0,2693705.0
2015-06-02,1966,1990,1898,1904,60429,25644.0,2693705.0
2015-06-03,1904,1942,1864,1864,34337,25105.0,2693705.0
2015-06-04,1866,1958,1866,1920,15761,25860.0,2693705.0
2015-06-05,1894,1946,1884,1888,10671,25429.0,2693705.0
2015-06-08,1890,1990,1888,1936,27396,26075.0,2693705.0
2015-06-09,1936,1972,1904,1938,17836,26102.0,2693705.0
2015-06-10,1958,2030,1948,1962,75919,26425.0,2693705.0
2015-06-11,1984,2050,1984,2010,51756,27072.0,2693705.0
2015-06-12,2030,2030,1954,1980,29101,26668.0,2693705.0
2015-06-15,1932,2010,1932,2000,12391,26937.0,2693705.0
2015-06-16,2000,2210,1994,2180,67619,29361.0,2693705.0
2015-06-17,2130,2290,2050,2210,120301,29765.0,2693705.0
2015-06-18,2400,2870,2330,2540,713262,34210.0,2693705.0
2015-06-19,2610,2710,2430,2450,326131,32998.0,2693705.0
2015-06-22,2410,2560,2410,2500,119825,33671.0,2693705.0
2015-06-23,2530,2580,2380,2580,123291,34749.0,2693705.0
2015-06-24,2650,2710,2540,2590,96124,34883.0,2693705.0
2015-06-25,2530,2590,2440,2450,77142,32998.0,2693705.0
2015-06-26,2440,2500,2390,2390,62992,32190.0,2693705.0
2015-06-29,2320,2380,2210,2220,63568,29900.0,2693705.0
2015-06-30,2250,2550,2210,2400,137048,32324.0,2693705.0
2015-07-01,2380,2510,2360,2470,31606,33267.0,2693705.0
2015-07-02,2470,2520,2360,2360,107787,31786.0,2693705.0
2015-07-03,2400,2630,2360,2360,96529,31786.0,2693705.0
2015-07-06,2310,2400,2210,2240,53735,30169.0,2693705.0
2015-07-07,2270,2360,2210,2290,33461,30843.0,2693705.0
2015-07-08,2290,2320,2020,2080,92536,28015.0,2693705.0
2015-07-09,2030,2100,1992,2100,65938,28284.0,2693705.0
2015-07-10,2100,2160,2070,2110,14751,28419.0,2693705.0
2015-07-13,2070,2120,2010,2100,16796,28284.0,2693705.0
2015-07-14,2110,2230,2080,2200,27963,29631.0,2693705.0
2015-07-15,2200,2290,2190,2220,40536,29900.0,2693705.0
2015-07-16,2250,2290,2160,2230,13331,30035.0,2693705.0
2015-07-17,2230,2260,2130,2160,22423,29092.0,2693705.0
2015-07-20,2170,2230,2160,2220,24899,29900.0,2693705.0
2015-07-21,2220,2260,2160,2190,29333,29496.0,2693705.0
2015-07-22,2240,2320,2200,2200,30320,29631.0,2693705.0
2015-07-23,2210,2330,2170,2250,40498,30304.0,2693705.0
2015-07-24,2250,2320,2200,2290,25902,30843.0,2693705.0
2015-07-27,2290,2380,2240,2350,42315,31651.0,2693705.0
2015-07-28,2320,2330,2230,2290,26149,30843.0,2693705.0
2015-07-29,2340,2450,2210,2220,44363,29900.0,2693705.0
2015-07-30,2230,2310,2080,2140,29343,28823.0,2693705.0
2015-07-31,2140,2160,2060,2160,5926,29092.0,2693705.0
2015-08-03,2160,2220,2020,2170,37490,29227.0,2693705.0
2015-08-04,2170,2270,2150,2270,15230,30574.0,2693705.0
2015-08-05,2280,2290,2200,2260,15848,30439.0,2693705.0
2015-08-06,2290,2310,2200,2200,16441,29631.0,2693705.0
2015-08-07,2200,2220,2140,2150,11416,28957.0,2693705.0
2015-08-10,2150,2280,2080,2280,32321,30708.0,2693705.0
2015-08-11,2470,2490,2160,2180,84283,29361.0,2693705.0
2015-08-12,2160,2200,2020,2050,35901,27610.0,2693705.0
2015-08-13,2050,2110,2020,2110,15407,28419.0,2693705.0
2015-08-17,2110,2120,2020,2020,25165,27206.0,2693705.0
2015-08-18,2030,2060,1994,2010,19771,27072.0,2693705.0
2015-08-19,2040,2060,1936,1972,38419,26560.0,2693705.0
2015-08-20,1942,1986,1942,1962,15099,26425.0,2693705.0
2015-08-21,1790,1898,1782,1782,31085,24001.0,2693705.0
2015-08-24,1674,1778,1674,1728,27158,23274.0,2693705.0
2015-08-25,1726,1850,1716,1788,29995,24082.0,2693705.0
2015-08-26,1786,1846,1786,1840,11268,24782.0,2693705.0
2015-08-27,1840,1930,1840,1908,8494,25698.0,2693705.0
2015-08-28,1928,1940,1900,1928,6024,25967.0,2693705.0
2015-08-31,1938,1942,1902,1942,3720,26156.0,2693705.0
2015-09-01,1942,1946,1892,1894,10195,25509.0,2693705.0
2015-09-02,1894,1928,1870,1926,13985,25940.0,2693705.0
2015-09-03,1928,1964,1900,1940,7380,26129.0,2693705.0
2015-09-04,2060,2360,1944,1954,494977,26317.0,2693705.0
2015-09-07,1980,1980,1880,1882,35576,25348.0,2693705.0
2015-09-08,1884,1918,1800,1800,42741,24243.0,2693705.0
2015-09-09,1812,1880,1812,1860,31125,25051.0,2693705.0
2015-09-10,1856,1882,1830,1874,16203,25240.0,2693705.0
2015-09-11,1880,1896,1868,1892,11530,25482.0,2693705.0
2015-09-14,1880,1910,1840,1840,11181,24782.0,2693705.0
2015-09-15,1850,1898,1844,1892,6550,25482.0,2693705.0
2015-09-16,1928,1928,1840,1906,12153,25671.0,2693705.0
2015-09-17,1926,2030,1914,1928,67567,25967.0,2693705.0
2015-09-18,1936,1980,1908,1962,17336,26425.0,2693705.0
2015-09-21,1948,2010,1944,1976,19984,26614.0,2693705.0
2015-09-22,1996,2030,1970,2010,6441,27072.0,2693705.0
2015-09-23,2010,2070,1958,2060,24205,27745.0,2693705.0
2015-09-24,2040,2260,2000,2070,60160,27880.0,2693705.0
2015-09-25,2080,2120,2040,2070,9983,27880.0,2693705.0
2015-09-30,2080,2080,2030,2060,6707,27745.0,2693705.0
2015-10-01,2050,2200,2050,2110,19681,28419.0,2693705.0
2015-10-02,2160,2170,2110,2110,6737,28419.0,2693705.0
2015-10-05,2180,2180,2130,2150,9459,28957.0,2693705.0
2015-10-06,2180,2200,2120,2130,5139,28688.0,2693705.0
2015-10-07,2150,2180,2120,2150,14234,28957.0,2693705.0
2015-10-08,2160,2160,2100,2150,6237,28957.0,2693705.0
2015-10-12,2180,2200,2120,2150,27638,28957.0,2693705.0
2015-10-13,2150,2180,2130,2160,8236,29092.0,2693705.0
2015-10-14,2180,2180,2120,2160,2950,29092.0,2693705.0
2015-10-15,2180,2180,2130,2180,7314,29361.0,2693705.0
2015-10-16,2200,2200,2120,2160,14344,29092.0,2693705.0
2015-10-19,2180,2180,2120,2180,10916,29361.0,2693705.0
2015-10-20,2200,2200,2120,2150,4900,28957.0,2693705.0
2015-10-21,2150,2280,2140,2280,28164,30708.0,2693705.0
2015-10-22,2390,2400,2230,2310,41382,31112.0,2693705.0
2015-10-23,2340,2340,2230,2260,20780,30439.0,2693705.0
2015-10-26,2300,2300,2200,2260,22701,30439.0,2693705.0
2015-10-27,2260,2400,2200,2380,10560,32055.0,2693705.0
2015-10-28,2380,2420,2240,2310,23735,31112.0,2693705.0
2015-10-29,2340,2380,2250,2260,39764,30439.0,2693705.0
2015-10-30,2260,2320,2210,2250,18474,30304.0,2693705.0
2015-11-02,2280,2340,2210,2210,36769,29765.0,2693705.0
2015-11-03,2210,2390,2180,2250,27562,30304.0,2693705.0
2015-11-04,2300,2920,2300,2550,1146216,34345.0,2693705.0
2015-11-05,2520,2600,2420,2600,218773,35018.0,2693705.0
2015-11-06,2570,2640,2500,2540,91038,34210.0,2693705.0
2015-11-09,2560,3000,2560,2820,544268,37981.0,2693705.0
2015-11-10,2760,2780,2480,2500,164180,33671.0,2693705.0
2015-11-11,2450,2830,2440,2710,166404,36500.0,2693705.0
2015-11-12,2650,2750,2600,2650,79419,35692.0,2693705.0
2015-11-13,2590,2840,2540,2790,193164,37577.0,2693705.0
2015-11-16,2700,2790,2630,2720,88440,36634.0,2693705.0
2015-11-17,2780,2840,2710,2820,127547,37981.0,2693705.0
2015-11-18,2850,2880,2760,2780,89208,37442.0,2693705.0
2015-11-19,2810,2820,2630,2640,84861,35557.0,2693705.0
2015-11-20,2640,2680,2580,2620,43885,35288.0,2693705.0
2015-11-23,2630,2820,2630,2740,71896,36904.0,2693705.0
2015-11-24,2720,2750,2660,2710,29391,36500.0,2693705.0
2015-11-25,2920,2980,2650,2750,126453,37038.0,2693705.0
2015-11-26,2680,2740,2600,2650,59629,35692.0,2693705.0
2015-11-27,2640,2670,2510,2540,75794,34210.0,2693705.0
2015-11-30,2530,2540,2460,2480,30101,33402.0,2693705.0
2015-12-01,2480,2650,2450,2580,52120,34749.0,2693705.0
2015-12-02,2580,2610,2540,2600,11527,35018.0,2693705.0
2015-12-03,2620,2620,2490,2600,13818,35018.0,2693705.0
2015-12-04,2580,2580,2490,2520,17632,33941.0,2693705.0
2015-12-07,2520,2560,2510,2510,6404,33806.0,2693705.0
2015-12-08,2510,2540,2450,2520,21858,33941.0,2693705.0
2015-12-09,2520,2570,2480,2550,9079,34345.0,2693705.0
2015-12-10,2560,2560,2450,2540,13078,34210.0,2693705.0
2015-12-11,2520,2560,2400,2460,33298,33133.0,2693705.0
2015-12-14,2390,2440,2300,2320,36178,31247.0,2693705.0
2015-12-15,2250,2350,2250,2330,25981,31382.0,2693705.0
2015-12-16,2330,2450,2330,2380,148033,32055.0,2693705.0
2015-12-17,2400,2490,2380,2460,18647,33133.0,2693705.0
2015-12-18,2420,2610,2410,2610,13696,35153.0,2693705.0
2015-12-21,2610,2630,2520,2580,13069,34749.0,2693705.0
2015-12-22,2610,2630,2410,2460,48289,33133.0,2693705.0
2015-12-23,2460,2460,2280,2300,56386,30978.0,2693705.0
2015-12-24,2300,2380,2280,2300,17089,30978.0,2693705.0
2015-12-28,2320,2330,2250,2280,6928,30708.0,2693705.0
2015-12-29,2260,2330,2260,2280,10443,30708.0,2693705.0
2015-12-30,2280,2390,2280,2370,18044,31920.0,2693705.0
2016-01-04,2360,2390,2330,2360,5679,31786.0,2693705.0
2016-01-05,2340,2360,2300,2330,6980,31382.0,2693705.0
2016-01-06,2330,2360,2260,2290,9384,30843.0,2693705.0
2016-01-07,2250,2290,2190,2220,17546,29900.0,2693705.0
2016-01-08,2190,2230,2100,2230,17337,30035.0,2693705.0
2016-01-11,2210,2230,2140,2140,11309,28823.0,2693705.0
2016-01-12,2110,2160,2110,2130,2918,28688.0,2693705.0
2016-01-13,2130,2340,2130,2210,35610,29765.0,2693705.0
2016-01-14,2200,2230,2160,2230,11294,30035.0,2693705.0
2016-01-15,2250,2360,2240,2310,22714,31112.0,2693705.0
2016-01-18,2260,2300,2190,2240,16682,30169.0,2693705.0
2016-01-19,2270,2290,2170,2200,19595,29631.0,2693705.0
2016-01-20,2230,2290,2120,2180,13828,29361.0,2693705.0
2016-01-21,2180,2210,2120,2130,25706,28688.0,2693705.0
2016-01-22,2130,2190,2120,2140,10985,28823.0,2693705.0
2016-01-25,2140,2200,2120,2170,11375,29227.0,2693705.0
2016-01-26,2180,2270,2180,2230,11825,30035.0,2693705.0
2016-01-27,2250,2270,2200,2220,5797,29900.0,2693705.0
2016-01-28,2240,2320,2220,2310,17353,31112.0,2693705.0
2016-01-29,2320,2390,2260,2270,12907,30574.0,2693705.0
2016-02-01,2270,2330,2230,2260,9202,30439.0,2693705.0
2016-02-02,2260,2290,2230,2280,8992,30708.0,2693705.0
2016-02-03,2280,2370,2240,2320,12853,31247.0,2693705.0
2016-02-04,2340,2360,2310,2350,11391,31651.0,2693705.0
2016-02-05,2350,2360,2310,2350,4761,31651.0,2693705.0
2016-02-11,2310,2310,2160,2220,25005,29900.0,2693705.0
2016-02-12,2180,2210,2020,2080,27625,28015.0,2693705.0
2016-02-15,2010,2140,2010,2120,21115,28553.0,2693705.0
2016-02-16,2120,2280,2120,2260,11271,30439.0,2693705.0
2016-02-17,2270,2270,2170,2250,7989,30304.0,2693705.0
2016-02-18,2230,2300,2190,2230,12260,30035.0,2693705.0
2016-02-19,2230,2250,2200,2230,4229,30035.0,2693705.0
2016-02-22,2200,2310,2200,2260,10632,30439.0,2693705.0
2016-02-23,2290,2600,2230,2300,187288,30978.0,2693705.0
2016-02-24,2300,2320,2230,2230,33347,30035.0,2693705.0
2016-02-25,2230,2290,2200,2230,18957,30035.0,2693705.0
2016-02-26,2240,2280,2210,2230,15520,30035.0,2693705.0
2016-02-29,2230,2270,2220,2260,22231,30439.0,2693705.0
2016-03-02,2290,2360,2240,2340,24274,31516.0,2693705.0
2016-03-03,2330,2480,2330,2430,60855,32729.0,2693705.0
2016-03-04,2430,2560,2410,2460,38611,33133.0,2693705.0
2016-03-07,2470,2510,2460,2500,20402,33671.0,2693705.0
2016-03-08,2480,2530,2440,2460,7966,33133.0,2693705.0
2016-03-09,2470,2480,2360,2390,22526,32190.0,2693705.0
2016-03-10,2390,2470,2380,2460,8095,33133.0,2693705.0
2016-03-11,2600,3190,2510,3190,2163247,42965.0,2693705.0
2016-03-14,4140,4140,4140,4140,53278,55760.0,2693705.0
2016-03-15,5380,5380,5380,5380,250966,72461.0,2693705.0
2016-03-16,6560,6990,6290,6990,423915,94145.0,2693705.0
2016-03-17,8100,9080,7140,9080,1060866,122294.0,2693705.0
2016-03-18,0,0,0,9080,0,122294.0,2693705.0
2016-03-21,8700,8980,7650,8400,795065,113136.0,2693705.0
2016-03-22,8760,9070,7890,8880,638341,119601.0,2693705.0
2016-03-23,9380,9560,8490,8750,360268,117850.0,2693705.0
2016-03-24,8500,9840,8240,9840,436980,132530.0,2693705.0
2016-03-25,9400,9700,8870,9320,298783,125527.0,2693705.0
2016-03-28,9440,9440,8670,8670,161793,116772.0,2693705.0
2016-03-29,9040,9050,8580,9020,174119,121486.0,2693705.0
2016-03-30,8870,8900,7560,7860,466227,105863.0,2693705.0
2016-03-31,7960,7970,7030,7410,420908,99802.0,2693705.0
2016-04-01,7220,7719,7020,7450,330257,100341.0,2693705.0
2016-04-04,7410,7500,7160,7280,137371,98051.0,2693705.0
2016-04-05,7200,7390,6640,7350,379536,98994.0,2693705.0
2016-04-06,7200,7650,7010,7290,329276,98186.0,2693705.0
2016-04-07,7730,9370,7490,8060,1790508,108556.0,2693705.0
2016-04-08,8320,8380,6510,6740,899820,90778.0,2693705.0
2016-04-11,6640,7680,6630,6820,905976,91855.0,2693705.0
2016-04-12,7010,7320,6940,6970,348825,93876.0,2693705.0
2016-04-14,6700,6840,6210,6220,350202,83774.0,2693705.0
2016-04-15,6160,6440,6150,6250,196568,84178.0,2693705.0
2016-04-18,6200,6289,5990,6100,156024,82158.0,2693705.0
2016-04-19,6300,6600,6120,6420,402458,86468.0,2693705.0
2016-04-20,6370,6389,6060,6060,220029,81619.0,2693705.0
2016-04-21,6019,6230,5880,5970,175721,80407.0,2693705.0
2016-04-22,6000,6370,5950,6370,199028,85795.0,2693705.0
2016-04-25,6290,6480,6170,6200,207225,83505.0,2693705.0
2016-04-26,6220,6680,6220,6280,353777,84582.0,2693705.0
2016-04-27,6380,6480,6190,6200,210540,83505.0,2693705.0
2016-04-28,6100,6820,5920,6480,469694,293247.0,9050819.0
2016-04-29,0,0,0,6480,0,293247.0,9050819.0
2016-05-02,0,0,0,6480,0,,
2016-05-03,0,0,0,6480,0,,
2016-05-04,0,0,0,6480,0,,
2016-05-09,0,0,0,6480,0,,
2016-05-10,0,0,0,6480,0,,
2016-05-11,0,0,0,6480,0,,
2016-05-12,0,0,0,6480,0,,
2016-05-13,0,0,0,6480,0,,
2016-05-16,0,0,0,6480,0,,
2016-05-17,0,0,0,6480,0,,
2016-05-18,0,0,0,6480,0,,
2016-05-19,0,0,0,6480,0,,
2016-05-20,0,0,0,6480,0,,
2016-05-23,6690,8100,6330,6630,7047890,300035.0,45254095.0
2016-05-24,6630,6700,5480,5530,2437773,250255.0,45254095.0
2016-05-25,5620,5680,5080,5150,1819042,233059.0,45254095.0
2016-05-26,5160,5620,5030,5140,1395155,232606.0,45254095.0
2016-05-27,5160,5260,4995,5020,665155,227176.0,45254095.0
2016-05-30,5060,5640,4955,5100,1253658,230796.0,45254095.0
2016-05-31,5100,5240,5000,5000,492281,226270.0,45254095.0
2016-06-01,5050,5050,4880,4940,564475,223555.0,45254095.0
2016-06-02,5000,5000,4555,4645,886854,210205.0,45254095.0
2016-06-03,4925,5250,4855,4895,1556562,221519.0,45254095.0
2016-06-07,4955,5050,4800,4905,359366,221971.0,45254095.0
2016-06-08,4990,4995,4695,4705,374630,212921.0,45254095.0
2016-06-09,4650,4870,4650,4800,341939,217220.0,45254095.0
2016-06-10,4820,4875,4650,4730,273785,214052.0,45254095.0
2016-06-13,4660,4700,4510,4575,320857,207037.0,45254095.0
2016-06-14,4505,4605,4305,4340,469068,196403.0,45254095.0
2016-06-15,4360,4500,4285,4380,420473,198213.0,45254095.0
2016-06-16,4395,4425,4050,4055,455973,183505.0,45254095.0
2016-06-17,4050,4340,4050,4215,300233,190746.0,45254095.0
2016-06-20,4160,4990,4150,4615,1715886,208848.0,45254095.0
2016-06-21,4660,4685,4375,4425,398054,200249.0,45254095.0
2016-06-22,4480,4550,4300,4385,337724,198439.0,45254095.0
2016-06-23,4325,4385,4140,4370,319209,197760.0,45254095.0
2016-06-24,4420,4500,3645,3910,699939,176944.0,45254095.0
2016-06-27,3790,4120,3650,4055,377351,183505.0,45254095.0
2016-06-28,3985,4225,3920,4200,221867,190067.0,45254095.0
2016-06-29,4290,4410,4235,4345,262179,196629.0,45254095.0
2016-06-30,4315,4420,4190,4195,222677,189841.0,45254095.0
2016-07-01,4265,4500,4150,4435,275972,200702.0,45254095.0
2016-07-04,4500,4550,4270,4325,295509,195724.0,45254095.0
2016-07-05,4350,4355,4175,4250,227527,192330.0,45254095.0
2016-07-06,4240,4240,4040,4130,234709,186899.0,45254095.0
2016-07-07,4110,4260,4110,4175,182135,188936.0,45254095.0
2016-07-08,4175,4260,4080,4110,187079,185994.0,45254095.0
2016-07-11,4180,4930,4060,4500,1672086,203643.0,45254095.0
2016-07-12,4525,4820,4405,4820,1520757,218125.0,45254095.0
2016-07-13,4825,5100,4825,4990,1401954,225818.0,45254095.0
2016-07-14,5040,5390,4860,5120,1765017,231701.0,45254095.0
2016-07-15,5150,5200,4975,5060,536061,228986.0,45254095.0
2016-07-18,5140,6140,4960,5570,3483039,252065.0,45254095.0
2016-07-19,5550,5910,5400,5500,1531016,248898.0,45254095.0
2016-07-20,5440,5600,5160,5170,639140,233964.0,45254095.0
2016-07-21,5150,5230,4920,5000,703219,226270.0,45254095.0
2016-07-22,5000,5110,4830,4865,421101,220161.0,45254095.0
2016-07-25,4895,5410,4755,5020,1316756,227176.0,45254095.0
2016-07-26,4950,5260,4950,5030,341351,227628.0,45254095.0
2016-07-27,5060,5140,4990,5000,288014,226270.0,45254095.0
2016-07-28,5010,5050,4805,4880,359068,220840.0,45254095.0
2016-07-29,4925,4940,4790,4840,246779,219030.0,45254095.0
2016-08-01,4850,4970,4820,4835,169741,218804.0,45254095.0
2016-08-02,4820,4870,4600,4620,338723,209074.0,45254095.0
2016-08-03,4625,4695,4500,4580,195047,207264.0,45254095.0
2016-08-04,4600,4825,4510,4640,204928,209979.0,45254095.0
2016-08-05,4640,4775,4465,4465,180039,202060.0,45254095.0
2016-08-08,4465,4550,4380,4385,144511,198439.0,45254095.0
2016-08-09,4340,4440,4325,4400,149663,199118.0,45254095.0
2016-08-10,4455,4455,4300,4335,157803,196177.0,45254095.0
2016-08-11,4345,4370,4210,4235,127838,191651.0,45254095.0
2016-08-12,4290,4425,4230,4415,181509,199797.0,45254095.0
2016-08-16,4420,4435,4130,4150,277636,187804.0,45254095.0
2016-08-17,4110,4260,4110,4140,178791,187352.0,45254095.0
2016-08-18,4125,4245,4100,4135,108513,187126.0,45254095.0
2016-08-19,4050,4170,4050,4085,115151,184863.0,45254095.0
2016-08-22,4175,4175,3980,4070,196602,184184.0,45254095.0
2016-08-23,4145,5290,4145,5290,4682557,239394.0,45254095.0
2016-08-24,5530,5540,4960,5130,8904097,232154.0,45254095.0
2016-08-25,5210,5310,5100,5220,2940563,236226.0,45254095.0
2016-08-26,5220,5290,4715,4715,1939192,213373.0,45254095.0
2016-08-29,4715,4935,4380,4380,1156205,198213.0,45254095.0
2016-08-30,4385,4820,4385,4500,1306145,203643.0,45254095.0
2016-08-31,4490,4515,4270,4280,462702,193688.0,45254095.0
2016-09-01,4280,4455,4165,4300,366698,194593.0,45254095.0
2016-09-02,4335,5300,4305,4855,9284619,219709.0,45254095.0
2016-09-05,4885,4890,4525,4780,1387629,216315.0,45254095.0
2016-09-06,4780,5180,4780,4885,2478510,221066.0,45254095.0
2016-09-07,4850,5030,4725,4975,784259,225139.0,45254095.0
2016-09-08,4975,5030,4625,4750,672280,214957.0,45254095.0
2016-09-09,4700,5000,4650,4930,1001760,223103.0,45254095.0
2016-09-12,4850,5140,4740,4740,831134,214504.0,45254095.0
2016-09-13,4810,5600,4810,5100,6109319,230796.0,45254095.0
2016-09-19,5110,5490,5080,5280,2175170,238942.0,45254095.0
2016-09-20,5360,6600,5330,5880,12504729,266094.0,45254095.0
