이상네트웍스(080010),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-12-26,17239,18901,17239,18789,172908,152640.0,3600000.0
2005-12-27,18346,19211,16397,17282,201264,140400.0,3600000.0
2005-12-28,16884,18390,16840,17016,99755,138240.0,3600000.0
2005-12-29,16906,17550,15909,16396,181832,133200.0,3600000.0
2006-01-02,16396,17216,16086,16972,115622,137880.0,3600000.0
2006-01-03,16972,17526,16617,17149,98547,139320.0,3600000.0
2006-01-04,17328,19721,17328,19720,344259,160200.0,3600000.0
2006-01-05,19921,20474,18812,19720,214103,160200.0,3600000.0
2006-01-06,20163,20563,19322,20340,168634,165240.0,3600000.0
2006-01-09,21182,23265,20052,20406,321196,165780.0,3600000.0
2006-01-10,20474,20829,17350,17349,225501,140940.0,3600000.0
2006-01-11,16486,17350,16153,16751,141809,136080.0,3600000.0
2006-01-12,16773,17150,15465,15687,191820,127440.0,3600000.0
2006-01-13,15311,16441,15089,15332,171756,124560.0,3600000.0
2006-01-16,15467,16154,15401,15754,114397,127980.0,3600000.0
2006-01-17,15621,16130,14535,14801,127790,120240.0,3600000.0
2006-01-18,14624,14646,12586,12651,323267,102780.0,3600000.0
2006-01-19,12452,13051,12319,12407,134350,100800.0,3600000.0
2006-01-20,12497,12963,10770,10768,223043,87480.0,3600000.0
2006-01-23,10325,10635,9173,9217,139913,74880.0,3600000.0
2006-01-24,9328,10590,8707,10590,218348,86040.0,3600000.0
2006-01-25,10791,12165,10791,11278,195414,91620.0,3600000.0
2006-01-26,11346,12010,11080,11699,67073,95040.0,3600000.0
2006-01-27,12762,13450,11966,13449,98750,109260.0,3600000.0
2006-01-31,13737,15068,13627,14136,119918,114840.0,3600000.0
2006-02-01,13804,13959,12031,12407,148719,100800.0,3600000.0
2006-02-02,12852,13384,12076,12940,142127,105120.0,3600000.0
2006-02-03,12320,12631,12276,12386,62865,100620.0,3600000.0
2006-02-06,11831,12674,11743,12606,94173,102420.0,3600000.0
2006-02-07,12608,14181,12430,13582,130140,110340.0,3600000.0
2006-02-08,13339,14135,12718,13072,68652,106200.0,3600000.0
2006-02-09,13295,13805,13073,13339,58370,108360.0,3600000.0
2006-02-10,13185,13517,12719,13161,29154,106920.0,3600000.0
2006-02-13,13073,13383,12542,12895,46331,104760.0,3600000.0
2006-02-14,12497,12874,12320,12873,42938,104580.0,3600000.0
2006-02-15,13207,13229,12653,12895,47812,104760.0,3600000.0
2006-02-16,12762,13959,12630,13604,53516,110520.0,3600000.0
2006-02-17,13649,14491,13583,13693,64428,111240.0,3600000.0
2006-02-20,13428,15422,13428,14978,123028,121680.0,3600000.0
2006-02-21,14711,15376,14401,15376,50360,124920.0,3600000.0
2006-02-22,15201,15377,14647,14978,45354,121680.0,3600000.0
2006-02-23,15023,15201,14668,14978,24233,121680.0,3600000.0
2006-02-24,14802,15046,14426,14624,30145,118800.0,3600000.0
2006-02-27,14403,14847,14403,14624,16681,118800.0,3600000.0
2006-02-28,14624,15355,14624,14845,41433,120600.0,3600000.0
2006-03-02,14913,15267,14625,14624,21148,118800.0,3600000.0
2006-03-03,14269,14801,13915,14069,44383,114300.0,3600000.0
2006-03-06,13827,14336,13737,14180,12871,115200.0,3600000.0
2006-03-07,13781,14446,13072,13072,28924,106200.0,3600000.0
2006-03-08,12851,13516,12851,13139,22501,106740.0,3600000.0
2006-03-09,12917,13427,12917,13249,19077,107640.0,3600000.0
2006-03-10,12985,13405,12985,13383,16104,108720.0,3600000.0
2006-03-13,13383,13871,13383,13693,11925,111240.0,3600000.0
2006-03-14,13782,13981,13383,13516,8699,109800.0,3600000.0
2006-03-15,13561,13738,13517,13516,11462,109800.0,3600000.0
2006-03-16,13161,13604,13072,13072,10857,106200.0,3600000.0
2006-03-17,13295,13295,12452,12674,22425,102960.0,3600000.0
2006-03-20,12675,12675,12142,12540,26138,101880.0,3600000.0
2006-03-21,12208,12629,12208,12407,16779,100800.0,3600000.0
2006-03-22,12277,12387,11589,11744,21414,95400.0,3600000.0
2006-03-23,11744,12408,11744,12097,23462,98280.0,3600000.0
2006-03-24,11920,12407,11787,11986,12842,97380.0,3600000.0
2006-03-27,11833,12055,11478,11610,24397,94320.0,3600000.0
2006-03-28,11434,11588,10658,11122,42074,90360.0,3600000.0
2006-03-29,11124,12786,11124,12784,130626,103860.0,3600000.0
2006-03-30,13316,14691,13316,14690,189867,119340.0,3600000.0
2006-03-31,14935,14935,13871,14269,137403,115920.0,3600000.0
2006-04-03,14337,16398,14093,15865,229979,128880.0,3600000.0
2006-04-04,15866,16220,14979,15443,98344,125460.0,3600000.0
2006-04-05,15687,16617,15199,15376,116442,124920.0,3600000.0
2006-04-06,15199,15820,14623,14645,83977,118980.0,3600000.0
2006-04-07,14425,14757,14270,14535,54223,118080.0,3600000.0
2006-04-10,14270,15643,14270,15443,89669,125460.0,3600000.0
2006-04-11,15797,15864,14911,15066,48760,122400.0,3600000.0
2006-04-12,14912,15067,14625,14978,44375,121680.0,3600000.0
2006-04-13,15067,16485,15067,16462,83347,133740.0,3600000.0
2006-04-14,16442,17239,16087,16396,87990,133200.0,3600000.0
2006-04-17,17017,17172,15953,16396,83365,133200.0,3600000.0
2006-04-18,16352,16663,15887,16396,44882,133200.0,3600000.0
2006-04-19,16618,16995,16042,16241,73297,131940.0,3600000.0
2006-04-20,16353,16353,15068,15289,48714,124200.0,3600000.0
2006-04-21,15445,15976,15157,15289,43067,124200.0,3600000.0
2006-04-24,15710,15710,14270,14712,32956,119520.0,3600000.0
2006-04-25,14557,15023,14380,14756,19106,119880.0,3600000.0
2006-04-26,14933,16041,14933,15620,36646,126900.0,3600000.0
2006-04-27,15909,16085,15155,15731,29654,127800.0,3600000.0
2006-04-28,15731,15753,15067,15111,34050,122760.0,3600000.0
2006-05-02,15289,15599,15111,15177,22463,123300.0,3600000.0
2006-05-03,15288,15465,14889,14911,20597,121140.0,3600000.0
2006-05-04,14668,14979,14469,14513,17878,117900.0,3600000.0
2006-05-08,14579,15022,14491,14557,26128,118260.0,3600000.0
2006-05-09,14491,14712,14203,14247,18167,115740.0,3600000.0
2006-05-10,13937,14358,13738,13737,27183,111600.0,3600000.0
2006-05-11,13605,13605,13073,13516,32618,109800.0,3600000.0
2006-05-12,12962,13339,12896,13294,24646,108000.0,3600000.0
2006-05-15,13073,13140,12852,12895,13629,104760.0,3600000.0
2006-05-16,12719,13029,12408,12718,27979,103320.0,3600000.0
2006-05-17,12586,14625,12586,14225,58068,115560.0,3600000.0
2006-05-18,13716,13716,12851,13582,26849,110340.0,3600000.0
2006-05-19,13583,14403,13206,13693,30760,111240.0,3600000.0
2006-05-22,13694,14048,12897,12895,16821,104760.0,3600000.0
2006-05-23,12896,13007,12275,12540,14200,101880.0,3600000.0
2006-05-24,12365,12808,12320,12630,12186,102600.0,3600000.0
2006-05-25,12808,12986,11966,11965,12565,97200.0,3600000.0
2006-05-26,12210,12608,12054,12120,17393,98460.0,3600000.0
2006-05-29,12141,12474,12120,12186,7873,99000.0,3600000.0
2006-05-30,12232,12453,11633,11810,14907,95940.0,3600000.0
2006-06-01,11610,11920,11477,11521,17059,93600.0,3600000.0
2006-06-02,12098,12098,11302,11920,10511,96840.0,3600000.0
2006-06-05,11922,11922,11346,11344,8965,92160.0,3600000.0
2006-06-07,10858,11080,9972,10192,22104,82800.0,3600000.0
2006-06-08,9905,10990,9661,10414,12547,84600.0,3600000.0
2006-06-09,10502,10968,10502,10812,4259,87840.0,3600000.0
2006-06-12,10658,12431,10658,12430,88402,100980.0,3600000.0
2006-06-13,12076,13649,11079,12031,155132,97740.0,3600000.0
2006-06-14,12031,12607,11965,12075,28059,98100.0,3600000.0
2006-06-15,12276,12807,12010,12009,40582,97560.0,3600000.0
2006-06-16,12386,12518,12054,12341,20855,100260.0,3600000.0
2006-06-19,12365,12387,11611,11699,17380,95040.0,3600000.0
2006-06-20,11566,11876,11166,11166,19069,90720.0,3600000.0
2006-06-21,11301,11567,10901,10901,12450,88560.0,3600000.0
2006-06-22,11523,11611,10901,10901,13267,88560.0,3600000.0
2006-06-23,10436,11035,10436,10901,7192,88560.0,3600000.0
2006-06-26,10857,11344,10857,11211,7748,91080.0,3600000.0
2006-06-27,11278,11522,11190,11322,11767,91980.0,3600000.0
2006-06-28,10990,11322,10857,11322,7935,91980.0,3600000.0
2006-06-29,11346,12187,11346,11898,19262,96660.0,3600000.0
2006-06-30,12319,12319,11654,11676,17682,94860.0,3600000.0
2006-07-03,11787,12009,11366,11720,7420,95220.0,3600000.0
2006-07-04,11720,11854,11433,11476,11705,93240.0,3600000.0
2006-07-05,10902,11390,10902,11079,11091,90000.0,3600000.0
2006-07-06,10946,11212,10813,11189,8482,90900.0,3600000.0
2006-07-07,11191,11877,11191,11744,17246,95400.0,3600000.0
2006-07-10,11478,11856,11390,11854,7695,96300.0,3600000.0
2006-07-11,12186,13339,11854,13139,51262,106740.0,3600000.0
2006-07-12,13162,13450,12719,13095,15976,106380.0,3600000.0
2006-07-13,12852,13117,12741,12984,14265,105480.0,3600000.0
2006-07-14,12850,12940,12407,12762,16096,103680.0,3600000.0
2006-07-18,12741,12985,12585,12961,8879,105300.0,3600000.0
2006-07-19,12851,14269,12851,13604,44342,110520.0,3600000.0
2006-07-20,13960,14181,13650,14092,21634,114480.0,3600000.0
2006-07-21,14137,14291,13826,14136,11418,114840.0,3600000.0
2006-07-24,14181,14181,13405,13427,18933,109080.0,3600000.0
2006-07-25,13671,13782,12985,13006,27237,105660.0,3600000.0
2006-07-26,13051,13516,12985,13383,18965,108720.0,3600000.0
2006-07-27,13671,13738,13339,13516,10403,109800.0,3600000.0
2006-07-28,13515,13826,13227,13227,19008,107460.0,3600000.0
2006-07-31,13273,13273,12476,12474,17948,101340.0,3600000.0
2006-08-01,12342,12609,12143,12320,11941,100080.0,3600000.0
2006-08-02,12320,12829,12275,12828,7881,104220.0,3600000.0
2006-08-03,12853,13074,12431,12741,8381,103500.0,3600000.0
2006-08-04,12741,13295,12741,13051,7605,106020.0,3600000.0
2006-08-07,12985,13030,12653,12940,4248,105120.0,3600000.0
2006-08-08,12719,13140,12696,12984,13947,105480.0,3600000.0
2006-08-09,12830,13960,12830,13737,28586,111600.0,3600000.0
2006-08-10,13450,13960,13450,13870,12555,112680.0,3600000.0
2006-08-11,13737,13937,13605,13715,8895,111420.0,3600000.0
2006-08-14,13627,14181,13627,13915,13638,113040.0,3600000.0
2006-08-16,13871,14181,13671,13892,8631,112860.0,3600000.0
2006-08-17,13915,13915,13582,13604,12060,110520.0,3600000.0
2006-08-18,13450,13738,13450,13627,7449,110700.0,3600000.0
2006-08-21,13825,13848,13471,13537,6080,109980.0,3600000.0
2006-08-22,13427,13781,13427,13537,7431,109980.0,3600000.0
2006-08-23,13516,13649,13427,13582,6744,110340.0,3600000.0
2006-08-24,13450,13782,13450,13649,10750,110880.0,3600000.0
2006-08-25,13737,15377,13737,14801,51799,120240.0,3600000.0
2006-08-28,15290,15600,14891,15289,31621,124200.0,3600000.0
2006-08-29,15422,15511,15023,15289,17584,124200.0,3600000.0
2006-08-30,15310,15642,15177,15421,12369,125280.0,3600000.0
2006-08-31,15598,16307,15509,16151,35293,131220.0,3600000.0
2006-09-01,16263,16263,15599,15952,15691,129600.0,3600000.0
2006-09-04,15953,15953,15466,15465,13190,125640.0,3600000.0
2006-09-05,15288,15841,15177,15841,17445,128700.0,3600000.0
2006-09-06,16351,17814,16174,16506,184483,134100.0,3600000.0
2006-09-07,16552,16618,15953,16263,37924,132120.0,3600000.0
2006-09-08,16043,16308,15445,15820,30971,128520.0,3600000.0
2006-09-11,15688,16242,15688,16130,15030,131040.0,3600000.0
2006-09-12,15976,16353,15600,15820,7835,128520.0,3600000.0
2006-09-13,15775,15953,15642,15886,11054,129060.0,3600000.0
2006-09-14,15953,16042,15776,15931,12582,129420.0,3600000.0
2006-09-15,16131,17593,16042,17282,57704,140400.0,3600000.0
2006-09-18,17284,17417,16996,17106,19655,138960.0,3600000.0
2006-09-19,17261,18080,16862,17725,53736,144000.0,3600000.0
2006-09-20,17770,18014,17504,17725,45938,144000.0,3600000.0
2006-09-21,19187,20383,18523,19252,56836,104400.0,3600000.0
2006-09-22,18821,19950,18821,19285,18028,104580.0,3600000.0
2006-09-25,18920,19718,18257,18256,18866,99000.0,3600000.0
2006-09-26,17992,18921,17992,18356,10281,99540.0,3600000.0
2006-09-27,19021,19021,18290,18588,11205,100800.0,3600000.0
2006-09-28,18456,18788,18456,18654,13020,101160.0,3600000.0
2006-09-29,19220,19518,18920,18953,12772,102780.0,3600000.0
2006-10-02,18687,19252,18687,19152,6688,103860.0,3600000.0
2006-10-04,18788,18788,18058,18057,13993,97920.0,3600000.0
2006-10-09,17593,17892,15469,16066,34463,87120.0,3600000.0
2006-10-10,15668,18257,15668,17460,23353,94680.0,3600000.0
2006-10-11,16929,17892,16863,17891,7885,97020.0,3600000.0
2006-10-12,17493,18257,17493,18256,11241,99000.0,3600000.0
2006-10-13,18290,18921,18224,18389,7204,99720.0,3600000.0
2006-10-16,18390,18390,17958,18057,9141,97920.0,3600000.0
2006-10-17,17992,18390,17693,17924,8643,97200.0,3600000.0
2006-10-18,17493,17693,17261,17460,20986,142020.0,5400000.0
2006-10-19,17891,17891,16796,16928,26732,137700.0,5400000.0
2006-10-20,16929,17427,16929,17062,8532,138780.0,5400000.0
2006-10-23,17460,19020,17260,18654,70326,151740.0,5400000.0
2006-10-24,18987,19849,18522,19584,280354,159300.0,5400000.0
2006-10-25,20182,22506,19120,22505,599021,183060.0,5400000.0
2006-10-26,23236,25360,20945,21774,780573,177120.0,5400000.0
2006-10-27,21775,22373,20746,21642,209479,176040.0,5400000.0
2006-10-30,21642,23634,21377,22505,353590,183060.0,5400000.0
2006-10-31,22274,23136,21277,21908,202170,178200.0,5400000.0
2006-11-01,22240,22240,21178,21244,129160,172800.0,5400000.0
2006-11-02,20979,22008,20913,21078,106495,171450.0,5400000.0
2006-11-03,21079,21610,20912,21111,113792,171720.0,5400000.0
2006-11-06,21113,21312,20382,20646,85470,167940.0,5400000.0
2006-11-07,20945,22108,20713,21111,138304,171720.0,5400000.0
2006-11-08,21345,21643,20913,21078,57532,171450.0,5400000.0
2006-11-09,21444,21477,21112,21177,37912,172260.0,5400000.0
2006-11-10,20978,21377,20978,21244,44130,172800.0,5400000.0
2006-11-13,21145,21909,21012,21908,69782,178200.0,5400000.0
2006-11-14,22240,23568,21775,22439,140986,182520.0,5400000.0
2006-11-15,22407,23470,21776,23037,91687,187380.0,5400000.0
2006-11-16,22772,24200,22705,23701,114391,192780.0,5400000.0
2006-11-17,23735,24631,23369,24431,90407,198720.0,5400000.0
2006-11-20,24564,25062,23768,23767,111451,193320.0,5400000.0
2006-11-21,23568,24995,23468,24928,196296,202770.0,5400000.0
2006-11-22,25426,25493,24862,25027,93913,203580.0,5400000.0
2006-11-23,25128,25460,24431,25459,78136,207090.0,5400000.0
2006-11-24,25527,25660,24897,24895,50316,202500.0,5400000.0
2006-11-27,24862,24895,23633,23899,73008,194400.0,5400000.0
2006-11-28,23369,24200,23170,23701,78578,192780.0,5400000.0
2006-11-29,24166,24166,23435,23567,46247,191700.0,5400000.0
2006-11-30,23569,23801,23369,23701,43124,192780.0,5400000.0
2006-12-01,23567,24098,23534,23666,26209,192510.0,5400000.0
2006-12-04,23867,24099,23435,23701,30707,192780.0,5400000.0
2006-12-05,23966,23966,22936,22936,28568,186570.0,5400000.0
2006-12-06,22904,22937,21775,21841,45926,177660.0,5400000.0
2006-12-07,21675,22538,21642,22239,30014,180900.0,5400000.0
2006-12-08,22141,22141,21311,21509,24770,174960.0,5400000.0
2006-12-11,21244,21577,20879,21177,21683,172260.0,5400000.0
2006-12-12,21212,21577,20813,20846,20696,169560.0,5400000.0
2006-12-13,20713,21178,20481,20580,24546,167400.0,5400000.0
2006-12-14,20580,21145,20248,21144,29846,171990.0,5400000.0
2006-12-15,21178,21643,20912,21277,32624,173070.0,5400000.0
2006-12-18,21277,21842,20912,20912,31289,170100.0,5400000.0
2006-12-19,20913,21046,19850,19949,71867,162270.0,5400000.0
2006-12-20,20215,20248,19584,19982,40887,162540.0,5400000.0
2006-12-21,19982,20149,19783,19783,21461,160920.0,5400000.0
2006-12-22,19285,19584,19053,19086,43483,155250.0,5400000.0
2006-12-26,18988,19551,18988,19285,21858,156870.0,5400000.0
2006-12-27,19488,19488,18913,19386,10303,154980.0,5400000.0
2006-12-28,19590,20873,19590,20501,29639,163890.0,5400000.0
2007-01-02,20602,20839,20332,20332,10075,162540.0,5400000.0
2007-01-03,20332,20805,19961,20096,25100,160650.0,5400000.0
2007-01-04,20468,20468,19184,19589,24684,156600.0,5400000.0
2007-01-05,19252,19590,18644,19454,29491,155520.0,5400000.0
2007-01-08,19320,19927,18914,19184,41077,153360.0,5400000.0
2007-01-09,19590,19590,18949,18948,15872,151470.0,5400000.0
2007-01-10,19184,19184,18407,18576,22016,148500.0,5400000.0
2007-01-11,18643,19116,18576,18812,19741,150390.0,5400000.0
2007-01-12,18847,19219,18509,18509,24089,147960.0,5400000.0
2007-01-15,18847,18880,18172,18205,16629,145530.0,5400000.0
2007-01-16,18103,18373,17225,17563,63809,140400.0,5400000.0
2007-01-17,17360,18373,17090,18306,24571,146340.0,5400000.0
2007-01-18,18475,18475,17900,17900,14961,143100.0,5400000.0
2007-01-19,17496,18172,17124,17192,15817,137430.0,5400000.0
2007-01-22,16989,17394,16347,16719,17259,133650.0,5400000.0
2007-01-23,16549,17327,16110,16887,20626,135000.0,5400000.0
2007-01-24,17090,18137,17057,17225,14569,137700.0,5400000.0
2007-01-25,17665,17867,17429,17664,28571,141210.0,5400000.0
2007-01-26,17664,17664,16380,17293,21141,138240.0,5400000.0
2007-01-29,17394,17495,16786,16786,23514,134190.0,5400000.0
2007-01-30,16922,17226,16617,17192,9761,137430.0,5400000.0
2007-01-31,17394,17699,16922,16921,11957,135270.0,5400000.0
2007-02-01,16989,17462,16955,17326,17440,138510.0,5400000.0
2007-02-02,17563,18780,17226,18002,89184,143910.0,5400000.0
2007-02-05,18002,18711,17765,18306,35075,146340.0,5400000.0
2007-02-06,18441,18678,18002,18103,18276,144720.0,5400000.0
2007-02-07,18036,18272,17765,18103,14667,144720.0,5400000.0
2007-02-08,18374,18374,17800,17968,11854,143640.0,5400000.0
2007-02-09,17901,18172,17766,18036,19013,144180.0,5400000.0
2007-02-12,18238,18238,17765,17867,10460,142830.0,5400000.0
2007-02-13,17900,17900,17563,17833,13476,142560.0,5400000.0
2007-02-14,17867,19657,17867,18610,70218,148770.0,5400000.0
2007-02-15,19151,20468,18746,20028,128598,160110.0,5400000.0
2007-02-16,20400,21143,19894,20535,72836,164160.0,5400000.0
2007-02-20,20941,21009,20130,20738,34897,165780.0,5400000.0
2007-02-21,20840,20840,20198,20569,36209,164430.0,5400000.0
2007-02-22,20366,21244,20366,20670,72963,165240.0,5400000.0
2007-02-23,20772,20772,20266,20535,26742,164160.0,5400000.0
2007-02-26,20670,21886,20535,21413,68661,171180.0,5400000.0
2007-02-27,21717,21752,21042,21278,20056,170100.0,5400000.0
2007-02-28,20130,20839,19150,20839,38200,166590.0,5400000.0
2007-03-02,20468,20873,20265,20602,22104,164700.0,5400000.0
2007-03-05,20097,20502,19725,20231,18065,161730.0,5400000.0
2007-03-06,19826,20772,19826,20602,32969,164700.0,5400000.0
2007-03-07,20502,20941,20299,20468,15169,163620.0,5400000.0
2007-03-08,20805,21616,20602,21379,21025,170910.0,5400000.0
2007-03-09,21143,21616,20940,21447,28265,171450.0,5400000.0
2007-03-12,21447,21447,21009,21075,20714,168480.0,5400000.0
2007-03-13,21549,22157,21279,21548,38910,172260.0,5400000.0
2007-03-14,20739,21143,20603,20974,16483,167670.0,5400000.0
2007-03-15,21346,22630,21009,22291,53866,178200.0,5400000.0
2007-03-16,22697,23643,22359,23271,100200,186030.0,5400000.0
2007-03-19,23576,23643,22900,23271,44157,186030.0,5400000.0
2007-03-20,23306,23306,22156,22730,45391,181710.0,5400000.0
2007-03-21,22731,22900,22123,22291,22867,178200.0,5400000.0
2007-03-22,22562,23169,22190,22933,33160,183330.0,5400000.0
2007-03-23,22629,22933,22291,22629,21984,180900.0,5400000.0
2007-03-26,22865,23237,22460,22966,17724,183600.0,5400000.0
2007-03-27,22966,23035,22663,22966,8800,183600.0,5400000.0
2007-03-28,22967,22967,22190,22562,21542,180360.0,5400000.0
2007-03-29,22292,22765,22292,22764,9525,181980.0,5400000.0
2007-03-30,23305,23305,22529,23271,18077,186030.0,5400000.0
2007-04-02,23035,23643,23035,23507,29126,187920.0,5400000.0
2007-04-03,23439,23710,23305,23473,24480,187650.0,5400000.0
2007-04-04,23575,24318,23575,24182,37821,193320.0,5400000.0
2007-04-05,24251,24386,23812,24352,29907,194670.0,5400000.0
2007-04-06,24352,24453,23676,23743,12105,189810.0,5400000.0
2007-04-09,23710,23913,23035,23035,23152,184140.0,5400000.0
2007-04-10,22696,26479,22696,26479,159925,215600.0,5500000.0
2007-04-11,26176,30229,25669,28878,187806,235125.0,5500000.0
2007-04-12,29350,29384,27290,28506,59429,232100.0,5500000.0
2007-04-13,28236,28506,27156,27155,41060,221100.0,5500000.0
2007-04-16,27020,28979,27020,28641,49733,233200.0,5500000.0
2007-04-17,29385,30938,28642,29148,53674,237325.0,5500000.0
2007-04-18,28539,29722,28539,29519,35742,240350.0,5500000.0
2007-04-19,29553,30059,27999,29485,32807,240075.0,5500000.0
2007-04-20,29047,29385,28169,28337,158619,230725.0,5500000.0
2007-04-23,29046,29350,28371,28809,57996,234575.0,5500000.0
2007-04-24,28573,28979,28506,28506,20047,232100.0,5500000.0
2007-04-25,28371,28472,27087,27560,46415,224400.0,5500000.0
2007-04-26,27358,29148,27358,27695,43982,225500.0,5500000.0
2007-04-27,27628,28540,27628,28101,21826,228800.0,5500000.0
2007-04-30,28101,28235,27358,27695,18818,225500.0,5500000.0
2007-05-02,27087,27763,27087,27695,26403,225500.0,5500000.0
2007-05-03,28371,29384,27864,29046,42594,236500.0,5500000.0
2007-05-04,29317,29317,28269,28573,14402,232650.0,5500000.0
2007-05-07,28675,29012,28033,28066,24438,228525.0,5500000.0
2007-05-08,28372,28372,27865,28168,24661,229350.0,5500000.0
2007-05-09,28169,28169,27392,27831,16870,226600.0,5500000.0
2007-05-10,28033,28033,27358,27425,18101,223300.0,5500000.0
2007-05-11,27088,27426,26750,27324,17233,222475.0,5500000.0
2007-05-14,28202,28202,27019,27459,16033,223575.0,5500000.0
2007-05-15,27899,27899,24926,25331,108514,206250.0,5500000.0
2007-05-16,25196,25331,23406,24250,42543,197450.0,5500000.0
2007-05-17,24453,25432,24014,24926,22373,202950.0,5500000.0
2007-05-18,24656,25332,24048,25061,31133,204050.0,5500000.0
2007-05-21,24926,26276,24318,24723,96240,201300.0,5500000.0
2007-05-22,24994,25332,22799,23608,187519,192225.0,5500000.0
2007-05-23,24115,25770,24115,25736,151598,209550.0,5500000.0
2007-05-25,25399,26649,24859,26648,54435,216975.0,5500000.0
2007-05-28,27391,27425,26513,26513,78099,215875.0,5500000.0
2007-05-29,26412,26918,25905,26513,30899,215875.0,5500000.0
2007-05-30,26986,26986,25467,25804,32570,210100.0,5500000.0
2007-05-31,26006,26142,25331,25432,40168,207075.0,5500000.0
2007-06-01,25669,25939,25061,25432,42094,207075.0,5500000.0
2007-06-04,25636,25669,24521,24588,47633,200200.0,5500000.0
2007-06-05,24420,25129,23643,24115,67544,196350.0,5500000.0
2007-06-07,24149,24655,23676,24655,32171,200750.0,5500000.0
2007-06-08,24825,24825,24149,24655,22389,200750.0,5500000.0
2007-06-11,25095,25095,24251,24284,20757,197725.0,5500000.0
