가온미디어(078890),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-11-12,2696,2734,2570,2614,32990,26270.0,8474169.0
2008-11-13,2482,2571,2364,2529,25615,25423.0,8474169.0
2008-11-14,2655,2672,2516,2529,31003,25423.0,8474169.0
2008-11-17,2549,2570,2443,2542,17255,25550.0,8474169.0
2008-11-18,2529,2546,2487,2487,19482,24999.0,8474169.0
2008-11-19,2533,2588,2301,2525,16253,25380.0,8474169.0
2008-11-20,2360,2419,2246,2293,36596,23050.0,8474169.0
2008-11-21,2098,2363,2098,2365,20668,23770.0,8474169.0
2008-11-24,2335,2411,2276,2297,14737,23092.0,8474169.0
2008-11-25,2411,2411,2339,2369,25902,23812.0,8474169.0
2008-11-26,2470,2470,2369,2428,7620,24406.0,8474169.0
2008-11-27,2448,2519,2405,2500,12235,25126.0,8474169.0
2008-11-28,2525,2537,2457,2529,9138,25423.0,8474169.0
2008-12-01,2457,2567,2406,2474,15896,24872.0,8474169.0
2008-12-02,2284,2525,2284,2487,13020,24999.0,8474169.0
2008-12-03,2571,2613,2470,2470,12905,24829.0,8474169.0
2008-12-04,2599,2599,2456,2555,3172,25677.0,8474169.0
2008-12-05,2553,2570,2473,2504,10412,25168.0,8474169.0
2008-12-08,2570,2612,2502,2614,31007,26270.0,8474169.0
2008-12-09,2654,2663,2595,2614,18234,26270.0,8474169.0
2008-12-10,2591,2667,2591,2660,12480,26736.0,8474169.0
2008-12-11,2612,2709,2612,2698,21345,27117.0,8474169.0
2008-12-12,2857,2924,2705,2812,40368,28261.0,8474169.0
2008-12-15,2941,2949,2823,2888,22182,29024.0,8474169.0
2008-12-16,2945,2949,2831,2913,25112,29278.0,8474169.0
2008-12-17,3034,3034,2886,2985,11604,29999.0,8474169.0
2008-12-18,2925,3153,2925,3077,10124,30931.0,8474169.0
2008-12-19,3152,3523,2958,3516,44952,35337.0,8474169.0
2008-12-22,3540,3827,3283,3372,41147,33897.0,8474169.0
2008-12-23,3312,3442,3219,3364,11546,33812.0,8474169.0
2008-12-24,3448,3448,3132,3132,16305,31482.0,8474169.0
2008-12-26,3077,3347,3056,3233,13002,32498.0,8474169.0
2008-12-29,3279,3397,2992,3153,4151,31693.0,8474169.0
2008-12-30,3355,3372,3119,3178,5736,31948.0,8474169.0
2009-01-02,3237,3275,3140,3229,2710,32456.0,8474169.0
2009-01-05,3287,3287,3135,3170,8568,31863.0,8474169.0
2009-01-06,3168,3278,3168,3246,11418,32626.0,8474169.0
2009-01-07,3372,3372,3199,3330,30589,33473.0,8474169.0
2009-01-08,3337,3371,3211,3246,23541,32626.0,8474169.0
2009-01-09,3287,3337,3228,3322,18431,33388.0,8474169.0
2009-01-12,3337,3430,3211,3326,23854,33431.0,8474169.0
2009-01-13,3287,3333,3249,3322,7828,33388.0,8474169.0
2009-01-14,3287,3350,3244,3259,6630,32753.0,8474169.0
2009-01-15,3203,3245,2773,3178,59485,31948.0,8474169.0
2009-01-16,3202,3278,2958,3267,30334,32837.0,8474169.0
2009-01-19,3320,3371,3265,3305,15215,33219.0,8474169.0
2009-01-20,3303,3367,3160,3221,22903,32371.0,8474169.0
2009-01-21,3202,3278,2996,3263,35908,32795.0,8474169.0
2009-01-22,3396,3396,3249,3263,6333,32795.0,8474169.0
2009-01-23,3329,3329,3202,3204,21018,32202.0,8474169.0
2009-01-28,3206,3350,3206,3242,14046,32583.0,8474169.0
2009-01-29,3347,3347,3245,3309,2887,33261.0,8474169.0
2009-01-30,3291,3371,3202,3364,12255,33812.0,8474169.0
2009-02-02,3371,3527,3291,3343,12074,33600.0,8474169.0
2009-02-03,3288,3532,3288,3465,29663,34829.0,8474169.0
2009-02-04,3524,3540,3355,3507,23141,35253.0,8474169.0
2009-02-05,3507,3540,3376,3524,8849,35422.0,8474169.0
2009-02-06,3523,3784,3523,3752,36867,37710.0,8474169.0
2009-02-09,3878,3903,3726,3903,16016,39235.0,8474169.0
2009-02-10,3857,4274,3836,4131,22030,41523.0,8474169.0
2009-02-11,4021,4375,4021,4333,32704,43557.0,8474169.0
2009-02-12,4458,4501,4214,4224,20487,42456.0,8474169.0
2009-02-13,4324,4324,4062,4241,22312,42625.0,8474169.0
2009-02-16,4340,4340,4062,4224,7574,42456.0,8474169.0
2009-02-17,4173,4206,3962,3962,16599,39829.0,8474169.0
2009-02-18,3793,3962,3625,3962,18022,39829.0,8474169.0
2009-02-19,3962,4046,3882,4038,24494,40591.0,8474169.0
2009-02-20,3895,4038,3734,3920,27100,39405.0,8474169.0
2009-02-23,3910,4121,3877,4047,10904,40676.0,8474169.0
2009-02-24,4024,4037,3792,3891,34747,39108.0,8474169.0
2009-02-25,3954,3954,3798,3937,20289,39574.0,8474169.0
2009-02-26,3920,3962,3857,3916,36036,39363.0,8474169.0
2009-02-27,3915,3953,3877,3946,60381,39659.0,8474169.0
2009-03-02,3920,4198,3848,4131,56564,41523.0,8474169.0
2009-03-03,4045,4248,3961,4207,69200,42286.0,8474169.0
2009-03-04,4291,4426,4135,4194,220181,42159.0,8474169.0
2009-03-05,4265,4510,4202,4510,194673,45337.0,8474169.0
2009-03-06,4459,4940,4384,4940,204182,49659.0,8474169.0
2009-03-09,5218,5370,4898,5050,264796,50760.0,8474169.0
2009-03-10,5134,5353,5016,5311,329412,53387.0,8474169.0
2009-03-11,5327,5386,5049,5185,92432,52116.0,8474169.0
2009-03-12,5183,5242,4905,5244,96774,52709.0,8474169.0
2009-03-13,5210,5235,5050,5075,171483,51014.0,8474169.0
2009-03-16,5158,5487,5074,5413,220359,54404.0,8474169.0
2009-03-17,5522,5791,5328,5404,361378,54319.0,8474169.0
2009-03-18,5496,5522,4721,5227,120384,52540.0,8474169.0
2009-03-19,5377,5377,5006,5008,40246,50337.0,8474169.0
2009-03-20,4939,5099,4855,4890,37682,49150.0,8474169.0
2009-03-23,5041,5176,4923,5092,59649,51184.0,8474169.0
2009-03-24,5158,5436,5141,5320,97688,53472.0,8474169.0
2009-03-25,5327,5731,5276,5573,164685,56014.0,8474169.0
2009-03-26,5672,6389,5622,5902,754843,59319.0,8474169.0
2009-03-27,5977,5985,5598,5893,155587,59234.0,8474169.0
2009-03-30,5900,5942,5588,5590,45724,56184.0,8474169.0
2009-03-31,5597,5731,5487,5649,67133,56777.0,8474169.0
2009-04-01,5689,5900,5647,5851,85818,58811.0,8474169.0
2009-04-02,5900,6364,5892,6256,229000,62878.0,8474169.0
2009-04-03,6279,6532,6161,6534,179704,65675.0,8474169.0
2009-04-06,6575,6743,6414,6745,118159,67793.0,8474169.0
2009-04-07,6744,6786,6618,6736,113324,67709.0,8474169.0
2009-04-08,6592,6727,6323,6407,107750,64404.0,8474169.0
2009-04-09,6407,6744,6348,6677,109529,67115.0,8474169.0
2009-04-10,6802,7080,6659,6880,128062,69149.0,8474169.0
2009-04-13,6895,6912,6667,6787,51430,68217.0,8474169.0
2009-04-14,6785,6802,6507,6745,77907,67793.0,8474169.0
2009-04-15,6651,7334,6533,6660,176252,66946.0,8474169.0
2009-04-16,6980,6980,6660,6778,101447,68132.0,8474169.0
2009-04-17,6743,6912,6153,6239,145090,62709.0,8474169.0
2009-04-20,6237,6237,5968,6197,115486,62285.0,8474169.0
2009-04-21,6002,6137,5732,6028,380014,60590.0,8474169.0
2009-04-22,6070,6255,6070,6154,134996,61861.0,8474169.0
2009-04-23,6279,6364,6043,6239,114137,62709.0,8474169.0
2009-04-24,6153,6322,5807,5902,90548,59319.0,8474169.0
2009-04-27,5942,6195,5909,6045,82649,60760.0,8474169.0
2009-04-28,5985,5994,5353,5640,125840,56692.0,8474169.0
2009-04-29,5782,5782,5521,5649,79241,56777.0,8474169.0
2009-04-30,5707,5842,5657,5657,56782,56862.0,8474169.0
2009-05-04,5682,5791,5657,5775,43695,58048.0,8474169.0
2009-05-06,5817,5825,5716,5758,46788,57879.0,8474169.0
2009-05-07,5775,5842,5724,5775,43200,58048.0,8474169.0
2009-05-08,5858,5968,5782,5927,103265,59573.0,8474169.0
2009-05-11,6027,6060,5925,5986,53129,60167.0,8474169.0
2009-05-12,5985,6112,5876,6053,84459,60845.0,8474169.0
2009-05-13,6102,6575,5984,6391,231549,64234.0,8474169.0
2009-05-14,6305,6532,6102,6450,162802,64827.0,8474169.0
2009-05-15,6449,6483,6264,6424,101955,64573.0,8474169.0
2009-05-18,6423,6423,6204,6281,61134,63133.0,8474169.0
2009-05-19,6372,6575,6296,6568,206698,66014.0,8474169.0
2009-05-20,6473,6642,6414,6534,132569,65675.0,8474169.0
2009-05-21,6651,6660,6432,6576,89006,66099.0,8474169.0
2009-05-22,6491,6533,6196,6466,157846,64997.0,8474169.0
2009-05-25,6525,6525,5994,6466,81189,64997.0,8474169.0
2009-05-26,6465,6743,6220,6745,208565,67793.0,8474169.0
2009-05-27,6719,6744,6474,6660,93291,66946.0,8474169.0
2009-05-28,6642,6718,6516,6686,64103,67200.0,8474169.0
2009-05-29,6643,6694,6415,6466,81054,64997.0,8474169.0
2009-06-01,6558,6743,6414,6627,166383,66607.0,8474169.0
2009-06-02,6795,6803,6491,6660,90314,66946.0,8474169.0
2009-06-03,6828,7157,6753,7073,305329,71098.0,8474169.0
2009-06-04,7166,7267,6828,6989,155846,70251.0,8474169.0
2009-06-05,7148,7148,6558,6787,113371,68217.0,8474169.0
2009-06-08,6861,7064,6752,6787,174689,68217.0,8474169.0
2009-06-09,6870,6870,6322,6332,121144,63641.0,8474169.0
2009-06-10,6323,6491,5943,6323,153525,63606.0,8480769.0
2009-06-11,6313,6322,6027,6239,86103,62758.0,8480769.0
2009-06-12,6162,6280,6019,6036,83564,60722.0,8480769.0
2009-06-15,6036,6103,5926,6011,55134,60468.0,8480769.0
2009-06-16,5900,5984,5816,5843,45978,58772.0,8480769.0
2009-06-17,5892,6102,5824,5986,69240,60213.0,8480769.0
2009-06-18,6043,6060,5731,5733,50294,57669.0,8480769.0
2009-06-19,5732,5884,5480,5817,88001,58517.0,8480769.0
2009-06-22,5724,5918,5707,5918,33342,59535.0,8480769.0
2009-06-23,5833,5833,5647,5733,40295,57669.0,8480769.0
2009-06-24,5774,5883,5605,5649,99809,56821.0,8480769.0
2009-06-25,5647,5774,5647,5725,62125,57584.0,8480769.0
2009-06-26,5774,5976,5748,5826,55989,58602.0,8480769.0
2009-06-29,5900,6102,5833,6104,75166,61401.0,8480769.0
2009-06-30,6094,6237,5976,6239,84374,62758.0,8480769.0
2009-07-01,6102,6220,6102,6222,30356,62588.0,8480769.0
2009-07-02,6279,6389,6170,6273,39534,63097.0,8480769.0
2009-07-03,6087,6264,6087,6146,49385,61825.0,8480769.0
2009-07-06,6230,6230,6070,6112,40511,61486.0,8480769.0
2009-07-07,6154,6154,5884,5977,43512,60129.0,8480769.0
2009-07-08,5917,6052,5900,5986,30781,60213.0,8480769.0
2009-07-09,5952,6070,5910,6070,39102,61062.0,8480769.0
2009-07-10,6238,6238,6028,6095,38198,61316.0,8480769.0
2009-07-13,6171,6171,5943,5969,27074,60044.0,8480769.0
2009-07-14,6044,6230,5952,5952,78406,59874.0,8480769.0
2009-07-15,5968,6069,5909,5986,50233,60213.0,8480769.0
2009-07-16,6053,6061,5952,5952,36373,59874.0,8480769.0
2009-07-17,6061,6061,5893,5893,20656,59281.0,8480769.0
2009-07-20,5901,6028,5901,5994,25650,60298.0,8480769.0
2009-07-21,6060,6060,5917,5944,33149,59789.0,8480769.0
2009-07-22,5942,6010,5807,5902,77915,59365.0,8480769.0
2009-07-23,5892,5909,5748,5843,68211,58772.0,8480769.0
2009-07-24,5901,5943,5690,5775,72480,58093.0,8480769.0
2009-07-27,5875,5892,5748,5750,47012,57839.0,8480769.0
2009-07-28,5749,5943,5673,5817,146027,58517.0,8480769.0
2009-07-29,5825,5825,5699,5741,45715,57754.0,8480769.0
2009-07-30,5664,5774,5647,5708,25545,57415.0,8480769.0
2009-07-31,5757,5757,5630,5649,20913,56821.0,8480769.0
2009-08-03,5723,5731,5656,5674,31164,57076.0,8480769.0
2009-08-04,5690,5732,5488,5657,100078,56906.0,8480769.0
2009-08-05,5657,6323,5606,5994,419243,60298.0,8480769.0
2009-08-06,6052,6052,5833,5851,52309,58857.0,8480769.0
2009-08-07,6111,6220,5984,6163,260328,61994.0,8480769.0
2009-08-10,6246,6279,6086,6163,133554,61994.0,8480769.0
2009-08-11,6187,6187,6027,6104,88141,61401.0,8480769.0
2009-08-12,6095,6306,5994,6306,162154,63436.0,8480769.0
2009-08-13,6407,6559,6331,6382,109816,64199.0,8480769.0
2009-08-14,6381,6819,6381,6821,159918,68609.0,8480769.0
2009-08-17,6786,6820,6576,6702,64896,67422.0,8480769.0
2009-08-18,6651,6651,6365,6576,41159,66150.0,8480769.0
2009-08-19,6517,7115,6517,6576,167243,66150.0,8480769.0
2009-08-20,6743,6870,6608,6770,68622,68101.0,8480769.0
2009-08-21,6685,6828,6576,6753,81739,67931.0,8480769.0
2009-08-24,6912,7325,6827,7082,209073,71238.0,8480769.0
2009-08-25,7131,7671,7131,7394,137688,74376.0,8480769.0
2009-08-26,7587,7613,7081,7250,76424,72935.0,8480769.0
2009-08-27,7140,7250,6795,6871,64014,69118.0,8480769.0
2009-08-28,6887,7191,6854,7191,65210,72341.0,8480769.0
2009-08-31,7326,7326,6837,7124,90536,71662.0,8480769.0
2009-09-01,7013,7114,6912,7099,52067,71408.0,8480769.0
2009-09-02,6962,7291,6827,7293,95936,73359.0,8480769.0
2009-09-03,7291,7586,7123,7588,144087,76327.0,8480769.0
2009-09-04,7603,7923,7468,7630,68722,76751.0,8480769.0
2009-09-07,7672,7672,7334,7402,417000,74461.0,8480769.0
2009-09-08,7292,7790,7292,7714,705983,77599.0,8480769.0
2009-09-09,7755,7755,7375,7588,245344,76327.0,8480769.0
2009-09-10,7569,7569,7241,7470,196765,75140.0,8480769.0
2009-09-11,7410,7503,7174,7444,161408,74885.0,8480769.0
2009-09-14,7418,7595,7283,7335,94740,73783.0,8480769.0
2009-09-15,7375,7375,6912,7369,175826,74122.0,8480769.0
2009-09-16,7351,7351,6854,6854,196928,68949.0,8480769.0
2009-09-17,6854,6946,6542,6635,197984,66744.0,8480769.0
2009-09-18,6591,6743,6490,6551,165206,65896.0,8480769.0
2009-09-21,6726,6752,6583,6745,53864,67846.0,8480769.0
2009-09-22,6785,6929,6718,6762,67533,68016.0,8480769.0
2009-09-23,6778,6955,6592,6913,146560,69542.0,8480769.0
2009-09-24,6954,7021,6659,6787,89758,68270.0,8480769.0
2009-09-25,6828,6828,6432,6719,117305,67592.0,8480769.0
2009-09-28,6592,6921,6449,6660,133858,66998.0,8480769.0
2009-09-29,6676,6836,6524,6610,74201,66489.0,8480769.0
2009-09-30,6609,6702,6500,6677,35374,67168.0,8480769.0
2009-10-01,6677,6677,6449,6458,33545,64963.0,8480769.0
2009-10-05,6355,6355,5605,6062,47315,60977.0,8480769.0
2009-10-06,6028,6129,5749,6028,60943,60637.0,8480769.0
2009-10-07,6027,6153,5816,6045,46739,60807.0,8480769.0
2009-10-08,6044,6146,5952,5952,37147,59874.0,8480769.0
2009-10-09,5960,6103,5952,5977,37266,60129.0,8480769.0
2009-10-12,6111,6111,5942,5944,50200,59789.0,8480769.0
2009-10-13,5926,6028,5758,5800,71786,58348.0,8480769.0
2009-10-14,5867,5884,5724,5800,41320,58348.0,8480769.0
2009-10-15,5799,5900,5731,5733,44425,57669.0,8480769.0
2009-10-16,5757,5816,5715,5733,32675,57669.0,8480769.0
2009-10-19,5716,5716,5555,5640,25346,56736.0,8480769.0
2009-10-20,5622,5824,5622,5826,32075,58602.0,8480769.0
2009-10-21,5824,5925,5647,5826,46169,58602.0,8480769.0
2009-10-22,5841,5841,5706,5733,30103,57669.0,8480769.0
2009-10-23,5689,5723,5588,5708,24696,57415.0,8480769.0
2009-10-26,5706,5816,5698,5750,35791,57839.0,8480769.0
2009-10-27,5647,5731,5647,5691,17842,57245.0,8480769.0
2009-10-28,5640,5716,5370,5370,150015,54022.0,8480769.0
2009-10-29,5318,5318,4804,4983,225878,50121.0,8480769.0
2009-10-30,4940,5058,4712,4991,206548,50206.0,8480769.0
2009-11-02,4813,4932,4721,4839,51651,48680.0,8480769.0
2009-11-03,4804,4931,4779,4806,54285,48340.0,8480769.0
2009-11-04,4804,4888,4753,4806,53708,48340.0,8480769.0
2009-11-05,4804,4846,4745,4806,99050,48340.0,8480769.0
2009-11-06,4737,5032,4737,4924,220589,49528.0,8480769.0
2009-11-09,4914,5175,4914,5101,123159,51309.0,8480769.0
2009-11-10,5134,5142,4948,5050,74741,50800.0,8480769.0
2009-11-11,5041,5041,4864,4940,43049,49697.0,8480769.0
2009-11-12,4906,4982,4864,4957,25000,49867.0,8480769.0
2009-11-13,4898,5100,4864,5058,34366,50885.0,8480769.0
2009-11-16,5133,5133,4973,5025,22630,50545.0,8480769.0
2009-11-17,4956,5049,4897,4924,28425,49528.0,8480769.0
2009-11-18,4804,5015,4804,4924,16922,49528.0,8480769.0
2009-11-19,4898,5050,4873,4974,18645,50037.0,8480769.0
2009-11-20,4973,5082,4973,5084,32177,51139.0,8480769.0
2009-11-23,5091,5183,5057,5101,16125,51309.0,8480769.0
2009-11-24,5100,5353,5100,5311,54682,53429.0,8480769.0
2009-11-25,5387,5387,5193,5269,14512,53005.0,8480769.0
2009-11-26,5159,5286,5083,5193,26153,52242.0,8480769.0
2009-11-27,5083,5176,4889,4974,23485,50037.0,8480769.0
2009-11-30,5099,5099,4829,4890,72651,49188.0,8480769.0
2009-12-01,4888,4990,4872,4966,24611,49952.0,8480769.0
2009-12-02,4974,5176,4948,5050,16808,50800.0,8480769.0
2009-12-03,5049,5141,4973,5084,14992,51139.0,8480769.0
2009-12-04,5125,5336,5058,5328,57079,53598.0,8480769.0
2009-12-07,5335,5529,5335,5497,54030,55295.0,8480769.0
2009-12-08,5445,5521,5352,5514,22129,55464.0,8480769.0
2009-12-09,5394,5731,5386,5674,43387,57076.0,8480769.0
2009-12-10,5672,5841,5546,5725,28740,57584.0,8480769.0
2009-12-11,5682,5775,5623,5716,10424,57500.0,8480769.0
2009-12-14,5774,6128,5672,6104,80378,61401.0,8480769.0
2009-12-15,6153,6161,5917,6138,51892,61740.0,8480769.0
2009-12-16,6153,6195,5925,6197,50798,62334.0,8480769.0
2009-12-17,6212,6364,5968,6315,118437,63521.0,8480769.0
2009-12-18,6229,6338,6145,6239,67129,62758.0,8480769.0
2009-12-21,6171,6348,6103,6171,55492,62079.0,8480769.0
2009-12-22,6112,6297,5859,5977,55695,60129.0,8480769.0
2009-12-23,5917,6077,5900,6020,54753,60553.0,8480769.0
2009-12-24,5942,6305,5942,6273,102868,63097.0,8480769.0
2009-12-28,6279,6659,6271,6450,169294,64878.0,8480769.0
2009-12-29,6483,6685,6247,6483,62037,65217.0,8480769.0
2009-12-30,6474,6500,6205,6500,70599,65387.0,8480769.0
2010-01-04,6373,6432,6154,6154,85781,61910.0,8480769.0
2010-01-05,6119,6355,5984,6357,100241,63945.0,8480769.0
2010-01-06,6390,6390,6213,6264,26464,63012.0,8480769.0
2010-01-07,6423,6423,6018,6104,48418,61401.0,8480769.0
2010-01-08,6153,6153,6043,6045,11624,60807.0,8480769.0
2010-01-11,5969,6171,5952,6129,33348,61655.0,8480769.0
2010-01-12,6212,6212,5984,6138,41134,61740.0,8480769.0
2010-01-13,6120,6120,6036,6036,23152,60722.0,8480769.0
2010-01-14,6154,6154,6028,6036,21672,60722.0,8480769.0
2010-01-15,6112,6112,5985,6112,29514,61486.0,8480769.0
2010-01-18,6179,6331,6036,6323,96190,63606.0,8480769.0
2010-01-19,6397,6490,6195,6239,41530,62758.0,8480769.0
2010-01-20,6238,6407,5969,6070,79307,61062.0,8480769.0
2010-01-21,6146,6188,6011,6154,21343,61910.0,8480769.0
2010-01-22,6145,6187,6035,6138,25213,61740.0,8480769.0
2010-01-25,6137,6373,6028,6230,141190,62673.0,8480769.0
2010-01-26,6279,6279,5706,5708,75375,57415.0,8480769.0
2010-01-27,5892,5892,5639,5708,39208,57415.0,8480769.0
2010-01-28,5699,5867,5606,5758,46107,57924.0,8480769.0
2010-01-29,5657,5682,5480,5564,33228,55973.0,8480769.0
2010-02-01,5479,5613,5445,5556,12471,55888.0,8480769.0
2010-02-02,5555,5690,5522,5598,24789,56312.0,8480769.0
2010-02-03,5598,5893,5572,5606,20991,56397.0,8480769.0
2010-02-04,5606,5749,5496,5564,27654,55973.0,8480769.0
2010-02-05,5234,5647,5234,5649,24787,56821.0,8480769.0
2010-02-08,5631,5631,5437,5598,26700,56312.0,8480769.0
2010-02-09,5598,5648,5522,5640,22480,56736.0,8480769.0
2010-02-10,5775,5808,5513,5564,38408,55973.0,8480769.0
2010-02-11,5648,5724,5496,5606,36537,56397.0,8480769.0
2010-02-12,5581,5682,5555,5682,14283,57160.0,8480769.0
2010-02-16,5647,5807,5647,5733,24557,57669.0,8480769.0
2010-02-17,5774,5959,5731,5902,34312,59365.0,8480769.0
2010-02-18,5959,6178,5959,6045,49819,60807.0,8480769.0
2010-02-19,6086,6237,5942,6197,91502,62334.0,8480769.0
2010-02-22,6229,6322,6153,6315,50773,63521.0,8480769.0
2010-02-23,6339,6576,6314,6407,213156,64454.0,8480769.0
2010-02-24,6288,6490,6288,6492,44442,65302.0,8480769.0
2010-02-25,6584,6887,6508,6753,99439,67931.0,8480769.0
2010-02-26,6753,6997,6609,6955,167046,69966.0,8480769.0
2010-03-02,6955,7250,6517,6736,367323,67761.0,8480769.0
2010-03-03,6660,6736,6500,6702,52607,67422.0,8480769.0
2010-03-04,6694,6871,6559,6854,64548,68949.0,8480769.0
2010-03-05,6895,6929,6659,6770,106240,68101.0,8480769.0
2010-03-08,6768,6794,6600,6762,67273,68016.0,8480769.0
2010-03-09,6693,6886,6625,6880,47524,69203.0,8480769.0
2010-03-10,6912,6929,6718,6804,27234,68440.0,8480769.0
2010-03-11,6710,6803,6576,6576,44531,66150.0,8480769.0
2010-03-12,6609,6618,6306,6576,66376,66150.0,8480769.0
2010-03-15,6659,6659,6389,6450,19055,64878.0,8480769.0
2010-03-16,6465,6499,6330,6399,21747,64369.0,8480769.0
2010-03-17,6348,6576,6331,6576,25358,66150.0,8480769.0
2010-03-18,6785,7283,6735,6947,203560,69882.0,8480769.0
2010-03-19,6946,6997,6828,6989,49951,70306.0,8480769.0
2010-03-22,6912,6988,6844,6964,23437,70051.0,8480769.0
2010-03-23,6912,7021,6870,6981,31402,70221.0,8480769.0
2010-03-24,7123,7123,6912,7057,44090,70984.0,8480769.0
2010-03-25,7080,7232,6870,7082,67977,71238.0,8480769.0
2010-03-26,7156,7173,6886,7175,85930,72171.0,8480769.0
2010-03-29,7166,7166,6955,7124,34763,71662.0,8480769.0
2010-03-30,7038,7342,7038,7217,149634,72595.0,8480769.0
2010-03-31,7215,7333,7106,7158,87772,72002.0,8480769.0
2010-04-01,7123,7123,6246,6829,274558,68694.0,8480769.0
2010-04-02,6827,6827,6541,6745,76649,67846.0,8480769.0
2010-04-05,6677,6778,6550,6576,68070,66150.0,8480769.0
2010-04-06,6466,6618,6407,6618,42328,66574.0,8480769.0
2010-04-07,6524,6676,6473,6652,22084,66913.0,8480769.0
2010-04-08,6650,6743,6541,6686,13456,67252.0,8480769.0
2010-04-09,6685,6702,6559,6643,16588,66828.0,8480769.0
2010-04-12,6550,6643,6407,6483,16242,65217.0,8480769.0
2010-04-13,6634,6634,6414,6475,6449,65132.0,8480769.0
2010-04-14,6491,6576,6407,6466,29239,65047.0,8480769.0
2010-04-15,6575,6575,6372,6416,20433,64539.0,8480769.0
2010-04-16,6532,6532,6347,6475,13747,65132.0,8480769.0
2010-04-19,6331,6483,6238,6323,18551,63606.0,8480769.0
2010-04-20,6322,6406,6187,6222,26947,62588.0,8480769.0
2010-04-21,6220,6338,6195,6315,23168,63521.0,8480769.0
2010-04-22,6247,6550,6221,6365,128847,64030.0,8480769.0
2010-04-23,6576,6576,6323,6323,48316,63606.0,8480769.0
2010-04-26,6414,6414,6195,6281,36034,63182.0,8480769.0
2010-04-27,6407,6407,6137,6154,50872,61910.0,8480769.0
2010-04-28,6077,6153,5900,5986,61786,60213.0,8480769.0
2010-04-29,5943,6146,5893,6146,50532,61825.0,8480769.0
2010-04-30,6178,6473,6136,6239,126803,62758.0,8480769.0
2010-05-03,6229,6296,6094,6298,18994,63351.0,8480769.0
2010-05-04,6406,6406,6195,6315,23687,63521.0,8480769.0
2010-05-06,6154,6272,6070,6087,31295,61231.0,8480769.0
2010-05-07,5900,6119,5571,5851,50096,58857.0,8480769.0
2010-05-10,5849,6018,5782,5851,26515,58857.0,8480769.0
2010-05-11,5959,5976,5622,5649,59717,56821.0,8480769.0
2010-05-12,5631,5732,5269,5269,69057,53005.0,8480769.0
2010-05-13,5301,5563,5301,5556,45641,55888.0,8480769.0
2010-05-14,5453,5790,5453,5725,61514,57584.0,8480769.0
2010-05-17,5605,5900,5563,5708,57973,57415.0,8480769.0
2010-05-18,5706,5841,5403,5784,38157,58178.0,8480769.0
2010-05-19,5731,5782,5546,5691,18844,57245.0,8480769.0
2010-05-20,5546,5723,5335,5337,14377,53683.0,8480769.0
2010-05-24,5471,5564,5286,5564,20708,55973.0,8480769.0
2010-05-25,5495,5521,4998,5379,70903,54107.0,8480769.0
2010-05-26,5353,5539,4873,5522,54007,55549.0,8480769.0
2010-05-27,5521,5672,5360,5632,25726,56652.0,8480769.0
2010-05-28,5749,5977,5480,5935,55564,59705.0,8480769.0
2010-05-31,5959,6313,5774,6045,53849,60807.0,8480769.0
2010-06-01,6112,6162,5977,6011,17895,60468.0,8480769.0
2010-06-03,6027,6263,6001,6239,31519,62758.0,8480769.0
2010-06-04,6161,6288,6069,6197,13315,62334.0,8480769.0
2010-06-07,5893,6070,5791,5977,53832,60129.0,8480769.0
2010-06-08,5960,6112,5859,6036,19255,60722.0,8480769.0
2010-06-09,6035,6111,5892,6003,16825,60383.0,8480769.0
2010-06-10,5943,6036,5910,6028,8976,60637.0,8480769.0
2010-06-11,6112,6146,5859,6095,12063,61316.0,8480769.0
2010-06-14,6195,6195,5984,6062,20462,60977.0,8480769.0
2010-06-15,5993,6119,5942,6104,15817,61401.0,8480769.0
2010-06-16,6178,6178,5942,6062,20627,60977.0,8480769.0
2010-06-17,5977,6087,5884,6028,27504,60637.0,8480769.0
2010-06-18,6094,6094,5917,6020,6682,60553.0,8480769.0
2010-06-21,5984,6035,5917,5986,13787,60213.0,8480769.0
2010-06-22,6011,6011,5657,5657,49419,56906.0,8480769.0
2010-06-23,5657,5884,5657,5876,24599,59111.0,8480769.0
2010-06-24,5766,5960,5732,5876,23579,59111.0,8480769.0
2010-06-25,5715,5849,5672,5826,35937,58602.0,8480769.0
2010-06-28,5790,5875,5774,5843,26617,58772.0,8480769.0
2010-06-29,5968,6279,5816,6020,164674,60553.0,8480769.0
2010-06-30,5816,6052,5698,6045,37087,60807.0,8480769.0
2010-07-01,6035,6035,5909,6003,35207,60383.0,8480769.0
2010-07-02,5984,6069,5866,5986,60693,60213.0,8480769.0
2010-07-05,5900,6246,5841,5868,173116,59026.0,8480769.0
2010-07-06,5918,6002,5859,5977,34265,60129.0,8480769.0
2010-07-07,6061,6061,5910,5910,21428,59450.0,8480769.0
2010-07-08,5910,6028,5910,5977,24580,60129.0,8480769.0
2010-07-09,6035,6069,5917,6062,55503,60977.0,8480769.0
2010-07-12,6146,6188,6053,6146,179444,61825.0,8480769.0
2010-07-13,6188,6188,6011,6011,29075,60468.0,8480769.0
2010-07-14,6087,6087,5969,6070,40438,61062.0,8480769.0
2010-07-15,6044,6112,6011,6070,32280,61062.0,8480769.0
2010-07-16,6086,6102,5900,5902,65235,59365.0,8480769.0
