테스나(131970),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-01-27,9450,9450,9260,9300,69216,63705.0,6850000.0
2014-01-28,9280,9420,9210,9380,47228,64253.0,6850000.0
2014-01-29,9380,9510,9330,9480,63997,64938.0,6850000.0
2014-02-03,9390,9440,9260,9400,57501,64390.0,6850000.0
2014-02-04,9240,9350,9180,9190,75275,62952.0,6850000.0
2014-02-05,9270,9350,9140,9270,70174,63500.0,6850000.0
2014-02-06,9330,9850,9280,9750,233223,66788.0,6850000.0
2014-02-07,9840,9860,9700,9750,102564,66788.0,6850000.0
2014-02-10,9880,10300,9860,10100,363526,69185.0,6850000.0
2014-02-11,10100,10200,9850,10200,143377,69870.0,6850000.0
2014-02-12,10200,10550,9980,9990,213416,68432.0,6850000.0
2014-02-13,9950,10500,9710,10450,217275,71582.0,6850000.0
2014-02-14,10500,10650,10200,10450,208758,71582.0,6850000.0
2014-02-17,10650,10750,10150,10250,287184,70212.0,6850000.0
2014-02-18,10250,10400,10050,10300,130027,70555.0,6850000.0
2014-02-19,10350,10400,10150,10250,140581,70212.0,6850000.0
2014-02-20,10200,10200,9920,9920,177825,67952.0,6850000.0
2014-02-21,10000,10200,9990,9990,122485,68432.0,6850000.0
2014-02-24,10100,10250,9960,10000,162160,68500.0,6850000.0
2014-02-25,10150,11500,10100,11150,1196038,76378.0,6850000.0
2014-02-26,11200,11200,10800,11000,497285,75350.0,6850000.0
2014-02-27,11150,11450,11050,11250,539215,77062.0,6850000.0
2014-02-28,11200,11450,11100,11200,280105,76720.0,6850000.0
2014-03-03,11150,11200,10750,10950,259790,75008.0,6850000.0
2014-03-04,10900,11450,10900,11300,334886,77405.0,6850000.0
2014-03-05,11400,11900,11300,11900,762690,81515.0,6850000.0
2014-03-06,12500,13050,12300,12650,1285974,86652.0,6850000.0
2014-03-07,12650,12750,12300,12700,479333,86995.0,6850000.0
2014-03-10,12650,12850,12350,12400,329302,84940.0,6850000.0
2014-03-11,12550,12900,12500,12800,449381,87680.0,6850000.0
2014-03-12,12750,12750,12000,12000,431179,82200.0,6850000.0
2014-03-13,12350,12850,12250,12800,570776,87680.0,6850000.0
2014-03-14,12500,13550,12450,13300,895968,91105.0,6850000.0
2014-03-17,13400,14050,13200,13400,592912,91790.0,6850000.0
2014-03-18,13550,13550,12950,13400,296961,91790.0,6850000.0
2014-03-19,13400,13500,12850,13300,315660,91105.0,6850000.0
2014-03-20,13100,13750,12950,13650,459523,93502.0,6850000.0
2014-03-21,13700,14300,13200,13250,700271,90762.0,6850000.0
2014-03-24,13300,13450,12650,12650,463261,86652.0,6850000.0
2014-03-25,12750,13100,12300,12600,350948,86310.0,6850000.0
2014-03-26,12750,13050,12500,12800,269251,87680.0,6850000.0
2014-03-27,13150,13400,12950,13050,407699,89392.0,6850000.0
2014-03-28,12950,13100,12600,12600,227751,86310.0,6850000.0
2014-03-31,12750,14400,12650,13900,1762921,95215.0,6850000.0
2014-04-01,13900,14450,13750,14150,856038,96928.0,6850000.0
2014-04-02,14100,14800,13850,14150,594267,96928.0,6850000.0
2014-04-03,14250,14950,14000,14600,391773,100010.0,6850000.0
2014-04-04,14550,15400,14550,14700,527431,100695.0,6850000.0
2014-04-07,14650,14800,14100,14100,213488,96585.0,6850000.0
2014-04-08,13900,14600,13800,14400,333376,98640.0,6850000.0
2014-04-09,14500,14650,14100,14250,144085,97612.0,6850000.0
2014-04-10,14400,14450,14050,14300,155807,97955.0,6850000.0
2014-04-11,13950,14350,13800,14200,103869,97270.0,6850000.0
2014-04-14,14150,14550,13900,14450,146942,98982.0,6850000.0
2014-04-15,14500,14700,14250,14550,203788,99668.0,6850000.0
2014-04-16,14550,15400,14500,15000,517978,102750.0,6850000.0
2014-04-17,15450,15550,14800,15100,219435,103435.0,6850000.0
2014-04-18,15100,15500,14950,15500,273338,106175.0,6850000.0
2014-04-21,15600,15600,15100,15150,100083,103778.0,6850000.0
2014-04-22,15050,15100,14650,14800,167105,101380.0,6850000.0
2014-04-23,14900,15250,14700,14700,176060,100695.0,6850000.0
2014-04-24,14700,14950,14000,14200,120028,97270.0,6850000.0
2014-04-25,14250,14300,13900,14000,108657,95900.0,6850000.0
2014-04-28,13900,15000,13400,14750,343623,101038.0,6850000.0
2014-04-29,14750,14750,14100,14100,96595,96585.0,6850000.0
2014-04-30,14250,14400,13950,14000,55751,95900.0,6850000.0
2014-05-02,14100,14200,13500,13500,132728,92475.0,6850000.0
2014-05-07,13500,13950,13400,13850,60759,94872.0,6850000.0
2014-05-08,13600,14250,13600,13950,50002,95558.0,6850000.0
2014-05-09,13950,14450,13950,14350,81263,98298.0,6850000.0
2014-05-12,14350,14500,13900,13900,71672,95215.0,6850000.0
2014-05-13,14100,14250,13450,13650,209270,93502.0,6850000.0
2014-05-14,13750,14000,13500,13500,99217,92475.0,6850000.0
2014-05-15,13500,13800,13400,13600,83400,93160.0,6850000.0
2014-05-16,13300,13300,12300,12400,465880,84940.0,6850000.0
2014-05-19,12450,12500,11700,11900,286014,81515.0,6850000.0
2014-05-20,11750,12050,11500,11850,251022,81172.0,6850000.0
2014-05-21,11700,12150,11700,12000,123341,82200.0,6850000.0
2014-05-22,12100,12600,11950,12400,153820,84940.0,6850000.0
2014-05-23,12300,12500,11900,12000,80877,82200.0,6850000.0
2014-05-26,12000,12150,11850,11850,58679,81172.0,6850000.0
2014-05-27,11850,12000,11050,11350,159033,77748.0,6850000.0
2014-05-28,11450,11650,11350,11500,77304,78775.0,6850000.0
2014-05-29,11500,11600,11150,11450,83444,78432.0,6850000.0
2014-05-30,11550,12000,11500,11700,196776,80145.0,6850000.0
2014-06-02,11850,11850,10950,10950,102402,75008.0,6850000.0
2014-06-03,11150,11150,10300,10700,83647,73295.0,6850000.0
2014-06-05,10700,10850,10100,10300,76350,70555.0,6850000.0
2014-06-09,10550,10550,10100,10550,50424,72268.0,6850000.0
2014-06-10,10450,10950,10450,10850,35645,74322.0,6850000.0
2014-06-11,10950,11150,10750,11000,56995,75350.0,6850000.0
2014-06-12,11050,11200,10700,10950,40999,75008.0,6850000.0
2014-06-13,10750,10900,10600,10850,28656,74322.0,6850000.0
2014-06-16,10850,10850,10600,10600,25083,72610.0,6850000.0
2014-06-17,10750,11200,10650,11050,84778,75692.0,6850000.0
2014-06-18,11150,11450,11000,11100,68217,76035.0,6850000.0
2014-06-19,11100,11550,11050,11400,83084,78090.0,6850000.0
2014-06-20,11450,11450,11100,11100,43752,76035.0,6850000.0
2014-06-23,11150,11300,10450,10500,86036,71925.0,6850000.0
2014-06-24,10450,10950,10450,10800,38265,73980.0,6850000.0
2014-06-25,10550,10750,10250,10300,64018,70555.0,6850000.0
2014-06-26,10350,10550,9960,9960,140210,68226.0,6850000.0
2014-06-27,10000,10150,9850,9920,70836,67952.0,6850000.0
2014-06-30,10050,11400,10000,11400,296063,78090.0,6850000.0
2014-07-01,11300,11500,11200,11350,160764,77748.0,6850000.0
2014-07-02,11450,11650,11350,11450,153619,78432.0,6850000.0
2014-07-03,11600,12100,11500,11850,196032,81172.0,6850000.0
2014-07-04,11900,11950,11350,11400,126646,78090.0,6850000.0
2014-07-07,11600,11900,11200,11900,130314,81515.0,6850000.0
2014-07-08,11750,11950,11500,11850,100888,81172.0,6850000.0
2014-07-09,11750,12400,11550,11950,168211,81858.0,6850000.0
2014-07-10,12100,12100,11650,11750,60297,80488.0,6850000.0
2014-07-11,11650,11950,11550,11700,65998,80145.0,6850000.0
2014-07-14,11800,11850,11350,11450,99612,78432.0,6850000.0
2014-07-15,11600,12150,11600,11800,153968,80830.0,6850000.0
2014-07-16,11900,12000,11650,11900,67059,81515.0,6850000.0
2014-07-17,12050,12700,11750,11800,353136,80830.0,6850000.0
2014-07-18,11750,12250,11650,12250,179867,83912.0,6850000.0
2014-07-21,12450,12550,12050,12100,129210,82885.0,6850000.0
2014-07-22,12300,12450,12150,12350,75015,84598.0,6850000.0
2014-07-23,12500,12550,12150,12250,96353,83912.0,6850000.0
2014-07-24,12300,12350,11900,12250,77751,83912.0,6850000.0
2014-07-25,12250,12800,12100,12550,217609,85968.0,6850000.0
2014-07-28,12600,12650,12000,12000,87349,82200.0,6850000.0
2014-07-29,12050,12150,11400,11550,131147,79118.0,6850000.0
2014-07-30,11550,12000,11550,12000,83696,82200.0,6850000.0
2014-07-31,12150,12200,11600,12200,64361,83570.0,6850000.0
2014-08-01,11900,12600,11800,12300,111236,84255.0,6850000.0
2014-08-04,12350,12400,12100,12200,163994,83570.0,6850000.0
2014-08-05,12350,13200,12200,12350,504767,84598.0,6850000.0
2014-08-06,12400,12750,11800,11900,367229,81515.0,6850000.0
2014-08-07,12050,12600,11700,12550,200651,85968.0,6850000.0
2014-08-08,12450,12900,12300,12850,222300,88022.0,6850000.0
2014-08-11,12850,13250,12650,13200,179109,90420.0,6850000.0
2014-08-12,13150,14100,13000,13900,324114,95215.0,6850000.0
2014-08-13,14000,14200,13750,13900,143530,95215.0,6850000.0
2014-08-14,13850,14400,13800,13900,146341,95215.0,6850000.0
2014-08-18,13450,14700,13450,14500,364878,99325.0,6850000.0
2014-08-19,14650,14650,14250,14400,139886,98640.0,6850000.0
2014-08-20,14250,14500,14100,14100,117067,96585.0,6850000.0
2014-08-21,14050,14250,13850,13950,87364,95558.0,6850000.0
2014-08-22,13950,14450,13750,14200,72971,97270.0,6850000.0
2014-08-25,14100,14150,13700,13800,61190,94530.0,6850000.0
2014-08-26,13650,14000,13550,13800,63177,94530.0,6850000.0
2014-08-27,13700,13950,13650,13700,49855,93845.0,6850000.0
2014-08-28,13700,14500,13700,14000,150685,95900.0,6850000.0
2014-08-29,14150,14350,13800,14350,113044,98298.0,6850000.0
2014-09-01,14300,14450,13900,14000,80947,95900.0,6850000.0
2014-09-02,14000,14200,13800,13800,79241,94530.0,6850000.0
2014-09-03,13950,14000,13600,13800,60431,94530.0,6850000.0
2014-09-04,13700,13850,13100,13400,123451,91790.0,6850000.0
2014-09-05,13400,13900,13400,13500,99218,92475.0,6850000.0
2014-09-11,13550,13800,13400,13650,44997,93502.0,6850000.0
2014-09-12,13750,13750,13250,13650,66971,93502.0,6850000.0
2014-09-15,13750,13750,13250,13250,33926,90762.0,6850000.0
2014-09-16,13300,13550,13250,13300,49234,91105.0,6850000.0
2014-09-17,13300,13500,13050,13200,60470,90420.0,6850000.0
2014-09-18,13200,14050,13100,13800,73664,94530.0,6850000.0
2014-09-19,13900,13950,13550,13800,33527,94530.0,6850000.0
2014-09-22,13650,13800,13500,13600,34430,93160.0,6850000.0
2014-09-23,13800,13900,13550,13700,38308,93845.0,6850000.0
2014-09-24,13800,14250,13700,14250,116309,97612.0,6850000.0
2014-09-25,14400,14400,13900,14200,50314,97270.0,6850000.0
2014-09-26,14100,14300,13900,14150,51544,96928.0,6850000.0
2014-09-29,14150,14300,13800,13950,51658,95558.0,6850000.0
2014-09-30,13950,13950,13600,13850,43669,94872.0,6850000.0
2014-10-01,13850,13850,13400,13750,57918,94188.0,6850000.0
2014-10-02,13750,13750,13350,13600,17245,93160.0,6850000.0
2014-10-06,13650,13700,12950,13200,73370,90420.0,6850000.0
2014-10-07,13050,13400,12850,13400,41286,91790.0,6850000.0
2014-10-08,13350,14150,12800,13950,93506,95558.0,6850000.0
2014-10-10,13700,14100,13450,13750,57427,94188.0,6850000.0
2014-10-13,13350,13600,12850,13000,36966,89050.0,6850000.0
2014-10-14,13000,13550,12850,13200,27823,90420.0,6850000.0
2014-10-15,13200,13400,12750,12950,57926,88708.0,6850000.0
2014-10-16,12900,13050,12550,13000,39991,89050.0,6850000.0
2014-10-17,13000,13350,12850,13150,16641,90078.0,6850000.0
2014-10-20,13350,13450,12950,13300,28310,91105.0,6850000.0
2014-10-21,13450,13450,12850,13000,28093,89050.0,6850000.0
2014-10-22,13300,13300,12600,12900,78809,88365.0,6850000.0
2014-10-23,12900,13150,12750,13050,38737,89392.0,6850000.0
2014-10-24,13100,13250,12650,12950,37622,88708.0,6850000.0
2014-10-27,12950,12950,12550,12600,24983,86310.0,6850000.0
2014-10-28,12750,12800,12350,12550,42073,85968.0,6850000.0
2014-10-29,12550,12800,12400,12750,27176,87338.0,6850000.0
2014-10-30,12800,12850,12350,12650,21190,86652.0,6850000.0
2014-10-31,12850,13300,12550,13200,78494,90420.0,6850000.0
2014-11-03,13400,13850,13300,13500,84793,92475.0,6850000.0
2014-11-04,13700,13700,12900,13200,31033,90420.0,6850000.0
2014-11-05,13200,14250,13200,14250,283325,97612.0,6850000.0
2014-11-06,14300,14300,13850,14000,91394,95900.0,6850000.0
2014-11-07,14000,14950,14000,14950,224644,102408.0,6850000.0
2014-11-10,15050,15350,14900,15000,171829,102750.0,6850000.0
2014-11-11,15100,15250,14900,14900,97502,102065.0,6850000.0
2014-11-12,15100,15100,14400,14650,184096,100352.0,6850000.0
2014-11-13,14600,14800,14500,14600,68481,100010.0,6850000.0
2014-11-14,14600,14850,14350,14700,78273,100695.0,6850000.0
2014-11-17,14600,15000,14100,14100,104571,96585.0,6850000.0
2014-11-18,14000,15050,14000,15050,130038,103092.0,6850000.0
2014-11-19,15100,15300,14750,15300,111221,104805.0,6850000.0
2014-11-20,15350,17250,15150,16750,724292,114738.0,6850000.0
2014-11-21,17050,17550,16700,17150,276472,117478.0,6850000.0
2014-11-24,17250,17650,16900,17300,124663,118505.0,6850000.0
2014-11-25,17100,17350,16900,17100,110041,117135.0,6850000.0
2014-11-26,17150,17800,16850,16850,119334,115422.0,6850000.0
2014-11-27,17000,18000,16800,17850,158696,122272.0,6850000.0
2014-11-28,17850,18250,17750,18050,217926,123642.0,6850000.0
2014-12-01,18050,18350,17450,18250,106784,125012.0,6850000.0
2014-12-02,18200,18650,18000,18100,81407,123985.0,6850000.0
2014-12-03,18350,18500,18000,18400,53493,126040.0,6850000.0
2014-12-04,18500,18500,17750,18050,65875,123642.0,6850000.0
2014-12-05,17900,18050,17300,17500,177225,119875.0,6850000.0
2014-12-08,17650,18250,17550,17750,99291,121588.0,6850000.0
2014-12-09,17600,18050,17550,17750,27433,121588.0,6850000.0
2014-12-10,17800,18350,17500,18200,92714,124670.0,6850000.0
2014-12-11,18250,18250,17350,17500,79859,119875.0,6850000.0
2014-12-12,17650,17850,16850,17050,115373,116792.0,6850000.0
2014-12-15,17050,17200,16500,17150,74199,117478.0,6850000.0
2014-12-16,17150,17150,16550,16750,45987,114738.0,6850000.0
2014-12-17,16800,17800,16400,17700,72221,121245.0,6850000.0
2014-12-18,17700,18000,16350,17500,142290,119875.0,6850000.0
2014-12-19,17850,18400,17600,18400,85507,126040.0,6850000.0
2014-12-22,18650,18850,17850,17900,56480,122615.0,6850000.0
2014-12-23,17900,18400,17050,17750,68166,121588.0,6850000.0
2014-12-24,17550,17950,17550,17900,29377,122615.0,6850000.0
2014-12-26,17900,18400,17700,18150,44197,124328.0,6850000.0
2014-12-29,18150,18950,18100,18800,62171,128780.0,6850000.0
2014-12-30,18750,18950,18450,18700,35209,128095.0,6850000.0
2015-01-02,18850,18850,18200,18450,33223,126382.0,6850000.0
2015-01-05,18550,19200,18150,18900,69041,129465.0,6850000.0
2015-01-06,18700,19450,18700,19400,46979,132890.0,6850000.0
2015-01-07,19500,19500,18200,18800,87822,128780.0,6850000.0
2015-01-08,18650,19800,18300,19500,100396,133575.0,6850000.0
2015-01-09,19750,19750,19100,19600,35165,134260.0,6850000.0
2015-01-12,19900,19900,19300,19400,29302,132890.0,6850000.0
2015-01-13,19200,19550,18750,19100,64824,130835.0,6850000.0
2015-01-14,19100,19400,18650,18850,41282,129122.0,6850000.0
2015-01-15,19050,19800,18700,19500,100716,133575.0,6850000.0
2015-01-16,19400,20500,18900,20000,90571,137000.0,6850000.0
2015-01-19,20200,21150,20050,20700,123660,141795.0,6850000.0
2015-01-20,20700,21000,20050,20050,51249,137342.0,6850000.0
2015-01-21,20050,21150,19850,20900,166907,143165.0,6850000.0
2015-01-22,20900,23800,20800,21600,308736,147960.0,6850000.0
2015-01-23,21900,22300,20400,21000,266778,143850.0,6850000.0
2015-01-26,20950,22350,20450,21650,254826,148302.0,6850000.0
2015-01-27,21800,22350,21200,21550,126480,147618.0,6850000.0
2015-01-28,21200,21300,20250,20600,171453,141110.0,6850000.0
2015-01-29,20650,22650,20600,22150,314728,151728.0,6850000.0
2015-01-30,22400,23000,22150,22900,234730,156865.0,6850000.0
2015-02-02,22800,23050,22350,22650,103756,155152.0,6850000.0
2015-02-03,23000,24200,22800,23900,374386,163715.0,6850000.0
2015-02-04,24800,24850,23650,24000,186706,164400.0,6850000.0
2015-02-05,24000,25000,23750,25000,155025,171250.0,6850000.0
2015-02-06,25300,25300,24100,24300,106700,166455.0,6850000.0
2015-02-09,23950,24200,23000,23500,180927,160975.0,6850000.0
2015-02-10,23400,23450,22000,22700,307011,155495.0,6850000.0
2015-02-11,22850,23450,22400,23000,237083,157550.0,6850000.0
2015-02-12,22750,24500,22550,23900,297460,163715.0,6850000.0
2015-02-13,24300,24550,23400,23450,115784,160632.0,6850000.0
2015-02-16,23400,23400,21350,21600,356232,147960.0,6850000.0
2015-02-17,21500,22050,20900,21200,219241,145220.0,6850000.0
2015-02-23,21200,22250,21000,22000,203573,150700.0,6850000.0
2015-02-24,22600,23850,22500,23600,266308,161660.0,6850000.0
2015-02-25,23850,23850,22650,23300,205555,159605.0,6850000.0
2015-02-26,23700,23700,22150,23200,221392,158920.0,6850000.0
2015-02-27,23050,23350,22350,22450,166291,153782.0,6850000.0
2015-03-02,22350,22650,21450,21750,153969,148988.0,6850000.0
2015-03-03,22200,22400,21550,21800,108338,149330.0,6850000.0
2015-03-04,21700,22850,21500,22750,106224,155838.0,6850000.0
2015-03-05,22900,22900,21750,22100,103507,151385.0,6850000.0
2015-03-06,22000,22050,21150,21450,115666,146932.0,6850000.0
2015-03-09,21350,21500,20150,20150,185504,138028.0,6850000.0
2015-03-10,20200,21000,19950,20900,114812,143165.0,6850000.0
2015-03-11,20450,21000,20200,20350,82079,139398.0,6850000.0
2015-03-12,20300,21600,20050,21300,129507,145905.0,6850000.0
2015-03-13,21150,21850,20800,21850,94419,149672.0,6850000.0
2015-03-16,21850,21900,21350,21600,74232,147960.0,6850000.0
2015-03-17,21650,21800,21150,21250,60873,145562.0,6850000.0
2015-03-18,21550,22150,21200,21350,134626,146248.0,6850000.0
2015-03-19,21650,21900,21200,21700,99748,148645.0,6850000.0
2015-03-20,21600,23700,21500,23100,181941,158235.0,6850000.0
2015-03-23,23800,26500,23200,26500,383231,181525.0,6850000.0
2015-03-24,26800,26900,25100,25500,278980,174675.0,6850000.0
2015-03-25,25400,25900,24700,25850,199376,177072.0,6850000.0
2015-03-26,25550,25550,23750,24550,251864,168168.0,6850000.0
2015-03-27,24400,24600,23100,23200,232483,158920.0,6850000.0
2015-03-30,23200,24050,23100,23550,135666,161318.0,6850000.0
2015-03-31,23600,24100,23150,23800,123382,163030.0,6850000.0
2015-04-01,23700,23950,22800,23250,115624,159262.0,6850000.0
2015-04-02,23100,23800,23100,23500,97031,160975.0,6850000.0
2015-04-03,23600,23900,23200,23500,104621,160975.0,6850000.0
2015-04-06,23750,23850,22800,23050,119125,157892.0,6850000.0
2015-04-07,22750,23200,22000,22050,171970,151042.0,6850000.0
2015-04-08,22300,23650,22200,23600,230850,161660.0,6850000.0
2015-04-09,23750,23800,22850,22900,88824,156865.0,6850000.0
2015-04-10,23050,23200,22550,23000,97810,157550.0,6850000.0
2015-04-13,23200,23200,21000,21400,209226,146590.0,6850000.0
2015-04-14,21750,21750,20600,21350,121569,146248.0,6850000.0
2015-04-15,21350,21350,20650,20850,102346,142822.0,6850000.0
2015-04-16,21100,21200,19450,19600,427558,134260.0,6850000.0
2015-04-17,19650,19750,18750,19300,362134,132205.0,6850000.0
2015-04-20,19100,19200,18500,18800,236275,128780.0,6850000.0
2015-04-21,18850,19150,18600,19150,162499,131178.0,6850000.0
2015-04-22,19150,19250,16800,17600,603865,120560.0,6850000.0
2015-04-23,17700,18300,16900,18050,338689,123642.0,6850000.0
2015-04-24,18300,18500,17800,17900,184141,122615.0,6850000.0
2015-04-27,17700,18300,17550,18000,89314,123300.0,6850000.0
2015-04-28,18000,18150,17650,17950,137886,122958.0,6850000.0
2015-04-29,18000,18000,17350,17900,119291,122615.0,6850000.0
2015-04-30,17900,18100,16650,16700,269656,114395.0,6850000.0
2015-05-04,16600,17500,16250,17200,143085,117820.0,6850000.0
2015-05-06,17100,17300,16050,16900,90276,115765.0,6850000.0
2015-05-07,16850,17350,16400,17200,79336,117820.0,6850000.0
2015-05-08,17050,17900,17050,17600,189484,120560.0,6850000.0
2015-05-11,17500,17950,17500,17650,97302,120902.0,6850000.0
2015-05-12,17600,17850,17050,17350,112879,118848.0,6850000.0
2015-05-13,17400,17600,16900,17100,64712,117135.0,6850000.0
2015-05-14,17200,19250,16850,18950,626913,129808.0,6850000.0
2015-05-15,19150,19650,18850,19100,367995,130835.0,6850000.0
2015-05-18,18150,18600,16250,16250,533388,111312.0,6850000.0
2015-05-19,16050,16250,14700,15300,470424,104805.0,6850000.0
2015-05-20,15400,16250,15400,15750,201472,107888.0,6850000.0
2015-05-21,15700,16100,15300,15450,86736,105832.0,6850000.0
2015-05-22,15200,16350,14950,16050,193370,109942.0,6850000.0
2015-05-26,16350,16450,15850,16000,77651,109600.0,6850000.0
2015-05-27,16000,16550,15700,16350,54564,111998.0,6850000.0
2015-05-28,16450,16800,16200,16700,69990,114395.0,6850000.0
2015-05-29,16700,16700,16300,16400,43305,112340.0,6850000.0
2015-06-01,16300,17050,16050,17000,99320,116450.0,6850000.0
2015-06-02,16900,17250,16500,17000,97851,116450.0,6850000.0
2015-06-03,17150,17300,16750,17100,68609,117135.0,6850000.0
2015-06-04,17150,17300,16450,16600,67560,113710.0,6850000.0
2015-06-05,16600,16700,16300,16300,50558,111655.0,6850000.0
2015-06-08,16100,16750,16000,16450,48427,112682.0,6850000.0
2015-06-09,16450,17900,16400,17900,131608,122615.0,6850000.0
2015-06-10,18050,18100,17200,17550,104734,120218.0,6850000.0
2015-06-11,17550,18250,17250,17450,75388,119532.0,6850000.0
2015-06-12,17400,17550,16350,16500,98399,113025.0,6850000.0
2015-06-15,16450,16600,16100,16550,23302,113368.0,6850000.0
2015-06-16,16400,16550,15700,15850,52490,108572.0,6850000.0
2015-06-17,15950,17050,15550,16550,67160,113368.0,6850000.0
2015-06-18,16550,16650,15850,16000,64566,109600.0,6850000.0
2015-06-19,16000,16250,15700,15750,53785,107888.0,6850000.0
2015-06-22,15650,16300,15650,16100,36736,110285.0,6850000.0
2015-06-23,16250,16350,15950,16200,31444,110970.0,6850000.0
2015-06-24,16350,16900,16100,16650,48186,114052.0,6850000.0
2015-06-25,16500,16750,15950,15950,60264,109258.0,6850000.0
2015-06-26,16000,16000,14600,14800,234991,101380.0,6850000.0
2015-06-29,14650,14750,13400,13400,184249,91790.0,6850000.0
2015-06-30,13250,13900,12750,13800,93669,94530.0,6850000.0
2015-07-01,13900,13900,13050,13400,104126,91790.0,6850000.0
2015-07-02,13500,13550,13100,13250,59785,90762.0,6850000.0
2015-07-03,13100,13400,12950,12950,85066,88708.0,6850000.0
2015-07-06,12800,13250,12250,12450,72676,85282.0,6850000.0
2015-07-07,12950,13900,12600,13100,179316,89735.0,6850000.0
