엠씨넥스(097520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-01-23,15899,16966,15899,16967,236706,229005.0,8998218.0
2018-01-24,16866,17533,16766,17167,232982,231704.0,8998218.0
2018-01-25,17433,18199,17133,17467,484552,235753.0,8998218.0
2018-01-26,17300,17766,17200,17400,122169,234853.0,8998218.0
2018-01-29,17866,17866,17200,17300,106154,233504.0,8998218.0
2018-01-30,17300,17300,16766,16833,161485,227205.0,8998218.0
2018-01-31,16600,17300,16533,16767,119176,226305.0,8998218.0
2018-02-01,16900,16966,16300,16733,96255,225855.0,8998218.0
2018-02-02,16666,16933,16066,16400,142342,223758.0,9095868.0
2018-02-05,16000,16166,15200,15267,205096,208295.0,9095868.0
2018-02-06,14433,15666,14366,15600,235124,212843.0,9095868.0
2018-02-07,15933,15933,14900,14900,140201,203293.0,9095868.0
2018-02-08,14733,15433,14733,15167,99068,206931.0,9095868.0
2018-02-09,14466,14900,14433,14900,83835,203293.0,9095868.0
2018-02-12,14999,15100,14599,14633,74492,199654.0,9095868.0
2018-02-13,14733,14966,14466,14467,67933,197380.0,9095868.0
2018-02-14,14633,15133,14500,15067,64711,205567.0,9095868.0
2018-02-19,15533,15699,15233,15533,99873,211934.0,9095868.0
2018-02-20,15400,15466,15166,15200,48886,207386.0,9095868.0
2018-02-21,15200,15500,14900,15033,101902,205112.0,9095868.0
2018-02-22,14933,14966,14600,14667,75043,200109.0,9095868.0
2018-02-23,14700,15200,14566,15167,74626,208303.0,9156181.0
2018-02-26,15466,15466,14966,15233,89962,209219.0,9156181.0
2018-02-27,15333,15333,14899,15000,41487,206014.0,9156181.0
2018-02-28,15300,16233,15100,15733,301972,216086.0,9156181.0
2018-03-02,15666,15733,15133,15133,165715,207845.0,9156181.0
2018-03-05,14800,15066,13600,13733,401283,188617.0,9156181.0
2018-03-06,13800,14033,13600,13667,128486,187702.0,9156181.0
2018-03-07,13866,14000,13433,13700,137994,188160.0,9156181.0
2018-03-08,13733,13733,13333,13500,118732,185413.0,9156181.0
2018-03-09,13433,14033,13400,13733,103944,188617.0,9156181.0
2018-03-12,13966,14066,13566,13633,93703,187244.0,9156181.0
2018-03-13,13733,14200,13733,14000,91810,192280.0,9156181.0
2018-03-14,13866,14333,13766,14300,76956,196400.0,9156181.0
2018-03-15,14333,14333,14000,14100,53168,193653.0,9156181.0
2018-03-16,14100,14233,13766,13767,81595,189075.0,9156181.0
2018-03-19,13766,13966,13600,13867,45078,190449.0,9156181.0
2018-03-20,13633,13866,13466,13667,49328,187702.0,9156181.0
2018-03-21,13600,13799,13033,13100,131349,179919.0,9156181.0
2018-03-22,13266,13466,12833,13000,68440,178546.0,9156181.0
2018-03-23,12733,12933,12233,12233,104630,168016.0,9156181.0
2018-03-26,11966,12466,11966,12400,78211,170305.0,9156181.0
2018-03-27,12600,12866,12333,12367,58622,170593.0,9196390.0
2018-03-28,12366,12433,11733,11833,91176,163236.0,9196390.0
2018-03-29,11833,12333,11566,12167,75107,167834.0,9196390.0
2018-03-30,12200,12800,12066,12733,65023,175651.0,9196390.0
2018-04-02,12733,12733,11966,12200,111265,168294.0,9196390.0
2018-04-03,11966,12000,11566,11700,116868,161397.0,9196390.0
2018-04-04,11700,11866,10900,11033,200397,152200.0,9196390.0
2018-04-05,11033,11500,11033,11367,74851,156798.0,9196390.0
2018-04-06,11400,11500,11366,11400,41368,157258.0,9196390.0
2018-04-09,11400,11766,11400,11633,42942,160477.0,9196390.0
2018-04-10,11633,11666,11233,11600,47641,160017.0,9196390.0
2018-04-11,11800,11966,11633,11867,44621,163696.0,9196390.0
2018-04-12,11933,12133,11566,11867,66458,163696.0,9196390.0
2018-04-13,12066,12133,11900,11933,41171,164615.0,9196390.0
2018-04-16,12333,12733,12066,12567,137647,173352.0,9196390.0
2018-04-17,12533,13000,12366,12567,118801,173352.0,9196390.0
2018-04-18,12566,12766,12266,12333,50667,170133.0,9196390.0
2018-04-19,12333,12333,11933,12033,69347,165995.0,9196390.0
2018-04-20,11866,12200,11866,12100,38968,166914.0,9196390.0
2018-04-23,12133,12233,11766,11900,38856,164156.0,9196390.0
2018-04-24,11800,11900,11633,11700,61225,161397.0,9196390.0
2018-04-25,11666,11766,11333,11433,78695,157718.0,9196390.0
2018-04-26,11466,11800,11466,11600,34411,160017.0,9196390.0
2018-04-27,11600,11800,11600,11733,26041,161856.0,9196390.0
2018-04-30,11633,11733,11266,11467,82463,158178.0,9196390.0
2018-05-02,11466,11633,11266,11533,52931,159098.0,9196390.0
2018-05-03,11466,11933,11466,11933,49267,164615.0,9196390.0
2018-05-04,12066,12100,11633,11633,52986,160477.0,9196390.0
2018-05-08,11633,12000,11633,11667,41558,160937.0,9196390.0
2018-05-09,12066,12133,11666,11967,94510,165075.0,9196390.0
2018-05-10,12033,12133,12000,12133,42742,167374.0,9196390.0
2018-05-11,12166,12366,12133,12167,37436,167834.0,9196390.0
2018-05-14,12166,12333,12000,12200,46361,168294.0,9196390.0
2018-05-15,12300,12500,11900,12233,90994,168754.0,9196390.0
2018-05-16,12233,12233,11666,11933,53001,164615.0,9196390.0
2018-05-17,12066,12066,11800,11833,52487,163236.0,9196390.0
2018-05-18,11900,12166,11600,12133,39094,167374.0,9196390.0
2018-05-21,12300,12300,12033,12167,33732,167834.0,9196390.0
2018-05-23,12000,12433,11933,12300,68541,169673.0,9196390.0
2018-05-24,12433,12433,12100,12100,39920,166914.0,9196390.0
2018-05-25,12066,12100,11833,11967,48240,165075.0,9196390.0
2018-05-28,11900,11900,11666,11833,65862,163236.0,9196390.0
2018-05-29,11933,12100,11733,11800,54105,162776.0,9196390.0
2018-05-30,11933,11933,11366,11633,74335,160477.0,9196390.0
2018-05-31,11600,11866,11466,11867,40808,163696.0,9196390.0
2018-06-01,11900,11966,11733,11967,41587,165075.0,9196390.0
2018-06-04,11966,12300,11933,12300,66814,169673.0,9196390.0
2018-06-05,12266,12733,12266,12400,98929,171053.0,9196390.0
2018-06-07,12400,12833,12400,12667,90904,174731.0,9196390.0
2018-06-08,12766,12766,12466,12533,43657,172892.0,9196390.0
2018-06-11,12533,12666,12200,12267,41258,169214.0,9196390.0
2018-06-12,12300,12600,12233,12433,39775,171513.0,9196390.0
2018-06-14,12400,12433,12000,12000,57106,165535.0,9196390.0
2018-06-15,11933,12133,11666,12133,41855,167374.0,9196390.0
2018-06-18,12000,12100,11333,11500,100824,158638.0,9196390.0
2018-06-19,11400,11566,10566,10600,111025,146223.0,9196390.0
2018-06-20,10500,10866,10233,10533,176114,145303.0,9196390.0
2018-06-21,10633,10633,9966,9967,103949,137486.0,9196390.0
2018-06-22,9899,10000,9366,9633,122586,132888.0,9196390.0
2018-06-25,9700,10233,9566,10200,67393,140705.0,9196390.0
2018-06-26,9900,10200,9900,10167,40302,140245.0,9196390.0
2018-06-27,10333,10600,10066,10467,60567,144383.0,9196390.0
2018-06-28,10366,10466,10133,10300,36054,142084.0,9196390.0
2018-06-29,10366,10366,9966,10000,45198,137946.0,9196390.0
2018-07-02,9933,10000,9333,9367,46080,129209.0,9196390.0
2018-07-03,9400,9866,9366,9600,45202,132428.0,9196390.0
2018-07-04,9600,10200,9600,10200,29860,140705.0,9196390.0
2018-07-05,10133,10233,9566,9700,59422,133807.0,9196390.0
2018-07-06,9800,9899,9433,9833,39771,135647.0,9196390.0
2018-07-09,9933,9933,9600,9700,34716,133807.0,9196390.0
2018-07-10,9766,10166,9766,10133,41647,139785.0,9196390.0
2018-07-11,10133,10333,10000,10267,36881,141624.0,9196390.0
2018-07-12,10233,10333,10033,10133,14747,139785.0,9196390.0
2018-07-13,10266,10433,10166,10367,24264,143004.0,9196390.0
2018-07-16,10566,10666,10400,10467,25029,144383.0,9196390.0
2018-07-17,10466,10566,10233,10333,17513,142544.0,9196390.0
2018-07-18,10366,10566,10233,10333,24437,142544.0,9196390.0
2018-07-19,10500,10500,10000,10067,26046,138865.0,9196390.0
2018-07-20,10100,10333,10000,10100,21969,139325.0,9196390.0
2018-07-23,10166,10166,9566,9633,30682,132888.0,9196390.0
2018-07-24,9499,9866,9099,9433,85030,130129.0,9196390.0
2018-07-25,9433,9866,9333,9833,53120,135647.0,9196390.0
2018-07-26,9866,9966,9466,9867,38375,136107.0,9196390.0
2018-07-27,9866,11300,9766,11233,278092,154959.0,9196390.0
2018-07-30,11233,11500,11100,11400,91642,157258.0,9196390.0
2018-07-31,11333,12100,11266,11933,225945,164615.0,9196390.0
2018-08-01,11866,12300,11800,12033,148321,165995.0,9196390.0
2018-08-02,12033,12066,11700,11800,65538,162776.0,9196390.0
2018-08-03,11900,12000,11733,11933,39012,164615.0,9196390.0
2018-08-06,11933,12100,11700,11700,45632,161397.0,9196390.0
2018-08-07,11733,11866,11533,11800,21010,162776.0,9196390.0
2018-08-08,12000,12000,11633,11867,33498,163696.0,9196390.0
2018-08-09,11800,12266,11700,11900,136763,164156.0,9196390.0
2018-08-10,11900,12133,11500,11500,71442,158638.0,9196390.0
2018-08-13,11499,11600,10866,10900,67774,150361.0,9196390.0
2018-08-14,10933,11433,10366,10400,229809,143464.0,9196390.0
2018-08-16,10500,10666,10133,10667,55026,147142.0,9196390.0
2018-08-17,10733,10866,10600,10733,24523,148062.0,9196390.0
2018-08-20,10800,10833,10566,10700,16180,147602.0,9196390.0
2018-08-21,10766,10800,10633,10733,14318,148062.0,9196390.0
2018-08-22,10733,10900,10666,10767,17321,148522.0,9196390.0
2018-08-23,10866,10933,10633,10767,19173,148522.0,9196390.0
2018-08-24,10733,10833,10666,10667,27346,147142.0,9196390.0
2018-08-27,10633,10900,10633,10900,28638,150361.0,9196390.0
2018-08-28,10833,11133,10733,10933,31058,150821.0,9196390.0
2018-08-29,11000,11166,10933,11100,27056,153120.0,9196390.0
2018-08-30,11100,11300,11033,11200,28748,154499.0,9196390.0
2018-08-31,11133,11200,10866,11033,51560,152200.0,9196390.0
2018-09-03,10900,11133,10900,11067,26320,152660.0,9196390.0
2018-09-04,11133,11366,11100,11367,42574,156798.0,9196390.0
2018-09-05,11433,11533,11066,11167,39346,154040.0,9196390.0
2018-09-06,11100,11266,10933,11033,31411,152200.0,9196390.0
2018-09-07,10966,11033,10700,10867,43347,149901.0,9196390.0
2018-09-10,10666,10866,10499,10633,53818,146682.0,9196390.0
2018-09-11,10566,10833,10566,10800,23573,148982.0,9196390.0
2018-09-12,10733,10866,10466,10600,32283,146223.0,9196390.0
2018-09-13,10600,10666,10400,10500,35371,144843.0,9196390.0
2018-09-14,10566,10800,10533,10800,30290,148982.0,9196390.0
2018-09-17,10800,10800,10400,10400,44773,143464.0,9196390.0
2018-09-18,10266,10633,10266,10500,28098,144843.0,9196390.0
2018-09-19,10400,10600,10166,10233,42481,141165.0,9196390.0
2018-09-20,10266,10266,9666,9900,97867,136566.0,9196390.0
2018-09-21,10366,12033,10233,10733,661488,148062.0,9196390.0
2018-09-27,10800,11033,10566,10933,86545,150821.0,9196390.0
2018-09-28,10833,11000,10733,10867,42533,149901.0,9196390.0
2018-10-01,11000,11133,10666,10767,59172,148522.0,9196390.0
2018-10-02,10800,11066,10533,10600,53609,146223.0,9196390.0
2018-10-04,10600,10666,10200,10300,54230,142084.0,9196390.0
2018-10-05,10166,10466,10166,10333,31068,142544.0,9196390.0
2018-10-08,10266,10500,10200,10333,19682,142544.0,9196390.0
2018-10-10,10366,10800,10066,10567,93301,145763.0,9196390.0
2018-10-11,10166,10600,10133,10200,89412,140705.0,9196390.0
2018-10-12,10000,10900,10000,10667,80475,147142.0,9196390.0
2018-10-15,10733,10766,10166,10233,54794,141165.0,9196390.0
2018-10-16,10233,11666,10233,11333,283411,156339.0,9196390.0
2018-10-17,11466,11600,11200,11333,86668,156339.0,9196390.0
2018-10-18,11333,11566,11166,11267,91269,155419.0,9196390.0
2018-10-19,11166,11333,11066,11267,60687,155419.0,9196390.0
2018-10-22,11466,11666,11233,11267,104564,155419.0,9196390.0
2018-10-23,11333,11500,10866,10933,140837,150821.0,9196390.0
2018-10-24,10900,12133,10900,12000,631130,165535.0,9196390.0
2018-10-25,12000,12100,11200,11750,338183,108058.0,9196390.0
2018-10-26,11850,11950,11300,11500,249566,105758.0,9196390.0
2018-10-29,11400,12600,11350,11700,416967,107598.0,9196390.0
2018-10-30,11700,14600,11700,13750,1830495,126450.0,9196390.0
2018-10-31,14050,14350,13650,14300,476177,131508.0,9196390.0
2018-11-01,14300,14600,14000,14500,320820,133348.0,9196390.0
2018-11-02,14650,15150,14100,14400,416600,132428.0,9196390.0
2018-11-05,14300,14700,14150,14500,137358,133348.0,9196390.0
2018-11-06,14500,14600,14050,14350,135056,131968.0,9196390.0
2018-11-07,14350,15500,14100,14700,429191,135187.0,9196390.0
2018-11-08,14800,15100,14450,14900,157569,137026.0,9196390.0
2018-11-09,15050,15150,14500,14700,98589,135187.0,9196390.0
2018-11-12,14400,14950,14400,14800,76222,136107.0,9196390.0
2018-11-13,14450,14650,13700,14300,133251,131508.0,9196390.0
2018-11-14,14350,14900,13900,14000,118088,128749.0,9196390.0
2018-11-15,14000,16000,13950,16000,706094,147142.0,9196390.0
2018-11-16,15750,15900,15300,15500,334881,142544.0,9196390.0
2018-11-19,15500,15800,14450,14650,339559,134727.0,9196390.0
2018-11-20,14200,14250,13550,13750,602667,189676.0,13794585.0
2018-11-21,13700,14050,13200,13850,322238,191055.0,13794585.0
2018-11-22,14300,14800,13700,13750,557633,189676.0,13794585.0
2018-11-23,13900,14250,13700,13900,205822,191745.0,13794585.0
2018-11-26,13900,14100,13250,13450,245803,185537.0,13794585.0
2018-11-27,13500,13750,13350,13650,154796,188296.0,13794585.0
2018-11-28,13650,13650,12850,12950,311336,178640.0,13794585.0
2018-11-29,13200,13300,12650,12650,250751,174502.0,13794585.0
2018-11-30,12800,13150,12650,12750,150235,180606.0,14165193.0
2018-12-03,12950,13250,12800,13200,142078,186981.0,14165193.0
2018-12-04,13200,13200,12800,13000,115751,184148.0,14165193.0
2018-12-05,12700,13100,12500,12850,132507,182023.0,14165193.0
2018-12-06,12900,13100,12250,12450,141315,176357.0,14165193.0
2018-12-07,12650,13050,12550,13000,131752,184148.0,14165193.0
2018-12-10,12800,12850,12300,12400,123761,175648.0,14165193.0
2018-12-11,12500,12750,12150,12450,96477,176357.0,14165193.0
2018-12-12,12600,13050,12600,12950,115666,183439.0,14165193.0
2018-12-13,13000,13050,12750,12800,77938,181314.0,14165193.0
2018-12-14,12800,13050,12450,12550,75030,177773.0,14165193.0
2018-12-17,12450,12950,12350,12900,89044,182731.0,14165193.0
2018-12-18,12700,13050,12600,13000,101208,184148.0,14165193.0
2018-12-19,13200,13250,12600,12600,109678,178481.0,14165193.0
2018-12-20,12450,12750,12150,12300,111018,174232.0,14165193.0
2018-12-21,12150,12750,12150,12550,84521,177773.0,14165193.0
2018-12-24,12400,12550,12100,12350,79550,174940.0,14165193.0
2018-12-26,12000,12150,11800,12100,98187,171399.0,14165193.0
2018-12-27,12350,13100,12250,12500,267260,177065.0,14165193.0
2018-12-28,12650,13250,12650,12950,123377,183439.0,14165193.0
2019-01-02,13200,13500,13000,13000,162941,184148.0,14165193.0
2019-01-03,13250,13250,12300,12400,148854,175648.0,14165193.0
2019-01-04,12300,12500,12000,12300,137317,174232.0,14165193.0
2019-01-07,12700,13100,12450,12900,139676,182731.0,14165193.0
2019-01-08,13300,13300,12350,12550,161003,177773.0,14165193.0
2019-01-09,12550,12800,12450,12800,78679,181314.0,14165193.0
2019-01-10,12900,13050,12550,12850,88255,182023.0,14165193.0
2019-01-11,12900,13500,12900,13350,352933,189105.0,14165193.0
2019-01-14,13450,13600,13250,13450,258434,190522.0,14165193.0
2019-01-15,13600,13600,13200,13350,263354,189105.0,14165193.0
2019-01-16,13400,13450,12850,13150,156062,186272.0,14165193.0
2019-01-17,13150,13900,13100,13750,416677,194771.0,14165193.0
2019-01-18,13950,14450,13850,14200,463950,201146.0,14165193.0
2019-01-21,14500,14850,14150,14600,376031,206812.0,14165193.0
2019-01-22,14450,14900,14250,14900,292318,211061.0,14165193.0
2019-01-23,14750,15600,14550,15300,559331,216727.0,14165193.0
2019-01-24,15500,15650,15100,15100,238394,213894.0,14165193.0
2019-01-25,15000,15900,15000,15700,493267,222394.0,14165193.0
2019-01-28,15800,15850,14550,14650,447683,207520.0,14165193.0
2019-01-29,14700,14900,14500,14750,271006,208937.0,14165193.0
2019-01-30,14800,14850,14150,14750,400731,208937.0,14165193.0
2019-01-31,14650,14900,14500,14700,220623,208228.0,14165193.0
2019-02-01,14700,14750,14150,14450,292043,205662.0,14232635.0
2019-02-07,14450,14850,14350,14650,294173,208508.0,14232635.0
2019-02-08,14650,14650,13900,14000,341984,199527.0,14251904.0
2019-02-11,14050,14400,13900,14350,266525,204515.0,14251904.0
2019-02-12,14400,14700,14400,14500,241561,206653.0,14251904.0
2019-02-13,14600,15050,14350,14900,345416,212353.0,14251904.0
2019-02-14,15200,15700,14900,15700,456660,223755.0,14251904.0
2019-02-15,15800,15800,14950,15250,328661,217342.0,14251904.0
2019-02-18,15450,16300,15450,16250,863886,231593.0,14251904.0
2019-02-19,16350,16350,15650,15850,715441,225893.0,14251904.0
2019-02-20,15850,16000,15200,15600,481431,222330.0,14251904.0
2019-02-21,15950,16400,15400,15700,665607,223755.0,14251904.0
2019-02-22,15900,16350,15250,15300,666906,218054.0,14251904.0
2019-02-25,15500,15850,15350,15700,298307,223755.0,14251904.0
2019-02-26,15700,15800,15300,15600,239592,222630.0,14271173.0
2019-02-27,15550,16100,15400,15700,492105,224057.0,14271173.0
2019-02-28,15800,16300,15500,15800,482553,225485.0,14271173.0
2019-03-04,16300,16550,15750,15900,575006,229056.0,14406060.0
2019-03-05,16000,16050,15050,15350,553198,221133.0,14406060.0
2019-03-06,15400,15500,15000,15350,155841,221133.0,14406060.0
2019-03-07,15450,15850,15200,15500,238633,223294.0,14406060.0
2019-03-08,15400,15600,15000,15150,181208,218252.0,14406060.0
2019-03-11,15450,16200,15300,16200,597642,233378.0,14406060.0
2019-03-12,16750,17900,16600,17350,1881854,249945.0,14406060.0
2019-03-13,17550,18100,17350,18100,763917,260750.0,14406060.0
2019-03-14,17950,18300,17700,18100,406189,260750.0,14406060.0
2019-03-15,18150,18200,17300,18200,410015,262190.0,14406060.0
2019-03-18,18450,18500,17600,17700,279536,254987.0,14406060.0
2019-03-19,17700,18250,17650,18000,260852,259309.0,14406060.0
2019-03-20,18150,19500,18000,18650,1194429,268673.0,14406060.0
2019-03-21,18750,19550,18150,18400,529496,265072.0,14406060.0
2019-03-22,18550,19850,18250,19600,665372,282359.0,14406060.0
2019-03-25,19100,19550,18800,18850,390815,271554.0,14406060.0
2019-03-26,19150,19800,18850,19700,388564,283799.0,14406060.0
2019-03-27,19900,20850,19500,20200,575953,291002.0,14406060.0
2019-03-28,20450,21000,19600,19650,493769,283079.0,14406060.0
2019-03-29,19650,20350,19300,20350,345858,293163.0,14406060.0
2019-04-01,20350,20650,19850,20150,259064,290282.0,14406060.0
2019-04-02,20250,20250,19400,19900,276934,286681.0,14406060.0
2019-04-03,20000,20550,19200,19600,444202,282359.0,14406060.0
2019-04-04,19600,20850,19400,20500,720802,298629.0,14567276.0
2019-04-05,20500,20600,19800,20050,285108,292074.0,14567276.0
2019-04-08,20000,20250,19600,20100,220328,292802.0,14567276.0
2019-04-09,20100,21200,19850,21050,391409,306641.0,14567276.0
2019-04-10,21050,21200,20600,21000,220666,305913.0,14567276.0
2019-04-11,21100,21300,20700,21200,206742,308826.0,14567276.0
2019-04-12,21100,22350,20950,22350,345964,325579.0,14567276.0
2019-04-15,22550,23750,21500,21900,591337,319023.0,14567276.0
2019-04-16,21950,22000,20800,21000,381228,305913.0,14567276.0
2019-04-17,21050,21550,20850,21050,213197,306641.0,14567276.0
2019-04-18,21100,21800,20900,21350,205272,311011.0,14567276.0
2019-04-19,21550,21850,21000,21300,102067,310283.0,14567276.0
2019-04-22,21500,21500,20700,20800,205008,302999.0,14567276.0
2019-04-23,20050,21350,19900,21100,189299,307370.0,14567276.0
2019-04-24,21400,22100,21050,21350,223583,311011.0,14567276.0
2019-04-25,21650,21700,20950,21300,145385,310283.0,14567276.0
2019-04-26,21200,21550,20500,21500,220855,313196.0,14567276.0
2019-04-29,21500,21500,20850,21200,141880,308826.0,14567276.0
2019-04-30,21200,21550,20750,21450,177742,312468.0,14567276.0
2019-05-02,21700,23050,21100,21500,497880,313196.0,14567276.0
2019-05-03,20450,21050,19600,20750,799483,302271.0,14567276.0
2019-05-07,20050,20650,20050,20300,159179,295716.0,14567276.0
2019-05-08,19900,20450,19700,20150,117707,293531.0,14567276.0
2019-05-09,20000,20300,19400,20150,286692,293531.0,14567276.0
2019-05-10,20200,20450,19400,20400,163130,297172.0,14567276.0
2019-05-13,20350,20850,19950,20100,197916,292802.0,14567276.0
2019-05-14,19350,21850,19300,21400,490036,311740.0,14567276.0
2019-05-15,21550,22300,21000,21550,302982,313925.0,14567276.0
2019-05-16,21800,22200,20600,21100,256350,307370.0,14567276.0
2019-05-17,21000,22400,20900,21950,400778,386922.0,17627430.0
2019-05-20,22100,22300,20450,20950,397418,369295.0,17627430.0
2019-05-21,20200,22100,20000,21700,2749763,382515.0,17627430.0
2019-05-22,21550,22800,21200,21700,416275,382515.0,17627430.0
2019-05-23,21550,22900,21550,22800,539507,401905.0,17627430.0
2019-05-24,22900,23050,21400,21800,732096,384278.0,17627430.0
2019-05-27,21850,22700,20700,21100,544528,371939.0,17627430.0
2019-05-28,21000,21850,20850,21650,372217,381634.0,17627430.0
2019-05-29,21600,21900,21250,21550,231957,379871.0,17627430.0
2019-05-30,21450,21600,20600,20950,269536,369295.0,17627430.0
2019-05-31,20800,21350,20600,21200,157427,373702.0,17627430.0
2019-06-03,20950,23400,20650,23100,928195,407194.0,17627430.0
2019-06-04,23150,25050,22800,25000,1040404,440686.0,17627430.0
2019-06-05,25200,26150,24700,25100,788266,442448.0,17627430.0
2019-06-07,25300,26750,25200,26250,746622,462720.0,17627430.0
2019-06-10,26600,26950,25600,26600,540478,468890.0,17627430.0
2019-06-11,26650,26800,25850,25900,386104,456550.0,17627430.0
2019-06-12,25900,26350,24700,25950,569543,457432.0,17627430.0
2019-06-13,25950,26050,25250,25950,200051,457432.0,17627430.0
2019-06-14,25850,25850,25300,25750,230180,453906.0,17627430.0
2019-06-17,25750,27100,25350,27050,383349,476822.0,17627430.0
2019-06-18,27100,28100,26650,27100,522266,477703.0,17627430.0
2019-06-19,26800,27100,25300,26200,695764,461839.0,17627430.0
2019-06-20,26650,28400,26000,28100,669098,495331.0,17627430.0
2019-06-21,28050,28700,27350,27700,486615,488280.0,17627430.0
2019-06-24,27650,28400,27200,28350,280923,499738.0,17627430.0
2019-06-25,28150,29500,27450,27950,477188,492687.0,17627430.0
2019-06-26,27550,28750,27500,28000,245759,493568.0,17627430.0
2019-06-27,27700,28400,27350,27750,200900,489161.0,17627430.0
2019-06-28,27450,28800,27400,28750,360590,510182.0,17745456.0
2019-07-01,28250,28300,26100,27550,935181,488887.0,17745456.0
2019-07-02,27350,27550,26600,27450,248116,487113.0,17745456.0
2019-07-03,27700,27700,25650,26250,518717,465818.0,17745456.0
2019-07-04,26400,28150,25900,27900,653400,495098.0,17745456.0
2019-07-05,28150,28200,24600,24800,1490763,440087.0,17745456.0
2019-07-08,24850,24950,23600,24650,588147,437425.0,17745456.0
2019-07-09,24400,25000,23850,24600,363844,436538.0,17745456.0
2019-07-10,24650,25000,24150,24300,198124,431215.0,17745456.0
2019-07-11,24450,24600,23800,24200,296618,429440.0,17745456.0
2019-07-12,24250,24850,23800,24350,278949,432102.0,17745456.0
2019-07-15,24300,24350,22500,22750,591201,403709.0,17745456.0
2019-07-16,22400,23350,22200,22650,418383,401935.0,17745456.0
2019-07-17,22800,22900,21500,21700,510240,385076.0,17745456.0
2019-07-18,21800,22550,21550,21950,290361,389513.0,17745456.0
2019-07-19,22050,22300,21700,22000,197471,390400.0,17745456.0
2019-07-22,22150,22200,21050,21350,257119,378865.0,17745456.0
2019-07-23,21500,22350,20850,21350,467030,378865.0,17745456.0
2019-07-24,21250,21300,20200,20300,382698,360233.0,17745456.0
2019-07-25,20200,21050,20200,20550,332308,364669.0,17745456.0
2019-07-26,20650,20950,20100,20600,185622,365556.0,17745456.0
2019-07-29,20550,20800,19500,20250,266260,359345.0,17745456.0
2019-07-30,20300,21000,20200,20700,196668,367331.0,17745456.0
2019-07-31,21000,21100,20000,20950,219154,371767.0,17745456.0
2019-08-01,20750,21100,19450,19450,397414,345149.0,17745456.0
2019-08-02,18650,22100,18450,21450,1144423,380640.0,17745456.0
2019-08-05,21250,21800,19750,20200,339783,358458.0,17745456.0
2019-08-06,19350,20950,18800,19500,362795,346036.0,17745456.0
2019-08-07,20000,21150,19850,20700,400738,367331.0,17745456.0
2019-08-08,21600,21650,20200,20500,457608,363782.0,17745456.0
2019-08-09,20800,20850,19200,19700,565748,349585.0,17745456.0
2019-08-12,19650,20250,19100,19750,260670,350473.0,17745456.0
2019-08-13,19900,20150,19500,20050,250243,355796.0,17745456.0
2019-08-14,20350,20500,19300,19500,366131,346036.0,17745456.0
2019-08-16,19250,19600,18100,18150,540755,322080.0,17745456.0
2019-08-19,18400,20100,18350,18650,745212,330953.0,17745456.0
2019-08-20,18900,19750,18500,19750,469027,350473.0,17745456.0
2019-08-21,19900,21600,19650,21250,850779,377091.0,17745456.0
2019-08-22,21550,22300,20450,20950,1055536,371767.0,17745456.0
2019-08-23,20600,21050,20300,20700,420951,367331.0,17745456.0
2019-08-26,19950,20200,19000,19000,671899,337164.0,17745456.0
2019-08-27,19500,19600,18700,18850,349615,334502.0,17745456.0
2019-08-28,18900,19400,18800,19100,382884,338938.0,17745456.0
2019-08-29,19300,19400,17800,17950,755043,318531.0,17745456.0
2019-08-30,18300,18450,18100,18300,350117,324742.0,17745456.0
2019-09-02,18350,19150,18300,18550,359913,329178.0,17745456.0
2019-09-03,18700,18700,17950,18200,334617,322967.0,17745456.0
2019-09-04,18100,18600,18000,18350,352395,325629.0,17745456.0
2019-09-05,18600,19350,18400,19250,626855,341600.0,17745456.0
2019-09-06,19850,20500,19700,19800,1051932,351360.0,17745456.0
2019-09-09,19850,20000,18800,19050,601310,338051.0,17745456.0
2019-09-10,18900,19300,18550,18850,368401,334502.0,17745456.0
2019-09-11,18900,19000,18450,18700,254806,331840.0,17745456.0
2019-09-16,18750,18800,18200,18750,315818,332727.0,17745456.0
2019-09-17,18800,18800,18400,18700,257355,331840.0,17745456.0
2019-09-18,18850,20300,18700,20050,1088679,355796.0,17745456.0
2019-09-19,20550,20900,20200,20700,825138,367331.0,17745456.0
2019-09-20,20850,21200,20400,21150,458824,375316.0,17745456.0
2019-09-23,21400,21800,20850,21300,391703,377978.0,17745456.0
2019-09-24,21850,22550,21350,21600,775361,383302.0,17745456.0
2019-09-25,21250,21800,20900,21000,370678,372655.0,17745456.0
2019-09-26,21400,21950,21300,21750,388904,385964.0,17745456.0
2019-09-27,22000,23200,21950,22850,1062884,405484.0,17745456.0
2019-09-30,22800,23750,22700,23700,824119,420567.0,17745456.0
2019-10-01,23700,23700,22350,22850,1844743,405484.0,17745456.0
2019-10-02,22500,23300,22450,23050,575174,409033.0,17745456.0
2019-10-04,22950,23550,22800,23200,395894,411695.0,17745456.0
2019-10-07,23600,24300,23350,23400,753657,415244.0,17745456.0
