아이티센(124500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-04-30,10103,10489,9952,10426,27774,107190.0,4420192.0
2015-05-04,10662,10662,9952,10211,15664,104980.0,4420192.0
2015-05-06,10467,10490,9479,10189,37599,104759.0,4420192.0
2015-05-07,10511,10511,9888,10361,18675,106527.0,4420192.0
2015-05-08,10510,11371,10232,10985,104751,112936.0,4420192.0
2015-05-11,11178,11994,10769,11995,124538,123323.0,4420192.0
2015-05-12,12037,12489,11543,11973,58011,123102.0,4420192.0
2015-05-13,11801,11973,11457,11629,29283,119566.0,4420192.0
2015-05-14,11629,11758,11242,11608,34615,119345.0,4420192.0
2015-05-15,11758,11758,11242,11479,28725,118019.0,4420192.0
2015-05-18,11564,11801,11199,11608,33078,119345.0,4420192.0
2015-05-19,11457,11521,10404,11307,88542,116251.0,4420192.0
2015-05-20,11500,11865,11392,11801,51557,121334.0,4420192.0
2015-05-21,11844,11844,11478,11672,23331,120008.0,4420192.0
2015-05-22,11715,11758,11307,11543,10092,118682.0,4420192.0
2015-05-26,11264,11500,10662,11157,53897,114704.0,4420192.0
2015-05-27,11113,11327,10791,11200,17362,115146.0,4420192.0
2015-05-28,11199,11199,10490,11049,16645,113599.0,4420192.0
2015-05-29,11155,11155,10791,10834,20708,111389.0,4420192.0
2015-06-01,9221,10167,9221,9437,244134,97023.0,4420192.0
2015-06-02,9651,10103,8748,9093,111367,93487.0,4420192.0
2015-06-03,9092,9092,8061,8384,124915,86194.0,4420192.0
2015-06-04,8168,8405,8082,8190,37161,84205.0,4420192.0
2015-06-05,8190,8770,7760,8598,69518,88404.0,4420192.0
2015-06-08,8598,8791,8448,8684,28109,89288.0,4420192.0
2015-06-09,8705,8748,8405,8491,27427,87299.0,4420192.0
2015-06-10,8448,8727,8125,8470,33911,87078.0,4420192.0
2015-06-11,8469,8662,8168,8169,22659,83984.0,4420192.0
2015-06-12,8383,8383,7738,8061,34370,82879.0,4420192.0
2015-06-15,7953,8168,7437,7954,31550,81774.0,4420192.0
2015-06-16,7824,7975,7437,7932,24652,81553.0,4420192.0
2015-06-17,8082,8082,7523,7545,23616,77574.0,4420192.0
2015-06-18,7330,8125,7330,7932,53867,81553.0,4420192.0
2015-06-19,7932,8448,7674,8341,26315,85752.0,4420192.0
2015-06-22,8598,8705,8233,8470,21923,87078.0,4420192.0
2015-06-23,8362,8813,8297,8362,6694,85973.0,4420192.0
2015-06-24,8362,8877,8362,8878,35259,91277.0,4420192.0
2015-06-25,8877,9286,8619,8813,17756,90614.0,4420192.0
2015-06-26,9135,9135,8641,8770,14820,90172.0,4420192.0
2015-06-29,8770,9006,8319,8555,28716,87962.0,4420192.0
2015-06-30,8555,8555,7824,8341,36523,85752.0,4420192.0
2015-07-01,8619,8662,8082,8255,9419,84868.0,4420192.0
2015-07-02,8491,8491,7910,7954,17107,81774.0,4420192.0
2015-07-03,7803,8254,7760,8212,20590,84426.0,4420192.0
2015-07-06,8297,8297,7996,8061,9256,82879.0,4420192.0
2015-07-07,8061,8469,7652,7653,55548,78679.0,4420192.0
2015-07-08,7910,8211,7760,8190,22419,84205.0,4420192.0
2015-07-09,8168,8555,7502,8555,94797,87962.0,4420192.0
2015-07-10,8555,8985,8211,8427,60527,86636.0,4420192.0
2015-07-13,8662,8748,8039,8727,41184,89730.0,4420192.0
2015-07-14,8684,8813,8426,8555,13014,87962.0,4420192.0
2015-07-15,8555,8641,8319,8534,8950,87741.0,4420192.0
2015-07-16,8684,8684,8168,8448,7949,86857.0,4420192.0
2015-07-17,8448,9071,8319,8813,50571,90614.0,4420192.0
2015-07-20,8920,8963,8684,8684,6587,89288.0,4420192.0
2015-07-21,8942,8942,8533,8555,12114,87962.0,4420192.0
2015-07-22,8662,8662,8340,8341,4021,85752.0,4420192.0
2015-07-23,8598,8598,8104,8341,7464,85752.0,4420192.0
2015-07-24,8555,8555,8104,8384,22628,86194.0,4420192.0
2015-07-27,8469,9307,8383,9200,104921,94592.0,4420192.0
2015-07-28,9178,9630,8469,8985,43541,92382.0,4420192.0
2015-07-29,8899,9114,8512,9007,33329,92603.0,4420192.0
2015-07-30,8985,9178,8813,9028,18410,92824.0,4420192.0
2015-07-31,9157,9544,9028,9308,38206,95697.0,4420192.0
2015-08-03,9307,9716,8877,9437,50330,97023.0,4420192.0
2015-08-04,9479,9630,8963,9437,17318,97023.0,4420192.0
2015-08-05,9587,9587,9114,9372,11507,96360.0,4420192.0
2015-08-06,9458,9458,8920,9222,18980,94813.0,4420192.0
2015-08-07,9114,9114,8813,8856,15531,91056.0,4420192.0
2015-08-10,8684,9071,8684,9007,11984,92603.0,4420192.0
2015-08-11,9006,9393,8920,9351,37741,96139.0,4420192.0
2015-08-12,9157,9393,8748,9372,17267,96360.0,4420192.0
2015-08-13,9307,9350,8942,9071,19180,93266.0,4420192.0
2015-08-17,9243,9243,8748,8749,3688,89951.0,4420192.0
2015-08-18,8125,8211,6943,6943,156494,71386.0,4420192.0
2015-08-19,6749,7050,5546,5568,113562,57241.0,4420192.0
2015-08-20,5223,5846,4793,5245,161103,53926.0,4420192.0
2015-08-21,4815,5675,4729,5159,61367,53042.0,4420192.0
2015-08-24,5352,5675,5159,5525,59641,56799.0,4420192.0
2015-08-25,5632,6448,5417,6298,77862,64756.0,4420192.0
2015-08-26,6448,6470,6104,6341,15987,65198.0,4420192.0
2015-08-27,6448,6642,6147,6298,22477,64756.0,4420192.0
2015-08-28,6642,6642,6298,6384,12151,65640.0,4420192.0
2015-08-31,6427,6427,6083,6212,11074,63872.0,4420192.0
2015-09-01,6126,6319,6040,6083,8867,62546.0,4420192.0
2015-09-02,6083,6276,5803,5997,16840,61662.0,4420192.0
2015-09-03,5996,6104,5760,5804,18568,59673.0,4420192.0
2015-09-04,5889,5932,5417,5503,29002,56578.0,4420192.0
2015-09-07,5417,5653,5417,5525,13861,56799.0,4420192.0
2015-09-08,5610,5717,5374,5460,12022,56136.0,4420192.0
2015-09-09,5632,5717,5374,5460,43480,56136.0,4420192.0
2015-09-10,5523,5609,5374,5546,28207,57020.0,4420192.0
2015-09-11,5674,6362,5609,6062,45050,62325.0,4420192.0
2015-09-14,6061,6125,5803,5890,21363,60557.0,4420192.0
2015-09-15,5889,6083,5868,6019,7239,61883.0,4420192.0
2015-09-16,6082,6233,5975,5976,9744,61441.0,4420192.0
2015-09-17,6126,6126,5889,5976,6071,61441.0,4420192.0
2015-09-18,5975,6104,5739,6083,9097,62546.0,4420192.0
2015-09-21,6018,6061,5782,5911,3905,60778.0,4420192.0
2015-09-22,5889,5954,5653,5933,18410,60999.0,4420192.0
2015-09-23,5932,6190,5803,5933,14982,60999.0,4420192.0
2015-09-24,6061,6061,5610,5782,9916,59452.0,4420192.0
2015-09-25,5696,6061,5696,5976,9930,61441.0,4420192.0
2015-09-30,6169,6169,5695,5890,11005,60557.0,4420192.0
2015-10-01,5911,5911,5589,5890,24324,60557.0,4420192.0
2015-10-02,5803,5996,5738,5976,28067,61441.0,4420192.0
2015-10-05,6212,6212,5868,5933,10013,60999.0,4420192.0
2015-10-06,5975,5996,5738,5804,17672,59673.0,4420192.0
2015-10-07,5953,5953,5589,5718,19041,58789.0,4420192.0
2015-10-08,5932,7265,5695,5718,163658,58789.0,4420192.0
2015-10-12,5803,5889,5589,5632,18340,57905.0,4420192.0
2015-10-13,5760,5803,5610,5675,14775,58347.0,4420192.0
2015-10-14,5675,5739,5503,5675,24664,58347.0,4420192.0
2015-10-15,5696,5782,5632,5761,9059,59231.0,4420192.0
2015-10-16,5782,5846,5675,5761,6367,59231.0,4420192.0
2015-10-19,5782,6126,5631,5997,44870,61662.0,4420192.0
2015-10-20,6018,6040,5889,5997,26335,61662.0,4420192.0
2015-10-21,5975,6061,5846,5933,9656,60999.0,4420192.0
2015-10-22,5911,5911,5782,5847,4523,60115.0,4420192.0
2015-10-23,5846,5867,5632,5718,22945,58789.0,4420192.0
2015-10-26,5782,5825,5589,5739,14210,59010.0,4420192.0
2015-10-27,5803,5803,5674,5718,1668,58789.0,4420192.0
2015-10-28,5653,6212,5567,5933,22668,60999.0,4420192.0
2015-10-29,5932,5975,5803,5933,6901,60999.0,4420192.0
2015-10-30,5997,6190,5868,5954,11979,61220.0,4420192.0
2015-11-02,6061,6104,5911,5933,6878,60999.0,4420192.0
2015-11-03,5975,5975,5739,5933,20835,60999.0,4420192.0
2015-11-04,5889,5975,5803,5868,21370,60336.0,4420192.0
2015-11-05,5825,5889,5717,5825,14697,59894.0,4420192.0
2015-11-06,5889,5889,5652,5804,18885,59673.0,4420192.0
2015-11-09,5846,5846,5675,5847,10563,60115.0,4420192.0
2015-11-10,5717,6018,5653,6019,22494,61883.0,4420192.0
2015-11-11,6169,6169,5803,5954,27678,61220.0,4420192.0
2015-11-12,5954,5954,5524,5525,58312,56799.0,4420192.0
2015-11-13,5546,5546,4793,4794,60782,49285.0,4420192.0
2015-11-16,4836,5352,4557,5073,58793,52158.0,4420192.0
2015-11-17,5073,5503,4772,5439,71941,55915.0,4420192.0
2015-11-18,5546,6147,5546,5933,57136,60999.0,4420192.0
2015-11-19,5932,6319,5868,5997,35882,61662.0,4420192.0
2015-11-20,6147,6212,5717,6019,22588,61883.0,4420192.0
2015-11-23,6147,6169,5889,6019,36206,61883.0,4420192.0
2015-11-24,6083,6083,5803,5847,14653,60115.0,4420192.0
2015-11-25,5846,5932,5760,5868,10321,60336.0,4420192.0
2015-11-26,5846,5997,5632,5954,19225,61220.0,4420192.0
2015-11-27,5997,5997,5653,5890,12161,60557.0,4420192.0
2015-11-30,5889,5889,5738,5804,4235,59673.0,4420192.0
2015-12-01,5868,5954,5760,5804,3627,59673.0,4420192.0
2015-12-02,5889,6298,5675,5847,30378,60115.0,4420192.0
2015-12-03,5911,5911,5803,5911,5152,60778.0,4420192.0
2015-12-04,5911,5911,5760,5847,3622,60115.0,4420192.0
2015-12-07,5975,5975,5675,5761,21881,59231.0,4420192.0
2015-12-08,5846,5846,5546,5804,31025,59673.0,4420192.0
2015-12-09,5803,5803,5567,5761,14763,59231.0,4420192.0
2015-12-10,5760,5846,5524,5525,16934,56799.0,4420192.0
2015-12-11,5589,5653,5417,5417,7344,55694.0,4420192.0
2015-12-14,5395,5417,4815,5310,105438,54589.0,4420192.0
2015-12-15,5460,5460,5116,5288,11220,54368.0,4420192.0
2015-12-16,5374,5438,5245,5417,6970,55694.0,4420192.0
2015-12-17,5417,5481,5266,5439,7480,55915.0,4420192.0
2015-12-18,5546,5632,5245,5245,22857,53926.0,4420192.0
2015-12-21,5374,5374,5116,5245,22174,53926.0,4420192.0
2015-12-22,5245,5245,4729,5116,71011,52600.0,4420192.0
2015-12-23,5116,5159,4729,5030,64790,51716.0,4420192.0
2015-12-24,5030,5116,4729,5073,113939,52158.0,4420192.0
2015-12-28,5137,5266,5008,5267,14032,54147.0,4420192.0
2015-12-29,5352,5803,5309,5761,22831,59231.0,4420192.0
2015-12-30,5975,6061,5782,5933,17564,60999.0,4420192.0
2016-01-04,5932,6211,5889,5890,16970,60557.0,4420192.0
2016-01-05,6018,6061,5803,5911,8129,60778.0,4420192.0
2016-01-06,5975,5975,5503,5804,14572,59673.0,4420192.0
2016-01-07,5803,5975,5566,5976,11236,61441.0,4420192.0
2016-01-08,5932,5996,5652,5976,13360,61441.0,4420192.0
2016-01-11,5975,5975,5717,5890,8979,60557.0,4420192.0
2016-01-12,5889,5932,5481,5482,86905,56357.0,4420192.0
2016-01-13,5567,5675,5331,5611,33965,57684.0,4420192.0
2016-01-14,5610,5652,5394,5460,7573,56136.0,4420192.0
2016-01-15,5546,5546,5374,5374,15215,55252.0,4420192.0
2016-01-18,5503,5546,5222,5288,6357,54368.0,4420192.0
2016-01-19,5245,5546,5245,5417,8747,55694.0,4420192.0
2016-01-20,5481,5545,5159,5439,8144,55915.0,4420192.0
2016-01-21,5503,5503,5180,5245,13046,53926.0,4420192.0
2016-01-22,5245,5374,5159,5224,21944,53705.0,4420192.0
2016-01-25,5223,5374,5202,5331,5129,54810.0,4420192.0
2016-01-26,5309,5331,5137,5224,17926,53705.0,4420192.0
2016-01-27,5223,5373,4944,5267,71111,54147.0,4420192.0
2016-01-28,5265,5351,5093,5202,15646,53484.0,4420192.0
2016-01-29,5202,5437,5137,5374,16763,55252.0,4420192.0
2016-02-01,5566,5632,5417,5632,8508,57905.0,4420192.0
2016-02-02,5760,5782,5417,5696,33876,58568.0,4420192.0
2016-02-03,5803,5803,5524,5611,5691,57684.0,4420192.0
2016-02-04,5610,5653,5459,5568,17371,57241.0,4420192.0
2016-02-05,5632,5996,5566,5804,33620,59673.0,4420192.0
2016-02-11,5760,5868,5589,5589,34988,57462.0,4420192.0
2016-02-12,5589,5717,5073,5331,60350,54810.0,4420192.0
2016-02-15,5331,5782,5180,5353,38684,55031.0,4420192.0
2016-02-16,5438,5438,5222,5288,20667,54368.0,4420192.0
2016-02-17,5287,5309,5180,5310,7949,54589.0,4420192.0
2016-02-18,5417,5459,5223,5396,5247,55473.0,4420192.0
2016-02-19,5395,5503,5395,5503,9513,56578.0,4420192.0
2016-02-22,5503,5739,5481,5546,7265,57020.0,4420192.0
2016-02-23,5589,5589,5417,5525,5582,56799.0,4420192.0
2016-02-24,5567,5567,5331,5353,13783,55031.0,4420192.0
2016-02-25,5438,5567,5266,5503,33295,56578.0,4420192.0
2016-02-26,5567,5610,5481,5589,9260,57462.0,4420192.0
2016-02-29,5632,5739,5546,5718,8568,58789.0,4420192.0
2016-03-02,5782,5803,5632,5761,5385,59231.0,4420192.0
2016-03-03,5760,5760,5546,5654,29985,58126.0,4420192.0
2016-03-04,5675,5825,5503,5589,120274,57462.0,4420192.0
2016-03-07,5653,5653,5546,5654,4668,58126.0,4420192.0
2016-03-08,5653,5675,5524,5589,14887,57462.0,4420192.0
2016-03-09,5589,5675,5503,5589,11619,57462.0,4420192.0
2016-03-10,5524,5632,5524,5611,8277,57684.0,4420192.0
2016-03-11,5610,5653,5503,5525,31520,56799.0,4420192.0
2016-03-14,5567,5632,5524,5589,6716,57462.0,4420192.0
2016-03-15,5610,5739,5589,5739,10652,59010.0,4420192.0
2016-03-16,5782,5868,5717,5782,6787,59452.0,4420192.0
2016-03-17,5846,5932,5803,5911,15443,60778.0,4420192.0
2016-03-18,5975,6513,5932,6470,36119,66524.0,4420192.0
2016-03-21,6491,8405,6233,6234,407485,64093.0,4420192.0
2016-03-22,6319,6405,5825,5954,126123,61220.0,4420192.0
2016-03-23,5975,6126,5696,6083,73779,62546.0,4420192.0
2016-03-24,6104,6340,6018,6320,25162,64977.0,4420192.0
2016-03-25,6319,6405,6083,6083,17106,62546.0,4420192.0
2016-03-28,6083,6212,6061,6169,10559,63430.0,4420192.0
2016-03-29,6147,6147,5889,5954,27637,61220.0,4420192.0
2016-03-30,6018,6126,5911,5997,9806,61662.0,4420192.0
2016-03-31,6018,6190,5545,5611,83677,57684.0,4420192.0
2016-04-01,5653,5760,5395,5654,45726,58126.0,4420192.0
2016-04-04,5609,5717,5546,5718,9720,58789.0,4420192.0
2016-04-05,5632,5782,5503,5589,14101,57462.0,4420192.0
2016-04-06,5567,5696,5503,5696,12144,58568.0,4420192.0
2016-04-07,5653,5739,5589,5696,4566,58568.0,4420192.0
2016-04-08,5674,5717,5589,5718,26989,58789.0,4420192.0
2016-04-11,5739,5825,5717,5739,12105,59010.0,4420192.0
2016-04-12,5739,5803,5610,5696,34071,58568.0,4420192.0
2016-04-14,5803,5825,5675,5761,4143,59231.0,4420192.0
2016-04-15,5738,5824,5589,5632,25882,57905.0,4420192.0
2016-04-18,5631,5696,5395,5396,34180,55473.0,4420192.0
2016-04-19,5460,5503,5374,5460,13948,56136.0,4420192.0
2016-04-20,5503,5524,5374,5460,11337,56136.0,4420192.0
2016-04-21,5459,5503,5309,5482,16281,56357.0,4420192.0
2016-04-22,5481,5546,5331,5546,60785,57020.0,4420192.0
2016-04-25,5460,5739,5395,5503,33895,56578.0,4420192.0
2016-04-26,5503,5546,5351,5546,62627,57020.0,4420192.0
2016-04-27,5631,5631,5202,5224,92956,53705.0,4420192.0
2016-04-28,5266,5352,5030,5073,42936,52158.0,4420192.0
2016-04-29,5051,5094,4944,5095,21805,52379.0,4420192.0
2016-05-02,5245,5245,4965,5052,23325,51937.0,4420192.0
2016-05-03,5051,5116,4922,5030,15216,51716.0,4420192.0
2016-05-04,5030,5223,5008,5159,15388,53042.0,4420192.0
2016-05-09,5223,5223,5073,5202,11564,55805.0,4611966.0
2016-05-10,5202,5266,5051,5138,29124,55113.0,4611966.0
2016-05-11,5137,5223,5073,5159,18668,55344.0,4611966.0
2016-05-12,5159,5223,5116,5181,4037,55574.0,4611966.0
2016-05-13,5222,5288,5136,5288,9986,56727.0,4611966.0
2016-05-16,5352,5395,5180,5224,16241,56035.0,4611966.0
2016-05-17,5245,5266,5008,5095,18025,54652.0,4611966.0
2016-05-18,5159,5180,4643,4772,74244,51193.0,4611966.0
2016-05-19,4750,5030,4621,4751,28188,50962.0,4611966.0
2016-05-20,4750,4858,4535,4858,23418,52115.0,4611966.0
2016-05-23,4858,4965,4750,4858,9176,52115.0,4611966.0
2016-05-24,4901,4944,4643,4686,39486,50270.0,4611966.0
2016-05-25,4707,4793,4243,4729,60200,50732.0,4611966.0
2016-05-26,4729,4793,4578,4686,31748,50270.0,4611966.0
2016-05-27,4686,4772,4557,4557,8669,48887.0,4611966.0
2016-05-30,4406,4557,4342,4514,38067,48426.0,4611966.0
2016-05-31,4514,4600,4492,4579,10515,49117.0,4611966.0
2016-06-01,4578,4643,4428,4557,29630,48887.0,4611966.0
2016-06-02,4557,4707,4428,4600,24124,49348.0,4611966.0
2016-06-03,4664,4707,4557,4665,4943,50040.0,4611966.0
2016-06-07,4621,4750,4535,4729,29789,50732.0,4611966.0
2016-06-08,4793,4793,4535,4729,29518,50732.0,4611966.0
2016-06-09,4729,4793,4578,4665,50767,50040.0,4611966.0
2016-06-10,4600,4664,4294,4342,68399,46581.0,4611966.0
2016-06-13,4342,4385,4247,4291,30600,46027.0,4611966.0
2016-06-14,4290,4385,4256,4278,9575,45889.0,4611966.0
2016-06-15,4243,4299,4213,4295,8406,46074.0,4611966.0
2016-06-16,4320,4320,4157,4205,23120,45105.0,4611966.0
2016-06-17,4600,5266,4363,4579,323868,49117.0,4611966.0
2016-06-20,4643,5094,4578,4751,50606,50962.0,4611966.0
2016-06-21,4772,4858,4492,4600,34090,49348.0,4611966.0
2016-06-22,4600,4987,4557,4858,26563,52115.0,4611966.0
2016-06-23,4901,4944,4664,4665,24698,50040.0,4611966.0
2016-06-24,4772,4858,4299,4643,40361,49809.0,4611966.0
2016-06-27,4578,4643,4406,4600,14640,49348.0,4611966.0
2016-06-28,4557,4664,4406,4665,21555,50040.0,4611966.0
2016-06-29,4643,5159,4514,4944,67966,53038.0,4611966.0
2016-06-30,4922,5073,4793,5030,44592,53960.0,4611966.0
2016-07-01,5051,5245,5008,5073,30791,54421.0,4611966.0
2016-07-04,5073,5179,4944,5030,17711,53960.0,4611966.0
2016-07-05,4987,5245,4987,5116,21059,54882.0,4611966.0
2016-07-06,5116,5179,4922,5030,26977,53960.0,4611966.0
2016-07-07,5030,5073,4729,4901,56555,52576.0,4611966.0
2016-07-08,4836,4901,4729,4794,19844,51423.0,4611966.0
2016-07-11,4836,5073,4750,4858,14852,52115.0,4611966.0
2016-07-12,4815,5137,4815,5009,42394,53729.0,4611966.0
2016-07-13,5073,5094,4858,4880,82908,52346.0,4611966.0
2016-07-14,4879,4944,4793,4880,17486,52346.0,4611966.0
2016-07-15,4879,4944,4858,4944,7725,53038.0,4611966.0
2016-07-18,4879,5094,4879,4944,17861,53038.0,4611966.0
2016-07-19,4944,5288,4944,5288,45330,56727.0,4611966.0
2016-07-20,5309,5954,5287,5739,283532,61570.0,4611966.0
2016-07-21,5825,6190,5632,6040,94338,64798.0,4611966.0
2016-07-22,6061,6297,5997,6234,43633,66874.0,4611966.0
2016-07-25,6384,8104,6126,8104,1470225,86936.0,4611966.0
2016-07-26,8512,8813,7803,8040,1079304,86244.0,4611966.0
2016-07-27,8319,8405,7867,8212,464430,88089.0,4611966.0
2016-07-28,8039,8147,7437,7524,381497,80709.0,4611966.0
2016-07-29,7330,9458,6878,7782,1083654,83477.0,4611966.0
2016-08-01,7824,8748,7566,8126,586529,87166.0,4611966.0
2016-08-02,8254,8426,7674,7696,238612,82554.0,4611966.0
2016-08-03,7889,8039,7674,7868,147876,84399.0,4611966.0
2016-08-04,7803,7932,7351,7524,225031,80709.0,4611966.0
2016-08-05,7523,7717,7115,7137,296966,76559.0,4611966.0
2016-08-08,8409,8529,6818,7042,681502,37772.0,4611966.0
2016-08-09,7093,7214,6801,6836,183234,36665.0,4611966.0
2016-08-10,6878,7007,6620,6862,135530,36803.0,4611966.0
2016-08-11,6810,6981,6663,6870,65641,36850.0,4611966.0
2016-08-12,6956,7110,6827,7042,78961,37772.0,4611966.0
2016-08-16,7308,7351,7102,7102,62866,38095.0,4611966.0
2016-08-17,7171,7171,6878,6965,36048,37357.0,4611966.0
2016-08-18,6930,7033,6792,6801,53766,36481.0,4611966.0
2016-08-19,6844,6887,6663,6767,62258,36296.0,4611966.0
2016-08-22,6861,6861,6655,6707,30839,35973.0,4611966.0
2016-08-23,6775,6775,6577,6647,36404,35650.0,4611966.0
2016-08-24,6646,6861,6586,6758,34427,36250.0,4611966.0
2016-08-25,6706,6818,6577,6672,34767,35789.0,4611966.0
2016-08-26,6715,6741,6388,6440,46669,34544.0,4611966.0
2016-08-29,6328,6448,6018,6131,74352,32883.0,4611966.0
2016-08-30,6130,6190,5932,5993,58452,32145.0,4611966.0
2016-08-31,6139,6190,5675,5744,87200,30808.0,4611966.0
2016-09-01,5795,5795,5571,5770,55165,30946.0,4611966.0
2016-09-02,5494,5554,5262,5288,360420,56727.0,9223932.0
2016-09-05,5288,5322,5055,5116,265468,54882.0,9223932.0
2016-09-06,5141,5150,4866,4944,224940,53038.0,9223932.0
2016-09-07,4935,4961,4754,4824,176739,51746.0,9223932.0
2016-09-08,4901,5159,4832,4841,291494,51931.0,9223932.0
2016-09-09,4849,4935,4754,4936,89884,52945.0,9223932.0
2016-09-12,4918,4918,4797,4875,58196,52300.0,9223932.0
2016-09-13,5055,5141,4858,4987,157959,53499.0,9223932.0
2016-09-19,5038,5081,4935,5022,65242,53868.0,9223932.0
2016-09-20,5081,5116,4935,5022,60963,53868.0,9223932.0
2016-09-21,5021,5116,4935,5116,108401,54882.0,9223932.0
2016-09-22,5202,5399,5073,5374,289760,57650.0,9223932.0
2016-09-23,5391,5434,5236,5400,127858,57926.0,9223932.0
2016-09-26,5399,5494,5262,5374,85099,57650.0,9223932.0
2016-09-27,5374,5374,5159,5228,102109,56082.0,9223932.0
2016-09-28,5236,5288,5150,5168,66804,55436.0,9223932.0
2016-09-29,5193,5245,5107,5168,58098,55436.0,9223932.0
2016-09-30,5081,5210,5081,5159,71311,55344.0,9223932.0
2016-10-04,5176,5202,5090,5176,28125,55528.0,9223932.0
2016-10-05,5176,5339,5167,5245,67627,56266.0,9223932.0
2016-10-06,5313,5425,5262,5331,136794,57188.0,9223932.0
2016-10-07,5391,5391,5236,5271,50834,56543.0,9223932.0
2016-10-10,5270,5331,5176,5219,42029,55989.0,9223932.0
2016-10-11,5193,5296,5150,5245,35058,56266.0,9223932.0
2016-10-12,5245,5348,5176,5279,46132,56635.0,9223932.0
2016-10-13,5279,5313,5202,5288,39554,56727.0,9223932.0
2016-10-14,5270,5288,5141,5245,39112,56266.0,9223932.0
2016-10-17,5245,5245,5021,5150,58614,55251.0,9223932.0
2016-10-18,5202,5210,4901,5073,77391,54421.0,9223932.0
2016-10-19,5090,5116,4858,4910,90668,52669.0,9223932.0
2016-10-20,4909,4944,4823,4918,53461,52761.0,9223932.0
2016-10-21,4952,4995,4875,4979,27798,53407.0,9223932.0
2016-10-24,4978,5073,4901,4970,53982,53314.0,9223932.0
2016-10-25,4969,5073,4772,4858,67903,52115.0,9223932.0
2016-10-26,4858,4858,4600,4729,57640,50732.0,9223932.0
2016-10-27,4608,4772,4600,4738,71584,50824.0,9223932.0
2016-10-28,4711,4780,4600,4686,51789,50270.0,9223932.0
2016-10-31,4686,4797,4213,4514,207179,48426.0,9223932.0
2016-11-01,4376,4668,4299,4635,95794,49717.0,9223932.0
2016-11-02,4582,4668,4316,4368,62168,46858.0,9223932.0
2016-11-03,4307,4411,4247,4334,72930,46489.0,9223932.0
2016-11-04,4325,4385,4230,4282,72981,45935.0,9223932.0
2016-11-07,4282,4316,4239,4269,35726,45797.0,9223932.0
2016-11-08,4342,4505,4277,4299,60124,46120.0,9223932.0
2016-11-09,4428,4428,3516,3994,161355,42845.0,9223932.0
2016-11-10,4058,4234,3993,4183,27760,44874.0,9223932.0
2016-11-11,4183,4256,4110,4183,23425,44874.0,9223932.0
2016-11-14,4140,4200,4140,4196,17612,45013.0,9223932.0
2016-11-15,4196,4273,4127,4140,30482,44413.0,9223932.0
2016-11-16,4316,4316,4135,4248,16147,45566.0,9223932.0
2016-11-17,4299,4299,4200,4248,6651,45566.0,9223932.0
2016-11-18,4247,4251,4187,4243,18954,45520.0,9223932.0
2016-11-21,4144,4230,4127,4140,14932,44413.0,9223932.0
2016-11-22,4144,4277,4084,4209,20666,45151.0,9223932.0
2016-11-23,4247,4247,4084,4084,36775,43814.0,9223932.0
2016-11-24,4084,4127,3925,4110,15801,44090.0,9223932.0
2016-11-25,4114,4148,3968,4024,61980,43168.0,9223932.0
2016-11-28,4058,4058,3903,4024,51450,43168.0,9223932.0
2016-11-29,4024,4178,4006,4179,23611,44828.0,9223932.0
2016-11-30,4208,4342,4092,4295,15330,46074.0,9223932.0
2016-12-01,4342,4342,4213,4269,18968,45797.0,9223932.0
2016-12-02,4269,4342,4217,4218,18718,45243.0,9223932.0
2016-12-05,4260,4277,4196,4222,15836,45290.0,9223932.0
2016-12-06,4221,4243,4062,4127,41308,44275.0,9223932.0
2016-12-07,4127,4269,4084,4213,32433,45197.0,9223932.0
2016-12-08,4342,4359,4213,4218,25635,45243.0,9223932.0
2016-12-09,4260,4299,4204,4286,18572,45981.0,9223932.0
2016-12-12,4105,4471,3976,4342,220476,46581.0,9223932.0
2016-12-13,4385,4411,4264,4325,51286,46396.0,9223932.0
2016-12-14,4350,4419,4230,4235,54568,45428.0,9223932.0
2016-12-15,4234,4350,4213,4278,25086,45889.0,9223932.0
2016-12-16,4264,4325,4247,4256,30857,45658.0,9223932.0
2016-12-19,4256,4368,4226,4359,35566,46765.0,9223932.0
2016-12-20,4393,4428,4342,4359,35827,46765.0,9223932.0
2016-12-21,4359,4385,4299,4359,7768,46765.0,9223932.0
2016-12-22,4385,4428,4299,4402,47845,47227.0,9223932.0
2016-12-23,4419,4540,4342,4540,84542,48702.0,9223932.0
2016-12-26,4668,4909,4582,4712,111843,51283.0,9358232.0
2016-12-27,4772,4875,4677,4781,65428,52032.0,9358232.0
2016-12-28,4789,4789,4557,4686,49249,51002.0,9358232.0
2016-12-29,4668,4737,4617,4626,37140,50347.0,9358232.0
2017-01-02,4625,4643,4488,4635,24713,50441.0,9358232.0
2017-01-03,4660,4772,4608,4729,27666,51470.0,9358232.0
2017-01-04,4686,5107,4686,4781,238454,52032.0,9358232.0
2017-01-05,4840,4969,4815,4884,51510,53155.0,9358232.0
2017-01-06,4901,4961,4858,4884,39806,53155.0,9358232.0
2017-01-09,4935,4935,4815,4858,27218,52874.0,9358232.0
2017-01-10,4858,4858,4660,4695,38569,51096.0,9358232.0
2017-01-11,4651,4815,4643,4772,26579,51938.0,9358232.0
2017-01-12,4772,4815,4729,4798,25956,52219.0,9358232.0
