피앤씨테크(237750),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-09-10,6560,7000,6500,6950,31229,45151.0,6496600.0
2019-09-11,6910,7100,6910,7040,26933,45736.0,6496600.0
2019-09-16,7080,7480,7010,7260,59655,47165.0,6496600.0
2019-09-17,7110,7220,7070,7200,21967,46776.0,6496600.0
2019-09-18,7100,7250,7050,7210,12952,46840.0,6496600.0
2019-09-19,7130,7300,7130,7180,7290,46646.0,6496600.0
2019-09-20,7110,7270,7110,7200,8790,46776.0,6496600.0
2019-09-23,7280,7380,7200,7310,14939,47490.0,6496600.0
2019-09-24,7310,7370,7170,7230,8261,46970.0,6496600.0
2019-09-25,7260,7290,6800,6880,16531,44697.0,6496600.0
2019-09-26,6890,7170,6880,7100,13492,46126.0,6496600.0
2019-09-27,7100,7140,6930,7040,6252,45736.0,6496600.0
2019-09-30,6940,7040,6860,7000,5600,45476.0,6496600.0
2019-10-01,6810,7060,6810,7020,6629,45606.0,6496600.0
2019-10-02,7100,7170,6940,7020,9784,45606.0,6496600.0
2019-10-04,6920,7080,6750,6750,14126,43852.0,6496600.0
2019-10-07,6740,6790,6150,6180,29514,40149.0,6496600.0
