대신밸런스제6호스팩(307750),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-12-19,2005,2005,2000,2000,616539,10020.0,5010000.0
2018-12-20,2000,2005,2000,2005,62483,10045.0,5010000.0
2018-12-21,2005,2005,2000,2000,51232,10020.0,5010000.0
2018-12-24,2000,2030,2000,2005,152388,10045.0,5010000.0
2018-12-26,2015,2025,2010,2020,41672,10120.0,5010000.0
2018-12-27,2015,2030,2015,2015,27503,10095.0,5010000.0
2018-12-28,2015,2015,2005,2010,4004,10070.0,5010000.0
2019-01-02,2010,2010,2010,2010,9463,10070.0,5010000.0
2019-01-03,2010,2010,2010,2010,0,10070.0,5010000.0
2019-01-04,2015,2015,2015,2015,100,10095.0,5010000.0
2019-01-07,2010,2010,2010,2010,2,10070.0,5010000.0
2019-01-08,2015,2015,2015,2015,0,10095.0,5010000.0
2019-01-09,2015,2015,2010,2010,302,10070.0,5010000.0
2019-01-10,2010,2010,2010,2010,2500,10070.0,5010000.0
2019-01-11,2010,2020,2005,2005,91801,10045.0,5010000.0
2019-01-14,2005,2005,2005,2005,19999,10045.0,5010000.0
2019-01-15,2005,2005,2005,2005,0,10045.0,5010000.0
2019-01-16,2005,2010,2005,2010,4002,10070.0,5010000.0
2019-01-17,2010,2010,2010,2010,6,10070.0,5010000.0
2019-01-18,2010,2015,2010,2015,6100,10095.0,5010000.0
2019-01-21,2010,2015,2010,2015,1145,10095.0,5010000.0
2019-01-22,2015,2015,2015,2015,2261,10095.0,5010000.0
2019-01-23,2010,2010,2010,2010,2,,
2019-01-24,2010,2015,2010,2015,2513,10095.0,5010000.0
2019-01-25,2015,2015,2015,2015,1294,10095.0,5010000.0
2019-01-28,2015,2015,2015,2015,4,10095.0,5010000.0
2019-01-29,2020,2020,2015,2015,503,10095.0,5010000.0
2019-01-30,2020,2020,2020,2020,1,10120.0,5010000.0
2019-01-31,2020,2020,2020,2020,8806,10120.0,5010000.0
2019-02-01,2020,2020,2015,2015,2641,10095.0,5010000.0
2019-02-07,2020,2020,2015,2015,30,10095.0,5010000.0
2019-02-08,2020,2020,2020,2020,3,10120.0,5010000.0
2019-02-11,2020,2020,2015,2015,6163,10095.0,5010000.0
2019-02-12,2020,2020,2015,2015,1994,10095.0,5010000.0
2019-02-13,2020,2020,2015,2015,101,10095.0,5010000.0
2019-02-14,2020,2020,2010,2015,10021,10095.0,5010000.0
2019-02-15,2020,2025,2015,2025,9892,10145.0,5010000.0
2019-02-18,2025,2025,2015,2015,9992,10095.0,5010000.0
2019-02-19,2020,2025,2020,2025,3269,10145.0,5010000.0
2019-02-20,2020,2025,2020,2025,7102,10145.0,5010000.0
2019-02-21,2025,2025,2015,2015,127,10095.0,5010000.0
2019-02-22,2025,2025,2015,2015,11903,10095.0,5010000.0
2019-02-25,2025,2025,2025,2025,101,10145.0,5010000.0
2019-02-26,2025,2025,2020,2020,3,10120.0,5010000.0
2019-02-27,2025,2025,2015,2015,810,10095.0,5010000.0
2019-02-28,2025,2025,2010,2010,701,10070.0,5010000.0
2019-03-04,2025,2025,2010,2015,795,10095.0,5010000.0
2019-03-05,2025,2025,2010,2015,5703,10095.0,5010000.0
2019-03-06,2025,2025,2015,2015,701,10095.0,5010000.0
2019-03-07,2025,2025,2010,2015,701,10095.0,5010000.0
2019-03-08,2025,2025,2015,2015,5051,10095.0,5010000.0
2019-03-11,2020,2025,2020,2025,3027,10145.0,5010000.0
2019-03-12,2025,2025,2015,2025,312,10145.0,5010000.0
2019-03-13,2025,2025,2020,2020,9743,10120.0,5010000.0
2019-03-14,2020,2025,2010,2015,53006,10095.0,5010000.0
2019-03-15,2025,2025,2015,2020,6,10120.0,5010000.0
2019-03-18,2025,2025,2020,2020,13421,10120.0,5010000.0
2019-03-19,2030,2030,2025,2025,8499,10145.0,5010000.0
2019-03-20,2035,2035,2030,2030,12,10170.0,5010000.0
2019-03-21,2035,2035,2035,2035,2,10195.0,5010000.0
2019-03-22,2035,2035,2015,2020,13318,10120.0,5010000.0
2019-03-25,2035,2035,2020,2020,156,10120.0,5010000.0
2019-03-26,2035,2035,2020,2020,5164,10120.0,5010000.0
2019-03-27,2035,2035,2025,2035,121,10195.0,5010000.0
2019-03-28,2035,2035,2020,2020,12,10120.0,5010000.0
2019-03-29,2035,2035,2020,2030,6170,10170.0,5010000.0
2019-04-01,2035,2035,2025,2025,1990,10145.0,5010000.0
2019-04-02,2035,2035,2025,2025,3489,10145.0,5010000.0
2019-04-03,2035,2035,2025,2030,2202,10170.0,5010000.0
2019-04-04,2035,2035,2020,2020,15135,10120.0,5010000.0
2019-04-05,2030,2030,2025,2025,2310,10145.0,5010000.0
2019-04-08,2035,2035,2030,2030,3413,10170.0,5010000.0
2019-04-09,2030,2030,2030,2030,5002,10170.0,5010000.0
2019-04-10,2035,2035,2025,2025,203,10145.0,5010000.0
2019-04-11,2035,2035,2025,2035,7515,10195.0,5010000.0
2019-04-12,2035,2035,2030,2035,5495,10195.0,5010000.0
2019-04-15,2040,2040,2035,2035,4300,10195.0,5010000.0
2019-04-16,2050,2050,2040,2050,11803,10270.0,5010000.0
2019-04-17,2050,2050,2035,2035,21760,10195.0,5010000.0
2019-04-18,2050,2050,2035,2045,13197,10245.0,5010000.0
2019-04-19,2050,2065,2040,2050,22846,10270.0,5010000.0
2019-04-22,2050,2060,2040,2050,2838,10270.0,5010000.0
2019-04-23,2060,2060,2045,2050,7375,10270.0,5010000.0
2019-04-24,2055,2065,2050,2055,14542,10296.0,5010000.0
2019-04-25,2060,2060,2050,2055,3529,10296.0,5010000.0
2019-04-26,2065,2115,2055,2065,49242,10346.0,5010000.0
2019-04-29,2065,2070,2065,2070,5096,10371.0,5010000.0
2019-04-30,2085,2085,2070,2075,14866,10396.0,5010000.0
2019-05-02,2085,2085,2075,2085,15684,10446.0,5010000.0
2019-05-03,2095,2095,2075,2095,41734,10496.0,5010000.0
2019-05-07,2095,2100,2080,2100,6374,10521.0,5010000.0
2019-05-08,2105,2105,2075,2075,3648,10396.0,5010000.0
2019-05-09,2100,2100,2075,2080,13362,10421.0,5010000.0
2019-05-10,2100,2125,2090,2125,15764,10646.0,5010000.0
2019-05-13,2135,2135,2120,2130,19249,10671.0,5010000.0
2019-05-14,2130,2135,2080,2105,36505,10546.0,5010000.0
2019-05-15,2135,2135,2075,2075,19181,10396.0,5010000.0
2019-05-16,2120,2120,2080,2080,2208,10421.0,5010000.0
2019-05-17,2135,2135,2090,2100,7362,10521.0,5010000.0
2019-05-20,2135,2135,2085,2090,498,10471.0,5010000.0
2019-05-21,2115,2115,2115,2115,724,10596.0,5010000.0
2019-05-22,2135,2135,2080,2100,2621,10521.0,5010000.0
2019-05-23,2140,2140,2115,2115,29,10596.0,5010000.0
2019-05-24,2125,2125,2100,2120,489,10621.0,5010000.0
2019-05-27,2120,2120,2100,2115,6522,10596.0,5010000.0
2019-05-28,2135,2135,2105,2105,3357,10546.0,5010000.0
2019-05-29,2130,2130,2110,2110,3741,10571.0,5010000.0
2019-05-30,2110,2110,2110,2110,718,10571.0,5010000.0
2019-05-31,2140,2140,2105,2105,2589,10546.0,5010000.0
2019-06-03,2115,2540,2100,2100,582733,10521.0,5010000.0
2019-06-04,2120,2135,2095,2095,92630,10496.0,5010000.0
2019-06-05,2110,2110,2095,2105,249633,10546.0,5010000.0
2019-06-07,2115,2115,2095,2095,13850,10496.0,5010000.0
2019-06-10,2130,2130,2100,2105,11085,10546.0,5010000.0
2019-06-11,2130,2165,2105,2150,40131,10772.0,5010000.0
2019-06-12,2150,2150,2105,2105,14618,10546.0,5010000.0
