아우딘퓨쳐스(227610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-11-21,14400,14600,12900,13150,109635,77916.0,5925190.0
2017-11-22,13300,13350,12450,12500,52748,74065.0,5925190.0
2017-11-23,12500,13350,12500,12900,94559,76435.0,5925190.0
2017-11-24,13100,13250,12650,13200,50022,78213.0,5925190.0
2017-11-27,13150,16600,13000,14450,981385,85619.0,5925190.0
2017-11-28,14650,14650,13900,14350,188771,85026.0,5925190.0
2017-11-29,14250,15200,13900,15200,403197,90063.0,5925190.0
2017-11-30,15200,15200,14500,14800,161125,87693.0,5925190.0
2017-12-01,14900,15050,14100,14900,154656,88285.0,5925190.0
2017-12-04,14800,14950,14300,14400,64642,85323.0,5925190.0
2017-12-05,14450,14450,13500,13550,110780,80286.0,5925190.0
2017-12-06,13700,14000,13450,13600,74929,80583.0,5925190.0
2017-12-07,13450,13750,13000,13200,58456,78213.0,5925190.0
2017-12-08,13000,13250,12550,12750,44949,75546.0,5925190.0
2017-12-11,12750,13100,12450,12950,26244,76731.0,5925190.0
2017-12-12,13000,13000,12100,12100,54987,71695.0,5925190.0
2017-12-13,12400,12600,12150,12500,33002,74065.0,5925190.0
2017-12-14,12050,12400,12000,12200,77408,122000.0,10000000.0
2017-12-15,12300,12300,11800,11900,58772,119000.0,10000000.0
2017-12-18,12000,12100,11500,11550,79266,115500.0,10000000.0
2017-12-19,11250,11450,11000,11400,102550,114000.0,10000000.0
2017-12-20,11500,11500,10850,10850,41010,108500.0,10000000.0
2017-12-21,10800,11100,10100,10300,77362,103000.0,10000000.0
2017-12-22,10300,10400,10050,10300,62366,103000.0,10000000.0
2017-12-26,10400,10550,9650,9790,117864,97900.0,10000000.0
2017-12-27,9750,10150,9750,10050,65121,100500.0,10000000.0
2017-12-28,10100,10250,9840,9940,80260,99400.0,10000000.0
2018-01-02,10050,10550,9960,10400,56724,104000.0,10000000.0
2018-01-03,10350,10500,10100,10300,50101,103000.0,10000000.0
2018-01-04,10400,10400,9790,9930,73044,99300.0,10000000.0
2018-01-05,9980,10200,9860,10050,51442,100500.0,10000000.0
2018-01-08,10000,12500,9900,11200,554940,112000.0,10000000.0
2018-01-09,11200,12000,10700,11250,356103,112500.0,10000000.0
2018-01-10,11500,13000,11300,11700,529094,117000.0,10000000.0
2018-01-11,11900,12650,11750,12300,161882,123000.0,10000000.0
2018-01-12,12300,12350,11300,11500,162169,115000.0,10000000.0
2018-01-15,11350,11650,11150,11500,85780,115000.0,10000000.0
2018-01-16,11450,11900,11300,11750,96979,117500.0,10000000.0
2018-01-17,11750,12150,11600,11750,92909,117500.0,10000000.0
2018-01-18,12150,12150,11700,11750,74936,117500.0,10000000.0
2018-01-19,11950,13350,11850,13050,440903,130500.0,10000000.0
2018-01-22,12900,14350,12700,13650,476784,136500.0,10000000.0
2018-01-23,13700,13850,13000,13000,166718,130000.0,10000000.0
2018-01-24,12900,13350,12800,13200,128351,132000.0,10000000.0
2018-01-25,13000,13450,12800,13100,74243,131000.0,10000000.0
2018-01-26,13050,13150,12800,12900,112543,129000.0,10000000.0
2018-01-29,13400,14950,13250,14150,637797,141500.0,10000000.0
2018-01-30,14200,14550,13800,14100,136316,141000.0,10000000.0
2018-01-31,14000,14500,13800,13900,100171,139000.0,10000000.0
2018-02-01,13650,15000,13650,14750,309384,147500.0,10000000.0
2018-02-02,14750,16000,14600,15600,524267,156000.0,10000000.0
2018-02-05,15400,16950,14100,14650,607815,146500.0,10000000.0
2018-02-06,13400,15000,12950,15000,501254,150000.0,10000000.0
2018-02-07,15300,15450,13550,13550,291587,135500.0,10000000.0
2018-02-08,13750,14250,13200,13250,173797,132500.0,10000000.0
2018-02-09,12700,13400,12500,12800,260283,128000.0,10000000.0
2018-02-12,12700,13300,12400,13050,244530,130500.0,10000000.0
2018-02-13,13300,14300,13250,13400,338153,134000.0,10000000.0
2018-02-14,13550,13750,13350,13700,143308,137000.0,10000000.0
2018-02-19,13750,14450,13750,14450,169467,144500.0,10000000.0
2018-02-20,14500,14500,14100,14250,138024,142500.0,10000000.0
2018-02-21,14350,14650,13850,14250,107492,142500.0,10000000.0
2018-02-22,14250,14250,13350,14050,258712,140500.0,10000000.0
2018-02-23,14150,14150,13300,14100,259067,141000.0,10000000.0
2018-02-26,14250,14650,13900,13900,414866,139000.0,10000000.0
2018-02-27,13950,14000,13300,13300,158244,133000.0,10000000.0
2018-02-28,13000,13650,13000,13650,92006,136500.0,10000000.0
2018-03-02,13300,13750,13150,13400,109762,134000.0,10000000.0
2018-03-05,13400,13600,13000,13300,106160,133000.0,10000000.0
2018-03-06,13400,13800,13150,13750,107977,137500.0,10000000.0
2018-03-07,13900,14000,13600,13700,125627,137000.0,10000000.0
2018-03-08,13700,14550,13600,14500,232538,145000.0,10000000.0
2018-03-09,14650,15000,14550,14650,386571,146500.0,10000000.0
2018-03-12,14650,14850,14350,14500,169251,145000.0,10000000.0
2018-03-13,14450,14600,14150,14600,188369,146000.0,10000000.0
2018-03-14,14450,14800,14450,14500,165907,145000.0,10000000.0
2018-03-15,14500,14600,14200,14500,97093,145000.0,10000000.0
2018-03-16,14500,14550,14150,14200,106731,142000.0,10000000.0
2018-03-19,14150,14200,13300,13300,182386,133000.0,10000000.0
2018-03-20,13150,13750,13050,13750,78490,137500.0,10000000.0
2018-03-21,13700,13950,13400,13950,90537,139500.0,10000000.0
2018-03-22,13950,14200,13550,13850,140920,138500.0,10000000.0
2018-03-23,13300,13650,12650,12850,152787,128500.0,10000000.0
2018-03-26,12800,13100,12500,13050,133417,130500.0,10000000.0
2018-03-27,13150,13600,12950,13500,165861,135000.0,10000000.0
2018-03-28,13300,13750,13250,13500,92886,135000.0,10000000.0
2018-03-29,13500,13750,13000,13400,146965,134000.0,10000000.0
2018-03-30,13600,14950,13250,14550,919785,145500.0,10000000.0
2018-04-02,15050,16300,15000,15900,1154822,159000.0,10000000.0
2018-04-03,15900,16750,15550,16550,609491,165500.0,10000000.0
2018-04-04,16600,16650,15450,15900,342540,159000.0,10000000.0
2018-04-05,15850,16250,15600,16250,199425,162500.0,10000000.0
2018-04-06,16050,17650,15750,17000,371013,170000.0,10000000.0
2018-04-09,17050,18150,16800,18100,411371,181000.0,10000000.0
2018-04-10,17850,19200,17500,18250,317131,182500.0,10000000.0
2018-04-11,18250,19050,17950,18400,229203,184000.0,10000000.0
2018-04-12,18650,18800,17300,18000,339498,180000.0,10000000.0
2018-04-13,18000,18400,17650,18250,95682,182500.0,10000000.0
2018-04-16,18850,19450,18400,19000,260689,190000.0,10000000.0
2018-04-17,19700,19750,18050,18600,323103,186000.0,10000000.0
2018-04-18,18650,18750,17800,18700,229432,187000.0,10000000.0
2018-04-19,19000,19050,18200,18300,158118,183000.0,10000000.0
2018-04-20,18350,18850,18050,18200,98613,182000.0,10000000.0
2018-04-23,18250,18500,17900,18200,79740,182000.0,10000000.0
2018-04-24,18200,19000,18050,18550,152460,185500.0,10000000.0
2018-04-25,18200,18650,18050,18250,64860,182500.0,10000000.0
2018-04-26,18250,18750,18200,18500,50210,185000.0,10000000.0
2018-04-27,18500,18800,18300,18800,48267,188000.0,10000000.0
2018-04-30,18750,19500,18250,19350,179868,193500.0,10000000.0
2018-05-02,19400,19500,18500,18550,152571,185500.0,10000000.0
2018-05-03,18350,18900,18150,18200,101070,182000.0,10000000.0
2018-05-04,18750,20000,18400,19650,325376,196500.0,10000000.0
2018-05-08,20200,21750,19850,20000,358936,200000.0,10000000.0
2018-05-09,20300,20550,19100,19800,203073,198000.0,10000000.0
2018-05-10,19700,19900,18900,19100,144012,191000.0,10000000.0
2018-05-11,19300,20250,19200,19500,115046,195000.0,10000000.0
2018-05-14,19600,19850,18800,18850,93580,188500.0,10000000.0
2018-05-15,19800,20650,19100,20500,342676,205000.0,10000000.0
2018-05-16,20400,20900,19800,20450,153366,204500.0,10000000.0
2018-05-17,20750,21200,19700,19800,139127,198000.0,10000000.0
2018-05-18,19850,21450,19850,21350,239593,213500.0,10000000.0
2018-05-21,21550,24350,21400,23250,512812,232500.0,10000000.0
2018-05-23,23100,24450,22950,23150,190895,231500.0,10000000.0
2018-05-24,22950,23450,22350,22650,105954,226500.0,10000000.0
2018-05-25,21900,22900,21000,22150,235515,221500.0,10000000.0
2018-05-28,22200,22650,21550,22050,106668,220500.0,10000000.0
2018-05-29,21650,23650,21650,22200,211224,222000.0,10000000.0
2018-05-30,22450,22600,21450,22050,108993,220500.0,10000000.0
2018-05-31,23100,23950,22550,23600,288125,236000.0,10000000.0
2018-06-01,23600,24450,23050,23400,162406,234000.0,10000000.0
2018-06-04,23550,24850,23150,24450,121154,244500.0,10000000.0
2018-06-05,24200,24550,23650,24200,99479,242000.0,10000000.0
2018-06-07,24300,24350,23250,23500,94972,235000.0,10000000.0
2018-06-08,23500,23500,22600,22600,71364,226000.0,10000000.0
2018-06-11,22250,23150,22150,22600,49403,226000.0,10000000.0
2018-06-12,22350,23700,22350,23150,70485,231500.0,10000000.0
2018-06-14,22950,23250,22500,23000,44649,230000.0,10000000.0
2018-06-15,22800,23700,22800,23200,43690,232000.0,10000000.0
2018-06-18,22950,23150,19800,21300,268111,213000.0,10000000.0
2018-06-19,21400,21400,19700,21250,194681,212500.0,10000000.0
2018-06-20,21100,22650,21100,22400,145063,224000.0,10000000.0
2018-06-21,22850,24250,22200,23800,185137,238000.0,10000000.0
2018-06-22,23700,25250,23300,23400,182999,234000.0,10000000.0
2018-06-25,23650,24250,22550,23900,102203,239000.0,10000000.0
2018-06-26,23550,23850,22850,23800,58695,238000.0,10000000.0
2018-06-27,23800,24900,23450,24550,163077,245500.0,10000000.0
2018-06-28,24350,25050,23600,24900,185876,249000.0,10000000.0
2018-06-29,24550,26900,24550,26150,286176,261500.0,10000000.0
2018-07-02,26200,27950,26200,27050,406772,270500.0,10000000.0
2018-07-03,27650,28450,26300,27200,363130,272000.0,10000000.0
2018-07-04,27000,27700,26200,27700,146473,277000.0,10000000.0
2018-07-05,27700,27700,26750,27300,80119,273000.0,10000000.0
2018-07-06,27300,27650,26300,26550,87343,265500.0,10000000.0
2018-07-09,26800,26950,25700,26450,122536,264500.0,10000000.0
2018-07-10,26450,26800,25700,26350,67506,263500.0,10000000.0
2018-07-11,26300,26850,25900,26000,48147,260000.0,10000000.0
2018-07-12,26000,26250,25100,25450,101379,254500.0,10000000.0
2018-07-13,25650,26500,25400,26300,89068,263000.0,10000000.0
2018-07-16,26300,26400,25450,25750,75930,257500.0,10000000.0
2018-07-17,25750,26300,25500,25500,68097,255000.0,10000000.0
2018-07-18,25500,25650,23350,23600,174166,236000.0,10000000.0
2018-07-19,23650,23900,21700,22100,184273,221000.0,10000000.0
2018-07-20,21950,23450,21950,23350,90411,233500.0,10000000.0
2018-07-23,23650,23750,21600,21900,76965,219000.0,10000000.0
2018-07-24,21950,22900,21600,22700,63475,227000.0,10000000.0
2018-07-25,22700,23150,20950,22000,95354,220000.0,10000000.0
2018-07-26,21550,23300,21450,23200,76465,232000.0,10000000.0
2018-07-27,23200,24200,22850,23950,44286,239500.0,10000000.0
2018-07-30,23700,24900,23500,24550,91026,245500.0,10000000.0
2018-07-31,24200,25200,23400,23500,66846,235000.0,10000000.0
2018-08-01,23850,25400,23350,25300,95414,253000.0,10000000.0
2018-08-02,25850,25850,24050,24250,99049,242500.0,10000000.0
2018-08-03,24800,24800,24100,24200,16707,242000.0,10000000.0
2018-08-06,24250,24450,23750,23750,26426,237500.0,10000000.0
2018-08-07,23850,24150,22750,23350,49833,233500.0,10000000.0
2018-08-08,23050,23400,22650,22800,34142,228000.0,10000000.0
2018-08-09,22650,23050,21550,23000,123491,230000.0,10000000.0
2018-08-10,23000,23150,21700,22600,81264,226000.0,10000000.0
2018-08-13,22500,22900,21400,21550,70850,215500.0,10000000.0
2018-08-14,21550,22200,21300,21800,50639,218000.0,10000000.0
2018-08-16,21050,22950,20900,22650,44400,226500.0,10000000.0
2018-08-17,22700,23150,22400,22950,40067,229500.0,10000000.0
2018-08-20,22800,23350,22250,22800,21372,228000.0,10000000.0
2018-08-21,22650,22800,22200,22300,53823,223000.0,10000000.0
2018-08-22,22200,22950,22150,22200,25111,222000.0,10000000.0
2018-08-23,22600,23550,22450,22750,83952,227500.0,10000000.0
2018-08-24,22950,23100,22100,22250,53541,222500.0,10000000.0
2018-08-27,22250,22750,21500,22650,67720,226500.0,10000000.0
2018-08-28,22850,23000,22000,22050,84386,220500.0,10000000.0
2018-08-29,21950,22700,21750,22000,80123,220000.0,10000000.0
2018-08-30,22500,23750,22400,23200,184677,232000.0,10000000.0
2018-08-31,23150,23700,22750,23350,68847,233500.0,10000000.0
2018-09-03,23350,24950,23350,24400,121915,244000.0,10000000.0
2018-09-04,24250,24550,24150,24450,43588,244500.0,10000000.0
2018-09-05,24400,24700,23550,23700,51683,237000.0,10000000.0
2018-09-06,23700,23850,23200,23850,47489,238500.0,10000000.0
2018-09-07,23900,24800,23900,24050,65989,240500.0,10000000.0
2018-09-10,24350,24350,22850,23000,76156,230000.0,10000000.0
2018-09-11,22800,23450,22600,23200,50962,232000.0,10000000.0
2018-09-12,23600,23600,22600,23150,41020,231500.0,10000000.0
2018-09-13,23050,23250,22500,22700,36333,227000.0,10000000.0
2018-09-14,22700,23000,22200,22400,28438,224000.0,10000000.0
2018-09-17,22400,22500,21750,22100,34762,221000.0,10000000.0
2018-09-18,21600,22000,21400,21450,57785,214500.0,10000000.0
2018-09-19,21450,21800,20400,20400,72905,204000.0,10000000.0
2018-09-20,20500,20800,18600,19000,215665,190000.0,10000000.0
2018-09-21,19200,20300,18550,19150,184832,191500.0,10000000.0
2018-09-27,19250,19350,18600,18650,61694,186500.0,10000000.0
2018-09-28,19000,19000,17950,18850,69839,188500.0,10000000.0
2018-10-01,19050,19650,18450,19550,99701,195500.0,10000000.0
2018-10-02,19500,19800,18700,18850,55323,188500.0,10000000.0
2018-10-04,18850,19000,17400,17650,85442,176500.0,10000000.0
2018-10-05,17350,17450,16700,16950,73322,169500.0,10000000.0
2018-10-08,16950,17500,16150,16250,85812,162500.0,10000000.0
2018-10-10,16250,16550,15100,15200,186262,152000.0,10000000.0
2018-10-11,14550,14850,13650,13800,240980,138000.0,10000000.0
2018-10-12,13900,14150,13500,14000,139411,140000.0,10000000.0
2018-10-15,14050,14300,13700,13750,92048,137500.0,10000000.0
2018-10-16,13900,14400,13550,14050,122540,140500.0,10000000.0
2018-10-17,14500,14700,13650,13900,111102,139000.0,10000000.0
2018-10-18,13900,13950,12850,12950,171901,129500.0,10000000.0
2018-10-19,12950,13100,12300,13050,173712,130500.0,10000000.0
2018-10-22,13050,13550,12900,13150,133163,131500.0,10000000.0
2018-10-23,13150,13250,12550,12650,71776,126500.0,10000000.0
2018-10-24,12800,13200,12400,12700,71618,127000.0,10000000.0
2018-10-25,12350,12600,11800,12450,156432,124500.0,10000000.0
2018-10-26,12800,12900,11650,11950,159618,119500.0,10000000.0
2018-10-29,11900,12600,11300,11300,111285,113000.0,10000000.0
2018-10-30,11000,12600,11000,12200,77631,122000.0,10000000.0
2018-10-31,12200,12550,11750,12500,53804,125000.0,10000000.0
2018-11-01,12700,13150,12500,12900,130926,129000.0,10000000.0
2018-11-02,13050,13850,13050,13400,260251,134000.0,10000000.0
2018-11-05,13400,13400,12700,13300,82402,133000.0,10000000.0
2018-11-06,13400,13550,12950,13550,68206,135500.0,10000000.0
2018-11-07,13500,13950,13200,13500,149535,135000.0,10000000.0
2018-11-08,13600,14400,13500,14250,177290,142500.0,10000000.0
2018-11-09,14200,14300,13750,14150,107624,141500.0,10000000.0
2018-11-12,14100,14100,13750,14050,69227,140500.0,10000000.0
2018-11-13,13550,15050,13350,14500,105849,145000.0,10000000.0
2018-11-14,14500,14550,14050,14100,49366,141000.0,10000000.0
2018-11-15,14250,15600,14150,15350,296727,153500.0,10000000.0
2018-11-16,15600,16400,15300,16250,372169,162500.0,10000000.0
2018-11-19,16200,16750,15950,16450,129969,164500.0,10000000.0
2018-11-20,15950,16100,15650,15700,63195,157000.0,10000000.0
2018-11-21,15250,16600,15000,16300,137128,163000.0,10000000.0
2018-11-22,16600,16800,15950,16000,103866,160000.0,10000000.0
2018-11-23,16000,16300,15700,16000,47542,160000.0,10000000.0
2018-11-26,16000,16800,15700,16250,92104,162500.0,10000000.0
2018-11-27,16500,17450,16150,17300,173670,173000.0,10000000.0
2018-11-28,17400,18550,17150,17900,190263,179000.0,10000000.0
2018-11-29,18300,18750,17250,17550,126706,175500.0,10000000.0
2018-11-30,17550,17750,16100,16550,213603,165500.0,10000000.0
2018-12-03,16800,17000,15850,16050,174884,160500.0,10000000.0
2018-12-04,16200,16500,15500,15800,125524,158000.0,10000000.0
2018-12-05,15350,15600,14700,14700,144255,147000.0,10000000.0
2018-12-06,14850,15050,14050,14200,78305,142000.0,10000000.0
2018-12-07,14400,15000,14200,14550,59727,145500.0,10000000.0
2018-12-10,14200,14400,13600,13750,89734,137500.0,10000000.0
2018-12-11,13850,14100,13500,13900,56197,139000.0,10000000.0
2018-12-12,14150,14850,14000,14700,101444,147000.0,10000000.0
2018-12-13,14750,14750,14450,14750,44079,147500.0,10000000.0
2018-12-14,14700,14750,13950,14000,68470,140000.0,10000000.0
2018-12-17,13750,14250,13550,14000,46851,140000.0,10000000.0
2018-12-18,13700,14250,13600,14150,56898,141500.0,10000000.0
2018-12-19,14150,15600,14100,15500,133270,155000.0,10000000.0
2018-12-20,15550,15600,15000,15350,57670,153500.0,10000000.0
2018-12-21,15200,15350,14850,15000,49531,150000.0,10000000.0
2018-12-24,14800,15200,14500,14750,32911,147500.0,10000000.0
2018-12-26,14050,14750,14000,14400,66098,144000.0,10000000.0
2018-12-27,15050,15700,14750,15100,144602,151000.0,10000000.0
2018-12-28,15150,16000,15100,15750,121455,157500.0,10000000.0
2019-01-02,15950,16050,14800,14850,77463,148500.0,10000000.0
2019-01-03,14900,14900,13900,14050,126899,140500.0,10000000.0
2019-01-04,14050,14400,13850,14150,76554,141500.0,10000000.0
2019-01-07,14500,14550,14050,14100,57197,141000.0,10000000.0
2019-01-08,14150,14700,14150,14400,76965,144000.0,10000000.0
2019-01-09,14500,15000,14450,14700,78791,147000.0,10000000.0
2019-01-10,14700,14900,14500,14650,33985,146500.0,10000000.0
2019-01-11,14750,15200,14350,15150,96902,151500.0,10000000.0
2019-01-14,15100,15700,14950,15200,108511,152000.0,10000000.0
2019-01-15,15550,15650,14900,15000,70553,150000.0,10000000.0
2019-01-16,14950,15100,14800,14900,57538,149000.0,10000000.0
2019-01-17,14850,14950,14150,14200,98112,142000.0,10000000.0
2019-01-18,14350,14650,14050,14500,67345,145000.0,10000000.0
2019-01-21,14500,14850,14300,14450,46128,144500.0,10000000.0
2019-01-22,14550,14550,14100,14350,38263,143500.0,10000000.0
2019-01-23,14150,15100,14100,14900,80522,149000.0,10000000.0
2019-01-24,15150,15150,14550,14650,37860,146500.0,10000000.0
2019-01-25,14700,14700,14150,14400,92354,144000.0,10000000.0
2019-01-28,14500,14500,14250,14350,32944,143500.0,10000000.0
2019-01-29,14300,14550,14200,14200,46586,142000.0,10000000.0
2019-01-30,14200,14400,14000,14150,44535,141500.0,10000000.0
2019-01-31,14200,14400,13950,14200,42023,142000.0,10000000.0
2019-02-01,14200,14300,13950,14000,45902,140000.0,10000000.0
2019-02-07,14100,14150,13850,13900,52491,139000.0,10000000.0
2019-02-08,13800,13900,13400,13550,88197,135500.0,10000000.0
2019-02-11,13550,13600,12800,12900,142795,129000.0,10000000.0
2019-02-12,12900,12950,12300,12750,103350,127500.0,10000000.0
2019-02-13,12800,12850,12250,12500,172423,125000.0,10000000.0
2019-02-14,12500,13100,12500,12850,180762,128500.0,10000000.0
2019-02-15,12850,13600,12750,13500,224321,135000.0,10000000.0
2019-02-18,13700,13800,13300,13500,130917,135000.0,10000000.0
2019-02-19,13550,13800,13300,13550,99894,135500.0,10000000.0
2019-02-20,13600,14400,13500,14400,249541,144000.0,10000000.0
2019-02-21,14550,14850,14300,14500,168550,145000.0,10000000.0
2019-02-22,14500,14750,14100,14500,135328,145000.0,10000000.0
2019-02-25,14750,14800,14350,14550,161377,145500.0,10000000.0
2019-02-26,14750,15000,14150,14400,130059,144000.0,10000000.0
2019-02-27,14450,14500,14200,14400,51759,144000.0,10000000.0
2019-02-28,14400,14400,13350,13550,114338,135500.0,10000000.0
2019-03-04,13800,14400,13750,14250,105201,142500.0,10000000.0
2019-03-05,14350,15150,14300,14900,378434,149000.0,10000000.0
2019-03-06,14900,15250,14550,14800,157772,148000.0,10000000.0
2019-03-07,14650,15200,14350,14600,158324,146000.0,10000000.0
2019-03-08,14300,14750,14200,14350,106480,143500.0,10000000.0
2019-03-11,14150,14250,13000,13300,307106,133000.0,10000000.0
2019-03-12,13450,13600,13050,13350,86912,133500.0,10000000.0
2019-03-13,13350,13550,13100,13100,116290,131000.0,10000000.0
2019-03-14,13300,13300,12700,13050,178936,130500.0,10000000.0
2019-03-15,13050,13700,13000,13300,181780,133000.0,10000000.0
2019-03-18,13500,13850,13400,13850,114652,138500.0,10000000.0
2019-03-19,14000,14150,13750,13900,111056,139000.0,10000000.0
2019-03-20,13850,13950,13200,13550,74208,135500.0,10000000.0
2019-03-21,13550,13700,13150,13350,55804,133500.0,10000000.0
2019-03-22,13400,13550,13200,13400,42453,134000.0,10000000.0
2019-03-25,13150,13350,12800,13050,76136,130500.0,10000000.0
2019-03-26,13050,13250,12800,12900,59599,129000.0,10000000.0
2019-03-27,13000,13200,12400,12700,104415,127000.0,10000000.0
2019-03-28,12600,12600,12350,12550,75773,125500.0,10000000.0
2019-03-29,12450,12750,12350,12750,43576,127500.0,10000000.0
2019-04-01,12850,13100,12700,12700,47817,127000.0,10000000.0
2019-04-02,12800,13150,12700,12950,75254,129500.0,10000000.0
2019-04-03,12850,13050,12550,12650,90744,126500.0,10000000.0
2019-04-04,12750,13050,12550,12850,83566,128500.0,10000000.0
