뉴파워프라즈마(144960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-08-28,14800,15250,14800,15250,9507,125818.0,8250337.0
2019-08-29,15200,15450,14850,15350,7184,126643.0,8250337.0
2019-08-30,15450,15600,14600,15100,52604,124580.0,8250337.0
2019-09-02,15250,15250,14600,14850,26082,122518.0,8250337.0
2019-09-03,14850,15050,14500,14950,28141,123343.0,8250337.0
2019-09-04,15050,16350,14950,16250,125286,134068.0,8250337.0
2019-09-05,16200,16600,15850,16550,33714,136543.0,8250337.0
2019-09-06,17450,17500,15900,16250,63331,134068.0,8250337.0
2019-09-09,16150,16500,16000,16400,20802,135306.0,8250337.0
2019-09-10,16400,16900,16050,16700,34660,137781.0,8250337.0
2019-09-11,16550,16900,16400,16900,20461,139431.0,8250337.0
2019-09-16,16900,16900,16200,16600,23890,136956.0,8250337.0
2019-09-17,16600,16750,16250,16750,24333,138193.0,8250337.0
2019-09-18,16800,17350,16200,17250,47995,142318.0,8250337.0
2019-09-19,17050,18750,17050,18150,183927,149744.0,8250337.0
2019-09-20,18150,19750,18150,19400,244991,160057.0,8250337.0
2019-09-23,19400,19450,18850,19200,52053,158406.0,8250337.0
2019-09-24,19000,19800,18450,18550,91080,153044.0,8250337.0
2019-09-25,18450,18900,18150,18250,54145,150569.0,8250337.0
2019-09-26,18250,18750,18100,18750,44954,154694.0,8250337.0
2019-09-27,18500,18550,17900,17950,36527,148094.0,8250337.0
2019-09-30,17850,18400,17750,18400,17253,151806.0,8250337.0
2019-10-01,18150,18400,17900,18400,24477,151806.0,8250337.0
2019-10-02,18150,18400,17800,18400,31473,151806.0,8250337.0
2019-10-04,18000,18450,17950,18400,15443,151806.0,8250337.0
2019-10-07,18400,18650,17950,18650,32783,,
