모바일리더(100030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-01-31,13050,13450,12450,13350,358697,43838.0,3283714.0
2012-02-01,13350,13800,12500,12500,355169,41046.0,3283714.0
2012-02-02,12500,12950,11900,12750,544367,41867.0,3283714.0
2012-02-03,12600,13350,12200,12200,393973,40061.0,3283714.0
2012-02-06,12500,13200,12000,12900,382752,42360.0,3283714.0
2012-02-07,12700,14000,12500,13150,775436,43181.0,3283714.0
2012-02-08,13100,13300,12400,12450,303084,40882.0,3283714.0
2012-02-09,12600,13100,11950,12800,343733,42032.0,3283714.0
2012-02-10,12600,12600,11250,11250,205892,36942.0,3283714.0
2012-02-13,11350,11500,11050,11350,157709,37270.0,3283714.0
2012-02-14,11350,11750,11350,11700,119435,38419.0,3283714.0
2012-02-15,11750,12350,11300,11400,313193,37434.0,3283714.0
2012-02-16,11500,11700,11250,11300,93683,37106.0,3283714.0
2012-02-17,11450,12000,11350,11450,162879,37599.0,3283714.0
2012-02-20,11500,11850,11450,11800,102070,38748.0,3283714.0
2012-02-21,11800,12200,11600,11800,153879,38748.0,3283714.0
2012-02-22,11850,12050,11300,11550,122485,37927.0,3283714.0
2012-02-23,11300,11400,10750,10750,121326,35300.0,3283714.0
2012-02-24,10750,11150,10550,10650,98214,34972.0,3283714.0
2012-02-27,10550,10800,10150,10450,69020,34315.0,3283714.0
2012-02-28,10150,10450,10000,10050,81169,33001.0,3283714.0
2012-02-29,10250,11550,10150,11050,364516,36285.0,3283714.0
2012-03-02,10900,11300,10550,10800,92454,35464.0,3283714.0
2012-03-05,10850,10900,10500,10550,44677,34643.0,3283714.0
2012-03-06,10600,10650,9720,10000,78078,32837.0,3283714.0
2012-03-07,9700,10500,9700,10500,58735,34479.0,3283714.0
2012-03-08,10450,11250,10250,11000,100013,36121.0,3283714.0
2012-03-09,11100,11150,10750,11150,39703,36613.0,3283714.0
2012-03-12,11250,11650,10950,11200,122644,36778.0,3283714.0
2012-03-13,11400,11650,11200,11250,90773,36942.0,3283714.0
2012-03-14,11350,12400,11250,11450,299381,37599.0,3283714.0
2012-03-15,11400,11900,11200,11600,79164,38091.0,3283714.0
2012-03-16,11800,12000,11100,11150,94686,36613.0,3283714.0
2012-03-19,11150,11450,10750,10850,89835,35628.0,3283714.0
2012-03-20,10950,10950,10350,10350,89701,33986.0,3283714.0
2012-03-21,10150,10500,9990,10100,87568,33166.0,3283714.0
2012-03-22,10250,10250,9850,9950,53744,32673.0,3283714.0
2012-03-23,9860,10400,9860,10350,107676,33986.0,3283714.0
2012-03-26,10500,11800,10300,10700,443597,35136.0,3283714.0
2012-03-27,11000,11400,10150,10500,254737,34479.0,3283714.0
2012-03-28,10400,11000,10300,10550,167290,34643.0,3283714.0
2012-03-29,10500,10900,10150,10300,107841,33822.0,3283714.0
2012-03-30,10200,10550,9920,10500,102149,34479.0,3283714.0
2012-04-02,10650,10700,10000,10300,54219,33822.0,3283714.0
2012-04-03,10350,10350,9810,9900,54078,32509.0,3283714.0
2012-04-04,9860,10100,9310,9450,54628,31031.0,3283714.0
2012-04-05,9190,9450,8650,8880,72510,29159.0,3283714.0
2012-04-06,8880,9090,8360,8360,58393,27452.0,3283714.0
2012-04-09,8110,8270,7430,7520,71977,24694.0,3283714.0
2012-04-10,7520,7850,7450,7650,68089,25120.0,3283714.0
2012-04-12,7670,7930,7400,7600,26699,24956.0,3283714.0
2012-04-13,7670,8100,7540,8050,41864,26434.0,3283714.0
2012-04-16,8130,8330,8080,8240,46715,27058.0,3283714.0
2012-04-17,8150,8270,7960,8100,21743,26598.0,3283714.0
2012-04-18,8190,8300,8040,8070,26980,26500.0,3283714.0
2012-04-19,8100,8160,7830,7830,21632,25711.0,3283714.0
2012-04-20,8200,8240,7640,7790,40004,25580.0,3283714.0
2012-04-23,7950,7950,7700,7790,21777,25580.0,3283714.0
2012-04-24,7780,7960,7520,7910,21267,25974.0,3283714.0
2012-04-25,7720,8060,7710,7810,15970,25646.0,3283714.0
2012-04-26,7830,7970,7660,7780,15296,25547.0,3283714.0
2012-04-27,7880,8010,7620,7850,32173,25777.0,3283714.0
2012-04-30,7750,8100,7660,7800,34627,25613.0,3283714.0
2012-05-02,7810,8040,7810,8000,17302,26270.0,3283714.0
2012-05-03,8110,8900,8090,8640,88156,28371.0,3283714.0
2012-05-04,8520,8660,8250,8510,47582,27944.0,3283714.0
2012-05-07,8450,8500,8150,8180,29267,26861.0,3283714.0
2012-05-08,8210,8330,8020,8320,31916,27321.0,3283714.0
2012-05-09,8300,8540,8150,8440,47645,27715.0,3283714.0
2012-05-10,8450,8570,8360,8410,20505,27616.0,3283714.0
2012-05-11,8340,8440,8090,8200,16770,26926.0,3283714.0
2012-05-14,8170,8310,7920,8000,9703,26270.0,3283714.0
2012-05-15,7780,7890,7200,7840,20400,25744.0,3283714.0
2012-05-16,7950,7950,7530,7800,13535,25613.0,3283714.0
2012-05-17,7760,7930,7490,7600,13038,24956.0,3283714.0
2012-05-18,7580,7660,7010,7010,12744,23019.0,3283714.0
2012-05-21,7070,7470,7070,7180,9618,23577.0,3283714.0
2012-05-22,7220,7280,7110,7210,28027,23676.0,3283714.0
2012-05-23,7150,7230,7000,7090,12327,23282.0,3283714.0
2012-05-24,7090,7150,6940,7080,23668,23249.0,3283714.0
2012-05-25,7180,7380,7090,7300,24292,23971.0,3283714.0
2012-05-29,7280,7290,7150,7200,16550,23643.0,3283714.0
2012-05-30,7240,7240,7060,7180,15472,23577.0,3283714.0
2012-05-31,7040,7150,7000,7040,6068,23117.0,3283714.0
2012-06-01,7150,7360,7040,7150,25108,23479.0,3283714.0
2012-06-04,6910,7020,6660,6740,18763,22132.0,3283714.0
2012-06-05,6760,6980,6760,6820,8294,22395.0,3283714.0
2012-06-07,6970,7380,6970,7200,40726,23643.0,3283714.0
2012-06-08,7250,7500,7120,7210,36997,23676.0,3283714.0
2012-06-11,7230,7290,7110,7230,31129,23741.0,3283714.0
2012-06-12,7210,7940,7150,7610,73261,24989.0,3283714.0
2012-06-13,7680,7900,7510,7820,32692,25679.0,3283714.0
2012-06-14,8000,8060,7700,8000,47678,26270.0,3283714.0
2012-06-15,8100,8100,7750,7990,19566,26237.0,3283714.0
2012-06-18,8200,8200,7990,8120,12726,26664.0,3283714.0
2012-06-19,8130,8190,7930,7990,19664,26237.0,3283714.0
2012-06-20,7990,8170,7910,8000,21868,26270.0,3283714.0
2012-06-21,8000,8110,7980,8100,22149,26598.0,3283714.0
2012-06-22,8090,8100,7700,7700,21357,25285.0,3283714.0
2012-06-25,7880,8850,7760,8850,124196,29061.0,3283714.0
2012-06-26,9060,10150,9030,9530,646791,31294.0,3283714.0
2012-06-27,9650,9650,9000,9100,133437,29882.0,3283714.0
2012-06-28,9340,9480,8710,8860,97813,29094.0,3283714.0
2012-06-29,8820,9070,8450,9070,44437,29783.0,3283714.0
2012-07-02,9280,9280,8800,8850,38951,29061.0,3283714.0
2012-07-03,8910,8990,8640,8640,23568,28371.0,3283714.0
2012-07-04,8600,8790,8570,8640,29125,28371.0,3283714.0
2012-07-05,8640,8990,8640,8990,30189,29521.0,3283714.0
2012-07-06,8990,9040,8830,8870,19304,29127.0,3283714.0
2012-07-09,8880,8940,8480,8600,37958,28240.0,3283714.0
2012-07-10,8520,8690,8150,8160,32650,26795.0,3283714.0
2012-07-11,8200,9380,8190,9380,151225,30801.0,3283714.0
2012-07-12,10750,10750,10750,10750,21847,35300.0,3283714.0
2012-07-13,12350,12350,11800,12350,1209539,40554.0,3283714.0
2012-07-16,12700,13450,12400,12700,1519526,41703.0,3283714.0
2012-07-17,12600,13500,12400,13300,1031616,43673.0,3283714.0
2012-07-18,13950,13950,11750,11750,1132067,38584.0,3283714.0
2012-07-19,12000,12350,11550,12150,453727,39897.0,3283714.0
2012-07-20,12000,12050,11350,11600,296950,38091.0,3283714.0
2012-07-23,11450,11950,11250,11950,324838,39240.0,3283714.0
2012-07-24,11900,12450,11450,12450,366985,40882.0,3283714.0
2012-07-25,12250,12400,10650,10800,582101,35464.0,3283714.0
2012-07-26,10800,11000,9630,9700,481568,31852.0,3283714.0
2012-07-27,9860,10200,9730,9910,257537,32542.0,3283714.0
2012-07-30,9950,10250,9950,10050,137487,33001.0,3283714.0
2012-07-31,9960,10150,9500,10100,205424,33166.0,3283714.0
2012-08-01,10050,10450,9830,10250,152675,33658.0,3283714.0
2012-08-02,10250,10650,10100,10200,178077,33494.0,3283714.0
2012-08-03,10150,10300,9940,10050,89266,33001.0,3283714.0
2012-08-06,10400,10650,10150,10150,179623,33330.0,3283714.0
2012-08-07,10150,10200,9950,9950,113085,32673.0,3283714.0
2012-08-08,10150,10550,10050,10300,134875,33822.0,3283714.0
2012-08-09,10500,10850,10300,10300,201039,33822.0,3283714.0
2012-08-10,10350,10950,10250,10750,181907,35300.0,3283714.0
2012-08-13,10600,11000,10550,11000,80181,36121.0,3283714.0
2012-08-14,11100,11100,10750,10950,115544,35957.0,3283714.0
2012-08-16,11150,11350,10850,10850,103608,35628.0,3283714.0
2012-08-17,10750,10850,10250,10350,175367,33986.0,3283714.0
2012-08-20,10300,10700,10200,10700,85408,35136.0,3283714.0
2012-08-21,10750,10950,10600,10800,112452,35464.0,3283714.0
2012-08-22,10900,12400,10850,11800,1275594,38748.0,3283714.0
2012-08-23,11750,11900,11250,11600,326314,38091.0,3283714.0
2012-08-24,11550,11800,10450,10650,401042,34972.0,3283714.0
2012-08-27,10750,10950,10450,10500,145201,34479.0,3283714.0
2012-08-28,10450,10850,10350,10800,127555,35464.0,3283714.0
2012-08-29,10850,11300,10550,11000,217084,36121.0,3283714.0
2012-08-30,11150,11950,10950,11050,518019,36285.0,3283714.0
2012-08-31,11150,11650,11150,11300,237991,37106.0,3283714.0
2012-09-03,11650,12100,11350,11350,276323,37270.0,3283714.0
2012-09-04,11350,11450,10800,10950,162467,35957.0,3283714.0
2012-09-05,11200,11200,10700,10800,70218,35464.0,3283714.0
2012-09-06,11000,11000,10650,10750,52118,35300.0,3283714.0
2012-09-07,10800,11200,10500,11200,125499,36778.0,3283714.0
2012-09-10,11300,11800,11000,11600,196380,38091.0,3283714.0
2012-09-11,11500,12400,11300,11950,541891,39240.0,3283714.0
2012-09-12,12100,12250,11700,12000,168637,39405.0,3283714.0
2012-09-13,12100,12450,11700,12450,153027,40882.0,3283714.0
2012-09-14,12450,12500,11650,11900,179392,39076.0,3283714.0
2012-09-17,11850,11900,11350,11500,108384,37763.0,3283714.0
2012-09-18,11650,12250,11450,11900,134983,39076.0,3283714.0
2012-09-19,12550,12900,12100,12100,441868,39733.0,3283714.0
2012-09-20,11900,12100,11750,12050,127759,39569.0,3283714.0
2012-09-21,12200,13450,11900,12300,1066858,40390.0,3283714.0
2012-09-24,12400,13000,12300,12750,352427,41867.0,3283714.0
2012-09-25,12700,12700,11700,11700,207623,38419.0,3283714.0
2012-09-26,11550,11950,10950,11100,147616,36449.0,3283714.0
2012-09-27,11100,11150,10500,10950,112157,35957.0,3283714.0
2012-09-28,10700,10950,10600,10750,61637,35300.0,3283714.0
2012-10-02,10650,11200,10650,11000,77219,36121.0,3283714.0
2012-10-04,11150,11450,10800,11350,73504,37270.0,3283714.0
2012-10-05,11200,11450,10950,11000,68727,36121.0,3283714.0
2012-10-08,11200,11200,10850,10900,48394,35792.0,3283714.0
2012-10-09,11200,12500,11150,12500,177249,41046.0,3283714.0
2012-10-10,13050,13800,12650,13800,801030,45315.0,3283714.0
2012-10-11,13500,13850,13050,13850,354561,45479.0,3283714.0
2012-10-12,14400,14850,13050,13050,657615,42852.0,3283714.0
2012-10-15,12850,13100,11550,12000,333913,39405.0,3283714.0
2012-10-16,12150,12300,11450,11900,126963,39076.0,3283714.0
2012-10-17,11900,12150,11350,11450,138558,37599.0,3283714.0
2012-10-18,11450,11900,10800,10950,160641,35957.0,3283714.0
2012-10-19,11000,11200,10500,11000,121041,36121.0,3283714.0
2012-10-22,10750,11150,10600,11100,81526,36449.0,3283714.0
2012-10-23,11200,11400,10950,11300,75562,37106.0,3283714.0
2012-10-24,11200,11250,10800,11000,88109,36121.0,3283714.0
2012-10-25,11100,11300,10950,11250,70667,36942.0,3283714.0
2012-10-26,11350,11400,10400,10400,94528,34151.0,3283714.0
2012-10-29,10350,10550,10050,10100,55957,33166.0,3283714.0
2012-10-30,9960,10200,9820,9820,79523,32246.0,3283714.0
2012-10-31,9840,10400,9840,10250,62000,33658.0,3283714.0
2012-11-01,10200,10850,9990,10600,124431,34807.0,3283714.0
2012-11-02,10850,10850,10500,10650,36029,34972.0,3283714.0
2012-11-05,10600,11450,10500,10700,90754,35136.0,3283714.0
2012-11-06,10800,10850,10400,10650,52438,34972.0,3283714.0
2012-11-07,10650,10750,10450,10450,38052,34315.0,3283714.0
2012-11-08,10300,10750,10250,10550,39721,34643.0,3283714.0
2012-11-09,10600,10650,10350,10500,25813,34479.0,3283714.0
2012-11-12,10500,10850,10400,10700,30512,35136.0,3283714.0
2012-11-13,10850,11250,10600,10600,109685,34807.0,3283714.0
2012-11-14,10550,10700,10200,10200,52869,33494.0,3283714.0
2012-11-15,10100,10200,9870,9870,50365,32410.0,3283714.0
2012-11-16,9640,10000,9520,9750,34830,32016.0,3283714.0
2012-11-19,9860,9980,9610,9720,19367,31918.0,3283714.0
2012-11-20,9810,10100,9810,10050,24449,33001.0,3283714.0
2012-11-21,10350,10350,9700,9730,41305,31951.0,3283714.0
2012-11-22,9930,9960,9700,9770,26981,32082.0,3283714.0
2012-11-23,9870,9890,9520,9750,30043,32016.0,3283714.0
2012-11-26,9710,9850,9530,9820,31408,32246.0,3283714.0
2012-11-27,9840,9840,9570,9570,32149,31425.0,3283714.0
2012-11-28,9570,9600,9040,9040,50575,29685.0,3283714.0
2012-11-29,9010,9170,8840,8840,40344,29028.0,3283714.0
2012-11-30,8840,9140,8810,9140,23853,30013.0,3283714.0
2012-12-03,9250,9250,9050,9120,12206,29947.0,3283714.0
2012-12-04,9110,9110,8850,8850,21904,29061.0,3283714.0
2012-12-05,8750,8880,8300,8300,61135,27255.0,3283714.0
2012-12-06,8050,8110,7810,8000,45961,26270.0,3283714.0
2012-12-07,8090,8270,8050,8140,16705,26729.0,3283714.0
2012-12-10,8250,8280,8080,8140,14480,26729.0,3283714.0
2012-12-11,8110,8210,8030,8170,27885,26828.0,3283714.0
2012-12-12,8120,8180,7030,8030,20742,26368.0,3283714.0
2012-12-13,7930,8140,7930,8030,11593,26368.0,3283714.0
2012-12-14,8010,8200,8000,8200,8024,26926.0,3283714.0
2012-12-17,8380,9430,8240,9430,127525,30965.0,3283714.0
2012-12-18,9680,10550,9330,9330,507004,30637.0,3283714.0
2012-12-20,9530,9960,9120,9270,132923,30440.0,3283714.0
2012-12-21,9580,9580,8910,9290,46948,30506.0,3283714.0
2012-12-24,9350,9470,8960,9050,63898,29718.0,3283714.0
2012-12-26,9100,9690,9030,9450,70205,31031.0,3283714.0
2012-12-27,9350,9500,9340,9490,29380,31162.0,3283714.0
2012-12-28,9490,9950,9310,9840,34743,32312.0,3283714.0
2013-01-02,9780,9880,9610,9630,31535,31622.0,3283714.0
2013-01-03,9730,10200,9600,9800,50986,32180.0,3283714.0
2013-01-04,9970,10250,9780,9980,42510,32771.0,3283714.0
2013-01-07,10350,11450,10000,11450,229720,37599.0,3283714.0
2013-01-08,12200,12350,11250,11450,658566,37599.0,3283714.0
2013-01-09,11450,11750,11300,11700,264480,38419.0,3283714.0
2013-01-10,11700,11750,11000,11100,212057,36449.0,3283714.0
2013-01-11,11250,11500,11050,11150,151560,36613.0,3283714.0
2013-01-14,11200,11350,10800,10800,90927,35464.0,3283714.0
2013-01-15,10800,10900,10200,10450,98295,34315.0,3283714.0
2013-01-16,10450,10800,10350,10650,77325,34972.0,3283714.0
2013-01-17,10750,10950,10350,10950,82662,35957.0,3283714.0
2013-01-18,11000,11100,10500,10550,79856,34643.0,3283714.0
2013-01-21,10550,11100,10500,10950,69558,35957.0,3283714.0
2013-01-22,11100,11100,10650,10700,53633,35136.0,3283714.0
2013-01-23,10850,11200,10700,11000,91221,36121.0,3283714.0
2013-01-24,10850,11050,10000,10050,167692,33001.0,3283714.0
2013-01-25,10100,10100,9410,9600,113392,31524.0,3283714.0
2013-01-28,9560,9670,9540,9650,30845,31688.0,3283714.0
2013-01-29,9670,9840,9580,9600,24334,31524.0,3283714.0
2013-01-30,10350,11000,10200,11000,498292,36121.0,3283714.0
2013-01-31,10800,11050,10500,10800,314572,35464.0,3283714.0
2013-02-01,10900,11400,10350,10350,314263,33986.0,3283714.0
2013-02-04,10450,11100,10400,10800,175878,35464.0,3283714.0
2013-02-05,10750,11300,10750,11300,248686,37106.0,3283714.0
2013-02-06,11250,11350,10900,11250,114409,36942.0,3283714.0
2013-02-07,11450,11600,10800,10800,194651,35464.0,3283714.0
2013-02-08,10800,10950,10450,10550,76971,34643.0,3283714.0
2013-02-12,10650,10850,10450,10850,54063,35628.0,3283714.0
2013-02-13,10850,11400,10700,11300,200995,37106.0,3283714.0
2013-02-14,11150,11300,11050,11200,199490,36778.0,3283714.0
2013-02-15,11450,12250,11400,11800,549393,38748.0,3283714.0
2013-02-18,12100,12350,11600,11850,204806,38912.0,3283714.0
2013-02-19,11900,13600,11600,13500,602495,44330.0,3283714.0
2013-02-20,13000,13600,12850,13400,423959,44002.0,3283714.0
2013-02-21,13400,14400,13300,13800,514591,45315.0,3283714.0
2013-02-22,13950,14000,13250,13250,202950,43509.0,3283714.0
2013-02-25,13250,13400,12750,13000,254499,42688.0,3283714.0
2013-02-26,12800,13300,12800,12850,152161,42196.0,3283714.0
2013-02-27,13000,13850,12650,13700,273906,44987.0,3283714.0
2013-02-28,13800,13950,13500,13950,167393,45808.0,3283714.0
2013-03-04,14000,14350,13500,13600,178196,44659.0,3283714.0
2013-03-05,13850,14600,13650,14300,259228,46957.0,3283714.0
2013-03-06,14550,14550,13650,14150,198552,46465.0,3283714.0
2013-03-07,14150,14500,13600,13800,108472,45315.0,3283714.0
2013-03-08,13800,14100,13500,13800,70745,45315.0,3283714.0
2013-03-11,13750,13800,13100,13650,72021,44823.0,3283714.0
2013-03-12,13700,13850,13500,13600,64929,44659.0,3283714.0
2013-03-13,13800,14050,13450,13700,66433,44987.0,3283714.0
2013-03-14,14000,14800,13850,14800,252290,48599.0,3283714.0
2013-03-15,14900,15200,14150,14150,198403,46465.0,3283714.0
2013-03-18,14150,14300,13200,13500,88342,44330.0,3283714.0
2013-03-19,13550,13900,13550,13750,61695,45151.0,3283714.0
2013-03-20,13900,13900,13250,13700,65125,44987.0,3283714.0
2013-03-21,14000,14550,13900,13900,223116,45644.0,3283714.0
2013-03-22,13900,13950,13100,13900,153847,45644.0,3283714.0
2013-03-25,14150,14150,13450,13650,65622,44823.0,3283714.0
2013-03-26,13600,13800,13250,13350,45688,43838.0,3283714.0
2013-03-27,13450,13550,12800,13000,98737,42688.0,3283714.0
2013-03-28,13000,13200,12950,13050,42722,42852.0,3283714.0
2013-03-29,13150,13550,12900,13350,75364,43838.0,3283714.0
2013-04-01,13350,13450,13050,13200,41376,43345.0,3283714.0
2013-04-02,13400,13600,13050,13250,57472,43509.0,3283714.0
2013-04-03,13400,13400,13000,13050,45518,42852.0,3283714.0
2013-04-04,13050,13100,12300,13050,70163,42852.0,3283714.0
2013-04-05,13050,13250,12400,12700,64739,41703.0,3283714.0
2013-04-08,12500,12550,11500,11500,105462,37763.0,3283714.0
2013-04-09,11550,11800,10950,11550,71628,37927.0,3283714.0
2013-04-10,11550,12000,11400,11800,36626,38748.0,3283714.0
2013-04-11,11850,12150,11850,12000,47949,39405.0,3283714.0
2013-04-12,12100,12350,11850,12350,60847,40554.0,3283714.0
2013-04-15,12350,12550,12000,12200,61833,40061.0,3283714.0
2013-04-16,11850,13000,11750,13000,125118,42688.0,3283714.0
2013-04-17,13050,13350,12800,12950,129184,42524.0,3283714.0
2013-04-18,12800,13150,12700,12900,52416,42360.0,3283714.0
2013-04-19,13000,13450,12450,12900,178328,42360.0,3283714.0
2013-04-22,12700,13100,12700,12850,52327,42196.0,3283714.0
2013-04-23,13000,13350,12900,13000,83844,42688.0,3283714.0
2013-04-24,13100,13600,13000,13000,126996,42688.0,3283714.0
2013-04-25,13100,13500,12950,13200,123712,43345.0,3283714.0
2013-04-26,13250,13350,12900,13200,115162,43345.0,3283714.0
2013-04-29,13250,13350,13050,13250,54109,43509.0,3283714.0
2013-04-30,13300,13700,13200,13300,102617,43673.0,3283714.0
2013-05-02,13300,13350,12600,12600,87146,41375.0,3283714.0
2013-05-03,12750,12750,12050,12200,100967,40061.0,3283714.0
2013-05-06,12250,12450,12200,12200,52532,40061.0,3283714.0
2013-05-07,12200,12350,12050,12300,38364,40390.0,3283714.0
2013-05-08,12350,12600,12150,12550,42331,41211.0,3283714.0
2013-05-09,12650,13150,12550,12700,84827,41703.0,3283714.0
2013-05-10,12700,12800,12300,12400,43904,40718.0,3283714.0
2013-05-13,12400,12650,12100,12250,37107,40225.0,3283714.0
2013-05-14,12250,12900,12050,12750,89375,41867.0,3283714.0
2013-05-15,12800,12850,12400,12600,40103,41375.0,3283714.0
2013-05-16,12800,12800,12200,12600,65456,41375.0,3283714.0
2013-05-20,12600,12850,12450,12700,48384,41703.0,3283714.0
2013-05-21,12600,12750,12350,12700,46538,41703.0,3283714.0
2013-05-22,12700,13300,12650,13250,141514,43509.0,3283714.0
2013-05-23,13200,13600,12850,13200,92924,43345.0,3283714.0
2013-05-24,13250,13350,12800,12850,73986,42196.0,3283714.0
2013-05-27,12900,13000,12550,12700,45275,41703.0,3283714.0
2013-05-28,12650,12800,12400,12600,66931,41375.0,3283714.0
2013-05-29,12650,13100,12550,13050,61043,42852.0,3283714.0
2013-05-30,12850,13500,12750,13200,175235,43345.0,3283714.0
2013-05-31,13150,13600,13050,13550,83372,44494.0,3283714.0
2013-06-03,13500,13650,13050,13150,102240,43181.0,3283714.0
2013-06-04,13100,13650,12800,13650,113569,44823.0,3283714.0
2013-06-05,13750,14150,13150,13150,168040,43181.0,3283714.0
2013-06-07,13250,13300,12000,12650,126592,41539.0,3283714.0
2013-06-10,12700,12800,12450,12450,46597,40882.0,3283714.0
2013-06-11,12500,12750,12200,12450,60142,40882.0,3283714.0
2013-06-12,12600,12650,12300,12350,59678,40554.0,3283714.0
2013-06-13,12300,12300,11450,11650,99271,38255.0,3283714.0
2013-06-14,11850,11850,11400,11500,41292,37763.0,3283714.0
2013-06-17,11550,11600,10650,11300,67376,37106.0,3283714.0
2013-06-18,11350,11700,11200,11450,45245,37599.0,3283714.0
2013-06-19,11500,11950,11200,11850,93445,38912.0,3283714.0
2013-06-20,11500,11750,11050,11600,104216,38091.0,3283714.0
2013-06-21,11300,11400,11000,11200,36857,36778.0,3283714.0
2013-06-24,11250,11250,10750,10750,31401,35300.0,3283714.0
2013-06-25,10500,10750,9620,10200,130502,33494.0,3283714.0
2013-06-26,10100,10350,9910,10200,31419,33494.0,3283714.0
2013-06-27,10300,10650,10300,10500,42729,34479.0,3283714.0
2013-06-28,10500,10850,10500,10800,30781,35464.0,3283714.0
2013-07-01,11000,11000,10650,10750,23969,35300.0,3283714.0
2013-07-02,10650,10850,10650,10700,22410,35136.0,3283714.0
2013-07-03,10600,10900,10600,10700,26444,35136.0,3283714.0
2013-07-04,10650,10950,10600,10700,40774,35136.0,3283714.0
2013-07-05,10750,11000,10600,10700,31808,35136.0,3283714.0
2013-07-08,10600,10750,10300,10400,41267,34151.0,3283714.0
2013-07-09,10350,10600,10300,10350,25551,33986.0,3283714.0
2013-07-10,10250,10500,10200,10250,18161,33658.0,3283714.0
2013-07-11,10300,10500,10250,10350,45515,33986.0,3283714.0
2013-07-12,10400,10900,10350,10750,38333,35300.0,3283714.0
2013-07-15,10750,10750,10400,10600,31902,34807.0,3283714.0
2013-07-16,10700,11300,10500,11050,108395,36285.0,3283714.0
2013-07-17,10900,11250,10800,10800,94541,35464.0,3283714.0
2013-07-18,10900,11150,10750,10950,78288,35957.0,3283714.0
2013-07-19,10950,11150,10750,10800,28813,35464.0,3283714.0
2013-07-22,10800,11200,10700,11100,38419,36449.0,3283714.0
2013-07-23,11200,11200,10800,10900,31502,35792.0,3283714.0
2013-07-24,11000,11750,10900,11200,179767,36778.0,3283714.0
2013-07-25,11250,11350,11050,11050,45599,36285.0,3283714.0
2013-07-26,11100,11200,10800,10800,34907,35464.0,3283714.0
2013-07-29,10800,10950,10650,10700,50021,35136.0,3283714.0
2013-07-30,10650,10800,10500,10650,39664,34972.0,3283714.0
2013-07-31,10600,11000,10500,11000,41925,36121.0,3283714.0
2013-08-01,11050,11100,10750,10750,23714,35300.0,3283714.0
2013-08-02,10850,11000,10800,10800,23991,35464.0,3283714.0
2013-08-05,10800,11050,10800,11050,29184,36285.0,3283714.0
2013-08-06,11050,11100,10800,11000,23837,36121.0,3283714.0
2013-08-07,11000,11000,10700,10800,21096,35464.0,3283714.0
2013-08-08,10750,10900,10650,10650,21241,34972.0,3283714.0
2013-08-09,10650,10750,10600,10750,10117,35300.0,3283714.0
2013-08-12,10750,10750,10500,10550,18094,34643.0,3283714.0
2013-08-13,10500,10700,10400,10700,23380,35136.0,3283714.0
2013-08-14,10600,10800,10500,10650,17253,34972.0,3283714.0
2013-08-16,10650,11150,10500,10850,74144,35628.0,3283714.0
2013-08-19,10950,11100,10750,10800,26309,35464.0,3283714.0
2013-08-20,10800,10900,10400,10500,33827,34479.0,3283714.0
2013-08-21,10550,10650,10100,10500,31806,34479.0,3283714.0
2013-08-22,10150,10300,9960,10100,36912,33166.0,3283714.0
2013-08-23,10100,10300,10100,10100,17969,33166.0,3283714.0
2013-08-26,10000,10450,10000,10250,17448,33658.0,3283714.0
2013-08-27,10250,10350,10050,10200,13903,33494.0,3283714.0
2013-08-28,10100,10400,9970,10350,13651,33986.0,3283714.0
2013-08-29,10300,10550,10250,10550,24542,34643.0,3283714.0
2013-08-30,10500,10700,10400,10650,20061,34972.0,3283714.0
2013-09-02,10600,10750,10500,10500,12478,34479.0,3283714.0
2013-09-03,10600,10750,10350,10500,13775,34479.0,3283714.0
2013-09-04,10700,10700,10400,10650,10123,34972.0,3283714.0
2013-09-05,10700,10700,10400,10500,8540,34479.0,3283714.0
2013-09-06,10500,10550,10150,10350,27654,33986.0,3283714.0
2013-09-09,10350,10550,10200,10250,15989,33658.0,3283714.0
2013-09-10,10200,10300,10100,10300,17986,33822.0,3283714.0
2013-09-11,10150,10600,10150,10500,20845,34479.0,3283714.0
2013-09-12,10600,10600,10350,10450,10690,34315.0,3283714.0
2013-09-13,10350,10550,10350,10400,17972,34151.0,3283714.0
2013-09-16,10450,10500,10100,10400,21050,34151.0,3283714.0
2013-09-17,10300,10500,10250,10400,8470,34151.0,3283714.0
2013-09-23,10400,10450,10200,10200,9776,33494.0,3283714.0
2013-09-24,10200,10300,9900,10000,30114,32837.0,3283714.0
2013-09-25,10000,10100,9800,9920,26321,32574.0,3283714.0
2013-09-26,9930,10100,9800,9950,28852,32673.0,3283714.0
2013-09-27,9990,10150,9960,9990,23389,32804.0,3283714.0
2013-09-30,10100,10100,9910,9990,13193,32804.0,3283714.0
2013-10-01,9990,10100,9890,9940,33531,32640.0,3283714.0
2013-10-02,10050,10300,9960,10050,50133,33001.0,3283714.0
2013-10-04,10050,10200,9900,10050,30394,33001.0,3283714.0
2013-10-07,9900,10050,9800,9890,19855,32476.0,3283714.0
2013-10-08,9820,9980,9820,9900,15586,32509.0,3283714.0
2013-10-10,9870,10200,9870,10100,14137,33166.0,3283714.0
2013-10-11,10150,10300,10050,10050,9412,33001.0,3283714.0
2013-10-14,10250,10250,9970,9970,4353,32739.0,3283714.0
