바이오리더스(142760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-08-16,12750,12750,12300,12400,114905,153193.0,12354310.0
2016-08-17,12350,12400,11900,12150,183746,150105.0,12354310.0
2016-08-18,12250,12600,11900,12300,139489,151958.0,12354310.0
2016-08-19,12400,12400,12000,12400,110482,153193.0,12354310.0
2016-08-22,12500,12600,12050,12250,114178,151340.0,12354310.0
2016-08-23,12050,12300,11800,11950,161070,147634.0,12354310.0
2016-08-24,12050,12050,11450,11950,226408,147634.0,12354310.0
2016-08-25,11950,12000,11550,11600,88640,143310.0,12354310.0
2016-08-26,11500,12050,11150,12000,190066,148252.0,12354310.0
2016-08-29,12100,12100,11300,11800,105395,145781.0,12354310.0
2016-08-30,11500,11900,11350,11900,91506,147016.0,12354310.0
2016-08-31,11850,11900,11350,11450,80121,141457.0,12354310.0
2016-09-01,11300,11550,11200,11200,106593,138368.0,12354310.0
2016-09-02,11300,11300,10850,10850,150625,134044.0,12354310.0
2016-09-05,10850,11100,10550,10900,118931,134662.0,12354310.0
2016-09-06,11000,11000,10350,10500,184707,129720.0,12354310.0
2016-09-07,10300,10400,9740,9850,378088,121690.0,12354310.0
2016-09-08,9700,9850,9400,9600,222725,118601.0,12354310.0
2016-09-09,9610,11150,9460,9770,623358,120702.0,12354310.0
2016-09-12,9590,9590,8900,8900,223500,109953.0,12354310.0
2016-09-13,9000,9200,8890,9090,100214,112301.0,12354310.0
2016-09-19,9010,9260,8960,9230,68579,114030.0,12354310.0
2016-09-20,9380,9380,9090,9270,92990,114524.0,12354310.0
2016-09-21,9170,9280,9100,9200,77590,113660.0,12354310.0
2016-09-22,9200,9220,9050,9070,87097,112054.0,12354310.0
2016-09-23,9100,9140,8890,8960,128928,110695.0,12354310.0
2016-09-26,8960,9320,8850,9150,116411,113042.0,12354310.0
2016-09-27,9140,9200,9000,9100,92156,112424.0,12354310.0
2016-09-28,9100,9200,8840,8840,126910,109212.0,12354310.0
2016-09-29,8900,9060,8660,9040,197166,111683.0,12354310.0
2016-09-30,9090,9090,8740,8900,167535,109953.0,12354310.0
2016-10-04,8850,8920,8540,8590,123859,106124.0,12354310.0
2016-10-05,8550,8690,8050,8070,262003,99699.0,12354310.0
2016-10-06,8070,8100,7890,7920,141093,97846.0,12354310.0
2016-10-07,7920,8100,7700,7770,151403,95993.0,12354310.0
2016-10-10,7730,7880,7650,7670,96334,94758.0,12354310.0
2016-10-11,7680,8060,7670,7960,135104,98340.0,12354310.0
2016-10-12,7800,7890,7630,7710,118647,95252.0,12354310.0
2016-10-13,7710,7800,7580,7800,83740,96364.0,12354310.0
2016-10-14,7660,7810,7660,7780,100798,96117.0,12354310.0
2016-10-17,7720,7770,7390,7440,176383,91916.0,12354310.0
2016-10-18,7430,7570,7210,7390,76915,91298.0,12354310.0
2016-10-19,7350,7580,7310,7480,105181,92410.0,12354310.0
2016-10-20,7410,7500,7250,7260,73129,89692.0,12354310.0
2016-10-21,7300,7400,7100,7100,86713,87716.0,12354310.0
2016-10-24,7030,7290,7000,7190,113613,88827.0,12354310.0
2016-10-25,7190,7360,7030,7200,84366,88951.0,12354310.0
2016-10-26,7040,7200,7040,7100,97259,87716.0,12354310.0
2016-10-27,7190,7690,7150,7420,136802,91669.0,12354310.0
2016-10-28,7420,7490,7190,7190,53945,88827.0,12354310.0
2016-10-31,7190,7190,6740,6780,112544,83762.0,12354310.0
2016-11-01,6750,6970,6690,6790,57386,83886.0,12354310.0
2016-11-02,6900,6900,6370,6370,42572,78697.0,12354310.0
2016-11-03,6450,6490,6200,6240,54198,77091.0,12354310.0
2016-11-04,6240,6340,5980,6200,147383,76597.0,12354310.0
2016-11-07,6200,6710,6160,6600,125486,81538.0,12354310.0
2016-11-08,6690,6720,6510,6700,51633,82774.0,12354310.0
2016-11-09,6790,7250,6170,6330,179953,78203.0,12354310.0
2016-11-10,6620,6890,6580,6730,83803,83145.0,12354310.0
2016-11-11,6660,7280,6660,7200,93672,88951.0,12354310.0
2016-11-14,7200,7300,6950,7030,45644,86851.0,12354310.0
2016-11-15,7070,7100,6540,6600,107780,81538.0,12354310.0
2016-11-16,6610,6790,6530,6620,93126,81786.0,12354310.0
2016-11-17,6700,6700,6520,6580,31825,81291.0,12354310.0
2016-11-18,6620,6800,6530,6800,54013,84009.0,12354310.0
2016-11-21,6970,7470,6500,6650,229851,82156.0,12354310.0
2016-11-22,6570,6600,6370,6400,75463,79068.0,12354310.0
2016-11-23,6420,6490,6300,6400,42429,79068.0,12354310.0
2016-11-24,6390,6460,5900,6000,127342,74126.0,12354310.0
2016-11-25,6000,6080,5810,5970,58091,73755.0,12354310.0
2016-11-28,5970,6050,5800,5860,58530,72396.0,12354310.0
2016-11-29,5860,5960,5740,5860,41286,72396.0,12354310.0
2016-11-30,5850,5900,5690,5720,61366,70667.0,12354310.0
2016-12-01,5790,5850,5680,5750,35009,71037.0,12354310.0
2016-12-02,5750,5800,5450,5580,62152,68937.0,12354310.0
2016-12-05,5410,5460,5000,5010,173261,61895.0,12354310.0
2016-12-06,5010,5190,4990,4990,127280,61648.0,12354310.0
2016-12-07,4990,5040,4690,4785,127472,59115.0,12354310.0
2016-12-08,4790,5270,4790,5100,159996,63007.0,12354310.0
2016-12-09,5050,5770,5050,5720,197823,70667.0,12354310.0
2016-12-12,5800,5800,5550,5700,77347,70420.0,12354310.0
2016-12-13,5690,5970,5560,5930,84113,73261.0,12354310.0
2016-12-14,6030,6060,5850,5980,75189,73879.0,12354310.0
2016-12-15,5980,6480,5810,6360,156359,78573.0,12354310.0
2016-12-16,6380,6440,6210,6380,67050,78820.0,12354310.0
2016-12-19,6300,6430,6120,6220,46646,76844.0,12354310.0
2016-12-20,6220,6340,6150,6170,37024,76226.0,12354310.0
2016-12-21,6170,6200,5890,6010,85193,74249.0,12354310.0
2016-12-22,5960,6000,5800,5940,43431,73385.0,12354310.0
2016-12-23,5900,6420,5870,6090,164959,75238.0,12354310.0
2016-12-26,6160,6420,6150,6280,102552,77585.0,12354310.0
2016-12-27,6120,6370,6110,6200,50632,76597.0,12354310.0
2016-12-28,6120,6320,6120,6310,46771,77956.0,12354310.0
2016-12-29,6380,6380,6100,6170,91622,76226.0,12354310.0
2017-01-02,6170,6200,6010,6110,34445,75485.0,12354310.0
2017-01-03,6080,6110,5970,6080,41227,75114.0,12354310.0
2017-01-04,6080,6570,6050,6420,158483,79315.0,12354310.0
2017-01-05,6860,8300,6850,8050,2958906,99452.0,12354310.0
2017-01-06,7950,7970,7690,7830,618954,96734.0,12354310.0
2017-01-09,7880,8180,7660,7740,509266,95622.0,12354310.0
2017-01-10,8430,8710,7750,7820,1402595,96611.0,12354310.0
2017-01-11,7760,7900,7540,7620,251219,94140.0,12354310.0
2017-01-12,7630,7630,7150,7190,330448,88827.0,12354310.0
2017-01-13,7280,7280,6980,7120,223546,87963.0,12354310.0
2017-01-16,7150,7280,7000,7270,124781,89816.0,12354310.0
2017-01-17,7190,7320,6950,7010,117850,86604.0,12354310.0
2017-01-18,7100,7370,6950,7370,137659,91051.0,12354310.0
2017-01-19,7370,7530,7230,7490,191204,92534.0,12354310.0
2017-01-20,7490,7740,7420,7420,253030,91669.0,12354310.0
2017-01-23,7410,7440,6990,7000,182933,86480.0,12354310.0
2017-01-24,6960,7000,6540,6560,152857,81044.0,12354310.0
2017-01-25,6580,6750,6560,6570,52833,81168.0,12354310.0
2017-01-26,6580,6660,6440,6550,63865,80921.0,12354310.0
2017-01-31,6460,6620,6440,6620,41854,81786.0,12354310.0
2017-02-01,6630,6870,6520,6860,84686,84751.0,12354310.0
2017-02-02,6860,6890,6550,6640,90672,82033.0,12354310.0
2017-02-03,6640,6690,6180,6460,112879,79809.0,12354310.0
2017-02-06,6100,6600,6100,6470,93187,79932.0,12354310.0
2017-02-07,6580,6630,6470,6580,34450,81291.0,12354310.0
2017-02-08,6590,6590,6370,6440,53333,79562.0,12354310.0
2017-02-09,6310,6470,6300,6390,28402,78944.0,12354310.0
2017-02-10,6370,6430,6140,6200,47441,76597.0,12354310.0
2017-02-13,6210,6350,5960,6000,73532,74126.0,12354310.0
2017-02-14,6170,6650,6070,6200,230805,76597.0,12354310.0
2017-02-15,6200,6370,6050,6250,68532,77214.0,12354310.0
2017-02-16,6300,6320,6110,6250,34830,77214.0,12354310.0
2017-02-17,6260,6260,6100,6210,32695,76720.0,12354310.0
2017-02-20,6210,6270,6110,6180,39575,76350.0,12354310.0
2017-02-21,6120,6270,6120,6270,44196,77462.0,12354310.0
2017-02-22,6210,6270,6170,6260,40190,77338.0,12354310.0
2017-02-23,6270,6350,6120,6150,48236,75979.0,12354310.0
2017-02-24,6200,6200,6030,6140,49263,75855.0,12354310.0
2017-02-27,6180,6180,6080,6100,30199,75361.0,12354310.0
2017-02-28,6100,6140,6000,6140,31988,75855.0,12354310.0
2017-03-02,6200,6290,6140,6240,58203,77091.0,12354310.0
2017-03-03,6280,6280,6060,6190,31879,76473.0,12354310.0
2017-03-06,6190,6200,6020,6070,42372,74991.0,12354310.0
2017-03-07,6030,6150,6030,6100,23863,75361.0,12354310.0
2017-03-08,6100,6290,6100,6290,33490,77709.0,12354310.0
2017-03-09,6310,6430,6210,6370,33249,78697.0,12354310.0
2017-03-10,6370,6400,6150,6350,63068,78450.0,12354310.0
2017-03-13,6350,6430,6300,6400,36255,79068.0,12354310.0
2017-03-14,6360,7300,6360,7000,746076,86480.0,12354310.0
2017-03-15,7000,7000,6780,6870,145205,84874.0,12354310.0
2017-03-16,6870,7020,6810,6930,107710,85615.0,12354310.0
2017-03-17,7000,7250,6800,7090,225054,87592.0,12354310.0
2017-03-20,7080,7090,6750,6760,139434,83515.0,12354310.0
2017-03-21,6760,6780,6400,6430,117878,79438.0,12354310.0
2017-03-22,6410,6430,6260,6310,81202,77956.0,12354310.0
2017-03-23,6250,6360,6220,6270,46020,77462.0,12354310.0
2017-03-24,6280,6460,6270,6370,34199,78697.0,12354310.0
2017-03-27,6300,6400,6280,6280,33953,77585.0,12354310.0
2017-03-28,6230,6300,6140,6240,53154,77091.0,12354310.0
2017-03-29,6240,6310,6130,6130,80788,75732.0,12354310.0
2017-03-30,6190,6290,6000,6070,73598,74991.0,12354310.0
2017-03-31,6080,6080,5910,6000,68974,74126.0,12354310.0
2017-04-03,6010,6250,5970,6190,75996,76473.0,12354310.0
2017-04-04,6190,6240,6060,6150,54420,96274.0,15654310.0
2017-04-05,6160,6230,6090,6090,48661,95335.0,15654310.0
2017-04-06,5990,6130,5990,6050,49121,94709.0,15654310.0
2017-04-07,6030,6140,6000,6130,51635,95961.0,15654310.0
2017-04-10,6090,6140,6000,6020,49063,94239.0,15654310.0
2017-04-11,6020,6100,5970,6010,39645,94082.0,15654310.0
2017-04-12,5980,6050,5950,5950,18860,93143.0,15654310.0
2017-04-13,5940,5990,5850,5870,31356,91891.0,15654310.0
2017-04-14,5840,6080,5800,5820,26860,91108.0,15654310.0
2017-04-17,5850,5940,5780,5930,34856,92830.0,15654310.0
2017-04-18,5930,5930,5850,5930,22086,92830.0,15654310.0
2017-04-19,5880,5940,5870,5920,14979,92674.0,15654310.0
2017-04-20,5900,6170,5810,6140,84422,96117.0,15654310.0
2017-04-21,6150,6250,6050,6170,52918,96587.0,15654310.0
2017-04-24,6190,6210,6020,6060,46544,94865.0,15654310.0
2017-04-25,6070,6120,5990,6090,31738,95335.0,15654310.0
2017-04-26,6050,6110,6000,6040,23244,94552.0,15654310.0
2017-04-27,6070,6070,5940,5950,31419,93143.0,15654310.0
2017-04-28,6000,6000,5880,5900,15678,92360.0,15654310.0
2017-05-02,5730,5900,5730,5880,21999,92047.0,15654310.0
2017-05-04,5880,5970,5880,5920,6893,92674.0,15654310.0
2017-05-08,5930,6010,5880,6000,30443,93926.0,15654310.0
2017-05-10,6030,6030,5890,5960,27268,93300.0,15654310.0
2017-05-11,5950,5960,5860,5880,23762,92047.0,15654310.0
2017-05-12,5810,5890,5760,5840,38904,92569.0,15850810.0
2017-05-15,5820,5840,5750,5750,20191,91142.0,15850810.0
2017-05-16,5990,6210,5710,5740,73533,90984.0,15850810.0
2017-05-17,5740,5770,5590,5630,52345,89240.0,15850810.0
2017-05-18,5600,5710,5310,5460,52679,86545.0,15850810.0
2017-05-19,5410,5550,5300,5550,39712,87972.0,15850810.0
2017-05-22,5550,5640,5510,5610,11659,88923.0,15850810.0
2017-05-23,5690,5820,5640,5800,74154,91935.0,15850810.0
2017-05-24,5800,5880,5770,5860,39654,92886.0,15850810.0
2017-05-25,5860,5900,5780,5860,30267,92886.0,15850810.0
2017-05-26,5860,5900,5810,5880,35626,93203.0,15850810.0
2017-05-29,5900,5900,5750,5810,14424,92093.0,15850810.0
2017-05-30,5810,5860,5680,5730,18894,90825.0,15850810.0
2017-05-31,5750,5980,5740,5880,43151,93203.0,15850810.0
2017-06-01,5860,5970,5860,5950,27327,94312.0,15850810.0
2017-06-02,5950,6010,5820,5960,36271,94471.0,15850810.0
2017-06-05,6010,6080,5960,6030,41863,95580.0,15850810.0
2017-06-07,6060,6110,6000,6000,20500,95105.0,15850810.0
2017-06-08,6040,6050,5900,5940,50213,94154.0,15850810.0
2017-06-09,5940,7000,5940,6340,602932,100494.0,15850810.0
2017-06-12,6450,6550,6290,6440,172830,102079.0,15850810.0
2017-06-13,6550,6550,6320,6430,68536,101921.0,15850810.0
2017-06-14,6480,6730,6380,6600,122005,104615.0,15850810.0
2017-06-15,6560,6650,6410,6450,66402,102238.0,15850810.0
2017-06-16,6500,6540,6310,6400,73226,101445.0,15850810.0
2017-06-19,6420,6690,6370,6570,109873,104140.0,15850810.0
2017-06-20,6610,6710,6520,6520,99340,103347.0,15850810.0
2017-06-21,6550,6870,6380,6850,207052,108578.0,15850810.0
2017-06-22,6860,6900,6570,6610,102871,104774.0,15850810.0
2017-06-23,6610,6640,6340,6470,90761,102555.0,15850810.0
2017-06-26,6460,6460,6150,6180,116934,97958.0,15850810.0
2017-06-27,6190,6350,5980,6120,72673,97007.0,15850810.0
2017-06-28,6090,6180,5980,5990,51261,94946.0,15850810.0
2017-06-29,5990,6090,5900,6080,33864,96373.0,15850810.0
2017-06-30,6020,6120,5920,6080,51695,96373.0,15850810.0
2017-07-03,6010,6100,5990,6000,27871,95105.0,15850810.0
2017-07-04,6000,6050,5910,6020,54135,95422.0,15850810.0
2017-07-05,5970,7220,5970,6480,1190815,102713.0,15850810.0
2017-07-06,6460,6520,6330,6480,97668,102713.0,15850810.0
2017-07-07,6470,6520,6040,6110,197989,96848.0,15850810.0
2017-07-10,6120,6250,5810,5860,134863,92886.0,15850810.0
2017-07-11,5860,5950,5840,5920,42881,93837.0,15850810.0
2017-07-12,5900,5960,5770,5890,60835,93361.0,15850810.0
2017-07-13,5910,5960,5830,5890,33523,93361.0,15850810.0
2017-07-14,5900,5940,5800,5860,27771,92886.0,15850810.0
2017-07-17,5850,6020,5800,5860,64778,92886.0,15850810.0
2017-07-18,5820,5890,5800,5830,31692,92410.0,15850810.0
2017-07-19,5820,5910,5820,5910,19201,93678.0,15850810.0
2017-07-20,5910,5910,5800,5850,36812,92727.0,15850810.0
2017-07-21,5860,5950,5830,5910,43522,93678.0,15850810.0
2017-07-24,5910,5930,5820,5880,25551,93203.0,15850810.0
2017-07-25,5850,5890,5750,5780,43396,91618.0,15850810.0
2017-07-26,5780,5890,5690,5710,44417,90508.0,15850810.0
2017-07-27,5720,5810,5690,5690,38359,90191.0,15850810.0
2017-07-28,5750,5750,5540,5630,28479,89240.0,15850810.0
2017-07-31,5570,5630,5440,5440,43973,86228.0,15850810.0
2017-08-01,5440,5590,5440,5560,19668,88131.0,15850810.0
2017-08-02,5540,5630,5540,5630,27602,89240.0,15850810.0
2017-08-03,5640,5650,5390,5490,35823,87021.0,15850810.0
2017-08-04,5640,5640,5360,5450,14452,86387.0,15850810.0
2017-08-07,5520,5590,5450,5580,39832,88448.0,15850810.0
2017-08-08,5610,6150,5520,5820,123721,92252.0,15850810.0
2017-08-09,5700,5820,5650,5650,41551,89557.0,15850810.0
2017-08-10,5700,5700,5550,5600,35084,88765.0,15850810.0
2017-08-11,5680,5680,5440,5500,55667,87179.0,15850810.0
2017-08-14,5400,5700,5400,5600,36120,88765.0,15850810.0
2017-08-16,5540,5690,5540,5610,17489,88923.0,15850810.0
2017-08-17,5700,5700,5500,5600,35100,88765.0,15850810.0
2017-08-18,5600,5660,5500,5640,17468,89399.0,15850810.0
2017-08-21,5730,5730,5630,5630,22605,89240.0,15850810.0
2017-08-22,5640,5790,5640,5790,34573,91776.0,15850810.0
2017-08-23,5800,5840,5750,5820,33618,92252.0,15850810.0
2017-08-24,5820,5840,5740,5840,32107,92569.0,15850810.0
2017-08-25,5840,5890,5750,5790,16649,91776.0,15850810.0
2017-08-28,5800,5880,5750,5830,18332,92410.0,15850810.0
2017-08-29,5770,5890,5720,5830,19684,92410.0,15850810.0
2017-08-30,5830,5830,5700,5760,39457,91301.0,15850810.0
2017-08-31,5790,5790,5680,5730,12734,90825.0,15850810.0
2017-09-01,5770,6100,5680,6000,96112,95105.0,15850810.0
2017-09-04,5900,6460,5800,6320,238411,100177.0,15850810.0
2017-09-05,6400,7150,5970,6070,1150632,96214.0,15850810.0
2017-09-06,6330,6620,6180,6280,618741,99543.0,15850810.0
2017-09-07,6260,6310,6050,6070,171975,96214.0,15850810.0
2017-09-08,6080,6280,5900,5950,174950,94312.0,15850810.0
2017-09-11,5960,6100,5940,5940,74364,94154.0,15850810.0
2017-09-12,5940,6010,5850,5870,83314,93044.0,15850810.0
2017-09-13,5880,6090,5870,6000,59574,95105.0,15850810.0
2017-09-14,6010,6100,5970,6080,51699,96373.0,15850810.0
2017-09-15,6130,6130,5920,5990,69224,94946.0,15850810.0
2017-09-18,6090,6090,5900,5900,62079,93520.0,15850810.0
2017-09-19,6000,7670,5940,7670,5174787,121576.0,15850810.0
2017-09-20,8650,9830,8590,8800,8255496,139487.0,15850810.0
2017-09-21,9080,9250,8180,8390,2217278,132988.0,15850810.0
2017-09-22,8200,8300,7840,8300,1270911,131562.0,15850810.0
2017-09-25,8410,9230,7800,7920,3288958,125538.0,15850810.0
2017-09-26,7660,8390,7390,8360,747993,132513.0,15850810.0
2017-09-27,8410,8770,7570,7830,691391,124112.0,15850810.0
2017-09-28,7850,8380,7600,8140,850198,129026.0,15850810.0
2017-09-29,8210,8590,8080,8100,894863,128392.0,15850810.0
2017-10-10,8020,8090,7610,7670,379027,121576.0,15850810.0
2017-10-11,7670,8000,7490,7860,294666,124587.0,15850810.0
2017-10-12,8050,9170,8040,8520,2721553,135049.0,15850810.0
2017-10-13,8580,8850,8130,8180,737163,129660.0,15850810.0
2017-10-16,8100,8220,7650,7730,585974,122527.0,15850810.0
2017-10-17,7740,8050,7700,7870,388980,124746.0,15850810.0
2017-10-18,7870,8370,7780,8250,1035299,130769.0,15850810.0
2017-10-19,8280,8550,7950,8070,574286,127916.0,15850810.0
2017-10-20,8080,8280,7910,7980,339297,126489.0,15850810.0
2017-10-23,8000,8450,8000,8340,526629,132196.0,15850810.0
2017-10-24,8350,8720,8170,8170,732638,129501.0,15850810.0
2017-10-25,8200,8240,7820,7840,478450,124270.0,15850810.0
2017-10-26,7890,7940,7630,7680,287739,121734.0,15850810.0
2017-10-27,7780,8020,7600,7900,251462,125221.0,15850810.0
2017-10-30,8000,8060,7820,7990,148669,126648.0,15850810.0
2017-10-31,8050,8080,7740,7990,245346,126648.0,15850810.0
2017-11-01,8040,8920,7920,8800,1130969,139487.0,15850810.0
2017-11-02,9250,9650,8790,8880,2081710,140755.0,15850810.0
2017-11-03,8600,8610,8130,8180,874565,129660.0,15850810.0
2017-11-06,8050,8130,7820,7970,392175,126331.0,15850810.0
2017-11-07,8040,8210,7910,8180,242807,129660.0,15850810.0
2017-11-08,8200,10250,7950,8830,3703286,139963.0,15850810.0
2017-11-09,8900,8910,8540,8890,505354,140914.0,15850810.0
2017-11-10,9010,9330,8820,8890,1332892,140914.0,15850810.0
2017-11-13,8930,9110,8730,9020,366390,142974.0,15850810.0
2017-11-14,9050,9350,9000,9160,645883,145193.0,15850810.0
2017-11-15,9170,9410,8920,9100,902497,144242.0,15850810.0
2017-11-16,9100,9650,8950,9500,1442353,150583.0,15850810.0
2017-11-17,9500,9960,9250,9800,1507035,155338.0,15850810.0
2017-11-20,10150,10700,9640,9900,1882313,156923.0,15850810.0
2017-11-21,10150,10450,9710,9920,1420231,157240.0,15850810.0
2017-11-22,10150,10450,9140,9340,1474278,148047.0,15850810.0
2017-11-23,9300,9500,8870,9500,485626,150583.0,15850810.0
2017-11-24,9630,9650,9050,9210,483906,145986.0,15850810.0
2017-11-27,9000,9240,8690,8830,602770,139963.0,15850810.0
2017-11-28,8830,8980,8380,8490,423724,134573.0,15850810.0
2017-11-29,8550,9060,8480,8910,419872,141231.0,15850810.0
2017-11-30,9040,9230,8910,9050,330665,143450.0,15850810.0
2017-12-01,9100,9360,9040,9250,316677,146620.0,15850810.0
2017-12-04,9260,12000,8800,12000,5223334,190210.0,15850810.0
2017-12-05,12600,12650,10400,10650,4544012,168811.0,15850810.0
2017-12-06,10700,11550,10400,11150,2966009,176737.0,15850810.0
2017-12-07,11500,11900,10600,11250,1908447,178322.0,15850810.0
2017-12-08,11250,11250,9410,9900,1220266,156923.0,15850810.0
2017-12-11,10000,10350,9540,9790,582537,155179.0,15850810.0
2017-12-12,9910,9910,9430,9640,334514,152802.0,15850810.0
2017-12-13,9610,9990,9530,9870,244952,156447.0,15850810.0
2017-12-14,9930,10400,9670,10150,446614,160886.0,15850810.0
2017-12-15,10100,10250,9880,9990,321653,158350.0,15850810.0
2017-12-18,9980,10050,9450,9480,383601,150266.0,15850810.0
2017-12-19,9480,9500,8940,9360,444449,148364.0,15850810.0
2017-12-20,9330,9670,9150,9160,203876,145693.0,15905310.0
2017-12-21,9120,9460,9100,9260,178297,147283.0,15905310.0
2017-12-22,9260,9360,9080,9360,153604,148874.0,15905310.0
2017-12-26,9500,10200,9370,9390,555323,149351.0,15905310.0
2017-12-27,9520,9800,9480,9710,199169,154441.0,15905310.0
2017-12-28,9750,10050,9610,9940,274682,158099.0,15905310.0
2018-01-02,10100,10950,9940,10950,922507,174163.0,15905310.0
2018-01-03,11300,11450,10300,10900,1025919,173368.0,15905310.0
2018-01-04,10800,11450,10600,10850,676020,172573.0,15905310.0
2018-01-05,10750,11300,10600,11250,591095,178935.0,15905310.0
2018-01-08,11100,11250,10750,10950,446686,174163.0,15905310.0
2018-01-09,10800,10900,10000,10200,515467,162234.0,15905310.0
2018-01-10,10250,10650,9880,10450,513256,166210.0,15905310.0
2018-01-11,10500,11500,10200,11250,803241,178935.0,15905310.0
2018-01-12,11250,11500,10550,10900,575583,173368.0,15905310.0
2018-01-15,10950,11300,10700,11300,475694,179730.0,15905310.0
2018-01-16,11450,12300,10950,11550,866351,183706.0,15905310.0
2018-01-17,11650,12900,11300,12900,1328932,205178.0,15905310.0
2018-01-18,12850,13400,12300,13150,976926,209155.0,15905310.0
2018-01-19,12900,13400,12400,12500,641622,198816.0,15905310.0
2018-01-22,12400,12700,12050,12350,317847,196431.0,15905310.0
2018-01-23,12450,12500,12100,12400,232905,197226.0,15905310.0
2018-01-24,12400,12750,12250,12300,261725,195635.0,15905310.0
2018-01-25,12250,13450,12200,13100,669854,208360.0,15905310.0
2018-01-26,13100,13200,12700,12900,260090,205178.0,15905310.0
2018-01-29,12900,13750,12850,13450,590446,213926.0,15905310.0
2018-01-30,13650,13800,13000,13550,447660,215517.0,15905310.0
2018-01-31,13450,14300,12500,12800,788177,203588.0,15905310.0
2018-02-01,12950,12950,11800,11900,551565,189273.0,15905310.0
2018-02-02,11800,12900,10700,12300,1034238,195635.0,15905310.0
2018-02-05,12000,13500,11800,12450,1081322,198021.0,15905310.0
2018-02-06,11700,12350,11500,12000,606633,190864.0,15905310.0
2018-02-07,12350,12950,11150,11650,1259646,185297.0,15905310.0
2018-02-08,11600,11950,11200,11750,343315,186887.0,15905310.0
2018-02-09,11150,11450,10900,10950,489284,174163.0,15905310.0
2018-02-12,11100,11250,10800,10900,195980,173368.0,15905310.0
2018-02-13,11000,11150,10400,10400,262368,165415.0,15905310.0
2018-02-14,10250,11250,10150,10900,442647,173368.0,15905310.0
2018-02-19,10800,11200,10750,11000,149866,174958.0,15905310.0
2018-02-20,11050,11150,10600,10750,200224,170982.0,15905310.0
2018-02-21,10750,10950,10600,10750,147644,170982.0,15905310.0
2018-02-22,10800,11200,10550,10750,172919,170982.0,15905310.0
2018-02-23,10800,13950,10700,12200,5120641,194045.0,15905310.0
2018-02-26,12750,15700,12350,15500,7288796,246532.0,15905310.0
2018-02-27,16100,19000,15850,17500,5800043,278343.0,15905310.0
2018-02-28,17400,19450,16150,17700,3967229,281524.0,15905310.0
2018-03-02,16900,18450,16250,17200,1712310,273571.0,15905310.0
2018-03-05,16750,17900,16400,17300,1031511,275162.0,15905310.0
2018-03-06,17450,19150,17100,17200,1647975,273571.0,15905310.0
2018-03-07,17250,17300,15550,15750,1215973,250509.0,15905310.0
2018-03-08,16150,16700,15600,16200,895750,257666.0,15905310.0
2018-03-09,16000,16750,15800,16400,571659,260847.0,15905310.0
2018-03-12,16400,17400,16300,17150,645935,272776.0,15905310.0
2018-03-13,17200,18500,16750,18200,1120527,289477.0,15905310.0
2018-03-14,18400,19350,17800,18200,1033639,289477.0,15905310.0
2018-03-15,18050,18550,17600,18550,494003,295044.0,15905310.0
2018-03-16,19200,19250,17900,18550,466433,295044.0,15905310.0
2018-03-19,18200,18200,17450,17650,454347,280729.0,15905310.0
2018-03-20,17150,17950,16850,17750,394596,282319.0,15905310.0
2018-03-21,17700,17750,16600,16700,591589,265619.0,15905310.0
2018-03-22,17000,19350,16850,18150,1680286,288681.0,15905310.0
2018-03-23,17450,17600,15650,16100,880623,256075.0,15905310.0
2018-03-26,15900,16900,14850,16850,727610,268004.0,15905310.0
2018-03-27,17350,18000,16650,16900,507479,268800.0,15905310.0
2018-03-28,16500,18600,16250,17600,1166026,279933.0,15905310.0
2018-03-29,18650,18900,17600,17800,1144538,283115.0,15905310.0
2018-03-30,17900,23100,17550,23100,5520336,367413.0,15905310.0
2018-04-02,24050,29000,23350,25750,6891589,409562.0,15905310.0
2018-04-03,25600,26200,21900,23450,4507761,372980.0,15905310.0
2018-04-04,22700,24400,21500,21900,2527418,348326.0,15905310.0
2018-04-05,22400,23400,20500,21500,2484988,341964.0,15905310.0
2018-04-06,21300,22750,20800,21950,1517786,349122.0,15905310.0
2018-04-09,21650,22900,21250,22450,1194237,357074.0,15905310.0
2018-04-10,22500,23950,22100,23650,1481211,376161.0,15905310.0
2018-04-11,23950,24500,22850,22900,1353733,364232.0,15905310.0
2018-04-12,23400,24750,21800,22950,1715311,365027.0,15905310.0
2018-04-13,22750,29800,21900,27700,7618859,440577.0,15905310.0
2018-04-16,28900,30600,27450,27850,2830374,442963.0,15905310.0
2018-04-17,26650,26800,23750,24200,2733164,384909.0,15905310.0
2018-04-18,23750,29400,22700,25250,6466393,401609.0,15905310.0
2018-04-19,24400,24600,21850,22400,1530105,356279.0,15905310.0
2018-04-20,22400,23200,21350,21850,1050191,347531.0,15905310.0
2018-04-23,21900,22000,19500,20250,1905918,322083.0,15905310.0
2018-04-24,19500,23350,19350,19800,2177808,314925.0,15905310.0
2018-04-25,19800,20900,19600,20500,541409,326059.0,15905310.0
2018-04-26,21050,21950,20950,21300,713670,338783.0,15905310.0
2018-04-27,21300,22550,20850,22100,703327,351507.0,15905310.0
2018-04-30,22400,22700,20050,20950,776867,333216.0,15905310.0
2018-05-02,20000,21200,19000,19500,881552,310154.0,15905310.0
2018-05-03,21550,22100,19500,19750,888318,314130.0,15905310.0
