러셀(217500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-03-06,2146,2146,2098,2120,5444,9334.0,4750000.0
2017-03-07,2136,2136,2098,2125,755,9358.0,4750000.0
2017-03-08,2136,2136,2098,2120,2233,9334.0,4750000.0
2017-03-09,2103,2130,2103,2120,6000,9334.0,4750000.0
2017-03-10,2125,2125,2098,2120,8227,9334.0,4750000.0
2017-03-13,2098,2136,2092,2131,16395,9381.0,4750000.0
2017-03-14,2130,2130,2103,2125,18877,9358.0,4750000.0
2017-03-15,2136,2136,2098,2131,2410,9381.0,4750000.0
2017-03-16,2152,2152,2119,2141,5294,9429.0,4750000.0
2017-03-17,2141,2157,2125,2147,24094,9452.0,4750000.0
2017-03-20,2146,2206,2141,2158,41556,9500.0,4750000.0
2017-03-21,2157,2200,2136,2158,10190,9500.0,4750000.0
2017-03-22,2195,2195,2130,2152,10161,9476.0,4750000.0
2017-03-23,2125,2168,2125,2158,15946,9500.0,4750000.0
2017-03-24,2200,2200,2141,2179,6827,9595.0,4750000.0
2017-03-27,2152,2195,2141,2158,13728,9500.0,4750000.0
2017-03-28,2157,2173,2141,2158,5714,9500.0,4750000.0
2017-03-29,2168,2168,2141,2158,4208,9500.0,4750000.0
2017-03-30,2157,2157,2146,2147,8741,9452.0,4750000.0
2017-03-31,2152,2195,2146,2168,1581,9548.0,4750000.0
2017-04-03,2168,2168,2146,2163,3391,9524.0,4750000.0
2017-04-04,2168,2184,2130,2152,21764,9476.0,4750000.0
2017-04-05,2190,2190,2114,2158,2987,9500.0,4750000.0
2017-04-06,2130,2190,2130,2190,2783,9642.0,4750000.0
2017-04-07,2152,2168,2141,2168,6203,9548.0,4750000.0
2017-04-10,2130,2163,2130,2163,5596,9524.0,4750000.0
2017-04-11,2157,2168,2152,2168,4005,9548.0,4750000.0
2017-04-12,2130,2157,2125,2158,10565,9500.0,4750000.0
2017-04-13,2168,2168,2136,2152,5323,9476.0,4750000.0
2017-04-14,2157,2157,2136,2152,3684,9476.0,4750000.0
2017-04-17,2157,2163,2136,2163,21507,9524.0,4750000.0
2017-04-18,2168,2168,2141,2163,8714,9524.0,4750000.0
2017-04-19,2168,2168,2157,2168,2423,9548.0,4750000.0
2017-04-20,2157,2168,2157,2163,11062,9524.0,4750000.0
2017-04-21,2157,2168,2157,2168,2486,9548.0,4750000.0
2017-04-24,2146,2168,2146,2158,10948,9500.0,4750000.0
2017-04-25,2168,2168,2152,2168,12284,9548.0,4750000.0
2017-04-26,2157,2168,2157,2168,1540,9548.0,4750000.0
2017-04-27,2173,2173,2146,2163,4452,9524.0,4750000.0
2017-04-28,2168,2168,2141,2147,3399,9452.0,4750000.0
2017-05-02,2157,2168,2157,2158,1248,9500.0,4750000.0
2017-05-04,2168,2168,2168,2168,760,9548.0,4750000.0
2017-05-08,2163,2168,2146,2163,3370,9524.0,4750000.0
2017-05-10,2152,2168,2152,2168,3342,9548.0,4750000.0
2017-05-11,2152,2168,2152,2152,5636,9476.0,4750000.0
2017-05-12,2152,2157,2152,2158,1784,9500.0,4750000.0
2017-05-15,2157,2173,2157,2174,5122,9571.0,4750000.0
2017-05-16,2146,2168,2146,2158,4139,9500.0,4750000.0
2017-05-17,2173,2173,2157,2174,2040,9571.0,4750000.0
2017-05-18,2157,2173,2157,2174,2068,9571.0,4750000.0
2017-05-19,2152,2179,2152,2174,1836,9571.0,4750000.0
2017-05-22,2146,2173,2146,2174,9592,9571.0,4750000.0
2017-05-23,2152,2173,2146,2158,27133,9500.0,4750000.0
2017-05-24,2152,2168,2152,2163,7023,9524.0,4750000.0
2017-05-25,2168,2168,2168,2168,206,9548.0,4750000.0
2017-05-26,2152,2168,2152,2158,2549,9500.0,4750000.0
2017-05-29,2168,2168,2157,2163,16237,9524.0,4750000.0
2017-05-30,2168,2168,2157,2168,1596,9548.0,4750000.0
2017-05-31,2152,2168,2152,2163,1514,9524.0,4750000.0
2017-06-01,2168,2190,2168,2168,2041,9548.0,4750000.0
2017-06-02,2168,2184,2157,2174,4313,9571.0,4750000.0
2017-06-05,2146,2190,2146,2179,3844,9595.0,4750000.0
2017-06-07,2152,2173,2152,2158,2558,9500.0,4750000.0
2017-06-08,2146,2179,2146,2174,5301,9571.0,4750000.0
2017-06-09,2152,2179,2152,2179,2335,9595.0,4750000.0
2017-06-12,2184,2184,2152,2163,2232,9524.0,4750000.0
2017-06-13,2146,2173,2146,2174,1494,9571.0,4750000.0
2017-06-14,2152,2173,2152,2174,1452,9571.0,4750000.0
2017-06-15,2157,2163,2146,2163,11025,9524.0,4750000.0
2017-06-16,2152,2179,2152,2158,1961,9500.0,4750000.0
2017-06-19,2152,2179,2152,2158,2279,9500.0,4750000.0
2017-06-20,2173,2173,2152,2152,5634,9476.0,4750000.0
2017-06-21,2173,2173,2152,2163,5242,9524.0,4750000.0
2017-06-22,2152,2173,2136,2163,117097,9524.0,4750000.0
2017-06-23,2146,2163,2146,2163,9503,9524.0,4750000.0
2017-06-26,2152,2163,2152,2163,28196,9524.0,4750000.0
2017-06-27,2157,2163,2146,2158,44725,9500.0,4750000.0
2017-06-28,2163,2173,2157,2168,4202,9548.0,4750000.0
2017-06-29,2163,2163,2157,2163,4905,9524.0,4750000.0
2017-06-30,2168,2168,2157,2168,3017,9548.0,4750000.0
2017-07-03,2168,2184,2168,2179,12612,9595.0,4750000.0
2017-07-04,2184,2184,2173,2179,2498,9595.0,4750000.0
2017-07-05,2184,2184,2173,2179,3431,9595.0,4750000.0
2017-07-06,2184,2184,2168,2179,16089,9595.0,4750000.0
2017-07-07,2297,2664,2173,2379,22493594,10474.0,4750000.0
2017-07-10,2303,2529,2190,2212,12836066,9738.0,4750000.0
2017-07-11,2222,2238,2173,2174,3170725,9571.0,4750000.0
2017-07-12,2362,2632,2195,2206,10538394,9714.0,4750000.0
2017-07-13,2249,2276,2179,2217,1868799,9761.0,4750000.0
2017-07-14,2200,2206,2179,2201,742106,9690.0,4750000.0
2017-07-17,2190,2206,2173,2195,405655,9666.0,4750000.0
2017-07-18,2184,2195,2168,2179,473585,9595.0,4750000.0
2017-07-19,2168,2195,2168,2185,239451,9619.0,4750000.0
2017-07-20,2200,2206,2173,2195,362788,9666.0,4750000.0
2017-07-21,2195,2195,2173,2179,112029,9595.0,4750000.0
2017-07-24,2173,2195,2173,2179,142037,9595.0,4750000.0
2017-07-25,2179,2190,2173,2179,109210,9595.0,4750000.0
2017-07-26,2179,2184,2168,2168,140531,9548.0,4750000.0
2017-07-27,2173,2184,2168,2174,138811,9571.0,4750000.0
2017-07-28,2168,2184,2157,2174,169168,9571.0,4750000.0
2017-07-31,2168,2173,2152,2168,123436,9548.0,4750000.0
2017-08-01,2168,2190,2157,2163,91640,9524.0,4750000.0
2017-08-02,2168,2238,2168,2174,511187,9571.0,4750000.0
2017-08-03,2173,2179,2163,2163,104463,9524.0,4750000.0
2017-08-04,2163,2227,2157,2190,118712,9642.0,4750000.0
2017-08-07,2206,2206,2163,2168,60083,9548.0,4750000.0
2017-08-08,2168,2190,2163,2179,65551,9595.0,4750000.0
2017-08-09,2168,2184,2157,2158,142683,9500.0,4750000.0
2017-08-10,2163,2173,2157,2163,107122,9524.0,4750000.0
2017-08-11,2163,2173,2157,2158,47061,9500.0,4750000.0
2017-08-14,2168,2168,2157,2158,84800,9500.0,4750000.0
2017-08-16,2163,2179,2157,2174,57494,9571.0,4750000.0
2017-08-17,2173,2173,2157,2158,23472,9500.0,4750000.0
2017-08-18,2179,2179,2163,2174,31602,9571.0,4750000.0
2017-08-21,2184,2184,2168,2179,27070,9595.0,4750000.0
2017-08-22,2168,2184,2168,2179,34093,9595.0,4750000.0
2017-08-23,2184,2184,2168,2174,24436,9571.0,4750000.0
2017-08-24,2179,2179,2168,2174,12885,9571.0,4750000.0
2017-08-25,2184,2233,2173,2179,574458,9595.0,4750000.0
2017-08-28,2195,2195,2173,2190,85517,9642.0,4750000.0
2017-08-29,2200,2206,2173,2201,83519,9690.0,4750000.0
2017-08-30,2206,2206,2190,2206,33601,9714.0,4750000.0
2017-08-31,2211,2211,2184,2190,54246,9642.0,4750000.0
2017-09-01,2211,2211,2184,2185,23309,9619.0,4750000.0
2017-09-04,2179,2195,2179,2185,41689,9619.0,4750000.0
2017-09-05,2179,2206,2179,2195,24072,9666.0,4750000.0
2017-09-06,2184,2206,2184,2190,19441,9642.0,4750000.0
2017-09-07,2184,2200,2184,2195,21417,9666.0,4750000.0
2017-09-08,2195,2200,2184,2195,30090,9666.0,4750000.0
2017-09-11,2179,2190,2179,2185,51410,9619.0,4750000.0
2017-09-12,2179,2190,2179,2185,27846,9619.0,4750000.0
2017-09-13,2190,2190,2179,2190,61808,9642.0,4750000.0
2017-09-14,2190,2206,2184,2185,14563,9619.0,4750000.0
2017-09-15,2200,2200,2179,2190,9810,9642.0,4750000.0
2017-09-18,2195,2195,2179,2190,45839,9642.0,4750000.0
2017-09-19,2200,2200,2184,2190,24003,9642.0,4750000.0
2017-09-20,2190,2190,2179,2179,43247,9595.0,4750000.0
2017-09-21,2179,2200,2179,2190,50143,9642.0,4750000.0
2017-09-22,2184,2200,2179,2195,44916,9666.0,4750000.0
2017-09-25,2184,2200,2173,2195,58586,9666.0,4750000.0
2017-09-26,2190,2195,2184,2195,25822,9666.0,4750000.0
2017-09-27,2179,2190,2179,2190,5975,9642.0,4750000.0
2017-09-28,2190,2195,2184,2195,9168,9666.0,4750000.0
2017-09-29,2195,2211,2195,2195,92631,9666.0,4750000.0
2017-10-10,2206,2206,2190,2201,16124,9690.0,4750000.0
2017-10-11,2190,2195,2184,2195,10779,9666.0,4750000.0
2017-10-12,2184,2195,2184,2195,13631,9666.0,4750000.0
2017-10-13,2184,2195,2173,2185,37446,9619.0,4750000.0
2017-10-16,2184,2195,2179,2195,27963,9666.0,4750000.0
2017-10-17,2179,2206,2179,2201,45343,9690.0,4750000.0
2017-10-18,2184,2206,2184,2206,28248,9714.0,4750000.0
2017-10-19,2190,2206,2184,2206,7632,9714.0,4750000.0
2017-10-20,2190,2200,2190,2195,27206,9666.0,4750000.0
2017-10-23,2184,2200,2184,2201,33445,9690.0,4750000.0
2017-10-24,2190,2211,2190,2212,16834,9738.0,4750000.0
2017-10-25,2195,2211,2184,2212,37216,9738.0,4750000.0
2017-10-26,2190,2211,2190,2190,23016,9642.0,4750000.0
2017-10-27,2190,2195,2190,2195,16177,9666.0,4750000.0
2017-10-30,2190,2206,2190,2206,18797,9714.0,4750000.0
2017-10-31,2195,2206,2184,2201,22876,9690.0,4750000.0
2017-11-01,2190,2200,2184,2201,27670,9690.0,4750000.0
2017-11-02,2190,2200,2190,2190,8594,9642.0,4750000.0
2017-11-03,2190,2200,2190,2201,19592,9690.0,4750000.0
2017-11-06,2190,2200,2190,2195,5321,9666.0,4750000.0
2017-11-07,2190,2195,2179,2195,57531,9666.0,4750000.0
2017-11-08,2190,2195,2179,2190,12431,9642.0,4750000.0
2017-11-09,2184,2190,2179,2190,50877,9642.0,4750000.0
2017-11-10,2184,2206,2179,2206,18361,9714.0,4750000.0
2017-11-13,2195,2206,2184,2195,48321,9666.0,4750000.0
2017-11-14,2206,2206,2190,2195,15617,9666.0,4750000.0
2017-11-15,2195,2211,2179,2201,56904,9690.0,4750000.0
2017-11-16,2200,2200,2184,2190,12509,9642.0,4750000.0
2017-11-17,0,0,0,2190,0,9642.0,4750000.0
2017-11-20,0,0,0,2190,0,,
2017-11-21,0,0,0,2190,0,,
2017-11-22,0,0,0,2190,0,,
2017-11-23,0,0,0,2190,0,,
2017-11-24,0,0,0,2190,0,,
2017-11-27,0,0,0,2190,0,,
2017-11-28,0,0,0,2190,0,,
2017-11-29,0,0,0,2190,0,,
2017-11-30,0,0,0,2190,0,,
2017-12-01,0,0,0,2190,0,,
2017-12-04,0,0,0,2190,0,,
2017-12-05,0,0,0,2190,0,,
2017-12-06,0,0,0,2190,0,,
2017-12-07,0,0,0,2190,0,,
2017-12-08,0,0,0,2190,0,,
2017-12-11,0,0,0,2190,0,,
2017-12-12,0,0,0,2190,0,,
2017-12-13,0,0,0,2190,0,,
2017-12-14,0,0,0,2190,0,,
2017-12-15,0,0,0,2190,0,,
2017-12-18,0,0,0,2190,0,,
2017-12-19,0,0,0,2190,0,,
2017-12-20,0,0,0,2190,0,,
2017-12-21,0,0,0,2190,0,,
2017-12-22,0,0,0,2190,0,,
2017-12-26,0,0,0,2190,0,,
2017-12-27,0,0,0,2190,0,,
2017-12-28,0,0,0,2190,0,,
2018-01-02,0,0,0,2190,0,,
2018-01-03,0,0,0,2190,0,,
2018-01-04,0,0,0,2190,0,,
2018-01-05,0,0,0,2190,0,,
2018-01-08,0,0,0,2190,0,,
2018-01-09,0,0,0,2190,0,,
2018-01-10,0,0,0,2190,0,,
2018-01-11,0,0,0,2190,0,,
2018-01-12,0,0,0,2190,0,,
2018-01-15,0,0,0,2190,0,,
2018-01-16,0,0,0,2190,0,,
2018-01-17,0,0,0,2190,0,,
2018-01-18,0,0,0,2190,0,,
2018-01-19,0,0,0,2190,0,,
2018-01-22,0,0,0,2190,0,,
2018-01-23,0,0,0,2190,0,,
2018-01-24,0,0,0,2190,0,,
2018-01-25,0,0,0,2190,0,,
2018-01-26,0,0,0,2190,0,,
2018-01-29,0,0,0,2190,0,,
2018-01-30,0,0,0,2190,0,,
2018-01-31,0,0,0,2190,0,,
2018-02-01,0,0,0,2190,0,,
2018-02-02,0,0,0,2190,0,,
2018-02-05,0,0,0,2190,0,,
2018-02-06,0,0,0,2190,0,,
2018-02-07,0,0,0,2190,0,,
2018-02-08,0,0,0,2190,0,,
2018-02-09,2190,2195,2050,2100,679691,9975.0,4750000.0
2018-02-12,2125,2140,2070,2095,205116,9951.0,4750000.0
2018-02-13,2075,2125,2075,2105,68398,9999.0,4750000.0
2018-02-14,2110,2110,2080,2110,91439,10022.0,4750000.0
2018-02-19,2120,2140,2105,2130,130460,10118.0,4750000.0
2018-02-20,2125,2150,2115,2130,208265,10118.0,4750000.0
2018-02-21,2110,2155,2095,2155,88430,10236.0,4750000.0
2018-02-22,2155,2415,2155,2275,1707849,10806.0,4750000.0
2018-02-23,2275,2330,2200,2215,261650,10521.0,4750000.0
2018-02-26,2205,2260,2200,2250,100203,10688.0,4750000.0
2018-02-27,2270,2270,2190,2215,95700,10521.0,4750000.0
2018-02-28,2155,2215,2150,2150,139473,10212.0,4750000.0
2018-03-02,2120,2395,2120,2265,758255,10759.0,4750000.0
2018-03-05,2315,2465,2295,2400,902651,11400.0,4750000.0
2018-03-06,2405,2445,2350,2400,227106,11400.0,4750000.0
2018-03-07,2400,2440,2310,2420,286742,11495.0,4750000.0
2018-03-08,2420,2660,2385,2550,855206,12112.0,4750000.0
2018-03-09,2550,2555,2475,2500,182062,11875.0,4750000.0
2018-03-12,2540,2565,2470,2525,227392,11994.0,4750000.0
2018-03-13,2530,2530,2400,2420,217230,11495.0,4750000.0
2018-03-14,2420,2490,2390,2425,120451,11519.0,4750000.0
2018-03-15,2420,2470,2395,2430,176306,11542.0,4750000.0
2018-03-16,2400,2485,2375,2420,209548,11495.0,4750000.0
2018-03-19,2420,2470,2410,2435,123569,11566.0,4750000.0
2018-03-20,2435,2450,2375,2420,212239,11495.0,4750000.0
2018-03-21,2415,2435,2380,2410,154542,11448.0,4750000.0
2018-03-22,2355,2420,2345,2380,197894,11305.0,4750000.0
2018-03-23,2405,2445,2320,2320,177781,11020.0,4750000.0
2018-03-26,2380,2390,2320,2365,83984,11234.0,4750000.0
2018-03-27,2440,2440,2360,2390,158509,11352.0,4750000.0
2018-03-28,2550,2795,2420,2460,825168,11685.0,4750000.0
2018-03-29,2480,2495,2420,2475,135134,11756.0,4750000.0
2018-03-30,2500,2525,2450,2505,254077,11899.0,4750000.0
2018-04-02,2560,2615,2485,2595,431444,12326.0,4750000.0
2018-04-03,2550,2750,2530,2645,369480,12564.0,4750000.0
2018-04-04,2675,2850,2660,2700,573614,12825.0,4750000.0
2018-04-05,2735,2860,2700,2770,370452,13158.0,4750000.0
2018-04-06,2800,2845,2665,2780,221651,13205.0,4750000.0
2018-04-09,2780,2780,2680,2680,195539,12730.0,4750000.0
2018-04-10,2680,2815,2680,2740,219973,13015.0,4750000.0
2018-04-11,2770,2770,2700,2730,85290,12968.0,4750000.0
2018-04-12,2745,2750,2645,2700,161460,12825.0,4750000.0
2018-04-13,2755,2755,2695,2720,143688,12920.0,4750000.0
2018-04-16,2695,2695,2625,2675,152825,12706.0,4750000.0
2018-04-17,2690,2690,2575,2595,201643,12326.0,4750000.0
2018-04-18,2585,2635,2510,2525,175676,11994.0,4750000.0
2018-04-19,2565,2565,2475,2565,97548,12184.0,4750000.0
2018-04-20,2595,2660,2525,2620,87710,12445.0,4750000.0
2018-04-23,2675,2675,2595,2645,93787,12564.0,4750000.0
2018-04-24,2660,2660,2525,2590,117823,12302.0,4750000.0
2018-04-25,2585,2585,2505,2515,56691,11946.0,4750000.0
2018-04-26,2515,2545,2475,2500,84832,11875.0,4750000.0
2018-04-27,2530,2530,2455,2470,45719,11732.0,4750000.0
2018-04-30,2495,2565,2480,2550,116510,12112.0,4750000.0
2018-05-02,2565,2565,2455,2470,100505,11732.0,4750000.0
2018-05-03,2480,2525,2430,2430,81348,11542.0,4750000.0
2018-05-04,2450,2520,2450,2500,76287,11875.0,4750000.0
2018-05-08,2535,2575,2450,2475,124433,11756.0,4750000.0
2018-05-09,2430,2545,2430,2545,75621,12089.0,4750000.0
2018-05-10,2485,2550,2455,2530,60345,12018.0,4750000.0
2018-05-11,2570,3235,2490,3150,3399918,14962.0,4750000.0
2018-05-14,3360,3885,3025,3700,2320602,17575.0,4750000.0
2018-05-15,3780,3780,3270,3270,1027891,15532.0,4750000.0
2018-05-16,3170,3845,3005,3410,2075263,16198.0,4750000.0
2018-05-17,3405,3710,3325,3495,1004769,16601.0,4750000.0
2018-05-18,3810,3820,3050,3125,1743189,96288.0,30812000.0
2018-05-21,3200,3230,2910,2985,639393,91974.0,30812000.0
2018-05-23,3015,3065,2875,2925,397694,90125.0,30812000.0
2018-05-24,2895,2945,2805,2900,286372,89355.0,30812000.0
2018-05-25,2875,3770,2805,3770,5497676,116161.0,30812000.0
2018-05-28,3535,3745,3375,3520,3837943,108458.0,30812000.0
2018-05-29,3555,4350,3425,4000,11282030,123248.0,30812000.0
2018-05-30,4050,4650,3915,4035,4940413,124326.0,30812000.0
2018-05-31,4070,4125,3665,3715,1339633,114467.0,30812000.0
2018-06-01,3715,3785,3545,3755,804951,115699.0,30812000.0
2018-06-04,3730,3860,3570,3635,585654,112002.0,30812000.0
2018-06-05,3580,3655,3425,3425,460721,105531.0,30812000.0
2018-06-07,3425,3900,3405,3650,1608118,112464.0,30812000.0
2018-06-08,3620,3640,3475,3550,342598,109383.0,30812000.0
2018-06-11,3590,3740,3490,3545,606663,109229.0,30812000.0
2018-06-12,3505,3510,3260,3325,327407,102450.0,30812000.0
2018-06-14,3320,3320,2980,3020,366325,93052.0,30812000.0
2018-06-15,3025,3180,3010,3060,163172,94285.0,30812000.0
2018-06-18,3065,3095,2870,2890,219911,89047.0,30812000.0
2018-06-19,2935,2970,2625,2680,244429,82576.0,30812000.0
2018-06-20,2675,2770,2600,2725,223108,83963.0,30812000.0
2018-06-21,2730,2795,2700,2710,113197,83501.0,30812000.0
2018-06-22,2680,2780,2670,2730,87755,84117.0,30812000.0
2018-06-25,2780,3250,2700,2900,1304758,89355.0,30812000.0
2018-06-26,2925,2935,2810,2865,202109,88276.0,30812000.0
2018-06-27,2880,2950,2830,2895,108455,89201.0,30812000.0
2018-06-28,2835,2895,2700,2745,103324,84579.0,30812000.0
2018-06-29,2750,2795,2480,2645,169173,81498.0,30812000.0
2018-07-02,2645,2730,2390,2425,123448,74719.0,30812000.0
2018-07-03,2495,2495,2310,2390,181985,73641.0,30812000.0
2018-07-04,2380,2610,2340,2455,173784,75643.0,30812000.0
2018-07-05,2420,2530,2420,2500,49670,77030.0,30812000.0
2018-07-06,2545,2545,2400,2460,79504,75798.0,30812000.0
2018-07-09,2480,2485,2390,2450,61954,75489.0,30812000.0
2018-07-10,2450,2600,2410,2485,65551,76568.0,30812000.0
2018-07-11,2510,2510,2445,2485,34979,76568.0,30812000.0
2018-07-12,2490,2505,2420,2500,47907,77030.0,30812000.0
2018-07-13,2530,3145,2480,2890,3942303,89047.0,30812000.0
2018-07-16,2845,3325,2775,3120,4191471,96133.0,30812000.0
2018-07-17,3135,3205,3030,3160,757990,97366.0,30812000.0
2018-07-18,3200,3270,2900,2985,625849,91974.0,30812000.0
2018-07-19,3020,3030,2800,2920,253280,89971.0,30812000.0
2018-07-20,2920,2955,2780,2885,185530,88893.0,30812000.0
2018-07-23,2870,3145,2655,2655,784888,81806.0,30812000.0
2018-07-24,2690,2805,2645,2725,274520,83963.0,30812000.0
2018-07-25,2800,3250,2750,2995,4189518,92282.0,30812000.0
2018-07-26,2990,3040,2890,2955,629034,91049.0,30812000.0
2018-07-27,3040,3120,2940,2955,839632,91049.0,30812000.0
2018-07-30,2905,2955,2825,2940,406093,90587.0,30812000.0
2018-07-31,2980,3470,2965,3240,9929838,99831.0,30812000.0
2018-08-01,3235,3275,3180,3255,1131405,100293.0,30812000.0
2018-08-02,3270,3355,3075,3095,1267461,95363.0,30812000.0
2018-08-03,3115,3220,3020,3220,608498,99215.0,30812000.0
2018-08-06,3220,3235,3100,3135,301844,96596.0,30812000.0
2018-08-07,3130,3155,3035,3060,336648,94285.0,30812000.0
2018-08-08,3060,3135,3015,3020,299170,93052.0,30812000.0
2018-08-09,2980,3020,2900,2935,255021,90433.0,30812000.0
2018-08-10,2920,3250,2830,2860,1189046,88122.0,30812000.0
2018-08-13,2860,2985,2845,2845,227666,87660.0,30812000.0
2018-08-14,2875,2940,2680,2750,421489,84733.0,30812000.0
2018-08-16,2750,2750,2615,2670,209588,82268.0,30812000.0
2018-08-17,2655,2780,2650,2680,185115,82576.0,30812000.0
2018-08-20,2720,2900,2660,2745,343585,84579.0,30812000.0
2018-08-21,2715,2785,2710,2785,137727,85811.0,30812000.0
2018-08-22,2800,2850,2720,2735,178913,84271.0,30812000.0
2018-08-23,2750,2815,2730,2770,142707,85349.0,30812000.0
2018-08-24,2745,2745,2680,2680,155707,82576.0,30812000.0
2018-08-27,2710,2725,2600,2610,199806,80419.0,30812000.0
2018-08-28,2615,2710,2600,2610,144132,80419.0,30812000.0
2018-08-29,2615,2730,2610,2720,210965,83809.0,30812000.0
2018-08-30,2710,2795,2685,2740,214099,84425.0,30812000.0
2018-08-31,2740,2785,2685,2700,88529,83192.0,30812000.0
2018-09-03,2675,2720,2640,2680,96411,82576.0,30812000.0
2018-09-04,2680,2720,2645,2690,86368,82884.0,30812000.0
2018-09-05,2710,2950,2670,2860,1244186,88122.0,30812000.0
2018-09-06,2910,2910,2790,2840,288644,87506.0,30812000.0
2018-09-07,2840,2990,2805,2865,1091074,88276.0,30812000.0
2018-09-10,2870,3025,2865,2950,620805,90895.0,30812000.0
2018-09-11,2950,3000,2900,2960,256431,91204.0,30812000.0
2018-09-12,2980,2990,2865,2865,217874,88276.0,30812000.0
2018-09-13,2910,2920,2860,2860,78798,88122.0,30812000.0
2018-09-14,2860,2920,2845,2880,117326,88739.0,30812000.0
2018-09-17,2870,2880,2745,2780,153399,85657.0,30812000.0
2018-09-18,2780,2810,2600,2730,110693,84117.0,30812000.0
2018-09-19,2710,2800,2680,2735,103484,84271.0,30812000.0
2018-09-20,2770,2770,2640,2705,145484,83346.0,30812000.0
2018-09-21,2705,2740,2660,2675,73428,82422.0,30812000.0
2018-09-27,2675,2720,2650,2650,70797,81652.0,30812000.0
2018-09-28,2610,2700,2610,2655,147323,81806.0,30812000.0
2018-10-01,2670,2670,2605,2610,61829,80419.0,30812000.0
2018-10-02,2615,2640,2480,2500,134709,77030.0,30812000.0
2018-10-04,2500,2535,2410,2495,61387,76876.0,30812000.0
2018-10-05,2495,2500,2365,2365,57027,72870.0,30812000.0
2018-10-08,2365,2425,2315,2320,32056,71484.0,30812000.0
2018-10-10,2400,2400,2170,2170,60659,66862.0,30812000.0
2018-10-11,2120,2120,1980,1990,151664,61316.0,30812000.0
2018-10-12,1930,2300,1905,2070,234777,63781.0,30812000.0
2018-10-15,2090,2115,2015,2115,52160,65167.0,30812000.0
2018-10-16,2110,2145,2065,2085,55937,64243.0,30812000.0
2018-10-17,2135,2500,2100,2225,1156671,68557.0,30812000.0
2018-10-18,2205,2295,2190,2195,147857,67632.0,30812000.0
2018-10-19,2195,2195,2100,2145,139611,66092.0,30812000.0
2018-10-22,2140,2195,2130,2145,52278,66092.0,30812000.0
2018-10-23,2145,2200,2035,2040,139964,62856.0,30812000.0
2018-10-24,2050,2120,1840,1840,107868,56694.0,30812000.0
2018-10-25,1790,1855,1700,1770,129674,54537.0,30812000.0
2018-10-26,1795,1835,1655,1655,111716,50994.0,30812000.0
2018-10-29,1565,1645,1375,1385,417125,42675.0,30812000.0
2018-10-30,1320,1435,1305,1390,170977,42829.0,30812000.0
2018-10-31,1425,1525,1400,1400,247342,43137.0,30812000.0
2018-11-01,1430,1820,1430,1820,1072564,56078.0,30812000.0
2018-11-02,2120,2240,1995,2090,4352637,64397.0,30812000.0
2018-11-05,2110,2170,2010,2090,616485,64397.0,30812000.0
2018-11-06,2085,2140,2040,2070,378228,63781.0,30812000.0
2018-11-07,2145,2205,1890,1910,1046508,58851.0,30812000.0
2018-11-08,1960,2035,1920,1960,224361,60392.0,30812000.0
2018-11-09,1960,2455,1950,2225,5956342,68557.0,30812000.0
2018-11-12,2200,2260,2150,2180,752821,67170.0,30812000.0
2018-11-13,2120,2160,1955,2090,518182,64397.0,30812000.0
2018-11-14,2105,2155,2030,2090,409469,64397.0,30812000.0
2018-11-15,2050,2070,1940,2020,286304,62240.0,30812000.0
2018-11-16,2040,2040,1935,1960,172483,60392.0,30812000.0
2018-11-19,1950,1995,1910,1960,270980,62352.0,31812000.0
2018-11-20,1920,1975,1820,1820,283930,57898.0,31812000.0
2018-11-21,1860,1860,1705,1780,188913,56625.0,31812000.0
2018-11-22,1775,1800,1730,1760,117783,55989.0,31812000.0
2018-11-23,1780,1780,1665,1670,108209,53126.0,31812000.0
2018-11-26,1670,1955,1670,1780,1193041,56625.0,31812000.0
2018-11-27,1785,1895,1725,1800,442700,57262.0,31812000.0
2018-11-28,1800,1850,1730,1730,149622,55035.0,31812000.0
2018-11-29,1745,1960,1745,1840,1146941,58534.0,31812000.0
2018-11-30,1825,1890,1805,1890,253111,60125.0,31812000.0
2018-12-03,1880,1935,1850,1910,374964,60761.0,31812000.0
2018-12-04,1935,1935,1870,1885,224821,59966.0,31812000.0
2018-12-05,1830,1860,1815,1825,155755,58057.0,31812000.0
2018-12-06,1825,1845,1700,1720,155730,54717.0,31812000.0
2018-12-07,1720,1780,1705,1705,74130,54239.0,31812000.0
2018-12-10,1665,1735,1660,1680,53788,53444.0,31812000.0
2018-12-11,1675,1710,1590,1590,120976,50581.0,31812000.0
2018-12-12,1580,1660,1580,1645,94141,52331.0,31812000.0
2018-12-13,1675,1685,1615,1645,69291,52331.0,31812000.0
2018-12-14,1655,1680,1580,1595,78152,50740.0,31812000.0
2018-12-17,1565,1595,1510,1535,83504,48831.0,31812000.0
2018-12-18,1500,1900,1480,1615,2970629,51376.0,31812000.0
2018-12-19,1610,1655,1550,1605,588784,51058.0,31812000.0
2018-12-20,1585,1695,1565,1580,502685,50263.0,31812000.0
2018-12-21,1580,1610,1550,1555,102262,49468.0,31812000.0
2018-12-24,1530,1565,1480,1530,175071,48672.0,31812000.0
2018-12-26,1470,1515,1465,1500,124274,47718.0,31812000.0
2018-12-27,1560,1600,1500,1545,178793,49150.0,31812000.0
