DSC인베스트먼트(241520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-08-31,4920,4970,4735,4905,175993,85838.0,17500000.0
2018-09-03,4845,5200,4845,5030,785372,88025.0,17500000.0
2018-09-04,5050,5200,5050,5140,476287,89950.0,17500000.0
2018-09-05,5200,5210,5040,5040,277184,88200.0,17500000.0
2018-09-06,5080,5100,4890,4990,194799,87325.0,17500000.0
2018-09-07,4990,5050,4935,4990,115855,87325.0,17500000.0
2018-09-10,5020,5080,4970,5070,143619,88725.0,17500000.0
2018-09-11,5150,5210,5050,5130,235653,89775.0,17500000.0
2018-09-12,5170,5170,5030,5040,103739,88200.0,17500000.0
2018-09-13,5090,5090,4960,4960,97521,86800.0,17500000.0
2018-09-14,5000,5020,4900,4950,62307,86625.0,17500000.0
2018-09-17,4900,4980,4830,4970,83291,86975.0,17500000.0
2018-09-18,4940,5000,4910,4970,60880,86975.0,17500000.0
2018-09-19,4970,5140,4930,4930,114087,86275.0,17500000.0
2018-09-20,4930,4970,4870,4870,71051,85225.0,17500000.0
2018-09-21,4865,5030,4865,5000,70898,87500.0,17500000.0
2018-09-27,4950,5000,4940,4970,66430,86975.0,17500000.0
2018-09-28,4970,5240,4970,5120,591454,89600.0,17500000.0
2018-10-01,5120,5250,5080,5220,251111,91350.0,17500000.0
2018-10-02,5110,5120,4955,4960,290825,86800.0,17500000.0
2018-10-04,4950,5000,4685,4745,193390,83038.0,17500000.0
2018-10-05,4745,4860,4660,4660,92592,81550.0,17500000.0
2018-10-08,4555,4780,4550,4585,76386,80238.0,17500000.0
2018-10-10,4530,4600,4270,4350,135165,76125.0,17500000.0
2018-10-11,4090,4340,4090,4130,144333,72275.0,17500000.0
2018-10-12,3910,4265,3910,4255,141548,74462.0,17500000.0
2018-10-15,4225,4295,4205,4240,54513,74200.0,17500000.0
2018-10-16,4240,4535,4240,4405,150835,77088.0,17500000.0
2018-10-17,4400,4475,4380,4405,50191,77088.0,17500000.0
2018-10-18,4480,4490,4385,4440,15087,77700.0,17500000.0
2018-10-19,4440,4530,4280,4530,40747,79275.0,17500000.0
2018-10-22,4510,4650,4410,4600,66649,80500.0,17500000.0
2018-10-23,4635,4635,4545,4550,40971,79625.0,17500000.0
2018-10-24,4505,4945,4340,4355,801462,76212.0,17500000.0
2018-10-25,4160,4695,3950,4165,143085,72888.0,17500000.0
2018-10-26,4205,4310,3985,4025,103076,70438.0,17500000.0
2018-10-29,3985,4085,3510,3510,167776,61425.0,17500000.0
2018-10-30,3150,4140,3150,3635,1405507,63612.0,17500000.0
2018-10-31,3605,3745,3530,3645,248515,63788.0,17500000.0
2018-11-01,3660,3825,3660,3765,171221,65888.0,17500000.0
2018-11-02,3750,4000,3750,3975,130997,69562.0,17500000.0
2018-11-05,3975,4300,3920,4195,188329,73412.0,17500000.0
2018-11-06,4195,4230,4130,4215,59517,73762.0,17500000.0
2018-11-07,4210,4280,4065,4165,80304,72888.0,17500000.0
2018-11-08,4265,4385,4205,4295,79832,75162.0,17500000.0
2018-11-09,4320,4345,4250,4330,57267,75775.0,17500000.0
2018-11-12,4280,4660,4280,4595,360371,80412.0,17500000.0
2018-11-13,4505,4865,4460,4865,357550,85138.0,17500000.0
2018-11-14,4935,4935,4500,4520,332799,79100.0,17500000.0
2018-11-15,4520,4565,4365,4535,107690,79362.0,17500000.0
2018-11-16,4565,4590,4470,4585,45423,80238.0,17500000.0
2018-11-19,4570,4780,4570,4780,135429,83650.0,17500000.0
2018-11-20,4650,4855,4650,4800,137366,84000.0,17500000.0
2018-11-21,4700,4865,4695,4800,104217,84000.0,17500000.0
2018-11-22,4860,4860,4730,4790,57477,83825.0,17500000.0
2018-11-23,4830,4830,4640,4650,83941,81375.0,17500000.0
2018-11-26,4700,4750,4465,4715,57848,82512.0,17500000.0
2018-11-27,4790,4790,4700,4705,53984,82338.0,17500000.0
2018-11-28,4750,4790,4560,4730,89336,82775.0,17500000.0
2018-11-29,4735,4975,4680,4740,309504,82950.0,17500000.0
2018-11-30,4740,4805,4710,4715,74996,82512.0,17500000.0
2018-12-03,5120,5160,4720,4750,404333,83125.0,17500000.0
2018-12-04,4760,4900,4755,4845,99138,84788.0,17500000.0
2018-12-05,4780,5190,4740,5160,661163,90300.0,17500000.0
2018-12-06,5340,5500,5150,5180,1250815,90650.0,17500000.0
2018-12-07,5240,5320,5060,5150,286852,90125.0,17500000.0
2018-12-10,5080,5140,4980,5000,179569,87500.0,17500000.0
2018-12-11,5020,5020,4640,4670,344141,81725.0,17500000.0
2018-12-12,4645,4745,4485,4645,225013,81288.0,17500000.0
2018-12-13,4640,4690,4505,4570,177184,79975.0,17500000.0
2018-12-14,4570,4665,4405,4450,214229,77875.0,17500000.0
2018-12-17,4410,4695,4375,4615,298673,80762.0,17500000.0
2018-12-18,4640,4820,4435,4500,541829,78750.0,17500000.0
2018-12-19,4400,4400,4125,4180,492654,73150.0,17500000.0
2018-12-20,4130,4405,4055,4345,594591,76038.0,17500000.0
2018-12-21,4345,4375,4020,4020,483240,70350.0,17500000.0
2018-12-24,4020,4070,3905,3970,114056,69475.0,17500000.0
2018-12-26,3845,3910,3800,3825,139384,66938.0,17500000.0
2018-12-27,3840,4140,3840,4050,141606,70875.0,17500000.0
2018-12-28,4030,4145,4030,4055,71773,70962.0,17500000.0
2019-01-02,4080,4220,4030,4030,110836,70525.0,17500000.0
2019-01-03,4030,4145,3950,3955,83872,69212.0,17500000.0
2019-01-04,3965,4015,3915,4005,66799,70088.0,17500000.0
2019-01-07,4015,4115,4015,4095,53811,71662.0,17500000.0
2019-01-08,4140,4255,4045,4115,246645,72012.0,17500000.0
2019-01-09,4190,4190,4120,4125,80552,72188.0,17500000.0
2019-01-10,4135,4250,4100,4150,109075,72625.0,17500000.0
2019-01-11,4160,4190,4085,4105,78942,71838.0,17500000.0
2019-01-14,4060,4100,4045,4050,61915,70875.0,17500000.0
2019-01-15,4040,4145,4040,4135,77067,72362.0,17500000.0
2019-01-16,4135,4200,4135,4200,64144,73500.0,17500000.0
2019-01-17,4205,4225,4090,4135,64705,72362.0,17500000.0
2019-01-18,4135,4160,4085,4100,69492,71750.0,17500000.0
2019-01-21,4095,4145,4050,4100,75399,71750.0,17500000.0
2019-01-22,4105,4135,4085,4130,52606,72275.0,17500000.0
2019-01-23,4100,4220,4090,4120,69769,72100.0,17500000.0
2019-01-24,4135,4200,4130,4180,58607,73150.0,17500000.0
2019-01-25,4225,4230,4155,4185,70701,73238.0,17500000.0
2019-01-28,4175,4220,4125,4150,40433,72625.0,17500000.0
2019-01-29,4150,4195,4115,4115,39467,72012.0,17500000.0
2019-01-30,4130,4200,4110,4115,40980,72012.0,17500000.0
2019-01-31,4125,4150,3995,4005,160992,70088.0,17500000.0
2019-02-01,3975,4045,3975,4005,56959,70088.0,17500000.0
2019-02-07,4015,4040,3970,3990,92253,69825.0,17500000.0
2019-02-08,3970,4025,3955,4010,59615,70175.0,17500000.0
2019-02-11,4030,4080,4015,4025,38155,70438.0,17500000.0
2019-02-12,4015,4050,3980,3980,81983,69650.0,17500000.0
2019-02-13,4190,4200,4030,4055,199493,70962.0,17500000.0
2019-02-14,4045,4195,4045,4185,106262,73238.0,17500000.0
2019-02-15,4155,4195,4140,4160,74853,72800.0,17500000.0
2019-02-18,4155,4240,4155,4170,54827,72975.0,17500000.0
2019-02-19,4205,4215,4155,4180,55968,73150.0,17500000.0
2019-02-20,4180,4230,4165,4185,73456,73238.0,17500000.0
2019-02-21,4185,4285,4165,4255,170462,74462.0,17500000.0
2019-02-22,4255,4260,4125,4150,98887,72625.0,17500000.0
2019-02-25,4170,4260,4145,4175,58570,73062.0,17500000.0
2019-02-26,4145,4200,4120,4120,41303,72100.0,17500000.0
2019-02-27,4120,4150,4105,4135,58879,72362.0,17500000.0
2019-02-28,4170,4180,3925,4035,89997,70612.0,17500000.0
2019-03-04,4050,4200,4050,4185,79953,73238.0,17500000.0
2019-03-05,4140,4215,4140,4190,36789,73325.0,17500000.0
2019-03-06,4210,4550,4155,4430,1188351,77525.0,17500000.0
2019-03-07,4560,4635,4260,4260,1060030,74550.0,17500000.0
2019-03-08,4215,4235,4085,4110,325358,71925.0,17500000.0
2019-03-11,4110,4750,4065,4355,1456185,76212.0,17500000.0
2019-03-12,4360,4700,4300,4700,1348438,82250.0,17500000.0
2019-03-13,4820,4850,4390,4445,3018831,77788.0,17500000.0
2019-03-14,4490,4700,4435,4655,1499110,81462.0,17500000.0
2019-03-15,4635,4750,4460,4465,2208398,78138.0,17500000.0
2019-03-18,4505,4620,4450,4565,550850,79888.0,17500000.0
2019-03-19,4620,4660,4465,4475,454426,78312.0,17500000.0
2019-03-20,4470,4585,4370,4585,433280,80238.0,17500000.0
2019-03-21,4590,4590,4370,4420,299170,77350.0,17500000.0
2019-03-22,4420,4465,4320,4330,220681,75775.0,17500000.0
2019-03-25,4260,4325,4150,4185,260995,73238.0,17500000.0
2019-03-26,4190,4310,4190,4230,112790,74025.0,17500000.0
2019-03-27,4220,4295,4200,4210,150802,73675.0,17500000.0
2019-03-28,4215,4345,4205,4265,147816,74638.0,17500000.0
2019-03-29,4330,4340,4230,4300,127858,75250.0,17500000.0
2019-04-01,4255,4380,4255,4355,127000,76212.0,17500000.0
2019-04-02,4390,4530,4330,4485,345719,78488.0,17500000.0
2019-04-03,4485,4505,4415,4470,141573,78225.0,17500000.0
2019-04-04,4520,4525,4460,4500,160187,78750.0,17500000.0
2019-04-05,4500,4520,4445,4470,77262,78225.0,17500000.0
2019-04-08,4500,4625,4500,4575,346804,80062.0,17500000.0
2019-04-09,4575,4575,4450,4490,222118,78575.0,17500000.0
2019-04-10,4490,4670,4450,4570,306198,79975.0,17500000.0
2019-04-11,4575,4610,4530,4540,147905,79450.0,17500000.0
2019-04-12,4480,4590,4440,4560,181942,79800.0,17500000.0
2019-04-15,4580,4590,4440,4455,181041,77962.0,17500000.0
2019-04-16,4455,4465,4330,4415,135666,77262.0,17500000.0
2019-04-17,4440,4545,4420,4525,161125,79640.0,17600000.0
2019-04-18,4525,4595,4390,4430,142676,77968.0,17600000.0
2019-04-19,4395,4575,4395,4495,162548,79112.0,17600000.0
2019-04-22,4530,4535,4410,4455,78374,78408.0,17600000.0
2019-04-23,4455,4455,4350,4370,105876,76912.0,17600000.0
2019-04-24,4395,4400,4290,4320,111593,76032.0,17600000.0
2019-04-25,4320,4320,4220,4220,95715,74272.0,17600000.0
2019-04-26,4220,4250,4100,4105,120391,72248.0,17600000.0
2019-04-29,4115,4195,4100,4160,109282,73216.0,17600000.0
2019-04-30,4175,4270,4150,4270,83421,75152.0,17600000.0
2019-05-02,4270,4345,4250,4300,100489,75680.0,17600000.0
2019-05-03,4320,4345,4050,4260,148030,74976.0,17600000.0
2019-05-07,4120,4265,4120,4220,86866,74272.0,17600000.0
2019-05-08,4120,4180,4050,4090,204952,73699.0,18019383.0
2019-05-09,4095,4110,3830,3880,244980,69915.0,18019383.0
2019-05-10,3840,3950,3805,3880,96974,69915.0,18019383.0
2019-05-13,3900,3985,3830,3850,108539,69375.0,18019383.0
2019-05-14,3775,3980,3775,3850,117703,69375.0,18019383.0
2019-05-15,3835,4100,3835,3960,176246,71357.0,18019383.0
2019-05-16,3960,4015,3815,3845,95373,69285.0,18019383.0
2019-05-17,3850,3955,3830,3835,66870,69104.0,18019383.0
2019-05-20,3825,3940,3810,3855,79731,69465.0,18019383.0
2019-05-21,3820,3925,3820,3910,58884,70456.0,18019383.0
2019-05-22,3905,4010,3860,3940,71153,70996.0,18019383.0
2019-05-23,3940,3990,3880,3960,60427,71357.0,18019383.0
2019-05-24,3875,3960,3870,3900,44113,70276.0,18019383.0
2019-05-27,3920,4000,3900,3960,57336,71357.0,18019383.0
2019-05-28,3960,4055,3945,3975,72422,71627.0,18019383.0
2019-05-29,3985,3985,3795,3795,143614,68384.0,18019383.0
2019-05-30,3770,3810,3615,3675,101461,66221.0,18019383.0
2019-05-31,3630,3750,3630,3695,52298,66582.0,18019383.0
2019-06-03,3695,3715,3600,3620,47222,65230.0,18019383.0
2019-06-04,3605,3680,3605,3675,25430,66221.0,18019383.0
2019-06-05,3685,3825,3685,3780,49147,68113.0,18019383.0
2019-06-07,3770,3930,3670,3930,142285,70816.0,18019383.0
2019-06-10,3955,3960,3870,3915,46153,70546.0,18019383.0
2019-06-11,3915,4020,3910,3950,88585,71177.0,18019383.0
2019-06-12,3990,4010,3865,3875,150492,69825.0,18019383.0
2019-06-13,3875,3975,3875,3955,31405,71267.0,18019383.0
2019-06-14,3925,3990,3870,3870,53981,69735.0,18019383.0
2019-06-17,3870,4000,3870,3875,62942,69825.0,18019383.0
2019-06-18,3805,3965,3805,3930,96125,70816.0,18019383.0
2019-06-19,3935,4030,3935,4015,82099,72348.0,18019383.0
2019-06-20,3990,4050,3990,4040,64692,72798.0,18019383.0
2019-06-21,4065,4075,3975,4040,55975,72798.0,18019383.0
2019-06-24,4085,4085,3980,4025,49321,72528.0,18019383.0
2019-06-25,3995,4180,3995,4120,216650,74240.0,18019383.0
2019-06-26,4115,4185,4060,4130,128896,74420.0,18019383.0
2019-06-27,4120,4160,3835,3915,258762,70546.0,18019383.0
2019-06-28,3890,3945,3800,3890,114461,70095.0,18019383.0
2019-07-01,3890,3930,3835,3860,90641,69555.0,18019383.0
2019-07-02,3865,3915,3865,3905,19585,70366.0,18019383.0
2019-07-03,3875,3925,3835,3870,34500,69735.0,18019383.0
2019-07-04,3870,3890,3795,3840,45406,69194.0,18019383.0
2019-07-05,3840,3905,3810,3905,44510,70366.0,18019383.0
2019-07-08,3910,3910,3685,3725,154258,67122.0,18019383.0
2019-07-09,3725,3765,3635,3645,117511,65681.0,18019383.0
2019-07-10,3635,3725,3635,3700,54560,66672.0,18019383.0
2019-07-11,3690,3750,3670,3730,61293,67212.0,18019383.0
2019-07-12,3730,3785,3665,3765,54786,67843.0,18019383.0
2019-07-15,3770,3785,3675,3695,92605,66582.0,18019383.0
2019-07-16,3685,3715,3605,3685,139793,66401.0,18019383.0
2019-07-17,3835,4190,3600,3620,556272,65230.0,18019383.0
2019-07-18,3585,3650,3510,3515,93147,63338.0,18019383.0
2019-07-19,3520,4190,3505,3865,3584990,69645.0,18019383.0
2019-07-22,3850,3855,3665,3745,545516,67483.0,18019383.0
2019-07-23,3735,3785,3655,3655,161944,65861.0,18019383.0
2019-07-24,3650,3865,3530,3625,273342,65320.0,18019383.0
2019-07-25,3625,3660,3540,3610,150561,65050.0,18019383.0
2019-07-26,3610,3655,3500,3520,103560,63428.0,18019383.0
2019-07-29,3520,3590,3275,3300,143499,59464.0,18019383.0
2019-07-30,3225,3360,3225,3300,134034,59464.0,18019383.0
2019-07-31,3295,3320,3190,3300,77184,59464.0,18019383.0
2019-08-01,3265,3445,3210,3280,84269,59104.0,18019383.0
2019-08-02,3120,3300,3120,3285,64865,59194.0,18019383.0
2019-08-05,3230,3295,2910,2950,174411,53157.0,18019383.0
2019-08-06,2810,3045,2765,2840,127320,51175.0,18019383.0
2019-08-07,2790,2975,2790,2910,77549,52436.0,18019383.0
2019-08-08,2850,3045,2850,3000,99527,54058.0,18019383.0
2019-08-09,3005,3070,2970,3030,71841,54599.0,18019383.0
2019-08-12,3030,3065,3025,3050,36809,54959.0,18019383.0
2019-08-13,3015,3070,2980,3015,62935,54328.0,18019383.0
2019-08-14,3020,3105,3000,3060,63093,55139.0,18019383.0
2019-08-16,2990,2990,2860,2940,96559,52977.0,18019383.0
2019-08-19,2965,2980,2865,2935,71946,52887.0,18019383.0
2019-08-20,2910,2965,2890,2965,63559,53427.0,18019383.0
2019-08-21,2975,3055,2930,3025,101600,54509.0,18019383.0
2019-08-22,3035,3125,3010,3125,184445,56311.0,18019383.0
2019-08-23,3300,3410,3050,3090,678193,55989.0,18119383.0
2019-08-26,2970,3035,2865,2880,224102,52184.0,18119383.0
2019-08-27,2900,2980,2880,2890,68153,52365.0,18119383.0
2019-08-28,2860,3010,2860,2975,56804,53905.0,18119383.0
2019-08-29,2985,3065,2925,2975,80807,53905.0,18119383.0
2019-08-30,2990,3065,2980,3055,64318,55355.0,18119383.0
2019-09-02,3055,3130,3025,3115,73171,56442.0,18119383.0
2019-09-03,3115,3145,3080,3115,62627,56442.0,18119383.0
2019-09-04,3110,3170,3070,3135,56664,56804.0,18119383.0
2019-09-05,3115,3190,3115,3165,42171,57348.0,18119383.0
2019-09-06,3165,3195,3120,3140,44011,56895.0,18119383.0
2019-09-09,3160,3195,3110,3140,37412,56895.0,18119383.0
2019-09-10,3140,3170,3120,3150,28368,57076.0,18119383.0
2019-09-11,3150,3180,3125,3165,58769,57348.0,18119383.0
2019-09-16,3150,3210,3135,3205,57316,58073.0,18119383.0
2019-09-17,3180,3250,3175,3230,61831,58526.0,18119383.0
2019-09-18,3190,3260,3190,3220,26826,58344.0,18119383.0
2019-09-19,3220,3260,3195,3210,69298,58163.0,18119383.0
2019-09-20,3200,3225,3180,3210,40571,58163.0,18119383.0
2019-09-23,3210,3215,3150,3170,32947,57438.0,18119383.0
2019-09-24,3170,3245,3140,3220,32654,58344.0,18119383.0
2019-09-25,3175,3215,3065,3085,54236,55898.0,18119383.0
2019-09-26,3085,3130,3020,3070,52787,55627.0,18119383.0
2019-09-27,3050,3090,3025,3030,18539,54902.0,18119383.0
2019-09-30,3035,3035,2960,2980,42429,53996.0,18119383.0
2019-10-01,2970,3020,2915,3010,38101,54539.0,18119383.0
2019-10-02,2950,3050,2950,2965,29204,53724.0,18119383.0
2019-10-04,2935,3090,2915,2915,47685,52818.0,18119383.0
2019-10-07,2950,2965,2900,2905,38634,52637.0,18119383.0
