나무기술(242040),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-10-31,2141,2141,2120,2142,16698,14327.0,7110000.0
2016-11-01,2125,2125,2099,2126,10563,14220.0,7110000.0
2016-11-02,2125,2200,2120,2120,4844,14184.0,7110000.0
2016-11-03,2136,2136,2120,2120,11,14184.0,7110000.0
2016-11-04,2114,2130,2114,2131,1239,14256.0,7110000.0
2016-11-07,2120,2136,2120,2136,50,14291.0,7110000.0
2016-11-08,2162,2162,2114,2120,4525,14184.0,7110000.0
2016-11-09,2120,2125,2099,2115,27103,14149.0,7110000.0
2016-11-10,2114,2120,2114,2120,25670,14184.0,7110000.0
2016-11-11,2114,2125,2114,2120,31576,14184.0,7110000.0
2016-11-14,2114,2125,2114,2115,6154,14149.0,7110000.0
2016-11-15,2114,2120,2109,2110,24960,14113.0,7110000.0
2016-11-16,2114,2168,2114,2120,3662,14184.0,7110000.0
2016-11-17,2120,2125,2114,2126,2101,14220.0,7110000.0
2016-11-18,2125,2125,2114,2115,2411,14149.0,7110000.0
2016-11-21,2114,2136,2109,2115,5130,14149.0,7110000.0
2016-11-22,2125,2125,2114,2115,3875,14149.0,7110000.0
2016-11-23,2114,2125,2114,2115,4001,14149.0,7110000.0
2016-11-24,2109,2109,2104,2104,5996,14078.0,7110000.0
2016-11-25,2130,2130,2109,2115,12503,14149.0,7110000.0
2016-11-28,2104,2120,2104,2115,27757,14149.0,7110000.0
2016-11-29,2099,2120,2093,2120,489,14184.0,7110000.0
2016-11-30,2120,2120,2099,2115,3,14149.0,7110000.0
2016-12-01,2125,2125,2104,2110,2553,14113.0,7110000.0
2016-12-02,2093,2114,2093,2094,228,14007.0,7110000.0
2016-12-05,2093,2120,2088,2104,14105,14078.0,7110000.0
2016-12-06,2088,2114,2083,2115,5462,14149.0,7110000.0
2016-12-07,2088,2114,2088,2115,18557,14149.0,7110000.0
2016-12-08,2093,2114,2093,2094,245,14007.0,7110000.0
2016-12-09,2093,2104,2088,2088,5246,13971.0,7110000.0
2016-12-12,2109,2109,2109,2110,1,14113.0,7110000.0
2016-12-13,2099,2109,2099,2110,9612,14113.0,7110000.0
2016-12-14,2109,2114,2099,2115,4900,14149.0,7110000.0
2016-12-15,2109,2109,2109,2110,2,14113.0,7110000.0
2016-12-16,2109,2109,2088,2088,967,13971.0,7110000.0
2016-12-19,2109,2109,2093,2094,479,14007.0,7110000.0
2016-12-20,2120,2125,2099,2126,10553,14220.0,7110000.0
2016-12-21,2109,2114,2109,2115,2,14149.0,7110000.0
2016-12-22,2088,2114,2088,2110,3909,14113.0,7110000.0
2016-12-23,2109,2109,2109,2110,1000,14113.0,7110000.0
2016-12-26,2109,2109,2109,2110,364,14113.0,7110000.0
2016-12-27,2088,2120,2088,2120,10101,14184.0,7110000.0
2016-12-28,2125,2125,2114,2115,20001,14149.0,7110000.0
2016-12-29,2114,2114,2114,2115,58,14149.0,7110000.0
2017-01-02,2114,2114,2114,2115,0,14149.0,7110000.0
2017-01-03,2083,2120,2083,2115,2979,14149.0,7110000.0
2017-01-04,2104,2109,2099,2110,4994,14113.0,7110000.0
2017-01-05,2114,2114,2109,2110,1001,14113.0,7110000.0
2017-01-06,2099,2109,2099,2099,2166,14042.0,7110000.0
2017-01-09,2093,2099,2093,2099,1687,14042.0,7110000.0
2017-01-10,2099,2120,2099,2099,730,14042.0,7110000.0
2017-01-11,2099,2099,2099,2099,31,14042.0,7110000.0
2017-01-12,2088,2099,2088,2099,479,14042.0,7110000.0
2017-01-13,2093,2099,2093,2094,21494,14007.0,7110000.0
2017-01-16,2099,2099,2093,2099,13463,14042.0,7110000.0
2017-01-17,2088,2088,2088,2088,959,13971.0,7110000.0
2017-01-18,2093,2093,2083,2083,3934,13936.0,7110000.0
2017-01-19,2088,2104,2088,2088,2677,13971.0,7110000.0
2017-01-20,2083,2104,2083,2104,324,14078.0,7110000.0
2017-01-23,2104,2104,2104,2104,335,14078.0,7110000.0
2017-01-24,2104,2104,2083,2104,545,14078.0,7110000.0
2017-01-25,2104,2104,2083,2083,1037,13936.0,7110000.0
2017-01-26,2083,2083,2077,2083,7991,13936.0,7110000.0
2017-01-31,2077,2083,2077,2078,5297,13900.0,7110000.0
2017-02-01,2083,2083,2077,2083,9372,13936.0,7110000.0
2017-02-02,2083,2083,2083,2083,1005,13936.0,7110000.0
2017-02-03,2077,2125,2072,2104,5062,14078.0,7110000.0
2017-02-06,2072,2104,2067,2104,1953,14078.0,7110000.0
2017-02-07,2072,2114,2072,2115,2888,14149.0,7110000.0
2017-02-08,2083,2120,2072,2120,8353,14184.0,7110000.0
2017-02-09,2083,2109,2083,2083,2526,13936.0,7110000.0
2017-02-10,2083,2104,2083,2104,2488,14078.0,7110000.0
2017-02-13,2072,2072,2008,2062,73082,13793.0,7110000.0
2017-02-14,2061,2061,2008,2025,171501,13545.0,7110000.0
2017-02-15,2040,2045,2029,2035,7359,13616.0,7110000.0
2017-02-16,2029,2045,2029,2046,2514,13687.0,7110000.0
2017-02-17,2045,2045,2035,2035,14753,13616.0,7110000.0
2017-02-20,2035,2045,2029,2035,18531,13616.0,7110000.0
2017-02-21,2040,2056,2040,2057,2101,13758.0,7110000.0
2017-02-22,2056,2067,2019,2041,82213,13651.0,7110000.0
2017-02-23,2035,2051,2035,2051,34960,13722.0,7110000.0
2017-02-24,2056,2083,2056,2067,8647,13829.0,7110000.0
2017-02-27,2077,2077,2035,2067,494,13829.0,7110000.0
2017-02-28,2056,2072,2056,2067,8827,13829.0,7110000.0
2017-03-02,2040,2072,2040,2072,7189,13864.0,7110000.0
2017-03-03,2072,2083,2040,2072,11782,13864.0,7110000.0
2017-03-06,2067,2067,2045,2067,6995,13829.0,7110000.0
2017-03-07,2067,2067,2045,2062,2294,13793.0,7110000.0
2017-03-08,2045,2104,2045,2046,2877,13687.0,7110000.0
2017-03-09,2099,2099,2045,2067,1859,13829.0,7110000.0
2017-03-10,2072,2072,2061,2067,2006,13829.0,7110000.0
2017-03-13,2040,2061,2040,2057,3249,13758.0,7110000.0
2017-03-14,2056,2056,2051,2057,3622,13758.0,7110000.0
2017-03-15,2056,2067,2045,2067,17954,13829.0,7110000.0
2017-03-16,2045,2067,2045,2067,8986,13829.0,7110000.0
2017-03-17,2072,2093,2061,2088,12316,13971.0,7110000.0
2017-03-20,2093,2093,2072,2088,35971,13971.0,7110000.0
2017-03-21,2093,2104,2077,2094,13317,14007.0,7110000.0
2017-03-22,2088,2088,2077,2088,12767,13971.0,7110000.0
2017-03-23,2136,2136,2077,2094,10177,14007.0,7110000.0
2017-03-24,2104,2104,2088,2094,1109,14007.0,7110000.0
2017-03-27,2083,2093,2083,2094,18016,14007.0,7110000.0
2017-03-28,2083,2093,2077,2083,24226,13936.0,7110000.0
2017-03-29,2083,2093,2077,2094,23066,14007.0,7110000.0
2017-03-30,2099,2099,2088,2094,6626,14007.0,7110000.0
2017-03-31,2093,2093,2083,2083,7574,13936.0,7110000.0
2017-04-03,2072,2083,2072,2083,12435,13936.0,7110000.0
2017-04-04,2072,2083,2067,2078,39165,13900.0,7110000.0
2017-04-05,2077,2088,2072,2083,56550,13936.0,7110000.0
2017-04-06,2083,2109,2067,2110,44893,14113.0,7110000.0
2017-04-07,2109,2109,2067,2078,34268,13900.0,7110000.0
2017-04-10,2077,2077,2067,2078,57351,13900.0,7110000.0
2017-04-11,2061,2072,2061,2072,48206,13864.0,7110000.0
2017-04-12,2056,2077,2056,2078,32442,13900.0,7110000.0
2017-04-13,2077,2077,2061,2078,13247,13900.0,7110000.0
2017-04-14,2077,2077,2061,2072,17349,13864.0,7110000.0
2017-04-17,2061,2077,2061,2072,10328,13864.0,7110000.0
2017-04-18,2072,2072,2072,2072,8035,13864.0,7110000.0
2017-04-19,2072,2077,2072,2078,26378,13900.0,7110000.0
2017-04-20,2077,2093,2077,2094,38793,14007.0,7110000.0
2017-04-21,2083,2099,2083,2099,5251,14042.0,7110000.0
2017-04-24,2077,2104,2077,2094,16290,14007.0,7110000.0
2017-04-25,2077,2093,2077,2088,10874,13971.0,7110000.0
2017-04-26,2077,2093,2077,2078,34044,13900.0,7110000.0
2017-04-27,2093,2093,2077,2094,9172,14007.0,7110000.0
2017-04-28,2093,2093,2083,2094,7806,14007.0,7110000.0
2017-05-02,2093,2104,2088,2099,9027,14042.0,7110000.0
2017-05-04,2083,2099,2083,2094,6754,14007.0,7110000.0
2017-05-08,2072,2093,2072,2083,11672,13936.0,7110000.0
2017-05-10,2083,2099,2072,2099,9841,14042.0,7110000.0
2017-05-11,2099,2099,2077,2094,787,14007.0,7110000.0
2017-05-12,2099,2099,2083,2083,6072,13936.0,7110000.0
2017-05-15,2083,2093,2083,2094,226,14007.0,7110000.0
2017-05-16,2088,2093,2077,2088,11644,13971.0,7110000.0
2017-05-17,2093,2093,2083,2088,3168,13971.0,7110000.0
2017-05-18,2093,2093,2072,2094,28988,14007.0,7110000.0
2017-05-19,2088,2088,2088,2088,1883,13971.0,7110000.0
2017-05-22,2088,2093,2083,2094,8157,14007.0,7110000.0
2017-05-23,2109,2109,2099,2099,24932,14042.0,7110000.0
2017-05-24,2093,2099,2093,2099,1283,14042.0,7110000.0
2017-05-25,2093,2099,2083,2099,97186,14042.0,7110000.0
2017-05-26,2077,2093,2072,2094,57329,14007.0,7110000.0
2017-05-29,2077,2093,2077,2094,11,14007.0,7110000.0
2017-05-30,2093,2093,2093,2094,0,14007.0,7110000.0
2017-05-31,2093,2093,2077,2094,8271,14007.0,7110000.0
2017-06-01,2083,2088,2077,2078,5602,13900.0,7110000.0
2017-06-02,2093,2093,2088,2088,32,13971.0,7110000.0
2017-06-05,2072,2093,2072,2088,973,13971.0,7110000.0
2017-06-07,2077,2077,2072,2078,12329,13900.0,7110000.0
2017-06-08,2077,2093,2072,2094,1793,14007.0,7110000.0
2017-06-09,2083,2088,2077,2088,17150,13971.0,7110000.0
2017-06-12,2083,2088,2077,2088,26305,13971.0,7110000.0
2017-06-13,2088,2088,2072,2083,84871,13936.0,7110000.0
2017-06-14,2083,2088,2083,2083,13821,13936.0,7110000.0
2017-06-15,2072,2088,2072,2088,2403,13971.0,7110000.0
2017-06-16,2083,2088,2072,2088,2002,13971.0,7110000.0
2017-06-19,2077,2088,2077,2083,6216,13936.0,7110000.0
2017-06-20,2072,2072,2072,2072,1000,13864.0,7110000.0
2017-06-21,2093,2093,2077,2088,13705,13971.0,7110000.0
2017-06-22,2093,2093,2083,2088,12871,13971.0,7110000.0
2017-06-23,2093,2093,2072,2083,20450,13936.0,7110000.0
2017-06-26,2088,2088,2088,2088,5578,13971.0,7110000.0
2017-06-27,2083,2083,2083,2083,192,13936.0,7110000.0
2017-06-28,2077,2088,2077,2083,9114,13936.0,7110000.0
2017-06-29,2088,2099,2088,2094,22213,14007.0,7110000.0
2017-06-30,2099,2200,2083,2126,36968,14220.0,7110000.0
2017-07-03,2114,2125,2109,2115,9153,14149.0,7110000.0
2017-07-04,2114,2125,2109,2115,24248,14149.0,7110000.0
2017-07-05,2114,2120,2109,2115,11334,14149.0,7110000.0
2017-07-06,2104,2114,2104,2115,4688,14149.0,7110000.0
2017-07-07,2114,2125,2109,2120,38837,14184.0,7110000.0
2017-07-10,2120,2136,2114,2126,23474,14220.0,7110000.0
2017-07-11,2125,2125,2114,2126,3676,14220.0,7110000.0
2017-07-12,2130,2136,2125,2126,8935,14220.0,7110000.0
2017-07-13,2125,2141,2125,2136,22432,14291.0,7110000.0
2017-07-14,2130,2130,2130,2131,111,14256.0,7110000.0
2017-07-17,2130,2136,2125,2136,8617,14291.0,7110000.0
2017-07-18,2146,2146,2120,2131,22430,14256.0,7110000.0
2017-07-19,2130,2136,2125,2131,17375,14256.0,7110000.0
2017-07-20,2130,2141,2130,2136,29784,14291.0,7110000.0
2017-07-21,2130,2130,2130,2131,41598,14256.0,7110000.0
2017-07-24,2125,2130,2125,2126,6235,14220.0,7110000.0
2017-07-25,2136,2136,2125,2126,26260,14220.0,7110000.0
2017-07-26,2125,2130,2125,2126,23100,14220.0,7110000.0
2017-07-27,2125,2130,2120,2126,54134,14220.0,7110000.0
2017-07-28,2141,2141,2120,2120,4086,14184.0,7110000.0
2017-07-31,2146,2146,2120,2120,4798,14184.0,7110000.0
2017-08-01,2141,2141,2120,2120,9,14184.0,7110000.0
2017-08-02,2152,2152,2130,2131,77,14256.0,7110000.0
2017-08-03,2152,2152,2130,2131,54,14256.0,7110000.0
2017-08-04,2141,2141,2125,2126,2066,14220.0,7110000.0
2017-08-07,2125,2125,2125,2126,1008,14220.0,7110000.0
2017-08-08,2125,2125,2125,2126,559,14220.0,7110000.0
2017-08-09,2125,2125,2125,2126,1400,14220.0,7110000.0
2017-08-10,2125,2125,2125,2126,22,14220.0,7110000.0
2017-08-11,2125,2130,2125,2126,1161,14220.0,7110000.0
2017-08-14,2125,2125,2125,2126,10210,14220.0,7110000.0
2017-08-16,2125,2125,2120,2120,8776,14184.0,7110000.0
2017-08-17,2125,2125,2120,2120,32823,14184.0,7110000.0
2017-08-18,2125,2130,2125,2126,112,14220.0,7110000.0
2017-08-21,2125,2136,2125,2136,1425,14291.0,7110000.0
2017-08-22,2125,2136,2125,2131,817,14256.0,7110000.0
2017-08-23,2125,2130,2125,2126,3034,14220.0,7110000.0
2017-08-24,2141,2146,2141,2147,19457,14362.0,7110000.0
2017-08-25,2125,2189,2125,2189,5420,14647.0,7110000.0
2017-08-28,2221,2221,2130,2152,6672,14398.0,7110000.0
2017-08-29,2141,2178,2141,2179,815,14576.0,7110000.0
2017-08-30,2141,2168,2141,2168,11,14504.0,7110000.0
2017-08-31,2168,2205,2136,2205,1902,14753.0,7110000.0
2017-09-01,2141,2200,2141,2147,803,14362.0,7110000.0
2017-09-04,2136,2173,2136,2136,9807,14291.0,7110000.0
2017-09-05,2136,2215,2136,2142,1724,14327.0,7110000.0
2017-09-06,2141,2215,2141,2211,8765,14789.0,7110000.0
2017-09-07,2200,2200,2141,2168,106162,14504.0,7110000.0
2017-09-08,2168,2205,2136,2173,81617,14540.0,7110000.0
2017-09-11,2168,2178,2141,2168,55660,14504.0,7110000.0
2017-09-12,2168,2168,2146,2168,5914,14504.0,7110000.0
2017-09-13,2162,2162,2146,2147,22757,14362.0,7110000.0
2017-09-14,2136,2157,2136,2157,1346,14433.0,7110000.0
2017-09-15,2146,2152,2141,2152,13073,14398.0,7110000.0
2017-09-18,2136,2258,2136,2152,188290,14398.0,7110000.0
2017-09-19,2178,2189,2146,2147,45338,14362.0,7110000.0
2017-09-20,2152,2189,2152,2157,7461,14433.0,7110000.0
2017-09-21,2189,2189,2141,2142,38542,14327.0,7110000.0
2017-09-22,2141,2141,2136,2136,22070,14291.0,7110000.0
2017-09-25,2141,2194,2136,2136,16164,14291.0,7110000.0
2017-09-26,2141,2146,2136,2136,10332,14291.0,7110000.0
2017-09-27,2136,2136,2130,2136,14829,14291.0,7110000.0
2017-09-28,2146,2157,2130,2157,7673,14433.0,7110000.0
2017-09-29,2136,2189,2130,2189,10329,14647.0,7110000.0
2017-10-10,2146,2146,2146,2147,1672,14362.0,7110000.0
2017-10-11,2146,2146,2146,2147,0,14362.0,7110000.0
2017-10-12,2130,2130,2130,2131,5000,14256.0,7110000.0
2017-10-13,2130,2157,2130,2131,5192,14256.0,7110000.0
2017-10-16,2130,2141,2130,2142,5001,14327.0,7110000.0
2017-10-17,2130,2141,2130,2142,5001,14327.0,7110000.0
2017-10-18,2130,2130,2125,2131,4359,14256.0,7110000.0
2017-10-19,2130,2136,2125,2136,5532,14291.0,7110000.0
2017-10-20,2130,2130,2130,2131,714,14256.0,7110000.0
2017-10-23,2125,2125,2125,2126,586,14220.0,7110000.0
2017-10-24,2125,2130,2067,2131,4295,14256.0,7110000.0
2017-10-25,2125,2130,2125,2131,5580,14256.0,7110000.0
2017-10-26,2125,2130,2125,2131,2071,14256.0,7110000.0
2017-10-27,2125,2130,2125,2126,5523,14220.0,7110000.0
2017-10-30,2125,2130,2125,2131,10852,14256.0,7110000.0
2017-10-31,2125,2125,2120,2126,74578,14220.0,7110000.0
2017-11-01,2120,2136,2120,2136,52632,14291.0,7110000.0
2017-11-02,2125,2136,2125,2136,11,14291.0,7110000.0
2017-11-03,2120,2130,2120,2131,2101,14256.0,7110000.0
2017-11-06,2125,2125,2125,2126,4100,14220.0,7110000.0
2017-11-07,2125,2130,2120,2126,1516,14220.0,7110000.0
2017-11-08,2125,2125,2125,2126,0,14220.0,7110000.0
2017-11-09,2125,2141,2120,2142,7192,14327.0,7110000.0
2017-11-10,2120,2125,2120,2120,11794,14184.0,7110000.0
2017-11-13,2120,2120,2120,2120,10,14184.0,7110000.0
2017-11-14,2120,2125,2120,2120,528,14184.0,7110000.0
2017-11-15,2120,2120,2120,2120,422,14184.0,7110000.0
2017-11-16,2120,2120,2120,2120,3701,14184.0,7110000.0
2017-11-17,2114,2114,2114,2115,10201,14149.0,7110000.0
2017-11-20,2114,2120,2114,2120,7984,14184.0,7110000.0
2017-11-21,2109,2114,2109,2110,335,14113.0,7110000.0
2017-11-22,2104,2109,2104,2104,584,14078.0,7110000.0
2017-11-23,2109,2109,2109,2110,994,14113.0,7110000.0
2017-11-24,2093,2114,2093,2099,20353,14042.0,7110000.0
2017-11-27,2093,2120,2093,2110,3582,14113.0,7110000.0
2017-11-28,2088,2109,2088,2099,24565,14042.0,7110000.0
2017-11-29,2088,2120,2088,2120,21401,14184.0,7110000.0
2017-11-30,2093,2114,2067,2099,238471,14042.0,7110000.0
2017-12-01,2099,2099,2093,2099,15749,14042.0,7110000.0
2017-12-04,2099,2099,2088,2099,17503,14042.0,7110000.0
2017-12-05,2088,2093,2088,2094,6048,14007.0,7110000.0
2017-12-06,2093,2093,2083,2094,7642,14007.0,7110000.0
2017-12-07,2083,2104,2083,2099,3704,14042.0,7110000.0
2017-12-08,2099,2099,2083,2083,8156,13936.0,7110000.0
2017-12-11,2099,2099,2093,2099,3,14042.0,7110000.0
2017-12-12,2104,2104,2099,2099,6202,14042.0,7110000.0
2017-12-13,2099,2104,2099,2104,50112,14078.0,7110000.0
2017-12-14,2104,2104,2099,2099,8702,14042.0,7110000.0
2017-12-15,2099,2104,2099,2104,5034,14078.0,7110000.0
2017-12-18,2104,2104,2104,2104,2,14078.0,7110000.0
2017-12-19,2104,2109,2099,2110,13752,14113.0,7110000.0
2017-12-20,2109,2114,2109,2115,6701,14149.0,7110000.0
2017-12-21,2088,2104,2088,2099,3122,14042.0,7110000.0
2017-12-22,2104,2104,2083,2104,10732,14078.0,7110000.0
2017-12-26,2093,2104,2093,2104,3378,14078.0,7110000.0
2017-12-27,2109,2109,2099,2099,2551,14042.0,7110000.0
2017-12-28,2099,2099,2083,2099,6320,14042.0,7110000.0
2018-01-02,2093,2093,2093,2094,3695,14007.0,7110000.0
2018-01-03,2114,2114,2114,2115,2268,14149.0,7110000.0
2018-01-04,2093,2104,2088,2094,5837,14007.0,7110000.0
2018-01-05,2083,2093,2083,2094,3813,14007.0,7110000.0
2018-01-08,2099,2114,2099,2115,4933,14149.0,7110000.0
2018-01-09,2109,2114,2104,2104,6102,14078.0,7110000.0
2018-01-10,2120,2120,2093,2104,6333,14078.0,7110000.0
2018-01-11,2104,2114,2104,2115,5390,14149.0,7110000.0
2018-01-12,2114,2114,2099,2099,6377,14042.0,7110000.0
2018-01-15,2088,2125,2088,2115,4958,14149.0,7110000.0
2018-01-16,2083,2109,2083,2104,28823,14078.0,7110000.0
2018-01-17,2104,2109,2099,2110,17930,14113.0,7110000.0
2018-01-18,2093,2099,2093,2094,12113,14007.0,7110000.0
2018-01-19,2093,2125,2093,2104,8157,14078.0,7110000.0
2018-01-22,2093,2125,2093,2104,10612,14078.0,7110000.0
2018-01-23,2093,2104,2093,2099,5799,14042.0,7110000.0
2018-01-24,2099,2104,2099,2104,6290,14078.0,7110000.0
2018-01-25,2099,2104,2093,2104,6187,14078.0,7110000.0
2018-01-26,2104,2104,2104,2104,5173,14078.0,7110000.0
2018-01-29,2104,2109,2104,2104,3857,14078.0,7110000.0
2018-01-30,2099,2109,2099,2104,10066,14078.0,7110000.0
2018-01-31,2104,2141,2104,2126,17957,14220.0,7110000.0
2018-02-01,2114,2125,2109,2126,101,14220.0,7110000.0
2018-02-02,2109,2109,2099,2110,6864,14113.0,7110000.0
2018-02-05,2109,2114,2104,2115,5659,14149.0,7110000.0
2018-02-06,2104,2114,2104,2115,6469,14149.0,7110000.0
2018-02-07,2104,2114,2104,2115,2672,14149.0,7110000.0
2018-02-08,2104,2114,2099,2115,4528,14149.0,7110000.0
2018-02-09,2104,2109,2093,2110,20944,14113.0,7110000.0
2018-02-12,2099,2120,2093,2120,69434,14184.0,7110000.0
2018-02-13,2099,2120,2099,2120,4001,14184.0,7110000.0
2018-02-14,2120,2120,2104,2104,106,14078.0,7110000.0
2018-02-19,2104,2104,2099,2104,4925,14078.0,7110000.0
2018-02-20,2125,2125,2104,2104,7032,14078.0,7110000.0
2018-02-21,2120,2120,2104,2104,1286,14078.0,7110000.0
2018-02-22,2120,2120,2104,2110,765,14113.0,7110000.0
2018-02-23,2114,2114,2114,2115,3451,14149.0,7110000.0
2018-02-26,2114,2146,2109,2110,8472,14113.0,7110000.0
2018-02-27,2109,2109,2109,2110,1441,14113.0,7110000.0
2018-02-28,2120,2120,2120,2120,336,14184.0,7110000.0
2018-03-02,2120,2125,2120,2120,19766,14184.0,7110000.0
2018-03-05,2120,2120,2120,2120,3000,14184.0,7110000.0
2018-03-06,2125,2125,2120,2120,6760,14184.0,7110000.0
2018-03-07,2120,2125,2120,2126,6451,14220.0,7110000.0
2018-03-08,2125,2125,2120,2126,61930,14220.0,7110000.0
2018-03-09,2125,2125,2125,2126,8399,14220.0,7110000.0
2018-03-12,2109,2120,2109,2120,5119,14184.0,7110000.0
2018-03-13,2114,2125,2114,2126,1005,14220.0,7110000.0
2018-03-14,2114,2125,2114,2120,7627,14184.0,7110000.0
2018-03-15,2120,2120,2120,2120,2006,14184.0,7110000.0
2018-03-16,2125,2125,2125,2126,16000,14220.0,7110000.0
2018-03-19,2125,2125,2125,2126,5401,14220.0,7110000.0
2018-03-20,2125,2125,2125,2126,2900,14220.0,7110000.0
2018-03-21,2125,2125,2120,2126,31823,14220.0,7110000.0
2018-03-22,2125,2125,2120,2126,46950,14220.0,7110000.0
2018-03-23,2125,2125,2125,2126,34467,14220.0,7110000.0
2018-03-26,2120,2125,2120,2126,3500,14220.0,7110000.0
2018-03-27,2120,2125,2120,2126,44970,14220.0,7110000.0
2018-03-28,2125,2125,2120,2126,62195,14220.0,7110000.0
2018-03-29,2125,2136,2120,2126,28772,14220.0,7110000.0
2018-03-30,2120,2136,2120,2131,5712,14256.0,7110000.0
2018-04-02,2120,2136,2120,2126,23241,14220.0,7110000.0
2018-04-03,2136,2136,2120,2120,4330,14184.0,7110000.0
2018-04-04,2120,2125,2120,2120,6702,14184.0,7110000.0
2018-04-05,2120,2125,2120,2120,1000,14184.0,7110000.0
2018-04-06,2120,2125,2120,2126,2128,14220.0,7110000.0
2018-04-09,2125,2125,2120,2126,16044,14220.0,7110000.0
2018-04-10,2125,2130,2120,2126,46490,14220.0,7110000.0
2018-04-11,2130,2130,2125,2126,47692,14220.0,7110000.0
2018-04-12,2120,2125,2120,2120,41541,14184.0,7110000.0
2018-04-13,2114,2125,2114,2120,39927,14184.0,7110000.0
2018-04-16,2136,2136,2120,2120,5695,14184.0,7110000.0
2018-04-17,2136,2136,2114,2126,18172,14220.0,7110000.0
2018-04-18,2120,2130,2120,2131,9942,14256.0,7110000.0
2018-04-19,2120,2120,2120,2120,5325,14184.0,7110000.0
2018-04-20,2125,2125,2114,2115,1325,14149.0,7110000.0
2018-04-23,2114,2125,2114,2126,10270,14220.0,7110000.0
2018-04-24,2114,2125,2114,2126,3655,14220.0,7110000.0
2018-04-25,2114,2125,2114,2126,1413,14220.0,7110000.0
2018-04-26,2125,2125,2120,2126,9629,14220.0,7110000.0
2018-04-27,2125,2125,2125,2126,6198,14220.0,7110000.0
2018-04-30,2120,2130,2120,2131,2878,14256.0,7110000.0
2018-05-02,2130,2130,2120,2126,5646,14220.0,7110000.0
2018-05-03,2125,2125,2125,2126,618,14220.0,7110000.0
2018-05-04,2125,2125,2120,2126,18748,14220.0,7110000.0
2018-05-08,2114,2114,2114,2115,20000,14149.0,7110000.0
2018-05-09,2136,2136,2130,2131,30,14256.0,7110000.0
2018-05-10,2125,2136,2120,2136,4154,14291.0,7110000.0
2018-05-11,2120,2125,2120,2120,5852,14184.0,7110000.0
2018-05-14,2120,2125,2120,2126,2000,14220.0,7110000.0
2018-05-15,2120,2125,2120,2126,3406,14220.0,7110000.0
2018-05-16,2125,2125,2125,2126,1000,14220.0,7110000.0
2018-05-17,2120,2130,2120,2131,19411,14256.0,7110000.0
2018-05-18,2125,2130,2125,2131,20802,14256.0,7110000.0
2018-05-21,2130,2130,2125,2131,7469,14256.0,7110000.0
2018-05-23,2125,2178,2125,2163,69009,14469.0,7110000.0
2018-05-24,2162,2162,2125,2136,85534,14291.0,7110000.0
2018-05-25,2130,2146,2130,2147,444,14362.0,7110000.0
2018-05-28,2146,2152,2141,2152,7045,14398.0,7110000.0
2018-05-29,2141,2157,2130,2157,54492,14433.0,7110000.0
2018-05-30,2136,2146,2136,2147,22446,14362.0,7110000.0
2018-05-31,2141,2157,2141,2157,7289,14433.0,7110000.0
